"","SLB.Open","SLB.High","SLB.Low","SLB.Close","SLB.Volume","SLB.Adjusted"
"2012-03-23",72.33,73.51,71.56,73.18,11529300,70.9
"2012-03-26",73.61,73.84,71.97,72.4,10051000,70.14
"2012-03-27",72.33,72.36,69.93,69.96,16967700,67.78
"2012-03-28",69.61,70.7,68.6,69.78,10484000,67.6
"2012-03-29",69.33,70.46,68.33,69.14,11229700,66.98
"2012-03-30",69.88,70.42,68.8,69.93,10874100,67.75
"2012-04-02",69.6,71.09,69.1,69.84,8855600,67.66
"2012-04-03",70.5,70.65,68.99,69.73,10094100,67.56
"2012-04-04",68.81,69.59,68.24,68.69,6752000,66.55
"2012-04-05",68.54,69.4,68.28,68.42,7967700,66.29
"2012-04-09",67.49,68.65,67.25,67.59,6451000,65.48
"2012-04-10",67.36,68.06,66.45,67.26,11013900,65.16
"2012-04-11",68.74,68.9,68,68.12,8967400,66
"2012-04-12",68.46,70.42,68.13,70.34,9136900,68.15
"2012-04-13",69.91,70.2,68.32,68.38,7561800,66.25
"2012-04-16",68.75,69.08,67.36,67.44,6851200,65.34
"2012-04-17",68.63,69.66,68.5,69.35,8246200,67.19
"2012-04-18",69.37,70.81,69.27,69.93,7650000,67.75
"2012-04-19",70.12,71.25,69.37,69.8,9066800,67.62
"2012-04-20",72.73,74.52,71.61,71.7,19478500,69.46
"2012-04-23",70.77,72.25,69.89,71.19,10055600,68.97
"2012-04-24",71.5,73.5,71.19,72.71,9015000,70.44
"2012-04-25",73.65,74.92,73.15,74.46,10808300,72.14
"2012-04-26",73.86,74.72,73.27,74.25,7059500,71.94
"2012-04-27",74.54,74.73,73.5,73.95,6885200,71.64
"2012-04-30",73.34,74.28,73.34,74.14,5017700,71.83
"2012-05-01",74.16,76.19,73.79,75.13,6779600,72.79
"2012-05-02",74.46,74.68,73.83,74.17,6132000,71.86
"2012-05-03",74.2,74.29,72.18,72.61,6813200,70.35
"2012-05-04",71.89,71.89,69.45,69.96,9632700,67.78
"2012-05-07",69.81,71.1,69.35,70.6,5581500,68.4
"2012-05-08",69.92,70.6,68.37,70.39,8520500,68.2
"2012-05-09",69.24,70.59,68.74,69.64,7291000,67.47
"2012-05-10",70.5,71.18,69.2,69.44,5869600,67.28
"2012-05-11",68.84,70.15,68.66,68.8,5170200,66.66
"2012-05-14",67.82,67.82,66.85,67.25,6861000,65.15
"2012-05-15",67.38,67.62,65.28,65.52,7730600,63.48
"2012-05-16",65.76,67,64.2,64.81,10064600,62.79
"2012-05-17",64.54,65.65,64.15,64.75,9274100,62.73
"2012-05-18",64.91,65.8,63.88,64.06,9286600,62.06
"2012-05-21",64.82,66.86,64.21,66.76,7711700,64.68
"2012-05-22",67.07,67.77,65.84,66.4,8172300,64.33
"2012-05-23",65.63,67.26,64.89,67.18,6913000,65.09
"2012-05-24",67.58,67.65,65.11,65.85,8848300,63.8
"2012-05-25",65.52,66.33,65.11,65.41,6177400,63.37
"2012-05-29",66.06,68.13,66.02,67.24,7034700,65.14
"2012-05-30",66.07,66.08,63.8,64.18,9792000,62.43
"2012-05-31",63.81,64.01,61.23,63.25,15048100,61.53
"2012-06-01",61.63,62.7,60.87,62.07,12230900,60.38
"2012-06-04",62.1,62.29,60.75,62.21,12004800,60.52
"2012-06-05",61.92,63.28,61.54,62.24,7092300,60.55
"2012-06-06",63.19,64.75,62.93,64.59,12185700,62.83
"2012-06-07",65.77,66.5,64.1,64.43,8169500,62.68
"2012-06-08",63.95,64.7,62.84,64.54,6758700,62.78
"2012-06-11",65.5,65.73,63.92,64.07,7745000,62.33
"2012-06-12",64.46,65.14,63.79,64.93,6297500,63.16
"2012-06-13",64.47,65.56,63.49,63.95,8592400,62.21
"2012-06-14",64.13,65.59,63.84,65.38,5945700,63.6
"2012-06-15",66.14,66.77,65.51,66.46,9563600,64.65
"2012-06-18",65.49,66.7,65.39,66.54,6647700,64.73
"2012-06-19",67.11,67.69,66.6,67.15,5267600,65.32
"2012-06-20",66.83,67.23,65,65.54,9314900,63.76
"2012-06-21",65.2,65.47,62.43,62.56,9460300,60.86
"2012-06-22",62.83,63.07,61.2,61.56,12120300,59.89
"2012-06-25",60.75,60.93,59.68,60.06,10411200,58.43
"2012-06-26",60.17,60.45,59.12,59.67,10251000,58.05
"2012-06-27",60.1,61.8,60.01,61.47,9085900,59.8
"2012-06-28",61.48,62.88,61.21,62.72,8757600,61.01
"2012-06-29",64.42,65.48,64.02,64.91,10193500,63.14
"2012-07-02",64.86,66.01,64.48,64.94,6915800,63.17
"2012-07-03",65.82,67.38,65.58,67.34,5385200,65.51
"2012-07-05",67.05,67.14,65.85,66.1,5128200,64.3
"2012-07-06",65.09,66.1,64.57,65.17,6731700,63.4
"2012-07-09",64.83,66.29,64.49,65.82,5597700,64.03
"2012-07-10",66.05,66.36,64.5,64.97,7977900,63.2
"2012-07-11",65.18,66.15,64.9,65.66,6956500,63.87
"2012-07-12",64.82,65.74,64.19,65.39,5837300,63.61
"2012-07-13",65.44,66.93,65.42,66.72,5068200,64.91
"2012-07-16",66.27,66.79,65.54,66.3,5673800,64.5
"2012-07-17",66.95,67.95,66.08,67.79,8774800,65.95
"2012-07-18",67.44,69.18,67.26,68.76,7001700,66.89
"2012-07-19",68.87,69.39,68.27,68.64,8950800,66.77
"2012-07-20",69.92,70.44,68.8,69.33,12357600,67.44
"2012-07-23",68.37,69.79,67.52,69.55,8057500,67.66
"2012-07-24",69.5,69.65,67.04,67.94,8154800,66.09
"2012-07-25",68.22,68.86,67.46,68.25,6464300,66.39
"2012-07-26",70.01,71.67,69.34,71.31,10055900,69.37
"2012-07-27",71.77,73.47,71.18,72.96,9535300,70.98
"2012-07-30",72.82,72.86,72.09,72.54,6438100,70.57
"2012-07-31",72.16,72.76,71.01,71.26,6820100,69.32
"2012-08-01",71.41,72.48,70.26,71.68,6387700,69.73
"2012-08-02",70.45,71.54,69.85,70.83,6358300,68.9
"2012-08-03",72.5,72.84,71.71,72.39,5083600,70.42
"2012-08-06",72.67,72.88,72.04,72.4,4007100,70.43
"2012-08-07",72.83,74.22,72.66,73.61,8110800,71.61
"2012-08-08",72.93,73.85,72.78,73.66,6903900,71.66
"2012-08-09",73.46,74.4,73.1,74.33,5763200,72.31
"2012-08-10",74.04,75.47,73.77,75.35,7304800,73.3
"2012-08-13",75.13,75.4,74.6,75.2,6294500,73.16
"2012-08-14",75.41,75.68,74.15,74.47,5864100,72.44
"2012-08-15",74.39,74.5,73.3,73.87,4853200,71.86
"2012-08-16",74.02,75.11,73.56,74.98,5303500,72.94
"2012-08-17",74.96,75.11,74.53,74.78,5107400,72.75
"2012-08-20",74.49,74.83,74.1,74.34,4983600,72.32
"2012-08-21",74.6,74.99,74.14,74.35,5131200,72.33
"2012-08-22",74,74.97,73.83,74.82,4720400,72.79
"2012-08-23",74.71,74.87,73.85,74.19,4870100,72.17
"2012-08-24",74,74.75,73.72,74.59,3783700,72.56
"2012-08-27",74.68,75.43,74.33,74.85,4279100,72.81
"2012-08-28",74.41,74.78,73.98,74.38,4771900,72.36
"2012-08-29",74.4,74.4,72.87,72.96,6009900,71.24
"2012-08-30",72.5,72.5,71.47,71.6,6167300,69.91
"2012-08-31",72.1,72.79,71.73,72.38,5754000,70.67
"2012-09-04",72.12,72.34,70.72,71.42,7177300,69.74
"2012-09-05",71.32,72.1,70.67,71.25,6499000,69.57
"2012-09-06",71.87,73.63,71.86,72.46,8041100,70.75
"2012-09-07",72.68,73.65,72.58,73.17,5466500,71.44
"2012-09-10",73.05,73.8,72.68,72.69,4900100,70.98
"2012-09-11",72.81,73.71,72.61,73.66,5165400,71.92
"2012-09-12",74.36,74.73,74.05,74.32,5425900,72.57
"2012-09-13",74.51,75.96,74.24,75.67,6425700,73.89
"2012-09-14",77.78,78.47,77.25,77.6,8624900,75.77
"2012-09-17",77.29,78.27,76.81,77.14,6258900,75.32
"2012-09-18",76.86,76.87,75.31,76.23,7164100,74.43
"2012-09-19",76.13,76.3,74.3,74.71,6214100,72.95
"2012-09-20",74.32,75.29,73.75,75.23,6961900,73.46
"2012-09-21",75.95,76,74.5,75.02,8943900,73.25
"2012-09-24",74.02,74.8,74,74.26,4747000,72.51
"2012-09-25",74.56,74.56,72.59,72.69,9193500,70.98
"2012-09-26",72.34,72.58,71.71,72.05,5103700,70.35
"2012-09-27",72.49,73.53,72.02,73.24,6131800,71.51
"2012-09-28",73.32,73.32,71.99,72.33,5769000,70.62
"2012-10-01",72.99,73.68,72.36,72.58,4289600,70.87
"2012-10-02",72.89,73.2,71.92,72.26,4760400,70.56
"2012-10-03",72.25,72.53,70.72,71.19,5846400,69.51
"2012-10-04",71.66,71.96,71.21,71.67,5121200,69.98
"2012-10-05",72.4,72.59,71.28,71.49,5798700,69.8
"2012-10-08",70.93,71.75,70.7,71.61,3478800,69.92
"2012-10-09",71.61,72.42,71.57,71.73,3933000,70.04
"2012-10-10",71.66,71.75,70.87,71.08,4344000,69.4
"2012-10-11",72.22,72.84,72,72.42,4523900,70.71
"2012-10-12",72.75,72.91,71.66,72.19,3598500,70.49
"2012-10-15",72.21,73.01,71.53,72.76,4638200,71.04
"2012-10-16",73.19,74,73.15,73.52,5731100,71.79
"2012-10-17",73.53,74.76,73.05,74.55,5799300,72.79
"2012-10-18",74.55,75.09,74.05,74.8,6578200,73.04
"2012-10-19",75.47,75.7,73.75,74,8325600,72.25
"2012-10-22",73.63,74.2,72.25,73.16,5340400,71.43
"2012-10-23",71.92,71.96,70.98,71.26,6442400,69.58
"2012-10-24",71.67,71.79,69.75,70.09,6442700,68.44
"2012-10-25",71,71.33,70.01,70.74,6077800,69.07
"2012-10-26",70.74,71.04,69.9,70.1,4879200,68.45
"2012-10-31",70.3,70.85,69.06,69.53,6975800,67.89
"2012-11-01",69.77,70.25,68.6,70.15,6532500,68.5
"2012-11-02",70.6,70.85,68.59,68.77,6240100,67.15
"2012-11-05",68.65,70.18,68.63,69.95,5648200,68.3
"2012-11-06",70.26,71.36,70.03,71.15,6442400,69.47
"2012-11-07",69.98,70.56,69.32,70.13,7556900,68.48
"2012-11-08",69.95,70.29,67.7,67.77,10199900,66.17
"2012-11-09",67.5,69.46,67.32,68.37,6409800,66.76
"2012-11-12",68.47,69.46,68.1,68.48,2780300,66.86
"2012-11-13",67.71,70,67.5,69.07,7922200,67.44
"2012-11-14",69.34,69.47,67.62,67.83,8248100,66.23
"2012-11-15",67.8,69.45,67.69,69.16,7414700,67.53
"2012-11-16",69.33,69.34,66.85,68.22,10051900,66.61
"2012-11-19",68.95,70.7,68.84,70.69,6742500,69.02
"2012-11-20",70.43,70.64,69.64,70.02,5425600,68.37
"2012-11-21",70.33,70.5,69.73,70.21,3021400,68.55
"2012-11-23",70.76,71.21,70.29,71.18,1730800,69.5
"2012-11-26",70.21,70.57,69.93,70.43,3490100,68.77
"2012-11-27",70.1,70.37,69.55,69.87,6397500,68.22
"2012-11-28",69.47,70.8,68.91,70.73,6187500,69.06
"2012-11-29",70.96,71.35,70.39,70.6,4465700,69.2
"2012-11-30",70.54,71.89,70.42,71.62,6505500,70.2
"2012-12-03",72,72.49,70.87,71.02,6352300,69.62
"2012-12-04",70.92,71.97,70.74,71.22,4302000,69.81
"2012-12-05",71.47,72.11,71.17,71.32,5416700,69.91
"2012-12-06",71.11,71.61,70.71,71.5,4154300,70.09
"2012-12-07",71.8,72,71.28,71.83,4348500,70.41
"2012-12-10",71.72,72.3,71.55,72,3963500,70.58
"2012-12-11",72.35,72.8,71.98,72.6,7017700,71.16
"2012-12-12",73.13,73.51,72.49,72.79,9634100,71.35
"2012-12-13",72.04,72.99,72.04,72.56,7116600,71.13
"2012-12-14",69.9,70,67.6,68.91,27755400,67.55
"2012-12-17",69.23,69.92,69.02,69.68,7851600,68.3
"2012-12-18",69.46,71.78,69.3,71.35,8909600,69.94
"2012-12-19",71.74,72,70.61,70.66,5797500,69.26
"2012-12-20",70.14,71.53,70,71.1,5973900,69.69
"2012-12-21",70.22,70.55,68.92,69.69,12506400,68.31
"2012-12-24",69.55,69.89,68.95,69.28,2272100,67.91
"2012-12-26",69.74,69.89,68.92,69.1,3373000,67.73
"2012-12-27",69.09,69.29,68.26,69.17,5283300,67.8
"2012-12-28",68.58,68.74,67.88,67.96,5635200,66.62
"2012-12-31",67.87,69.35,67.64,69.3,6375100,67.93
"2013-01-02",70.8,71.41,70.12,71.4,6391400,69.99
"2013-01-03",71.25,72,70.66,70.92,6063000,69.52
"2013-01-04",71.33,72.22,71.04,72.01,5165300,70.59
"2013-01-07",71.53,72.23,71.42,72.21,4104500,70.78
"2013-01-08",71.94,72.6,71.5,72.51,5274500,71.08
"2013-01-09",72.76,72.97,72.01,72.2,4626500,70.77
"2013-01-10",72.7,73.25,72.54,73.25,5591000,71.8
"2013-01-11",73.19,73.8,73.06,73.75,4101500,72.29
"2013-01-14",73.39,73.77,72.54,72.77,4155100,71.33
"2013-01-15",72.47,72.86,72.19,72.59,4285900,71.15
"2013-01-16",72.53,73.63,72.53,73.22,4952000,71.77
"2013-01-17",73.46,73.96,72.54,73.37,6501200,71.92
"2013-01-18",73.95,76.73,73.5,76.5,14231500,74.99
"2013-01-22",76.57,78.04,76.57,78,9649300,76.46
"2013-01-23",77.79,78.62,77.36,78.17,7556800,76.62
"2013-01-24",78.16,78.87,77.76,78.02,7167100,76.48
"2013-01-25",78.63,79.8,78.1,79.51,7817800,77.94
"2013-01-28",79.73,79.81,79.1,79.28,7152800,77.71
"2013-01-29",79.04,79.99,78.78,79.95,6286500,78.37
"2013-01-30",79.83,79.9,78.46,78.6,8794700,77.05
"2013-01-31",78.44,78.79,77.55,78.05,5751500,76.51
"2013-02-01",78.94,79.83,78.4,79.7,6224100,78.12
"2013-02-04",79.11,79.85,78.88,79.45,6620700,77.88
"2013-02-05",79.82,80.43,79.5,80.16,5389200,78.58
"2013-02-06",79.42,79.57,77.76,78.73,7131200,77.17
"2013-02-07",78.86,79.21,77.82,78,6101200,76.46
"2013-02-08",78.24,79.07,78.13,79.07,4632700,77.51
"2013-02-11",78.56,78.85,77.81,77.93,4785000,76.39
"2013-02-12",78.51,78.65,78.02,78.53,4646300,76.98
"2013-02-13",78.49,78.73,78.25,78.63,3552000,77.08
"2013-02-14",78.51,82,78.14,81.56,11691800,79.95
"2013-02-15",81.03,81.22,79.5,80.03,8755900,78.75
"2013-02-19",80.09,80.55,79.57,79.99,5096900,78.71
"2013-02-20",80.07,80.2,78.47,78.53,6395300,77.27
"2013-02-21",77.97,77.97,76.55,77.43,5789200,76.19
"2013-02-22",77.93,78.15,76.87,77.79,4085100,76.55
"2013-02-25",78.36,78.95,75.74,75.83,6143800,74.62
"2013-02-26",76.34,76.77,74.99,76.33,6506100,75.11
"2013-02-27",76.21,78.18,75.98,77.9,4923100,76.65
"2013-02-28",77.82,78.58,77.47,77.85,5396500,76.6
"2013-03-01",77.35,77.92,76.92,77.64,4893300,76.4
"2013-03-04",77.49,77.59,75.72,76.5,5076700,75.28
"2013-03-05",77.24,77.6,76.28,76.95,8957500,75.72
"2013-03-06",77.54,77.77,76.45,77.16,4648700,75.93
"2013-03-07",77.2,78,77.1,77.82,3620500,76.58
"2013-03-08",78.02,78.44,77.24,77.96,3916100,76.71
"2013-03-11",77.57,77.86,77.12,77.78,4377600,76.54
"2013-03-12",77.98,78.37,77.01,77.44,5544100,76.2
"2013-03-13",77.71,77.83,77.24,77.39,3744000,76.15
"2013-03-14",77.84,78.93,77.58,78.75,5630900,77.49
"2013-03-15",78.48,79.74,78.48,79.4,8072800,78.13
"2013-03-18",77.33,77.79,76.11,76.34,9343800,75.12
"2013-03-19",76.63,76.63,73.01,73.98,14392200,72.8
"2013-03-20",74.18,74.25,73.41,73.79,8933000,72.61
"2013-03-21",73.32,74.01,73.25,73.44,6693800,72.27
"2013-03-22",73.84,74.39,73.56,74.37,6395500,73.18
"2013-03-25",74.72,74.95,73.36,73.86,5960100,72.68
"2013-03-26",74.41,74.52,73.83,74.42,6183800,73.23
"2013-03-27",73.89,75.27,73.55,75.1,5632400,73.9
"2013-03-28",74.97,75.64,74.5,74.89,7267200,73.69
"2013-04-01",75.08,75.23,73.36,74.02,5535800,72.84
"2013-04-02",74.48,75.22,74.01,74.81,7297900,73.61
"2013-04-03",74.82,75.15,73.51,74.01,9089700,72.83
"2013-04-04",73.91,74.32,73.41,73.94,5456900,72.76
"2013-04-05",73.09,74.49,72.7,74.35,4829200,73.16
"2013-04-08",74.3,75.1,74.1,74.96,3874200,73.76
"2013-04-09",75.11,75.78,74.53,75.43,4047700,74.22
"2013-04-10",75.47,77.3,75.45,76.99,7208300,75.76
"2013-04-11",77.19,77.56,76.52,77.14,5097900,75.91
"2013-04-12",76.62,76.75,74.89,75.66,6829700,74.45
"2013-04-15",74.61,74.61,71.6,71.89,11536400,70.74
"2013-04-16",72.76,73.44,71.76,73.29,7792200,72.12
"2013-04-17",72.39,72.39,70.2,70.97,10266600,69.83
"2013-04-18",71.4,71.66,70.19,71,8245500,69.86
"2013-04-19",73.7,73.7,69.08,69.95,13971800,68.83
"2013-04-22",71.01,71.57,69.76,71.23,9191500,70.09
"2013-04-23",71.64,71.99,70.83,71.94,7122100,70.79
"2013-04-24",72.41,73.71,72.06,73.17,8791200,72
"2013-04-25",73.25,74.07,72.8,73.44,7380700,72.27
"2013-04-26",73.32,73.77,72.63,73.34,5270100,72.17
"2013-04-29",73.56,74.28,72.94,74.03,5212200,72.85
"2013-04-30",74.17,74.62,73.34,74.43,7392800,73.24
"2013-05-01",73.93,74.18,73.34,73.79,6586500,72.61
"2013-05-02",73.82,74.58,73.46,74.25,4641400,73.06
"2013-05-03",75.04,76.4,75.01,75.72,6582600,74.51
"2013-05-06",75.72,76.42,75.48,76.16,4501800,74.94
"2013-05-07",76.59,77.45,76.41,76.89,5866100,75.66
"2013-05-08",76.87,77.69,76.53,77.59,4793800,76.35
"2013-05-09",77.48,77.66,76.74,77.25,4382700,76.01
"2013-05-10",76.94,77.04,75.83,76.82,6331900,75.59
"2013-05-13",76.74,77.41,76.6,77.04,8105600,75.81
"2013-05-14",76.73,77.27,76.58,76.86,6602300,75.63
"2013-05-15",75.59,76.23,74.96,75.68,9423800,74.47
"2013-05-16",75.76,76.17,75.07,75.27,6200800,74.07
"2013-05-17",75.9,76.17,74.88,75.74,9533300,74.53
"2013-05-20",75.56,77.49,75.42,77.42,9940800,76.18
"2013-05-21",77.39,77.84,76.67,77.08,6334800,75.85
"2013-05-22",76.95,77.79,75.11,75.58,9235500,74.37
"2013-05-23",74.44,75.45,73.82,75.38,6712900,74.17
"2013-05-24",74.67,74.88,73.66,74.66,6632100,73.47
"2013-05-28",75.87,76.18,75.25,75.4,6700100,74.19
"2013-05-29",74.82,75.32,74.28,74.98,4889900,73.78
"2013-05-30",74.58,75.2,73.95,74.81,5747400,73.61
"2013-05-31",74.39,74.51,73.02,73.03,7897400,71.86
"2013-06-03",73.19,73.53,72.74,73.25,8164000,72.39
"2013-06-04",73.14,73.56,72.57,72.85,9450800,71.99
"2013-06-05",72.6,73.11,72.1,72.18,7499400,71.33
"2013-06-06",72.12,73.3,71.8,73.3,7292900,72.44
"2013-06-07",74.04,74.35,73.29,73.93,6703700,73.06
"2013-06-10",74.11,74.39,73.11,73.3,6263700,72.44
"2013-06-11",72.37,72.61,71.31,71.44,8572800,70.6
"2013-06-12",72.14,72.19,70.88,70.95,6256100,70.12
"2013-06-13",71.11,72.57,71,72.46,6800300,71.61
"2013-06-14",72.51,72.68,71.55,71.6,4937500,70.76
"2013-06-17",72.4,73.43,72.4,73.1,5376400,72.24
"2013-06-18",73.18,74.6,73.06,74.16,5682300,73.29
"2013-06-19",74.26,74.79,73.4,73.4,6332400,72.54
"2013-06-20",72.61,72.82,71.81,72.14,8916000,71.29
"2013-06-21",72.78,73.13,71.81,72.83,9785400,71.97
"2013-06-24",71.84,71.98,70.25,71.24,7984300,70.4
"2013-06-25",72.04,72.99,71.87,72.09,6693400,71.24
"2013-06-26",72.62,72.73,71.61,71.81,5199700,70.97
"2013-06-27",72.12,72.54,71.85,71.93,5951000,71.08
"2013-06-28",71.81,72.28,71.6,71.66,7497100,70.82
"2013-07-01",72.19,73.34,71.95,72.78,6432900,71.92
"2013-07-02",73.31,73.31,72.25,72.61,4931300,71.76
"2013-07-03",72.49,73.14,71.84,73.01,3147100,72.15
"2013-07-05",73.42,74.38,72.98,74.09,3992100,73.22
"2013-07-08",74.62,75.22,74.31,74.79,5457700,73.91
"2013-07-09",75.23,76.79,75.23,76.54,7159600,75.64
"2013-07-10",76.37,76.54,75.96,76.18,4594000,75.28
"2013-07-11",77.08,77.22,76.01,76.63,4889800,75.73
"2013-07-12",76.42,76.88,76.34,76.84,4254400,75.94
"2013-07-15",76.84,77.31,76.39,77.02,3927800,76.11
"2013-07-16",77.19,77.53,75.94,76.52,6037200,75.62
"2013-07-17",76.76,77.77,76.76,77.61,6667600,76.7
"2013-07-18",77.76,78.85,77.76,78.48,6141300,77.56
"2013-07-19",81.21,83.55,80.89,82.74,17430400,81.77
"2013-07-22",82.36,85.02,82.22,83.81,11197700,82.82
"2013-07-23",83.86,84.47,83.4,83.57,6866900,82.59
"2013-07-24",83.73,83.8,82.33,82.85,5378100,81.88
"2013-07-25",82.52,83.28,82.02,82.57,5837900,81.6
"2013-07-26",82.27,82.27,81.15,81.91,5040600,80.95
"2013-07-29",81.11,81.52,80.8,81.15,4867300,80.2
"2013-07-30",81.48,81.88,81.24,81.43,5142600,80.47
"2013-07-31",81.99,82.13,81.11,81.33,5034500,80.37
"2013-08-01",82.35,83.7,82.35,83.55,7005700,82.57
"2013-08-02",83.49,83.59,82.55,82.89,5881400,81.92
"2013-08-05",82.87,83.01,81.95,82.89,4036200,81.92
"2013-08-06",82.73,82.96,82.1,82.22,5372400,81.25
"2013-08-07",81.64,81.8,80.41,81.05,7098700,80.1
"2013-08-08",81.57,82.03,81.12,81.23,3996900,80.27
"2013-08-09",81.14,81.53,80.26,80.49,4523100,79.54
"2013-08-12",80.03,80.73,79.8,80.25,4988700,79.31
"2013-08-13",80.67,82.5,80.58,82.22,7282400,81.25
"2013-08-14",82.3,82.74,81.99,82.16,4401200,81.19
"2013-08-15",81.62,82.32,81.48,81.99,4601100,81.03
"2013-08-16",81.92,82.33,81.72,81.92,4754300,80.96
"2013-08-19",81.26,81.9,80.3,80.41,4684300,79.46
"2013-08-20",80.47,81.18,80.15,80.62,3642200,79.67
"2013-08-21",80.26,80.93,80,80.05,4118100,79.11
"2013-08-22",80.77,82.64,80.51,82.21,4504300,81.24
"2013-08-23",82.51,82.51,81.35,81.67,5122500,80.71
"2013-08-26",81.83,82.52,81.74,81.9,4677000,80.94
"2013-08-27",81.1,82.13,80.92,81.17,4422500,80.22
"2013-08-28",81.4,83.33,81.24,82.68,5511700,81.71
"2013-08-29",82.7,82.91,81.48,81.6,4834400,80.64
"2013-08-30",81.56,81.6,80.68,80.94,4455500,80.3
"2013-09-03",81.69,82.83,81.68,82.42,5299300,81.76
"2013-09-04",82.11,83.49,81.86,82.86,5521100,82.2
"2013-09-05",83.23,84.55,83,84.22,8640500,83.55
"2013-09-06",84.72,85.92,83.72,85.14,9117100,84.46
"2013-09-09",85.18,86.75,85.18,86.45,5954500,85.76
"2013-09-10",86.15,86.9,85.46,86.9,10257200,86.21
"2013-09-11",86.81,87.11,86.19,87.05,5414000,86.36
"2013-09-12",86.85,87.18,86,86.58,5860700,85.89
"2013-09-13",86.47,86.91,86.08,86.72,3874800,86.03
"2013-09-16",87.36,87.61,86.59,87,4213300,86.31
"2013-09-17",86.96,88.22,86.66,87.74,6074500,87.04
"2013-09-18",87.64,89.48,86.94,88.95,6756500,88.24
"2013-09-19",88.84,89.72,88.72,88.79,6010200,88.08
"2013-09-20",89.08,89.28,87.44,87.44,8555600,86.74
"2013-09-23",87.16,87.86,87.03,87.04,5480900,86.35
"2013-09-24",87.42,88.52,86.57,87.91,5688300,87.21
"2013-09-25",87.83,89.24,87.51,88.57,8082500,87.87
"2013-09-26",88.77,89.25,88.43,88.83,5042900,88.12
"2013-09-27",88.31,89.1,88.12,88.82,4980100,88.11
"2013-09-30",87.49,88.88,87.16,88.36,5597200,87.66
"2013-10-01",87.99,89.59,87.98,89.05,5580200,88.34
"2013-10-02",89,89.9,88.75,89.85,7487100,89.14
"2013-10-03",89.63,89.98,89,89.44,6618300,88.73
"2013-10-04",89.56,90.47,89,90.01,3983600,89.29
"2013-10-07",89.28,90.1,89.01,89.29,4570100,88.58
"2013-10-08",89.33,89.41,87.84,87.95,5902800,87.25
"2013-10-09",87.95,88.08,86.3,87.04,6185100,86.35
"2013-10-10",87.97,89.44,87.9,89.42,6081800,88.71
"2013-10-11",89.05,90.29,88.52,90.02,5335400,89.3
"2013-10-14",89.33,91.3,89.24,91.17,5475000,90.44
"2013-10-15",90.54,91.26,89.63,90.54,6370800,89.82
"2013-10-16",90.93,92.4,90.85,92.18,9084500,91.45
"2013-10-17",91.83,91.85,90.71,91.43,8871400,90.7
"2013-10-18",93.1,94.88,92.99,93.99,11240000,93.24
"2013-10-21",94.12,94.91,92.91,93.48,7325900,92.74
"2013-10-22",93.39,94.9,93.29,94.46,7692500,93.71
"2013-10-23",93.67,93.75,92.62,92.84,7718600,92.1
"2013-10-24",92.81,93.45,92.31,92.85,4376500,92.11
"2013-10-25",92.47,93.28,92.41,92.9,4697700,92.16
"2013-10-28",92.71,93.14,92.12,92.85,4936700,92.11
"2013-10-29",93.24,94.01,92.89,94,4078100,93.25
"2013-10-30",94.43,94.77,93.36,93.88,5615900,93.13
"2013-10-31",93.88,94.45,93.27,93.72,5305400,92.97
"2013-11-01",93.95,94.1,92.13,93,5907400,92.26
"2013-11-04",93.4,93.72,92.83,93.51,3841400,92.77
"2013-11-05",92.97,93.11,91.86,92.39,4892700,91.65
"2013-11-06",93.07,93.88,92.6,93.23,4244300,92.49
"2013-11-07",93.65,93.79,91.84,92.05,5349000,91.32
"2013-11-08",91.87,93.89,91.81,93.79,6832400,93.04
"2013-11-11",93.78,94.81,93.51,93.87,3847200,93.12
"2013-11-12",93.47,93.57,91.29,91.99,6598400,91.26
"2013-11-13",91.66,93.1,90.78,93.08,6008000,92.34
"2013-11-14",93.18,93.5,92.67,93.31,4226700,92.57
"2013-11-15",93.39,93.87,92.33,92.98,5056400,92.24
"2013-11-18",93.21,93.3,91.63,92.02,4352100,91.29
"2013-11-19",91.67,92.2,90.57,91.28,6261800,90.55
"2013-11-20",91.94,91.97,90.31,90.45,5554300,89.73
"2013-11-21",90.81,91.14,90.39,91.01,5774700,90.29
"2013-11-22",91.31,92.79,91,92.73,5274000,91.99
"2013-11-25",92.46,92.7,89.5,89.81,7255000,89.1
"2013-11-26",89.87,90.01,88.9,89.46,6987200,88.75
"2013-11-27",89.32,89.49,86.79,87.95,8571100,87.25
"2013-11-29",88.13,89.66,87.68,88.42,4093900,87.72
"2013-12-02",88.64,88.99,87.34,87.6,4653800,87.21
"2013-12-03",87.16,88.1,86.38,87.64,5831900,87.25
"2013-12-04",87.37,87.9,86.5,87.28,6694500,86.89
"2013-12-05",86.74,87.91,86.56,86.87,5986200,86.49
"2013-12-06",88.1,88.53,87.77,88.15,6102400,87.76
"2013-12-09",88.52,88.52,86.94,88.03,5066900,87.64
"2013-12-10",87.7,88.1,86.85,87.01,4867100,86.62
"2013-12-11",87,87.48,85.9,86.14,5387500,85.76
"2013-12-12",86.23,87.64,85.97,86.96,5923400,86.57
"2013-12-13",87.38,87.51,85.85,86.37,6089300,85.99
"2013-12-16",86.99,87.13,86.15,87,5083600,86.61
"2013-12-17",87.03,87.52,85.45,85.54,7275800,85.16
"2013-12-18",85.58,87.31,84.91,87.26,8990400,86.87
