"","MTB.Open","MTB.High","MTB.Low","MTB.Close","MTB.Volume","MTB.Adjusted"
"2011-09-19",72.89,72.93,71.5,72.02,930000,66.88
"2011-09-20",72.48,73.24,71.7,71.83,867900,66.7
"2011-09-21",72.08,72.32,68.28,68.29,1121500,63.41
"2011-09-22",66.89,68.64,66.41,67.9,1703500,63.05
"2011-09-23",67.65,69.08,67.65,69.01,1499600,64.08
"2011-09-26",69.81,73.56,69.79,73.39,1271800,68.15
"2011-09-27",74.8,75.04,72.23,72.75,1063400,67.55
"2011-09-28",72.8,73.14,70.18,70.28,1072200,65.26
"2011-09-29",71.84,72.9,70.07,72.05,986100,66.9
"2011-09-30",71.27,72.18,69.9,69.9,1061600,64.91
"2011-10-03",69.66,71,68.5,68.52,1232900,63.63
"2011-10-04",67.59,70.03,66.4,69.84,1700000,64.85
"2011-10-05",69.81,70.34,68.25,70.07,1016100,65.06
"2011-10-06",69.98,72.96,69.25,72.88,850600,67.67
"2011-10-07",73.38,73.45,70.72,70.82,1259900,65.76
"2011-10-10",72.55,73.95,71.84,73.95,775400,68.67
"2011-10-11",72.82,74.19,72.02,73.91,781500,68.63
"2011-10-12",74.69,76.78,74.67,75.9,1135600,70.48
"2011-10-13",75.09,76.72,73.27,75.89,1334200,70.47
"2011-10-14",76.96,77.38,74.75,75.72,1206600,70.31
"2011-10-17",75.06,75.36,73.53,73.75,1208800,68.48
"2011-10-18",74.04,77.82,73.8,77.07,1055400,71.56
"2011-10-19",75.22,75.24,70.21,72.79,4403100,67.59
"2011-10-20",73.64,74.27,71.41,73.48,1650700,68.23
"2011-10-21",74.15,75.04,73.57,74.94,2528900,69.59
"2011-10-24",75.23,76.69,74.75,76.49,1015100,71.03
"2011-10-25",76.01,76.26,74.77,74.96,1010700,69.61
"2011-10-26",76.25,76.91,75.28,76.53,816900,71.06
"2011-10-27",79.22,80.02,77.21,79.24,1375800,73.58
"2011-10-28",79.1,79.33,77.87,78.3,762300,72.71
"2011-10-31",77.27,78,76.09,76.11,1253500,70.67
"2011-11-01",73.67,74.35,72.14,72.31,1416400,67.14
"2011-11-02",73.54,74.14,72.51,73.13,2381600,67.91
"2011-11-03",74.23,74.28,71.5,73.13,2364800,67.91
"2011-11-04",72.53,72.64,71.58,72.1,1117300,66.95
"2011-11-07",72.1,72.63,71.41,71.75,1323200,66.62
"2011-11-08",72.55,74.04,71.84,73.83,1138500,68.56
"2011-11-09",71.92,72.31,70.29,70.57,1767900,65.53
"2011-11-10",71.63,72.57,71.01,72.37,1296600,67.2
"2011-11-11",73.38,74.33,73.21,73.91,993000,68.63
"2011-11-14",73.28,73.36,71.56,72.01,714400,66.87
"2011-11-15",71.67,73.02,71.62,72.76,815100,67.56
"2011-11-16",71.93,73.82,71.71,71.94,896800,66.8
"2011-11-17",71.86,73.17,70.75,71.08,816200,66
"2011-11-18",71.65,71.99,71.14,71.76,560400,66.63
"2011-11-21",70.78,71.14,69.56,70.09,894600,65.08
"2011-11-22",69.83,70.51,69.39,69.58,666100,64.61
"2011-11-23",69.06,69.1,67.37,67.43,1089800,62.61
"2011-11-25",67.43,68.69,67.23,67.7,302700,62.86
"2011-11-28",70.16,70.28,68.23,68.86,772300,63.94
"2011-11-29",68.39,69.09,67.91,68.35,771600,64.12
"2011-11-30",70.96,73.14,70.01,72.98,1454800,68.46
"2011-12-01",72.86,73.32,71.93,72.91,985400,68.4
"2011-12-02",73.74,74.99,73.6,73.88,890200,69.31
"2011-12-05",75.02,75.74,74.64,75.54,1121000,70.86
"2011-12-06",75.17,75.89,74.46,75.09,886300,70.44
"2011-12-07",74.4,75.11,73.46,74.64,1622000,70.02
"2011-12-08",74.02,74.21,71.73,71.96,1220800,67.51
"2011-12-09",72.7,73.47,72.48,73.01,881700,68.49
"2011-12-12",71.83,72.3,71.2,71.85,777400,67.4
"2011-12-13",72.58,73.02,70.39,70.97,992600,66.58
"2011-12-14",70.64,72.14,70.5,71.22,1117100,66.81
"2011-12-15",72.4,72.44,71.38,71.74,729900,67.3
"2011-12-16",72.44,73.86,72.17,72.75,1426100,68.25
"2011-12-19",73.05,73.1,71.01,71.3,491000,66.89
"2011-12-20",72.59,75.29,72.54,75.1,1162800,70.45
"2011-12-21",75,76.07,74.6,75.83,758300,71.14
"2011-12-22",75.84,76.89,75.64,76.54,694900,71.8
"2011-12-23",76.67,77.08,75.99,76.89,365500,72.13
"2011-12-27",76.48,77.34,76.27,76.59,342700,71.85
"2011-12-28",76.89,76.94,75.64,75.8,400700,71.11
"2011-12-29",76.19,76.98,75.91,76.94,372400,72.18
"2011-12-30",77.13,77.13,76.25,76.34,390900,71.61
"2012-01-03",77.85,78.72,77.32,78.04,800900,73.21
"2012-01-04",77.52,78.51,76.82,78.03,613400,73.2
"2012-01-05",77.62,79.44,77.14,79.23,768600,74.33
"2012-01-06",79,79.92,78.21,79.45,809000,74.53
"2012-01-09",77.84,79.7,77.66,79.63,1303700,74.7
"2012-01-10",79.98,80.95,79.58,80.14,1021900,75.18
"2012-01-11",80.01,80.68,78.99,80.61,757700,75.62
"2012-01-12",80.95,81.6,79.75,81.45,1013200,76.41
"2012-01-13",80.79,82.79,80.08,82.34,1285600,77.24
"2012-01-17",80.68,82.51,78.12,81.04,1641900,76.02
"2012-01-18",81.2,81.9,80.18,81.72,781700,76.66
"2012-01-19",81.52,81.9,80.54,81.79,698200,76.73
"2012-01-20",81.71,81.97,80.88,81.72,643700,76.66
"2012-01-23",81.79,82.97,81.42,82.03,513700,76.95
"2012-01-24",81.46,81.84,80.9,81.69,636300,76.63
"2012-01-25",81.45,82.28,80.66,82,625000,76.92
"2012-01-26",82.5,82.5,79.16,80.14,707200,75.18
"2012-01-27",79.79,80.62,79.52,80.11,534300,75.15
"2012-01-30",79.43,80.18,79.32,79.88,423600,74.94
"2012-01-31",80.34,80.92,79.49,79.74,502100,74.8
"2012-02-01",80.11,81.15,79.81,80.21,707000,75.25
"2012-02-02",80.45,80.98,79.93,80.55,357800,75.56
"2012-02-03",81.82,82.8,81.55,82.45,615900,77.35
"2012-02-06",81.97,82.25,80.72,80.99,471000,75.98
"2012-02-07",80.65,81.83,80.6,81.37,412000,76.33
"2012-02-08",81.5,81.92,80.92,81.71,398400,76.65
"2012-02-09",81.94,82.04,80.56,80.81,483900,75.81
"2012-02-10",79.52,80.1,79.39,79.8,407200,74.86
"2012-02-13",80.59,81.05,80.24,80.66,466600,75.67
"2012-02-14",80.4,81.16,79.57,81.03,752100,76.01
"2012-02-15",81.35,81.7,80.84,80.98,729900,75.97
"2012-02-16",81,82,80.67,81.87,619500,76.8
"2012-02-17",82.28,83.29,81.72,82.92,683200,77.79
"2012-02-21",83.09,83.25,82.04,82.65,442100,77.53
"2012-02-22",82.69,82.69,80.74,80.86,494700,75.86
"2012-02-23",80.79,82.23,80.45,82.11,442200,77.03
"2012-02-24",82.15,82.25,81.11,81.77,403600,76.71
"2012-02-27",81.29,82.54,80.78,82.33,448800,77.23
"2012-02-28",82.32,82.32,81.27,81.85,425800,76.78
"2012-02-29",82,82.53,81.42,81.62,696000,76.57
"2012-03-01",81.23,81.69,80.78,81.23,631600,76.86
"2012-03-02",81.41,81.41,80.42,80.59,299400,76.26
"2012-03-05",80.21,80.45,79.64,80.12,433800,75.81
"2012-03-06",79.72,79.82,78.61,78.72,599500,74.49
"2012-03-07",78.86,80.06,78.72,79.84,355000,75.55
"2012-03-08",80.47,80.86,79.86,80.67,342800,76.33
"2012-03-09",80.73,81.75,80.44,81.35,386200,76.97
"2012-03-12",81.19,81.35,80.4,81.15,356100,76.79
"2012-03-13",81.77,83.94,81.56,83.75,650300,79.25
"2012-03-14",83.8,84.33,82.18,83.16,788900,78.69
"2012-03-15",83.4,85,82.95,84.95,558200,80.38
"2012-03-16",85.37,86.19,84.67,85.69,906400,81.08
"2012-03-19",85.67,87.13,84.9,86.63,586600,81.97
"2012-03-20",86.13,86.97,85.46,86.26,710200,81.62
"2012-03-21",85.87,86.4,85.11,85.48,668600,80.88
"2012-03-22",84.82,85.35,84.34,84.99,602100,80.42
"2012-03-23",85.17,85.93,84.63,85.86,484200,81.24
"2012-03-26",86.19,86.92,85.87,86.62,728000,81.96
"2012-03-27",86.8,86.81,85.91,85.97,437200,81.35
"2012-03-28",86.11,87.37,85.75,87.27,576700,82.58
"2012-03-29",86.62,86.78,85.59,86.57,486900,81.91
"2012-03-30",87.15,87.15,86.23,86.88,543500,82.21
"2012-04-02",86.52,87.83,86.1,87,498000,82.32
"2012-04-03",86.92,87.15,86.36,87.03,677800,82.35
"2012-04-04",86.23,87,85.86,86.33,410500,81.69
"2012-04-05",85.91,86.99,85.89,86.88,590700,82.21
"2012-04-09",85.41,85.99,84.9,85.29,419600,80.7
"2012-04-10",85.29,85.59,83.86,83.95,655500,79.44
"2012-04-11",84.94,85.5,84.61,85.1,644800,80.52
"2012-04-12",85.2,86.38,85.08,86.33,444200,81.69
"2012-04-13",86.22,86.48,84.43,84.43,587800,79.89
"2012-04-16",85.26,86.8,84.5,85.62,940700,81.02
"2012-04-17",86.48,87.56,86.09,87.33,871500,82.63
"2012-04-18",86.82,87.75,86.79,87.09,873300,82.41
"2012-04-19",87.25,87.67,86.33,86.95,996900,82.27
"2012-04-20",87.35,87.72,87.06,87.39,930800,82.69
"2012-04-23",86.36,86.77,85.39,85.79,639900,81.18
"2012-04-24",85.8,87.13,85.6,86.61,499600,81.95
"2012-04-25",87.2,87.69,86.29,87.11,360100,82.43
"2012-04-26",86.91,87.5,86.49,87.36,463000,82.66
"2012-04-27",87.79,88,86.8,87.38,573700,82.68
"2012-04-30",87.2,87.47,86.08,86.27,661400,81.63
"2012-05-01",86.4,87.51,85.9,86.85,707900,82.18
"2012-05-02",86.41,86.98,85.73,86.65,501200,81.99
"2012-05-03",86.69,87.02,85.66,85.98,455700,81.36
"2012-05-04",85.63,85.98,85,85.56,503400,80.96
"2012-05-07",85.27,87,85.27,86.56,488000,81.9
"2012-05-08",86.24,86.66,85.39,86.26,563200,81.62
"2012-05-09",85.29,85.49,84.23,84.54,508700,79.99
"2012-05-10",85.64,86.24,84.92,85.23,516400,80.65
"2012-05-11",84.38,85.62,83.19,84.8,539400,80.24
"2012-05-14",83.76,84.62,83.57,83.84,535800,79.33
"2012-05-15",83.7,84.29,82.94,83.02,768200,78.56
"2012-05-16",83.49,84.14,82.51,82.53,513300,78.09
"2012-05-17",82.5,82.57,81.22,81.23,625300,76.86
"2012-05-18",81.49,81.96,80.44,80.71,505000,76.37
"2012-05-21",80.98,81.67,80.46,81.54,461500,77.15
"2012-05-22",81.68,82.8,81.34,81.6,483200,77.21
"2012-05-23",81.11,81.96,80.64,81.49,1200000,77.11
"2012-05-24",81.89,81.91,80.86,81.25,1051200,76.88
"2012-05-25",81.28,82.29,81.11,81.82,595200,77.42
"2012-05-29",82.53,82.98,81.61,82.9,569700,78.44
"2012-05-30",81.78,81.78,80.67,80.92,542800,77.22
"2012-05-31",80.92,82.08,80.31,81.32,656100,77.6
"2012-06-01",79.82,79.99,78.05,78.57,776200,74.98
"2012-06-04",78.81,78.81,77.19,77.35,611900,73.81
"2012-06-05",77,78.33,76.92,76.98,732400,73.46
"2012-06-06",77.5,78.41,77.06,78.41,715900,74.82
"2012-06-07",79.67,80.32,78.9,79.1,708700,75.48
"2012-06-08",78.7,79.93,78.41,79.93,419600,76.28
"2012-06-11",80.71,80.77,78.15,78.2,396000,74.62
"2012-06-12",78.27,79.49,77.68,79.45,410400,75.82
"2012-06-13",79.01,80.14,78.6,78.94,611500,75.33
"2012-06-14",79.15,80.31,78.98,80.27,642800,76.6
"2012-06-15",80.51,81.18,79.91,81.04,724500,77.33
"2012-06-18",80.68,81.23,80.28,80.76,320900,77.07
"2012-06-19",81.04,81.67,80.58,81.42,541700,77.7
"2012-06-20",81.42,81.92,80.52,81.71,431400,77.97
"2012-06-21",81.97,82.42,79.9,79.99,454000,76.33
"2012-06-22",80.66,81.28,80.17,80.96,414400,77.26
"2012-06-25",79.76,80.12,79.06,79.49,338700,75.86
"2012-06-26",79.76,80.24,79.08,79.81,456000,76.16
"2012-06-27",79.96,81.14,79.5,80.96,338400,77.26
"2012-06-28",80.5,81.01,79.44,80.84,481600,77.14
"2012-06-29",82.32,83.11,81.64,82.57,636600,78.79
"2012-07-02",83.04,83.53,82.4,83.44,419800,79.62
"2012-07-03",83.15,84.46,83.1,84.4,297200,80.54
"2012-07-05",84.12,84.74,83.46,83.83,481700,80
"2012-07-06",83.1,84,82.71,83.88,546300,80.04
"2012-07-09",83.91,84.14,83.11,83.68,331600,79.85
"2012-07-10",84,84.34,82.3,82.63,274700,78.85
"2012-07-11",82.47,84.04,82.47,83.68,517500,79.85
"2012-07-12",83.33,83.33,82.29,82.37,662000,78.6
"2012-07-13",82.7,83.99,82.46,83.98,739300,80.14
"2012-07-16",83.9,84.5,83.18,83.55,446900,79.73
"2012-07-17",83.8,85.8,83.8,85.73,774000,81.81
"2012-07-18",85.73,87.56,85.35,86.92,926900,82.95
"2012-07-19",86.93,87.25,85.98,86.62,534600,82.66
"2012-07-20",86.07,86.49,84.85,84.97,661900,81.08
"2012-07-23",83.77,84.56,83.64,84.19,628700,80.34
"2012-07-24",84.06,84.65,83.42,84.46,428900,80.6
"2012-07-25",84.86,85.04,83.79,84.4,700100,80.54
"2012-07-26",85.8,86.11,85.14,85.62,412200,81.71
"2012-07-27",86.02,86.98,85.51,86.45,391300,82.5
"2012-07-30",86.19,86.8,85.86,86.17,276300,82.23
"2012-07-31",86.05,86.41,85.59,85.84,443300,81.92
"2012-08-01",86.12,86.34,85.44,85.5,688500,81.59
"2012-08-02",84.87,84.98,83.54,84.51,405400,80.65
"2012-08-03",85.87,87.85,85.67,87.42,808300,83.42
"2012-08-06",87.98,88,86.55,86.67,476200,82.71
"2012-08-07",87.13,87.77,86.76,87.06,309600,83.08
"2012-08-08",86.62,87,86.31,86.76,289500,82.79
"2012-08-09",86.59,87.08,86.28,86.8,274200,82.83
"2012-08-10",86.49,86.72,86.06,86.66,172500,82.7
"2012-08-13",86.64,86.66,85.76,86.36,233900,82.41
"2012-08-14",86.6,86.79,86.04,86.21,230100,82.27
"2012-08-15",86.02,86.9,85.99,86.67,165000,82.71
"2012-08-16",86.64,86.97,86.37,86.84,214900,82.87
"2012-08-17",87,87.34,86.64,87.28,345600,83.29
"2012-08-20",86.88,87.7,86.88,87.69,362200,83.68
"2012-08-21",87.9,88.02,86.68,87.03,297100,83.05
"2012-08-22",86.98,87.2,86.28,86.63,302400,82.67
"2012-08-23",86.45,86.61,85.38,85.5,282400,81.59
"2012-08-24",85.44,86.04,85.09,85.87,290300,81.94
"2012-08-27",88.12,90.5,88.07,89.82,3706800,85.71
"2012-08-28",89.53,89.95,88.1,88.42,2655200,84.38
"2012-08-29",88.42,88.73,88.26,88.52,2012200,84.47
"2012-08-30",87.7,87.85,86.63,87,1664600,83.68
"2012-08-31",87.73,87.73,86.76,86.9,774100,83.59
"2012-09-04",86.81,87.5,86.34,87.44,605100,84.11
"2012-09-05",87.57,88.7,87.49,88.35,1435000,84.98
"2012-09-06",88.68,90.02,88.67,89.85,1071500,86.43
"2012-09-07",90.05,90.9,89.83,90.74,882900,87.28
"2012-09-10",89.35,90.69,89.35,90.44,865300,86.99
"2012-09-11",90.68,92.23,90.47,91.76,1213000,88.26
"2012-09-12",91.85,92.44,91.64,92.11,895600,88.6
"2012-09-13",92.48,94.38,91.49,93.72,1635400,90.15
"2012-09-14",93.83,95.24,93.6,94.8,1690700,91.19
"2012-09-17",94.46,94.73,93.87,94.08,833100,90.49
"2012-09-18",94.2,94.31,93.65,93.92,472600,90.34
"2012-09-19",93.9,94.53,93.58,94.27,595900,90.68
"2012-09-20",93.35,94.42,93.03,94.34,948300,90.74
"2012-09-21",95.62,95.72,94.64,94.99,1813400,91.37
"2012-09-24",94.25,95.79,94.18,95.33,768100,91.7
"2012-09-25",95.54,95.98,94.66,94.66,831300,91.05
"2012-09-26",94.69,94.84,93.62,94.03,1015900,90.45
"2012-09-27",94.67,94.84,93.71,94.43,633100,90.83
"2012-09-28",94.28,95.63,93.84,95.16,1070200,91.53
"2012-10-01",95.57,96.94,95.4,95.65,844200,92
"2012-10-02",96.07,96.08,95.02,95.63,505400,91.98
"2012-10-03",95.75,97.21,95.52,96.9,1274100,93.21
"2012-10-04",97.03,98.14,96.88,98.08,898500,94.34
"2012-10-05",98.6,98.99,97.98,98.51,613200,94.76
"2012-10-08",97.98,98.2,97.56,97.98,380500,94.25
"2012-10-09",97.74,97.89,96.9,96.98,618500,93.28
"2012-10-10",98.07,98.88,97.35,98.63,1008900,94.87
"2012-10-11",99.02,99.15,98.24,98.39,632600,94.64
"2012-10-12",97.98,98.02,95.72,96.32,1093000,92.65
"2012-10-15",96.89,97.97,96.5,97.48,659300,93.76
"2012-10-16",97.89,98.24,96.83,97.39,1072700,93.68
"2012-10-17",99.05,103.83,98.97,103.07,2363200,99.14
"2012-10-18",102.55,105.33,101.53,104.88,1606700,100.88
"2012-10-19",104.51,104.6,102.94,103.7,1324600,99.75
"2012-10-22",103.82,104.6,103.65,104.57,749700,100.58
"2012-10-23",103.32,104.1,102.96,103.89,1129200,99.93
"2012-10-24",103.46,105.11,103.45,104.38,968400,100.4
"2012-10-25",105.01,105.2,103.8,104.21,676200,100.24
"2012-10-26",104.2,104.63,103.04,103.44,700500,99.5
"2012-10-31",103.9,104.5,102.35,104.1,1721600,100.13
"2012-11-01",104.26,104.71,103.27,104.51,1150500,100.53
"2012-11-02",104.89,104.95,103.29,103.55,1152200,99.6
"2012-11-05",102.98,103.51,101.72,103.22,621500,99.29
"2012-11-06",103.43,104.75,103.18,104.7,808900,100.71
"2012-11-07",103.41,103.41,100.28,100.97,1226300,97.12
"2012-11-08",101.15,101.68,100.18,100.18,698100,96.36
"2012-11-09",99.43,100.16,99,99.09,1146500,95.31
"2012-11-12",99.4,100.22,98.92,99.96,643700,96.15
"2012-11-13",99.77,99.77,97.9,98.12,1165000,94.38
"2012-11-14",98.47,98.54,95.9,96.16,1038100,92.49
"2012-11-15",96.25,96.89,95.77,96.41,1229500,92.74
"2012-11-16",96.46,97.38,95.71,97.1,980900,93.4
"2012-11-19",98.13,98.69,97.44,98.18,705600,94.44
"2012-11-20",98,98.89,97.26,98.48,636800,94.73
"2012-11-21",98.4,98.48,97.45,98.29,367100,94.54
"2012-11-23",98.75,99.67,98.6,99.67,202000,95.87
"2012-11-26",99.15,99.44,98.39,98.91,591500,95.14
"2012-11-27",98.88,99.2,97.88,98.65,647900,94.89
"2012-11-28",98.22,98.47,97.07,98.28,693100,94.53
"2012-11-29",98.44,98.44,97.02,97.26,663600,94.22
"2012-11-30",97.41,97.93,96.94,97.73,740000,94.68
"2012-12-03",97.9,98.15,96.93,97.18,502800,94.15
"2012-12-04",97.21,97.64,96.03,96.15,899100,93.15
"2012-12-05",96.53,97,95.68,96.32,755600,93.31
"2012-12-06",96.33,97.47,96.15,97.34,934100,94.3
"2012-12-07",97.35,97.74,96.85,97.64,571000,94.59
"2012-12-10",97.35,99.4,97.04,97.99,723800,94.93
"2012-12-11",98.22,98.49,97.51,97.8,684800,94.75
"2012-12-12",97.94,98.87,97.61,98.11,948400,95.05
"2012-12-13",98.66,99.18,97.76,98.25,718700,95.18
"2012-12-14",97.71,98.14,97.65,97.91,895200,94.85
"2012-12-17",98.22,100.15,97.81,99.89,1367300,96.77
"2012-12-18",100.03,101.23,99.57,101.23,1882100,98.07
"2012-12-19",100.81,101.63,100.35,100.62,695600,97.48
"2012-12-20",100.62,101.42,100.47,101.13,654200,97.97
"2012-12-21",99.96,100.58,99.47,99.86,1693000,96.74
"2012-12-24",99.57,99.64,98.91,99.15,231900,96.05
"2012-12-26",99.54,99.7,98.32,98.87,396400,95.78
"2012-12-27",99.04,99.12,97,98.26,576800,95.19
"2012-12-28",97.51,98.43,97.49,97.55,552600,94.5
"2012-12-31",97.46,98.5,97.1,98.47,627800,95.4
"2013-01-02",100.33,101.03,99.59,101.03,704900,97.88
"2013-01-03",100.95,101.27,100.18,101.13,727000,97.97
"2013-01-04",101.2,102.86,101,102.8,852100,99.59
"2013-01-07",102.49,102.53,101.47,102.46,612400,99.26
"2013-01-08",102.19,102.42,101.39,102.35,828200,99.16
"2013-01-09",102.49,103.16,102.28,102.8,483200,99.59
"2013-01-10",103.44,103.83,102.79,103.54,681900,100.31
"2013-01-11",103.25,103.81,102.28,103.24,619000,100.02
"2013-01-14",103.04,103.31,102.02,102.79,573000,99.58
"2013-01-15",102.31,103.72,101.96,103.45,1165500,100.22
"2013-01-16",104.25,104.25,102.57,102.9,1087000,99.69
"2013-01-17",103.11,103.51,102.64,103.33,1066800,100.1
"2013-01-18",103.75,103.83,102.7,103.29,949500,100.07
"2013-01-22",103.06,104.82,103.06,104.76,1288400,101.49
"2013-01-23",104.6,104.82,103.88,104.11,696100,100.86
"2013-01-24",104.2,104.92,103.74,104.02,533000,100.77
"2013-01-25",104.36,104.43,103.25,103.99,584800,100.74
"2013-01-28",104,104.01,103.09,103.13,894500,99.91
"2013-01-29",103.11,103.5,102.73,103.42,851600,100.19
"2013-01-30",103.33,103.52,102.35,103.31,1168400,100.09
"2013-01-31",102.86,102.98,101.83,102.69,1128500,99.48
"2013-02-01",103.23,104.14,102.67,103.92,721900,100.68
"2013-02-04",103.33,103.48,102.44,102.7,521800,99.49
"2013-02-05",103.08,104.63,102.66,104.46,773300,101.2
"2013-02-06",103.68,104.14,103.39,104.05,587800,100.8
"2013-02-07",103.66,104.33,102.98,103.79,498700,100.55
"2013-02-08",103.85,104.54,103.61,104.39,408200,101.13
"2013-02-11",103.93,104.36,103.74,104.24,468300,100.99
"2013-02-12",104.36,105.68,104.21,105.45,653500,102.16
"2013-02-13",105.69,105.86,104.41,104.67,660100,101.4
"2013-02-14",104.51,104.92,104.03,104.6,794000,101.33
"2013-02-15",104.98,105.1,104,104.83,639200,101.56
"2013-02-19",104.99,105.89,104.87,105.78,1174600,102.48
"2013-02-20",105.41,105.52,104.54,104.65,666100,101.38
"2013-02-21",104.44,104.79,102.97,103.09,647000,99.87
"2013-02-22",103.65,104.73,103.22,104.73,696300,101.46
"2013-02-25",105.23,105.61,101.79,101.86,952800,98.68
"2013-02-26",102.25,102.54,100.88,102.05,757300,98.86
"2013-02-27",102,102.88,101.3,102.65,626200,99.45
"2013-02-28",101.77,102.77,101.55,102.09,741600,99.58
"2013-03-01",101.59,102.88,100.82,102.66,616700,100.14
"2013-03-04",102.17,103.36,102.17,103.27,537200,100.73
"2013-03-05",103.65,104.18,103.44,103.66,793500,101.11
"2013-03-06",104.1,104.19,103.36,103.83,785600,101.28
"2013-03-07",103.95,104.12,103.45,103.96,604100,101.41
"2013-03-08",104.57,104.6,103.63,103.96,556200,101.41
"2013-03-11",103.98,104.22,103.75,104.18,660000,101.62
"2013-03-12",103.81,104.2,103.8,104.09,989200,101.53
"2013-03-13",104.15,104.31,103.68,104.22,475100,101.66
"2013-03-14",104.42,104.77,104.24,104.67,395700,102.1
"2013-03-15",104.65,104.87,104.02,104.35,968600,101.79
"2013-03-18",104.1,104.6,102.5,103.31,636000,100.77
"2013-03-19",103.64,104.03,102.63,102.85,867100,100.32
"2013-03-20",103.46,103.49,102.69,103.29,1002100,100.75
"2013-03-21",102.8,103.26,102.49,102.68,547500,100.16
"2013-03-22",102.97,103.17,102.54,103.12,574600,100.59
"2013-03-25",103.58,103.64,102.6,102.8,584600,100.27
"2013-03-26",103.3,103.32,102.34,102.57,851100,100.05
"2013-03-27",102,103.22,101.79,103.14,486500,100.61
"2013-03-28",103.42,103.69,100.76,103.16,710800,100.63
"2013-04-01",103.18,103.18,102.07,102.5,427700,99.98
"2013-04-02",102.84,103.03,101.79,102.08,880600,99.57
"2013-04-03",102.16,102.16,100.62,100.82,639800,98.34
"2013-04-04",101.13,102,100.95,101.61,528800,99.11
"2013-04-05",100.11,101.31,99.89,101.2,1127400,98.71
"2013-04-08",101.12,101.18,100.42,101.09,1133400,98.61
"2013-04-09",101.01,102.94,100.93,102.79,885600,100.27
"2013-04-10",103.12,104.59,102.84,104.49,648800,101.92
"2013-04-11",104.47,105.25,104.35,104.92,629400,102.34
"2013-04-12",101.5,103.52,99.94,100.24,2484700,97.78
"2013-04-15",100,100.47,98.36,98.36,1471400,95.94
"2013-04-16",98.09,98.65,97.66,98.48,1470400,96.06
"2013-04-17",97.55,97.81,96.43,96.55,882800,94.18
"2013-04-18",96.62,97.96,95.68,97.57,1261500,95.17
"2013-04-19",97.94,98.94,97.48,98.75,914500,96.32
"2013-04-22",98.89,98.97,98.02,98.68,615800,96.26
"2013-04-23",99.18,99.7,98.56,99.56,598400,97.11
"2013-04-24",99.84,100.03,99.36,99.92,565900,97.47
"2013-04-25",100.18,100.5,99.84,100.09,755000,97.63
"2013-04-26",100.16,100.38,99.68,99.82,598800,97.37
"2013-04-29",100.13,100.45,99.48,99.81,422700,97.36
"2013-04-30",99.75,100.38,99.04,100.2,657400,97.74
"2013-05-01",99.87,100.14,99.34,99.54,731900,97.09
"2013-05-02",99.71,101.15,99.46,100.42,717300,97.95
"2013-05-03",101.07,101.41,100.5,100.77,420100,98.29
"2013-05-06",100.76,101.44,100.68,101.23,282200,98.74
"2013-05-07",101.5,102.36,101.27,102.3,501500,99.79
"2013-05-08",102.34,103.34,102,103.19,407000,100.66
"2013-05-09",103.17,103.49,102.73,103.07,472300,100.54
"2013-05-10",103.31,103.69,102.83,103.52,374400,100.98
"2013-05-13",103.17,103.9,103.02,103.34,381700,100.8
"2013-05-14",103.42,104,103.25,103.99,612400,101.44
"2013-05-15",103.49,105.84,103.49,105.37,578800,102.78
"2013-05-16",105.03,105.64,104.34,104.69,602200,102.12
"2013-05-17",104.76,106.08,104.76,105.94,530900,103.34
"2013-05-20",105.78,106.32,105.44,106.03,400800,103.43
"2013-05-21",106,106.68,105.79,106.25,486300,103.64
"2013-05-22",106.14,107.41,104.49,104.67,622200,102.1
"2013-05-23",103.89,104.89,103.76,104.26,465900,101.7
"2013-05-24",103.8,104.74,103.24,104.71,385900,102.14
"2013-05-28",105.62,106.58,105.5,106.08,486300,103.47
"2013-05-29",105.66,106.53,105.51,105.99,741400,103.39
"2013-05-30",105.8,106.47,105.11,106.01,439000,104.09
"2013-05-31",105.8,106.29,104.9,104.9,664700,103
"2013-06-03",105.16,105.72,104.43,105.6,818100,103.69
"2013-06-04",105.58,106.26,104,104.29,1270800,102.4
"2013-06-05",103.83,104.38,102.66,102.79,691100,100.93
"2013-06-06",102.3,102.78,100.67,102.68,1030700,100.82
"2013-06-07",103.15,103.83,102.73,103.74,405500,101.86
"2013-06-10",104.04,104.42,103.61,103.99,635600,102.11
"2013-06-11",103.16,103.68,102.46,102.9,892100,101.04
"2013-06-12",103.39,103.74,102.06,102.06,666100,100.21
"2013-06-13",102.08,103.65,101.57,103.56,552300,101.69
"2013-06-14",104.5,104.5,102.32,102.51,544900,100.66
"2013-06-17",103.35,103.41,102.54,103.04,531800,101.18
"2013-06-18",103.03,104.7,102.36,104.13,1459200,102.25
"2013-06-19",104.12,104.42,103.32,103.51,634300,101.64
"2013-06-20",102.9,104.92,102.38,104.3,1070900,102.41
"2013-06-21",105.52,106.66,104.49,106.25,1407100,104.33
"2013-06-24",105.23,105.98,104.38,105.17,784500,103.27
"2013-06-25",105.71,107.51,105.21,107.23,953300,105.29
"2013-06-26",108.59,110.13,108.49,109.71,1109900,107.73
"2013-06-27",110.21,111.78,110.19,111.5,974300,109.48
"2013-06-28",111.32,112.01,110.68,111.75,1063000,109.73
"2013-07-01",112,113.85,111.79,112.9,861500,110.86
"2013-07-02",112.78,114.06,112.68,113.73,947100,111.67
