"","LO.Open","LO.High","LO.Low","LO.Close","LO.Volume","LO.Adjusted"
"2013-03-20",39.59,40.39,39.43,40.12,2880400,38.21
"2013-03-21",40.02,40.29,39.78,40.07,3592000,38.16
"2013-03-22",40.17,40.43,39.97,40.09,2169800,38.18
"2013-03-25",40.1,40.29,39.89,40.02,1860700,38.12
"2013-03-26",40.25,40.44,40.07,40.44,2816000,38.52
"2013-03-27",40.26,40.6,40.2,40.44,2133800,38.52
"2013-03-28",40.49,40.62,40.21,40.35,2664000,38.43
"2013-04-01",40.5,40.5,40.02,40.33,1884100,38.41
"2013-04-02",40.54,41.3,40.3,41.22,2849600,39.26
"2013-04-03",41.35,41.35,40.59,40.73,2597500,38.79
"2013-04-04",40.74,41.29,40.74,41.08,1660700,39.13
"2013-04-05",41.03,41.03,40.22,40.57,2157300,38.64
"2013-04-08",40.59,41.16,40.59,41.16,2218900,39.2
"2013-04-09",41.25,41.4,41.05,41.25,5273700,39.29
"2013-04-10",41.24,41.97,41.24,41.77,2052800,39.78
"2013-04-11",41.7,41.78,41.22,41.36,3223500,39.39
"2013-04-12",41.32,41.65,41.12,41.56,1753900,39.58
"2013-04-15",41.17,41.58,40.78,40.78,2092100,38.84
"2013-04-16",40.95,41.42,40.8,41.38,1366300,39.41
"2013-04-17",41.28,41.38,40.84,41.1,1616200,39.14
"2013-04-18",41.11,41.26,40.62,40.87,1658000,38.93
"2013-04-19",41.01,41.56,41.01,41.23,1580600,39.27
"2013-04-22",41.19,41.52,40.96,41.5,1618700,39.53
"2013-04-23",41.68,41.97,41.35,41.82,2468300,39.83
"2013-04-24",41.88,43.39,41.81,43.15,4221600,41.1
"2013-04-25",43.33,43.33,42.47,42.63,2920300,40.6
"2013-04-26",42.65,42.97,42.37,42.83,3817600,40.79
"2013-04-29",42.86,43.09,42.7,42.95,2118200,40.91
"2013-04-30",43,43.24,42.78,42.89,2738500,40.85
"2013-05-01",42.9,42.98,42.56,42.67,3076700,40.64
"2013-05-02",42.87,43.12,42.75,43.05,2541900,41
"2013-05-03",43.14,43.14,42.54,42.73,2723200,40.7
"2013-05-06",42.72,42.79,42.37,42.59,1870600,40.56
"2013-05-07",42.68,43.26,42.55,43.19,2849400,41.14
"2013-05-08",43.19,43.35,42.99,43.23,2371400,41.17
"2013-05-09",43.17,43.3,42.7,42.77,1861200,40.74
"2013-05-10",42.85,43.13,42.78,43.08,1682800,41.03
"2013-05-13",43.09,43.45,43,43.3,2024100,41.24
"2013-05-14",43.41,43.75,43.32,43.48,4007800,41.41
"2013-05-15",43.43,44.34,43.38,44.06,2511700,41.96
"2013-05-16",44.08,44.64,44,44.23,2805600,42.13
"2013-05-17",44.2,44.53,44.01,44.27,1968800,42.16
"2013-05-20",44.37,44.44,44.05,44.11,1952800,42.01
"2013-05-21",44.11,44.36,43.77,43.98,2174000,41.89
"2013-05-22",44.28,44.4,43.54,43.6,3519700,41.53
"2013-05-23",43.47,43.73,43.1,43.57,7850700,41.5
"2013-05-24",43.46,43.92,43.12,43.88,6656300,41.79
"2013-05-28",44.1,44.34,43.42,43.67,9221600,41.59
"2013-05-29",42.89,43.02,42.1,42.58,3086900,41.07
"2013-05-30",42.64,43.06,42.63,42.9,2585800,41.38
"2013-05-31",42.73,43.16,42.44,42.44,2931600,40.94
"2013-06-03",42.41,43.23,41.72,43.21,2974800,41.68
"2013-06-04",43.26,43.6,42.86,43.17,6881700,41.64
"2013-06-05",43,43.1,42.08,42.32,3281000,40.82
"2013-06-06",42.32,43.14,41.92,43.11,3825400,41.58
"2013-06-07",43.3,43.9,43.2,43.61,2516400,42.07
"2013-06-10",43.83,43.95,43.2,43.26,2781100,41.73
"2013-06-11",43.05,43.62,42.88,42.88,3003000,41.36
"2013-06-12",43.19,43.45,42.85,42.92,2760600,41.4
"2013-06-13",42.95,44.13,42.92,44.07,3539400,42.51
"2013-06-14",43.92,44.41,43.82,43.89,2179800,42.34
"2013-06-17",44,44.72,43.89,44.57,2565400,42.99
"2013-06-18",44.67,45,44.44,44.92,1950500,43.33
"2013-06-19",44.99,45.07,43.74,43.74,3711400,42.19
"2013-06-20",43.52,43.7,42.62,42.84,3734800,41.32
"2013-06-21",42.97,43.94,42.97,43.74,3862400,42.19
"2013-06-24",43.42,43.95,42.88,43.39,3266200,41.85
"2013-06-25",43.69,45.5,42.38,43.53,8534400,41.99
"2013-06-26",43.9,44.09,42.72,43.78,5688800,42.23
"2013-06-27",43.78,44.45,43.44,43.58,3523600,42.04
"2013-06-28",43.69,44.1,43.54,43.68,5703700,42.13
"2013-07-01",43.67,44.54,43.64,43.95,2595700,42.39
"2013-07-02",44.04,44.57,43.95,44.41,2614700,42.84
"2013-07-03",44.32,44.45,44.05,44.35,1500300,42.78
"2013-07-05",44.4,44.7,43.78,44.27,3494800,42.7
"2013-07-08",44.67,45.65,44.4,45.64,2908700,44.02
"2013-07-09",45.87,46.17,45.65,45.79,2754700,44.17
"2013-07-10",45.98,46.37,44.98,45.75,4314200,44.13
"2013-07-11",46.26,46.81,46.26,46.4,2308300,44.76
"2013-07-12",45.76,46.5,45.76,46.17,1928100,44.53
"2013-07-15",46.12,46.34,46.05,46.25,2100800,44.61
"2013-07-16",46.16,46.52,45.89,46.25,2220300,44.61
"2013-07-17",46.28,46.49,46.08,46.24,1974700,44.6
"2013-07-18",46.24,46.68,46.03,46.53,1988600,44.88
"2013-07-19",46.63,46.68,46.25,46.5,2034400,44.85
"2013-07-22",46.53,46.6,45.86,46.15,2371200,44.52
"2013-07-23",45.2,45.27,43.77,44.08,7379900,42.52
"2013-07-24",44.15,44.89,43.83,44.41,5017500,42.84
"2013-07-25",44.86,46.1,44.42,44.55,3766300,42.97
"2013-07-26",44.4,44.9,43.34,43.94,3072700,42.38
"2013-07-29",43.97,44,43.29,43.35,4187400,41.81
"2013-07-30",43.48,43.69,43.12,43.22,3296500,41.69
"2013-07-31",43.23,43.29,42.31,42.53,5410000,41.02
"2013-08-01",42.81,43.16,42.59,43.14,3730100,41.61
"2013-08-02",42.92,43.41,42.76,43.3,4309100,41.77
"2013-08-05",43.22,43.31,43.06,43.21,1990100,41.68
"2013-08-06",43.03,43.14,42.66,43.11,3611100,41.58
"2013-08-07",43.11,43.26,42.77,43.07,3509000,41.54
"2013-08-08",43.29,43.75,43.16,43.6,3448300,42.06
"2013-08-09",43.65,43.68,43.2,43.45,1908300,41.91
"2013-08-12",43.46,43.61,43.21,43.55,1990100,42.01
"2013-08-13",43.58,43.63,42.96,43.48,1676200,41.94
"2013-08-14",43.42,43.58,43.13,43.52,1901000,41.98
"2013-08-15",43.13,43.26,42.33,42.51,2774300,41
"2013-08-16",42.46,42.46,42.02,42.16,2441300,40.67
"2013-08-19",42.24,42.44,41.83,41.86,1767600,40.38
"2013-08-20",41.85,42.26,41.56,42.08,1944600,40.59
"2013-08-21",42.04,42.33,41.71,41.92,2090300,40.44
"2013-08-22",42.31,42.59,41.88,42.49,10749700,40.98
"2013-08-23",42.52,43.57,42.52,43.39,10860400,41.85
"2013-08-26",43.48,43.78,43.36,43.51,3225200,41.97
"2013-08-27",43.26,43.49,42.99,43.2,2694600,41.67
"2013-08-28",42.54,42.54,42,42.07,2922300,41.1
"2013-08-29",42,42.61,41.9,42.43,1778700,41.45
"2013-08-30",42.48,42.62,42.15,42.3,1713600,41.33
"2013-09-03",42.52,42.65,42.01,42.08,1701600,41.11
"2013-09-04",42.08,42.78,42.02,42.66,2924500,41.68
"2013-09-05",42.81,43.35,42.76,43.3,2476000,42.3
"2013-09-06",43.32,44.16,43.2,44.03,3432700,43.02
"2013-09-09",44.15,44.25,43.8,44.08,2286500,43.07
"2013-09-10",44.21,44.56,44.1,44.17,2015300,43.15
"2013-09-11",44.22,44.44,43.96,44.08,2454800,43.07
"2013-09-12",44.05,44.08,43.38,43.44,2607300,42.44
"2013-09-13",43.75,44.21,43.53,44.02,2197300,43.01
"2013-09-16",44.4,44.89,44.39,44.48,2163400,43.46
"2013-09-17",44.49,44.98,44.49,44.97,4494300,43.94
"2013-09-18",44.97,45.53,44.78,45.25,2704400,44.21
"2013-09-19",45.4,45.6,45.02,45.2,2538800,44.16
"2013-09-20",45.18,45.38,44.98,45.11,3234500,44.07
"2013-09-23",45.09,45.11,44.41,44.95,1709200,43.92
"2013-09-24",44.9,45.08,44.6,44.69,2884500,43.66
"2013-09-25",44.83,44.84,44.33,44.41,3102900,43.39
"2013-09-26",44.53,44.85,44.44,44.83,2849100,43.8
"2013-09-27",44.67,45.28,44.37,45.23,4445100,44.19
"2013-09-30",44.81,44.95,44.55,44.78,2423600,43.75
"2013-10-01",44.71,44.88,44.21,44.88,2079000,43.85
"2013-10-02",44.76,45.16,44.67,45.15,2374300,44.11
"2013-10-03",45.09,45.63,44.98,45.47,3474700,44.42
"2013-10-04",45.42,45.62,44.86,44.93,2103100,43.9
"2013-10-07",44.8,45.44,44.77,45.14,2864800,44.1
"2013-10-08",45.07,45.17,44.49,44.51,1610600,43.49
"2013-10-09",44.61,44.86,44.12,44.18,2129500,43.16
"2013-10-10",44.58,46.08,44.58,46.02,2604200,44.96
"2013-10-11",46.03,46.17,45.76,46.11,2246500,45.05
"2013-10-14",45.96,47.16,45.82,47.05,2690500,45.97
"2013-10-15",47.02,47.54,46.39,46.5,4123100,45.43
"2013-10-16",46.6,47.14,46.47,46.98,3141100,45.9
"2013-10-17",46.93,47.84,46.85,47.52,3225400,46.43
"2013-10-18",47.48,47.9,47.42,47.73,2784700,46.63
"2013-10-21",47.59,48.05,47.46,48.04,2292300,46.94
"2013-10-22",48.27,48.84,47.95,48.75,3768100,47.63
"2013-10-23",48.96,49.37,48.69,49.23,3114000,48.1
"2013-10-24",49.54,49.77,49.25,49.59,2499700,48.45
"2013-10-25",49.5,49.64,49.26,49.59,2046300,48.45
"2013-10-28",49.69,50.94,49.63,50.54,3089600,49.38
"2013-10-29",50.76,51.11,50.61,50.7,3747100,49.53
"2013-10-30",50.84,51.33,50.77,51.02,1966500,49.85
"2013-10-31",51,51.73,50.91,51.01,2705400,49.84
"2013-11-01",51.12,51.91,51.1,51.39,3887400,50.21
"2013-11-04",51.51,51.51,51.11,51.4,3889200,50.22
"2013-11-05",51.28,51.95,51.19,51.85,3213500,50.66
"2013-11-06",51.87,51.99,51.37,51.81,2357400,50.62
"2013-11-07",51.84,51.85,50.7,51.06,2658900,49.89
"2013-11-08",50.94,51.48,50.39,51.46,2621100,50.28
"2013-11-11",51.49,51.78,51.38,51.51,1586800,50.33
"2013-11-12",51.36,51.98,51.01,51.8,2040700,50.61
"2013-11-13",51.48,52.1,51.28,52.08,2294100,50.88
"2013-11-14",52.24,52.75,52.13,52.39,2163200,51.19
"2013-11-15",52.3,52.87,52.25,52.65,1872300,51.44
"2013-11-18",52.86,53.04,52.59,53,1923600,51.78
"2013-11-19",52.95,53.06,52.73,52.89,1961900,51.67
"2013-11-20",52.93,53.27,52.5,52.82,2652900,51.61
"2013-11-21",52.73,52.79,51.55,52.25,7556900,51.05
"2013-11-22",52.24,52.68,52,52.56,9390600,51.35
"2013-11-25",52.81,52.89,52.1,52.16,3599700,50.96
"2013-11-26",51.76,52.15,50.76,51.77,3914800,51.12
"2013-11-27",51.72,51.78,51.32,51.54,1838000,50.89
"2013-11-29",51.73,51.82,51.26,51.33,1377700,50.68
"2013-12-02",51.4,51.55,50.69,50.69,2583200,50.05
"2013-12-03",50.75,51.31,50.61,51.2,3383900,50.56
"2013-12-04",51.17,51.33,50.57,50.98,3469300,50.34
"2013-12-05",51.01,51.2,50.45,50.54,2905000,49.9
"2013-12-06",50.85,51.02,50.61,50.8,2019800,50.16
"2013-12-09",50.83,51.1,50.65,50.9,2222100,50.26
"2013-12-10",50.92,51.16,50.5,50.6,2595000,49.96
"2013-12-11",50.7,51.12,50.3,50.57,2808300,49.93
"2013-12-12",50.5,50.81,50.08,50.35,2034600,49.72
"2013-12-13",50.34,50.48,50.06,50.14,1938000,49.51
"2013-12-16",50.2,50.24,49.63,49.75,3806500,49.12
"2013-12-17",49.66,49.75,49.2,49.49,4055500,48.87
"2013-12-18",49.9,50.09,48.88,49.95,4848200,49.32
"2013-12-19",49.91,50.17,49.42,49.78,3499700,49.15
"2013-12-20",49.83,50.12,49.7,49.9,11035900,49.27
"2013-12-23",50.27,50.46,49.96,50.2,2370500,49.57
"2013-12-24",50.1,50.53,50.1,50.3,1026500,49.67
"2013-12-26",50.41,50.59,50.11,50.42,2047700,49.79
"2013-12-27",50.64,50.86,50.51,50.53,1645400,49.89
"2013-12-30",50.51,50.69,50.17,50.67,1632800,50.03
"2013-12-31",50.5,50.89,50.49,50.68,1918300,50.04
"2014-01-02",50.66,50.74,49.84,49.99,2194500,49.36
"2014-01-03",50.19,50.44,49.76,49.8,2215800,49.17
"2014-01-06",49.78,49.85,49.25,49.64,2955000,49.02
"2014-01-07",50.31,50.61,50.06,50.07,3150400,49.44
"2014-01-08",49.88,49.9,48.96,49.11,3675500,48.49
"2014-01-09",49.29,49.45,48.94,49.16,3460400,48.54
"2014-01-10",49.49,49.65,49.22,49.26,2945700,48.64
"2014-01-13",49.47,49.54,49.1,49.27,3944700,48.65
"2014-01-14",49.51,49.56,49.17,49.34,3293100,48.72
"2014-01-15",49.46,49.6,49.2,49.38,2682300,48.76
"2014-01-16",49.36,49.72,49.3,49.51,3076100,48.89
"2014-01-17",49.7,49.76,49.15,49.22,3178200,48.6
"2014-01-21",49.71,50.05,49.63,50,4973700,49.37
"2014-01-22",50.08,50.81,49.8,50.63,4170500,49.99
"2014-01-23",50.49,50.6,49.97,50.2,2892100,49.57
"2014-01-24",49.4,50.09,49.37,49.53,3020100,48.91
"2014-01-27",49.47,49.74,49.02,49.11,2919900,48.49
"2014-01-28",49.11,49.8,49.04,49.78,2913400,49.15
"2014-01-29",49.8,49.8,48.81,49.02,3517400,48.4
"2014-01-30",49.11,49.23,48.73,49.22,2546500,48.6
"2014-01-31",48.78,49.71,48.3,49.22,3367300,48.6
"2014-02-03",49.24,49.24,47.96,48.14,4451000,47.53
"2014-02-04",48.29,49.17,48.29,48.9,3252200,48.29
"2014-02-05",48.57,48.6,47.46,47.76,3497800,47.16
"2014-02-06",48.1,48.65,48,48.41,2334300,47.8
"2014-02-07",48.78,49.7,48.72,49.52,3758000,48.9
"2014-02-10",49.67,49.98,48.99,49.45,2684200,48.83
"2014-02-11",49.45,50.22,49.03,49.95,3947000,49.32
"2014-02-12",49.58,49.58,46.48,47.47,12162400,46.87
"2014-02-13",46.8,47.94,46.73,47.72,4382600,47.12
"2014-02-14",47.76,48.18,47.39,48,2838200,47.4
"2014-02-18",47.98,48.1,47.31,47.31,2920500,46.72
"2014-02-19",47.31,47.78,46.83,47.47,4183300,46.87
"2014-02-20",47.57,48.48,47.1,48.22,4362500,47.61
"2014-02-21",48.33,48.53,48,48.05,3374700,47.45
"2014-02-24",48.23,48.84,48.07,48.22,2770800,47.61
"2014-02-25",48.52,49.31,48.47,48.92,3206300,48.3
"2014-02-26",48.41,48.58,47.66,47.74,4117500,47.74
"2014-02-27",47.68,48.58,47.51,48.57,3510000,48.57
"2014-02-28",48.72,49.2,48.51,49.06,2862400,49.06
"2014-03-03",51.56,54.07,49.76,53.61,25705700,53.61
"2014-03-04",54.47,56.85,54.09,55.26,13782400,55.26
"2014-03-05",54.19,54.66,53.19,53.48,7706000,53.48
"2014-03-06",53.45,53.57,52.25,52.39,4102800,52.39
"2014-03-07",52.53,53.06,52.48,52.99,4164300,52.99
"2014-03-10",52.81,53.1,52.27,53.04,3204500,53.04
"2014-03-11",53.19,53.38,52.02,52.17,3190100,52.17
"2014-03-12",52,52.08,50.71,51.13,3884600,51.13
"2014-03-13",51.21,51.55,50.82,51.01,2497100,51.01
"2014-03-14",50.92,51.98,50.85,51.86,2990700,51.86
"2014-03-17",52.87,53.01,52.03,52.27,3111200,52.27
