"","LO.Open","LO.High","LO.Low","LO.Close","LO.Volume","LO.Adjusted"
"2008-08-12",69.5,69.9,68.63,69.3,3983400,17.08
"2008-08-13",68.9,70.49,68.9,69.88,6446100,17.22
"2008-08-14",69.05,70.43,68.9,69.97,3084300,17.24
"2008-08-15",69.99,72.98,69.95,72.48,4636800,17.86
"2008-08-18",72.62,72.93,71.84,72.53,2271900,17.87
"2008-08-19",71.67,73.15,71.25,72.09,6014100,17.76
"2008-08-20",72.07,72.25,70.38,71.79,3203700,17.69
"2008-08-21",71.3,72.01,70.57,71.75,7185900,17.68
"2008-08-22",71.75,72.18,70.98,72.17,6485400,17.78
"2008-08-25",71.71,72.14,71.33,72,7293000,17.74
"2008-08-26",71.91,72.12,71.25,71.91,12486900,17.72
"2008-08-27",72.48,72.73,71.1,72.58,4799400,17.88
"2008-08-28",72.51,73.57,71.28,73.55,3540000,18.36
"2008-08-29",73.68,73.98,72,72.24,3323400,18.03
"2008-09-02",73.55,74.2,73.07,73.46,4091100,18.33
"2008-09-03",73.01,74.2,70.91,71.33,4743600,17.8
"2008-09-04",70.56,71.63,69.5,69.66,7431600,17.38
"2008-09-05",70.95,74.9,70.75,74.09,9666300,18.49
"2008-09-08",75.58,77.39,74.23,75.69,9502800,18.89
"2008-09-09",76,76,72.82,72.91,8988300,18.2
"2008-09-10",73.97,73.97,71.99,73.3,8987100,18.29
"2008-09-11",73.06,75.13,72.48,75,5836800,18.72
"2008-09-12",74.36,77.14,74.36,77.14,5148000,19.25
"2008-09-15",74.68,76.24,73.07,74.02,7890300,18.47
"2008-09-16",73.13,75.19,72.5,73.13,11083200,18.25
"2008-09-17",72.01,73.98,68.53,68.85,12928500,17.18
"2008-09-18",69.86,73.75,66.85,71,17549100,17.72
"2008-09-19",72,73.78,67.98,72.14,13533000,18
"2008-09-22",71.25,72.43,68.86,69.03,4556700,17.23
"2008-09-23",69.38,70.92,69.19,69.52,3504600,17.35
"2008-09-24",69.3,69.88,67.66,68.93,7815300,17.2
"2008-09-25",69.59,72.23,68.86,71.99,8642100,17.97
"2008-09-26",70.73,74.54,70.14,74.12,7072200,18.5
"2008-09-29",73.32,74.18,67.25,68.49,10614300,17.09
"2008-09-30",69.84,71.76,69.42,71.15,6187200,17.76
"2008-10-01",70.01,71.91,69.49,69.85,5373300,17.43
"2008-10-02",69.85,70.09,67.46,67.62,13589700,16.88
"2008-10-03",68.5,68.92,66.39,66.83,8829300,16.68
"2008-10-06",65.55,66.6,60.27,64.29,14818500,16.04
"2008-10-07",65.2,66.03,62.01,62.25,7734000,15.54
"2008-10-08",60.62,64.9,60,63.73,18538500,15.9
"2008-10-09",64.42,64.42,57.52,60.36,11760000,15.06
"2008-10-10",57.59,61.8,53.3,59,17352900,14.72
"2008-10-13",60,65.04,59.04,64.45,7932600,16.08
"2008-10-14",65.43,67.28,57.68,60.24,9898800,15.03
"2008-10-15",59.18,60.65,56.23,56.72,8769300,14.16
"2008-10-16",57.47,57.47,54,55.83,11566500,13.93
"2008-10-17",54.51,60,53.74,57.73,11411400,14.41
"2008-10-20",58,60.02,57.08,59.03,6107100,14.73
"2008-10-21",58.36,63.61,58.36,61.68,9243000,15.39
"2008-10-22",59.2,61.41,58.45,60.46,8976000,15.09
"2008-10-23",61.3,63.18,58.7,61.73,9043500,15.41
"2008-10-24",57.52,61.2,56.65,58.13,7548000,14.51
"2008-10-27",57.65,62.96,57.47,60.43,11317200,15.08
"2008-10-28",61.48,67.67,58.34,67.15,11303100,16.76
"2008-10-29",67.15,67.15,62.95,63.48,9633600,15.84
"2008-10-30",65.75,66.26,63.84,65.4,6422400,16.32
"2008-10-31",66.2,67.05,64.72,65.86,7576500,16.44
"2008-11-03",65.51,65.76,61.09,62.25,5513700,15.54
"2008-11-04",62.5,63.67,61.88,62.46,5788500,15.59
"2008-11-05",61.6,62.92,60.27,60.39,4835100,15.07
"2008-11-06",60.3,61.7,58.62,59.97,8196000,14.97
"2008-11-07",59.54,61.47,58.82,61.12,7328700,15.25
"2008-11-10",62.5,62.5,60.43,61.26,3754200,15.29
"2008-11-11",60.5,60.64,59.1,59.51,6179700,14.85
"2008-11-12",58.5,58.85,55.22,55.82,12239400,13.93
"2008-11-13",56,61.2,55.94,61.2,10134000,15.27
"2008-11-14",60.28,62.67,59.77,60.78,7365900,15.17
"2008-11-17",59.99,63.36,59.33,61.18,7872300,15.27
"2008-11-18",61.67,63.1,60.61,62.35,8834700,15.56
"2008-11-19",62.3,63.59,60.12,60.69,9335100,15.15
"2008-11-20",61.8,63.65,55.75,56.75,13479000,14.16
"2008-11-21",57,59.76,55.1,59.68,6132600,14.89
"2008-11-24",60.85,61.61,58.35,59.12,6945000,14.75
"2008-11-25",60.1,61.57,57.84,58.76,7536000,14.66
"2008-11-26",57.86,60.35,57.28,60.08,4865400,14.99
"2008-11-28",58.16,60.55,58.1,60.43,11590500,15.32
"2008-12-01",59.43,61.13,58.78,60.03,8464500,15.21
"2008-12-02",60.69,61.62,57.96,61.43,5967000,15.57
"2008-12-03",61.23,62.46,58.76,60.69,5310300,15.38
"2008-12-04",60.19,61.75,58.59,59.7,4250100,15.13
"2008-12-05",59.23,61.51,58.68,61.51,4289700,15.59
"2008-12-08",62.9,62.9,60.65,61.76,5719500,15.65
"2008-12-09",62.11,63.19,61.03,61.9,3673200,15.69
"2008-12-10",62.48,62.48,60.55,61.09,3722100,15.48
"2008-12-11",61,61.1,58.14,58.7,4734300,14.88
"2008-12-12",57.53,59.29,56.41,58.81,4470300,14.91
"2008-12-15",59.1,59.34,54.76,57.89,7211400,14.67
"2008-12-16",58.19,58.5,53.63,55.2,14723700,13.99
"2008-12-17",54.97,57.11,54.92,55.27,6006000,14.01
"2008-12-18",55.7,57.6,55.66,56.59,4138800,14.34
"2008-12-19",55.9,58.95,55.9,57.47,8635200,14.57
"2008-12-22",57.46,57.67,55.04,57.31,6291300,14.52
"2008-12-23",57.44,57.58,55.48,55.59,2689500,14.09
"2008-12-24",55.87,56.35,55.25,55.4,1269900,14.04
"2008-12-26",55.5,56.09,55.39,55.81,1104000,14.14
"2008-12-29",55.59,55.75,54.32,55.24,3107700,14
"2008-12-30",55.37,55.63,54.89,55.6,2655900,14.09
"2008-12-31",55.6,56.93,55.29,56.35,3939300,14.28
"2009-01-02",56.09,56.59,54.74,55.22,4075800,14
"2009-01-05",55.06,56.31,54.77,56.01,3364200,14.2
"2009-01-06",55.54,57.01,52.5,54.54,8507100,13.82
"2009-01-07",53.79,54.54,53.26,53.8,5296500,13.64
"2009-01-08",53.4,55.49,53.03,55.3,7695600,14.02
"2009-01-09",55.6,57.09,55.31,56.21,4816200,14.25
"2009-01-12",56.3,57.9,56.24,57.68,4207800,14.62
"2009-01-13",58.09,58.09,56.18,57.64,4816800,14.61
"2009-01-14",56.84,57.85,56.03,56.86,3535200,14.41
"2009-01-15",57,59.44,57,58.76,7477200,14.89
"2009-01-16",59.46,60.15,58.94,59.97,6539400,15.2
"2009-01-20",60.28,61.68,59.73,60.77,7023000,15.4
"2009-01-21",61.06,62.35,60.47,62.15,11543400,15.75
"2009-01-22",61.07,62.65,61.07,62.31,12112500,15.79
"2009-01-23",61.37,62.09,60.64,61,6063900,15.46
"2009-01-26",61.07,61.77,60.66,61.01,7492200,15.46
"2009-01-27",61.36,62,60.59,61.49,6108300,15.58
"2009-01-28",62.12,62.14,60.61,61.3,4155300,15.54
"2009-01-29",61.16,62.02,60.51,61.66,4107900,15.63
"2009-01-30",61.9,62.42,59.04,59.46,4183200,15.07
"2009-02-02",58.55,60.36,58.48,60.06,3145200,15.22
"2009-02-03",60.06,61.68,59.57,61.39,5347800,15.56
"2009-02-04",61.61,61.86,60.14,60.58,3252000,15.35
"2009-02-05",60.37,61.32,59.77,61.04,7329300,15.47
"2009-02-06",60.89,62.3,60.54,62.26,6522000,15.78
"2009-02-09",63.5,65.19,63.5,64.3,8631900,16.3
"2009-02-10",63.34,65.65,63.17,63.88,7707900,16.19
"2009-02-11",64.34,66.14,64,64.69,8002800,16.4
"2009-02-12",63.96,65.34,62.95,64.6,7850700,16.37
"2009-02-13",64.6,64.72,63.24,63.91,9403500,16.2
"2009-02-17",62.4,63.66,62.4,62.85,5586000,15.93
"2009-02-18",62.85,64.08,62.46,62.71,5411400,15.89
"2009-02-19",63.15,63.7,62.65,63.39,5701200,16.07
"2009-02-20",62.66,63.59,61.3,63.27,8585700,16.04
"2009-02-23",63.93,63.93,61.61,61.74,3831300,15.65
"2009-02-24",62.16,62.7,60.62,61.38,5004300,15.56
"2009-02-25",61.15,62.16,59.73,60.19,7368300,15.25
"2009-02-26",60.13,60.55,58.18,58.42,6456600,15.04
"2009-02-27",58.04,59.07,57.43,58.44,7436700,15.04
"2009-03-02",57.73,58.53,55.26,55.5,10048200,14.28
"2009-03-03",56.24,56.86,55.08,55.78,10227600,14.36
"2009-03-04",55.07,57.3,55.07,56.87,10346100,14.64
"2009-03-05",55.78,57.64,55.78,57.26,10253400,14.74
"2009-03-06",57.79,58.12,56.58,57.68,9891300,14.85
"2009-03-09",57.06,58.1,56.53,57.23,6470400,14.73
"2009-03-10",57.34,58.25,57.1,57.35,8877000,14.76
"2009-03-11",57.87,58.02,56.04,57.35,7436400,14.76
"2009-03-12",57.03,60.22,57.02,60.06,7997700,15.46
"2009-03-13",60.15,62.31,59.88,62.19,6229800,16.01
"2009-03-16",62.87,63.03,61.02,61.79,4302000,15.9
"2009-03-17",61.83,63.11,61.46,63.1,3641100,16.24
"2009-03-18",62.74,63.38,61.31,61.76,4425000,15.9
"2009-03-19",61.5,62.11,58.25,60.46,8767200,15.56
"2009-03-20",60.87,62.78,60.52,62.28,8008200,16.03
"2009-03-23",64.34,64.63,61.74,63.34,6414900,16.3
"2009-03-24",62.96,64.39,62.95,63.81,7098600,16.42
"2009-03-25",64.15,65.93,63.8,64.95,7001100,16.72
"2009-03-26",65.33,67,63.35,64.58,6457800,16.62
"2009-03-27",64.03,65.08,62.55,63.11,5159700,16.24
"2009-03-30",62.99,63.24,62.13,63.08,4009800,16.24
"2009-03-31",63.65,63.65,61.5,61.74,7448100,15.89
"2009-04-01",61.2,61.41,60.26,61.21,9849900,15.75
"2009-04-02",62.21,62.9,61.07,61.88,6428100,15.93
"2009-04-03",62.36,62.7,61.37,62.56,5955000,16.1
"2009-04-06",62,62.28,59.74,60.59,5483100,15.59
"2009-04-07",60.43,62.34,60.33,61.81,6403200,15.91
"2009-04-08",62.14,63.8,61.88,63.41,12526200,16.32
"2009-04-09",63.75,64.2,61.73,63.28,5038500,16.29
"2009-04-13",62.99,63.54,62.36,62.95,2782800,16.2
"2009-04-14",62.7,62.7,60.8,61.53,5654700,15.84
"2009-04-15",61.18,62.19,60.98,62.07,4499400,15.98
"2009-04-16",62.25,63.37,61.77,63.2,7440600,16.27
"2009-04-17",63.9,65.27,63.05,64.98,9174600,16.72
"2009-04-20",64.32,66.12,63.65,65.77,5609400,16.93
"2009-04-21",65.21,66.59,63.29,63.89,7083000,16.44
"2009-04-22",63.58,63.91,62.5,62.6,6342300,16.11
"2009-04-23",62.86,63.22,61.77,63.04,9161700,16.23
"2009-04-24",62.93,63.38,61.8,62.6,9960600,16.11
"2009-04-27",61.61,63.27,58.68,62.18,12823200,16
"2009-04-28",61.57,64.15,61.39,63.13,6357600,16.25
"2009-04-29",63.63,64.05,62.6,63.72,12952800,16.4
"2009-04-30",63.92,64.01,62.46,63.13,7090200,16.25
"2009-05-01",63.26,63.44,61.64,62.1,5609400,15.98
"2009-05-04",62.77,62.86,61.92,62.5,6618600,16.09
"2009-05-05",62.38,63.18,61.83,63.03,4793700,16.22
"2009-05-06",63.43,64.57,62.98,64.36,4553100,16.56
"2009-05-07",64.77,65,63.25,63.92,5142300,16.45
"2009-05-08",63.96,65.88,63.71,65.82,4313400,16.94
"2009-05-11",64.89,65.93,64.63,65.4,10025100,16.83
"2009-05-12",65.85,68.59,65.4,68.05,7778700,17.51
"2009-05-13",67.27,68.71,66.99,68.62,7266000,17.66
"2009-05-14",68.63,69,66.77,68.15,7271100,17.54
"2009-05-15",67.62,69.94,67.42,69.39,9504300,17.86
"2009-05-18",69.52,69.52,66.81,67.49,6419700,17.37
"2009-05-19",67.6,68.21,66.49,67.46,6299100,17.36
"2009-05-20",67.64,68.13,66.72,67.63,4053900,17.41
"2009-05-21",66.83,68.03,66.5,67.69,4305900,17.42
"2009-05-22",67.94,68.5,67.15,67.77,5071200,17.44
"2009-05-26",67.4,68.2,67.08,67.78,3663900,17.45
"2009-05-27",67.9,68.08,66.93,67.15,7915200,17.28
"2009-05-28",66.94,68.26,66.54,68.04,3628200,17.76
"2009-05-29",68.11,68.56,67.46,68.33,2809500,17.83
"2009-06-01",68.51,69.64,68.37,69.15,3977100,18.04
"2009-06-02",69.24,69.74,68.85,69.35,3212700,18.1
"2009-06-03",69.05,69.5,68.3,69.07,3215100,18.02
"2009-06-04",69,69.22,68.06,68.84,5399400,17.96
"2009-06-05",69.28,69.56,68.5,69.06,5790900,18.02
"2009-06-08",68.65,68.74,67.14,67.59,4572000,17.64
"2009-06-09",67.48,67.5,65.87,66.95,9470400,17.47
"2009-06-10",67.12,67.83,65.75,65.87,6003300,17.19
"2009-06-11",65.87,67.49,65.87,66.57,5406300,17.37
"2009-06-12",66.79,68.26,66.76,67.75,4207800,17.68
"2009-06-15",67.49,67.49,65.96,66,6499500,17.22
"2009-06-16",66.02,67.02,65.68,66.1,3559200,17.25
"2009-06-17",65.6,67.08,65.37,66.65,5055600,17.39
"2009-06-18",66.9,68.5,66.73,68.02,7184400,17.75
"2009-06-19",68.5,69.67,68.24,69.05,10118100,18.02
"2009-06-22",68.54,69.62,68.35,69.14,4309800,18.04
"2009-06-23",68.78,69.35,67.64,68.09,6655200,17.77
"2009-06-24",68.54,68.54,67.36,67.69,2965200,17.66
"2009-06-25",67.63,68.08,67.45,67.93,4998600,17.73
"2009-06-26",67.91,68.06,67.54,67.76,7871100,17.68
"2009-06-29",67.73,68.53,67.42,68.44,3561000,17.86
"2009-06-30",68.33,68.33,67.5,67.77,3198900,17.68
"2009-07-01",68.2,69.83,67.98,69.34,3039300,18.09
"2009-07-02",68.83,69.24,67.95,67.95,2340900,17.73
"2009-07-06",67.83,70.05,67.81,69.68,11324400,18.18
"2009-07-07",69.37,69.37,68.15,68.23,2575800,17.8
"2009-07-08",68.55,68.65,67.27,67.43,5206200,17.6
"2009-07-09",67.79,67.89,66.46,66.76,3975600,17.42
"2009-07-10",66.66,67.45,66.47,67.05,2289600,17.5
"2009-07-13",67.04,67.74,66.86,67.49,3418500,17.61
"2009-07-14",67.42,68.16,67.32,67.81,2700000,17.7
"2009-07-15",68.46,68.55,67.66,67.79,5107200,17.69
"2009-07-16",67.79,68.69,67.73,68.43,4236300,17.86
"2009-07-17",68.44,70.06,68.11,69.98,4970700,18.26
"2009-07-20",70,70,68.52,69.11,3407100,18.03
"2009-07-21",69.61,70,69.34,69.93,2616900,18.25
"2009-07-22",70,71,69.8,69.97,3841500,18.26
"2009-07-23",70.51,72.2,70.31,72.11,3989400,18.82
"2009-07-24",72.24,72.36,71.3,71.9,3738600,18.76
"2009-07-27",74.11,75.5,70.85,72.33,10963500,18.87
"2009-07-28",72.63,72.71,71.74,72,4023300,18.79
"2009-07-29",72.15,72.89,71.78,72.8,6473100,19
"2009-07-30",73.07,74.25,72.96,73.08,3198300,19.07
"2009-07-31",73.24,74.32,73.15,73.72,3597600,19.24
"2009-08-03",74.24,74.33,72.94,73.45,4183800,19.17
"2009-08-04",72.92,73.73,72.45,73.08,3599400,19.07
"2009-08-05",73.09,73.09,71.32,71.79,4995900,18.73
"2009-08-06",71.8,72.97,71.76,72.87,4119300,19.02
"2009-08-07",72.76,73.1,72.64,72.81,2590500,19
"2009-08-10",72.75,73.67,72.39,73.49,7623300,19.18
"2009-08-11",74.03,75.05,73.85,73.97,3184500,19.3
"2009-08-12",73.85,74.71,73.18,73.32,3474300,19.13
"2009-08-13",73.58,73.88,71.92,72.5,7568100,18.92
"2009-08-14",72.34,73.12,71.8,72.38,2359200,18.89
"2009-08-17",72.17,73.09,71.66,72.58,4775700,18.94
"2009-08-18",72.46,73.62,71.52,73.28,3059700,19.12
"2009-08-19",72.99,73.8,72.85,73.16,3806100,19.09
"2009-08-20",73.39,73.82,72.68,73.59,3103500,19.2
"2009-08-21",74.51,75.1,73.28,74.87,3479100,19.54
"2009-08-24",75.25,78.16,74.92,78.04,7758000,20.36
"2009-08-25",78.24,78.57,76.88,77.18,4583100,20.14
"2009-08-26",77.24,77.65,76.14,76.28,3727200,19.91
"2009-08-27",75.91,76.72,74.3,74.69,4839300,19.49
"2009-08-28",74.01,74.09,71.89,72.13,5952900,19.08
"2009-08-31",71.94,72.91,70.91,72.77,8076600,19.25
"2009-09-01",73.22,73.22,72.39,72.56,5056800,19.19
"2009-09-02",72.49,73.24,71.91,73.12,4052400,19.34
"2009-09-03",73.63,73.63,72.53,73.38,5555700,19.41
"2009-09-04",72.95,74.37,72.95,74.18,2728800,19.62
"2009-09-08",74.18,74.75,73.44,73.99,5271900,19.57
"2009-09-09",73.83,73.83,73.35,73.65,5040300,19.48
"2009-09-10",73.5,74.59,73.01,74.59,3911700,19.73
"2009-09-11",74.29,75.25,74.06,74.8,5858700,19.78
"2009-09-14",74.34,75,74.21,74.55,4022100,19.72
"2009-09-15",74.18,74.9,72.72,73.11,12494100,19.34
"2009-09-16",73.12,73.12,72.4,72.73,7992600,19.24
"2009-09-17",72.77,73.51,72.66,73.25,4283700,19.37
"2009-09-18",73.47,75.22,72.99,75.22,11398500,19.9
"2009-09-21",74.66,74.85,73.7,74.47,7704600,19.7
"2009-09-22",75.24,75.36,73.63,73.75,3626400,19.51
"2009-09-23",73.98,75.02,73.98,74.15,5518800,19.61
"2009-09-24",74.18,74.33,73.03,73.25,2865600,19.37
"2009-09-25",73.16,73.81,72.7,72.81,2877600,19.26
"2009-09-28",73.13,73.86,72.92,73.78,1660200,19.51
"2009-09-29",73.92,74.81,73.47,74.74,2872200,19.77
"2009-09-30",75.49,75.75,73.27,74.3,3211200,19.65
"2009-10-01",74.55,74.65,73.61,74.33,3161400,19.66
"2009-10-02",74.23,75,73.64,74.61,5098200,19.73
"2009-10-05",74.52,75.24,73.82,75,5222400,19.84
"2009-10-06",75.02,77.55,74.71,77.03,14168400,20.37
"2009-10-07",76.85,76.99,76.1,76.25,5218200,20.17
"2009-10-08",76.94,77,76.33,76.85,3377700,20.33
"2009-10-09",77.03,77.89,76.66,77.79,2934600,20.58
"2009-10-12",78.08,79.02,77.46,77.99,2790300,20.63
"2009-10-13",78.01,78.7,77.57,78.24,8910300,20.69
"2009-10-14",78.55,79.75,77.58,79.55,4506300,21.04
"2009-10-15",79.39,80.74,79.24,80.08,5721600,21.18
"2009-10-16",79.8,80.75,79.57,80.52,7936500,21.3
"2009-10-19",80.7,81.53,80.37,80.77,3567000,21.36
"2009-10-20",80.75,81.59,80.57,81.41,9731700,21.53
"2009-10-21",81.03,81.76,80.95,81.1,5989800,21.45
"2009-10-22",81.1,81.17,79.74,80.74,5849400,21.36
"2009-10-23",80.56,80.78,78.99,79.82,7549500,21.11
"2009-10-26",76.82,77.67,74.04,74.22,15309000,19.63
"2009-10-27",75.01,78.9,74.81,78.64,16738800,20.8
"2009-10-28",78.65,79.16,77.64,77.8,5541300,20.58
"2009-10-29",77.82,78.66,76.91,78.13,5641500,20.66
"2009-10-30",77.73,78.83,77.43,77.72,5460000,20.56
"2009-11-02",77.39,78.1,77.03,78.03,8153400,20.64
"2009-11-03",77.66,78.55,77.24,78.49,7728300,20.76
"2009-11-04",78.73,78.84,77.73,77.93,4656600,20.61
"2009-11-05",77.93,79.22,77.93,78.48,3859200,20.76
"2009-11-06",78.37,78.37,77.34,77.65,5860200,20.54
"2009-11-09",78.14,79.1,77.69,78.85,10984800,20.86
"2009-11-10",78.59,80.14,78.39,79.65,2888700,21.07
"2009-11-11",80.29,80.29,79.16,79.5,2926500,21.03
"2009-11-12",79.38,79.95,79.13,79.38,2705100,21
"2009-11-13",79.68,79.9,79.06,79.28,4491000,20.97
"2009-11-16",79.32,80.8,79.25,79.77,6297600,21.1
"2009-11-17",79.75,79.82,79.15,79.38,9088500,21
"2009-11-18",79.44,79.51,78.95,79.19,3149400,20.95
"2009-11-19",79.15,79.44,78.37,79.07,9859500,20.91
"2009-11-20",79.05,79.79,78.83,79.48,4620300,21.02
"2009-11-23",80,80.97,79.98,80.52,9196200,21.3
"2009-11-24",80.43,80.61,79.57,80.25,5440200,21.23
"2009-11-25",80.24,80.76,79.82,80.47,3702000,21.28
"2009-11-27",78.43,79.57,77.5,78.91,1946700,21.13
"2009-11-30",79.04,79.3,77.83,77.91,4463100,20.87
"2009-12-01",77.91,78.65,77.91,78.34,3963900,20.98
"2009-12-02",78.34,78.87,78,78.7,3002700,21.08
"2009-12-03",78.6,78.76,78,78.16,3687600,20.93
"2009-12-04",78.31,79.49,78.31,78.48,7215900,21.02
"2009-12-07",78.74,79.17,78.35,79.05,5814000,21.17
"2009-12-08",78.69,78.84,77.45,77.82,3858300,20.84
"2009-12-09",78.11,78.79,77.82,78.6,4687500,21.05
"2009-12-10",79.09,79.81,78.99,79.11,2578500,21.19
"2009-12-11",79.06,79.17,78.19,78.57,3613500,21.04
"2009-12-14",79.09,79.18,78.43,78.7,4126500,21.08
"2009-12-15",78.73,79.68,78.36,79.58,4534500,21.31
"2009-12-16",79.23,80.59,78.87,79.55,6109200,21.31
"2009-12-17",79.49,79.52,78.39,78.48,5142900,21.02
"2009-12-18",78.7,78.7,76.59,77.48,7840800,20.75
"2009-12-21",77.77,78.59,77.48,78.42,3860100,21
"2009-12-22",78.41,79.21,78.41,78.65,3209100,21.06
"2009-12-23",78.62,79.31,78.49,78.57,5245800,21.04
"2009-12-24",78.84,79.16,78.64,78.91,1358100,21.13
"2009-12-28",79,79.56,79,79.52,1659900,21.3
"2009-12-29",79.98,80.65,79.5,80.61,2355300,21.59
"2009-12-30",80.35,80.81,80.18,80.63,1941600,21.59
"2009-12-31",80.65,81.12,80.23,80.23,3003600,21.49
"2010-01-04",80.58,81.57,80.07,81.52,3045600,21.83
"2010-01-05",81.74,81.74,79.33,79.34,5515200,21.25
"2010-01-06",79.17,79.84,78.53,78.92,4801800,21.14
"2010-01-07",78.62,78.76,77.43,77.91,6296400,20.87
"2010-01-08",77.93,77.96,76.87,77.95,4438200,20.88
"2010-01-11",78.35,78.72,77.99,78.44,2081400,21.01
"2010-01-12",78.32,78.43,77.08,77.72,6345600,20.82
"2010-01-13",77.99,78.6,77.65,77.7,3116100,20.81
"2010-01-14",77.5,77.82,77.01,77.46,4626900,20.75
"2010-01-15",77.11,78.17,77.01,77.54,4245600,20.77
"2010-01-19",76.62,77.55,76.25,77.15,3978300,20.66
"2010-01-20",76.64,76.64,75.31,76.09,6079200,20.38
"2010-01-21",76.05,76.6,75.26,75.73,6199200,20.28
"2010-01-22",75.66,75.76,74.27,74.42,5040000,19.93
"2010-01-25",74.47,77.39,74.47,76.99,8585100,20.62
"2010-01-26",76.91,77.36,76.08,76.8,5513100,20.57
"2010-01-27",76.8,77.16,75.65,76.26,2545800,20.42
"2010-01-28",76.63,76.88,75.55,76.57,2444700,20.51
"2010-01-29",76.72,76.9,75.65,75.7,1844700,20.27
"2010-02-01",76.16,77,75.87,76.73,1677600,20.55
"2010-02-02",77.06,77.91,76.43,77.74,5815800,20.82
"2010-02-03",77.58,77.58,75.79,76.05,3604200,20.37
"2010-02-04",75.56,75.56,74.2,74.24,4508400,19.88
"2010-02-05",73.96,74.92,73.55,74.5,5427900,19.95
"2010-02-08",74.42,75.55,73.7,74.22,5273400,19.88
"2010-02-09",74.66,75.12,73.97,74.91,6494100,20.06
"2010-02-10",75.01,75.01,73.89,74.34,2020800,19.91
"2010-02-11",74.13,76.14,73.89,75.9,4334400,20.33
"2010-02-12",75.51,75.86,74.71,75.35,3944400,20.18
"2010-02-16",75.67,76.13,75.26,75.6,2975100,20.25
"2010-02-17",75.94,75.94,75,75.6,6817200,20.25
"2010-02-18",75.6,76.2,75.21,76.14,2351400,20.39
"2010-02-19",75.86,76.83,75.83,76.51,3152400,20.49
"2010-02-22",76.68,77.04,76.1,76.72,4056300,20.55
"2010-02-23",76.78,77.12,76.03,76.05,3311700,20.37
"2010-02-24",76.14,76.45,75.55,75.74,3129600,20.28
"2010-02-25",74.48,74.76,73.9,74.54,7252200,20.23
"2010-02-26",74.34,74.39,72.84,73.04,7738200,19.82
"2010-03-01",73.06,73.06,72.07,72.76,8855700,19.75
"2010-03-02",72.79,74.44,72.79,74.03,5346300,20.09
"2010-03-03",74.1,74.57,74.09,74.26,3578100,20.15
"2010-03-04",74.55,75.01,74.31,74.74,4958100,20.28
"2010-03-05",74.82,75.6,74.48,75.5,8945700,20.49
"2010-03-08",75.14,75.96,75.1,75.84,5346300,20.58
"2010-03-09",75.6,76.25,74.93,75.2,5258100,20.41
"2010-03-10",75.33,76.03,75.02,75.65,3401400,20.53
"2010-03-11",75.49,76.15,74.86,76.07,5729700,20.65
"2010-03-12",76.16,76.19,75.57,75.98,3049500,20.62
"2010-03-15",75.83,76.49,75.42,76.43,3587100,20.74
"2010-03-16",76.41,77.3,76.39,76.94,4857000,20.88
"2010-03-17",77.32,77.35,76.42,76.95,4871700,20.88
"2010-03-18",77.09,77.23,76.78,76.83,2421300,20.85
"2010-03-19",76.9,77.44,76.54,77.08,6417900,20.92
"2010-03-22",76.85,77.54,76.31,77.49,4854600,21.03
"2010-03-23",77.45,77.71,77.05,77.55,2622000,21.05
"2010-03-24",77.3,77.71,77.21,77.31,2802000,20.98
"2010-03-25",77.6,77.6,76.34,76.37,3039600,20.73
"2010-03-26",76.61,76.75,75.81,76,3373200,20.63
"2010-03-29",75.28,75.85,74.8,74.88,7066200,20.32
"2010-03-30",74.95,75.37,74.62,74.96,3435300,20.34
"2010-03-31",74.96,75.42,74.62,75.24,6906000,20.42
"2010-04-01",75.54,75.99,75.51,75.78,3858900,20.57
"2010-04-05",76,77.03,75.75,76.9,4447800,20.87
"2010-04-06",76.52,78.15,76.5,77.9,7222500,21.14
"2010-04-07",77.86,77.86,77.03,77.32,3150900,20.99
"2010-04-08",77.03,77.3,76.54,76.68,3129300,20.81
"2010-04-09",76.59,77.04,76.15,77.01,2712900,20.9
"2010-04-12",77.05,77.94,77.05,77.5,2250300,21.03
"2010-04-13",77.32,77.42,76.44,77.29,2130000,20.98
"2010-04-14",77.25,77.8,76.31,77.72,3921900,21.09
"2010-04-15",77.72,78.05,77.3,77.82,3053100,21.12
"2010-04-16",77.82,77.99,77.02,77.35,4225800,20.99
"2010-04-19",77.46,78.11,77.27,78.06,2730300,21.19
"2010-04-20",78.25,79.21,77.97,79.16,2484600,21.48
"2010-04-21",79.04,80,79,79.63,3241500,21.61
"2010-04-22",79.2,79.57,78.32,79.29,1952700,21.52
"2010-04-23",79.44,79.67,78.43,79.57,2649900,21.6
"2010-04-26",82.26,82.26,78.69,78.87,14436900,21.41
"2010-04-27",78.71,79.16,77.36,77.55,4583700,21.05
"2010-04-28",77.75,78.25,77.03,77.83,4681800,21.12
"2010-04-29",78.09,78.95,78.09,78.57,3486300,21.32
"2010-04-30",78.66,79.41,78.33,78.37,2709000,21.27
"2010-05-03",78.88,78.89,77.69,78.03,3738000,21.18
"2010-05-04",77.62,78.27,77.18,77.25,5001300,20.97
"2010-05-05",77,77.85,76.34,77.38,4797300,21
"2010-05-06",77.19,77.48,73,76.21,7109400,20.68
"2010-05-07",76.21,76.89,75.07,76.21,9574500,20.68
"2010-05-10",78.18,79.78,78.05,79.56,5990100,21.59
