"","MON.Open","MON.High","MON.Low","MON.Close","MON.Volume","MON.Adjusted"
"2007-05-07",59.7,59.83,59.22,59.71,1564100,54.31
"2007-05-08",59.6,59.74,58.26,58.89,3092500,53.57
"2007-05-09",58.89,59.12,58.5,59.09,2365000,53.75
"2007-05-10",58.76,58.98,57.51,57.87,1847900,52.64
"2007-05-11",58.12,58.71,57.96,58.55,1367500,53.26
"2007-05-14",58.74,59.3,58.02,58.3,1557800,53.03
"2007-05-15",58.73,61.22,58.73,61.01,5553800,55.5
"2007-05-16",61.89,61.89,60.35,61.76,3202600,56.18
"2007-05-17",61.12,63.9,61.01,62.39,6057500,56.75
"2007-05-18",62.51,62.88,61.55,61.83,3831100,56.24
"2007-05-21",62.42,62.5,61.63,61.83,3919300,56.24
"2007-05-22",62.2,62.34,60.59,60.97,4571500,55.46
"2007-05-23",61.24,61.67,60.22,60.49,2951800,55.02
"2007-05-24",61,61.79,59.55,59.82,2957900,54.41
"2007-05-25",60.28,60.72,60.05,60.52,1962400,55.05
"2007-05-29",60.42,60.82,59.89,60.48,1747000,55.01
"2007-05-30",60.33,61.67,60.17,61.67,2253600,56.1
"2007-05-31",61.8,62.4,61.24,61.6,2763700,56.03
"2007-06-01",62.47,62.7,61.9,62.23,2153900,56.61
"2007-06-04",61,62.15,61,61.57,2331000,56
"2007-06-05",61.25,62.35,61.23,62.05,2104700,56.44
"2007-06-06",61.9,61.92,60.6,60.7,2017300,55.21
"2007-06-07",60.51,61.23,59.18,59.18,3085600,53.83
"2007-06-08",59.21,60.54,59.19,60.44,3481600,54.98
"2007-06-11",60.24,61.38,60.15,60.87,2025400,55.37
"2007-06-12",60.54,61.24,60.08,60.13,2145400,54.7
"2007-06-13",60.79,62.34,60.55,62.29,3001900,56.66
"2007-06-14",62.64,63.92,62.45,63.31,3322500,57.59
"2007-06-15",65.6,67.86,64.73,64.86,9705400,59
"2007-06-18",66.26,66.9,65.55,65.99,5013200,60.03
"2007-06-19",66.02,68,66,67.44,4849900,61.34
"2007-06-20",67.5,67.62,65.91,65.99,4144700,60.03
"2007-06-21",66,67.17,65.17,67.17,4441500,61.1
"2007-06-22",66.81,67.67,66.49,67.55,4591800,61.44
"2007-06-25",67.6,68.81,67.12,67.24,5584100,61.16
"2007-06-26",68,68.39,67.02,67.21,6198300,61.14
"2007-06-27",66.15,66.99,64.5,66,5561300,60.03
"2007-06-28",67.5,68.24,66.5,66.68,6357900,60.65
"2007-06-29",67.2,68.5,67.18,67.54,5607100,61.44
"2007-07-02",68.29,69.41,67.76,68.59,4365700,62.39
"2007-07-03",68.55,68.78,67.11,67.38,2877800,61.4
"2007-07-05",67.11,67.95,66.27,66.41,3335100,60.52
"2007-07-06",66.39,67,65.85,66.84,1995600,60.91
"2007-07-09",66.85,67.46,66.27,67.13,2567200,61.17
"2007-07-10",66.79,66.91,65.51,65.53,3430700,59.72
"2007-07-11",66.04,66.56,65.56,65.96,3040500,60.11
"2007-07-12",66.49,68.49,65.96,68.45,4725400,62.38
"2007-07-13",68.55,70.49,68.46,70.06,4165000,63.84
"2007-07-16",70.18,70.75,69.58,69.79,3755700,63.6
"2007-07-17",70.08,70.4,69.34,69.38,2846300,63.22
"2007-07-18",68.8,69.69,68.72,69.62,4227400,63.44
"2007-07-19",70.19,70.25,69.26,69.66,3404900,63.48
"2007-07-20",69.63,69.79,68.59,69.04,3981700,62.91
"2007-07-23",69.54,70.17,69.18,69.73,3564200,63.54
"2007-07-24",69.24,69.76,68.13,68.46,4261600,62.39
"2007-07-25",68.87,68.94,65,66.5,6519700,60.6
"2007-07-26",65.5,66.03,63.05,64.78,8171000,59.03
"2007-07-27",64.51,65.75,63.45,63.45,4627700,57.82
"2007-07-30",63.73,65.4,63.6,65.04,4587500,59.27
"2007-07-31",65.72,67.4,64.06,64.45,4689200,58.73
"2007-08-01",65.74,65.74,63,65.17,6783800,59.39
"2007-08-02",65.13,65.4,64.01,64.98,3683800,59.21
"2007-08-03",64.93,66.37,64.05,64.08,3989800,58.39
"2007-08-06",64,64.48,62.65,63.91,5304500,58.24
"2007-08-07",63.75,66.5,63.46,65.68,4435700,59.85
"2007-08-08",66.28,69.05,66.2,69,4434300,62.88
"2007-08-09",67.74,70.75,67.11,69.47,5930800,63.31
"2007-08-10",68.5,69.28,66.58,68.26,5585800,62.2
"2007-08-13",68.8,68.8,67,67.54,2724400,61.55
"2007-08-14",67.89,67.99,65.5,65.55,3025200,59.73
"2007-08-15",65.15,66.2,63.26,63.47,4029800,57.84
"2007-08-16",62.25,62.96,58.5,62.72,8924700,57.16
"2007-08-17",63.84,66.1,62.76,63.09,5251900,57.49
"2007-08-20",62.91,64.5,61.92,63.78,3392800,58.12
"2007-08-21",64.01,64.89,63.01,64.1,2597700,58.41
"2007-08-22",64.85,67,64.75,66.5,3298500,60.6
"2007-08-23",66.81,67.13,65.17,65.59,2469800,59.77
"2007-08-24",66.16,68.5,65.96,67.99,3758000,61.96
"2007-08-27",68.01,68.67,67.44,67.77,2257700,61.76
"2007-08-28",67.63,67.9,65.3,65.46,2522500,59.65
"2007-08-29",65.76,67.96,65.76,67.77,2696800,61.76
"2007-08-30",67.3,69.35,67.01,68.85,4092600,62.74
"2007-08-31",69.66,70.88,69.33,69.74,3393100,63.55
"2007-09-04",69.79,71.91,69.79,71.44,3499300,65.1
"2007-09-05",70.58,71.29,70.1,70.49,2829800,64.24
"2007-09-06",70.96,71.1,70.09,70.74,2222100,64.46
"2007-09-07",70,70.66,69.22,69.9,3268000,63.7
"2007-09-10",70.1,71.3,69.51,70.53,3187800,64.27
"2007-09-11",70.93,71.89,70.32,71.71,2747800,65.35
"2007-09-12",71.56,72.59,71.43,71.78,3378300,65.41
"2007-09-13",72.4,73.27,71.72,72.37,2717700,65.95
"2007-09-14",72.13,74.9,72.01,73.5,4207200,66.98
"2007-09-17",75.21,76.98,74.84,75.44,7376100,68.75
"2007-09-18",75.5,77.89,75.11,77.88,5473000,70.97
"2007-09-19",78.6,82.25,78.59,80.38,6552600,73.25
"2007-09-20",80.64,81,79,79.04,4793700,72.03
"2007-09-21",78.9,79.24,77.55,78.81,5095200,71.82
"2007-09-24",78.91,80.07,78.5,79.14,4479800,72.12
"2007-09-25",78.98,81.97,78.9,80.84,5752200,73.67
"2007-09-26",82.79,84.46,82.27,83.75,5433800,76.32
"2007-09-27",84.49,84.84,83.27,84.54,3113300,77.04
"2007-09-28",84.95,86.9,84.6,85.74,5606400,78.13
"2007-10-01",86.29,86.29,83.5,85.72,6723300,78.11
"2007-10-02",84.6,85.29,82.77,84.69,5756900,77.18
"2007-10-03",84.13,84.29,82.51,84.24,6205900,76.92
"2007-10-04",84.5,85.26,84.11,84.76,3855600,77.4
"2007-10-05",86.35,87.14,85.3,86.93,3003300,79.38
"2007-10-08",87.1,88.19,86.5,87.77,3459600,80.15
"2007-10-09",89,89.84,88.33,89.52,5778400,81.75
"2007-10-10",87.01,90.45,85.54,88.78,13611000,81.07
"2007-10-11",89.74,93.9,89.5,90.79,9223200,82.91
"2007-10-12",91,94.23,91,93.54,4351900,85.42
"2007-10-15",93.45,94.13,90.77,91.35,5516000,83.42
"2007-10-16",90.85,91.57,89.34,90.94,4465300,83.04
"2007-10-17",92.11,92.12,87.43,88.48,6794900,80.8
"2007-10-18",88.27,91,87.5,90.7,3959100,82.82
"2007-10-19",89.56,90.88,88.17,88.23,5058400,80.57
"2007-10-22",87.1,87.48,85.27,87.14,5207300,79.57
"2007-10-23",87.73,89.83,87.48,89.83,2922800,82.03
"2007-10-24",89.05,90.16,87.68,89.73,4638400,81.94
"2007-10-25",91.72,92.81,90.11,92.46,4148900,84.43
"2007-10-26",93.57,96.3,93.31,94.28,4950100,86.09
"2007-10-29",95.78,96.22,94.5,95.54,3051400,87.24
"2007-10-30",95.31,95.73,92.53,93,3055800,84.92
"2007-10-31",93.51,98.7,93.26,97.63,4394800,89.15
"2007-11-01",96.2,97.4,93.37,93.81,4258000,85.66
"2007-11-02",94.57,94.94,90.64,94.43,5005300,86.23
"2007-11-05",94,94.27,91.84,93.39,2736300,85.28
"2007-11-06",93.46,96.75,93.46,96.74,3342800,88.34
"2007-11-07",96.16,96.5,94.26,94.56,4241200,86.35
"2007-11-08",95.02,99.98,94.39,98.29,9635700,89.75
"2007-11-09",96.57,99.08,95.77,96.73,5407600,88.33
"2007-11-12",95.68,98.97,89.01,89.23,7382000,81.48
"2007-11-13",89.97,94.59,89.36,93.7,5805500,85.56
"2007-11-14",95.17,95.97,93.98,94.74,3721400,86.51
"2007-11-15",94.18,95.2,91.2,92.75,5496900,84.7
"2007-11-16",93.19,94.77,91.77,94.28,4086900,86.09
"2007-11-19",93.87,94,90.5,90.86,4128500,82.97
"2007-11-20",91,93.8,90.5,92.92,4020500,84.85
"2007-11-21",92.34,92.38,87.5,87.73,4403000,80.11
"2007-11-23",89.05,90.58,88.8,90.41,1236200,82.56
"2007-11-26",91.13,92.8,89.12,89.33,4252700,81.57
"2007-11-27",90.4,92.06,88.72,91.94,3562400,83.96
"2007-11-28",92.82,99.11,92.29,99.11,6124900,90.5
"2007-11-29",98.6,100.9,97.79,98.17,5397800,89.65
"2007-11-30",100.25,100.25,96.94,99.37,4730500,90.74
"2007-12-03",99.57,103.13,97.33,101.61,6044300,92.79
"2007-12-04",101.21,103.31,100.69,101.39,3668100,92.59
"2007-12-05",102.13,104.92,102.12,104.81,3988500,95.71
"2007-12-06",104.77,106.79,104.07,106.42,3050900,97.18
"2007-12-07",106.83,107.25,104.73,106.24,3779200,97.01
"2007-12-10",107.54,109.85,106.83,109.36,3617300,99.86
"2007-12-11",109.56,109.56,102,102.67,4976400,93.75
"2007-12-12",107.92,107.92,100.58,103.04,5943900,94.09
"2007-12-13",102.84,105.33,100.4,104.99,3850800,95.87
"2007-12-14",104.16,107.86,103.64,104.5,3540800,95.43
"2007-12-17",103.84,104.95,100.52,101.19,3337000,92.4
"2007-12-18",102,102.5,96.27,101.01,4954500,92.24
"2007-12-19",101.42,103.99,100.19,103.04,3557900,94.09
"2007-12-20",103.64,108.78,103.63,108.46,4440500,99.04
"2007-12-21",109.94,111.94,107.05,111.31,5549500,101.64
"2007-12-24",113.08,115.1,112.5,114.47,1510900,104.53
"2007-12-26",114.85,116.11,112.78,115.33,2692800,105.31
"2007-12-27",114.57,116.25,112.08,112.4,3126200,102.64
"2007-12-28",113.78,113.98,110.84,111.25,2821600,101.59
"2007-12-31",112.43,114.16,110.66,111.69,2654100,101.99
"2008-01-02",112.92,112.92,109.13,111.47,4570800,101.95
"2008-01-03",116.99,123,115.54,120.92,12392100,110.59
"2008-01-04",119,122.23,118,119.63,7749700,109.41
"2008-01-07",121.99,124.35,118,120.44,9311200,110.15
"2008-01-08",121.28,125,119.55,120.02,8076500,109.77
"2008-01-09",121.46,121.83,109.8,119.54,12153200,109.33
"2008-01-10",118.53,123.02,117.24,122.04,7277300,111.62
"2008-01-11",121.16,124.6,119.6,120.63,6753500,110.33
"2008-01-14",121.36,127.73,121.34,127.25,7131000,116.38
"2008-01-15",125.93,129.28,121.67,123.34,7060900,112.81
"2008-01-16",121.82,122.41,108.23,112.7,14546800,103.07
"2008-01-17",106.39,107.79,96.11,99.61,26096700,91.1
"2008-01-18",102.01,106.35,99.05,105.75,14510600,96.72
"2008-01-22",95.68,105,95.2,103.69,12871400,94.83
"2008-01-23",100.05,104.75,93.22,104.49,15668900,95.57
"2008-01-24",107.6,111.56,106.97,110.5,8613300,101.06
"2008-01-25",113.98,114.6,107.2,108.13,7860500,98.9
"2008-01-28",106.51,111.11,105.06,110.64,5039700,101.19
"2008-01-29",113.99,114.33,109.39,110.33,6328000,100.91
"2008-01-30",110.93,116.82,108.02,111.56,7507600,102.03
"2008-01-31",108.3,114.4,108.03,111.59,8021000,102.06
"2008-02-01",111.33,115.3,111.33,114.6,6301600,104.81
"2008-02-04",115.74,116.2,112.81,114.27,4478900,104.51
"2008-02-05",112.84,114.55,107.49,107.57,7403000,98.38
"2008-02-06",108.13,110.35,105.12,106.38,8559200,97.29
"2008-02-07",104.61,106.47,98.57,103.93,10311400,95.05
"2008-02-08",104.69,111.24,103.89,109.92,8762700,100.53
"2008-02-11",110.89,115.01,109.07,114.03,6427700,104.29
"2008-02-12",118.09,119.95,114.23,115.05,9966700,105.22
"2008-02-13",116.95,116.95,112.35,114.01,6397600,104.27
"2008-02-14",115.25,117.86,114.9,116.01,5030300,106.1
"2008-02-15",116.21,116.98,112.25,115.35,4380700,105.5
"2008-02-19",118,119.99,117.02,117.87,5791600,107.8
"2008-02-20",116.82,119.42,115.35,119.05,5976000,108.88
"2008-02-21",120.49,120.49,116.08,116.43,5690300,106.49
"2008-02-22",117.58,118.21,114.26,116.67,4352000,106.71
"2008-02-25",118,121.99,116.77,121.92,7193600,111.51
"2008-02-26",122.38,123.8,119,120.76,6677200,110.45
"2008-02-27",118.15,123,117.74,119.27,6588200,109.08
"2008-02-28",118.56,120.2,117.15,118.52,4538300,108.4
"2008-02-29",117.51,118.95,115.04,115.68,5132600,105.8
"2008-03-03",115.48,119.09,115.01,118.63,6219200,108.5
"2008-03-04",116.81,118.57,107.85,111.72,12608300,102.18
"2008-03-05",112.6,115.99,111,115.25,7322200,105.41
"2008-03-06",115.4,116.94,114.13,114.42,6332500,104.65
"2008-03-07",111.56,113.85,105.59,106.46,9560000,97.37
"2008-03-10",104.99,104.99,100.11,101.21,10620800,92.57
"2008-03-11",104.5,108.43,103.36,108.38,9439800,99.12
"2008-03-12",109.74,110.26,105.34,106.03,5620400,96.97
"2008-03-13",104.58,111.57,101.21,110.01,10153400,100.61
"2008-03-14",111.76,112.17,105.87,108.79,9158700,99.5
"2008-03-17",104.11,108.25,102.25,106.65,8237800,97.54
"2008-03-18",108.78,112.46,106.59,112.08,8056100,102.51
"2008-03-19",112.51,113.71,98.05,98.87,12879700,90.43
"2008-03-20",97.23,99.12,90.5,97.13,14810800,88.83
"2008-03-24",101,106.33,100.94,104.26,7947200,95.36
"2008-03-25",114.2,116.87,111.81,114.54,13581400,104.76
"2008-03-26",114.15,116.61,113.13,114.75,5966700,104.95
"2008-03-27",113.64,115.9,112.31,113.42,5237000,103.73
"2008-03-28",115.33,116.25,112.78,114.3,4123800,104.54
"2008-03-31",114.3,115.33,107.58,111.5,7160900,101.98
"2008-04-01",113.04,113.13,104.6,113.13,12255100,103.47
"2008-04-02",108.96,112.42,105.84,112,13562500,102.59
"2008-04-03",111.69,119.45,110.65,117.79,9574800,107.9
"2008-04-04",119.68,121.11,116.73,119.3,7329600,109.28
"2008-04-07",121.46,124.2,118.15,119.59,7420900,109.55
"2008-04-08",118.88,120.9,117.08,120.78,4554200,110.64
"2008-04-09",121.88,122.91,119.1,119.89,5998000,109.82
"2008-04-10",121.02,121.48,118.12,120.27,4298500,110.17
"2008-04-11",119.19,123.96,118.74,121.12,6104000,110.95
"2008-04-14",122.01,125.01,120.89,123.5,6636600,113.13
"2008-04-15",124.99,125.39,121.35,122.68,5115700,112.38
"2008-04-16",125.7,132.36,125.1,131.54,10596700,120.49
"2008-04-17",131.8,132,125.38,127.34,8288200,116.64
"2008-04-18",126.4,131.36,126.11,129.19,9111300,118.34
"2008-04-21",129.02,130.89,126.14,129.7,7011600,118.81
"2008-04-22",130.45,131.25,127.4,128.58,5647500,117.78
"2008-04-23",129.38,129.76,124.14,125.58,6495400,115.03
"2008-04-24",125.9,125.9,118.1,118.92,9022500,108.93
"2008-04-25",120.4,125.5,119.67,125.48,6561000,114.94
"2008-04-28",124.85,124.85,120.54,121.99,6057800,111.74
"2008-04-29",120.13,121.33,110.41,110.93,13369300,101.61
"2008-04-30",112.75,116.94,112.34,114.02,12162800,104.44
"2008-05-01",113.5,115.59,108.11,113.66,9695700,104.11
"2008-05-02",114.86,115.59,111.72,115.22,7392200,105.54
"2008-05-05",115.99,118.12,115.4,117.91,7072600,108.01
"2008-05-06",118.74,120.75,117.47,119.7,6248000,109.65
"2008-05-07",119.86,121.12,116.52,117.44,5745700,107.58
"2008-05-08",117.75,121.25,116.2,121.14,6125100,110.97
"2008-05-09",119.3,120.74,117.8,119.71,3809300,109.66
"2008-05-12",119.81,122.25,118.76,121.82,3808700,111.59
"2008-05-13",122.13,122.13,118.4,120.39,4283500,110.28
"2008-05-14",119.68,125,119.68,122.63,5949700,112.33
"2008-05-15",124.4,125.27,122.69,123.68,5040900,113.29
"2008-05-16",124.43,125.34,122.8,125.11,4988700,114.6
"2008-05-19",124.96,125.27,121.05,122.17,5397300,111.91
"2008-05-20",122.11,125.2,121.2,125,4795200,114.5
"2008-05-21",125.67,125.92,119.63,119.9,5289100,109.83
"2008-05-22",121.6,124.91,120.5,121.34,5811800,111.15
"2008-05-23",121.58,122.17,118.1,121.45,4454500,111.25
"2008-05-27",121.6,121.82,117.18,119.07,5437400,109.07
"2008-05-28",119.46,125.36,118,125.32,5732200,114.79
"2008-05-29",124.6,126,122.43,123.86,5165900,113.46
"2008-05-30",124.71,128.45,124.26,127.4,4595200,116.7
"2008-06-02",127.46,130.44,126.65,128.55,5136600,117.75
"2008-06-03",130.31,137,130.03,133.14,12171400,121.96
"2008-06-04",133.61,135.48,131.05,131.6,6797600,120.55
"2008-06-05",133.46,139.06,133.03,138.51,10060300,126.88
"2008-06-06",138.25,140.44,135.76,135.76,8126100,124.36
"2008-06-09",137.9,140.84,136,138.45,7372600,126.82
"2008-06-10",137.26,137.47,133.94,136.34,6713600,124.89
"2008-06-11",138.25,140.38,133.3,133.4,8101300,122.2
"2008-06-12",135.09,136.36,132.77,134.93,5699900,123.6
"2008-06-13",135.19,137.9,133.76,137.26,4777300,125.73
"2008-06-16",139.16,140.17,135.52,135.92,6957300,124.5
"2008-06-17",137.12,143.75,137.12,142.69,8843200,130.71
"2008-06-18",144.08,145.8,140.9,141.5,8926100,129.62
"2008-06-19",143.15,144.05,139.28,139.36,6512600,127.66
"2008-06-20",140.49,142.09,138.4,139.95,7552500,128.2
"2008-06-23",141.2,142.05,135.93,142.05,6088700,130.12
"2008-06-24",141.82,141.82,134.31,135.79,11496600,124.39
"2008-06-25",131.75,134.88,126.31,131.52,20778400,120.47
"2008-06-26",133.8,134.9,127.2,127.25,10001500,116.56
"2008-06-27",127.05,130.43,122.4,128.34,8926300,117.56
"2008-06-30",129.61,130.22,125.43,126.44,6867600,115.82
"2008-07-01",123.39,125.96,120.52,125.12,8906800,114.83
"2008-07-02",126.19,126.91,119.26,119.41,7976800,109.59
"2008-07-03",118.85,122.45,114.76,120.21,6330300,110.32
"2008-07-07",121.76,122.82,115.54,118.64,7060100,108.88
"2008-07-08",117.97,118.44,112,117.54,10568800,107.87
"2008-07-09",119.5,124.09,118.5,118.69,7552100,108.93
"2008-07-10",119.03,121,117.52,120,5824900,110.13
"2008-07-11",118.4,120.61,116.24,119.26,5071400,109.45
"2008-07-14",121.49,122.39,117.2,119.29,4997500,109.48
"2008-07-15",117.81,119.11,113.66,116.4,6777600,106.83
"2008-07-16",116.01,117.48,112.52,117.19,6371600,107.55
"2008-07-17",117.65,120.9,112.73,115.57,8594100,106.06
"2008-07-18",114.76,115.54,110.03,111.84,9107900,102.64
"2008-07-21",112.44,118.88,111.05,118.66,5982900,108.9
"2008-07-22",118.01,120.86,114.82,119.78,6695700,109.93
"2008-07-23",119.72,120.75,110.57,111.77,7686700,102.58
"2008-07-24",113.5,117.55,111.14,113,10723800,103.71
"2008-07-25",114.59,117.32,113,116.09,5180100,106.54
"2008-07-28",116.76,116.76,114.05,114.51,4193000,105.09
"2008-07-29",114.5,116.35,113.4,115.7,6841000,106.18
"2008-07-30",117.54,123.88,116.22,123.65,7153000,113.48
"2008-07-31",122.62,123.11,118.69,119.11,5838100,109.31
"2008-08-01",119.51,121.69,113.53,114.83,5650100,105.39
"2008-08-04",114.37,115.34,105.61,107.02,9675600,98.22
"2008-08-05",105.35,108.84,103.78,106.95,10494500,98.15
"2008-08-06",107.6,111.15,107.32,109.4,6235100,100.4
"2008-08-07",109.89,110.12,106.3,107.32,5186600,98.49
"2008-08-08",105.01,108.8,103.5,107.66,6490800,98.81
"2008-08-11",107.99,109.35,104.1,107.88,8019700,99.01
"2008-08-12",106.51,113.38,106.44,111.48,9798300,102.31
"2008-08-13",112.09,117.94,110.34,117.28,8101700,107.63
"2008-08-14",116.3,117.22,113.17,114.39,4814800,104.98
"2008-08-15",112.79,113.4,110.46,112.46,4955300,103.21
"2008-08-18",114.14,116.42,111.87,113.05,4822300,103.75
"2008-08-19",111.37,114.69,110.18,112.86,4601300,103.58
"2008-08-20",115.28,118.37,114.5,118.08,5610000,108.37
"2008-08-21",119.29,120.43,117.23,119.31,5661300,109.5
"2008-08-22",118.56,119.57,116.78,118.07,4473800,108.36
"2008-08-25",118.95,119.47,115.32,115.82,4569200,106.29
"2008-08-26",115.37,116.64,114.28,116.03,3946500,106.49
"2008-08-27",116.71,117.9,115.28,116.5,3240200,106.92
"2008-08-28",117.06,118.46,115.05,116.84,2594500,107.23
"2008-08-29",117.21,117.4,114.24,114.25,5567200,104.85
"2008-09-02",111.82,112.47,107.5,109.34,7005400,100.35
"2008-09-03",108.93,112,105.85,107.9,6541800,99.03
"2008-09-04",106.64,109.52,100.58,103.7,9362500,95.17
"2008-09-05",105.49,108.34,101.95,107.19,8310800,98.37
"2008-09-08",109.99,110.98,101.11,105.62,9430000,96.93
"2008-09-09",102.29,103,97.94,99.88,14455000,91.67
"2008-09-10",100.21,102.9,97,101,8459400,92.69
"2008-09-11",98.56,107.33,98.28,106.24,8520400,97.5
"2008-09-12",106.98,112.87,105.61,111.76,8119700,102.57
"2008-09-15",106.22,111.75,105.01,105.04,7317300,96.4
