"","MON.Open","MON.High","MON.Low","MON.Close","MON.Volume","MON.Adjusted"
"2011-10-31",75.5,75.51,72.68,72.75,5265200,70.25
"2011-11-01",70.92,72.48,70.25,71.2,5382300,68.75
"2011-11-02",72.69,72.95,71.02,72.21,3260500,69.73
"2011-11-03",73.23,73.35,71.46,73.12,3073300,70.61
"2011-11-04",72.4,72.7,70.8,72.5,3467700,70.01
"2011-11-07",72.75,73.43,71.54,72.92,2748100,70.42
"2011-11-08",73.29,74.8,73.18,74.69,3930300,72.12
"2011-11-09",72.47,73.69,71.78,71.93,4497600,69.46
"2011-11-10",72.49,73.98,71.53,73.51,4429800,70.99
"2011-11-11",74.68,75.5,74.17,75.1,3339900,72.52
"2011-11-14",74.78,75.28,73.65,74.39,3039100,71.84
"2011-11-15",74.21,75.11,73.87,74.59,2443700,72.03
"2011-11-16",73.93,74.13,72.32,72.62,3767200,70.13
"2011-11-17",72.61,72.63,69.68,70.49,5459300,68.07
"2011-11-18",71.19,72,70.6,71.39,3453300,68.94
"2011-11-21",70,71.11,69.11,70.69,3564800,68.26
"2011-11-22",70.77,70.84,69.1,69.38,3290100,67
"2011-11-23",68.88,68.88,67.6,67.97,3528500,65.64
"2011-11-25",67.6,68.7,67.5,67.71,1108800,65.38
"2011-11-28",68.6,70.38,68.59,69.49,3660000,67.1
"2011-11-29",69.94,70.88,69.92,70.15,3223000,67.74
"2011-11-30",72.56,73.51,71.91,73.45,4258400,70.93
"2011-12-01",73.56,74.33,72.82,73.2,2395200,70.69
"2011-12-02",72.79,73.29,69.49,70.42,7142700,68
"2011-12-05",70.81,71.65,69.81,70.36,3849800,67.94
"2011-12-06",70.52,72.9,70.27,72.32,3876300,69.84
"2011-12-07",72.03,72.45,70.03,71.73,5903300,69.27
"2011-12-08",71.54,71.85,69.7,69.89,3575900,67.49
"2011-12-09",69.99,71.73,69.31,71.23,3390700,68.78
"2011-12-12",70.83,70.83,68.26,69.04,3809200,66.67
"2011-12-13",69.55,70.65,67.64,68.05,4287100,65.71
"2011-12-14",67.79,68.36,67.09,67.72,3268400,65.39
"2011-12-15",68.23,68.95,67.72,68.41,2953700,66.06
"2011-12-16",69,69.21,67.62,68.14,4122300,65.8
"2011-12-19",68.63,69.29,67.27,67.45,1927800,65.13
"2011-12-20",68.55,70.66,68.43,70.29,3435000,67.88
"2011-12-21",70.34,70.98,69.93,70.72,3154300,68.29
"2011-12-22",70.61,71.06,70.25,70.63,1951600,68.2
"2011-12-23",70.66,71.25,70.22,70.98,1485300,68.54
"2011-12-27",70.69,71.5,70.45,70.98,1161600,68.54
"2011-12-28",71.12,71.22,69.27,69.64,2072200,67.25
"2011-12-29",69.4,70.75,69.24,70.45,1726800,68.03
"2011-12-30",70.3,70.69,70.07,70.07,1482400,67.66
"2012-01-03",71.62,72.38,71.57,71.94,4196200,69.47
"2012-01-04",71.53,72.8,71.29,72.67,3934400,70.47
"2012-01-05",74.26,77.25,74.1,76.68,10378400,74.36
"2012-01-06",76.87,78,76.82,77.51,6384000,75.16
"2012-01-09",77.49,79.14,77.47,78.5,5532000,76.12
"2012-01-10",78.97,79.7,78.59,79.2,5319800,76.8
"2012-01-11",78.99,79.97,78.86,79.85,5448900,77.43
"2012-01-12",79.37,81,79.28,80.27,7638500,77.84
"2012-01-13",79.76,80.65,79.01,79.59,5233200,77.18
"2012-01-17",79.97,81.43,79.74,80.64,4540400,78.2
"2012-01-18",80.44,80.99,80.01,80.98,4672100,78.53
"2012-01-19",81.02,81.11,79.42,80.35,4014000,77.92
"2012-01-20",80.26,80.72,79.04,80.05,4183300,77.62
"2012-01-23",80.12,81.17,79.8,79.89,4365600,77.47
"2012-01-24",79.01,80.23,78.8,80.11,2482000,77.68
"2012-01-25",79.53,81.41,79.17,81.32,3117700,78.86
"2012-01-26",81.26,81.8,80.59,81.15,2936800,78.69
"2012-01-27",80.92,81.54,79.65,80.53,2990700,78.09
"2012-01-30",79.71,82.66,79.08,82.29,4790000,79.8
"2012-01-31",82.42,82.95,81.22,82.05,8484300,79.56
"2012-02-01",82.69,83.95,81.94,83.41,4254200,80.88
"2012-02-02",83.62,83.69,81.97,82.13,3084500,79.64
"2012-02-03",82.77,82.89,82.02,82.15,3157600,79.66
"2012-02-06",81.33,81.49,78.87,79.65,5884300,77.24
"2012-02-07",79.53,80.27,79.5,79.8,3042700,77.38
"2012-02-08",80.04,80.45,78.19,79.14,3193700,76.74
"2012-02-09",79.24,79.34,77.26,78.33,4325400,75.96
"2012-02-10",77.46,77.95,76.99,77.34,2574400,75
"2012-02-13",77.96,78.4,77.57,77.93,1750100,75.57
"2012-02-14",77.91,78.17,76.33,76.94,2512800,74.61
"2012-02-15",77.04,78.25,76.94,77.8,2405700,75.44
"2012-02-16",77.42,79.34,77.03,79.01,3101400,76.62
"2012-02-17",79.36,79.53,78.56,79.34,2308900,76.94
"2012-02-21",79.9,79.9,78.93,79.38,2261600,76.97
"2012-02-22",78.93,80.07,78.69,79.75,2672300,77.33
"2012-02-23",79.11,79.62,77.14,77.78,4946700,75.42
"2012-02-24",77.8,79.64,77.58,79.52,2669100,77.11
"2012-02-27",79.04,79.86,78.59,78.84,2574800,76.45
"2012-02-28",79.05,79.56,78.5,79.01,2509800,76.62
"2012-02-29",79.27,79.37,77.17,77.38,4039300,75.04
"2012-03-01",77.82,80.8,77.62,80.15,4581800,77.72
"2012-03-02",80.29,82.14,79.64,80.73,4071900,78.28
"2012-03-05",80.45,80.5,78.68,80,3713400,77.58
"2012-03-06",78.83,78.91,77.34,77.62,4155200,75.27
"2012-03-07",78.49,78.51,77.23,77.66,3144100,75.31
"2012-03-08",78.46,80.02,78.46,79.75,2605300,77.33
"2012-03-09",79.81,80.15,78.97,79.29,1783200,76.89
"2012-03-12",79.45,79.74,78.78,78.84,1506200,76.45
"2012-03-13",79.53,79.7,78.71,79.33,3298700,76.93
"2012-03-14",78.88,79.53,78.13,78.49,4225000,76.11
"2012-03-15",78.59,79.53,78.59,79.3,3105000,76.9
"2012-03-16",78.78,80.12,78.68,78.81,5279500,76.42
"2012-03-19",79.01,80.39,78.41,79.97,3371800,77.55
"2012-03-20",79.9,80,78.92,79.09,2914600,76.69
"2012-03-21",79.11,79.36,78.32,79.16,1862800,76.76
"2012-03-22",78.26,79.23,78.06,78.37,2138600,76
"2012-03-23",78.36,78.73,77.02,78.44,2420100,76.06
"2012-03-26",79.08,80.12,78.7,80.05,3949700,77.62
"2012-03-27",80.28,80.38,79.4,79.82,3146900,77.4
"2012-03-28",79.75,80,78.06,79.15,3043800,76.75
"2012-03-29",78.38,79.16,77.99,78.91,2456000,76.52
"2012-03-30",79.56,80.39,79.44,79.76,3070900,77.34
"2012-04-02",80.1,82.1,80,81.48,5359300,79.01
"2012-04-03",81.32,81.99,80.73,81.8,4492000,79.61
"2012-04-04",82.48,83.27,79.9,80.58,8725500,78.43
"2012-04-05",80.49,81.78,78.56,79.02,5258100,76.91
"2012-04-09",77.51,77.94,76.49,76.59,4307600,74.54
"2012-04-10",75.84,76.24,74.15,74.42,5286300,72.43
"2012-04-11",75.61,76.41,74.51,76.12,4971500,74.09
"2012-04-12",76.06,78.74,76.06,78.34,4706000,76.25
"2012-04-13",78.23,78.95,76.99,77.07,2364400,75.01
"2012-04-16",77.51,77.91,76.52,76.87,2673600,74.82
"2012-04-17",77.3,78.13,76.71,77.6,1926700,75.53
"2012-04-18",77.02,77.23,76.35,76.76,2558100,74.71
"2012-04-19",76.83,77.44,76.16,76.79,1811700,74.74
"2012-04-20",76.95,77.97,76.81,77.16,2116000,75.1
"2012-04-23",76.4,76.4,75.15,75.74,1934200,73.72
"2012-04-24",75.75,76.15,74.98,75.57,2251000,73.55
"2012-04-25",76.49,77.69,76.49,77.51,2570000,75.44
"2012-04-26",76.73,77.15,76.43,76.93,1790500,74.87
"2012-04-27",77.29,78.26,77.01,77.84,2763600,75.76
"2012-04-30",77.58,78,75.9,76.18,2849100,74.14
"2012-05-01",76.07,76.93,75.92,76.33,2215200,74.29
"2012-05-02",76.14,76.25,75.51,75.63,2458200,73.61
"2012-05-03",75.78,76.37,75.05,75.16,2837000,73.15
"2012-05-04",74.67,74.87,73.35,73.6,2853900,71.63
"2012-05-07",73.38,73.43,72.71,72.83,2485300,70.88
"2012-05-08",72.64,74.18,72.44,74,4824900,72.02
"2012-05-09",72.89,73.25,71.66,71.9,3956100,69.98
"2012-05-10",72.8,72.82,71.41,71.71,4092500,69.79
"2012-05-11",71.26,72.68,71.08,72.45,4819600,70.51
"2012-05-14",71.66,71.97,70.67,71.5,3172300,69.59
"2012-05-15",71.58,73.05,71.51,72.08,4391800,70.15
"2012-05-16",72.24,72.37,71.13,71.42,3948700,69.51
"2012-05-17",71.56,71.64,70.02,70.14,2970300,68.27
"2012-05-18",70.35,71.36,69.7,69.89,3207900,68.02
"2012-05-21",70.15,72.2,70.04,72.1,2367800,70.17
"2012-05-22",72.05,72.62,70.81,71.3,2997300,69.4
"2012-05-23",70.43,72.1,69.87,71.82,2100000,69.9
"2012-05-24",72.52,73.99,72.48,73.94,3743600,71.96
"2012-05-25",73.78,74.09,73.17,73.56,3277400,71.59
"2012-05-29",73.75,75.01,73.65,74.75,3447800,72.75
"2012-05-30",76.11,77.35,75.84,76.41,9273900,74.37
"2012-05-31",76.89,77.81,75.4,77.2,4661100,75.14
"2012-06-01",75.35,76.45,75.04,76.17,4157500,74.14
"2012-06-04",76.05,76.95,74.77,76.06,3936800,74.03
"2012-06-05",75.58,77.4,75.58,76.86,2421300,74.81
"2012-06-06",77.6,79.21,77.54,79.2,3402200,77.08
"2012-06-07",79.85,80.32,78.45,78.61,3527200,76.51
"2012-06-08",78.57,79.4,77.85,79.4,2140500,77.28
"2012-06-11",79.8,80.1,78.39,78.56,2232100,76.46
"2012-06-12",78.75,79.78,78.37,79.7,2464200,77.57
"2012-06-13",79.08,79.44,77.47,77.78,3751700,75.7
"2012-06-14",77.79,78.89,77.59,78.69,2565000,76.59
"2012-06-15",79.17,79.52,78.53,78.7,3156500,76.6
"2012-06-18",78.88,79.99,78.72,79.67,2103400,77.54
"2012-06-19",79.7,81.19,79.7,80.45,2776800,78.3
"2012-06-20",79.74,80.53,79.18,79.69,2810900,77.56
"2012-06-21",79.74,79.79,77.67,77.78,2309200,75.7
"2012-06-22",78.12,78.73,77.07,78.45,2036200,76.35
"2012-06-25",77.86,78.65,77.24,77.88,3501400,75.8
"2012-06-26",78.3,79.09,76.89,77.87,4261800,75.79
"2012-06-27",78.85,81.41,78.75,80.89,5741000,78.73
"2012-06-28",80.3,80.67,79.21,80.25,3980700,78.11
"2012-06-29",81.5,82.79,81.05,82.78,4148900,80.57
"2012-07-02",82.98,83.87,82.41,83.48,4556500,81.25
"2012-07-03",83.33,84.02,83.01,83.58,1911400,81.64
"2012-07-05",82.01,83.6,82.01,83.04,1919900,81.11
"2012-07-06",82.16,82.3,81.5,82.09,1669600,80.19
"2012-07-09",82.12,83.16,81.77,82.74,3225000,80.82
"2012-07-10",82.96,83.49,81.49,81.88,2459900,79.98
"2012-07-11",82.8,83.48,81.73,82.77,3888900,80.85
"2012-07-12",82.3,83.5,81.72,82.66,3197200,80.74
"2012-07-13",82.61,84.25,82.37,83.86,2708600,81.91
"2012-07-16",84.02,86.16,83.7,85.5,4842500,83.52
"2012-07-17",85.84,86.93,85.63,86.5,3460700,84.49
"2012-07-18",86.41,86.63,85.6,86.52,2989900,84.51
"2012-07-19",86.46,86.93,86,86.78,3259200,84.77
"2012-07-20",86.38,87.77,86.29,87.52,3432300,85.49
"2012-07-23",85.97,86.13,84.09,85.4,3943900,83.42
"2012-07-24",85.52,85.81,84.52,85.06,3265500,83.09
"2012-07-25",85.75,86.11,84.2,84.8,2019800,82.83
"2012-07-26",85.9,86.58,85.16,85.6,2560300,83.61
"2012-07-27",86.12,87.12,86.03,86.88,2532200,84.86
"2012-07-30",87.04,87.55,85.9,86.9,2847100,84.88
"2012-07-31",86.75,87,85.38,85.62,3539800,83.63
"2012-08-01",86.28,87.47,86.25,86.41,2689100,84.4
"2012-08-02",85.98,87.97,85.7,87.38,3580100,85.35
"2012-08-03",88.16,88.37,86.87,87.04,3139000,85.02
"2012-08-06",87.6,89.3,87.21,88.46,2871700,86.41
"2012-08-07",88.35,89.73,88.34,88.61,2385000,86.55
"2012-08-08",88.63,88.95,87.81,88,2262600,85.96
"2012-08-09",88.48,89.45,88.25,88.62,3628000,86.56
"2012-08-10",88.3,88.69,86.35,86.74,4904300,84.73
"2012-08-13",86.39,87.54,86.24,86.9,2939700,84.88
"2012-08-14",87.36,87.5,85.99,86.2,2385100,84.2
"2012-08-15",86.2,87.29,86.2,86.64,2984700,84.63
"2012-08-16",86.87,88.96,86.61,88.32,3211600,86.27
"2012-08-17",88.65,88.65,87.61,87.87,2537800,85.83
"2012-08-20",88.1,88.17,86.75,87.47,2077700,85.44
"2012-08-21",87.6,88.84,87.11,87.69,2555300,85.66
"2012-08-22",87.5,88.06,86.28,88.06,2887300,86.02
"2012-08-23",87.53,87.72,85.58,85.83,2599300,83.84
"2012-08-24",85.55,85.59,84.86,85.34,2491600,83.36
"2012-08-27",85.68,86.78,85.36,86.13,2383900,84.13
"2012-08-28",85.8,87.27,85.58,86.97,3202300,84.95
"2012-08-29",87.2,88.01,86.46,87.73,2438400,85.69
"2012-08-30",87.38,87.63,86.84,87.17,2258200,85.15
"2012-08-31",87.61,87.92,86.67,87.11,1876100,85.09
"2012-09-04",86.94,87.43,86.07,86.62,2236700,84.61
"2012-09-05",86.37,87.89,86.35,87.55,2309700,85.52
"2012-09-06",88.1,89.69,87.61,89.44,2950000,87.36
"2012-09-07",89.5,89.9,88.88,89.39,2371300,87.32
"2012-09-10",89.65,89.99,89.22,89.42,1901300,87.35
"2012-09-11",89.41,89.82,88.83,89.5,1985000,87.42
"2012-09-12",89.4,89.93,87.92,87.99,4281900,85.95
"2012-09-13",88.06,90,88.06,89.9,2615200,87.81
"2012-09-14",90.04,90.12,88.42,88.97,3406000,86.91
"2012-09-17",88.57,89.62,87.77,89.08,3091100,87.01
"2012-09-18",89.08,89.12,88.31,89.06,2084800,86.99
"2012-09-19",90.51,91.75,90.15,91.16,4830100,89.04
"2012-09-20",90.79,91.43,89.72,91.06,3540800,88.95
"2012-09-21",91.6,91.95,90.61,90.92,3713700,88.81
"2012-09-24",90.58,91.43,90.4,91.04,2500200,88.93
"2012-09-25",91.4,91.66,90.45,90.45,2936100,88.35
"2012-09-26",90.27,91,89.29,89.49,2512400,87.41
"2012-09-27",90.73,91.78,90.22,91.36,3311800,89.24
"2012-09-28",91.21,91.59,90.27,91.02,2885100,88.91
"2012-10-01",91.71,91.85,90.25,90.39,3291800,88.29
"2012-10-02",90.19,91.22,89.51,90.94,3960800,88.83
"2012-10-03",88.91,89.8,87.57,88.59,7142600,86.89
"2012-10-04",89.06,91.27,88.83,90.64,3880600,88.9
"2012-10-05",91.05,92.18,90.78,91.16,3458300,89.41
"2012-10-08",90.75,92.06,90.62,91.65,2330600,89.89
"2012-10-09",91.44,92.2,90.48,90.51,2918200,88.78
"2012-10-10",90.68,90.99,88.91,89.3,3501800,87.59
"2012-10-11",89.77,90,88.28,88.49,3169000,86.79
"2012-10-12",88.61,89,88.06,88.57,2074800,86.87
"2012-10-15",89.03,89.79,88.8,89.18,2507200,87.47
"2012-10-16",89.37,90.79,89.31,90.48,2108400,88.75
"2012-10-17",90.22,90.82,88.5,89.63,4484300,87.91
"2012-10-18",89.51,90.72,88.53,89.98,2407500,88.26
"2012-10-19",89.37,89.98,88.15,88.69,3736500,86.99
"2012-10-22",88.35,88.97,87.86,88.87,1784500,87.17
"2012-10-23",87.78,87.8,86.37,86.93,2670300,85.26
"2012-10-24",87.38,87.95,86.08,86.49,2080900,84.83
"2012-10-25",86.96,87.36,85.93,86.49,1731100,84.83
"2012-10-26",86.49,87.09,86.02,86.6,1745200,84.94
"2012-10-31",87.38,87.86,85.54,86.07,2248600,84.42
"2012-11-01",86.11,87.39,86,86.85,2149900,85.19
"2012-11-02",87.56,87.6,85.68,85.87,2019400,84.22
"2012-11-05",85.94,88.28,85.63,88.05,3431800,86.36
"2012-11-06",88.14,89.95,87.69,88.95,2638100,87.25
"2012-11-07",88.22,88.59,86.51,87.35,2303600,85.68
"2012-11-08",87.16,88.02,86.07,86.33,1357000,84.68
"2012-11-09",86.02,87.14,86,86.43,1437300,84.77
"2012-11-12",86.76,87.54,85.5,85.6,1140600,83.96
"2012-11-13",85.29,86.46,84.32,85.19,3085600,83.56
"2012-11-14",84.99,85.42,83.61,83.84,3058900,82.23
"2012-11-15",83.78,85.43,82.7,84.66,3786100,83.04
"2012-11-16",84.98,85.77,84.36,85.23,3101600,83.6
"2012-11-19",86.56,88.5,86.44,88.33,3505100,86.64
"2012-11-20",88.25,89.35,88.06,89.23,2787300,87.52
"2012-11-21",89.18,89.92,88.47,89.39,2094200,87.68
"2012-11-23",89.5,90.72,89.36,90.58,1133000,88.84
"2012-11-26",90.46,91.31,89.87,91.19,2638800,89.44
"2012-11-27",91.33,91.98,90.75,90.81,2564000,89.07
"2012-11-28",90.04,91.46,89.11,91.31,2393300,89.56
"2012-11-29",91.83,93,91.47,92.08,2449100,90.32
"2012-11-30",92.1,92.29,91.14,91.59,2254100,89.84
"2012-12-03",91.98,92.49,89.02,89.43,2894600,87.72
"2012-12-04",89.03,89.73,88.56,89.2,2739500,87.49
"2012-12-05",89.32,90.25,88.9,89.6,1995300,87.88
"2012-12-06",89.63,90.01,88.97,89.97,1757700,88.25
"2012-12-07",90.38,91.14,90.07,90.69,2267200,88.95
"2012-12-10",90.69,91,90.3,90.55,1576900,88.82
"2012-12-11",90.56,91.21,90.29,91.07,2149400,89.33
"2012-12-12",91.18,91.48,89.5,89.75,2676900,88.03
"2012-12-13",90.01,90.61,89.09,89.5,1993400,87.79
"2012-12-14",89.15,90,88.98,89.13,1819000,87.42
"2012-12-17",89.64,90.76,89.45,90.67,1979500,88.93
"2012-12-18",90.95,92.73,90.72,92.1,2947300,90.34
"2012-12-19",92,92.5,91.67,91.68,2039600,89.92
"2012-12-20",91.55,92.57,90.95,92.54,2500700,90.77
"2012-12-21",91.71,92.86,91.69,92.55,3700000,90.78
"2012-12-24",90.94,93.14,90.9,92.8,1053100,91.02
"2012-12-26",93,94.43,92.7,94.1,2255500,92.3
"2012-12-27",94.21,94.38,92.75,93.99,2806800,92.19
"2012-12-28",93.38,94.09,93,93.08,1512900,91.3
"2012-12-31",92.95,94.76,92.77,94.65,2326800,92.84
"2013-01-02",95.55,96.38,95.23,96.15,3168900,94.68
"2013-01-03",96.07,96.71,95.04,95.34,2262400,93.89
"2013-01-04",95.56,96.69,95.18,96.11,2164300,94.64
"2013-01-07",95.65,96.11,95,95.94,2307000,94.48
"2013-01-08",99.34,99.99,98.04,98.5,7415400,97
"2013-01-09",97.97,99.88,97.74,99.58,4865000,98.06
"2013-01-10",100.05,100.06,98.57,99.47,3632200,97.95
"2013-01-11",99.53,100.62,99,100.08,3067500,98.55
"2013-01-14",100.37,100.99,99.99,100.59,2867300,99.06
"2013-01-15",100.13,101.68,99.98,101.44,2812400,99.89
"2013-01-16",101.39,102.29,101.39,101.9,3188500,100.35
"2013-01-17",102.29,102.29,101.28,101.32,2715600,99.77
"2013-01-18",101.57,102.47,101.07,102.47,2765300,100.91
"2013-01-22",102.05,102.84,101.87,102.41,2501100,100.85
"2013-01-23",102.03,103.5,101.99,103.08,2388600,101.51
"2013-01-24",102.99,104.19,102.72,103.62,2818400,102.04
"2013-01-25",103.96,104.09,103,103.45,2203400,101.87
"2013-01-28",103.7,103.7,102.56,102.85,2228600,101.28
"2013-01-29",102.74,103.34,102.14,102.9,2059900,101.33
"2013-01-30",102.7,103.61,102.45,102.73,1716800,101.16
"2013-01-31",101.49,102.98,101,101.35,2593100,99.8
"2013-02-01",102.32,103.24,101.91,102.27,2000600,100.71
"2013-02-04",101.54,101.85,100.83,101.34,2352100,99.79
"2013-02-05",101.96,102.49,101.77,102.02,1674800,100.46
"2013-02-06",101.4,102.04,101.23,101.71,2078900,100.16
"2013-02-07",101.3,101.5,99.52,100.57,2818400,99.04
"2013-02-08",100.8,101.57,100.1,101.15,3069600,99.61
"2013-02-11",101.81,102.26,100.89,102.12,2161600,100.56
"2013-02-12",101.82,102.02,101,101.77,1533100,100.22
"2013-02-13",102,102.86,101.89,102.81,1764600,101.24
"2013-02-14",102.21,102.29,101.45,102,1994700,100.44
"2013-02-15",101.51,103.52,101.5,103.51,3076200,101.93
"2013-02-19",102.45,103.22,101.81,101.89,2854100,100.34
"2013-02-20",102.07,102.21,98.15,98.66,6323600,97.15
"2013-02-21",98.5,99.72,97.9,98.71,3414300,97.2
"2013-02-22",98.95,99.99,98.23,99.98,2620600,98.45
"2013-02-25",100.19,100.53,98.01,98.09,2560900,96.59
"2013-02-26",98.6,99.48,98.08,99.2,2190500,97.69
"2013-02-27",99.2,100.72,99.04,100.4,2549500,98.87
"2013-02-28",100.61,101.59,100.18,101.03,2167500,99.49
"2013-03-01",100.5,102,99.99,101.66,1933500,100.11
"2013-03-04",101.41,101.66,100.43,101.62,1839300,100.07
"2013-03-05",102,103.49,101.99,102.77,2076200,101.2
"2013-03-06",103.19,103.4,101.58,102.29,1888500,100.73
"2013-03-07",102.35,103.38,102.35,102.91,1456200,101.34
"2013-03-08",103,103.49,102.39,103.35,1648200,101.77
"2013-03-11",103.13,104.3,102.73,104.22,1592100,102.63
"2013-03-12",103.79,103.92,103.08,103.38,1859100,101.8
"2013-03-13",103.59,104.59,103.3,103.64,1774300,102.06
"2013-03-14",103.7,104.29,103.7,104.1,1601300,102.51
"2013-03-15",103.64,104.96,103.48,104.24,3365900,102.65
"2013-03-18",103.41,103.54,102.42,102.64,1565600,101.07
"2013-03-19",102.66,103,101.08,102.3,1998600,100.74
"2013-03-20",102.95,103.61,102.69,103.12,1805000,101.55
"2013-03-21",102.92,102.92,100.99,101.05,1967700,99.51
"2013-03-22",101.42,101.67,100.94,101.32,1699800,99.77
"2013-03-25",101.28,101.47,98.92,99.4,2892700,97.88
"2013-03-26",100.51,103.96,100.24,103.79,3816000,102.21
"2013-03-27",103.07,105.79,102.9,105.12,4315600,103.52
"2013-03-28",105.3,105.82,104.51,105.63,2774400,104.02
"2013-04-01",105.5,106.61,105.31,105.79,2584500,104.18
"2013-04-02",106,106.27,103.22,104,3457800,102.41
"2013-04-03",105.63,106.44,103.54,104.51,5296600,103.29
"2013-04-04",104.86,107.24,104.37,105.74,3273200,104.5
"2013-04-05",104.6,105.25,104.37,105.1,4174900,103.87
"2013-04-08",104.98,105.58,104.76,105.2,2758500,103.97
"2013-04-09",105.35,106.3,104.98,105.26,2198200,104.03
"2013-04-10",105.05,105.88,105,105.65,1708100,104.41
"2013-04-11",105.67,107.18,105.32,107.1,2834900,105.85
"2013-04-12",106.99,107.25,104.7,105.45,2347500,104.22
"2013-04-15",104.79,104.79,102.75,103.1,4143600,101.89
"2013-04-16",104.21,105.49,103.81,105.36,2405000,104.13
"2013-04-17",104.48,104.69,103.65,103.79,2948000,102.58
"2013-04-18",104.03,104.09,101.53,102.12,2710100,100.93
"2013-04-19",102.57,103.72,102.42,103.22,2144400,102.01
"2013-04-22",103.37,103.83,102.48,103.45,1740100,102.24
"2013-04-23",103.62,104,102.07,103.75,2169100,102.54
"2013-04-24",104.16,104.92,103.51,104.17,1680300,102.95
"2013-04-25",104.73,106.47,104.5,105.93,2671800,104.69
"2013-04-26",105.75,106.29,104.57,104.68,1409000,103.46
"2013-04-29",105.07,106.68,104.78,106.5,1741100,105.25
"2013-04-30",106.5,106.99,105.61,106.82,2088700,105.57
"2013-05-01",106.54,106.67,104.63,104.7,1874800,103.48
"2013-05-02",104.88,106.21,104.18,106.11,1873100,104.87
"2013-05-03",106.84,107.73,106.28,107.28,1751900,106.03
"2013-05-06",107.17,107.7,106.62,107.19,1261700,105.94
"2013-05-07",107.17,108.06,106.61,107.86,1554500,106.6
"2013-05-08",107.69,108.32,106.82,108.29,2552200,107.02
"2013-05-09",108.35,108.63,107.12,107.46,1570400,106.2
"2013-05-10",107.6,108.34,107.42,108.12,1506200,106.86
"2013-05-13",107.77,108.01,106.68,106.83,1980500,105.58
"2013-05-14",107.06,107.97,106.41,107.65,2712600,106.39
"2013-05-15",107.6,109.33,107.46,109.22,1852000,107.94
"2013-05-16",108.76,109,107.56,107.67,1578800,106.41
"2013-05-17",108.04,109.12,107.85,108.38,3008400,107.11
"2013-05-20",108.43,108.78,108.04,108.31,2088900,107.04
"2013-05-21",108.41,108.41,106.53,106.59,2568100,105.34
"2013-05-22",106.47,106.53,103.5,104.04,3522400,102.82
"2013-05-23",103.38,105.87,103.31,104.99,2808300,103.76
"2013-05-24",104.5,105.04,103.84,104.83,1815300,103.6
"2013-05-28",105.36,105.81,104.61,105.55,3362800,104.32
"2013-05-29",105.57,105.86,103.34,105.42,3026300,104.19
"2013-05-30",104.68,105.52,104.64,104.97,1838300,103.74
"2013-05-31",104.51,104.53,100.64,100.64,5337100,99.46
"2013-06-03",100.42,102.17,100.06,102.08,4084700,100.89
"2013-06-04",102.32,102.63,101.07,102.11,3296000,100.92
"2013-06-05",101.65,101.75,98.43,98.91,4176700,97.75
"2013-06-06",99.13,99.94,97.05,98.72,3468000,97.57
"2013-06-07",99.82,101.95,99.53,101.65,4094900,100.46
"2013-06-10",105,106.77,104.61,106.25,5636600,105.01
"2013-06-11",104.91,105.2,103.56,104.51,3405700,103.29
"2013-06-12",105.12,105.76,103.42,103.46,2244900,102.25
"2013-06-13",103.39,105.45,102.59,105.44,2802600,104.21
"2013-06-14",105.89,106.47,105.13,105.63,2259900,104.39
"2013-06-17",106.68,106.8,104.13,104.82,2592100,103.59
"2013-06-18",105,105.81,104.15,105.63,1574600,104.39
"2013-06-19",105.62,106.33,105.13,105.89,3002500,104.65
"2013-06-20",104.85,105.41,103.2,103.45,3054400,102.24
"2013-06-21",104.4,104.5,102.32,103.19,3985900,101.98
"2013-06-24",101.57,102.6,100.49,101.7,2250500,100.51
"2013-06-25",102.72,103,101.24,101.4,2701100,100.21
"2013-06-26",101.65,102.27,99.23,100.84,4091200,99.66
"2013-06-27",101.17,101.17,98.59,98.75,3252600,97.6
"2013-06-28",98.54,99.41,97.89,98.8,3947000,97.64
"2013-07-01",99.2,99.61,96.75,96.97,4309700,95.84
"2013-07-02",96.53,98.49,96.5,98.42,4620600,97.65
"2013-07-03",97.54,98.38,97.25,97.89,1357000,97.12
"2013-07-05",98.5,99.04,98.23,98.71,1841700,97.93
"2013-07-08",98.88,99.36,98.68,99.19,2846400,98.41
"2013-07-09",99.87,101.69,99.62,101.4,4047100,100.6
"2013-07-10",101.26,102.09,100.9,101.49,2428000,100.69
"2013-07-11",102.59,103.54,102.28,103.34,2058100,102.53
"2013-07-12",103.17,103.44,102.19,102.95,2336800,102.14
"2013-07-15",103.21,103.71,102.36,103.27,2401800,102.46
"2013-07-16",103.37,103.5,101.4,101.58,2732300,100.78
"2013-07-17",102,103.44,101.76,102.94,2393800,102.13
"2013-07-18",103.03,103.31,102.31,103.03,1751300,102.22
"2013-07-19",103,104.18,102.64,104.16,2145900,103.34
"2013-07-22",104,104.47,103.8,103.93,1490500,103.11
"2013-07-23",104.14,104.8,103.5,103.9,1703300,103.08
"2013-07-24",102.64,102.85,101.58,101.74,3156500,100.94
"2013-07-25",100.39,101.92,100,100.71,3288300,99.92
"2013-07-26",100.6,100.86,99.96,100.51,3669000,99.72
"2013-07-29",100.28,101.87,100.06,101.56,3589600,100.76
"2013-07-30",100.25,100.85,99.76,100.43,4206100,99.64
"2013-07-31",100.94,100.98,98.75,98.78,3420400,98
