"","WLP.Open","WLP.High","WLP.Low","WLP.Close","WLP.Volume","WLP.Adjusted"
"2012-03-22",65.81,66.74,65.62,66.39,2724500,63.88
"2012-03-23",66.42,66.71,66,66.68,2060400,64.16
"2012-03-26",67.14,68.7,66.96,68.63,3337900,66.03
"2012-03-27",68.54,68.69,67.3,68.38,4223000,65.79
"2012-03-28",68.16,70.14,67.99,70,6151000,67.35
"2012-03-29",69.37,72.14,69.29,71.62,7793800,68.91
"2012-03-30",71.86,74.73,71.69,73.8,7136100,71.01
"2012-04-02",73.63,73.8,72.83,72.95,3552100,70.19
"2012-04-03",72.83,73.35,72.49,72.64,3210800,69.89
"2012-04-04",72.31,72.53,71.66,72.12,3293200,69.39
"2012-04-05",71.66,72.42,71.45,72.38,2283900,69.64
"2012-04-09",71.18,71.48,70.53,70.53,2879600,67.86
"2012-04-10",70.17,70.46,69.12,69.27,3338600,66.65
"2012-04-11",70.06,70.4,69.37,69.54,2294400,66.91
"2012-04-12",69.84,70.19,69.25,70,2946600,67.35
"2012-04-13",69.94,69.99,69.25,69.25,2713100,66.63
"2012-04-16",69.45,69.48,68.64,68.73,2501500,66.13
"2012-04-17",68.99,70.1,68.94,69.96,2106500,67.31
"2012-04-18",69.35,69.56,69.02,69.17,1951400,66.55
"2012-04-19",68.89,70.87,68.88,70.62,2786200,67.95
"2012-04-20",70.82,71.23,70.41,70.68,1908300,68
"2012-04-23",70.15,70.88,69.93,70.59,1877800,67.92
"2012-04-24",70.51,71,70.05,70.76,1928700,68.08
"2012-04-25",71.5,72.45,69.98,70.4,4002600,67.73
"2012-04-26",68.24,69.5,67.46,69.35,4307700,66.72
"2012-04-27",69.25,69.39,68.59,68.63,2645400,66.03
"2012-04-30",68.23,68.63,67.53,67.82,3051400,65.25
"2012-05-01",67.72,68.73,67.71,68.41,2380500,65.82
"2012-05-02",68.18,68.93,68.12,68.79,2094800,66.19
"2012-05-03",68.46,68.46,67.09,67.3,3318000,64.75
"2012-05-04",67.24,67.34,65.88,66.26,2812200,63.75
"2012-05-07",66,66.76,65.79,66.6,2059500,64.08
"2012-05-08",66.17,67.09,65.93,66.88,1685900,64.35
"2012-05-09",66.33,66.51,65.6,65.77,2198300,63.28
"2012-05-10",66.38,66.42,65.7,65.94,1507400,63.44
"2012-05-11",65.71,66.51,65.41,66.11,1498200,63.61
"2012-05-14",66.07,66.44,65.47,66.08,1906900,63.58
"2012-05-15",65.89,66.21,65.37,65.62,1673600,63.14
"2012-05-16",65.91,66.35,65.23,65.26,1759700,62.79
"2012-05-17",65.2,66.74,65,66.45,4407000,63.93
"2012-05-18",66.63,66.73,64.85,65.08,3138000,62.62
"2012-05-21",65.23,66.94,65.2,66.9,2430800,64.37
"2012-05-22",67.11,68.31,66.85,67.11,2749400,64.57
"2012-05-23",66.77,67.23,65.88,66.73,1987500,64.2
"2012-05-24",66.91,69.34,66.81,67.82,3501900,65.25
"2012-05-25",67.58,68.55,67.58,67.9,1484500,65.33
"2012-05-29",68.28,68.99,67.91,68.84,1681300,66.23
"2012-05-30",68.37,69.04,67.74,68.04,1753000,65.46
"2012-05-31",68.09,68.27,66.93,67.39,2776700,64.84
"2012-06-01",66.72,67.2,66.21,66.36,2107600,63.85
"2012-06-04",66.3,66.42,65.05,65.45,3018800,62.97
"2012-06-05",65.19,66.38,64.9,66.17,3236400,63.66
"2012-06-06",66.57,67.43,66.17,67.27,3197700,65.01
"2012-06-07",67.51,68.22,67.02,67.27,2962300,65.01
"2012-06-08",67.1,69.11,67.1,69.07,2176000,66.75
"2012-06-11",68.8,69.46,68.23,69.01,3343400,66.69
"2012-06-12",69.55,69.88,68.58,69.47,2645300,67.13
"2012-06-13",69.31,69.6,68.47,68.74,3352000,66.43
"2012-06-14",68.91,70.24,68.62,69.8,2417600,67.45
"2012-06-15",69.95,71.06,69.71,70.77,3721600,68.39
"2012-06-18",70.65,71.49,70.24,71.34,2057500,68.94
"2012-06-19",71.71,72.79,71.25,71.88,3627700,69.46
"2012-06-20",71.48,72.26,70.66,70.86,3667400,68.48
"2012-06-21",70.87,71.23,69.32,69.46,2875400,67.12
"2012-06-22",69.94,70.46,68.75,69.76,6767100,67.41
"2012-06-25",69.46,70.54,68.78,68.95,3115700,66.63
"2012-06-26",69,70.04,68.29,69.1,4513000,66.77
"2012-06-27",69.4,70.65,69.22,69.49,3711500,67.15
"2012-06-28",68.67,71.34,64,65.9,17691500,63.68
"2012-06-29",67.03,67.25,63.22,63.79,8446700,61.64
"2012-07-02",64.22,64.66,62.26,62.26,6537700,60.16
"2012-07-03",62.28,62.53,60.91,61.28,4855600,59.22
"2012-07-05",61.13,61.99,61.06,61.25,3196300,59.19
"2012-07-06",60.78,61.19,59.49,59.91,4470100,57.89
"2012-07-09",63.06,63.15,61.28,61.95,9385300,59.87
"2012-07-10",61.98,62.33,60.79,61.14,3747500,59.08
"2012-07-11",61.11,62.14,60.94,61.78,4258600,59.7
"2012-07-12",61.22,61.84,60.6,61.07,2567700,59.01
"2012-07-13",61.08,62.54,61.08,62.36,2542700,60.26
"2012-07-16",62.24,62.35,61.8,61.97,2760900,59.88
"2012-07-17",62.01,63.1,61.88,62.94,2906900,60.82
"2012-07-18",62.86,63.85,62.44,63.2,3140400,61.07
"2012-07-19",63.39,63.85,61.64,62.7,3492100,60.59
"2012-07-20",62.39,62.92,61.87,61.94,2751000,59.86
"2012-07-23",61.34,62.22,61,61.81,2184800,59.73
"2012-07-24",61.85,62.24,61,61.42,2108500,59.35
"2012-07-25",55.34,55.8,53.26,54.01,15621300,52.19
"2012-07-26",54.22,54.22,52.52,53.39,8685300,51.59
"2012-07-27",53.89,55.45,53.48,55.12,4620000,53.27
"2012-07-30",55.23,55.49,54.61,55.22,3086600,53.36
"2012-07-31",54.45,54.96,53.1,53.29,5715200,51.5
"2012-08-01",53.44,55.76,53.16,54.07,8867100,52.25
"2012-08-02",53.93,54.02,52.68,52.93,2611900,51.15
"2012-08-03",53.3,55.95,52.57,55.04,5319400,53.19
"2012-08-06",55.17,55.31,54.44,54.64,2496300,52.8
"2012-08-07",54.76,56.34,54.67,56.26,2983300,54.37
"2012-08-08",56.25,57.5,55.92,57.44,2950100,55.51
"2012-08-09",57.44,57.52,56.49,56.79,2309900,54.88
"2012-08-10",56.75,57.95,56.71,57.91,2174300,55.96
"2012-08-13",57.6,57.7,56.28,56.89,2966500,54.98
"2012-08-14",57.03,57.51,56.8,56.9,2093000,54.99
"2012-08-15",57.06,57.9,56.75,57.8,1911500,55.85
"2012-08-16",57.89,58.13,57.53,57.84,1560400,55.89
"2012-08-17",57.27,57.59,56.89,57.26,2141000,55.33
"2012-08-20",57.43,57.97,56.52,57.38,2692300,55.45
"2012-08-21",57.35,57.85,57.19,57.27,2170100,55.34
"2012-08-22",57.25,58.57,57,58.57,2789400,56.6
"2012-08-23",58.5,58.65,57.4,57.73,2093600,55.79
"2012-08-24",57.7,57.95,57.27,57.66,1603600,55.72
"2012-08-27",57.65,58.46,57.27,58.16,1692100,56.2
"2012-08-28",58.06,58.07,57.34,57.39,2131300,55.46
"2012-08-29",60.55,62.47,60.3,61.8,12619700,59.72
"2012-08-30",61.4,61.61,60.44,60.46,3308300,58.43
"2012-08-31",60.67,60.82,59.79,59.87,1929900,57.86
"2012-09-04",59.73,60.19,59.2,59.39,1631300,57.39
"2012-09-05",59.41,59.71,59.11,59.15,1770900,57.16
"2012-09-06",59.34,59.72,59.05,59.72,2343300,57.99
"2012-09-07",59.79,60.4,59.69,60.29,1447600,58.55
"2012-09-10",60.14,60.9,58.93,59.45,5766500,57.73
"2012-09-11",59.56,59.64,58.42,58.65,4192100,56.95
"2012-09-12",58.73,59,58.16,58.21,2454100,56.53
"2012-09-13",58.1,58.27,57.04,58.19,4540000,56.51
"2012-09-14",58.54,58.74,57.9,58.35,4444400,56.66
"2012-09-17",58.34,58.81,57.93,58.81,2208600,57.11
"2012-09-18",58.81,59.3,58.7,58.91,2774500,57.21
"2012-09-19",59.06,59.3,58.56,59.03,2098100,57.32
"2012-09-20",58.86,59.03,58.15,58.96,2143700,57.25
"2012-09-21",59.2,59.31,58.65,59.26,2303400,57.55
"2012-09-24",58.86,59.25,58.3,58.49,2488000,56.8
"2012-09-25",58.67,58.93,58.36,58.48,2565700,56.79
"2012-09-26",58.5,58.54,57.06,57.64,2835000,55.97
"2012-09-27",57.84,58.29,57.6,58.07,1781200,56.39
"2012-09-28",57.85,58.15,57.5,58.01,2054800,56.33
"2012-10-01",57.98,58.28,57.83,57.98,1989100,56.3
"2012-10-02",58.18,60.46,58.01,60.46,4929900,58.71
"2012-10-03",60.84,60.89,60.06,60.11,21435000,58.37
"2012-10-04",60.78,62.43,60.55,62.16,7739400,60.36
"2012-10-05",62.06,62.24,60.89,61.22,3713000,59.45
"2012-10-08",61.31,62.14,61.05,61.75,1855700,59.96
"2012-10-09",61.58,62.36,61.53,62.02,3150400,60.23
"2012-10-10",61.94,62.4,61.4,61.54,2434400,59.76
"2012-10-11",61.93,63.1,61.8,62.79,3139500,60.97
"2012-10-12",62.87,63.43,61.69,61.83,3068000,60.04
"2012-10-15",61.9,62.5,61.6,62.38,2283800,60.58
"2012-10-16",61.51,62.66,61.18,62.02,2769200,60.23
"2012-10-17",62.17,62.35,61.22,61.74,2104900,59.95
"2012-10-18",61.63,63.63,61.62,62.93,3245300,61.11
"2012-10-19",62.63,62.8,61.52,61.82,1881400,60.03
"2012-10-22",61.6,63.1,61.02,63.03,1505000,61.21
"2012-10-23",62.27,62.46,61.3,61.87,2100600,60.08
"2012-10-24",62.33,62.57,61.49,61.58,1963200,59.8
"2012-10-25",62.13,62.7,62.04,62.23,2071200,60.43
"2012-10-26",62.01,62.31,61.02,61.29,1917800,59.52
"2012-10-31",61.29,61.71,60.8,61.3,2253000,59.53
"2012-11-01",61.29,62.05,60.97,61.73,2330000,59.94
"2012-11-02",62.01,62.15,61.13,61.14,1437800,59.37
"2012-11-05",61.08,61.23,60.29,60.85,1364400,59.09
"2012-11-06",60.45,61.23,59.95,61.2,3058200,59.43
"2012-11-07",58.12,59,57.7,57.85,7688600,56.18
"2012-11-08",57.85,58.03,55.82,56.01,4579100,54.39
"2012-11-09",56,56.89,55.85,56.16,4059200,54.54
"2012-11-12",56.36,56.76,55.75,55.85,1674700,54.23
"2012-11-13",55.63,56.97,55.49,55.5,2926400,53.89
"2012-11-14",55.51,55.86,54.15,54.33,3181300,52.76
"2012-11-15",54.41,55.2,54.25,54.64,2993400,53.06
"2012-11-16",54.89,55.72,53.69,55.15,3797500,53.55
"2012-11-19",55.71,56.02,55.27,55.94,2062500,54.32
"2012-11-20",55.9,55.99,55.38,55.62,1517300,54.01
"2012-11-21",55.71,55.93,55.21,55.57,1966300,53.96
"2012-11-23",55.72,56.23,55.55,56.06,806200,54.44
"2012-11-26",55.68,55.68,54.79,55.37,2878700,53.77
"2012-11-27",55.21,55.69,54.86,54.97,3857100,53.38
"2012-11-28",54.73,55.13,54.5,54.77,4678900,53.19
"2012-11-29",54.96,55.81,54.82,55.64,4185100,54.03
"2012-11-30",55.77,56.1,55.26,55.9,4478400,54.28
"2012-12-03",56.02,56.29,55.46,56.08,3027100,54.46
"2012-12-04",56.01,56.52,55.66,55.68,2196700,54.07
"2012-12-05",55.61,56.45,55.33,56.1,1572200,54.76
"2012-12-06",56.12,56.64,55.88,56.62,1850400,55.27
"2012-12-07",56.67,57.78,56.67,57.78,2418000,56.4
"2012-12-10",57.57,58.36,57.37,58.21,1693800,56.82
"2012-12-11",57.28,59.03,57.28,58.89,2558800,57.48
"2012-12-12",58.93,59.95,58.93,59.24,2980900,57.82
"2012-12-13",59.21,59.61,58.67,59.02,2511500,57.61
"2012-12-14",58.55,58.96,58.03,58.49,2065700,57.09
"2012-12-17",58.51,60.05,58.51,60.03,2296300,58.6
"2012-12-18",59.97,60.6,59.6,60.57,2123100,59.12
"2012-12-19",60.62,60.66,59.91,59.97,1867900,58.54
"2012-12-20",60.22,61.52,60.1,61.51,2422700,60.04
"2012-12-21",61.34,61.65,60.68,61.31,4666800,59.85
"2012-12-24",61.38,61.38,60.68,61.07,788200,59.61
"2012-12-26",61.07,61.53,60.88,61.15,1306000,59.69
"2012-12-27",61.06,61.22,59.94,60.48,1819300,59.03
"2012-12-28",60.14,60.81,59.88,59.89,1169400,58.46
"2012-12-31",59.76,60.97,59.48,60.92,1800400,59.46
"2013-01-02",61.08,61.89,60.44,60.92,2309600,59.46
"2013-01-03",60.24,60.24,58.75,58.93,3352000,57.52
"2013-01-04",59.2,59.69,58.98,59.29,2862500,57.87
"2013-01-07",59.05,59.84,58.83,59.74,1850800,58.31
"2013-01-08",59.71,60.61,59.45,60.07,2923200,58.63
"2013-01-09",60.17,62.11,59.99,62.05,3383900,60.57
"2013-01-10",62.35,62.37,61.36,62.24,3315300,60.75
"2013-01-11",62.56,62.56,61.52,61.75,1985100,60.27
"2013-01-14",61.46,62.69,61.07,62.44,1756400,60.95
"2013-01-15",62.42,63.01,61.78,63.01,1852900,61.5
"2013-01-16",62.79,62.85,61.6,61.85,2327900,60.37
"2013-01-17",62.13,62.62,61.92,62.42,2007800,60.93
"2013-01-18",62.3,62.75,62.02,62.75,1757800,61.25
"2013-01-22",62.76,63.94,62.64,63.8,2186700,62.28
"2013-01-23",64.5,65,62.66,64.83,4355100,63.28
"2013-01-24",64.61,65.9,64.1,65.69,2701200,64.12
"2013-01-25",65.78,66.27,65.08,66.17,2478900,64.59
"2013-01-28",66.27,66.31,65.44,66.06,2373300,64.48
"2013-01-29",66.21,66.41,65.72,65.95,3170700,64.37
"2013-01-30",66.14,66.3,65.37,65.39,1949800,63.83
"2013-01-31",65.22,65.28,64.71,64.82,1716300,63.27
"2013-02-01",65.04,65.37,64.53,65.32,1646500,63.76
"2013-02-04",65,65.99,64.69,64.82,1482900,63.27
"2013-02-05",65.28,66.2,65.28,65.84,1784200,64.27
"2013-02-06",65.44,66.03,65.29,65.41,1869600,63.85
"2013-02-07",65.56,65.81,64.95,65.7,1387700,64.13
"2013-02-08",65.98,66.62,65.38,66.28,1530500,64.7
"2013-02-11",66.06,66.19,65.4,66.01,894200,64.43
"2013-02-12",66,66.25,65.43,66.01,1114900,64.43
"2013-02-13",64.14,64.84,62.85,63,5755600,61.49
"2013-02-14",63.07,64.02,62.63,63.29,2622200,61.78
"2013-02-15",63.18,63.81,62.57,62.7,2930700,61.2
"2013-02-19",60.72,62.8,60.41,62.77,3448500,61.27
"2013-02-20",62.8,63,62.34,62.58,2462500,61.08
"2013-02-21",62.6,63.16,62.1,62.71,2014200,61.21
"2013-02-22",62.81,63.2,61.68,61.92,1973700,60.44
"2013-02-25",62.17,62.84,61.46,61.46,2361600,59.99
"2013-02-26",61.62,61.98,61.2,61.83,2558300,60.35
"2013-02-27",61.76,62.58,61.52,62.46,1972500,60.97
"2013-02-28",62.42,62.76,61.78,62.18,3173600,60.69
"2013-03-01",61.98,62.47,61.56,61.88,3015700,60.4
"2013-03-04",61.73,62.01,61.52,61.82,1804200,60.34
"2013-03-05",61.97,62.56,61.65,62.27,2047200,60.78
"2013-03-06",62.02,62.57,61.76,62.52,1757500,61.4
"2013-03-07",62.6,63.01,62.57,62.7,1352000,61.57
"2013-03-08",62.88,63.46,62.47,63.03,1367300,61.9
"2013-03-11",63.04,63.68,62.6,63.49,1110100,62.35
"2013-03-12",63.47,64.21,63.35,64.14,1462600,62.99
"2013-03-13",64.14,65.15,63.98,64.84,1749400,63.67
"2013-03-14",64.99,65.28,64.5,65.18,1364600,64.01
"2013-03-15",64.84,65.44,64.6,64.98,2702000,63.81
"2013-03-18",64.54,64.84,64.19,64.55,1523100,63.39
"2013-03-19",64.69,64.9,64.14,64.31,1688100,63.15
"2013-03-20",64.64,64.88,63.91,64.02,1567100,62.87
"2013-03-21",63.65,64.23,63.42,63.63,1819700,62.49
"2013-03-22",63.86,64.04,63.31,64.03,1114900,62.88
"2013-03-25",64.12,64.39,63.8,64.11,1213200,62.96
"2013-03-26",64.37,65.18,64.35,64.76,1213800,63.6
"2013-03-27",64.63,65.61,64.42,65.61,1972600,64.43
"2013-03-28",65.71,66.33,65.4,66.23,2120600,65.04
"2013-04-01",66.29,67.7,65.82,67.44,2971500,66.23
"2013-04-02",69.25,70.58,68.24,68.46,4167500,67.23
"2013-04-03",68.35,69.34,68.12,68.15,2112200,66.92
"2013-04-04",68.15,69.25,67.94,68.49,1915000,67.26
"2013-04-05",68.2,68.39,67.51,67.99,2392600,66.77
"2013-04-08",68.01,68.13,67.04,67.72,1537500,66.5
"2013-04-09",67.89,68.93,67.75,68.48,1722200,67.25
"2013-04-10",68.86,69.88,68.6,69.46,1608400,68.21
"2013-04-11",69.48,70.14,69.26,70.06,1998800,68.8
"2013-04-12",69.95,70.44,69.33,69.79,1343900,68.54
"2013-04-15",69.46,69.7,68.26,68.28,1351800,67.05
"2013-04-16",68.81,70.52,68.69,70.16,2444600,68.9
"2013-04-17",69.67,70.36,68.66,69.03,2173100,67.79
"2013-04-18",68.2,68.41,66.68,67.18,2505100,65.97
"2013-04-19",67.47,68.77,67.39,68.71,1500300,67.47
"2013-04-22",68.71,68.77,67.98,68.25,867200,67.02
"2013-04-23",68.6,69.64,68.32,69.33,1729900,68.08
"2013-04-24",72,74.43,71.39,73.33,4394100,72.01
"2013-04-25",73.65,74.27,73.18,73.75,3121400,72.42
"2013-04-26",73.43,74.21,72.38,72.87,1807300,71.56
"2013-04-29",73.26,73.98,72.75,72.9,1715800,71.59
"2013-04-30",73.22,73.22,71.65,72.92,2649200,71.61
"2013-05-01",72.5,73.53,72.05,72.27,1641000,70.97
"2013-05-02",72.62,73.63,72.53,73.42,2354500,72.1
"2013-05-03",73.83,74.32,73.65,73.82,1741800,72.49
"2013-05-06",73.82,74.26,73.37,73.51,1070800,72.19
"2013-05-07",73.64,75.04,73.47,74.71,2329800,73.37
"2013-05-08",74.29,75.35,74.18,75.05,1740600,73.7
"2013-05-09",74.67,75.49,74.51,75.39,1527000,74.03
"2013-05-10",75.39,75.98,75.24,75.89,1332700,74.53
"2013-05-13",75.53,76.03,75.16,76.01,1470100,74.64
"2013-05-14",76.51,78.01,76.51,78,3708700,76.6
"2013-05-15",77.98,78.1,77.4,77.83,1768500,76.43
"2013-05-16",77.42,77.8,76.79,76.84,1578000,75.46
"2013-05-17",76.82,77.89,76.82,77.81,1483600,76.41
"2013-05-20",77.79,78.33,77.32,77.49,1584700,76.1
"2013-05-21",77.53,78.66,77.24,78.1,1531100,76.7
"2013-05-22",78.02,79.58,77.68,77.81,1735800,76.41
"2013-05-23",77.21,78.1,77.05,77.98,1305700,76.58
"2013-05-24",77.34,77.52,76.18,76.98,1547300,75.6
"2013-05-28",77.83,79.15,77.7,78.72,1493400,77.3
"2013-05-29",78.13,78.5,77.72,78,1404300,76.6
"2013-05-30",78.01,79.6,77.77,79.38,1484600,77.95
"2013-05-31",79.05,79.47,76.93,76.97,1744800,75.59
"2013-06-03",77.07,77.69,76.12,77.5,2199300,76.11
"2013-06-04",77.23,77.75,76.68,77.44,1822800,76.05
"2013-06-05",77.39,77.43,75.22,75.68,1718500,74.32
"2013-06-06",75.43,76.44,75.02,76.44,1230400,75.44
"2013-06-07",76.9,77.87,76.59,77.39,1439500,76.38
"2013-06-10",77.43,79.78,77.43,79.56,2806300,78.52
"2013-06-11",78.37,78.94,77.3,78.38,1814500,77.35
"2013-06-12",78.72,78.86,77.8,78.07,1449000,77.05
"2013-06-13",77.84,79.03,77.12,78.93,1157200,77.9
"2013-06-14",78.83,79.47,77.81,78.16,1353000,77.14
"2013-06-17",78.71,79.25,78.15,78.77,1561300,77.74
"2013-06-18",78.76,79.79,78.71,79.64,1609900,78.6
"2013-06-19",79.52,80,78.5,78.52,1904000,77.49
"2013-06-20",77.81,79.27,77.4,77.48,2717100,76.47
"2013-06-21",78.12,79.59,77.86,79.4,3232500,78.36
"2013-06-24",78.47,81,78.47,79.98,5193000,78.93
"2013-06-25",80.47,80.68,79.34,79.89,1950100,78.84
"2013-06-26",80.47,81,79.42,80.21,1551700,79.16
"2013-06-27",80.46,81.85,80.4,81.7,1817400,80.63
"2013-06-28",81.55,82.33,81.1,81.84,2247200,80.77
"2013-07-01",82,82.24,81.6,81.65,2070800,80.58
"2013-07-02",81.53,82.24,81.2,81.38,2214500,80.31
"2013-07-03",81.23,81.45,80.75,81.09,2289000,80.03
"2013-07-05",81.58,82,80.98,81.96,1064900,80.89
"2013-07-08",82.35,83.16,81.96,83.09,2042700,82
"2013-07-09",83.29,84.71,83.03,84.09,2069400,82.99
"2013-07-10",84.28,85.06,84.11,84.75,1836200,83.64
"2013-07-11",85.45,85.6,84.75,85.41,1711300,84.29
"2013-07-12",85.6,85.66,84.89,85.4,1539000,84.28
"2013-07-15",85.12,85.88,84.89,85.68,1835600,84.56
"2013-07-16",85.8,85.8,84.91,85.35,2164600,84.23
"2013-07-17",85.53,85.96,84.3,84.43,2503400,83.32
"2013-07-18",85.18,87.08,85.18,86.43,3142000,85.3
"2013-07-19",86.4,86.99,85.7,86.8,1714000,85.66
"2013-07-22",86.8,87.52,86.55,87,2073900,85.86
"2013-07-23",87.05,87.59,86.61,87.51,1922200,86.36
"2013-07-24",87.97,90,87.32,87.44,3355700,86.3
"2013-07-25",86.5,86.88,85.32,85.9,2333200,84.78
"2013-07-26",85.5,85.72,84.23,84.79,1994800,83.68
"2013-07-29",84.79,86.06,84.79,85.54,1661700,84.42
"2013-07-30",86.05,86.52,84.44,84.96,1924200,83.85
"2013-07-31",85.3,86.5,85.17,85.56,2297800,84.44
"2013-08-01",86.03,86.61,85.98,86.37,1190300,85.24
"2013-08-02",86.33,86.37,85.59,86.08,1153000,84.95
"2013-08-05",86.06,88.72,85.72,87.66,3944500,86.51
"2013-08-06",87.66,87.86,86.61,87.45,3105700,86.31
"2013-08-07",87.33,88.17,87,87.14,1889400,86
"2013-08-08",87.36,88.49,87.17,87.74,1788700,86.59
"2013-08-09",87.58,88.14,86.76,87.39,1180300,86.25
"2013-08-12",86.74,87.3,86.34,86.97,1660400,85.83
"2013-08-13",87.44,87.55,86.25,86.99,1826500,85.85
"2013-08-14",86.99,87.14,86.23,86.63,1324100,85.5
"2013-08-15",86.08,86.66,85.24,85.42,1582000,84.3
"2013-08-16",85.15,86.77,85.13,86.05,1779900,84.92
"2013-08-19",86.13,86.49,85.71,85.82,1166700,84.7
"2013-08-20",85.73,86.41,85.58,86.02,1289700,84.89
"2013-08-21",85.84,86.38,85.46,85.76,857800,84.64
"2013-08-22",85.8,86.55,85.52,86.2,977700,85.07
"2013-08-23",86.4,86.75,86.1,86.58,1179600,85.45
"2013-08-26",86.86,87,86,86.57,1015700,85.44
"2013-08-27",85.91,86.05,85,85.07,1267200,83.96
"2013-08-28",85.11,85.59,84.15,84.83,1289300,83.72
"2013-08-29",84.75,86.16,84.65,85.46,1677400,84.34
"2013-08-30",85.3,85.78,84.98,85.14,1998900,84.03
"2013-09-03",85.62,86.54,85.52,86.28,1556200,85.15
"2013-09-04",86.24,87.47,85.76,87.38,1435500,86.24
"2013-09-05",87.26,88.08,87.14,87.87,1328900,86.72
"2013-09-06",87.86,87.92,86.21,87.29,1373700,86.52
"2013-09-09",87.27,87.62,86.54,86.71,1246700,85.94
"2013-09-10",87.3,87.8,86.5,87.8,1879100,87.02
"2013-09-11",87.8,89.44,87.79,89.26,2026000,88.47
"2013-09-12",89.09,89.47,88.36,88.46,1594300,87.68
"2013-09-13",89.13,89.48,88.7,89.09,1957100,88.3
"2013-09-16",89.82,89.93,88.94,89.1,1728800,88.31
"2013-09-17",89.15,89.17,87.51,88.27,1536400,87.49
"2013-09-18",87.68,87.92,83.97,84.39,5917400,83.64
"2013-09-19",84.45,85.01,82.44,82.53,3622600,81.8
"2013-09-20",82.78,83.66,82.3,82.33,2869700,81.6
"2013-09-23",82.06,83.35,81.46,83.15,3011400,82.41
"2013-09-24",83.23,85.01,83.21,84.29,2660300,83.54
"2013-09-25",84.34,84.39,83.2,83.63,2384700,82.89
"2013-09-26",83.64,84.76,83.57,84.11,1598000,83.36
"2013-09-27",83.74,84.12,83.41,83.95,1389000,83.21
"2013-09-30",83.16,84.24,82.87,83.61,1915000,82.87
"2013-10-01",83.8,86.11,83.52,86.11,2148000,85.35
"2013-10-02",85.64,86.64,85.01,86.6,1988600,85.83
"2013-10-03",86.34,87.1,85.83,86.48,1746800,85.71
"2013-10-04",86.45,87.86,86.07,87.21,2202700,86.44
"2013-10-07",86.43,87.09,86.21,86.28,1864300,85.52
"2013-10-08",86.22,86.64,85.34,85.37,1202500,84.61
"2013-10-09",85.36,86,85.21,85.56,1149900,84.8
"2013-10-10",86.47,88.48,86.29,88.43,1670200,87.65
"2013-10-11",88.18,88.95,88.05,88.64,1573400,87.85
"2013-10-14",88.34,88.82,87.81,88.67,1053500,87.88
"2013-10-15",87.92,89.44,87.58,87.97,1202000,87.19
"2013-10-16",88.38,89.87,88.04,89.66,1443000,88.87
"2013-10-17",87.74,88.78,86.9,88.59,1961900,87.81
"2013-10-18",88.81,88.81,85.64,86.38,3396900,85.61
"2013-10-21",86.45,87.81,86,87.6,2542100,86.82
"2013-10-22",87.74,88.89,87.59,88.43,2029700,87.65
"2013-10-23",88.46,89.1,84.81,85.48,3897600,84.72
"2013-10-24",85.68,86.64,83.13,83.6,3476300,82.86
"2013-10-25",83.62,84.32,83.18,84.1,2709300,83.35
"2013-10-28",84.32,85.52,83.98,84.55,2556500,83.8
"2013-10-29",84.47,84.64,83.22,84.54,3090500,83.79
"2013-10-30",84.94,85.37,84.33,84.54,1991900,83.79
"2013-10-31",84.8,85.47,84.06,84.8,3230700,84.05
"2013-11-01",85.15,85.7,84.46,85.36,1872700,84.6
"2013-11-04",85.77,87.02,85.75,86.81,1759800,86.04
"2013-11-05",86.69,87.71,86.2,87.41,2391900,86.64
"2013-11-06",87.5,88.37,86.75,87.7,2629200,86.92
"2013-11-07",87.97,88.5,86.43,86.46,2228600,85.69
"2013-11-08",86.66,87.65,86.08,87.28,2939000,86.51
"2013-11-11",87.24,88.34,87.01,87.94,1492100,87.16
"2013-11-12",87.83,88.03,87.05,87.5,2014200,86.72
"2013-11-13",87.26,88.13,87.06,88.02,2699400,87.24
"2013-11-14",88.22,89.53,87.65,89.49,2901000,88.7
"2013-11-15",88.98,90.23,88.43,90.1,2688500,89.3
"2013-11-18",90.14,90.96,90.03,90.4,1958200,89.6
"2013-11-19",90.56,92.87,90.5,92,3972400,91.19
"2013-11-20",92,93.72,91.91,92.76,2451000,91.94
"2013-11-21",92.7,93.49,91.85,92.08,2407900,91.26
"2013-11-22",91.77,93.11,91.14,93.03,2735400,92.21
"2013-11-25",93,94.22,92.98,93.61,1671300,92.78
"2013-11-26",93.61,94.32,93.31,93.66,2642900,92.83
"2013-11-27",94.09,94.33,93.48,93.62,1304900,92.79
"2013-11-29",93.83,93.96,92.73,92.88,1405000,92.06
"2013-12-02",92.9,94.36,92.89,93.92,2143500,93.09
"2013-12-03",92.16,93.29,91.55,92.56,3490400,91.74
"2013-12-04",91.97,92.79,90.51,91.59,2865800,90.78
"2013-12-05",91.18,91.73,89.68,89.78,2032500,89.35
"2013-12-06",90.61,90.99,89.44,90.69,2130200,90.26
"2013-12-09",91.07,91.91,90.83,90.98,1597100,90.54
"2013-12-10",91,91.86,90.89,91.06,1515300,90.62
"2013-12-11",91,91.25,89.05,89.27,1364300,88.84
"2013-12-12",89.21,89.82,88.35,88.69,1916000,88.27
"2013-12-13",88.85,89.72,87.5,87.75,2220600,87.33
"2013-12-16",87.71,88.37,86.92,87.69,3496500,87.27
"2013-12-17",87.79,87.86,86.88,86.89,2388700,86.47
