"","CLF.Open","CLF.High","CLF.Low","CLF.Close","CLF.Volume","CLF.Adjusted"
"2012-03-28",70,70,67.03,68.61,3684400,63.88
"2012-03-29",68.01,70.8,67.25,70.7,3770700,65.82
"2012-03-30",71.44,71.48,68.86,69.26,3548600,64.48
"2012-04-02",69.26,71.6,68.8,70.88,2959500,65.99
"2012-04-03",70.81,71.14,69.2,70.11,2514200,65.27
"2012-04-04",68.85,69.45,67.71,68.28,2852600,63.57
"2012-04-05",67.94,69.5,66.65,67.05,2889400,62.42
"2012-04-09",65.54,67.09,65.54,66.29,3099100,61.72
"2012-04-10",66.15,67.09,64.8,65.77,3870200,61.23
"2012-04-11",67.16,68.46,66.53,66.74,3479000,62.14
"2012-04-12",67.66,71.21,67.39,71.16,6677400,66.25
"2012-04-13",70.18,70.55,68.8,69.31,5039800,64.53
"2012-04-16",70.15,70.8,68.59,69.25,7426600,64.47
"2012-04-17",69.87,71.37,69.56,70.37,2491300,65.52
"2012-04-18",70.15,71.6,69.8,70.1,2572200,65.26
"2012-04-19",70.15,70.15,67.56,68.35,6236600,63.63
"2012-04-20",68.79,69.5,67.25,67.3,2906800,62.66
"2012-04-23",65.7,66.39,64.74,65.99,3633800,61.44
"2012-04-24",65.64,67.4,65.15,66.42,2354400,61.84
"2012-04-25",67.24,67.38,65.61,67.11,2637200,63.07
"2012-04-26",65.22,65.34,63.3,63.54,6147500,59.72
"2012-04-27",63.89,64.07,61.96,62.15,5663300,58.41
"2012-04-30",61.98,62.88,61.3,62.26,3746300,58.52
"2012-05-01",62.74,63,61.78,61.88,4029600,58.16
"2012-05-02",61.17,61.76,60.76,61.21,3186600,57.53
"2012-05-03",61.52,62.24,60.17,60.3,3264900,56.67
"2012-05-04",59.98,60.14,58.07,58.27,4655600,54.77
"2012-05-07",57.84,59.34,57.13,58.46,2808900,54.94
"2012-05-08",57.68,57.85,55.5,56.76,5840800,53.35
"2012-05-09",55.5,57.96,55.1,56.8,4302000,53.38
"2012-05-10",57.78,58.36,55.83,56.46,2770200,53.06
"2012-05-11",55.89,56.86,55.37,55.43,2423600,52.1
"2012-05-14",54.56,55.52,54.35,54.48,2606500,51.2
"2012-05-15",54.35,54.82,52,52.16,3821700,49.02
"2012-05-16",52.42,53.97,51.31,51.37,4116600,48.28
"2012-05-17",51.42,52.09,49.71,49.83,4091800,46.83
"2012-05-18",50.2,50.59,48.47,48.69,4345800,45.76
"2012-05-21",48.96,51.67,48.96,51.45,3769500,48.36
"2012-05-22",51.77,52.3,49.87,50.38,4221200,47.35
"2012-05-23",49.75,52.14,49.12,52.01,4153200,48.88
"2012-05-24",52.21,52.34,48.92,49.75,4261200,46.76
"2012-05-25",49.67,50.64,49.15,50.28,2989400,47.26
"2012-05-29",51.43,52.66,51.19,52.4,4075600,49.25
"2012-05-30",51.15,51.52,50.6,50.88,3244300,47.82
"2012-05-31",50.08,50.1,47.06,47.78,6861000,44.91
"2012-06-01",46.35,47.54,46.01,46.08,5218600,43.31
"2012-06-04",46.34,46.34,44.4,45.74,4355200,42.99
"2012-06-05",45.69,47.26,45.18,47.12,3425000,44.29
"2012-06-06",47.98,49.25,47.75,48.59,4011400,45.67
"2012-06-07",50.04,50.83,48.68,48.77,3632700,45.84
"2012-06-08",48.26,48.87,47.57,48.77,2499700,45.84
"2012-06-11",49.69,49.7,46.36,46.45,3155300,43.66
"2012-06-12",46.83,48.25,46.49,48.23,3561600,45.33
"2012-06-13",47.78,48.61,46.82,47.02,3762400,44.19
"2012-06-14",47.22,47.95,46.47,47.62,2401800,44.76
"2012-06-15",47.71,49,47.19,48.98,2625200,46.03
"2012-06-18",48.46,49.3,48,48.81,2305500,45.87
"2012-06-19",49.15,51.07,48.9,50.76,3014100,47.71
"2012-06-20",51.64,53.13,51.11,51.73,4991100,48.62
"2012-06-21",51.71,51.92,48.25,48.33,3953900,45.42
"2012-06-22",49.03,49.26,47.6,47.63,6947600,44.77
"2012-06-25",46.81,46.97,45.12,45.58,3842500,42.84
"2012-06-26",46.09,47.09,45.35,46.78,3391600,43.97
"2012-06-27",46.95,47.55,46.02,47.35,2544200,44.5
"2012-06-28",46.69,47.21,45.51,47.15,4038200,44.31
"2012-06-29",48.98,49.33,47.77,49.29,4126400,46.33
"2012-07-02",49.23,49.81,47.76,48.99,2488200,46.04
"2012-07-03",49.33,50.89,49.12,50.43,1677400,47.4
"2012-07-05",50.08,50.3,49,49.65,2157500,46.66
"2012-07-06",48.82,48.85,47.28,48.01,3085000,45.12
"2012-07-09",47.94,47.99,46.75,47.11,2590800,44.28
"2012-07-10",47.56,48.17,45.69,46.03,3504800,43.26
"2012-07-11",46.23,46.86,45.73,46.06,3348100,43.29
"2012-07-12",45.57,45.7,44.57,45.28,3658500,42.56
"2012-07-13",45.49,46.83,45.49,46.6,2645100,43.8
"2012-07-16",46.31,46.39,45.45,45.85,2094900,43.09
"2012-07-17",46.21,46.26,44.42,45.43,3299300,42.7
"2012-07-18",45.04,46.46,44.8,45.86,2484100,43.1
"2012-07-19",46.15,47.8,45.96,47.16,3108700,44.32
"2012-07-20",46.72,47.08,45.72,45.99,3431500,43.22
"2012-07-23",44.94,44.94,43.9,44.32,3777600,41.65
"2012-07-24",44.42,44.95,42.18,42.67,5241100,40.1
"2012-07-25",43.04,43.7,40.66,41.15,7291700,38.67
"2012-07-26",41.39,41.39,36.06,38.57,15620400,36.25
"2012-07-27",38.92,39.7,38.16,39.39,6624800,37.02
"2012-07-30",39.4,39.86,38.3,39.72,4878100,37.33
"2012-07-31",39.89,41.68,39.6,40.89,6415800,38.43
"2012-08-01",41.21,42.24,40.15,41.73,5686000,39.22
"2012-08-02",41.26,41.54,39.01,40.53,7895900,38.09
"2012-08-03",41.86,43.25,41.53,42.11,9650500,39.58
"2012-08-06",42.36,43.73,42.16,43.26,3450600,40.66
"2012-08-07",43.65,44.71,43.6,43.98,4403200,41.33
"2012-08-08",43.76,44.56,43.2,44.29,4370300,41.63
"2012-08-09",44.05,45.25,44,44.97,2626900,42.27
"2012-08-10",44.51,44.94,43.93,44.91,2845100,42.21
"2012-08-13",44.09,44.55,42.65,43.3,3185100,41.27
"2012-08-14",43.82,44,41.5,42.06,4989800,40.09
"2012-08-15",41.99,42.01,41.08,41.61,3582900,39.66
"2012-08-16",41.87,42.8,41.58,42.42,2776000,40.43
"2012-08-17",42.47,43.24,41.98,42.23,3519100,40.25
"2012-08-20",41.98,42.16,40.81,41.64,4621100,39.69
"2012-08-21",42.06,42.56,40.37,40.64,5792200,38.73
"2012-08-22",40.59,41.45,40.07,41.41,4819800,39.47
"2012-08-23",41.15,41.16,39.27,39.32,6445900,37.48
"2012-08-24",39.07,39.12,37.93,38.89,6549700,37.07
"2012-08-27",39.01,39.09,37.61,37.72,4899200,35.95
"2012-08-28",37.48,37.81,37.06,37.36,4921800,35.61
"2012-08-29",36.96,37.17,35.89,36.84,6721500,35.11
"2012-08-30",36.39,36.45,35.51,35.75,5665600,34.07
"2012-08-31",36.51,36.65,35.61,35.84,5947400,34.16
"2012-09-04",35.76,35.82,33.37,33.68,9348700,32.1
"2012-09-05",32.73,35.08,32.25,34.72,9665600,33.09
"2012-09-06",34.32,35.8,33.73,34.86,10156800,33.23
"2012-09-07",36.16,40.22,36.16,39.91,15959000,38.04
"2012-09-10",39.53,42.15,39.06,39.18,16903400,37.34
"2012-09-11",40.1,42.68,40.06,41.68,11962300,39.73
"2012-09-12",41.95,42.4,39.92,40.62,9744700,38.72
"2012-09-13",41.42,43.94,40.23,43.18,14222400,41.16
"2012-09-14",45.08,46.83,45.08,45.55,16569600,43.41
"2012-09-17",43.97,44,42.01,42.36,13472500,40.37
"2012-09-18",42,43.49,41.6,43.28,10650700,41.25
"2012-09-19",43.46,43.77,42.44,42.89,7779400,40.88
"2012-09-20",41.77,42.59,40.27,42.49,11146300,40.5
"2012-09-21",43.44,43.44,40.68,40.93,11189300,39.01
"2012-09-24",40.08,40.92,39.26,40.77,8136300,38.86
"2012-09-25",41.05,41.45,38.56,38.96,7980700,37.13
"2012-09-26",38.73,39.97,37.56,39.09,7937100,37.26
"2012-09-27",40.05,40.23,38.67,39.83,6241700,37.96
"2012-09-28",39.28,39.69,38.54,39.13,6032700,37.3
"2012-10-01",39.95,40.35,38.7,38.88,4974100,37.06
"2012-10-02",39.24,39.54,38.11,38.55,4208500,36.74
"2012-10-03",38.67,38.73,37.75,37.89,6451600,36.11
"2012-10-04",38.41,38.79,37.84,37.85,9668400,36.08
"2012-10-05",38.45,38.78,37.84,38.36,5297000,36.56
"2012-10-08",38.26,41.08,38.2,40.58,8640000,38.68
"2012-10-09",41.38,43.25,41.23,41.65,12839000,39.7
"2012-10-10",41.93,42.14,40,40.53,7083600,38.63
"2012-10-11",41.2,41.98,40.73,40.98,7268200,39.06
"2012-10-12",40.52,41.35,39.98,40.5,6084800,38.6
"2012-10-15",40.66,41.53,40.31,41.14,5129100,39.21
"2012-10-16",41.5,44.23,41.5,44.07,12137500,42
"2012-10-17",44.21,45.68,43.66,45.62,10755400,43.48
"2012-10-18",45.11,46.5,45.04,45.79,7864200,43.64
"2012-10-19",45.47,45.95,44.13,44.45,6120500,42.37
"2012-10-22",43.7,45.82,43.56,44.99,5941400,42.88
"2012-10-23",43.75,44.1,42.9,43.55,5911100,41.51
"2012-10-24",44,44.67,42.67,42.69,7635000,40.69
"2012-10-25",40.6,40.96,38.17,38.2,14492600,36.41
"2012-10-26",38.5,38.52,36.02,36.49,12610200,34.78
"2012-10-31",36.9,37.61,36.2,36.27,7091800,34.57
"2012-11-01",36.61,37.88,36.53,37.72,6543000,35.95
"2012-11-02",38.14,38.36,36.12,36.27,10140700,34.57
"2012-11-05",36.16,37.54,36.16,37.13,5229600,35.39
"2012-11-06",37.4,38.3,36.93,38.06,6621400,36.28
"2012-11-07",36.53,37.12,36.36,36.39,8762100,34.68
"2012-11-08",36.51,36.79,34.95,35.26,7022800,33.61
"2012-11-09",35.06,37.92,34.79,36.44,11548600,34.73
"2012-11-12",36.82,36.92,35.92,36.3,4055600,34.6
"2012-11-13",35.84,36.44,35.62,35.9,5274600,34.22
"2012-11-14",36.61,36.61,35.2,35.26,6217000,33.61
"2012-11-15",35.26,36.59,34.81,35.25,6277000,33.6
"2012-11-16",35.39,35.59,34.06,35.33,5379800,33.67
"2012-11-19",36.6,36.92,34.15,35.29,10304500,33.64
"2012-11-20",33.15,33.3,30.12,30.48,21848700,29.57
"2012-11-21",30.16,31.4,29.8,30.95,8076100,30.03
"2012-11-23",31.4,31.6,30.99,31.23,3587100,30.3
"2012-11-26",31.32,31.43,30.44,30.7,5885900,29.79
"2012-11-27",30.51,30.88,29.96,30.01,5498400,29.12
"2012-11-28",29.62,29.78,28.33,29.61,9823700,28.73
"2012-11-29",30,30.36,28.74,28.89,7690200,28.03
"2012-11-30",28.9,29.38,28.5,28.75,8659900,27.9
"2012-12-03",29.12,29.5,28.25,28.4,8076900,27.56
"2012-12-04",28.1,29.88,28.05,29.4,10665700,28.53
"2012-12-05",29.6,30.29,29.01,29.53,8744500,28.65
"2012-12-06",29.87,30.65,28.64,29.19,8233400,28.32
"2012-12-07",29.71,29.95,29.16,29.51,6176100,28.63
"2012-12-10",29.55,31.22,29.51,30.86,8728100,29.94
"2012-12-11",31.15,32.05,30.7,31.96,8526400,31.01
"2012-12-12",32.25,33.08,31.94,32.12,8356500,31.17
"2012-12-13",32.1,33.08,31.99,32.29,6590200,31.33
"2012-12-14",32.68,34.47,32.58,33.96,12097600,32.95
"2012-12-17",34.33,34.7,33.37,33.92,7969700,32.91
"2012-12-18",34.05,35.37,33.99,35.32,11924000,34.27
"2012-12-19",35.3,36.63,35.3,35.85,10657800,34.79
"2012-12-20",35.96,36.42,35.17,35.78,6220100,34.72
"2012-12-21",34.75,35.79,34.28,35.4,20435400,34.35
"2012-12-24",35.32,35.74,34.82,35.36,2190300,34.31
"2012-12-26",35.7,36.54,35.7,36.05,4926300,34.98
"2012-12-27",36.63,37.13,35.44,36.04,6579400,34.97
"2012-12-28",35.76,35.97,35.35,35.58,4332000,34.52
"2012-12-31",35.61,38.72,35.61,38.57,9876200,37.42
"2013-01-02",40.13,40.4,38.6,38.81,9626000,37.66
"2013-01-03",39.05,39.2,38.04,38.17,5834300,37.04
"2013-01-04",38.21,38.58,37.07,37.49,9069800,36.38
"2013-01-07",37.35,38.65,37.11,37.86,8226000,36.74
"2013-01-08",38.41,38.41,37.37,38.02,6028300,36.89
"2013-01-09",38.13,38.43,37.25,37.35,6052500,36.24
"2013-01-10",38.08,38.21,37.56,37.74,6285900,36.62
"2013-01-11",37.39,37.4,35.65,36.21,9922300,35.13
"2013-01-14",36.49,36.89,35.84,36.14,5146200,35.07
"2013-01-15",35.64,37.23,35.53,36.8,7060600,35.71
"2013-01-16",36.29,36.43,35.54,35.88,7329500,34.81
"2013-01-17",36.15,36.83,35.68,36.69,5992000,35.6
"2013-01-18",37.15,37.39,36.56,37.25,5117400,36.14
"2013-01-22",37.33,38.55,36.85,38.41,6405400,37.27
"2013-01-23",38.35,38.53,37.06,37.18,6698100,36.08
"2013-01-24",36.88,37.43,35.93,36,7369800,34.93
"2013-01-25",36.29,36.45,34.8,35.71,7014600,34.65
"2013-01-28",35.75,35.89,34.9,35.29,3844700,34.24
"2013-01-29",35.59,36.72,35.31,36.03,6991800,34.96
"2013-01-30",35.89,36.88,35.86,36.42,6164600,35.34
"2013-01-31",36.4,37.45,36.35,37.31,6276400,36.2
"2013-02-01",37.84,37.99,37.17,37.66,5071200,36.54
"2013-02-04",37.16,38.28,37.14,37.98,6159700,36.85
"2013-02-05",38.29,38.52,37.2,37.25,4791300,36.14
"2013-02-06",37.01,37.63,37,37.32,4685800,36.21
"2013-02-07",37.32,37.42,35.95,36.24,5316500,35.16
"2013-02-08",36.33,36.84,36.24,36.49,3957700,35.41
"2013-02-11",36.25,36.8,36.08,36.44,4549300,35.36
"2013-02-12",36.32,36.9,35.9,36.61,8281100,35.52
"2013-02-13",31.04,31.2,29.02,29.29,35475000,28.42
"2013-02-14",29.26,30.45,29.26,29.48,14111600,28.6
"2013-02-15",29.78,29.9,28.71,28.85,23375300,27.99
"2013-02-19",29.41,29.57,28.62,28.84,16405700,27.98
"2013-02-20",28.82,28.9,27.02,27.29,14196600,26.62
"2013-02-21",27.25,27.71,26.44,26.84,8533400,26.18
"2013-02-22",27.35,27.35,26.35,26.47,6727400,25.82
"2013-02-25",26.58,27.06,26,26.01,6634900,25.37
"2013-02-26",26.17,26.25,25.2,25.81,10323100,25.17
"2013-02-27",25.76,26.31,25.65,25.91,7834300,25.27
"2013-02-28",25.96,25.99,25.42,25.46,9660200,24.83
"2013-03-01",25.27,26.08,25.1,25.25,7189700,24.63
"2013-03-04",25.01,25.05,23.58,23.78,13158400,23.19
"2013-03-05",23.84,24.62,23.56,23.7,12071500,23.12
"2013-03-06",23.85,24.83,23.76,24.55,9155900,23.95
"2013-03-07",24.65,25.38,24.56,24.86,8238000,24.25
"2013-03-08",25.02,25.12,24.48,24.73,5435000,24.12
"2013-03-11",24.67,24.67,23.77,23.83,8340400,23.24
"2013-03-12",24.04,24.58,23.61,23.89,6806700,23.3
"2013-03-13",23.8,23.81,22.7,22.73,11713000,22.17
"2013-03-14",22.77,22.79,21.35,21.7,19701100,21.17
"2013-03-15",21.86,22.19,21.62,22.09,12311300,21.55
"2013-03-18",21.7,22.13,21.46,21.77,7787000,21.23
"2013-03-19",21.47,21.54,20.06,20.33,21789100,19.83
"2013-03-20",20.42,20.85,20.16,20.71,11118800,20.2
"2013-03-21",20.42,21.7,20.26,20.91,13478600,20.4
"2013-03-22",20.94,21.25,20.5,20.76,7035200,20.25
"2013-03-25",20.74,21.82,20.45,21.66,12723500,21.13
"2013-03-26",21.91,22.12,21.07,21.43,11269100,20.9
"2013-03-27",18.55,19.14,17.95,18.46,51158100,18.01
"2013-03-28",18.52,19.09,18.26,19.01,16918400,18.54
"2013-04-01",19.51,19.75,18.79,18.95,13858900,18.48
"2013-04-02",19.06,19.06,18.11,18.18,13762700,17.73
"2013-04-03",18.08,18.94,18.05,18.73,14624600,18.27
"2013-04-04",18.8,19.07,18.37,18.75,9160700,18.29
"2013-04-05",18.6,19.06,18.33,18.45,11447200,18
"2013-04-08",18.99,18.99,18.43,18.79,9601000,18.33
"2013-04-09",19.03,20.55,18.98,20.45,19102500,19.95
"2013-04-10",20.71,21.12,20.06,20.35,15311600,19.85
"2013-04-11",20.41,20.46,19.42,19.92,17358900,19.43
"2013-04-12",20.11,20.2,18.92,19.2,11408400,18.73
"2013-04-15",18.69,18.78,17.53,17.61,17013400,17.18
"2013-04-16",17.73,18.07,17.34,17.5,12520900,17.07
"2013-04-17",17.21,17.54,17.04,17.5,12580100,17.07
"2013-04-18",17.56,18.15,16.96,17.53,13116000,17.1
"2013-04-19",17.8,17.98,17.07,17.63,8848000,17.2
"2013-04-22",17.55,17.71,16.74,17.65,9518200,17.22
"2013-04-23",17.6,18.29,17.09,17.32,15811900,16.89
"2013-04-24",17.54,18.26,17.51,18.22,13613100,17.77
"2013-04-25",19.71,22,19.52,20.95,32719800,20.43
"2013-04-26",20.9,21.19,19.77,20.17,13615000,19.67
"2013-04-29",20.36,21.06,19.97,20.87,8185900,20.36
"2013-04-30",20.73,21.98,20.3,21.34,13553800,20.81
"2013-05-01",21.08,21.14,20.2,20.33,10405900,19.83
"2013-05-02",20.42,20.45,19.02,19.17,14145000,18.7
"2013-05-03",19.42,20.08,19.42,19.91,11165900,19.42
"2013-05-06",20.8,21.26,20.36,21.01,15416800,20.49
"2013-05-07",21.08,21.78,21.02,21.33,9862500,20.8
"2013-05-08",21.49,23.22,21.23,23.15,20084100,22.58
"2013-05-09",22.96,23.5,22.42,22.66,12602500,22.1
"2013-05-10",22.69,23.58,22.45,23.53,9425800,22.95
"2013-05-13",23.43,23.75,22.77,22.9,7109200,22.34
"2013-05-14",22.96,22.99,22,22.29,10670700,21.74
"2013-05-15",21.99,21.99,20.92,21,11118000,20.62
"2013-05-16",20.89,21.32,19.91,20.42,12588300,20.05
"2013-05-17",20.75,21.19,20.44,20.69,8757800,20.32
"2013-05-20",20.52,21.46,20.2,21.17,8726100,20.79
"2013-05-21",21.36,21.76,21.15,21.25,7488800,20.87
"2013-05-22",21.34,21.96,20.73,21.4,15553200,21.01
"2013-05-23",20.49,20.99,20.26,20.62,10954300,20.25
"2013-05-24",20.41,21.16,20.34,20.37,6850800,20
"2013-05-28",20.6,20.65,20.08,20.08,9076800,19.72
"2013-05-29",19.7,19.77,18.5,18.92,16918100,18.58
"2013-05-30",18.9,19.2,18.55,18.73,10249000,18.39
"2013-05-31",18.6,18.84,18.04,18.04,16491800,17.71
"2013-06-03",18.14,18.65,17.88,18.09,10492400,17.76
"2013-06-04",18.39,19.31,18.38,19.19,14892400,18.84
"2013-06-05",18.88,19.16,18.21,18.23,9329100,17.9
"2013-06-06",18.16,18.67,18.13,18.55,6932700,18.22
"2013-06-07",18.47,18.5,17.91,17.94,9771700,17.62
"2013-06-10",17.83,18.17,17.54,17.83,7492600,17.51
"2013-06-11",17.5,17.8,17.3,17.5,6695200,17.18
"2013-06-12",17.64,18.15,17.2,17.37,8689600,17.06
"2013-06-13",17.52,18.79,17.5,18.7,12252500,18.36
"2013-06-14",19.1,19.5,17.44,17.74,18083800,17.42
"2013-06-17",17.94,18.16,17.43,17.69,9073900,17.37
"2013-06-18",17.67,18.74,17.53,18.59,12974900,18.26
"2013-06-19",18.09,19,18.06,18.45,13311500,18.12
"2013-06-20",17.73,18.05,17.4,17.55,12393600,17.23
"2013-06-21",17.72,17.9,16.88,17.19,12336100,16.88
"2013-06-24",16.8,16.83,15.5,15.88,14909000,15.59
"2013-06-25",16.16,16.3,15.85,16.2,7068800,15.91
"2013-06-26",16.34,16.37,15.5,15.7,9317600,15.42
"2013-06-27",15.89,16.38,15.74,16.25,7412000,15.96
"2013-06-28",16.22,16.57,16.05,16.25,5863100,15.96
"2013-07-01",16.46,16.83,16.09,16.42,6076100,16.12
"2013-07-02",16.38,16.88,16.17,16.6,6533400,16.3
"2013-07-03",16.49,16.53,15.84,16.08,5741900,15.79
"2013-07-05",16.26,16.27,15.41,15.68,8102500,15.4
"2013-07-08",15.71,16.3,15.62,15.96,6491100,15.67
"2013-07-09",16.31,16.87,16.15,16.39,6766700,16.09
"2013-07-10",17.19,17.45,16.26,16.68,12104300,16.38
"2013-07-11",17.08,17.6,16.86,17.47,8280900,17.16
"2013-07-12",17.28,17.66,16.8,16.86,7874000,16.56
"2013-07-15",17.05,17.46,16.91,17.27,4107000,16.96
"2013-07-16",17.39,17.53,17.08,17.52,4229600,17.2
"2013-07-17",17.68,18.05,17.51,17.63,6403400,17.31
"2013-07-18",17.68,18.09,17.66,17.78,5274800,17.46
"2013-07-19",17.86,17.94,17.38,17.77,5496800,17.45
"2013-07-22",18.09,18.31,17.98,18.18,4733800,17.85
"2013-07-23",18.51,19.15,18.5,18.93,10766300,18.59
"2013-07-24",19.04,19.08,18.09,18.3,8588400,17.97
"2013-07-25",18.32,18.64,17.98,18.38,7946700,18.05
"2013-07-26",19,20.05,18.38,19.71,20718600,19.35
"2013-07-29",19.61,20.3,19.27,20.02,12154500,19.66
"2013-07-30",20,20.05,19.3,19.65,7708600,19.3
"2013-07-31",19.56,19.78,19.27,19.51,5778700,19.16
"2013-08-01",19.76,19.85,19.4,19.74,5801100,19.38
"2013-08-02",19.7,20.66,19.4,20.58,9983400,20.21
"2013-08-05",20.75,21.77,20.7,21,8952000,20.62
"2013-08-06",20.85,21.3,20.32,20.55,6516600,20.18
"2013-08-07",20.38,20.64,19.91,20.21,5611500,19.85
"2013-08-08",20.79,22.17,20.79,22.01,10666700,21.61
"2013-08-09",22.45,24.75,22.34,24.35,19097200,23.91
"2013-08-12",24.9,25.95,24.33,24.47,16929900,24.03
"2013-08-13",25.09,25.09,23.78,23.92,9210700,23.63
"2013-08-14",23.71,24.97,23.38,24.54,9699700,24.25
"2013-08-15",23.84,24.03,23.05,23.75,11021500,23.47
"2013-08-16",23.62,23.64,22.54,22.83,9471300,22.56
"2013-08-19",22.41,22.59,21.56,21.74,10483600,21.48
"2013-08-20",21.29,22.1,21,21.68,6843600,21.42
"2013-08-21",21.4,21.62,21.06,21.21,6179100,20.96
"2013-08-22",21.67,23.1,21.63,22.44,8032700,22.17
"2013-08-23",22.65,22.89,22.23,22.37,5601700,22.1
"2013-08-26",22.45,23.39,22.39,22.47,6034500,22.2
"2013-08-27",21.91,22.2,21.28,21.38,5883900,21.12
"2013-08-28",21.35,22.33,21.2,21.64,6087500,21.38
"2013-08-29",21.45,21.67,20.82,20.97,7689200,20.72
"2013-08-30",21.24,21.4,20.76,20.87,5560500,20.62
"2013-09-03",21.71,21.9,20.97,21.32,7188300,21.06
"2013-09-04",21.29,21.78,21.2,21.54,5360800,21.28
"2013-09-05",21.35,22.23,21.33,21.93,5713200,21.67
"2013-09-06",22.02,22.36,21.77,21.85,5639800,21.59
"2013-09-09",22.12,23.29,22.12,23.18,7857300,22.9
"2013-09-10",23.6,23.89,23.26,23.79,9577700,23.51
"2013-09-11",23.65,24.1,23.17,23.64,7900400,23.36
"2013-09-12",23.2,23.21,22.23,22.42,7083900,22.15
"2013-09-13",22.27,22.32,21.7,22.07,5689900,21.81
"2013-09-16",22.58,22.63,22,22.03,3879900,21.77
"2013-09-17",22.03,22.83,22.03,22.44,6475600,22.17
"2013-09-18",22.53,23.75,22.51,23.49,11378000,23.21
"2013-09-19",23.76,24.05,22.52,22.73,11575800,22.46
"2013-09-20",22.66,22.83,21.88,21.98,8180800,21.72
"2013-09-23",22.12,22.53,21.81,21.89,5810400,21.63
"2013-09-24",21.87,22.3,21.53,21.85,5014100,21.59
"2013-09-25",21.91,22.34,21.78,21.8,6286300,21.54
"2013-09-26",22.25,22.26,21.7,21.83,4071400,21.57
"2013-09-27",21.57,21.57,20.8,21,8231900,20.75
"2013-09-30",20.09,20.95,19.99,20.5,7055500,20.25
"2013-10-01",20.3,21.16,20.26,20.81,5271200,20.56
"2013-10-02",20.63,21.46,20.54,21.45,6449700,21.19
"2013-10-03",21.45,21.84,20.85,21.03,5361600,20.78
"2013-10-04",21,21.55,20.74,21.45,5502200,21.19
"2013-10-07",21.06,21.47,20.85,20.89,5134800,20.64
"2013-10-08",21.08,21.34,20.32,20.4,6006200,20.16
"2013-10-09",20.52,20.68,19.88,20.09,8266700,19.85
"2013-10-10",20.49,20.98,20.36,20.67,5398000,20.42
"2013-10-11",20.71,21.66,20.68,21.43,7051800,21.17
"2013-10-14",21.3,22.02,21.17,21.75,4640800,21.49
"2013-10-15",21.93,23.4,21.93,22.64,10695700,22.37
"2013-10-16",22.79,22.85,22.27,22.48,6273000,22.21
"2013-10-17",22.98,23.5,22.86,22.89,7935200,22.62
"2013-10-18",23.18,23.25,22.72,23.02,5579100,22.74
"2013-10-21",23.56,24.24,23.5,23.73,10021600,23.45
"2013-10-22",23.96,24.32,23.82,24.11,7617000,23.82
"2013-10-23",23.55,23.9,23.03,23.42,8185600,23.14
"2013-10-24",23.55,23.75,23.28,23.58,9087200,23.3
"2013-10-25",24.57,25.63,23.81,24.99,18960200,24.69
"2013-10-28",24.94,25.11,24.14,24.42,10634100,24.13
"2013-10-29",24.47,25.5,24.38,25.42,10068000,25.12
"2013-10-30",25.22,25.42,24.84,25.19,6674100,24.89
"2013-10-31",25.08,25.76,25.05,25.68,6983600,25.37
"2013-11-01",25.81,27.77,25.81,27.34,17246600,27.01
"2013-11-04",27.6,28.98,27.59,28.7,12722800,28.36
"2013-11-05",28.28,28.96,27.87,28.19,9196300,27.85
"2013-11-06",28.54,28.61,27.35,27.98,7097700,27.65
"2013-11-07",28.04,28.07,26.57,26.77,10055600,26.45
"2013-11-08",26.83,27.49,26.41,27.34,7398300,27.01
"2013-11-11",27.28,27.63,26.85,27.37,4506000,27.04
"2013-11-12",27.12,27.15,25.9,26.27,8373100,25.96
"2013-11-13",26.41,27.49,25.95,27.36,8864700,27.03
"2013-11-14",27.4,27.49,26.62,27.08,5616400,26.76
"2013-11-15",27.19,27.86,27.19,27.51,6982300,27.18
"2013-11-18",27.77,27.84,27.3,27.5,5887100,27.17
"2013-11-19",27.61,28.23,27.46,27.57,7650500,27.24
"2013-11-20",27.39,28.12,27.01,27.23,6965200,27.05
"2013-11-21",27.18,27.46,26.26,26.43,8790000,26.26
"2013-11-22",25.84,26.2,25.4,26.04,8482700,25.87
"2013-11-25",25.8,26.18,25.13,25.39,5087800,25.22
"2013-11-26",25.22,25.36,24.54,24.98,7785200,24.82
"2013-11-27",25.09,25.55,24.9,25.03,4439300,24.87
"2013-11-29",24.9,25.39,24.2,25.01,3884700,24.85
"2013-12-02",25.08,25.13,24.4,24.46,5663200,24.3
"2013-12-03",24.4,25.69,24.3,25.09,7413700,24.93
"2013-12-04",25.08,25.63,25.01,25.45,6228600,25.28
"2013-12-05",25.24,25.47,24.97,25,4668500,24.84
"2013-12-06",25.41,25.61,24.43,24.57,6591800,24.41
"2013-12-09",24.51,25.2,24.43,25,4147700,24.84
"2013-12-10",24.92,25.46,24.91,25.04,4603300,24.88
"2013-12-11",24.93,25.05,23.85,24.01,7597400,23.85
"2013-12-12",24,24.01,23.27,23.79,6164500,23.63
"2013-12-13",23.7,24.04,23.38,23.51,6301800,23.36
"2013-12-16",23.59,24.19,23.21,23.76,6690100,23.6
"2013-12-17",23.59,24.13,23.32,23.9,5386300,23.74
"2013-12-18",23.9,24.19,23.5,24,7216800,23.84
"2013-12-19",24.08,25.17,23.95,24.87,6781800,24.71
"2013-12-20",24.86,24.88,24.13,24.21,10821800,24.05
"2013-12-23",24.26,24.8,24.02,24.34,5212900,24.18
