"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2008-11-12",31.47,31.95,30.07,30.16,995900,25.92
"2008-11-13",30.4,33.23,29.66,33.23,1020500,28.56
"2008-11-14",32.61,32.99,31.03,31.12,830300,26.74
"2008-11-17",30.7,31.62,30.44,30.49,502300,26.2
"2008-11-18",30.37,31.05,29.72,30.59,767400,26.29
"2008-11-19",30.38,30.62,27.36,27.43,1389900,23.57
"2008-11-20",27.25,28.52,25.37,25.38,1343100,21.81
"2008-11-21",25.73,26.24,24.19,26.24,1374000,22.55
"2008-11-24",26.79,29.28,26.62,28.8,1182900,24.75
"2008-11-25",29.13,29.71,28.15,29.38,597000,25.25
"2008-11-26",28.51,31.27,28.14,31.27,670800,26.87
"2008-11-28",31.16,31.79,30.81,31.79,247100,27.32
"2008-12-01",31.04,31.04,29.16,29.25,577600,25.14
"2008-12-02",29.66,30.46,29.21,30.24,592800,25.99
"2008-12-03",29.17,30.98,28.81,30.88,589600,26.82
"2008-12-04",30.3,31.86,30.06,30.59,780800,26.57
"2008-12-05",30.05,32.41,29.36,32.35,761700,28.1
"2008-12-08",33.25,34.14,32.87,33.15,1097100,28.79
"2008-12-09",33.01,34.21,32.48,32.84,942500,28.52
"2008-12-10",33.34,34.79,33.21,34.32,936000,29.81
"2008-12-11",33.22,34.05,31.99,32.3,1979300,28.05
"2008-12-12",31.16,31.93,30.05,31.4,1330900,27.27
"2008-12-15",31.65,31.65,29.2,29.68,1384100,25.78
"2008-12-16",29.69,32.07,29.39,32.06,1083800,27.85
"2008-12-17",31.89,33.39,31.55,33.19,1067800,28.83
"2008-12-18",33.44,33.6,32.34,33.2,1095800,28.84
"2008-12-19",33.57,34.12,32.38,32.49,1173300,28.22
"2008-12-22",32.46,32.86,31.08,31.69,718800,27.52
"2008-12-23",32.44,32.44,31.2,31.55,519700,27.4
"2008-12-24",31.8,32.45,31.5,32.13,227100,27.91
"2008-12-26",32.4,32.47,31.91,32.44,188700,28.18
"2008-12-29",32.39,32.6,31.68,31.95,622900,27.75
"2008-12-30",32.18,33.03,31.94,32.99,432800,28.65
"2008-12-31",33.15,34.39,32.88,34.1,716000,29.62
"2009-01-02",34.79,35.65,33.87,35.47,454600,30.81
"2009-01-05",35.04,35.8,34.75,35.49,899900,30.83
"2009-01-06",35.89,36.68,35.33,36.38,765200,31.6
"2009-01-07",35.7,35.94,35.12,35.42,1031400,30.76
"2009-01-08",35.4,35.76,35.09,35.64,1316800,30.96
"2009-01-09",35.52,35.76,34.81,35.04,744000,30.43
"2009-01-12",34.89,35.17,33.82,34.02,1322400,29.55
"2009-01-13",34,34.25,33.36,33.8,1193100,29.36
"2009-01-14",33.16,33.22,32.32,32.56,883500,28.28
"2009-01-15",32.59,33.27,31.73,32.81,1105000,28.5
"2009-01-16",33.13,33.58,32.24,33.4,876700,29.01
"2009-01-20",33.22,33.49,31.16,31.31,995800,27.19
"2009-01-21",31.92,32.29,30.76,32.23,1026000,27.99
"2009-01-22",31.49,31.86,29.84,30.49,1166000,26.48
"2009-01-23",29.66,30.5,29.38,30.06,989900,26.11
"2009-01-26",30.15,31.24,30.07,30.52,1441700,26.51
"2009-01-27",30.82,31.43,30.5,30.96,980300,26.89
"2009-01-28",32.27,35.02,32.07,34.85,2314200,30.27
"2009-01-29",33.73,33.73,32.72,32.9,1557900,28.58
"2009-01-30",33.06,33.16,31.02,31.26,1002100,27.15
"2009-02-02",31.03,31.72,30.67,31.12,734200,27.03
"2009-02-03",31.25,32.94,30.95,32.72,1046800,28.42
"2009-02-04",32.64,33.05,32.1,32.29,911700,28.05
"2009-02-05",32.23,33.55,31.79,33.27,964800,28.9
"2009-02-06",33.28,34.82,33.26,34.65,1052200,30.1
"2009-02-09",34.57,34.62,33.78,34.48,679600,29.95
"2009-02-10",33.82,34.48,32.59,32.88,938100,28.56
"2009-02-11",33.13,33.66,32.84,33.35,742100,28.97
"2009-02-12",32.76,33.08,31.61,32.86,1770300,28.54
"2009-02-13",32.84,32.84,31.51,31.54,1150600,27.39
"2009-02-17",29.13,31.3,29.13,30.71,1118000,26.67
"2009-02-18",30.88,30.91,30.05,30.28,1049800,26.3
"2009-02-19",30.51,31.11,29.63,29.81,1175500,25.89
"2009-02-20",29.24,29.73,28.23,28.76,1506300,24.98
"2009-02-23",29.17,29.23,27.1,27.39,1089300,23.79
"2009-02-24",27.55,28.63,26.79,28.28,1490500,24.56
"2009-02-25",28.13,28.28,27.07,27.58,794600,23.95
"2009-02-26",28.02,28.31,26.68,26.85,998400,23.32
"2009-02-27",26.22,27.31,26,26.76,1723600,23.24
"2009-03-02",26.08,26.34,24.8,24.89,1319200,21.88
"2009-03-03",25.21,25.61,24.4,24.46,1442300,21.5
"2009-03-04",24.6,25.27,24.48,24.87,1104500,21.86
"2009-03-05",24.18,24.4,23.06,23.34,1146000,20.52
"2009-03-06",23.83,24.12,23.01,23.56,1759200,20.71
"2009-03-09",23.24,23.82,22.61,22.75,928900,20
"2009-03-10",23.32,25.32,23.2,25.3,1522300,22.24
"2009-03-11",25.38,26.09,24.64,25.06,1208800,22.03
"2009-03-12",25.06,26.51,24.5,26.46,1321700,23.26
"2009-03-13",26.7,27.46,26.38,26.92,1047700,23.66
"2009-03-16",27.14,28.1,26.92,27.31,1155900,24.01
"2009-03-17",27.28,28.43,27.22,28.43,938100,24.99
"2009-03-18",28.22,29.86,27.49,29.47,1175100,25.91
"2009-03-19",29.9,29.93,28.47,28.74,1336800,25.26
"2009-03-20",28.79,28.82,26.9,27.35,1085500,24.04
"2009-03-23",27.95,29.95,27.72,29.88,1238300,26.27
"2009-03-24",29.41,30.11,28.96,29.54,1427300,25.97
"2009-03-25",29.6,31.29,29.23,30.2,1959500,26.55
"2009-03-26",30.57,32.02,30.57,31.92,1184600,28.06
"2009-03-27",31.4,31.44,30.42,30.96,1170900,27.22
"2009-03-30",30.14,30.15,28.52,29.02,1169500,25.51
"2009-03-31",29.34,29.57,28.55,29.12,1401300,25.6
"2009-04-01",28.6,30.07,28.32,29.91,949600,26.29
"2009-04-02",30.43,32.36,30.43,31.85,1305100,28
"2009-04-03",31.54,32.45,31.5,32.34,899800,28.43
"2009-04-06",32,32.35,30.8,31.28,1743100,27.5
"2009-04-07",30.55,30.79,29.66,29.91,1091200,26.29
"2009-04-08",30,30.6,29.72,30.14,660600,26.5
"2009-04-09",31.27,31.91,30.73,31.86,1263100,28.01
"2009-04-13",31.62,32.06,30.97,31.82,751600,27.97
"2009-04-14",31.44,31.56,30.69,30.87,614900,27.14
"2009-04-15",30.53,31.43,30.48,31.23,959300,27.45
"2009-04-16",31.33,31.86,31.06,31.58,835800,27.76
"2009-04-17",31.66,33.38,31.6,33.19,1029600,29.18
"2009-04-20",32.41,32.41,31.3,31.42,1274100,27.62
"2009-04-21",31.37,32.32,31.08,32.21,728100,28.32
"2009-04-22",31.97,33.85,31.94,32.92,1341600,28.94
"2009-04-23",32.77,34.01,32.44,33.62,2032400,29.55
"2009-04-24",34.01,37.87,34.01,37.59,3159400,33.04
"2009-04-27",37.48,39.52,36.96,37.32,1833500,32.81
"2009-04-28",36.75,37.61,36.74,36.86,1073500,32.4
"2009-04-29",37.3,39.02,37.29,38.38,1048800,33.74
"2009-04-30",38.63,39.31,37.97,38.03,1383900,33.43
"2009-05-01",38.14,39.06,36.93,38.95,1412600,34.24
"2009-05-04",38.99,40.05,38.57,40.01,1378200,35.17
"2009-05-05",39.22,39.8,38.27,38.76,956900,34.07
"2009-05-06",39.19,39.49,37.83,38.61,742300,33.94
"2009-05-07",38.79,39.25,37.06,37.43,827400,32.9
"2009-05-08",38.17,38.68,37.19,38.08,649900,33.48
"2009-05-11",36.89,37.59,36.33,36.42,562900,32.02
"2009-05-12",36.38,36.53,34.93,35.48,766500,31.19
"2009-05-13",35.26,35.26,34.15,34.2,620000,30.06
"2009-05-14",34.42,34.61,33.66,33.95,622600,29.84
"2009-05-15",33.79,34.63,33.62,33.94,783900,29.84
"2009-05-18",34.39,35.7,34.25,35.64,1182700,31.33
"2009-05-19",35.37,36.22,35.37,35.63,924300,31.32
"2009-05-20",36.35,37.27,35.17,35.19,1340300,30.93
"2009-05-21",34.72,35.1,33.92,34.04,1392000,29.92
"2009-05-22",34.2,35.03,33.47,34.54,663100,30.36
"2009-05-26",34.33,36,34.1,36,1091200,31.65
"2009-05-27",36.07,36.44,34.89,34.97,837300,30.74
"2009-05-28",35.26,35.57,33.94,34.5,1030300,30.33
"2009-05-29",34.82,35.7,34.42,35.7,1142300,31.38
"2009-06-01",36.19,36.84,35.75,36.55,907700,32.42
"2009-06-02",36.32,37.23,36.19,36.95,718500,32.78
"2009-06-03",36.37,36.98,35.85,36.27,868700,32.17
"2009-06-04",36.55,36.55,35.45,35.91,1046900,31.85
"2009-06-05",36.16,36.56,35.45,35.89,1032100,31.84
"2009-06-08",35.69,36.95,35.28,36.6,1318500,32.47
"2009-06-09",36.9,37.21,36.43,37.01,829900,32.83
"2009-06-10",37.4,37.71,36.7,37.13,1298300,32.94
"2009-06-11",37.13,37.65,36.83,37.05,725100,32.86
"2009-06-12",36.68,37.26,36.33,37.21,561500,33.01
"2009-06-15",36.61,37.06,35.76,35.9,771100,31.84
"2009-06-16",36.15,36.15,35.03,35.06,667200,31.1
"2009-06-17",35.06,35.99,34.64,35.66,687700,31.63
"2009-06-18",35.56,35.6,34.65,35.13,557400,31.16
"2009-06-19",35.63,35.96,34.63,34.66,1057500,30.74
"2009-06-22",34.49,34.49,33.7,33.7,570900,29.89
"2009-06-23",33.86,34.05,33.19,33.39,773800,29.62
"2009-06-24",33.69,34.33,33.44,33.68,377600,29.88
"2009-06-25",33.36,34.29,33.27,34.24,779500,30.37
"2009-06-26",34.22,34.35,34.01,34.06,647100,30.21
"2009-06-29",34.07,34.26,33.63,34.18,444100,30.32
"2009-06-30",34.11,34.14,33.5,33.84,538400,30.02
"2009-07-01",33.93,34.19,33.6,33.7,738500,29.89
"2009-07-02",33.2,33.2,32.42,32.44,801200,28.78
"2009-07-06",32.23,32.47,31.84,32.38,503100,28.72
"2009-07-07",32.3,32.36,31.2,31.28,559600,27.75
"2009-07-08",31.51,31.83,31.31,31.73,965200,28.15
"2009-07-09",31.86,32.42,31.73,32.11,1347500,28.48
"2009-07-10",32.89,33.91,32.64,33.67,1401800,29.87
"2009-07-13",33.74,34.36,33.2,34.31,802700,30.43
"2009-07-14",34.25,35.1,34.08,35,766000,31.05
"2009-07-15",35.44,35.95,35.06,35.89,974400,31.84
"2009-07-16",35.84,36.86,35.74,36.64,917100,32.5
"2009-07-17",36.52,36.74,36.3,36.49,505700,32.37
"2009-07-20",36.89,38.19,36.75,38.15,1002700,33.84
"2009-07-21",38.56,38.65,37.53,38.03,853100,33.73
"2009-07-22",37.15,38.23,36.28,37.88,702800,33.6
"2009-07-23",37.97,39.56,37.76,39.32,1051700,34.88
"2009-07-24",39.23,39.62,38.69,39.14,780400,34.72
"2009-07-27",39.2,39.85,38.93,39.79,783800,35.29
"2009-07-28",39.59,39.82,39,39.55,533700,35.08
"2009-07-29",39.42,39.67,38.7,39.06,563300,34.65
"2009-07-30",39.64,40.12,39.34,39.62,641500,35.14
"2009-07-31",39.48,40.28,39.35,40.15,616800,35.61
"2009-08-03",40.56,41.39,40.18,41.19,1080600,36.54
"2009-08-04",40.92,41.56,40.52,41.4,516300,36.72
"2009-08-05",41.32,41.56,40.63,41.19,612200,36.54
"2009-08-06",41.58,41.85,40.79,41.02,1716500,36.39
"2009-08-07",41.53,42.5,41.53,42.38,701300,37.59
"2009-08-10",42.14,42.4,41.51,42,565000,37.26
"2009-08-11",41.63,41.75,40.81,41.3,555100,36.63
"2009-08-12",41.33,41.99,41.31,41.77,953400,37.05
"2009-08-13",41.78,42.04,41.07,42.04,1069300,37.29
"2009-08-14",42.19,42.26,40.8,41.03,617400,36.39
"2009-08-17",39.96,40.27,39.44,39.89,439700,35.38
"2009-08-18",39.96,40.78,39.9,40.72,322800,36.12
"2009-08-19",40.39,41.1,40.23,40.96,276900,36.33
"2009-08-20",41.1,41.24,40.88,41.14,336200,36.49
"2009-08-21",41.51,42.25,41.43,42.02,543100,37.27
"2009-08-24",42.15,42.53,41.71,41.83,721500,37.1
"2009-08-25",42.09,43.05,42.06,42.24,538200,37.47
"2009-08-26",42.23,42.6,41.81,42.22,512500,37.45
"2009-08-27",42.07,42.44,41.52,42.3,387300,37.52
"2009-08-28",42.49,42.63,41.48,41.96,802300,37.22
"2009-08-31",41.68,41.7,40.83,40.93,536500,36.31
"2009-09-01",40.69,41.12,39.7,39.76,1014800,35.27
"2009-09-02",40.41,40.41,39.67,39.67,959200,35.48
"2009-09-03",39.91,40.08,39.49,39.88,552400,35.67
"2009-09-04",39.92,40.56,39.58,40.45,404700,36.18
"2009-09-08",40.79,41.02,40.4,40.55,336500,36.27
"2009-09-09",40.77,41.55,40.33,41.25,386100,36.9
"2009-09-10",41.48,41.48,40.33,40.95,434100,36.63
"2009-09-11",41.15,41.3,40.5,40.76,361800,36.46
"2009-09-14",40.5,41.04,40.22,41,269400,36.67
"2009-09-15",40.96,41.51,40.96,41.4,390100,37.03
"2009-09-16",41.44,42.57,41.42,42.43,520700,37.95
"2009-09-17",42.47,42.51,41.66,42.41,499400,37.93
"2009-09-18",42.48,42.96,42.07,42.43,544400,37.95
"2009-09-21",42.04,42.55,41.64,42.28,613600,37.82
"2009-09-22",42.87,42.98,42.41,42.55,517800,38.06
"2009-09-23",42.53,42.92,42.24,42.5,765200,38.01
"2009-09-24",42.66,42.95,41.82,42.3,1016800,37.84
"2009-09-25",42.26,42.41,41.15,41.17,846600,36.82
"2009-09-28",41.45,42.03,41.19,42.01,617700,37.58
"2009-09-29",42.05,42.74,41.96,42.48,768700,38
"2009-09-30",42.44,43.35,41.74,42.69,748300,38.18
"2009-10-01",42.59,42.74,41.71,41.87,976200,37.45
"2009-10-02",41.38,41.53,40.9,40.97,802400,36.65
"2009-10-05",41.13,42.29,40.97,42.09,1052000,37.65
"2009-10-06",42.49,43.19,42.4,42.72,671900,38.21
"2009-10-07",42.72,42.77,41.99,42.33,559200,37.86
"2009-10-08",42.75,44.28,42.75,43.94,1020600,39.3
"2009-10-09",43.74,44.56,43.74,44.5,566500,39.8
"2009-10-12",44.99,45.58,44.77,44.88,869900,40.14
"2009-10-13",44.93,45.38,44.55,45.31,780400,40.53
"2009-10-14",45.67,46.13,45.52,46,1025000,41.14
"2009-10-15",45.96,46,45.54,45.84,625300,41
"2009-10-16",45.46,45.77,44.97,45.75,711400,40.92
"2009-10-19",45.93,46.56,45.6,46.44,699100,41.54
"2009-10-20",46.6,46.75,45.87,46.34,1025100,41.45
"2009-10-21",47.3,47.85,46.7,47.25,1442700,42.26
"2009-10-22",47.25,48.31,47.09,47.91,904900,42.85
"2009-10-23",48.02,48.62,47.05,47.31,1090600,42.32
"2009-10-26",47.24,47.63,46.33,46.64,1625500,41.72
"2009-10-27",46.84,46.94,45.79,46.07,1224600,41.21
"2009-10-28",46.13,46.26,45.01,45.29,1478500,40.51
"2009-10-29",45.52,46.25,45.52,45.7,1227900,40.88
"2009-10-30",45.57,45.84,44.85,45.23,1685800,40.46
"2009-11-02",45.32,45.82,44.6,45.15,1428800,40.38
"2009-11-03",47.55,49.7,46.59,49.69,17520500,44.45
"2009-11-04",49.48,49.49,48.37,48.45,5834300,43.34
"2009-11-05",48.69,49.67,48.55,49.62,3073900,44.38
"2009-11-06",49.58,49.75,48.7,49.19,1600600,44
"2009-11-09",49.59,50.27,49.2,50.17,1929400,44.87
"2009-11-10",50.17,50.6,49.59,50.17,1775900,44.87
"2009-11-11",49.98,51.2,49.69,50.28,2060700,44.97
"2009-11-12",50.17,50.32,49.53,49.81,1477400,44.55
"2009-11-13",49.87,50.51,49.68,50.28,1163800,44.97
"2009-11-16",50.51,51.19,50.47,51.19,985400,45.79
"2009-11-17",51.11,51.11,50.28,50.44,993800,45.12
"2009-11-18",50.36,50.36,49.7,49.84,1075300,44.58
"2009-11-19",49.52,49.58,48.62,49.27,1950400,44.07
"2009-11-20",49.07,49.41,48.55,48.95,1354700,43.78
"2009-11-23",49.67,50.26,49.39,49.73,1028200,44.48
"2009-11-24",49.83,49.88,49.29,49.72,727500,44.47
"2009-11-25",49.72,50.02,49.33,50,802800,44.72
"2009-11-27",48.62,49.25,48.5,48.73,635600,43.59
"2009-11-30",48.66,48.78,48.12,48.57,1170200,43.44
"2009-12-01",48.94,50.06,48.92,49.07,1310100,43.89
"2009-12-02",48.83,50.19,48.74,49.75,1242400,44.8
"2009-12-03",49.68,50.16,48.6,48.64,806600,43.8
"2009-12-04",49.28,49.99,48.88,49.47,991600,44.55
"2009-12-07",49.36,49.43,48.59,48.79,1463200,43.94
"2009-12-08",48.55,49.31,47.99,49.02,2121600,44.14
"2009-12-09",48.92,49.42,48.63,49.32,1454300,44.41
"2009-12-10",49.62,49.87,49.3,49.61,1267600,44.67
"2009-12-11",49.72,49.8,48.74,49.43,1597500,44.51
"2009-12-14",49.75,49.81,49.41,49.67,907300,44.73
"2009-12-15",49.36,50.29,49.33,50.15,1410300,45.16
"2009-12-16",50.12,52.62,50.12,52.14,4620700,46.95
"2009-12-17",51.8,51.8,50.74,50.86,2453000,45.8
"2009-12-18",51.29,51.34,50.32,50.73,1361500,45.68
"2009-12-21",51.01,51.28,50.78,51.14,2307400,46.05
"2009-12-22",51.19,52.52,51.13,52.4,2497800,47.19
"2009-12-23",52.47,53.34,52.29,52.95,3176900,47.68
"2009-12-24",53.25,53.28,52.81,53.13,426500,47.84
"2009-12-28",53.3,53.42,52.38,52.76,1041700,47.51
"2009-12-29",52.9,53.02,51.85,52.11,4150600,46.93
"2009-12-30",51.9,52.35,51.63,52.12,1231200,46.93
"2009-12-31",52.24,52.24,51.39,51.51,1379400,46.39
"2010-01-04",51.74,53,51.62,52.71,2033000,47.47
"2010-01-05",52.59,53.55,52.17,53.48,2474100,48.16
"2010-01-06",53.43,54.91,53.27,54.82,3035800,49.37
"2010-01-07",54.62,57.07,54.53,56.75,4276400,51.1
"2010-01-08",56.44,57.68,56.44,57.42,1441400,51.71
"2010-01-11",57.57,57.68,56.53,57.07,1595300,51.39
"2010-01-12",56.71,56.77,55.8,56.18,1208500,50.59
"2010-01-13",56.41,56.95,56,56.71,1129300,51.07
"2010-01-14",56.55,56.64,55.93,56.55,1430500,50.92
"2010-01-15",56.45,56.65,55.44,55.74,1661200,50.19
"2010-01-19",55.72,56.54,55.68,56.3,1349800,50.7
"2010-01-20",55.74,55.81,55,55.54,1396300,50.01
"2010-01-21",55.48,55.53,54.16,54.18,1973500,48.79
"2010-01-22",54.03,54.28,53.2,53.33,1363500,48.02
"2010-01-25",53.82,54.04,53.47,53.82,1522400,48.47
"2010-01-26",53.38,54.25,53.15,53.31,1608600,48.01
"2010-01-27",52.93,53.34,51.54,52.47,3563600,47.25
"2010-01-28",52.62,52.88,51.37,51.39,1948400,46.28
"2010-01-29",51.79,52.15,51,51.25,2658100,46.15
"2010-02-01",51.57,52.34,51.21,52.23,1360400,47.03
"2010-02-02",52.26,54.36,52.2,54.25,2981100,48.85
"2010-02-03",54.82,57.36,54.69,56.34,5723900,50.73
"2010-02-04",55.81,56,54.59,54.64,2338100,49.2
"2010-02-05",54.57,54.73,52.76,54.43,2440400,49.01
"2010-02-08",54.5,54.5,53.48,53.53,1676900,48.2
"2010-02-09",54.29,54.59,53.47,54.22,1586900,48.83
"2010-02-10",54.3,54.4,53.38,53.77,1067700,48.42
"2010-02-11",53.68,54.36,53.26,54.11,1460600,48.73
"2010-02-12",53.85,54.32,53.27,54.29,2179600,48.89
"2010-02-16",54.78,54.89,54.13,54.87,1504500,49.41
"2010-02-17",55.08,55.99,54.77,55.84,1310000,50.28
"2010-02-18",55.88,56.6,55.52,56.36,2861700,50.75
"2010-02-19",56.17,56.4,55.75,55.92,1126700,50.36
"2010-02-22",55.98,56.26,55.57,56.22,1579100,50.63
"2010-02-23",56.04,56.27,54.85,55.24,1138200,49.74
"2010-02-24",55.26,56.24,54.94,56.14,1374200,50.55
"2010-02-25",55.15,56.09,54.78,56,1230200,50.43
"2010-02-26",56.21,57.5,56.04,57.25,2616600,51.55
"2010-03-01",57.12,59.1,56.86,59.06,2434600,53.49
"2010-03-02",59.21,59.9,58.6,58.78,1822600,53.24
"2010-03-03",59.08,59.38,58.5,58.79,699100,53.25
"2010-03-04",58.85,58.96,58.12,58.44,2478400,52.93
"2010-03-05",58.89,59.51,58.44,59.09,2008300,53.52
"2010-03-08",59.26,59.26,58.64,59.07,930200,53.5
"2010-03-09",58.87,59.59,58.62,59.27,1023900,53.68
"2010-03-10",59.18,59.5,58.63,59.38,980700,53.78
"2010-03-11",59.15,59.21,58.46,58.83,1556400,53.28
"2010-03-12",59.29,59.29,57.19,57.86,5307900,52.41
"2010-03-15",58.16,58.49,56.5,57.62,3164200,52.19
"2010-03-16",57.77,58.5,57.6,57.76,1578600,52.31
"2010-03-17",57.93,58.65,57.93,58.44,1957600,52.93
"2010-03-18",58.74,58.94,58.41,58.55,1536600,53.03
"2010-03-19",58.96,59.35,58.03,58.07,2266100,52.6
"2010-03-22",57.87,59.06,57.87,59,1469900,53.44
"2010-03-23",59.19,59.98,59,59.9,3117300,54.25
"2010-03-24",59.98,59.98,58.97,59.1,1359600,53.53
"2010-03-25",59.55,59.55,57.91,57.92,1605800,52.46
"2010-03-26",58.3,58.79,58.05,58.61,1872600,53.08
"2010-03-29",59.05,59.43,58.14,58.34,1505600,52.84
"2010-03-30",58.24,58.56,58,58.22,855100,52.73
"2010-03-31",58.11,58.26,57.3,57.41,1268100,52
"2010-04-01",57.81,58.26,57.46,58,1323400,52.53
"2010-04-05",58.26,59.25,58.2,59.23,1313800,53.65
"2010-04-06",58.94,59.75,58.8,59.72,969800,54.09
"2010-04-07",59.62,59.69,58.97,59.37,1587900,53.77
"2010-04-08",59.24,59.47,58.92,59.25,1233700,53.66
"2010-04-09",59.5,60.73,59.44,60.42,2001300,54.72
"2010-04-12",60.67,61,60.34,60.37,1327300,54.68
"2010-04-13",60.35,61.25,60.1,61.07,1641400,55.31
"2010-04-14",61.27,62.02,60.76,61.9,1687500,56.06
"2010-04-15",61.71,62.1,61.12,61.22,1504500,55.45
"2010-04-16",61.01,61.77,59.69,60.46,1784300,54.76
"2010-04-19",60.44,60.85,59.6,60.47,967400,54.77
"2010-04-20",60.96,61.88,60.96,61.74,2622100,55.92
"2010-04-21",61.91,62.05,61.5,62.03,1503100,56.18
"2010-04-22",61.63,63.01,60.99,63,1274400,57.06
"2010-04-23",62.95,63.6,62.07,62.84,1650800,56.92
"2010-04-26",63.13,64.14,62.92,63.3,2442900,57.33
"2010-04-27",64.7,66.27,63.92,64.36,5054400,58.29
"2010-04-28",64.38,65.09,63.5,64.6,3908300,58.51
"2010-04-29",65.21,65.5,64.72,65.07,1884800,58.94
"2010-04-30",64.99,64.99,62.13,62.15,3026100,56.29
"2010-05-03",62.75,63.55,62.2,63.31,2377200,57.34
"2010-05-04",62.44,62.51,61.03,61.43,2004300,55.64
"2010-05-05",61.02,61.42,59.76,60.01,2064800,54.35
"2010-05-06",59.7,60.98,55.75,58.42,3211800,52.91
"2010-05-07",58.1,59.15,55.95,56.12,3467400,50.83
"2010-05-10",59.69,61.27,59.03,61.23,3433200,55.46
"2010-05-11",60.37,62.85,60.31,61.45,2812300,55.66
"2010-05-12",61.88,63.13,61.73,62.61,2253900,56.71
"2010-05-13",62.56,63.76,61.7,61.76,2886900,55.94
"2010-05-14",61.38,61.5,59.66,60.33,1992300,54.64
"2010-05-17",60.6,60.76,58.66,60.11,1716100,54.44
"2010-05-18",60.96,61.47,58.86,59.04,2595700,53.47
"2010-05-19",58.63,59.19,56.86,57.68,3155100,52.24
"2010-05-20",56.3,56.34,53.42,54.22,4316400,49.11
"2010-05-21",53.06,55.59,52.88,55.38,4374900,50.16
"2010-05-24",55.39,55.45,54.36,54.5,2061200,49.36
"2010-05-25",52.8,54.97,52.02,54.88,3242100,49.71
"2010-05-26",55.23,56.45,54.44,54.84,2035100,49.67
"2010-05-27",55.9,57.15,55.9,57.09,2302000,51.71
"2010-05-28",56.77,56.77,55.24,55.79,1665900,50.82
"2010-06-01",55.45,56.61,54.85,54.89,2122900,50
"2010-06-02",55.06,57.32,54.76,57.25,2313700,52.15
"2010-06-03",57.57,58.52,56.86,57.61,1621800,52.48
"2010-06-04",56.57,56.76,54.85,55.07,3412300,50.17
"2010-06-07",55.07,55.33,53.04,53.29,2448100,48.55
"2010-06-08",53.5,54.31,53.07,54.14,1648100,49.32
"2010-06-09",54.5,55.09,52.57,52.87,3126000,48.16
"2010-06-10",53.97,54.3,53.4,54.08,3843800,49.27
"2010-06-11",53.5,55.25,53.36,54.96,1479300,50.07
"2010-06-14",55.61,56.55,55.11,55.31,1519400,50.39
"2010-06-15",55.45,57.42,55.42,57.3,2095500,52.2
"2010-06-16",56.67,57.15,56.2,56.82,1284100,51.76
"2010-06-17",57.04,57.14,55.21,55.63,2104700,50.68
"2010-06-18",55.86,56.28,55.4,55.99,1834000,51.01
"2010-06-21",57.11,57.11,54.96,55.27,1718500,50.35
"2010-06-22",54.78,55.49,52.23,52.27,3616500,47.62
"2010-06-23",52.09,52.61,50.74,52.18,4517500,47.54
"2010-06-24",52.04,52.89,51.31,52.16,2235800,47.52
"2010-06-25",52.3,52.4,51.1,52.06,2211700,47.43
"2010-06-28",51.96,52.53,51.54,51.75,1274700,47.14
"2010-06-29",51.35,51.35,49.67,50.42,3489600,45.93
"2010-06-30",50.31,51.17,49.9,50.52,2882600,46.02
"2010-07-01",50.34,50.61,48.76,50.12,3223300,45.66
"2010-07-02",50.15,50.47,49.3,49.58,1528400,45.17
"2010-07-06",50.06,50.75,49.01,49.62,1966900,45.2
"2010-07-07",49.64,51.77,49.64,51.76,1707000,47.15
"2010-07-08",52.4,52.44,50.57,51.4,2091000,46.83
"2010-07-09",51.36,52.16,51.24,52.1,845100,47.46
"2010-07-12",51.82,52.4,51.7,52.27,1319500,47.62
"2010-07-13",53,54.35,52.63,54.03,1638000,49.22
"2010-07-14",53.71,53.99,53.13,53.72,1056700,48.94
"2010-07-15",53.66,53.66,51.96,53,2698000,48.28
"2010-07-16",52.64,53.12,50.77,51.06,2086400,46.52
"2010-07-19",51.25,51.93,51,51.73,1189900,47.13
"2010-07-20",50.9,52.66,50.76,52.62,2439300,47.94
"2010-07-21",55.4,56,52.8,53.63,4661100,48.86
"2010-07-22",54.31,56.27,54.06,56.24,3449600,51.23
"2010-07-23",56.12,57.93,55.51,57.35,2931000,52.25
"2010-07-26",57.48,58.5,57.18,58.32,1813700,53.13
"2010-07-27",58.43,58.61,56.63,56.81,1311800,51.75
"2010-07-28",56.61,57.01,55.68,56.17,1349500,51.17
"2010-07-29",56.62,57.58,56.49,57.23,2388000,52.14
"2010-07-30",54.7,58.31,54.7,58.02,2357800,52.86
"2010-08-02",59.05,59.23,58.42,59.05,2043000,53.79
"2010-08-03",58.55,58.98,58.22,58.48,1234900,53.27
"2010-08-04",58.6,59.4,58.37,58.5,1870600,53.29
"2010-08-05",58.15,58.34,57.73,57.94,1214600,52.78
"2010-08-06",57.21,58.29,57.01,57.88,1390500,52.73
"2010-08-09",58.28,58.57,57.81,58.07,1276000,52.9
"2010-08-10",57.34,58.17,56.84,57.73,1330600,52.59
"2010-08-11",56.73,56.79,54.93,55.25,2436200,50.33
"2010-08-12",54.31,54.99,54.15,54.82,1313200,49.94
"2010-08-13",54.62,55.51,54.32,54.93,1238600,50.04
"2010-08-16",54.46,55.3,54.12,55.12,1097700,50.21
"2010-08-17",54.79,57.27,54.79,57.13,1761500,52.04
