"","SWK.Open","SWK.High","SWK.Low","SWK.Close","SWK.Volume","SWK.Adjusted"
"2007-04-26",59.35,60.59,58.62,59.87,1150400,49.64
"2007-04-27",59.83,60.35,59.39,60.08,855200,49.81
"2007-04-30",59.94,59.94,58.28,58.28,1082400,48.32
"2007-05-01",58.28,58.63,57.95,58.56,515600,48.55
"2007-05-02",58.43,59.24,58.38,58.84,538600,48.78
"2007-05-03",59.03,59.42,58.66,59.37,476400,49.22
"2007-05-04",59.44,59.52,58.98,59.37,567300,49.22
"2007-05-07",59.51,59.64,59.18,59.51,324200,49.34
"2007-05-08",59.22,59.75,58.86,59.7,587900,49.5
"2007-05-09",59.45,60.46,59.45,60.34,591100,50.03
"2007-05-10",60.2,60.2,59.25,59.5,569600,49.33
"2007-05-11",59.75,60.07,59.27,60.01,532500,49.75
"2007-05-14",60.25,60.42,59.68,59.76,757200,49.55
"2007-05-15",59.77,59.83,58.93,58.96,911700,48.88
"2007-05-16",59.14,59.67,59.01,59.66,756300,49.46
"2007-05-17",59.42,59.56,59.04,59.22,571600,49.1
"2007-05-18",59.22,59.97,59.07,59.83,514300,49.6
"2007-05-21",59.94,61,59.79,60.94,1283100,50.52
"2007-05-22",60.89,62,60.61,61.54,1010800,51.02
"2007-05-23",61.6,62.48,61.43,62.28,1088600,51.64
"2007-05-24",62.27,62.68,61.16,61.33,815400,50.85
"2007-05-25",61.53,61.94,61.17,61.77,258000,51.21
"2007-05-29",61.99,62.44,61.78,62.27,1135400,51.63
"2007-05-30",61.94,62.86,61.8,62.86,338600,52.12
"2007-05-31",62.96,63.41,62.84,63.23,438100,52.42
"2007-06-01",63.3,63.68,62.97,63.13,510400,52.34
"2007-06-04",62.25,62.66,62.08,62.65,464100,52.19
"2007-06-05",62.55,63.15,62.25,62.93,666700,52.42
