"","CERN.Open","CERN.High","CERN.Low","CERN.Close","CERN.Volume","CERN.Adjusted"
"2012-01-10",63.47,63.76,62.23,62.69,2347400,31.34
"2012-01-11",62.35,63.28,61.66,63,2324200,31.5
"2012-01-12",63.26,63.47,61.72,62,1739800,31
"2012-01-13",61.74,62.08,61,61.56,2181200,30.78
"2012-01-17",62.08,62.3,60.5,60.84,2204600,30.42
"2012-01-18",60.88,61.06,60.51,60.99,2035400,30.5
"2012-01-19",61.12,61.63,61.02,61.51,2245600,30.75
"2012-01-20",61.56,62.72,60.7,61.03,2395800,30.51
"2012-01-23",61.03,61.44,59.72,59.99,2070600,30
"2012-01-24",59.72,60.55,59.67,60.37,3215200,30.18
"2012-01-25",60.23,60.89,59.73,60.62,1813600,30.31
"2012-01-26",60.97,60.97,59.36,59.78,3190000,29.89
"2012-01-27",59.68,60.79,59.51,60.49,2601000,30.25
"2012-01-30",60.01,61.06,59.82,60.87,2986000,30.43
"2012-01-31",61.4,61.4,60.61,60.89,1569000,30.44
"2012-02-01",61.3,61.77,60.8,61.41,2952400,30.7
"2012-02-02",61.41,61.96,61.06,61.66,1390200,30.83
"2012-02-03",62.21,63.82,62.15,63.09,2458000,31.55
"2012-02-06",63.13,63.74,62.6,62.78,2767600,31.39
"2012-02-07",62.52,63.21,62.12,62.57,2757800,31.28
"2012-02-08",67.78,71.8,67.77,70.88,8976400,35.44
"2012-02-09",70.88,70.99,69.29,69.39,3492200,34.69
"2012-02-10",68.94,69.32,68.16,69.27,2973000,34.63
"2012-02-13",69.74,70.5,69.44,70.26,2101400,35.13
"2012-02-14",69.96,70.67,69.58,70.64,1906400,35.32
"2012-02-15",70.84,71,70.07,70.22,1984400,35.11
"2012-02-16",70.25,72.24,70.25,71.99,2745400,35.99
"2012-02-17",71.88,71.88,70.23,70.99,2306400,35.49
"2012-02-21",71.3,72.19,71.04,71.81,2146800,35.9
"2012-02-22",71.72,72.72,71.47,72.46,2656400,36.23
"2012-02-23",72.72,73.61,72.38,73.15,2311400,36.58
"2012-02-24",73.27,73.89,72.92,73.76,2444600,36.88
"2012-02-27",73.61,75,73.31,74.28,2481000,37.14
"2012-02-28",74.6,75.5,74.29,74.82,2040000,37.41
"2012-02-29",74.67,74.91,73.83,73.83,2700000,36.92
"2012-03-01",74.39,74.81,74,74.73,2338200,37.37
"2012-03-02",74.84,75.41,74.51,75.35,2080600,37.67
"2012-03-05",75.36,75.85,74.83,75.69,2544600,37.85
"2012-03-06",75.01,75.42,74.15,74.55,2167200,37.28
"2012-03-07",74.63,75.87,74.25,75.54,1711200,37.77
"2012-03-08",75.9,76.54,75.58,76.07,1448000,38.03
"2012-03-09",76.13,77.59,75.89,76.86,2491800,38.43
"2012-03-12",77.28,77.28,75.62,75.72,1858800,37.86
"2012-03-13",75.93,76.85,75.85,76.83,1635200,38.42
"2012-03-14",77.02,77.49,75.99,76.16,1867000,38.08
"2012-03-15",76.17,77.47,75.94,77.38,1367600,38.69
"2012-03-16",77.95,78.14,76.55,76.93,2899400,38.47
"2012-03-19",76.63,77,75.7,76.86,1823600,38.43
"2012-03-20",76.5,76.74,76.04,76.26,1571200,38.13
"2012-03-21",76.25,76.67,75.66,76.3,1272200,38.15
"2012-03-22",75.87,76.88,75.3,76.61,1359600,38.31
"2012-03-23",77,77.15,75.55,76.71,1645800,38.35
"2012-03-26",77.1,78.53,77.01,78.13,2550000,39.06
"2012-03-27",78.15,78.29,76.11,76.16,2414600,38.08
"2012-03-28",76.07,76.49,75.04,75.79,2226000,37.9
"2012-03-29",75.48,76.42,74.68,76.15,2167800,38.08
"2012-03-30",76.67,76.7,75.48,76.16,1518000,38.08
"2012-04-02",76.12,77.2,75.77,76.87,1720000,38.44
"2012-04-03",76.57,77.32,76.19,76.59,1681200,38.29
"2012-04-04",76.14,76.42,75.15,75.42,1840800,37.71
"2012-04-05",75.08,75.97,75.01,75.87,1255400,37.94
"2012-04-09",74.53,75.04,73.98,74.47,1500600,37.24
"2012-04-10",74.23,74.49,72.68,72.81,2153200,36.4
"2012-04-11",73.5,74.08,73.4,73.91,1844600,36.96
"2012-04-12",74.05,74.18,73.49,73.55,1445800,36.78
"2012-04-13",73.15,73.7,72.6,72.93,1945000,36.47
"2012-04-16",73.33,73.65,72.34,73.24,1546200,36.62
"2012-04-17",73.56,74.48,73.44,73.8,2258000,36.9
"2012-04-18",73.53,74.45,73.3,74.38,1467200,37.19
"2012-04-19",74.19,74.87,73.29,74.07,943800,37.03
"2012-04-20",74.47,75.39,74.11,74.5,1374800,37.25
"2012-04-23",73.88,73.88,72.4,73.38,1652600,36.69
"2012-04-24",73.53,73.81,72.03,72.26,2067000,36.13
"2012-04-25",72.54,73.25,72.4,72.76,2976000,36.38
"2012-04-26",72.4,74.72,71.68,73.82,3349200,36.91
"2012-04-27",76.99,79.82,74.2,77.51,5945800,38.76
"2012-04-30",78.5,81.48,78,81.11,4975000,40.56
"2012-05-01",80.74,84.1,80.58,82.8,5419000,41.4
"2012-05-02",82.41,83.27,82.18,83,3350600,41.5
"2012-05-03",82.89,83.03,81.24,82.07,2915000,41.03
"2012-05-04",81.16,81.28,80.18,80.48,2786600,40.24
"2012-05-07",80.01,82,79.63,81.4,3025800,40.7
"2012-05-08",81,81.41,78.56,81.41,3915000,40.71
"2012-05-09",80.15,80.4,78.27,78.9,4674600,39.45
"2012-05-10",79.41,80.18,78,79.12,3159400,39.56
"2012-05-11",78.88,80.56,78.62,79.92,1830400,39.96
"2012-05-14",79.07,79.95,78.66,79.23,1411200,39.62
"2012-05-15",79.37,81.75,79.26,79.95,2758800,39.97
"2012-05-16",79.92,80.71,79.13,79.22,1942000,39.61
"2012-05-17",79.16,79.65,77.97,78.01,2343600,39.01
"2012-05-18",78.44,78.51,76.22,76.48,3133200,38.24
"2012-05-21",76.4,78.49,76.24,78.22,3380600,39.11
"2012-05-22",78.34,79.68,77.84,79.11,2527000,39.56
"2012-05-23",79.11,80,78.19,79.84,1962000,39.92
"2012-05-24",79.7,79.99,78.69,79.37,1941800,39.69
"2012-05-25",79.5,80.47,78.64,79.01,1937800,39.51
"2012-05-29",79.78,81.14,79,79.68,1939800,39.84
"2012-05-30",79,80,78.42,79.7,2338200,39.85
"2012-05-31",79.49,79.54,77.75,77.96,3106600,38.98
"2012-06-01",76.97,77.28,75.57,76.37,3033200,38.19
"2012-06-04",76.66,77.34,76.25,76.47,3020800,38.24
"2012-06-05",76.37,77.07,76.06,76.73,1523600,38.37
"2012-06-06",77.06,78.44,77,78.22,3020400,39.11
"2012-06-07",79.11,79.26,78.18,78.36,3488400,39.18
"2012-06-08",78.1,79,77.26,78.95,1821200,39.47
"2012-06-11",79.2,79.85,77.76,77.88,2206000,38.94
"2012-06-12",77.87,80.35,77.51,80.35,2510400,40.17
"2012-06-13",79.9,81,79.58,79.92,2381000,39.96
"2012-06-14",80.01,81.64,79.92,81.53,2188000,40.76
"2012-06-15",81.75,82.8,81.04,82.64,2880000,41.32
"2012-06-18",82.76,86.75,82.72,85.96,7059000,42.98
"2012-06-19",86.78,88.32,86,86.91,3881200,43.46
"2012-06-20",87.11,87.22,82.18,83.51,5509800,41.76
"2012-06-21",82.98,83.58,79.54,79.7,5297800,39.85
"2012-06-22",79.6,81.26,79.04,80.8,4036800,40.4
"2012-06-25",79.73,79.87,77.68,78.25,3053600,39.12
"2012-06-26",78.39,78.86,76.79,77.98,3233800,38.99
"2012-06-27",78.54,78.79,77.03,77.66,2239200,38.83
"2012-06-28",77.18,78.63,76.52,78.03,3409000,39.01
"2012-06-29",80.63,82.66,80.01,82.66,4788400,41.33
"2012-07-02",83.33,83.54,82.22,82.72,2803000,41.36
"2012-07-03",82.56,83.7,82.56,83.56,1280800,41.78
"2012-07-05",83.09,83.66,82.33,82.97,2290400,41.49
"2012-07-06",82.6,83.18,81.44,82.02,2900800,41.01
"2012-07-09",82.08,83,81.03,82.81,1992800,41.4
"2012-07-10",83.25,83.97,81.5,81.82,1661600,40.91
"2012-07-11",81.51,81.8,79.5,80.58,2506000,40.29
"2012-07-12",80.06,80.18,78.61,79.88,1818000,39.94
"2012-07-13",80.01,81.66,80,80.29,1876600,40.15
"2012-07-16",80.44,80.45,77.21,77.59,3167600,38.79
"2012-07-17",78.17,79.2,77.53,78.07,3616600,39.03
"2012-07-18",77.95,79.29,77.82,78.56,2037800,39.28
"2012-07-19",78.68,78.85,77.67,78.14,1648400,39.07
"2012-07-20",78.12,78.23,76.81,77.02,2971400,38.51
"2012-07-23",75.76,76.82,74.25,76.44,2547600,38.22
"2012-07-24",76.51,76.61,75,75.48,2107400,37.74
"2012-07-25",75.65,76.3,75.37,75.6,2290400,37.8
"2012-07-26",76.58,78.53,75.76,78.04,5349600,39.02
"2012-07-27",73.95,75.21,72.5,73.71,10249200,36.85
"2012-07-30",72.37,74.28,72.27,73.83,3885800,36.92
"2012-07-31",74.2,74.9,73.29,73.92,3242400,36.96
"2012-08-01",74.53,75.32,72.52,72.65,3414400,36.33
"2012-08-02",71.28,72.84,70.96,72.48,2957200,36.24
"2012-08-03",73.72,74.32,73.18,73.68,1878800,36.84
"2012-08-06",74.27,74.27,72.42,72.5,2624400,36.25
"2012-08-07",72.68,73.28,72.12,72.59,2406400,36.29
"2012-08-08",72.17,72.51,71.35,72.35,2581400,36.17
"2012-08-09",72.56,72.78,71.58,71.7,1857000,35.85
"2012-08-10",71.28,71.61,70.69,71.12,1919800,35.56
"2012-08-13",71.04,71.41,70.37,71.21,1313400,35.6
"2012-08-14",71.34,71.59,71,71.49,1922800,35.74
"2012-08-15",71.1,74.5,71,73.49,4424000,36.74
"2012-08-16",73.36,74,72.69,73.75,1683200,36.88
"2012-08-17",73.49,73.49,72.17,72.56,3976200,36.28
"2012-08-20",72.2,72.51,70.71,71.11,2353600,35.56
"2012-08-21",71.14,71.49,70.87,71.13,1610000,35.56
"2012-08-22",71.27,72.03,71.15,71.82,1324200,35.91
"2012-08-23",71.49,71.76,70.8,71.03,1867200,35.51
"2012-08-24",70.91,71.48,70.63,71.27,1354600,35.63
"2012-08-27",71.31,71.66,70.99,71.18,1762400,35.59
"2012-08-28",71.4,72.25,71.01,71.66,1909800,35.83
"2012-08-29",71.86,73.34,71.68,73.26,2446200,36.63
"2012-08-30",72.71,73.78,72.65,73.49,2416400,36.74
"2012-08-31",74.19,74.2,72.97,73.14,2598200,36.57
"2012-09-04",72.95,73.55,72.09,73.5,1841400,36.75
"2012-09-05",73.55,73.94,73.19,73.52,1542800,36.76
"2012-09-06",73.93,75.29,73.66,75.28,1906000,37.64
"2012-09-07",75.75,76.17,74.96,75.35,2344000,37.67
"2012-09-10",75.26,75.51,73.65,73.8,2012200,36.9
"2012-09-11",73.72,73.99,72.76,72.82,2475400,36.41
"2012-09-12",73.24,73.24,71.22,71.4,3395000,35.7
"2012-09-13",71.6,74,71,73.24,2758200,36.62
"2012-09-14",73.31,73.71,71.88,72.03,2500400,36.01
"2012-09-17",71.99,72.27,70.77,71,2812600,35.5
"2012-09-18",71.04,71.69,70.34,71.44,2468600,35.72
"2012-09-19",71.56,73.69,71.06,73.25,3729200,36.62
"2012-09-20",72.73,73.97,72.72,73.61,2922000,36.81
"2012-09-21",74.3,74.58,73.82,74.46,5324800,37.23
"2012-09-24",73.2,74.65,72.71,74.37,1782000,37.19
"2012-09-25",74.75,75.99,74.48,74.83,3257200,37.42
"2012-09-26",74.79,74.96,73.62,74.05,1685800,37.03
"2012-09-27",74.2,74.55,73.11,74.5,2385200,37.25
"2012-09-28",74.64,78.09,74.56,77.39,6224400,38.69
"2012-10-01",77.84,78.28,76.97,77.41,2217400,38.71
"2012-10-02",78.66,78.66,77.44,78.35,2352000,39.17
"2012-10-03",78.35,79.9,77.71,79.68,4010800,39.84
"2012-10-04",79.5,79.96,78.99,79.56,2084400,39.78
"2012-10-05",79.56,79.76,78.32,78.53,2017600,39.26
"2012-10-08",78.27,78.77,77.62,78,2393800,39
"2012-10-09",77.83,77.99,75.78,75.96,2649000,37.98
"2012-10-10",75.88,76.31,75.18,75.25,2519200,37.62
"2012-10-11",75.59,75.8,72.38,72.56,5899600,36.28
"2012-10-12",72.65,73.18,72.14,72.42,1745600,36.21
"2012-10-15",72.43,72.91,71.85,72.75,2082800,36.38
"2012-10-16",73.45,73.45,72.36,72.81,1439800,36.4
"2012-10-17",72.52,72.8,71.56,71.68,2327400,35.84
"2012-10-18",71.65,72.42,71.13,72.11,1653200,36.06
"2012-10-19",71.91,71.91,69.78,70.43,3400600,35.22
"2012-10-22",70.05,70.37,68.62,69.19,2942200,34.6
"2012-10-23",68.6,68.98,67.71,68,3331400,34
"2012-10-24",68.48,69.08,68,68.43,2332400,34.22
"2012-10-25",68.7,69.18,67.64,68.47,2770000,34.24
"2012-10-26",78.15,79.94,75.69,77.37,9264600,38.69
"2012-10-31",77.29,78.28,75.17,76.19,3671200,38.1
"2012-11-01",76.04,77.44,75.39,77.31,2317200,38.65
"2012-11-02",77.5,78.2,77.01,77.73,2234600,38.87
"2012-11-05",77.06,79.27,76.98,79.08,3081400,39.54
"2012-11-06",79.08,81.25,78.9,81.12,4880200,40.56
"2012-11-07",80.04,80.56,79.26,79.61,2861400,39.81
"2012-11-08",79.45,80.09,77.91,78,2066000,39
"2012-11-09",77.75,79.43,77.6,78.59,2269400,39.29
"2012-11-12",78.79,78.95,76.79,77.02,1459000,38.51
"2012-11-13",76.95,77.88,76.65,76.66,1084400,38.33
"2012-11-14",76.88,77.19,75.56,75.71,1535200,37.85
"2012-11-15",75.91,76.44,74.81,76.16,2321800,38.08
"2012-11-16",76.42,77.26,75.84,77.08,1885400,38.54
"2012-11-19",77.82,78.36,76.85,77.47,2089200,38.74
"2012-11-20",77.22,78.18,76.91,78,1336200,39
"2012-11-21",78.33,78.5,77.69,78.04,897600,39.02
"2012-11-23",78.05,78.23,77.55,78.06,609600,39.03
"2012-11-26",77.93,77.97,76.51,77.02,1845000,38.51
"2012-11-27",77.1,77.2,76.24,76.83,1640600,38.42
"2012-11-28",76.76,77.79,76.26,77.73,1415200,38.87
"2012-11-29",77.86,78.24,76.72,77.29,1232000,38.65
"2012-11-30",77.49,77.73,76.6,77.22,2268800,38.61
"2012-12-03",77.64,78.74,77,77.17,1479200,38.58
"2012-12-04",77.07,77.39,76,76.87,1430200,38.44
"2012-12-05",77.01,78.65,76.18,78.54,1954000,39.27
"2012-12-06",78.11,78.85,77.88,78.43,1183200,39.22
"2012-12-07",78.6,78.77,77.23,78.11,1041600,39.06
"2012-12-10",77.82,79.03,77.76,78.43,1102800,39.22
"2012-12-11",78.44,81.16,78.44,79.77,2226200,39.88
"2012-12-12",79.87,80.28,78.94,79.16,1277600,39.58
"2012-12-13",79.44,80.1,78.14,78.44,1284200,39.22
"2012-12-14",78.2,78.29,77.09,77.24,1561000,38.62
"2012-12-17",77.65,78.2,76.84,78.09,1533800,39.04
"2012-12-18",78.25,80.14,77.58,79.98,2345600,39.99
"2012-12-19",79.74,80.35,78.92,79.33,1382400,39.67
"2012-12-20",79.52,80.37,79.04,80.18,1285400,40.09
"2012-12-21",79.19,79.21,77.7,78.28,2792000,39.14
"2012-12-24",78.08,78.52,77.49,78.52,442400,39.26
"2012-12-26",78.5,78.95,76.89,77.19,716000,38.6
"2012-12-27",76.94,77.68,75.26,76.71,1378800,38.35
"2012-12-28",76.34,77.1,75.64,76.08,843200,38.04
"2012-12-31",75.54,77.67,75.35,77.51,1339200,38.76
"2013-01-02",78.79,80.45,78.79,80.45,1906800,40.22
"2013-01-03",80.45,80.78,79.76,80.21,1397000,40.1
"2013-01-04",80.67,81.44,80.04,81.07,1326400,40.53
"2013-01-07",81,83.1,81,83.02,2008800,41.51
"2013-01-08",82.71,83.57,81.77,81.93,1284200,40.97
"2013-01-09",82.26,82.54,80.72,81.3,1482600,40.65
"2013-01-10",81.39,82.41,81.38,82.21,1894400,41.1
"2013-01-11",82.39,82.56,81.14,81.62,1559600,40.81
"2013-01-14",81.63,82.25,81.42,82.16,1121400,41.08
"2013-01-15",81.59,81.71,78.8,80.7,2347200,40.35
"2013-01-16",80.48,80.52,78.71,79.06,3043800,39.53
"2013-01-17",79.56,80.25,78.92,79.95,2306400,39.97
"2013-01-18",79.7,81.24,79.15,81.19,1870800,40.6
"2013-01-22",80.99,83,80.75,83,1949000,41.5
"2013-01-23",82.97,83,82.3,82.66,1559600,41.33
"2013-01-24",82.9,83.83,82.56,83.06,1673400,41.53
"2013-01-25",83.33,83.88,82.85,83.38,1793600,41.69
"2013-01-28",83.79,83.9,83.01,83.13,1382600,41.56
"2013-01-29",83.1,84.49,82.57,84.38,1892200,42.19
"2013-01-30",84.5,84.59,82.18,82.47,1869600,41.24
"2013-01-31",82.61,83.21,82.11,82.55,1459000,41.28
"2013-02-01",83.06,85.35,82.91,84.12,2253200,42.06
"2013-02-04",83.61,83.82,82.38,83.09,1719200,41.54
"2013-02-05",83.21,84.91,82.82,83.6,2446600,41.8
"2013-02-06",87.66,87.7,84.5,85.46,3723800,42.73
"2013-02-07",85.25,86.74,85.25,86.56,3743200,43.28
"2013-02-08",86.8,88.33,86.58,88.1,2177600,44.05
"2013-02-11",88.1,88.1,86.53,87.5,1109800,43.75
"2013-02-12",87.58,88.06,86.92,87.55,1260800,43.78
"2013-02-13",87.64,88.35,87.17,87.62,1495400,43.81
"2013-02-14",87.1,88.29,87.07,87.9,1317400,43.95
"2013-02-15",87.68,88.72,87.67,87.93,1692000,43.97
"2013-02-19",88.06,88.92,87.92,88.41,1140600,44.21
"2013-02-20",88.35,88.68,87.03,87.12,1435800,43.56
"2013-02-21",86.79,87,85,86.16,2200800,43.08
"2013-02-22",86.65,87.59,86.25,87.56,1194200,43.78
"2013-02-25",88.09,88.58,85.38,85.38,1400800,42.69
"2013-02-26",85.59,87.47,85.59,87.18,1788000,43.59
"2013-02-27",87.15,88.18,86.58,87.7,1350000,43.85
"2013-02-28",87.74,88.5,87.45,87.46,1465200,43.73
"2013-03-01",87.68,89.39,87.04,89.23,2139400,44.62
"2013-03-04",89.03,89.61,88.27,89.6,1410800,44.8
"2013-03-05",90,92.32,89.81,92.28,2632800,46.14
"2013-03-06",92.64,92.96,90.73,90.91,1982400,45.46
"2013-03-07",91.04,92.29,91.02,91.51,1472200,45.76
"2013-03-08",92,92.62,91.4,92.29,1380800,46.15
"2013-03-11",91.89,93.45,91.78,92.78,1317400,46.39
"2013-03-12",92.69,93.11,92.14,93.07,1380600,46.53
"2013-03-13",93.3,93.4,92.6,92.91,2167400,46.46
"2013-03-14",92.9,93.23,92.62,93,1766800,46.5
"2013-03-15",92.75,93.32,92.64,92.78,3258400,46.39
"2013-03-18",92.07,92.07,90.97,91.12,1347000,45.56
"2013-03-19",91.25,91.67,89.83,90.76,1305200,45.38
"2013-03-20",91.47,91.6,90.83,91.39,932200,45.69
"2013-03-21",90.77,91.04,89.94,90.57,1189800,45.28
"2013-03-22",90.74,93.48,90.47,93.09,1679200,46.54
"2013-03-25",92.93,93.79,91.99,92.52,1630000,46.26
"2013-03-26",92.91,93.93,92.65,93.22,1399000,46.61
"2013-03-27",92.7,92.88,91.95,92.68,880200,46.34
"2013-03-28",92.78,94.92,92.39,94.74,1848200,47.37
"2013-04-01",94.97,94.97,93.14,94.23,1612400,47.12
"2013-04-02",94.44,95.13,94.39,94.82,1285000,47.41
"2013-04-03",94.69,94.77,92.7,92.84,1516000,46.42
"2013-04-04",92.8,93.04,91.99,92.17,1226600,46.08
"2013-04-05",91.35,92.55,91.25,92.13,1358600,46.06
"2013-04-08",92.05,93.43,91.43,93.42,1274800,46.71
"2013-04-09",93.37,93.77,91.88,93.13,817400,46.56
"2013-04-10",93.63,95.28,93.18,95.27,1546400,47.63
"2013-04-11",95.26,96.24,95.03,95.54,1636400,47.77
"2013-04-12",95.94,95.94,94.45,94.68,1794800,47.34
"2013-04-15",94.5,94.59,91.53,91.56,1781600,45.78
"2013-04-16",92.06,94.54,91.87,94.03,1669000,47.01
"2013-04-17",93.29,93.38,91.38,92.33,1427000,46.17
"2013-04-18",92.71,92.98,90.77,91.2,1160600,45.6
"2013-04-19",90.81,92.64,90.54,91.8,1540200,45.9
"2013-04-22",91.69,92.27,90.84,91.54,1133000,45.77
"2013-04-23",92.19,93.01,91.41,92.93,1586600,46.47
"2013-04-24",93.14,93.57,92.06,92.14,1347200,46.07
"2013-04-25",92.53,92.72,90.8,91.66,2991000,45.83
"2013-04-26",95,97.52,94.37,95.88,3977800,47.94
"2013-04-29",94.37,95.53,94.11,94.79,1734800,47.4
"2013-04-30",94.19,96.89,94.19,96.77,2416400,48.38
"2013-05-01",96.05,96.97,95.09,95.67,1530600,47.83
"2013-05-02",95.67,97.27,95.5,96.84,1550600,48.42
"2013-05-03",97.77,98.22,96.39,96.67,2005000,48.33
"2013-05-06",96.32,96.7,95.18,95.59,1210200,47.79
"2013-05-07",95.87,95.99,94.65,94.96,1517800,47.48
"2013-05-08",94.46,95.08,93.94,94.21,1511800,47.1
"2013-05-09",94.48,94.48,93.49,94.05,1294400,47.03
"2013-05-10",94.51,95.08,93.77,95.08,1175000,47.54
"2013-05-13",94.6,95.47,94.36,95.05,1162600,47.53
"2013-05-14",95.07,95.88,94.85,95.69,1232000,47.85
"2013-05-15",95.59,96.95,95.12,96.92,1122400,48.46
"2013-05-16",96.34,96.88,95.71,96.38,1119000,48.19
"2013-05-17",96.9,98.88,96.77,98.83,2103600,49.42
"2013-05-20",98.44,98.79,96.59,97.02,1130600,48.51
"2013-05-21",97.26,98.46,96.79,97.63,1010800,48.81
"2013-05-22",97.73,98.54,95.55,96.25,1433600,48.12
"2013-05-23",95.79,97.1,95.03,96.41,1189000,48.21
"2013-05-24",95.49,96.64,94.26,96.09,967600,48.04
"2013-05-28",97.21,97.41,95.01,95.45,1201200,47.72
"2013-05-29",95.38,97.76,95,97.15,2347200,48.58
"2013-05-30",97.68,98.53,97.01,97.92,1291800,48.96
"2013-05-31",97.24,98.89,97.11,98.16,2397400,49.08
"2013-06-03",98.38,99.28,97.34,98.86,1918000,49.43
"2013-06-04",99.31,99.61,98.37,99.04,2044800,49.52
"2013-06-05",98.85,99.08,96.55,96.78,2117200,48.39
"2013-06-06",96.98,99.31,96.7,99.26,2151600,49.63
"2013-06-07",99.19,100,98.36,99.35,1727800,49.67
"2013-06-10",99.19,99.48,98.4,98.45,1424600,49.22
"2013-06-11",97.78,99.16,97.26,98.14,995400,49.07
"2013-06-12",98.74,99.2,96.82,97.1,958600,48.55
"2013-06-13",97.24,98.99,96.41,98.9,834000,49.45
"2013-06-14",98.52,99.04,97.85,98.22,1294000,49.11
"2013-06-17",98.82,99.26,97.86,98.22,1310000,49.11
"2013-06-18",98.08,99.19,98.08,99.01,833400,49.51
"2013-06-19",99.08,99.21,96.87,97.12,918800,48.56
"2013-06-20",96.46,96.77,94.05,94.53,2033800,47.26
"2013-06-21",94.94,95.81,94.1,94.59,3594000,47.29
"2013-06-24",94.1,95.53,93.02,94.64,1936800,47.32
"2013-06-25",95.47,95.97,94.17,94.95,1218200,47.47
"2013-06-26",96.1,96.55,95.21,96.36,1091600,48.18
"2013-06-27",97.18,97.66,96.28,96.79,946600,48.4
"2013-06-28",96.24,97.3,96,96.09,2979200,48.04
"2013-07-01",48.5,49.29,48.05,48.75,1553100,48.75
"2013-07-02",48.85,48.92,48.31,48.62,1464600,48.62
"2013-07-03",48.37,48.86,48.25,48.56,851500,48.56
"2013-07-05",49.46,49.87,49.13,49.84,866600,49.84
"2013-07-08",49.99,50.1,48.9,48.93,1271700,48.93
"2013-07-09",49.02,49.09,47.35,47.53,2414300,47.53
"2013-07-10",48,48.11,47.34,47.59,1638400,47.59
"2013-07-11",48,49.27,48,49.1,1958200,49.1
"2013-07-12",49.31,49.76,48.95,49.56,2177300,49.56
"2013-07-15",49.52,49.94,49.02,49.54,1133700,49.54
"2013-07-16",49.37,49.83,49.02,49.39,1463300,49.39
"2013-07-17",49.73,49.92,49.43,49.66,889400,49.66
"2013-07-18",49.67,49.98,49.36,49.67,881500,49.67
"2013-07-19",49.73,50.41,49.3,49.79,1594200,49.79
"2013-07-22",50.42,50.54,49.96,50.54,1404200,50.54
"2013-07-23",50.45,50.73,49.9,49.92,1157500,49.92
"2013-07-24",49.91,50.85,49.34,49.39,1515200,49.39
"2013-07-25",49.26,49.78,48.92,49.63,2064500,49.63
"2013-07-26",49,49.74,47.93,48.66,3119900,48.66
"2013-07-29",48.44,48.77,47.94,48.29,1974300,48.29
"2013-07-30",48.49,49.62,48.38,49.28,2579600,49.28
"2013-07-31",49.45,49.79,48.93,49,1774900,49
"2013-08-01",49.3,49.97,49.23,49.86,1574000,49.86
"2013-08-02",50,50.42,49.82,50.07,1592700,50.07
"2013-08-05",49.99,50.04,49.39,49.72,1152800,49.72
"2013-08-06",49.66,49.8,49.19,49.32,1161300,49.32
"2013-08-07",49.2,49.42,48.59,48.65,1213800,48.65
"2013-08-08",49,49.04,48.48,48.63,954000,48.63
"2013-08-09",48.51,48.98,48.31,48.74,759500,48.74
"2013-08-12",48.5,49.49,48.31,48.93,802700,48.93
"2013-08-13",48.87,49.11,48.14,48.99,1068500,48.99
"2013-08-14",49,49.19,48.7,48.71,1272900,48.71
"2013-08-15",48.38,48.38,46.98,47.04,1991600,47.04
"2013-08-16",46.89,47.58,46.31,47.38,1887800,47.38
"2013-08-19",46.99,48.26,46.9,47.49,1353800,47.49
"2013-08-20",47.76,48.32,47.54,47.63,894200,47.63
"2013-08-21",47.63,47.82,46.91,47.03,1080200,47.03
"2013-08-22",47.06,47.82,47.03,47.63,633700,47.63
"2013-08-23",47.65,47.7,46.86,47.44,1386600,47.44
"2013-08-26",47.45,47.9,47.25,47.47,1022600,47.47
"2013-08-27",47,47.3,46.56,46.65,1235500,46.65
"2013-08-28",46.83,46.83,46.3,46.34,987800,46.34
"2013-08-29",46.15,47.24,46.07,46.66,762800,46.66
"2013-08-30",46.64,46.64,45.86,46.06,1168400,46.06
"2013-09-03",47.15,47.81,46.73,46.91,1962300,46.91
"2013-09-04",46.89,47.35,46.39,47.3,1542100,47.3
"2013-09-05",47.12,47.3,46.58,46.61,1228400,46.61
"2013-09-06",46.86,47.07,45.81,46.7,1036000,46.7
"2013-09-09",46.76,47.49,46.76,47.38,928300,47.38
"2013-09-10",47.65,48.4,47.55,48.14,1469300,48.14
"2013-09-11",48.13,48.84,48.12,48.53,1200400,48.53
"2013-09-12",48.39,49,48.33,48.59,1907300,48.59
"2013-09-13",48.73,49.05,48.53,48.98,1325600,48.98
"2013-09-16",49.5,49.98,49.38,49.66,1801300,49.66
"2013-09-17",49.81,49.85,49.31,49.48,895600,49.48
"2013-09-18",49.46,49.61,48.81,49.57,1208200,49.57
"2013-09-19",49.69,49.99,49.31,49.87,780000,49.87
"2013-09-20",49.9,50.25,49.7,49.82,2221600,49.82
"2013-09-23",49.53,49.73,48.88,49.26,1266800,49.26
"2013-09-24",49.34,49.49,48.81,48.89,1055000,48.89
"2013-09-25",49.01,49.11,48.61,48.99,1120300,48.99
"2013-09-26",49.02,49.37,48.58,48.73,1258500,48.73
"2013-09-27",48.55,55.07,48.5,52.61,6853200,52.61
"2013-09-30",52,52.98,51.37,52.55,2855200,52.55
"2013-10-01",52.52,53.99,52.35,53.97,2188000,53.97
"2013-10-02",53.55,53.94,53,53.78,1424700,53.78
"2013-10-03",53.53,53.71,52.5,53.57,1723300,53.57
"2013-10-04",53.66,54.82,53.53,54.71,1953600,54.71
"2013-10-07",54.32,54.65,53.96,54.19,1162800,54.19
"2013-10-08",54.29,54.71,52.98,53.17,1434500,53.17
"2013-10-09",53.18,53.49,52.55,52.7,1517800,52.7
"2013-10-10",53.05,54.6,52.97,54.51,1442900,54.51
