"","CERN.Open","CERN.High","CERN.Low","CERN.Close","CERN.Volume","CERN.Adjusted"
"2007-12-07",59.05,59.79,58.68,59.35,1797200,14.84
"2007-12-10",59.39,59.74,59.04,59.5,1841200,14.88
"2007-12-11",59.5,59.62,58.11,58.17,1596800,14.54
"2007-12-12",58.04,58.98,56.67,57.38,3283200,14.35
"2007-12-13",56.9,57.95,56.8,57.85,1001600,14.46
"2007-12-14",57.57,58.04,56.83,57.06,1786000,14.27
"2007-12-17",56.68,56.92,55.65,55.71,1508000,13.93
"2007-12-18",56.27,57.55,55.37,57.33,2599600,14.33
"2007-12-19",57.55,58.12,56.67,56.96,1027600,14.24
"2007-12-20",57.18,57.34,56.54,57.19,1361200,14.3
"2007-12-21",58.69,58.69,56.7,57.33,2240800,14.33
"2007-12-24",57.39,58,57.04,57.59,744000,14.4
"2007-12-26",56.98,57.97,56.94,57.86,623600,14.47
"2007-12-27",57.89,57.97,56.73,56.83,604400,14.21
"2007-12-28",57.5,57.81,56.89,57.58,1251200,14.4
"2007-12-31",57.25,57.58,56.3,56.4,1189200,14.1
"2008-01-02",56.06,57.19,55.94,56.72,1616400,14.18
"2008-01-03",56.21,56.92,55.98,56.21,1323200,14.05
"2008-01-04",55.98,56.48,55.66,55.71,2238000,13.93
"2008-01-07",55.74,57.58,55.67,57.14,2330400,14.28
"2008-01-08",57.22,58.22,56.24,57.4,2555600,14.35
"2008-01-09",57.05,58.42,56.75,58.16,2226000,14.54
"2008-01-10",57.97,59.81,57.72,59.59,2001600,14.9
"2008-01-11",58.69,59.06,57.38,57.71,2153600,14.43
"2008-01-14",58.06,58.29,57.16,57.44,1570000,14.36
"2008-01-15",56.03,56.18,52.28,52.8,11202800,13.2
"2008-01-16",52.19,52.86,51.08,51.65,5459200,12.91
"2008-01-17",51.97,52.76,51.72,51.95,3705600,12.99
"2008-01-18",54.21,54.9,52.35,52.71,4272400,13.18
"2008-01-22",50.61,52.21,50.37,51.6,3150800,12.9
"2008-01-23",51.86,54.53,51.06,53.95,6834800,13.49
"2008-01-24",54.49,54.77,52.82,53.37,2704400,13.34
"2008-01-25",52.47,53.5,52.13,52.33,2116800,13.08
"2008-01-28",52.01,53.05,51.34,53,3127600,13.25
"2008-01-29",53.1,53.1,52.09,52.71,2624400,13.18
"2008-01-30",52.83,53.32,51.92,52.52,3618000,13.13
"2008-01-31",51.95,52.96,51.42,52.4,4986800,13.1
"2008-02-01",49.61,49.86,46.75,47.03,18260400,11.76
"2008-02-04",46.31,49.37,45.97,48.73,7322800,12.18
"2008-02-05",47.62,48.35,47.62,47.88,3801600,11.97
"2008-02-06",48.1,48.23,46.93,46.93,4400800,11.73
"2008-02-07",47.02,48.09,46.57,47.7,4398400,11.93
"2008-02-08",47.69,48.36,46.85,47.87,2135200,11.97
"2008-02-11",47.82,48.13,47.4,47.61,2547600,11.9
"2008-02-12",47.69,49.09,47.54,48.38,2464800,12.1
"2008-02-13",48.96,49.05,47.27,47.73,4217200,11.93
"2008-02-14",47.99,48.85,46.78,47.12,3521600,11.78
"2008-02-15",46.86,47.16,46.12,47.05,1799600,11.76
"2008-02-19",47.3,47.48,46,46.07,1578400,11.52
"2008-02-20",45.76,46.61,45.26,46.61,2654800,11.65
"2008-02-21",46.6,47.39,46.27,46.73,1924400,11.68
"2008-02-22",46.73,46.78,44.57,45.94,4050400,11.48
"2008-02-25",45.81,47.15,45.81,46.76,3248800,11.69
"2008-02-26",46.23,46.98,44.57,44.81,6156000,11.2
"2008-02-27",43.93,45.2,43.81,44.53,10710000,11.13
"2008-02-28",43.91,44.8,43.72,44.47,5812000,11.12
"2008-02-29",44.13,44.41,43.29,43.45,3246400,10.86
"2008-03-03",43.54,44.47,43.07,44.13,6400000,11.03
"2008-03-04",43.72,44.27,42.84,43.15,4145600,10.79
"2008-03-05",43.2,45.11,43.18,44.25,2904400,11.06
"2008-03-06",44.1,44.28,43,43.07,3530000,10.77
"2008-03-07",42.72,42.91,41.98,42,3166400,10.5
"2008-03-10",41.92,41.98,40.85,41.11,3482800,10.28
"2008-03-11",42,42.25,40.77,41.67,3587600,10.42
"2008-03-12",41.5,42.59,41.42,42.19,2550800,10.55
"2008-03-13",41.76,42.08,40.92,41.31,3530400,10.33
"2008-03-14",41.73,42.02,40.17,40.22,3854800,10.06
"2008-03-17",39.87,40.16,38.42,38.86,4807600,9.72
"2008-03-18",39.08,40.01,38.84,39.4,4203600,9.85
"2008-03-19",39.44,40.51,39.44,39.83,7052000,9.96
"2008-03-20",39.63,39.94,38.48,38.54,5307600,9.64
"2008-03-24",38.55,40.28,38.44,40,3624000,10
"2008-03-25",39.91,40.41,39.64,40.29,2600800,10.07
"2008-03-26",40.2,40.2,39.37,39.52,2619200,9.88
"2008-03-27",39.54,39.83,38.54,38.63,2956800,9.66
"2008-03-28",38.84,39.2,38.28,38.4,1868800,9.6
"2008-03-31",38.51,38.6,37.1,37.28,5736400,9.32
"2008-04-01",37.22,37.55,37.1,37.31,5506400,9.33
"2008-04-02",37.1,38.14,36.6,37.57,4964800,9.39
"2008-04-03",37.56,39,37.56,38.4,4002800,9.6
"2008-04-04",38.4,38.68,37.83,38.4,3776400,9.6
"2008-04-07",38.4,40.48,37.92,39.19,6210400,9.8
"2008-04-08",39.43,41.41,39.4,40.68,6305600,10.17
"2008-04-09",40.71,41.3,39.9,39.95,3380400,9.99
"2008-04-10",39.82,39.91,39.09,39.3,3376000,9.82
"2008-04-11",38.26,38.74,37.21,38.05,8246400,9.51
"2008-04-14",37.97,38.76,37.97,38.63,2742000,9.66
"2008-04-15",38.76,38.98,38.1,38.5,4150800,9.62
"2008-04-16",38.73,38.85,38.31,38.7,4046400,9.68
"2008-04-17",38.53,40.24,38.3,40,4119200,10
"2008-04-18",40.34,41.16,40.16,41.04,5244000,10.26
"2008-04-21",41.12,41.86,40.47,41.64,4204400,10.41
"2008-04-22",40.96,40.96,38.79,39.52,13234400,9.88
"2008-04-23",45.2,47.09,44.02,46.5,17989600,11.62
"2008-04-24",46.5,46.76,45.08,46.49,6855200,11.62
"2008-04-25",46.71,46.76,45.75,46.32,3972800,11.58
"2008-04-28",46.25,46.7,45.71,46,2835200,11.5
"2008-04-29",45.84,46.94,45.73,46.78,2751200,11.69
"2008-04-30",46.94,47.5,46.03,46.27,1713200,11.57
"2008-05-01",46.11,47.36,46,46.6,2577600,11.65
"2008-05-02",46.9,47.36,46.52,47.19,3000400,11.8
"2008-05-05",47.04,47.42,46.6,47.05,2366000,11.76
"2008-05-06",46.69,47.4,46.33,47.04,2408800,11.76
"2008-05-07",46.64,47.34,46.54,46.61,1894800,11.65
"2008-05-08",46.96,47.45,46.4,46.8,2065600,11.7
"2008-05-09",46.41,46.48,45.91,46.25,1878400,11.56
"2008-05-12",46.18,46.49,45.67,46.43,3416800,11.61
"2008-05-13",46.36,46.9,46.14,46.37,1527600,11.59
"2008-05-14",46.58,47.11,46.29,46.43,1778400,11.61
"2008-05-15",46.52,48.04,46.1,48.03,2824400,12.01
"2008-05-16",48.1,48.63,47.18,47.84,2754400,11.96
"2008-05-19",47.76,48.16,47.45,47.56,1330000,11.89
"2008-05-20",47.37,47.58,46.35,46.89,2132400,11.72
"2008-05-21",46.97,47.63,45.99,46.08,3662000,11.52
"2008-05-22",46.08,46.66,45.91,46.25,3386000,11.56
"2008-05-23",46.01,46.59,45.65,45.91,2691200,11.48
"2008-05-27",46.06,47.24,46.06,46.59,2347200,11.65
"2008-05-28",46.57,47.32,46.57,47.04,1462800,11.76
"2008-05-29",44.56,47.04,44.24,45.76,6118000,11.44
"2008-05-30",45.74,45.74,44.81,45.37,3128800,11.34
"2008-06-02",45.4,45.7,44.81,45.34,2128000,11.34
"2008-06-03",45.55,45.74,45.06,45.68,3398800,11.42
"2008-06-04",45.43,46.25,45.24,46.01,1806800,11.5
"2008-06-05",46.27,48.26,46.27,48.17,4590800,12.04
"2008-06-06",47.71,48.33,47.09,47.3,3002400,11.82
"2008-06-09",47.5,47.5,46.57,47.14,2288400,11.78
"2008-06-10",46.9,47.08,46.04,46.59,2066400,11.65
"2008-06-11",46.47,46.47,45.12,45.33,2978400,11.33
"2008-06-12",45.66,47.35,45.51,47.01,3632000,11.75
"2008-06-13",47.16,48.06,46.53,48,3048000,12
"2008-06-16",47.67,48.15,47.21,48.04,1661600,12.01
"2008-06-17",47.97,48.31,47.89,48.1,1082800,12.02
"2008-06-18",48.05,48.39,47.4,48.03,2303600,12.01
"2008-06-19",48.11,48.74,47.77,48.15,2488800,12.04
"2008-06-20",47.98,48.15,47.2,48,3566400,12
"2008-06-23",48.31,48.41,47.68,47.89,2280000,11.97
"2008-06-24",47.48,48,46.82,47.5,3280400,11.88
"2008-06-25",47.56,48.02,46.87,48,2450400,12
"2008-06-26",47.56,47.56,46.12,46.19,2163600,11.55
"2008-06-27",46.16,46.46,45.55,45.7,2366400,11.43
"2008-06-30",45.57,45.61,45.01,45.18,2360000,11.3
"2008-07-01",45,45.56,44.77,45.43,2594000,11.36
"2008-07-02",45.32,45.58,44.76,45.01,2213600,11.25
"2008-07-03",45.07,45.28,44.14,44.22,1392000,11.06
"2008-07-07",44.11,44.43,43.04,43.21,5291600,10.8
"2008-07-08",42.5,43.87,42.5,43.83,4452800,10.96
"2008-07-09",43.92,44.29,43.2,43.3,1498400,10.82
"2008-07-10",43.25,44.17,42.98,43.59,2204000,10.9
"2008-07-11",43.34,45,43.18,44.46,2420800,11.11
"2008-07-14",44.74,44.84,43.4,44.01,5458400,11
"2008-07-15",43.44,44.05,42.9,43.64,2387200,10.91
"2008-07-16",43.69,44.81,43.62,44.61,3823600,11.15
"2008-07-17",44.95,45.8,44.88,45.3,3022800,11.32
"2008-07-18",45.03,45.72,45.03,45.23,1592800,11.31
"2008-07-21",45.46,46.2,45.25,46.19,2971200,11.55
"2008-07-22",45.35,46.3,45.07,46.06,3791600,11.52
"2008-07-23",44.85,48.14,42.8,47.99,12967200,12
"2008-07-24",47.82,47.96,46.2,46.34,5727200,11.59
"2008-07-25",46.93,46.93,45.22,45.84,3909600,11.46
"2008-07-28",45.67,46.11,45.05,45.14,3495200,11.28
"2008-07-29",45.38,45.55,44.97,45.38,3159200,11.35
"2008-07-30",45.6,45.87,44.81,45.45,2648000,11.36
"2008-07-31",45.3,46.06,44.56,44.66,3446000,11.16
"2008-08-01",44.84,44.84,43.63,44.31,2023200,11.08
"2008-08-04",44.4,45.26,43.82,45.1,1950400,11.27
"2008-08-05",45.29,45.98,44.81,45.01,3643200,11.25
"2008-08-06",44.75,45.1,44.27,44.5,3369600,11.12
"2008-08-07",44.42,44.87,44.2,44.46,2292000,11.11
"2008-08-08",44.57,47.26,44.57,47.1,3463600,11.77
"2008-08-11",46.56,47.76,46.26,47.28,1540000,11.82
"2008-08-12",47.72,47.92,46.51,46.86,1443200,11.72
"2008-08-13",46.72,47.1,46.42,46.85,2288000,11.71
"2008-08-14",45.82,48.1,45.82,47.7,2563600,11.93
"2008-08-15",47.94,48.19,47.45,48.05,2314400,12.01
"2008-08-18",48.11,48.12,47.32,47.58,2170800,11.9
"2008-08-19",47.53,48,46.51,47.07,1660400,11.77
"2008-08-20",47.44,47.85,46.47,47.01,2181600,11.75
"2008-08-21",46.64,47.22,46.24,46.94,1136800,11.73
"2008-08-22",47,47.65,46.05,47.28,1433600,11.82
"2008-08-25",47.02,47.05,46.17,46.32,1094000,11.58
"2008-08-26",46.2,47.17,46.2,46.85,1621600,11.71
"2008-08-27",46.58,47.47,46.2,46.83,2031200,11.71
"2008-08-28",46.86,47.17,46.82,47.01,2116800,11.75
"2008-08-29",46.7,46.99,46.02,46.05,1521200,11.51
"2008-09-02",46.56,47.21,45.91,45.92,2335200,11.48
"2008-09-03",45.93,46.73,45.81,46.07,1950400,11.52
"2008-09-04",45.78,46.74,45.28,46.37,3439200,11.59
"2008-09-05",46.05,46.69,45.86,46.42,2378800,11.6
"2008-09-08",46.51,47.65,46.51,46.96,4930400,11.74
"2008-09-09",46.75,47.27,46.07,46.17,1986800,11.54
"2008-09-10",46.92,47.4,46.44,46.99,4083600,11.75
"2008-09-11",46.54,47.12,46.28,47.04,1808400,11.76
"2008-09-12",46.8,47.19,46.24,46.67,2502800,11.67
"2008-09-15",45.2,46.32,45.01,45.61,2484000,11.4
"2008-09-16",45.26,46.49,44.14,46.27,2429600,11.57
"2008-09-17",44.39,47.05,44.39,46.32,3674800,11.58
"2008-09-18",47.7,48.15,46.8,47.63,4421200,11.91
"2008-09-19",49.22,50,48.67,49.34,4235200,12.34
"2008-09-22",49.17,49.49,47.9,47.9,2585600,11.98
"2008-09-23",47.81,48.79,46.61,48.12,1882400,12.03
"2008-09-24",48.36,49,47.14,47.32,1910400,11.83
"2008-09-25",47.41,48,46.6,47.59,2137200,11.9
"2008-09-26",47.7,47.86,46.37,47.32,4098000,11.83
"2008-09-29",46.69,47.81,43.21,45.08,4583600,11.27
"2008-09-30",45.05,45.08,43.69,44.64,4533200,11.16
"2008-10-01",44.57,45.03,43.49,44.5,3836800,11.12
"2008-10-02",44.05,44.41,42.21,42.31,3334800,10.58
"2008-10-03",42.66,42.83,40.26,40.47,4004400,10.12
"2008-10-06",40.22,40.44,37.4,39.52,6267200,9.88
"2008-10-07",39.91,40.11,38.93,39.21,4193200,9.8
"2008-10-08",38.13,39.82,37.14,37.68,12025600,9.42
"2008-10-09",38.21,38.6,33.59,33.75,6731200,8.44
"2008-10-10",32.44,35.71,31.6,34.98,10540400,8.74
"2008-10-13",36.07,36.84,35.07,36.34,5161200,9.09
"2008-10-14",37.34,38.43,34.72,35.26,3652400,8.81
"2008-10-15",34.94,34.97,33.18,33.33,3715600,8.33
"2008-10-16",33.3,34.43,31.41,34.06,5046000,8.52
"2008-10-17",33.6,39.21,32.47,34.54,5315600,8.64
"2008-10-20",34.93,36.18,34.59,36.14,3854800,9.03
"2008-10-21",35,36.98,34.9,35.02,4218400,8.76
"2008-10-22",39.07,39.26,36.15,36.71,9040800,9.18
"2008-10-23",36.83,37.98,32,32.99,12149600,8.25
"2008-10-24",31.85,34.06,31.05,33.63,8183600,8.41
"2008-10-27",33.02,34.88,32.22,34.21,5889200,8.55
"2008-10-28",34.96,36.36,34.45,36.29,4873200,9.07
"2008-10-29",36.62,36.62,33.96,34.17,7749200,8.54
"2008-10-30",34.72,35.62,34.62,35.29,4423600,8.82
"2008-10-31",35.16,37.54,35.05,37.23,3795600,9.31
"2008-11-03",37.46,37.53,36.02,37.25,1972800,9.31
"2008-11-04",37.63,39.22,37.08,39.17,2498800,9.79
"2008-11-05",39.03,39.93,38.24,39.18,3608000,9.8
"2008-11-06",39.11,39.26,37.21,38.11,3563600,9.53
"2008-11-07",38.3,39.74,37.24,38.18,3416800,9.55
"2008-11-10",38.61,40,38.61,39.13,3530000,9.78
"2008-11-11",38.82,40.55,38.12,39.95,4130400,9.99
"2008-11-12",39.61,39.93,36.9,36.98,3818400,9.24
"2008-11-13",37.07,39.57,35.92,39.57,4419600,9.89
"2008-11-14",39.1,39.3,36.03,36.19,6746800,9.05
"2008-11-17",36,36.98,36,36.03,3507600,9.01
"2008-11-18",36.5,37.27,35.2,36.32,3100400,9.08
"2008-11-19",35.68,37.09,33.82,33.82,4432800,8.45
"2008-11-20",33.52,33.86,31.51,31.58,6758800,7.89
"2008-11-21",31.96,32.74,30.37,32.08,5674400,8.02
"2008-11-24",32.59,34.9,32.59,34.49,3806000,8.62
"2008-11-25",34.99,35.47,34.1,35.25,3194800,8.81
"2008-11-26",34.52,36.61,34.28,36.46,2411600,9.11
"2008-11-28",36.19,36.25,35.05,35.98,1116400,8.99
"2008-12-01",34.28,34.42,32.68,32.73,3555200,8.18
"2008-12-02",33.17,33.44,32.09,33.39,4091200,8.35
"2008-12-03",33.52,34.54,32.93,34.41,4508800,8.6
"2008-12-04",33.94,35,33.36,33.96,4142800,8.49
"2008-12-05",33.47,35.09,33.02,34.88,4045600,8.72
"2008-12-08",35.95,39.37,35.95,39.13,7260400,9.78
"2008-12-09",38.13,38.91,37.33,37.46,7304000,9.36
"2008-12-10",37.69,38.22,36.84,38.06,3791200,9.52
"2008-12-11",37.6,39.07,37.57,37.92,3557200,9.48
"2008-12-12",37.74,38.99,37.74,38.66,3976400,9.66
"2008-12-15",37.42,38.7,37.14,38.44,4160800,9.61
"2008-12-16",38.74,39.41,38.31,39.39,4956400,9.85
"2008-12-17",39.14,39.5,38.65,38.84,6158400,9.71
"2008-12-18",39.13,39.5,37.84,38.2,5715200,9.55
"2008-12-19",38.33,39.4,37.87,38,4731200,9.5
"2008-12-22",38.44,38.59,37.3,37.65,8548400,9.41
"2008-12-23",37.94,38.16,37.52,37.78,4878000,9.44
"2008-12-24",37.75,39.1,37.72,38.56,1594000,9.64
"2008-12-26",38.76,38.76,38.11,38.54,1078000,9.64
"2008-12-29",38.54,38.83,37.84,38.2,3356400,9.55
"2008-12-30",38.28,38.74,38.01,38.25,3805600,9.56
"2008-12-31",38.54,39.28,38.27,38.45,5923600,9.61
"2009-01-02",38.58,39.4,38,39.18,3018000,9.8
"2009-01-05",39.45,40.6,39.06,39.34,3977600,9.84
"2009-01-06",38.04,38.42,37,37.57,8879600,9.39
"2009-01-07",37.44,37.72,37.08,37.37,4364000,9.34
"2009-01-08",36.5,36.5,34.54,35.01,10915200,8.75
"2009-01-09",35.53,36.79,34.68,36.12,5949600,9.03
"2009-01-12",36.78,38.84,35.99,38.4,8179200,9.6
"2009-01-13",38.19,39.67,37.66,39.14,10884000,9.78
"2009-01-14",37.76,38.82,37.66,38.4,7411600,9.6
"2009-01-15",38.2,39.73,37.44,39.36,5172000,9.84
"2009-01-16",39.99,41.26,39.5,40.1,4280000,10.02
"2009-01-20",40.47,41.37,39.24,39.37,5185200,9.84
"2009-01-21",39.5,39.5,37.73,38.84,5407600,9.71
"2009-01-22",35.25,36.99,34.95,36.76,16184400,9.19
"2009-01-23",36.3,36.42,35.15,35.38,8324000,8.85
"2009-01-26",35.36,35.98,35.04,35.46,4445200,8.86
"2009-01-27",36.01,36.77,35.44,35.62,7003200,8.9
"2009-01-28",35.84,36.61,35.1,35.44,6258000,8.86
"2009-01-29",35.34,35.97,34.32,34.49,4946000,8.62
"2009-01-30",35.05,35.16,33.39,33.72,4390800,8.43
"2009-02-02",33.49,34.66,33.38,34.5,4935200,8.62
"2009-02-03",34.44,35.71,33.99,35.62,3244800,8.9
"2009-02-04",35.53,36,34,34.15,5051600,8.54
"2009-02-05",34.14,35.69,33.65,34.17,9250000,8.54
"2009-02-06",35.05,36.01,34.68,35.88,5636000,8.97
"2009-02-09",36.46,36.98,35.88,36.62,5802400,9.15
"2009-02-10",36.62,37.59,35.84,36.13,6664000,9.03
"2009-02-11",37.7,37.7,35.09,35.42,12880800,8.85
"2009-02-12",35.06,38.41,35,38.29,10718400,9.57
"2009-02-13",38.18,38.99,37.77,38.64,5623200,9.66
"2009-02-17",37.81,38.97,37.55,38.37,4480800,9.59
"2009-02-18",38.43,39.29,37.25,37.63,5380000,9.41
"2009-02-19",37.79,38.03,37.45,37.82,3383600,9.45
"2009-02-20",37.44,38.1,36.98,37.94,4592000,9.48
"2009-02-23",38.5,38.5,36.43,37.32,6217600,9.33
"2009-02-24",37.32,38.49,37.25,38.3,3287600,9.57
"2009-02-25",37.5,37.84,36.65,37.2,4306800,9.3
"2009-02-26",37.65,37.88,36.59,36.72,3105600,9.18
"2009-02-27",36.58,37.63,36.08,36.6,4305200,9.15
"2009-03-02",36.29,36.49,34.53,34.87,4988000,8.72
"2009-03-03",35.25,35.74,34.52,34.87,4608400,8.72
"2009-03-04",35.07,35.8,34.78,35.22,4051600,8.81
"2009-03-05",34.98,36.53,34.5,36.29,5964000,9.07
"2009-03-06",36.42,36.72,35.66,36.72,5294800,9.18
"2009-03-09",37.1,38.86,37.03,38.37,8789200,9.59
"2009-03-10",38.7,39.25,38.37,38.65,5590400,9.66
"2009-03-11",38.7,41.53,38,41.48,12166000,10.37
"2009-03-12",41.54,45,40.37,43.37,16782800,10.84
"2009-03-13",43.52,43.85,41.57,42.56,6741200,10.64
"2009-03-16",45.08,45.22,42.87,43.08,6470400,10.77
"2009-03-17",42.65,43.73,42.63,43.46,4025600,10.86
"2009-03-18",43.5,45.48,42.79,45.11,11144800,11.28
"2009-03-19",44.6,45.57,44.25,44.46,6668000,11.11
"2009-03-20",44.51,44.84,42.97,42.97,5421200,10.74
"2009-03-23",41.99,43.61,41.71,43.58,7794800,10.9
"2009-03-24",42.89,45.72,42.54,45.69,8015200,11.42
"2009-03-25",44.63,46.53,44.05,46.4,10542400,11.6
"2009-03-26",46.4,47.34,43.79,44.61,11316000,11.15
"2009-03-27",44.7,44.9,42.98,43.75,8320400,10.94
"2009-03-30",43.16,44.01,42.29,43.73,3882800,10.93
"2009-03-31",43.99,45.09,43.86,43.97,4205200,10.99
"2009-04-01",43.68,43.76,41.64,42.22,8713200,10.56
"2009-04-02",41.76,43.94,41.6,42.65,6607200,10.66
"2009-04-03",42.5,43.29,41.8,43.29,5679600,10.82
"2009-04-06",43.89,44,42.28,42.92,2883600,10.73
"2009-04-07",42.64,43.11,41.78,41.88,3237200,10.47
"2009-04-08",41.93,42.98,41.75,42.8,2542800,10.7
"2009-04-09",43.48,45.9,43.46,45.63,4851600,11.41
"2009-04-13",45.6,46.07,45.05,45.78,4569600,11.44
"2009-04-14",45.94,46.2,45,45.11,3900800,11.28
"2009-04-15",45.22,46,45.07,45.53,5703200,11.38
"2009-04-16",46.08,47.21,45.5,46.78,3779600,11.69
"2009-04-17",46.96,48.6,46.34,48.02,5297200,12.01
"2009-04-20",47.09,47.26,46.04,46.19,4296000,11.55
"2009-04-21",46,47.15,45.39,46.39,4351600,11.6
"2009-04-22",46.13,47.79,45.87,47.25,3442800,11.81
"2009-04-23",46.97,47.98,46.27,46.89,6243600,11.72
"2009-04-24",46.24,47.85,46.18,47.42,7382800,11.85
"2009-04-27",46.7,48.57,46.64,47.69,4308000,11.92
"2009-04-28",47.36,49.15,46.7,48.44,7946800,12.11
"2009-04-29",47.6,54.14,47.54,53.63,14316000,13.41
"2009-04-30",53.66,54.71,53.21,53.8,6049600,13.45
"2009-05-01",54.23,54.5,52.47,52.68,6674000,13.17
"2009-05-04",53.57,55.33,53.1,55.17,5118000,13.79
"2009-05-05",55.17,55.5,54.54,55.02,4613200,13.76
"2009-05-06",55.41,55.99,54.98,55.41,4210400,13.85
"2009-05-07",55.53,58.09,55.53,56.69,6525200,14.17
"2009-05-08",57.15,57.23,56.56,57.03,3002400,14.26
"2009-05-11",56.66,57.49,56.04,56.92,3286800,14.23
"2009-05-12",57.27,57.3,55.38,55.7,4790400,13.93
"2009-05-13",54.17,54.87,53.58,54.11,5746000,13.53
"2009-05-14",54,55.45,53.9,54.9,5806800,13.73
"2009-05-15",55.14,55.81,54.43,55.5,9590000,13.88
"2009-05-18",56.5,57.72,55.54,57.72,9006000,14.43
"2009-05-19",57.78,59.13,57.21,58.6,5822000,14.65
"2009-05-20",58.24,60,57.94,58.17,5516000,14.54
"2009-05-21",57.72,57.95,55,55.94,6852000,13.98
"2009-05-22",56.03,57.03,56.03,56.52,6093600,14.13
"2009-05-26",55.81,59.28,55.81,59.24,5722800,14.81
"2009-05-27",59.45,59.85,58.4,58.6,3611200,14.65
"2009-05-28",59.64,59.99,57.37,58.6,4247600,14.65
"2009-05-29",59.02,59.02,56.45,58.29,14229600,14.57
"2009-06-01",58.74,59.13,58.12,58.43,5281200,14.61
"2009-06-02",58.54,59,58.08,58.53,4796000,14.63
"2009-06-03",58.46,58.49,57.06,57.78,3421200,14.44
"2009-06-04",57.65,58.03,56.6,57.16,3236000,14.29
"2009-06-05",57.7,58,56.94,57.5,2097600,14.38
"2009-06-08",57.54,58.64,56.97,58.21,3575600,14.55
"2009-06-09",58.32,58.52,57.36,57.78,2555600,14.44
"2009-06-10",57.75,58.19,56.91,57.75,3690000,14.44
"2009-06-11",57.74,59.2,57.55,58.64,3588000,14.66
"2009-06-12",58.06,59.26,57.74,59.06,2088800,14.77
"2009-06-15",58.71,58.75,57.25,58.58,3364800,14.65
"2009-06-16",58.89,59.22,57.5,58.86,3475600,14.72
"2009-06-17",58.97,60.7,58.85,59.65,4071600,14.91
"2009-06-18",59.8,60.26,59.16,59.92,2728400,14.98
"2009-06-19",60.43,60.96,59.46,59.67,2918800,14.92
"2009-06-22",59.58,59.59,57.9,57.97,3028800,14.49
"2009-06-23",58,58.43,56.39,57.15,3470000,14.29
"2009-06-24",57.32,58.1,57.17,57.57,1740800,14.39
"2009-06-25",57.85,61.15,57.85,60.62,6008000,15.15
"2009-06-26",60.62,62.2,59.83,61.59,4759600,15.4
