"","LMT.Open","LMT.High","LMT.Low","LMT.Close","LMT.Volume","LMT.Adjusted"
"2012-03-22",89.12,89.66,88.84,89.4,1412400,82
"2012-03-23",89.6,89.88,89.2,89.77,1032600,82.34
"2012-03-26",90.23,90.77,90.09,90.64,1340000,83.14
"2012-03-27",90.64,91.09,90.55,90.85,1119700,83.33
"2012-03-28",90.78,91.08,89.32,89.69,1353700,82.27
"2012-03-29",89.47,89.69,88.83,89.63,1331500,82.21
"2012-03-30",90,90.16,89.6,89.86,1275100,82.43
"2012-04-02",89.41,91.61,89.41,91.16,1678000,83.62
"2012-04-03",91.02,91.42,90.65,91.07,1257700,83.53
"2012-04-04",90.86,90.95,90.26,90.34,1632700,82.87
"2012-04-05",90.04,90.77,89.83,90.15,1808400,82.69
"2012-04-09",89.36,89.36,88.71,88.74,1331600,81.4
"2012-04-10",88.5,88.64,87.67,87.67,1441100,80.42
"2012-04-11",88.37,88.95,88.23,88.49,1386800,81.17
"2012-04-12",88.8,90.41,88.7,90.17,1467900,82.71
"2012-04-13",89.93,90.59,89.29,89.3,1481300,81.91
"2012-04-16",89.55,89.8,89.08,89.57,2807200,82.16
"2012-04-17",89.54,90.78,89.03,90.6,1373200,83.1
"2012-04-18",90.29,90.77,89.93,90.37,946800,82.89
"2012-04-19",90.7,90.97,90.03,90.34,1500100,82.87
"2012-04-20",90.45,91.24,90.32,90.84,1118800,83.32
"2012-04-23",89.99,90.74,89.94,90.53,1414300,83.04
"2012-04-24",90.63,91.29,90.53,91.13,1291400,83.59
"2012-04-25",91.74,91.89,90.62,90.98,1843400,83.45
"2012-04-26",91.41,92.24,91.11,91.7,1976200,84.11
"2012-04-27",92.08,92.09,91.2,91.3,1526500,83.75
"2012-04-30",91.1,91.1,90.46,90.54,1146200,83.05
"2012-05-01",90.61,91.02,90.16,90.55,1629300,83.06
"2012-05-02",89.71,90.29,89.71,90.08,2000800,82.63
"2012-05-03",89.83,90.08,89.23,89.47,1459400,82.07
"2012-05-04",89.28,89.55,87.83,87.83,2082600,80.56
"2012-05-07",87.78,88.11,86.98,87.31,2172100,80.09
"2012-05-08",86.99,87.22,86.25,87.13,1669100,79.92
"2012-05-09",86.53,86.91,85.92,85.95,1756900,78.84
"2012-05-10",86.59,86.91,86,86.12,1317200,78.99
"2012-05-11",86.18,86.33,85.17,85.21,1919300,78.16
"2012-05-14",84.66,85.4,84.17,85.2,1186500,78.15
"2012-05-15",85.03,85.37,84.42,84.59,1403600,77.59
"2012-05-16",84.93,85.32,84.29,84.33,1319000,77.35
"2012-05-17",84.22,84.3,82.78,82.83,1398700,75.98
"2012-05-18",83.16,83.78,82.6,82.78,1563200,75.93
"2012-05-21",83.25,83.66,82.52,83.63,1250100,76.71
"2012-05-22",83.6,84.23,83.09,83.69,1532600,76.77
"2012-05-23",83.37,83.48,82.19,83.35,1572500,76.45
"2012-05-24",83.58,83.58,82.51,83.37,5978900,76.47
"2012-05-25",83.25,83.62,82.62,82.71,6308500,75.87
"2012-05-29",83.29,83.69,82.83,83.66,7994200,76.74
"2012-05-30",82.4,83.25,81.52,82.8,1959200,76.87
"2012-05-31",82.74,83.47,82.62,82.8,1613900,76.87
"2012-06-01",81.64,82.02,81.01,81.22,1797300,75.4
"2012-06-04",81.23,81.96,80.44,81.05,1506700,75.24
"2012-06-05",80.81,80.92,80.14,80.82,1416600,75.03
"2012-06-06",81.79,82.44,81.28,82.38,3648700,76.48
"2012-06-07",83.04,83.65,82.69,83.15,1777100,77.19
"2012-06-08",82.94,83.41,82.65,83.29,1117400,77.32
"2012-06-11",83.79,83.79,82.39,82.46,886400,76.55
"2012-06-12",83.08,83.79,82.75,83.37,1475000,77.4
"2012-06-13",82.97,83.44,82.4,82.67,1434800,76.75
"2012-06-14",82.85,83.6,82.44,83.33,1358200,77.36
"2012-06-15",83.38,83.89,83.17,83.45,1708000,77.47
"2012-06-18",83.48,84.84,83.34,84.76,1500800,78.69
"2012-06-19",85.02,85.61,84.44,85.3,1498700,79.19
"2012-06-20",85.16,85.27,84.12,84.54,1156900,78.48
"2012-06-21",85.18,85.53,84.27,84.37,1618200,78.33
"2012-06-22",84.73,85.5,84.22,85.35,1567400,79.24
"2012-06-25",84.67,85.25,84.17,84.25,1532200,78.21
"2012-06-26",84.56,84.68,83.15,83.38,1480900,77.41
"2012-06-27",83.43,85.18,83.43,84.91,1245800,78.83
"2012-06-28",84.09,84.75,83.46,84.53,1049700,78.47
"2012-06-29",86,87.09,86,87.08,2172800,80.84
"2012-07-02",87.32,87.65,86.51,87.16,1088000,80.92
"2012-07-03",87.22,87.51,87.09,87.51,1076400,81.24
"2012-07-05",87.16,87.54,86.85,87,1738700,80.77
"2012-07-06",86.43,87,86.11,86.86,893000,80.64
"2012-07-09",86.89,87.55,86.82,87.39,1384000,81.13
"2012-07-10",87.67,88.23,86.71,87.02,963200,80.79
"2012-07-11",87.1,87.3,86.52,86.84,1402100,80.62
"2012-07-12",86.41,86.61,85.65,86.02,1610200,79.86
"2012-07-13",86.13,87.33,86.1,87.25,1378300,81
"2012-07-16",87.01,87.22,86.16,87.14,1118300,80.9
"2012-07-17",87.14,87.81,86.72,87.43,1300400,81.17
"2012-07-18",87.4,88.67,87.27,88.6,1154000,82.25
"2012-07-19",88.8,88.8,87.77,88.51,1234700,82.17
"2012-07-20",88.07,88.49,87.38,87.71,1348300,81.43
"2012-07-23",86.9,87.29,86.57,86.91,1541200,80.68
"2012-07-24",87.49,89.16,86.93,87.79,2029800,81.5
"2012-07-25",88.12,88.22,86.56,87.68,2346300,81.4
"2012-07-26",88.65,88.87,87.96,88.55,1356800,82.21
"2012-07-27",88.74,90.51,88.65,90.2,1495600,83.74
"2012-07-30",89.59,89.85,88.78,89.08,1482300,82.7
"2012-07-31",89.18,89.61,88.97,89.27,2256200,82.87
"2012-08-01",89.86,90,88.8,88.96,3683000,82.59
"2012-08-02",88.74,88.83,87.47,88.45,1395600,82.11
"2012-08-03",89.43,89.56,88.47,89.39,1046300,82.99
"2012-08-06",89.61,89.84,88.94,88.99,837900,82.61
"2012-08-07",89.44,90.5,89.12,90.32,1330200,83.85
"2012-08-08",90.25,91,89.71,90.89,1084200,84.38
"2012-08-09",90.48,90.63,90,90.54,1066900,84.05
"2012-08-10",90.35,91.15,90.2,91.03,1010900,84.51
"2012-08-13",90.71,91.18,90.54,91.12,1079700,84.59
"2012-08-14",91.19,91.68,90.9,91.35,1086300,84.81
"2012-08-15",90.99,91.69,90.72,91.51,763400,84.95
"2012-08-16",91.52,92.24,91.33,92.05,4808000,85.46
"2012-08-17",92.34,92.5,91.78,92.4,1574200,85.78
"2012-08-20",92.12,93.5,92.12,93.32,1570200,86.63
"2012-08-21",93.71,93.99,93.11,93.8,1868700,87.08
"2012-08-22",93.47,93.5,92.67,93.03,1614100,86.37
"2012-08-23",93,93,91.7,92.2,1423600,85.59
"2012-08-24",91.76,92.68,91.7,92.45,1483800,85.83
"2012-08-27",92.64,93,92.21,92.28,945600,85.67
"2012-08-28",91.86,92.7,91.38,92.48,1817900,85.85
"2012-08-29",92.55,92.75,91.82,91.92,969800,85.33
"2012-08-30",91.03,91.32,90.52,90.93,908300,85.34
"2012-08-31",91.37,91.76,90.77,91.14,1087400,85.54
"2012-09-04",91.19,91.39,90.01,90.53,959200,84.97
"2012-09-05",90.44,91.58,90.34,91.53,1401900,85.91
"2012-09-06",92,92.85,91.6,92.83,1220600,87.13
"2012-09-07",92.81,92.98,92.03,92.18,1161600,86.52
"2012-09-10",91.79,92.48,91.72,92.03,719400,86.38
"2012-09-11",92,92.5,91.83,92.24,969100,86.57
"2012-09-12",92.49,92.94,92.26,92.42,1086400,86.74
"2012-09-13",92.43,93.45,91.95,93.13,1325200,87.41
"2012-09-14",93.14,93.2,92.02,92.52,1782200,86.84
"2012-09-17",92.29,92.95,92,92.21,4665600,86.55
"2012-09-18",91.93,92.09,91.06,91.77,1339200,86.13
"2012-09-19",91.72,92.35,91.56,92.24,1353300,86.57
"2012-09-20",91.73,91.89,91.12,91.18,1574100,85.58
"2012-09-21",91.35,91.74,91.05,91.29,2995900,85.68
"2012-09-24",91.35,91.49,90.39,91.04,1503800,85.45
"2012-09-25",91.2,91.89,91.05,91.5,1899400,85.88
"2012-09-26",91.49,92.67,91.49,91.91,1185600,86.26
"2012-09-27",92.18,92.5,91.43,92.46,1424400,86.78
"2012-09-28",92.28,93.7,92.08,93.38,1780600,87.64
"2012-10-01",93.37,93.98,93.06,93.44,1707700,87.7
"2012-10-02",93.55,93.7,92.28,93.16,1382100,87.44
"2012-10-03",93.28,93.65,92.83,93.09,1326800,87.37
"2012-10-04",93.58,94.59,93.5,94.52,1359300,88.71
"2012-10-05",94.8,94.9,94.13,94.37,1172800,88.57
"2012-10-08",94.2,94.59,94,94.01,628600,88.23
"2012-10-09",94.07,94.82,93.71,93.72,806100,87.96
"2012-10-10",93.82,93.82,92.48,92.71,1000700,87.01
"2012-10-11",93.19,93.44,92.7,92.72,533400,87.02
"2012-10-12",93.06,93.89,92.5,92.96,969200,87.25
"2012-10-15",92.75,92.94,92.42,92.5,1258100,86.82
"2012-10-16",92.86,93.41,92.71,93.37,1162800,87.63
"2012-10-17",93.63,93.98,93.24,93.58,1004600,87.83
"2012-10-18",93.58,94.4,93.19,94.32,1165700,88.53
"2012-10-19",94.21,94.3,92.69,92.89,1518900,87.18
"2012-10-22",92.65,93.11,92,92.77,762800,87.07
"2012-10-23",92.28,92.44,91.39,91.95,1222400,86.3
"2012-10-24",92.09,94.96,92.09,93.92,2011200,88.15
"2012-10-25",94.52,94.73,92.81,93.55,1111700,87.8
"2012-10-26",92.86,93.68,92.26,92.84,1469000,87.14
"2012-10-31",94.45,94.54,93.03,93.67,1171500,87.92
"2012-11-01",93.77,94.86,93.66,94.19,1189100,88.4
"2012-11-02",94.5,94.8,93.5,93.72,2363400,87.96
"2012-11-05",93.49,94.4,92.85,94.1,1712100,88.32
"2012-11-06",94.15,95.92,93.88,94.87,1879700,89.04
"2012-11-07",92.49,93.37,89.38,91.15,3714000,85.55
"2012-11-08",89.27,90.98,89.27,89.92,1773500,84.4
"2012-11-09",89.5,90.76,89.16,89.98,1782200,84.45
"2012-11-12",89.82,90.14,89.09,89.81,1550800,84.29
"2012-11-13",89.07,91.07,89,90.18,2297200,84.64
"2012-11-14",90.47,90.59,87.88,88.11,1932600,82.7
"2012-11-15",88.02,88.54,87.08,87.58,1551800,82.2
"2012-11-16",87.83,88.75,87.21,88.46,1651800,83.03
"2012-11-19",88.83,90.5,88.65,90.48,2026200,84.92
"2012-11-20",90.49,90.58,89.32,90.18,1516000,84.64
"2012-11-21",90.5,90.79,90.31,90.51,860300,84.95
"2012-11-23",90.74,91.9,90.67,91.83,652300,86.19
"2012-11-26",92.31,93.36,91.75,93.29,2015200,87.56
"2012-11-27",93.12,94,92.73,93.1,1824100,87.38
"2012-11-28",92.55,93.7,91.85,93.7,1621900,87.94
"2012-11-29",92.5,93.42,92.09,93.04,2116000,88.41
"2012-11-30",93.34,94.1,93.04,93.3,1651400,88.66
"2012-12-03",93.25,93.43,91.54,91.55,1782300,86.99
"2012-12-04",91.36,92.3,91.25,91.48,2098500,86.93
"2012-12-05",91.63,92.08,90.7,91.53,1860800,86.97
"2012-12-06",91.58,91.94,90.8,91.48,1678000,86.93
"2012-12-07",91.58,92,91.15,91.9,1064200,87.33
"2012-12-10",91.75,92.7,91.54,92.41,1183200,87.81
"2012-12-11",92.72,93,91.91,92,1380400,87.42
"2012-12-12",92.31,92.75,91.69,91.81,1505100,87.24
"2012-12-13",91.51,91.66,89.81,89.99,2434700,85.51
"2012-12-14",90,90.06,88.84,88.96,1697000,84.53
"2012-12-17",89.19,90.78,88.79,90.42,1670700,85.92
"2012-12-18",90.54,93.01,90.4,92.93,5676100,88.3
"2012-12-19",92.97,93.67,92.19,92.91,1932400,88.29
"2012-12-20",92.5,92.97,91.9,92.5,2310500,87.9
"2012-12-21",91.19,93.47,91.17,93.13,3926200,88.5
"2012-12-24",93.15,93.15,92.52,92.77,656800,88.15
"2012-12-26",92.77,93.18,92,92.03,979700,87.45
"2012-12-27",92.09,92.99,91.72,92.83,1733800,88.21
"2012-12-28",92.28,92.64,91.09,91.34,1612200,86.79
"2012-12-31",90.8,92.4,89.72,92.29,1999200,87.7
"2013-01-02",93.79,94.17,92.58,93.27,2245600,88.63
"2013-01-03",93.52,94.31,93.07,93.55,1828100,88.89
"2013-01-04",93.93,94,93.07,93.9,1739300,89.23
"2013-01-07",93.43,94.36,93.41,94.22,1335700,89.53
"2013-01-08",93.8,93.8,92.46,92.96,1340600,88.33
"2013-01-09",93.17,94.04,92.61,93.99,1289800,89.31
"2013-01-10",94.28,94.35,93.56,94.11,1634300,89.43
"2013-01-11",94.46,94.77,93.63,93.71,1174300,89.05
"2013-01-14",93.09,93.94,93.09,93.91,850100,89.24
"2013-01-15",93.49,94.34,93.35,94.02,1239200,89.34
"2013-01-16",93.77,93.81,93.04,93.55,1150600,88.89
"2013-01-17",93.96,95,93.71,94.75,1343700,90.03
"2013-01-18",94.75,94.91,93.88,93.97,2414700,89.29
"2013-01-22",94,95.61,93.79,95.33,1613600,90.59
"2013-01-23",94.72,96.07,94.02,96.07,2417000,91.29
"2013-01-24",96.52,96.52,92.9,93.25,4129600,88.61
"2013-01-25",93.24,93.26,92.28,92.39,3366100,87.79
"2013-01-28",92.49,92.49,89.02,89.32,4172000,84.87
"2013-01-29",89.45,90.52,89.3,89.85,3028500,85.38
"2013-01-30",89.88,89.98,88.03,88.21,6843500,83.82
"2013-01-31",88.06,88.38,86.72,86.87,5312000,82.55
"2013-02-01",87.52,87.79,86.37,87.22,3427400,82.88
"2013-02-04",86.54,87.11,86.37,86.7,2837700,82.39
"2013-02-05",87.49,87.53,86.59,87.01,2888300,82.68
"2013-02-06",86.7,87.6,86.61,87.6,2524000,83.24
"2013-02-07",87.4,88.05,86.85,87.44,1963100,83.09
"2013-02-08",87.43,88.23,87.43,88.01,1936900,83.63
"2013-02-11",87.99,88.01,87.21,87.53,1781700,83.17
"2013-02-12",87.78,87.99,87.01,87.26,1746900,82.92
"2013-02-13",87.31,87.49,86.49,87.06,1899900,82.73
"2013-02-14",86.48,87.36,85.88,87.08,2400200,82.75
"2013-02-15",87.08,87.87,87.05,87.87,2562400,83.5
"2013-02-19",87.95,88.23,87.41,88.23,2442200,83.84
"2013-02-20",87.93,88.48,87.72,87.73,2883900,83.36
"2013-02-21",87.65,87.8,87.1,87.56,1955700,83.2
"2013-02-22",87.9,88.67,87.65,88.12,6849200,83.73
"2013-02-25",88.43,89.08,87.71,87.88,10852400,83.51
"2013-02-26",88.08,88.34,87.04,87.3,12053400,82.96
"2013-02-27",85.91,88.58,85.91,88.33,2665700,85.05
"2013-02-28",88.59,88.79,87.94,88,2281700,84.74
"2013-03-01",87.75,88.37,87.09,88.17,1866200,84.9
"2013-03-04",87.84,87.89,86.51,87.1,1765900,83.87
"2013-03-05",87.1,88.09,86.9,87.81,1492500,84.55
"2013-03-06",88.1,88.42,87.71,88.36,1684400,85.08
"2013-03-07",88.54,89.28,88.42,88.79,1416200,85.5
"2013-03-08",89.16,90.2,88.98,89.99,1771100,86.65
"2013-03-11",89.79,90.58,89.7,90.54,2104000,87.18
"2013-03-12",90.23,90.44,89.95,90.37,2116100,87.02
"2013-03-13",90.64,92.49,90.3,92.3,2079100,88.88
"2013-03-14",92.29,92.54,92.01,92.54,1879400,89.11
"2013-03-15",92.09,92.8,92.02,92.74,2516400,89.3
"2013-03-18",91.81,93.14,91.7,92.36,1491200,88.93
"2013-03-19",92.73,93.57,92.46,92.87,1465500,89.43
"2013-03-20",93.23,93.5,92.23,92.24,1849800,88.82
"2013-03-21",92,92.45,91.65,91.68,1571500,88.28
"2013-03-22",92.17,92.84,91.8,92.26,1560400,88.84
"2013-03-25",92.61,93,91.91,92.31,1324400,88.89
"2013-03-26",92.75,93.75,92.63,93.7,1974100,90.23
"2013-03-27",93.24,94.67,93.04,94.47,1904300,90.97
"2013-03-28",94.39,96.59,94.39,96.52,3824000,92.94
"2013-04-01",96.14,96.45,94.78,95,2139300,91.48
"2013-04-02",95.5,95.64,94.69,95.01,1676500,91.49
"2013-04-03",95.28,96.46,95.04,95.09,2627100,91.56
"2013-04-04",95.49,96.13,95.26,95.4,1465100,91.86
"2013-04-05",94.83,95.21,94,94.53,2581700,91.02
"2013-04-08",94.58,95.1,94.04,95.09,1197700,91.56
"2013-04-09",95.32,95.51,94.31,95.41,1432700,91.87
"2013-04-10",95.86,96.37,95.69,95.98,1372100,92.42
"2013-04-11",96.34,97.57,96.27,97.3,1868000,93.69
"2013-04-12",96.9,97.25,96.25,97.18,1235000,93.58
"2013-04-15",96.56,97.15,95.24,95.44,1636300,91.9
"2013-04-16",96.07,96.34,95.62,96.26,1516900,92.69
"2013-04-17",95.89,96.07,94.7,95.56,1883900,92.02
"2013-04-18",95.85,95.95,94.54,95.02,1287800,91.5
"2013-04-19",95.5,96.5,95.36,96.28,1487500,92.71
"2013-04-22",96.6,96.67,95.67,95.85,1378500,92.3
"2013-04-23",98.25,99.49,95.86,97.06,2489300,93.46
"2013-04-24",97.63,98.28,97.55,97.69,1913400,94.07
"2013-04-25",96.04,98.65,96,98.27,2109700,94.63
"2013-04-26",98.27,99.4,98.14,98.97,1634800,95.3
"2013-04-29",98.99,99.21,98.57,99.06,1232000,95.39
"2013-04-30",98.6,99.2,98.34,99.09,1813500,95.42
"2013-05-01",98.9,100.24,98.77,99.35,1957100,95.67
"2013-05-02",99.53,101.12,99.16,100.67,1805400,96.94
"2013-05-03",101,102.15,100.84,102.01,2356600,98.23
"2013-05-06",101.72,102.89,101.57,102.19,2300200,98.4
"2013-05-07",102.25,102.89,102.03,102.88,1497800,99.06
"2013-05-08",102.56,102.61,101.69,101.8,1972700,98.02
"2013-05-09",102,102.28,101.06,101.35,2024000,97.59
"2013-05-10",101.23,101.95,101.23,101.94,1307500,98.16
"2013-05-13",101.88,102.25,101.5,101.89,1327000,98.11
"2013-05-14",102,102.89,101.8,102.87,1115100,99.06
"2013-05-15",101.8,104.09,101.32,104.05,2214200,100.19
"2013-05-16",103.92,104.65,103.78,104,1574300,100.14
"2013-05-17",104.53,106.41,104.53,106.41,2610700,102.46
"2013-05-20",105.93,107,105.83,106.56,1501100,102.61
"2013-05-21",106.78,107.1,106.1,106.99,1452000,103.02
"2013-05-22",106.82,107.93,106.26,106.49,2119500,102.54
"2013-05-23",105.68,106.79,105.46,106.3,4760300,102.36
"2013-05-24",106.08,107.1,105.53,107.06,4807100,103.09
"2013-05-28",107.76,108.8,107.55,107.75,5380200,103.75
"2013-05-29",107.15,107.71,106.58,107.31,1546300,103.33
"2013-05-30",107.63,108.55,107.02,107.03,2068600,104.18
"2013-05-31",106.67,107.79,105.83,105.83,1975800,103.01
"2013-06-03",106,106,104.65,105.44,2035200,102.63
"2013-06-04",105.24,105.82,104.66,105.07,1554900,102.27
"2013-06-05",104.86,104.93,103.44,103.59,1333500,100.83
"2013-06-06",103.8,104.51,103.04,104.37,1652600,101.59
"2013-06-07",104.56,107.46,104.42,107.36,1826600,104.5
"2013-06-10",107.44,107.64,106.42,106.67,1108500,103.83
"2013-06-11",105.96,106.66,105.22,105.96,1139100,103.14
"2013-06-12",106.91,107.4,106.3,107.05,1597200,104.2
"2013-06-13",107.04,108.29,106.62,107.97,1831000,105.09
"2013-06-14",107.75,108.46,107.21,107.7,1053100,104.83
"2013-06-17",108.25,109.25,107.74,108.27,1144300,105.38
"2013-06-18",108.58,109.26,108.32,108.85,1656600,105.95
"2013-06-19",108.76,109.09,106.9,106.93,1566000,104.08
"2013-06-20",106.26,106.93,105,105.04,2591400,102.24
"2013-06-21",105.5,106.13,105,105.06,2836100,102.26
"2013-06-24",104.71,104.92,103.51,103.83,1419200,101.06
"2013-06-25",104.5,104.61,103.54,103.67,1467900,100.91
"2013-06-26",104.5,105.91,104.36,105.77,1666600,102.95
"2013-06-27",106.15,107.63,106.01,107.36,2536000,104.5
"2013-06-28",107.11,108.86,107.11,108.46,2717300,105.57
"2013-07-01",108.46,108.85,107.89,108.06,1509100,105.18
"2013-07-02",107.96,107.96,105.94,106.4,1587000,103.56
"2013-07-03",106.29,107.38,105.54,107.2,651600,104.34
"2013-07-05",107.58,108.67,107.37,108.66,731800,105.76
"2013-07-08",109.05,109.39,108.72,109.17,1102500,106.26
"2013-07-09",109.73,110.31,109.15,109.57,1150900,106.65
"2013-07-10",109.62,111.68,109.48,111.52,1397000,108.55
"2013-07-11",112.38,113.16,112.02,113.1,1118300,110.09
"2013-07-12",113.12,113.57,111.78,112.53,1459400,109.53
"2013-07-15",112.75,114.37,112.46,114.37,1446000,111.32
"2013-07-16",114.33,114.51,112.57,112.6,1274500,109.6
"2013-07-17",112.99,114.08,112.9,114.08,1130600,111.04
"2013-07-18",114.18,115.39,114.07,115.39,1058200,112.31
"2013-07-19",114.98,115.63,114.69,115.55,1713900,112.47
"2013-07-22",115.8,115.9,115.18,115.65,1129200,112.57
"2013-07-23",118.2,119.61,117.01,117.92,2643500,114.78
"2013-07-24",118.57,120.38,118.23,119.12,2220700,115.95
"2013-07-25",117.6,119.52,117.3,119.5,2833300,116.31
"2013-07-26",119,120.05,118.81,120,1675800,116.8
"2013-07-29",118.82,120.39,118.81,119.99,1726900,116.79
"2013-07-30",120.52,120.92,119.48,120.09,1584600,116.89
"2013-07-31",120.44,121.57,119.32,120.12,1852200,116.92
"2013-08-01",120.76,122.24,120.75,122.17,1238500,118.91
"2013-08-02",123.12,124.08,121.94,123.77,1842300,120.47
"2013-08-05",123.55,124.63,123.23,124.15,1166200,120.84
"2013-08-06",124.04,124.53,123.87,124.26,1597700,120.95
"2013-08-07",124,124.7,123.7,124.54,1372100,121.22
"2013-08-08",125,125,123.81,124.64,1358700,121.32
"2013-08-09",124.51,124.7,123.6,124.02,1307800,120.71
"2013-08-12",123.84,124.18,122.98,123,1376200,119.72
"2013-08-13",123.27,124.3,123,124.06,1481600,120.75
"2013-08-14",124,124.28,123.35,123.62,1045300,120.33
"2013-08-15",122.75,123.36,121.83,122.13,1191700,118.87
"2013-08-16",121.83,122.78,121.7,122.2,1400300,118.94
"2013-08-19",121.92,122.58,121.25,121.91,1191700,118.66
"2013-08-20",121.92,123.97,121.92,122.41,1545400,119.15
"2013-08-21",122.37,123.93,121.87,122.93,1455900,119.65
"2013-08-22",123.32,124.57,123.05,123.71,4718000,120.41
"2013-08-23",123.72,126.3,123.59,126,4927100,122.64
"2013-08-26",126,126.73,125.1,125.19,1311100,121.85
"2013-08-27",124.45,125.82,122.8,123.14,1315200,119.86
"2013-08-28",123.26,124,123.22,123.3,1207700,120.01
"2013-08-29",122.43,123.05,122.03,122.34,1333600,120.2
"2013-08-30",122.58,122.67,121.72,122.42,1847000,120.28
"2013-09-03",123.35,124.36,123.1,123.63,1525400,121.47
"2013-09-04",123.35,124.86,123.25,124.27,1360300,122.1
"2013-09-05",123.58,124.36,123.07,124.14,1337200,121.97
"2013-09-06",124.54,124.88,122.54,123.73,1662600,121.57
"2013-09-09",123.97,124.87,123.82,124.07,1220200,121.9
"2013-09-10",124.69,125.8,124.34,125.07,1352500,122.88
"2013-09-11",124.91,126.57,124.91,126.57,1143300,124.36
"2013-09-12",126.31,127.39,126.2,126.54,1886100,124.33
"2013-09-13",126.97,127.32,126.02,127.25,973200,125.02
"2013-09-16",128.21,129.17,127.9,128.46,1418000,126.21
"2013-09-17",128.47,129.76,128.21,129.64,1169300,127.37
"2013-09-18",129.65,130.89,128.45,130.84,1386500,128.55
"2013-09-19",131,131.6,130.2,130.39,1403500,128.11
"2013-09-20",130.44,130.63,128,128,2284900,125.76
"2013-09-23",128.12,128.86,127,127.62,1138700,125.39
"2013-09-24",127.88,129.22,127.88,128.14,1309100,125.9
"2013-09-25",127.69,128.45,127.29,127.86,1062300,125.62
"2013-09-26",128.15,129.95,128.01,129.85,1525700,127.58
"2013-09-27",129.59,129.85,128.07,129.24,1308900,126.98
"2013-09-30",128.08,128.58,127.25,127.55,1588500,125.32
"2013-10-01",127.77,128.3,127.44,127.5,1377500,125.27
"2013-10-02",127.11,127.15,124.1,125.08,3204200,122.89
"2013-10-03",124.91,124.92,122.1,122.83,2668500,120.68
"2013-10-04",123.15,123.41,121.52,122.5,2490300,120.36
"2013-10-07",122.17,124.96,121.83,123.56,1950700,121.4
"2013-10-08",123.63,123.95,122.39,122.46,1080200,120.32
"2013-10-09",122.62,123.14,121.75,122.03,1531000,119.9
"2013-10-10",122.71,126.7,122.71,126.68,1323200,124.46
"2013-10-11",126.21,126.58,125.75,126.17,1260000,123.96
"2013-10-14",125.84,127.63,125.33,127.5,790600,125.27
"2013-10-15",127.47,127.63,125.72,125.9,1109500,123.7
"2013-10-16",126.66,127.99,126.03,127.86,1494000,125.62
"2013-10-17",127.57,129.45,127.09,129.36,857700,127.1
"2013-10-18",129.61,129.61,128.65,128.9,1447500,126.65
"2013-10-21",128.9,129.06,125.09,125.3,3450600,123.11
"2013-10-22",129.59,130.18,127.29,130.05,2784200,127.78
"2013-10-23",130,132.03,130,131.98,1672200,129.67
"2013-10-24",132.02,132.99,131.39,132.62,1125400,130.3
"2013-10-25",132.41,134.19,131.9,134,1578100,131.66
"2013-10-28",133.76,134.38,132.95,133.23,1316400,130.9
"2013-10-29",133.4,133.89,132.87,133.66,1231100,131.32
"2013-10-30",134.12,134.96,133.32,133.72,1196100,131.38
"2013-10-31",134.01,134.78,133.16,133.34,1516500,131.01
"2013-11-01",133.54,136.84,133.43,134.55,2135000,132.2
"2013-11-04",135,136,134.91,135.74,833400,133.37
"2013-11-05",135.33,136.36,135.05,135.47,885700,133.1
"2013-11-06",135.53,136.93,135.53,136.87,921900,134.48
"2013-11-07",136.89,138.15,136.09,136.2,1285400,133.82
"2013-11-08",136.17,138.15,136.01,138.11,1281400,135.69
"2013-11-11",137.92,137.92,136.3,137.15,1029900,134.75
"2013-11-12",137.15,137.24,136.4,137.23,1485100,134.83
"2013-11-13",136.54,137.38,135.54,137.26,1667500,134.86
"2013-11-14",137.74,138.4,137,138.29,886200,135.87
"2013-11-15",137.93,138.04,136.39,137.45,2043000,135.05
"2013-11-18",137.62,138.85,137.62,137.85,897700,135.44
"2013-11-19",138.11,139.35,137.72,138.97,1047000,136.54
"2013-11-20",138.84,138.84,136.99,137.19,858600,134.79
"2013-11-21",137.63,139.01,137.26,138.67,3642300,136.24
"2013-11-22",139.07,140.94,138.77,140.88,4836800,138.42
"2013-11-25",141.16,142.13,140.8,141.76,6402400,139.28
"2013-11-26",141.5,143.42,141.31,143.06,2432600,140.56
"2013-11-27",142.09,144.43,142.09,143.94,1896400,142.75
"2013-11-29",143.87,144.27,141.24,141.67,1553300,140.5
"2013-12-02",141.85,142.5,139.43,139.7,1676600,138.54
"2013-12-03",139.31,139.7,137.7,138.77,1987300,137.62
"2013-12-04",138.57,138.68,135.39,136.23,2163400,135.1
"2013-12-05",136.26,137.56,136.01,136.66,1190800,135.53
"2013-12-06",137.9,138.5,137.22,138.19,1416600,137.05
"2013-12-09",138.5,139.29,138.29,138.93,1389100,137.78
"2013-12-10",138.71,139.86,138.4,139.31,1197900,138.16
"2013-12-11",139.5,139.5,137.24,137.46,1163200,136.32
"2013-12-12",137.22,138.68,137.22,137.98,1193900,136.84
"2013-12-13",138.64,139.2,138.2,139.03,1017100,137.88
"2013-12-16",139.13,140.41,139.03,140.05,1270700,138.89
"2013-12-17",140.46,140.99,139.86,140.85,1161700,139.69
"2013-12-18",140.93,143.99,140,143.73,2282800,142.54
"2013-12-19",143.75,143.75,141.87,142.99,1530400,141.81
"2013-12-20",143.39,144.93,142.9,144.21,1953600,143.02
