"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2009-12-10",81.88,82.76,81.38,82.32,3636700,79.73
"2009-12-11",82.29,82.4,81.14,81.34,2879700,78.78
"2009-12-14",84.96,85.91,83.49,84.77,17624700,82.1
"2009-12-15",84.23,86.2,83.9,86.14,9510000,83.43
"2009-12-16",86.24,87.48,85.86,87.03,8444700,84.29
"2009-12-17",86.49,87.4,85.5,87.03,9560000,84.29
"2009-12-18",87.4,89.69,87.39,88.97,84383400,86.17
"2009-12-21",88.96,89.07,86.63,87.51,11140200,84.75
"2009-12-22",87.66,87.97,85.86,86.3,7204200,83.58
"2009-12-23",86.46,87,85.65,86.15,5777900,83.44
"2009-12-24",86.59,86.8,85.8,86.29,1728100,83.57
"2009-12-28",86.43,87,86.09,86.76,3359900,84.03
"2009-12-29",86.65,88.28,86.65,88.02,4685800,85.25
"2009-12-30",87.47,88.28,87.47,88.14,3087700,85.36
"2009-12-31",87.98,88.18,87.17,87.46,3160900,84.71
"2010-01-04",88,88.77,87.46,88.14,5045000,85.36
"2010-01-05",87.3,87.53,86,87.13,6458400,84.39
"2010-01-06",87.01,87.08,85.9,85.96,4063500,83.25
"2010-01-07",85.97,87,85.55,86.76,6960300,84.03
"2010-01-08",86.82,87.39,86.23,87,2976800,84.26
"2010-01-11",87.51,87.94,86.17,86.75,3228000,84.02
"2010-01-12",86.58,87.05,85.85,86.34,3210500,83.62
"2010-01-13",86.46,87.2,85.95,87.14,3357200,84.4
"2010-01-14",86.97,87.53,86.5,87.44,4594900,84.69
"2010-01-15",87.48,87.54,85.92,86.14,5323800,83.43
"2010-01-19",86.17,88.41,85.7,87.85,3809900,85.08
"2010-01-20",87.68,87.74,86.31,87.42,3192800,84.67
"2010-01-21",87.45,87.9,84.12,84.45,7035200,81.79
"2010-01-22",84.03,84.39,81.64,82.73,7444100,80.12
"2010-01-25",83.4,83.81,81.41,82.03,4036800,79.45
"2010-01-26",81.35,82.54,80.99,81.15,3109400,78.59
"2010-01-27",80.88,84.13,80.61,83.91,4833800,81.27
"2010-01-28",84.36,84.48,81.41,82.65,3267700,80.05
"2010-01-29",82.6,84.98,81.87,82.03,5070400,79.45
"2010-02-01",82.29,84.75,82.2,83.66,4024500,81.03
"2010-02-02",84.26,84.47,83.5,84.01,3610400,81.36
"2010-02-03",84.24,84.49,82.1,83.52,8049400,80.89
"2010-02-04",85.25,86.18,82.8,83.05,16621700,80.43
"2010-02-05",83.32,83.86,80.54,82.56,9671800,79.96
"2010-02-08",82.9,84.38,82.56,83.05,5991700,80.43
"2010-02-09",83.69,84.13,82.7,83.27,4492000,80.65
"2010-02-10",83.49,83.91,82.89,83.64,3643200,81.13
"2010-02-11",83.79,85.21,83.25,85.14,4511200,82.58
"2010-02-12",84.5,84.94,83.65,84.78,5528700,82.23
"2010-02-16",85.23,85.94,85.2,85.88,4016400,83.3
"2010-02-17",86.01,86.54,85.76,86.42,3744200,83.82
"2010-02-18",86,87.45,86,86.96,3822300,84.35
"2010-02-19",86,86.98,85.49,86.81,3418000,84.2
"2010-02-22",87.05,87.76,86.81,86.91,2893200,84.3
"2010-02-23",87.02,87.59,86.06,86.12,4782300,83.53
"2010-02-24",86.22,86.61,84.75,85.63,4052500,83.06
"2010-02-25",84.75,85.44,83.74,85.23,3535200,82.67
"2010-02-26",85.58,85.72,85.02,85.28,3119100,82.72
"2010-03-01",85.5,86.94,85.28,86.82,3373800,84.21
"2010-03-02",86.82,86.98,86.25,86.45,3225300,83.85
"2010-03-03",86.6,87.21,86.24,86.8,3414500,84.19
"2010-03-04",87,87.45,86.13,87.04,3644200,84.43
"2010-03-05",87.4,88.56,87.1,88.51,4875900,85.85
"2010-03-08",88.45,90.93,88.09,90.63,7814600,87.91
"2010-03-09",90.25,91.67,89.86,90.15,9172700,87.44
"2010-03-10",89.74,91.81,89.55,91.52,7109700,88.77
"2010-03-11",90.97,93.28,90.8,92.74,13781300,89.95
"2010-03-12",93.17,93.63,92.65,93.25,7160300,90.45
"2010-03-15",92.87,93.15,91.12,92.41,5183500,89.63
"2010-03-16",92.68,92.91,91.35,91.65,4767000,88.9
"2010-03-17",92.12,92.41,91.24,91.51,3696300,88.76
"2010-03-18",91.5,91.82,90.08,90.13,4691500,87.42
"2010-03-19",90.52,90.75,88.69,88.84,6053300,86.17
"2010-03-22",88.39,89.75,88.18,89.24,4168600,86.56
"2010-03-23",89.5,90.3,89.25,89.98,3379100,87.28
"2010-03-24",89.6,89.94,88.59,88.75,3902900,86.08
"2010-03-25",89.68,91.78,89.49,90.41,5088400,87.69
"2010-03-26",90.73,91.25,89.65,90.25,3384000,87.54
"2010-03-29",90.57,91.16,90.14,90.24,2783600,87.53
"2010-03-30",90.47,91.84,90.34,91,4082700,88.27
"2010-03-31",90.7,92.2,90.52,91.03,3126100,88.3
"2010-04-01",91.68,92.58,91.31,92.55,4366100,89.77
"2010-04-05",93.05,93.2,92.1,92.47,3840800,89.69
"2010-04-06",92.03,93.33,91.81,92.4,3453400,89.62
"2010-04-07",92.5,92.5,90.63,90.71,3687600,87.99
"2010-04-08",90.66,92.08,90.5,91.49,2692500,88.74
"2010-04-09",91.94,92.61,91.65,92.52,2391800,89.74
"2010-04-12",93.05,93.49,92.5,93.19,2330800,90.39
"2010-04-13",93.41,93.79,92.16,92.79,2859000,90
"2010-04-14",93.16,94.44,92.86,94.26,4332300,91.43
"2010-04-15",94.36,95.26,93.93,94.45,5159800,91.61
"2010-04-16",94.08,94.91,92.8,93.85,4691600,91.03
"2010-04-19",93.2,94.18,92.08,93.12,3146600,90.32
"2010-04-20",93.65,94.09,92.5,94.05,2272600,91.23
"2010-04-21",94.35,94.38,92.86,93.13,2841400,90.33
"2010-04-22",92.82,95.2,92.46,95.14,3664600,92.28
"2010-04-23",96.2,96.82,95.23,96.59,3124700,93.69
"2010-04-26",97.03,97.19,95.54,96,4568700,93.12
"2010-04-27",95.95,96.23,92.89,92.95,4467100,90.16
"2010-04-28",93.72,94.06,92.3,93.61,5098800,90.8
"2010-04-29",93.77,94.6,92.1,92.82,7352000,90.03
"2010-04-30",93.28,93.37,90.02,90.23,6264900,87.52
"2010-05-03",90.55,91.27,88.42,89.27,7755000,86.59
"2010-05-04",89.34,90.95,88.12,88.37,7655700,85.72
"2010-05-05",86.76,87.95,84,86.43,9293600,83.83
"2010-05-06",85.85,86.56,75.91,82.92,15984500,80.43
"2010-05-07",83.06,84.17,80.75,82.29,11379800,79.82
"2010-05-10",86.25,87.2,85.93,85.99,8776700,83.41
"2010-05-11",85.13,85.25,83.14,84.16,11811000,81.63
"2010-05-12",85.04,87.55,84.75,85.68,9282900,83.23
"2010-05-13",85.88,87.98,84.52,85.73,7958900,83.28
"2010-05-14",78.67,79.89,75.92,77.26,42457300,75.05
"2010-05-17",78.77,79.24,73.67,74.71,22638000,72.57
"2010-05-18",75.08,76.01,68.29,70.09,47332800,68.09
"2010-05-19",70.71,74.2,70.71,72.97,32907800,70.88
"2010-05-20",72,75.42,71.11,72.82,25403200,70.74
"2010-05-21",72.01,76,72.01,74.2,19900300,72.08
"2010-05-24",75.44,76.2,73.75,74.55,10287000,72.42
"2010-05-25",73.06,73.85,71.77,72.97,11362000,70.88
"2010-05-26",74.14,75.19,73.36,73.4,11101500,71.3
"2010-05-27",75,75.19,72.91,73.69,9773700,71.58
"2010-05-28",73.37,73.5,72,72.46,6645300,70.39
"2010-06-01",72.49,73.6,71.36,71.49,6270500,69.45
"2010-06-02",71.46,71.87,70.02,71.25,9402200,69.21
"2010-06-03",71.93,73.21,71.66,72.84,9781400,70.76
"2010-06-04",71.05,73.4,71.05,72.13,10534600,70.07
"2010-06-07",72,73.78,71.55,71.89,7653800,69.83
"2010-06-08",72.11,73.49,71.09,73.35,7625700,71.25
"2010-06-09",74.12,75.48,73.18,73.8,8896700,71.69
"2010-06-10",75.63,77.49,75,77.45,9095000,75.24
"2010-06-11",76.51,76.89,75.35,76.08,7544300,73.9
"2010-06-14",76.95,76.99,73.7,73.78,9364200,71.67
"2010-06-15",74.47,76.96,73.9,76.93,7806600,74.73
"2010-06-16",76.18,77.25,75.61,77.17,7035500,74.96
"2010-06-17",77.81,79.13,77.26,78.24,7283300,76
"2010-06-18",78.51,79.25,76.26,77.04,7433200,74.84
"2010-06-21",77.96,83.79,75.42,80.9,28965700,78.59
"2010-06-22",81,81,78.63,78.76,11717700,76.51
"2010-06-23",78.96,78.96,76.81,77.76,6983400,75.54
"2010-06-24",77.13,77.96,75.76,76.48,6569400,74.29
"2010-06-25",77.03,77.41,75.65,76.66,6032600,74.47
"2010-06-28",76.99,77.29,75.15,75.22,5130900,73.07
"2010-06-29",74.28,74.47,71.1,71.45,9962900,69.41
"2010-06-30",71.66,72.1,70.71,70.75,6179100,68.73
"2010-07-01",71,73.01,70.11,72.86,7590000,70.78
"2010-07-02",73.24,73.79,72.58,73.18,4700300,71.09
"2010-07-06",73.83,74.32,71.79,72.27,5931500,70.2
"2010-07-07",72.68,74.92,72.15,74.82,5218400,72.68
"2010-07-08",75.5,75.8,74.04,75.08,4057900,72.93
"2010-07-09",76.24,77.6,75.62,77.38,5619900,75.17
"2010-07-12",75.99,77.37,75.88,76.51,3958200,74.32
"2010-07-13",77.8,77.8,75.47,76.59,4982900,74.4
"2010-07-14",76.57,77,75.65,76.28,3203700,74.1
"2010-07-15",76.39,76.64,74.26,75.28,4122300,73.13
"2010-07-16",73.6,73.75,71.27,71.45,9765000,69.41
"2010-07-19",72.21,72.25,70.87,71.22,5004800,69.18
"2010-07-20",70.71,73.66,70.5,73.6,4776600,71.5
"2010-07-21",73.99,74.01,71.93,72.36,3976900,70.29
"2010-07-22",73.15,74.55,73.02,74.46,4873300,72.33
"2010-07-23",74.47,75.97,74.05,75.59,3165200,73.43
"2010-07-26",75.69,76.5,75.35,76.08,3948200,73.9
"2010-07-27",77,77.27,75.87,76.61,4338100,74.42
"2010-07-28",76.15,76.84,75.1,75.18,6301300,73.03
"2010-07-29",74.76,74.88,71.35,71.98,14716700,69.92
"2010-07-30",71.59,73.63,71.37,73.35,7696200,71.25
"2010-08-02",70.98,72.39,70.97,72.23,13461700,70.16
"2010-08-03",71.63,73.52,71.43,73,8541200,70.91
"2010-08-04",73.21,73.4,72.38,72.45,5124800,70.38
"2010-08-05",72.13,72.4,71.32,71.5,7696900,69.46
"2010-08-06",71.15,72.2,70.86,72.14,4840700,70.08
"2010-08-09",73.12,74.87,72.81,74.74,7153100,72.6
"2010-08-10",74.06,75.73,74.06,75.27,7767100,73.12
"2010-08-11",74,74.35,73,73.51,5778400,71.53
"2010-08-12",72.78,74.19,72.53,72.98,6169300,71.01
"2010-08-13",72.94,73.12,72.15,72.22,3641700,70.27
"2010-08-16",72.08,73.24,71.8,72.83,2675200,70.87
"2010-08-17",73.45,73.77,72.44,73.36,3333500,71.38
"2010-08-18",73.08,73.38,72.52,72.88,3058000,70.91
"2010-08-19",72.42,72.73,71.5,71.63,4610600,69.7
"2010-08-20",71.29,71.59,69.58,70.1,7884600,68.21
"2010-08-23",70.55,71.3,69.6,70.12,4597400,68.23
"2010-08-24",69.51,70.97,69,70.66,6686900,68.75
"2010-08-25",70.31,72.14,70.27,70.86,5599700,68.95
"2010-08-26",71.21,71.4,69.88,69.91,3524800,68.02
"2010-08-27",70.39,71.13,69.6,71.11,3913500,69.19
"2010-08-30",70.97,71.4,69.54,69.54,3500000,67.66
"2010-08-31",69.54,70.1,68.01,68.98,5804300,67.12
"2010-09-01",69.83,70.74,69.07,70.53,4322600,68.63
"2010-09-02",70.98,72.25,70.66,71.98,4194200,70.04
"2010-09-03",73,73.14,72.08,72.5,3518000,70.54
"2010-09-07",71.87,72.98,71.34,71.5,3604800,69.57
"2010-09-08",70.35,70.67,68.3,68.55,11253000,66.7
"2010-09-09",68.78,68.97,66.07,66.78,13266000,64.98
"2010-09-10",66.84,68.48,66.68,68.09,7848000,66.25
"2010-09-13",68,68,64.9,65.48,15137300,63.71
"2010-09-14",65.63,67.95,65.55,67.12,9904000,65.31
"2010-09-15",67.72,69.5,67.6,68.93,10769100,67.07
"2010-09-16",68.81,69.21,68.06,68.38,7450100,66.54
"2010-09-17",68.77,69,68.19,68.49,10490400,66.64
"2010-09-20",68.5,70.32,68.07,70.31,7346700,68.41
"2010-09-21",70.45,71.11,69.52,69.94,6325000,68.05
"2010-09-22",70.08,70.87,69.95,70.62,6456600,68.71
"2010-09-23",70.05,71.46,69.9,70.98,6746000,69.07
"2010-09-24",71.75,72.37,71.36,72.37,5257200,70.42
"2010-09-27",72.77,73.49,71.9,73,5024600,71.03
"2010-09-28",72.93,73.6,72.55,73.27,7303200,71.29
"2010-09-29",73.01,74.5,72.88,74.41,6970500,72.4
"2010-09-30",74.74,74.97,73.81,74.26,5786000,72.26
"2010-10-01",74.74,74.77,73.17,73.32,4530400,71.34
"2010-10-04",73.26,74.36,72.58,73.24,5788000,71.26
"2010-10-05",74.12,74.99,73.66,74.99,5164500,72.97
"2010-10-06",75.06,75.5,73.8,74.23,3780200,72.23
"2010-10-07",74.28,74.79,73.54,73.61,2493800,71.62
"2010-10-08",73.69,74.05,73.17,74,2345400,72
"2010-10-11",73.85,74.79,73.83,74.29,2599800,72.29
"2010-10-12",74.12,74.53,73.56,74.25,3474800,72.25
"2010-10-13",74.71,77,74.3,76.94,7462000,74.86
"2010-10-14",76.66,77.73,76.29,77.17,5325800,75.09
"2010-10-15",77.76,77.9,76.62,77.6,3587000,75.51
"2010-10-18",77.51,78.37,76.75,78.36,5042200,76.25
"2010-10-19",77.61,79.56,77.24,77.55,7242600,75.46
"2010-10-20",77.76,79.93,77.26,79.52,4956000,77.37
"2010-10-21",79.45,80.88,78.58,79.2,4876600,77.06
"2010-10-22",79.15,79.87,78.71,79.29,3703900,77.15
"2010-10-25",80.01,80.71,79.65,80.63,4128900,78.45
"2010-10-26",80.18,80.33,79.38,80.03,3907600,77.87
"2010-10-27",80.29,80.6,79.16,79.92,5166400,77.76
"2010-10-28",79.34,79.5,75.32,76.45,11115200,74.39
"2010-10-29",76.4,78.43,76.34,78.16,5716300,76.05
"2010-11-01",78.58,78.78,76.7,77.32,3419300,75.23
"2010-11-02",78.16,78.67,77.48,78.42,3845400,76.3
"2010-11-03",78.57,79.22,78,79,3531100,76.87
"2010-11-04",79.71,80.1,79.06,79.99,5050500,77.83
"2010-11-05",80.27,80.47,79.15,79.8,5941600,77.65
"2010-11-08",79.4,79.83,78.6,78.71,3056200,76.59
"2010-11-09",78.99,79.5,78.04,78.32,2701600,76.21
"2010-11-10",78.5,79.31,78.01,79.29,2977700,77.15
"2010-11-11",78.91,79.49,78.04,79.22,2301300,77.08
"2010-11-12",78.57,78.81,76.91,76.94,3329000,74.86
"2010-11-15",77.52,77.86,76.32,76.36,3327500,74.3
"2010-11-16",75.56,76.3,74.26,74.99,5089800,72.97
"2010-11-17",74.9,76.35,74.86,75.73,3720000,73.83
"2010-11-18",76.27,77.1,76.17,76.94,4300200,75.01
"2010-11-19",76.8,77.56,76.76,77.05,2578000,75.12
"2010-11-22",76.67,76.98,75.28,75.46,4988900,73.57
"2010-11-23",75,75.15,74.51,74.65,3656400,72.78
"2010-11-24",75.51,76,75.15,75.82,4338700,73.92
"2010-11-26",75.3,75.79,75.23,75.48,1087400,73.59
"2010-11-29",75.23,75.23,72.92,74.19,5394100,72.33
"2010-11-30",73.54,74.28,73.25,73.85,4635500,72
"2010-12-01",74.94,75.48,74.45,75.22,5585800,73.34
"2010-12-02",75.57,77.07,75.51,77,6689700,75.07
"2010-12-03",76.73,77.54,76.22,77.35,5169600,75.41
"2010-12-06",77.3,78.35,77.15,78.31,4587800,76.35
"2010-12-07",78.99,79.77,76.81,76.88,6343700,74.96
"2010-12-08",77,78.15,77,77.94,3577200,75.99
"2010-12-09",78.15,79.19,77.3,79.12,3714600,77.14
"2010-12-10",79.03,80.24,79.03,80.2,5933700,78.19
"2010-12-13",80.3,81.75,79.5,80.89,10247100,78.87
"2010-12-14",80.77,81.19,80.15,80.64,6196900,78.62
"2010-12-15",80.19,80.38,76.75,76.94,11450500,75.01
"2010-12-16",77.18,79.5,66.59,67.19,50557700,65.51
"2010-12-17",68.3,68.58,66.5,66.9,41972700,65.23
"2010-12-20",67.5,68.22,67,67.99,16047700,66.29
"2010-12-21",68.68,68.85,67.88,68.05,10867100,66.35
"2010-12-22",68.27,68.77,68.06,68.55,5821700,66.83
"2010-12-23",68.33,68.93,68.26,68.73,4150200,67.01
"2010-12-27",68.68,71.17,68.65,70.81,7759400,69.04
"2010-12-28",71.36,71.8,70.5,70.73,4782400,68.96
"2010-12-29",70.91,71.18,70.33,70.6,3249500,68.83
"2010-12-30",70.72,70.75,70.12,70.29,2754800,68.53
"2010-12-31",70.28,70.47,69.95,70.38,2775500,68.62
"2011-01-03",70.4,70.92,70.19,70.52,6427500,68.76
"2011-01-04",70.93,70.95,70.26,70.6,4534500,68.83
"2011-01-05",70.84,72.33,70.68,72.09,9628200,70.29
"2011-01-06",72.73,73.55,72.51,73.17,7089700,71.34
"2011-01-07",73.44,73.55,72.5,72.96,7062100,71.13
"2011-01-10",72.7,73.24,71.78,71.81,4550600,70.01
"2011-01-11",72.05,72.52,71.55,71.88,5148400,70.08
"2011-01-12",72,72.63,71.99,72.61,4636300,70.79
"2011-01-13",73.13,73.28,70.92,71.14,7027400,69.36
"2011-01-14",71.27,71.55,70.74,71.12,6291400,69.34
"2011-01-18",71.27,71.35,70.74,71.21,4835400,69.43
"2011-01-19",70.96,71.04,68.45,69.12,10713200,67.39
"2011-01-20",68.69,71.54,67.51,70.69,20341300,68.92
"2011-01-21",70.51,71,69.91,70.15,6195900,68.39
"2011-01-24",70.23,71.83,70.18,71.79,5730500,69.99
"2011-01-25",71.17,72.38,70.31,71.58,7569900,69.79
"2011-01-26",71.9,72.14,70.95,71,4459900,69.22
"2011-01-27",71.06,71.22,70.51,70.6,4854300,68.83
"2011-01-28",70.8,70.93,69.42,69.46,6262100,67.72
"2011-01-31",69.9,70.36,69.35,69.85,6150700,68.1
"2011-02-01",70.21,71.73,70.21,70.7,6362200,68.93
"2011-02-02",71.07,72.09,70.75,72.09,6790600,70.29
"2011-02-03",71.73,72.48,71,71.63,8365700,69.84
"2011-02-04",71.98,73,71.6,72.9,7208400,71.08
"2011-02-07",72.98,74.14,72.92,73.93,5560100,72.08
"2011-02-08",73.97,74.58,73.82,74.57,3844000,72.7
"2011-02-09",73.78,74.72,73.1,73.28,4668600,71.59
"2011-02-10",72.9,75.15,72.9,74.74,6188100,73.02
"2011-02-11",74.6,75.13,74.28,74.93,4320100,73.2
"2011-02-14",74.99,76.94,74.5,75.74,7242700,73.99
"2011-02-15",75.71,75.91,75.09,75.61,3963800,73.87
"2011-02-16",75.74,76.21,75.46,75.96,5036800,74.21
"2011-02-17",75.75,76.72,75.45,76.14,5868900,74.38
"2011-02-18",76.58,77.08,75.57,75.83,6502400,74.08
"2011-02-22",74.34,75.1,73.11,73.74,7897200,72.04
"2011-02-23",73.64,74.55,72.78,72.88,7178700,71.2
"2011-02-24",72.66,74.24,72.63,73.91,4903300,72.21
"2011-02-25",74.18,75.4,74.18,74.68,6217400,72.96
"2011-02-28",74.86,75.27,73.03,73.05,6214300,71.37
"2011-03-01",73.87,74.88,72.51,72.7,6748400,71.02
"2011-03-02",72.58,74.22,72.51,73.97,5386000,72.26
"2011-03-03",74.7,75.9,74.56,75.83,5097000,74.08
"2011-03-04",75.86,75.94,74.02,74.69,4880000,72.97
"2011-03-07",74.6,75.22,74,74.15,4659300,72.44
"2011-03-08",74.45,74.91,73.31,74.17,8374400,72.46
"2011-03-09",74.4,74.66,73.3,73.71,4465400,72.01
"2011-03-10",73.32,73.32,71.23,71.4,7139400,69.75
"2011-03-11",71.38,72.78,71.22,72.51,4333900,70.84
"2011-03-14",71.9,72.73,71.63,71.86,3492900,70.2
"2011-03-15",70.9,71.8,70.45,71.2,6045100,69.56
"2011-03-16",71.42,71.95,70.68,70.96,6014200,69.32
"2011-03-17",71.59,72,71.13,71.43,3447600,69.78
"2011-03-18",72.12,72.14,70.92,71.42,6317100,69.77
"2011-03-21",71.84,72.32,71.63,71.96,3701900,70.3
"2011-03-22",71.8,71.96,71.2,71.6,3838600,69.95
"2011-03-23",71.35,72.37,71.35,71.99,4395000,70.33
"2011-03-24",72.22,72.85,71.54,72.66,5139700,70.98
"2011-03-25",72.48,72.91,72.05,72.09,7366700,70.43
"2011-03-28",72.39,73.1,71.96,72.75,5793700,71.07
"2011-03-29",72.36,72.47,71.75,72.2,5889600,70.54
"2011-03-30",73.94,75.34,73.67,74.23,14918300,72.52
"2011-03-31",74.51,74.92,73.6,73.62,4638800,71.92
"2011-04-01",73.99,74.47,73.26,74.22,4317500,72.51
"2011-04-04",74.19,75.25,74.04,75.24,3882300,73.5
"2011-04-05",75.18,75.92,74.8,75.62,4519700,73.88
"2011-04-06",75.71,76,75.53,76,4533000,74.25
"2011-04-07",76.11,76.55,75.72,76.41,5519800,74.65
"2011-04-08",76.82,77.72,76.32,76.72,5994300,74.95
"2011-04-11",76.8,77.76,76.7,77.71,4751100,75.92
"2011-04-12",76.92,77.58,76.77,77.03,5128000,75.25
"2011-04-13",77.36,77.99,77.2,77.5,4564600,75.71
"2011-04-14",77.14,77.26,76.16,76.31,4652300,74.55
"2011-04-15",76.47,77,76.06,76.47,5064000,74.71
"2011-04-18",75.58,76.3,75.45,75.68,3833000,73.93
"2011-04-19",75.49,75.98,75.16,75.92,3565300,74.17
"2011-04-20",76.61,77.91,76.41,77.37,3709600,75.59
"2011-04-21",77.36,77.98,77.05,77.77,2747400,75.98
"2011-04-25",77.77,77.87,77.3,77.76,1781600,75.97
"2011-04-26",77.8,79,77.4,78.77,3800000,76.95
"2011-04-27",78.8,78.97,77.89,78.89,2245600,77.07
"2011-04-28",78.84,78.84,77.55,77.66,2854000,75.87
"2011-04-29",77.7,78.45,77.56,78.12,2719400,76.32
"2011-05-02",78.46,79.67,78.46,79.14,3375900,77.31
"2011-05-03",79.63,80.17,79.3,80,4736200,78.16
"2011-05-04",79.85,80.15,79.05,79.77,4333600,77.93
"2011-05-05",79.1,79.37,78.2,78.7,5247900,76.89
"2011-05-06",78.5,79.86,78.27,79.41,7438600,77.58
"2011-05-09",79.13,79.98,79.04,79.86,4773300,78.02
"2011-05-10",79.97,80.7,79.72,80.35,4926600,78.5
"2011-05-11",80.22,80.25,78.95,79.34,4416900,77.51
"2011-05-12",79.09,80.05,79.08,79.93,6269600,78.09
"2011-05-13",80,80.18,79.7,79.91,5368500,78.07
"2011-05-16",79.15,81.3,79.12,79.94,4690800,78.1
"2011-05-17",79.8,80.8,79.75,80.6,5528000,78.74
"2011-05-18",80.43,80.43,79.48,80.01,5031800,78.31
"2011-05-19",80.13,80.14,79.41,79.64,3735300,77.95
"2011-05-20",79.34,79.84,78.23,78.23,4304000,76.57
"2011-05-23",77.09,77.74,76.6,76.92,4564600,75.29
"2011-05-24",77.01,77.78,76.66,77.6,3707100,75.95
"2011-05-25",76.96,79.08,76.61,78.75,4500700,77.08
"2011-05-26",78.57,79.36,77.64,79.29,5277700,77.61
"2011-05-27",78.66,79.84,78.37,79.8,3836200,78.11
"2011-05-31",80.02,81.11,80.01,81.06,3818600,79.34
"2011-06-01",80.76,80.76,79.18,79.18,4433200,77.5
"2011-06-02",79.19,80.82,79.15,80.7,4866600,78.99
"2011-06-03",79.81,80.36,78.96,79.13,4738600,77.45
"2011-06-06",79,79.57,78.15,78.2,4407000,76.54
"2011-06-07",78.8,80.13,78.52,79.82,6941200,78.12
"2011-06-08",78.69,78.69,74.37,76.71,20196300,75.08
"2011-06-09",76.28,76.73,75.88,76.43,8018500,74.81
"2011-06-10",76.21,76.31,74.55,74.69,7364200,73.1
"2011-06-13",74.85,75.14,74.3,74.86,5205000,73.27
"2011-06-14",75.11,76.27,74.83,75.93,7508400,74.32
"2011-06-15",75.54,76.03,74.81,74.84,5693900,73.25
"2011-06-16",74.8,75.38,74.38,74.88,5260400,73.29
"2011-06-17",75.41,75.49,74.2,74.43,6464800,72.85
"2011-06-20",74.28,74.34,73.64,74.05,5636700,72.48
"2011-06-21",74.56,75.19,74.15,74.99,6323800,73.4
"2011-06-22",74.94,75.97,74.57,74.66,4430500,73.07
"2011-06-23",74.19,75.4,74,75.31,5101400,73.71
"2011-06-24",75.31,75.35,73.33,73.37,9925200,71.81
"2011-06-27",73.79,74.05,73.11,73.89,5220000,72.32
"2011-06-28",74.28,75.45,74.21,75.28,5824400,73.68
"2011-06-29",75.92,87.32,74.79,86.57,33027300,84.73
"2011-06-30",86.13,87.36,83.93,84.26,29981500,82.47
"2011-07-01",84.1,88.93,83.76,87.97,15435600,86.1
"2011-07-05",86.96,88.8,86.34,88.32,8272400,86.44
"2011-07-06",87.84,89.23,86.85,88.2,8403800,86.33
"2011-07-07",88.2,90.83,88,90.15,12131000,88.24
"2011-07-08",88.97,90.15,88.4,89.73,5204700,87.82
"2011-07-11",88.61,89.24,87.68,87.9,6433400,86.03
"2011-07-12",88.02,88.8,87.59,87.7,4605300,85.84
"2011-07-13",88.14,89.96,88.02,88.74,4713900,86.86
"2011-07-14",88.25,89.39,87.78,87.94,4302900,86.07
"2011-07-15",88.69,88.88,87.71,88.75,3999500,86.87
"2011-07-18",88.32,88.9,87.71,88.07,3378800,86.2
"2011-07-19",88.49,89.27,88.2,89.21,5398700,87.32
"2011-07-20",89.49,89.49,88.22,88.64,2368600,86.76
"2011-07-21",89.05,90.38,88.04,88.05,5265100,86.18
"2011-07-22",88.1,89.78,88.1,89.52,2258800,87.62
"2011-07-25",88.64,90.23,88.37,89.08,3339300,87.19
"2011-07-26",89.02,89.99,88.7,89.2,2676000,87.31
"2011-07-27",88.32,89,87.25,87.75,6023700,85.89
"2011-07-28",88.13,88.97,86.66,86.92,4806200,85.07
"2011-07-29",85.84,86.24,83.6,85.54,4177100,83.72
"2011-08-01",87,87.33,85.06,85.68,3378200,83.86
"2011-08-02",85,86.39,83.56,83.56,4331800,81.79
"2011-08-03",84.53,87.75,83.81,87.48,8827200,85.62
"2011-08-04",86.77,86.81,84.88,84.99,9706800,83.18
"2011-08-05",85.34,85.67,80.88,83.41,8406700,81.64
"2011-08-08",80.18,81.81,78.08,79.24,14632300,77.56
"2011-08-09",80.35,82.87,76.11,82.76,14675500,81
"2011-08-10",81.29,81.64,79.02,79.28,9607400,77.6
"2011-08-11",80.15,85.69,79.7,84.52,9339900,82.72
"2011-08-12",85.11,85.79,83.43,83.83,4149700,82.05
"2011-08-15",85.11,86.23,84.51,85.87,4582200,84.05
"2011-08-16",85,86.37,84.61,85.83,5090000,84.01
"2011-08-17",85.86,86.14,83.33,83.99,4772500,82.35
"2011-08-18",81.51,82.75,79.95,80.29,8249900,78.72
"2011-08-19",79.33,81.68,79.33,79.6,7792500,78.05
"2011-08-22",81.23,81.5,79.25,79.79,4835300,78.23
"2011-08-23",80.22,83.79,79.78,83.77,5019000,82.13
"2011-08-24",83.6,86.58,83.11,86.38,7287700,84.69
"2011-08-25",86.47,86.93,83.94,84.11,6068300,82.47
"2011-08-26",83.51,85.95,82.67,85.85,5374700,84.17
"2011-08-29",86.98,87.93,86.07,86.58,4642200,84.89
"2011-08-30",86.62,88.33,86.3,87.93,4155700,86.21
"2011-08-31",88.5,88.85,86.75,87.88,6023200,86.16
"2011-09-01",87.72,88.96,87.03,87.73,5200200,86.02
"2011-09-02",85.72,87.12,85.1,85.55,3951800,83.88
"2011-09-06",83.25,86.25,83.25,85.86,3952300,84.18
"2011-09-07",86.82,88.53,86.7,88.48,4138200,86.75
"2011-09-08",87.76,89.1,87.44,87.46,4596600,85.75
