"","V.Open","V.High","V.Low","V.Close","V.Volume","V.Adjusted"
"2011-09-09",86.88,88.41,85.96,86.35,6623100,84.66
"2011-09-12",85.72,87.48,85.49,87.45,4902100,85.74
"2011-09-13",87.66,87.91,86.66,87.77,4367400,86.06
"2011-09-14",88.23,90.2,87.56,89.58,6536800,87.83
"2011-09-15",90.01,90.6,88.35,90.5,5369600,88.73
"2011-09-16",90.62,91.52,89.63,90.85,12568800,89.08
"2011-09-19",89.47,90.67,88.67,90.03,5522000,88.27
"2011-09-20",90.4,94.75,90.26,92.84,9016000,91.03
"2011-09-21",92.64,94.13,91.4,91.42,7017600,89.63
"2011-09-22",88.74,90,86.19,88.3,8922300,86.58
"2011-09-23",87.96,90.93,87.96,90.08,5381500,88.32
"2011-09-26",90.99,91.52,88.17,90.28,4773900,88.52
"2011-09-27",91.13,91.7,89.12,89.48,5016700,87.73
"2011-09-28",89.8,89.85,87.46,87.63,4272600,85.92
"2011-09-29",88.97,88.97,86,87.69,3888000,85.98
"2011-09-30",86.22,87.62,85.25,85.72,4488100,84.05
"2011-10-03",84.97,86.64,84.22,84.26,6555900,82.61
"2011-10-04",83.04,85.09,81.71,84.78,7900000,83.12
"2011-10-05",84.6,85.45,83.22,84.99,6278500,83.33
"2011-10-06",84.88,87.28,84.42,87.13,4871500,85.43
"2011-10-07",87.43,88,85.77,86.25,4388300,84.57
"2011-10-10",87.79,89.29,87.4,89.25,3330600,87.51
"2011-10-11",88.71,90.86,88.45,90.51,4406700,88.74
"2011-10-12",90.98,92.33,90.71,91.17,4766300,89.39
"2011-10-13",90.5,92.93,90.46,92.6,3298400,90.79
"2011-10-14",93.42,94.65,93.17,93.92,3950100,92.09
"2011-10-17",93.13,93.92,91.03,91.19,3460700,89.41
"2011-10-18",91.11,94.5,90.59,93.91,3600000,92.08
"2011-10-19",94.21,94.48,89.88,90.08,5415600,88.32
"2011-10-20",90.8,91.97,90.27,91.35,4411600,89.57
"2011-10-21",92.49,93.43,91.9,93.43,3532200,91.61
"2011-10-24",93.29,94.41,93.19,94.21,3034600,92.37
"2011-10-25",93.5,93.63,90.55,90.68,4206000,88.91
"2011-10-26",92.14,92.73,89.6,92.02,6686600,90.22
"2011-10-27",91,94.49,90.6,94.4,10392000,92.56
"2011-10-28",93.25,95.75,93.25,95.1,5824900,93.24
"2011-10-31",94.28,95.87,93.24,93.26,4456500,91.44
"2011-11-01",91.16,92.46,90,90.03,7632100,88.27
"2011-11-02",93.04,93.99,91.12,91.5,6141300,89.71
"2011-11-03",92.06,93.8,90.28,93.18,4602700,91.36
"2011-11-04",92.33,93.63,91.65,92.64,3402100,90.83
"2011-11-07",92.8,93.33,91.52,92.96,2411800,91.14
"2011-11-08",93.43,94.66,93.4,94.54,4900500,92.69
"2011-11-09",92.29,94.1,92.29,93.13,4898700,91.31
"2011-11-10",94.35,94.35,92.59,93.04,2812200,91.22
"2011-11-11",93.79,95.65,93.71,95.16,3412100,93.3
"2011-11-14",94.61,95.72,93.57,93.82,2608000,91.99
"2011-11-15",94.02,95.82,93.85,95.63,3538300,93.76
"2011-11-16",94.55,95,93.17,93.4,3249900,91.79
"2011-11-17",93.69,94.01,90.86,91.4,4306800,89.82
"2011-11-18",91.52,91.65,90.43,90.81,3226500,89.24
"2011-11-21",89.66,91.87,89.1,91.21,3961100,89.64
"2011-11-22",90.95,92.19,90.63,90.84,3367400,89.27
"2011-11-23",90.36,91.76,89.2,89.29,5266100,87.75
"2011-11-25",89.04,90.39,88.78,89.02,1733400,87.48
"2011-11-28",91.67,93.75,91.13,93.47,3698100,91.86
"2011-11-29",93.47,93.5,92.54,92.9,3628400,91.3
"2011-11-30",94.85,97.03,94.64,96.97,5376000,95.3
"2011-12-01",95.92,98.26,95.75,97.76,4760600,96.07
"2011-12-02",98.39,98.6,96.8,97.2,3232000,95.52
"2011-12-05",98.28,98.29,95.2,96.06,4182900,94.4
"2011-12-06",96.04,96.28,95.08,95.37,3533800,93.72
"2011-12-07",95.27,97.45,95.05,97.07,4013800,95.39
"2011-12-08",96.94,97.87,95.59,95.8,3559500,94.15
"2011-12-09",96.63,97.46,95.51,97.19,2993500,95.51
"2011-12-12",96.64,97.4,95.83,96.92,3411100,95.25
"2011-12-13",97.44,97.54,95.53,95.91,3391000,94.25
"2011-12-14",95.71,96.74,95.05,96.36,4787700,94.7
"2011-12-15",97.32,97.32,95.57,95.82,5255000,94.17
"2011-12-16",96.67,97.75,96.41,97.44,4389200,95.76
"2011-12-19",97.51,99.37,97.51,98.58,5885300,96.88
"2011-12-20",99.53,101.5,99.36,101.35,6863600,99.6
"2011-12-21",101.11,101.26,99.5,100.72,3811000,98.98
"2011-12-22",100.61,101.97,100.1,100.54,3359800,98.8
"2011-12-23",100.93,102.5,100.51,102.48,1950800,100.71
"2011-12-27",102.49,103.45,101.91,101.91,2179800,100.15
"2011-12-28",101.69,102,100.6,100.72,2492400,98.98
"2011-12-29",101,103.25,100.82,103.15,2159400,101.37
"2011-12-30",103.17,103.2,101.49,101.53,2146700,99.78
"2012-01-03",103.4,103.4,101.85,102.99,4207300,101.21
"2012-01-04",101.69,102.46,100,101.15,4130500,99.4
"2012-01-05",100.71,102.21,99.66,101.91,3024100,100.15
"2012-01-06",101.96,102.22,100.22,100.71,3272300,98.97
"2012-01-09",101.01,101.18,98.78,99.9,4500600,98.18
"2012-01-10",100.87,100.95,99.45,99.8,4677900,98.08
"2012-01-11",98.98,99.5,98.33,99.11,4754000,97.4
"2012-01-12",99.38,101.68,99.38,101.34,4177200,99.59
"2012-01-13",100.72,101.79,100.28,100.74,4155800,99
"2012-01-17",101.3,102.94,101.19,102.53,4254700,100.76
"2012-01-18",102.16,103.88,102.11,103.78,2938100,101.99
"2012-01-19",104.16,104.2,102.25,102.37,3641900,100.6
"2012-01-20",102.39,102.52,99.8,100.58,5008200,98.84
"2012-01-23",100.75,100.89,98.8,99.6,4041600,97.88
"2012-01-24",99.05,101.27,98.99,101.01,3035200,99.27
"2012-01-25",100.61,100.97,99.8,100.56,3772100,98.82
"2012-01-26",100.72,102.15,99.98,100.86,3484800,99.12
"2012-01-27",100.41,101.53,99.9,101.05,2840700,99.31
"2012-01-30",100.14,100.52,99.5,99.88,3119000,98.16
"2012-01-31",100.49,100.78,99.83,100.64,3310100,98.9
"2012-02-01",101.18,102.7,100.6,102.51,3844200,100.74
"2012-02-02",103.78,107.12,103.59,106.06,8435100,104.23
"2012-02-03",106.79,107.82,106.59,107.03,4133300,105.18
"2012-02-06",106.94,108.27,106.8,107.36,3337400,105.51
"2012-02-07",107.46,107.55,106.06,106.98,3261400,105.13
"2012-02-08",107.77,108.64,107.02,108.35,5685500,106.48
"2012-02-09",113.06,114.9,112.05,112.42,9900300,110.48
"2012-02-10",111.79,114,111.4,113.9,5472200,111.93
"2012-02-13",114.25,115.17,112.36,112.71,5519600,110.76
"2012-02-14",112.11,115.25,112.09,115.24,4490200,113.25
"2012-02-15",116.22,117.15,114.64,115.1,5425300,113.33
"2012-02-16",115.46,115.73,113.6,113.8,3992900,112.05
"2012-02-17",114.41,115.25,113.8,115.01,3878200,113.24
"2012-02-21",115.26,116,113.85,114.2,2704900,112.44
"2012-02-22",113.79,116.75,113.3,116.36,3595300,114.57
"2012-02-23",116.36,116.8,115.66,116.48,2722700,114.69
"2012-02-24",116.49,117.77,115.9,117.54,2773500,115.73
"2012-02-27",117.07,117.3,116.3,116.86,3953200,115.06
"2012-02-28",117.16,118.97,117.05,118.95,2984300,117.12
"2012-02-29",119.02,119.36,116.01,116.37,3804400,114.58
"2012-03-01",117.45,117.99,116.55,117.18,2793500,115.38
"2012-03-02",116.51,116.97,115.6,116.16,3053400,114.37
"2012-03-05",116.16,116.83,115.9,116.24,2538400,114.45
"2012-03-06",115.22,115.5,113.54,114.84,3325500,113.07
"2012-03-07",115.72,116.1,114.96,115.64,2673500,113.86
"2012-03-08",116.68,118.18,116.04,117.97,2380100,116.16
"2012-03-09",118.07,118.39,117.01,117.17,2114400,115.37
"2012-03-12",117.02,117.55,116.07,116.53,1927300,114.74
"2012-03-13",116.91,117.41,115.68,117.27,3196400,115.47
"2012-03-14",117.31,117.89,116.47,116.75,3749000,114.95
"2012-03-15",116.62,117.47,116.3,117,3323300,115.2
"2012-03-16",117.43,117.5,116.27,116.68,4001600,114.88
"2012-03-19",116.44,119.72,116.15,118.84,3979600,117.01
"2012-03-20",118.15,118.6,116,116.52,2647000,114.73
"2012-03-21",117.09,117.65,116.58,116.75,2106800,114.95
"2012-03-22",116.15,117.5,116,117.28,2342000,115.48
"2012-03-23",117.51,119,116.9,118.78,2537800,116.95
"2012-03-26",119.36,120.7,117.25,120.06,4090900,118.21
"2012-03-27",119.98,120.28,119.55,119.81,2665500,117.97
"2012-03-28",119.68,120.3,118.51,119.35,2248000,117.51
"2012-03-29",118.54,119.18,117.55,119,2172800,117.17
"2012-03-30",119.09,119.2,117.6,118,3000500,116.18
"2012-04-02",118,119.9,117.1,118.98,2944400,117.15
"2012-04-03",118.84,120.59,118.37,120.36,3922900,118.51
"2012-04-04",119.49,119.68,118.2,118.98,2577200,117.15
"2012-04-05",118.32,121.15,118.07,121.01,3348900,119.15
"2012-04-09",119.66,120.35,118.71,119.5,3323900,117.66
"2012-04-10",119.48,119.77,116.59,116.74,2669800,114.94
"2012-04-11",118.02,118.95,116.97,117.38,3542800,115.57
"2012-04-12",117.47,121.16,117.19,121.02,4291000,119.16
"2012-04-13",120.4,123.68,120.31,123.16,5374300,121.27
"2012-04-16",123.04,123.05,120.04,120.83,4577100,118.97
"2012-04-17",121.63,122.5,121.25,122.08,2582200,120.2
"2012-04-18",121.61,122.48,121.32,121.78,2120000,119.91
"2012-04-19",121.27,122.26,120.51,121.19,2130600,119.33
"2012-04-20",121.82,122.15,120.58,121.01,1960300,119.15
"2012-04-23",120.25,120.81,116.48,118.1,4336800,116.28
"2012-04-24",118.35,119.24,117.49,118.93,2357700,117.1
"2012-04-25",119.74,122.4,119.56,121.79,3037700,119.92
"2012-04-26",121.89,123.5,121.51,123.19,2776900,121.29
"2012-04-27",123.74,124.21,122.86,123.52,2446800,121.62
"2012-04-30",124.11,124.15,122.31,122.98,2343800,121.09
"2012-05-01",123.47,125.35,123.04,123.09,4294500,121.2
"2012-05-02",121.61,123.19,120.67,122.19,6341700,120.31
"2012-05-03",122.01,122.51,115.38,116.41,11959500,114.62
"2012-05-04",116.22,118.89,115.31,117.79,5850900,115.98
"2012-05-07",116.96,119.09,116.96,118.51,3369200,116.69
"2012-05-08",118.1,119.08,116.15,118.14,3649200,116.32
"2012-05-09",117.31,118.98,116.57,117.42,4418200,115.61
"2012-05-10",118.3,119.49,117.64,118.17,3367000,116.35
"2012-05-11",117.36,118.97,117.26,117.92,2034900,116.11
"2012-05-14",116.83,118.36,115.83,116.72,4061600,114.92
"2012-05-15",116.45,117.9,116.45,116.61,3147300,114.82
"2012-05-16",116.8,118.2,116.3,117.53,4334900,115.94
"2012-05-17",117,118.26,115.01,115.01,4453700,113.45
"2012-05-18",114.85,115.25,112.5,112.64,6483700,111.12
"2012-05-21",113.27,116.32,112.66,116.22,3318000,114.65
"2012-05-22",116.41,119.25,116.41,118.39,4648600,116.79
"2012-05-23",117.62,119.46,117.39,119.17,4139500,117.56
"2012-05-24",119.72,121,118.77,119.77,3187400,118.15
"2012-05-25",119.39,120.4,118.95,119.37,2945000,117.76
"2012-05-29",120.15,120.95,119,120.28,4501600,118.65
"2012-05-30",118.71,119.74,117.46,117.49,4586600,115.9
"2012-05-31",117.75,118.36,114.72,115.2,5251000,113.64
"2012-06-01",113.64,114.89,111.94,112.25,4662600,110.73
"2012-06-04",112.03,114.44,112.02,114.16,4161600,112.62
"2012-06-05",113.76,114.53,113.14,113.81,2843700,112.27
"2012-06-06",114.97,116.5,114.83,116.34,3096000,114.77
"2012-06-07",117.83,118,116.55,116.81,2289500,115.23
"2012-06-08",116.39,116.6,115.45,116.58,2594200,115
"2012-06-11",117.27,117.93,116.22,116.35,2735700,114.78
"2012-06-12",116.41,117.16,115.72,117.16,2599700,115.58
"2012-06-13",115.8,116.97,114.65,114.9,4474200,113.35
"2012-06-14",115.26,117.01,114.26,116.49,3288200,114.91
"2012-06-15",117.37,118.5,116.93,118.4,3137900,116.8
"2012-06-18",118.01,120.48,117.46,120.1,2732900,118.48
"2012-06-19",120.86,121.6,120.5,121.35,2567600,119.71
"2012-06-20",121.1,122.59,121.03,122.59,3175700,120.93
"2012-06-21",122.58,122.87,119.31,119.48,3265300,117.86
"2012-06-22",120.25,124.95,119.33,124.95,9304000,123.26
"2012-06-25",122.86,123.29,121.15,121.27,4041000,119.63
"2012-06-26",121.76,123.92,121.67,123.16,3282200,121.49
"2012-06-27",123.36,124.12,122.53,123.44,3442100,121.77
"2012-06-28",123,123.41,119.57,121.52,2878700,119.88
"2012-06-29",123.26,124.04,121.53,123.63,3982800,121.96
"2012-07-02",124.26,126.8,124,126.62,4260600,124.91
"2012-07-03",126.49,127,125.66,126.34,1591100,124.63
"2012-07-05",125.74,127.47,125.67,127.01,2824500,125.29
"2012-07-06",126.08,126.73,124.78,125.28,2407800,123.59
"2012-07-09",123.15,124.05,121.04,123.65,4421000,121.98
"2012-07-10",124.33,124.75,121.81,122.28,4551000,120.63
"2012-07-11",121.91,122.25,119.58,120.74,2911000,119.11
"2012-07-12",119.11,123.43,119.1,122.64,3766900,120.98
"2012-07-13",122.5,124.64,122.15,124.09,3028200,122.41
"2012-07-16",128.2,131,125.87,127.15,7651900,125.43
"2012-07-17",128.13,128.24,126.04,128.23,2691700,126.5
"2012-07-18",127.5,128.8,127.4,127.82,2975900,126.09
"2012-07-19",128.3,128.63,125.33,125.39,3458100,123.69
"2012-07-20",124.61,126.18,123.65,125.75,2954200,124.05
"2012-07-23",124.05,125.06,123.25,124.47,2847800,122.79
"2012-07-24",124.5,124.76,121.28,122.65,3376000,120.99
"2012-07-25",123.38,124.09,121.54,122.2,3826300,120.55
"2012-07-26",124.97,128.19,124.2,126.77,5259000,125.06
"2012-07-27",126.93,129.5,125.7,129.14,3484400,127.39
"2012-07-30",128.85,132.35,128.71,130.84,3163200,129.07
"2012-07-31",130.43,130.68,128.5,129.07,2240400,127.32
"2012-08-01",128.5,129.41,127,127.46,2903000,125.74
"2012-08-02",126.8,129.29,126.19,129.27,2778100,127.52
"2012-08-03",130.36,131.54,128.86,130.98,3233600,129.21
"2012-08-06",131,132.58,130.62,131.03,2306900,129.26
"2012-08-07",130.83,131.43,129.34,130.4,3294800,128.64
"2012-08-08",130.78,131.52,130.4,131.15,1990700,129.38
"2012-08-09",130.88,130.97,127.75,128.51,3550900,126.77
"2012-08-10",128.19,129.29,128,129.09,1496200,127.34
"2012-08-13",128.64,129,127.4,128.32,1613500,126.58
"2012-08-14",129.12,130.18,128.54,129.89,2183100,128.13
"2012-08-15",129.18,130.3,128.59,129.06,1933900,127.53
"2012-08-16",128.7,129.95,128.7,129.68,2280300,128.14
"2012-08-17",129.99,130.04,128.29,128.69,2395600,127.16
"2012-08-20",128.61,128.72,128,128.16,2168600,126.64
"2012-08-21",128.71,129.25,127,127.52,1901300,126.01
"2012-08-22",126.87,128.5,126.52,128.1,2216500,126.58
"2012-08-23",127.93,128.5,126.75,127.15,1750000,125.64
"2012-08-24",126.59,127.02,125.81,126.66,2662700,125.16
"2012-08-27",127.29,128.14,127.04,127.66,2205100,126.15
"2012-08-28",127.86,128.24,127.22,127.4,1965700,125.89
"2012-08-29",127.55,128.05,126.72,128.02,2145900,126.5
"2012-08-30",127.1,127.1,126.18,126.7,2143400,125.2
"2012-08-31",127.51,128.37,126.26,128.25,3446000,126.73
"2012-09-04",128.36,129.15,127.62,128.52,2550200,127
"2012-09-05",128.86,129,126.95,127.61,3174700,126.1
"2012-09-06",128.18,129.5,127.8,129.5,3924600,127.97
"2012-09-07",129.51,129.96,128.67,129.71,2697300,128.17
"2012-09-10",128.42,129.88,128.42,128.68,2908400,127.16
"2012-09-11",128.88,132.44,128.81,131.49,3972600,129.93
"2012-09-12",131.65,133.48,131.58,133.46,3664000,131.88
"2012-09-13",132.95,136.65,132.58,134.98,3936300,133.38
"2012-09-14",135.25,135.3,133.75,134.25,3322400,132.66
"2012-09-17",134.46,134.85,133.62,133.87,2662300,132.28
"2012-09-18",133.09,133.85,132.53,133.66,3298100,132.08
"2012-09-19",133.87,135.52,133.73,134.79,2994200,133.19
"2012-09-20",134.29,134.84,133.47,134.61,3194900,133.01
"2012-09-21",135.3,135.95,134.9,135,7306400,133.4
"2012-09-24",134.11,134.97,133.51,133.74,2632500,132.16
"2012-09-25",133.84,135.4,133.62,134.56,3849600,132.97
"2012-09-26",134.14,134.56,132.38,132.52,2659300,130.95
"2012-09-27",132.71,134.24,132.52,133.91,2108200,132.32
"2012-09-28",133.98,134.62,133.24,134.28,2357900,132.69
"2012-10-01",134.87,137.9,134.87,136.73,3675200,135.11
"2012-10-02",136.59,137.1,135.48,136,2510400,134.39
"2012-10-03",136.65,138.6,135.99,138.52,2929400,136.88
"2012-10-04",138.8,139.82,138.2,139.67,2118900,138.01
"2012-10-05",140.74,141.59,139.5,140.26,2820200,138.6
"2012-10-08",139,139.5,138.56,138.71,1700900,137.07
"2012-10-09",139.17,139.38,136.72,136.74,2494500,135.12
"2012-10-10",136.63,137.98,136.32,137.42,2012600,135.79
"2012-10-11",138.2,139.83,138.19,139.05,3514400,137.4
"2012-10-12",139.37,139.99,138.43,139.12,2029000,137.47
"2012-10-15",139.36,140.24,138.6,139.89,2423600,138.23
"2012-10-16",140.2,141.77,140.02,141.16,2081100,139.49
"2012-10-17",141.16,142.77,140.8,142.56,2531500,140.87
"2012-10-18",142.36,143.1,141.13,141.88,2810400,140.2
"2012-10-19",142.31,142.36,139.76,139.97,2533600,138.31
"2012-10-22",139.81,140.05,138.03,139,2445700,137.35
"2012-10-23",137.95,137.98,135.93,136.64,2980800,135.02
"2012-10-24",137.5,138.37,136.44,136.49,2869500,134.87
"2012-10-25",137.83,138.7,136.52,137.55,3968900,135.92
"2012-10-26",137.83,138.89,136.87,138.31,3037200,136.67
"2012-10-31",137.6,139.97,137.4,138.76,3567800,137.12
"2012-11-01",140.82,144.36,140.3,143.88,5327500,142.17
"2012-11-02",144.06,146.41,143.4,143.4,4624500,141.7
"2012-11-05",142.75,143.89,141.22,141.5,3466000,139.82
"2012-11-06",142.48,144.84,141.9,143.86,2272300,142.16
"2012-11-07",142.54,143.59,141.53,142.56,2607900,140.87
"2012-11-08",142.15,143.25,141.88,142.06,2533300,140.38
"2012-11-09",140.92,143.81,140.28,142.93,2949900,141.24
"2012-11-12",142.02,143.78,142.02,143.24,2235900,141.54
"2012-11-13",142.6,144.79,142.45,142.45,2537300,140.76
"2012-11-14",142.6,143.23,139.65,139.95,3402000,138.61
"2012-11-15",140,140.48,138.53,140,3429400,138.66
"2012-11-16",140.02,143.55,140.02,142.71,4158100,141.35
"2012-11-19",144,145.66,143.66,145.65,3780100,144.26
"2012-11-20",145.54,147.38,145.16,146.34,2391600,144.94
"2012-11-21",146.22,146.9,145.74,146.66,1641300,145.26
"2012-11-23",147.3,148.12,146.4,148.12,1113600,146.7
"2012-11-26",147.61,147.61,146.42,147.25,2155900,145.84
"2012-11-27",147.12,147.84,146.33,146.78,2495400,145.38
"2012-11-28",146.03,147.35,145.89,147.29,2589600,145.88
"2012-11-29",147.93,148.33,147.24,148.18,3143200,146.76
"2012-11-30",148.32,149.93,148.01,149.71,3512000,148.28
"2012-12-03",150,150.72,148.44,148.64,2934200,147.22
"2012-12-04",148.98,149.25,147.2,147.59,2275200,146.18
"2012-12-05",148.51,148.51,146.1,148.06,2992800,146.65
"2012-12-06",148.45,148.9,147.06,148.47,2281000,147.05
"2012-12-07",149.12,149.28,147.79,148.55,1889300,147.13
"2012-12-10",148.75,149.27,148.27,148.66,2322200,147.24
"2012-12-11",148.4,150.33,148.4,148.9,3623200,147.48
"2012-12-12",149.69,149.8,147.83,147.88,4579900,146.47
"2012-12-13",148.11,149.1,146.89,147.2,3260700,145.79
"2012-12-14",146.88,147.69,146.25,146.82,2394800,145.42
"2012-12-17",146.97,149.13,146.9,149.13,3475800,147.7
"2012-12-18",149.01,151.55,148.7,150.72,2967400,149.28
"2012-12-19",150.8,150.84,149.15,149.16,2160100,147.73
"2012-12-20",149.88,152.51,149.32,152.46,2715800,151
"2012-12-21",150.97,151.98,149.96,150.77,3482600,149.33
"2012-12-24",150.23,151.62,150.23,151.18,818000,149.74
"2012-12-26",151.28,151.29,149.2,149.76,1903600,148.33
"2012-12-27",149.69,150.65,147.9,149.4,2994200,147.97
"2012-12-28",148.46,149.93,148.25,148.65,1743400,147.23
"2012-12-31",148.35,151.61,148.35,151.58,3217000,150.13
"2013-01-02",154.16,155.94,153.93,155.38,3956600,153.9
"2013-01-03",157.11,158.08,154.82,155.5,3734300,154.01
"2013-01-04",155.6,157.19,154.78,156.77,2594000,155.27
"2013-01-07",156.94,158.77,156.8,157.89,2560600,156.38
"2013-01-08",157.65,159.36,157.01,159.36,2950100,157.84
"2013-01-09",161.4,162.55,159.71,161.79,4388200,160.24
"2013-01-10",162.03,162.77,159.27,160.51,4078400,158.98
"2013-01-11",159.78,161.25,159.5,161.16,2394500,159.62
"2013-01-14",161.28,161.81,159.55,160.65,2219400,159.11
"2013-01-15",159.82,160.65,159.09,160.45,1674000,158.92
"2013-01-16",160.11,160.78,159.31,160.2,1366100,158.67
"2013-01-17",161,161.09,159.61,159.88,1958400,158.35
"2013-01-18",158.52,158.53,156.5,158.27,3453100,156.76
"2013-01-22",158.68,159.68,157.78,159.05,1729500,157.53
"2013-01-23",158.29,159.96,158.08,159.05,1777200,157.53
"2013-01-24",159.3,160.17,158.9,159.56,1698500,158.04
"2013-01-25",159.92,160.14,159.03,159.84,1675400,158.31
"2013-01-28",160.28,160.58,156.3,156.35,3383000,154.86
"2013-01-29",155.74,157.09,155.12,156.66,2916000,155.16
"2013-01-30",156.99,159.09,154.75,155.01,4677000,153.53
"2013-01-31",159,159.5,156.35,157.91,4171400,156.4
"2013-02-01",159,159.48,157.35,158.56,3184600,157.04
"2013-02-04",157.77,158.4,156.56,156.65,2633000,155.15
"2013-02-05",157.62,159.6,156.8,159.53,2776300,158.01
"2013-02-06",159.22,160.88,158.62,160.82,3764200,159.28
"2013-02-07",158.98,159.79,156.96,157.06,5045700,155.56
"2013-02-08",157.4,158.94,157.1,157.8,3228500,156.29
"2013-02-11",157.58,158.17,155.94,156.33,2758100,154.84
"2013-02-12",156.84,157.7,156.42,156.8,2451400,155.3
"2013-02-13",156.45,157.39,154.14,154.77,3479400,153.61
"2013-02-14",154.6,156.65,154.3,155.98,3190000,154.82
"2013-02-15",156.35,158.08,155.74,157.99,4471100,156.81
"2013-02-19",158.01,158.79,156.66,157.61,3302500,156.43
"2013-02-20",157.12,157.61,155.19,155.42,3922200,154.26
"2013-02-21",155.12,158.29,154.79,157.44,3555200,156.26
"2013-02-22",158.3,159.58,156.69,159.43,2934500,158.24
"2013-02-25",159.2,160.35,155.89,155.89,2795800,154.73
"2013-02-26",156.01,158.59,156.01,157.83,2838500,156.65
"2013-02-27",157.45,160.1,157.3,159.87,2079500,158.68
"2013-02-28",160.34,160.34,158.31,158.64,2807000,157.46
"2013-03-01",157.93,158.86,156.65,158.08,3303000,156.9
"2013-03-04",157.76,159.54,157.55,159.5,1642500,158.31
"2013-03-05",160.09,161.78,159.86,160.29,2566900,159.09
"2013-03-06",160.86,161.7,160.2,161.06,1879000,159.86
"2013-03-07",160.87,161.78,159.65,160.51,2171800,159.31
"2013-03-08",161.34,161.4,159.89,160.67,2392900,159.47
"2013-03-11",161.37,161.6,160.41,161.18,1685500,159.98
"2013-03-12",160.68,160.97,159.03,159.8,2085200,158.61
"2013-03-13",159.5,160.4,158.85,159.37,2755400,158.18
"2013-03-14",159.4,161.07,159.3,160.66,3713400,159.46
"2013-03-15",160.03,160.64,158.53,158.55,4399900,157.37
"2013-03-18",157.28,159.18,156.4,158.07,3790700,156.89
"2013-03-19",158,159.35,155.68,156,4413100,154.84
"2013-03-20",157,159.97,156.72,159.33,4017600,158.14
"2013-03-21",158.45,159.73,157.8,157.8,3720800,156.62
"2013-03-22",158.21,160.16,157.72,160.09,4697600,158.89
"2013-03-25",160.75,164.28,160.5,164,4834200,162.78
"2013-03-26",164.9,167.78,164.54,167.46,4316200,166.21
"2013-03-27",166.61,169.23,165.51,168.66,3342800,167.4
"2013-03-28",168.75,170.96,168.13,169.84,3114100,168.57
"2013-04-01",169.75,170.99,166.9,167.35,3308800,166.1
"2013-04-02",168.42,168.9,167.31,167.95,2395500,166.7
"2013-04-03",168.42,168.53,164.28,164.75,4156200,163.52
"2013-04-04",165.42,166.53,165.01,166.48,2225900,165.24
"2013-04-05",164.21,165.42,163.59,165.16,1990600,163.93
"2013-04-08",165.64,166.37,164.48,166.29,1531400,165.05
"2013-04-09",166.83,166.88,164.01,164.75,1501100,163.52
"2013-04-10",164.97,167.3,164.97,166.99,2249100,165.74
"2013-04-11",167,167.9,166.22,167.62,1647500,166.37
"2013-04-12",165.91,166.83,165.1,165.75,1769200,164.51
"2013-04-15",164.62,164.88,161.29,161.29,2693500,160.09
"2013-04-16",162.65,164.8,162.5,164.71,2523000,163.48
"2013-04-17",163.74,164.03,161.94,162.23,2385900,161.02
"2013-04-18",162.59,163.39,161.27,161.41,5252700,160.2
"2013-04-19",162.08,164.11,161.75,163.96,1905100,162.74
"2013-04-22",163.57,164.35,162.49,163.53,1350900,162.31
"2013-04-23",164.27,165.68,163.53,165.66,1581000,164.42
"2013-04-24",165.66,167.57,165.6,167.06,1861800,165.81
"2013-04-25",167.91,170.48,167.44,168.76,2330700,167.5
"2013-04-26",168.76,169.6,167.14,167.23,1531800,165.98
"2013-04-29",167.73,168.5,167.16,167.9,2673600,166.65
"2013-04-30",168.59,169.9,168.04,168.46,3040400,167.2
"2013-05-01",166.99,168.26,163.6,166.02,3063100,164.78
"2013-05-02",170,179.66,170,175.4,7669300,174.09
"2013-05-03",176.96,180.84,176.43,179.54,3756600,178.2
"2013-05-06",179.34,180.77,178.13,178.89,3271000,177.55
"2013-05-07",179.49,179.86,177.22,179.79,2969100,178.45
"2013-05-08",179.46,179.5,177.7,179.26,3612300,177.92
"2013-05-09",179.23,179.88,178.23,178.58,2875300,177.25
"2013-05-10",178.68,179.02,177.55,178.75,3459400,177.42
"2013-05-13",178.58,180.44,178.13,178.93,3120000,177.59
"2013-05-14",178.98,181.49,178.64,180.32,4018700,178.97
"2013-05-15",180,181.79,179.68,181.76,3406100,180.73
"2013-05-16",181.74,181.74,179.78,179.8,2478400,178.78
"2013-05-17",180.88,184.58,180.52,184.57,3312200,183.53
"2013-05-20",183.91,184.9,180.8,181.61,5298000,180.58
"2013-05-21",181.54,182.69,180.39,181.55,3355700,180.52
"2013-05-22",182.08,184.42,180.1,180.14,4890800,179.12
"2013-05-23",178.38,179.51,177.11,178.1,4226500,177.09
"2013-05-24",177.88,181.1,176.9,180.45,3076600,179.43
"2013-05-28",182.44,182.54,179.67,180.03,2484300,179.01
"2013-05-29",179.22,180.2,178.07,178.14,1872600,177.13
"2013-05-30",178.34,181.99,178.34,181.03,2407000,180.01
"2013-05-31",180.57,181.4,178.1,178.14,3128600,177.13
"2013-06-03",178.75,180.68,177.51,180.19,3808100,179.17
"2013-06-04",179.4,181.75,178.7,180.2,3382100,179.18
"2013-06-05",179.87,180.19,176.86,177.22,3044200,176.22
"2013-06-06",176.69,179.42,176.4,179.35,3666200,178.34
"2013-06-07",180.65,181,179.55,179.94,3474800,178.92
"2013-06-10",180.54,183.14,179.63,182.33,3444800,181.3
