"","APD.Open","APD.High","APD.Low","APD.Close","APD.Volume","APD.Adjusted"
"2012-04-10",88.75,89.02,86.91,86.97,2648400,83.09
"2012-04-11",87.72,88.3,87.03,87.34,1386000,83.44
"2012-04-12",87.38,89.66,87.36,89.49,1131300,85.5
"2012-04-13",89.34,89.57,88.21,88.26,1063700,84.32
"2012-04-16",88.71,89.27,88.09,89.15,929000,85.17
"2012-04-17",89.71,90.51,89.17,90.12,744300,86.1
"2012-04-18",89.71,89.75,88.4,88.43,1196000,84.49
"2012-04-19",88.52,89.47,87.96,89.26,1253700,85.28
"2012-04-20",89.5,90.39,89.21,89.75,1099500,85.75
"2012-04-23",88.59,89.26,88.51,88.73,1433100,84.77
"2012-04-24",85.42,86.58,81.58,84.72,4544200,80.94
"2012-04-25",85.34,85.61,84.93,85.47,1835900,81.66
"2012-04-26",85.44,86.46,85.31,86.29,1126700,82.44
"2012-04-27",85.98,86.26,85.42,85.56,2321100,81.74
"2012-04-30",85.74,85.85,85.05,85.49,1702200,81.68
"2012-05-01",84.82,86.85,84.74,86.12,1436800,82.28
"2012-05-02",85.87,86.34,85.33,86.18,1103500,82.34
"2012-05-03",86.28,86.58,85.67,86.31,1129300,82.46
"2012-05-04",86.1,86.11,85.11,85.52,1879700,81.71
"2012-05-07",84.93,86.22,84.93,85.76,1014800,81.93
"2012-05-08",85.11,85.42,84.26,85.24,1172500,81.44
"2012-05-09",84.28,85.04,83.45,83.48,1591900,79.76
"2012-05-10",84.17,84.25,82.92,83.04,1301100,79.34
"2012-05-11",82.63,83.89,82.52,83.17,1018600,79.46
"2012-05-14",82.53,83.69,82.03,82.88,993300,79.18
"2012-05-15",82.81,83.16,81.65,81.92,751600,78.27
"2012-05-16",82.39,82.72,81.02,81.03,949400,77.42
"2012-05-17",81.12,81.39,79.3,79.34,1159700,75.8
"2012-05-18",79.72,79.92,77.58,77.81,1668500,74.34
"2012-05-21",78.12,80.26,77.84,80.06,1439500,76.49
"2012-05-22",80.33,80.94,79.46,79.9,1104900,76.34
"2012-05-23",79.26,79.76,78.49,79.54,1431200,75.99
"2012-05-24",80.01,80.46,79.47,80.45,995700,76.86
"2012-05-25",80.13,80.65,79.7,79.94,582400,76.37
"2012-05-29",80.77,81.25,80.26,81.11,965800,77.49
"2012-05-30",80.22,80.91,78.97,79.08,858000,75.55
"2012-05-31",78.98,79.61,77.9,79.04,1021500,75.51
"2012-06-01",77.78,78.36,76.8,76.88,1540500,73.45
"2012-06-04",77.08,77.61,76.49,77.48,1265500,74.02
"2012-06-05",77.15,78.36,76.92,77.66,1889100,74.2
"2012-06-06",78.16,79.13,78.11,78.75,1285500,75.24
"2012-06-07",79.83,80.81,79.7,80.02,3990200,76.45
"2012-06-08",79.25,79.91,78.73,79.62,1419600,76.07
"2012-06-11",80.34,80.58,79.07,79.13,964700,75.6
"2012-06-12",79.62,79.88,78.76,79.34,1145200,75.8
"2012-06-13",79.02,79.42,78.04,78.26,1088200,74.77
"2012-06-14",78.44,78.76,77.73,78.45,884700,74.95
"2012-06-15",78.75,79.65,78.69,79.48,1324900,75.93
"2012-06-18",79.26,79.92,78.97,79.6,699200,76.05
"2012-06-19",80.23,81.72,80.19,81.58,1195100,77.94
"2012-06-20",81.61,81.61,79.64,80.03,1063800,76.46
"2012-06-21",80.27,80.38,77.8,77.86,826800,74.39
"2012-06-22",78.46,78.57,77.49,77.98,3208400,74.5
"2012-06-25",77.15,77.43,76.72,76.88,978000,73.45
"2012-06-26",77.02,77.45,76.37,77.19,919800,73.75
"2012-06-27",78.04,78.11,76.96,77.2,1069300,73.76
"2012-06-28",76.46,78.1,76.11,78.05,1451100,75.19
"2012-06-29",79.62,80.75,79.32,80.73,1609600,77.77
"2012-07-02",79.95,80.49,78.69,79.62,1542600,76.7
"2012-07-03",80.87,80.87,79.69,80.23,846900,77.29
"2012-07-05",80,80.37,79.37,80.06,1033600,77.13
"2012-07-06",79.12,80,78.87,79.82,593800,76.9
"2012-07-09",79.78,80.05,79.28,79.63,733900,76.71
"2012-07-10",80.35,80.36,78.25,78.63,673000,75.75
"2012-07-11",78.9,78.91,78,78.61,847700,75.73
"2012-07-12",78,78.19,77.21,77.72,633200,74.87
"2012-07-13",78.13,79.88,78.03,79.84,733900,76.92
"2012-07-16",79.6,79.7,78.91,79.45,835700,76.54
"2012-07-17",79.87,80.29,79.31,80.28,1024800,77.34
"2012-07-18",80.23,81.55,79.84,81.54,1220300,78.55
"2012-07-19",81.74,82,80.99,81.5,1123500,78.52
"2012-07-20",80.75,81.09,80.38,80.43,1266400,77.48
"2012-07-23",79.13,79.92,79.02,79.58,900900,76.67
"2012-07-24",79.47,80.09,77.61,78.88,1172900,75.99
"2012-07-25",79.24,79.84,78.69,78.91,1754200,76.02
"2012-07-26",80.01,80.66,79.34,79.88,1433600,76.95
"2012-07-27",80.78,81.45,79.88,81.26,2585700,78.28
"2012-07-30",81.22,81.84,80.68,81.34,1140500,78.36
"2012-07-31",80.93,81.03,80.14,80.43,1543700,77.48
"2012-08-01",80.83,81.78,80.58,81.24,1257100,78.26
"2012-08-02",80.5,80.88,79.39,80.4,947400,77.46
"2012-08-03",81.83,82.58,81.1,82.24,776500,79.23
"2012-08-06",82.7,83.07,82.31,82.72,533300,79.69
"2012-08-07",83.01,83.34,82.56,83.23,648800,80.18
"2012-08-08",82.85,84.39,82.74,83.93,710500,80.86
"2012-08-09",83.7,84.46,83.29,84.04,925900,80.96
"2012-08-10",83.85,83.97,82.91,83.73,905400,80.66
"2012-08-13",83.58,83.75,83.03,83.63,386300,80.57
"2012-08-14",84.04,84.29,83.2,83.5,922600,80.44
"2012-08-15",83.35,83.89,83.1,83.57,630100,80.51
"2012-08-16",83.88,84.83,83.63,84.67,731700,81.57
"2012-08-17",84.94,85.17,84.2,84.42,959900,81.33
"2012-08-20",84.25,84.63,84.1,84.57,717900,81.47
"2012-08-21",84.76,85,84.13,84.44,775600,81.35
"2012-08-22",84.06,85,83.4,85,1032800,81.89
"2012-08-23",84.89,84.89,83.38,83.51,592500,80.45
"2012-08-24",83.4,83.5,82.91,83.33,618700,80.28
"2012-08-27",83.54,83.71,82.44,82.54,580000,79.52
"2012-08-28",82.35,82.61,81.98,82.26,655200,79.25
"2012-08-29",82.4,82.69,81.79,82.03,1217200,79.03
"2012-08-30",81.91,82.13,81.39,81.76,709700,78.77
"2012-08-31",82.3,82.76,81.84,82.58,685700,79.56
"2012-09-04",82.46,82.81,81.16,81.49,1064800,78.51
"2012-09-05",81.4,82.3,81.4,82.11,890200,79.1
"2012-09-06",82.52,83.87,82.52,83.52,924300,80.46
"2012-09-07",83.71,84.16,83.12,83.61,942400,80.55
"2012-09-10",83.55,83.95,83.2,83.23,720100,80.18
"2012-09-11",83.45,84.34,83.33,83.99,830900,80.91
"2012-09-12",84,84.18,83.04,83.39,974400,80.34
"2012-09-13",83.31,84.84,82.87,84.29,987500,81.2
"2012-09-14",84.24,85.68,83.82,85.49,1069700,82.36
"2012-09-17",85.45,85.83,85.26,85.62,802400,82.48
"2012-09-18",85.53,85.68,84.84,85.33,547900,82.21
"2012-09-19",85.45,85.5,84.82,85.24,643600,82.12
"2012-09-20",84.78,85.12,84.38,85.05,727400,81.94
"2012-09-21",85.3,85.35,84.44,84.51,1334800,81.42
"2012-09-24",84.19,84.3,83.52,83.94,656700,80.87
"2012-09-25",84.14,84.57,83.31,83.35,688000,80.3
"2012-09-26",83.03,83.29,82.32,83.18,1194600,80.13
"2012-09-27",82.96,83.14,82.37,82.65,804400,80.24
"2012-09-28",82.4,82.79,81.99,82.7,787500,80.29
"2012-10-01",82.53,83.75,82.25,82.85,886100,80.43
"2012-10-02",82.95,83.45,82.25,82.67,628100,80.26
"2012-10-03",82.63,82.89,82.2,82.73,541800,80.32
"2012-10-04",83.22,83.6,82.74,83.39,624700,80.96
"2012-10-05",84.01,84.59,83.55,83.9,697700,81.45
"2012-10-08",83.5,84.04,83.22,83.88,428600,81.43
"2012-10-09",83.98,84.11,82.95,82.96,624900,80.54
"2012-10-10",82.97,82.97,81.81,82.02,870400,79.63
"2012-10-11",82.5,82.73,81.96,81.97,389800,79.58
"2012-10-12",82,82.84,81.6,82,642300,79.61
"2012-10-15",82.45,82.56,82,82.29,718300,79.89
"2012-10-16",82.99,84.65,82.59,84.61,731800,82.14
"2012-10-17",84.41,85.33,84.41,84.95,952700,82.47
"2012-10-18",84.85,85.95,84.41,85.35,1478700,82.86
"2012-10-19",82.95,83.25,79.72,79.99,5088100,77.66
"2012-10-22",79.34,79.39,77.27,78.96,3104300,76.66
"2012-10-23",77.63,78.3,77.05,77.28,2745700,75.03
"2012-10-24",77.65,77.96,76.78,77.09,1867300,74.84
"2012-10-25",77.95,78.18,77.01,77.73,837600,75.46
"2012-10-26",77.4,78.09,77.04,77.92,868900,75.65
"2012-10-31",78.38,78.62,77.11,77.53,1317400,75.27
"2012-11-01",78.07,79.37,77.11,78.19,2387700,75.91
"2012-11-02",78.26,79.18,77,78.15,2346800,75.87
"2012-11-05",77.9,78.92,77.7,78.75,1447700,76.45
"2012-11-06",78.85,80.48,78.5,79.75,1428600,77.43
"2012-11-07",78.9,79.82,78.63,79.46,1935100,77.14
"2012-11-08",79.45,80.11,79.05,79.15,2135200,76.84
"2012-11-09",79.01,80.17,79.01,79.73,1339000,77.41
"2012-11-12",79.93,80.32,79.59,79.95,913900,77.62
"2012-11-13",80.55,81.24,80.29,80.54,1780600,78.19
"2012-11-14",80.73,80.82,79.84,80.23,1594900,77.89
"2012-11-15",80.17,80.66,79.5,79.85,1303400,77.52
"2012-11-16",79.94,80.32,79.3,80,1682800,77.67
"2012-11-19",80.57,80.93,80.28,80.87,1632800,78.51
"2012-11-20",80.6,81.63,80.6,81.61,806500,79.23
"2012-11-21",82.06,82.1,81.63,81.94,758800,79.55
"2012-11-23",82.35,83.07,82.19,83.04,362100,80.62
"2012-11-26",82.73,83.34,82.68,83.34,972400,80.91
"2012-11-27",83.29,83.34,82.68,82.87,1270400,80.45
"2012-11-28",82.39,82.87,81.89,82.45,1575800,80.05
"2012-11-29",82.64,83.25,82.1,82.35,1591700,79.95
"2012-11-30",82.5,83.19,82.41,82.94,1379200,80.52
"2012-12-03",83.2,83.39,81.43,81.57,1083500,79.19
"2012-12-04",81.16,82.18,81.16,81.7,935500,79.32
"2012-12-05",81.62,82.2,81.35,81.99,985000,79.6
"2012-12-06",82.01,82.21,81.44,82.15,1243700,79.76
"2012-12-07",82.05,83.08,81.55,83.06,1113300,80.64
"2012-12-10",83.02,83.2,82.76,83.11,608800,80.69
"2012-12-11",83.26,83.81,83.01,83.24,893700,80.81
"2012-12-12",83.71,83.8,82.4,82.56,903600,80.15
"2012-12-13",82.65,83.15,82.49,82.95,690200,80.53
"2012-12-14",83.02,83.3,82.47,82.55,792300,80.14
"2012-12-17",82.65,83.55,82.58,83.36,760000,80.93
"2012-12-18",83.54,84.73,83.01,84.47,888000,82.01
"2012-12-19",84.59,84.85,83.77,83.77,958200,81.33
"2012-12-20",83.91,85.05,83.84,85.05,1006700,82.57
"2012-12-21",84.64,85.05,84.06,84.28,1645900,81.82
"2012-12-24",84.56,85.31,84.03,85.26,488000,82.77
"2012-12-26",85.38,86.31,85.19,85.75,1015400,83.25
"2012-12-27",85.89,85.91,83.7,84.8,1216300,82.33
"2012-12-28",84.06,84.1,82.89,82.93,811500,81.12
"2012-12-31",82.39,84.05,82,84.02,809300,82.19
"2013-01-02",85.46,85.94,85.04,85.86,1214500,83.99
"2013-01-03",85.96,86.4,85.33,85.56,708900,83.7
"2013-01-04",85.86,86.81,85.69,86.71,973000,84.82
"2013-01-07",86.38,86.72,85.74,86.63,831400,84.74
"2013-01-08",86.58,86.81,85.53,86.79,1319000,84.9
"2013-01-09",86.91,88.11,86.62,87.96,1431300,86.05
"2013-01-10",88.25,88.25,87.16,87.88,673700,85.97
"2013-01-11",88.06,88.4,87.45,88.37,747500,86.45
"2013-01-14",88.24,88.4,87.66,87.99,534800,86.07
"2013-01-15",87.59,88,87.32,87.7,475500,85.79
"2013-01-16",87.3,87.81,86.68,87.29,693900,85.39
"2013-01-17",87.66,88.96,87.48,88.42,843800,86.5
"2013-01-18",88.57,88.86,87.79,88.69,1161400,86.76
"2013-01-22",88.74,89.61,88.28,89.4,1042100,87.45
"2013-01-23",89.45,89.99,87.58,88.44,1958900,86.51
"2013-01-24",88.08,88.69,87.35,88.23,1176800,86.31
"2013-01-25",88.5,88.73,87.94,88.36,1024200,86.44
"2013-01-28",88.33,88.42,87.67,88.01,951400,86.09
"2013-01-29",88.14,89.15,87.99,88.88,1014800,86.95
"2013-01-30",88.7,88.96,87.88,87.99,681800,86.07
"2013-01-31",87.72,88.2,87.37,87.43,1096400,85.53
"2013-02-01",88.15,88.98,88.05,88.73,888400,86.8
"2013-02-04",88.14,88.35,87.08,87.14,796700,85.24
"2013-02-05",87.62,88.12,87.4,87.49,819700,85.59
"2013-02-06",87.31,87.65,86.96,87.5,1012000,85.6
"2013-02-07",87.66,87.66,86.77,87.36,610600,85.46
"2013-02-08",87.55,88.49,87.33,88.35,782000,86.43
"2013-02-11",88.47,88.74,88.11,88.42,744600,86.5
"2013-02-12",88.43,88.88,87.79,88.83,929100,86.9
"2013-02-13",88.94,89.05,88.35,88.78,856600,86.85
"2013-02-14",88.49,88.87,88.03,88.69,660900,86.76
"2013-02-15",88.71,88.8,87.96,88.23,800400,86.31
"2013-02-19",88.63,89.13,88.18,88.7,558900,86.77
"2013-02-20",88.64,88.8,87.55,87.61,1276000,85.7
"2013-02-21",87.21,87.75,85,85.67,2002900,83.8
"2013-02-22",86.02,86.1,85.32,86.09,1368500,84.22
"2013-02-25",86.49,86.51,84.22,84.23,997600,82.4
"2013-02-26",84.59,84.93,84.15,84.34,1235500,82.5
"2013-02-27",84.43,85.94,84.27,85.56,1039500,83.7
"2013-02-28",85.48,86.83,85.44,86.34,1195100,84.46
"2013-03-01",85.85,86.65,85.32,86.34,739900,84.46
"2013-03-04",86.12,86.53,85.57,86.34,577800,84.46
"2013-03-05",86.75,87.72,86.63,86.9,867000,85.01
"2013-03-06",87.2,87.28,86.62,86.71,649600,84.82
"2013-03-07",86.87,87.94,86.68,87.85,904200,85.94
"2013-03-08",88.27,89.23,88.11,89.1,1205500,87.16
"2013-03-11",88.84,89.03,88.16,88.83,888600,86.9
"2013-03-12",88.83,89.31,88.44,88.91,702500,86.97
"2013-03-13",88.91,89.12,88.08,89,681700,87.06
"2013-03-14",89.2,89.9,89,89.9,658500,87.94
"2013-03-15",89.56,90.34,89.34,90.17,1904300,88.21
"2013-03-18",89.23,89.28,88.5,88.92,942700,86.98
"2013-03-19",88.95,89.28,87.66,88.21,839600,86.29
"2013-03-20",88.59,89.09,88.33,88.84,889200,86.91
"2013-03-21",87.88,87.95,86.58,87.1,1396900,85.2
"2013-03-22",87.77,88.04,87.23,87.52,836900,85.61
"2013-03-25",87.99,88.14,87.15,87.47,977900,85.57
"2013-03-26",87.79,88.07,87.45,87.92,748800,86.01
"2013-03-27",86.54,86.55,85.65,86.28,983400,85.09
"2013-03-28",86.3,87.27,86.06,87.12,1339900,85.92
"2013-04-01",86.69,86.83,85.24,85.51,1277100,84.33
"2013-04-02",85.96,86.07,84.7,85.01,965900,83.84
"2013-04-03",85.14,85.2,84.04,84.28,1104800,83.12
"2013-04-04",84.45,85.4,84.32,85.37,781000,84.19
"2013-04-05",84.58,85.18,84.06,85.13,665700,83.95
"2013-04-08",85.2,85.68,84.71,85.65,498700,84.47
"2013-04-09",85.97,86.4,85.38,86,667600,84.81
"2013-04-10",86.2,86.43,85.86,86.34,1277900,85.15
"2013-04-11",86.43,87.32,86.23,87.24,1231600,86.04
"2013-04-12",87.02,87.2,86.43,86.93,1084500,85.73
"2013-04-15",86.45,86.63,84.85,84.86,2013800,83.69
"2013-04-16",85.16,86.58,85.16,86.5,930900,85.31
"2013-04-17",86.06,86.46,85.48,85.78,1220200,84.6
"2013-04-18",86.08,86.38,84.66,84.85,1060600,83.68
"2013-04-19",85.08,85.92,85.08,85.71,1613500,84.53
"2013-04-22",85.71,86.51,85.64,86.29,837400,85.1
"2013-04-23",85.72,86.4,84.53,85.18,2129300,84
"2013-04-24",85.41,86.18,85.31,85.8,1706300,84.62
"2013-04-25",85.62,86.69,85.33,86.01,835900,84.82
"2013-04-26",86,86.08,85.45,85.59,581500,84.41
"2013-04-29",85.93,86.67,85.59,86.54,695800,85.35
"2013-04-30",86.52,86.96,86.03,86.96,768000,85.76
"2013-05-01",86.69,86.77,85.63,85.69,654700,84.51
"2013-05-02",88.95,90.9,87.54,89.04,5213700,87.81
"2013-05-03",89.99,90.22,89.51,89.8,1911100,88.56
"2013-05-06",90,90,88.53,89.38,1211800,88.15
"2013-05-07",89.59,90.19,89.29,90.03,938800,88.79
"2013-05-08",89.88,91.17,89.7,91.15,989400,89.89
"2013-05-09",90.91,91.38,90.68,91.01,1142600,89.75
"2013-05-10",91.18,91.42,90.52,91.21,956400,89.95
"2013-05-13",90.97,91.21,90.5,90.84,640700,89.59
"2013-05-14",90.97,91.64,90.57,91.59,890400,90.33
"2013-05-15",91.42,92.45,90.92,92.38,1248300,91.1
"2013-05-16",92.1,92.96,92.03,92.77,972000,91.49
"2013-05-17",93,94.49,92.87,94.33,1060200,93.03
"2013-05-20",94.08,95.41,94.06,94.81,1124100,93.5
"2013-05-21",95,95.49,94.54,94.86,673100,93.55
"2013-05-22",94.75,96.15,94.53,95.12,1973700,93.81
"2013-05-23",93.47,94.38,93.11,94.17,1379000,92.87
"2013-05-24",93.71,94.06,93.26,93.93,916900,92.63
"2013-05-28",94.97,95.16,94.34,94.71,834900,93.4
"2013-05-29",94.23,95.06,94.02,94.63,891600,93.32
"2013-05-30",94.85,95.1,94.43,94.89,703600,93.58
"2013-05-31",94.51,95.27,94.21,94.41,1642100,93.11
"2013-06-03",94.39,94.8,93.98,94.77,1422500,93.46
"2013-06-04",94.5,95.54,94.34,95.39,1443500,94.07
"2013-06-05",95.07,95.52,94.1,94.1,2153200,92.8
"2013-06-06",94.19,94.66,93.76,94.55,1804600,93.24
"2013-06-07",94.88,95.14,94,95.09,1415800,93.78
"2013-06-10",95.1,95.3,94.75,94.99,1108900,93.68
"2013-06-11",94.11,95.35,93.75,94.9,1480600,93.59
"2013-06-12",95.36,95.5,94.71,94.79,2143600,93.48
"2013-06-13",94.68,95.6,94.31,95.34,1392500,94.02
"2013-06-14",95.73,96.59,95.25,96.35,2300600,95.02
"2013-06-17",96.64,96.88,96.25,96.57,1752500,95.24
"2013-06-18",96.55,96.74,96.14,96.58,1298400,95.25
"2013-06-19",96.72,97.12,96.12,96.16,1321600,94.83
"2013-06-20",95.38,95.71,94.14,94.28,1962600,92.98
"2013-06-21",94.29,94.8,93.62,94.59,2390900,93.28
"2013-06-24",93.64,94.04,92.61,93.55,1893900,92.26
"2013-06-25",94.22,94.83,93.92,94.61,1862100,93.3
"2013-06-26",95.68,96.4,95.4,96.13,1406400,94.8
"2013-06-27",94.48,94.77,92.37,92.78,2878500,92.18
"2013-06-28",92.67,93.17,91.31,91.57,3032700,90.98
"2013-07-01",91.51,95.02,90.6,93.51,3382000,92.91
"2013-07-02",92.13,93.6,90.47,90.75,4446400,90.16
"2013-07-03",90.61,92.17,90.12,91.39,1436500,90.8
"2013-07-05",92.26,92.43,91.28,91.88,987900,91.29
"2013-07-08",91.75,92.56,91.38,92.35,1579500,91.75
"2013-07-09",92.8,96.17,92.77,95.96,4251200,95.34
"2013-07-10",95.7,96.7,94.86,96.53,2349800,95.91
"2013-07-11",97.61,97.66,96.6,97.01,1629800,96.38
"2013-07-12",97.04,97.09,96.09,96.65,1238600,96.02
"2013-07-15",96.62,96.75,96.15,96.61,1141200,95.99
"2013-07-16",95.99,95.99,94.8,95.5,1708000,94.88
"2013-07-17",96,96.47,95.81,96.37,1244100,95.75
"2013-07-18",96.79,97.47,96.18,96.88,1214800,96.25
"2013-07-19",96.89,97.2,96.03,96.99,1601900,96.36
"2013-07-22",96.73,97.9,96.72,97.88,3521000,97.25
"2013-07-23",101.03,101.03,97.89,100.65,4193100,100
"2013-07-24",100.44,100.65,99.69,100.56,1710900,99.91
"2013-07-25",102.02,108.66,101.89,107.11,8087900,106.42
"2013-07-26",106.61,106.99,103.89,104.12,7715500,103.45
"2013-07-29",104.28,104.7,102.75,104.64,2316200,103.96
"2013-07-30",104.83,105.75,104.15,105.61,1540400,104.93
"2013-07-31",108.78,109.98,107.52,108.64,6709600,107.94
"2013-08-01",109.49,111,106.39,107.25,4553900,106.56
"2013-08-02",106.8,107.02,105.69,106.95,2186300,106.26
"2013-08-05",108.08,108.08,106.83,107.83,1120200,107.13
"2013-08-06",107.08,107.98,106.72,106.87,1338800,106.18
"2013-08-07",106.69,107.41,106.04,106.76,1278300,106.07
"2013-08-08",107.22,107.92,106.23,106.62,1250200,105.93
"2013-08-09",106.38,107.49,106.33,106.7,739500,106.01
"2013-08-12",105.91,105.91,102.64,103.2,2590800,102.53
"2013-08-13",103.57,104.24,103.4,103.95,1194000,103.28
"2013-08-14",103.82,104.2,102.49,102.78,1037600,102.12
"2013-08-15",101.96,102.04,100.85,101.44,1460800,100.78
"2013-08-16",101,101.35,99.76,100.89,2261000,100.24
"2013-08-19",100.6,101.82,100.58,101.52,2043400,100.86
"2013-08-20",101.32,102.41,100.94,102.23,1641000,101.57
"2013-08-21",102,102.37,101.32,101.7,1406800,101.04
"2013-08-22",102.14,103.71,101.58,102.98,765500,102.31
"2013-08-23",103.02,104.16,102.62,104,824100,103.33
"2013-08-26",104.14,104.5,103.19,103.32,666400,102.65
"2013-08-27",102.66,103.1,101.75,101.86,826400,101.2
"2013-08-28",101.61,102,101.17,101.47,689600,100.81
"2013-08-29",101.3,103.7,101.14,102.44,692900,101.78
"2013-08-30",102.53,102.69,101.49,102.14,945300,101.48
"2013-09-03",103.3,103.67,102.03,102.91,768200,102.24
"2013-09-04",102.87,103.96,102.4,103.87,667200,103.2
"2013-09-05",103.83,104.24,103.26,103.84,620300,103.17
"2013-09-06",104.01,104.37,102.87,102.99,913600,102.32
"2013-09-09",103.48,105.79,103.12,105.74,9e+05,105.06
"2013-09-10",106.12,106.7,105.66,106.2,757000,105.51
"2013-09-11",106.21,106.6,105.58,106.28,529300,105.59
"2013-09-12",106.01,106.7,105.56,105.73,506000,105.05
"2013-09-13",105.86,106.37,105.5,106.15,528000,105.46
"2013-09-16",107.41,108.75,106.73,107.99,1212000,107.29
"2013-09-17",107.73,107.89,106.26,106.54,2141200,105.85
"2013-09-18",106.65,109.5,106.16,109.37,1124600,108.66
"2013-09-19",109.47,111.4,109.47,110.02,1105200,109.31
"2013-09-20",110.02,110.96,108.57,108.57,1924200,107.87
"2013-09-23",108.14,108.9,107.06,107.42,923500,106.73
"2013-09-24",107.3,108.06,107.05,107.21,683800,106.52
"2013-09-25",107.7,108.09,106.91,107.32,654200,106.63
"2013-09-26",109.83,114.75,109.02,109.78,3485200,109.07
"2013-09-27",107.64,108.26,106.95,107,1338500,107
"2013-09-30",106.16,107.16,106,106.57,1025900,106.57
"2013-10-01",105.72,107.92,105.2,107.11,1432600,107.11
"2013-10-02",106.88,107.64,105.78,107.16,1257300,107.16
"2013-10-03",107.16,107.35,105.16,105.43,1678700,105.43
"2013-10-04",105.45,106.56,105.1,106.31,1228700,106.31
"2013-10-07",105.79,106.18,104.55,104.62,1141900,104.62
"2013-10-08",104.72,104.76,102.23,102.58,1657300,102.58
"2013-10-09",102.83,104.41,102.42,103.99,1313700,103.99
"2013-10-10",105.11,108,105,107.8,1847600,107.8
"2013-10-11",108.29,108.75,107.34,108.72,1136900,108.72
"2013-10-14",107.62,109.33,107.52,109.17,682800,109.17
"2013-10-15",108.72,109.25,107.83,108.1,1039700,108.1
"2013-10-16",109.05,109.69,108.43,109.09,822600,109.09
"2013-10-17",108.89,110.1,108.57,109.87,886600,109.87
"2013-10-18",110.21,110.51,109.48,110.19,1540900,110.19
"2013-10-21",109.98,110.99,109.91,110.66,545300,110.66
"2013-10-22",111.23,111.95,111.08,111.73,744300,111.73
"2013-10-23",111.68,111.94,110.06,110.65,719900,110.65
"2013-10-24",110.65,111.73,110.53,111.38,715700,111.38
"2013-10-25",111.16,111.87,110.65,111.73,896700,111.73
"2013-10-28",111.53,111.58,108.79,109.54,1626400,109.54
"2013-10-29",108.21,109.4,107,107.47,2337500,107.47
"2013-10-30",107.83,109.76,106.99,107.2,1746400,107.2
"2013-10-31",107.3,109.39,106.4,109.01,1526700,109.01
"2013-11-01",108.95,109.75,107.59,108,1140400,108
"2013-11-04",108.12,108.9,107.79,108.77,773500,108.77
"2013-11-05",108.44,109.39,107.74,109.12,643600,109.12
"2013-11-06",109.46,110.1,109.15,109.92,711700,109.92
"2013-11-07",109.78,109.88,108.02,108.26,1503600,108.26
"2013-11-08",108.25,109.63,108.1,109.45,890600,109.45
"2013-11-11",109.5,109.88,108.85,109.09,874500,109.09
"2013-11-12",109.1,109.19,107.91,107.97,1025300,107.97
"2013-11-13",107.73,108.41,107.43,108.04,1213400,108.04
"2013-11-14",108.36,108.78,107.79,108.67,1048600,108.67
"2013-11-15",109.02,110.69,108.81,110.59,1049400,110.59
"2013-11-18",110.54,110.93,109.61,109.94,839400,109.94
"2013-11-19",109.94,110.64,109.5,110.09,898100,110.09
"2013-11-20",109.99,110.35,109.25,109.6,861900,109.6
"2013-11-21",109.97,110.16,109.13,109.71,1009700,109.71
"2013-11-22",110,111.42,109.25,111.17,1106700,111.17
"2013-11-25",111.17,111.61,109.51,109.72,670400,109.72
"2013-11-26",109.26,109.7,108.72,108.85,1079100,108.85
"2013-11-27",109.05,109.62,108.65,109.12,722400,109.12
"2013-11-29",109.1,109.75,108.58,108.83,282400,108.83
"2013-12-02",108.95,109.18,107.5,107.69,1109700,107.69
"2013-12-03",107.5,107.5,106.31,107.16,991000,107.16
"2013-12-04",107,107.8,106.45,107.45,725600,107.45
"2013-12-05",107,107.35,106.18,106.51,674100,106.51
"2013-12-06",107.81,109.55,107.45,109.51,762200,109.51
"2013-12-09",109.36,109.51,108.67,109.18,833100,109.18
"2013-12-10",108.49,109.77,108.44,109.1,625500,109.1
"2013-12-11",108.94,108.97,106.74,106.83,702800,106.83
"2013-12-12",106.72,107.75,106.13,107.48,697800,107.48
"2013-12-13",107.59,108.26,107.39,107.72,686100,107.72
"2013-12-16",108.01,108.65,107.07,107.3,860400,107.3
"2013-12-17",107.5,108.35,106.79,107.4,1315400,107.4
"2013-12-18",107.88,107.99,105.74,107.28,1882800,107.28
"2013-12-19",107.05,111.05,106.51,110.92,2244100,110.92
"2013-12-20",111.21,112.26,111.1,111.3,1453000,111.3
"2013-12-23",111.74,112.61,111.16,112.52,692400,112.52
"2013-12-24",112.61,113.54,112.35,112.79,452000,112.79
"2013-12-26",112.93,113.83,112.77,113.66,483100,113.66
"2013-12-27",113.87,113.99,112.95,113.43,476700,113.43
"2013-12-30",112.48,113.32,112.47,112.59,422700,112.59
"2013-12-31",112.53,113.11,111.4,111.78,1178800,111.78
"2014-01-02",111.56,111.95,111.11,111.44,839100,111.44
"2014-01-03",111.94,112.07,110.73,111.22,1057800,111.22
"2014-01-06",111.57,112,110.77,111.49,773900,111.49
"2014-01-07",112.2,112.2,110,110.11,1292100,110.11
"2014-01-08",110.28,110.42,109.1,110.09,1398300,110.09
"2014-01-09",110.24,110.96,109.26,109.66,1127900,109.66
"2014-01-10",110.09,110.64,109.42,109.63,1159000,109.63
"2014-01-13",109.44,110.54,108.36,108.58,1033100,108.58
"2014-01-14",108.91,110.31,108.17,110.17,804300,110.17
"2014-01-15",110.2,112.14,110.11,111.25,1313600,111.25
