"","COP.Open","COP.High","COP.Low","COP.Close","COP.Volume","COP.Adjusted"
"2012-03-22",76.86,77,75.72,75.89,12144000,52.94
"2012-03-23",76.01,76.88,75.55,76.51,10680300,53.37
"2012-03-26",77.08,77.44,76.93,77.36,7875900,53.96
"2012-03-27",77.48,77.5,76.8,76.84,8212700,53.6
"2012-03-28",76.62,76.79,75.51,75.98,9905200,53
"2012-03-29",75.2,75.85,74.44,75.8,10084900,52.87
"2012-03-30",76.16,76.57,75.84,76.01,9034800,53.02
"2012-04-02",75.99,77.31,75.88,76.87,7962300,53.62
"2012-04-03",76.66,76.75,75.68,76.31,8912300,53.23
"2012-04-04",75.73,76.75,75.4,76.18,9762300,53.14
"2012-04-05",76.06,76.35,75.25,75.36,8342200,52.57
"2012-04-09",74.66,75.49,74.6,75.05,8865700,52.35
"2012-04-10",74.95,75.25,73.44,73.69,12813000,51.4
"2012-04-11",74.39,74.78,73.42,73.55,12058500,51.31
"2012-04-12",73.48,74.74,73.48,74.53,11161900,51.99
"2012-04-13",74.17,74.65,73.63,73.63,9080600,51.36
"2012-04-16",73.81,74.52,73.62,73.83,16771200,51.5
"2012-04-17",74.4,74.68,74.22,74.26,7822600,51.8
"2012-04-18",73.32,73.83,73.17,73.29,9701700,51.12
"2012-04-19",73.19,73.39,72.3,72.89,9462300,50.84
"2012-04-20",73.11,73.54,72.67,72.88,9299200,50.84
"2012-04-23",71.74,72.72,71.37,72.33,10107000,50.45
"2012-04-24",72.14,72.43,71.82,71.88,11503000,50.14
"2012-04-25",72.22,72.22,70.53,71.02,13374000,49.54
"2012-04-26",71.07,72.36,70.92,72.19,10519400,50.36
"2012-04-27",72.37,72.5,71.53,71.98,7357600,50.21
"2012-04-30",71.95,72.3,71.4,71.63,9670300,49.97
"2012-05-01",55.92,56.74,55.46,56.51,15247300,51.71
"2012-05-02",55.83,55.83,54.43,54.59,14678600,49.95
"2012-05-03",54.67,54.96,53.81,54.26,12943300,49.65
"2012-05-04",53.8,54,52.96,53.17,12443400,48.65
"2012-05-07",52.24,53.43,52.13,53.35,12194300,48.82
"2012-05-08",52.84,54.49,52.73,54.31,14149700,49.7
"2012-05-09",53.68,53.93,52.68,53.47,10859400,48.93
"2012-05-10",54.09,54.6,53.82,54.22,30869700,49.61
"2012-05-11",54.01,54.5,53.43,53.5,31293500,48.95
"2012-05-14",52.66,53.17,52.51,52.93,31388900,48.43
"2012-05-15",53,53.12,52.41,52.53,8085600,48.07
"2012-05-16",52.75,53.11,52.32,52.32,10259300,47.88
"2012-05-17",51.8,52.08,51.17,51.19,8634200,47.44
"2012-05-18",51.33,51.61,50.66,50.82,13088300,47.1
"2012-05-21",50.82,51.88,50.8,51.77,9445000,47.98
"2012-05-22",51.99,52.45,51.36,51.67,8906600,47.88
"2012-05-23",51.3,52.12,50.97,52.09,8513800,48.27
"2012-05-24",52.36,52.39,51.57,52.14,7334200,48.32
"2012-05-25",52.22,52.44,51.97,52.11,5785400,48.29
"2012-05-29",52.91,53.5,52.71,53.27,10987600,49.37
"2012-05-30",52.69,52.76,51.91,52.04,9675800,48.23
"2012-05-31",52.19,52.64,51.34,52.16,12155900,48.34
"2012-06-01",51.4,51.64,50.89,51.19,16184000,47.44
"2012-06-04",51.4,51.52,50.62,51.3,9257700,47.54
"2012-06-05",51.78,52,51.35,51.87,9662800,48.07
"2012-06-06",52.4,53.58,52.4,53.58,15104200,49.65
"2012-06-07",54.24,54.59,53.75,53.81,14205400,49.87
"2012-06-08",53.77,54.28,53.57,53.97,8630900,50.02
"2012-06-11",54.51,54.77,53.8,53.88,9279500,49.93
"2012-06-12",54.27,54.75,53.94,54.71,7442100,50.7
"2012-06-13",54.63,54.84,53.84,54.1,11916200,50.14
"2012-06-14",54.03,54.89,53.79,54.68,9699500,50.67
"2012-06-15",54.76,55.46,54.71,55.46,12542400,51.4
"2012-06-18",55.03,55.24,54.54,55.07,8850100,51.04
"2012-06-19",55.5,56,55.3,55.64,9477800,51.56
"2012-06-20",55.34,55.55,53.99,54.44,11757400,50.45
"2012-06-21",54.33,54.48,52.68,52.76,12560600,48.89
"2012-06-22",53.19,53.7,52.75,53.41,12575700,49.5
"2012-06-25",52.82,53.05,52.29,52.96,6980100,49.08
"2012-06-26",53.35,53.89,53,53.64,7548900,49.71
"2012-06-27",53.89,54.6,53.74,54.45,9130600,50.46
"2012-06-28",54.07,54.61,53.66,54.53,8444900,50.53
"2012-06-29",55.68,55.88,55.25,55.88,8550500,51.79
"2012-07-02",55.97,56.1,55.19,55.73,6163100,51.65
"2012-07-03",56.01,56.47,55.82,56.41,5784200,52.28
"2012-07-05",56.23,56.31,55.19,55.28,19880900,51.23
"2012-07-06",54.77,54.91,54.25,54.75,16980400,50.74
"2012-07-09",54.67,54.75,54.05,54.33,13532900,50.35
"2012-07-10",54.61,54.75,53.23,53.48,7696800,49.56
"2012-07-11",53.5,54.65,53.39,54.36,11461300,50.38
"2012-07-12",53.85,54.25,53.5,53.98,6494800,50.03
"2012-07-13",54.24,55.05,54.11,54.98,5514900,50.95
"2012-07-16",54.91,55.62,54.6,55.46,6008900,51.4
"2012-07-17",55.77,56.36,55.08,56.28,6910500,52.16
"2012-07-18",56.21,56.89,56.02,56.77,6103700,52.61
"2012-07-19",56.42,56.56,55.95,56.37,7473200,52.85
"2012-07-20",56.07,56.07,55.51,55.99,7843500,52.5
"2012-07-23",54.82,55.19,54.35,55.05,7692500,51.62
"2012-07-24",55.04,55.13,53.83,54.64,6951600,51.23
"2012-07-25",54.26,54.6,52.84,53.24,12716800,49.92
"2012-07-26",54.03,54.53,53.32,54.4,10981800,51.01
"2012-07-27",54.87,55.16,54.48,54.97,13707500,51.54
"2012-07-30",54.94,55.16,54.56,54.86,5810000,51.44
"2012-07-31",54.85,55.1,54.16,54.44,8958000,51.04
"2012-08-01",54.64,55.42,54.28,55.22,7613900,51.78
"2012-08-02",54.62,55.21,54.19,54.65,8003900,51.24
"2012-08-03",55.56,55.99,55.41,55.71,6640700,52.24
"2012-08-06",55.93,56.39,55.8,55.89,5922800,52.4
"2012-08-07",56.34,56.7,56.24,56.45,7858300,52.93
"2012-08-08",56.03,57.35,56.03,57.17,10027100,53.6
"2012-08-09",57.17,57.37,56.85,57.09,5093100,53.53
"2012-08-10",56.8,57.32,56.58,57.28,4700600,53.71
"2012-08-13",57.46,57.65,57.04,57.31,5692900,53.74
"2012-08-14",57.67,57.76,57.21,57.35,4445100,53.77
"2012-08-15",57.36,57.5,57.07,57.24,4052100,53.67
"2012-08-16",57.29,57.68,57.22,57.55,5065300,53.96
"2012-08-17",57.74,57.77,57.25,57.39,5182300,53.81
"2012-08-20",57.34,57.37,56.87,57.03,7862600,53.47
"2012-08-21",57.11,57.3,56.57,56.63,6032000,53.1
"2012-08-22",56.49,56.78,56.2,56.68,4454500,53.15
"2012-08-23",56.65,56.65,56.06,56.16,4637000,52.66
"2012-08-24",56.07,56.45,55.78,56.36,3931300,52.85
"2012-08-27",56.42,56.77,56.33,56.38,3412500,52.86
"2012-08-28",56.44,56.63,56.27,56.46,4057800,52.94
"2012-08-29",56.38,56.56,56.16,56.35,6401500,52.84
"2012-08-30",56.13,56.34,55.97,56.11,4001000,52.61
"2012-08-31",56.57,57.13,56.54,56.79,11848700,53.25
"2012-09-04",56.96,57,56,56.21,5698700,52.7
"2012-09-05",56.16,56.18,54.83,54.87,8608700,51.45
"2012-09-06",55.27,56.18,55.27,55.79,6560600,52.31
"2012-09-07",56.03,56.68,56,56.64,5837500,53.11
"2012-09-10",56.67,56.68,56.15,56.18,4696400,52.68
"2012-09-11",56.42,56.8,56.35,56.37,5112500,52.85
"2012-09-12",56.73,56.78,56.36,56.54,4807300,53.01
"2012-09-13",56.67,57.97,56.1,57.65,7735800,54.05
"2012-09-14",57.89,58.9,57.89,58.21,8576300,54.58
"2012-09-17",58.1,58.75,58.02,58.3,11627300,54.66
"2012-09-18",58.36,58.39,57.6,57.82,5837400,54.21
"2012-09-19",57.71,57.88,57.26,57.31,5166100,53.74
"2012-09-20",57.11,57.76,56.77,57.59,6137000,54
"2012-09-21",57.76,57.85,57.13,57.36,12777500,53.78
"2012-09-24",57.1,58.06,57.05,57.96,7289900,54.35
"2012-09-25",58.06,58.08,57.35,57.41,7457600,53.83
"2012-09-26",57.32,57.47,56.88,57.01,6459100,53.45
"2012-09-27",57.3,57.46,57.02,57.39,4240200,53.81
"2012-09-28",57.17,57.32,56.83,57.18,5013500,53.61
"2012-10-01",57.48,57.85,57.25,57.41,4817600,53.83
"2012-10-02",57.7,57.81,57.04,57.37,5187800,53.79
"2012-10-03",57.32,57.39,56.59,56.77,6840200,53.23
"2012-10-04",57.12,57.45,56.81,57.4,4432200,53.82
"2012-10-05",57.61,58.03,57.41,57.58,4362700,53.99
"2012-10-08",57.37,57.69,57.27,57.62,2463200,54.03
"2012-10-09",57.71,58.23,57.62,57.8,4924800,54.2
"2012-10-10",57.7,57.83,57.13,57.24,6493600,53.67
"2012-10-11",57.08,57.08,56.63,56.63,5972900,53.72
"2012-10-12",56.8,56.89,55.9,56.17,5854900,53.28
"2012-10-15",56.17,56.89,55.89,56.79,4697500,53.87
"2012-10-16",57.15,57.8,56.96,57.62,5490300,54.66
"2012-10-17",57.47,58.28,57.36,58.12,4687000,55.13
"2012-10-18",58.25,58.52,58.1,58.27,4853400,55.27
"2012-10-19",58.2,58.35,57.33,57.45,5982800,54.5
"2012-10-22",57.52,57.54,56.43,57.04,5891200,54.11
"2012-10-23",56.26,56.33,55.7,56.06,6852800,53.18
"2012-10-24",56.08,56.43,55.81,55.95,6605000,53.07
"2012-10-25",56.71,57.53,56.65,57.16,9705100,54.22
"2012-10-26",57.01,57.57,57,57.31,6012900,54.36
"2012-10-31",57.61,57.92,57.5,57.85,6167800,54.87
"2012-11-01",58,58.5,57.92,58.42,6731500,55.42
"2012-11-02",58.61,58.8,57.56,57.65,11408200,54.69
"2012-11-05",57.49,57.82,57.28,57.53,4805200,54.57
"2012-11-06",57.54,58.41,57.47,58.22,7424500,55.23
"2012-11-07",57.43,57.55,56.57,56.77,7946200,53.85
"2012-11-08",56.73,56.99,55.85,55.86,6084800,52.99
"2012-11-09",55.68,56.26,55.61,55.67,5695900,52.81
"2012-11-12",55.83,56.05,55.44,55.64,3989300,52.78
"2012-11-13",55.31,56,55.25,55.35,4463300,52.5
"2012-11-14",55.37,55.7,54.66,54.77,6435000,51.95
"2012-11-15",54.65,55.14,54.12,54.59,7598900,51.78
"2012-11-16",54.57,55.14,53.95,55.03,8942400,52.2
"2012-11-19",55.69,56.01,55.43,55.73,5675300,52.86
"2012-11-20",55.63,55.69,55.16,55.63,4432200,52.77
"2012-11-21",55.82,56.06,55.53,56.05,3325700,53.17
"2012-11-23",56.31,56.7,56.09,56.67,2057300,53.76
"2012-11-26",56.23,56.8,56.01,56.8,5478400,53.88
"2012-11-27",56.67,57.01,56.14,56.18,7198000,53.29
"2012-11-28",55.94,57.07,55.78,57.06,7168100,54.13
"2012-11-29",57.31,57.38,56.87,56.98,4398400,54.05
"2012-11-30",57.13,57.2,56.75,56.94,7627100,54.01
"2012-12-03",57.33,57.4,56.87,57.17,7163100,54.23
"2012-12-04",57.07,57.2,56.57,56.84,5416200,53.92
"2012-12-05",56.84,57.61,56.65,57.18,6072900,54.24
"2012-12-06",57.18,57.51,56.92,57.35,6688700,54.4
"2012-12-07",57.49,57.94,57.4,57.94,5342100,54.96
"2012-12-10",57.59,58.08,57.59,57.88,5328400,54.9
"2012-12-11",58.01,58.38,57.85,58.12,4806400,55.13
"2012-12-12",58.36,58.75,58.09,58.2,5480200,55.21
"2012-12-13",58.1,58.13,57.53,57.88,6066100,54.9
"2012-12-14",57.59,57.91,57.55,57.69,3858000,54.72
"2012-12-17",57.98,58.66,57.67,58.28,5484600,55.28
"2012-12-18",58.22,59.34,58.18,59.3,7308900,56.25
"2012-12-19",59.34,59.65,59.2,59.2,6877500,56.16
"2012-12-20",59.3,59.5,58.53,59.28,7144500,56.23
"2012-12-21",58.54,59.03,58.21,58.61,15284900,55.6
"2012-12-24",58.56,58.69,58.33,58.44,2121500,55.43
"2012-12-26",58.62,58.67,57.88,57.95,4761600,54.97
"2012-12-27",58,58.19,57.2,57.9,5110800,54.92
"2012-12-28",57.63,57.7,57.01,57.07,4861000,54.14
"2012-12-31",56.98,58.02,56.84,57.99,6877700,55.01
"2013-01-02",59.15,59.23,58.51,59.21,6263400,56.17
"2013-01-03",59.14,59.47,58.87,59.17,4377500,56.13
"2013-01-04",59.29,59.9,59.25,59.83,4827700,56.75
"2013-01-07",59.63,59.71,59.04,59.17,5489500,56.13
"2013-01-08",58.99,59.09,58.25,58.37,6137700,55.37
"2013-01-09",58.59,58.67,58.17,58.25,4156300,55.25
"2013-01-10",58.53,58.63,58.12,58.5,5433800,55.49
"2013-01-11",58.33,58.36,58.03,58.27,3964700,55.27
"2013-01-14",58.2,58.55,58.19,58.47,4219900,55.46
"2013-01-15",58.4,59.08,58.28,59.03,6180400,55.99
"2013-01-16",58.94,59.14,58.73,58.88,5598100,55.85
"2013-01-17",59.11,59.32,58.65,59.14,5299700,56.1
"2013-01-18",59.06,59.36,58.97,59.27,5309500,56.22
"2013-01-22",59.3,59.98,59.17,59.98,4712600,56.9
"2013-01-23",59.84,59.92,59.43,59.55,4493400,56.49
"2013-01-24",59.67,60.58,59.52,60.41,7088600,57.3
"2013-01-25",60.47,61.1,60.34,61.06,5500100,57.92
"2013-01-28",60.88,60.94,60.18,60.75,4889300,57.63
"2013-01-29",61,61.76,60.94,61.66,7362200,58.49
"2013-01-30",61.67,62.05,60.92,61.09,6792500,57.95
"2013-01-31",59.2,59.46,57.81,58,16914000,55.02
"2013-02-01",58.47,58.84,58.02,58.82,11468700,55.8
"2013-02-04",58.47,58.48,58,58.03,7313100,55.05
"2013-02-05",58.44,58.53,57.63,57.72,7783100,54.75
"2013-02-06",57.5,57.7,57.05,57.59,6874600,54.63
"2013-02-07",57.67,57.84,57.36,57.63,5705900,54.67
"2013-02-08",57.82,57.87,57.58,57.87,17871800,54.89
"2013-02-11",57.94,57.94,57.53,57.59,19329700,54.63
"2013-02-12",57.84,58.26,57.6,58.25,21826800,55.25
"2013-02-13",58.35,58.62,58,58.61,6789300,55.6
"2013-02-14",57.8,58.01,57.62,57.92,5764400,55.57
"2013-02-15",57.9,58.01,56.78,57.02,9695600,54.7
"2013-02-19",57.64,58.61,57.52,58.6,8119800,56.22
"2013-02-20",58.6,58.61,57.64,57.67,5925400,55.33
"2013-02-21",57.56,58.16,57.09,58.11,7297900,55.75
"2013-02-22",58.3,58.33,57.65,58.2,4386600,55.84
"2013-02-25",58.47,58.55,56.83,56.89,8408400,54.58
"2013-02-26",57.3,57.92,56.95,57.75,7763500,55.4
"2013-02-27",57.56,58.18,57.41,58.04,6116300,55.68
"2013-02-28",57.9,58.3,57.85,57.95,7527700,55.6
"2013-03-01",57.93,58.28,57.65,58.28,6730000,55.91
"2013-03-04",58.14,58.19,57.25,57.62,5845200,55.28
"2013-03-05",57.94,58.01,57.36,57.66,7151000,55.32
"2013-03-06",57.93,58.04,57.44,58,6691100,55.64
"2013-03-07",58,58.14,57.85,57.86,5329000,55.51
"2013-03-08",57.97,58.49,57.83,58.39,4797900,56.02
"2013-03-11",58.41,58.6,58.08,58.44,4726000,56.07
"2013-03-12",58.56,58.92,58.45,58.73,4664700,56.34
"2013-03-13",58.76,58.94,58.56,58.78,4485100,56.39
"2013-03-14",59,59.56,58.87,59.52,5129700,57.1
"2013-03-15",59.1,59.39,58.81,59.07,10303400,56.67
"2013-03-18",58.67,59.65,58.55,59.15,5002900,56.75
"2013-03-19",59.21,59.48,58.71,59.31,6748900,56.9
"2013-03-20",60,60.54,59.63,60.44,8178800,57.98
"2013-03-21",60.17,61.03,60.01,60.94,8993500,58.46
"2013-03-22",61.11,61.11,60.68,60.91,6440800,58.44
"2013-03-25",61,61.19,60.06,60.21,5776900,57.76
"2013-03-26",60.5,60.62,60.08,60.44,4516300,57.98
"2013-03-27",60.2,60.71,60.03,60.38,4103200,57.93
"2013-03-28",60.4,60.59,60.06,60.1,5293000,57.66
"2013-04-01",60.2,60.7,60.02,60.48,4118900,58.02
"2013-04-02",60.58,60.65,59.85,60.04,4769900,57.6
"2013-04-03",60.14,60.35,59.13,59.28,5535500,56.87
"2013-04-04",59.22,59.41,58.7,58.88,4965200,56.49
"2013-04-05",58.38,58.69,58.06,58.54,6736500,56.16
"2013-04-08",58.6,59.34,58.51,59.31,4744100,56.9
"2013-04-09",59.51,60.06,59,59.78,4618100,57.35
"2013-04-10",59.98,60.6,59.89,60.25,5449400,57.8
"2013-04-11",60.4,60.63,59.83,60.16,6837200,57.72
"2013-04-12",59.63,59.86,59.08,59.36,5148200,56.95
"2013-04-15",58.72,58.72,57.2,57.24,9785400,54.91
"2013-04-16",58.01,58.01,56.88,57.44,9318800,55.11
"2013-04-17",57.17,57.2,56.38,56.81,7038700,54.5
"2013-04-18",56.96,57.57,56.47,57.32,6182100,54.99
"2013-04-19",57.64,57.99,57.04,57.49,6411900,55.15
"2013-04-22",57.58,57.79,56.92,57.39,5465400,55.06
"2013-04-23",57.61,57.8,57,57.78,7522300,55.43
"2013-04-24",57.89,58.55,57.89,58.26,7812100,55.89
"2013-04-25",58.37,58.77,57.72,58.37,6285700,56
"2013-04-26",58.42,59,58.36,58.91,6303600,56.52
"2013-04-29",59.29,60.05,59.02,59.9,5645200,57.47
"2013-04-30",59.84,60.45,59.51,60.45,6207700,57.99
"2013-05-01",60.15,60.72,59.9,60.01,7150200,57.57
"2013-05-02",60.1,61.23,59.95,60.96,8343100,58.48
"2013-05-03",61.41,61.97,61.25,61.92,6456400,59.4
"2013-05-06",61.96,62.42,61.71,62.22,5802500,59.69
"2013-05-07",62.38,62.99,62.26,62.84,5933700,60.29
"2013-05-08",62.8,62.94,62.33,62.59,6497100,60.05
"2013-05-09",62.56,62.89,62.33,62.58,11026300,60.04
"2013-05-10",62.44,62.58,61.82,62.23,12466000,59.7
"2013-05-13",62.11,62.33,61.75,62,12518500,59.48
"2013-05-14",62.02,63.14,61.84,63.06,6927600,60.5
"2013-05-15",62.84,62.84,61.86,62.42,8092100,59.88
"2013-05-16",62.37,62.87,62.24,62.43,5214000,59.89
"2013-05-17",62.39,63.31,62.37,63.31,7076800,60.74
"2013-05-20",63.3,64.46,63.25,64.03,6215900,61.43
"2013-05-21",64.25,64.77,63.8,64.31,6543700,61.7
"2013-05-22",63.54,63.97,62.57,62.74,9364600,60.82
"2013-05-23",62.03,62.93,61.9,62.79,5274700,60.86
"2013-05-24",62.54,62.62,62.18,62.53,4623700,60.61
"2013-05-28",63.24,63.61,62.72,62.84,5906600,60.91
"2013-05-29",62.49,63.01,62.2,62.78,6431700,60.85
"2013-05-30",62.58,62.61,62.05,62.28,5658200,60.37
"2013-05-31",62.12,62.65,61.34,61.34,8032400,59.46
"2013-06-03",61.58,62.1,61.28,62.09,6813400,60.19
"2013-06-04",61.89,62.08,61.32,61.68,5171300,59.79
"2013-06-05",61.96,62.11,61.44,61.62,7571900,59.73
"2013-06-06",61.51,61.92,60.96,61.91,6616200,60.01
"2013-06-07",62.17,62.38,61.76,62.32,5081700,60.41
"2013-06-10",62.36,62.44,61.95,62.2,4148100,60.29
"2013-06-11",61.72,62.18,61.36,61.91,4698000,60.01
"2013-06-12",62.27,62.27,60.79,60.88,5031600,59.01
"2013-06-13",60.67,61.72,60.38,61.65,5346900,59.76
"2013-06-14",61.67,61.71,60.87,61.03,3327800,59.16
"2013-06-17",61.45,62.05,61.44,61.94,3664000,60.04
"2013-06-18",61.94,62.23,61.75,62.1,3437300,60.2
"2013-06-19",62.15,62.57,61.71,61.71,5932600,59.82
"2013-06-20",61.13,61.21,60.12,60.28,7998200,58.43
"2013-06-21",60.77,60.8,59.55,60.36,8780900,58.51
"2013-06-24",59.78,59.9,58.71,59.35,7389700,57.53
"2013-06-25",59.81,60.02,59.37,59.83,6078400,57.99
"2013-06-26",60.37,60.45,59.76,60.33,4009600,58.48
"2013-06-27",60.62,61.1,60.31,60.34,3704500,58.49
"2013-06-28",60.3,60.77,60.04,60.5,6160900,58.64
"2013-07-01",60.73,61.63,60.73,61.23,5100100,59.35
"2013-07-02",61.21,62.19,61.05,61.79,6708000,59.89
"2013-07-03",61.47,62.01,61.06,61.84,3780700,59.94
"2013-07-05",62.11,62.42,61.52,62.31,4281700,60.4
"2013-07-08",62.51,63.21,62.31,63.04,5872800,61.11
"2013-07-09",63.31,63.68,63.21,63.5,4831500,61.55
"2013-07-10",63.62,63.88,63.31,63.53,4849600,61.58
"2013-07-11",64.11,64.44,63.88,64.32,6187500,62.35
"2013-07-12",64.26,64.85,64.25,64.84,16577100,62.85
"2013-07-15",64.79,65.32,64.67,65.26,15601600,63.26
"2013-07-16",65.24,65.4,64.71,64.95,16526800,62.96
"2013-07-17",65.24,65.64,65.13,65.56,4853300,63.55
"2013-07-18",65.37,65.78,65.15,65.3,5061400,63.97
"2013-07-19",65.59,66,65.28,66,6958100,64.66
"2013-07-22",66.08,66.17,65.72,65.83,3984000,64.49
"2013-07-23",65.97,66.24,65.92,66.12,4089800,64.77
"2013-07-24",66.25,66.25,65.13,65.59,5025400,64.25
"2013-07-25",65.41,65.93,65.3,65.71,4094800,64.37
"2013-07-26",65.41,65.73,65.33,65.72,3118000,64.38
"2013-07-29",65.54,65.58,64.9,65.18,4255200,63.85
"2013-07-30",65.45,65.46,64.51,64.83,5285100,63.51
"2013-07-31",64.92,65.64,64.86,64.86,5529900,63.54
"2013-08-01",65.72,66.29,65.52,66.09,7272900,64.74
"2013-08-02",65.96,67.23,65.79,67.23,7520800,65.86
"2013-08-05",67,67.42,66.57,67.19,4002600,65.82
"2013-08-06",67.12,67.47,66.63,67.09,6248000,65.72
"2013-08-07",66.93,66.97,66.28,66.52,4168400,65.17
"2013-08-08",67.04,67.29,66.37,67.09,4646200,65.72
"2013-08-09",67.01,67.02,66.17,66.83,3668600,65.47
"2013-08-12",66.32,66.52,66.06,66.1,4489200,64.75
"2013-08-13",66.43,67.3,66.3,66.9,4963300,65.54
"2013-08-14",67.15,67.5,66.72,67.16,6488600,65.79
"2013-08-15",66.76,67.7,66.62,67.62,6475900,66.24
"2013-08-16",67.37,67.91,66.97,67.38,6536000,66.01
"2013-08-19",67.41,67.41,65.79,65.83,6449400,64.49
"2013-08-20",65.82,66.4,65.56,65.98,5589600,64.64
"2013-08-21",65.97,66.02,65.29,65.52,4414200,64.19
"2013-08-22",65.58,66.43,65.45,66.15,4100800,64.8
"2013-08-23",66.26,66.65,66.04,66.55,4396400,65.19
"2013-08-26",66.59,66.94,66.21,66.31,3214400,64.96
"2013-08-27",65.95,66.56,65.94,66.02,5352100,64.68
"2013-08-28",66.18,67.33,66.18,66.77,6656000,65.41
"2013-08-29",66.51,66.55,65.98,66.16,4382800,64.81
"2013-08-30",66.28,66.54,66.12,66.3,4963300,64.95
"2013-09-03",66.96,66.99,66.51,66.79,5541900,65.43
"2013-09-04",66.87,68.1,66.71,67.66,6529100,66.28
"2013-09-05",67.66,68.11,67.46,67.77,4285000,66.39
"2013-09-06",67.88,68.77,67.45,68.2,5990100,66.81
"2013-09-09",68.25,68.92,68.05,68.87,5166400,67.47
"2013-09-10",68.9,68.97,68.31,68.66,4464700,67.26
"2013-09-11",68.73,69.38,68.58,69.16,3782500,67.75
"2013-09-12",69.19,69.21,68.72,68.78,3616300,67.38
"2013-09-13",69.14,69.42,68.88,69.19,3996100,67.78
"2013-09-16",69.77,69.81,69.14,69.34,4780300,67.93
"2013-09-17",69.31,69.92,69.26,69.7,3737500,68.28
"2013-09-18",69.59,70.94,69.42,70.56,5209400,69.12
"2013-09-19",70.6,70.91,70.06,70.84,4741300,69.4
"2013-09-20",70.85,71.09,70.27,71,10130600,69.55
"2013-09-23",70.66,70.73,69.8,70.58,4680500,69.14
"2013-09-24",70.63,71.04,70.34,70.4,5739700,68.97
"2013-09-25",70.49,70.69,70.03,70.32,3970000,68.89
"2013-09-26",70.34,70.44,69.89,70.23,3836600,68.8
"2013-09-27",70.16,70.38,69.92,70.31,3423000,68.88
"2013-09-30",69.69,69.92,69.3,69.51,4802100,68.09
"2013-10-01",69.46,70.45,69.32,70.04,4141300,68.61
"2013-10-02",70.02,70.57,69.75,70.36,5022400,68.93
"2013-10-03",70.19,70.32,69.57,70.17,6550800,68.74
"2013-10-04",70.18,70.99,70.03,70.97,4996700,69.52
"2013-10-07",70.4,71.18,70.15,70.88,4621600,69.44
"2013-10-08",70.77,71.13,70.15,70.17,5142800,68.74
"2013-10-09",70.24,70.39,69.62,69.77,5768400,68.35
"2013-10-10",69.8,71.11,69.69,71.08,4454400,70.33
"2013-10-11",70.82,71.85,70.76,71.71,4592100,70.95
"2013-10-14",71.3,72.03,71.25,71.96,4223800,71.2
"2013-10-15",71.9,72.25,71.47,71.89,6252200,71.13
"2013-10-16",72.32,73.09,72.2,72.96,5534800,72.19
"2013-10-17",72.68,73.47,72.54,73.41,4494300,72.63
"2013-10-18",73.58,73.59,72.73,73.43,5223700,72.65
"2013-10-21",73.53,73.58,72.9,73.05,3407000,72.28
"2013-10-22",73.26,73.53,72.88,73.26,3597300,72.48
"2013-10-23",72.92,72.92,71.95,72.39,4442600,71.62
"2013-10-24",72.67,73.49,72.44,73.39,3707900,72.61
"2013-10-25",73.53,74.1,73.01,74.06,4218700,73.28
"2013-10-28",73.91,74.06,73.6,73.89,3480100,73.11
"2013-10-29",74.2,74.59,74,74.34,3389900,73.55
"2013-10-30",74.4,74.48,72.87,73.25,5278500,72.48
"2013-10-31",73.66,74.48,73.28,73.33,5556600,72.55
"2013-11-01",73.56,73.56,72.21,73.09,4921000,72.32
"2013-11-04",73.37,73.51,72.84,73.33,3604300,72.55
"2013-11-05",73.03,73.28,72.5,72.57,4592500,71.8
"2013-11-06",73.19,73.97,73.11,73.9,5644300,73.12
"2013-11-07",73.85,73.93,72.27,72.51,5836600,71.74
"2013-11-08",72.49,73.72,72.37,73.69,4819600,72.91
"2013-11-11",73.46,73.83,73.33,73.56,2786700,72.78
"2013-11-12",73.25,73.47,72.61,72.82,3125000,72.05
"2013-11-13",72.74,73.36,72.57,73.34,3463600,72.56
"2013-11-14",73.58,73.8,73.2,73.68,3833000,72.9
"2013-11-15",73.55,73.57,72.75,73.3,5341200,72.52
"2013-11-18",73.47,73.63,72.2,72.31,4718300,71.54
"2013-11-19",72.12,72.69,71.76,72.26,7124200,71.5
"2013-11-20",72.49,72.93,72.09,72.25,4139300,71.49
"2013-11-21",72.47,73.6,72.4,73.34,3988900,72.56
"2013-11-22",73.49,74.07,73.24,74.02,3633800,73.24
"2013-11-25",73.76,73.92,72.75,72.81,5294800,72.04
"2013-11-26",72.82,73.51,72.49,72.93,4089800,72.16
"2013-11-27",72.94,73.4,72.38,72.62,3301300,71.85
"2013-11-29",72.64,73.54,72.5,72.8,2434300,72.03
"2013-12-02",73.39,73.49,72.25,72.57,5696100,71.8
"2013-12-03",72.47,73.14,72.14,72.47,5411900,71.7
"2013-12-04",72.34,72.62,71.12,71.41,5399100,70.65
"2013-12-05",71.21,71.35,70.12,70.84,5040400,70.09
"2013-12-06",71.18,71.48,70.2,70.77,5560700,70.02
"2013-12-09",70.55,70.99,70.2,70.44,4952900,69.69
"2013-12-10",70.2,70.63,69.81,70.31,4712300,69.57
"2013-12-11",70.31,70.33,69.05,69.11,5776900,68.38
"2013-12-12",69.13,69.79,68.91,69.48,5714600,68.74
"2013-12-13",69.54,70.16,69.29,69.43,4649000,68.7
"2013-12-16",69.7,70.14,69.52,69.79,4167400,69.05
"2013-12-17",69.82,69.85,69.05,69.06,4880900,68.33
