"","BDX.Open","BDX.High","BDX.Low","BDX.Close","BDX.Volume","BDX.Adjusted"
"2012-04-05",77.51,77.7,77.35,77.65,929400,74.31
"2012-04-09",76.68,76.96,76.55,76.69,839800,73.39
"2012-04-10",76.4,76.59,75.91,76.01,1161500,72.74
"2012-04-11",76.42,76.81,75.98,76.05,1244800,72.78
"2012-04-12",76.02,76.45,75.6,76.28,1475000,73
"2012-04-13",76.28,76.59,74.79,74.79,1686000,71.57
"2012-04-16",75.16,75.49,74.63,75.02,1394400,71.79
"2012-04-17",75.31,76.75,75.31,76.59,1178500,73.3
"2012-04-18",76.39,76.94,76.24,76.27,878200,72.99
"2012-04-19",76.45,76.68,75.91,76.2,903100,72.92
"2012-04-20",76.33,76.65,76.25,76.43,1029200,73.14
"2012-04-23",76,76.14,75.35,75.65,633800,72.4
"2012-04-24",75.77,76.1,75.51,76.06,814600,72.79
"2012-04-25",76.4,76.93,76.23,76.89,739400,73.58
"2012-04-26",76.47,77.55,76.32,77.32,746800,73.99
"2012-04-27",77.94,78.16,77.35,77.97,847700,74.62
"2012-04-30",77.91,78.57,77.79,78.45,1081600,75.08
"2012-05-01",78.15,78.35,77,77.49,1262600,74.16
"2012-05-02",77.3,78.18,76.86,77.5,1225700,74.17
"2012-05-03",77.37,78.09,77.24,77.65,1087000,74.31
"2012-05-04",77.36,77.47,76.65,76.69,673800,73.39
"2012-05-07",76.47,76.98,76.38,76.72,562100,73.42
"2012-05-08",76.36,76.8,76.26,76.73,1357800,73.43
"2012-05-09",76.23,76.65,75.62,76.02,759900,72.75
"2012-05-10",76.41,77,76.27,76.62,1088500,73.32
"2012-05-11",76.33,77.25,76.14,76.76,927100,73.46
"2012-05-14",76.31,76.94,76,76.48,632900,73.19
"2012-05-15",76.3,76.68,75.78,75.99,715400,72.72
"2012-05-16",76.18,76.24,75.84,75.96,754400,72.69
"2012-05-17",75.77,75.89,74.59,74.79,1301900,71.57
"2012-05-18",75.16,75.29,73.98,74.19,1378600,71
"2012-05-21",74.39,75.39,74.31,75.39,1255800,72.15
"2012-05-22",75.39,75.57,74.57,74.78,922800,71.56
"2012-05-23",74.73,74.77,73.6,74.41,797000,71.21
"2012-05-24",74.28,74.96,74.28,74.72,871000,71.51
"2012-05-25",74.75,74.93,74.17,74.42,925400,71.22
"2012-05-29",74.9,74.95,73.55,74.29,1468900,71.09
"2012-05-30",73.89,73.95,73.35,73.44,1099700,70.28
"2012-05-31",73.47,73.77,72.8,73.13,2043000,69.98
"2012-06-01",72.48,72.72,72.02,72.2,1448900,69.09
"2012-06-04",72.09,72.26,71.56,72.18,1273600,69.08
"2012-06-05",71.9,72.77,71.64,72.59,969500,69.47
"2012-06-06",72.39,72.9,72.06,72.73,1232100,70.04
"2012-06-07",73.49,73.67,72.72,72.9,1138200,70.2
"2012-06-08",72.77,73.28,72.63,73.26,827300,70.55
"2012-06-11",73.74,73.74,72.49,72.53,959100,69.84
"2012-06-12",72.5,72.94,72,72.84,926000,70.14
"2012-06-13",72.74,73.51,72.65,72.99,1399000,70.29
"2012-06-14",73.02,73.57,72.87,73.14,1168800,70.43
"2012-06-15",73.13,73.61,72.99,73.59,2884100,70.86
"2012-06-18",73.46,73.67,73.1,73.43,1331700,70.71
"2012-06-19",73.84,74.88,73.74,74.75,1385500,71.98
"2012-06-20",74.76,74.89,74.13,74.67,1093200,71.9
"2012-06-21",74.89,75.04,73.66,73.73,956400,71
"2012-06-22",74.07,74.22,73.64,73.99,1002600,71.25
"2012-06-25",73.62,73.69,73.02,73.04,964500,70.33
"2012-06-26",73.37,73.37,72.67,72.77,921200,70.07
"2012-06-27",73.19,73.81,73.03,73.48,781400,70.76
"2012-06-28",73.17,73.32,72.4,73.14,1135400,70.43
"2012-06-29",73.68,74.75,73.68,74.75,1006800,71.98
"2012-07-02",75.12,75.4,74.23,75.37,748500,72.58
"2012-07-03",75.19,76,75.14,75.69,698100,72.89
"2012-07-05",75.51,75.78,75.19,75.34,1048800,72.55
"2012-07-06",74.86,75.16,74.53,75.14,673400,72.36
"2012-07-09",75.08,75.19,74.57,74.96,557700,72.18
"2012-07-10",75.3,75.5,74.65,74.81,643300,72.04
"2012-07-11",74.8,75.33,74.61,75.01,708700,72.23
"2012-07-12",74.23,74.89,74.17,74.35,823900,71.6
"2012-07-13",74.48,74.78,74.3,74.42,1003700,71.66
"2012-07-16",74.29,74.73,74.29,74.49,486600,71.73
"2012-07-17",74.73,75.32,74,75.21,695600,72.42
"2012-07-18",74.97,75.76,74.56,75.42,787400,72.63
"2012-07-19",75.5,76.12,75.37,75.95,759900,73.14
"2012-07-20",75.56,75.85,74.79,74.79,1588700,72.02
"2012-07-23",74.21,74.42,73.66,74.03,663300,71.29
"2012-07-24",73.95,74.02,72.68,73.17,1021000,70.46
"2012-07-25",73.49,74.25,73.23,73.72,756600,70.99
"2012-07-26",74.16,74.63,74.06,74.49,1132200,71.73
"2012-07-27",74.92,76.1,74.78,75.94,1025800,73.13
"2012-07-30",75.8,76.21,75.27,76.21,1730600,73.39
"2012-07-31",76.06,76.44,75.7,75.71,968700,72.91
"2012-08-01",74.63,75.36,74.33,75.18,1697100,72.39
"2012-08-02",76.45,77,74.1,74.42,1744300,71.66
"2012-08-03",74.57,75.36,74.2,74.35,1307400,71.6
"2012-08-06",74.5,75.43,74.4,74.77,1006000,72
"2012-08-07",74.85,75.97,74.85,75.47,1141700,72.67
"2012-08-08",75.36,76,75.1,75.55,1186300,72.75
"2012-08-09",75.59,75.89,75.26,75.5,1071600,72.7
"2012-08-10",75.42,75.96,75.01,75.89,920900,73.08
"2012-08-13",75.8,76.23,75.58,76.21,739600,73.39
"2012-08-14",76.4,76.4,75.79,76.06,610800,73.24
"2012-08-15",75.92,76.36,75.83,76.17,588200,73.35
"2012-08-16",75.96,76.37,75.82,75.89,1010400,73.08
"2012-08-17",76.05,76.69,75.75,76.55,1193200,73.71
"2012-08-20",76.46,76.89,76.25,76.58,1223200,73.74
"2012-08-21",76.61,77.25,76.12,76.16,1517600,73.34
"2012-08-22",76.05,76.23,75.75,75.99,815500,73.17
"2012-08-23",75.98,76.01,75.14,75.27,1057900,72.48
"2012-08-24",75.23,76.06,75.23,75.93,739200,73.12
"2012-08-27",75.64,76.23,75.55,75.81,818600,73
"2012-08-28",75.54,76.12,75.52,75.65,859300,72.85
"2012-08-29",75.65,76.06,75.49,75.52,1136700,72.72
"2012-08-30",75.35,76.03,75.3,75.81,1094300,73
"2012-08-31",76,76.3,75.62,75.98,1459200,73.17
"2012-09-04",76.08,76.88,75.85,76.58,1269900,73.74
"2012-09-05",76.16,76.79,75.81,76.49,1266500,74.09
"2012-09-06",76.82,77.24,76.75,77.2,1044200,74.78
"2012-09-07",77.24,77.89,77.13,77.88,951100,75.44
"2012-09-10",77.88,78,77.36,77.66,1071400,75.22
"2012-09-11",77.75,78.64,77.62,78.25,1201300,75.8
"2012-09-12",78.3,78.42,77.95,78.01,1540700,75.56
"2012-09-13",78.04,78.88,77.81,78.62,991300,76.15
"2012-09-14",78.55,79.34,78.1,79.16,1312700,76.68
"2012-09-17",79.02,79.49,78.87,79.41,891300,76.92
"2012-09-18",79.44,79.58,79.18,79.49,805600,77
"2012-09-19",79.49,79.68,79,79.19,849000,76.71
"2012-09-20",78.98,79.32,78.67,79.22,1073700,76.74
"2012-09-21",79.53,79.64,79.16,79.32,890100,76.83
"2012-09-24",78.57,79.19,78.53,79.11,1166700,76.63
"2012-09-25",79.41,79.68,78.7,79,1255800,76.52
"2012-09-26",78.92,79,78.31,78.34,710500,75.88
"2012-09-27",78.93,79.07,78.28,78.74,718900,76.27
"2012-09-28",78.61,78.85,78.11,78.56,993000,76.1
"2012-10-01",78.65,79.48,78.6,78.95,967000,76.47
"2012-10-02",79.03,79.27,78.84,79.2,606900,76.72
"2012-10-03",78.98,79.19,78.47,78.77,796500,76.3
"2012-10-04",78.99,79.27,78.7,79.2,712500,76.72
"2012-10-05",79.44,79.65,79.16,79.45,721900,76.96
"2012-10-08",79.45,79.66,79.16,79.46,460000,76.97
"2012-10-09",79.13,79.13,77.15,77.23,1192700,74.81
"2012-10-10",76.88,77,76.24,76.4,1303700,74
"2012-10-11",77,77.55,76.81,77.03,890300,74.61
"2012-10-12",77.09,77.48,76.49,76.62,943800,74.22
"2012-10-15",77.33,77.33,76.26,76.51,801300,74.11
"2012-10-16",76.78,77.49,76.78,77.26,826400,74.84
"2012-10-17",77.1,77.3,76.45,77.08,830300,74.66
"2012-10-18",77.03,77.11,76.33,76.89,665500,74.48
"2012-10-19",76.4,76.5,75.51,75.65,787600,73.28
"2012-10-22",75.39,75.98,75.32,75.9,602000,73.52
"2012-10-23",75.27,75.93,74.85,75.4,761900,73.04
"2012-10-24",75.53,75.89,75.2,75.26,717200,72.9
"2012-10-25",75.49,75.85,74.99,75.29,943000,72.93
"2012-10-26",75.34,75.73,74.97,75.34,725500,72.98
"2012-10-31",75.15,75.86,74.85,75.68,941200,73.31
"2012-11-01",75.49,76.56,75.03,76.28,725400,73.89
"2012-11-02",76.73,76.83,75.58,75.67,813200,73.3
"2012-11-05",75.44,76.79,75.4,76.59,775600,74.19
"2012-11-06",76.86,78.51,76.75,78.47,1720600,76.01
"2012-11-07",75.75,77.21,74.7,75.53,1607600,73.16
"2012-11-08",75.52,75.54,74.81,75.08,1732800,72.73
"2012-11-09",75,75.99,74.92,75.23,741000,72.87
"2012-11-12",75.53,75.53,74.26,74.63,1116400,72.29
"2012-11-13",74.41,75.6,74.41,74.88,847300,72.53
"2012-11-14",75.19,75.36,74.18,74.63,958800,72.29
"2012-11-15",74.73,75.55,74.65,75.45,1180100,73.08
"2012-11-16",75.51,76.28,75.34,75.59,1321200,73.22
"2012-11-19",76.17,76.67,75.61,75.79,1270500,73.41
"2012-11-20",75.82,76.28,75.39,76.18,969800,73.79
"2012-11-21",76.27,77.03,76.06,76.82,1215000,74.41
"2012-11-23",77,77.73,76.75,77.73,464500,75.29
"2012-11-26",77.33,77.96,77.04,77.76,1460400,75.32
"2012-11-27",77.36,77.89,76.98,77.15,1162800,74.73
"2012-11-28",77.02,77.73,76.34,77.61,1131200,75.18
"2012-11-29",77.84,78.22,76.85,76.97,1109400,74.56
"2012-11-30",77.1,77.15,76.31,76.67,1668400,74.27
"2012-12-03",76.72,76.72,76.03,76.24,902100,73.85
"2012-12-04",76.33,77.12,76.22,76.97,871800,74.56
"2012-12-05",76.98,77.78,76.74,77.39,1136300,74.96
"2012-12-06",76.9,77.22,76.32,77.1,864600,75.16
"2012-12-07",77.32,77.7,76.84,77.63,775100,75.68
"2012-12-10",77.4,77.82,77.13,77.48,1107900,75.53
"2012-12-11",77.65,78.47,77.5,78.22,1363000,76.26
"2012-12-12",78.43,79.1,78.25,78.61,1330400,76.64
"2012-12-13",78.46,79.09,78.31,78.47,1099400,76.5
"2012-12-14",78.15,78.64,77.6,77.72,1211900,75.77
"2012-12-17",77.82,78.74,77.69,78.73,926200,76.75
"2012-12-18",78.86,78.92,78.38,78.84,1163100,76.86
"2012-12-19",78.93,79.34,78.52,78.53,902000,76.56
"2012-12-20",78.65,79.17,78.57,79.13,1031700,77.14
"2012-12-21",78.78,79.05,78.32,78.86,1621500,76.88
"2012-12-24",78.64,79.01,78.26,78.56,240500,76.59
"2012-12-26",78.63,78.75,77.57,78.02,539600,76.06
"2012-12-27",78.07,78.48,77.54,78.28,520400,76.31
"2012-12-28",77.99,78.03,77.25,77.34,566800,75.4
"2012-12-31",77.41,78.23,76.76,78.19,758900,76.23
"2013-01-02",79.26,79.45,78.73,79.45,1011300,77.45
"2013-01-03",79.9,80.75,79.66,80.39,1174200,78.37
"2013-01-04",80.59,80.6,80.17,80.35,884400,78.33
"2013-01-07",80.16,80.99,80.15,80.62,813100,78.59
"2013-01-08",80.65,81.35,79.87,81.34,1173200,79.3
"2013-01-09",81.5,81.94,81.09,81.55,825200,79.5
"2013-01-10",81.84,81.88,81.08,81.68,747600,79.63
"2013-01-11",81.95,81.95,81.24,81.76,862600,79.71
"2013-01-14",81.84,82.31,81.68,82.3,1248700,80.23
"2013-01-15",81.94,82.82,81.24,82.7,1159100,80.62
"2013-01-16",82.67,83.11,82.44,83,1116900,80.91
"2013-01-17",83.22,83.3,82.84,82.86,1234900,80.78
"2013-01-18",83.43,83.96,82.87,83.94,1153000,81.83
"2013-01-22",83.56,83.87,82.72,83.74,1426100,81.64
"2013-01-23",83.5,83.75,83.24,83.68,792800,81.58
"2013-01-24",83.84,84.38,83.31,83.82,769000,81.71
"2013-01-25",83.92,84.63,83.77,84.59,738700,82.47
"2013-01-28",84.47,84.55,83.69,84.06,664100,81.95
"2013-01-29",84,84.52,83.73,84.28,613400,82.16
"2013-01-30",84.44,85,83.81,84.12,782800,82.01
"2013-01-31",83.84,84.4,83.63,84.04,1048800,81.93
"2013-02-01",84.86,85.31,84.46,85.15,863700,83.01
"2013-02-04",84.71,85.89,84.53,85.16,2039300,83.02
"2013-02-05",86.51,88.17,86.5,87.67,2534800,85.47
"2013-02-06",87.45,87.98,87.13,87.88,1789300,85.67
"2013-02-07",87.9,88,87.06,87.9,1848000,85.69
"2013-02-08",87.96,88.67,87.8,88.25,1429900,86.03
"2013-02-11",87.81,88.36,87.78,88.31,914100,86.09
"2013-02-12",88.25,88.95,88.22,88.55,978400,86.33
"2013-02-13",88.89,89.16,88.24,88.47,1095100,86.25
"2013-02-14",88.32,88.41,87.62,88.39,1221200,86.17
"2013-02-15",88.41,88.66,88.04,88.49,1099400,86.27
"2013-02-19",88.46,88.76,88.13,88.57,1188300,86.35
"2013-02-20",88.37,88.56,87.31,87.42,1416500,85.22
"2013-02-21",87.4,87.62,86.41,86.83,1324700,84.65
"2013-02-22",86.98,88.12,86.65,87.91,1141600,85.7
"2013-02-25",88.19,88.57,86.85,86.85,1137400,84.67
"2013-02-26",87.27,87.76,86.38,86.86,1110100,84.68
"2013-02-27",86.97,88.33,86.61,88.17,1051900,85.96
"2013-02-28",88.25,88.58,87.89,88.06,1284800,85.85
"2013-03-01",88,88.77,87.71,88.75,1127600,86.52
"2013-03-04",88.5,88.66,87.54,88.66,1245100,86.43
"2013-03-05",88.9,89.3,88.9,89.19,1039000,86.95
"2013-03-06",88.71,88.95,88.04,88.12,1092900,86.39
"2013-03-07",88.12,88.72,87.87,88.24,1091400,86.5
"2013-03-08",88.45,88.89,87.97,88.84,991600,87.09
"2013-03-11",88.78,89.75,88.41,89.61,968000,87.85
"2013-03-12",89.39,90.17,88.99,90.14,971000,88.37
"2013-03-13",89.98,91.07,89.66,91.07,1547500,89.28
"2013-03-14",91.09,92.52,90.71,92.5,2112300,90.68
"2013-03-15",92.49,92.6,91.71,92.3,2201700,90.48
"2013-03-18",91.78,92.1,91.34,91.85,929000,90.04
"2013-03-19",92.06,92.08,91.26,91.74,1076600,89.93
"2013-03-20",92.22,93.14,92.05,92.99,990800,91.16
"2013-03-21",92.54,93,91.79,91.93,1024000,90.12
"2013-03-22",92.19,92.78,91.91,92.72,814600,90.9
"2013-03-25",93.04,93.22,91.89,92.43,805500,90.61
"2013-03-26",92.85,93.94,92.42,93.91,769600,92.06
"2013-03-27",93.71,95.2,93.09,95.16,1385900,93.29
"2013-03-28",95.45,95.73,94.81,95.61,995000,93.73
"2013-04-01",95.65,96.24,95.34,95.71,676100,93.83
"2013-04-02",96.13,96.93,95.94,96.58,1551300,94.68
"2013-04-03",96.82,97.14,95.97,96.41,1757100,94.51
"2013-04-04",96.55,96.99,96.41,96.56,1402000,94.66
"2013-04-05",95.6,96.54,95.19,96.11,1091100,94.22
"2013-04-08",95.93,95.99,95.26,95.46,1009500,93.58
"2013-04-09",95.86,96.42,95.29,96.04,1158600,94.15
"2013-04-10",96.23,96.81,96.02,96.41,957500,94.51
"2013-04-11",96.4,97.1,96.34,96.65,891300,94.75
"2013-04-12",96.19,96.59,95.85,96.36,738300,94.46
"2013-04-15",96.12,96.38,94.84,94.84,898800,92.97
"2013-04-16",95.26,95.49,94.43,95.42,1280300,93.54
"2013-04-17",94.97,95.05,93.53,94.55,1032800,92.69
"2013-04-18",94.68,94.68,93.06,93.65,1266800,91.81
"2013-04-19",93.6,94.76,93.5,94.56,1612200,92.7
"2013-04-22",94.57,95.48,94.4,95.16,719500,93.29
"2013-04-23",95.43,96.35,94.94,95.84,554900,93.95
"2013-04-24",96.07,96.16,94.94,94.96,694100,93.09
"2013-04-25",95.4,96.75,95.17,96.39,812300,94.49
"2013-04-26",96.09,96.3,94.61,94.62,1256700,92.76
"2013-04-29",94.84,95.21,94.65,94.81,1035100,92.94
"2013-04-30",94.59,94.62,93.87,94.3,1470300,92.44
"2013-05-01",94.31,94.93,93.31,93.58,1144500,91.74
"2013-05-02",94.61,97.98,94.2,96.16,2585400,94.27
"2013-05-03",96.87,97.49,96.56,97.43,1416500,95.51
"2013-05-06",97.17,97.62,96.83,96.91,778400,95
"2013-05-07",97.19,97.58,97.1,97.47,756100,95.55
"2013-05-08",97.3,97.64,96.97,97.58,844200,95.66
"2013-05-09",97.46,97.86,97.34,97.75,932200,95.83
"2013-05-10",98.25,99.61,98.16,99.61,1176100,97.65
"2013-05-13",99.21,100.36,99.2,100.33,1048100,98.36
"2013-05-14",100.71,102.42,100.41,101.77,1677500,99.77
"2013-05-15",101.5,101.84,101.05,101.34,1128200,99.35
"2013-05-16",100.98,101.21,100.39,100.5,690300,98.52
"2013-05-17",100.78,101.91,100.69,101.78,926900,99.78
"2013-05-20",101.61,102.02,100.96,101.12,798800,99.13
"2013-05-21",101.22,101.89,100.93,101.01,742500,99.02
"2013-05-22",101.05,102.72,99.74,100.02,858700,98.05
"2013-05-23",99.55,100.57,99.24,100.17,627000,98.2
"2013-05-24",99.57,100.85,99.02,100.83,835100,98.85
"2013-05-28",101.65,102.12,101.3,101.92,1119000,99.91
"2013-05-29",101.5,101.52,100.38,100.81,988000,98.83
"2013-05-30",101.07,101.47,100.56,100.82,651500,98.84
"2013-05-31",100.42,100.95,98.58,98.62,1273900,96.68
"2013-06-03",98.96,99.23,98.25,99.2,923900,97.25
"2013-06-04",99.15,99.42,97.72,98.37,945000,96.43
"2013-06-05",97.47,98.17,96.75,96.92,653500,95.49
"2013-06-06",97.11,97.75,95.95,97.75,809100,96.31
"2013-06-07",98.16,98.85,97.74,98.69,886000,97.24
"2013-06-10",98.81,98.92,97.7,98.52,687000,97.07
"2013-06-11",97.43,99,97.21,98.31,670100,96.86
"2013-06-12",98.89,98.98,97.64,97.67,725800,96.23
"2013-06-13",97.26,98.83,96.82,98.6,827500,97.15
"2013-06-14",98.42,99.22,98.34,98.64,677200,97.19
"2013-06-17",99.58,100.66,99.1,100.17,943400,98.7
"2013-06-18",100.27,100.56,99.43,100.4,478200,98.92
"2013-06-19",100.31,100.42,98.74,98.79,851900,97.34
"2013-06-20",98.07,98.07,96.05,96.25,1127600,94.83
"2013-06-21",96.74,97.55,95.8,96.03,1620700,94.62
"2013-06-24",94.85,97.76,94.25,97.69,1650400,96.25
"2013-06-25",98.6,98.6,97.43,98,1196000,96.56
"2013-06-26",98.88,99.87,98.86,99.16,834900,97.7
"2013-06-27",99.64,99.66,98.71,98.75,787200,97.3
"2013-06-28",98.62,99.19,98.12,98.83,1380500,97.38
"2013-07-01",99.43,99.83,98.8,99.25,1216600,97.79
"2013-07-02",99.13,99.15,96.82,97.14,1234900,95.71
"2013-07-03",97,98.15,96.78,97.8,577900,96.36
"2013-07-05",98.34,98.69,97.7,98.67,423400,97.22
"2013-07-08",99.33,100.31,99.19,99.36,824900,97.9
"2013-07-09",99.75,99.81,98.68,98.76,822100,97.31
"2013-07-10",98.87,99.53,98.58,99.1,739200,97.64
"2013-07-11",100.13,100.22,99.2,100.01,759300,98.54
"2013-07-12",100.32,102.06,100.06,102.01,1106900,100.51
"2013-07-15",101.9,102.32,101.53,102.17,401300,100.67
"2013-07-16",102.11,102.61,101.72,101.9,585200,100.4
"2013-07-17",102.14,102.64,101.85,101.96,499900,100.46
"2013-07-18",101.99,103.16,101.9,102.98,683200,101.46
"2013-07-19",102.72,103.99,102.33,103.64,852900,102.11
"2013-07-22",103.43,104.86,103.32,104.5,692300,102.96
"2013-07-23",104.56,104.98,103.89,104.31,1142800,102.77
"2013-07-24",104.69,104.85,103.47,103.73,591700,102.2
"2013-07-25",103.56,104.06,103.17,103.52,973400,102
"2013-07-26",103.2,103.52,102.13,103.25,887900,101.73
"2013-07-29",102.91,103.3,102.51,103.11,435400,101.59
"2013-07-30",103.52,103.8,102.94,102.99,782500,101.47
"2013-07-31",103.36,104.26,102.94,103.72,1716400,102.19
"2013-08-01",104,104,102.03,103.11,2117500,101.59
"2013-08-02",103.33,103.48,101.32,101.51,1570700,100.02
"2013-08-05",101.55,101.55,100.69,100.77,1480400,99.29
"2013-08-06",101.19,101.19,100,100.17,2286600,98.7
"2013-08-07",100.1,100.15,99.54,100,911200,98.53
"2013-08-08",100.54,100.63,99.84,100.31,1196600,98.83
"2013-08-09",100.1,100.57,99.75,99.94,856200,98.47
"2013-08-12",99.79,100.07,99.34,100,695400,98.53
"2013-08-13",99.98,100.03,99.12,99.86,563900,98.39
"2013-08-14",99.66,99.89,99.25,99.53,636600,98.06
"2013-08-15",99.21,99.21,97.75,97.83,739900,96.39
"2013-08-16",97.44,97.87,97.13,97.35,790900,95.92
"2013-08-19",97.12,98.12,97.12,97.72,559000,96.28
"2013-08-20",97.72,98.37,97.41,98.18,711200,96.73
"2013-08-21",97.86,98.79,97.78,98.23,769900,96.78
"2013-08-22",98.2,99.15,97.9,98.85,463600,97.39
"2013-08-23",98.96,99.04,98.54,99.02,549900,97.56
"2013-08-26",99.17,99.52,98.8,99.1,665500,97.64
"2013-08-27",98.36,98.36,97.19,97.25,684400,95.82
"2013-08-28",97.38,97.98,97.17,97.59,507700,96.15
"2013-08-29",97.31,98.09,97.05,97.58,394800,96.14
"2013-08-30",97.6,97.61,96.95,97.38,494200,95.95
"2013-09-03",98.42,98.6,96.73,97.31,611500,95.88
"2013-09-04",97.29,98.89,97.15,98.72,636300,97.27
"2013-09-05",98.56,98.92,97.97,98.82,529400,97.86
"2013-09-06",98.88,100.06,97.94,99.38,792300,98.41
"2013-09-09",99.2,100.14,98.9,99.72,694400,98.75
"2013-09-10",100.22,100.51,99.59,99.69,585000,98.72
"2013-09-11",99.77,100.54,99.45,100.36,715000,99.38
"2013-09-12",100.21,100.43,99.51,99.65,546200,98.68
"2013-09-13",99.71,100.09,99.32,99.99,379000,99.01
"2013-09-16",101.02,101.17,99.96,100.73,771000,99.75
"2013-09-17",100.73,101.22,100.57,100.8,484500,99.82
"2013-09-18",101.65,102.89,101.65,102.32,1050400,101.32
"2013-09-19",102.62,102.99,102.39,102.87,625100,101.87
"2013-09-20",102.93,102.97,101.88,102.06,1053800,101.06
"2013-09-23",102.04,102.33,101.57,101.88,577700,100.89
"2013-09-24",101.77,102,100.94,101.09,765500,100.1
"2013-09-25",101.1,101.19,100.25,100.25,532200,99.27
"2013-09-26",100.43,101.1,100.3,100.92,413700,99.94
"2013-09-27",100.48,100.76,99.53,99.89,781700,98.92
"2013-09-30",99.41,100.47,98.85,100.02,795600,99.04
"2013-10-01",100.11,101.05,99.93,100.92,528300,99.94
"2013-10-02",100.56,100.72,99.2,100.65,679900,99.67
"2013-10-03",100.28,100.53,99.09,99.5,702100,98.53
"2013-10-04",99.5,100.66,99.32,100.42,526700,99.44
"2013-10-07",99.73,100.07,99.43,99.43,380100,98.46
"2013-10-08",99.48,99.7,98.3,98.33,635400,97.37
"2013-10-09",98.46,99.43,98.44,99.1,641300,98.13
"2013-10-10",99.95,101.16,99.65,101.16,499200,100.17
"2013-10-11",101.31,102.85,101.12,102.81,693600,101.81
"2013-10-14",102.17,102.99,101.59,102.76,491200,101.76
"2013-10-15",102.3,102.73,101.05,101.06,801400,100.07
"2013-10-16",101.55,102.88,101.29,102.88,667600,101.88
"2013-10-17",102.6,104.22,102.34,104.09,465400,103.07
"2013-10-18",104.33,105.02,103.81,104.81,736700,103.79
"2013-10-21",104.35,105.26,103.8,105.02,571400,104
"2013-10-22",105,106.26,104.99,105.44,765700,104.41
"2013-10-23",105.75,106.86,105.25,106.57,671800,105.53
"2013-10-24",106.77,106.9,105.59,106.01,691000,104.98
"2013-10-25",105.99,106.18,105.16,105.55,614800,104.52
"2013-10-28",105.24,106.57,105.14,106.35,563000,105.31
"2013-10-29",106.57,106.99,105.95,106.5,399500,105.46
"2013-10-30",106.5,106.74,105.39,105.65,419900,104.62
"2013-10-31",105.67,105.99,105.13,105.13,548400,104.1
"2013-11-01",105.56,106.06,104.6,105.17,727900,104.14
"2013-11-04",105.64,106.77,105.22,106.56,732600,105.52
"2013-11-05",107.55,107.88,105.48,107.01,1094600,105.97
"2013-11-06",106.77,107.71,106.45,107.06,904600,106.02
"2013-11-07",107.16,107.6,106.18,106.3,919900,105.26
"2013-11-08",105.96,107.73,105.92,107.71,812400,106.66
"2013-11-11",107.51,108.25,107.17,108,811100,106.95
"2013-11-12",108.18,109.03,107.7,108.92,819800,107.86
"2013-11-13",108.07,108.35,107.17,108.03,1279000,106.98
"2013-11-14",108.45,109.46,108.15,108.66,973200,107.6
"2013-11-15",108.67,109.33,108.67,109.12,789100,108.06
"2013-11-18",109.47,109.58,107.89,108.12,691400,107.07
"2013-11-19",108.06,108.61,107.43,108.44,716000,107.38
"2013-11-20",108.28,109.24,108.12,108.68,542500,107.62
"2013-11-21",108.89,109.81,108.8,109.16,499900,108.09
"2013-11-22",109.14,109.45,108.74,109.11,533700,108.05
"2013-11-25",109.61,110.13,109.17,109.24,522800,108.17
"2013-11-26",109.19,109.48,108.86,108.89,699800,107.83
"2013-11-27",109.01,109.53,108.83,108.94,648000,107.88
"2013-11-29",109.19,109.44,108.44,108.59,411800,107.53
"2013-12-02",108.76,108.88,107.76,108.12,1167600,107.07
"2013-12-03",106.01,108.51,106.01,108.41,1167000,107.35
"2013-12-04",107.39,108.13,106.66,107.41,1072100,106.36
"2013-12-05",107.41,107.87,106.92,107,833100,105.96
"2013-12-06",107.17,108.39,107.01,108.35,720000,107.84
"2013-12-09",108.39,108.94,107.9,108.61,662500,108.1
"2013-12-10",108.49,108.77,107.24,107.32,744600,106.82
"2013-12-11",107.55,107.68,105.56,105.64,763800,105.14
"2013-12-12",105.4,105.7,104.94,105,620300,104.51
"2013-12-13",105.06,105.84,105.06,105.45,651400,104.96
"2013-12-16",105.92,106.56,105.75,105.88,736900,105.38
"2013-12-17",106.21,106.75,105.25,105.75,846100,105.25
"2013-12-18",106.06,108.72,105.53,108.55,1158300,108.04
"2013-12-19",108.36,108.57,107.21,108.02,1205900,107.51
"2013-12-20",107.88,108.97,107.65,108.88,1389900,108.37
"2013-12-23",109.25,109.59,108.98,109.43,469300,108.92
"2013-12-24",109.26,109.95,109.1,109.68,358900,109.17
"2013-12-26",109.96,110.13,109.37,110.1,313500,109.58
"2013-12-27",110.07,110.7,110.07,110.35,295900,109.83
"2013-12-30",110.35,110.61,109.5,110.6,606600,110.08
"2013-12-31",110.75,110.94,110.1,110.49,473000,109.97
"2014-01-02",110.41,110.41,108.79,109.14,665000,108.63
"2014-01-03",109.33,110.14,109.25,109.37,419900,108.86
"2014-01-06",109.95,110.45,109.08,109.45,510700,108.94
"2014-01-07",110.28,111.45,110.28,111.03,1214200,110.51
"2014-01-08",110.52,111.47,109.98,111.08,1162100,110.56
"2014-01-09",111.45,112.4,111.11,112.15,650100,111.62
"2014-01-10",112.15,112.71,111.38,112.54,932500,112.01
"2014-01-13",112.03,112.54,110.78,111.06,650600,110.54
"2014-01-14",111.64,111.71,110.62,111.7,817700,111.18
"2014-01-15",111.89,111.95,111.27,111.82,726900,111.3
