"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"2008-09-18",53.68,55.4,49.5,52.73,11708300,49.48
"2008-09-19",56.01,65,56.01,60.09,11359900,56.38
"2008-09-22",61.53,61.6,58,60.02,7605100,56.32
"2008-09-23",59.01,59.5,54,54.39,8443300,51.03
"2008-09-24",56.06,56.48,53.81,54.43,8344500,51.07
"2008-09-25",54.95,56.37,53.72,56.09,7227400,52.63
"2008-09-26",53.6,54.95,51.69,54.57,8253500,51.2
"2008-09-29",50.92,51.73,42.78,45.61,14612600,42.79
"2008-09-30",46.72,50.56,45.88,50.23,10478000,47.13
"2008-10-01",49.48,49.48,45.83,47.06,9183300,44.16
"2008-10-02",46.9,46.93,40.25,41.15,12943800,38.61
"2008-10-03",42.18,44.74,40.35,41.25,9440800,38.7
"2008-10-06",37,38.9,32.71,37.02,19832600,34.74
"2008-10-07",38.49,39.6,32.45,32.75,14344000,30.73
"2008-10-08",30.42,34.69,28,34.04,22890900,31.94
"2008-10-09",35.15,35.84,28.7,28.7,14220000,26.93
"2008-10-10",25.12,27.75,20.16,23.42,33413400,21.97
"2008-10-13",26.19,29.9,24.44,29.14,20554600,27.34
"2008-10-14",31.76,34.75,28,29.87,18517800,28.03
"2008-10-15",28.18,28.25,23.5,24.07,17567500,22.58
"2008-10-16",25.37,26,22,23.53,20508900,22.08
"2008-10-17",22.49,29.3,22.41,25.58,18281600,24
"2008-10-20",27.57,31.58,27.04,31.26,14259800,29.33
"2008-10-21",29.6,32.75,29.2,30.68,13351900,28.79
"2008-10-22",28.38,28.49,23.23,24.48,20575700,22.97
"2008-10-23",26.26,26.95,24.02,26.78,19852900,25.13
"2008-10-24",22.25,26,21.87,25.5,14345500,23.93
"2008-10-27",24.6,26.49,23.35,23.5,13222900,22.05
"2008-10-28",25.05,25.51,22.12,25.49,14868200,23.92
"2008-10-29",25.86,28.79,25.8,26.41,16539400,24.78
"2008-10-30",28.15,31.04,26.52,30.83,14226100,28.93
"2008-10-31",29.46,32,28.93,29.89,13204000,28.05
"2008-11-03",29.2,31.27,29.1,29.71,10462700,27.88
"2008-11-04",31.07,33.88,31.07,32.92,10621600,30.89
"2008-11-05",31.56,33.4,29.65,29.92,9582500,28.07
"2008-11-06",29.18,29.6,25.81,27.72,13239100,26.01
"2008-11-07",28.15,28.97,26.51,27.95,8731500,26.22
"2008-11-10",29.63,30.37,26.37,27.69,8871000,25.98
"2008-11-11",26,26.97,25.08,25.98,8160000,24.38
"2008-11-12",24.87,25.58,24.27,24.75,10078700,23.22
"2008-11-13",25.07,27.79,22.44,27.64,14993600,25.93
"2008-11-14",26.15,27.83,25.45,25.81,10439900,24.22
"2008-11-17",25.64,26.51,24.71,24.76,6482200,23.23
"2008-11-18",24.78,25.63,23.8,25.35,8512500,23.79
"2008-11-19",25.01,25.47,22.57,22.72,9077100,21.32
"2008-11-20",22,22.22,17.6,17.86,17823000,16.76
"2008-11-21",18.75,21.55,17.85,21.52,15841000,20.19
"2008-11-24",22.3,26.05,22.3,25.12,14857500,23.57
"2008-11-25",25.54,26.85,23.99,26.6,11255600,24.96
"2008-11-26",26.55,29.2,26,28.76,9834900,26.98
"2008-11-28",28.45,29.28,27.39,28.29,4422400,26.54
"2008-12-01",26.59,26.68,23,23.15,10316800,21.72
"2008-12-02",23.98,24.98,22.1,23.26,11756500,21.82
"2008-12-03",22.43,24.23,21.6,22.53,11587500,21.14
"2008-12-04",22,22.65,19.34,19.76,14846200,18.54
"2008-12-05",19.42,20.88,18.8,20.86,11743700,19.57
"2008-12-08",22.5,23.48,20.86,22.37,10126200,20.99
"2008-12-09",21.87,24.74,21.52,23.76,9393800,22.29
"2008-12-10",24.76,25.77,24.06,25.25,6518400,23.69
"2008-12-11",25.59,27.74,24.84,25.24,8941500,23.68
"2008-12-12",23.6,25.75,23.28,25.2,6566000,23.64
"2008-12-15",26.21,26.47,24.07,24.6,6604800,23.08
"2008-12-16",25.07,25.76,23.84,25.31,7455300,23.75
"2008-12-17",24.58,26.86,24.5,26.09,6653900,24.48
"2008-12-18",26,26.19,22.8,22.86,7944900,21.45
"2008-12-19",22.78,24.1,22.7,23.47,7055500,22.02
"2008-12-22",23.93,23.96,22.25,22.74,6837600,21.34
"2008-12-23",22.86,23.56,21.82,22.08,6089100,20.72
"2008-12-24",21.87,22.93,21.51,22.71,2050400,21.31
"2008-12-26",22.92,23.3,22.41,23.17,1932600,21.74
"2008-12-29",23.83,24.08,22.64,23.88,5288300,22.41
"2008-12-30",23.99,24.49,23.25,24.39,5622600,22.88
"2008-12-31",24.04,25.12,23.94,24.44,5983600,22.93
"2009-01-02",24.54,27.15,24.5,26.83,6595900,25.17
"2009-01-05",26.82,28.96,26.25,28.4,11186700,26.65
"2009-01-06",29.28,31.45,29.19,30.4,13088800,28.52
"2009-01-07",29.72,29.93,28.37,29.08,8916600,27.29
"2009-01-08",28.41,29.42,28.15,29.25,8357700,27.44
"2009-01-09",29.02,29.23,26.91,27.06,6451100,25.39
"2009-01-12",26.14,26.89,25.29,25.71,6949000,24.12
"2009-01-13",25.7,26.95,25.1,26.46,6715000,24.83
"2009-01-14",25.48,25.75,23.6,24.03,7788500,22.55
"2009-01-15",23.81,24.49,22.78,23.97,9188900,22.49
"2009-01-16",24.5,24.73,23.42,24.25,8804500,22.75
"2009-01-20",23.89,24.86,22.19,22.35,7587200,20.97
"2009-01-21",23.14,24.86,22.71,24.77,8063200,23.24
"2009-01-22",24.5,24.96,23.31,24.17,7604200,22.68
"2009-01-23",23.38,26.5,23.1,25.63,7503400,24.05
"2009-01-26",26.37,27.65,25.59,26.35,8619400,24.72
"2009-01-27",26.48,27.34,25.38,26.8,8662300,25.15
"2009-01-28",27.57,29.1,27.08,28.95,10866200,27.16
"2009-01-29",27.88,28.5,27.03,27.32,8930800,25.63
"2009-01-30",27.99,28.17,26.23,26.44,7746200,24.81
"2009-02-02",25.71,26.64,25.44,25.96,7838700,24.36
"2009-02-03",26.27,26.32,24.71,25.62,10226600,24.04
"2009-02-04",26.59,28.13,26.15,27.34,10469300,25.65
"2009-02-05",27.04,28.45,26.07,28.02,9367300,26.29
"2009-02-06",27.64,29.75,27.4,29.19,8904600,27.39
"2009-02-09",29.42,31.77,29.41,30.09,11655000,28.23
"2009-02-10",30.46,31.26,27.7,28.39,11644300,26.64
"2009-02-11",28.77,29.42,27.34,28.27,8060100,26.53
"2009-02-12",27.42,28.2,26.82,28.08,8103200,26.35
"2009-02-13",27.94,29.07,26.48,28.43,6791000,26.68
"2009-02-17",26.83,27.77,25.2,25.32,9359800,23.76
"2009-02-18",25.74,25.98,25.18,25.77,9679400,24.18
"2009-02-19",26.32,27.73,25.69,26.83,10423100,25.17
"2009-02-20",25.63,26.52,25,25.96,9748500,24.36
"2009-02-23",26.89,26.89,24.29,24.33,8049300,22.83
"2009-02-24",24.46,26.52,24.4,26.37,10517500,24.74
"2009-02-25",26.43,27.72,25.53,26.68,10104300,25.03
"2009-02-26",27.18,28.39,26.73,26.81,9476000,25.16
"2009-02-27",25.76,27.94,25.5,26.73,11030600,25.08
"2009-03-02",25.88,25.95,23.79,23.97,11921100,22.49
"2009-03-03",24.5,25.25,23.94,24.31,10175100,22.81
"2009-03-04",25.81,27.14,25.51,26.35,9082100,24.72
"2009-03-05",25.38,26.35,24.12,24.63,9264300,23.11
"2009-03-06",25.14,25.75,24,24.96,9437600,23.42
"2009-03-09",24.75,26.77,24.5,25.96,9168700,24.36
"2009-03-10",26.67,29.19,26.66,28.3,13015300,26.55
"2009-03-11",28.72,29.19,27.63,28.16,8299700,26.42
"2009-03-12",28.36,29.69,27.84,29.57,8727100,27.74
"2009-03-13",29.51,29.77,28.06,28.9,8600000,27.12
"2009-03-16",28.9,29.95,28.58,29.47,10659700,27.65
"2009-03-17",29.45,30.16,29.11,30.16,8978800,28.3
"2009-03-18",29.86,30.82,28.78,29.88,12286600,28.04
"2009-03-19",31,32.97,30.99,31.32,13821100,29.39
"2009-03-20",31.5,31.59,30.13,30.25,11199900,28.38
"2009-03-23",31.81,33.72,31.17,33.64,11670700,31.56
"2009-03-24",33,33.79,32.33,33.01,7734000,30.97
"2009-03-25",32.76,33.69,31.63,32.94,9621000,30.91
"2009-03-26",33.56,34.48,32.99,33.3,11014900,31.24
"2009-03-27",32.55,32.56,30.79,31.27,8368700,29.34
"2009-03-30",30.13,30.49,28.92,29.57,8892100,27.74
"2009-03-31",30.41,30.41,28.59,28.71,9418200,26.94
"2009-04-01",28.06,29.83,27.52,29.37,7264600,27.56
"2009-04-02",30.61,32.09,30.61,31.15,8710000,29.23
"2009-04-03",31.07,32.78,30.76,32.42,7382100,30.42
"2009-04-06",31.87,31.87,30.49,31.5,6992000,29.56
"2009-04-07",30.87,30.87,30.01,30.27,5611100,28.4
"2009-04-08",30.39,31.6,29.68,31.13,5987100,29.21
"2009-04-09",32.42,33.74,32.15,33.45,8296100,31.39
"2009-04-13",32.66,34.58,32.05,34.03,7413600,31.93
"2009-04-14",33.5,35.55,33.15,34.66,8752500,32.52
"2009-04-15",34.41,34.92,33.33,34.07,7138900,31.97
"2009-04-16",34.53,35,33.35,34.73,5984900,32.59
"2009-04-17",34.9,35.71,34.75,34.98,7694700,32.82
"2009-04-20",34.24,34.24,31.71,31.92,8142500,29.95
"2009-04-21",31.65,33.02,31,32.59,8882600,30.58
"2009-04-22",31.96,34,31.61,32.95,9107100,30.92
"2009-04-23",31.93,32.21,28,29.27,22215000,27.46
"2009-04-24",30.7,31.86,30.01,31.5,16240500,29.56
"2009-04-27",30.59,30.59,29.47,30.16,8811100,28.3
"2009-04-28",29.18,29.92,28.8,29.58,7712900,27.75
"2009-04-29",30.2,31.31,29.55,30.76,7693900,28.86
"2009-04-30",31.11,31.3,29.37,30.28,7221200,28.41
"2009-05-01",30.32,31.69,29.98,31.22,7685800,29.29
"2009-05-04",31.56,32.8,31.23,32.75,7546500,30.73
"2009-05-05",32.31,32.8,31.66,32.55,6135700,30.54
"2009-05-06",33.46,35.07,33.1,34.23,10034700,32.12
"2009-05-07",35.78,35.86,33.42,33.96,10391200,31.86
"2009-05-08",34.65,36.49,34.61,36.04,7709300,33.82
"2009-05-11",35.01,35.65,34.35,34.85,7536600,32.7
"2009-05-12",35.35,35.69,34.2,35.27,8186600,33.09
"2009-05-13",34.61,35.21,33.2,33.57,10565500,31.5
"2009-05-14",33.01,34.66,32.69,34.14,8192200,32.03
"2009-05-15",33.81,34.64,32.24,32.67,11126000,30.65
"2009-05-18",33.51,34.75,33.36,34.65,7822900,32.51
"2009-05-19",34.85,35.58,33.93,35.07,6064600,32.91
"2009-05-20",35.84,37.66,35.8,36.53,10501600,34.28
"2009-05-21",35.67,35.67,34.5,35.15,6270300,32.98
"2009-05-22",35.64,36.25,35.15,35.35,4107300,33.17
"2009-05-26",34.98,36.85,34.61,36.65,5318500,34.39
"2009-05-27",36.86,37.97,36.58,36.67,5519800,34.41
"2009-05-28",37.1,38.77,36.51,38.39,6050900,36.02
"2009-05-29",39.18,39.51,38.08,38.62,6403700,36.24
"2009-06-01",39.72,40.69,39.33,40.03,6913300,37.56
"2009-06-02",39.76,40.69,39.28,40.08,8020600,37.61
"2009-06-03",39.5,39.5,36.15,37.22,9663500,34.92
"2009-06-04",38.15,39.83,37.64,39.18,8224900,36.76
"2009-06-05",40.06,40.11,37.66,37.96,7842900,35.62
"2009-06-08",37.55,38.29,36.76,37.88,5678600,35.54
"2009-06-09",38.78,39.18,37.93,38.23,5963500,35.87
"2009-06-10",39.11,39.11,37.16,37.74,8466500,35.41
"2009-06-11",37.98,39.72,37.51,39.21,8047800,36.79
"2009-06-12",38.21,38.84,37.89,38.69,4785900,36.3
"2009-06-15",37.89,37.89,36.93,37.53,4953000,35.21
"2009-06-16",38.1,38.5,36.15,36.26,5942700,34.02
"2009-06-17",36,36.1,34.62,34.87,7538100,32.72
"2009-06-18",34.69,36.07,34.41,35.09,6401800,32.92
"2009-06-19",35.84,35.85,34.1,34.33,8656500,32.21
"2009-06-22",33.31,33.31,31.86,31.96,6849600,29.99
"2009-06-23",32.52,32.8,31.48,32.17,6609400,30.18
"2009-06-24",32.55,32.77,31.51,31.72,7839500,29.76
"2009-06-25",31.6,33.54,31.6,33.19,8387300,31.14
"2009-06-26",33.01,33.61,32.71,33.1,10141700,31.06
"2009-06-29",33.51,34.14,33.17,33.28,5619000,31.23
"2009-06-30",33.28,33.9,32.26,32.66,6585200,30.64
"2009-07-01",33.01,33.41,32.26,32.34,4920300,30.34
"2009-07-02",31.61,31.61,30.29,30.84,4907400,28.94
"2009-07-06",29.76,30.65,29.17,30.64,8446400,28.75
"2009-07-07",30.57,30.71,29.3,29.55,8486900,27.73
"2009-07-08",29.43,30.24,28.76,29.59,8685500,27.76
"2009-07-09",30.06,31.25,29.54,30.63,7999400,28.74
"2009-07-10",30.09,30.84,29.6,30.47,6566200,28.59
"2009-07-13",30.37,31.24,29.27,31.17,7419500,29.25
"2009-07-14",31.89,32.23,31.45,32.13,6249800,30.15
"2009-07-15",32.9,33.58,32.55,33.4,5505800,31.34
"2009-07-16",33.12,34.08,32.55,33.83,4737100,31.74
"2009-07-17",33.84,34.55,33.32,34.16,5661200,32.05
"2009-07-20",34.8,35.48,34.39,35.39,6723400,33.21
"2009-07-21",35.78,36.61,35.07,35.96,5907700,33.74
"2009-07-22",35.26,35.91,34.81,35.39,4057400,33.21
"2009-07-23",35.38,36.65,35,36.56,5001900,34.3
"2009-07-24",36.21,37.61,35.9,37.6,6759000,35.28
"2009-07-27",37.65,38,36.9,37.44,8547600,35.13
"2009-07-28",36.15,36.8,35.08,36.55,9338600,34.29
"2009-07-29",35.59,35.59,34.25,34.94,6432000,32.78
"2009-07-30",35.63,36.37,35.19,35.92,5836900,33.7
"2009-07-31",35.51,36.18,35.13,35.94,5535100,33.72
"2009-08-03",37.01,38.15,36.84,38.04,7845700,35.69
"2009-08-04",37.58,37.83,36.51,37.01,6263800,34.73
"2009-08-05",36.84,37.01,35.54,36.26,7598200,34.02
"2009-08-06",36.47,36.5,35.62,36.23,4415600,33.99
"2009-08-07",36.77,37,35.8,36.59,4561900,34.33
"2009-08-10",36.44,37.26,36.26,37.1,4591400,34.81
"2009-08-11",36.85,36.96,35.76,36.2,4545900,33.97
"2009-08-12",36.21,37.46,35.85,37.01,4370100,34.73
"2009-08-13",37.38,38.34,37.03,38.29,4909700,35.93
"2009-08-14",38.16,38.16,36.09,36.44,5433200,34.19
"2009-08-17",35.35,35.67,34.65,35.38,5601200,33.2
"2009-08-18",35.65,36.86,35.51,36.62,5256600,34.36
"2009-08-19",36.02,37.65,35.86,37.35,5656100,35.04
"2009-08-20",37.3,38.15,37.12,38.05,4328600,35.7
"2009-08-21",38.51,39.6,38.51,39.39,5533100,36.96
"2009-08-24",39.93,40.5,39.31,39.63,4604200,37.18
"2009-08-25",39.83,40.05,38.26,38.5,4675400,36.12
"2009-08-26",38.04,38.56,37.81,38.22,4902500,35.86
"2009-08-27",37.96,38.07,37,37.96,4425100,35.62
"2009-08-28",38.45,38.64,37.1,37.23,5901900,34.93
"2009-08-31",36.4,36.69,35.95,36.35,5196200,34.11
"2009-09-01",36.21,37.4,35.59,35.73,5984400,33.52
"2009-09-02",35.57,36.42,35.53,35.88,4387600,33.67
"2009-09-03",36.17,36.71,35.96,36.66,3317300,34.4
"2009-09-04",36.59,37.41,36.29,37.41,3221600,35.1
"2009-09-08",37.99,38.53,37.78,38.15,4413800,35.8
"2009-09-09",38.46,38.67,37.47,38.15,3509900,35.8
"2009-09-10",38.38,39,37.88,38.9,3536800,36.5
"2009-09-11",39.32,39.63,37.96,39.17,7399300,36.75
"2009-09-14",38.58,41.09,38.5,41.01,7210000,38.48
"2009-09-15",41.34,42.9,40.9,42.83,8139700,40.19
"2009-09-16",43.04,44.57,42.9,44.38,7244700,41.64
"2009-09-17",43.54,44.17,43.34,43.51,5716600,40.82
"2009-09-18",43.8,43.98,42.75,43.68,5782400,40.98
"2009-09-21",42.73,43.25,42.22,43.05,4712300,40.39
"2009-09-22",44,44.5,43.65,44.21,4740000,41.48
"2009-09-23",44.35,44.43,42.82,43.27,5244900,40.6
"2009-09-24",43.08,43.25,41.33,41.61,5093100,39.04
"2009-09-25",41.35,42.38,41.13,41.94,6209100,39.35
"2009-09-28",42.14,43.24,41.8,43.24,3891500,40.57
"2009-09-29",42.78,43.64,42.76,43.11,3870200,40.45
"2009-09-30",43.56,43.75,42.17,43.13,6355600,40.47
"2009-10-01",42.98,43.17,41.21,41.22,5900100,38.68
"2009-10-02",40.47,41.51,40.09,40.89,5379700,38.37
"2009-10-05",41.24,42.35,41.02,42.1,3755900,39.5
"2009-10-06",42.85,44,42.8,43.45,4731400,40.77
"2009-10-07",43.45,44.18,43.2,43.94,5599600,41.23
"2009-10-08",44.28,46.13,44.23,45.75,6783400,42.93
"2009-10-09",45.48,46.13,44.68,45.25,4106600,42.46
"2009-10-12",46,46.72,45.82,46.11,3275300,43.26
"2009-10-13",46.21,46.49,45.05,46.05,4295100,43.21
"2009-10-14",47,47.15,46.25,46.76,3746000,43.87
"2009-10-15",46.37,48.76,46.37,48.74,5825000,45.73
"2009-10-16",48.33,48.64,47.33,48.23,4550500,45.25
"2009-10-19",48.51,50.17,48.36,49.82,5908100,46.74
"2009-10-20",49.45,49.7,46.66,48.84,8174600,45.83
"2009-10-21",48.43,49.79,47.91,48.21,6089300,45.23
"2009-10-22",48.32,48.69,46.96,48.6,5241100,45.6
"2009-10-23",49.02,49.02,46.33,46.89,5819800,44
"2009-10-26",46.25,48.59,43.73,44.34,15276000,41.6
"2009-10-27",43.89,44.51,42.69,43.08,10705300,40.42
"2009-10-28",42.88,43.01,41.23,41.36,8966900,38.81
"2009-10-29",42.44,43.54,42.24,42.92,6896400,40.27
"2009-10-30",42.72,42.72,40.45,40.99,6534500,38.46
"2009-11-02",41.53,42.76,40.81,41.38,7191900,38.83
"2009-11-03",40.6,43.13,40.4,42.81,5904700,40.17
"2009-11-04",43.32,43.82,42.37,42.59,4561200,39.96
"2009-11-05",42.93,43.59,42.47,43.54,3228000,40.85
"2009-11-06",42.8,44.1,42.72,43.68,4143500,40.98
"2009-11-09",44.63,45.73,44.53,45.67,5523500,42.85
"2009-11-10",45.59,45.73,44.43,45.13,3935700,42.34
"2009-11-11",45.76,46.16,45.08,45.6,3947300,42.79
"2009-11-12",45.34,45.63,43.87,44.17,4468800,41.44
"2009-11-13",44.16,44.82,43.37,44.17,3760300,41.44
"2009-11-16",44.76,45.79,44.69,45.46,4693100,42.65
"2009-11-17",45.56,46.24,45.27,46.13,4577800,43.28
"2009-11-18",46.16,46.46,45.12,45.59,4241700,42.78
"2009-11-19",45.3,45.38,43.5,43.83,4716500,41.12
"2009-11-20",43.27,43.68,42.35,42.79,5061900,40.15
"2009-11-23",43.95,44.36,43.36,43.53,4558500,40.84
"2009-11-24",43.5,44.09,42.91,44,4193800,41.28
"2009-11-25",44.1,45.17,43.6,44.88,4064500,42.11
"2009-11-27",43.01,43.7,42.78,43.3,2493400,40.63
"2009-11-30",42.57,43.3,42.4,43.02,6056100,41.42
"2009-12-01",43.73,44.42,43.66,44.08,4817000,42.44
"2009-12-02",43.96,44.22,43.29,43.86,4509800,42.23
"2009-12-03",43.86,43.91,42.74,42.82,5417600,41.22
"2009-12-04",43.6,44.27,41.73,42.28,5888600,40.7
"2009-12-07",42.01,42.97,42,42.23,4418900,40.66
"2009-12-08",41.69,42.31,40.99,41.4,7089200,39.86
"2009-12-09",41.56,41.91,40.92,41.68,4026400,40.13
"2009-12-10",42.36,43.95,42.07,43.82,8018600,42.19
"2009-12-11",43.51,43.96,43.23,43.94,4785400,42.3
"2009-12-14",44.61,44.65,44.03,44.3,3593700,42.65
"2009-12-15",44.14,45.3,44,44.73,3571500,43.06
"2009-12-16",45.04,45.78,44.67,44.86,4842900,43.19
"2009-12-17",44.5,45.05,44.24,44.45,4099100,42.79
"2009-12-18",44.61,44.83,42.99,43.28,8735300,41.67
"2009-12-21",43.74,44.54,43.53,43.92,3284000,42.28
"2009-12-22",44,44.4,43.65,43.83,3191500,42.2
"2009-12-23",44.14,44.93,43.9,44.77,3154900,43.1
"2009-12-24",44.73,45.25,44.7,44.97,903600,43.29
"2009-12-28",45.44,45.68,45.01,45.26,2376300,43.57
"2009-12-29",45.45,45.51,44.79,44.85,2636200,43.18
"2009-12-30",44.63,44.8,44.18,44.6,2153300,42.94
"2009-12-31",45,45.04,44.09,44.09,1698400,42.45
"2010-01-04",44.91,46.14,44.9,46.09,4856500,44.37
"2010-01-05",46.29,47.26,46.09,46.89,4220500,45.14
"2010-01-06",46.83,47.7,46.11,47.56,4701200,45.79
"2010-01-07",47.3,47.5,46.7,47.1,3707500,45.34
"2010-01-08",46.73,47.89,46.6,47.11,6182100,45.35
"2010-01-11",47.6,47.7,46.19,46.65,4941000,44.91
"2010-01-12",46.19,46.6,45.5,46.36,5063400,44.63
"2010-01-13",46.5,46.83,45.5,46.35,5075900,44.62
"2010-01-14",46.26,47.23,46.16,46.96,3834300,45.21
"2010-01-15",46.95,47.24,45.78,46.24,4472600,44.52
"2010-01-19",46.1,47.17,46,47.08,3939200,45.33
"2010-01-20",46.39,46.39,45.46,45.93,4405000,44.22
"2010-01-21",46.02,46.43,44.17,44.39,6173300,42.74
"2010-01-22",44.14,44.25,42.4,42.53,6600400,40.95
"2010-01-25",42.89,43.59,42.52,43.1,4886500,41.49
"2010-01-26",42.63,43.7,42.1,42.67,4556200,41.08
"2010-01-27",42.49,43.03,41.66,42.92,5802800,41.32
"2010-01-28",43.32,43.49,41.26,41.49,8087700,39.94
"2010-01-29",42.08,43.44,40.71,40.9,9563200,39.38
"2010-02-01",41.39,42.13,41.12,42.09,5828000,40.52
"2010-02-02",42.53,42.88,42,42.65,4972900,41.06
"2010-02-03",43.5,44.91,43.1,43.97,8922900,42.33
"2010-02-04",44.08,44.38,42.48,42.54,7851800,40.95
"2010-02-05",42.55,43.27,41.02,42.3,7758400,40.72
"2010-02-08",42.29,42.63,41.5,41.53,6101200,39.98
"2010-02-09",42.25,43.58,42.18,42.68,7652800,41.09
"2010-02-10",42.66,43.01,41.56,42.55,5503800,40.96
"2010-02-11",42.63,43.45,42.15,43.41,5844200,41.79
"2010-02-12",42.46,43.41,42.26,43.36,5815200,41.74
"2010-02-16",44.16,44.26,43.67,44.07,5214100,42.43
"2010-02-17",44.21,44.6,44,44.33,5107900,42.68
"2010-02-18",44.22,44.85,43.92,44.72,4416800,43.05
"2010-02-19",44.64,45.15,44.1,45.11,5873200,43.43
"2010-02-22",45.84,45.95,44.03,44.4,5892800,42.75
"2010-02-23",44.07,44.41,42.93,43.13,5416500,41.52
"2010-02-24",43.16,43.8,43.07,43.49,5117500,41.87
"2010-02-25",42.6,43.25,41.95,43.17,5898500,41.56
"2010-02-26",43.38,43.55,42.86,43.47,3886400,41.85
"2010-03-01",43.68,43.86,43.34,43.66,4282000,42.03
"2010-03-02",43.82,44.61,43.72,44.03,4767400,42.39
"2010-03-03",44.24,44.7,44.16,44.34,4433300,42.69
"2010-03-04",44.58,44.58,42.97,43.15,5590700,41.54
"2010-03-05",43.82,43.82,43.08,43.66,6350000,42.03
"2010-03-08",43.7,43.99,43.18,43.63,3446300,42
"2010-03-09",43.37,43.79,43,43.44,3407800,41.82
"2010-03-10",43.36,44.04,42.95,43.71,3340500,42.18
"2010-03-11",43.5,43.99,43.25,43.89,2794400,42.35
"2010-03-12",44.13,44.39,43.79,43.94,2370800,42.4
"2010-03-15",43.78,43.96,42.86,43.26,2706000,41.74
"2010-03-16",43.52,44.15,43.18,44.1,3010100,42.55
"2010-03-17",44.29,45.2,44.21,44.66,3896600,43.09
"2010-03-18",44.49,44.97,43.42,43.72,3824900,42.19
"2010-03-19",43.77,43.77,42.04,42.46,6704400,40.97
"2010-03-22",42.08,42.71,41.6,42.32,4319500,40.84
"2010-03-23",42.54,42.94,42.16,42.48,4552200,40.99
"2010-03-24",42.1,42.74,42.03,42.25,4175500,40.77
"2010-03-25",42.53,42.77,40.78,40.9,5275400,39.47
"2010-03-26",40.91,41.2,39.4,39.92,8872900,38.52
"2010-03-29",40.24,40.85,40.18,40.6,5443300,39.18
"2010-03-30",40.7,40.76,40.25,40.46,5363300,39.04
"2010-03-31",40.82,40.98,40.4,40.58,6456500,39.16
"2010-04-01",41,41.67,40.77,41.62,5712300,40.16
"2010-04-05",42.12,42.94,41.63,42.61,4444300,41.12
"2010-04-06",42.53,43.26,42.31,43.22,4672600,41.71
"2010-04-07",43.22,43.22,42.47,42.94,7239400,41.44
"2010-04-08",42.45,42.45,41.66,42.43,5849800,40.94
"2010-04-09",42.63,42.94,42.19,42.93,3708100,41.43
"2010-04-12",43.01,43.46,42.76,42.89,3765700,41.39
"2010-04-13",42.7,42.7,41.44,41.89,6385600,40.42
"2010-04-14",42.21,42.88,41.76,42.25,7126800,40.77
"2010-04-15",42.08,42.97,42.03,42.88,5975600,41.38
"2010-04-16",42.47,43.3,41.94,42.48,8755100,40.99
"2010-04-19",42.16,42.62,41.85,42.54,5211100,41.05
"2010-04-20",42.94,44.53,42.75,44.04,5037600,42.5
"2010-04-21",44.06,44.94,44.02,44.45,6190300,42.89
"2010-04-22",43.88,44.71,43.45,44.6,4384400,43.04
"2010-04-23",44.83,46.4,44.81,46.26,7314800,44.64
"2010-04-26",46.48,46.75,45.94,46.45,7344100,44.82
"2010-04-27",46.8,46.87,43.26,43.38,11875900,41.86
"2010-04-28",43.73,44.4,43.3,44.32,7915800,42.77
"2010-04-29",44.76,45.24,43.87,44.76,7544600,43.19
"2010-04-30",44.92,45.09,43.13,44.03,10108100,42.49
"2010-05-03",43.71,44.98,43.51,44.51,6733600,42.95
"2010-05-04",43.9,44.08,42.96,43.47,6042600,41.95
"2010-05-05",42.73,44.1,42.39,42.82,6784400,41.32
"2010-05-06",42.47,43.4,37.54,41.02,9213900,39.58
"2010-05-07",40.75,40.99,38.78,39.11,10073800,37.74
"2010-05-10",41.01,41.71,40.71,41.35,9047900,39.9
"2010-05-11",40.84,41.75,40.45,40.56,9834800,39.14
"2010-05-12",40.84,41.23,40.33,41.09,4489700,39.65
"2010-05-13",40.95,41.43,40.18,40.64,5436500,39.22
"2010-05-14",40.16,40.23,39.11,39.91,6743100,38.51
"2010-05-17",40.28,40.49,38.33,39.16,5798600,37.79
"2010-05-18",39.86,40.48,38.39,38.62,5344600,37.27
"2010-05-19",38.41,38.51,36.87,37.56,7128000,36.24
"2010-05-20",36.5,36.55,35.25,35.39,9403700,34.15
"2010-05-21",34.75,37.18,34.65,36.89,8496400,35.6
"2010-05-24",36.84,36.98,36.07,36.07,8111400,34.81
"2010-05-25",34.99,36.92,34.51,36.82,8238500,35.53
"2010-05-26",37.33,38.82,36.84,38.05,10024200,36.72
"2010-05-27",39.13,40.33,38.99,40.07,8908400,38.67
"2010-05-28",39.89,39.9,37.69,38.13,9592100,36.79
"2010-06-01",36.98,37.21,33.87,33.9,17133700,32.71
"2010-06-02",33.89,35.43,33.5,35.36,10912500,34.12
"2010-06-03",35.78,35.95,34.73,35.67,7611300,34.42
"2010-06-04",34.5,36.24,34.44,34.66,6182200,33.45
"2010-06-07",35.56,36.14,34.93,35,7816700,33.77
"2010-06-08",35,35.52,34.31,35.4,7529700,34.16
"2010-06-09",35.8,37.23,34.89,35.15,9203600,34.01
"2010-06-10",36.11,37.5,36.1,37.42,5371800,36.21
"2010-06-11",36.87,37.71,36.45,37.53,4630300,36.32
"2010-06-14",38.07,38.37,36.72,36.85,6604000,35.66
"2010-06-15",37.03,38.81,37.03,38.78,4329600,37.53
"2010-06-16",38.25,38.91,37.94,38.24,5245600,37
