"","NOV.Open","NOV.High","NOV.Low","NOV.Close","NOV.Volume","NOV.Adjusted"
"2010-06-17",38.35,38.44,37.18,37.66,5527500,36.44
"2010-06-18",37.63,38.15,37.11,38.1,5777500,36.87
"2010-06-21",38.54,38.81,37.02,37.34,6656300,36.13
"2010-06-22",36.95,37.25,35.62,35.86,9243800,34.7
"2010-06-23",35.96,35.96,34.95,35.75,7436700,34.59
"2010-06-24",35.53,36.2,35.27,35.38,8403800,34.24
"2010-06-25",35.62,36.04,35,35.3,9350500,34.16
"2010-06-28",35.52,35.63,34.68,34.69,6452700,33.57
"2010-06-29",34.14,34.18,32.75,33.02,8399700,31.95
"2010-06-30",33.19,33.63,32.76,33.07,9526200,32
"2010-07-01",32.91,33.57,32.18,33.24,7803000,32.17
"2010-07-02",33.36,33.99,32.93,33.35,3876600,32.27
"2010-07-06",33.84,34.48,33.26,33.75,5288100,32.66
"2010-07-07",33.84,35.17,33.76,35.16,5918400,34.02
"2010-07-08",35.54,35.79,34.88,35.63,4521500,34.48
"2010-07-09",35.64,35.96,35.27,35.51,4506800,34.36
"2010-07-12",35.34,35.86,34.99,35.57,4118800,34.42
"2010-07-13",36.11,36.52,35.77,35.91,3816700,34.75
"2010-07-14",35.62,36.27,35.38,35.88,3998200,34.72
"2010-07-15",35.97,36.46,35.05,36.29,4675600,35.12
"2010-07-16",36.02,36.02,35.06,35.26,5234700,34.12
"2010-07-19",35.72,36.2,35.33,36.09,4813400,34.92
"2010-07-20",35.57,37.52,35.49,37.39,5421100,36.18
"2010-07-21",37.73,37.9,36.31,36.61,4689400,35.43
"2010-07-22",37.19,38.1,36.93,37.86,5219100,36.64
"2010-07-23",37.79,38.15,37,38.04,3667000,36.81
"2010-07-26",38.26,38.26,37.56,37.96,3463200,36.73
"2010-07-27",38,38.27,37.04,37.38,4094400,36.17
"2010-07-28",37.2,38,37.02,37.33,5232000,36.12
"2010-07-29",37.75,39.06,37.57,38.88,7912600,37.62
"2010-07-30",38.27,39.29,37.9,39.16,6113500,37.89
"2010-08-02",39.81,41.49,39.81,41.13,6749000,39.8
"2010-08-03",40.85,41.31,40.54,40.95,4095100,39.63
"2010-08-04",40.94,42.03,40.94,41.86,6288600,40.51
"2010-08-05",41.39,41.92,41,41.49,3469000,40.15
"2010-08-06",41.15,41.82,40.89,41.63,3928700,40.28
"2010-08-09",41.79,41.79,40.65,41.07,4302300,39.74
"2010-08-10",40.52,40.98,39.97,40.76,4443600,39.44
"2010-08-11",40,40.03,39.1,39.38,4371100,38.11
"2010-08-12",38.74,39.59,38.52,39.48,4839800,38.2
"2010-08-13",39.41,40.04,39.13,39.49,3341000,38.21
"2010-08-16",39.27,39.52,38.97,39.38,3324900,38.11
"2010-08-17",39.86,40.48,39.71,40.17,3428400,38.87
"2010-08-18",40.05,40.07,39.35,39.54,3697100,38.26
"2010-08-19",39.39,39.5,38.43,38.69,2590000,37.44
"2010-08-20",38.42,38.6,37.59,38.23,3967600,36.99
"2010-08-23",38.4,38.77,38.19,38.31,3338100,37.07
"2010-08-24",37.76,38.6,37.5,38.16,4566200,36.93
"2010-08-25",37.83,37.97,37.14,37.39,6437200,36.18
"2010-08-26",37.54,37.91,36.61,36.75,4146400,35.56
"2010-08-27",37.08,37.99,36.25,37.97,4049200,36.74
"2010-08-30",38.04,38.41,37.64,37.65,2966000,36.43
"2010-08-31",37.27,37.74,37,37.63,4574600,36.41
"2010-09-01",38.28,39.41,38.14,39.19,3274700,37.92
"2010-09-02",39.21,39.88,39.15,39.79,3934000,38.5
"2010-09-03",40.28,40.73,40.05,40.55,3486600,39.24
"2010-09-07",40.04,40.07,39.29,39.55,3481700,38.27
"2010-09-08",39.48,40.31,39.46,39.86,2812200,38.67
"2010-09-09",40.47,40.59,39.57,39.91,2142500,38.72
"2010-09-10",40.28,41.28,40.26,41.1,3417400,39.87
"2010-09-13",41.87,42,41.23,41.32,3176900,40.09
"2010-09-14",41.19,41.81,40.9,41.45,3400700,40.21
"2010-09-15",41.14,41.28,40.57,41.13,3130500,39.9
"2010-09-16",41.08,41.31,40.59,40.9,2895100,39.68
"2010-09-17",41.1,41.42,40.75,41.28,3668700,40.05
"2010-09-20",41.46,42.37,41.15,42.21,3412700,40.95
"2010-09-21",42.31,43.5,42.31,42.99,5878500,41.71
"2010-09-22",43.08,43.62,42.66,42.88,4512600,41.6
"2010-09-23",42.25,43.28,42.1,42.77,4192600,41.49
"2010-09-24",43.43,44.68,43.37,44.21,5743600,42.89
"2010-09-27",44.4,44.59,43.57,43.65,4514300,42.35
"2010-09-28",43.87,44.46,43.38,44.31,3776600,42.99
"2010-09-29",44.15,45.1,43.89,44.85,5144400,43.51
"2010-09-30",45.17,45.24,44,44.47,4783100,43.14
"2010-10-01",45.02,45.7,44.87,45.18,4336100,43.83
"2010-10-04",44.93,45.07,43.36,43.94,5455500,42.63
"2010-10-05",44.57,46.16,44.55,46.13,5788800,44.75
"2010-10-06",45.88,46.58,45.74,46.21,4681600,44.83
"2010-10-07",46.55,46.6,45.04,45.64,4688600,44.28
"2010-10-08",45.81,46.84,45.57,46.61,3066700,45.22
"2010-10-11",46.43,47,46.24,46.64,3286700,45.25
"2010-10-12",46.52,47.2,45.83,46.82,3411600,45.42
"2010-10-13",47.2,48.6,47.2,48.15,4864600,46.71
"2010-10-14",48.2,48.91,47.62,48.14,4965500,46.7
"2010-10-15",48.42,48.61,47.5,48.6,4266300,47.15
"2010-10-18",48.5,48.68,47.63,48.31,3796300,46.87
"2010-10-19",47.25,47.88,46.74,47.47,5328700,46.05
"2010-10-20",47.69,48.87,47.66,48.81,3984400,47.35
"2010-10-21",48.96,49.02,47.41,47.95,6382500,46.52
"2010-10-22",48.17,48.79,48.17,48.59,4749400,47.14
"2010-10-25",49.15,49.93,47.78,47.97,8790800,46.54
"2010-10-26",49.92,52.63,49.92,52.03,13417600,50.48
"2010-10-27",51.27,54.59,51.11,54,11467700,52.39
"2010-10-28",54.74,54.74,52.58,53.48,6906400,51.88
"2010-10-29",52.97,55,52.97,53.76,6863900,52.15
"2010-11-01",54.66,55.13,53.9,54.32,5006200,52.7
"2010-11-02",54.93,56.03,54.68,55.47,4632000,53.81
"2010-11-03",55.72,55.75,54,55.72,5775200,54.06
"2010-11-04",56.65,58.4,56.57,58.26,6764100,56.52
"2010-11-05",58.59,59.38,58.31,58.77,6841400,57.02
"2010-11-08",58.52,58.72,57.5,58.29,5524600,56.55
"2010-11-09",58.65,59.73,57.96,58.33,5679300,56.59
"2010-11-10",58.31,59.32,57.6,59.09,6406200,57.33
"2010-11-11",58.41,59.87,58.41,59.56,4427900,57.78
"2010-11-12",58.78,59.47,56.92,57.65,7235000,55.93
"2010-11-15",57.88,58.12,57,57.49,4120200,55.77
"2010-11-16",56.71,57.76,56.41,57.63,6884400,55.91
"2010-11-17",57.44,59.61,57.3,59.19,5836400,57.42
"2010-11-18",59.96,63.11,59.78,61.87,12935000,60.02
"2010-11-19",61.28,61.75,60.29,61.73,6190400,59.89
"2010-11-22",61.51,61.54,59.6,60.95,4374100,59.13
"2010-11-23",60.02,60.95,59.43,60.87,4065300,59.05
"2010-11-24",61.73,63.88,61.69,63.3,5100200,61.41
"2010-11-26",61.69,62.73,61.41,61.52,2477600,59.68
"2010-11-29",61.19,61.51,60.01,61.39,6222000,59.56
"2010-11-30",60.76,62.31,60.28,61.29,6743100,59.46
"2010-12-01",62,62.5,61.49,61.99,6139000,60.25
"2010-12-02",61.94,62.5,61.25,62.34,4513300,60.59
"2010-12-03",61.99,63.31,61.99,63,4332500,61.23
"2010-12-06",62.94,63.61,62.7,63.31,3418800,61.53
"2010-12-07",64.05,64.74,62.28,62.57,4540400,60.81
"2010-12-08",62.56,62.91,60.88,61.67,5818300,59.94
"2010-12-09",62.29,63.17,61.96,62.89,3686600,61.12
"2010-12-10",62.67,63.31,62.6,62.66,3725800,60.9
"2010-12-13",63.62,66.11,63.55,63.99,5747900,62.19
"2010-12-14",64.04,65.38,63.42,63.52,4567400,61.73
"2010-12-15",63.25,64.35,62.21,62.22,4424100,60.47
"2010-12-16",62.18,63.13,61.08,63.05,3999200,61.28
"2010-12-17",62.95,63.87,62.51,63.58,4246000,61.79
"2010-12-20",63.82,64.5,63.12,64.06,2712900,62.26
"2010-12-21",64.15,65.73,63.98,65.38,4425800,63.54
"2010-12-22",65.64,65.87,65.02,65.75,2643800,63.9
"2010-12-23",65.6,65.95,65.33,65.81,1553000,63.96
"2010-12-27",65.64,65.86,64.55,65.07,1969000,63.24
"2010-12-28",65.2,65.57,64.77,65.02,1739000,63.19
"2010-12-29",65.22,66.49,64.81,66.31,2079300,64.45
"2010-12-30",66.39,67.15,66.12,66.89,2371400,65.01
"2010-12-31",66.81,67.72,66.43,67.25,2012300,65.36
"2011-01-03",68.14,68.61,66.77,66.87,3827000,64.99
"2011-01-04",67.4,67.43,65.61,66.8,5700900,64.92
"2011-01-05",66.02,66.43,64.89,66.07,5316600,64.21
"2011-01-06",66.2,66.2,63.46,63.72,5729000,61.93
"2011-01-07",63.76,65.88,63.58,65.04,5683300,63.21
"2011-01-10",64.56,65.8,63.83,65.2,4482700,63.37
"2011-01-11",65.72,66.96,65.66,66.4,4137200,64.53
"2011-01-12",66.72,67.45,65.69,67.38,4933700,65.49
"2011-01-13",67.47,68.19,66.85,67.13,3360000,65.24
"2011-01-14",67.03,69.33,66.52,69.31,4633000,67.36
"2011-01-18",69.7,69.99,68.8,69.85,3216700,67.89
"2011-01-19",69.73,70,67.92,68.26,4016500,66.34
"2011-01-20",67.54,68.12,65.65,67.76,4563400,65.86
"2011-01-21",68.88,69.66,67.13,67.51,4418300,65.61
"2011-01-24",67.24,68.82,66.6,68.25,3343300,66.33
"2011-01-25",67.94,68.17,66.52,68.13,4633000,66.21
"2011-01-26",68.35,71.9,68.35,71.52,5414300,69.51
"2011-01-27",71.75,71.88,69.7,70.87,3631300,68.88
"2011-01-28",70.52,72,70.25,71.46,3531200,69.45
"2011-01-31",72.36,74.14,71.5,73.9,4680700,71.82
"2011-02-01",74.26,74.73,72.45,74.1,4871400,72.02
"2011-02-02",73.83,75.65,73.31,74.64,5254500,72.54
"2011-02-03",75.08,76.67,73.52,75.93,7195700,73.8
"2011-02-04",76.71,77.59,75.8,76.45,6607000,74.3
"2011-02-07",76.84,79.28,76.67,77.71,6070800,75.53
"2011-02-08",78.17,78.36,76.29,77.37,3866900,75.19
"2011-02-09",76.95,78.61,75.89,76.8,3901800,74.64
"2011-02-10",75.97,79.63,75.89,79.45,4795400,77.22
"2011-02-11",79.13,79.45,77.43,77.86,4336400,75.67
"2011-02-14",78.1,79.89,77.86,79.6,3557300,77.36
"2011-02-15",79.33,79.64,77.8,78.95,3554300,76.73
"2011-02-16",79.41,81.98,79,80.7,5797100,78.43
"2011-02-17",80.4,81.9,79.61,81.4,4101500,79.11
"2011-02-18",81.31,81.64,79.7,80.18,4457100,77.93
"2011-02-22",80.63,81.93,79.2,79.8,5086700,77.56
"2011-02-23",79.96,80.99,79.31,79.39,4148200,77.16
"2011-02-24",79.39,79.39,76.94,77.89,4917100,75.7
"2011-02-25",78.42,79.85,78.1,79.83,3827700,77.59
"2011-02-28",79.97,80.5,77.61,79.57,4349400,77.33
"2011-03-01",80.68,80.68,76.69,77.03,4657200,74.86
"2011-03-02",77.01,79.64,76.84,79.56,4865000,77.32
"2011-03-03",80.06,81.95,79.76,81.86,5131400,79.56
"2011-03-04",81.61,82.36,80.27,80.74,3646900,78.47
"2011-03-07",81.4,81.84,79.51,79.88,3437400,77.63
"2011-03-08",80.01,80.38,78.31,79.82,3117800,77.58
"2011-03-09",79.64,80.49,78.01,78.32,2914500,76.22
"2011-03-10",76.69,77.93,73.64,73.75,6130800,71.78
"2011-03-11",73.12,76.63,72.54,76.05,4056900,74.01
"2011-03-14",75.45,76.3,74.37,76.03,3983700,73.99
"2011-03-15",73.05,75.95,72.35,75.44,5233100,73.42
"2011-03-16",75.02,75.95,73.07,74.41,7116900,72.42
"2011-03-17",75.86,78.66,75.67,78.28,4274900,76.18
"2011-03-18",79.15,79.7,76.7,76.81,4923600,74.75
"2011-03-21",78.35,79.39,77.55,79.39,2329800,77.26
"2011-03-22",79.17,79.67,78.25,78.61,2631600,76.51
"2011-03-23",78.83,79.75,77.88,79.56,2901800,77.43
"2011-03-24",79.97,80.2,78.15,80.2,3164900,78.05
"2011-03-25",79.99,81.12,79.34,80.65,2963900,78.49
"2011-03-28",80.55,81.9,79.47,80.72,3176800,78.56
"2011-03-29",80.37,82.61,80.12,82.26,3327400,80.06
"2011-03-30",82.76,82.8,79.74,79.9,5113000,77.76
"2011-03-31",80.76,81.43,79.19,79.27,3838600,77.15
"2011-04-01",80,81.33,80,80.68,3292400,78.52
"2011-04-04",81.04,81.99,80.68,81.46,3025300,79.28
"2011-04-05",81.06,81.75,80.25,80.48,3248200,78.33
"2011-04-06",80.99,81.55,77.96,78.57,3888600,76.47
"2011-04-07",78.32,78.75,77.06,78.51,3914100,76.41
"2011-04-08",78.74,80.3,78.72,79.63,3494500,77.5
"2011-04-11",79.8,80.48,77.14,77.51,3326000,75.43
"2011-04-12",76.59,76.67,73.34,74.64,6505500,72.64
"2011-04-13",75.1,75.64,74.14,75.07,4681600,73.06
"2011-04-14",74.43,76.25,74.26,76,4043000,73.97
"2011-04-15",75.7,76.57,75.43,76.5,3429000,74.45
"2011-04-18",75.67,77.03,74.46,76.22,3690700,74.18
"2011-04-19",76.33,77.84,76.26,77.51,2665400,75.43
"2011-04-20",78.69,78.93,77.15,78.63,3077300,76.52
"2011-04-21",79.01,79.66,78.01,79.23,2493000,77.11
"2011-04-25",78.93,79.73,78.39,79.4,2015200,77.27
"2011-04-26",79.43,80.65,78.71,80.6,3900000,78.44
"2011-04-27",80.54,80.54,74.89,76.88,9946000,74.82
"2011-04-28",77.68,77.98,75.69,76.98,5359100,74.92
"2011-04-29",76.92,77.93,76.15,76.69,3876900,74.64
"2011-05-02",77.02,77.81,74.14,74.73,4068300,72.73
"2011-05-03",74.26,74.73,71.81,72.38,6190600,70.44
"2011-05-04",72.13,72.32,68.32,69.92,10298300,68.05
"2011-05-05",68.51,70.23,67.62,68.7,7539700,66.86
"2011-05-06",69.66,71.19,68.12,68.6,5067000,66.76
"2011-05-09",69.26,71.07,69.25,70.67,3832400,68.78
"2011-05-10",70.66,72.08,69.82,71.49,4404500,69.58
"2011-05-11",70.93,70.93,67.98,68.3,6399100,66.47
"2011-05-12",67.39,69.07,66.11,68.17,7377100,66.34
"2011-05-13",68.54,69.31,67.55,68.02,5009900,66.2
"2011-05-16",67.82,69.05,66.62,66.86,6263400,65.07
"2011-05-17",66.4,67.29,65.09,65.4,8540600,63.65
"2011-05-18",65.86,68.82,65.22,67.74,7243300,65.93
"2011-05-19",68.08,68.4,66.57,67.93,5091600,66.11
"2011-05-20",68.26,68.56,67.06,67.76,5288900,65.95
"2011-05-23",66.51,67.25,65.5,66.77,4601100,64.98
"2011-05-24",67.24,68.5,67.04,68.47,6642000,66.64
"2011-05-25",72.34,73.11,67.74,72.34,10417500,70.4
"2011-05-26",72.02,72.78,71.46,72.55,4469100,70.61
"2011-05-27",72.94,74,72.29,72.86,3672500,70.91
"2011-05-31",73.99,74,71.98,72.58,4693900,70.64
"2011-06-01",72.29,72.66,71.47,71.54,4785800,69.62
"2011-06-02",71.73,73.19,71.38,72.36,3030000,70.42
"2011-06-03",71.21,73.91,70.74,73.34,4259000,71.38
"2011-06-06",73.04,73.68,71.18,71.19,3373400,69.28
"2011-06-07",71.78,72.41,71.05,71.22,3041100,69.31
"2011-06-08",71.22,72.2,70.61,71.35,3226600,69.55
"2011-06-09",72.16,73.57,71.63,73,3313100,71.16
"2011-06-10",72.25,72.25,70.46,70.74,4355400,68.95
"2011-06-13",69.08,71.63,68.05,69.08,3952400,67.33
"2011-06-14",70.35,72.21,70.17,71.63,3631200,69.82
"2011-06-15",70.84,71.77,69.83,70.12,4533600,68.35
"2011-06-16",70,70.79,68.85,69.98,3534700,68.21
"2011-06-17",70.48,70.74,68.76,69.05,4859400,67.31
"2011-06-20",68.97,70.34,68.5,69.9,2911300,68.13
"2011-06-21",70.43,72.13,70.28,71.72,2574900,69.91
"2011-06-22",71.86,73.46,71.56,72.1,2617700,70.28
"2011-06-23",70.41,71.98,69.32,71.81,4527700,70
"2011-06-24",71.82,72.13,70.1,70.1,4614700,68.33
"2011-06-27",69.82,71.13,69.41,70.7,2831600,68.91
"2011-06-28",71.62,74.82,71.15,74.56,4177900,72.68
"2011-06-29",75.03,77.07,74.2,75.8,6139700,73.88
"2011-06-30",76.19,78.39,76.01,78.21,4908600,76.23
"2011-07-01",77.59,78.34,76.57,78.31,3052600,76.33
"2011-07-05",77.97,80.57,77.54,80.05,4517400,78.03
"2011-07-06",79.56,80.56,78.78,80.16,3284700,78.13
"2011-07-07",81.22,81.9,79.4,80.95,4371700,78.9
"2011-07-08",79.19,80.4,78.79,80.21,2711900,78.18
"2011-07-11",79.03,79.24,76.33,77.29,4066000,75.34
"2011-07-12",76.83,77.83,76.16,76.43,3748300,74.5
"2011-07-13",77.07,79.3,76.87,77.3,3383800,75.35
"2011-07-14",77.82,78.59,76.05,76.41,3264800,74.48
"2011-07-15",77,78.85,76.82,78.56,2906200,76.58
"2011-07-18",78.32,78.92,77.34,77.91,2565700,75.94
"2011-07-19",78.69,80.12,78.23,80.07,3070400,78.05
"2011-07-20",79.92,80.1,78.35,78.94,2642100,76.95
"2011-07-21",79.43,81.73,79.37,81.47,5469300,79.41
"2011-07-22",81.53,83.34,81.32,83.31,5878500,81.2
"2011-07-25",81.56,83.36,81.4,82.31,3655600,80.23
"2011-07-26",83.26,86.71,81.9,81.96,7083600,79.89
"2011-07-27",81.03,82.18,79.27,80,5997000,77.98
"2011-07-28",80.12,82.23,80.02,81.25,5459700,79.2
"2011-07-29",80.09,81.19,79.59,80.57,4040600,78.53
"2011-08-01",81.93,82.28,78.83,79.91,3817300,77.89
"2011-08-02",79.02,80.77,78.07,78.12,4763900,76.15
"2011-08-03",78.17,78.24,75.03,77.58,5447200,75.62
"2011-08-04",76.36,76.36,68.1,68.36,9084500,66.63
"2011-08-05",70.5,71.69,63.03,67.48,9257800,65.77
"2011-08-08",62.24,66.83,60,60.26,10151700,58.74
"2011-08-09",63.45,66.46,60.73,66.39,9798000,64.71
"2011-08-10",65.64,66.69,63.24,63.39,9499600,61.79
"2011-08-11",64.18,67.22,62.75,66.13,5907400,64.46
"2011-08-12",66.99,67.87,65.85,66.78,4815800,65.09
"2011-08-15",69.47,70.95,68.38,70.29,7055900,68.51
"2011-08-16",69.33,70.31,67.71,68.37,6156000,66.64
"2011-08-17",69.4,70.24,67.57,68.31,4305500,66.58
"2011-08-18",65.54,65.86,62.42,63.25,7359200,61.65
"2011-08-19",61.61,63.93,60.5,60.71,6492800,59.18
"2011-08-22",62.75,62.97,60.14,60.37,6170800,58.84
"2011-08-23",60.64,63.71,59.99,63.65,4615700,62.04
"2011-08-24",63.41,64.42,62.24,64.39,4347700,62.76
"2011-08-25",65.1,65.65,62.24,62.62,4604100,61.04
"2011-08-26",62.03,64.39,61.23,63.73,4420100,62.12
"2011-08-29",65,66.63,64.7,66.59,3750000,64.91
"2011-08-30",65.96,67.65,64.89,67.01,4547500,65.32
"2011-08-31",67.73,68.39,65.21,66.12,5341300,64.45
"2011-09-01",66.34,66.86,64.93,65.18,3849400,63.53
"2011-09-02",63.62,64.62,62.5,63.64,3216000,62.03
"2011-09-06",61.23,63.75,61.07,63.68,3689100,62.07
"2011-09-07",64.96,66.1,64.42,65.97,4242900,64.41
"2011-09-08",65.64,66.92,64.64,65.09,3353100,63.56
"2011-09-09",63.66,64.44,61.6,62.66,4876900,61.18
"2011-09-12",60.88,63.4,60.84,63.27,4804500,61.78
"2011-09-13",62.8,64.35,62.04,63.82,4146100,62.32
"2011-09-14",64.12,65.85,62.56,64.82,4087100,63.29
"2011-09-15",65.88,66.47,65.08,65.73,3801500,64.18
"2011-09-16",65.97,66.5,64.08,65.03,3859600,63.5
"2011-09-19",63.53,64.13,62.18,63.47,3648100,61.97
"2011-09-20",63.97,64.35,61.59,61.69,5536700,60.24
"2011-09-21",61.42,61.64,57.92,58.04,7460500,56.67
"2011-09-22",55.44,55.93,53.06,54.41,10579700,53.13
"2011-09-23",53.12,54.23,52.09,53.23,10057800,51.97
"2011-09-26",53.91,55.21,50.98,55.05,7305900,53.75
"2011-09-27",57.39,58.35,56.25,56.75,7043700,55.41
"2011-09-28",55.82,56.24,53.67,53.95,6256700,52.68
"2011-09-29",55.27,55.53,51.46,52.78,7102400,51.54
"2011-09-30",51.54,52.9,49.57,51.22,8489400,50.01
"2011-10-03",50.62,52.63,50.13,50.23,6954100,49.05
"2011-10-04",48.66,52.83,47.97,52.78,7396900,51.54
"2011-10-05",52.53,55.14,51.74,55.11,7927800,53.81
"2011-10-06",55.42,59.59,55.29,59.47,11124500,58.07
"2011-10-07",60.12,60.22,57.83,58.81,7496700,57.42
"2011-10-10",60.36,62.02,60.23,61.43,5332500,59.98
"2011-10-11",61,63.63,60.49,62.74,6251800,61.26
"2011-10-12",63.11,64.64,62.43,62.85,6383900,61.37
"2011-10-13",62.52,63.33,61.21,62.96,4855500,61.48
"2011-10-14",64.46,66.5,64.28,66.41,4217700,64.84
"2011-10-17",65.99,66.01,62.57,62.73,3864000,61.25
"2011-10-18",62.86,66.56,61.8,65.73,5697900,64.18
"2011-10-19",65.62,66.65,63.72,64.15,4431200,62.64
"2011-10-20",64.44,65.78,63.31,65.13,4710300,63.59
"2011-10-21",65.93,67.11,64.75,65.72,4773100,64.17
"2011-10-24",66.26,68.64,66.26,68.41,6075100,66.8
"2011-10-25",71.05,71.15,64.98,67.99,7074400,66.39
"2011-10-26",69.41,70.2,67.38,69.45,5322800,67.81
"2011-10-27",72.26,76.05,72.24,74.72,7604800,72.96
"2011-10-28",73.96,75.85,73.65,75.73,5310000,73.94
"2011-10-31",74.49,74.75,71.28,71.33,5108100,69.65
"2011-11-01",66.73,69.62,65,68.38,7891100,66.77
"2011-11-02",70.49,70.56,68.5,70.15,5398700,68.5
"2011-11-03",70.98,73.03,69.77,72.76,4453700,71.04
"2011-11-04",72,72.83,70.23,71.08,5272900,69.4
"2011-11-07",70.93,72.45,69.76,71.11,4051300,69.43
"2011-11-08",71.78,72.95,70.43,72.65,3515500,70.94
"2011-11-09",68.22,70.04,66.9,67.05,5818200,65.47
"2011-11-10",68.8,69.21,66.76,68.8,5320900,67.18
"2011-11-11",69.93,71.36,69.46,71.05,3098500,69.37
"2011-11-14",70.59,70.7,68.88,69.94,2618800,68.29
"2011-11-15",69.7,71.35,69.07,70.65,2664700,68.98
"2011-11-16",69.92,73.15,69.81,70.78,4421600,69.11
"2011-11-17",70.4,70.56,67.06,67.87,5785900,66.27
"2011-11-18",68.97,69.26,66.64,67.5,4801300,65.91
"2011-11-21",66.4,66.52,64.79,65.72,5435900,64.17
"2011-11-22",65.6,66.14,63.57,64.61,5298300,63.09
"2011-11-23",63.43,64.64,62.9,63.76,5056400,62.26
"2011-11-25",63.41,65.46,63.05,64.52,2105300,63
"2011-11-28",66.7,67,65.07,65.81,6333000,64.26
"2011-11-29",66.08,69.09,65.67,67.65,5156600,66.05
"2011-11-30",70.67,72.02,70.13,71.7,5631700,70.13
"2011-12-01",71.35,72.68,70.92,71.43,3504000,69.87
"2011-12-02",72.39,73.09,70.82,71.05,4072400,69.5
"2011-12-05",72.9,73.38,72.23,73.14,4477500,71.54
"2011-12-06",73.45,74,71.85,73.1,3922900,71.5
"2011-12-07",72.95,73.35,71.86,72.74,4051700,71.15
"2011-12-08",72.36,73.42,70.67,71.03,4494900,69.48
"2011-12-09",71.23,73.84,71.03,73.4,3257300,71.8
"2011-12-12",72.14,72.18,69.35,70.75,4428500,69.2
"2011-12-13",71.37,72.68,68.36,68.95,4451900,67.44
"2011-12-14",67.62,68.44,65.58,65.97,5380100,64.53
"2011-12-15",67.22,67.33,63.87,64.23,4911400,62.83
"2011-12-16",64.92,66.03,64.07,65.53,5430700,64.1
"2011-12-19",65.87,65.93,63.63,63.84,3349800,62.45
"2011-12-20",65.82,67.69,65.79,67.36,3754600,65.89
"2011-12-21",67.37,67.9,65.39,67.34,3670400,65.87
"2011-12-22",67.56,68.63,66.86,68.29,3320600,66.8
"2011-12-23",68.52,68.79,68.15,68.47,2163400,66.97
"2011-12-27",68.4,69.1,68.02,68.64,2216200,67.14
"2011-12-28",68.78,68.79,66.73,66.83,2211700,65.37
"2011-12-29",67.09,68.24,66.99,67.87,2154000,66.39
"2011-12-30",67.83,68.67,67.53,67.99,1639700,66.5
"2012-01-03",69.95,71.6,69.84,70.87,3349800,69.32
"2012-01-04",70.47,71.75,69.9,70.94,3550200,69.39
"2012-01-05",70.39,70.87,69.3,70.75,3220600,69.2
"2012-01-06",71.01,71.68,70.15,70.81,4043100,69.26
"2012-01-09",71.03,71.9,70.72,71.55,2860400,69.99
"2012-01-10",72.96,74.22,72.81,73.89,3624500,72.28
"2012-01-11",73.57,74.14,73.18,73.64,3380200,72.03
"2012-01-12",74.03,74.45,73.01,73.3,3613000,71.7
"2012-01-13",72.46,73.35,71.91,73.11,2568800,71.51
"2012-01-17",74.4,74.7,73.51,74.12,3278500,72.5
"2012-01-18",73.89,75.68,73.75,75.47,4219400,73.82
"2012-01-19",74.98,75.98,74.44,75.8,3359700,74.14
"2012-01-20",75.63,76.5,74.11,74.8,3536100,73.17
"2012-01-23",74.99,76.17,74.63,75.98,2621200,74.32
"2012-01-24",75.03,76.02,74.5,75.98,3333400,74.32
"2012-01-25",75.8,77.46,74.19,77.2,4479900,75.51
"2012-01-26",77.83,78.45,75.66,75.99,3694400,74.33
"2012-01-27",76.03,77.9,75.88,77.4,3263600,75.71
"2012-01-30",76.37,76.37,74.92,75.45,3994200,73.8
"2012-01-31",75.93,76.13,73.91,73.98,5805200,72.36
"2012-02-01",74.46,75.24,73.6,74.68,4525800,73.05
"2012-02-02",73.44,77.62,73.42,77.08,5674900,75.4
"2012-02-03",78.72,82.2,78.72,82.14,7601200,80.35
"2012-02-06",82.44,83.7,81,83.65,5074400,81.82
"2012-02-07",82.87,83.23,81.21,82.11,4555600,80.32
"2012-02-08",82.35,83,81.55,81.77,3879200,79.98
"2012-02-09",82.07,83.35,81.58,82.46,3780100,80.66
"2012-02-10",82.17,83.59,81.92,82.66,5096400,80.85
"2012-02-13",83.41,83.5,81.96,82.6,3271700,80.8
"2012-02-14",82.29,83.96,81.99,83.93,4762100,82.1
"2012-02-15",83.93,83.98,82.44,82.86,4277600,81.05
"2012-02-16",82.85,84.64,82.32,84.55,4935300,82.7
"2012-02-17",85.65,85.89,83.5,83.8,3671300,81.97
"2012-02-21",83.81,85.21,83.5,84.58,3329300,82.73
"2012-02-22",84.4,87.72,84.2,87.18,5032900,85.28
"2012-02-23",86.9,87.18,85.25,86.23,3225100,84.35
"2012-02-24",86.11,86.83,85.55,86.04,3025600,84.16
"2012-02-27",85.63,85.75,84.52,85.23,2937400,83.37
"2012-02-28",85.39,85.73,83.86,84.53,2399800,82.68
"2012-02-29",84.86,84.9,82.16,82.53,3688300,80.73
"2012-03-01",82.97,84.39,82.51,84.09,2567600,82.25
"2012-03-02",83.66,84.69,81.67,82.24,3232500,80.44
"2012-03-05",81.77,81.89,79.28,79.94,4095300,78.19
"2012-03-06",78.42,78.42,76.61,77.54,4848000,75.85
"2012-03-07",78.06,80.21,77.81,79.99,3835000,78.24
"2012-03-08",80.94,82.02,80.47,81.5,3555200,79.72
"2012-03-09",81.62,82.79,81.14,81.38,2930300,79.6
"2012-03-12",81.29,81.46,79.52,80.08,2047300,78.33
