"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2008-10-16",364.67,375,345,373.34,6516500,61.57
"2008-10-17",365.51,383.28,352.15,365.2,5388000,60.22
"2008-10-20",364.77,370.98,350.09,360.32,4563000,59.42
"2008-10-21",351,351.5,326,328.69,8604000,54.2
"2008-10-22",321,326.46,298.42,304.17,7186000,50.16
"2008-10-23",303,312.9,262.2,277.66,9556000,45.79
"2008-10-24",250.46,264.96,240.2,251.2,8927500,41.42
"2008-10-27",252.96,254.37,232.57,233.19,5325500,38.45
"2008-10-28",244.49,266.49,223.32,263.64,8365000,43.48
"2008-10-29",257.9,281.3,248.1,265,7574500,43.7
"2008-10-30",273,288,267.32,275.67,6458500,45.46
"2008-10-31",268,296.79,267.39,282.15,6343000,46.53
"2008-11-03",283.36,308.32,280.09,301.18,8220000,49.67
"2008-11-04",311.84,322.07,301.75,319.37,6643000,52.67
"2008-11-05",312.48,315.07,280.95,282.05,5687000,46.51
"2008-11-06",281,288.74,258,259.64,6168500,42.82
"2008-11-07",266.69,269.36,252.62,269.05,5453500,44.37
"2008-11-10",275.21,277,237.01,242.93,5806000,40.06
"2008-11-11",235.22,245.61,225.06,236.41,8168500,38.99
"2008-11-12",231.26,236.5,222.08,224.64,7526000,37.04
"2008-11-13",228.24,229.99,197.18,225.2,13218000,37.14
"2008-11-14",217.01,222.5,206.48,209.03,6726000,34.47
"2008-11-17",205.88,207.79,189.82,189.91,7934500,31.32
"2008-11-18",192.28,193.56,179.62,186.91,11209000,30.82
"2008-11-19",185.12,188.44,170.88,170.88,7854500,28.18
"2008-11-20",171,173.96,155.49,156.55,10658500,25.82
"2008-11-21",164.04,176.88,162,175.78,13227500,28.99
"2008-11-24",181.48,201.11,171.85,200.71,11333000,33.1
"2008-11-25",205.7,212.5,190,199.94,7209500,32.97
"2008-11-26",193.13,214.86,190.48,211.76,5227000,34.92
"2008-11-28",205,211.95,201.91,211.95,2481000,34.95
"2008-12-01",197.01,198,172.63,172.64,7584500,28.47
"2008-12-02",171.29,178.51,156.02,172.6,12620500,28.46
"2008-12-03",166,183.17,163,182.29,7315500,30.06
"2008-12-04",177.52,191.9,174.32,177.46,6941000,29.26
"2008-12-05",174.01,196.69,172.3,194.57,7553500,32.09
"2008-12-08",206,228.65,206,223.29,10723000,37.04
"2008-12-09",218.51,238.55,215.53,217.9,10097000,36.15
"2008-12-10",223.84,229.49,214.02,221.37,5718000,36.72
"2008-12-11",218.11,234.88,213.13,213.7,6510500,35.45
"2008-12-12",207.39,217.97,204.34,210.28,6423500,34.88
"2008-12-15",213,214.69,197.56,203.38,6452500,33.74
"2008-12-16",206.26,222.55,206.26,222.55,9127000,36.92
"2008-12-17",219.32,228.56,215.82,222.98,6023000,36.99
"2008-12-18",221.88,230.36,218,222.65,6624500,36.93
"2008-12-19",225.16,227.39,210.95,213.24,6791500,35.37
"2008-12-22",212,212,191.27,193.8,6332500,32.15
"2008-12-23",198.89,200,184.1,185.38,9008000,30.75
"2008-12-24",188.99,189.37,182.13,187.43,2363000,31.09
"2008-12-26",188.08,189.74,181.75,182.09,3141000,30.21
"2008-12-29",182.17,185.74,175,183.73,10052000,30.48
"2008-12-30",185,200.34,182.2,200.17,9546500,33.21
"2008-12-31",204.1,210.26,198.6,208.11,5814500,34.52
"2009-01-02",204.5,213.69,197.53,212.58,9335500,35.26
"2009-01-05",210.39,219.64,205.32,210.34,7940000,34.89
"2009-01-06",211.32,212.2,197.6,203,9797500,33.67
"2009-01-07",194,202.24,192.73,198.69,6735500,32.96
"2009-01-08",196,198,186,192.22,7073000,31.89
"2009-01-09",193.48,194.5,188,188.23,4840000,31.22
"2009-01-12",187.87,191.42,185,189.18,6322500,31.38
"2009-01-13",186.49,192.55,181.16,185.02,6320500,30.69
"2009-01-14",179.99,181.56,175,175.8,6275000,29.16
"2009-01-15",172.7,175.78,160.7,167.75,10737500,27.83
"2009-01-16",172.61,175.9,165.24,174.5,7765500,28.95
"2009-01-20",172.14,172.27,159.07,159.07,6988000,26.39
"2009-01-21",162.94,180.59,157.74,180.58,11742000,29.96
"2009-01-22",169,177.56,157.1,168.37,7073500,27.93
"2009-01-23",159.14,171,155.06,168.74,6804500,27.99
"2009-01-26",171.08,176,162.77,166.58,6362000,27.63
"2009-01-27",171.32,172.55,164.7,168.64,6907500,27.97
"2009-01-28",176.42,188.17,176,185.12,9831000,30.71
"2009-01-29",179.25,180.89,172.8,173.65,6481500,28.81
"2009-01-30",175,177.17,170.27,173.91,7349500,28.85
"2009-02-02",168.5,171.03,164.39,168.26,7560000,27.91
"2009-02-03",173.5,180.78,161.5,171.52,10888500,28.45
"2009-02-04",173.1,178,170,172.57,6357500,28.63
"2009-02-05",170.96,182.35,169.13,178.05,8541000,29.54
"2009-02-06",178.15,192.53,178.14,189,8993000,31.35
"2009-02-09",186,192.51,184.32,187.98,5587500,31.18
"2009-02-10",185.9,191.97,175.86,179.09,7736000,29.71
"2009-02-11",178.98,186,178.28,185.28,5911500,30.74
"2009-02-12",181.27,194.33,181.27,193.06,7644500,32.03
"2009-02-13",192.55,195.98,188.5,190.63,4988500,31.62
"2009-02-17",185.6,185.6,178.45,178.48,7372500,29.61
"2009-02-18",183.44,183.67,175,177.61,5446500,29.46
"2009-02-19",182,187.1,178.19,178.75,6308500,29.65
"2009-02-20",174.72,184.41,171.64,181.83,8230500,30.16
"2009-02-23",184.72,186.46,172.45,172.95,4981000,28.69
"2009-02-24",172.02,184.48,167.25,184.25,8943500,30.56
"2009-02-25",178.56,189.57,174.95,181.99,8576000,30.19
"2009-02-26",185.53,189.97,182.2,184.04,7129000,30.53
"2009-02-27",178.24,186.58,178,182.4,6789500,30.26
"2009-03-02",177.5,181.67,172.03,173.29,6988000,28.75
"2009-03-03",175.65,181.1,173.34,177.87,7109500,29.51
"2009-03-04",182.4,191.57,180.6,188.19,7651500,31.22
"2009-03-05",186.7,188.99,180.9,182.43,6577000,30.26
"2009-03-06",184.79,184.92,176.11,182.45,5703500,30.46
"2009-03-09",178.11,185,177.61,183.86,6145500,30.69
"2009-03-10",186.86,194.72,185.18,194.25,8184500,32.43
"2009-03-11",197.49,199.52,184.28,193.2,11392500,32.25
"2009-03-12",192.9,201.08,187.9,200.95,7256000,33.55
"2009-03-13",202.99,202.99,193.25,198.15,8068000,33.08
"2009-03-16",200.29,201.46,193.6,194.77,7813500,32.51
"2009-03-17",192.2,224.36,192.06,223.91,11398000,37.38
"2009-03-18",219.54,239.39,218.65,238.01,13239500,39.73
"2009-03-19",239.95,239.95,226.49,227.93,10660500,38.05
"2009-03-20",229.9,238.64,227.93,228.62,9985000,38.17
"2009-03-23",235.75,264.43,235,264.43,14259500,44.14
"2009-03-24",257.67,258.88,237.22,237.3,11696500,39.61
"2009-03-25",240.99,254.8,236.13,249.27,11294500,41.61
"2009-03-26",256,258,247.4,256.76,8281500,42.86
"2009-03-27",250.93,253.25,244,244.49,6200500,40.81
"2009-03-30",230.5,244,228.17,234.42,7309500,39.13
"2009-03-31",239.2,248.5,237.44,246.39,6536000,41.13
"2009-04-01",240.8,244.21,232.55,237.4,7520500,39.63
"2009-04-02",244,250.89,242.7,245.36,7608500,40.96
"2009-04-03",242.27,256,238.28,255.89,6259000,42.72
"2009-04-06",250,250.47,244.25,245.53,5299500,40.99
"2009-04-07",243.46,251.65,240.17,240.35,6155500,40.12
"2009-04-08",245.5,248,239,243.55,5287000,40.66
"2009-04-09",250.1,258.23,244.57,257.9,7004000,43.05
"2009-04-13",253.32,269.2,252.31,265.73,7320000,44.36
"2009-04-14",261.97,263.54,247.5,247.5,6642500,41.32
"2009-04-15",247.15,255,232.5,253.14,9009000,42.26
"2009-04-16",249.5,250.49,239.8,244.62,8274500,40.84
"2009-04-17",242.03,244.03,236.42,237.41,6718500,39.63
"2009-04-20",233.41,240.63,222.57,222.57,7834500,37.16
"2009-04-21",222,229.18,215.3,228.97,8408500,38.22
"2009-04-22",226.51,230.74,218.56,218.56,7608000,36.49
"2009-04-23",222.38,242.77,221.3,241.47,10536000,40.31
"2009-04-24",241.29,242.73,235.1,239.8,7580000,40.03
"2009-04-27",234.26,237.9,230.25,230.78,4861500,38.53
"2009-04-28",228,231.5,224.78,226.79,4868000,37.86
"2009-04-29",229.49,229.95,221.15,227.5,10018000,37.98
"2009-04-30",230.52,237.39,220.93,221.35,7589000,36.95
"2009-05-01",220.03,226.89,219.22,222.59,4332500,37.16
"2009-05-04",226.16,234.83,223.26,234.34,8073500,39.12
"2009-05-05",233.3,250.85,232.73,247.26,9517500,41.28
"2009-05-06",250.3,254,240.57,253.92,8535500,42.39
"2009-05-07",256,256.77,234.44,234.97,8521500,39.23
"2009-05-08",239,249.08,236.85,248.35,7719000,41.46
"2009-05-11",242.12,246.88,239.78,241.53,6476500,40.32
"2009-05-12",245.25,262.45,242,258.48,11770000,43.15
"2009-05-13",253.95,280.48,253,274.1,16644000,45.76
"2009-05-14",281.8,297.18,281.8,284.37,17343000,47.47
"2009-05-15",285.96,286.92,277.02,277.3,8132500,46.29
"2009-05-18",281.8,290,279.35,287.94,6691000,48.07
"2009-05-19",286,290,280.48,280.93,5648000,46.9
"2009-05-20",286.33,287.7,271.5,273.75,5618500,45.7
"2009-05-21",276.66,282.68,276,280.09,5558500,46.76
"2009-05-22",280.77,298.3,280.09,293.26,7571500,48.96
"2009-05-26",290.87,306.29,289.5,304.53,7180000,50.84
"2009-05-27",305.19,309.88,296.87,298.26,6467500,49.79
"2009-05-28",302.02,320.71,301.05,319.33,9101500,53.31
"2009-05-29",322.2,322.68,311.35,321.64,7633500,53.69
"2009-06-01",326.77,333.4,325.5,329.68,6573500,55.04
"2009-06-02",328.58,342.13,325.5,335.34,6816500,55.98
"2009-06-03",333.96,333.96,322.91,328.03,4943500,54.76
"2009-06-04",326.57,336.96,324.92,336.71,5282000,56.21
"2009-06-05",340.77,344.41,330.33,334.92,5474500,55.91
"2009-06-08",330.27,335,325.31,331.37,4260000,55.51
"2009-06-09",333.48,336.92,331.52,332.99,3998500,55.78
"2009-06-10",337.18,338.5,323.5,327.74,4292000,54.9
"2009-06-11",327.7,346.24,326.69,342.09,7153500,57.3
"2009-06-12",337.02,343.92,335.21,340.93,4932500,57.11
"2009-06-15",335.85,339.8,331.49,331.58,3842000,55.54
"2009-06-16",334.25,336.48,327.38,329.89,4059500,55.26
"2009-06-17",329.15,334.48,324.05,326.5,4840500,54.69
"2009-06-18",327.96,331.3,324.76,329.06,3681500,55.12
"2009-06-19",331.95,331.95,324.62,327.56,5104000,54.87
"2009-06-22",324.59,325,302.2,303.48,8007000,50.84
"2009-06-23",306.35,306.85,291.89,303.55,7874500,50.85
"2009-06-24",305.81,320.79,304.72,313.94,5663500,52.59
"2009-06-25",312.39,317.36,306.5,315.56,3868500,52.86
"2009-06-26",315.64,319.92,313.61,317.45,7633000,53.18
"2009-06-29",318,322.67,313.3,318.22,3199500,53.31
"2009-06-30",318.2,318.2,307.25,311.12,5020500,52.12
"2009-07-01",312.94,312.94,303.23,308.27,4432000,51.64
"2009-07-02",306,306.98,300.36,301.45,4542000,50.5
"2009-07-06",297.5,298.49,292.35,297.25,5011000,49.79
"2009-07-07",298.34,298.45,280.02,282.06,7620500,47.25
"2009-07-08",282.35,283,259.59,263.9,16503500,44.21
"2009-07-09",271.99,274.38,263.38,267.35,9578500,44.78
"2009-07-10",265.9,265.9,255,263.18,7642500,44.09
"2009-07-13",265.1,273.88,259.27,272.46,7403500,45.64
"2009-07-14",272,274.16,263.55,268.74,6435000,45.02
"2009-07-15",273,283.89,271.1,277.9,8970500,46.55
"2009-07-16",279.58,280.51,267.42,272.48,6341500,45.64
"2009-07-17",271.86,278.42,269.36,274.55,5052500,45.99
"2009-07-20",276.45,282.87,275.78,279.23,4110000,46.77
"2009-07-21",282.19,282.22,270.51,274.14,4209000,45.92
"2009-07-22",271.84,281.7,271,272.7,7252500,45.68
"2009-07-23",279.88,279.97,263.03,276,8991000,46.23
"2009-07-24",276,276,265.95,270.84,3730500,45.37
"2009-07-27",270.41,274.39,267.22,270.12,4434500,45.25
"2009-07-28",266,268,258.29,266.56,6106000,44.65
"2009-07-29",266,271.79,263.22,269.24,3632000,45.1
"2009-07-30",273.96,284.21,270.6,276.79,4958000,46.37
"2009-07-31",283.2,283.2,273.84,278.83,3921000,46.71
"2009-08-03",280.51,283.82,276.13,282.75,4298000,47.36
"2009-08-04",279.23,286.81,275.76,278.94,5728500,46.73
"2009-08-05",279.23,281.45,276.22,279.04,3340000,46.74
"2009-08-06",281.3,282.01,270,273.13,4620000,45.75
"2009-08-07",276.02,291.72,275.04,285.97,7623000,47.9
"2009-08-10",281.54,287.9,281.54,282.93,2717000,47.39
"2009-08-11",280.85,284.5,274.87,276,4051000,46.23
"2009-08-12",279.5,287.45,277.52,282.02,5106500,47.24
"2009-08-13",284.2,288.85,282.62,285.1,3975500,47.76
"2009-08-14",285.1,285.5,277.77,281.02,2931500,47.07
"2009-08-17",276.69,277.45,269.02,269.63,4513500,45.17
"2009-08-18",270.7,273.48,266.91,268.97,3508000,45.06
"2009-08-19",265.2,269.86,264.1,268.52,2716000,44.98
"2009-08-20",267.36,273.23,265.91,271.89,3325000,45.55
"2009-08-21",276,278,271.35,276.12,3545500,46.25
"2009-08-24",277.93,278.77,267,268.05,5132000,44.9
"2009-08-25",269,270.84,267.01,268.55,2764500,44.99
"2009-08-26",268,277.48,266.5,276.26,5336000,46.28
"2009-08-27",275.95,280,272.4,277.9,4311500,46.55
"2009-08-28",278.01,286.19,278.01,285.59,4865500,47.84
"2009-08-31",282,292.5,281.08,291.04,5419500,48.75
"2009-09-01",289.21,296.79,278.66,279.17,8270500,46.76
"2009-09-02",278.52,285.92,276.64,277.77,4551000,46.53
"2009-09-03",279.72,282.49,268.43,271.47,6462500,45.47
"2009-09-04",270.05,271.19,261.55,270.5,8852000,45.31
"2009-09-08",274.77,277.47,270.25,272.63,6211000,45.86
"2009-09-09",271.17,276,268.1,274.07,4976000,46.11
"2009-09-10",274.49,276.48,270.53,275.65,3504000,46.37
"2009-09-11",275.19,277.57,272.5,274.79,3353500,46.23
"2009-09-14",273.8,278.26,270.6,277.96,3019000,46.76
"2009-09-15",279.47,287.49,276,284.34,5714500,47.83
"2009-09-16",285,292.59,282.78,291.57,5307000,49.05
"2009-09-17",292.54,296.6,291.01,293.3,4720500,49.34
"2009-09-18",294.96,305.96,293.15,304,8722500,51.14
"2009-09-21",305,309,300.52,304.6,5064000,51.24
"2009-09-22",305.03,313.42,302.52,311.27,4450000,52.36
"2009-09-23",313,315,306,306.1,4221000,51.49
"2009-09-24",305.51,307,295.07,298.39,4839000,50.2
"2009-09-25",296.98,297.71,290.26,293.47,3493500,49.37
"2009-09-28",294.25,309.8,294.2,309.08,5768000,52
"2009-09-29",308,312.18,303.22,305.68,5606000,51.42
"2009-09-30",306.27,308.8,300,308.19,5558500,51.85
"2009-10-01",302.9,303,292.48,292.52,6119500,49.21
"2009-10-02",289,302.27,287.5,292.79,5068500,49.26
"2009-10-05",295.04,295.5,290.12,292.96,3981000,49.28
"2009-10-06",294.08,296.67,286.18,287.59,6154000,48.38
"2009-10-07",286.29,290.22,281.61,289.67,5637500,48.73
"2009-10-08",292.74,296.1,286.64,287.31,5417000,48.33
"2009-10-09",286,295.18,285.03,294.74,3562500,49.58
"2009-10-12",294.71,299.42,293.93,297.79,3746500,50.1
"2009-10-13",296.82,304.82,295.14,304.22,6025000,51.18
"2009-10-14",306.29,313.98,306,307.29,8139000,51.69
"2009-10-15",308.68,309.18,302.55,308.9,5306000,51.97
"2009-10-16",307.7,321.83,307.7,312.86,7063500,52.63
"2009-10-19",314.61,320,311.1,318.61,5105000,53.6
"2009-10-20",318.5,320.88,315.01,318.04,4752500,53.5
"2009-10-21",316.59,323.58,316.15,317.44,4934000,53.4
"2009-10-22",316.15,319.94,313.71,317.52,2463500,53.42
"2009-10-23",317.22,324.44,316.09,319.96,3447500,53.83
"2009-10-26",321.94,330,318.48,321.01,4501500,54
"2009-10-27",321.64,323.67,315.42,316.5,3513500,53.24
"2009-10-28",315.33,319,307.38,308.02,3695000,51.82
"2009-10-29",310.15,315.88,292.96,313.77,7639000,52.78
"2009-10-30",311.81,315.96,301.1,302.61,4456500,50.91
"2009-11-02",303.82,308.62,298.29,305.6,2912500,51.41
"2009-11-03",302.11,305.95,298.95,301.56,3154500,50.73
"2009-11-04",304,304.44,295.65,296.68,3777000,49.91
"2009-11-05",299.81,306.37,298.47,306.21,3733000,51.51
"2009-11-06",303.27,308.65,299,306.62,2871000,51.58
"2009-11-09",308.44,314.59,307.02,313.74,2604000,52.78
"2009-11-10",313.89,313.89,307.78,307.79,2573500,51.78
"2009-11-11",311.52,315.45,305.5,313.27,3213000,52.7
"2009-11-12",312.98,318.99,310.1,315.14,3203000,53.02
"2009-11-13",315.84,319,311.19,313.76,1562000,52.78
"2009-11-16",316,321.4,315.71,318.48,2835500,53.58
"2009-11-17",318.18,324.57,318.18,322.04,2926500,54.18
"2009-11-18",324.53,325.73,321.73,324.11,2400500,54.52
"2009-11-19",321.82,322.36,317.4,321.97,3349500,54.16
"2009-11-20",321.12,325.45,316.85,322.99,2828000,54.34
"2009-11-23",326.07,329.9,321.14,323.69,2924500,54.45
"2009-11-24",324.47,324.47,318,322.23,2253500,54.21
"2009-11-25",324.99,329.04,323.64,328.69,2188000,55.29
"2009-11-27",322.24,326.99,321,322.65,1955000,54.28
"2009-11-30",323.12,329.26,321.01,328.23,3277000,55.22
"2009-12-01",331.9,332.33,327.95,330.85,4017500,55.66
"2009-12-02",332.28,337.41,327.68,328.36,4019000,55.24
"2009-12-03",329.28,334.89,328.5,330.01,4660500,55.52
"2009-12-04",334.46,335,325.06,330.63,3410000,55.62
"2009-12-07",332.8,334.95,322.26,323.68,2754000,54.45
"2009-12-08",320.12,322.39,318.46,319.47,3657000,53.94
"2009-12-09",319.23,328.11,316.23,325.76,2789500,55
"2009-12-10",325.98,330.33,324.15,327.9,3810000,55.36
"2009-12-11",331.75,334.65,328.17,334.13,3481500,56.41
"2009-12-14",333.12,336.39,331.65,333.03,1537000,56.22
"2009-12-15",331.5,332.62,329.45,331.25,1653500,55.92
"2009-12-16",329.29,332.92,326.82,330.54,3459500,55.8
"2009-12-17",328,332.94,324.53,324.54,2219000,54.79
"2009-12-18",326.72,327.52,320.26,324.48,3283500,54.78
"2009-12-21",323.59,326.34,322.32,324.34,1508500,54.76
"2009-12-22",325,327.94,324.03,327.36,2291000,55.27
"2009-12-23",327.42,328.52,325.01,328,1634000,55.38
"2009-12-24",328.06,331.17,327.76,331.17,633000,55.91
"2009-12-28",331.56,339.91,331.56,339.57,2446000,57.33
"2009-12-29",339.55,343.67,335.79,338.39,1936000,57.13
"2009-12-30",336.23,339.74,334.34,338.33,1450500,57.12
"2009-12-31",339.91,340.31,335.95,335.96,1434000,56.72
"2010-01-04",338.48,343.48,337.52,342.41,2660500,57.81
"2010-01-05",340.43,344.28,337.94,342.13,2835000,57.76
"2010-01-06",340.51,342,338.08,339.81,2522500,57.37
"2010-01-07",339.43,342.11,338.12,340.23,2940500,57.44
"2010-01-08",339.41,350.05,337.7,349.32,4470500,58.98
"2010-01-11",350.12,353.03,346.21,349.25,2242500,58.96
"2010-01-12",348.79,351.3,341.34,342.17,2433000,57.77
"2010-01-13",343.44,344.49,334.51,343.23,3101000,57.95
"2010-01-14",342,344.23,339.99,341.75,1585500,57.7
"2010-01-15",341.75,343.01,337,337.24,2306500,56.94
"2010-01-19",337.05,341.11,334.65,338.19,2519000,57.1
"2010-01-20",333.7,335.99,328.21,329.99,3049500,55.71
"2010-01-21",330.67,330.67,305.85,311.02,9080000,52.51
"2010-01-22",308.16,318,308.15,312.13,5768500,52.7
"2010-01-25",316.43,318.06,306.56,306.99,3680000,51.83
"2010-01-26",301.3,301.62,286.04,286.2,6832500,48.32
"2010-01-27",287.59,295.5,283.61,294.33,6649000,49.69
"2010-01-28",298.48,300,289.26,290.51,5256500,49.05
"2010-01-29",293.61,296.38,285.84,286.82,3903000,48.42
"2010-02-01",288.09,292.65,283.53,291.22,3722000,49.17
"2010-02-02",291,295.72,288.11,293.21,3470000,49.5
"2010-02-03",292.29,295.98,290.08,292.11,3455000,49.32
"2010-02-04",286.5,286.5,265.75,269.29,11223000,45.46
"2010-02-05",271,282.67,271,280.8,8544500,47.41
"2010-02-08",285,293.83,280.18,280.28,7100000,47.32
"2010-02-09",284.7,287.8,280.21,283.18,3779500,47.81
"2010-02-10",281.52,281.58,275.92,276.35,5282000,46.66
"2010-02-11",280.45,286.45,278.18,285.07,5299500,48.13
"2010-02-12",282.99,291.58,281.21,291.07,4503000,49.14
"2010-02-16",295.02,298.49,292.5,297.15,3283500,50.17
"2010-02-17",298.24,298.34,292.07,293.08,2089500,49.48
"2010-02-18",292.66,294.36,290.51,291.69,2511000,49.25
"2010-02-19",290.33,298.49,289.5,291.8,5206000,49.26
"2010-02-22",289.42,293.05,285.85,287.04,4063500,48.46
"2010-02-23",287.44,289.32,276.04,276.57,4706500,46.69
"2010-02-24",279.27,291.28,278.19,290.57,6629500,49.06
"2010-02-25",287.05,295.7,286.82,295.44,5392000,49.88
"2010-02-26",295.66,301.69,293.86,301.69,5462000,50.93
"2010-03-01",302.02,302.99,297.5,301.03,3462000,50.82
"2010-03-02",301.75,312.68,300.08,309.46,4407500,52.25
"2010-03-03",309.9,311.14,302.37,305.86,3644000,51.64
"2010-03-04",306.75,309.21,302.19,307.52,3022500,51.92
"2010-03-05",310,311.89,308.33,310.13,2115500,52.36
"2010-03-08",310.22,314,305.6,313.13,5004500,53.06
"2010-03-09",310.71,311,306.22,308.14,5859500,52.22
"2010-03-10",307.54,309.11,305.14,307.9,3362500,52.18
"2010-03-11",306.95,313.28,305.92,313.28,2841000,53.09
"2010-03-12",315.95,317.95,313.32,314.42,2536500,53.28
"2010-03-15",312.88,314.56,309.6,314.15,2474000,53.23
"2010-03-16",314.67,315.99,311.98,314.33,2152000,53.27
"2010-03-17",316.98,317.55,314.5,316,1783000,53.55
"2010-03-18",316.59,316.59,310.07,310.89,2612000,52.68
"2010-03-19",314.98,314.99,309.62,311.64,3966500,52.81
"2010-03-22",310.09,313.3,309.06,311.61,1765000,52.8
"2010-03-23",312,312.9,308.37,310.59,4332000,52.63
"2010-03-24",309.64,321.89,309.15,318.9,3881500,54.04
"2010-03-25",320.46,325,319.1,319.85,2848500,54.2
"2010-03-26",321,324.85,314.39,315.7,3558500,53.5
"2010-03-29",315.8,318,314,315.64,2739500,53.49
"2010-03-30",316.18,317.4,313.5,316.15,2149500,53.57
"2010-03-31",313.95,317.57,313.37,316.11,2568000,53.57
"2010-04-01",318.48,322.37,317.38,319.71,2365000,54.18
"2010-04-05",321.34,323.9,315.45,317.12,3424000,53.74
"2010-04-06",314.45,318.3,310.62,316.9,2873000,53.7
"2010-04-07",313.21,318.33,313.16,314.31,2603500,53.26
"2010-04-08",314.42,314.43,310.63,311.77,3399500,52.83
"2010-04-09",311.83,314.35,310.67,312.1,2043000,52.89
"2010-04-12",313.29,313.44,310.31,310.49,1943500,52.61
"2010-04-13",311.59,311.59,307.73,310.2,2660000,52.57
"2010-04-14",310.89,319.76,309.35,319.47,4632500,54.14
"2010-04-15",319.16,324.37,317.79,321.12,2619500,54.42
"2010-04-16",319.18,321.07,310.09,312.19,4238000,52.9
"2010-04-19",313.02,323.5,312.61,321.07,3461000,54.41
"2010-04-20",323.44,325.69,319.02,320.36,3080500,54.29
"2010-04-21",320.34,323.71,320.02,322.5,2774000,54.65
"2010-04-22",321.49,344.18,320.51,337.97,8065000,57.27
"2010-04-23",338,341.75,332.57,334.86,3618000,56.74
"2010-04-26",334.87,347.5,331.26,341.75,5133500,57.91
"2010-04-27",339.56,346,332,333.26,3971000,56.47
"2010-04-28",335.19,337.99,314.02,330.31,3996000,55.97
"2010-04-29",332.99,338.16,320.51,331.5,4449000,56.17
"2010-04-30",334,338.5,328.31,329.27,3354000,55.8
"2010-05-03",330.62,335.17,328.21,328.95,2338000,55.74
"2010-05-04",324.56,327.29,319.69,322.15,2971000,54.59
"2010-05-05",318.38,331.41,317.33,324.67,3173000,55.02
"2010-05-06",323.29,329.4,307.41,321.39,5217500,54.46
"2010-05-07",323,325.01,311.36,315.19,6207000,53.41
"2010-05-10",324.48,333,324.46,333,4831000,56.43
"2010-05-11",328.98,333.87,327.46,329.2,2922500,55.79
"2010-05-12",330.98,332,327.99,329.25,2702000,55.79
"2010-05-13",329.16,330.28,323.85,323.85,2003000,54.88
"2010-05-14",322.59,322.95,312.53,315.41,3891000,53.45
"2010-05-17",317.59,318.23,310.08,316.05,2622500,53.56
"2010-05-18",320,322.78,306.73,308.24,3596500,52.23
"2010-05-19",308,312.21,301.6,310.69,3393500,52.65
"2010-05-20",305.98,312.39,302.4,303,6452000,51.35
"2010-05-21",300.06,318.69,300.06,318.51,6643000,53.97
"2010-05-24",322.24,330.99,315.03,323.01,5651000,54.74
"2010-05-25",314.03,318,306.61,312.3,5791500,52.92
"2010-05-26",315.78,318.89,309,309.66,4728000,52.47
"2010-05-27",315.95,319.59,313.23,318.94,3463500,54.05
"2010-05-28",319.42,322.1,315.75,316.65,2852000,53.66
"2010-06-01",315.47,321,311.16,311.63,2406500,52.81
"2010-06-02",315.6,322.92,314.11,322.92,3651000,54.72
"2010-06-03",324.19,325.2,318.25,323.49,2584500,54.82
"2010-06-04",317.57,321.03,309.25,310.64,3159000,52.64
"2010-06-07",312.42,313.9,299.43,299.56,3949500,50.76
"2010-06-08",301.25,302.42,290.9,298.11,4295500,50.71
"2010-06-09",299.46,302.82,291.13,291.47,3323000,49.58
"2010-06-10",297.65,304.5,294,303.59,3480500,51.64
"2010-06-11",300,305.78,299.06,302.45,2883000,51.45
"2010-06-14",303.29,312.44,300.55,307.21,4898000,52.26
"2010-06-15",310.58,313.05,307.77,309.75,5041000,52.69
"2010-06-16",307.14,313.8,307.14,310.65,2502500,52.84
"2010-06-17",309.78,312.48,305.92,309.52,3982500,52.65
"2010-06-18",311.07,311.5,305.5,307.14,3663000,52.25
"2010-06-21",310.1,313.38,305.66,307.3,3063500,52.27
"2010-06-22",308.03,314.05,303.52,304.07,3765000,51.73
"2010-06-23",304.04,307.89,299.4,300.57,2455000,51.13
"2010-06-24",298.83,300.89,289.67,290.19,3161000,49.36
"2010-06-25",294.87,300.98,293.26,297.28,5665500,50.57
"2010-06-28",299.21,303.56,296.8,296.8,3740500,50.49
"2010-06-29",293.35,294.5,287.02,287.91,3775500,48.98
"2010-06-30",287.16,290.45,280.78,281.55,3432000,47.89
"2010-07-01",281.3,283.95,272.77,278.5,7860500,47.38
"2010-07-02",279.02,279.99,273.63,274.86,3372000,46.76
"2010-07-06",279.66,280.9,272.4,274.52,4058000,46.7
"2010-07-07",273.51,278.42,273.51,278.13,3082500,47.31
"2010-07-08",279.26,282.8,276.64,281.63,3354500,47.91
"2010-07-09",281.65,282.94,275,277.19,2885000,47.15
"2010-07-12",275.68,279.28,275,277.02,3386500,47.12
"2010-07-13",278.88,280.88,277.17,278.3,2769000,47.34
"2010-07-14",276.9,278.95,271.19,275.49,3698500,46.86
"2010-07-15",274.9,277.18,271.89,276.35,3153000,47.01
"2010-07-16",274.81,276.09,264.52,266.23,5664500,45.29
"2010-07-19",266.92,270.02,265.42,267.47,2215000,45.5
"2010-07-20",265.79,275.95,265.06,275.24,3853000,46.82
"2010-07-21",275.94,276.84,272.83,273.15,4436500,46.47
"2010-07-22",275.87,283.19,275.14,281.72,3436000,47.92
"2010-07-23",280.31,287.69,279.97,286.56,2766500,48.75
"2010-07-26",286.29,287.82,282,283.67,2140000,48.25
