"","CME.Open","CME.High","CME.Low","CME.Close","CME.Volume","CME.Adjusted"
"2010-07-27",285.2,286.5,283.08,283.86,1926500,48.29
"2010-07-28",285.77,287.9,283.5,283.51,2526500,48.23
"2010-07-29",287.93,289.72,284.01,285.83,2757500,48.62
"2010-07-30",282.73,285.32,275.86,278.8,2568000,47.43
"2010-08-02",281.97,286.64,281.32,286.13,2002000,48.67
"2010-08-03",287.03,287.03,278.67,279.57,2296000,47.56
"2010-08-04",280,282.65,276.82,278.16,2306500,47.32
"2010-08-05",276.79,277.92,274.15,274.85,2143000,46.75
"2010-08-06",272.98,275.83,267.69,271.46,3255500,46.18
"2010-08-09",272.61,272.75,268.69,271.97,2389500,46.26
"2010-08-10",269.98,270.7,263.72,263.91,3757000,44.89
"2010-08-11",259.04,259.98,250.81,252.12,6281000,42.89
"2010-08-12",247.87,250.98,244.13,249.39,5732500,42.42
"2010-08-13",247.95,251.43,244.75,244.82,3036000,41.65
"2010-08-16",243.85,249.24,242.29,246.49,3287000,41.93
"2010-08-17",247.02,250.89,245.56,247.83,2643000,42.16
"2010-08-18",248.09,249.75,244.32,245.82,2803000,41.82
"2010-08-19",245,246.23,240,240.76,3562000,40.96
"2010-08-20",240.77,240.98,236.58,237.69,4113500,40.43
"2010-08-23",238.88,239.93,236.44,237.85,3528000,40.46
"2010-08-24",235.5,240.18,234.5,238.77,4220000,40.62
"2010-08-25",236.71,246.32,236.12,245.89,4870500,41.83
"2010-08-26",247.73,252.83,246.59,250.92,5673000,42.68
"2010-08-27",251.32,256.86,250.13,256.74,4906000,43.67
"2010-08-30",255.1,257.79,248.65,249,3203500,42.36
"2010-08-31",247.07,248.96,245.8,248.16,2802500,42.21
"2010-09-01",252.64,256.37,250.17,256.28,3077000,43.6
"2010-09-02",256.69,263.24,255.34,262.45,3165000,44.65
"2010-09-03",265.88,268,262.84,265.11,2794000,45.1
"2010-09-07",264,265.4,257.91,258.44,2322000,43.96
"2010-09-08",258.06,263.31,258.05,260.7,2263000,44.55
"2010-09-09",264.78,265.31,259.72,262.35,1885500,44.83
"2010-09-10",262.03,265.58,261.91,264.9,1806500,45.26
"2010-09-13",268.53,272.05,267.16,271.03,2819500,46.31
"2010-09-14",269.09,270.88,268.28,269.32,1371500,46.02
"2010-09-15",267.5,272.1,266.05,271.49,1855500,46.39
"2010-09-16",271,272.23,266.45,268.06,1758500,45.8
"2010-09-17",269.2,270.5,262.32,263.87,4782500,45.09
"2010-09-20",264.33,274.98,263.47,271.92,4332500,46.46
"2010-09-21",272.5,272.73,266.26,268.94,2442500,45.95
"2010-09-22",268.78,271.17,266.3,266.34,2072500,45.51
"2010-09-23",264.84,265.24,260.64,261.02,2485000,44.6
"2010-09-24",264.24,270.98,263.51,269.63,3140000,46.07
"2010-09-27",268.82,269.77,265.8,266.16,2594500,45.48
"2010-09-28",267.91,267.91,262.95,264.52,2866500,45.2
"2010-09-29",263.66,265,259.2,259.55,3353000,44.35
"2010-09-30",261.25,264.2,260.18,260.45,3334500,44.5
"2010-10-01",261,261.99,256.53,260.01,2119500,44.43
"2010-10-04",259.59,263.33,258,259.9,2081000,44.41
"2010-10-05",262.37,269.72,258.22,267.63,3525500,45.73
"2010-10-06",268.69,270.9,265.35,267.24,1941500,45.66
"2010-10-07",267.95,269.88,263.24,263.87,1971000,45.09
"2010-10-08",263.57,263.57,260.5,262.38,2246500,44.83
"2010-10-11",262.38,262.38,258.7,259.57,2111000,44.35
"2010-10-12",259.5,264.87,255.62,264.17,5570500,45.14
"2010-10-13",265.08,266.2,259.83,263.77,3819000,45.07
"2010-10-14",263.28,265.5,261,264.93,2594000,45.27
"2010-10-15",265.83,269.5,262.84,267.51,3206000,45.71
"2010-10-18",270.92,282.87,270.05,280.87,5434500,47.99
"2010-10-19",277.95,282.22,275.6,280.77,4679500,47.98
"2010-10-20",279.53,285,278.16,280.78,4441500,47.98
"2010-10-21",283.5,286.18,279.76,282.25,3123500,48.23
"2010-10-22",281.9,284.7,280.53,283.69,1829000,48.47
"2010-10-25",285.37,285.8,280.73,282.98,3068000,48.35
"2010-10-26",281.32,283.15,279.86,280.53,3556500,47.93
"2010-10-27",278.93,283.06,278.13,282.45,4795500,48.26
"2010-10-28",284.25,289.58,281.2,289.4,4670500,49.45
"2010-10-29",287.88,292.16,286.5,289.65,3768000,49.49
"2010-11-01",290.91,291.05,284.53,287,2371000,49.04
"2010-11-02",287.62,290.72,287.62,288.95,2012500,49.37
"2010-11-03",289.37,291.44,284.99,289.59,1421500,49.48
"2010-11-04",292,297.12,290.2,297.12,3151500,50.77
"2010-11-05",296.19,299.49,292.72,295.03,2538500,50.41
"2010-11-08",293.69,296.37,292.69,295.82,2131500,50.55
"2010-11-09",296.5,297,291.37,293.19,2337500,50.1
"2010-11-10",293.55,295.02,288.69,294.69,1788500,50.35
"2010-11-11",293.6,297,290.74,293.17,2073500,50.09
"2010-11-12",291.48,292.59,287.36,289.22,1983000,49.42
"2010-11-15",289.86,293,289.49,289.55,2050000,49.48
"2010-11-16",288.55,291.89,285.54,286.65,2432500,48.98
"2010-11-17",286.2,291.87,282.12,291.2,3000500,49.76
"2010-11-18",293.87,298.63,292.64,294.75,2700500,50.36
"2010-11-19",294.35,296.14,292.43,295.47,2256500,50.49
"2010-11-22",294.49,295.23,285.39,287.81,2817500,49.18
"2010-11-23",285.14,286.87,279.77,281.24,3242500,48.06
"2010-11-24",285.04,289.75,283.16,289.39,2330500,49.45
"2010-11-26",286.8,291.99,285.12,289.83,940000,49.52
"2010-11-29",287.39,287.98,281.58,285.9,2193500,48.85
"2010-11-30",282.68,288.5,282.01,288.06,2666500,49.22
"2010-12-01",292.91,301.22,292.21,300.04,5774500,51.27
"2010-12-02",302.78,314.94,302.01,312.5,5938000,53.4
"2010-12-03",311.99,312.83,308.22,311.02,2390000,53.14
"2010-12-06",311.48,316.32,308.93,312.83,3001500,53.45
"2010-12-07",315.97,317.37,312.77,313.98,2639000,53.65
"2010-12-08",313.55,322.84,313.02,321.22,3833500,55.09
"2010-12-09",323,326.57,319.68,321.78,2687500,55.18
"2010-12-10",323.26,324.33,315.94,321.65,1932500,55.16
"2010-12-13",321.85,328,321.36,322.72,1898000,55.35
"2010-12-14",322.79,325.6,321,323.25,1635000,55.44
"2010-12-15",322.93,324.93,318.4,318.4,2124000,54.6
"2010-12-16",318.4,322.11,316.24,322.11,1998000,55.24
"2010-12-17",320.89,321.86,318.28,319.26,3703000,54.75
"2010-12-20",320.16,322.78,320,321.63,2100500,55.16
"2010-12-21",321.91,326.95,321.2,326.08,1528500,55.92
"2010-12-22",325.27,327,323.54,327,1736500,56.08
"2010-12-23",326,326.99,323.74,324.26,967500,55.61
"2010-12-27",323.51,326.29,323.25,326.21,1211000,55.94
"2010-12-28",326.16,327.98,322.14,324.22,1448500,55.6
"2010-12-29",324.09,325.68,321.61,324.64,1001500,55.68
"2010-12-30",323.68,325.94,321.07,322.06,1042000,55.23
"2010-12-31",321.21,323.36,319.2,321.75,1166000,55.18
"2011-01-03",323,323.43,315.24,316.44,3688500,54.27
"2011-01-04",315.98,318.28,315.01,316.99,2728000,54.36
"2011-01-05",314.03,317.21,310.34,311.36,3481000,53.4
"2011-01-06",312,316.58,306.74,313.64,2921000,53.79
"2011-01-07",312.15,312.22,304.15,307.66,3064000,52.76
"2011-01-10",311.02,318.37,310.39,314.87,3829500,54
"2011-01-11",315.01,317.5,309.06,310.84,2076000,53.31
"2011-01-12",313.18,315.83,311.32,314.93,1812000,54.01
"2011-01-13",315.35,315.35,310.19,313.6,1809000,53.78
"2011-01-14",313.61,317.72,313.01,316.96,2181500,54.36
"2011-01-18",317.17,317.9,313.24,314,1657000,53.85
"2011-01-19",313.27,314,305.33,306.26,2196000,52.52
"2011-01-20",306.84,312.14,305.34,309.21,1469000,53.03
"2011-01-21",311.31,314.34,308.27,309.87,1768000,53.14
"2011-01-24",309,310.99,307.88,309.55,1429500,53.09
"2011-01-25",308.04,309.46,301.22,306.9,3160500,52.63
"2011-01-26",307.2,308.73,304.5,305.58,2266000,52.41
"2011-01-27",305.91,311,305.72,309.88,2193000,53.14
"2011-01-28",309.7,312.5,303.5,304.89,2104000,52.29
"2011-01-31",304.89,311.47,304.77,308.56,1928000,52.92
"2011-02-01",309.75,317.37,309.34,315.93,2718500,54.18
"2011-02-02",315.01,317.27,313.4,315.14,2704000,54.05
"2011-02-03",303.75,306.84,297.36,300.86,7762500,51.6
"2011-02-04",300.86,307.83,300.5,304.18,4666000,52.17
"2011-02-07",306.06,306.16,301.5,303.68,2448500,52.08
"2011-02-08",303.81,304.6,299.66,301.04,2919000,51.63
"2011-02-09",302.5,309.67,299.72,302.51,4188500,51.88
"2011-02-10",302.18,308.31,301.99,307.72,2743000,52.77
"2011-02-11",306.64,311.47,306.13,308.76,2948500,52.95
"2011-02-14",308.28,311.5,301.97,302.57,4427000,51.89
"2011-02-15",302.34,303.92,290.5,291.33,13078500,49.96
"2011-02-16",293.38,297.34,292.18,293.68,5250500,50.37
"2011-02-17",292.82,303.96,292.82,302.6,5675500,51.9
"2011-02-18",303.09,306.85,300.54,302.84,3426500,51.94
"2011-02-22",300.72,305.45,297.61,300.08,3486000,51.46
"2011-02-23",300,304.39,297.01,301.4,3110500,51.69
"2011-02-24",301.22,306.2,299.91,304.56,2343500,52.23
"2011-02-25",305.37,314.41,304.61,313.55,3366000,53.77
"2011-02-28",314.74,316.68,311.18,311.28,3191000,53.38
"2011-03-01",311.46,312.09,303.67,306.5,3048500,52.56
"2011-03-02",305.14,308.9,303.88,304.04,2202000,52.14
"2011-03-03",306.89,311.55,306.01,308.14,2350000,52.85
"2011-03-04",308.37,310.38,302,304.8,1885500,52.27
"2011-03-07",306.54,310.43,303.04,303.87,3256000,52.11
"2011-03-08",304.85,305.45,301.66,303.51,2023000,52.29
"2011-03-09",303.49,304.22,297.66,299.86,3311500,51.66
"2011-03-10",297.04,300.15,295.74,295.94,3908500,50.99
"2011-03-11",295.6,297.56,292.53,295.57,2799500,50.92
"2011-03-14",294.06,296.74,289.05,291.34,3567500,50.2
"2011-03-15",286.35,289.93,283.6,285.9,4053000,49.26
"2011-03-16",285.1,287.41,279.58,280.29,3511000,48.29
"2011-03-17",284.44,288.8,283.62,287.19,3642500,49.48
"2011-03-18",289.42,291.18,284.18,285.79,3626500,49.24
"2011-03-21",287.65,290,284.59,289.95,3054500,49.96
"2011-03-22",289.01,292,288.76,290.92,2161500,50.12
"2011-03-23",288.87,300.92,288.87,298.83,3399000,51.49
"2011-03-24",300.5,300.88,295.32,298.31,1809500,51.4
"2011-03-25",298.31,298.76,294.18,295.86,1720500,50.97
"2011-03-28",295.41,298.18,294.57,295.5,2141500,50.91
"2011-03-29",296.6,298.02,294.1,298.02,1547000,51.35
"2011-03-30",299.5,303.87,298.22,303.25,2357000,52.25
"2011-03-31",302.23,303,298.83,301.55,2257000,51.95
"2011-04-01",303.44,307.68,301.13,304.27,3026000,52.42
"2011-04-04",305.78,307.18,304.65,305.11,1472500,52.57
"2011-04-05",304.81,306.91,304.5,304.87,1480500,52.53
"2011-04-06",306,310.5,305.1,308.6,2671500,53.17
"2011-04-07",307.73,309.99,304.5,305.93,1501000,52.71
"2011-04-08",307.32,308,304.18,305.36,1421500,52.61
"2011-04-11",305.16,306.94,302.95,304,1640000,52.38
"2011-04-12",302.99,304.54,300.5,301.67,1365500,51.98
"2011-04-13",302.78,305.91,301.12,304.63,1378500,52.49
"2011-04-14",303.87,306.79,301.65,305.53,1577000,52.64
"2011-04-15",306.99,309.47,304.32,306.8,1501000,52.86
"2011-04-18",303.44,306.05,302.84,303.9,1696000,52.36
"2011-04-19",305.34,305.95,301.63,302,1819000,52.03
"2011-04-20",305.73,310,303.5,309.96,1803500,53.4
"2011-04-21",310.45,313,308.79,309.74,1042500,53.37
"2011-04-25",309.11,311.91,306.58,307.25,1349500,52.94
"2011-04-26",309.32,310.8,306.92,310.73,1465500,53.54
"2011-04-27",310.93,311.17,304.13,309.89,2266000,53.39
"2011-04-28",309.01,309.01,302.55,304.05,2608000,52.39
"2011-04-29",303.47,303.47,294.91,295.77,3400000,50.96
"2011-05-02",297.9,298.95,295.5,297.14,2054000,51.19
"2011-05-03",296.34,298,289.38,291.72,2378500,50.26
"2011-05-04",291.09,291.71,285.72,287.23,2503500,49.49
"2011-05-05",286.19,287.58,284.32,286.03,2121500,49.28
"2011-05-06",288.81,294.59,288.81,291.59,3952500,50.24
"2011-05-09",292.73,297.29,289.64,295.01,1895500,50.83
"2011-05-10",296.49,298.81,294.02,298.79,1654000,51.48
"2011-05-11",299.37,300.92,295.55,297.04,2746000,51.18
"2011-05-12",296,298.17,292.84,297.64,1905000,51.28
"2011-05-13",297.64,298.49,290.94,294.36,2537000,50.72
"2011-05-16",293.84,301.11,293.03,298.43,2808500,51.42
"2011-05-17",296.88,299.55,293.08,295.24,1624000,50.87
"2011-05-18",295.63,297.82,294.49,297.24,1507500,51.21
"2011-05-19",297.83,299.5,296,299.42,1682500,51.59
"2011-05-20",298.72,299.97,297.11,298.35,1734500,51.4
"2011-05-23",294.88,296.17,293.24,295.34,1812000,50.88
"2011-05-24",295.85,296.05,289.53,290.09,3440500,49.98
"2011-05-25",289.25,292.43,285.76,286.29,3183000,49.33
"2011-05-26",285.96,288,282.94,284.11,2852000,48.95
"2011-05-27",285.65,285.95,282.8,283.15,2728000,48.78
"2011-05-31",286.37,287.66,283.2,285.76,3213500,49.23
"2011-06-01",284.34,285.2,277.58,277.87,2606500,47.87
"2011-06-02",278.98,281.39,277.27,278.53,2684000,47.99
"2011-06-03",274.88,276.29,271.97,272.07,2356500,46.88
"2011-06-06",270.86,272.21,265.72,266.14,3457500,45.85
"2011-06-07",268.34,270.49,265.77,265.98,2081500,45.83
"2011-06-08",265.5,268.29,261.1,262.24,2854000,45.18
"2011-06-09",263.7,267.59,262.08,266.25,2237000,45.87
"2011-06-10",271.11,271.7,267,268.27,2562500,46.22
"2011-06-13",272.02,273.35,268.4,272.02,2678500,46.87
"2011-06-14",274.7,276.88,272.93,274.78,2221500,47.34
"2011-06-15",271.3,274.5,269.88,271.16,2369500,46.72
"2011-06-16",270.64,276.39,270,275.02,2663500,47.63
"2011-06-17",277.5,278.76,275.17,277.88,3088500,48.12
"2011-06-20",276.5,279.5,271.55,278.92,1679500,48.31
"2011-06-21",279.8,283.73,278,282.81,1963500,48.98
"2011-06-22",282.26,285,280.16,281.33,1993000,48.72
"2011-06-23",278.76,280.9,274.55,279.37,2399500,48.38
"2011-06-24",279.08,280.65,275.85,280.21,1775000,48.53
"2011-06-27",280.25,283.64,277.82,281.01,1504500,48.67
"2011-06-28",281.47,285.15,279.72,283.98,1260500,49.18
"2011-06-29",284.33,288.24,282.8,288.02,1620000,49.88
"2011-06-30",288.01,293.13,286.88,291.59,2204500,50.5
"2011-07-01",290.05,297.28,290.02,296.72,1638000,51.39
"2011-07-05",295.15,297.98,292.18,296.7,1632000,51.38
"2011-07-06",296.15,297.3,295.01,296.35,987500,51.32
"2011-07-07",298.14,300,296.92,298.99,1458500,51.78
"2011-07-08",295.55,296.14,292.34,294.5,1997000,51
"2011-07-11",291.13,292.85,286.01,287.19,2028000,49.74
"2011-07-12",288.2,292.67,286.31,289.09,1832000,50.07
"2011-07-13",290.13,293.37,288.84,289.49,1049500,50.14
"2011-07-14",290.76,290.76,287.5,289.29,1532500,50.1
"2011-07-15",290.44,293.13,287.48,292.45,2213500,50.65
"2011-07-18",291.04,292,285.2,285.93,1844500,49.52
"2011-07-19",286.9,289.97,286.1,289.4,1531500,50.12
"2011-07-20",290.04,290.4,285.38,285.5,1603000,49.44
"2011-07-21",287.2,288.05,285.02,286.69,2238000,49.65
"2011-07-22",286.3,287.22,285.09,285.7,1346500,49.48
"2011-07-25",284.31,286.79,281.69,284.79,2124500,49.32
"2011-07-26",285.59,287,282.89,285.1,1622000,49.38
"2011-07-27",284.03,285,276.76,278.51,2167000,48.23
"2011-07-28",281.79,287.46,281.15,283.83,2850500,49.16
"2011-07-29",279.83,294.37,279.83,289.19,4215500,50.08
"2011-08-01",294.42,294.56,284.4,287.82,2273000,49.85
"2011-08-02",284.42,287.22,279.93,280.24,2101500,48.53
"2011-08-03",280.84,282.46,275.01,279.83,2277000,48.46
"2011-08-04",277.38,279.32,265.39,265.61,3089000,46
"2011-08-05",268.62,274.94,262,269.42,5001500,46.66
"2011-08-08",262,267.41,246.57,247.41,5074000,42.85
"2011-08-09",253.19,266.57,247.32,266.05,6001000,46.08
"2011-08-10",260.27,263.16,239,239.21,9044500,41.43
"2011-08-11",242.01,259.88,242.01,256.91,4960500,44.49
"2011-08-12",259.67,261.85,253.5,254.95,1941500,44.15
"2011-08-15",257.65,260.58,255.12,260.58,1848000,45.13
"2011-08-16",257.86,260,249.13,256.68,3874000,44.45
"2011-08-17",258.22,260,250.51,254.12,2552500,44.01
"2011-08-18",248.65,248.65,238.3,240.7,5771000,41.69
"2011-08-19",237.65,244.55,236.5,237.17,3714500,41.07
"2011-08-22",241.54,241.99,237.45,239.22,2177500,41.43
"2011-08-23",239.57,250.89,238.85,250.37,2490500,43.36
"2011-08-24",248.37,254.24,246.65,253.91,2017000,43.97
"2011-08-25",254.89,256.96,244.17,246.32,2698000,42.66
"2011-08-26",245,252.5,241.5,250.92,2882000,43.46
"2011-08-29",254.96,264.48,253.58,263.92,3356500,45.71
"2011-08-30",263.28,267.47,259.74,265.33,2262500,45.95
"2011-08-31",267.65,269,263.53,267.12,2074000,46.26
"2011-09-01",267.56,269.99,264.41,265.61,2405500,46
"2011-09-02",260.75,263.67,255.11,258.7,2913500,44.8
"2011-09-06",252.19,256.5,248.15,254.79,3116000,44.13
"2011-09-07",259.01,267.42,257.15,265.95,3016000,46.31
"2011-09-08",263.46,265.28,256.3,258.49,2630000,45.01
"2011-09-09",255.19,260.47,254.23,255.93,2957500,44.57
"2011-09-12",252.71,260.41,251.57,260.24,1875500,45.32
"2011-09-13",261.92,264.8,258.63,264.5,3459000,46.06
"2011-09-14",264.15,273.51,260.01,269.62,3334500,46.95
"2011-09-15",272.97,272.97,265.76,271.86,2117500,47.34
"2011-09-16",272.96,273.23,267,272.07,2683500,47.38
"2011-09-19",267.45,269.46,261.5,265.8,2083000,46.29
"2011-09-20",266.18,269.59,261.94,263.66,2188000,45.91
"2011-09-21",263.34,266.77,257.62,257.98,2858500,44.93
"2011-09-22",251.5,263.5,251,258.85,3009500,45.08
"2011-09-23",258.19,261.78,255.91,257.98,2825500,44.93
"2011-09-26",260.6,264.41,255.66,264.07,2271500,45.99
"2011-09-27",269.29,270,260.3,262.29,3125500,45.68
"2011-09-28",262.07,262.71,253.98,254.32,2860000,44.29
"2011-09-29",258.94,261.61,249.7,257.18,2610500,44.79
"2011-09-30",253.53,256.4,246.27,246.4,2902500,42.91
"2011-10-03",244.37,253.09,244.37,248.5,3616500,43.27
"2011-10-04",245.37,252.5,238.29,252.36,3797000,43.95
"2011-10-05",252.74,257.35,250.3,255.98,2353500,44.58
"2011-10-06",256.85,267.12,254.4,266.45,3161500,46.4
"2011-10-07",267.01,268.03,253.16,253.95,3999000,44.22
"2011-10-10",259.5,267.62,258.3,266.06,3322500,46.33
"2011-10-11",262.56,264.19,254.5,257,3896000,44.75
"2011-10-12",260.5,261.5,255.92,259.6,3450000,45.21
"2011-10-13",257.57,259.71,254.04,256.3,2305000,44.63
"2011-10-14",258.97,261.19,257.32,259.71,2999500,45.23
"2011-10-17",258.34,261.62,252.33,253.2,2623500,44.09
"2011-10-18",253.55,260.93,249.3,260.06,2803500,45.29
"2011-10-19",259.23,262.85,256.58,257.36,2719500,44.82
"2011-10-20",257.23,264.32,256.5,261.45,3093000,45.53
"2011-10-21",264.07,267.09,262.12,264.49,3366500,46.06
"2011-10-24",264.28,269.65,264.28,268.69,3468500,46.79
"2011-10-25",266.05,267.91,257.57,258.43,3298000,45
"2011-10-26",261.8,266.4,260.49,263.43,3255500,45.87
"2011-10-27",270.39,278,267.87,276.77,5818000,48.2
"2011-10-28",275.32,280.76,273.55,280,3251500,48.76
"2011-10-31",274.84,280.4,274.82,275.56,4769000,47.99
"2011-11-01",260.28,267.99,250,251.88,7635000,43.86
"2011-11-02",256.83,261.5,254,259.39,4210000,45.17
"2011-11-03",261.02,270.17,257.41,268.55,3904000,46.77
"2011-11-04",265.29,273.64,264.8,271.33,4559500,47.25
"2011-11-07",274.11,275.49,269.17,275.1,3282500,47.91
"2011-11-08",276.02,279.92,273.05,278.94,3386500,48.58
"2011-11-09",271.54,273.58,264.89,265.79,3378000,46.29
"2011-11-10",269.54,270.09,259.1,260.1,3998500,45.29
"2011-11-11",264.77,266.64,259.26,263.57,3383000,45.9
"2011-11-14",261.26,262.97,256.35,257.88,3718500,44.91
"2011-11-15",256.65,260.12,253.75,257.51,3033000,44.84
"2011-11-16",254,254.56,238.93,241.18,9497500,42
"2011-11-17",241.11,242.66,235.23,238.05,7557000,41.45
"2011-11-18",241.05,251.17,236.98,248.89,7697000,43.34
"2011-11-21",243.67,246.48,239.02,241.53,4953000,42.06
"2011-11-22",240.8,243.7,239.04,240.57,3280000,41.89
"2011-11-23",236.52,242.23,235.5,239.03,4297000,41.63
"2011-11-25",238.23,241.4,235.77,237.89,1081000,41.43
"2011-11-28",241.79,245.43,240.96,245.13,3635000,42.69
"2011-11-29",246.22,246.22,239.46,239.61,3101500,41.73
"2011-11-30",246.42,249.72,245.16,249.28,3075500,43.41
"2011-12-01",247.28,252.22,245.38,250,2733000,43.54
"2011-12-02",254.38,259.75,249.97,253.31,3548500,44.11
"2011-12-05",256.76,258.46,247.15,249.11,2995000,43.38
"2011-12-06",249.05,250.78,246.8,248.84,2213000,43.33
"2011-12-07",248.04,255.47,245.1,253.15,2663000,44.08
"2011-12-08",250.57,252.18,243.06,244.58,2838500,42.59
"2011-12-09",245.9,252.15,244.1,248.06,2470500,43.2
"2011-12-12",246.4,247.36,240,243.51,3076000,42.41
"2011-12-13",244.45,245.74,238.24,241,2105500,41.97
"2011-12-14",239.44,241.67,238.34,238.89,2064000,41.6
"2011-12-15",240.98,242.11,238,239.09,2438000,41.88
"2011-12-16",241.06,243,239.83,242,3830500,42.39
"2011-12-19",242,242.85,240.72,242,2636500,42.39
"2011-12-20",244.99,249.41,243.82,248.13,2132500,43.46
"2011-12-21",248,248.88,237.1,241.34,3614500,42.28
"2011-12-22",244.83,246.95,243.12,245.75,2143500,43.05
"2011-12-23",246.99,246.99,242.85,246.39,2110500,43.16
"2011-12-27",246.16,247.52,245,245.21,1178000,42.95
"2011-12-28",244.79,245.87,242,242.56,1160000,42.49
"2011-12-29",243.99,247.75,242.59,245.32,1133500,42.97
"2011-12-30",245.04,245.2,242.25,243.67,1156500,42.68
"2012-01-03",247.42,249.52,245.15,245.63,2076500,43.03
"2012-01-04",244.19,245.85,240.11,241.01,2698500,42.22
"2012-01-05",239.94,241,236.6,238.62,3895500,41.8
"2012-01-06",235.39,236,229.53,234,6486500,40.99
"2012-01-09",232.37,235.43,226.06,228.24,7035500,39.98
"2012-01-10",229.25,230.36,226.46,227.53,4882500,39.86
"2012-01-11",227.59,228.54,224.69,226,3895000,39.59
"2012-01-12",225.94,233.39,225.52,233.23,3358000,40.85
"2012-01-13",231.8,236,230.25,234.5,3310500,41.08
"2012-01-17",236.49,239.89,227.14,229.15,4900000,40.14
"2012-01-18",229.22,232.96,226,232.65,2478500,40.75
"2012-01-19",233.17,243.73,232.93,237.55,7455000,41.61
"2012-01-20",237.48,240.5,235.29,239.88,2559000,42.02
"2012-01-23",239.72,241.28,238.22,238.44,2089000,41.77
"2012-01-24",236.46,241,235.06,240.52,1861500,42.13
"2012-01-25",240.08,245.33,240.08,242.11,2351000,42.41
"2012-01-26",241.92,244.23,240.02,240.45,1757500,42.12
"2012-01-27",239.39,242,238.11,240.88,1224500,42.19
"2012-01-30",238.94,241.23,238.24,240,1888500,42.04
"2012-01-31",240.06,241.35,236.55,239.51,3479500,41.95
"2012-02-01",241.89,247.1,240.8,245.48,3761500,43
"2012-02-02",249.61,266.13,248.44,266.01,10082500,46.6
"2012-02-03",267.52,274.67,266.24,273.43,6232500,47.9
"2012-02-06",273.32,275.5,271.28,275.32,4568000,48.23
"2012-02-07",273.46,277.13,270.79,276.05,3324000,48.36
"2012-02-08",277.99,285.3,277.58,284.82,6230000,49.89
"2012-02-09",285.81,287.34,282.73,283.37,3556000,49.64
"2012-02-10",280.56,292.3,280.56,291.59,5571500,51.08
"2012-02-13",292.37,292.64,287,291,3507000,50.97
"2012-02-14",289.34,290.98,285.8,290,4637000,50.8
"2012-02-15",289.68,291.41,287.15,290.64,3479500,50.91
"2012-02-16",290,296.97,286.55,295.65,4065000,51.79
"2012-02-17",296.99,296.99,290.69,293.98,4646500,51.5
"2012-02-21",293.67,294.47,286.62,290.08,5055000,50.81
"2012-02-22",288.43,290.38,285,288.15,3532500,50.48
"2012-02-23",288.18,292.44,287.16,291.79,7784000,51.11
"2012-02-24",292.87,292.87,288.89,292.39,6842500,51.22
"2012-02-27",290.95,292.46,287.55,289.78,9268500,50.76
"2012-02-28",290.46,294.76,287.63,290.8,2521500,50.94
"2012-02-29",291.37,294.75,289.3,289.49,4020000,50.71
"2012-03-01",287.07,290.94,287,289.54,3077000,50.72
"2012-03-02",289.59,292.09,288.39,289.6,2250000,50.73
"2012-03-05",289.68,289.94,280.56,281.02,4710000,49.23
"2012-03-06",280,281.25,273.97,274.93,6637500,48.16
"2012-03-07",272.09,276.85,271.39,275.21,3254000,49.14
"2012-03-08",276.41,276.99,273.66,276.23,1900000,49.33
"2012-03-09",276.56,277.41,275.03,276.56,1872000,49.38
"2012-03-12",276.33,277.66,268.75,270.2,2793000,48.25
"2012-03-13",272.2,273.79,267.48,272.99,4838500,48.75
"2012-03-14",272.19,277.29,272.01,276.55,4075000,49.38
"2012-03-15",275.88,290.35,275.88,286.25,5617500,51.11
"2012-03-16",288.39,294.03,285.03,289.45,5627000,51.69
"2012-03-19",287.81,291.94,285.98,290.04,2670500,51.79
"2012-03-20",289.21,297.55,287.56,294.39,4676500,52.57
"2012-03-21",294.13,304.61,290.02,298.67,5881000,53.33
"2012-03-22",296.03,297.94,293.31,295.75,2661500,52.81
"2012-03-23",295.76,297.27,291.3,296.01,2799500,52.86
"2012-03-26",298.1,299.35,292.63,297.7,2865500,53.16
"2012-03-27",297.47,298.29,293.31,294.1,2328500,52.52
"2012-03-28",293.94,294.37,288.43,290.72,3071000,51.91
"2012-03-29",290.44,292.42,286.6,289.6,2048500,51.71
"2012-03-30",290.17,291.73,287.34,289.33,2908000,51.66
"2012-04-02",289.32,294.38,287.26,291.22,1817000,52
"2012-04-03",290.89,291.74,284.17,288.4,3120500,51.5
"2012-04-04",287.52,289.66,285.03,286.22,2241000,51.11
"2012-04-05",285,289.28,285,287.93,1873000,51.41
"2012-04-09",283.33,285.79,280.5,284.66,1972500,50.83
"2012-04-10",283.4,285.74,281.03,282.09,2125000,50.37
"2012-04-11",285.78,286.62,283.03,284.13,1989500,50.74
"2012-04-12",283.88,287.55,281.23,287.49,1835000,51.34
"2012-04-13",287.27,287.27,281.87,282.16,3787500,50.38
"2012-04-16",285.18,285.63,279.6,280.69,1995500,50.12
"2012-04-17",282.98,282.98,277.32,280.19,3070500,50.03
"2012-04-18",278.69,280.13,276.48,278.36,2067500,49.71
"2012-04-19",278.86,279.93,275.66,277.46,1829000,49.54
"2012-04-20",278.55,278.55,271.88,273.05,2764500,48.76
"2012-04-23",271,272.72,268.62,271.9,1779500,48.55
"2012-04-24",272.72,274.97,271.42,272.57,1450500,48.67
"2012-04-25",274.09,275.21,271.52,273.14,2128000,48.77
"2012-04-26",267.55,274.92,267,274,4420500,48.93
