"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2008-09-26",73.76,78.96,72.25,78.85,822300,78.37
"2008-09-29",77.99,77.99,61,64.88,1472600,64.49
"2008-09-30",67.77,81.5,66.75,80.68,1751200,80.19
"2008-10-01",79.97,85,77.49,84.93,1545900,84.41
"2008-10-02",82.42,84.8,79.78,79.78,1083300,79.3
"2008-10-03",81.59,85.67,75,78.21,1743300,77.73
"2008-10-06",75.9,84.78,72.02,81.59,1831600,81.09
"2008-10-07",83.5,89.5,80.1,84.54,2520200,84.03
"2008-10-08",80,88.02,74.48,82.67,1958700,82.17
"2008-10-09",87.53,87.53,67,68.75,2958100,68.33
"2008-10-10",64.06,79.34,61.6,74,3719700,73.55
"2008-10-13",80.25,86.12,75.52,86.12,1865000,85.6
"2008-10-14",88.99,88.99,81.49,84.4,2761900,83.89
"2008-10-15",82.14,87.5,71.12,71.16,1771900,70.73
"2008-10-16",75,78.18,70.2,77.84,1833500,77.37
"2008-10-17",76.34,86.49,75.93,84.1,2889100,83.59
"2008-10-20",87.41,87.5,78.59,80.69,2111500,80.2
"2008-10-21",79.27,83.86,76.95,77.27,1984400,76.8
"2008-10-22",75.01,75.36,66.61,68.63,1629700,68.21
"2008-10-23",69.26,71.24,61.75,64.45,2141300,64.06
"2008-10-24",55,62.39,53.02,59.55,2540700,59.19
"2008-10-27",57.51,61.55,54.28,54.28,1864900,53.95
"2008-10-28",58,64.3,53.28,64.3,2079000,63.91
"2008-10-29",63.36,68.49,61.01,61.79,1882900,61.41
"2008-10-30",69.52,87,69.5,87,6536200,86.47
"2008-10-31",83,88.8,82.01,85.56,3448700,85.04
"2008-11-03",84.56,86.37,81.2,84.14,1283900,83.63
"2008-11-04",88.5,92.98,85.09,92.54,2868200,91.98
"2008-11-05",90.24,90.86,81.9,81.9,2097000,81.4
"2008-11-06",80.93,82.46,75.43,75.59,2465100,75.13
"2008-11-07",76.87,80.22,74.5,80.21,1776500,79.72
"2008-11-10",81.39,82.65,72.08,73.02,1650400,72.58
"2008-11-11",72.25,75.88,69.1,73.38,1830700,72.93
"2008-11-12",72.35,73.34,67.36,67.51,1557100,67.1
"2008-11-13",68.7,75.45,65.51,74.73,2674500,74.28
"2008-11-14",73.25,76.51,70.2,70.86,2132100,70.43
"2008-11-17",70.14,70.87,65.1,65.15,1592500,64.75
"2008-11-18",65.72,66.8,61.29,64.73,1770300,64.34
"2008-11-19",63.54,64.45,58.19,58.29,1998100,57.94
"2008-11-20",56.81,57.97,49.69,50.69,4521000,50.38
"2008-11-21",52.36,58.75,49.76,58.5,3015500,58.14
"2008-11-24",62.07,66.5,58.12,66.17,2934700,65.77
"2008-11-25",68.06,70.42,65.2,68.7,2123600,68.28
"2008-11-26",65.26,75,65.26,74.42,1492400,73.97
"2008-11-28",73.34,75.38,71.21,73.6,632800,73.15
"2008-12-01",70.98,70.98,59.27,60.67,2465400,60.3
"2008-12-02",61.8,63.96,56.01,62.82,2760600,62.44
"2008-12-03",58.67,66.81,58.04,66.81,1783400,66.4
"2008-12-04",63.91,71.97,63.48,66.49,2466900,66.09
"2008-12-05",65.77,71.87,64.28,71.62,1794600,71.19
"2008-12-08",75.28,82.01,75.28,81.35,2417400,80.86
"2008-12-09",78.73,83.09,75.05,76.99,2292000,76.52
"2008-12-10",78.72,78.95,73.25,77.47,1643600,77
"2008-12-11",76,81.15,73.41,73.67,1510700,73.22
"2008-12-12",69.82,77.5,69,76.79,1471400,76.32
"2008-12-15",77.07,77.56,69.86,71.16,1627300,70.73
"2008-12-16",72.01,80.71,71.75,80.17,2346300,79.68
"2008-12-17",78.15,82.8,77.75,81.88,1785900,81.38
"2008-12-18",82,85,81.18,81.56,2212100,81.06
"2008-12-19",82.45,84,78.45,80.2,2039900,79.71
"2008-12-22",81.42,81.42,76.31,79,2019800,78.52
"2008-12-23",79.39,81.91,77.89,77.89,1541000,77.42
"2008-12-24",77.25,77.95,75.18,76.38,736900,75.92
"2008-12-26",76.93,77.64,74.2,76.62,1657100,76.15
"2008-12-29",76.95,78.78,75,76.37,1247200,75.91
"2008-12-30",76.89,80.14,75.32,80.1,1311800,79.61
"2008-12-31",79.77,83.6,79.57,82.44,1196400,81.94
"2009-01-02",82.21,85,79.59,84.57,1347500,84.06
"2009-01-05",80.42,81,72.66,73,3787300,72.56
"2009-01-06",70.95,71.02,61.05,62.59,9781500,62.21
"2009-01-07",61.22,65.9,59.54,64.08,4396900,63.69
"2009-01-08",63.23,65.74,62.52,64.8,2477800,64.41
"2009-01-09",64.75,65.02,62.91,63.88,2151400,63.49
"2009-01-12",63.51,63.89,60.52,61.25,1968500,60.88
"2009-01-13",60.5,62.97,59.13,61.83,1710700,61.45
"2009-01-14",59.82,60.98,56.8,58.99,3095600,58.63
"2009-01-15",59.14,60.31,54.8,57.41,3728000,57.06
"2009-01-16",59.25,60.97,56.69,57.66,3174100,57.31
"2009-01-20",57.63,57.63,50.92,50.92,3763600,50.61
"2009-01-21",52.01,55.68,51.06,55.44,3418800,55.1
"2009-01-22",53.7,55.46,51.3,53.13,2279300,52.81
"2009-01-23",52,56.99,50.1,56.63,2814700,56.29
"2009-01-26",57.3,58.97,54.22,55.78,1814200,55.44
"2009-01-27",56.5,58.85,55.25,58.16,2100700,57.81
"2009-01-28",60.7,62.45,59.06,61.82,2815700,61.44
"2009-01-29",60.06,60.65,57.17,57.96,2587600,57.61
"2009-01-30",59.05,59.83,56.11,56.93,2368300,56.58
"2009-02-02",55.57,55.83,53.34,54.95,2227400,54.62
"2009-02-03",55.57,59.98,55.54,58.91,2602500,58.55
"2009-02-04",59.49,61.08,58.31,59.18,1627100,58.82
"2009-02-05",58.15,62.65,57.92,61.42,1813100,61.05
"2009-02-06",61.86,65.78,61.13,63.47,2392900,63.08
"2009-02-09",62.91,64.47,61.03,62.26,2939200,61.88
"2009-02-10",59.61,67.01,59.54,61.44,4090500,61.07
"2009-02-11",62.6,63.7,60.54,62.86,2609000,62.48
"2009-02-12",60.93,62.38,59,61.98,2166200,61.6
"2009-02-13",61.16,64.59,61.05,63.12,1929500,62.74
"2009-02-17",60.36,60.52,58.04,58.33,2157100,57.98
"2009-02-18",59.4,60.08,56.43,58.14,1574400,57.79
"2009-02-19",59.16,59.88,56.17,56.48,2130300,56.14
"2009-02-20",55.22,58.83,54.25,58.04,2462200,57.69
"2009-02-23",59.31,59.31,53.78,53.78,1693800,53.45
"2009-02-24",54.41,57,52.59,56.66,1918100,56.32
"2009-02-25",56.28,61.19,55.26,58.81,2333700,58.45
"2009-02-26",60.2,61.77,58,59,2004300,58.64
"2009-02-27",57.77,60,56.52,56.77,1673000,56.43
"2009-03-02",55.99,57.16,52.74,52.81,1857700,52.49
"2009-03-03",53.96,56.4,53.27,54.61,1739400,54.28
"2009-03-04",56.26,58.58,55.3,57.37,1914800,57.02
"2009-03-05",58.52,60.22,56.54,58.01,2435700,57.66
"2009-03-06",58.87,60.45,56.3,60.39,2380900,60.02
"2009-03-09",60.32,63.88,60.05,61.08,2267300,60.71
"2009-03-10",63.13,63.13,59.54,60.52,3091100,60.15
"2009-03-11",61.31,64.02,59.06,62.69,2128700,62.31
"2009-03-12",62.38,67.23,61.2,66.74,2215200,66.33
"2009-03-13",66.74,68.9,65.01,68.43,2569100,68.01
"2009-03-16",69.61,71.51,68.28,68.7,2704200,68.28
"2009-03-17",68.75,72.21,67.22,72.2,2091200,71.76
"2009-03-18",71.02,78.38,70.23,77.76,3960100,77.29
"2009-03-19",79.16,79.5,73.65,73.95,3125300,73.5
"2009-03-20",74.54,75.36,71.63,71.65,1817600,71.21
"2009-03-23",74.52,79.55,74.06,79.55,2343000,79.07
"2009-03-24",76.81,79.57,76.01,76.62,2225800,76.15
"2009-03-25",75.83,79.19,72.37,76.34,2452300,75.88
"2009-03-26",77.38,81.45,76.04,80.9,2359600,80.41
"2009-03-27",79.26,80.73,78.2,78.61,1367900,78.13
"2009-03-30",75.41,76.11,72.88,73.07,2211500,72.63
"2009-03-31",74.33,75.41,72.78,74.47,2006000,74.02
"2009-04-01",73,75.22,72.06,73.65,2138000,73.2
"2009-04-02",75.12,79.97,75.12,78.2,2871000,77.73
"2009-04-03",80.29,85.27,79.76,85.27,3804800,84.75
"2009-04-06",82.95,83.56,81.52,82.42,2359600,81.92
"2009-04-07",81.59,88.59,81.3,84.47,3654000,83.96
"2009-04-08",85.37,87.67,83.09,87.23,2495600,86.7
"2009-04-09",87.51,89.12,86.01,89.12,2456600,88.58
"2009-04-13",88.74,91.43,86.88,91.17,1743700,90.62
"2009-04-14",90,90.28,85.64,85.82,2179000,85.3
"2009-04-15",86.04,87.31,84.3,86.8,2081700,86.27
"2009-04-16",87.71,87.72,82.6,85.17,2308400,84.65
"2009-04-17",84.76,87.74,83.01,86.59,1988500,86.06
"2009-04-20",84.95,88,82.58,84.17,2580100,83.66
"2009-04-21",83.99,89,83.16,88.74,2019200,88.2
"2009-04-22",87.05,89.78,81.85,82.71,2717200,82.21
"2009-04-23",84.52,84.99,81.26,84.67,2903700,84.16
"2009-04-24",84.05,85.32,82.3,84.39,1839300,83.88
"2009-04-27",84.3,89.27,83.2,87.7,2301700,87.17
"2009-04-28",85.51,88,83.8,83.8,1973200,83.29
"2009-04-29",84.9,87.75,84.14,87.11,1680500,86.58
"2009-04-30",88.37,90.23,86.91,87.6,1508000,87.07
"2009-05-01",87.18,88.92,84.56,85.15,1380100,84.63
"2009-05-04",87.49,90.55,87.02,90.43,2925900,89.88
"2009-05-05",89.32,104.6,89.32,102,5549700,101.38
"2009-05-06",101.05,101.64,94.76,97.78,3644900,97.19
"2009-05-07",98,98.5,94.4,95.16,2445700,94.58
"2009-05-08",96.73,98.39,95.5,97.28,2096200,96.69
"2009-05-11",95,96.27,92,92.28,1636200,91.72
"2009-05-12",93.37,97.97,91.68,96.5,2843800,95.91
"2009-05-13",94.57,101.5,93.22,96.59,5356800,96
"2009-05-14",98.35,103.32,98.21,100.76,4545600,100.15
"2009-05-15",99.45,100,96.58,96.92,2269700,96.33
"2009-05-18",97.8,103.99,97.14,103.61,2318200,102.98
"2009-05-19",102.49,108.69,100.31,104.08,3462700,103.45
"2009-05-20",104.51,106.01,97.75,98.31,3302200,97.71
"2009-05-21",98.37,100.9,96.1,98.66,2243800,98.06
"2009-05-22",102.25,102.25,98.66,99.5,1767100,98.9
"2009-05-26",99.82,102.69,98.17,102.08,2220400,101.46
"2009-05-27",102.92,105.97,101.37,102.48,2173600,101.86
"2009-05-28",102.95,108.11,102.9,107.7,1894100,107.05
"2009-05-29",108.02,108.38,104.9,107.79,1634200,107.14
"2009-06-01",108,112.14,107.67,110.03,1968400,109.36
"2009-06-02",110.55,116.58,109.52,115.15,2677800,114.45
"2009-06-03",114.45,114.74,111.63,112.5,1589300,111.82
"2009-06-04",113.95,120,112.25,119.74,2443300,119.01
"2009-06-05",121.93,121.93,113.76,114.86,2566300,114.16
"2009-06-08",113.97,119.39,111.5,118.11,1925000,117.39
"2009-06-09",119.76,121.65,117.23,117.84,2232800,117.12
"2009-06-10",120.25,120.34,112.56,114.74,2140200,114.04
"2009-06-11",115.1,118.24,113.21,116.61,1418700,115.9
"2009-06-12",114.32,116.38,112.9,116.1,1091600,115.39
"2009-06-15",114.8,114.99,111.08,113.08,1165500,112.39
"2009-06-16",113.97,114.49,110.2,111.59,1481600,110.91
"2009-06-17",111.68,113.54,108.84,108.99,1851300,108.33
"2009-06-18",108.81,113.5,108.25,112.91,1457700,112.22
"2009-06-19",114.5,115.98,111.83,115.27,1524800,114.57
"2009-06-22",113.07,113.76,106.03,106.03,1885000,105.39
"2009-06-23",106.34,107.46,103.98,107.17,1542400,106.52
"2009-06-24",109,113.49,108.09,112.53,1579700,111.85
"2009-06-25",112.49,114.44,110.24,113.77,1306400,113.08
"2009-06-26",113.41,117.53,112.97,116.02,1592300,115.32
"2009-06-29",115.34,118.37,114.24,118.36,1140900,117.64
"2009-06-30",117.2,118.25,113.97,114.24,1271000,113.55
"2009-07-01",114.67,115.26,111.51,111.72,1249600,111.04
"2009-07-02",110.05,112.74,109.14,109.14,1544900,108.48
"2009-07-06",108.52,111.64,107.9,110.08,1404400,109.41
"2009-07-07",109.63,110.56,96.74,98.03,4279200,97.43
"2009-07-08",94.67,95,83.72,85.2,10863700,84.68
"2009-07-09",88.37,89.83,85.56,85.83,5608500,85.31
"2009-07-10",86.07,87.03,83,84.7,3052200,84.19
"2009-07-13",86.35,89.4,83.3,89.02,3048700,88.48
"2009-07-14",89.2,89.2,83.74,85.27,2431100,84.75
"2009-07-15",87.67,93.61,86.8,91.3,4721000,90.75
"2009-07-16",90.8,92.34,88.27,90.03,2515000,89.48
"2009-07-17",89.94,91.8,88.5,91,1611500,90.45
"2009-07-20",91.4,94.22,89.55,92.64,1804000,92.08
"2009-07-21",93.4,94,89.82,90.74,1386200,90.19
"2009-07-22",90,91.88,88.86,89.71,1282500,89.17
"2009-07-23",90.05,94.37,88.11,93.63,2127600,93.06
"2009-07-24",92.55,93.2,90.77,93.12,1156600,92.55
"2009-07-27",92.54,94.78,91.58,93.5,1623800,92.93
"2009-07-28",90.42,92,88.16,91.08,2361400,90.53
"2009-07-29",90.12,94,90,93,1778000,92.44
"2009-07-30",94.05,97.81,93.78,95.94,1970900,95.36
"2009-07-31",95.52,96.36,93,94.06,1823000,93.49
"2009-08-03",95.36,96.74,93,96.07,2510400,95.49
"2009-08-04",94.51,98.2,90.36,91.54,3454000,90.98
"2009-08-05",93.81,94.5,92.52,93.54,1529800,92.97
"2009-08-06",94.47,94.56,90.31,92.14,1575400,91.58
"2009-08-07",93.57,95.53,90.82,93.6,1701500,93.03
"2009-08-10",93.07,94.5,92.21,93.68,1301400,93.11
"2009-08-11",94,94.62,90.06,90.3,1820300,89.75
"2009-08-12",90.95,92.37,90.11,91.15,1199100,90.6
"2009-08-13",92,92.27,89.6,91.07,1075000,90.52
"2009-08-14",90.61,91.46,89.38,90.49,825600,89.94
"2009-08-17",88.04,89.28,85.08,87.04,1413400,86.51
"2009-08-18",87.55,89.45,86.38,89.12,1429800,88.58
"2009-08-19",87.16,90.53,86.9,89.85,1717100,89.3
"2009-08-20",90,95.06,89.84,95,1934800,94.42
"2009-08-21",96,96.22,93.94,95.94,1889400,95.36
"2009-08-24",96.74,98.58,94.11,94.28,1976500,93.71
"2009-08-25",94.84,96.29,92.23,93.37,1674800,92.8
"2009-08-26",93.01,93.09,91.4,92.98,1448200,92.42
"2009-08-27",92.89,93.49,91.01,91.3,1447200,90.75
"2009-08-28",92.09,93.67,91.36,93.41,1365600,92.84
"2009-08-31",91.99,94.09,90.78,93.8,1155000,93.23
"2009-09-01",93.7,95.3,91.27,91.36,1300500,90.81
"2009-09-02",90.74,92.98,90.41,90.59,998300,90.04
"2009-09-03",91.5,91.79,88.49,89.94,1194100,89.39
"2009-09-04",89.9,90.62,87.2,89.56,1487500,89.02
"2009-09-08",90.92,90.92,89.2,89.8,1010900,89.25
"2009-09-09",90.71,90.97,88.39,88.87,1399700,88.33
"2009-09-10",88.71,89.41,86.5,89.36,1544300,88.82
"2009-09-11",89.36,89.6,87.4,88.19,997900,87.65
"2009-09-14",87.43,90.22,86.66,90.22,1045900,89.67
"2009-09-15",90.58,91.35,88.24,90.42,1389700,89.87
"2009-09-16",90.57,95.26,90.35,95.04,2158600,94.46
"2009-09-17",94.98,97.98,94.46,96.37,1781300,95.78
"2009-09-18",96.97,99.1,95.41,97.63,1794000,97.04
"2009-09-21",96.45,97.86,90.5,96.89,927100,96.3
"2009-09-22",98.11,99.39,95.5,98.85,1269500,98.25
"2009-09-23",98.75,100.73,97.41,97.42,1444800,96.83
"2009-09-24",97.53,97.53,92.24,93.03,1637400,92.46
"2009-09-25",92.31,92.9,90.31,91.05,1109400,90.5
"2009-09-28",91.49,95.28,91.32,94.99,1177200,94.41
"2009-09-29",95.44,96.5,94.75,95.04,934500,94.46
"2009-09-30",95.6,99,94.82,97.19,2253300,96.6
"2009-10-01",96.42,97.45,92.01,93.84,1962800,93.27
"2009-10-02",93,94.28,91,91.32,1847600,90.77
"2009-10-05",93.24,95.05,91.8,94.99,1384800,94.41
"2009-10-06",95.96,96.44,94.31,95.49,1025800,94.91
"2009-10-07",95.28,95.54,93.03,94.09,1157200,93.52
"2009-10-08",94.91,94.91,93.17,93.37,1483300,92.8
"2009-10-09",93.46,96.35,93,95.96,1251500,95.38
"2009-10-12",96.38,96.96,94.61,95.6,774900,95.02
"2009-10-13",94.9,96.3,94.41,95.75,752700,95.17
"2009-10-14",96.99,98.5,96.1,97.29,1702800,96.7
"2009-10-15",96.4,98.5,96.12,98.25,731200,97.65
"2009-10-16",99.02,106.25,99,105.84,3629900,105.2
"2009-10-19",106.01,107.27,104.23,106.03,2236400,105.39
"2009-10-20",105.47,107.92,104.93,105.95,1287800,105.31
"2009-10-21",105.52,109.59,105.25,106.43,1302200,105.78
"2009-10-22",106.16,107.97,105.5,106.56,756200,105.91
"2009-10-23",106.96,106.96,104.1,104.54,885800,103.91
"2009-10-26",104.75,107.45,102.93,103.25,689400,102.62
"2009-10-27",103.65,104.41,102.48,102.78,725500,102.16
"2009-10-28",102.73,104.22,100.52,100.61,1050500,100
"2009-10-29",101.88,105.85,97.8,105.43,1924400,104.79
"2009-10-30",104.9,106.8,99.98,100.19,1202800,99.58
"2009-11-02",101.51,104.51,100.22,102.83,1004800,102.21
"2009-11-03",102.03,103.8,96.5,101.31,2080800,100.69
"2009-11-04",102.59,103.31,99.58,99.88,717100,99.27
"2009-11-05",100.88,104.71,100.88,104.53,1016400,103.9
"2009-11-06",103.76,106.29,102.76,106.01,1086400,105.37
"2009-11-09",107.49,108.9,106.36,107.92,857900,107.26
"2009-11-10",107.16,107.92,106.14,107.45,832500,106.8
"2009-11-11",108.07,109.94,107.3,108.13,912700,107.47
"2009-11-12",107.55,109.5,107.34,107.83,734500,107.18
"2009-11-13",107.51,108.99,106.75,108.53,544500,107.87
"2009-11-16",108.99,111.35,108.58,110.03,874200,109.36
"2009-11-17",110.56,111.02,108.86,109.27,547200,108.61
"2009-11-18",109.51,109.75,108.5,109.4,506800,108.74
"2009-11-19",108.6,108.94,105.5,106.76,945900,106.11
"2009-11-20",106.1,107.31,105.09,106.77,604400,106.12
"2009-11-23",107.99,110.51,107.59,108.6,730500,107.94
"2009-11-24",108.63,108.64,106.23,107.47,472700,106.82
"2009-11-25",107.36,108.47,107.03,107.92,419100,107.26
"2009-11-27",105.24,106.72,104.22,104.82,475000,104.18
"2009-11-30",105.07,106.96,104.48,106.79,718500,106.14
"2009-12-01",107.75,108.48,106.5,107.81,548400,107.16
"2009-12-02",107.59,109.76,106.3,106.62,850300,105.97
"2009-12-03",107.01,107.43,104.8,105.09,761700,104.45
"2009-12-04",106.62,107.24,102.83,105.1,868000,104.46
"2009-12-07",104.81,104.81,102.25,104.03,1011400,103.4
"2009-12-08",103.68,105.11,103.17,105.04,749000,104.4
"2009-12-09",105.04,105.95,103.9,105.35,732000,104.71
"2009-12-10",103.92,108,103.92,106,937900,105.36
"2009-12-11",107.2,109.97,106.5,109.49,1133200,108.83
"2009-12-14",110.07,110.34,108.33,109.76,826500,109.09
"2009-12-15",108.93,109.21,106.41,106.72,924500,106.07
"2009-12-16",107.2,107.5,105.88,106.92,529300,106.27
"2009-12-17",106.35,107.28,106.05,106.56,750100,105.91
"2009-12-18",107,107.66,104.29,106.67,1091900,106.02
"2009-12-21",106.42,108.76,106.42,108.1,601000,107.44
"2009-12-22",108.32,110.55,108.03,110.29,567000,109.62
"2009-12-23",110.43,110.43,108.61,108.89,502800,108.23
"2009-12-24",108.88,109.72,108.56,109.69,98800,109.02
"2009-12-28",110.22,113.58,109.7,112.52,1017600,111.84
"2009-12-29",112.53,114,111.9,112.6,650300,111.92
"2009-12-30",112.29,114.93,111.6,113.33,766300,112.64
"2009-12-31",113.24,113.75,112.16,112.3,443100,111.62
"2010-01-04",113.09,113.5,111.9,112.87,727400,112.18
"2010-01-05",112,112.01,107.75,108.62,1560800,107.96
"2010-01-06",107.2,108.55,104.63,105.27,1923600,104.63
"2010-01-07",104.77,108.56,104.55,108.14,1259700,107.48
"2010-01-08",107.71,110.6,106.78,108.48,1263600,107.82
"2010-01-11",108.81,109.81,107.67,108.5,620000,107.84
"2010-01-12",107.87,108.97,104.78,105.73,1407700,105.09
"2010-01-13",106.13,108.24,105.44,107.62,1160800,106.97
"2010-01-14",107.55,110.69,106.98,109.61,991900,108.94
"2010-01-15",109.41,110.03,107,107.03,841300,106.38
"2010-01-19",106.88,109.64,106.4,109.08,952500,108.42
"2010-01-20",108.34,108.75,106.36,107.64,935200,106.99
"2010-01-21",107.76,108.19,101.51,103.56,2213200,102.93
"2010-01-22",103.27,104.6,99.81,100.16,2077300,99.55
"2010-01-25",103.65,104.47,100.9,100.92,1114900,100.31
"2010-01-26",100.44,100.44,95.2,95.31,2381500,94.73
"2010-01-27",96.61,97.35,93.5,97.06,2223700,96.47
"2010-01-28",97.7,97.74,94.5,95.34,1212400,94.76
"2010-01-29",96.31,99,94.68,95.48,1492300,94.9
"2010-02-01",96.34,98.24,94.9,97.93,1188900,97.34
"2010-02-02",98.19,100.48,97.53,99.04,1148800,98.44
"2010-02-03",99.62,101.67,99.37,99.81,970600,99.2
"2010-02-04",99.1,99.1,94.01,95.57,1921100,94.99
"2010-02-05",95.65,98.54,94.46,98.47,1371500,97.87
"2010-02-08",99.49,100.66,97.04,97.04,1623600,96.45
"2010-02-09",98.25,99.78,97.17,98.87,1249700,98.27
"2010-02-10",96.57,97.94,94.45,95.68,2207100,95.1
"2010-02-11",96.89,100.37,96.7,99.49,1346600,98.89
"2010-02-12",98.67,100.8,98.3,100.51,964500,99.9
"2010-02-16",101.29,104.33,101.11,104.16,1228000,103.53
"2010-02-17",104.38,104.75,101.6,102.81,1107300,102.19
"2010-02-18",102.76,103.43,101.64,102.36,626700,101.74
"2010-02-19",101.69,104.1,101.63,103.5,1165600,102.87
"2010-02-22",103.81,104.22,102.59,102.76,753300,102.14
"2010-02-23",102.16,103.73,101.85,102.18,867800,101.56
"2010-02-24",102.61,104.51,102.51,104.2,821900,103.57
"2010-02-25",102.54,105.45,101.85,105.09,872200,104.45
"2010-02-26",105.4,107.47,104.63,107.29,944200,106.64
"2010-03-01",107.23,108.45,106.28,108.09,788600,107.43
"2010-03-02",108.37,109.67,107.6,108.19,1025600,107.53
"2010-03-03",108.38,109.18,107.13,107.34,840300,106.69
"2010-03-04",107.29,109.44,107.19,108.95,822300,108.29
"2010-03-05",109.46,109.78,108.35,109.44,815700,108.78
"2010-03-08",109.3,110.4,108.3,110.22,536900,109.55
"2010-03-09",109.9,110.25,108.97,109.71,964900,109.04
"2010-03-10",109.84,110.39,108.18,110,881600,109.33
"2010-03-11",109.79,111.98,109.44,111.66,711600,110.98
"2010-03-12",111.99,112.59,109.17,110.23,952400,109.56
"2010-03-15",108.6,109.2,107.01,108.89,683000,108.23
"2010-03-16",109.01,109.5,107.97,108.71,405800,108.05
"2010-03-17",109.25,110.3,108.8,109.45,582300,108.79
"2010-03-18",109.85,111.43,108.58,109.54,621600,108.87
"2010-03-19",109.89,110.41,107.73,108.11,863600,107.45
"2010-03-22",107.43,110.16,106.89,109.88,494100,109.21
"2010-03-23",110.21,110.23,108.69,109.85,483400,109.18
"2010-03-24",109.65,111.25,108.71,110.49,693500,109.82
"2010-03-25",111.07,112.19,109.77,109.9,653000,109.23
"2010-03-26",110.26,112.35,110.25,111.08,637100,110.41
"2010-03-29",111.49,112,110.33,111.36,753900,110.68
"2010-03-30",111.36,111.5,109.91,110.36,477100,109.69
"2010-03-31",110.32,113.62,110.2,112.18,1276100,111.5
"2010-04-01",112.73,113.96,111.89,112.68,773700,112
"2010-04-05",112.63,113.14,110.04,110.39,1143000,109.72
"2010-04-06",108.92,109.07,105.65,107.07,1482200,106.42
"2010-04-07",106.88,107.52,105.74,106.17,591300,105.53
"2010-04-08",105.76,107.49,105.53,107.03,697800,106.38
"2010-04-09",107.08,108.01,106.62,107.04,597800,106.39
"2010-04-12",106.97,109.72,106.97,108.58,711800,107.92
"2010-04-13",108.75,109.48,108.28,108.92,452900,108.26
"2010-04-14",109.32,110.77,109.01,110.68,723500,110.01
"2010-04-15",110.33,111.65,110.33,111.65,640300,110.97
"2010-04-16",111.17,111.55,107.2,107.51,985100,106.86
"2010-04-19",107.03,109.73,106.8,109.44,582400,108.78
"2010-04-20",109.97,112.5,108.89,112.42,938400,111.74
"2010-04-21",112.7,112.88,110.3,111.87,574300,111.19
"2010-04-22",111.17,118.71,110.65,116.84,1943800,116.13
"2010-04-23",117.29,118.68,115.95,118.26,976700,117.54
"2010-04-26",118.5,122.66,118.03,120.28,1493800,119.55
"2010-04-27",120.96,121,115.62,115.82,1222400,115.12
"2010-04-28",116.81,118.2,115.21,116.45,688500,115.74
"2010-04-29",117.99,119.49,116.01,118.82,646900,118.1
"2010-04-30",118.18,119.35,116.59,116.63,774000,115.92
"2010-05-03",117.3,117.98,116,116.86,626600,116.15
"2010-05-04",115.7,116.08,113.05,113.43,626200,112.74
"2010-05-05",112.9,120,112.27,118.94,1186600,118.22
"2010-05-06",118.95,120.42,110,117.04,1709600,116.33
"2010-05-07",117.3,118.6,113.49,114.68,1296600,113.98
"2010-05-10",119.21,123.56,118.46,123.39,1429200,122.64
"2010-05-11",122.47,124.85,120.25,120.43,1716600,119.7
"2010-05-12",120.97,123.89,120.97,122.58,1150500,121.84
"2010-05-13",122.56,125,121.86,121.92,846800,121.18
"2010-05-14",121.28,121.39,117,118.19,955300,117.47
"2010-05-17",118.74,119.73,116.57,119.36,1147600,118.64
"2010-05-18",120.04,121.21,113.87,114.69,1311600,113.99
"2010-05-19",113.97,115.4,111.26,114.02,971700,113.33
"2010-05-20",111.49,113,109.4,109.52,1085800,108.85
"2010-05-21",108.99,115.2,107.93,115.09,1424200,114.39
"2010-05-24",115.54,117.8,114.16,114.18,1071500,113.49
"2010-05-25",111.62,114.1,109.4,113.9,999400,113.21
"2010-05-26",114.28,115.76,112.56,113.1,782500,112.41
"2010-05-27",114.43,117.45,114.43,117.35,782800,116.64
"2010-05-28",117.1,118.24,115.6,116.13,777100,115.42
"2010-06-01",115.69,118.25,114.14,115.83,816600,115.13
"2010-06-02",117.07,121.5,117.07,121.4,1521100,120.66
"2010-06-03",122.22,122.49,120.29,121.22,793400,120.48
"2010-06-04",118.64,120.53,117.35,117.9,1071600,117.18
"2010-06-07",118.66,120.43,116.88,116.97,793400,116.26
"2010-06-08",117.64,118.13,113.5,116.07,1096800,115.37
"2010-06-09",116.1,118.8,114.18,114.78,871300,114.08
"2010-06-10",115.81,119.19,115.81,118.97,848800,118.25
"2010-06-11",118.23,124,118.23,123.41,1210500,122.66
"2010-06-14",125.28,125.42,122.71,122.92,1131000,122.17
"2010-06-15",123.16,124.41,121.93,123.25,1271900,122.5
"2010-06-16",121.93,129.53,121.93,126.94,1970000,126.17
"2010-06-17",123.91,124.5,120.8,122.33,2362500,121.59
"2010-06-18",122.23,123.23,121.58,122.17,1109200,121.43
"2010-06-21",123.2,124.03,120.83,121.48,712300,120.74
"2010-06-22",121.75,123.41,119.19,119.41,666900,118.68
"2010-06-23",118.87,120.15,116.61,117.52,686000,116.81
"2010-06-24",116.4,116.95,114.26,114.52,936500,113.82
"2010-06-25",115.5,119.14,115,118.36,1005400,117.64
"2010-06-28",118.36,119.5,115.85,118,1004400,117.28
"2010-06-29",116.6,116.98,113.08,113.88,1098900,113.19
"2010-06-30",113.78,115.9,112.58,113.03,842000,112.34
"2010-07-01",113.62,114.44,109.72,112.63,814500,111.95
"2010-07-02",112.71,112.72,104.76,106.23,1918800,105.58
