"","ICE.Open","ICE.High","ICE.Low","ICE.Close","ICE.Volume","ICE.Adjusted"
"2012-04-18",131.92,131.92,130.15,130.53,546900,129.74
"2012-04-19",130.69,131.67,128.94,129.51,475000,128.72
"2012-04-20",129.82,130.24,128.3,128.39,430600,127.61
"2012-04-23",127.5,128.2,126.73,128.07,494100,127.29
"2012-04-24",127.99,130.44,127.68,130.36,637900,129.57
"2012-04-25",130.99,133.1,130.64,132.62,473600,131.81
"2012-04-26",132.69,132.69,130.44,131,576400,130.2
"2012-04-27",132,132.89,130.57,132.67,329900,131.86
"2012-04-30",132.22,133.95,131.77,133.04,446300,132.23
"2012-05-01",132.22,132.86,130.02,131.11,619300,130.31
"2012-05-02",125.75,129.04,124.59,127.85,1406900,127.07
"2012-05-03",129.66,130.21,127.04,129.26,1136600,128.47
"2012-05-04",127.88,128.86,126.85,127.29,550000,126.52
"2012-05-07",126.94,127.9,125.16,125.64,496000,124.88
"2012-05-08",124.76,125.7,122.83,125.29,668000,124.53
"2012-05-09",123.8,125.85,123.59,124.92,339300,124.16
"2012-05-10",126.01,126.39,124.44,125.05,353000,124.29
"2012-05-11",124.04,126.03,123.28,123.98,626300,123.23
"2012-05-14",122.66,124.18,122.12,123.14,366400,122.39
"2012-05-15",123.51,124.98,121.68,122.04,697500,121.3
"2012-05-16",122.51,125.12,121.71,121.74,529300,121
"2012-05-17",124.36,126.29,121.25,121.34,601200,120.6
"2012-05-18",122.07,125.04,121.97,123.59,1074900,122.84
"2012-05-21",123.56,125.16,123.03,125.09,563500,124.33
"2012-05-22",128.01,129.88,124.06,124.68,932300,123.92
"2012-05-23",124.68,124.74,122.07,124.38,464000,123.62
"2012-05-24",125.26,126.17,122.62,123.95,414400,123.2
"2012-05-25",124.19,126.59,123.39,125.49,505600,124.73
"2012-05-29",126.57,126.83,123.64,125.1,524600,124.34
"2012-05-30",123.89,123.89,120.87,122.27,742100,121.53
"2012-05-31",122.45,123.35,120.38,122.45,545900,121.71
"2012-06-01",120.87,121.3,118.42,118.47,515100,117.75
"2012-06-04",119.39,119.91,117.82,119.29,673700,118.57
"2012-06-05",118.62,125.86,118.62,125.65,1366200,124.89
"2012-06-06",125.91,128.36,124.72,128.36,915500,127.58
"2012-06-07",129.54,129.81,127.47,127.68,651500,126.9
"2012-06-08",126.95,127.89,125.78,127.89,516200,127.11
"2012-06-11",128.6,129.38,126.67,126.76,474100,125.99
"2012-06-12",127.09,128.36,125.95,127.84,328200,127.06
"2012-06-13",129.64,129.64,125.65,125.97,576800,125.2
"2012-06-14",126.92,128.97,126.25,128.79,724800,128.01
"2012-06-15",131.16,135.91,131.16,134.8,1311500,133.98
"2012-06-18",134.19,137.23,133.52,136.24,667500,135.41
"2012-06-19",137.29,137.29,134.65,135.56,515200,134.74
"2012-06-20",135.83,136,133.8,134.88,344500,134.06
"2012-06-21",135.11,136.49,130.86,131.32,424700,130.52
"2012-06-22",131.34,133.6,131.19,133.18,392600,132.37
"2012-06-25",133,133,130.47,131.29,338500,130.49
"2012-06-26",131.23,134.36,131.23,133.36,374600,132.55
"2012-06-27",130.69,134.15,130.69,132.83,368400,132.02
"2012-06-28",131.91,134.17,131.1,134.14,370500,133.33
"2012-06-29",136.21,137.59,134.51,135.98,576900,135.15
"2012-07-02",141.77,141.77,131.87,135.82,632800,135
"2012-07-03",129.37,136.14,129.37,134.9,310400,134.08
"2012-07-05",135.71,136.18,134.07,134.74,327200,133.92
"2012-07-06",133.65,134.56,132.4,133.3,230800,132.49
"2012-07-09",133.39,134.05,131.82,132.81,261600,132
"2012-07-10",133.26,134.39,130.86,131.48,361600,130.68
"2012-07-11",131.34,134.49,130.99,133.74,472100,132.93
"2012-07-12",132.37,134.99,132.12,134.24,562200,133.42
"2012-07-13",134.21,137.44,134.08,137.22,458900,136.39
"2012-07-16",136.1,136.1,133.54,134,547800,133.19
"2012-07-17",134.95,136.24,134.43,136.15,347500,135.32
"2012-07-18",135.79,136.76,135.23,135.67,262300,134.85
"2012-07-19",135.73,136.01,133.14,133.77,306500,132.96
"2012-07-20",132.8,133.33,129.45,131.09,742100,130.29
"2012-07-23",129.01,131.78,128.86,131.17,496200,130.37
"2012-07-24",130.95,132.63,130.67,132.5,508100,131.7
"2012-07-25",132.51,133.6,129.88,130.65,841300,129.86
"2012-07-26",133.97,133.97,130.82,132.73,583200,131.92
"2012-07-27",133.96,135.56,132.46,134.25,298200,133.43
"2012-07-30",133.89,134.91,131.99,132.35,561300,131.55
"2012-07-31",132.83,133.48,130.58,131.22,545500,130.42
"2012-08-01",134.08,135.96,128.12,129.4,864200,128.61
"2012-08-02",128.81,129.41,126.22,128.71,932500,127.93
"2012-08-03",130.76,132.82,129.72,132.25,424700,131.45
"2012-08-06",132.69,133.88,131.78,132,272200,131.2
"2012-08-07",132.74,133.74,132.01,132.07,297400,131.27
"2012-08-08",131.3,133.29,130.34,132.25,266500,131.45
"2012-08-09",132,133.52,131.75,132.95,202500,132.14
"2012-08-10",131.37,133.69,131.37,133.26,254000,132.45
"2012-08-13",132.31,133.92,131.91,133.73,240800,132.92
"2012-08-14",134,134,131.88,132.58,201900,131.77
"2012-08-15",132.61,133.56,132.36,132.8,241600,131.99
"2012-08-16",132.35,135.91,132.35,135.63,267700,134.81
"2012-08-17",136.04,136.37,134.36,135.34,292100,134.52
"2012-08-20",134.71,136.14,134.53,135.62,195800,134.8
"2012-08-21",135.5,136.62,133.6,134.39,303700,133.57
"2012-08-22",134.56,136.26,133.26,136,337200,135.17
"2012-08-23",135.2,136.12,135.2,135.73,322400,134.91
"2012-08-24",134.63,137.25,134.47,137.1,393900,136.27
"2012-08-27",137.21,138.3,136.16,137.67,460300,136.83
"2012-08-28",137.5,139.5,137.5,138.37,401800,137.53
"2012-08-29",138.53,138.86,136.82,137.26,401800,136.43
"2012-08-30",135.15,136.56,134.82,136.35,680700,135.52
"2012-08-31",136.6,137.49,135.84,136.7,211600,135.87
"2012-09-04",136.73,137.01,134.56,136.58,531300,135.75
"2012-09-05",136.64,137,134.61,135.54,622400,134.72
"2012-09-06",136.3,137.43,135.89,136.92,781800,136.09
"2012-09-07",137.35,138.62,136.55,137.13,792000,136.3
"2012-09-10",137.46,138.18,135.68,135.8,627400,134.98
"2012-09-11",136.28,136.57,135.45,135.75,582200,134.93
"2012-09-12",136.1,136.31,135.56,135.95,592400,135.12
"2012-09-13",136,137.23,135.32,136.85,735500,136.02
"2012-09-14",138.2,140.59,136.55,140.09,1030000,139.24
"2012-09-17",140.15,140.89,138.74,140.4,586000,139.55
"2012-09-18",139.78,141.15,139.18,140.37,529300,139.52
"2012-09-19",140.17,140.5,137.96,138.21,516100,137.37
"2012-09-20",137.19,137.81,135.27,137.8,386000,136.96
"2012-09-21",138.27,138.84,137.57,137.57,550700,136.73
"2012-09-24",137.25,138.02,136.39,137.15,237500,136.32
"2012-09-25",137.42,138.18,135.16,135.21,306900,134.39
"2012-09-26",134.98,135.53,134.46,134.67,390900,133.85
"2012-09-27",135.85,136.88,134.93,135.14,244900,134.32
"2012-09-28",134.98,136.23,133.18,133.41,729800,132.6
"2012-10-01",133.86,134.75,131.69,131.92,720600,131.12
"2012-10-02",132.61,132.99,129.72,130.48,897500,129.69
"2012-10-03",130.48,132.07,130.07,131.5,541000,130.7
"2012-10-04",131.88,132.92,130.93,132.01,466800,131.21
"2012-10-05",132.69,133.09,130.67,131,333600,130.2
"2012-10-08",130.63,131.22,130.22,130.45,237000,129.66
"2012-10-09",130.43,130.9,128.34,129.68,495500,128.89
"2012-10-10",130.07,130.56,128.19,128.68,355400,127.9
"2012-10-11",129.54,129.91,128.71,129.14,405000,128.36
"2012-10-12",128.93,130.51,128.38,129.74,752400,128.95
"2012-10-15",130.84,130.86,128.02,129.01,579400,128.23
"2012-10-16",129.99,131.7,129.36,131.42,321900,130.62
"2012-10-17",131.08,131.66,130.24,130.78,1368600,129.99
"2012-10-18",130.73,131.24,130.15,130.47,505500,129.68
"2012-10-19",130.45,132.17,130.14,130.2,534500,129.41
"2012-10-22",130.52,131.89,129.06,131.56,407200,130.76
"2012-10-23",130.06,130.81,129.2,130.38,286600,129.59
"2012-10-24",130.46,131.25,130.16,130.47,207400,129.68
"2012-10-25",131.41,131.41,128.64,130.5,357200,129.71
"2012-10-26",130.7,131.55,130.15,131.19,259400,130.39
"2012-10-31",131.19,132.25,130.06,131,352100,130.2
"2012-11-01",129.56,131.27,129.56,131.24,555000,130.44
"2012-11-02",131.86,132.46,129.6,129.83,425000,129.04
"2012-11-05",129.15,133.91,128.64,133.28,400800,132.47
"2012-11-06",133.03,133.82,131.79,133.45,650700,132.64
"2012-11-07",132.88,133.25,130.51,131.57,361400,130.77
"2012-11-08",131.47,132.86,129.89,130.38,349100,129.59
"2012-11-09",130.38,131.68,130.14,130.3,237600,129.51
"2012-11-12",130.73,131.25,129.31,130.55,268700,129.76
"2012-11-13",130.09,131.34,128.17,128.34,727700,127.56
"2012-11-14",128.32,129.43,127.63,127.94,618500,127.16
"2012-11-15",127.98,129.88,126.07,126.74,644600,125.97
"2012-11-16",126.85,128.08,126.22,127.6,575800,126.83
"2012-11-19",128.94,130.34,128.93,130.03,455900,129.24
"2012-11-20",129.62,130.65,128.75,129.87,322200,129.08
"2012-11-21",129.8,131.11,128.75,130.52,286000,129.73
"2012-11-23",131.03,131.23,130.03,131.19,124100,130.39
"2012-11-26",130.58,131.54,130.26,130.81,243800,130.02
"2012-11-27",130.96,131.43,129.85,129.97,277200,129.18
"2012-11-28",129.83,131.13,129.45,131,215100,130.2
"2012-11-29",131.65,132.43,130.39,132.21,270400,131.41
"2012-11-30",131.97,132.51,131.13,132.15,422700,131.35
"2012-12-03",132.24,133.43,131.85,132,376400,131.2
"2012-12-04",132.65,132.67,130.25,130.85,384600,130.06
"2012-12-05",130.85,131.11,129.29,130.18,373800,129.39
"2012-12-06",130.16,131.65,129.02,131.14,411300,130.34
"2012-12-07",131.6,132.22,130.44,130.72,269500,129.93
"2012-12-10",130.3,131.77,130.18,131,290000,130.2
"2012-12-11",131.2,131.7,128.87,129.12,641500,128.34
"2012-12-12",129.74,130.57,128.85,129.7,420300,128.91
"2012-12-13",129.8,130.28,128.47,129.22,420100,128.44
"2012-12-14",129.15,129.66,127.71,127.9,382300,127.12
"2012-12-17",128.23,128.63,125.21,127.84,684000,127.06
"2012-12-18",128.42,129.17,127.11,128.04,872800,127.26
"2012-12-19",127.9,128.68,127.08,128.31,1691900,127.53
"2012-12-20",135.25,135.4,123.46,130.1,13675800,129.31
"2012-12-21",127.53,129.68,125.98,126.25,4748200,125.48
"2012-12-24",126.17,126.96,124.71,125.04,752900,124.28
"2012-12-26",125.07,125.52,124.12,125,761100,124.24
"2012-12-27",125.27,125.79,122.72,124.22,1159200,123.47
"2012-12-28",123.18,124.35,122.82,123.66,762900,122.91
"2012-12-31",123.57,123.84,122.83,123.81,1115800,123.06
"2013-01-02",125.67,126.42,124.03,124.92,1505000,124.16
"2013-01-03",125.18,126.95,124.27,126.92,1548900,126.15
"2013-01-04",126.72,130.1,126.18,129.6,1579200,128.81
"2013-01-07",128.45,128.99,126.84,126.91,1197600,126.14
"2013-01-08",126.68,127.28,125.5,127.18,1800600,126.41
"2013-01-09",126.92,128.03,126.64,127.61,2079700,126.83
"2013-01-10",127.77,128.49,126.96,128,1445900,127.22
"2013-01-11",127.72,129.42,127.27,129.36,840300,128.57
"2013-01-14",129.02,129.97,128.47,129.52,807500,128.73
"2013-01-15",129.17,129.17,127.3,128.59,800900,127.81
"2013-01-16",127.96,128.67,127.67,128.08,773600,127.3
"2013-01-17",128.57,131.62,128.34,131.21,1182300,130.41
"2013-01-18",131.15,133.36,130.55,133.33,1409000,132.52
"2013-01-22",132.57,134.12,130.78,134.11,1522300,133.3
"2013-01-23",133.85,134.51,132.51,133.56,1317200,132.75
"2013-01-24",133.73,135.57,133.53,134.28,1289000,133.46
"2013-01-25",134.28,135.01,133.44,134.82,1038400,134
"2013-01-28",134.9,135.85,133.3,135.21,2136200,134.39
"2013-01-29",135.48,136.93,134.87,136.71,1397400,135.88
"2013-01-30",136.97,139.72,136.89,138.9,2314500,138.06
"2013-01-31",137.96,139.44,137.57,138.75,1478800,137.91
"2013-02-01",139.85,142.44,139.15,140.88,1785800,140.02
"2013-02-04",139.6,141.4,138.56,141.33,1667500,140.47
"2013-02-05",141.33,143.6,140.57,143.54,2218000,142.67
"2013-02-06",142.37,145.59,141.06,145.22,2743800,144.34
"2013-02-07",145.01,149.16,143.66,148.95,1710000,148.05
"2013-02-08",149.17,149.66,147.92,149,1136500,148.1
"2013-02-11",149.05,149.95,148.08,149.83,757900,148.92
"2013-02-12",150,151.88,149.8,150.71,1569400,149.79
"2013-02-13",150.5,151.87,149.13,151.81,932500,150.89
"2013-02-14",151.45,156.13,150.87,155.52,1679400,154.58
"2013-02-15",155.5,158.47,154.85,156.46,1729300,155.51
"2013-02-19",156.66,157.49,155.15,155.75,1367500,154.8
"2013-02-20",155.39,156.61,154.54,154.72,1101700,153.78
"2013-02-21",154.7,154.89,152.75,153.03,871400,152.1
"2013-02-22",153.82,156.15,153.74,155.98,866100,155.03
"2013-02-25",156.19,156.59,150.35,150.52,1277900,149.61
"2013-02-26",152,153.08,150.61,152.83,768600,151.9
"2013-02-27",152.63,155.3,151.3,155.09,604600,154.15
"2013-02-28",155.15,156.23,153.85,154.82,678800,153.88
"2013-03-01",154.33,154.33,152.31,154,666200,153.06
"2013-03-04",153.81,156.74,152.91,156.57,553600,155.62
"2013-03-05",157.08,159.77,157.08,158.53,841700,157.57
"2013-03-06",160.15,162.29,159.77,160.35,663100,159.38
"2013-03-07",160.35,160.49,157.79,158.74,700600,157.78
"2013-03-08",159.65,160.08,157.92,158.6,604200,157.64
"2013-03-11",158.19,159.26,156.67,159.24,578600,158.27
"2013-03-12",158.68,159.17,158.16,158.5,547200,157.54
"2013-03-13",158.09,159.86,157.74,159.41,442600,158.44
"2013-03-14",158.95,162.62,158.69,162.34,841300,161.35
"2013-03-15",162.41,162.79,159.75,160.98,652500,160
"2013-03-18",158.66,160.99,158.43,159.85,399800,158.88
"2013-03-19",160.25,160.96,156.12,159.61,719100,158.64
"2013-03-20",159.81,162.38,159.41,161.6,544400,160.62
"2013-03-21",161.98,162.94,160.29,161.44,656100,160.46
"2013-03-22",161.63,162.86,161.11,162.31,562000,161.32
"2013-03-25",163.49,163.81,161.2,162,483800,161.02
"2013-03-26",162.61,163.19,159.38,161.57,503000,160.59
"2013-03-27",160.5,161,158.58,159.81,648400,158.84
"2013-03-28",159.6,163.18,158.65,163.07,657800,162.08
"2013-04-01",162.47,163.21,159.63,160.09,513500,159.12
"2013-04-02",161.41,163.31,160.3,161.48,931900,160.5
"2013-04-03",161.9,162.07,156.66,156.83,738600,155.88
"2013-04-04",157.33,159.11,156.09,157.1,550500,156.15
"2013-04-05",155.33,155.48,150.12,155.06,1477500,154.12
"2013-04-08",154.91,156.12,153.95,155.97,383800,155.02
"2013-04-09",155.91,156.42,154.17,155.05,322500,154.11
"2013-04-10",155.49,158.23,155.49,157.76,414700,156.8
"2013-04-11",158.09,159.26,156.97,158.32,453400,157.36
"2013-04-12",158.1,158.43,156.83,158.2,301600,157.24
"2013-04-15",158,159.54,154.14,154.16,488700,153.22
"2013-04-16",155.07,155.69,153.32,155.51,5e+05,154.57
"2013-04-17",153.85,154.72,153.02,153.97,583600,153.03
"2013-04-18",154.17,155.64,152.08,152.41,431600,151.48
"2013-04-19",152.85,154.52,152.56,154.38,404600,153.44
"2013-04-22",154.44,156.15,152.86,155.27,411900,154.33
"2013-04-23",155.64,157.9,155.64,157.39,460100,156.43
"2013-04-24",157.84,159,156.84,158.39,544300,157.43
"2013-04-25",158.59,160.13,157.83,159.59,531900,158.62
"2013-04-26",159.32,160.38,158,159.51,385800,158.54
"2013-04-29",159.51,162.14,159.34,161.89,649300,160.91
"2013-04-30",161.12,163.52,160.99,162.93,1913200,161.94
"2013-05-01",159.5,170.73,158.45,166.56,2003500,165.55
"2013-05-02",166.65,171.73,166.09,171.56,842300,170.52
"2013-05-03",172.63,174.25,171.93,172.02,688300,170.98
"2013-05-06",171.31,172.54,171.26,171.68,494400,170.64
"2013-05-07",171.94,172.61,170.01,171.12,633800,170.08
"2013-05-08",170.85,172.04,169.66,171.66,447600,170.62
"2013-05-09",171.82,172.34,170.53,171.21,332600,170.17
"2013-05-10",171.23,172.35,170.76,172.1,338200,171.05
"2013-05-13",171.59,173.7,170.84,172.26,311400,171.21
"2013-05-14",172.48,176.15,172.18,175.91,394700,174.84
"2013-05-15",174.47,177.7,173.73,174.81,644300,173.75
"2013-05-16",174.34,175.96,173.96,174.02,499700,172.96
"2013-05-17",174.89,178.18,174.26,177.41,719700,176.33
"2013-05-20",176.55,178.82,175.32,176.06,615100,174.99
"2013-05-21",178.4,179.1,173.39,173.49,1075900,172.44
"2013-05-22",173.27,174.38,168.01,169.52,1644500,168.49
"2013-05-23",168.09,169.45,166.35,168.29,652600,167.27
"2013-05-24",167.71,168.5,166.18,167.66,721600,166.64
"2013-05-28",169.53,171.56,168.85,169.51,720800,168.48
"2013-05-29",168.33,171.92,168.33,171.21,580900,170.17
"2013-05-30",171.3,177.87,170.75,177.44,779200,176.36
"2013-05-31",176.72,176.96,171.21,171.21,977800,170.17
"2013-06-03",171.42,171.55,166.69,169.2,656200,168.17
"2013-06-04",168.99,169.11,163.25,164.76,843800,163.76
"2013-06-05",163.51,166.18,162.95,164.84,720000,163.84
"2013-06-06",163.93,169.36,163.93,169.2,652600,168.17
"2013-06-07",169.86,174.87,166.87,174.7,701800,173.64
"2013-06-10",175,175.86,173.01,175.08,507100,174.02
"2013-06-11",172.17,173.09,170.48,171.14,548600,170.1
"2013-06-12",171.26,173.03,171,172.06,548600,171.01
"2013-06-13",171.6,175.5,170.54,175.39,567000,174.32
"2013-06-14",175,175.22,173.02,173.15,489900,172.1
"2013-06-17",174.37,179.6,173.62,178.87,943600,177.78
"2013-06-18",180,184.12,179.76,183.07,1062500,181.96
"2013-06-19",183,183,178.46,178.85,636600,177.76
"2013-06-20",176.84,178.18,172.34,173.47,941400,172.42
"2013-06-21",174.06,175.32,170.34,172.56,851900,171.51
"2013-06-24",170.41,173.96,168.7,171.94,940700,170.9
"2013-06-25",173.28,177.15,172.68,175.12,901800,174.06
"2013-06-26",176.96,180.72,174.45,179.9,1126300,178.81
"2013-06-27",179.81,181.43,178.22,179.66,738900,178.57
"2013-06-28",179.1,180.13,177.76,177.76,808100,176.68
"2013-07-01",179.6,181.25,177.93,178.02,728100,176.94
"2013-07-02",177.52,178.85,173.63,174.5,1417400,173.44
"2013-07-03",174.37,175.97,173.62,174.9,723400,173.84
"2013-07-05",176.35,177.35,174.87,177.03,652100,175.95
"2013-07-08",177.45,179.58,176.98,177.38,454900,176.3
"2013-07-09",179,179.72,173.54,175.35,929700,174.29
"2013-07-10",175.56,179.49,175.19,179.27,782100,178.18
"2013-07-11",180.74,181.45,177.01,179.23,894500,178.14
"2013-07-12",179.35,181.11,178.66,180.67,519300,179.57
"2013-07-15",180.84,182.43,179.78,181.86,565100,180.76
"2013-07-16",181.62,183.44,181.24,181.56,680600,180.46
"2013-07-17",181.88,182.76,180.54,181.02,504300,179.92
"2013-07-18",181.49,182.26,180.18,181.47,379000,180.37
"2013-07-19",180.62,180.62,177.46,178.99,568400,177.9
"2013-07-22",178.69,178.69,176.37,177.18,471700,176.1
"2013-07-23",177.25,178.85,176.49,178.49,516600,177.41
"2013-07-24",178.68,179.45,176.1,176.78,545600,175.71
"2013-07-25",176.18,178.76,175.76,178.65,366400,177.56
"2013-07-26",177.82,177.9,174.9,177.28,442700,176.2
"2013-07-29",176.47,179.19,176.4,178.25,388700,177.17
"2013-07-30",178.1,180.13,178.1,179.66,380100,178.57
"2013-07-31",180.09,183.89,179.66,182.45,948900,181.34
"2013-08-01",184.01,185.95,183.03,185.8,637700,184.67
"2013-08-02",187.22,188.78,183.94,188.44,934500,187.3
"2013-08-05",187.43,187.88,184.74,185.64,808400,184.51
"2013-08-06",184.38,187.44,183.95,186.82,644700,185.69
"2013-08-07",186.16,186.32,180.14,184.99,631100,183.87
"2013-08-08",185.38,187.83,184.5,187.17,508900,186.03
"2013-08-09",187.05,187.97,184.63,184.92,206800,183.8
"2013-08-12",183.94,184.38,182,183.14,428900,182.03
"2013-08-13",183.2,183.61,181.83,183,387700,181.89
"2013-08-14",182.96,183.6,181.29,182.1,301100,180.99
"2013-08-15",180.83,181.19,178.77,180.35,446400,179.25
"2013-08-16",180.15,182.4,179.37,181.79,468500,180.69
"2013-08-19",180.55,183.67,180.55,181.66,517900,180.56
"2013-08-20",181.37,183.57,180.6,183.29,783200,182.18
"2013-08-21",182.45,184.37,181.42,181.66,453000,180.56
"2013-08-22",182.23,186.21,181.71,185.51,515200,184.38
"2013-08-23",185.52,186.44,184.03,185.33,567000,184.2
"2013-08-26",185.34,186.48,183.2,183.37,499000,182.26
"2013-08-27",181.91,182.58,179.27,180.24,646700,179.15
"2013-08-28",180.25,182.97,179.26,179.93,456700,178.84
"2013-08-29",179.44,181.68,179.33,180.27,423100,179.18
"2013-08-30",179.9,180.61,178.57,179.75,422100,178.66
"2013-09-03",182.23,183.98,180.82,181.67,516600,180.57
"2013-09-04",181.56,183.6,179.45,182.95,507600,181.84
"2013-09-05",182.67,183.23,180.86,181,637200,179.9
"2013-09-06",181.95,182.02,177.26,179.39,827900,178.3
"2013-09-09",179.04,181.46,179.04,181.43,692500,180.33
"2013-09-10",182.5,182.97,180.91,181,666500,179.9
"2013-09-11",180.95,181.72,180.13,181.55,476700,180.45
"2013-09-12",181.31,181.97,179.65,180,537700,178.91
"2013-09-13",180.75,180.99,178.42,180.53,563600,179.43
"2013-09-16",182.39,182.73,180.69,181.07,557300,179.97
"2013-09-17",181.69,182.32,181.09,181.6,586100,180.5
"2013-09-18",181.93,182.3,180.77,181.72,548600,180.62
"2013-09-19",182,183.16,181.03,182.97,579900,181.86
"2013-09-20",183.17,184.95,181.55,182.13,638000,181.02
"2013-09-23",181.3,181.73,179.6,181.14,358700,180.04
"2013-09-24",180.77,182.19,179.84,180.69,402600,179.59
"2013-09-25",180.91,181.62,178.6,178.9,559200,177.81
"2013-09-26",179.26,180.78,178.61,179.92,390300,178.83
"2013-09-27",178.85,182,178.43,181.28,379800,180.18
"2013-09-30",179.47,181.76,178.41,181.42,553100,180.32
"2013-10-01",181.09,184.23,180.82,183.93,708500,182.81
"2013-10-02",182.58,184.11,179.1,184.11,1174100,182.99
"2013-10-03",183.89,188.52,183.78,188.03,1158100,186.89
"2013-10-04",188.71,193.78,187.88,193.65,1190400,192.47
"2013-10-07",192,194.34,191.54,193,688600,191.83
"2013-10-08",192.5,193.7,187.68,189.66,1097100,188.51
"2013-10-09",189.9,191.2,187.35,188.96,944600,187.81
"2013-10-10",190.66,194.7,190.01,193.16,855900,191.99
"2013-10-11",192.57,195.26,192.2,194.68,599100,193.5
"2013-10-14",193.89,196.21,193.11,195.66,289100,194.47
"2013-10-15",194.73,196.04,193.42,194.12,484200,192.94
"2013-10-16",195.73,197.48,194.44,195.51,366900,194.32
"2013-10-17",194.99,197.6,194.14,197.25,510200,196.05
"2013-10-18",197.08,198.53,195.97,198.22,637200,197.02
"2013-10-21",198.42,198.42,196.57,197.25,394800,196.05
"2013-10-22",197.48,198.46,195.76,197.47,393000,196.27
"2013-10-23",197.1,197.1,194.85,195.94,736800,194.75
"2013-10-24",196.08,196.83,195.28,196.2,503200,195.01
"2013-10-25",196.4,197.06,195.25,196,432400,194.81
"2013-10-28",196.32,196.32,192.79,193.81,603200,192.63
"2013-10-29",193.61,195.19,191.78,192.85,1023000,191.68
"2013-10-30",193.05,193.81,190.47,190.6,905400,189.44
"2013-10-31",191.46,194.09,191.39,192.73,846500,191.56
"2013-11-01",194.68,196.31,193.06,195.35,713700,194.16
"2013-11-04",195.51,196.06,192.21,193.84,698700,192.66
"2013-11-05",198.77,200.87,195.46,197.97,1005500,196.77
"2013-11-06",198.81,199.96,197,199.8,772900,198.59
"2013-11-07",199.8,202.44,198.94,200.33,1301200,199.11
"2013-11-08",200.29,205.25,200.29,204.2,679800,202.96
"2013-11-11",204.2,205.8,202.29,202.72,352500,201.49
"2013-11-12",202.41,203.18,197.8,197.8,1884900,196.6
"2013-11-13",198.19,201.42,197.8,199.84,762600,198.63
"2013-11-14",200.5,200.57,196.75,199.16,850100,197.95
"2013-11-15",199,203.44,199,202.36,799800,201.13
"2013-11-18",204.33,204.52,201.27,203.17,939900,201.94
"2013-11-19",203.59,207.84,203.59,206.42,1796300,205.17
"2013-11-20",206.95,213.23,206,213.07,1678300,211.78
"2013-11-21",215.2,216.04,213.07,215.71,1440600,214.4
"2013-11-22",215.71,218.13,214.88,217.41,924700,216.09
"2013-11-25",217.88,218.05,215.6,216.32,656600,215.01
"2013-11-26",216,216.63,213.28,213.28,1276000,211.98
"2013-11-27",213.94,215.63,212.71,214.42,458600,213.12
"2013-11-29",215,215.29,213.12,213.29,204700,211.99
"2013-12-02",213.83,215.96,212.66,214.89,888500,213.58
"2013-12-03",214.15,214.42,212.13,212.71,844100,211.42
"2013-12-04",211.04,213.68,210.37,212.3,602200,211.01
"2013-12-05",211.77,213.38,210.95,212.65,1202400,211.36
"2013-12-06",214.38,218.5,213.5,218.2,974200,216.87
"2013-12-09",216.24,219.02,215.72,217.37,746800,216.05
"2013-12-10",217.29,218.09,215.94,216.77,526400,215.45
"2013-12-11",218.26,220.07,216.69,218.5,1069800,217.17
"2013-12-12",216.86,219.49,215.77,217.83,1396100,217.15
"2013-12-13",218.83,221.25,218.57,220.44,931600,219.75
"2013-12-16",221,222.39,220.11,221.84,1019100,221.15
"2013-12-17",222.29,223.16,219.79,222.22,1167400,221.53
"2013-12-18",221.58,225.7,219.77,225.15,1468600,224.45
"2013-12-19",225,225.88,222.06,222.63,846200,221.94
"2013-12-20",223,225.74,222.11,224.46,2514700,223.76
"2013-12-23",226.57,226.66,223.91,226.06,774000,225.36
"2013-12-24",226.01,226.08,223.77,226.01,280800,225.31
"2013-12-26",226.23,227.07,224.08,224.86,349200,224.16
"2013-12-27",224.68,225.63,223.62,224.74,437200,224.04
"2013-12-30",225.38,225.7,221.89,223.52,343600,222.83
"2013-12-31",223.5,225.89,222.45,224.92,442200,224.22
"2014-01-02",224.16,225.49,222.15,224.6,766700,223.9
"2014-01-03",224.6,226.96,224.47,225.88,972800,225.18
"2014-01-06",226.9,228.82,226.01,226.46,671700,225.76
"2014-01-07",228.84,229.5,226.05,227.82,856600,227.11
"2014-01-08",227.17,228.21,224.99,227.01,647900,226.3
"2014-01-09",227.94,228.86,227,227.53,543000,226.82
"2014-01-10",226.45,227.38,224.05,225.33,601500,224.63
"2014-01-13",225,225.56,220.01,220.51,620900,219.82
"2014-01-14",221.06,221.33,218.28,219.8,984400,219.12
"2014-01-15",219.71,219.99,208.32,210.88,3625200,210.22
"2014-01-16",208.8,212.66,208.1,209.33,1396100,208.68
"2014-01-17",209.02,210.31,206.03,206.87,1713600,206.23
"2014-01-21",208.38,212.33,207.62,208,1548600,207.35
"2014-01-22",209.16,210.98,207.37,209.98,1162800,209.33
"2014-01-23",208.15,208.99,205.98,206.89,1036400,206.25
"2014-01-24",206,207.02,204.34,204.36,1312400,203.72
"2014-01-27",208.23,208.23,202.61,203.16,1426300,202.53
"2014-01-28",209,209,204,206.9,801100,206.26
"2014-01-29",203.04,207.63,203.04,204.78,836900,204.14
"2014-01-30",201.01,209.55,201.01,209.3,581800,208.65
"2014-01-31",205.6,210.25,205.6,208.79,828400,208.14
"2014-02-03",208.18,208.58,203,203.45,1191300,202.82
