"","JOY.Open","JOY.High","JOY.Low","JOY.Close","JOY.Volume","JOY.Adjusted"
"2010-06-29",52.12,52.46,49.85,50.44,5383600,48.46
"2010-06-30",50.46,52.14,49.85,50.09,2542500,48.12
"2010-07-01",50.37,50.68,48.05,49.77,3055800,47.81
"2010-07-02",50.65,52.44,50.17,50.84,3629800,48.84
"2010-07-06",52.18,52.88,50.05,50.59,2780700,48.6
"2010-07-07",50.38,52.33,50.3,52.25,3104300,50.19
"2010-07-08",52.98,53,51.27,52.44,2487100,50.38
"2010-07-09",52.5,54.16,52.02,53.93,1876600,51.81
"2010-07-12",53.71,54,52.42,53.27,2267500,51.17
"2010-07-13",54.42,56.18,53.95,55.84,3094000,53.64
"2010-07-14",55.49,56.17,54.66,55.47,1700900,53.29
"2010-07-15",55.37,55.46,53.48,54.85,2080500,52.69
"2010-07-16",54.62,54.62,53.24,53.49,1789400,51.39
"2010-07-19",54.19,55.19,53.18,54.85,1979300,52.69
"2010-07-20",53.88,56.98,53.61,56.92,2316600,54.68
"2010-07-21",57.65,58.68,56.16,56.38,2692900,54.16
"2010-07-22",57.34,58.5,57.21,57.72,2397300,55.45
"2010-07-23",58.04,60.62,58.02,60.5,2777200,58.12
"2010-07-26",60.46,60.75,58.79,59.45,2310700,57.11
"2010-07-27",59.83,60.07,57.19,58.1,2301200,55.81
"2010-07-28",57.64,58.99,57.32,58.71,1550300,56.4
"2010-07-29",59.01,59.65,57.05,58.05,1091900,55.77
"2010-07-30",57.05,59.58,56.89,59.37,1640500,57.03
"2010-08-02",60.61,61.35,60.41,60.72,1582800,58.33
"2010-08-03",60.41,60.78,59.2,60.29,1180000,57.92
"2010-08-04",60.8,60.95,59.66,60.61,1207000,58.22
"2010-08-05",60,61.26,59.95,60.7,1191100,58.31
"2010-08-06",59.76,61,59.3,60.83,1077600,58.44
"2010-08-09",61.14,61.57,60.5,60.92,1158600,58.52
"2010-08-10",59.89,60.2,58.55,59.91,1183100,57.55
"2010-08-11",58.25,58.37,56.5,56.85,1351500,54.61
"2010-08-12",55.87,57.52,55.37,56.82,1087800,54.58
"2010-08-13",56.54,57.31,56,56.63,891000,54.4
"2010-08-16",56.59,58.73,56.05,58.41,1320600,56.11
"2010-08-17",59.3,61.95,59.1,60.39,1678100,58.01
"2010-08-18",60.09,61.07,59.46,60.57,1095100,58.19
"2010-08-19",60.15,60.85,58.94,59.69,1400900,57.34
"2010-08-20",59.08,59.79,58.39,59.63,1186300,57.28
"2010-08-23",59.98,60.46,57.74,57.9,1121100,55.62
"2010-08-24",57.07,57.66,55.86,56.38,1408100,54.16
"2010-08-25",55.57,55.59,53.55,55.11,2195000,52.94
"2010-08-26",55.85,56.49,53.7,53.89,1904500,51.77
"2010-08-27",54.48,56.94,53.13,56.83,2140100,54.59
"2010-08-30",56.5,56.95,55.73,55.9,1072700,53.7
"2010-08-31",55.46,57.41,55.33,56.72,1664800,54.49
"2010-09-01",57.35,60.33,56.71,60.16,4363600,57.97
"2010-09-02",60.75,62.9,60.13,62.5,3039700,60.23
"2010-09-03",63.38,64.01,62.33,62.98,2061400,60.69
"2010-09-07",62.26,62.54,61.41,61.99,2198700,59.73
"2010-09-08",62.02,65.75,62.02,65.32,2849300,62.94
"2010-09-09",65.79,66.3,64.06,64.6,1744200,62.25
"2010-09-10",64.6,66.21,64,64.86,1462800,62.5
"2010-09-13",65.98,66.74,65.69,66.59,1638800,64.17
"2010-09-14",66.03,66.73,65.46,65.65,1388100,63.26
"2010-09-15",65.39,66.43,64.4,66.2,1313100,63.79
"2010-09-16",66.03,67.2,65.83,66.06,1309400,63.66
"2010-09-17",66.2,67.45,65.46,67.23,1756600,64.78
"2010-09-20",67.78,69.38,67.26,68.99,2166000,66.48
"2010-09-21",68.99,69.52,68.11,68.97,1782400,66.46
"2010-09-22",68.98,70.55,68.53,69.59,2054700,67.06
"2010-09-23",68.8,69.25,67.76,67.87,1501200,65.4
"2010-09-24",69.01,70.7,68.9,70.46,1920200,67.9
"2010-09-27",69.93,71.15,69.75,70.81,1528100,68.23
"2010-09-28",70.32,70.92,68.8,70.71,2042300,68.14
"2010-09-29",70.55,71.3,70.43,70.83,1304900,68.25
"2010-09-30",71.66,72,69.45,70.32,1882300,67.76
"2010-10-01",71.16,71.33,69.73,70.02,2016100,67.47
"2010-10-04",69.99,70.45,67.85,68.5,1448300,66.01
"2010-10-05",69.65,70.85,69.21,70.51,1826500,67.95
"2010-10-06",70.62,71.98,70.22,71.39,1274000,68.79
"2010-10-07",71.42,71.92,69.5,70.96,977700,68.38
"2010-10-08",71.03,73.94,71.02,72.99,1563200,70.33
"2010-10-11",73.3,73.69,72.57,73.12,1101200,70.46
"2010-10-12",72.98,72.98,71.29,72.57,1182100,69.93
"2010-10-13",72.27,73.08,71.84,72.82,2220200,70.17
"2010-10-14",72.71,73.72,72.11,72.6,1362600,69.96
"2010-10-15",73.12,73.3,70.94,72.62,1659600,69.98
"2010-10-18",72.73,73.24,71.58,72.21,1024100,69.58
"2010-10-19",70.87,71,68.59,69.14,1925400,66.62
"2010-10-20",69.7,71.85,69.21,71.38,1342400,68.78
"2010-10-21",71.83,72.62,69.75,71.41,1547800,68.81
"2010-10-22",69.87,69.9,68.13,69.31,2813300,66.79
"2010-10-25",70.17,71.07,69.66,70.38,1357400,67.82
"2010-10-26",69.87,70.82,68.78,69.4,1240300,66.88
"2010-10-27",68.41,69.19,67.72,69.16,1543900,66.64
"2010-10-28",69.64,70.46,68.76,69.72,891300,67.18
"2010-10-29",69.93,71.87,69.61,70.95,1027500,68.37
"2010-11-01",71.32,72.45,70.76,71.34,1311700,68.74
"2010-11-02",71.95,72.18,71.21,71.48,723200,68.88
"2010-11-03",71.17,71.61,69.58,70.84,1090200,68.26
"2010-11-04",72,74.25,72,74.24,1927900,71.54
"2010-11-05",74.14,75.43,73.87,75.33,1447700,72.59
"2010-11-08",74.99,76.3,74.69,75.11,1022800,72.38
"2010-11-09",75.69,76.72,73.7,74.17,995800,71.47
"2010-11-10",74.23,74.6,72.68,74.44,1363400,71.73
"2010-11-11",73.58,75.69,73.06,74.84,1042400,72.12
"2010-11-12",73.71,74.45,71.97,72.38,1032000,69.75
"2010-11-15",77,79.45,76.4,77.77,7968400,74.94
"2010-11-16",76,76.48,73.74,74.52,4584200,71.81
"2010-11-17",74.71,75.45,73.74,75.06,2161600,72.33
"2010-11-18",76.51,76.56,75.11,75.58,2037300,72.83
"2010-11-19",75.64,76.52,74.88,76.45,1624900,73.67
"2010-11-22",76.66,77.42,75.54,77.15,2009000,74.34
"2010-11-23",76.2,76.25,74.36,75.27,1900400,72.53
"2010-11-24",75.97,78.54,75.96,78.08,1522100,75.24
"2010-11-26",77.57,78.06,75.91,76.31,832400,73.53
"2010-11-29",75.5,76.41,75.05,76.32,1111000,73.54
"2010-11-30",75.53,76.7,75.01,76.32,1319300,73.54
"2010-12-01",77.8,80,77.6,79.35,1654200,76.46
"2010-12-02",79.15,79.98,78.69,78.83,1496500,76.13
"2010-12-03",78.44,79.64,78.28,79.48,795400,76.76
"2010-12-06",79.37,80.83,79.02,80.5,999300,77.74
"2010-12-07",81.57,81.85,78.62,79.14,1678700,76.43
"2010-12-08",78.99,80,77.3,78.66,1734100,75.97
"2010-12-09",79.58,79.86,77.9,78.36,1205700,75.68
"2010-12-10",78.7,79.27,77.76,79.08,1234800,76.37
"2010-12-13",79.85,81.61,79.71,80.6,1927900,77.84
"2010-12-14",80.91,81.51,79.75,80.21,1902600,77.46
"2010-12-15",83.6,87.11,83.44,85.78,6469900,82.84
"2010-12-16",85.33,86.25,83.84,85.44,2261000,82.51
"2010-12-17",85.57,85.64,84.4,85.55,2501400,82.62
"2010-12-20",85.67,86.93,85.1,86.63,1206700,83.66
"2010-12-21",87,88.05,85.77,87.59,1496600,84.59
"2010-12-22",87.45,87.59,86.26,86.75,761200,83.78
"2010-12-23",86.47,87.34,86.35,86.93,657300,83.95
"2010-12-27",86.75,86.88,85.6,86.07,692400,83.12
"2010-12-28",86.27,87.71,86.27,87,1489400,84.02
"2010-12-29",87.36,87.79,86.96,87.02,654100,84.04
"2010-12-30",87,88.21,86.7,86.99,618900,84.01
"2010-12-31",87,87.24,86.12,86.75,527100,83.78
"2011-01-03",87.75,90.46,87.7,88.87,1660400,85.83
"2011-01-04",89,89.39,86.65,88.46,1484100,85.43
"2011-01-05",87.58,88.33,86.71,87.5,1591200,84.5
"2011-01-06",87.77,87.95,86.29,86.54,853200,83.58
"2011-01-07",86.86,87.68,84.45,86.19,1075500,83.24
"2011-01-10",86.01,87.93,85.11,87.26,1263000,84.27
"2011-01-11",87.69,88.99,87.59,88.71,1038000,85.67
"2011-01-12",89.49,89.65,88.19,89.43,892200,86.37
"2011-01-13",89.26,90.1,88.65,89.7,855800,86.63
"2011-01-14",89.61,91.29,89.02,91.18,1333200,88.06
"2011-01-18",91.24,93.5,91.04,93.21,2323600,90.02
"2011-01-19",92.63,92.82,90.5,90.88,1356400,87.77
"2011-01-20",89.67,89.67,86.55,87.52,1776500,84.52
"2011-01-21",88.05,88.97,85.6,85.77,1569100,82.83
"2011-01-24",86.12,86.5,84.65,86.01,1353700,83.06
"2011-01-25",85.89,85.92,83.8,85.09,2159100,82.18
"2011-01-26",85.65,88.7,85.6,88.26,2278700,85.24
"2011-01-27",89.5,89.65,86.82,87.14,1608200,84.16
"2011-01-28",87.53,87.87,84.6,85.35,971800,82.43
"2011-01-31",85.55,88.38,85.55,87.18,1186800,84.19
"2011-02-01",88.51,90.72,87.82,89.84,1407600,86.76
"2011-02-02",89.75,90.99,89.14,90.29,932600,87.2
"2011-02-03",90.52,90.57,88.37,90.16,754300,87.07
"2011-02-04",90.41,92.65,89.85,92.53,1289400,89.36
"2011-02-07",92.57,94.29,92.54,93.99,1877100,90.77
"2011-02-08",94,94.01,92.32,93.53,1352000,90.33
"2011-02-09",93.22,93.42,91.4,91.97,1058800,88.82
"2011-02-10",91.48,93.53,91.24,92.65,679000,89.48
"2011-02-11",92.03,94.16,91.67,93.89,1126100,90.67
"2011-02-14",94.44,96.3,94.41,95.74,1350200,92.46
"2011-02-15",95.38,95.4,93.51,94.07,893300,90.85
"2011-02-16",94.63,97,94.2,96.88,1398100,93.56
"2011-02-17",98.65,98.8,97.1,98.07,2264300,94.71
"2011-02-18",98.16,100.58,97.64,100.03,2085100,96.6
"2011-02-22",98.72,100.23,96.38,96.52,1885700,93.21
"2011-02-23",96.38,96.38,91.05,93.04,2534800,89.85
"2011-02-24",93.07,94.82,92.14,93.4,1732800,90.2
"2011-02-25",94.79,96.53,93.58,93.93,25692000,90.71
"2011-02-28",96.43,97.38,94.08,97.38,3193500,94.05
"2011-03-01",98.53,98.84,95.15,97.17,3861500,93.84
"2011-03-02",94,96.87,91.67,94.32,6897700,91.25
"2011-03-03",95.42,97.44,95.36,97.33,2818400,94.17
"2011-03-04",96.97,97.62,95.62,96.61,1361700,93.47
"2011-03-07",97.14,97.27,92.81,93.82,1721300,90.77
"2011-03-08",93.93,94.46,92.06,93.69,1547400,90.64
"2011-03-09",93.32,93.43,90.74,92.24,2201100,89.24
"2011-03-10",89.83,90,87.23,88.4,2467600,85.53
"2011-03-11",87.26,91.06,86.75,90.56,1700500,87.62
"2011-03-14",90.05,91.86,88.96,90.61,1742100,87.66
"2011-03-15",87.89,90.24,86.77,89.56,2034700,86.65
"2011-03-16",90.01,92.16,88,88.75,2242200,85.87
"2011-03-17",90.34,91.94,90.06,91.2,1727600,88.24
"2011-03-18",92.74,93.77,91.78,91.96,2281200,88.97
"2011-03-21",94.51,94.93,93.76,94.78,1337000,91.7
"2011-03-22",94.84,95,92.51,92.97,1850800,89.95
"2011-03-23",92.65,93.88,91.35,93.48,1295700,90.44
"2011-03-24",94.42,95.89,93.36,95.58,1212600,92.47
"2011-03-25",96.05,97.75,95.61,96.01,1385400,92.89
"2011-03-28",96.28,96.94,94.75,94.87,1174700,91.79
"2011-03-29",94.65,95.49,93.58,94.49,1508300,91.42
"2011-03-30",95.6,95.71,94.18,95.29,1613500,92.19
"2011-03-31",95.35,98.81,95.34,98.81,2078300,95.6
"2011-04-01",99.54,103.44,98.8,101.6,3484400,98.3
"2011-04-04",103.33,103.33,101.44,102.36,1325500,99.03
"2011-04-05",101.84,102,99.16,100.82,3049500,97.54
"2011-04-06",101.81,101.81,98.81,99.01,1689500,95.79
"2011-04-07",98.63,100.58,98,98.81,1339800,95.6
"2011-04-08",99.37,100.31,98.09,98.92,1115500,95.7
"2011-04-11",99.05,99.42,95.28,95.96,1332100,92.84
"2011-04-12",95.27,95.63,92.42,93.39,2294200,90.35
"2011-04-13",94.82,95.45,93.93,94.8,2157600,91.72
"2011-04-14",94.16,96.3,93.49,95.97,1637400,92.85
"2011-04-15",95.97,97.62,95.58,96.86,1588400,93.71
"2011-04-18",95.37,95.37,92.21,93.31,1938600,90.28
"2011-04-19",93.74,94.38,92.82,94.28,1343800,91.22
"2011-04-20",96.24,97.17,95.25,96.84,1182800,93.69
"2011-04-21",97.53,99.15,97.5,98.46,802400,95.26
"2011-04-25",98.31,98.34,96.75,97.5,676900,94.33
"2011-04-26",98.35,100.4,97.4,99.86,1400000,96.61
"2011-04-27",100.11,100.11,96.92,99.57,1010900,96.33
"2011-04-28",99.73,100.46,98.43,99.85,832700,96.6
"2011-04-29",100.13,102.17,100.11,100.95,2260500,97.67
"2011-05-02",101.24,102.12,100.5,100.88,1713700,97.6
"2011-05-03",100.43,100.66,95.19,96.39,2791100,93.26
"2011-05-04",96,96.23,92.44,94.69,2175900,91.61
"2011-05-05",93.43,94.69,89.6,89.78,3300000,86.86
"2011-05-06",91.16,92.09,89.27,89.49,3332100,86.58
"2011-05-09",89.66,92.72,89.13,92.07,1628700,89.08
"2011-05-10",92.94,93.1,91.24,92.8,1160500,89.78
"2011-05-11",92.27,92.72,88.55,89.03,2e+06,86.14
"2011-05-12",88.28,88.99,86.36,87.96,2200000,85.1
"2011-05-13",88.49,89.91,86.78,87.48,1797200,84.64
"2011-05-16",87.8,89.83,87.45,88.36,2869900,85.49
"2011-05-17",87.97,88.12,85.5,86.19,1954300,83.39
"2011-05-18",86.89,89.19,85.85,89.02,1350700,86.13
"2011-05-19",89.93,90.92,89.58,90.18,1868200,87.25
"2011-05-20",89.9,91.47,88.93,90.35,2150800,87.41
"2011-05-23",88.01,88.41,86.02,87.54,2200000,84.69
"2011-05-24",88.16,88.52,85.64,85.96,2006000,83.17
"2011-05-25",87.27,87.99,85.18,87.27,2071000,84.43
"2011-05-26",87.15,88.88,86.25,88.45,1190700,85.57
"2011-05-27",88.56,89.82,88.45,89.2,1230900,86.3
"2011-05-31",90.39,90.85,88.26,89.65,1751400,86.74
"2011-06-01",89.51,89.82,86.06,86.06,2024800,83.26
"2011-06-02",88.23,91.89,87.86,90.51,4747700,87.75
"2011-06-03",89.34,91.25,88.5,88.78,2478400,86.07
"2011-06-06",88.91,90.63,88.75,90.04,2282300,87.29
"2011-06-07",90.45,90.85,88.98,89.44,1699900,86.71
"2011-06-08",89.14,89.73,88.25,89.3,1492900,86.57
"2011-06-09",89.36,90.9,89.31,90.28,1858500,87.52
"2011-06-10",90.03,90.32,87.07,87.48,2256300,84.81
"2011-06-13",84.85,88.21,84.5,84.85,2381200,82.26
"2011-06-14",86.06,87.87,85.25,87.44,2108400,84.77
"2011-06-15",86.36,87.2,84.43,84.45,1894000,81.87
"2011-06-16",84.68,85.96,82.61,83.46,1746300,80.91
"2011-06-17",85.1,85.1,82.71,83.37,1579700,80.82
"2011-06-20",83.17,84.87,82.73,84.79,1356100,82.2
"2011-06-21",85.5,88.84,85.04,88.06,2283500,85.37
"2011-06-22",87.54,89.62,87.4,87.5,1336000,84.83
"2011-06-23",85.3,87.8,83.99,87.74,1692200,85.06
"2011-06-24",87.74,88.18,86.27,86.65,1557800,84
"2011-06-27",86.52,87.57,85.71,87.11,941700,84.45
"2011-06-28",87.3,90.32,87.3,89.89,988600,87.15
"2011-06-29",90.19,91.89,89.27,90.11,1526400,87.36
"2011-06-30",90.72,95.73,90.23,95.24,2939500,92.33
"2011-07-01",94.95,97.53,93.69,97.14,1975900,94.17
"2011-07-05",96.64,96.99,95.2,96.7,1320000,93.75
"2011-07-06",96.8,97.94,96.03,96.72,1522400,93.77
"2011-07-07",97.93,99.31,97.93,98.91,1533700,95.89
"2011-07-08",96.98,97.8,95.9,97.25,1265800,94.28
"2011-07-11",95.97,96.09,93.4,94.47,1398800,91.59
"2011-07-12",94.4,95.96,93.48,93.78,1331800,90.92
"2011-07-13",94.77,97.24,94.58,94.87,2465600,91.97
"2011-07-14",95.85,98.5,94,95.41,3117700,92.5
"2011-07-15",95.82,97.42,93.68,97.31,2787000,94.34
"2011-07-18",96.61,96.73,94.1,96.67,1949900,93.72
"2011-07-19",97.76,99.3,97.42,98.52,1647300,95.51
"2011-07-20",99,99,96.21,97.09,1506900,94.13
"2011-07-21",97.8,101.44,97.79,100.32,2244400,97.26
"2011-07-22",98,101,97.56,99.85,1882700,96.8
"2011-07-25",99.12,101.1,98.86,100.21,972700,97.15
"2011-07-26",100.05,100.06,97.81,98.03,1159700,95.04
"2011-07-27",97.3,97.39,93.5,94.36,1862800,91.48
"2011-07-28",94.61,95.85,93.38,93.67,1510200,90.81
"2011-07-29",92.74,94.91,90.54,93.92,1971300,91.05
"2011-08-01",95.56,95.99,91.76,93.03,1858800,90.19
"2011-08-02",91.89,93.16,88.63,88.75,2112200,86.04
"2011-08-03",89.14,89.5,85.15,88.71,2171700,86
"2011-08-04",86.99,87.15,81.2,81.41,2900000,78.92
"2011-08-05",82.61,84,75.57,79.56,4045700,77.13
"2011-08-08",75.6,78.56,71.7,71.7,3383100,69.51
"2011-08-09",73.82,78.82,71.5,78.68,3788600,76.28
"2011-08-10",76.02,78.76,74.11,75.2,2855400,72.9
"2011-08-11",75.66,80.48,75.37,78.86,2167000,76.45
"2011-08-12",79.86,81.84,78.19,80.49,1855500,78.03
"2011-08-15",81.13,83.13,80.66,81.98,1866600,79.48
"2011-08-16",80.68,80.99,78.65,79.8,1861200,77.36
"2011-08-17",80.27,81.77,78.67,79.41,1431400,76.99
"2011-08-18",76.63,76.97,71.81,72.63,2836200,70.41
"2011-08-19",71.15,75.19,70.63,71.29,2581500,69.11
"2011-08-22",73.64,73.85,69.14,69.6,2828100,67.47
"2011-08-23",70.4,72.86,69.54,72.65,2912000,70.43
"2011-08-24",72.73,75.41,71.66,75.33,2126800,73.03
"2011-08-25",75.75,76.5,72.94,73.33,1577500,71.09
"2011-08-26",72.31,76.34,71.63,75.96,1959100,73.64
"2011-08-29",77.54,81.06,77.54,80.82,1944400,78.35
"2011-08-30",80.62,83.29,79.85,82.54,2541400,80.02
"2011-08-31",86.8,88.45,82.17,83.45,5039800,81.07
"2011-09-01",83.73,84.41,81.39,82.06,3160100,79.72
"2011-09-02",80.07,80.85,78.08,79.39,1749000,77.13
"2011-09-06",76.22,80.18,75.65,79.9,2069500,77.62
"2011-09-07",81.82,83.31,81.04,83.11,1690800,80.74
"2011-09-08",82.16,83.93,80.75,81.5,1897700,79.18
"2011-09-09",80.36,81.3,77.64,78.53,1763400,76.29
"2011-09-12",76.83,78.44,74.52,76.86,2760200,74.67
"2011-09-13",77.55,80.24,77.16,79.3,1847400,77.04
"2011-09-14",79.82,81.92,76.9,80.49,2038200,78.2
"2011-09-15",81.93,82.78,80.64,82.14,1499600,79.8
"2011-09-16",82.47,82.78,80.82,81.4,1629000,79.08
"2011-09-19",79.89,80.6,77.71,79.93,1506000,77.65
"2011-09-20",80.37,80.37,75.56,75.87,2388000,73.71
"2011-09-21",74.25,74.4,70.44,70.44,3568800,68.43
"2011-09-22",67.12,67.38,62.26,63.81,4547700,61.99
"2011-09-23",62.27,66.55,62.2,65.01,2475300,63.16
"2011-09-26",65.58,66.31,62.22,66.13,3109900,64.25
"2011-09-27",67.94,71.75,67.85,69.59,3291000,67.61
"2011-09-28",70.26,70.5,66.01,66.19,1929300,64.31
"2011-09-29",68.47,68.87,63.67,65.92,2407300,64.04
"2011-09-30",64.1,65.11,62.28,62.38,2581400,60.6
"2011-10-03",61.58,63.21,60.43,60.49,2643000,58.77
"2011-10-04",58.77,61.87,57.48,61.66,3703500,59.9
"2011-10-05",61.95,66.95,61.67,66.35,3217900,64.46
"2011-10-06",66.3,70.21,65.75,69.32,2787500,67.35
"2011-10-07",69.59,70.25,66.85,68.03,2219900,66.09
"2011-10-10",69.89,73.07,69.64,73.06,2157500,70.98
"2011-10-11",71.69,75.93,71.25,75.44,3231000,73.29
"2011-10-12",76.45,78.5,75.42,77.01,2783500,74.82
"2011-10-13",77.43,78,74.85,76.64,2274600,74.46
"2011-10-14",77.89,79.23,77.35,78.82,1587000,76.58
"2011-10-17",79.64,79.72,75.1,75.71,2451900,73.55
"2011-10-18",74.68,80.61,74.51,79.85,3120800,77.58
"2011-10-19",79.35,80.14,77.23,77.76,1854000,75.55
"2011-10-20",77.69,78.19,75.05,77.68,2476700,75.47
"2011-10-21",78.97,81.92,78.91,81.82,2100000,79.49
"2011-10-24",84.23,87.4,83.95,86.67,3090900,84.2
"2011-10-25",85.78,87.21,84.41,85.32,2144800,82.89
"2011-10-26",86.99,88.36,84.3,87.59,2171000,85.1
"2011-10-27",91.16,93.84,91.03,92.07,3836000,89.45
"2011-10-28",91.36,92.3,89.92,91.19,2382000,88.59
"2011-10-31",89.77,90,87.18,87.2,2401800,84.72
"2011-11-01",84.39,86.55,83.1,84.74,2292000,82.33
"2011-11-02",86.66,87.78,85.05,87.28,1592600,84.79
"2011-11-03",88.83,90.29,87.13,89.99,1928200,87.43
"2011-11-04",88.93,90.4,87.35,89.69,1864600,87.14
"2011-11-07",89.35,90.1,86.53,89.04,1518600,86.5
"2011-11-08",89.84,89.87,86.64,89.01,2278400,86.48
"2011-11-09",86.32,86.75,83,83.56,2221700,81.18
"2011-11-10",85.04,85.25,81.05,82.06,3538300,79.72
"2011-11-11",83.47,85.4,82.97,85.17,1792200,82.74
"2011-11-14",85.2,86.8,83.75,84.89,1254900,82.47
"2011-11-15",84.7,86.35,83.89,86.06,1491400,83.61
"2011-11-16",84.71,91.97,84.19,88.64,5595500,86.12
"2011-11-17",88.55,89.25,84.95,85.81,2542100,83.37
"2011-11-18",86.33,86.82,84.23,85.88,1732900,83.43
"2011-11-21",83.75,83.9,81.45,83.3,1745400,80.93
"2011-11-22",83.02,83.56,80.57,81.21,1524500,78.9
"2011-11-23",80.99,81.29,79.1,79.27,1510400,77.01
"2011-11-25",78.55,81.26,78.5,78.78,600300,76.54
"2011-11-28",81.59,85,81.33,84.72,1863200,82.31
"2011-11-29",85,85.11,82.62,82.67,1405000,80.32
"2011-11-30",86.76,91.3,86.59,91.28,2990700,88.68
"2011-12-01",90.97,91.76,89.5,91.29,1564600,88.86
"2011-12-02",92.14,92.95,89.88,90.16,2023800,87.76
"2011-12-05",92.22,92.39,89.59,89.65,3125700,87.26
"2011-12-06",89.81,90.9,88.95,90.37,1173000,87.97
"2011-12-07",89.71,90.78,88.32,90.35,1058200,87.95
"2011-12-08",90,90.93,86.87,87.31,1285900,84.99
"2011-12-09",87.55,89.32,86.22,89.04,1214800,86.67
"2011-12-12",86.86,87.63,84.91,86.52,1269300,84.22
"2011-12-13",87.01,87.68,83.12,84.55,1505400,82.3
"2011-12-14",80.46,81.1,73.62,75.44,6581300,73.43
"2011-12-15",77.35,77.35,73.78,74.21,3107000,72.24
"2011-12-16",74.93,77.77,74.5,75.17,2388600,73.17
"2011-12-19",76.2,76.74,72.59,73.05,1460100,71.11
"2011-12-20",74.5,76.89,74.3,76.62,1579400,74.58
"2011-12-21",76.81,77,74.03,75.51,1154400,73.5
"2011-12-22",76.04,77.25,75.73,76.69,1182800,74.65
"2011-12-23",77.26,77.61,76,77.35,971500,75.29
"2011-12-27",77.36,77.43,75.91,76.05,735900,74.03
"2011-12-28",76.33,76.6,73.9,74.29,917400,72.31
"2011-12-29",74.17,75.7,74.17,75.5,755100,73.49
"2011-12-30",75.12,75.61,74.6,74.97,983400,72.98
"2012-01-03",77.48,78.66,75.95,76.05,2286600,74.03
"2012-01-04",75.86,79,75.25,78.16,2301000,76.08
"2012-01-05",77.64,78.39,76.86,77.86,1240200,75.79
"2012-01-06",78.1,78.2,76.9,77.21,980600,75.16
"2012-01-09",77.78,78.88,77.4,78.17,1435100,76.09
"2012-01-10",79.88,82.84,79.8,81.89,2330400,79.71
"2012-01-11",81.48,82.53,81.1,82.21,1237400,80.02
"2012-01-12",81.91,84.63,81.21,84.02,1545800,81.78
"2012-01-13",82.74,83.7,81.89,82.74,1360700,80.54
"2012-01-17",84.24,85,81.36,81.4,1716600,79.23
"2012-01-18",81.14,84,80.62,83.86,1649600,81.63
"2012-01-19",84.21,86.1,84.09,85.75,1423400,83.47
"2012-01-20",85.72,86.17,84.9,85.36,1306800,83.09
"2012-01-23",85.29,87.05,85,86.49,1586500,84.19
"2012-01-24",85.3,90,85.22,89.14,2701100,86.77
"2012-01-25",89.09,93.57,88.43,93.03,3725100,90.55
"2012-01-26",94.07,96,91.61,92.15,3040300,89.7
"2012-01-27",91.99,94.1,91.68,93.12,1426000,90.64
"2012-01-30",92.05,92.73,90.28,92.39,1403000,89.93
"2012-01-31",92.79,93.69,90.25,90.69,1210000,88.28
"2012-02-01",91.71,92.72,90.25,91.27,1412900,88.84
"2012-02-02",91.82,92.44,90.3,91.49,1148600,89.06
"2012-02-03",92.7,95.98,92.7,95.71,2080200,93.16
"2012-02-06",94.96,95.84,94.06,95.58,1276500,93.04
"2012-02-07",94.61,94.84,92.14,92.76,2192800,90.29
"2012-02-08",92.78,92.99,89.32,89.7,3030400,87.31
"2012-02-09",89.21,89.22,85.76,86.05,4181600,83.76
"2012-02-10",84.78,84.82,83,83.75,2878400,81.52
"2012-02-13",85.24,86.72,84.17,86.6,2334800,84.3
"2012-02-14",86,86.96,84.5,85.45,1960900,83.18
"2012-02-15",85.85,86.26,83.55,84.07,2261900,81.83
"2012-02-16",84.5,85.61,83.89,85.06,2005000,82.8
"2012-02-17",85.68,88.7,85.6,88.22,3100300,85.87
"2012-02-21",88.73,91.22,88.59,90,3090100,87.61
"2012-02-22",90.89,94,90.57,92.34,4487200,89.88
"2012-02-23",92.65,92.65,90.66,91.48,1774800,89.05
"2012-02-24",91.99,92.34,90.34,90.65,1434200,88.24
"2012-02-27",89.87,91.89,88.97,91.01,1301100,88.59
"2012-02-28",91.43,93.15,90.73,91.77,2107600,89.33
"2012-02-29",92.4,93.1,85.49,86.96,6007100,84.65
"2012-03-01",87.88,89,87.1,87.5,3575600,85.34
"2012-03-02",87.37,88.13,84.3,85.8,3123900,83.69
"2012-03-05",85.29,85.29,81.44,82.35,3881500,80.32
"2012-03-06",79.99,80.16,78.02,78.45,3828400,76.52
"2012-03-07",79.02,80.38,78.2,79.44,2351800,77.48
"2012-03-08",80.82,81.35,78.5,81.04,2544700,79.04
"2012-03-09",81.56,81.59,79.41,80.31,2080600,78.33
"2012-03-12",80.12,80.31,78.1,78.73,1919800,76.79
"2012-03-13",79.46,82.02,79.2,82.01,2513400,79.99
"2012-03-14",81.71,82.01,78.01,78.64,2826800,76.7
"2012-03-15",77.38,78.89,76.5,78.57,3414300,76.63
"2012-03-16",79.01,80.44,78.87,80.25,2848600,78.27
"2012-03-19",79.86,81.09,78.92,79.36,1656500,77.4
"2012-03-20",77.98,77.98,74.56,75.92,4465700,74.05
"2012-03-21",76,77.1,75.1,76.52,2064500,74.63
"2012-03-22",75.43,76.43,74.04,74.6,2950300,72.76
"2012-03-23",74.5,75.99,74.12,75.19,1812600,73.34
"2012-03-26",76.2,76.65,74.66,75.63,2209300,73.77
