"","CTSH.Open","CTSH.High","CTSH.Low","CTSH.Close","CTSH.Volume","CTSH.Adjusted"
"2008-09-12",26.75,26.94,26.28,26.88,6889900,13.44
"2008-09-15",25.93,26,24.3,24.89,8770000,12.44
"2008-09-16",24.35,26.24,24.25,25.88,7984700,12.94
"2008-09-17",25.24,26.03,24.4,24.47,6126200,12.23
"2008-09-18",24.7,24.99,23.01,24.12,9851900,12.06
"2008-09-19",26.04,27.15,25,26.57,11512600,13.28
"2008-09-22",26.53,26.8,25.07,25.3,5065200,12.65
"2008-09-23",25.49,26.05,24.7,24.79,4897300,12.4
"2008-09-24",23.8,24.51,23.16,24.02,4331700,12.01
"2008-09-25",24.46,25.03,24.02,24.73,3386400,12.36
"2008-09-26",23.84,24.77,23.71,24.73,3797700,12.36
"2008-09-29",23.63,24.14,20.85,21.06,8574600,10.53
"2008-09-30",21.44,22.98,20.68,22.83,6753400,11.41
"2008-10-01",22.32,22.69,21.65,22.11,4524800,11.06
"2008-10-02",21.69,22.43,20.52,20.52,4372800,10.26
"2008-10-03",20.87,21.15,19.09,19.26,10297200,9.63
"2008-10-06",18.61,18.67,16.85,18.22,9884200,9.11
"2008-10-07",18.71,18.98,16.85,16.85,7829700,8.43
"2008-10-08",16.58,17.44,15.47,16.62,16707800,8.31
"2008-10-09",16.68,17.5,16.05,16.15,7005100,8.07
"2008-10-10",15.88,17.56,15.63,17.36,14280100,8.68
"2008-10-13",18.47,20.66,18.25,20.62,7880100,10.31
"2008-10-14",21.3,21.85,19.84,19.99,10453000,9.99
"2008-10-15",19.51,19.98,17.85,17.91,6638600,8.95
"2008-10-16",17.98,18.44,16.45,18.19,7674900,9.1
"2008-10-17",17.61,19.95,16.11,18.64,6243300,9.32
"2008-10-20",19.22,20.14,19.13,20.06,4201600,10.03
"2008-10-21",19.59,20.3,19.12,19.12,4461600,9.56
"2008-10-22",18.4,19.08,17.32,17.94,3930900,8.97
"2008-10-23",17.79,18.5,16.42,17.66,5396600,8.83
"2008-10-24",16.92,17.28,16.1,16.65,4985700,8.32
"2008-10-27",16.38,17.18,16.02,16.07,4856800,8.03
"2008-10-28",16.61,18.25,15.84,18.22,6542700,9.11
"2008-10-29",18.28,18.88,17.66,17.95,4642300,8.98
"2008-10-30",18.63,19.3,18.1,19.05,6425400,9.52
"2008-10-31",19,19.8,18.53,19.2,4543500,9.6
"2008-11-03",19.2,20.29,19.12,19.94,4390300,9.97
"2008-11-04",20.55,21,19.85,21,3931700,10.5
"2008-11-05",19.86,21.12,19.67,20.17,4142600,10.09
"2008-11-06",19.63,20.12,18.37,18.62,5265200,9.31
"2008-11-07",19.03,19.59,18.89,19.42,3476500,9.71
"2008-11-10",20,20.26,18.57,18.88,3375900,9.44
"2008-11-11",18.62,18.83,17.7,18.09,3881500,9.05
"2008-11-12",17.66,17.93,16.62,16.69,5813900,8.35
"2008-11-13",16.73,18.03,15.76,18.02,8898800,9.01
"2008-11-14",17.53,18,16.82,16.87,3139300,8.44
"2008-11-17",16.48,17.42,16.29,16.92,3262100,8.46
"2008-11-18",16.77,17.37,16.18,16.66,4673900,8.33
"2008-11-19",16.82,17.12,15.66,15.68,5119400,7.84
"2008-11-20",15.65,16,14.63,14.68,8530400,7.34
"2008-11-21",15,15.58,14.38,15.58,8961500,7.79
"2008-11-24",16.03,17.72,15.81,17.59,6095600,8.8
"2008-11-25",17.62,17.99,17.2,17.73,8208800,8.86
"2008-11-26",17.13,19.21,17.13,18.81,5642200,9.4
"2008-11-28",18.54,19.2,18.48,19.2,2162800,9.6
"2008-12-01",18.66,18.82,17.53,17.54,4999600,8.77
"2008-12-02",17.91,18.11,17.2,18.03,4883700,9.02
"2008-12-03",17.41,18.8,17.38,18.77,5347900,9.39
"2008-12-04",18.77,18.77,15.49,15.89,8643600,7.95
"2008-12-05",15.74,18.19,15.39,17.79,7520500,8.9
"2008-12-08",17.78,18.54,17.71,18.52,5529800,9.26
"2008-12-09",18.14,19.19,18.02,18.21,6005300,9.1
"2008-12-10",18.45,18.98,18.28,18.84,4150400,9.42
"2008-12-11",18.67,18.81,17.87,17.99,4544400,8.99
"2008-12-12",17.61,18.48,17.28,18.13,4171000,9.06
"2008-12-15",18.13,18.25,17.04,17.37,4319300,8.69
"2008-12-16",17.67,17.75,16.55,17.22,8987500,8.61
"2008-12-17",17,18.06,16.85,17.54,6372600,8.77
"2008-12-18",17.46,17.84,16.95,17.12,4153400,8.56
"2008-12-19",17.62,18.13,17.12,18,4901600,9
"2008-12-22",17.56,18.04,16.99,17.32,4502700,8.66
"2008-12-23",17.52,17.73,17.14,17.37,3143300,8.69
"2008-12-24",17.47,17.5,17.12,17.43,1435300,8.72
"2008-12-26",17.47,17.66,17.14,17.62,2176400,8.81
"2008-12-29",17.32,17.59,16.92,17.33,2952800,8.66
"2008-12-30",17.42,17.69,17.16,17.69,3320500,8.85
"2008-12-31",17.8,18.2,17.49,18.06,2866400,9.03
"2009-01-02",17.78,19.25,17.78,19.12,4831800,9.56
"2009-01-05",18.96,19.11,18.67,19.03,3766100,9.52
"2009-01-06",19.08,19.7,19.01,19.44,3696800,9.72
"2009-01-07",18.39,20.41,18.13,19.8,11310000,9.9
"2009-01-08",19.83,20.69,19.66,20.64,6592800,10.32
"2009-01-09",20.76,20.91,19.79,20.08,5048400,10.04
"2009-01-12",20.43,20.43,19.47,19.71,4731600,9.85
"2009-01-13",20.02,21.65,19.76,21.08,10337900,10.54
"2009-01-14",20.34,20.65,19.41,19.69,10090100,9.85
"2009-01-15",19.89,20.47,18.99,20.11,9226100,10.06
"2009-01-16",20.41,20.83,19.67,20.36,5718900,10.18
"2009-01-20",20.52,20.59,19.09,19.1,5674000,9.55
"2009-01-21",19.58,19.69,18.7,19.36,7598700,9.68
"2009-01-22",18.79,18.93,18.35,18.46,8899300,9.23
"2009-01-23",18.46,19.39,18.25,18.94,7568900,9.47
"2009-01-26",18.94,19.97,18.9,19.42,6110800,9.71
"2009-01-27",19.79,19.79,18.86,19.06,6031600,9.53
"2009-01-28",19.67,20.62,19.44,20.29,6400700,10.15
"2009-01-29",19.92,20.11,19.39,19.55,4738600,9.77
"2009-01-30",19.56,19.86,18.63,18.73,5951700,9.36
"2009-02-02",18.74,19.1,18.4,18.7,5805300,9.35
"2009-02-03",19.04,19.6,18.39,19.55,4862400,9.77
"2009-02-04",19.51,20,19.16,19.26,5678700,9.63
"2009-02-05",19,19.84,18.65,19.66,9454100,9.83
"2009-02-06",19.69,20.25,19.46,20.17,5985500,10.09
"2009-02-09",20.1,20.6,19.98,20.35,3613900,10.18
"2009-02-10",20.19,20.39,19.31,19.31,9284000,9.65
"2009-02-11",19.94,19.99,19.36,19.83,8349400,9.91
"2009-02-12",19.53,21.02,19.08,20.76,14264000,10.38
"2009-02-13",21.57,21.95,20.92,21.17,13784600,10.59
"2009-02-17",19.88,20.32,17.82,19.75,7134000,9.88
"2009-02-18",19.93,20.17,19.45,19.93,6221300,9.97
"2009-02-19",20.43,20.43,19.6,19.7,5413700,9.85
"2009-02-20",19.67,19.91,19.21,19.4,8542000,9.7
"2009-02-23",19.99,19.99,18.54,18.6,5083800,9.3
"2009-02-24",19,19.08,18.4,19.01,6941200,9.51
"2009-02-25",18.79,19.4,18.47,19,6142200,9.5
"2009-02-26",19.22,19.28,18.4,18.54,5984200,9.27
"2009-02-27",18.3,18.91,18.23,18.4,7371300,9.2
"2009-03-02",17.59,18.32,17.26,17.38,8331500,8.69
"2009-03-03",17.5,18.12,17.26,17.98,9720000,8.99
"2009-03-04",18.28,19.2,18.01,18.86,6926200,9.43
"2009-03-05",18.4,18.77,18.38,18.43,8188500,9.22
"2009-03-06",18.4,18.78,17.82,18.29,6255600,9.15
"2009-03-09",18.22,18.62,17.5,18.06,5245900,9.03
"2009-03-10",18.41,19.21,18.06,19.11,8374500,9.56
"2009-03-11",19.42,19.99,19.17,19.65,6375000,9.82
"2009-03-12",19.66,20.94,19.53,20.8,6644800,10.4
"2009-03-13",20.61,21.2,20.52,20.97,5834600,10.48
"2009-03-16",21.24,21.45,20.77,20.79,4841500,10.4
"2009-03-17",20.85,21.78,20.74,21.77,4919700,10.89
"2009-03-18",21.7,22.18,21.2,21.82,7309200,10.91
"2009-03-19",22.14,22.14,21.5,21.59,5869500,10.8
"2009-03-20",21.7,21.9,20.41,20.53,6877500,10.27
"2009-03-23",21.01,21.54,20.76,21.5,7297300,10.75
"2009-03-24",21.2,21.39,20.29,20.36,7750200,10.18
"2009-03-25",20.73,21.01,20.25,20.77,8380700,10.39
"2009-03-26",21,21.82,20.68,21.79,5582400,10.9
"2009-03-27",20.42,20.66,19.97,20.12,9025500,10.06
"2009-03-30",19.8,20.26,19.42,20.08,5226000,10.04
"2009-03-31",20.32,21.27,20.18,20.79,6532000,10.4
"2009-04-01",20.75,21.31,20.35,21.25,6729500,10.62
"2009-04-02",21.5,22.79,21.5,22.17,6874000,11.09
"2009-04-03",22.03,22.88,21.93,22.76,5332700,11.38
"2009-04-06",22.79,23.18,22.21,23.1,5924000,11.55
"2009-04-07",22.5,22.93,22.02,22.29,5201200,11.15
"2009-04-08",22.47,22.72,22.04,22.65,3263600,11.32
"2009-04-09",22.64,23.82,22.57,23.62,4754700,11.81
"2009-04-13",23.54,23.75,23.09,23.52,3963600,11.76
"2009-04-14",23.38,23.5,22.74,23.1,5013600,11.55
"2009-04-15",22.61,22.62,21.99,22.48,9489800,11.24
"2009-04-16",22.98,23.6,22.74,23.37,4804200,11.69
"2009-04-17",23.37,23.54,23,23.38,4130400,11.69
"2009-04-20",23.39,23.39,22.38,22.53,6391300,11.27
"2009-04-21",22.27,22.97,22.21,22.65,5801100,11.32
"2009-04-22",22.34,23.5,22.1,22.95,5458800,11.48
"2009-04-23",22.41,23.2,22.31,22.71,4442800,11.35
"2009-04-24",22.7,23.16,22.42,23.01,5727900,11.51
"2009-04-27",22.65,23.21,22.52,22.98,3270600,11.49
"2009-04-28",22.65,23.55,22.52,23.38,4256300,11.69
"2009-04-29",23.54,24.71,23.46,24.43,7086500,12.22
"2009-04-30",24.75,25.14,24.52,24.79,5356700,12.4
"2009-05-01",24.53,25.11,24.26,24.97,5448800,12.48
"2009-05-04",25.35,26.07,25.17,25.9,9581300,12.95
"2009-05-05",26.91,27.51,26.13,26.92,13790700,13.46
"2009-05-06",27.14,27.38,25.81,26.29,7394100,13.15
"2009-05-07",26.34,26.55,25,25.3,7206800,12.65
"2009-05-08",25.75,25.89,24.96,25.19,5037500,12.6
"2009-05-11",24.91,25.84,24.6,25.5,3656700,12.75
"2009-05-12",25.77,25.92,25.07,25.55,3583300,12.77
"2009-05-13",24.8,25.95,24.49,24.61,4482500,12.31
"2009-05-14",24.57,25.08,24.5,24.95,3642800,12.48
"2009-05-15",24.87,26,24.8,25.76,5088000,12.88
"2009-05-18",26.62,27.43,26.07,26.39,9326300,13.19
"2009-05-19",25.71,25.92,25.28,25.64,5774600,12.82
"2009-05-20",25.85,26.29,25.39,25.49,4219300,12.74
"2009-05-21",25.27,25.49,24.6,24.9,4518100,12.45
"2009-05-22",25.11,25.54,24.75,24.81,4102400,12.4
"2009-05-26",24.35,25.94,24.06,25.76,4781100,12.88
"2009-05-27",25.74,26.66,25.62,25.78,4934700,12.89
"2009-05-28",26.11,26.26,25.12,25.46,4860600,12.73
"2009-05-29",25.63,25.97,25.11,25.19,9986500,12.6
"2009-06-01",25.7,26.88,25.59,26.58,5788300,13.29
"2009-06-02",26.64,26.85,26.44,26.67,3929400,13.34
"2009-06-03",26.59,26.59,25.65,25.93,4424200,12.97
"2009-06-04",26.09,26.87,25.94,26.81,5144300,13.4
"2009-06-05",26.86,27.36,26.56,27.23,5315400,13.61
"2009-06-08",27.01,27.28,26.54,27.09,4802100,13.55
"2009-06-09",27.02,27.9,27.02,27.48,6677800,13.74
"2009-06-10",27.59,27.66,26.24,26.57,7428300,13.28
"2009-06-11",26.6,27.08,26.43,26.59,4727100,13.3
"2009-06-12",26.49,26.87,26.26,26.79,4380300,13.4
"2009-06-15",26.59,26.72,25.53,25.81,4909300,12.9
"2009-06-16",26.17,26.3,25.47,25.51,4572100,12.76
"2009-06-17",25.62,25.99,25.37,25.73,4201700,12.86
"2009-06-18",26.09,26.09,25.38,25.62,3797900,12.81
"2009-06-19",26.05,26.27,25.45,25.74,5044900,12.87
"2009-06-22",25.35,25.51,24.83,24.9,3707200,12.45
"2009-06-23",24.98,25.12,24.44,24.9,4071300,12.45
"2009-06-24",24.99,25.81,24.91,25.61,4258900,12.81
"2009-06-25",25.39,26.33,25.39,26.27,4522200,13.14
"2009-06-26",26.3,26.88,25.89,26.62,4073500,13.31
"2009-06-29",27.32,27.35,26.69,27.2,4888600,13.6
"2009-06-30",27.2,27.27,26.34,26.7,4847100,13.35
"2009-07-01",27.55,27.55,27,27.21,3991500,13.6
"2009-07-02",27,27.07,26.55,26.61,3402600,13.31
"2009-07-06",26.28,26.45,26.01,26.42,4312100,13.21
"2009-07-07",26.43,26.5,25.73,25.75,4247300,12.88
"2009-07-08",25.84,26.33,25.11,25.56,5484500,12.78
"2009-07-09",25.6,25.7,25.01,25.47,4469500,12.73
"2009-07-10",25.64,26.9,25.47,26.41,6346800,13.2
"2009-07-13",26.53,27.01,25.89,26.98,4311500,13.49
"2009-07-14",27.35,27.35,26.86,27.18,4297100,13.59
"2009-07-15",27.54,28.16,27.31,27.95,5133600,13.98
"2009-07-16",27.95,28.45,27.6,28.36,3917600,14.18
"2009-07-17",28.52,29.51,28.28,29.02,7377800,14.51
"2009-07-20",29.6,30,29.21,29.57,6543600,14.78
"2009-07-21",29.56,29.91,28.7,29.2,6878300,14.6
"2009-07-22",29.18,29.43,28.75,29.26,4068100,14.63
"2009-07-23",29.29,30.21,29.26,30.09,4154100,15.05
"2009-07-24",30.13,30.52,29.73,30.36,3006800,15.18
"2009-07-27",30.42,30.82,30.21,30.73,3654600,15.36
"2009-07-28",30.58,30.73,30.08,30.25,4775800,15.12
"2009-07-29",30.27,30.43,29.64,30.12,3692600,15.06
"2009-07-30",30.57,30.66,30.11,30.2,2439000,15.1
"2009-07-31",30.24,30.44,29.49,29.59,5199900,14.8
"2009-08-03",29.94,30.73,29.76,30.46,8057600,15.23
"2009-08-04",33.07,33.77,32.74,33.6,16521100,16.8
"2009-08-05",33.55,34.8,33.4,34.59,9503100,17.3
"2009-08-06",34.59,34.72,33.56,34.05,5758200,17.02
"2009-08-07",34.13,34.55,33.99,34.14,5085600,17.07
"2009-08-10",33.83,34.69,33.69,34.01,3592900,17
"2009-08-11",33.8,34.13,33.6,33.78,3313600,16.89
"2009-08-12",33.68,35,33.65,34.81,4000700,17.41
"2009-08-13",34.81,34.95,34.23,34.59,3036600,17.3
"2009-08-14",34.42,34.64,33.87,34.43,3917300,17.22
"2009-08-17",33.89,33.89,33.27,33.49,2893200,16.75
"2009-08-18",33.6,34,33.41,33.9,4183800,16.95
"2009-08-19",33.32,34.4,33.12,34.2,5204200,17.1
"2009-08-20",34.1,34.42,33.68,33.89,2720000,16.94
"2009-08-21",34.34,34.52,34.02,34.46,4072600,17.23
"2009-08-24",34.6,35.06,34.49,34.77,2894900,17.39
"2009-08-25",34.93,35.54,34.66,35.5,4671200,17.75
"2009-08-26",35.41,35.95,34.85,35,5273900,17.5
"2009-08-27",34.98,35.45,34.36,35.44,3952300,17.72
"2009-08-28",35.6,35.95,34.89,35.27,3896200,17.64
"2009-08-31",34.86,34.99,34.53,34.87,3439800,17.43
"2009-09-01",34.87,35.55,34.24,34.56,4574400,17.28
"2009-09-02",34.42,34.56,33.98,34.39,2738700,17.19
"2009-09-03",34.39,34.59,33.84,34.59,2516400,17.3
"2009-09-04",34.61,35.5,34.57,35.39,3108200,17.69
"2009-09-08",35.4,36.01,35.4,35.97,3329500,17.99
"2009-09-09",36.2,37.58,36.2,37.46,4738100,18.73
"2009-09-10",37.59,37.76,37.16,37.59,4236100,18.8
"2009-09-11",37.48,37.69,37,37.13,4430400,18.57
"2009-09-14",37.2,37.43,36.89,37.15,5337500,18.58
"2009-09-15",37.15,37.3,36.91,37.11,3953700,18.56
"2009-09-16",37.33,38.25,37.14,38.18,3662700,19.09
"2009-09-17",38.12,38.52,38,38.31,3059200,19.16
"2009-09-18",38.71,38.71,38.06,38.49,3273000,19.25
"2009-09-21",38.49,39.1,38.4,38.8,2808900,19.4
"2009-09-22",39.1,39.36,38.81,39.32,2538400,19.66
"2009-09-23",39.34,39.4,38.63,38.66,3562600,19.33
"2009-09-24",38.9,38.94,37.7,37.92,3782500,18.96
"2009-09-25",38.11,38.11,37.58,37.81,2934300,18.91
"2009-09-28",38.21,38.9,37.92,38.65,2989500,19.33
"2009-09-29",38.65,39.07,38.4,38.79,3724300,19.4
"2009-09-30",38.88,39.19,37.92,38.66,4133100,19.33
"2009-10-01",38.94,38.94,37.25,37.26,3632700,18.63
"2009-10-02",37.1,37.74,36.69,37.53,2742100,18.76
"2009-10-05",37.77,38.84,37.54,38.74,3413100,19.37
"2009-10-06",39.3,39.61,38.87,39,4221300,19.5
"2009-10-07",39.11,39.68,38.64,39.61,4233000,19.81
"2009-10-08",39.94,39.94,38.9,39,4122900,19.5
"2009-10-09",38.63,39.02,38.35,38.74,4693400,19.37
"2009-10-12",38.95,39.85,38.85,39.26,3427600,19.63
"2009-10-13",39.25,39.7,39,39.5,2332900,19.75
"2009-10-14",39.8,39.9,39.55,39.67,3710900,19.83
"2009-10-15",39.62,40.15,39.44,40.15,3202400,20.08
"2009-10-16",39.97,40.08,38.82,39.4,3449600,19.7
"2009-10-19",39.55,40.79,39.11,40.39,4810100,20.19
"2009-10-20",40.9,41.19,40.15,41.16,4330500,20.58
"2009-10-21",41.05,41.66,40.8,40.91,3575800,20.45
"2009-10-22",41.28,41.36,40.11,40.87,3581200,20.43
"2009-10-23",40.4,41.25,40.4,40.52,2612400,20.26
"2009-10-26",40.55,41.35,40.1,40.18,2767200,20.09
"2009-10-27",40.31,40.79,39.91,40.08,3817200,20.04
"2009-10-28",40.2,40.27,39.49,39.51,4978800,19.75
"2009-10-29",39.71,40.25,39.37,40.2,3576800,20.1
"2009-10-30",40.26,40.3,38.57,38.65,3497300,19.33
"2009-11-02",38.72,39.68,38.37,38.8,5007900,19.4
"2009-11-03",41.65,42.4,40.85,41.97,10170700,20.99
"2009-11-04",42.89,43.09,41.87,41.87,5135500,20.93
"2009-11-05",42.39,42.92,41.96,42.78,2990700,21.39
"2009-11-06",41.83,43,41.83,43,2910300,21.5
"2009-11-09",43.08,44.37,43.08,44.2,3687300,22.1
"2009-11-10",43.87,44.21,43.38,43.93,2769900,21.97
"2009-11-11",44.11,44.67,43.72,44.18,2348600,22.09
"2009-11-12",44.03,44.74,44.02,44.15,2521400,22.08
"2009-11-13",44.2,44.99,44.2,44.83,2507200,22.42
"2009-11-16",44.95,45.7,44.74,45.55,3544200,22.77
"2009-11-17",45.48,45.75,45.15,45.71,1795400,22.85
"2009-11-18",45.55,45.74,45.16,45.56,3108200,22.78
"2009-11-19",44.97,45,43.87,44.17,3152100,22.08
"2009-11-20",43.83,44.13,43.38,43.68,2770600,21.84
"2009-11-23",44.08,45.1,44.01,44.61,3669400,22.31
"2009-11-24",44.65,44.8,44.26,44.65,2418400,22.33
"2009-11-25",44.86,44.98,44.55,44.94,2411700,22.47
"2009-11-27",43.5,43.82,43.01,43.49,1988100,21.75
"2009-11-30",43.45,44.01,43.21,43.93,3295800,21.97
"2009-12-01",44.14,45.44,43.93,45.14,3335700,22.57
"2009-12-02",45.35,45.7,45.17,45.5,2798700,22.75
"2009-12-03",45.27,45.83,44.16,44.22,5367700,22.11
"2009-12-04",44.88,45.67,44.06,44.42,4566200,22.21
"2009-12-07",43.95,44.87,43.85,44.27,3633000,22.14
"2009-12-08",44,44.3,43.42,44.16,4007700,22.08
"2009-12-09",44.01,44.25,43.56,44.09,2934600,22.05
"2009-12-10",44.25,44.47,44,44.32,2548200,22.16
"2009-12-11",44.4,44.49,43.52,43.64,2797900,21.82
"2009-12-14",43.74,44.11,43.4,43.88,2783100,21.94
"2009-12-15",43.89,43.93,43.09,43.12,4533500,21.56
"2009-12-16",43.23,44.27,43.11,43.95,3550300,21.98
"2009-12-17",43.73,43.87,43.35,43.67,2692700,21.83
"2009-12-18",43.75,44.47,43.38,44.45,4166700,22.23
"2009-12-21",44.64,45.34,44.55,45.23,2683000,22.61
"2009-12-22",45.41,45.95,45.2,45.78,1885200,22.89
"2009-12-23",46.01,46.35,45.8,46.25,2174300,23.12
"2009-12-24",46.37,46.4,46.02,46.23,684800,23.11
"2009-12-28",46.42,46.61,46.07,46.22,1817300,23.11
"2009-12-29",46.22,46.23,45.46,45.57,1550300,22.78
"2009-12-30",45.67,45.73,45.1,45.48,1930500,22.74
"2009-12-31",45.62,45.89,45.3,45.33,1389500,22.67
"2010-01-04",45.64,46.8,45.64,46.8,2882600,23.4
"2010-01-05",46.82,47.65,46.27,47.33,4496700,23.67
"2010-01-06",47.53,47.75,47.06,47.33,3135200,23.67
"2010-01-07",47.32,47.48,45.42,45.54,4027300,22.77
"2010-01-08",45.61,46.88,45.07,46.86,4268100,23.43
"2010-01-11",47.15,47.18,45.79,46.48,3551900,23.24
"2010-01-12",47.5,48.49,46.86,47.2,5287900,23.6
"2010-01-13",47.5,48.95,47.34,48.78,4012900,24.39
"2010-01-14",48.54,48.77,47.87,48.11,2737400,24.06
"2010-01-15",47.98,48.55,47.57,47.92,3158900,23.96
"2010-01-19",47.82,48.34,47.66,48.31,2893300,24.16
"2010-01-20",47.93,48.13,46.79,47.16,3302200,23.58
"2010-01-21",47.28,47.6,46.48,46.8,4481500,23.4
"2010-01-22",46.78,47.09,44.92,45.17,5547000,22.58
"2010-01-25",45.4,45.64,44.81,45.28,3807600,22.64
"2010-01-26",45.07,46.14,44.51,45.57,3637200,22.78
"2010-01-27",45.44,46.18,44.96,46.09,3265400,23.05
"2010-01-28",45.83,46.06,44.11,44.56,5160800,22.28
"2010-01-29",44.84,45.59,43.58,43.66,4498100,21.83
"2010-02-01",43.8,44.69,43.67,44.69,3166000,22.34
"2010-02-02",44.64,45.27,44.08,45.17,2994800,22.58
"2010-02-03",44.66,45.3,44.53,45.17,1802600,22.58
"2010-02-04",44.75,44.83,43.12,43.12,4143600,21.56
"2010-02-05",43,43.7,42.08,43.66,4478000,21.83
"2010-02-08",43.32,44.3,43.29,43.74,3684100,21.87
"2010-02-09",45.23,46.66,44.89,46.49,8692500,23.25
"2010-02-10",46.47,46.64,46.06,46.34,4138500,23.17
"2010-02-11",46.26,47.24,45.79,47.16,4055400,23.58
"2010-02-12",46.5,47.34,46.09,47.16,5037600,23.58
"2010-02-16",47.35,48.34,46.81,47.43,3703300,23.72
"2010-02-17",47.62,47.62,46.99,47.19,2950100,23.59
"2010-02-18",47.23,47.43,47.01,47.3,3062100,23.65
"2010-02-19",47.21,47.75,47.04,47.51,3859600,23.75
"2010-02-22",47.78,47.78,46.94,47.33,3502200,23.67
"2010-02-23",47.07,47.48,46.95,47.22,3426500,23.61
"2010-02-24",47.51,48.28,47.42,48.17,4276500,24.08
"2010-02-25",47.38,48.17,47.01,48.16,4292800,24.08
"2010-02-26",48.14,48.23,47.74,48.13,3901300,24.07
"2010-03-01",48.48,50.5,48.16,50.48,7197900,25.24
"2010-03-02",50.56,51.31,50.56,51.01,6629300,25.5
"2010-03-03",51.1,51.17,49.68,49.84,4558000,24.92
"2010-03-04",49.78,50.16,49.09,49.63,3661600,24.82
"2010-03-05",50,50.78,49.75,50.67,2616300,25.33
"2010-03-08",50.88,50.88,49.96,50.02,3331900,25.01
"2010-03-09",50,50.64,49.83,50.29,2790800,25.15
"2010-03-10",50.15,50.88,50.04,50.81,2882500,25.41
"2010-03-11",50.54,51.06,50.42,51.01,2832400,25.5
"2010-03-12",51.1,51.1,50.68,50.8,2067900,25.4
"2010-03-15",50.72,50.92,50.34,50.85,2331300,25.42
"2010-03-16",50.95,51.27,50.8,51.26,2571900,25.63
"2010-03-17",51.35,52.02,51.35,51.62,2070800,25.81
"2010-03-18",51.59,51.92,51.42,51.83,1937200,25.92
"2010-03-19",52.04,52.22,50.98,51.25,5122600,25.62
"2010-03-22",51.02,52.02,51,51.87,2120300,25.93
"2010-03-23",52.1,52.63,51.66,52.52,3254700,26.26
"2010-03-24",52.4,52.68,51.89,51.92,2729900,25.96
"2010-03-25",52.16,52.32,51.4,51.46,2949700,25.73
"2010-03-26",51.42,51.75,50.82,51.09,2441700,25.55
"2010-03-29",50.95,51.39,50.87,51.14,1957800,25.57
"2010-03-30",51.16,51.65,51.02,51.46,1909900,25.73
"2010-03-31",51.15,51.43,50.89,50.98,2254500,25.49
"2010-04-01",51.21,51.29,50.25,50.81,2823700,25.41
"2010-04-05",51.13,52.23,50.92,51.98,3533400,25.99
"2010-04-06",51.58,52.61,51.54,52.25,2267000,26.12
"2010-04-07",51.99,52.1,50.93,51.11,3305600,25.56
"2010-04-08",50.71,51.21,50.19,50.89,2359900,25.44
"2010-04-09",50.93,51.72,50.81,51.72,2436100,25.86
"2010-04-12",51.88,52.18,51.5,51.96,2785300,25.98
"2010-04-13",52.29,54.35,52.22,53.67,7214300,26.83
"2010-04-14",54.07,54.23,53.72,53.93,3186600,26.97
"2010-04-15",53.73,53.79,53.26,53.66,2777600,26.83
"2010-04-16",53.61,53.79,52.7,52.77,4316800,26.39
"2010-04-19",52.08,52.21,51.07,52.05,4176000,26.02
"2010-04-20",52.53,53.09,52.15,53.02,2690700,26.51
"2010-04-21",52.84,52.87,52.32,52.77,2279400,26.39
"2010-04-22",52.25,53.78,51.94,53.69,2598500,26.84
"2010-04-23",53.89,53.99,52.9,53.33,3180500,26.67
"2010-04-26",53.54,53.73,53.07,53.2,2344800,26.6
"2010-04-27",52.94,53.17,51.39,51.49,3324300,25.75
"2010-04-28",51.62,51.73,50.47,50.98,3281300,25.49
"2010-04-29",51.2,52.44,51.17,52.05,2593400,26.02
"2010-04-30",51.49,52.54,51.11,51.11,2443200,25.56
"2010-05-03",51.25,52.14,51.02,52.02,3110900,26.01
"2010-05-04",53.3,53.3,50.75,51.8,6858500,25.9
"2010-05-05",51.45,51.49,47.73,50.99,4920500,25.5
"2010-05-06",50.68,51.13,45.95,48.75,5580100,24.38
"2010-05-07",48,49.03,46.5,47.52,7414200,23.76
"2010-05-10",48.99,51.8,48.31,51.8,6316400,25.9
"2010-05-11",51.07,52.23,50.25,51.42,4866200,25.71
"2010-05-12",51.43,52.5,51.3,52.49,4287700,26.25
"2010-05-13",52.45,52.89,51.69,51.76,2695800,25.88
"2010-05-14",51.45,51.48,48.94,49.89,5542700,24.94
"2010-05-17",50.05,50.31,48.16,49.43,4556200,24.72
"2010-05-18",50.02,50.36,48.75,48.94,2829600,24.47
"2010-05-19",48.56,49.35,47.75,48.53,3773300,24.26
"2010-05-20",47.23,48.01,46.48,46.98,6050100,23.49
"2010-05-21",46.16,49.51,45.85,49.49,7763000,24.75
"2010-05-24",48.8,49.38,48.47,48.62,5330800,24.31
"2010-05-25",47.12,49.06,46.81,49.05,4583800,24.52
"2010-05-26",49.41,50.5,48.69,48.89,3494800,24.44
"2010-05-27",49.93,50.76,49.67,50.76,2723100,25.38
"2010-05-28",50.46,50.79,49.62,50.04,2899600,25.02
"2010-06-01",48.8,50.43,48.79,49.14,2643900,24.57
"2010-06-02",49.18,50.99,48.64,50.99,3173000,25.5
"2010-06-03",50.99,52.37,50.9,52.24,5250600,26.12
"2010-06-04",51.21,52.03,50.1,50.24,4677700,25.12
"2010-06-07",50.3,50.75,49.51,49.62,3307600,24.81
"2010-06-08",49.48,49.81,48.53,49.78,4070300,24.89
"2010-06-09",49.93,50.93,49.61,49.82,3054100,24.91
