"","BCR.Open","BCR.High","BCR.Low","BCR.Close","BCR.Volume","BCR.Adjusted"
"2011-05-11",109.38,109.9,108.28,108.82,588500,106.56
"2011-05-12",108.65,109.93,108,109.54,599000,107.26
"2011-05-13",109.36,109.99,108.75,109.56,346100,107.28
"2011-05-16",109.12,110,108.99,109.34,363600,107.07
"2011-05-17",109.16,110.86,108.75,110.64,697000,108.34
"2011-05-18",110.43,113.11,110.43,112.91,1028000,110.56
"2011-05-19",113.1,113.13,111.21,112.12,839300,109.79
"2011-05-20",111.98,112.28,110.08,111.62,638000,109.3
"2011-05-23",110.62,110.7,109.88,110.32,638800,108.03
"2011-05-24",110.44,110.62,109.92,110.43,499700,108.13
"2011-05-25",110.58,110.6,109.46,110.58,883500,108.28
"2011-05-26",109.84,110.82,109.23,110.65,620700,108.35
"2011-05-27",110.65,110.97,110.44,110.89,763800,108.58
"2011-05-31",111.53,111.85,110.68,111.78,2160300,109.45
"2011-06-01",111.19,111.6,110.34,110.43,591200,108.13
"2011-06-02",110.31,110.33,109.17,110.08,529900,107.79
"2011-06-03",109.03,109.24,108.18,108.29,826000,106.04
"2011-06-06",108.11,108.54,107.77,107.93,485400,105.68
"2011-06-07",108.26,108.82,107.63,108.32,596700,106.07
"2011-06-08",108.24,108.91,107.93,108.49,520200,106.23
"2011-06-09",109.26,111,108.64,110.49,556500,108.19
"2011-06-10",110.1,110.15,108.72,108.98,681400,106.71
"2011-06-13",108.92,109.49,108.74,108.92,483400,106.65
"2011-06-14",109.95,110.74,109.72,110.53,431700,108.23
"2011-06-15",109.71,110.45,108.3,108.75,592300,106.49
"2011-06-16",108.89,109.16,108.17,108.67,560500,106.41
"2011-06-17",109.4,109.84,108.53,108.67,736700,106.41
"2011-06-20",108.64,109.41,108.42,109.14,548900,106.87
"2011-06-21",109.47,109.99,109.38,109.74,486900,107.46
"2011-06-22",109.81,110.13,109.1,109.16,515500,106.89
"2011-06-23",108.3,108.88,106.34,108.8,670100,106.54
"2011-06-24",108.9,108.98,107.24,107.52,784700,105.28
"2011-06-27",107.3,108.55,107.18,108.26,371400,106.01
"2011-06-28",108.68,110.37,108.44,110.18,424600,107.89
"2011-06-29",110.4,110.93,109.07,109.16,714200,106.89
"2011-06-30",109.25,110.12,109.25,109.86,1207900,107.57
"2011-07-01",109.67,111.82,109.58,111.69,632900,109.37
"2011-07-05",111.4,112,111.4,111.82,685400,109.49
"2011-07-06",111.83,113.27,111.7,113.24,610800,110.88
"2011-07-07",113.75,113.84,113.03,113.32,425400,110.96
"2011-07-08",112.26,112.9,111.96,112.82,528300,110.47
"2011-07-11",112.11,112.18,111.07,111.29,474900,108.98
"2011-07-12",111.22,113.06,111.19,112.27,447500,109.93
"2011-07-13",112.66,113.59,112.18,112.38,350300,110.04
"2011-07-14",112.72,113.35,112.3,112.5,510100,110.16
"2011-07-15",112.82,112.82,111.34,111.8,752200,109.47
"2011-07-18",111.86,111.99,110.72,111.44,486000,109.12
"2011-07-19",111.67,113.21,111.67,112.98,535900,110.63
"2011-07-20",113.21,113.21,111.67,112.23,431600,109.9
"2011-07-21",111.76,113.77,111.3,112.71,715000,110.55
"2011-07-22",103.92,105.09,99.2,99.58,3906000,97.67
"2011-07-25",100.31,101.07,99.3,100.44,1449800,98.52
"2011-07-26",100.35,101.37,100.28,100.38,1181500,98.46
"2011-07-27",100.08,100.6,98.99,99.06,965300,97.16
"2011-07-28",99.43,100.29,97.71,97.86,1101900,95.99
"2011-07-29",97.15,99.19,96.81,98.68,979800,96.79
"2011-08-01",99.8,100.73,95.33,96.45,1627900,94.6
"2011-08-02",96.45,98.18,93.93,93.98,1797900,92.18
"2011-08-03",94.16,94.84,92.54,94.37,1600900,92.56
"2011-08-04",93.32,94.11,91.22,91.25,1474100,89.5
"2011-08-05",91.63,92,89.12,90.42,1866900,88.69
"2011-08-08",88.64,89.39,85.93,86.01,1677800,84.36
"2011-08-09",86.14,90.56,85.05,90.48,2133200,88.75
"2011-08-10",88.97,89.36,86.76,87.11,1471900,85.44
"2011-08-11",87.7,91.74,87.14,90.94,1127000,89.2
"2011-08-12",91.53,92.09,90.56,91.72,669300,89.96
"2011-08-15",92.34,92.81,91.3,92.37,598100,90.6
"2011-08-16",91.63,91.81,90.16,90.8,935400,89.06
"2011-08-17",91.33,92.12,89.56,90.63,878400,88.9
"2011-08-18",88.95,89.39,86.87,87.63,1079700,85.95
"2011-08-19",87.05,89.26,86.68,87.47,1037500,85.8
"2011-08-22",88.9,89.13,86.65,86.99,774100,85.32
"2011-08-23",87.01,89.89,86.39,89.84,781000,88.12
"2011-08-24",89.47,90.39,88.2,90.23,1565600,88.5
"2011-08-25",90.49,90.93,88.88,89.46,746600,87.75
"2011-08-26",89.33,91.52,87.7,91.46,475200,89.71
"2011-08-29",92.11,93.59,92.06,93.39,510000,91.6
"2011-08-30",92.77,94.76,92.06,94.16,681900,92.36
"2011-08-31",94.77,95.79,94.35,95.26,616000,93.44
"2011-09-01",95.28,96.71,94.5,94.79,711500,92.98
"2011-09-02",93.54,93.59,91.54,91.85,803600,90.09
"2011-09-06",91.02,92.14,89.29,91.76,785400,90
"2011-09-07",93.15,94.36,92.68,94.21,630500,92.41
"2011-09-08",93.73,95.28,93.07,93.57,870800,91.78
"2011-09-09",92.32,92.43,89.5,89.62,1189400,87.9
"2011-09-12",89.13,89.48,87.53,89.39,954800,87.68
"2011-09-13",89.48,90.56,88.84,89.89,745900,88.17
"2011-09-14",89.99,91.35,88.62,90.28,1101800,88.55
"2011-09-15",91.15,91.66,89.58,91.27,829600,89.52
"2011-09-16",91.22,92.32,91.07,91.64,1196900,89.89
"2011-09-19",90.11,90.82,88.98,90.28,668700,88.55
"2011-09-20",90.91,93.26,90.63,91.67,883400,89.92
"2011-09-21",91.61,91.75,88.6,88.6,950000,86.9
"2011-09-22",86.42,87.14,85.55,86.61,1205100,84.95
"2011-09-23",85.96,86.97,84.8,85.81,1174300,84.17
"2011-09-26",86.46,87.55,85.92,87.49,1146600,85.82
"2011-09-27",88.54,90.86,87.88,89.3,772000,87.59
"2011-09-28",89.33,89.82,87.76,88.32,965000,86.63
"2011-09-29",89.51,90.15,87.57,88.89,561100,87.19
"2011-09-30",88.08,89.66,87.45,87.54,609700,85.86
"2011-10-03",87.06,87.73,84.44,84.66,916400,83.04
"2011-10-04",83.79,85.96,83.17,85.69,1300000,84.05
"2011-10-05",85.53,85.96,84.54,85.61,1196300,83.97
"2011-10-06",85.81,85.81,84.15,85.08,1293400,83.45
"2011-10-07",85.41,85.41,83.79,83.93,998800,82.32
"2011-10-10",85.13,86.63,85.13,86.43,993700,84.78
"2011-10-11",86.16,86.32,85.1,85.73,870300,84.09
"2011-10-12",86.04,87.83,85.71,86.71,1077500,85.05
"2011-10-13",86.19,87.59,85.49,86.97,727800,85.31
"2011-10-14",87.83,87.87,86.26,86.57,669300,84.91
"2011-10-17",86.16,86.25,84.08,84.29,1090500,82.68
"2011-10-18",84.37,86.42,83.45,85.72,987700,84.08
"2011-10-19",85.91,87.57,85.76,86.78,846500,85.12
"2011-10-20",86.24,86.61,84.57,85.49,858800,84.04
"2011-10-21",86.33,87.68,86.22,87.27,569200,85.79
"2011-10-24",86.88,89.32,86.68,88.7,705000,87.19
"2011-10-25",89.03,89.61,87.47,87.7,676600,86.21
"2011-10-26",81.04,85.46,80.8,83.4,2556600,81.98
"2011-10-27",86.48,87.19,84.34,86.42,1580400,84.95
"2011-10-28",86.26,88.06,86.01,87.81,1097400,86.32
"2011-10-31",86.48,86.92,85.79,85.95,1164400,84.49
"2011-11-01",83.81,85.42,83.53,83.94,1278200,82.51
"2011-11-02",84.45,85.64,84.37,85.57,915900,84.12
"2011-11-03",86.7,87.56,85.78,87.44,689100,85.95
"2011-11-04",87.12,88.08,86.28,87.3,768600,85.82
"2011-11-07",87.31,88.16,86.43,88.11,592800,86.61
"2011-11-08",88.23,89.39,87.36,89.33,633300,87.81
"2011-11-09",87.81,88.22,86.71,87.02,870600,85.54
"2011-11-10",87.95,88.22,87.16,87.5,712800,86.01
"2011-11-11",88.4,89.29,88.4,88.89,436800,87.38
"2011-11-14",88.67,88.72,87.54,87.94,498700,86.45
"2011-11-15",87.95,88.52,87.63,87.95,686800,86.46
"2011-11-16",87.09,87.96,86.55,86.9,753500,85.42
"2011-11-17",86.45,86.71,85.57,86.07,645100,84.61
"2011-11-18",86.66,86.7,85.14,85.25,641100,83.8
"2011-11-21",84.53,84.77,83.58,84.23,603800,82.8
"2011-11-22",83.9,84.38,83.03,83.9,499200,82.47
"2011-11-23",83.44,83.61,82.39,82.39,668100,80.99
"2011-11-25",81.91,83.37,81.86,83.37,480500,81.95
"2011-11-28",85.07,85.45,84.13,84.69,561500,83.25
"2011-11-29",84.99,85.26,83.47,83.77,655000,82.35
"2011-11-30",85.96,87.2,85.86,87.19,779300,85.71
"2011-12-01",87.21,88.31,86.88,87.25,500100,85.77
"2011-12-02",87.75,88.12,85.44,85.71,600900,84.25
"2011-12-05",86.68,87.5,86,86.51,493600,85.04
"2011-12-06",86.77,86.93,85.61,85.89,483500,84.43
"2011-12-07",85.62,86.59,84.91,86.12,357900,84.66
"2011-12-08",85.7,85.86,84.02,84.12,539500,82.69
"2011-12-09",84.12,85.96,84.12,85.7,267600,84.24
"2011-12-12",85.24,85.37,84.13,84.58,482100,83.14
"2011-12-13",85.04,85.26,83.98,84.44,684100,83.01
"2011-12-14",84.09,85.1,84.05,84.61,998700,83.17
"2011-12-15",85.67,87.15,85.18,86.71,846800,85.24
"2011-12-16",87.01,87.35,85.82,86.16,947200,84.7
"2011-12-19",86.25,87.09,85.26,85.28,585500,83.83
"2011-12-20",86.46,87.88,86.45,87.78,759600,86.29
"2011-12-21",82.45,84.04,82.22,84.04,1943200,82.61
"2011-12-22",84.3,84.9,83.65,84.23,945000,82.8
"2011-12-23",84.43,85.13,83.99,85.12,686200,83.67
"2011-12-27",85.15,85.85,84.81,85.6,580000,84.15
"2011-12-28",85.74,85.74,84.43,84.49,402800,83.05
"2011-12-29",84.6,85.96,84.6,85.78,337300,84.32
"2011-12-30",85.74,86.32,85.41,85.5,280000,84.05
"2012-01-03",86.82,87.8,86.27,86.37,763500,84.9
"2012-01-04",86.39,86.63,84.42,86.08,1311800,84.62
"2012-01-05",86.02,86.27,85.67,85.94,626100,84.48
"2012-01-06",85.94,86.19,84.97,85.68,663400,84.22
"2012-01-09",85.8,86.13,84.62,85.45,390100,84
"2012-01-10",85.85,86.38,85.64,85.75,529400,84.29
"2012-01-11",85.65,86.01,85.32,85.83,481100,84.37
"2012-01-12",85.91,86.26,84.56,86.05,437900,84.59
"2012-01-13",85.6,86.02,85.27,85.45,523300,84
"2012-01-17",86.14,86.92,85.49,85.87,608200,84.41
"2012-01-18",85.94,86.52,85.46,86.28,565400,84.81
"2012-01-19",86.43,89.99,86.16,89.36,1085800,88.04
"2012-01-20",89.36,90.17,89.05,90.01,774600,88.68
"2012-01-23",89.9,90.3,89.46,90.03,409500,88.7
"2012-01-24",89.95,92.65,89.75,91.85,695000,90.49
"2012-01-25",91.87,93.83,91.74,93.51,742300,92.12
"2012-01-26",93.76,94.12,92.58,93.24,687600,91.86
"2012-01-27",93.12,93.84,92.95,93.32,385600,91.94
"2012-01-30",92.67,92.69,91.69,92.13,550800,90.76
"2012-01-31",93.46,93.58,92.5,92.52,685600,91.15
"2012-02-01",93.51,95.39,93.51,93.79,946000,92.4
"2012-02-02",93.78,94.1,92.69,92.7,711400,91.33
"2012-02-03",93.58,93.82,93,93.48,845700,92.09
"2012-02-06",93.16,93.75,93.03,93.23,490300,91.85
"2012-02-07",92.78,93.31,92.62,93.04,604700,91.66
"2012-02-08",93.05,93.69,92.53,92.75,649300,91.38
"2012-02-09",92.74,92.77,92,92.31,651700,90.94
"2012-02-10",91.72,95.7,91.41,95.67,3082000,94.25
"2012-02-13",95.96,97.21,94.7,95.37,1148600,93.96
"2012-02-14",95.43,95.79,95.04,95.62,1055600,94.2
"2012-02-15",95.62,95.72,94.8,95.26,552700,93.85
"2012-02-16",95.11,95.48,94.71,95.44,447800,94.03
"2012-02-17",95.85,97.27,95.26,95.53,557400,94.11
"2012-02-21",95.44,95.78,93.35,94.05,676400,92.66
"2012-02-22",93.98,94.6,93.56,94.05,476200,92.66
"2012-02-23",93.85,94.36,93.56,93.75,604100,92.36
"2012-02-24",93.77,94.42,93.76,94.07,550100,92.68
"2012-02-27",93.57,94.32,93.16,94.04,403600,92.65
"2012-02-28",93.99,94.87,93.57,94.15,425300,92.75
"2012-02-29",94.37,94.37,93.59,93.62,534600,92.23
"2012-03-01",93.37,94.18,92.62,93.47,924400,92.08
"2012-03-02",93.4,93.91,93.13,93.3,481100,91.92
"2012-03-05",93.17,93.3,92.52,93.11,471200,91.73
"2012-03-06",92.27,92.87,91.91,92,810800,90.64
"2012-03-07",92.05,92.52,91.92,92.3,511700,90.93
"2012-03-08",92.73,94.21,92.61,94,405200,92.61
"2012-03-09",94.05,94.74,93.86,94.07,257700,92.68
"2012-03-12",94.15,94.6,94.08,94.3,291800,92.9
"2012-03-13",94.96,95.84,94.5,95.72,477600,94.3
"2012-03-14",95.39,95.7,94.73,95.07,543400,93.66
"2012-03-15",95.02,96.22,94.58,96.21,361200,94.78
"2012-03-16",96.48,97.3,95.98,97.28,947200,95.84
"2012-03-19",96.79,96.97,96.11,96.44,584400,95.01
"2012-03-20",95.9,96.15,95.42,95.68,555200,94.26
"2012-03-21",95.89,96.13,95.29,95.92,564500,94.5
"2012-03-22",95.97,96.92,95.89,96.28,650800,94.85
"2012-03-23",96.61,96.96,96.39,96.56,461800,95.13
"2012-03-26",97,99.06,96.99,99.05,457300,97.58
"2012-03-27",98.96,99.38,98.35,98.79,493300,97.33
"2012-03-28",98.84,99.05,98.4,99,435200,97.53
"2012-03-29",98.51,99.16,98.07,98.94,420600,97.47
"2012-03-30",99.2,99.64,98.7,98.72,509300,97.26
"2012-04-02",98.93,99.47,98.48,99.15,448000,97.68
"2012-04-03",98.91,99.29,98.3,98.58,617000,97.12
"2012-04-04",97.93,98.64,97.58,97.61,526300,96.16
"2012-04-05",97.28,98.09,97.18,98.01,335000,96.56
"2012-04-09",96.78,96.99,96.49,96.73,452100,95.3
"2012-04-10",96.47,96.55,95.31,95.31,690800,93.9
"2012-04-11",95.96,96.63,95.39,95.89,292300,94.47
"2012-04-12",96.12,97.04,95.27,96.57,756200,95.14
"2012-04-13",96.35,97,95.99,96.03,522600,94.61
"2012-04-16",96.38,96.38,95.38,95.87,448900,94.45
"2012-04-17",97,98.75,96.4,98.02,1007000,96.57
"2012-04-18",97.35,98.54,97.35,98,579600,96.55
"2012-04-19",98.03,98.35,97.03,98.3,533000,96.84
"2012-04-20",98.45,98.81,97.79,98.07,455400,96.62
"2012-04-23",97.62,97.86,96.67,97.83,500900,96.38
"2012-04-24",97.37,98.22,97.26,97.98,548400,96.53
"2012-04-25",98.51,98.51,96.57,97.47,1227500,96.03
"2012-04-26",97.23,99.02,96.07,98.77,679200,97.5
"2012-04-27",99.05,99.63,98.14,98.71,467500,97.44
"2012-04-30",98.66,99.48,98.15,98.96,384800,97.68
"2012-05-01",98.86,100.08,98.14,99.62,504400,98.34
"2012-05-02",99,99.98,98.71,99.88,561100,98.59
"2012-05-03",99.74,100.13,99.22,99.72,381100,98.43
"2012-05-04",99.43,99.69,98.98,99.38,591300,98.1
"2012-05-07",99.16,100.08,98.9,99.86,451400,98.57
"2012-05-08",99.41,100.91,98.97,100.71,809300,99.41
"2012-05-09",99.74,101.01,99.3,100.42,983300,99.13
"2012-05-10",101.2,102.7,100.74,101.7,747000,100.39
"2012-05-11",101.25,101.85,100.76,101.18,609300,99.88
"2012-05-14",100.34,100.91,99.75,100.61,546000,99.31
"2012-05-15",100.45,101.82,100.4,100.67,693500,99.37
"2012-05-16",100.92,100.97,99.07,99.1,735500,97.82
"2012-05-17",99.25,99.66,98,98.04,595000,96.78
"2012-05-18",98.56,98.56,96.48,96.78,553000,95.53
"2012-05-21",96.9,99.1,96.8,99.1,637400,97.82
"2012-05-22",99.13,99.4,98.26,98.69,467900,97.42
"2012-05-23",98.39,99.24,97.42,99.1,634000,97.82
"2012-05-24",99.05,100.43,98.39,99.99,496300,98.7
"2012-05-25",99.69,100.33,99.56,99.9,264800,98.61
"2012-05-29",100.26,100.89,99.83,100.31,519000,99.02
"2012-05-30",99.86,100.13,98.12,98.12,526200,96.85
"2012-05-31",97.62,98.09,97.02,97.19,967500,95.94
"2012-06-01",96.31,96.5,95.48,95.6,470300,94.37
"2012-06-04",95.27,95.61,94.91,95.46,517100,94.23
"2012-06-05",95.01,96.54,94.9,96.41,342300,95.17
"2012-06-06",96.57,97.68,96.15,97.68,331100,96.42
"2012-06-07",98.59,98.93,98.27,98.55,612700,97.28
"2012-06-08",98.24,99.68,98.18,99.61,374300,98.33
"2012-06-11",100,100.4,98.41,98.43,328500,97.16
"2012-06-12",98.71,98.71,97.61,98.48,447700,97.21
"2012-06-13",98.48,99.97,98.31,99.44,680100,98.16
"2012-06-14",100.08,101.13,97.28,98.95,1551600,97.67
"2012-06-15",99.44,102.82,99.02,102.42,1147900,101.1
"2012-06-18",101.98,103.48,101.97,103.2,571600,101.87
"2012-06-19",103.59,105.23,103.54,104.57,490600,103.22
"2012-06-20",104.55,105.04,103.98,104.75,446300,103.4
"2012-06-21",102.87,105.79,102.87,103.82,504100,102.48
"2012-06-22",103.85,104.86,103.28,104.43,506600,103.08
"2012-06-25",104.38,104.38,103.09,103.6,464100,102.26
"2012-06-26",103.72,103.95,103.05,103.66,357300,102.32
"2012-06-27",102.35,104.68,102.35,103.87,489300,102.53
"2012-06-28",103.77,105.05,103.17,104.82,578400,103.47
"2012-06-29",106,107.91,105.4,107.44,754300,106.05
"2012-07-02",107.04,107.94,106.95,107.83,757500,106.44
"2012-07-03",107.47,107.85,106.76,107.85,516600,106.46
"2012-07-05",107.51,108.31,107.31,107.68,581600,106.29
"2012-07-06",107.23,107.59,105.98,106.68,343500,105.3
"2012-07-09",106.69,107.15,106.61,107.04,363200,105.66
"2012-07-10",107.04,107.43,105.45,105.68,711600,104.32
"2012-07-11",105.71,106.78,105.57,106.45,384900,105.08
"2012-07-12",106,106.04,104.69,105.61,466600,104.25
"2012-07-13",105.97,108.05,105.97,107.71,697600,106.32
"2012-07-16",107.73,108.07,106.27,106.57,391800,105.2
"2012-07-17",106.78,107.48,105.61,107.22,620900,105.84
"2012-07-18",106.77,107.13,106.29,106.68,705600,105.3
"2012-07-19",106.22,107.99,106,107.5,494800,106.31
"2012-07-20",106.98,106.98,105.24,105.71,993900,104.54
"2012-07-23",104.87,104.99,103.31,103.97,438400,102.82
"2012-07-24",103.92,104.12,102.3,102.67,387000,101.54
"2012-07-25",102.51,104.18,102.24,103.3,654000,102.16
"2012-07-26",97,100,97,98.46,1715100,97.37
"2012-07-27",98.77,99.95,97.47,99.59,1045200,98.49
"2012-07-30",99.44,99.96,97.87,98.24,917500,97.16
"2012-07-31",97.92,98.24,97.19,97.26,682500,96.19
"2012-08-01",97.76,98.07,96.64,97.45,528100,96.37
"2012-08-02",95.19,96.7,93.69,96.35,762600,95.29
"2012-08-03",97.29,98.38,96.87,97.46,320300,96.38
"2012-08-06",97.4,98.22,97,97.85,515800,96.77
"2012-08-07",98.19,98.77,97.64,97.9,474800,96.82
"2012-08-08",97.95,98.25,97.41,97.94,439500,96.86
"2012-08-09",98.07,98.33,97.29,97.72,352700,96.64
"2012-08-10",97.8,98.61,97.42,98.57,286600,97.48
"2012-08-13",98.41,98.67,98.07,98.41,312800,97.32
"2012-08-14",98.84,99.24,97.84,98.04,270000,96.96
"2012-08-15",98.03,98.76,97.54,98.68,406900,97.59
"2012-08-16",98.78,98.99,98.28,98.35,330100,97.26
"2012-08-17",97.96,98.62,97.93,98.4,937900,97.31
"2012-08-20",98.42,98.42,97.8,98.01,346500,96.93
"2012-08-21",98.17,98.85,97.76,98.41,458800,97.32
"2012-08-22",98.42,98.42,97.26,97.41,429000,96.33
"2012-08-23",97.42,97.77,97.03,97.3,382100,96.23
"2012-08-24",97.07,98.28,97.02,97.95,212200,96.87
"2012-08-27",97.93,98.3,97.61,97.7,294900,96.62
"2012-08-28",97.41,97.93,97.31,97.69,305200,96.61
"2012-08-29",97.69,98.64,97.49,97.97,537500,96.89
"2012-08-30",97.62,98.17,97.17,97.78,293500,96.7
"2012-08-31",98.15,98.49,97.52,98.11,333800,97.03
"2012-09-04",98.03,98.78,97.55,98.07,675800,96.99
"2012-09-05",98.31,99.64,98.1,99.44,995100,98.34
"2012-09-06",99.82,101.09,99.62,100.76,854800,99.65
"2012-09-07",101.2,101.4,100.11,100.8,695200,99.69
"2012-09-10",100.51,100.72,99.39,99.47,1184800,98.37
"2012-09-11",99.49,100.34,99.25,99.72,803300,98.62
"2012-09-12",99.83,101.37,99.75,100.95,610300,99.84
"2012-09-13",100.89,102.3,100.37,101.92,469500,100.79
"2012-09-14",101.56,102.63,101.24,102.23,417300,101.1
"2012-09-17",101.72,103.75,101.69,103.13,623700,101.99
"2012-09-18",102.86,104.02,102.86,103.66,430600,102.52
"2012-09-19",103.79,104.21,103.22,103.75,423900,102.6
"2012-09-20",103.59,104.46,103.08,104.42,369700,103.27
"2012-09-21",104.8,105,104.21,104.74,999800,103.58
"2012-09-24",105,105.89,104.55,105.48,774900,104.32
"2012-09-25",105.7,105.99,104.81,104.98,404100,103.82
"2012-09-26",105.26,105.31,104.23,104.27,337700,103.12
"2012-09-27",104.57,105.05,103.96,104.61,429300,103.46
"2012-09-28",104.08,105,103.56,104.65,541900,103.49
"2012-10-01",105,105.54,104.68,104.98,575000,103.82
"2012-10-02",105,105.45,104.59,105.41,469600,104.25
"2012-10-03",105.44,105.73,104.79,105.51,446100,104.35
"2012-10-04",105.99,106.49,105.48,105.99,320000,104.82
"2012-10-05",106.4,106.41,105.41,105.6,294000,104.43
"2012-10-08",105.31,105.53,105.07,105.37,264700,104.21
"2012-10-09",105.11,105.11,102.23,102.3,634900,101.17
"2012-10-10",102.25,102.48,101.8,102.21,381100,101.08
"2012-10-11",102.66,103.26,101.98,101.98,297300,100.85
"2012-10-12",102.21,102.92,100.79,100.98,362600,99.87
"2012-10-15",101.32,101.38,100.65,101.22,291800,100.1
"2012-10-16",102.08,102.26,101.57,102.23,386300,101.1
"2012-10-17",101.9,102.71,101.63,102.62,558100,101.49
"2012-10-18",101.91,102.46,100.99,101,681700,100.08
"2012-10-19",100.7,100.92,99.36,99.72,824400,98.81
"2012-10-22",96.8,99.57,96.8,98.59,835200,97.69
"2012-10-23",98.46,100.46,97.63,98.7,607700,97.8
"2012-10-24",97.19,98.38,95.74,96.25,1248100,95.37
"2012-10-25",96.48,97.76,96.04,96.93,855300,96.05
"2012-10-26",97.06,97.36,96.16,96.44,706300,95.56
"2012-10-31",96.87,97.18,96.03,96.19,539300,95.31
"2012-11-01",96.26,97.63,95.51,97.26,360100,96.37
"2012-11-02",97.46,97.7,95.77,96.07,484800,95.19
"2012-11-05",95.41,97.22,95.41,96.9,542800,96.02
"2012-11-06",97,98.26,96.95,97.71,653600,96.82
"2012-11-07",97.29,97.44,95.41,96.05,432300,95.18
"2012-11-08",95.2,95.98,94.59,94.82,380700,93.96
"2012-11-09",94.75,95.81,94.21,94.73,635100,93.87
"2012-11-12",95.04,95.13,94.08,94.7,596100,93.84
"2012-11-13",94.02,95.59,93.79,94.7,288300,93.84
"2012-11-14",94.76,95.47,94.38,95.39,719200,94.52
"2012-11-15",95.4,95.65,94.66,95.04,491500,94.17
"2012-11-16",95.14,96,94.95,95.78,547800,94.91
"2012-11-19",96.53,97.28,95.97,97.28,441500,96.39
"2012-11-20",97.18,97.5,96.29,97.24,530200,96.35
"2012-11-21",97.52,97.86,96.97,97.54,328700,96.65
"2012-11-23",97.79,98.59,97.2,98.54,150200,97.64
"2012-11-26",98.28,98.56,97.42,98.21,324400,97.32
"2012-11-27",98.24,98.77,97.73,97.8,554600,96.91
"2012-11-28",97.27,97.93,96.52,97.62,492100,96.73
"2012-11-29",98.09,99.19,97.91,98.74,321100,97.84
"2012-11-30",98.78,99.15,98.29,99.01,550100,98.11
"2012-12-03",99.21,99.89,98,98.16,315500,97.27
"2012-12-04",98.34,98.59,97.67,98.21,295300,97.32
"2012-12-05",98.17,98.19,97.28,97.45,354200,96.56
"2012-12-06",97.49,97.54,96.91,97.39,637400,96.5
"2012-12-07",97.6,97.76,96.81,97.46,376900,96.57
"2012-12-10",97.26,98.13,96.96,97.81,232600,96.92
"2012-12-11",98.15,98.86,97.12,98.13,416600,97.24
"2012-12-12",98.1,98.5,96.87,96.98,613500,96.1
"2012-12-13",97.09,97.44,96.37,96.49,386100,95.61
"2012-12-14",96.1,96.86,95.93,96.22,500700,95.34
"2012-12-17",96.45,96.83,96.01,96.79,565700,95.91
"2012-12-18",96.36,97.81,95.47,97.63,413500,96.74
"2012-12-19",97.9,98.61,96.86,97.93,522500,97.04
"2012-12-20",97.85,98.65,97.35,98.56,343900,97.66
"2012-12-21",98.38,100.59,97.29,98.18,1253600,97.29
"2012-12-24",97.66,98.86,96.33,96.57,292100,95.69
"2012-12-26",96.57,97,96.46,96.77,582600,95.89
"2012-12-27",96.84,97.47,96.27,97.14,411800,96.26
"2012-12-28",96.77,96.92,95.99,95.99,372700,95.12
"2012-12-31",95.76,97.76,95.39,97.74,532000,96.85
"2013-01-02",99.39,101.85,99.39,101.83,1017300,100.9
"2013-01-03",100.3,101.56,99.97,101.45,918200,100.53
"2013-01-04",101.55,101.69,100.83,100.93,459700,100.01
"2013-01-07",100.57,102.17,100.57,101.85,428200,100.92
"2013-01-08",101.7,103.15,101.41,103.14,636300,102.2
"2013-01-09",103.43,104.06,102.71,102.95,563600,102.01
"2013-01-10",103.03,103.59,102.11,102.78,467200,101.84
"2013-01-11",102.65,103.67,102.02,103.13,654200,102.19
"2013-01-14",103.39,104.63,102.54,102.68,932600,101.74
"2013-01-15",102.06,102.28,101.57,102,560900,101.07
"2013-01-16",101.93,102.01,101.4,101.68,378300,100.75
"2013-01-17",101.8,102.36,101.6,101.62,710500,100.89
"2013-01-18",101.55,101.86,100.36,101.59,603900,100.86
"2013-01-22",101.52,101.75,101.15,101.59,1099500,100.86
"2013-01-23",105.54,105.54,101.33,101.98,743200,101.25
"2013-01-24",101.98,103.55,101.71,103.51,619200,102.77
"2013-01-25",103.84,104.61,102.16,103.44,636500,102.7
"2013-01-28",103.64,103.73,102.41,103.34,336200,102.6
"2013-01-29",103.25,103.33,102.37,102.72,697100,101.98
"2013-01-30",102.74,102.99,101.81,102.23,634800,101.5
"2013-01-31",101.95,102.53,100.9,102.07,997600,101.34
"2013-02-01",99.85,100.77,97.79,99.35,1833400,98.64
"2013-02-04",99.21,99.5,98.08,98.59,795300,97.88
"2013-02-05",98.49,99.98,98.49,99.89,819000,99.18
"2013-02-06",99.66,101.94,99.47,101.56,1051700,100.83
"2013-02-07",101.4,102.05,101,101.08,535900,100.36
"2013-02-08",101.2,101.46,100.94,101.19,278700,100.47
"2013-02-11",101.2,101.4,100.81,100.93,351300,100.21
"2013-02-12",101.09,101.49,100.75,101.32,351300,100.59
"2013-02-13",101.07,101.84,101.07,101.45,317400,100.72
"2013-02-14",101.35,101.43,100.67,101,323700,100.28
"2013-02-15",100.96,101.54,100.33,100.79,444200,100.07
"2013-02-19",100.54,100.88,99.8,100.3,508200,99.58
"2013-02-20",100.06,100.39,99.47,99.6,466200,98.89
"2013-02-21",99.4,100.01,98.43,99.01,598200,98.3
"2013-02-22",98.32,98.6,97.36,98.27,722400,97.57
"2013-02-25",98.68,99.19,98.01,98.02,434100,97.32
