"","FFIV.Open","FFIV.High","FFIV.Low","FFIV.Close","FFIV.Volume","FFIV.Adjusted"
"2012-04-02",135.05,137.59,134.11,136.66,1065700,136.66
"2012-04-03",136.78,139.46,136.64,138.06,1383100,138.06
"2012-04-04",136.9,137.88,134.24,136.11,1286900,136.11
"2012-04-05",135.33,136.11,133.42,135.93,903600,135.93
"2012-04-09",132.56,133.81,131.19,132.88,1022700,132.88
"2012-04-10",133,134.67,127.66,128.3,1766400,128.3
"2012-04-11",122.9,125.16,120.01,122.65,3687600,122.65
"2012-04-12",123.19,126.25,121.37,124.15,2056500,124.15
"2012-04-13",124.38,124.73,121.77,122.12,1933600,122.12
"2012-04-16",123.45,124.51,120.71,122.04,1787200,122.04
"2012-04-17",123.44,124.99,122.93,123.75,1440000,123.75
"2012-04-18",124.77,125.08,122.15,124.21,2626900,124.21
"2012-04-19",133.79,139.2,131.3,133.98,6221700,133.98
"2012-04-20",134.04,134.65,131.51,131.63,1875300,131.63
"2012-04-23",130.24,131.88,128.5,130.85,1687000,130.85
"2012-04-24",130.75,131.12,127.38,129.28,1366500,129.28
"2012-04-25",129.7,130.85,127.07,130.72,1931900,130.72
"2012-04-26",130.6,133.67,130.01,133.41,1367400,133.41
"2012-04-27",133.43,136.94,132.66,136.11,1188600,136.11
"2012-04-30",136.09,136.1,133.33,133.93,858700,133.93
"2012-05-01",132.94,135.78,132.7,133.68,1081400,133.68
"2012-05-02",131.46,136.69,131.22,136.26,1641000,136.26
"2012-05-03",136,138.67,135.39,136.23,1633000,136.23
"2012-05-04",135.04,135.82,130.78,131.9,1300600,131.9
"2012-05-07",131,133.4,130.71,131.61,973000,131.61
"2012-05-08",130.19,130.7,125.02,128.87,1521400,128.87
"2012-05-09",127.41,130.5,125.6,129.39,1422900,129.39
"2012-05-10",129.09,129.2,123.27,124.08,2575300,124.08
"2012-05-11",123,127.47,122.35,125.91,1995500,125.91
"2012-05-14",124.29,126.27,123.2,125.53,1044800,125.53
"2012-05-15",125.81,126.58,123.29,123.88,1391100,123.88
"2012-05-16",124.9,124.9,118.09,118.26,2237400,118.26
"2012-05-17",118.35,119.19,116.32,116.47,1804400,116.47
"2012-05-18",116.65,116.99,112.34,112.71,1944900,112.71
"2012-05-21",112.04,117.88,111.3,117.43,1668500,117.43
"2012-05-22",117.39,118.41,115.46,116.54,1296700,116.54
"2012-05-23",115.2,118.3,113.92,117.84,1467000,117.84
"2012-05-24",116.12,116.8,106.79,108.56,5128400,108.56
"2012-05-25",108.7,110.75,107.9,109.04,1789100,109.04
"2012-05-29",110.06,110.68,107.31,108.44,1957700,108.44
"2012-05-30",107.24,108.09,105.15,107.54,1974500,107.54
"2012-05-31",103.74,103.95,99.47,103.48,5070800,103.48
"2012-06-01",100,101.88,96.95,97.31,2682000,97.31
"2012-06-04",98.24,98.45,95.66,97.51,1832000,97.51
"2012-06-05",96.77,101.2,96.45,100.89,2030600,100.89
"2012-06-06",101.52,103.78,100.65,103.27,1790000,103.27
"2012-06-07",105.18,107.19,101.3,101.55,3123300,101.55
"2012-06-08",101.28,102.64,99.75,102.4,1522500,102.4
"2012-06-11",104.1,104.97,99.83,100.12,1545500,100.12
"2012-06-12",101.2,102.17,99.42,101.56,1491100,101.56
"2012-06-13",101.43,102.47,100.32,101.1,973900,101.1
"2012-06-14",101.27,101.57,99.25,100.51,1006200,100.51
"2012-06-15",101.17,102.97,100.07,102.16,1620000,102.16
"2012-06-18",101.35,103.22,99.13,102.71,1313500,102.71
"2012-06-19",101.85,103.35,99.95,100.39,1994400,100.39
"2012-06-20",100.39,102.11,99.53,101.25,1499100,101.25
"2012-06-21",100.84,101.12,95.25,95.49,2244800,95.49
"2012-06-22",96.45,99.6,96.12,99.3,1701800,99.3
"2012-06-25",97.63,97.78,95.5,95.97,1641100,95.97
"2012-06-26",96.51,97.21,95.09,95.77,1303000,95.77
"2012-06-27",96.7,98.07,96.57,97.8,1361500,97.8
"2012-06-28",96.63,99.4,92.09,93.36,2454900,93.36
"2012-06-29",96.58,99.65,96.41,99.56,2149500,99.56
"2012-07-02",98.45,99.51,96.69,98.01,1787000,98.01
"2012-07-03",98.26,101.88,98.07,100.64,907300,100.64
"2012-07-05",100.49,102.56,99.01,101.44,1402100,101.44
"2012-07-06",97.21,97.66,93.04,94.49,3354800,94.49
"2012-07-09",93.85,94.3,92.2,92.62,1917600,92.62
"2012-07-10",93.85,94.99,90.82,91.36,2003000,91.36
"2012-07-11",91.44,94.14,90.96,92.46,2319000,92.46
"2012-07-12",91.13,94.04,88.37,93.47,2792500,93.47
"2012-07-13",93.51,94.35,90.27,91.39,1955100,91.39
"2012-07-16",90.99,93.23,90.51,92.11,2041100,92.11
"2012-07-17",92.4,92.95,89.35,91.76,1846900,91.76
"2012-07-18",93.26,99.54,93.26,98.59,4797500,98.59
"2012-07-19",94.94,103.13,93.2,102.75,6537500,102.75
"2012-07-20",101.51,102.05,95.94,96.1,3695000,96.1
"2012-07-23",93.49,94.59,90.55,93.59,2611700,93.59
"2012-07-24",93.1,93.27,88.3,89.44,3214500,89.44
"2012-07-25",90.64,92.89,89.79,91.98,2574100,91.98
"2012-07-26",93.92,96.76,93.11,94.55,2082700,94.55
"2012-07-27",95.42,98.45,93.85,97.75,2091300,97.75
"2012-07-30",97.7,98.5,94.71,95.28,1338200,95.28
"2012-07-31",94.75,95.32,92.73,93.38,1611100,93.38
"2012-08-01",94.44,94.47,92.9,93.91,1300900,93.91
"2012-08-02",92,93.93,90.29,90.53,2055900,90.53
"2012-08-03",92.83,93.8,91.9,92.78,1463900,92.78
"2012-08-06",93.68,97.88,92.81,97.13,1771200,97.13
"2012-08-07",97.85,103.87,97.68,101.62,2081700,101.62
"2012-08-08",100.79,102.69,100.52,101.1,1156100,101.1
"2012-08-09",101.66,103.9,101.52,103.21,1043900,103.21
"2012-08-10",102.5,103.37,101.43,102.23,1103400,102.23
"2012-08-13",101.89,102.07,99.79,100.72,925200,100.72
"2012-08-14",101,101.28,96.8,96.99,1812600,96.99
"2012-08-15",97.62,99.74,97,99.29,1550300,99.29
"2012-08-16",100,104.5,99.89,104.05,2021500,104.05
"2012-08-17",104.37,104.88,102.4,103.56,1400500,103.56
"2012-08-20",103.19,103.77,101.03,101.68,1009000,101.68
"2012-08-21",102.44,103.37,101.08,102.31,1291700,102.31
"2012-08-22",101,101,98.71,100.23,1321600,100.23
"2012-08-23",99.71,100.98,98.26,99.02,1291900,99.02
"2012-08-24",98.92,99.49,98.12,98.65,1370300,98.65
"2012-08-27",99.48,100.93,98.05,100.49,1179600,100.49
"2012-08-28",100.21,101.77,99.73,100.83,1208700,100.83
"2012-08-29",101,102.63,100.53,102.09,1396000,102.09
"2012-08-30",101.04,101.08,97.34,97.39,1854700,97.39
"2012-08-31",98.76,99,95.91,97.49,1650000,97.49
"2012-09-04",97.27,97.48,93.62,94.47,2204400,94.47
"2012-09-05",94.3,95.77,93.77,94.49,1344500,94.49
"2012-09-06",95.21,99.36,95.14,99.05,1767700,99.05
"2012-09-07",99.05,102,98.7,100.27,1654200,100.27
"2012-09-10",99.84,100.44,96.45,96.63,1778000,96.63
"2012-09-11",96.53,96.84,94.52,95.31,2467400,95.31
"2012-09-12",95.82,97.8,95.74,96.97,1634900,96.97
"2012-09-13",97.39,101.19,97.1,100.39,1755300,100.39
"2012-09-14",101.05,103.96,101.01,103.67,2245500,103.67
"2012-09-17",103.35,105.95,102.41,104.46,2246200,104.46
"2012-09-18",106.71,111.58,106.64,108.62,3794000,108.62
"2012-09-19",109.38,110.93,108.11,110.57,2205600,110.57
"2012-09-20",109.89,110.27,108.15,109.36,1520700,109.36
"2012-09-21",110,110.95,107.46,107.88,1693500,107.88
"2012-09-24",106.43,109.21,105.19,109.03,1488100,109.03
"2012-09-25",109.78,111,106.72,107.06,1436900,107.06
"2012-09-26",107.25,107.38,103.76,105.08,1256600,105.08
"2012-09-27",106,107.63,105.25,106.5,1452900,106.5
"2012-09-28",106.41,107.26,104.21,104.64,1923500,104.64
"2012-10-01",105.72,106.6,104.01,104.69,982700,104.69
"2012-10-02",105.5,107.02,104.49,106.97,1359000,106.97
"2012-10-03",107.22,108.37,106.22,107,1607700,107
"2012-10-04",106.81,107.75,105.15,107.43,1425800,107.43
"2012-10-05",105.54,107.08,102.82,103.43,2234800,103.43
"2012-10-08",102.78,106.98,102.03,103.88,1496500,103.88
"2012-10-09",103.52,103.75,100.5,102.08,1644600,102.08
"2012-10-10",101.56,101.59,98.25,98.77,2515400,98.77
"2012-10-11",100.29,101.47,97.8,98.79,1962000,98.79
"2012-10-12",99.05,99.98,97.05,97.27,1234600,97.27
"2012-10-15",97.71,98.39,96.4,98.31,1221600,98.31
"2012-10-16",99,101.27,98.63,101.19,1774200,101.19
"2012-10-17",98.75,99.69,97.07,97.33,2153700,97.33
"2012-10-18",97.71,98.25,96.13,97.05,1691300,97.05
"2012-10-19",98.58,99.42,95.78,95.84,1756800,95.84
"2012-10-22",96.24,97.71,95.08,95.97,1087500,95.97
"2012-10-23",94.77,96.72,93.65,95.54,1212200,95.54
"2012-10-24",97.94,97.94,93.02,93.32,4276400,93.32
"2012-10-25",82.8,83.95,81.07,83,8454400,83
"2012-10-26",83.5,84.44,81.52,81.78,2756500,81.78
"2012-10-31",82,83.13,81.61,82.59,1990500,82.59
"2012-11-01",82.32,86.86,82.03,86.1,3200100,86.1
"2012-11-02",85.28,86.18,82.16,82.59,2729200,82.59
"2012-11-05",82.09,85.38,81.57,85.13,1747200,85.13
"2012-11-06",85.56,88.15,85.28,87.67,2459300,87.67
"2012-11-07",87.24,90.41,86.9,88.35,3316000,88.35
"2012-11-08",88.74,89.78,86.5,86.76,1872000,86.76
"2012-11-09",86.8,89.14,86.42,87.93,1763600,87.93
"2012-11-12",88.15,88.57,85.17,86.14,1807700,86.14
"2012-11-13",88.17,89.87,86.49,86.54,2395000,86.54
"2012-11-14",88.2,90.82,86.98,87.5,3320500,87.5
"2012-11-15",88.02,88.5,84.71,87.71,3147100,87.71
"2012-11-16",88.11,88.42,85.21,86.64,2098900,86.64
"2012-11-19",88.16,88.64,86.58,88.08,1562600,88.08
"2012-11-20",88.32,88.32,86.62,87.48,1585000,87.48
"2012-11-21",87.63,90.2,87.51,90.05,1216000,90.05
"2012-11-23",89.97,92.44,89.97,92.16,902400,92.16
"2012-11-26",91.69,92.65,91.36,92.61,1112900,92.61
"2012-11-27",92.03,93.44,91.75,91.83,1132700,91.83
"2012-11-28",91.02,92.46,90.04,92.37,1043100,92.37
"2012-11-29",93.24,94.57,92.82,93.97,1297600,93.97
"2012-11-30",94.12,95.2,93,93.68,1441000,93.68
"2012-12-03",94.18,95.36,93.52,93.94,1005600,93.94
"2012-12-04",94.27,94.45,92.56,92.98,1568800,92.98
"2012-12-05",92.73,93.68,91.5,92.96,1345200,92.96
"2012-12-06",92.55,93.5,91.19,92.52,1648200,92.52
"2012-12-07",92.91,93.13,90.92,92.37,999600,92.37
"2012-12-10",92.27,94.84,92.07,93.77,1007700,93.77
"2012-12-11",94.41,95.45,94.24,94.92,1171600,94.92
"2012-12-12",95.27,96.12,93.8,94.2,1234300,94.2
"2012-12-13",93.95,93.95,91.48,93.73,1976400,93.73
"2012-12-14",93.53,93.76,89.61,90.41,2591400,90.41
"2012-12-17",90.7,92.66,90,92.6,1023100,92.6
"2012-12-18",93.08,97.42,93,97.29,1821500,97.29
"2012-12-19",97.03,98.45,96.12,96.44,1141900,96.44
"2012-12-20",96.71,97.64,95.5,97.33,1038800,97.33
"2012-12-21",95.83,98.51,94.76,97.46,2026200,97.46
"2012-12-24",97.17,97.5,95.23,96.19,465500,96.19
"2012-12-26",96.25,99.39,96.03,97.35,736400,97.35
"2012-12-27",97.41,97.6,94.91,97.13,1152000,97.13
"2012-12-28",96.17,97.01,95.39,96.14,609600,96.14
"2012-12-31",96.13,97.52,95.45,97.15,1320200,97.15
"2013-01-02",100.03,101.89,99.58,101.11,1278900,101.11
"2013-01-03",100.43,101.03,96.92,97.25,1941800,97.25
"2013-01-04",97.74,99.36,96.77,97.53,1643300,97.53
"2013-01-07",97.77,97.9,95.6,96.24,1319000,96.24
"2013-01-08",96.24,96.95,93.2,95.01,1339100,95.01
"2013-01-09",95.14,95.98,94.47,95.66,777500,95.66
"2013-01-10",96.33,97.13,94.89,95.71,1002100,95.71
"2013-01-11",96.5,99.38,96.33,97.89,1797600,97.89
"2013-01-14",97.73,98.92,96.93,97.19,1091000,97.19
"2013-01-15",96.49,98,95.38,97.44,999900,97.44
"2013-01-16",97.44,98.15,96.52,97.32,776700,97.32
"2013-01-17",97.79,99.05,97.65,98.52,837300,98.52
"2013-01-18",98.18,98.55,96.84,96.89,1389600,96.89
"2013-01-22",95.01,96.99,94.02,96.69,2242000,96.69
"2013-01-23",97.33,99.05,96.07,98.81,3721200,98.81
"2013-01-24",103,107.37,102.05,103.22,4664900,103.22
"2013-01-25",103.54,106.17,103.54,105.43,1804200,105.43
"2013-01-28",105.69,106.87,105.01,105.66,1203700,105.66
"2013-01-29",103.57,105.12,101.4,104.81,1680300,104.81
"2013-01-30",104.85,105.7,103.98,104.95,1437900,104.95
"2013-01-31",105.79,106.24,103.55,104.88,1460400,104.88
"2013-02-01",106.35,107.1,104.34,105.96,1847700,105.96
"2013-02-04",105.48,107.82,104.65,105.7,1710000,105.7
"2013-02-05",106.2,107.17,106.15,106.25,752200,106.25
"2013-02-06",105.75,107.75,105.68,107.66,1120900,107.66
"2013-02-07",107.54,107.99,104.13,105,1763800,105
"2013-02-08",105.16,106.66,104.54,105.25,1049700,105.25
"2013-02-11",104.52,105.89,103.31,103.52,896000,103.52
"2013-02-12",103.29,103.74,101.88,102.15,1136800,102.15
"2013-02-13",102.26,103.6,100.38,102.28,1201900,102.28
"2013-02-14",101.83,102.03,100.31,100.89,1422100,100.89
"2013-02-15",100.81,101.76,100.37,101.72,1391400,101.72
"2013-02-19",101.77,103.84,101.51,103.62,976700,103.62
"2013-02-20",103.75,105.3,102.18,102.2,2167200,102.2
"2013-02-21",102.12,102.47,99.28,100.73,1093400,100.73
"2013-02-22",101.36,102,99.79,101.06,903200,101.06
"2013-02-25",99.15,99.5,93.79,93.9,3770100,93.9
"2013-02-26",94.16,96.65,93.66,94.64,1887800,94.64
"2013-02-27",94.68,94.89,92.87,93.04,1807900,93.04
"2013-02-28",92.69,95.13,92.01,94.43,1971500,94.43
"2013-03-01",94.22,94.46,92.8,93.58,1261900,93.58
"2013-03-04",93.07,93.56,92.18,92.65,1495500,92.65
"2013-03-05",93.27,93.94,92.57,93.43,1597200,93.43
"2013-03-06",94.02,94.4,92.71,93.11,869400,93.11
"2013-03-07",94.03,95.67,93.08,94.23,1315500,94.23
"2013-03-08",94.68,95.4,93.79,94.01,1713800,94.01
"2013-03-11",93.9,94.87,93.4,94.74,1049300,94.74
"2013-03-12",94.43,95.22,92.85,93.46,1145300,93.46
"2013-03-13",93.55,95,92.12,92.79,1262600,92.79
"2013-03-14",93,93.1,91.07,91.31,2155000,91.31
"2013-03-15",91.14,92.54,90.65,90.91,1867000,90.91
"2013-03-18",89.53,90.44,87.97,90.24,1709200,90.24
"2013-03-19",90.34,90.36,88.1,89.7,1261300,89.7
"2013-03-20",90.63,91.1,89.89,90.95,1056600,90.95
"2013-03-21",90,91.2,88.66,89.03,1003300,89.03
"2013-03-22",89.11,89.7,86.33,87.01,1803400,87.01
"2013-03-25",87.44,88.15,86.97,87.48,1219300,87.48
"2013-03-26",87.84,88,87.03,87.57,807100,87.57
"2013-03-27",88.45,89.05,87.51,88.72,1427300,88.72
"2013-03-28",88.43,89.81,87.83,89.08,1130300,89.08
"2013-04-01",88.84,89.39,87.61,87.91,861700,87.91
"2013-04-02",89.88,90,88.92,89.83,1542900,89.83
"2013-04-03",90.75,92.57,89.88,90.52,1931300,90.52
"2013-04-04",90.11,91,89.69,90.42,2179800,90.42
"2013-04-05",73.33,75.79,71.95,73.21,12459200,73.21
"2013-04-08",73.37,73.4,71.65,72.77,3425600,72.77
"2013-04-09",72.75,73.43,72.07,72.45,2672300,72.45
"2013-04-10",72.93,73.79,72.12,73.4,1959100,73.4
"2013-04-11",73.38,76.76,72.96,75.9,2503200,75.9
"2013-04-12",75.61,75.85,73.86,74.98,1418500,74.98
"2013-04-15",74.57,75.13,72.8,73,1409300,73
"2013-04-16",73.44,74.56,73.09,73.94,1263300,73.94
"2013-04-17",73.45,74.64,72.98,73.49,1407700,73.49
"2013-04-18",73.74,74.18,72.2,72.54,1068800,72.54
"2013-04-19",72.47,72.48,71.14,71.38,1434800,71.38
"2013-04-22",71.73,71.99,70.6,71.43,1311300,71.43
"2013-04-23",71.71,72.98,71.71,72.33,1214900,72.33
"2013-04-24",72.2,72.74,71.21,72.35,1747100,72.35
"2013-04-25",76.68,81.3,74.31,74.89,5904700,74.89
"2013-04-26",73.74,75.2,73.23,74.2,1626600,74.2
"2013-04-29",74.27,77.03,73.65,75.96,1840400,75.96
"2013-04-30",75.31,77.25,74.28,76.43,1676000,76.43
"2013-05-01",76.1,76.32,73.77,74.12,1903000,74.12
"2013-05-02",73.31,76.12,73,74.5,1938500,74.5
"2013-05-03",75.65,76.04,75.04,75.37,1074300,75.37
"2013-05-06",75.5,77.55,75.1,77.52,1364500,77.52
"2013-05-07",78.22,79,76.71,76.96,1434300,76.96
"2013-05-08",76.64,78.71,76.57,78.7,1647200,78.7
"2013-05-09",78.78,79.87,78.22,79.17,1855600,79.17
"2013-05-10",79.39,80.03,79.16,79.99,1279900,79.99
"2013-05-13",80.24,80.41,78.22,78.34,1922200,78.34
"2013-05-14",78.5,79.13,77.52,78.86,1193000,78.86
"2013-05-15",78.6,80.08,77.6,79.91,1793700,79.91
"2013-05-16",82.57,86.22,82,82.6,2719500,82.6
"2013-05-17",82.55,83.18,81.72,82.63,1310200,82.63
"2013-05-20",82.18,83.55,81.4,82.88,1081400,82.88
"2013-05-21",83.21,83.48,82.5,82.66,1169300,82.66
"2013-05-22",83.09,84.5,81.65,82.02,1540700,82.02
"2013-05-23",81.19,81.59,80.13,81.22,964100,81.22
"2013-05-24",80.72,81.78,80.08,81.56,802700,81.56
"2013-05-28",82.51,83.72,82.5,83.67,1229500,83.67
"2013-05-29",83.31,83.72,82.37,83.29,1407300,83.29
"2013-05-30",83.14,84.69,83.04,84.12,1250200,84.12
"2013-05-31",83.64,84.33,82.9,83.21,1217300,83.21
"2013-06-03",80.6,80.95,77.22,79.16,2903800,79.16
"2013-06-04",79.31,80,76.74,77.32,1551700,77.32
"2013-06-05",77.25,78.18,75.75,76.83,1685300,76.83
"2013-06-06",78.12,79.05,77.47,79,1600000,79
"2013-06-07",79.18,79.2,77.11,78.07,1385400,78.07
"2013-06-10",78.18,78.61,76.67,77.47,1338300,77.47
"2013-06-11",76.57,77.82,75.25,75.34,1244200,75.34
"2013-06-12",75.92,76.07,73.67,74.1,1337300,74.1
"2013-06-13",73.86,75.27,73.42,74.97,2132500,74.97
"2013-06-14",74.92,75.46,73.66,73.99,1186000,73.99
"2013-06-17",74.6,75.31,74.05,74.53,1181000,74.53
"2013-06-18",74.51,76.74,74.51,76.06,1095800,76.06
"2013-06-19",76.33,76.62,74.4,74.45,970000,74.45
"2013-06-20",73.95,74.12,72.03,72.32,1970200,72.32
"2013-06-21",71.9,72.35,70.02,70.92,2831200,70.92
"2013-06-24",70.23,70.32,67.53,68.02,2239700,68.02
"2013-06-25",68.67,69.29,67.84,68.5,1596100,68.5
"2013-06-26",69.22,69.22,68.17,68.58,1201400,68.58
"2013-06-27",68.8,70.15,68.58,70.05,1397900,70.05
"2013-06-28",71.12,71.22,68.69,68.8,2876200,68.8
"2013-07-01",70,70.46,69.3,69.61,1886900,69.61
"2013-07-02",69.7,69.97,68.69,68.94,2427900,68.94
"2013-07-03",68.53,69.9,68.4,69.32,1347400,69.32
"2013-07-05",69.78,69.9,68.78,69.19,1692900,69.19
"2013-07-08",69.55,69.69,68.22,68.52,1692900,68.52
"2013-07-09",68.99,69.71,68.48,69.36,2158600,69.36
"2013-07-10",69.44,72.34,69.36,71.95,3667900,71.95
"2013-07-11",74.6,76.18,74.49,76.09,3204400,76.09
"2013-07-12",77.38,79.83,76.86,79.79,3133100,79.79
"2013-07-15",79.68,81.95,79.24,81.41,2776300,81.41
"2013-07-16",81.47,82,79.77,80.43,1783300,80.43
"2013-07-17",80.76,81.38,80.43,80.9,1129900,80.9
"2013-07-18",80.96,82.55,80.41,81.74,1295600,81.74
"2013-07-19",81.35,81.79,79.95,80.29,1427000,80.29
"2013-07-22",81.6,81.6,79.88,80.34,1030400,80.34
"2013-07-23",80.61,80.78,79.6,79.91,1133500,79.91
"2013-07-24",81.69,82.49,80.81,81.42,2835100,81.42
"2013-07-25",87.97,92.79,87.26,87.29,7381400,87.29
"2013-07-26",86.76,88.2,86.34,87.65,2077600,87.65
"2013-07-29",87.29,87.84,85.62,86.8,1178600,86.8
"2013-07-30",86.81,88.45,86.57,87.89,1440800,87.89
"2013-07-31",88,88.38,86.84,87.8,1514600,87.8
"2013-08-01",88.26,89.19,87.39,89.04,2084400,89.04
"2013-08-02",87.82,88.5,87.02,88.45,1251700,88.45
"2013-08-05",87.99,89.22,87.66,88.73,1474000,88.73
"2013-08-06",88.78,89.07,88.03,88.46,1455600,88.46
"2013-08-07",88.42,89.58,87.66,88.38,1535700,88.38
"2013-08-08",88.8,91,88.64,90.22,1800000,90.22
"2013-08-09",89.93,91.17,89.69,89.88,1771100,89.88
"2013-08-12",91.93,94.33,91.53,92.7,2668900,92.7
"2013-08-13",92.57,93.69,91.72,93,1147600,93
"2013-08-14",92.39,93.65,92.25,92.5,906400,92.5
"2013-08-15",90.37,90.39,87.63,89.23,2386400,89.23
"2013-08-16",89.3,89.72,87.46,87.49,1299700,87.49
"2013-08-19",87.86,88.11,85.63,85.7,1333900,85.7
"2013-08-20",85.82,87.02,85.39,86.81,1037100,86.81
"2013-08-21",86.08,86.76,85.25,85.38,1254300,85.38
"2013-08-22",86.17,88.09,85.77,87.69,1206400,87.69
"2013-08-23",88.22,88.3,86.66,87.1,1047400,87.1
"2013-08-26",86.86,87.39,85.67,85.86,843900,85.86
"2013-08-27",84.24,84.89,82.6,82.84,1436700,82.84
"2013-08-28",82.78,83.75,82.27,83.22,699800,83.22
"2013-08-29",83.29,84.92,83.29,84.12,607700,84.12
"2013-08-30",84.5,84.63,82.78,83.38,818700,83.38
"2013-09-03",84.22,86.11,84.16,85.02,1502800,85.02
"2013-09-04",85.1,86,84.11,85.4,1160200,85.4
"2013-09-05",85.43,87.18,85.28,86.52,1408900,86.52
"2013-09-06",86.75,87.82,85.74,86.88,1214600,86.88
"2013-09-09",87.51,88.79,87.15,88.44,990200,88.44
"2013-09-10",88.88,90.22,88.4,89.96,1428400,89.96
"2013-09-11",89.23,93.2,89.15,92.02,2209200,92.02
"2013-09-12",91.94,92.29,90.58,90.63,1491100,90.63
"2013-09-13",91.02,92.04,90.4,92.01,1166900,92.01
"2013-09-16",93,93.18,90.57,90.88,988100,90.88
"2013-09-17",91.07,92.43,90.57,91.63,780800,91.63
"2013-09-18",91.65,93.32,90.88,92.94,964600,92.94
"2013-09-19",93.19,93.49,92.43,93.1,697500,93.1
"2013-09-20",94.33,94.66,93.33,93.62,1674200,93.62
"2013-09-23",93.59,93.77,89.13,89.17,1795300,89.17
"2013-09-24",87.49,87.97,86.05,87.07,2232900,87.07
"2013-09-25",86.97,88.35,86.04,87.99,1130400,87.99
"2013-09-26",88.2,89.57,87.31,88.1,943500,88.1
"2013-09-27",87.46,87.98,86.37,86.8,715200,86.8
"2013-09-30",86,86.87,85.31,85.81,964500,85.81
"2013-10-01",86.1,89.1,85.58,88.97,1533000,88.97
"2013-10-02",88.18,89.96,87.94,89.88,1095500,89.88
"2013-10-03",89.96,91.14,87.65,88.45,1245100,88.45
"2013-10-04",89.89,91.68,89.5,91.54,1408600,91.54
"2013-10-07",90.86,93.25,90.51,92.02,1592900,92.02
"2013-10-08",91.99,92.73,88.7,88.79,1782300,88.79
"2013-10-09",89.27,89.89,86.02,87.9,1472400,87.9
"2013-10-10",87.73,89.5,87.51,89.22,1529000,89.22
"2013-10-11",88.77,91.1,88.32,90.5,1105700,90.5
"2013-10-14",89.62,90.59,88.98,90.21,1081200,90.21
"2013-10-15",89.9,90.37,87.51,87.55,2005300,87.55
"2013-10-16",88.36,88.6,87.41,88.52,1322300,88.52
"2013-10-17",87.5,88.06,85.87,85.92,2228300,85.92
"2013-10-18",86.64,88.06,85.92,87.81,1877500,87.81
"2013-10-21",88.18,90.12,88.01,90.11,1687800,90.11
"2013-10-22",91.23,91.71,89.53,90.65,2046500,90.65
"2013-10-23",90.49,90.83,85.58,86.31,5614100,86.31
"2013-10-24",88.04,91.68,84.2,85.15,6629900,85.15
"2013-10-25",85.5,85.88,82.36,82.71,3222200,82.71
"2013-10-28",82.55,84.86,82.52,84.28,2697800,84.28
"2013-10-29",84.5,85.32,83.16,84.16,2091900,84.16
"2013-10-30",84.64,84.75,83,83.49,1326800,83.49
"2013-10-31",83.33,83.5,81.07,81.54,2737600,81.54
"2013-11-01",81.47,81.9,78.74,79.43,7302400,79.43
"2013-11-04",79.73,80.47,78.14,79.55,2533200,79.55
"2013-11-05",79.6,80.56,79.11,79.74,1962700,79.74
"2013-11-06",80.34,81.42,79.9,81.2,1594100,81.2
"2013-11-07",81.11,81.79,80.12,80.39,1618500,80.39
"2013-11-08",80.37,82.13,80.34,82.02,1911900,82.02
"2013-11-11",82.23,83.18,81.33,82.86,1577600,82.86
"2013-11-12",83.5,84.87,83.5,84.13,1981800,84.13
"2013-11-13",83.85,85.31,83.81,84.64,2064400,84.64
"2013-11-14",83.32,85.12,82.06,84.05,2406100,84.05
"2013-11-15",84.23,85.49,83.93,84.62,1673500,84.62
"2013-11-18",84.74,85.41,83.78,83.89,1654900,83.89
"2013-11-19",83.71,84,81.05,82.02,1785200,82.02
"2013-11-20",82.29,83.32,81.39,81.56,906400,81.56
"2013-11-21",82.07,83.18,81.6,82.91,918400,82.91
"2013-11-22",83.2,83.43,81.67,82.94,1228800,82.94
"2013-11-25",82.97,83.01,80.82,80.9,1401400,80.9
"2013-11-26",81.22,82.69,80.76,81.84,2178000,81.84
"2013-11-27",81.88,82.65,81.36,82.38,1276100,82.38
"2013-11-29",82.56,82.68,81.78,82.26,625400,82.26
"2013-12-02",82.11,82.55,81.8,82.05,935300,82.05
"2013-12-03",81.36,82.27,81.25,82.08,1289900,82.08
"2013-12-04",81.58,83.25,81.53,82.81,2270700,82.81
"2013-12-05",82.62,82.84,81.48,81.5,1586300,81.5
"2013-12-06",82.56,84.04,81.2,83.59,1772300,83.59
"2013-12-09",83.94,85.61,83.69,85.18,1581800,85.18
"2013-12-10",84.81,85.31,84.49,84.72,1162500,84.72
"2013-12-11",85.5,85.5,84.14,84.24,1955500,84.24
"2013-12-12",83.92,84.43,81.71,81.99,1493800,81.99
"2013-12-13",82.4,82.47,81.22,81.47,982500,81.47
"2013-12-16",82.42,84.17,81.79,83.44,1962000,83.44
"2013-12-17",83.73,85.14,83.63,84.25,1701000,84.25
"2013-12-18",83.95,84.26,82.53,84.11,1435300,84.11
"2013-12-19",83.58,85.53,83.58,84.98,1367100,84.98
"2013-12-20",85.82,88.5,85.15,88.1,3313700,88.1
"2013-12-23",88.5,89.85,87.92,89.51,2078000,89.51
"2013-12-24",89.5,89.95,89.33,89.44,533000,89.44
"2013-12-26",89.5,89.85,89.1,89.28,905800,89.28
"2013-12-27",89.22,89.83,89,89.22,702100,89.22
"2013-12-30",89.27,90.79,88.89,89.89,930200,89.89
"2013-12-31",90.2,91.28,89.77,90.86,953100,90.86
