"","WHR.Open","WHR.High","WHR.Low","WHR.Close","WHR.Volume","WHR.Adjusted"
"2008-10-01",78.12,83.05,78.12,82.44,1642000,70.93
"2008-10-02",81.12,82.74,75.33,76.38,2764500,65.72
"2008-10-03",77.23,79.11,71.11,71.13,2853500,61.2
"2008-10-06",68.81,71.25,66.15,70.1,3447600,60.31
"2008-10-07",70,72.2,66.66,67.12,3598000,57.75
"2008-10-08",65.62,69.25,63.79,67.29,3082900,57.9
"2008-10-09",68.25,70.41,64,64.5,3914700,55.5
"2008-10-10",60.38,70.77,59.94,66.9,2803200,57.56
"2008-10-13",69.23,71.37,66.17,71.37,1522600,61.41
"2008-10-14",73.9,73.91,64.19,67.52,2196700,58.09
"2008-10-15",66.99,66.99,61.41,62.23,1660300,53.54
"2008-10-16",62,63.21,57.9,62.65,2401900,53.9
"2008-10-17",61.35,64.97,59.47,61.78,2036700,53.16
"2008-10-20",62.13,62.69,60.25,61.94,1548900,53.29
"2008-10-21",61.15,63.1,58.18,58.91,2282400,50.69
"2008-10-22",57.85,58.36,51.68,53.83,3739800,46.32
"2008-10-23",53.79,54.41,49.36,51.14,3257700,44
"2008-10-24",48.21,52.41,46.86,49.16,3117000,42.3
"2008-10-27",49.26,51.59,47.83,50.03,3368000,43.05
"2008-10-28",48.01,48.01,38.21,45.87,8133700,39.47
"2008-10-29",45.88,46.6,41.79,43.85,3540700,37.73
"2008-10-30",44.75,45.93,43.7,45.85,1765100,39.45
"2008-10-31",45.85,47.58,44.12,46.65,2398900,40.14
"2008-11-03",46.7,48.25,46.47,48.01,1962400,41.31
"2008-11-04",48.65,50.65,47.97,49.35,1976600,42.46
"2008-11-05",48.96,49.36,46.38,46.77,1781500,40.24
"2008-11-06",46.52,46.68,42.95,43.43,2032800,37.37
"2008-11-07",43.57,44.52,42.5,44.42,1382600,38.22
"2008-11-10",45.06,45.54,41,42.03,1452800,36.16
"2008-11-11",41.34,42.25,39.8,41.36,1827400,35.59
"2008-11-12",40.72,40.72,36.95,37.83,2071200,32.89
"2008-11-13",37.5,41.56,37.1,41.56,3156400,36.13
"2008-11-14",40.84,41.95,38.97,39.09,1813700,33.99
"2008-11-17",38.13,39.35,37.52,37.54,1378900,32.64
"2008-11-18",37.56,38.51,36.34,37.53,1402800,32.63
"2008-11-19",37.51,38,33.99,34.01,2302700,29.57
"2008-11-20",33.76,34.29,30.67,30.92,2784900,26.88
"2008-11-21",31.51,32.03,30.19,31.97,4448400,27.8
"2008-11-24",32.5,37.35,32.34,36.32,2651900,31.58
"2008-11-25",36.97,38.08,35.53,37.65,2673600,32.73
"2008-11-26",37.08,39.49,35.7,39.15,1935900,34.04
"2008-11-28",39.49,40.51,39.1,39.38,668300,34.24
"2008-12-01",37.85,39.03,36.32,36.39,1768300,31.64
"2008-12-02",36.71,37.88,35.11,37.77,1501500,32.84
"2008-12-03",36.73,37.86,35.73,37.65,2996100,32.73
"2008-12-04",37.4,41.75,37.39,39.62,2701300,34.45
"2008-12-05",39.86,43.48,38.01,43.2,2071200,37.56
"2008-12-08",43.98,45.43,42.54,44.41,2235600,38.61
"2008-12-09",44.49,45.79,42.3,42.69,1472500,37.12
"2008-12-10",42.85,43.85,41.82,43.2,1190300,37.56
"2008-12-11",42.8,43.2,40.41,40.88,1727400,35.54
"2008-12-12",39.68,41.46,39.27,41.04,1467400,35.68
"2008-12-15",41.05,41.05,37.13,37.78,2851400,32.85
"2008-12-16",37.9,41.73,37.42,41.55,2319400,36.13
"2008-12-17",41.77,44.51,40.64,43,2879200,37.39
"2008-12-18",43.02,43.06,41.55,41.93,2392200,36.46
"2008-12-19",42.22,43.83,41.24,43.01,1800400,37.39
"2008-12-22",43.04,43.35,39.8,40.76,1088600,35.44
"2008-12-23",40.98,40.98,38.77,39.64,1626400,34.46
"2008-12-24",39.7,40.06,38.9,39.9,611700,34.69
"2008-12-26",39.6,40.17,39.25,40.03,504800,34.8
"2008-12-29",39.96,40.19,37.95,38.77,843500,33.71
"2008-12-30",39.01,40.52,38.34,40.49,925200,35.2
"2008-12-31",40.57,41.57,39.91,41.35,1130200,35.95
"2009-01-02",41.35,43.78,41.11,43.62,1169400,37.93
"2009-01-05",43.73,46.66,43.39,46.46,2970800,40.39
"2009-01-06",46.92,49.08,46.27,48.79,2366900,42.42
"2009-01-07",47.95,48,44.87,45,2175400,39.13
"2009-01-08",44.87,46.52,43.39,46.32,1573800,40.27
"2009-01-09",46.42,46.47,44.08,44.5,1815000,38.69
"2009-01-12",44.27,44.54,41.83,42.83,1691600,37.24
"2009-01-13",42.75,44.37,42.26,42.89,1309100,37.29
"2009-01-14",42,42,40.02,40.6,1597600,35.3
"2009-01-15",40.63,40.74,37.67,39.29,2165000,34.16
"2009-01-16",39.99,40.36,38.18,39.84,1839500,34.64
"2009-01-20",39.6,39.68,35.56,35.82,2786000,31.14
"2009-01-21",36.35,37.56,35.12,37.5,2751700,32.6
"2009-01-22",36.8,37.4,34.86,36.09,2868800,31.38
"2009-01-23",35.31,36.92,34.43,36.33,2107600,31.59
"2009-01-26",36.32,38.01,36.3,37.2,1635200,32.34
"2009-01-27",37.38,38.19,35.91,37.1,1356800,32.26
"2009-01-28",38.08,40.24,38.04,39.58,1368900,34.41
"2009-01-29",38.5,38.5,34.26,34.5,2688800,30
"2009-01-30",34.85,34.89,33.04,33.43,2201100,29.07
"2009-02-02",33.32,33.82,32.71,33.3,1556100,28.95
"2009-02-03",33.43,35.06,32.66,34.61,1762100,30.09
"2009-02-04",34.66,35.54,33.41,33.99,1773200,29.55
"2009-02-05",33.54,35.81,33.01,35.44,2285100,30.81
"2009-02-06",35.51,37.04,35,36.39,3022900,31.64
"2009-02-09",33.95,37.5,32.15,37.13,9189100,32.28
"2009-02-10",36.67,37.13,33.82,34.2,3467600,29.74
"2009-02-11",34.72,34.72,32.57,33.51,2099300,29.14
"2009-02-12",32.97,33.39,32.07,33.07,2749500,28.75
"2009-02-13",33.03,33.31,31.09,31.82,3044800,27.67
"2009-02-17",30.97,31.02,29.67,30.34,2690700,26.38
"2009-02-18",30.62,30.92,28.48,28.93,2917300,25.15
"2009-02-19",28.49,28.95,26,26.15,4740500,22.74
"2009-02-20",25.38,26.6,25.29,26.25,3357500,22.82
"2009-02-23",26.56,26.56,23.7,24.21,3682600,21.05
"2009-02-24",24.36,25.45,23.16,25.27,3640800,21.97
"2009-02-25",24.94,25.11,23.11,23.73,3657400,20.99
"2009-02-26",24.03,25.12,23.39,23.57,2053600,20.85
"2009-02-27",22.79,23.57,22.05,22.23,2817100,19.66
"2009-03-02",22.23,23.46,21.23,21.93,4279200,19.4
"2009-03-03",22.18,22.88,20.35,20.49,2622400,18.12
"2009-03-04",20.85,22.34,20.69,21.78,2884900,19.26
"2009-03-05",21.43,21.78,20.25,20.5,3075000,18.13
"2009-03-06",20.95,21.4,19.62,20.19,2197900,17.86
"2009-03-09",20.03,20.9,19.19,19.39,1927600,17.15
"2009-03-10",20.58,23.17,20.27,23.11,4616000,20.44
"2009-03-11",23.02,25.76,22.91,24.41,4077500,21.59
"2009-03-12",24.07,26.13,23.57,25.98,2285400,22.98
"2009-03-13",26.15,26.64,24.74,25.38,1716500,22.45
"2009-03-16",25.94,26.66,25.06,25.13,1862000,22.23
"2009-03-17",24.99,25.48,24.46,25.43,1578100,22.49
"2009-03-18",25.31,28.2,24.85,27.61,2439900,24.42
"2009-03-19",27.92,28.4,26.89,27.55,2000500,24.37
"2009-03-20",27.73,27.76,25.07,25.72,2669300,22.75
"2009-03-23",26.95,29.23,26.29,29.2,2180700,25.83
"2009-03-24",28.77,29.97,28.22,28.94,1671800,25.6
"2009-03-25",29.03,32.12,28.98,31.22,3919300,27.61
"2009-03-26",31.83,33.82,31.51,33.65,2722800,29.76
"2009-03-27",33.19,35.88,32.22,32.5,4489500,28.75
"2009-03-30",31.59,31.9,28.6,29.09,3214900,25.73
"2009-03-31",29.74,30.12,28.93,29.59,2347300,26.17
"2009-04-01",28.91,31.16,28.44,30.82,2696600,27.26
"2009-04-02",31.62,35.38,31.62,34.74,4159800,30.73
"2009-04-03",34.64,35.59,33.78,35.3,2817000,31.22
"2009-04-06",34.78,35.17,33.16,34.29,2240200,30.33
"2009-04-07",33.61,33.62,31.61,32.02,2323200,28.32
"2009-04-08",32.55,33,30.9,31.49,2407700,27.85
"2009-04-09",32.27,35.49,32.27,35.32,2872300,31.24
"2009-04-13",33.51,34.98,33.34,34.47,2027700,30.49
"2009-04-14",34.15,35.47,33.3,33.43,2589400,29.57
"2009-04-15",33.3,35.26,33,35.21,2432200,31.14
"2009-04-16",35.49,37.2,35.01,36.47,2596000,32.26
"2009-04-17",37.03,38.46,36.06,37.99,2787200,33.6
"2009-04-20",36.04,37.75,34.54,34.86,2008000,30.83
"2009-04-21",34.91,35.74,33.73,35.58,3092300,31.47
"2009-04-22",34.74,39.13,34.73,37.77,3288900,33.41
"2009-04-23",37.81,39,35.09,36.9,3692500,32.64
"2009-04-24",37.48,41.51,37.24,40.73,3887600,36.03
"2009-04-27",44.44,48.93,43.01,43.69,10145800,38.64
"2009-04-28",42.73,42.74,40.81,41.06,3929700,36.32
"2009-04-29",42.21,45.37,41.17,44.32,4053200,39.2
"2009-04-30",44.88,46.32,44.4,45.16,2960400,39.94
"2009-05-01",45.24,46.69,44.55,45.87,1792800,40.57
"2009-05-04",46.52,49.83,45.99,49.83,2599100,44.07
"2009-05-05",49.61,49.92,47,47.85,2639200,42.32
"2009-05-06",48.8,48.94,46.53,48.17,2789500,42.61
"2009-05-07",48.88,49.65,45.33,46.21,2384000,40.87
"2009-05-08",45.31,49.96,45.31,49.79,2947800,44.04
"2009-05-11",48.48,48.77,45.8,45.9,2152500,40.6
"2009-05-12",46.55,47,42.96,43.49,2865600,38.47
"2009-05-13",42.71,42.71,40.58,40.71,2220700,36.01
"2009-05-14",40.77,43.13,39.84,42.36,2146000,37.47
"2009-05-15",42.26,44.29,41.48,41.98,1599300,37.13
"2009-05-18",42.53,43.97,42.31,43.47,1618800,38.45
"2009-05-19",42.85,43.57,42.24,42.73,1447000,37.79
"2009-05-20",43.14,44.95,42.43,42.62,1424900,37.7
"2009-05-21",42.05,42.74,40.79,41.14,1260900,36.39
"2009-05-22",41.35,41.9,40.15,41.42,1328800,36.64
"2009-05-26",40.53,43.31,40.53,43.06,1401800,38.09
"2009-05-27",42.21,43.51,40.87,41.15,2341300,36.76
"2009-05-28",41.78,42.38,39.66,40.5,2392500,36.18
"2009-05-29",41.1,42.14,40.29,42.14,1864600,37.65
"2009-06-01",41.44,44.11,40.83,42.96,2098300,38.38
"2009-06-02",42.87,44.12,41.87,43.46,2070300,38.83
"2009-06-03",43.3,43.54,42.74,43.18,2026100,38.58
"2009-06-04",43.53,43.99,42.84,43.86,1702500,39.19
"2009-06-05",44.25,45.05,43.39,43.9,1590700,39.22
"2009-06-08",43.25,43.67,42.75,43.21,1632300,38.6
"2009-06-09",43.44,44.06,42.69,43.85,1320000,39.18
"2009-06-10",44.73,44.73,42.48,43.16,2132200,38.56
"2009-06-11",43.26,43.92,42.66,42.86,1253400,38.29
"2009-06-12",42.37,43.73,41.97,43.73,1579800,39.07
"2009-06-15",43.07,43.1,42.03,42.65,1768900,38.1
"2009-06-16",42.86,43.5,42.43,42.72,2275700,38.17
"2009-06-17",42.79,44.4,42,43.38,1185300,38.76
"2009-06-18",43.64,43.8,42.26,43.36,1195900,38.74
"2009-06-19",44.18,44.19,42.92,43.35,1621200,38.73
"2009-06-22",42.56,42.99,41.89,41.89,1262000,37.43
"2009-06-23",41.68,42.5,40.81,41.52,1287600,37.09
"2009-06-24",41.79,42.79,41.49,41.83,1678800,37.37
"2009-06-25",41.45,42.65,41.09,42.31,1603100,37.8
"2009-06-26",41.89,42.71,41.81,42.37,1325600,37.85
"2009-06-29",42.48,43.88,42.06,43.72,1334700,39.06
"2009-06-30",43.59,43.78,42.19,42.56,1507200,38.02
"2009-07-01",42.69,45.21,42.52,44.79,2406100,40.02
"2009-07-02",43.93,44.03,42.92,43.52,1884900,38.88
"2009-07-06",42.66,43.65,41.89,42.35,1859300,37.84
"2009-07-07",42.36,42.65,41.62,41.74,1430700,37.29
"2009-07-08",42.11,42.42,41.34,41.92,1440600,37.45
"2009-07-09",42.26,43.2,41.97,42.59,1535100,38.05
"2009-07-10",42.42,44.7,42.27,43.62,1906900,38.97
"2009-07-13",43.65,45.42,42.96,45.25,1509700,40.43
"2009-07-14",45.24,47.76,45.11,47.37,2546800,42.32
"2009-07-15",47.8,49.97,47.74,49.87,2631700,44.55
"2009-07-16",50.05,54.99,50.05,54.4,5281500,48.6
"2009-07-17",54.25,56.47,53.63,54.08,3674600,48.32
"2009-07-20",54.63,55.71,53.59,55.26,1764700,49.37
"2009-07-21",55.98,56.53,54.21,56.34,2137500,50.34
"2009-07-22",54.06,54.55,50.15,50.75,5255200,45.34
"2009-07-23",50.99,54.78,50.08,54.62,3453600,48.8
"2009-07-24",54.14,55.62,53.83,54.76,1830000,48.92
"2009-07-27",54.77,55.99,53.98,55.87,1461100,49.92
"2009-07-28",55.35,55.75,54.32,55.11,1218900,49.24
"2009-07-29",54.64,55.57,53.9,54.46,1192400,48.66
"2009-07-30",55.37,56.6,55,55.27,1519700,49.38
"2009-07-31",55.25,57.5,55.03,57.09,1991500,51.01
"2009-08-03",57.9,58.1,56.22,56.8,1751300,50.75
"2009-08-04",56.29,58.48,55.87,57.65,2130100,51.51
"2009-08-05",57.86,58.09,56.35,57.27,1513000,51.17
"2009-08-06",57.46,58.85,57.09,57.83,1489700,51.67
"2009-08-07",58.71,62.59,58.22,61.78,2805500,55.2
"2009-08-10",61.72,61.72,58.79,58.96,1762700,52.68
"2009-08-11",58.38,58.92,57.96,58.6,1350600,52.35
"2009-08-12",59.06,60.52,58.77,59.45,1319600,53.11
"2009-08-13",59.99,59.99,58.14,59.32,1112600,53
"2009-08-14",59.56,59.68,57.26,57.85,1978300,51.68
"2009-08-17",56.31,56.66,54.9,55.51,1149100,49.59
"2009-08-18",55.7,57.7,55.7,57.59,1223900,51.45
"2009-08-19",56.86,57.93,56.35,57.57,832700,51.43
"2009-08-20",58.53,61.23,58.53,61.14,1999000,54.62
"2009-08-21",61.27,64.61,61.27,64.09,2613800,57.26
"2009-08-24",63.93,64.82,63.33,63.98,1864200,57.16
"2009-08-25",64.55,65.96,63.05,63.26,1812800,56.52
"2009-08-26",63.08,63.9,61.7,62.22,1505700,55.97
"2009-08-27",63.67,64.88,62.31,64.54,2088800,58.06
"2009-08-28",65.42,66.4,64.34,66.11,2775200,59.47
"2009-08-31",65.13,65.67,63.75,64.21,2142700,57.76
"2009-09-01",64.05,65.31,62.16,62.21,2049000,55.96
"2009-09-02",61.84,62.51,60.64,61.11,1468800,54.97
"2009-09-03",61.64,62.4,60.54,62.21,1261700,55.96
"2009-09-04",62.38,64.21,60.96,64.06,1577800,57.62
"2009-09-08",64.65,64.94,63.91,64.32,1131700,57.86
"2009-09-09",63.59,67,63.39,66.72,1842200,60.02
"2009-09-10",67,67.69,65.54,67.31,1024800,60.55
"2009-09-11",67.97,68.15,65.65,65.9,1186600,59.28
"2009-09-14",65.56,67.05,64.63,66.99,1404900,60.26
"2009-09-15",67.1,68.68,66.7,68.41,1417200,61.54
"2009-09-16",68.42,72.61,68.42,72.26,3233600,65
"2009-09-17",72.33,73.84,71.3,71.78,2551900,64.57
"2009-09-18",72.34,73.36,71.2,73.02,1497600,65.68
"2009-09-21",72.31,73.07,70.78,71.03,1264000,63.89
"2009-09-22",71.76,72.2,71.04,71.71,847500,64.51
"2009-09-23",72.21,72.27,69.82,69.88,1654600,62.86
"2009-09-24",70.37,70.94,67.99,69,1501900,62.07
"2009-09-25",68.22,68.94,67.2,67.82,1721400,61.01
"2009-09-28",68,70.28,67.86,69.85,1105500,62.83
"2009-09-29",69.87,71.5,69.77,70.3,869400,63.24
"2009-09-30",70.59,71.22,69.15,69.96,1422300,62.93
"2009-10-01",69.99,70,66.59,67.12,1847700,60.38
"2009-10-02",66.25,66.96,65.37,66.52,1398600,59.84
"2009-10-05",66.46,69.18,66.46,68.98,1576400,62.05
"2009-10-06",69.71,70.45,66.85,67.79,1633700,60.98
"2009-10-07",67.45,68.38,66.69,68.14,945000,61.29
"2009-10-08",69.15,71,68.39,69.61,1304100,62.62
"2009-10-09",69.43,70.62,68.58,70.5,894200,63.42
"2009-10-12",70.93,72.05,70.76,71.38,830700,64.21
"2009-10-13",70.76,72.1,70.73,71.83,1000600,64.61
"2009-10-14",73.02,73.62,71.67,72.86,1292600,65.54
"2009-10-15",72.27,73.5,71.77,73.4,1270700,66.03
"2009-10-16",72.72,73.55,71.64,72.73,1208200,65.42
"2009-10-19",73.02,73.99,72.3,73.76,795700,66.35
"2009-10-20",73.58,73.96,72.37,73,916400,65.67
"2009-10-21",72.8,73.83,71.75,71.83,1422400,64.61
"2009-10-22",71.84,74.62,71.27,73.54,1758400,66.15
"2009-10-23",76.63,79.29,75.5,77.13,4534000,69.38
"2009-10-26",77.6,80.41,77.31,77.66,2742400,69.86
"2009-10-27",77.64,77.88,74.41,74.8,2294400,67.28
"2009-10-28",74.16,75.1,71.29,71.74,2880600,64.53
"2009-10-29",73.03,75.47,72.5,74.85,1692500,67.33
"2009-10-30",74.3,74.36,71.08,71.59,1779000,64.4
"2009-11-02",72.4,72.96,70.25,71.46,1799100,64.28
"2009-11-03",71.26,74.64,70.96,74.39,1951600,66.92
"2009-11-04",75.27,75.27,71.68,71.91,1759000,64.69
"2009-11-05",72.17,73.98,71.98,73.85,1550000,66.43
"2009-11-06",72.96,74,69.89,70.82,2991300,63.7
"2009-11-09",71.82,73.63,71.1,73.54,2207300,66.15
"2009-11-10",73.24,74.18,72.18,73.9,962500,66.48
"2009-11-11",74.93,75.92,73.93,74.43,1293200,66.95
"2009-11-12",74.12,75.29,73.06,73.31,1270400,65.94
"2009-11-13",73.82,74.8,73.17,74.26,1040200,66.8
"2009-11-16",75.15,76.08,74.45,75.94,1357300,68.31
"2009-11-17",75.77,75.85,74.55,75.56,1050900,67.97
"2009-11-18",74.91,75.06,73.09,73.38,1534500,66.39
"2009-11-19",72.81,73,70.5,70.72,2008400,63.98
"2009-11-20",70.38,70.82,68.9,69.66,1826500,63.02
"2009-11-23",70.98,71.85,70.64,71.41,1563700,64.6
"2009-11-24",72.42,73.64,71.41,73.59,2080300,66.58
"2009-11-25",74.21,75.91,73.61,75.45,1680900,68.26
"2009-11-27",73.71,75.5,72.84,74.6,972400,67.49
"2009-11-30",74.35,74.82,73.29,74.16,1154000,67.09
"2009-12-01",74.72,77.1,74.72,76.97,2698100,69.63
"2009-12-02",77.45,79.39,77.07,79.13,1546400,71.59
"2009-12-03",79.79,80,76.98,77.08,2110000,69.73
"2009-12-04",78.77,79.6,77.24,78.59,2193900,71.1
"2009-12-07",78.66,80,77.67,78.14,1637600,70.69
"2009-12-08",77.85,77.89,76.48,76.73,1412700,69.42
"2009-12-09",76.76,77.44,74.96,75.7,2171600,68.48
"2009-12-10",76.47,76.47,75.29,75.61,1175800,68.4
"2009-12-11",75.63,76.24,74.43,74.79,1595600,67.66
"2009-12-14",75.27,76.5,75.24,76.4,1343600,69.12
"2009-12-15",75.16,77.68,75.16,77.45,1104600,70.07
"2009-12-16",77.73,78.07,77.19,77.5,1134700,70.11
"2009-12-17",76.86,79.23,76.28,79.16,1823900,71.61
"2009-12-18",79.32,80.99,78.77,80.69,2118700,73
"2009-12-21",80.76,83.58,80.36,83.55,1657300,75.59
"2009-12-22",83.42,85.01,82.99,83.65,1545200,75.68
"2009-12-23",83.75,83.75,82.1,82.88,851500,74.98
"2009-12-24",83.11,83.24,82.53,82.95,229200,75.04
"2009-12-28",83.25,84.14,82.16,82.63,7e+05,74.75
"2009-12-29",83.05,83.29,82.02,82.17,679100,74.34
"2009-12-30",81.6,81.97,80.75,81.73,636500,73.94
"2009-12-31",82.02,82.44,80.56,80.66,534100,72.97
"2010-01-04",81.38,82.23,80.5,81.95,1010100,74.14
"2010-01-05",81.92,81.95,80.56,81.78,1209300,73.98
"2010-01-06",81.73,82.44,80.87,81.06,1335100,73.33
"2010-01-07",81.73,83.49,81.06,82.8,1567300,74.91
"2010-01-08",82.43,84.73,82.43,84.56,1357200,76.5
"2010-01-11",84.82,85.17,83.88,84.02,848100,76.01
"2010-01-12",83.24,83.24,81.55,82.35,852600,74.5
"2010-01-13",83.07,83.36,82.03,83.07,721300,75.15
"2010-01-14",82.81,84,82.75,83.17,592500,75.24
"2010-01-15",83.14,83.85,81.95,82.3,728600,74.46
"2010-01-19",82,82.69,81.34,82.64,703800,74.76
"2010-01-20",82.25,82.25,80.02,81.36,981200,73.6
"2010-01-21",81.25,81.59,78.1,78.83,1368200,71.32
"2010-01-22",78.17,78.96,75.94,77.57,2366900,70.18
"2010-01-25",79.34,79.39,76.03,76.72,1076100,69.41
"2010-01-26",76.35,77.45,75.35,76.1,996300,68.85
"2010-01-27",75.79,76.37,74.54,75.88,848700,68.65
"2010-01-28",76.05,76.88,74.75,75.68,1024900,68.47
"2010-01-29",76.12,76.98,74.87,75.18,1282300,68.01
"2010-02-01",75.63,76.32,75.33,76.06,1160200,68.81
"2010-02-02",78.86,83.27,78.85,82.23,5826000,74.39
"2010-02-03",81.26,82.57,80.58,82.08,2072800,74.26
"2010-02-04",80.93,81.06,78.38,78.63,2354100,71.14
"2010-02-05",78.45,79.1,73.3,76.12,2661100,68.86
"2010-02-08",76.19,77.38,74.25,75.61,1987600,68.4
"2010-02-09",76.8,78.23,75.18,77.88,1725000,70.46
"2010-02-10",77.95,78.71,76.38,77.64,1134600,70.24
"2010-02-11",77.93,80.48,77.39,80.34,1273100,72.68
"2010-02-12",79.03,81.25,79.03,81.17,1163000,73.43
"2010-02-16",80.37,82.39,79.69,82.31,1473700,74.46
"2010-02-17",82.2,83.21,82.03,83.06,975500,75.14
"2010-02-18",82.89,84.85,82.03,84.56,1501500,76.5
"2010-02-19",83.93,85.14,83.93,84.67,1175900,76.6
"2010-02-22",84.9,85.12,84.13,84.52,1336600,76.46
"2010-02-23",84.01,84.53,82.41,82.92,1211700,75.02
"2010-02-24",83.02,83.65,81.85,83.55,1121100,75.98
"2010-02-25",82.09,83.79,82.06,83.61,1205500,76.03
"2010-02-26",83.54,84.44,82.99,84.16,1013700,76.53
"2010-03-01",84.5,85.92,83.67,85.89,884200,78.11
"2010-03-02",86.35,86.94,85.91,86.38,961600,78.55
"2010-03-03",86.49,87.52,86.09,86.69,884900,78.84
"2010-03-04",86.81,86.96,85.31,85.5,1046200,77.75
"2010-03-05",86.19,86.99,85.8,86.67,796600,78.82
"2010-03-08",86.84,87.22,86.26,86.87,838400,79
"2010-03-09",86.77,88.08,86.54,87.25,998900,79.34
"2010-03-10",87.07,87.76,86.49,86.94,829300,79.06
"2010-03-11",86.87,86.87,85.76,86.53,939700,78.69
"2010-03-12",86.73,86.89,85.58,86,891400,78.21
"2010-03-15",85.69,87.76,84.96,86.29,1434000,78.47
"2010-03-16",86.36,88.23,85.94,88.07,998500,80.09
"2010-03-17",88.37,89.16,88.05,88.61,1045600,80.58
"2010-03-18",88.62,89.4,88.62,88.9,807100,80.85
"2010-03-19",88.9,88.9,85.98,86.28,1575800,78.46
"2010-03-22",85.93,88.77,85.5,88.45,1049700,80.44
"2010-03-23",88.83,89.95,88.34,89.83,960200,81.69
"2010-03-24",89.58,89.88,88.72,89.14,704000,81.06
"2010-03-25",90.05,91.11,89.06,89.13,723800,81.05
"2010-03-26",89.61,90.84,89,90.01,728400,81.85
"2010-03-29",90.24,90.64,89.51,90.08,339400,81.92
"2010-03-30",90.03,90.3,88.57,89,714600,80.94
"2010-03-31",88.45,88.86,86.92,87.25,848400,79.34
"2010-04-01",88.08,88.99,86.86,87.77,849800,79.82
"2010-04-05",88.14,90.99,88.14,90.74,1077200,82.52
"2010-04-06",90.57,91.62,89.74,91.48,909300,83.19
"2010-04-07",91.2,91.6,88.8,89.11,1115200,81.04
"2010-04-08",88.68,92.31,88.66,92.06,1461400,83.72
"2010-04-09",92.13,93.54,91.12,93.31,1588800,84.86
"2010-04-12",93.47,94.91,93.04,94.44,1316100,85.88
"2010-04-13",93.98,94.25,91.68,92.13,1768000,83.78
"2010-04-14",92.65,93.02,91.58,92.86,1151200,84.45
"2010-04-15",92.23,94.71,92.08,93.22,1420400,84.77
"2010-04-16",94.61,94.74,91.6,93.41,1424500,84.95
"2010-04-19",92.81,94.31,91.69,93.6,1129700,85.12
"2010-04-20",94.34,96.91,94.34,96.09,1679900,87.38
"2010-04-21",96.05,98.95,95.88,98.77,1463700,89.82
"2010-04-22",97.91,101.53,97.77,101.12,2174100,91.96
"2010-04-23",100.09,102.42,99.2,102.22,1573600,92.96
"2010-04-26",114.57,118.44,112.28,112.42,8098200,102.23
"2010-04-27",111.75,113.33,107.51,107.73,4105000,97.97
"2010-04-28",106.02,111.25,104.82,110.68,3641500,100.65
"2010-04-29",111.09,111.63,109.49,110.76,1646800,100.72
"2010-04-30",110.81,111.44,108.85,108.87,1642300,99.01
"2010-05-03",110.28,112.38,109.31,111.71,1831000,101.59
"2010-05-04",110.84,110.95,108.38,109.14,1886100,99.25
"2010-05-05",107.98,108,102.45,104.21,3094100,94.77
"2010-05-06",103.81,105.66,95.39,102.9,2688700,93.58
"2010-05-07",103.43,104.11,97.56,98.14,2476700,89.25
"2010-05-10",101.75,106.69,101.74,106.64,2241200,96.98
"2010-05-11",104.38,107.88,104.09,105.24,1853700,95.7
"2010-05-12",106.04,111.78,105.75,111.41,1786000,101.32
"2010-05-13",111.21,111.84,108.08,108.73,1327500,98.88
"2010-05-14",107.35,107.83,104.82,106.69,981400,97.02
"2010-05-17",106.89,108.57,103.86,108.12,1503100,98.32
"2010-05-18",109.15,111,103.94,104.47,1636900,95
"2010-05-19",103.51,104,97.66,99.62,3178600,90.97
"2010-05-20",96.28,97.49,92.64,93.15,3046700,85.06
"2010-05-21",92.08,99.29,90.79,99.04,2928400,90.44
"2010-05-24",97.68,100.19,97.26,97.36,1254200,88.9
"2010-05-25",95.26,99.15,94.11,99.04,1797500,90.44
"2010-05-26",100.49,103.36,98.34,99,1595400,90.4
"2010-05-27",100.27,105.9,100.27,104.66,2601700,95.57
"2010-05-28",104.54,106.83,103.5,104.44,1562600,95.37
"2010-06-01",102.42,104.76,98.8,98.98,1731200,90.38
"2010-06-02",99.92,103.56,99.04,103.54,1208500,94.55
"2010-06-03",103.54,103.87,100.2,101.29,1312300,92.49
"2010-06-04",98.93,100.16,94.95,95.65,1452500,87.34
"2010-06-07",96.35,96.42,92.24,92.35,1741300,84.33
"2010-06-08",93.1,95.07,90.21,94.1,1947000,85.93
"2010-06-09",94.76,98.35,94.28,94.96,1976300,86.71
"2010-06-10",97.25,100.09,96.72,99.77,1378400,91.11
"2010-06-11",98.27,100.18,96.19,98.24,1694400,89.71
"2010-06-14",100.17,100.73,97.81,98.23,1906700,89.7
"2010-06-15",99.12,102.7,98.28,102.48,1685600,93.58
"2010-06-16",101.93,103.78,99.88,102.8,1480500,93.87
"2010-06-17",103.6,103.6,99.51,101.86,1072000,93.01
"2010-06-18",101.99,102.35,100.56,101.36,1046000,92.56
"2010-06-21",103.04,105.47,102.7,103.53,1753300,94.54
"2010-06-22",103.77,104.19,97.33,97.94,1504300,89.43
"2010-06-23",97.91,98.95,95.05,97.71,1585400,89.22
"2010-06-24",96.95,97.59,93.3,94.29,1540200,86.1
"2010-06-25",94.64,96.74,93.47,96.65,1864200,88.26
"2010-06-28",96.58,97.63,95,95.64,882000,87.33
"2010-06-29",94.03,94.03,89.02,89.94,2114700,82.13
"2010-06-30",89.87,90.82,87.58,87.82,1734700,80.19
