"","ALXN.Open","ALXN.High","ALXN.Low","ALXN.Close","ALXN.Volume","ALXN.Adjusted"
"2012-04-05",92.18,93.86,91.93,93.67,661100,93.67
"2012-04-09",92.57,92.72,91.53,91.88,761300,91.88
"2012-04-10",92.11,92.17,88.24,89.22,1238400,89.22
"2012-04-11",89.85,91.13,89.42,89.81,899800,89.81
"2012-04-12",90.19,90.92,89.77,90.1,675400,90.1
"2012-04-13",89.4,90.43,88.82,89.02,811400,89.02
"2012-04-16",89.41,89.6,87.01,88.67,1257800,88.67
"2012-04-17",88.86,90.2,88.49,89.71,959500,89.71
"2012-04-18",89.52,91.21,89.02,90.36,677400,90.36
"2012-04-19",90.34,92.38,90.31,90.97,792900,90.97
"2012-04-20",91.52,92.59,91.01,91.76,921300,91.76
"2012-04-23",90.81,91.94,89.34,91.94,1215700,91.94
"2012-04-24",93.57,93.97,88.01,88.9,2272900,88.9
"2012-04-25",89.37,90.98,88.33,90.46,1370700,90.46
"2012-04-26",90.74,90.74,89.28,89.38,1218800,89.38
"2012-04-27",89.37,91.74,88.44,90.56,1031400,90.56
"2012-04-30",90.67,91.17,89.83,90.32,852900,90.32
"2012-05-01",90.7,92.39,90.1,91.73,1028000,91.73
"2012-05-02",91,92.56,90.22,92.26,830500,92.26
"2012-05-03",92.53,92.57,90.61,90.99,664600,90.99
"2012-05-04",90.4,90.44,86.66,87.28,1616500,87.28
"2012-05-07",85.32,87.47,81.28,86.39,1916100,86.39
"2012-05-08",85.62,85.99,83.77,85.75,1501000,85.75
"2012-05-09",85.15,85.25,83.62,84.34,1050600,84.34
"2012-05-10",84.62,86.75,84.62,86.22,1259200,86.22
"2012-05-11",85.94,87.47,85.5,86.29,1072000,86.29
"2012-05-14",85.96,86.39,85.31,86.02,895900,86.02
"2012-05-15",86.13,87.67,86,86.73,1075900,86.73
"2012-05-16",86.79,87.73,86.54,86.99,1516300,86.99
"2012-05-17",86.8,87.4,84.34,84.35,1499500,84.35
"2012-05-18",84.58,84.77,82.95,84.26,1746300,84.26
"2012-05-21",84.86,89.17,84.7,88.76,1721700,88.76
"2012-05-22",91.8,94.36,91.8,92.54,5568900,92.54
"2012-05-23",90.58,91.36,89.46,90.57,3250100,90.57
"2012-05-24",90.86,93.37,90.77,93.1,26399200,93.1
"2012-05-25",93.04,93.36,91.38,92.42,2832100,92.42
"2012-05-29",92.78,92.98,90.89,92.07,2642400,92.07
"2012-05-30",91.7,92.06,90.18,91.69,1935900,91.69
"2012-05-31",91.57,92.21,89.61,90.57,4854700,90.57
"2012-06-01",88.59,89.87,87.36,87.6,2407700,87.6
"2012-06-04",87.5,88.48,86.64,88.39,1989700,88.39
"2012-06-05",88.48,89.96,87.71,89.8,1212400,89.8
"2012-06-06",90.23,90.98,89.27,90.84,1364100,90.84
"2012-06-07",91.76,92,90.19,90.38,949800,90.38
"2012-06-08",90.26,92.57,89.7,92.43,1358600,92.43
"2012-06-11",92.7,92.98,90.34,90.45,1356500,90.45
"2012-06-12",90.96,93.75,90.6,93.72,1917100,93.72
"2012-06-13",93.63,93.74,91.17,91.66,1257800,91.66
"2012-06-14",91.9,93.71,91.54,92.96,1393800,92.96
"2012-06-15",93.31,94.38,92.55,93.31,3725000,93.31
"2012-06-18",93.23,94.34,92.72,94.06,1419400,94.06
"2012-06-19",95.32,99.2,95.3,98.7,2789200,98.7
"2012-06-20",99.2,99.41,96.49,97.82,1585100,97.82
"2012-06-21",98.15,98.87,94.7,94.99,1811600,94.99
"2012-06-22",94.8,96.19,92.75,95.95,1647800,95.95
"2012-06-25",95.49,96.13,94.25,95.9,898700,95.9
"2012-06-26",96.03,98.45,96.02,97.38,1022700,97.38
"2012-06-27",97.47,99.7,97.4,99.46,1154000,99.46
"2012-06-28",98.57,98.79,94.62,96.49,1341400,96.49
"2012-06-29",98.65,99.49,98.35,99.3,1245300,99.3
"2012-07-02",100,104.38,99.39,103.83,2252500,103.83
"2012-07-03",104.25,104.31,102.5,103.74,711600,103.74
"2012-07-05",103.88,104.27,103.21,103.39,1463200,103.39
"2012-07-06",103.23,103.85,100.31,101.25,1101800,101.25
"2012-07-09",101.03,102.17,99.59,100.43,1269700,100.43
"2012-07-10",101.22,101.85,97.9,98.11,1392800,98.11
"2012-07-11",98.11,98.28,95.8,96.68,1545000,96.68
"2012-07-12",96.02,97.52,94.8,97.19,1125100,97.19
"2012-07-13",97.37,98.33,96.62,97.35,1139200,97.35
"2012-07-16",96.87,98.34,96.62,97.5,976200,97.5
"2012-07-17",98.13,99.18,97.18,98.97,825800,98.97
"2012-07-18",98.8,100.35,98.35,100.11,1292600,100.11
"2012-07-19",100.14,101,98.82,100.32,1384700,100.32
"2012-07-20",100.7,100.8,99.1,99.35,1697700,99.35
"2012-07-23",97.71,98.64,95.17,98.44,1853200,98.44
"2012-07-24",98.83,98.94,97.31,97.62,2089700,97.62
"2012-07-25",103.56,105.32,98,105.13,3183000,105.13
"2012-07-26",105.36,108.87,103.95,106.14,2631300,106.14
"2012-07-27",106.14,109.96,105.19,108.97,2024600,108.97
"2012-07-30",108.68,109.9,104.29,104.59,2139000,104.59
"2012-07-31",104.44,107.06,104.29,104.85,1639400,104.85
"2012-08-01",105.56,106.42,102.53,102.72,1549000,102.72
"2012-08-02",101.55,103.21,101,102.3,1159000,102.3
"2012-08-03",104.4,109.14,103.59,106.96,3112000,106.96
"2012-08-06",107.14,107.76,103.31,106.13,1484900,106.13
"2012-08-07",105.42,105.96,104.14,105.1,854300,105.1
"2012-08-08",105.28,105.5,104.03,104.72,709100,104.72
"2012-08-09",104.48,105.46,103.47,103.63,739500,103.63
"2012-08-10",103.48,104.31,102.16,103.42,623000,103.42
"2012-08-13",103.54,104.03,102.25,103.68,500200,103.68
"2012-08-14",104.37,104.68,103.06,104.03,725700,104.03
"2012-08-15",103.75,105.59,102.98,105.35,681800,105.35
"2012-08-16",105.14,105.24,103.46,103.61,838100,103.61
"2012-08-17",103.82,103.82,100.56,102.31,1210500,102.31
"2012-08-20",102.2,102.4,100.59,101.59,854800,101.59
"2012-08-21",101.78,102.33,101.14,101.65,827400,101.65
"2012-08-22",101.3,104.42,101.07,104.23,1028000,104.23
"2012-08-23",103.87,104.5,102.63,103.7,671900,103.7
"2012-08-24",103.76,107,103.54,106.74,1009100,106.74
"2012-08-27",106.55,107.58,105.81,106.94,1016600,106.94
"2012-08-28",106.67,108.31,105.82,107.54,1475100,107.54
"2012-08-29",107.78,107.94,106.01,106.57,913100,106.57
"2012-08-30",105.75,106.16,104.89,105.6,778600,105.6
"2012-08-31",106.53,107.49,105.03,107.21,1034900,107.21
"2012-09-04",106.76,108.74,105.7,108.4,879800,108.4
"2012-09-05",108.6,108.68,106.08,106.81,927300,106.81
"2012-09-06",107.79,109.25,107.31,109.03,743400,109.03
"2012-09-07",109.63,111.06,108.12,110.61,1080600,110.61
"2012-09-10",110.72,111.04,109.42,110.07,920100,110.07
"2012-09-11",109.86,110.42,109.17,109.65,645000,109.65
"2012-09-12",110.17,110.36,108.35,109.06,474300,109.06
"2012-09-13",108.97,110.79,107.4,110.46,779600,110.46
"2012-09-14",110.64,111.77,109.83,110.47,1113100,110.47
"2012-09-17",110.54,112.2,110.3,111.73,786100,111.73
"2012-09-18",111.83,113.09,111.36,113.08,786900,113.08
"2012-09-19",113.59,114.37,112.76,113.97,1113100,113.97
"2012-09-20",113.89,114.24,112.9,113.73,571900,113.73
"2012-09-21",113.5,114.96,113.21,114.21,1978400,114.21
"2012-09-24",114.18,114.7,112.59,112.92,751800,112.92
"2012-09-25",113.54,116.43,113.23,113.9,1279300,113.9
"2012-09-26",113.92,114.81,111.31,111.96,1051900,111.96
"2012-09-27",112.09,113.54,111.44,113.25,755100,113.25
"2012-09-28",113.5,115,112,114.4,1101000,114.4
"2012-10-01",114.52,117.65,114.52,116,1520000,116
"2012-10-02",116.56,116.87,115.43,116.63,901300,116.63
"2012-10-03",116.97,117.95,116.02,117.82,837400,117.82
"2012-10-04",118.25,119.48,117.46,117.72,681000,117.72
"2012-10-05",118.44,119.54,117.78,118.15,719700,118.15
"2012-10-08",118,118.08,115.05,115.24,941600,115.24
"2012-10-09",114.93,114.93,110.81,111.3,1372300,111.3
"2012-10-10",110.06,112.62,110.01,111.41,937300,111.41
"2012-10-11",112.22,113.33,111.55,112.16,829400,112.16
"2012-10-12",112.06,112.38,110.98,111.19,610000,111.19
"2012-10-15",112,112.36,110.11,111.42,931500,111.42
"2012-10-16",111.75,112.62,110.84,111.74,781100,111.74
"2012-10-17",111.42,115.06,111.42,114.59,861100,114.59
"2012-10-18",116.4,116.85,113.54,113.67,821500,113.67
"2012-10-19",113.68,113.95,107.58,107.62,2000100,107.62
"2012-10-22",107,107.18,100.81,104.03,2633900,104.03
"2012-10-23",101.6,102.99,98.12,100.94,2034700,100.94
"2012-10-24",101.09,101.97,93.33,93.56,4690800,93.56
"2012-10-25",94.32,97,94.11,96.45,2808700,96.45
"2012-10-26",96.26,97.18,95.24,95.26,1671000,95.26
"2012-10-31",95.37,95.55,90.24,90.38,2522400,90.38
"2012-11-01",90.43,93.75,89.22,92.4,2366900,92.4
"2012-11-02",93.16,93.16,88.86,89.09,2239900,89.09
"2012-11-05",89,91.84,88.7,90.59,1533800,90.59
"2012-11-06",90.46,91.56,89.88,90.32,1598700,90.32
"2012-11-07",89.75,90.23,86.76,87.97,1949700,87.97
"2012-11-08",87.51,89.33,86.2,88.69,2979300,88.69
"2012-11-09",88.35,91.79,88,90.8,1970400,90.8
"2012-11-12",90.92,93.8,90.9,91.98,1396300,91.98
"2012-11-13",91.93,92.43,90.9,91.37,1079400,91.37
"2012-11-14",92.14,92.17,89.25,89.44,1207000,89.44
"2012-11-15",89.27,89.4,86.8,88.25,1838800,88.25
"2012-11-16",88.26,91.49,88.26,90.91,1540400,90.91
"2012-11-19",92,92.86,90.44,92.47,1328300,92.47
"2012-11-20",92.09,94.09,91.83,94.06,1124600,94.06
"2012-11-21",94.03,94.7,93.06,93.46,839700,93.46
"2012-11-23",94.3,94.8,93.85,94.71,361000,94.71
"2012-11-26",94.13,94.65,93.35,94.07,913200,94.07
"2012-11-27",93.68,94.9,93.45,93.91,1122400,93.91
"2012-11-28",93.71,96.15,93.06,96.02,1425100,96.02
"2012-11-29",96.44,97.16,95.3,95.65,684400,95.65
"2012-11-30",96.11,96.34,94.66,96.02,954200,96.02
"2012-12-03",96.24,97.07,94.96,95.19,1020700,95.19
"2012-12-04",95.47,96.36,94.86,95.16,824300,95.16
"2012-12-05",95.42,95.58,93.82,94.11,1020600,94.11
"2012-12-06",94.18,95.1,92.85,93.59,983900,93.59
"2012-12-07",93.78,94.1,90.08,91.5,1718400,91.5
"2012-12-10",91.74,94.12,91.52,92.65,1611800,92.65
"2012-12-11",93.08,95.72,93.05,95.23,953500,95.23
"2012-12-12",95.5,95.65,93.55,95.09,903100,95.09
"2012-12-13",94.61,95.2,92.95,94.12,1060400,94.12
"2012-12-14",94.1,95,93.04,93.4,1606600,93.4
"2012-12-17",93.78,95.21,92.9,95.19,800400,95.19
"2012-12-18",95.44,97.8,95.07,97.29,1265700,97.29
"2012-12-19",96,97.3,94.55,95.05,1367200,95.05
"2012-12-20",95.56,96.43,94.85,95.86,887300,95.86
"2012-12-21",95.08,95.08,92.06,93.88,2297300,93.88
"2012-12-24",94,95.9,93.35,95.39,653900,95.39
"2012-12-26",95.09,95.23,93,93.77,735100,93.77
"2012-12-27",93.72,94.71,92.03,93.62,1217900,93.62
"2012-12-28",92.95,93.8,92.22,92.36,548600,92.36
"2012-12-31",92.22,93.83,91.44,93.74,1528800,93.74
"2013-01-02",96.15,100.06,96.01,100.05,2003700,100.05
"2013-01-03",99.34,99.84,98.06,98.48,1042000,98.48
"2013-01-04",98.54,99.45,97.54,97.62,1219500,97.62
"2013-01-07",97.21,97.4,96.63,97.31,1386900,97.31
"2013-01-08",97.3,97.83,96.39,97.49,1821400,97.49
"2013-01-09",97.67,100.66,96.93,100.31,1283700,100.31
"2013-01-10",100.68,102.74,100.09,102.57,1721900,102.57
"2013-01-11",102.6,103.2,99.73,100.39,1179000,100.39
"2013-01-14",100.14,100.17,98.36,99.35,929200,99.35
"2013-01-15",98.68,99.92,97.74,98.22,1127000,98.22
"2013-01-16",98.08,98.39,97.08,97.39,803600,97.39
"2013-01-17",98.24,98.53,97.31,97.41,929900,97.41
"2013-01-18",97.39,97.84,96.53,97.42,1215400,97.42
"2013-01-22",97.42,98.2,96.99,97.4,1295300,97.4
"2013-01-23",97.46,97.8,91.3,92.96,5158200,92.96
"2013-01-24",93.65,95.91,92.33,94.56,3010200,94.56
"2013-01-25",94.9,95.44,93.7,94.68,1438000,94.68
"2013-01-28",95.18,95.46,93.06,94.5,1243800,94.5
"2013-01-29",94.32,95.03,93.33,95,1416700,95
"2013-01-30",94.76,96.98,94.71,95.35,1582300,95.35
"2013-01-31",94.73,95.38,93.62,93.99,1104100,93.99
"2013-02-01",94.75,98.59,94.02,97.87,1890500,97.87
"2013-02-04",96.1,96.86,94.41,95.22,1278600,95.22
"2013-02-05",95.99,96.16,94.7,95.32,1297200,95.32
"2013-02-06",94.93,95.3,92.87,93.83,2042300,93.83
"2013-02-07",94.08,94.33,91.68,92.67,1692000,92.67
"2013-02-08",93.11,93.99,92.9,93.66,1059900,93.66
"2013-02-11",93.66,93.97,91.98,92.3,1707200,92.3
"2013-02-12",92.34,92.43,89.81,90.21,3115900,90.21
"2013-02-13",90.12,92.21,89.85,92.01,2496400,92.01
"2013-02-14",94.52,95.25,84.52,87.63,5936500,87.63
"2013-02-15",87.93,88.47,85.53,86.01,3690500,86.01
"2013-02-19",82.77,85.47,81.82,83.39,3996800,83.39
"2013-02-20",84.44,85.28,83.3,84.46,4062400,84.46
"2013-02-21",84.38,87.98,83.62,87.28,3895600,87.28
"2013-02-22",87.28,87.8,86.93,87.44,2006000,87.44
"2013-02-25",87.07,87.89,86.18,86.29,1950000,86.29
"2013-02-26",86.41,86.75,85.17,85.36,2840100,85.36
"2013-02-27",85.31,87.32,84.46,86.54,1455400,86.54
"2013-02-28",86.24,87.75,86,86.74,1324800,86.74
"2013-03-01",86.74,87.07,86.09,86.77,1506800,86.77
"2013-03-04",86.69,89.93,86.11,89.9,2328500,89.9
"2013-03-05",90.17,91.9,90.03,91.01,2383600,91.01
"2013-03-06",91.21,93.5,91,93.18,2446200,93.18
"2013-03-07",92.7,93.17,91.46,92.24,1289400,92.24
"2013-03-08",92.69,92.99,90.76,91.06,1466200,91.06
"2013-03-11",90.8,92.35,90.46,91.67,1151100,91.67
"2013-03-12",91.58,92.01,90.69,91.75,998100,91.75
"2013-03-13",91.71,92.16,91,91.51,1061000,91.51
"2013-03-14",91.64,92.05,91.41,91.84,875500,91.84
"2013-03-15",91.41,94.41,91.41,93.66,2874600,93.66
"2013-03-18",92.41,94.35,91.22,93.64,1853700,93.64
"2013-03-19",93.58,94.06,91.93,92.74,1365800,92.74
"2013-03-20",93.51,94.48,92.79,93.88,1151900,93.88
"2013-03-21",92.99,93.8,91.85,92.34,834600,92.34
"2013-03-22",92.79,93.51,92.42,93.48,721400,93.48
"2013-03-25",93.54,94.09,91.82,92.35,816600,92.35
"2013-03-26",92.8,93.06,91.32,91.37,1115800,91.37
"2013-03-27",91.14,94.04,89.75,93.92,1489100,93.92
"2013-03-28",91.69,93,90.29,92.14,2555300,92.14
"2013-04-01",91.07,95.86,91.07,95.6,2538000,95.6
"2013-04-02",96.18,100.25,96,99.03,3116400,99.03
"2013-04-03",98.68,99.59,96.53,97.27,2286300,97.27
"2013-04-04",97.98,99.14,97.1,98.9,1720700,98.9
"2013-04-05",98.05,99.7,97.46,99.2,1501900,99.2
"2013-04-08",98.99,99.42,97.01,98.18,1066200,98.18
"2013-04-09",97.36,99.02,97.27,98.32,1099800,98.32
"2013-04-10",98.48,100.55,98.3,100.05,1394900,100.05
"2013-04-11",100.21,100.78,99.78,100.42,1013500,100.42
"2013-04-12",100.43,100.43,99.28,100.1,1182500,100.1
"2013-04-15",99.71,100.04,96.09,96.22,1381700,96.22
"2013-04-16",97.38,97.38,95.52,96.2,1884500,96.2
"2013-04-17",95.84,95.85,93.83,94.75,1634900,94.75
"2013-04-18",94.72,94.72,91.43,92.02,1365500,92.02
"2013-04-19",92.29,93.41,91.16,92.6,3864700,92.6
"2013-04-22",92.61,93.17,88.86,90.45,2651700,90.45
"2013-04-23",90.79,92.43,90.34,91.69,1626000,91.69
"2013-04-24",91.44,92.28,89.12,89.23,2063200,89.23
"2013-04-25",92.65,99.07,91.1,98.82,4363600,98.82
"2013-04-26",98.67,99.79,97.5,99.34,1490900,99.34
"2013-04-29",99.55,99.58,98.27,98.66,1399100,98.66
"2013-04-30",98.16,98.46,96.06,98,1461600,98
"2013-05-01",98,98.37,96.09,96.67,1237600,96.67
"2013-05-02",96.38,97.65,95.68,96.2,1171200,96.2
"2013-05-03",97.67,98.62,96.86,98.17,1137500,98.17
"2013-05-06",98.25,98.64,96.95,97.07,902400,97.07
"2013-05-07",97.25,97.83,95.94,96.35,820600,96.35
"2013-05-08",96.28,98.05,95.73,96.6,808900,96.6
"2013-05-09",96.74,99.84,96.7,98.19,1853700,98.19
"2013-05-10",98.52,104.21,97.9,104.14,2346200,104.14
"2013-05-13",103.61,105.02,102.06,104.86,1256600,104.86
"2013-05-14",104.86,108.13,104.61,107.86,1896100,107.86
"2013-05-15",107.87,108,103.32,105.21,1283100,105.21
"2013-05-16",104.84,104.85,100.03,101.82,1670500,101.82
"2013-05-17",102.57,104.29,101.77,102.9,977700,102.9
"2013-05-20",102.79,103.53,99.84,100.03,914400,100.03
"2013-05-21",100.52,102.87,100.03,102.67,1020300,102.67
"2013-05-22",103,104.5,99.35,100.57,1131600,100.57
"2013-05-23",99.74,101.28,98,99.88,780000,99.88
"2013-05-24",98.83,99.71,98.04,99.17,685000,99.17
"2013-05-28",100.5,102.14,99.9,101.19,996900,101.19
"2013-05-29",100.21,100.37,98.8,99.24,767900,99.24
"2013-05-30",99.58,101.71,99.44,101.13,726000,101.13
"2013-05-31",100.37,101.07,97.51,97.58,1337000,97.58
"2013-06-03",97.89,98.44,91.94,95.48,2311100,95.48
"2013-06-04",95.44,95.74,91.28,92.56,1640200,92.56
"2013-06-05",92.5,94.13,89.56,90.81,1520800,90.81
"2013-06-06",90.59,92.94,90.34,92.92,1437600,92.92
"2013-06-07",93.59,95.97,93.5,94.38,1271800,94.38
"2013-06-10",94.66,94.66,91.06,91.91,1429200,91.91
"2013-06-11",90.73,95.4,90.5,93.03,1126500,93.03
"2013-06-12",93.84,94.71,91,91.35,945200,91.35
"2013-06-13",91.31,93.73,90.61,93.41,811300,93.41
"2013-06-14",92.95,93.43,91.13,92.22,940900,92.22
"2013-06-17",93.13,93.16,90.69,91.32,1058500,91.32
"2013-06-18",91.47,93.58,91.35,92.39,949300,92.39
"2013-06-19",93.79,95.85,90.86,91.09,2793700,91.09
"2013-06-20",90.17,91.01,87.39,88.47,1678800,88.47
"2013-06-21",89.17,90.74,87.36,88.49,3600700,88.49
"2013-06-24",88.02,89.4,87.01,87.99,1774500,87.99
"2013-06-25",88.7,89.14,87.02,88.38,1586300,88.38
"2013-06-26",89.41,93.23,89.16,92.75,1754000,92.75
"2013-06-27",93.67,94.2,92.85,93.79,968900,93.79
"2013-06-28",93.14,93.92,92.07,92.24,1272900,92.24
"2013-07-01",93.73,99.04,93.34,95.86,2095900,95.86
"2013-07-02",95.44,96.4,94.21,95.35,869300,95.35
"2013-07-03",94.54,96.42,94.11,96.04,442900,96.04
"2013-07-05",96.31,96.59,95.52,96.45,515000,96.45
"2013-07-08",97,97,93.72,94.34,1109800,94.34
"2013-07-09",95.08,96.17,94,95.73,1019000,95.73
"2013-07-10",95.75,101.25,95.45,100.12,1718600,100.12
"2013-07-11",101.19,102.37,100.5,101.44,1347600,101.44
"2013-07-12",101.51,125.65,100.54,114.26,10846900,114.26
"2013-07-15",115,115.15,107.39,107.93,4660600,107.93
"2013-07-16",108.38,108.85,106.36,107.04,2103600,107.04
"2013-07-17",107.13,110.19,106.74,108.69,1777200,108.69
"2013-07-18",108.9,112.12,108.55,111.58,2019800,111.58
"2013-07-19",113.58,113.58,111.39,112.17,2220000,112.17
"2013-07-22",113.5,113.88,110.21,112.8,1718100,112.8
"2013-07-23",112.75,113.03,109.23,109.42,1175200,109.42
"2013-07-24",109.5,111.5,108.9,109.76,1463800,109.76
"2013-07-25",107.87,110.88,105.32,107.56,2636900,107.56
"2013-07-26",107.88,112.61,107.49,112.5,2227000,112.5
"2013-07-29",110.7,111.5,109.49,110.05,1529500,110.05
"2013-07-30",110.86,121.47,108.97,117.08,5469100,117.08
"2013-07-31",115.64,117.36,114.66,116.19,1672000,116.19
"2013-08-01",117.55,118.4,116.44,117.21,1230500,117.21
"2013-08-02",117,117.31,114.63,117.28,1283400,117.28
"2013-08-05",116.87,117.9,116.07,117.17,703300,117.17
"2013-08-06",116.06,116.46,113.88,114.37,920900,114.37
"2013-08-07",114.32,115.92,113.11,114.65,944500,114.65
"2013-08-08",114.93,115.25,112.74,114.13,678600,114.13
"2013-08-09",114.78,115.85,113.52,114.09,579100,114.09
"2013-08-12",112.07,112.07,108.25,109.26,1288700,109.26
"2013-08-13",109.74,110.34,108.06,110.12,799800,110.12
"2013-08-14",110.2,111.23,109.43,109.69,589800,109.69
"2013-08-15",108.87,109,105.79,106.15,908000,106.15
"2013-08-16",105.45,106.29,104.25,105,1121300,105
"2013-08-19",104.52,106.02,104.25,104.43,595700,104.43
"2013-08-20",103.02,106.21,103.02,105.1,754600,105.1
"2013-08-21",104.47,106.9,104.04,105.32,620900,105.32
"2013-08-22",105.08,106.95,104.31,106.77,428600,106.77
"2013-08-23",107,107,104.84,105.46,927500,105.46
"2013-08-26",106.01,109.3,105.67,107.19,744800,107.19
"2013-08-27",106.16,106.59,105,105.7,604800,105.7
"2013-08-28",105.97,107.83,104.95,107.56,666000,107.56
"2013-08-29",107.31,109.98,107.05,109.3,755900,109.3
"2013-08-30",109.67,109.99,107.29,107.76,510400,107.76
"2013-09-03",109.34,111.18,108.27,110.17,733100,110.17
"2013-09-04",110.65,113.58,109.58,112.65,945200,112.65
"2013-09-05",112.65,113.23,111.52,112.49,434000,112.49
"2013-09-06",113.05,113.05,109.45,111.56,551800,111.56
"2013-09-09",111.84,113.05,111.38,112.78,581400,112.78
"2013-09-10",112.92,113.86,111.49,113.62,1064600,113.62
"2013-09-11",113.91,114.79,109.75,114.74,1478500,114.74
"2013-09-12",114.71,114.74,113.42,114.21,500400,114.21
"2013-09-13",114.33,114.57,113.52,114.14,592000,114.14
"2013-09-16",115,115.45,113.24,113.74,522000,113.74
"2013-09-17",113.83,114.94,113.01,114.24,418500,114.24
"2013-09-18",114.2,116.74,112.54,115.93,837200,115.93
"2013-09-19",116.07,116.24,112.57,114.03,1064100,114.03
"2013-09-20",114.22,115.58,113.47,113.65,1462100,113.65
"2013-09-23",113.94,114.37,112.28,112.5,891000,112.5
"2013-09-24",112.54,114.44,112,113.59,775400,113.59
"2013-09-25",113.85,115.19,112.83,113.05,659800,113.05
"2013-09-26",113.63,116.01,113.32,115.97,1084600,115.97
"2013-09-27",114.84,116.91,114.4,116.42,743300,116.42
"2013-09-30",115.32,116.31,114.5,116.16,1277000,116.16
"2013-10-01",116.8,118.29,115.06,117.39,1060000,117.39
"2013-10-02",117.09,117.74,115.79,116.75,703300,116.75
"2013-10-03",116.24,116.44,112.72,114.22,895200,114.22
"2013-10-04",113.85,116.72,113.37,116.44,890500,116.44
"2013-10-07",115,115.77,114.34,114.49,592100,114.49
"2013-10-08",114.24,114.38,108.35,108.47,1230700,108.47
"2013-10-09",108.71,109.23,104.42,105.48,1480400,105.48
"2013-10-10",106.94,109.08,106.25,108.67,744900,108.67
"2013-10-11",108,109.75,107.57,108.81,699600,108.81
"2013-10-14",107.91,108.02,105.74,107.01,962800,107.01
"2013-10-15",106.84,109.13,106.53,108.24,902000,108.24
"2013-10-16",109.27,111.7,108.75,110.96,917200,110.96
"2013-10-17",110.75,110.92,109.47,110.79,938000,110.79
"2013-10-18",111.04,111.04,108.25,108.43,1033000,108.43
"2013-10-21",108.45,108.97,105.52,105.88,956300,105.88
"2013-10-22",106.27,108.02,100.89,107.72,902200,107.72
"2013-10-23",107.39,110.07,106.83,109.66,1092400,109.66
"2013-10-24",111.22,117,110.67,116.7,2090800,116.7
"2013-10-25",118.1,125.26,117.77,125.17,2626600,125.17
"2013-10-28",123.93,124.78,121.5,124.2,1688600,124.2
"2013-10-29",124.24,124.44,122,124.08,789500,124.08
"2013-10-30",124.2,126.39,123.65,125.5,1290000,125.5
"2013-10-31",125,125.67,122.94,122.95,1253800,122.95
"2013-11-01",124.06,124.5,122.23,123.36,905400,123.36
"2013-11-04",123.76,124.73,122.15,122.93,916600,122.93
"2013-11-05",122.61,122.77,117.76,119.54,1435100,119.54
"2013-11-06",120,120.24,116.23,116.32,974100,116.32
"2013-11-07",117,118.32,113.92,114.1,1456000,114.1
"2013-11-08",114.54,118.56,114.54,117.43,1054000,117.43
"2013-11-11",118.2,118.4,114.62,116.17,871800,116.17
"2013-11-12",115.54,116.26,113.14,115.72,974300,115.72
"2013-11-13",115.45,116.65,114,116.6,815900,116.6
"2013-11-14",116.94,120.11,116.35,119.97,1222300,119.97
"2013-11-15",119.85,124.08,118.49,124.07,1768100,124.07
"2013-11-18",124.52,124.69,120.38,120.97,861900,120.97
"2013-11-19",120.36,121.14,117.33,118.45,885500,118.45
"2013-11-20",118.99,121.68,117.74,119.06,779600,119.06
"2013-11-21",119.69,122.04,119.69,121.3,708800,121.3
"2013-11-22",121.97,123.29,120.43,122.79,1013700,122.79
"2013-11-25",123.66,123.93,121.35,122.17,696500,122.17
"2013-11-26",122.26,122.87,120.22,121.9,639400,121.9
"2013-11-27",122.99,123.2,120.2,121.24,484400,121.24
"2013-11-29",121.67,124.8,121.12,124.5,622400,124.5
"2013-12-02",124.58,124.8,122.22,123.8,740100,123.8
"2013-12-03",122.42,122.82,120.87,122.16,839000,122.16
"2013-12-04",121.04,123.18,120.14,122.65,875100,122.65
"2013-12-05",122.19,123.08,121.07,122.17,831200,122.17
"2013-12-06",124.1,129.22,122.23,125.45,1022400,125.45
"2013-12-09",127.14,128.09,125.24,125.84,1598400,125.84
"2013-12-10",125.7,126.84,123.31,125.25,1128800,125.25
"2013-12-11",124.55,125.48,121.37,121.6,1208100,121.6
"2013-12-12",120.99,123.42,120.87,122.35,1039000,122.35
"2013-12-13",124.33,124.62,122.1,123.69,1341800,123.69
"2013-12-16",124.14,125.38,122.02,123.78,990400,123.78
"2013-12-17",123.31,124.12,121.44,123.06,1342000,123.06
"2013-12-18",123.51,128.9,122.69,128.65,1986900,128.65
"2013-12-19",129.24,131.11,126.08,130.75,1523200,130.75
"2013-12-20",131.48,131.68,128.52,130.64,2245600,130.64
"2013-12-23",131.38,132.44,130.12,130.9,901500,130.9
"2013-12-24",130.81,131.99,129.47,131.06,319800,131.06
"2013-12-26",132,133.75,130.01,132.91,531000,132.91
"2013-12-27",133.47,133.47,131.01,131.57,652700,131.57
"2013-12-30",131.72,133.04,130.15,132.7,685100,132.7
"2013-12-31",133.06,133.48,131.22,132.88,455600,132.88
"2014-01-02",132.46,133.82,130.54,133.44,760200,133.44
"2014-01-03",133,134.27,131.65,131.72,683900,131.72
"2014-01-06",131.66,132,127.7,129.86,1085500,129.86
"2014-01-07",130.51,133.42,128.51,133.17,1455200,133.17
"2014-01-08",133.67,135.18,131.69,134,957600,134
"2014-01-09",134.12,135.46,132.22,134.07,991500,134.07
"2014-01-10",135.51,135.53,132.87,135.21,991000,135.21
"2014-01-13",135.59,136.43,128.85,130.61,1354100,130.61
