"","CHRW.Open","CHRW.High","CHRW.Low","CHRW.Close","CHRW.Volume","CHRW.Adjusted"
"2010-04-07",55.43,55.67,54.97,55.15,2051300,50.61
"2010-04-08",54.97,55.72,54.78,55.6,1837700,51.03
"2010-04-09",55.75,56.69,55.71,56.45,2885200,51.81
"2010-04-12",57.6,57.6,56.44,56.44,3151600,51.8
"2010-04-13",56.28,56.73,55.91,56.59,1647900,51.94
"2010-04-14",56.5,57.81,56.49,57.74,1980200,52.99
"2010-04-15",58.01,59.76,57.86,58.93,3466500,54.08
"2010-04-16",58.85,58.95,57.84,58.38,2157300,53.58
"2010-04-19",58.06,58.86,58.06,58.63,1601300,53.81
"2010-04-20",58.92,59.31,58.48,58.9,1480200,54.06
"2010-04-21",57,61.27,56.99,60,5813800,55.07
"2010-04-22",60.11,62.15,59.51,61.46,4289700,56.41
"2010-04-23",61.57,61.74,60.96,61.58,2183800,56.52
"2010-04-26",61.5,61.71,61.03,61.15,1454600,56.12
"2010-04-27",61.07,61.47,60.07,60.27,2987300,55.31
"2010-04-28",61,61.03,60.33,60.56,1778100,55.58
"2010-04-29",60.87,61.46,60.81,61.15,1554200,56.12
"2010-04-30",60.91,61.62,60.3,60.32,1720800,55.36
"2010-05-03",60.44,61.89,60.22,61.77,1788500,56.69
"2010-05-04",61.44,61.48,60.12,60.7,1978200,55.71
"2010-05-05",60.6,61.52,60.31,60.71,2088900,55.72
"2010-05-06",60.74,61.24,57.25,59.16,2987400,54.3
"2010-05-07",59.15,59.42,57.6,57.83,3390400,53.07
"2010-05-10",60.47,60.68,59,60.68,2630700,55.69
"2010-05-11",59.97,61.34,59.97,60.68,1817300,55.69
"2010-05-12",60.68,61.5,60.49,61.22,1350000,56.19
"2010-05-13",60.66,61.37,60.56,60.6,1650700,55.62
"2010-05-14",59.98,60.25,59.07,59.61,1955900,54.71
"2010-05-17",59.87,60.35,58.62,59.76,1547800,54.85
"2010-05-18",60.1,60.62,59,59.22,1087900,54.35
"2010-05-19",59,59.71,58.28,59.34,1890100,54.46
"2010-05-20",58.35,58.79,56.96,57.03,2573200,52.34
"2010-05-21",56.3,58.24,56.26,58.18,2885300,53.4
"2010-05-24",57.92,58.38,57.31,57.33,1126800,52.62
"2010-05-25",56.56,57.49,55.61,57.4,1750000,52.68
"2010-05-26",57.41,58.31,57.18,57.36,1453100,52.64
"2010-05-27",58.17,58.73,57.78,58.7,1271000,53.87
"2010-05-28",58.7,58.73,57.48,58.11,1363500,53.33
"2010-06-01",57.85,58.36,57.01,57.08,1169300,52.39
"2010-06-02",56.5,58.12,56.5,58.12,1325300,53.58
"2010-06-03",58.33,58.72,57.41,58.04,1445800,53.5
"2010-06-04",57.17,57.23,55.67,55.9,1844200,51.53
"2010-06-07",55.93,56.18,54.65,54.74,2186900,50.46
"2010-06-08",54.7,55.09,53.89,54.88,1777200,50.59
"2010-06-09",54.91,56.25,54.86,55.03,1708800,50.73
"2010-06-10",56.75,57.7,56.49,57.44,2147800,52.95
"2010-06-11",56.75,58.25,56.47,58.21,1275200,53.66
"2010-06-14",58.52,59.27,58.36,58.7,1517600,54.11
"2010-06-15",58.73,59.42,58.54,59.32,1496100,54.68
"2010-06-16",59.09,59.6,58.81,59.28,1350600,54.64
"2010-06-17",59.6,59.64,58.47,59.34,901300,54.7
"2010-06-18",59.44,59.53,58.87,59.06,1470200,54.44
"2010-06-21",59.56,59.75,58.68,59.11,1172200,54.49
"2010-06-22",59.25,59.38,57.38,57.59,1150400,53.09
"2010-06-23",57.58,57.96,57,57.46,791600,52.97
"2010-06-24",57.14,57.88,56.82,56.99,1035800,52.53
"2010-06-25",57.08,57.35,56.61,57.23,1735700,52.75
"2010-06-28",57.45,57.62,56.63,56.9,707200,52.45
"2010-06-29",56.48,56.63,55.52,55.94,1822000,51.57
"2010-06-30",55.85,56.94,55.47,55.66,1530900,51.31
"2010-07-01",55.57,56.27,54.52,55.72,1849500,51.36
"2010-07-02",55.74,55.98,54.5,55.05,1178800,50.75
"2010-07-06",55.68,56.02,55.09,55.64,1811400,51.29
"2010-07-07",55.64,56.62,55.3,56.4,1666900,51.99
"2010-07-08",56.55,57.05,56.31,56.79,1015600,52.35
"2010-07-09",56.78,57.35,56.68,57.06,870300,52.6
"2010-07-12",56.79,57.61,56.59,56.96,758100,52.51
"2010-07-13",57.7,58.2,57.41,58.01,1174100,53.47
"2010-07-14",58.25,59.14,58.19,58.75,1519900,54.16
"2010-07-15",58.65,58.92,57.71,58.58,1062100,54
"2010-07-16",58.51,58.64,57.36,57.45,1313400,52.96
"2010-07-19",57.55,58.46,57.2,58.25,1420300,53.7
"2010-07-20",57.52,58.71,57.01,58.65,1178500,54.06
"2010-07-21",58.69,58.87,57.23,57.61,1271000,53.11
"2010-07-22",58.19,59.5,58.19,59.4,2351300,54.76
"2010-07-23",59.29,60.99,58.69,60.88,2295600,56.12
"2010-07-26",61.05,62.42,61,62.1,2236900,57.24
"2010-07-27",62.17,62.46,61.05,61.2,2145900,56.41
"2010-07-28",63.95,65.45,63.54,64.87,8449600,59.8
"2010-07-29",65.15,65.44,63.99,64.63,2441500,59.58
"2010-07-30",64.1,65.53,63.8,65.2,1668500,60.1
"2010-08-02",65.35,66.28,65.02,66.22,1542400,61.04
"2010-08-03",66.07,66.67,65.42,66.43,1445600,61.24
"2010-08-04",66.56,67.37,66.29,67.22,1437900,61.96
"2010-08-05",67.1,67.53,66.65,67.35,1204300,62.08
"2010-08-06",66.59,67.59,66.31,66.89,1757300,61.66
"2010-08-09",67.37,68,67.23,67.77,1148000,62.47
"2010-08-10",67,67.46,65.72,66.2,2405600,61.02
"2010-08-11",65.44,65.54,64.21,64.98,2375900,59.9
"2010-08-12",64.32,65.19,64.07,64.89,1492500,59.82
"2010-08-13",64.54,64.98,64.3,64.6,1390700,59.55
"2010-08-16",64.31,65.18,63.82,64.86,1129600,59.79
"2010-08-17",65.47,66.81,65.09,66.29,1771300,61.11
"2010-08-18",65.56,66.5,65.19,65.98,1196900,60.82
"2010-08-19",65.65,65.7,64.24,65.19,2001000,60.09
"2010-08-20",65.09,66.36,64.62,66.16,1917400,60.99
"2010-08-23",66.64,67.3,65.83,65.86,1398700,60.71
"2010-08-24",65.42,65.68,64.63,65.14,1932200,60.05
"2010-08-25",64.84,65.42,64.68,65.12,1914800,60.03
"2010-08-26",65.46,66.05,64.89,64.91,1615700,59.83
"2010-08-27",65.27,66.4,64.61,65.92,1415200,60.77
"2010-08-30",65.61,65.97,64.87,64.9,1082800,59.83
"2010-08-31",64.51,65.46,64.39,64.99,2367200,59.91
"2010-09-01",65.7,66.77,65.21,66.37,2064900,61.42
"2010-09-02",66.63,67.31,66.6,67.23,973900,62.21
"2010-09-03",67.94,68.21,67.31,67.56,1323700,62.52
"2010-09-07",67.45,67.68,66.79,67.06,1132700,62.05
"2010-09-08",67.29,68.42,67.19,67.67,1276700,62.62
"2010-09-09",68.12,68.34,67.47,67.69,1121600,62.64
"2010-09-10",67.92,68.05,67.32,67.5,1065200,62.46
"2010-09-13",68.06,68.39,67.49,68,1550100,62.92
"2010-09-14",67.71,68.41,67.39,68,2079600,62.92
"2010-09-15",67.85,68.38,67.44,68.21,864200,63.12
"2010-09-16",67.86,68.1,67.51,67.84,940700,62.78
"2010-09-17",68.24,68.59,67.86,68.45,1536800,63.34
"2010-09-20",68.79,69.58,68.66,68.79,1153200,63.66
"2010-09-21",68.94,69.49,68.69,68.84,1298100,63.7
"2010-09-22",68.85,69.39,67.73,68.08,1556300,63
"2010-09-23",67.6,68.14,66.76,67.11,1262800,62.1
"2010-09-24",67.82,68.91,67.78,68.6,1499200,63.48
"2010-09-27",68.6,69.07,68.28,68.69,1022700,63.56
"2010-09-28",68.94,69.93,68.41,69.41,1846000,64.23
"2010-09-29",69.14,69.59,68.56,69.57,1467900,64.38
"2010-09-30",69.78,70.87,69.42,69.92,2352200,64.7
"2010-10-01",70.41,70.58,69.14,69.64,1964100,64.44
"2010-10-04",69.75,69.87,68.74,69.54,1530800,64.35
"2010-10-05",69.95,72.34,69.95,70.89,4105700,65.6
"2010-10-06",71.05,71.82,70.99,71.1,1919200,65.79
"2010-10-07",71.16,71.31,70.53,71.1,1475300,65.79
"2010-10-08",71.22,71.89,70.55,71.21,1696800,65.9
"2010-10-11",71.04,71.59,70.55,71.12,1159900,65.81
"2010-10-12",71.1,71.25,70.21,70.63,1232900,65.36
"2010-10-13",70.73,72,70.7,71.5,1427100,66.16
"2010-10-14",70.86,72.39,70.86,72.06,2683900,66.68
"2010-10-15",72.62,72.99,72.19,72.24,2495100,66.85
"2010-10-18",72.13,72.13,71.44,71.76,1089400,66.4
"2010-10-19",71.29,72.24,70.96,71.7,2100300,66.35
"2010-10-20",71.9,72.83,71.8,72.36,1216600,66.96
"2010-10-21",72.7,72.72,71.74,72.4,1048100,67
"2010-10-22",72.53,72.55,71.85,72.52,685800,67.11
"2010-10-25",72.72,73.32,72.62,72.78,1325800,67.35
"2010-10-26",72.44,73.13,71.83,71.98,1699100,66.61
"2010-10-27",69.58,71.71,69.15,71.49,1570600,66.15
"2010-10-28",71.05,71.33,69.87,70.18,1899400,64.94
"2010-10-29",70.05,70.87,69.95,70.48,1205800,65.22
"2010-11-01",70.57,71.39,70.29,70.49,973100,65.23
"2010-11-02",71.04,71.35,70.68,71.09,693500,65.78
"2010-11-03",71.05,71.24,69.71,70.54,1369300,65.28
"2010-11-04",71.18,72.39,70.92,72.25,1509400,66.86
"2010-11-05",72.3,72.46,71.41,71.79,944500,66.43
"2010-11-08",71.37,72.31,71.32,72.17,751600,66.78
"2010-11-09",72.17,72.32,70.86,71.19,779000,65.88
"2010-11-10",71.37,71.55,70.41,70.69,1153000,65.41
"2010-11-11",70.31,71.89,70.25,71.8,1137700,66.44
"2010-11-12",71.33,71.7,70.72,71.2,834500,65.89
"2010-11-15",71.61,72.08,71.24,71.4,698100,66.07
"2010-11-16",71.06,71.24,70.16,70.82,1110100,65.53
"2010-11-17",70.69,71.25,70.29,71.08,1130400,65.77
"2010-11-18",71.59,72.92,71.32,72.25,1185300,66.86
"2010-11-19",72.3,72.85,72.07,72.85,1095100,67.41
"2010-11-22",72.44,73.23,72.08,72.88,718200,67.44
"2010-11-23",72.27,72.4,71.7,72.33,656100,66.93
"2010-11-24",72.81,74.58,72.7,74.22,1240600,68.68
"2010-11-26",73.86,74.38,73.7,74.11,323300,68.58
"2010-11-29",73.95,74.07,72.94,73.52,1544800,68.03
"2010-11-30",72.95,74.17,72.87,73.71,2224300,68.21
"2010-12-01",74.53,75.5,74.27,75.06,1414600,69.46
"2010-12-02",75.05,75.82,74.85,75.81,1385400,70.15
"2010-12-03",75.65,76.42,75.46,76.35,751800,70.65
"2010-12-06",76.32,76.48,75.75,75.94,1398600,70.27
"2010-12-07",76.46,76.75,76.05,76.43,1192200,70.73
"2010-12-08",76.44,77.18,76.18,77.15,1110400,71.39
"2010-12-09",77.33,78.06,77.08,77.76,1288400,71.96
"2010-12-10",77.95,78.21,77.24,78.12,1058400,72.56
"2010-12-13",78.36,78.49,77.71,78.07,897100,72.51
"2010-12-14",78.34,78.71,78.02,78.46,736300,72.88
"2010-12-15",78.29,79.21,78.21,78.52,1169100,72.93
"2010-12-16",78.37,79.56,78.11,79.2,1195200,73.84
"2010-12-17",78.6,79.48,78.11,79,2765000,73.65
"2010-12-20",79.14,79.29,78.25,79,1301700,73.65
"2010-12-21",79.28,80.61,79.11,80.03,959900,74.61
"2010-12-22",79.89,80.24,79.56,79.91,842100,74.5
"2010-12-23",79.68,80.07,79.52,79.71,637700,74.31
"2010-12-27",79.5,80.06,79.3,79.76,536900,74.36
"2010-12-28",79.76,80.23,79.21,79.69,675200,74.29
"2010-12-29",80,81.02,79.62,80.5,1035400,75.05
"2010-12-30",80.5,80.63,79.73,80.08,839700,74.66
"2010-12-31",79.92,80.49,79.64,80.19,1182100,74.76
"2011-01-03",80.91,82.05,80.91,81.51,1718400,75.99
"2011-01-04",80.32,80.87,80.05,80.45,1758900,75
"2011-01-05",79.21,80.49,79.16,79.88,1984100,74.47
"2011-01-06",79.79,80.26,79.19,79.64,1618600,74.25
"2011-01-07",79.91,80.35,79.16,79.56,1782400,74.17
"2011-01-10",79.24,79.83,78.7,79.58,1533300,74.19
"2011-01-11",79.71,80.09,78.94,79.51,764600,74.12
"2011-01-12",79.91,79.95,79.54,79.75,616500,74.35
"2011-01-13",79.62,79.96,79.12,79.38,596800,74
"2011-01-14",79.32,79.66,78.82,78.88,1479100,73.54
"2011-01-18",79.06,79.49,78.97,79.33,924700,73.96
"2011-01-19",79.01,79.01,77.39,77.72,1618500,72.46
"2011-01-20",77.82,78.5,77.42,77.8,1154200,72.53
"2011-01-21",78.05,78.05,77.21,77.62,1008100,72.36
"2011-01-24",77.74,78.12,77.29,77.75,731300,72.48
"2011-01-25",77.36,77.88,76.82,77.83,1093800,72.56
"2011-01-26",77.85,78.37,77.46,78.12,903600,72.83
"2011-01-27",77.85,78.14,77.66,77.74,1391100,72.47
"2011-01-28",77.98,78.08,75.9,76.03,1670600,70.88
"2011-01-31",76.11,77.28,75.85,77.09,1224400,71.87
"2011-02-01",77.43,78.64,77.27,78.2,1725300,72.9
"2011-02-02",75.2,78.2,73.7,73.74,5322600,68.75
"2011-02-03",73.6,75.07,73.57,74.44,2037200,69.4
"2011-02-04",74.4,74.4,73.31,74.06,1373000,69.04
"2011-02-07",74.05,74.37,73.39,74.11,1132300,69.09
"2011-02-08",74.02,74.08,73.01,73.57,1389700,68.59
"2011-02-09",73.31,74.08,73.08,73.92,816100,68.91
"2011-02-10",73.35,74.75,73.35,74.6,1004800,69.55
"2011-02-11",74.11,75.37,73.9,75.07,1527000,69.99
"2011-02-14",75.08,75.47,73.87,73.91,1348800,68.9
"2011-02-15",73.94,74.37,73.53,74.05,1098500,69.03
"2011-02-16",74.1,75.51,73.88,74.92,929700,69.85
"2011-02-17",74.64,75.45,74.52,75.01,758800,69.93
"2011-02-18",75.01,75.44,74.79,74.99,1359900,69.91
"2011-02-22",74.45,74.5,71.53,71.71,2409700,66.85
"2011-02-23",71.73,72.13,70.33,70.7,1958800,65.91
"2011-02-24",70.92,72.25,70.84,71.81,1758200,66.95
"2011-02-25",71.98,72.6,71.45,72.55,1191300,67.64
"2011-02-28",72.71,72.9,72.18,72.39,1197600,67.49
"2011-03-01",72.66,72.66,70.32,70.87,1290900,66.07
"2011-03-02",70.53,71.86,70.46,71.41,1212400,66.85
"2011-03-03",71.95,73.92,71.93,73.86,1671800,69.14
"2011-03-04",73.64,73.78,72.14,72.84,1087300,68.19
"2011-03-07",73.28,73.28,70.92,72.22,1258400,67.61
"2011-03-08",72.25,73.68,72.08,73.34,979200,68.65
"2011-03-09",73.05,73.87,72.58,73.61,987600,68.91
"2011-03-10",72.89,73.64,71.72,72.7,1185100,68.05
"2011-03-11",72.56,73.25,71.84,72.75,606000,68.1
"2011-03-14",72.27,72.51,71.48,72.32,815600,67.7
"2011-03-15",70.56,72.13,70.54,71.75,1532000,67.17
"2011-03-16",71.41,72.06,70.6,71.09,1455000,66.55
"2011-03-17",72.49,72.97,71.34,71.79,829100,67.2
"2011-03-18",72.62,73.03,72.27,72.66,1377600,68.02
"2011-03-21",73.55,73.95,73.33,73.67,844600,68.96
"2011-03-22",73.05,73.73,70.94,71.55,3206700,66.98
"2011-03-23",71.44,71.61,70.84,71.42,1965300,66.86
"2011-03-24",71.72,72.31,71.39,72.2,1183500,67.59
"2011-03-25",72.51,72.89,71.89,72.52,1620700,67.89
"2011-03-28",72.49,72.81,72.33,72.65,1568600,68.01
"2011-03-29",72.6,73.29,72.12,73.1,942200,68.43
"2011-03-30",73.42,73.79,73.02,73.11,920700,68.44
"2011-03-31",73.07,74.2,72.82,74.13,1121200,69.39
"2011-04-01",74.55,75.37,74.52,74.9,1280700,70.11
"2011-04-04",75.28,75.81,74.88,75.64,880500,70.81
"2011-04-05",75.45,75.92,74.81,75.43,1118400,70.61
"2011-04-06",75.93,76.05,75.08,75.62,814100,70.79
"2011-04-07",75.36,75.62,74.28,74.77,1120700,69.99
"2011-04-08",75,75.07,73.74,74.28,950800,69.53
"2011-04-11",74.43,74.59,73.3,73.91,942500,69.19
"2011-04-12",73.54,74.51,73.45,74.24,940300,69.5
"2011-04-13",74.65,74.75,73.9,74.37,738600,69.62
"2011-04-14",73.94,75.6,73.8,75.39,1307200,70.57
"2011-04-15",76.15,76.89,75.85,76.64,1588900,71.74
"2011-04-18",76.02,76.06,74.92,75.88,889100,71.03
"2011-04-19",76.04,76.18,75.53,76.12,751200,71.26
"2011-04-20",76.8,77.91,76.47,77.11,1037900,72.18
"2011-04-21",77.2,78.25,77.19,78.04,1089700,73.05
"2011-04-25",78,78.7,77.59,78.51,802500,73.49
"2011-04-26",78.82,79.71,78.64,79.24,1391100,74.18
"2011-04-27",79.07,80.31,78.68,80.09,1643700,74.97
"2011-04-28",80.05,81.14,79.95,80.95,1300000,75.78
"2011-04-29",81,81.53,80.1,80.18,1741700,75.06
"2011-05-02",80.77,80.98,79.64,80.15,941400,75.03
"2011-05-03",80.2,80.6,79.06,79.39,1e+06,74.32
"2011-05-04",79.2,79.74,78.61,78.85,1152100,73.81
"2011-05-05",78.57,80.1,78.27,79.26,1091800,74.2
"2011-05-06",80.18,80.36,79.42,79.53,817400,74.45
"2011-05-09",79.45,80.43,79.26,80.31,931500,75.18
"2011-05-10",80.59,81.13,80.3,80.95,754000,75.78
"2011-05-11",80.86,81.04,80.16,80.43,1003200,75.29
"2011-05-12",80.22,80.82,79.52,80.68,881000,75.52
"2011-05-13",80.86,80.94,79.44,79.77,807600,74.67
"2011-05-16",80.3,80.3,79.01,79.8,958300,74.7
"2011-05-17",79.48,79.63,78.67,79.22,1024100,74.16
"2011-05-18",79.29,80.46,78.6,80.24,818700,75.11
"2011-05-19",80.5,81.21,80.12,80.8,893000,75.64
"2011-05-20",80.73,81,80.23,80.57,773300,75.42
"2011-05-23",79.56,80.16,79.1,79.98,802600,74.87
"2011-05-24",80.06,80.18,79.22,79.57,878900,74.49
"2011-05-25",79.62,79.91,79.1,79.62,1005200,74.53
"2011-05-26",79.53,80.22,79.01,79.99,1018000,74.88
"2011-05-27",79.96,80.42,79.63,79.92,591700,74.81
"2011-05-31",80.59,80.9,79.71,80.22,934100,75.09
"2011-06-01",79.95,80.52,78.22,78.22,837600,73.49
"2011-06-02",78.38,79.21,78.19,78.86,753400,74.09
"2011-06-03",78.19,78.25,77.34,77.76,748000,73.06
"2011-06-06",77.39,77.79,76.9,76.97,645600,72.31
"2011-06-07",77.14,77.48,76.73,76.83,657000,72.18
"2011-06-08",76.82,76.98,76.04,76.3,529600,71.68
"2011-06-09",76.36,76.72,76.07,76.42,602900,71.8
"2011-06-10",76.31,76.38,75.75,75.83,640000,71.24
"2011-06-13",76.11,76.39,75.67,76.11,769800,71.51
"2011-06-14",76.73,77.54,76.49,77.38,893200,72.7
"2011-06-15",76.62,77,76.14,76.44,951600,71.82
"2011-06-16",76.44,77,76.06,76.23,987500,71.62
"2011-06-17",77.26,77.47,76.61,76.88,1562300,72.23
"2011-06-20",76.8,77.83,76.65,77.3,544200,72.62
"2011-06-21",77.67,78.2,77.25,77.96,612000,73.24
"2011-06-22",77.8,78.38,77.51,77.6,676900,72.9
"2011-06-23",76.73,77.58,76.17,77.41,969000,72.73
"2011-06-24",77.33,77.71,76.06,76.09,989300,71.49
"2011-06-27",75.95,76.99,75.85,76.95,793800,72.29
"2011-06-28",77.04,78.22,76.83,77.98,522100,73.26
"2011-06-29",78.28,78.58,77.77,78.09,656500,73.37
"2011-06-30",78.19,79.69,78.01,78.84,806600,74.07
"2011-07-01",79.1,80.99,78.84,80.62,978600,75.74
"2011-07-05",80.8,80.94,80.1,80.47,833000,75.6
"2011-07-06",80.5,81.45,80.37,81.16,864500,76.25
"2011-07-07",81.67,82.61,81.34,82.1,844700,77.13
"2011-07-08",81.07,81.83,81.01,81.48,827200,76.55
"2011-07-11",80.51,80.93,79.85,80.45,939200,75.58
"2011-07-12",80.47,80.62,79.43,79.51,791000,74.7
"2011-07-13",79.99,80.5,79.36,79.6,626800,74.78
"2011-07-14",79.62,80.02,78.49,78.92,692500,74.15
"2011-07-15",79.06,79.16,77.78,78.56,997600,73.81
"2011-07-18",78.31,78.44,77.66,78.07,866400,73.35
"2011-07-19",78.64,79.45,78.54,79.3,599200,74.5
"2011-07-20",79.01,79.17,78.26,78.69,599600,73.93
"2011-07-21",79.02,80.33,79.02,79.79,789500,74.96
"2011-07-22",79.71,80.97,79.67,80.43,870300,75.56
"2011-07-25",80.06,81.46,79.76,81.21,1004900,76.3
"2011-07-26",80.93,80.93,79.86,80.25,1170200,75.39
"2011-07-27",76.82,77,73.29,73.88,3916300,69.41
"2011-07-28",73.61,74.3,72.51,72.71,2292600,68.31
"2011-07-29",72.22,73.27,71.53,72.31,1239600,67.94
"2011-08-01",73.18,73.18,70.97,71.69,1096900,67.35
"2011-08-02",71.27,71.74,70.15,70.41,1673100,66.15
"2011-08-03",70.66,72.14,70.22,71.51,1461200,67.18
"2011-08-04",70.49,71.05,68.32,68.34,1642000,64.21
"2011-08-05",69.12,69.52,66.54,68.13,2282300,64.01
"2011-08-08",68.16,68.2,64.15,64.26,2735800,60.37
"2011-08-09",67.39,67.73,63.15,65,6686900,61.07
"2011-08-10",64.18,65.04,62.3,62.95,4139900,59.14
"2011-08-11",63.27,67.13,63.19,66.08,1779400,62.08
"2011-08-12",66.43,68.88,66.13,68.4,2155900,64.26
"2011-08-15",68.5,68.81,67.39,68.49,1013300,64.35
"2011-08-16",67.93,68.2,66.74,67.48,1203300,63.4
"2011-08-17",67.61,68.05,66.47,67.2,1051200,63.13
"2011-08-18",65.56,66.05,63.59,64.24,1891900,60.35
"2011-08-19",63.39,64.81,63.13,63.67,1687000,59.82
"2011-08-22",64.99,65.47,64.04,64.53,1022300,60.63
"2011-08-23",64.61,66.71,64.1,66.51,1236200,62.49
"2011-08-24",66.3,67.59,66.07,67.47,974000,63.39
"2011-08-25",67.72,68.21,66.07,66.31,1353800,62.3
"2011-08-26",66.09,68.11,64.58,67.99,1391400,63.88
"2011-08-29",68.89,70.5,68.79,70.47,1291600,66.21
"2011-08-30",70.31,71.81,70.17,71.28,1343700,66.97
"2011-08-31",71.6,72.19,69.93,70.5,1006600,66.51
"2011-09-01",70.54,71.37,69.16,69.35,1226800,65.42
"2011-09-02",68.11,68.35,66.51,66.99,1256800,63.19
"2011-09-06",65.25,65.54,64.44,65.4,2083400,61.69
"2011-09-07",66.27,68.01,66.18,68,960200,64.15
"2011-09-08",67.53,68.3,66.9,67.09,1139500,63.29
"2011-09-09",66.44,67.18,65.94,66.55,1437900,62.78
"2011-09-12",65.52,66.89,64.94,66.75,1330600,62.97
"2011-09-13",66.95,68.46,66.81,67.93,1215600,64.08
"2011-09-14",68.34,70,66.87,69.09,1293600,65.18
"2011-09-15",70.05,70.19,68.99,69.98,1076100,66.01
"2011-09-16",70.32,70.71,69.29,70.32,1727600,66.34
"2011-09-19",69.53,70.42,68.88,70.04,872500,66.07
"2011-09-20",70.41,70.55,69.09,69.14,1133800,65.22
"2011-09-21",69.15,69.15,66.46,66.46,1118200,62.69
"2011-09-22",65.1,66.07,64.31,65.19,1924000,61.5
"2011-09-23",64.69,66.27,64.39,66.02,1306100,62.28
"2011-09-26",66.34,68.22,66,68.15,1131200,64.29
"2011-09-27",69.47,70.22,68.59,69.06,1025700,65.15
"2011-09-28",68.92,69.61,67.51,67.53,692000,63.7
"2011-09-29",68.76,69.48,66.91,68.37,802700,64.5
"2011-09-30",67.77,68.86,66.91,68.47,2187600,64.59
"2011-10-03",67.81,69.55,66.18,66.27,1709100,62.51
"2011-10-04",65.61,67.97,64.9,67.89,1448400,64.04
"2011-10-05",68.22,70.97,67.79,70.59,1430600,66.59
"2011-10-06",70.5,72.15,70.19,71.53,1122600,67.48
"2011-10-07",71.61,71.84,70.42,70.87,1253200,66.85
"2011-10-10",72,73.08,71.91,73.08,821900,68.94
"2011-10-11",72.69,73.74,72.69,73.35,677500,69.19
"2011-10-12",72.32,73.35,72.29,72.43,1387900,68.33
"2011-10-13",72.21,72.47,71.5,71.97,837000,67.89
"2011-10-14",72.88,73.62,72.15,73.5,658800,69.34
"2011-10-17",73.12,73.42,71.95,72.31,647100,68.21
"2011-10-18",72.31,74.58,71.75,73.95,697800,69.76
"2011-10-19",73.8,74.42,73.01,73.44,1053900,69.28
"2011-10-20",73.49,73.94,72.15,73.64,1014800,69.47
"2011-10-21",74.33,75,73.99,75,912800,70.75
"2011-10-24",75.2,76.76,75.1,76.35,1064300,72.02
"2011-10-25",75.74,75.97,74.71,74.88,1375600,70.64
"2011-10-26",69.7,71.47,67,68.75,4486500,64.85
"2011-10-27",70,70.82,69.54,70.26,1980400,66.28
"2011-10-28",69.95,71.3,69.95,70.4,1348700,66.41
"2011-10-31",69.8,70.37,69.39,69.43,1239100,65.5
"2011-11-01",68.21,68.74,66.64,66.98,1502500,63.18
"2011-11-02",67.88,68.95,67.13,68.17,1118100,64.31
"2011-11-03",68.41,69.13,67.66,68.95,1199200,65.04
"2011-11-04",68.47,68.91,67.32,68.72,1117000,64.83
"2011-11-07",68.42,69.07,67.57,68.85,1251600,64.95
"2011-11-08",69.26,70.56,68.91,70.52,911400,66.52
"2011-11-09",68.93,69.05,66.68,67.16,1401800,63.35
"2011-11-10",68.11,68.42,67.15,67.69,1095300,63.85
"2011-11-11",68.59,69,68.3,68.76,865900,64.86
"2011-11-14",68.45,69.05,67.92,68.27,426000,64.4
"2011-11-15",68.11,68.93,67.88,68.57,526600,64.68
"2011-11-16",67.91,68.31,66.85,66.93,821600,63.14
"2011-11-17",66.76,67.26,65.38,65.65,1494000,61.93
"2011-11-18",65.64,66.63,65.54,66.01,1258500,62.27
"2011-11-21",65.42,66.05,64.74,65.67,1204800,61.95
"2011-11-22",65.41,65.92,64.65,64.73,1175800,61.06
"2011-11-23",64.21,64.51,63.43,63.74,1001400,60.13
"2011-11-25",63.39,64.25,63.21,63.63,6e+05,60.02
"2011-11-28",65.25,66.54,65.25,65.87,9e+05,62.14
"2011-11-29",65.92,67,65.54,65.6,888400,61.88
"2011-11-30",67.25,68.54,67.12,68.51,1757800,64.63
"2011-12-01",68.28,68.4,67.59,67.65,822900,63.82
"2011-12-02",67.96,68.89,67.82,67.98,685900,64.13
"2011-12-05",68.93,69.5,68.82,69.5,1032300,65.56
"2011-12-06",70.22,70.22,68.4,68.54,1352200,64.66
"2011-12-07",68.19,69.22,67.81,68.81,906900,64.91
"2011-12-08",68.51,68.51,67.07,67.25,776400,63.44
"2011-12-09",67.76,68.76,67.5,68.44,626600,64.56
"2011-12-12",67.93,68.08,66.92,67.66,632600,63.83
"2011-12-13",68.19,68.53,66.28,66.7,733600,62.92
"2011-12-14",66.57,67.02,66.22,66.31,732400,62.55
"2011-12-15",67.14,67.34,66.39,66.69,570500,62.91
"2011-12-16",66.92,68.26,66.39,66.59,1260600,63.13
"2011-12-19",67.09,67.49,65.29,65.44,623100,62.04
"2011-12-20",66.42,68.32,66.29,68.23,909500,64.68
"2011-12-21",68.42,68.65,67.59,68.49,686000,64.93
"2011-12-22",68.78,69.87,68.78,69.36,877200,65.76
"2011-12-23",69.69,70.11,69.52,70.02,492200,66.38
"2011-12-27",69.9,71.01,69.63,70.73,466200,67.05
"2011-12-28",70.82,70.92,69.42,69.55,614100,65.94
"2011-12-29",69.87,70.13,69.39,70.08,501100,66.44
"2011-12-30",70.22,70.5,69.75,69.78,407200,66.15
"2012-01-03",71.42,71.76,69.7,69.84,1119900,66.21
"2012-01-04",69.7,69.7,68.69,68.72,864100,65.15
