"","DNB.Open","DNB.High","DNB.Low","DNB.Close","DNB.Volume","DNB.Adjusted"
"2012-05-23",68.06,68.23,66.6,67.11,1365500,64.72
"2012-05-24",67.17,67.77,65.97,66.8,1361900,64.78
"2012-05-25",66.93,67.74,66.67,67.14,1068600,65.11
"2012-05-29",67.61,68.52,67.34,68.38,851100,66.32
"2012-05-30",68.15,68.35,67,67,829800,64.98
"2012-05-31",67,68.1,66.54,67.57,1096300,65.53
"2012-06-01",66.91,67.14,65.49,65.65,889500,63.67
"2012-06-04",64.49,64.53,63.06,64.39,1143800,62.45
"2012-06-05",64.17,65.81,64.17,65.75,538000,63.77
"2012-06-06",66.24,66.38,65.49,66.37,531400,64.37
"2012-06-07",67.42,67.42,65.67,65.78,355500,63.79
"2012-06-08",65.57,67.01,65.45,66.98,376400,64.96
"2012-06-11",67.45,68.06,66.6,67.05,893500,65.03
"2012-06-12",67.04,67.67,66.56,67.65,762900,65.61
"2012-06-13",67.09,68.03,66.6,67.94,654300,65.89
"2012-06-14",67.95,68.97,67.27,68.29,607200,66.23
"2012-06-15",68.45,68.76,67.1,67.39,714400,65.36
"2012-06-18",66.89,68.06,66.64,67.88,363800,65.83
"2012-06-19",67.93,68.5,67.78,68.05,587900,66
"2012-06-20",68.21,68.91,67.54,68.67,415900,66.6
"2012-06-21",68.69,69.19,68.11,68.14,483200,66.08
"2012-06-22",68.44,68.81,67.71,68.44,605000,66.37
"2012-06-25",67.6,67.98,67.09,67.33,424500,65.3
"2012-06-26",67.56,67.75,66.87,67.03,527600,65.01
"2012-06-27",67.22,69.42,66.9,69.36,538300,67.27
"2012-06-28",68.58,69.4,68.14,69.32,459700,67.23
"2012-06-29",70.45,71.31,69.93,71.17,420900,69.02
"2012-07-02",71.5,72.28,70.75,71.72,491700,69.55
"2012-07-03",71.67,72.06,71.3,71.86,373500,69.69
"2012-07-05",71.67,72.14,70.97,71.41,555400,69.25
"2012-07-06",70.79,71,70.02,70.61,421000,68.48
"2012-07-09",70.45,70.66,69.55,70.27,226500,68.15
"2012-07-10",70.74,71.6,69.44,69.7,241400,67.6
"2012-07-11",69.98,70.65,69.48,70.05,276500,67.94
"2012-07-12",69.53,69.66,68.96,69.3,265300,67.21
"2012-07-13",69.3,70.86,69.29,70.45,371100,68.32
"2012-07-16",70.19,70.47,69.42,70.19,335800,68.07
"2012-07-17",70.25,71.58,69.77,71.48,290400,69.32
"2012-07-18",71.31,72.37,71.31,72.02,268500,69.85
"2012-07-19",72.03,72.88,71.97,72.72,240200,70.52
"2012-07-20",72.46,72.96,71.01,71.07,320800,68.92
"2012-07-23",70.06,70.25,68.13,69.94,382300,67.83
"2012-07-24",70.22,70.7,68.32,68.62,434300,66.55
"2012-07-25",68.81,70.13,68.81,69.93,247800,67.82
"2012-07-26",71.7,71.7,70.42,70.91,336800,68.77
"2012-07-27",71.28,72.52,71.23,72.25,219000,70.07
"2012-07-30",71.97,72.14,70.49,70.7,336100,68.57
"2012-07-31",70.96,83.2,69.21,80.19,3196500,77.77
"2012-08-01",78.98,79.76,74.24,74.38,2279900,72.13
"2012-08-02",74.41,75.21,72.13,73.11,700200,70.9
"2012-08-03",73.72,74.96,73.27,74.49,375300,72.24
"2012-08-06",74.5,75,74.08,74.39,302200,72.14
"2012-08-07",74.61,75.03,74.18,74.5,350100,72.25
"2012-08-08",74.36,74.56,72.59,74.47,546900,72.22
"2012-08-09",76.73,81.26,75.35,76.94,1238300,74.62
"2012-08-10",76.73,79.81,76.42,79.02,805000,76.63
"2012-08-13",78.77,79.5,78.02,79.14,386200,76.75
"2012-08-14",79.5,80.8,79.26,79.88,488700,77.47
"2012-08-15",80.05,82.28,79.75,82.22,833600,79.74
"2012-08-16",82.46,85.79,81.84,83.55,2501200,81.03
"2012-08-17",83.7,83.7,81.87,82.14,1218900,79.66
"2012-08-20",81.98,82.91,81.79,82.54,430700,80.05
"2012-08-21",82.8,83.14,81.83,82.44,378700,79.95
"2012-08-22",82.11,82.45,81.09,81.9,981400,79.43
"2012-08-23",81.75,82.31,81.28,81.76,359800,79.29
"2012-08-24",81.66,82.43,81.61,82.33,571000,79.84
"2012-08-27",82.43,83.63,82.15,82.52,324200,80.03
"2012-08-28",82.39,82.71,81.25,81.25,377300,78.8
"2012-08-29",81.59,82.41,80.51,82.13,253900,80.02
"2012-08-30",81.66,81.93,80.76,80.77,308000,78.7
"2012-08-31",81.1,81.55,80.47,80.95,448200,78.88
"2012-09-04",80.81,81.87,80.64,81.2,663600,79.12
"2012-09-05",81.23,81.96,80.83,81.27,391100,79.19
"2012-09-06",81.75,82.4,81.38,81.8,347500,79.7
"2012-09-07",81.65,83,81.52,82.25,490000,80.14
"2012-09-10",81.75,83.09,81.75,82.7,379700,80.58
"2012-09-11",82.59,83.09,82.17,82.69,436200,80.57
"2012-09-12",82.59,83.95,81.05,83.13,355100,81
"2012-09-13",83.05,86.46,82.36,84.36,974100,82.2
"2012-09-14",84.36,84.8,83.71,84.16,392100,82
"2012-09-17",83.85,84.1,83.08,83.63,356400,81.49
"2012-09-18",83.34,83.78,83,83.36,308500,81.22
"2012-09-19",83.7,84.1,83.32,83.89,442500,81.74
"2012-09-20",83.4,84.06,83.2,83.6,634200,81.46
"2012-09-21",83.75,84.43,82.49,82.55,484300,80.43
"2012-09-24",82.54,82.54,81.36,81.76,377900,79.66
"2012-09-25",82.13,82.21,80.06,80.12,374000,78.07
"2012-09-26",80.31,80.79,79.7,79.9,302100,77.85
"2012-09-27",80,80.49,78.94,80.22,534400,78.16
"2012-09-28",79.91,80.18,79.07,79.62,270600,77.58
"2012-10-01",80.01,81.73,79.82,80.6,375800,78.53
"2012-10-02",80.73,81.5,80.7,81.08,351200,79
"2012-10-03",81.12,82.14,80.93,81.96,383500,79.86
"2012-10-04",82.1,82.68,81.29,82.23,356500,80.12
"2012-10-05",82.64,83.3,82.3,82.95,284800,80.82
"2012-10-08",82.52,82.79,82,82.3,188300,80.19
"2012-10-09",82.32,82.62,81.02,81.26,564300,79.18
"2012-10-10",81.41,81.99,80.46,81.16,413900,79.08
"2012-10-11",81.64,82.43,81.41,82.1,299700,80
"2012-10-12",82.31,82.99,81.98,82.01,270600,79.91
"2012-10-15",82.65,82.83,82,82.59,179000,80.47
"2012-10-16",82.65,83.06,82.11,82.62,298200,80.5
"2012-10-17",82.88,83.09,82.51,82.87,293300,80.75
"2012-10-18",82.88,83.07,82.21,82.24,250600,80.13
"2012-10-19",81.83,81.93,80.56,80.84,427400,78.77
"2012-10-22",80.52,81.07,77.78,78.42,609000,76.41
"2012-10-23",77.92,79.16,77.65,78.96,254000,76.94
"2012-10-24",79.06,79.2,77.7,77.93,342500,75.93
"2012-10-25",79.12,79.32,77.92,78.87,388400,76.85
"2012-10-26",81,83.43,80.58,81.58,978400,79.49
"2012-10-31",81.91,82.12,80.56,81.04,423200,78.96
"2012-11-01",81.04,82.25,78.3,81.16,1059600,79.08
"2012-11-02",81.58,82.75,81.3,81.98,365200,79.88
"2012-11-05",82.21,82.21,80.8,81.52,279500,79.43
"2012-11-06",81.6,83.89,81.6,83.68,399800,81.54
"2012-11-07",83.22,83.28,82.15,82.18,630500,80.07
"2012-11-08",82.18,82.92,81.44,81.61,320200,79.52
"2012-11-09",81.29,82.46,81.17,81.33,353500,79.25
"2012-11-12",81.65,82.08,80.73,80.81,254300,78.74
"2012-11-13",80.54,81.8,80.48,81,150000,78.92
"2012-11-14",81.08,81.59,80.57,80.81,316200,78.74
"2012-11-15",80.49,80.99,70.38,73.21,3288100,71.33
"2012-11-16",73.39,76.02,73.11,74.98,1123700,73.06
"2012-11-19",75.08,75.6,73.75,75.6,658800,73.66
"2012-11-20",75.27,75.54,74.54,74.73,545000,72.81
"2012-11-21",74.85,76.34,74.54,76.07,724900,74.12
"2012-11-23",76.67,78.06,76.38,78.06,339500,76.06
"2012-11-26",77.21,78.04,76.62,77.72,541600,76.1
"2012-11-27",77.86,78.62,77.45,77.79,686900,76.17
"2012-11-28",77.56,79.58,77.48,79.53,609000,77.87
"2012-11-29",79.82,80.27,78.71,79.65,695200,77.99
"2012-11-30",79.84,80.23,79.05,79.18,829900,77.53
"2012-12-03",79.48,79.55,78.43,78.64,410100,77
"2012-12-04",78.54,80.1,78.45,80,413300,78.33
"2012-12-05",79.97,80.65,79.58,80.41,347700,78.73
"2012-12-06",80.25,81.01,80.24,80.98,543000,79.29
"2012-12-07",81.11,81.47,80.53,81.05,338200,79.36
"2012-12-10",80.8,81.72,80.55,81.32,364700,79.62
"2012-12-11",81.69,82.64,81.18,81.33,431900,79.63
"2012-12-12",81.81,81.81,79.48,80.55,726300,78.87
"2012-12-13",80.48,81.51,80.28,80.61,232600,78.93
"2012-12-14",80.35,81.51,80.18,80.5,405500,78.82
"2012-12-17",80.81,82.78,80.48,82.71,399600,80.98
"2012-12-18",82.9,83.55,82.48,83.48,388800,81.74
"2012-12-19",83.5,84.08,82.92,82.93,531200,81.2
"2012-12-20",82.98,82.98,80.09,81.46,638000,79.76
"2012-12-21",80.43,82.58,80.1,82.28,647700,80.56
"2012-12-24",81.92,82.67,81.13,82.66,171800,80.94
"2012-12-26",82.79,83.05,79.8,80.42,475100,78.74
"2012-12-27",80.3,80.3,78,79.12,461400,77.47
"2012-12-28",78.73,78.84,78,78.27,361600,76.64
"2012-12-31",78.02,78.74,77.25,78.65,410000,77.01
"2013-01-02",79.91,80.05,77.79,78.44,842400,76.8
"2013-01-03",78.59,79.23,78.24,78.71,371900,77.07
"2013-01-04",79.06,79.15,78.08,78.17,403300,76.54
"2013-01-07",77.71,79.3,77.71,79.16,425600,77.51
"2013-01-08",79.36,79.71,78.82,79.6,365300,77.94
"2013-01-09",79.99,81.29,79.69,79.88,397500,78.21
"2013-01-10",80.24,80.57,79.16,79.45,459500,77.79
"2013-01-11",79.51,80.74,79.4,80.62,423400,78.94
"2013-01-14",80.69,81.2,80.29,80.9,353700,79.21
"2013-01-15",80.42,81.59,80.42,81.49,217600,79.79
"2013-01-16",81.45,81.59,79.53,79.88,386100,78.21
"2013-01-17",80.28,80.87,79.9,79.98,270000,78.31
"2013-01-18",79.73,80.13,79.4,79.98,295700,78.31
"2013-01-22",79.83,80.16,79.66,79.85,373200,78.18
"2013-01-23",79.87,81.13,79.87,80.79,327100,79.1
"2013-01-24",80.56,81.2,79.41,79.73,447400,78.07
"2013-01-25",79.85,80,79.13,79.9,448100,78.23
"2013-01-28",80.32,80.32,79.53,79.92,537900,78.25
"2013-01-29",79.89,82.11,79.89,81.51,1125600,79.81
"2013-01-30",81.4,82.13,81.2,81.81,429800,80.1
"2013-01-31",81.85,81.98,80.88,81.54,419500,79.84
"2013-02-01",82.1,83.84,81.7,82.71,504200,80.98
"2013-02-04",82.6,83.2,82.24,82.68,551900,80.95
"2013-02-05",82.97,84.2,82.12,84.11,537700,82.35
"2013-02-06",83.89,84.97,83.7,84.89,444600,83.12
"2013-02-07",84.74,85,83.67,84.5,305900,82.74
"2013-02-08",84.43,84.76,83.52,84.49,372800,82.73
"2013-02-11",84.02,85.45,83.59,85.28,676500,83.5
"2013-02-12",79.98,80.5,77.6,78.68,3555100,77.04
"2013-02-13",78.59,80.43,78.11,80.25,1153700,78.58
"2013-02-14",80.02,82.49,79.7,81.25,1279900,79.55
"2013-02-15",81.09,81.75,81.09,81.75,1141100,80.04
"2013-02-19",81.92,83.19,81.92,83.07,498600,81.34
"2013-02-20",83.07,83.25,82.04,82.09,589300,80.38
"2013-02-21",82.03,82.36,81.14,81.29,299600,79.59
"2013-02-22",81.65,82.07,81.07,81.38,790200,79.68
"2013-02-25",81.47,82.25,80.36,80.36,335000,79.07
"2013-02-26",80.6,80.95,80.03,80.64,281100,79.35
"2013-02-27",80.59,81.88,80.54,81.25,515600,79.95
"2013-02-28",81.38,81.85,80.24,80.6,449400,79.31
"2013-03-01",80.47,80.86,79.9,80.46,644900,79.17
"2013-03-04",80.27,80.51,79.88,80.34,326100,79.05
"2013-03-05",80.72,81.07,79.96,80.23,490400,78.94
"2013-03-06",80.68,80.93,79.99,80.12,407100,78.84
"2013-03-07",80.15,81.3,79.91,80.12,654300,78.84
"2013-03-08",80.44,80.6,79.9,79.96,485500,78.68
"2013-03-11",79.89,80.99,79.81,80.79,576800,79.49
"2013-03-12",80.72,81.22,80.23,81.16,510300,79.86
"2013-03-13",81.11,81.32,80.52,81.08,455300,79.78
"2013-03-14",81.13,81.6,80.86,81.36,285700,80.06
"2013-03-15",81.26,82.2,81.13,81.98,983600,80.67
"2013-03-18",81.16,82.35,80.07,82.08,388200,80.76
"2013-03-19",82.32,82.88,81.92,82.29,413500,80.97
"2013-03-20",82.52,83.05,81.64,82.09,327500,80.77
"2013-03-21",81.59,81.69,81.03,81.14,219800,79.84
"2013-03-22",81.22,81.27,80.63,80.82,224900,79.52
"2013-03-25",81.04,81.31,80.34,81.16,218200,79.86
"2013-03-26",81.44,81.73,80.96,81.67,160000,80.36
"2013-03-27",81.54,82.18,80.99,82.02,170200,80.71
"2013-03-28",82.34,83.73,81.87,83.65,542100,82.31
"2013-04-01",83.71,84.16,83.05,83.76,443200,82.42
"2013-04-02",83.96,85,83.96,84.45,376900,83.1
"2013-04-03",84.32,84.79,83.8,83.91,368600,82.56
"2013-04-04",83.89,84.55,83.83,84.37,257400,83.02
"2013-04-05",83.41,83.63,82.59,82.75,533100,81.42
"2013-04-08",82.64,83.51,82.29,83.44,282800,82.1
"2013-04-09",83.68,84.55,83.58,84.42,288900,83.07
"2013-04-10",84.54,86.17,84.51,86.09,594700,84.71
"2013-04-11",86.2,86.69,85.85,86,399000,84.62
"2013-04-12",85.76,86.25,85.28,86,314200,84.62
"2013-04-15",85.69,86.08,84.54,84.68,349300,83.32
"2013-04-16",85.08,86.12,84.6,86.04,469100,84.66
"2013-04-17",85.61,85.99,84.8,85.46,531500,84.09
"2013-04-18",85.57,85.61,84.63,85.05,366100,83.69
"2013-04-19",85.28,86.17,84.4,84.72,323600,83.36
"2013-04-22",84.98,85.57,84.5,85.41,342600,84.04
"2013-04-23",85.65,86.52,85.65,86.2,281500,84.82
"2013-04-24",86.24,87,86.09,86.35,399200,84.97
"2013-04-25",86.62,89.33,86.49,87.71,485000,86.3
"2013-04-26",87.31,88.3,87.17,87.89,316700,86.48
"2013-04-29",88.26,88.85,88.08,88.3,257600,86.88
"2013-04-30",88.18,89.15,87.97,88.45,445100,87.03
"2013-05-01",88.24,89.04,87.59,88.1,548000,86.69
"2013-05-02",88.05,89.57,87.43,89,746000,87.57
"2013-05-03",88,91.91,86.49,90,1210500,88.56
"2013-05-06",90,90.08,89.63,89.93,430400,88.49
"2013-05-07",90,91.5,89.82,91.26,773300,89.8
"2013-05-08",91.41,92.2,91.35,92,429200,90.53
"2013-05-09",92.07,92.76,92.02,92.45,617000,90.97
"2013-05-10",92.69,92.98,92.1,92.46,455300,90.98
"2013-05-13",92.45,93.67,92.14,93.66,546700,92.16
"2013-05-14",93.53,96.56,93.53,96.25,605400,94.71
"2013-05-15",95.68,97.24,95.24,96.37,622500,94.83
"2013-05-16",96.26,98.07,95.87,97.78,520700,96.21
"2013-05-17",98.11,100.92,98.09,98.98,855400,97.39
"2013-05-20",98.95,99.47,98.21,98.83,484300,97.25
"2013-05-21",98.69,99.5,98.25,98.63,323200,97.05
"2013-05-22",98.56,101.47,98.23,98.99,679600,97.4
"2013-05-23",98.52,98.86,97.62,98.24,646900,96.67
"2013-05-24",97.46,98.25,96.24,97.59,427900,96.42
"2013-05-28",98.36,99.57,98.36,98.84,475400,97.65
"2013-05-29",98.41,98.53,97.12,97.45,624800,96.28
"2013-05-30",97.55,99.63,97.55,98.99,498100,97.8
"2013-05-31",98.67,99.84,98.11,98.14,589900,96.96
"2013-06-03",98.38,98.42,95.94,97.33,861700,96.16
"2013-06-04",97.44,98.49,97.34,98.22,558400,97.04
"2013-06-05",98.23,98.27,95.91,96.04,358500,94.89
"2013-06-06",95.82,97.54,95.73,97.46,320400,96.29
"2013-06-07",99.5,99.76,98.86,99.24,628300,98.05
"2013-06-10",99.55,99.72,98.5,99.38,207500,98.19
"2013-06-11",98.35,99.21,97.49,98.38,244900,97.2
"2013-06-12",98.96,99.39,97.68,98.01,213100,96.83
"2013-06-13",97.98,99.87,97.71,99.62,592600,98.42
"2013-06-14",99.69,99.82,98.39,98.76,293000,97.57
"2013-06-17",99.37,99.93,98.37,99.02,308800,97.83
"2013-06-18",99.01,99.77,98.62,99.33,347000,98.14
"2013-06-19",99.09,99.38,97.83,97.85,211900,96.68
"2013-06-20",97.11,97.36,95.87,96.3,477500,95.14
"2013-06-21",96.79,96.89,94.55,95.69,514200,94.54
"2013-06-24",95.01,95.01,93.81,94.31,353800,93.18
"2013-06-25",95.18,95.5,94.34,95.07,353300,93.93
"2013-06-26",95.99,96.87,95.66,96.2,332900,95.04
"2013-06-27",96.78,98.11,96.33,97.75,254400,96.58
"2013-06-28",97.65,98.51,96.99,97.45,395600,96.28
"2013-07-01",97.97,99.45,97.75,98.23,389300,97.05
"2013-07-02",98.01,98.57,97.69,98.25,616300,97.07
"2013-07-03",97.7,98.61,97.7,98,166400,96.82
"2013-07-05",98.74,99.29,97.67,99.22,255100,98.03
"2013-07-08",99.81,101.16,99.4,101.03,929300,99.82
"2013-07-09",101.59,103.08,101.56,102.92,494500,101.68
"2013-07-10",102.7,105.4,102.7,105,575200,103.74
"2013-07-11",106.1,108.11,106.08,107.79,682700,106.5
"2013-07-12",107.79,108.25,106.81,107.59,398800,106.3
"2013-07-15",107.51,108.03,106.57,106.67,617100,105.39
"2013-07-16",106.68,107.17,105.96,106.22,381500,104.94
"2013-07-17",106.46,107.3,105.87,105.97,358000,104.7
"2013-07-18",106.18,107.8,106.18,106.76,342800,105.48
"2013-07-19",106.72,107.3,105.94,107,273300,105.72
"2013-07-22",106.99,107.77,106.5,106.56,244100,105.28
"2013-07-23",106.75,107.59,106.53,106.98,356200,105.7
"2013-07-24",107.45,107.93,106.27,106.48,282300,105.2
"2013-07-25",106.4,107.08,106.1,106.75,488400,105.47
"2013-07-26",106.46,112.1,102.97,103.12,752700,101.88
"2013-07-29",102.85,104.39,102.63,102.75,632700,101.52
"2013-07-30",103.07,103.37,102.3,102.69,383700,101.46
"2013-07-31",102.78,104.42,102.29,103.63,599200,102.39
"2013-08-01",104.74,107.61,104.2,105.99,481400,104.72
"2013-08-02",105.78,107.15,105.74,107.04,231200,105.75
"2013-08-05",106.98,107.83,106.53,106.96,370200,105.68
"2013-08-06",106.79,106.98,105.17,105.81,242200,104.54
"2013-08-07",105.36,105.63,103.52,104.93,364400,103.67
"2013-08-08",105.6,107.27,105.17,107.09,306000,105.8
"2013-08-09",106.97,107.7,106.54,107.11,308100,105.82
"2013-08-12",106.41,107.44,106.32,106.5,226700,105.22
"2013-08-13",106.76,108.14,106.56,107.61,294200,106.32
"2013-08-14",107.56,108.12,105.46,105.48,294600,104.21
"2013-08-15",104.5,104.95,101.86,102.81,380100,101.58
"2013-08-16",103.21,103.26,101.96,102.28,297500,101.05
"2013-08-19",101.91,103,101.31,101.35,242600,100.13
"2013-08-20",101.34,102.87,101.08,102.47,498200,101.24
"2013-08-21",101.97,102.43,101.34,101.72,230100,100.5
"2013-08-22",102.04,104.35,102.04,103.94,181700,102.69
"2013-08-23",104.01,104.49,103.27,104.12,162100,102.87
"2013-08-26",104.21,104.88,103.44,103.48,137500,102.24
"2013-08-27",102.88,103.46,100.8,100.81,238800,99.6
"2013-08-28",100.61,101.32,100.16,100.38,242800,99.17
"2013-08-29",100.05,101.33,99.29,100.51,205400,99.7
"2013-08-30",100.71,100.91,99.15,99.48,272700,98.68
"2013-09-03",100.65,101.06,98.69,99.69,327700,98.89
"2013-09-04",99.79,100.54,99.49,100.31,170000,99.5
"2013-09-05",100.17,101.42,99.95,100.82,152400,100.01
"2013-09-06",100.99,101.78,99.56,100.74,297800,99.93
"2013-09-09",101.14,102.78,100.75,102.17,196400,101.35
"2013-09-10",102.61,103.98,102.01,103.77,314500,102.93
"2013-09-11",103.77,104.96,103.32,103.65,365300,102.82
"2013-09-12",103.7,104.8,103.24,103.81,904700,102.97
"2013-09-13",104.15,105.44,103.63,104.86,214900,104.02
"2013-09-16",106.12,106.39,105.28,105.44,192500,104.59
"2013-09-17",105.68,107.01,105.6,107,206400,106.14
"2013-09-18",106.99,108.11,105.81,107.91,244900,107.04
"2013-09-19",108.11,108.9,107.5,107.86,253100,106.99
"2013-09-20",107.75,107.83,103.41,103.87,816200,103.03
"2013-09-23",103.43,105,102.25,104.53,339800,103.69
"2013-09-24",104.73,104.77,103.84,103.98,274000,103.14
"2013-09-25",104,104.71,103.21,104,179000,103.16
"2013-09-26",103.99,105.01,103.76,104.37,101200,103.53
"2013-09-27",103.61,104.37,103.11,104.17,101400,103.33
"2013-09-30",103.41,104.42,103.28,103.85,321800,103.01
"2013-10-01",104.16,105.52,103.79,104.86,470200,104.02
"2013-10-02",104.5,104.84,103.24,104.06,453200,103.22
"2013-10-03",103.7,103.9,102.41,102.83,304400,102
"2013-10-04",102.71,104.29,102.36,103.57,211100,102.74
"2013-10-07",102.77,103.99,102.68,102.69,227100,101.86
"2013-10-08",102.69,103.14,100.43,101.52,303300,100.7
"2013-10-09",101.81,102.14,99.4,100.35,366400,99.54
"2013-10-10",101.4,103.24,101.4,103.13,238500,102.3
"2013-10-11",102.64,104.62,102.64,104.51,138100,103.67
"2013-10-14",103.97,105.11,103.93,104.94,172000,104.09
"2013-10-15",104.55,105.97,103.59,103.64,268400,102.81
"2013-10-16",104.14,106.33,104.14,106.17,364800,105.31
"2013-10-17",105.91,107.19,104.95,107.07,232600,106.21
"2013-10-18",107.21,107.93,106.43,106.57,275600,105.71
"2013-10-21",106.72,107.06,106.15,106.73,171300,105.87
"2013-10-22",107,107.73,105.43,107.1,266800,106.24
"2013-10-23",106.71,107.23,105.67,106.43,201300,105.57
"2013-10-24",106.93,108.04,106.34,106.82,261800,105.96
"2013-10-25",107.51,109.14,106.86,108.45,219300,107.58
"2013-10-28",108.63,109.73,108.36,109.09,285000,108.21
"2013-10-29",109.22,109.89,108.76,109.63,279300,108.75
"2013-10-30",110,110.15,107.59,107.99,308700,107.12
"2013-10-31",107.64,109.62,107.58,108.79,331600,107.91
"2013-11-01",108.73,109.82,107.27,108.49,423000,107.62
"2013-11-04",108.98,110.15,108.69,109.24,380700,108.36
"2013-11-05",114,114,106.55,106.76,820800,105.9
"2013-11-06",107.64,108.95,107.38,108.24,736500,107.37
"2013-11-07",108.69,109.43,108.02,108.22,479800,107.35
"2013-11-08",108.18,111.76,108.15,111.45,509600,110.55
"2013-11-11",111.38,112.28,110.97,111.18,343500,110.28
"2013-11-12",111.15,111.78,110.64,110.94,364300,110.05
"2013-11-13",110.54,111.15,110.47,110.96,498200,110.07
"2013-11-14",111.27,111.4,110.59,110.76,365500,109.87
"2013-11-15",110.67,113.45,110.67,113.43,277900,112.52
"2013-11-18",113.92,116.27,113.38,116.08,626200,115.15
"2013-11-19",116.27,117.6,114.9,115.01,500200,114.08
"2013-11-20",115.33,115.8,114.33,115.06,289300,114.13
"2013-11-21",115.52,116.15,115.22,116.04,325900,115.11
"2013-11-22",116,116.58,115.63,116.56,214700,115.62
"2013-11-25",116.5,116.5,115.55,115.8,185200,115.26
"2013-11-26",115.91,117.42,115.81,116.78,313900,116.24
"2013-11-27",117.1,117.69,116.62,117.3,168200,116.76
"2013-11-29",117.49,117.69,116.54,116.85,129100,116.31
"2013-12-02",116.81,117.63,116.34,117.28,309000,116.74
"2013-12-03",116.67,117.84,116.3,117.24,256300,116.7
"2013-12-04",116.46,117.1,114.47,115.99,287500,115.45
"2013-12-05",115.97,116.74,115.49,116.15,215100,115.61
"2013-12-06",117.64,119.58,117.12,119.44,226700,118.89
"2013-12-09",119.7,120.92,118.09,118.29,345500,117.74
"2013-12-10",118.05,118.23,116.28,116.43,409200,115.89
"2013-12-11",116.38,116.51,115.38,115.59,761000,115.05
"2013-12-12",115.58,116.58,115.41,116.32,462700,115.78
"2013-12-13",116.44,116.93,115.19,115.19,399600,114.66
"2013-12-16",115.59,116.23,115.38,115.83,446500,115.29
"2013-12-17",115.75,115.99,115,115.16,437400,114.63
"2013-12-18",115.29,116.8,113.76,116.57,558300,116.03
"2013-12-19",116.26,118.03,116.26,117.97,418000,117.42
"2013-12-20",118.3,120.94,117.86,120.61,471000,120.05
"2013-12-23",121.11,123.14,120.69,122.86,429000,122.29
"2013-12-24",122.48,123.21,122.48,122.9,119200,122.33
"2013-12-26",122.91,123.49,121.83,123.32,259200,122.75
"2013-12-27",124.17,124.17,122.67,123.42,320500,122.85
"2013-12-30",123.16,123.24,122.15,122.68,195200,122.11
"2013-12-31",122.97,122.97,122.34,122.75,262100,122.18
"2014-01-02",122.55,122.91,120.37,120.74,429600,120.18
"2014-01-03",121.17,122.02,120.78,121.95,513900,121.38
"2014-01-06",122.44,123.14,120.47,120.48,443400,119.92
"2014-01-07",121.49,122.47,120.8,121.4,367100,120.84
"2014-01-08",121.4,123.25,120.86,122.92,475800,122.35
"2014-01-09",122.96,124.08,122.65,123.85,407100,123.28
"2014-01-10",123.98,124.59,122.5,122.98,397400,122.41
"2014-01-13",122.49,123.21,119.24,119.38,399900,118.83
"2014-01-14",120,120.27,119.38,119.95,488400,119.39
"2014-01-15",120.25,121.29,119.35,119.49,401400,118.94
"2014-01-16",119.51,120.15,118.26,119.53,406000,118.98
"2014-01-17",119.52,120.2,118.87,118.97,560100,118.42
"2014-01-21",119.91,120.33,118.51,118.74,407200,118.19
"2014-01-22",119.15,119.16,118.07,118.2,308900,117.65
"2014-01-23",117.24,117.34,115.38,115.61,469100,115.07
"2014-01-24",115.19,115.9,113.22,113.3,496000,112.77
"2014-01-27",113.47,113.47,110.74,111.64,490500,111.12
"2014-01-28",112,112,110.39,111.1,463600,110.58
"2014-01-29",110.03,111.99,109.55,109.77,627100,109.26
"2014-01-30",110.97,111.44,110.32,111.02,491700,110.51
"2014-01-31",109.18,111.06,109.08,110,649800,109.49
"2014-02-03",109.68,110.04,106.24,106.46,1022000,105.97
"2014-02-04",115.3,115.3,95,95.58,2803000,95.14
"2014-02-05",94.67,97.88,94.29,97.25,1193800,96.8
"2014-02-06",97.73,98.23,96.52,97.22,545000,96.77
"2014-02-07",97.71,98.5,97.32,97.76,401800,97.31
"2014-02-10",97.47,97.76,96.71,97.42,593800,96.97
"2014-02-11",97.54,97.82,96.3,96.51,550400,96.06
"2014-02-12",96.93,97.76,96.83,97.55,446100,97.1
"2014-02-13",99.5,99.5,96.76,97.66,547600,97.21
"2014-02-14",97.7,98.01,96.77,97.26,443900,96.81
"2014-02-18",97.47,98.01,96.29,96.69,394400,96.24
"2014-02-19",96.64,97.24,95.48,95.59,538100,95.15
"2014-02-20",95.75,96,94.71,94.87,813300,94.43
"2014-02-21",94.73,95.76,94.44,95.54,955100,95.54
"2014-02-24",96.07,100.45,95.96,99.72,1768200,99.72
"2014-02-25",99.73,100.02,97.82,98.71,914400,98.71
"2014-02-26",98.7,99.92,98.31,98.83,999300,98.83
"2014-02-27",98.78,99.6,98.12,98.91,551400,98.91
"2014-02-28",99.09,99.84,98.35,99.21,979900,99.21
"2014-03-03",98.9,99.4,97.52,98.67,858400,98.67
"2014-03-04",99,99.98,98.57,98.93,825100,98.93
"2014-03-05",98.92,99.67,98.4,99.1,868300,99.1
"2014-03-06",99.07,99.82,98.5,99.03,643800,99.03
"2014-03-07",99.62,100.29,99.02,99.24,916800,99.24
"2014-03-10",99.25,100.11,98.97,99.86,332300,99.86
"2014-03-11",100.43,100.94,99.17,99.33,429900,99.33
"2014-03-12",98.91,98.91,97.25,98.23,677200,98.23
