"","AZO.Open","AZO.High","AZO.Low","AZO.Close","AZO.Volume","AZO.Adjusted"
"2012-05-24",370.01,373.89,369,369.4,631900,369.4
"2012-05-25",372.89,375.58,368.56,374.37,789500,374.37
"2012-05-29",381.48,381.72,373.23,381.72,479700,381.72
"2012-05-30",381.85,381.85,374.78,379.25,544500,379.25
"2012-05-31",377.99,382.68,373.5,380.26,1006500,380.26
"2012-06-01",380.65,380.65,373.52,373.68,571700,373.68
"2012-06-04",372.83,377.56,369.56,377,394700,377
"2012-06-05",375.58,380.48,373.93,379.18,259400,379.18
"2012-06-06",381.43,388.46,380.01,387.96,416000,387.96
"2012-06-07",388.06,391.9,383.88,383.88,429800,383.88
"2012-06-08",385.53,386.64,381.63,385.76,283200,385.76
"2012-06-11",389.59,389.59,382.22,382.31,386400,382.31
"2012-06-12",382.31,386.86,382.31,386.65,266400,386.65
"2012-06-13",385.44,389.61,382.19,382.91,425100,382.91
"2012-06-14",384.87,387.59,383.16,385.75,389400,385.75
"2012-06-15",386.9,387.01,381.3,385.3,427800,385.3
"2012-06-18",384.86,388.27,383.27,386.73,350500,386.73
"2012-06-19",385.49,388.86,385.35,387.91,478500,387.91
"2012-06-20",388.11,388.11,382.75,387.65,420300,387.65
"2012-06-21",387.58,388,378.27,381.64,399900,381.64
"2012-06-22",380.58,383.79,380.12,382.76,992800,382.76
"2012-06-25",381.21,382,374.98,375.03,291700,375.03
"2012-06-26",375,378.61,368.84,376.49,428900,376.49
"2012-06-27",354.99,365.99,353.38,359,2152700,359
"2012-06-28",356.67,359.57,353.88,358.43,646800,358.43
"2012-06-29",363.97,367.17,357.57,367.17,674700,367.17
"2012-07-02",366.22,366.65,362.81,364.22,384000,364.22
"2012-07-03",364.77,365.69,360.1,362.49,262600,362.49
"2012-07-05",357.55,368.87,357.55,366.55,329500,366.55
"2012-07-06",363.29,366.09,361.6,364.52,340600,364.52
"2012-07-09",357.28,368.03,357.28,367.23,457500,367.23
"2012-07-10",367.06,368.93,364.43,366.47,363100,366.47
"2012-07-11",365.05,370.34,362.87,368.93,546700,368.93
"2012-07-12",368.61,386.13,368.61,382.45,1088800,382.45
"2012-07-13",381.11,385.13,380.39,380.94,295100,380.94
"2012-07-16",378.86,387.82,378.86,380.27,319900,380.27
"2012-07-17",383.49,386.13,379.79,380.89,228800,380.89
"2012-07-18",380.01,385.72,380.01,384.24,190800,384.24
"2012-07-19",385.02,385.02,378.13,382.9,339200,382.9
"2012-07-20",381.61,381.85,377.86,377.98,249600,377.98
"2012-07-23",374.32,379.18,373.05,377.63,229300,377.63
"2012-07-24",377.32,379.89,374.15,376.34,183600,376.34
"2012-07-25",376.34,379.68,374.97,378.39,218000,378.39
"2012-07-26",380,380,367.14,373.38,507600,373.38
"2012-07-27",381.91,381.91,372.1,374.79,317000,374.79
"2012-07-30",374.53,378.07,374.16,375.79,263900,375.79
"2012-07-31",374.17,379.48,372.61,375.23,336600,375.23
"2012-08-01",377.56,379.43,362.67,362.77,369200,362.77
"2012-08-02",362.19,364.68,357.51,362.34,569200,362.34
"2012-08-03",366.26,374.89,365,366.3,625400,366.3
"2012-08-06",366.71,372.42,362.05,363.25,566300,363.25
"2012-08-07",364.94,369.28,360.32,367.47,619300,367.47
"2012-08-08",365.07,368.52,362.25,363.82,475000,363.82
"2012-08-09",357.29,365.15,356.99,363.12,554300,363.12
"2012-08-10",363.37,364.14,354.74,359.29,522700,359.29
"2012-08-13",358.62,359.78,353.49,355.31,495500,355.31
"2012-08-14",356.59,359.65,353.84,357,380300,357
"2012-08-15",358,361.07,355.75,357.86,425600,357.86
"2012-08-16",356.47,359.14,355.75,358.55,349300,358.55
"2012-08-17",357.75,364.81,357.75,363.65,418000,363.65
"2012-08-20",361.87,365.64,361.87,364.56,481100,364.56
"2012-08-21",366.76,367.95,363.66,364.18,301000,364.18
"2012-08-22",364.18,366.35,362.5,365.5,204600,365.5
"2012-08-23",364.45,365.92,361.68,363.26,195400,363.26
"2012-08-24",362.65,365.8,362.15,365.08,170800,365.08
"2012-08-27",366.16,370.2,363.3,366.45,236800,366.45
"2012-08-28",365.43,368.47,363.67,364.72,216200,364.72
"2012-08-29",365.13,366.18,361.55,363,424600,363
"2012-08-30",362.25,364.21,358.15,359.87,347600,359.87
"2012-08-31",363.03,363.53,359.37,361.64,447800,361.64
"2012-09-04",357.73,362.08,356.22,358.28,333700,358.28
"2012-09-05",359.13,363.45,358.68,363.07,419500,363.07
"2012-09-06",364.96,370.41,363.32,368.72,412200,368.72
"2012-09-07",367.84,369.77,365.89,369.72,254400,369.72
"2012-09-10",368.14,371,362.95,366.28,484000,366.28
"2012-09-11",364,371.41,364,369.9,432100,369.9
"2012-09-12",370.99,373.71,367.94,373.16,360300,373.16
"2012-09-13",371.77,373.67,367.5,369.96,500800,369.96
"2012-09-14",369.85,370,351.27,351.99,1413000,351.99
"2012-09-17",352.25,359.54,351.57,357.38,724400,357.38
"2012-09-18",355.61,358.75,353.38,357.84,709800,357.84
"2012-09-19",355,375.43,353,369.84,2193700,369.84
"2012-09-20",376.67,376.67,364.67,371.63,1391500,371.63
"2012-09-21",370.85,374.99,370.85,371.8,2279500,371.8
"2012-09-24",369.38,371.78,368,369.3,833000,369.3
"2012-09-25",369.31,371.91,367.33,368.54,626500,368.54
"2012-09-26",367.54,375.87,366.8,372.89,883200,372.89
"2012-09-27",374.9,378.52,370.08,371.47,610200,371.47
"2012-09-28",370.28,371.39,368.55,369.67,458500,369.67
"2012-10-01",362.34,372.98,362.34,369.07,427600,369.07
"2012-10-02",371.4,371.4,368.73,369.91,465500,369.91
"2012-10-03",371.27,373.2,370.23,372.14,544900,372.14
"2012-10-04",369.5,377.89,369.5,376.79,564100,376.79
"2012-10-05",378.75,382.1,377.16,381.29,604800,381.29
"2012-10-08",380.82,382.51,379.88,381.42,264400,381.42
"2012-10-09",381.17,381.79,379.7,379.89,468700,379.89
"2012-10-10",378.6,380,376.19,377.35,438200,377.35
"2012-10-11",380.46,380.46,374.35,374.35,427000,374.35
"2012-10-12",376.02,378.34,371.55,373.05,393200,373.05
"2012-10-15",375.02,375.47,371.69,374.72,480900,374.72
"2012-10-16",369.31,373.98,368.13,370.69,495600,370.69
"2012-10-17",372.1,372.42,369.34,369.47,463200,369.47
"2012-10-18",366.35,373.33,365.26,370.39,721500,370.39
"2012-10-19",367.26,372.1,367.2,369,403100,369
"2012-10-22",360.92,366.61,360,365.8,808700,365.8
"2012-10-23",358.31,366.96,358.31,366.74,620700,366.74
"2012-10-24",371.95,371.95,363.02,364.36,438400,364.36
"2012-10-25",367.43,370.05,363.73,367.78,387400,367.78
"2012-10-26",367.63,371.34,365.94,370.75,259700,370.75
"2012-10-31",371.75,379.33,366.53,375,370200,375
"2012-11-01",376,386.8,372.26,380.34,673100,380.34
"2012-11-02",382.41,386.17,380.25,382.91,621000,382.91
"2012-11-05",383.33,384.87,381.27,383.23,204700,383.23
"2012-11-06",384.15,385.73,381.36,385.26,356700,385.26
"2012-11-07",380.48,386.25,380.48,384.37,403400,384.37
"2012-11-08",383.75,385.44,378.45,378.97,338100,378.97
"2012-11-09",378.39,380.95,374.89,376.89,314700,376.89
"2012-11-12",376.59,380.08,374.14,374.38,254200,374.38
"2012-11-13",373.01,377.91,373.01,373.55,249800,373.55
"2012-11-14",375.07,376.66,368.68,369.75,282400,369.75
"2012-11-15",369.87,373.82,367.88,372.78,290600,372.78
"2012-11-16",372.75,381.01,370.53,380.5,725900,380.5
"2012-11-19",381.57,385.01,380.52,382.3,213900,382.3
"2012-11-20",382.2,383.5,377.97,381.13,330800,381.13
"2012-11-21",381.57,383.75,379.9,381.87,297800,381.87
"2012-11-23",383.38,383.99,381,383.12,104200,383.12
"2012-11-26",383.62,383.99,380.12,382.93,323500,382.93
"2012-11-27",390.11,390.11,378.44,382.38,336500,382.38
"2012-11-28",381.8,383.86,379.95,383.86,486000,383.86
"2012-11-29",381.84,382.7,377.74,379.78,485900,379.78
"2012-11-30",379.7,384.02,377.79,383.77,428600,383.77
"2012-12-03",384,384.1,377.13,378.01,491200,378.01
"2012-12-04",373.01,384.25,361.75,366.8,1007700,366.8
"2012-12-05",366.09,368.99,356.03,360.27,979600,360.27
"2012-12-06",355.92,367.17,355.38,364.07,668400,364.07
"2012-12-07",367.01,367.01,357.71,359.16,575000,359.16
"2012-12-10",359.15,359.15,354.45,355.15,456800,355.15
"2012-12-11",356.56,362.22,354.76,355.5,790600,355.5
"2012-12-12",357.43,359.07,355,357.56,931000,357.56
"2012-12-13",358.27,363.17,357.6,359.32,547400,359.32
"2012-12-14",358.14,361.55,355.01,357.68,491400,357.68
"2012-12-17",358.39,363.4,357.38,363.4,615600,363.4
"2012-12-18",363.2,364.45,359.16,360.07,546900,360.07
"2012-12-19",360,362.25,358.13,359.48,418300,359.48
"2012-12-20",359.43,360.74,355.23,356.02,552800,356.02
"2012-12-21",353,359.57,351.48,358.28,694900,358.28
"2012-12-24",363.44,363.44,354.41,355.2,182600,355.2
"2012-12-26",355.24,355.28,346.93,351.09,447900,351.09
"2012-12-27",351.25,354.09,345.3,353.1,437900,353.1
"2012-12-28",352.02,352.61,345.88,348.57,446800,348.57
"2012-12-31",347.79,354.76,346.98,354.43,265300,354.43
"2013-01-02",357,358.13,354.96,356.88,440800,356.88
"2013-01-03",355.43,357.91,353.75,356.14,299300,356.14
"2013-01-04",357.28,361.1,357.12,360.85,351500,360.85
"2013-01-07",360.97,360.97,354.68,356.17,345300,356.17
"2013-01-08",345.47,350.88,342.84,348.25,877500,348.25
"2013-01-09",348.61,352.51,347.06,349.6,452300,349.6
"2013-01-10",349.85,352.16,344.33,346.5,729300,346.5
"2013-01-11",346.94,347.84,341.98,346.23,470600,346.23
"2013-01-14",346.71,347.78,343.27,344.99,278300,344.99
"2013-01-15",343.98,352.79,342.27,350.9,567100,350.9
"2013-01-16",350.64,350.99,346.37,349.33,261500,349.33
"2013-01-17",350,351.18,347.28,348.63,206600,348.63
"2013-01-18",347.81,350.49,345.04,349.6,317500,349.6
"2013-01-22",347.2,354.7,347.2,353.37,402600,353.37
"2013-01-23",352.84,357.18,351.03,356.53,425100,356.53
"2013-01-24",357.41,359.98,355,357.57,563100,357.57
"2013-01-25",357.89,367.1,357.16,365.36,566400,365.36
"2013-01-28",366.19,373.45,363.34,369.52,634900,369.52
"2013-01-29",367,368.83,361.95,361.95,502200,361.95
"2013-01-30",361.98,364.86,361.24,364.85,295700,364.85
"2013-01-31",364.67,369.7,363.2,369.7,465900,369.7
"2013-02-01",370.57,376.16,368.74,374.88,667100,374.88
"2013-02-04",373.49,373.99,365.51,367.05,401700,367.05
"2013-02-05",369.92,371.03,367.38,368.77,266300,368.77
"2013-02-06",367.47,370.16,366.22,369,303600,369
"2013-02-07",377.5,383.1,374.46,379.85,1112100,379.85
"2013-02-08",380.32,386.4,379.58,385.89,790900,385.89
"2013-02-11",384.63,387.38,384.23,385.23,523500,385.23
"2013-02-12",385.35,386.94,380.79,382.09,550300,382.09
"2013-02-13",382.14,384.01,377.88,379.73,538000,379.73
"2013-02-14",378.5,380.5,372.94,373.61,742400,373.61
"2013-02-15",375,375.56,369.47,373.7,646500,373.7
"2013-02-19",374.45,375.39,370.64,375.21,608400,375.21
"2013-02-20",375.58,380.57,374.2,379.96,577400,379.96
"2013-02-21",378.59,383.64,376.42,377.56,432800,377.56
"2013-02-22",377.83,385.98,377.83,385.2,512000,385.2
"2013-02-25",384.63,386.64,378.54,378.54,629500,378.54
"2013-02-26",377.26,381.62,369.79,376.15,986300,376.15
"2013-02-27",378.08,379.88,374.33,376.79,352200,376.79
"2013-02-28",376.01,380.16,375.11,380.15,459600,380.15
"2013-03-01",379.13,379.5,376.7,378.14,228700,378.14
"2013-03-04",378.02,381.49,377.47,380.66,316800,380.66
"2013-03-05",382,382.99,380.82,382.32,215000,382.32
"2013-03-06",382.31,383,375.42,376.55,428500,376.55
"2013-03-07",377.48,381.6,375.29,381.52,397900,381.52
"2013-03-08",381.9,385.6,379.32,385.25,350500,385.25
"2013-03-11",385.28,388.47,383.74,388.33,375000,388.33
"2013-03-12",388.75,390.49,386.97,388.87,392000,388.87
"2013-03-13",388.25,392.59,387.6,392.04,383300,392.04
"2013-03-14",391.69,392.6,389.19,389.65,318100,389.65
"2013-03-15",388.33,392.75,386.56,391.89,404600,391.89
"2013-03-18",390.02,392.29,388.91,391.47,175600,391.47
"2013-03-19",392.39,392.66,387.78,390.41,219500,390.41
"2013-03-20",392.08,397.1,390.79,396,294100,396
"2013-03-21",394.38,395.65,391.35,393.26,173200,393.26
"2013-03-22",394.18,396.11,392.26,395.72,175800,395.72
"2013-03-25",396.19,396.19,391.46,393.33,263900,393.33
"2013-03-26",394.48,394.48,388.63,394.04,345000,394.04
"2013-03-27",392.58,394.64,389.59,393.94,189200,393.94
"2013-03-28",393.24,396.79,391.05,396.77,537600,396.77
"2013-04-01",396.01,397.8,392.76,393.19,157700,393.19
"2013-04-02",394.26,402.08,394.26,400.99,368200,400.99
"2013-04-03",401.3,401.3,393.61,393.98,513700,393.98
"2013-04-04",395.11,402.09,394,401.83,211800,401.83
"2013-04-05",397.82,399.45,394.59,397.2,246700,397.2
"2013-04-08",397,399.53,392.74,395.36,220100,395.36
"2013-04-09",392,392.99,382.98,384.03,577800,384.03
"2013-04-10",385.3,394.09,385.3,389.98,356700,389.98
"2013-04-11",390.45,396.89,388.05,392.83,182700,392.83
"2013-04-12",390.24,395.13,390.24,393.57,173300,393.57
"2013-04-15",391.74,393.74,384.64,384.87,328700,384.87
"2013-04-16",386,387.48,379.79,384.59,387100,384.59
"2013-04-17",382.29,384.08,378.65,381.93,322800,381.93
"2013-04-18",383.1,383.65,375.94,379.01,438800,379.01
"2013-04-19",379.49,382.05,375.12,378.43,325100,378.43
"2013-04-22",379.85,380.68,375.57,378.76,326900,378.76
"2013-04-23",379.82,384.57,378.85,383.62,300100,383.62
"2013-04-24",384.65,386,381.84,383.95,211300,383.95
"2013-04-25",393,402.1,390,398.26,422000,398.26
"2013-04-26",398.81,408.5,398.14,406.73,363000,406.73
"2013-04-29",406.56,408.5,402.3,403.87,183200,403.87
"2013-04-30",404.05,409.25,400.74,409.09,289900,409.09
"2013-05-01",409.19,413.28,408.27,410.28,199400,410.28
"2013-05-02",409.29,410.86,405.26,407.58,210600,407.58
"2013-05-03",409.55,413,407.29,411.11,167000,411.11
"2013-05-06",410.93,413.5,410.03,413.49,189500,413.49
"2013-05-07",413.44,419.01,411.5,418.95,170900,418.95
"2013-05-08",418.01,419.82,416.6,419.27,189300,419.27
"2013-05-09",418.99,419.8,414.29,415.33,121300,415.33
"2013-05-10",416.62,423.46,416.59,420.95,313800,420.95
"2013-05-13",408.21,416.39,408,415.76,335700,415.76
"2013-05-14",418.07,419.64,416.13,417.56,235300,417.56
"2013-05-15",417.81,419.57,416.7,418.28,191300,418.28
"2013-05-16",416.97,418.23,412.72,413.5,184100,413.5
"2013-05-17",413.94,415.59,410.14,411.29,247000,411.29
"2013-05-20",410.37,414,401.93,409.05,327200,409.05
"2013-05-21",413.16,435.36,413.16,427.84,740600,427.84
"2013-05-22",426.76,426.76,416.72,417.72,339300,417.72
"2013-05-23",417.08,420.36,415.01,418.9,330200,418.9
"2013-05-24",416,418.66,413.47,415.81,135000,415.81
"2013-05-28",418.74,420.55,415.4,418.95,137900,418.95
"2013-05-29",416.11,418.3,412.17,416.75,130900,416.75
"2013-05-30",416.95,421.79,416.95,417.94,177700,417.94
"2013-05-31",417.01,419.23,408.65,408.83,388500,408.83
"2013-06-03",408.35,412.12,407.2,411.21,220200,411.21
"2013-06-04",411.02,414.58,406.11,407.8,198400,407.8
"2013-06-05",408.31,410.66,404.87,405.31,178600,405.31
"2013-06-06",406.11,415.56,406.11,415.39,193500,415.39
"2013-06-07",417.77,419.33,413.42,416.68,171800,416.68
"2013-06-10",417.82,418.79,414.04,418.75,170300,418.75
"2013-06-11",417.5,417.75,414.19,415,232700,415
"2013-06-12",416.61,417.2,415.2,416,256000,416
"2013-06-13",416.87,419.91,415.07,419.5,238200,419.5
"2013-06-14",419.46,424.99,418.72,423.34,210700,423.34
"2013-06-17",429.81,429.81,420.48,424.83,350400,424.83
"2013-06-18",424.93,425.33,420.78,425.33,144900,425.33
"2013-06-19",424.88,426.64,420.34,420.75,137900,420.75
"2013-06-20",417.63,421.16,412.29,412.65,304100,412.65
"2013-06-21",415.28,415.28,408.6,411.98,365500,411.98
"2013-06-24",408.18,419.28,405.71,414.99,243800,414.99
"2013-06-25",417.56,422.93,417.17,421.48,234300,421.48
"2013-06-26",420.75,421.29,412.84,413.99,481500,413.99
"2013-06-27",415.65,424.41,415.65,422.87,221500,422.87
"2013-06-28",423.54,427.67,418.37,423.69,365400,423.69
"2013-07-01",424.44,428.84,423.32,425.27,125100,425.27
"2013-07-02",424.45,427.59,422.08,424.2,211100,424.2
"2013-07-03",421.75,426.96,421.48,423.88,103000,423.88
"2013-07-05",427.15,430.15,422.71,428.52,123400,428.52
"2013-07-08",429.09,437.23,429.09,434.91,283400,434.91
"2013-07-09",436.52,437.21,431.43,434.56,217000,434.56
"2013-07-10",433.83,433.98,428.88,433.48,128700,433.48
"2013-07-11",436.84,441.18,435.95,441,294500,441
"2013-07-12",441.5,441.5,436.42,439.3,101700,439.3
"2013-07-15",438.68,439.92,434.4,438,138800,438
"2013-07-16",437.53,440.02,430.91,433.71,187800,433.71
"2013-07-17",435.49,437.56,429.26,430,220000,430
"2013-07-18",431.61,436.69,429.58,435.32,260200,435.32
"2013-07-19",436.83,441.2,434.11,435.97,160000,435.97
"2013-07-22",435.6,439.54,432.01,437.72,111700,437.72
"2013-07-23",438.27,439.99,435.71,438.45,131900,438.45
"2013-07-24",438.42,440,434.29,436.35,170100,436.35
"2013-07-25",439.1,440.5,434.27,438.02,318000,438.02
"2013-07-26",437.11,440.75,435.05,439.66,193000,439.66
"2013-07-29",437.59,441.48,435.28,440.73,126000,440.73
"2013-07-30",441.5,446.43,438.88,444.69,196200,444.69
"2013-07-31",444.04,452.19,443.25,448.58,364200,448.58
"2013-08-01",447.58,452.15,445.95,447.99,289100,447.99
"2013-08-02",447.8,450.03,446.01,448.04,292600,448.04
"2013-08-05",446.99,449.29,446.01,448.25,178900,448.25
"2013-08-06",447.15,449.22,439.34,445.01,265700,445.01
"2013-08-07",435.18,437.83,432.08,435.04,329000,435.04
"2013-08-08",436.23,437.11,424.43,429.02,407600,429.02
"2013-08-09",428.94,432.04,424.77,429.59,229600,429.59
"2013-08-12",428.22,429.87,424.45,425.6,306300,425.6
"2013-08-13",426.41,436,425.4,433.8,295200,433.8
"2013-08-14",432.23,436.31,428.05,428.55,252500,428.55
"2013-08-15",427.01,427.99,419.3,420.06,207300,420.06
"2013-08-16",420,421.82,416.27,416.52,304400,416.52
"2013-08-19",417.22,424.75,415.53,420.4,240500,420.4
"2013-08-20",420.76,426.88,419.59,424.83,229700,424.83
"2013-08-21",422.83,423.75,419.41,419.96,181300,419.96
"2013-08-22",420.47,423.94,419.18,421.11,111700,421.11
"2013-08-23",423.34,423.5,418.8,422.35,131300,422.35
"2013-08-26",422.77,424.21,417.02,421.42,200600,421.42
"2013-08-27",418.79,420.44,418.04,419.12,231700,419.12
"2013-08-28",418.19,421.85,416.05,420.02,148700,420.02
"2013-08-29",418.01,422.93,417.84,421.52,106400,421.52
"2013-08-30",419.45,420.82,416.05,419.94,223600,419.94
"2013-09-03",421.45,423.89,419,419.76,161400,419.76
"2013-09-04",419.97,424.16,419.01,422.81,138700,422.81
"2013-09-05",423.38,423.42,418,420.1,182100,420.1
"2013-09-06",420.36,424.27,416,417.53,111300,417.53
"2013-09-09",417.99,421.9,416.44,416.5,157800,416.5
"2013-09-10",417.54,423.36,415.18,419.92,186100,419.92
"2013-09-11",421.21,425.18,419.22,420.83,212400,420.83
"2013-09-12",420.6,422.21,415.6,417.06,155500,417.06
"2013-09-13",417.99,418.08,413.58,415.7,273100,415.7
"2013-09-16",418.12,420.97,411.27,411.89,483400,411.89
"2013-09-17",411.29,418.51,409.36,418.51,408300,418.51
"2013-09-18",419.66,423.5,416.79,420.62,370500,420.62
"2013-09-19",421.99,423.42,417.9,422.79,250400,422.79
"2013-09-20",422.98,423.5,412,420,750900,420
"2013-09-23",418.92,421.7,415.89,417.81,207100,417.81
"2013-09-24",416.64,418.64,408.9,414.31,530000,414.31
"2013-09-25",416.56,428.05,410,425.07,825100,425.07
"2013-09-26",424.88,425.99,420.1,421.68,399100,421.68
"2013-09-27",419.9,423.34,417.91,422.57,325500,422.57
"2013-09-30",418.89,424.41,417.42,422.73,306600,422.73
"2013-10-01",421.86,426.07,421.77,425.11,251900,425.11
"2013-10-02",423,425.63,419.76,423,193500,423
"2013-10-03",422.38,426.31,417.96,418.26,333700,418.26
"2013-10-04",419.28,423.86,417.01,421.89,226800,421.89
"2013-10-07",419.14,423.39,417.9,419.83,181500,419.83
"2013-10-08",420.77,421.56,414.02,415.71,304700,415.71
"2013-10-09",415.75,417.62,413.32,415.27,267800,415.27
"2013-10-10",419.3,421.19,417.42,420.77,233200,420.77
"2013-10-11",420.45,425.46,418.96,424.61,174400,424.61
"2013-10-14",422.32,427.42,421.78,426.04,149900,426.04
"2013-10-15",425,427.39,419.4,420.23,308000,420.23
"2013-10-16",426.23,432,422.51,424.63,394300,424.63
"2013-10-17",422.57,429.72,421.62,429.13,238600,429.13
"2013-10-18",431.07,433.42,427,432.11,308600,432.11
"2013-10-21",431.02,435.2,430.21,434.73,250100,434.73
"2013-10-22",436.01,437.45,434.2,435.6,188000,435.6
"2013-10-23",437.49,437.5,430.47,432.59,190400,432.59
"2013-10-24",424.45,432.28,422.12,427.18,354700,427.18
"2013-10-25",427.64,429.47,424.98,429.47,298600,429.47
"2013-10-28",430.68,432.74,428.49,429.84,209100,429.84
"2013-10-29",431.06,432.8,428.13,429.83,226000,429.83
"2013-10-30",431.3,434.24,428.92,429.94,214600,429.94
"2013-10-31",430.86,435.05,428.63,434.69,238900,434.69
"2013-11-01",436.01,437.94,430,434.83,156000,434.83
"2013-11-04",434.96,439.64,433.57,436.51,180900,436.51
"2013-11-05",438.19,442.98,432.55,442.06,245500,442.06
"2013-11-06",444.31,447.8,441.11,447.42,234600,447.42
"2013-11-07",447,448.3,443.23,443.49,253200,443.49
"2013-11-08",443.58,449.12,440.24,448.55,243700,448.55
"2013-11-11",443.61,449.8,440.5,447.79,169100,447.79
"2013-11-12",448.13,451.55,444.87,451.55,275200,451.55
"2013-11-13",450.57,456.94,450.57,456.88,172700,456.88
"2013-11-14",457.5,458.96,455.95,458.34,167600,458.34
"2013-11-15",455.93,465.7,455.93,464.08,201800,464.08
"2013-11-18",465,465.14,458.46,459.56,200900,459.56
"2013-11-19",458.55,465.5,457.43,463.84,191100,463.84
"2013-11-20",464.56,467.87,459.95,461.3,110300,461.3
"2013-11-21",463.71,469.61,460.71,469.34,139900,469.34
"2013-11-22",467.45,469.42,466.42,467.69,197600,467.69
"2013-11-25",466.77,470.47,465.01,465.7,146600,465.7
"2013-11-26",461.2,463.36,457,457.28,378500,457.28
"2013-11-27",458.86,462.33,456.88,458.8,256100,458.8
"2013-11-29",459.11,463.71,458.28,461.6,163300,461.6
"2013-12-02",460.52,463.53,459,459.62,172800,459.62
"2013-12-03",457.61,461.64,455.41,460.51,197100,460.51
"2013-12-04",460.21,462.8,454.88,456.02,232900,456.02
"2013-12-05",459.99,463.19,457.36,460,226200,460
"2013-12-06",462.63,464.1,458.87,459.6,228200,459.6
"2013-12-09",456.88,462.73,456.03,457.34,567100,457.34
"2013-12-10",467.47,484.16,461.61,471.86,965300,471.86
"2013-12-11",470.86,473.68,466.24,467.79,448100,467.79
"2013-12-12",466.38,469.41,463.5,465.9,266200,465.9
"2013-12-13",466.29,470.77,463.85,465.18,217200,465.18
"2013-12-16",466.27,469.07,463.7,464,280500,464
"2013-12-17",463.77,467.34,461.14,461.76,274300,461.76
"2013-12-18",464.75,471.2,461.6,470.56,319300,470.56
"2013-12-19",471.24,473.33,467.4,470.84,287300,470.84
"2013-12-20",472.39,473.93,470.95,473.19,446900,473.19
"2013-12-23",465.34,474.99,465.34,472.32,269000,472.32
"2013-12-24",479.95,479.95,471.36,475.57,86900,475.57
"2013-12-26",479.95,479.95,474.46,476.85,125000,476.85
"2013-12-27",475.38,479,474.08,476.83,180600,476.83
"2013-12-30",476.83,479.66,474.53,479.33,195100,479.33
"2013-12-31",483.74,483.74,475.82,477.94,174800,477.94
"2014-01-02",477.67,479.7,472.51,474.11,151800,474.11
"2014-01-03",474.28,478.58,472.78,475.5,193500,475.5
"2014-01-06",478.51,483.3,476.81,478.77,357100,478.77
"2014-01-07",479.22,486.4,478.52,483.59,417300,483.59
"2014-01-08",483.59,489.07,481.94,489.07,312100,489.07
"2014-01-09",489.26,493.22,486.87,492.45,354300,492.45
"2014-01-10",492.99,493.11,488.82,490,393100,490
"2014-01-13",490.19,495,485.53,486.38,419300,486.38
"2014-01-14",498.24,498.24,487.3,495.78,350800,495.78
"2014-01-15",497,498.38,492.3,495.08,194000,495.08
"2014-01-16",495.03,497.25,491.05,495.47,222300,495.47
"2014-01-17",500,505.86,496.47,505.86,486800,505.86
"2014-01-21",498.86,507.72,498.86,502.24,390200,502.24
"2014-01-22",503,506.1,501.34,503.38,392300,503.38
"2014-01-23",503.26,504.17,497.44,499.29,182400,499.29
"2014-01-24",499,506.46,498.2,499.25,447000,499.25
"2014-01-27",508.99,508.99,496.72,503.6,521600,503.6
"2014-01-28",503.8,507.79,499.45,501.03,332000,501.03
"2014-01-29",498.95,501.42,492.32,492.94,307700,492.94
"2014-01-30",492.86,500.48,492.86,498.92,317100,498.92
"2014-01-31",494.72,497.89,494.11,495.06,347100,495.06
"2014-02-03",496.94,498.04,481.74,483.06,402000,483.06
"2014-02-04",484.39,488.07,481.3,486.19,376000,486.19
"2014-02-05",482.02,488.26,481.53,487.32,234500,487.32
"2014-02-06",493.01,518.81,493.01,517.16,606800,517.16
"2014-02-07",517.41,537.47,517.17,534.4,713600,534.4
"2014-02-10",531.45,534.61,523.13,526.43,548300,526.43
"2014-02-11",530.5,539.2,526.12,536.12,303200,536.12
"2014-02-12",561.62,561.62,536.33,542.07,390800,542.07
"2014-02-13",540,544,536,540.8,325600,540.8
"2014-02-14",544.38,544.38,537.54,539.08,342900,539.08
"2014-02-18",540.88,544.58,538.55,542,370000,542
"2014-02-19",539.51,543.83,535.75,536.34,259600,536.34
"2014-02-20",538.22,539.5,535.16,538.59,280700,538.59
"2014-02-21",534.06,540.75,533.42,538.96,365400,538.96
"2014-02-24",544.9,544.9,540.06,542.21,220800,542.21
"2014-02-25",549.85,549.85,538.16,539.3,263500,539.3
"2014-02-26",540.04,545.43,532.4,535.04,409900,535.04
"2014-02-27",534.78,538.92,531.07,538.46,260100,538.46
"2014-02-28",537.8,541.74,534.68,538.44,350000,538.44
"2014-03-03",536.54,543.68,536,541.23,383200,541.23
"2014-03-04",546.97,546.97,525.01,538.56,720400,538.56
"2014-03-05",539.71,546.77,539.04,543.84,606300,543.84
"2014-03-06",545,546.03,540.6,541.5,390200,541.5
"2014-03-07",544.6,544.6,538.85,541.99,348600,541.99
"2014-03-10",541.96,544.13,539.52,541.63,233000,541.63
"2014-03-11",540.64,545.65,538.42,539.98,267400,539.98
"2014-03-12",539.64,541.39,536.46,540.91,210300,540.91
"2014-03-13",543.19,544.7,528.38,528.74,391600,528.74
"2014-03-14",529.41,535.63,526.6,533.25,319300,533.25
"2014-03-17",536.86,540.54,534.8,539.45,174900,539.45
