"","GD.Open","GD.High","GD.Low","GD.Close","GD.Volume","GD.Adjusted"
"2012-03-19",72.72,73.23,72.5,72.98,906400,68.87
"2012-03-20",72.61,72.68,72,72.34,853300,68.27
"2012-03-21",72.38,72.57,72.08,72.28,910800,68.21
"2012-03-22",71.8,72.36,71.71,72.25,969300,68.18
"2012-03-23",72.44,72.89,72.33,72.78,1238200,68.68
"2012-03-26",73.09,74.15,72.97,73.91,1867300,69.75
"2012-03-27",73.98,74.05,73.43,73.55,1135400,69.41
"2012-03-28",73.55,73.55,72.62,73.12,1351100,69
"2012-03-29",73,73,71.88,72.65,1430700,68.56
"2012-03-30",73.07,73.58,72.76,73.38,1259400,69.25
"2012-04-02",73.39,74.54,73.11,74.09,1222300,69.92
"2012-04-03",74,74.05,72.65,73.1,1188800,68.98
"2012-04-04",72.56,72.71,71.82,72.63,1528900,68.54
"2012-04-05",72.32,72.47,71.75,71.8,1586800,67.76
"2012-04-09",70.78,71.1,70.44,70.82,1365500,66.83
"2012-04-10",70.6,70.67,69.26,69.48,1567400,65.57
"2012-04-11",68.32,69.88,68.07,69.35,1775000,65.93
"2012-04-12",69.57,70.03,69.18,69.66,1759800,66.22
"2012-04-13",69.22,69.5,68.86,68.88,1541800,65.48
"2012-04-16",69.24,69.74,68.95,69.2,1622300,65.79
"2012-04-17",69.58,70.19,69.08,69.88,1602300,66.43
"2012-04-18",69.68,69.89,69.48,69.55,1269400,66.12
"2012-04-19",69.83,69.86,68.73,68.93,1397100,65.53
"2012-04-20",69.27,69.91,68.97,69.76,1821300,66.32
"2012-04-23",68.96,69.44,68.55,69.27,1260100,65.85
"2012-04-24",69.46,70.2,69.34,70.06,1380700,66.6
"2012-04-25",69.88,70.47,67.21,67.56,3670700,64.23
"2012-04-26",66.79,67.51,66.44,67.05,2672000,63.74
"2012-04-27",67.38,67.86,67.07,67.58,2254400,64.25
"2012-04-30",67.53,67.74,67.01,67.5,2200600,64.17
"2012-05-01",67.57,68.68,67.34,67.98,2327600,64.63
"2012-05-02",67.75,68.24,67.55,68.24,2035900,64.87
"2012-05-03",68.5,68.59,67.98,68.15,2649800,64.79
"2012-05-04",67.84,68.01,66.81,67.05,2206700,63.74
"2012-05-07",66.96,67.89,66.96,67.42,2306000,64.1
"2012-05-08",67.2,67.57,66.7,67.53,1949600,64.2
"2012-05-09",66.9,67,66.34,66.4,1541300,63.13
"2012-05-10",66.75,67.06,66.39,66.54,1326300,63.26
"2012-05-11",66.33,67.43,66.16,66.53,2060900,63.25
"2012-05-14",66.09,66.82,65.8,66.3,1281800,63.03
"2012-05-15",66.28,66.69,65.64,65.73,1815800,62.49
"2012-05-16",65.94,66.34,65.18,65.2,1334600,61.98
"2012-05-17",65.26,65.41,63.7,63.72,1621500,60.58
"2012-05-18",64.17,64.42,63.17,63.34,2154400,60.22
"2012-05-21",63.62,64.65,63.44,64.55,1547500,61.37
"2012-05-22",64.63,64.98,64.14,64.47,1199800,61.29
"2012-05-23",64.15,64.74,63.29,64.61,1856600,61.42
"2012-05-24",64.12,64.62,62.77,63.34,2051000,60.22
"2012-05-25",62.88,64.13,62.88,63.58,1694300,60.44
"2012-05-29",64.06,64.4,63.72,64.35,1389000,61.18
"2012-05-30",63.92,64.14,63.5,63.83,1312100,60.68
"2012-05-31",63.82,64.54,63.28,64.01,1695600,60.85
"2012-06-01",63.14,63.33,62.68,62.72,1755800,59.63
"2012-06-04",62.88,63.01,61.54,61.96,2155000,58.9
"2012-06-05",61.76,62.18,61.55,61.98,1895600,58.92
"2012-06-06",62.03,63.63,62.03,63.62,1306200,60.48
"2012-06-07",64.12,64.85,63.54,63.69,2732200,60.55
"2012-06-08",63.61,64.07,63.6,64.06,1753600,60.9
"2012-06-11",64.38,64.66,63.66,63.74,1832500,60.6
"2012-06-12",63.84,64.15,63.24,64.13,1645800,60.97
"2012-06-13",63.99,64.11,63.23,63.49,1339400,60.36
"2012-06-14",63.55,64.28,63.37,64.01,1333300,60.85
"2012-06-15",64.37,65.11,64.37,64.86,2417900,61.66
"2012-06-18",64.48,65.22,64.14,64.76,1324700,61.57
"2012-06-19",65,65.51,64.94,65.19,1341900,61.98
"2012-06-20",65.1,65.16,64.06,64.65,1706400,61.46
"2012-06-21",65.03,65.11,63.2,63.25,1799800,60.13
"2012-06-22",63.54,63.57,62.62,63.26,2167900,60.14
"2012-06-25",62.77,62.77,62.1,62.22,1044700,59.15
"2012-06-26",62.32,62.58,61.78,61.97,1214000,58.91
"2012-06-27",62.13,63.34,62.08,63.22,1056500,60.1
"2012-06-28",62.84,63.25,62.22,63.16,1060000,60.05
"2012-06-29",64.65,65.96,64.41,65.96,1770000,62.71
"2012-07-02",66.09,66.54,65.49,66.06,2000700,62.8
"2012-07-03",65.54,66.34,65.54,66.17,791200,63.4
"2012-07-05",66.22,66.59,65.9,66.24,1046500,63.46
"2012-07-06",65.79,65.8,64.89,65.24,976300,62.51
"2012-07-09",65.26,65.53,64.67,65.05,1273000,62.32
"2012-07-10",63.89,65.69,63.89,64.43,1277300,61.73
"2012-07-11",64.55,64.81,63.61,63.91,1159000,61.23
"2012-07-12",63.5,63.95,62.99,63.52,973300,60.86
"2012-07-13",63.75,65.04,63.6,64.86,1305300,62.14
"2012-07-16",64.55,64.91,63.53,64.04,1952000,61.36
"2012-07-17",64.13,64.71,63.57,64.69,1484300,61.98
"2012-07-18",64.19,65.94,64.14,65.8,1424000,63.04
"2012-07-19",65.92,66.34,65.55,65.99,1577800,63.22
"2012-07-20",65.27,65.38,64.65,64.97,4674600,62.25
"2012-07-23",64.1,64.24,63.37,63.92,1799800,61.24
"2012-07-24",63.85,64.13,62.9,63.4,1785800,60.74
"2012-07-25",63.75,63.99,61.3,62,4042900,59.4
"2012-07-26",62.85,63.72,62.44,62.9,2331700,60.26
"2012-07-27",63.05,64.21,62.74,63.83,1690400,61.15
"2012-07-30",63.67,64.14,63.25,63.47,1450600,60.81
"2012-07-31",63.29,63.95,63.09,63.44,1923200,60.78
"2012-08-01",63.7,63.95,62.95,63.05,1636400,60.41
"2012-08-02",62.89,62.94,61.09,61.99,2104400,59.39
"2012-08-03",62.78,63.47,62.78,63.1,1490000,60.45
"2012-08-06",63.43,63.71,62.77,62.98,1211900,60.34
"2012-08-07",63.07,64.24,63,63.9,1405600,61.22
"2012-08-08",63.73,64.08,63.23,63.93,1397600,61.25
"2012-08-09",63.67,63.82,62.98,63.43,1599400,60.77
"2012-08-10",63.38,63.68,63.13,63.58,1110200,60.91
"2012-08-13",63.45,63.77,62.88,63.34,919900,60.68
"2012-08-14",63.63,63.98,63.28,63.79,1149700,61.12
"2012-08-15",63.68,64.45,63.54,64.2,1559400,61.51
"2012-08-16",64.19,65.71,64.19,65.36,1713300,62.62
"2012-08-17",64.8,65.77,64.75,65.7,1768400,62.95
"2012-08-20",65.45,66.26,65.22,66.13,1353800,63.36
"2012-08-21",66.15,66.58,65.72,66.53,1975000,63.74
"2012-08-22",66.25,66.48,65.85,66.3,1767900,63.52
"2012-08-23",66.01,66.24,65.41,65.61,1569100,62.86
"2012-08-24",65.43,66.16,65.12,66.09,1433700,63.32
"2012-08-27",66.25,66.39,65.59,65.62,1146300,62.87
"2012-08-28",65.35,65.94,65.25,65.76,1730400,63
"2012-08-29",65.87,66.19,65.34,65.85,1292200,63.09
"2012-08-30",65.45,65.69,64.78,65.32,1165300,62.58
"2012-08-31",65.84,66.12,65.35,65.51,1397000,62.76
"2012-09-04",65.55,65.86,64.47,64.65,1511600,61.94
"2012-09-05",64.87,65.15,64.29,64.78,1483400,62.06
"2012-09-06",65.3,66.73,65.1,66.72,1593900,63.92
"2012-09-07",66.89,67.29,66.75,67.2,1163600,64.38
"2012-09-10",66.95,67.08,66.3,66.32,2214000,63.54
"2012-09-11",66.3,66.35,65.9,65.98,2204300,63.21
"2012-09-12",66.21,66.28,65.6,65.87,1845400,63.11
"2012-09-13",65.68,66.31,65.02,66.12,2509400,63.35
"2012-09-14",66.24,67.2,66.2,66.78,1870900,63.98
"2012-09-17",66.57,67.1,66.42,66.62,1087300,63.83
"2012-09-18",66.58,66.85,66.41,66.65,997200,63.86
"2012-09-19",66.55,66.75,66,66.51,1019200,63.72
"2012-09-20",66.14,66.38,65.85,66.28,1182100,63.5
"2012-09-21",66.48,66.83,66.05,66.15,4062100,63.38
"2012-09-24",65.72,66.46,65.24,66.37,1105300,63.59
"2012-09-25",66.5,66.93,66.17,66.47,2257700,63.68
"2012-09-26",66.59,67.19,66.53,66.61,1671100,63.82
"2012-09-27",66.77,66.89,66.11,66.46,1234100,63.67
"2012-09-28",66.11,66.47,65.67,66.12,1719800,63.35
"2012-10-01",66.03,67.7,66,67.42,2114300,64.59
"2012-10-02",67.45,67.74,66.93,67.3,1405400,64.48
"2012-10-03",67.17,67.17,66.31,66.46,910600,64.16
"2012-10-04",66.74,67.27,66.65,66.82,940800,64.51
"2012-10-05",67.18,67.88,67.11,67.29,1145100,64.96
"2012-10-08",67,67.06,66.41,66.45,1037000,64.15
"2012-10-09",66.52,66.89,65.94,65.94,978600,63.66
"2012-10-10",65.92,66.06,65.06,65.16,1331600,62.91
"2012-10-11",65.57,66.04,65.53,65.59,902000,63.32
"2012-10-12",65.83,66.64,65.78,66.1,920800,63.81
"2012-10-15",66.25,66.36,65.9,66.16,966800,63.87
"2012-10-16",66.54,67.38,66.34,67.22,1010700,64.89
"2012-10-17",67.41,67.91,66.91,67.66,1023000,65.32
"2012-10-18",67.51,68.73,67.27,68.58,1486800,66.21
"2012-10-19",68.26,68.35,67.06,67.17,1747400,64.85
"2012-10-22",67.1,67.68,66.54,67.15,1062600,64.83
"2012-10-23",66.39,66.48,65.03,66.21,2029800,63.92
"2012-10-24",65.58,68.75,65.48,67.79,2983600,65.44
"2012-10-25",68.23,68.56,66.96,67.61,1544500,65.27
"2012-10-26",67.56,67.68,66.75,67.32,1599900,64.99
"2012-10-31",67.79,68.5,67.52,68.08,1631000,65.72
"2012-11-01",68.29,69.74,68.02,69.42,2200600,67.02
"2012-11-02",69.74,69.88,68.65,68.81,1866900,66.43
"2012-11-05",68.81,68.81,67.97,68.37,1679900,66
"2012-11-06",68.6,69.95,68.3,69.26,1635500,66.86
"2012-11-07",68.07,68.1,65.77,66.59,3075200,64.29
"2012-11-08",66.45,66.58,64.14,64.33,3382900,62.1
"2012-11-09",64.31,65.16,64.14,64.45,2200900,62.22
"2012-11-12",64.48,64.56,63.87,64.18,1416800,61.96
"2012-11-13",63.65,64.64,63.6,63.75,1376100,61.54
"2012-11-14",63.92,63.94,62.02,62.2,1964600,60.05
"2012-11-15",62.1,62.55,61.84,62.14,1705500,59.99
"2012-11-16",62.18,62.59,61.7,62.13,2340400,59.98
"2012-11-19",62.81,63.91,62.64,63.91,2273800,61.7
"2012-11-20",63.83,63.85,63.12,63.75,1833100,61.54
"2012-11-21",63.8,64.57,63.59,64.36,1005500,62.13
"2012-11-23",64.59,65.41,64.34,65.41,553500,63.15
"2012-11-26",65,65.19,64.64,65.06,1392600,62.81
"2012-11-27",64.97,65.5,64.73,64.96,1668800,62.71
"2012-11-28",64.48,65.72,64.41,65.71,1435200,63.44
"2012-11-29",66,66.61,65.5,66.53,1946900,64.23
"2012-11-30",66.5,66.61,66.1,66.5,1935000,64.2
"2012-12-03",66.78,66.98,65.29,65.69,1151700,63.42
"2012-12-04",65.68,66.52,65.58,66.44,1535900,64.14
"2012-12-05",66.45,67.15,65.74,66.88,1760400,64.57
"2012-12-06",66.8,66.85,65.87,66.7,1530600,64.39
"2012-12-07",67.08,67.22,66.4,67.19,1174400,64.86
"2012-12-10",67.19,68.3,66.91,68.25,1713700,65.89
"2012-12-11",68.5,69.2,68.3,68.97,1864600,66.58
"2012-12-12",69.13,69.57,68.79,68.9,1646700,66.52
"2012-12-13",68.9,68.99,67.9,68,1861400,65.65
"2012-12-14",67.66,67.97,67.36,67.49,1445200,65.65
"2012-12-17",67.63,68.38,67.5,68,1626800,66.14
"2012-12-18",68.08,69.05,67.82,69.01,1714500,67.13
"2012-12-19",68.94,69.77,68.77,69.52,1713400,67.62
"2012-12-20",69.61,70.28,69.17,70.28,1811000,68.36
"2012-12-21",69.34,70.43,69.31,70.4,3458400,68.48
"2012-12-24",70.59,70.59,68.94,69.47,1096900,67.57
"2012-12-26",69.61,70.18,69,69.04,1129900,67.15
"2012-12-27",69.14,69.47,68.21,69.02,1057300,67.14
"2012-12-28",68.42,68.79,67.84,67.88,1010100,66.03
"2012-12-31",67.54,69.31,67.14,69.27,1581900,67.38
"2013-01-02",70.67,71.21,70.24,71.21,2021500,69.27
"2013-01-03",71.12,71.75,70.59,71.49,1740800,69.54
"2013-01-04",71.65,71.66,71,71.07,2406300,69.13
"2013-01-07",70.78,72.01,70.76,71.86,1941700,69.9
"2013-01-08",71.5,71.68,70.28,70.41,1734900,68.49
"2013-01-09",70.53,70.96,70.21,70.68,1404400,68.75
"2013-01-10",71.03,71.65,70.92,71.65,1176700,69.69
"2013-01-11",71.93,71.93,70.74,70.74,1588100,68.81
"2013-01-14",70.6,70.82,70.14,70.35,2036300,68.43
"2013-01-15",70.18,70.76,69.91,70.58,1488000,68.65
"2013-01-16",70.61,70.79,69.51,69.8,1966900,67.89
"2013-01-17",70.09,71.2,69.61,71.02,2186800,69.08
"2013-01-18",70.89,71.15,70.41,70.66,2283400,68.73
"2013-01-22",70.47,70.77,70.41,70.71,1853400,68.78
"2013-01-23",68.37,71.69,67.2,71.45,8097300,69.5
"2013-01-24",71.36,71.45,70.03,70.64,4237700,68.71
"2013-01-25",70.75,71.09,70.2,70.96,2513400,69.02
"2013-01-28",70.67,70.85,69.93,70.01,2846100,68.1
"2013-01-29",69.85,69.91,69.03,69.25,2953600,67.36
"2013-01-30",69.33,69.35,68.24,68.43,3040900,66.56
"2013-01-31",68.22,68.37,66.13,66.3,5447300,64.49
"2013-02-01",66.46,66.84,64.95,65.88,7156000,64.08
"2013-02-04",65.16,65.64,64.47,64.57,4565300,62.81
"2013-02-05",65.02,66.02,64.9,65.14,4732800,63.36
"2013-02-06",65,66.32,65,66.27,4061800,64.46
"2013-02-07",66.29,67.12,65.98,66.77,3747200,64.95
"2013-02-08",66.74,66.88,66.47,66.82,2099200,65
"2013-02-11",66.82,67.09,66.3,66.66,1650700,64.84
"2013-02-12",66.93,66.99,66.5,66.68,1950800,64.86
"2013-02-13",66.71,66.9,65.72,66.11,2673800,64.3
"2013-02-14",65.81,66.75,65.63,66.22,2642200,64.41
"2013-02-15",66.18,66.49,65.9,66.4,2015400,64.59
"2013-02-19",66.52,67.03,66.21,67.03,2391600,65.2
"2013-02-20",67.04,67.11,66.58,66.61,2304000,64.79
"2013-02-21",66.6,66.75,66.04,66.49,1910300,64.67
"2013-02-22",66.71,67.77,66.71,67.32,2115100,65.48
"2013-02-25",67.71,67.89,66.67,66.69,3383200,64.87
"2013-02-26",67.01,67.19,66.5,66.91,2701900,65.08
"2013-02-27",66.75,68.74,66.6,68.55,3236400,66.68
"2013-02-28",68.45,69.04,67.96,67.97,2338200,66.11
"2013-03-01",67.54,68.14,66.91,67.73,1726500,65.88
"2013-03-04",67.42,67.64,66.47,67.04,1598000,65.21
"2013-03-05",67.3,67.87,67.28,67.67,1432300,65.82
"2013-03-06",67.88,68,67.4,67.68,1945400,65.83
"2013-03-07",67.9,68.32,67.57,67.74,1930400,65.89
"2013-03-08",68.05,68.96,68.05,68.89,2456600,67.01
"2013-03-11",68.85,69.3,68.58,69.16,1492800,67.27
"2013-03-12",69.11,69.34,68.38,68.77,1341700,66.89
"2013-03-13",68.9,70.18,68.88,70.11,2444300,68.2
"2013-03-14",70.13,70.38,69.6,69.65,1580800,67.75
"2013-03-15",69.32,69.91,69.12,69.91,3352500,68
"2013-03-18",69.2,70.1,69.13,69.69,1314400,67.79
"2013-03-19",70,70.49,69.68,69.92,1847600,68.01
"2013-03-20",70.21,70.48,69.68,69.74,1572300,67.84
"2013-03-21",69.37,69.69,68.86,68.89,1544300,67.01
"2013-03-22",69.14,69.44,69,69.29,1138700,67.4
"2013-03-25",69.53,69.92,69.16,69.53,1949200,67.63
"2013-03-26",69.78,70.36,69.73,70.3,2362200,68.38
"2013-03-27",69.81,70.61,69.68,70.26,2560600,68.34
"2013-03-28",70.29,70.8,70.18,70.51,2504300,68.58
"2013-04-01",70.14,70.24,68.12,68.16,2788800,66.3
"2013-04-02",68.54,68.66,66.65,67,3552900,65.17
"2013-04-03",67.16,68.63,66.87,68.39,3044400,66.52
"2013-04-04",68.49,68.72,67.19,67.69,2333600,65.84
"2013-04-05",67.37,69.64,67.17,69.56,3411400,67.66
"2013-04-08",69.55,69.56,68.63,69.08,1861500,67.19
"2013-04-09",69.37,69.68,68.79,69.33,1502700,67.44
"2013-04-10",68.85,69.71,68.74,69.46,1748100,68.11
"2013-04-11",69.7,71.38,69.6,71.33,2784600,69.95
"2013-04-12",70.78,70.91,69.99,70.6,3324400,69.23
"2013-04-15",69.67,70,68.1,68.19,2224500,66.87
"2013-04-16",68.55,68.84,67.97,68.39,1810300,67.06
"2013-04-17",67.74,67.97,65.77,66.43,3789700,65.14
"2013-04-18",66.5,66.66,65.37,65.99,3396300,64.71
"2013-04-19",66.35,67.13,66.27,67,2861600,65.7
"2013-04-22",67.16,67.16,66.05,66.37,1760900,65.08
"2013-04-23",66.94,67.18,66.23,67.1,1719000,65.8
"2013-04-24",68.52,72.18,68.5,71.73,5152800,70.34
"2013-04-25",71.56,73.96,71.12,73.53,4411900,72.1
"2013-04-26",73.36,73.9,73.01,73.3,2026300,71.88
"2013-04-29",73.48,73.48,72.97,73.28,1994400,71.86
"2013-04-30",73.3,74.09,72.68,73.96,2080300,72.53
"2013-05-01",73.68,74.54,73.67,73.78,2345900,72.35
"2013-05-02",73.84,74.47,73.69,74.46,1293300,73.02
"2013-05-03",74.5,75.38,74.48,75.24,1803100,73.78
"2013-05-06",75.07,75.5,74.9,75.25,1480900,73.79
"2013-05-07",75.29,75.6,74.89,75.2,1595700,73.74
"2013-05-08",75.1,75.63,74.74,75.42,1584400,73.96
"2013-05-09",75.44,75.87,75.02,75.25,1202100,73.79
"2013-05-10",75.25,75.77,75.15,75.7,1876600,74.23
"2013-05-13",75.42,75.7,74.76,75.2,1733300,73.74
"2013-05-14",75.32,77,75.32,76.64,2664000,75.15
"2013-05-15",76.33,76.72,75.71,76.61,2191700,75.12
"2013-05-16",76.55,77.05,76.04,76.14,2057100,74.66
"2013-05-17",76.39,78.29,76.38,78.29,2720900,76.77
"2013-05-20",78.15,78.67,77.89,78.6,2315700,77.08
"2013-05-21",78.47,78.69,77.82,77.98,1875000,76.47
"2013-05-22",78.12,78.6,77.14,77.42,1742100,75.92
"2013-05-23",76.44,77.27,76.16,76.94,1368300,75.45
"2013-05-24",76.65,77.7,76.37,77.34,1278600,75.84
"2013-05-28",78.12,78.52,77.49,77.87,1068300,76.36
"2013-05-29",77.46,78.09,77.09,77.53,1151000,76.03
"2013-05-30",77.79,78.76,77.77,78.35,1167600,76.83
"2013-05-31",78,78.38,77.1,77.1,1715800,75.61
"2013-06-03",77.23,77.92,76.81,77.57,1612700,76.07
"2013-06-04",77.41,77.81,76.35,77.21,1661400,75.71
"2013-06-05",76.87,77.16,76.46,76.68,1310000,75.19
"2013-06-06",76.69,77.88,76.38,77.85,1844100,76.34
"2013-06-07",78.3,79.46,78.08,79.12,1914000,77.59
"2013-06-10",79.02,79.25,78.36,78.58,1672300,77.06
"2013-06-11",77.95,79.11,77.8,78.17,1448800,76.65
"2013-06-12",78.66,79,77.91,78.3,1258500,76.78
"2013-06-13",78.15,78.59,77.69,78.07,2498400,76.56
"2013-06-14",78.11,79,77.9,78,1570000,76.49
"2013-06-17",78.63,79.13,77.96,78.38,1322200,76.86
"2013-06-18",78.58,79.48,78.53,78.85,1890300,77.32
"2013-06-19",78.94,78.96,77.48,77.5,1735200,76
"2013-06-20",76.98,77.63,76.13,76.23,2246400,74.75
"2013-06-21",76.81,77.21,76.2,76.2,3264400,74.72
"2013-06-24",76.04,77.1,75.63,76.48,2283500,75
"2013-06-25",76.97,77.12,76.1,76.42,2067900,74.94
"2013-06-26",77.2,77.97,76.69,77.89,2217400,76.38
"2013-06-27",78.34,79.01,78.03,78.67,1848700,77.14
"2013-06-28",78.44,78.93,78.27,78.33,2382600,76.81
"2013-07-01",78.06,79.37,77.96,79.01,2260700,77.48
"2013-07-02",78.21,78.73,77.6,78.07,2863900,77.1
"2013-07-03",77.91,78.59,77.4,78.34,885800,77.37
"2013-07-05",79.04,79.57,78.62,79.42,1172000,78.44
"2013-07-08",79.91,80.15,79.38,79.72,2848800,78.73
"2013-07-09",80.21,80.54,79.72,79.86,1942800,78.87
"2013-07-10",79.99,80.96,79.92,80.6,2234500,79.6
"2013-07-11",81.33,82.72,81.22,82.45,2794200,81.43
"2013-07-12",82.28,83.06,82.23,82.6,2296900,81.58
"2013-07-15",82.65,83.58,82.55,83.56,1563800,82.52
"2013-07-16",83.63,83.88,82.95,83.01,3147300,81.98
"2013-07-17",83.03,83.44,82.62,82.93,1020700,81.9
"2013-07-18",83.25,84.15,83.09,83.72,1553400,82.68
"2013-07-19",83.81,84.67,83.54,84.4,2955200,83.35
"2013-07-22",84.16,84.81,83.93,84.23,1897500,83.19
"2013-07-23",84.45,84.56,83.78,84.03,1469800,82.99
"2013-07-24",85.02,86.6,84.94,85.31,2996300,84.25
"2013-07-25",85.4,85.92,84.63,85.8,1605500,84.74
"2013-07-26",85.32,85.86,85.05,85.86,1142900,84.8
"2013-07-29",84.8,85.33,83.99,85.02,2024900,83.97
"2013-07-30",85.17,86.01,85,85.65,1496400,84.59
"2013-07-31",85.5,86.17,85.07,85.34,2853400,84.28
"2013-08-01",85.8,86.97,85.76,86.81,1524400,85.73
"2013-08-02",86.68,87.54,86.44,87.49,1761700,86.41
"2013-08-05",87.04,87.82,86.55,87.69,1547900,86.6
"2013-08-06",87.28,87.85,87.23,87.34,1658600,86.26
"2013-08-07",87.3,87.54,86.79,87.02,2125300,85.94
"2013-08-08",87.38,87.8,86.86,87.02,998500,85.94
"2013-08-09",87.03,87.28,86.46,86.92,1337700,85.84
"2013-08-12",86.63,86.71,85.74,85.77,1265400,84.71
"2013-08-13",85.81,86.19,85.28,86,1266100,84.93
"2013-08-14",86.03,86.04,85.16,85.29,1384400,84.23
"2013-08-15",84.44,84.78,83.72,83.81,1171700,82.77
"2013-08-16",83.48,84.3,83.41,83.75,1466300,82.71
"2013-08-19",83.43,84.55,83.41,84.15,1299800,83.11
"2013-08-20",84.14,84.78,84.06,84.11,882900,83.07
"2013-08-21",84,84.27,83.54,83.71,1084600,82.67
"2013-08-22",84,84.69,83.87,84.5,1022200,83.45
"2013-08-23",84.47,84.71,84.19,84.61,954500,83.56
"2013-08-26",84.67,85.2,84.24,84.24,1534100,83.2
"2013-08-27",83.74,84.35,82.73,82.91,1275400,81.88
"2013-08-28",82.87,83.36,82.23,82.85,1265600,81.82
"2013-08-29",82.69,83.77,82.46,83.58,1011300,82.54
"2013-08-30",83.64,83.71,83.01,83.25,1178700,82.22
"2013-09-03",84.32,84.74,83.97,84.35,1239500,83.31
"2013-09-04",84.13,85.09,84.02,84.99,2013800,83.94
"2013-09-05",84.84,85.05,84.33,84.99,838500,83.94
"2013-09-06",85.11,85.17,83.76,84.57,973800,83.52
"2013-09-09",84.76,85.49,84.76,85.28,1101100,84.22
"2013-09-10",85.6,86.76,85.52,86.74,1348700,85.67
"2013-09-11",86.3,86.99,86.11,86.9,1072900,85.82
"2013-09-12",87.02,87.13,86.39,86.63,931400,85.56
"2013-09-13",86.86,87.28,86.31,87.13,922300,86.05
"2013-09-16",87.57,88.33,87.43,88.07,1209000,86.98
"2013-09-17",86.65,89.2,86.65,89.14,1315800,88.04
"2013-09-18",89,89.78,88.09,89.39,1319800,88.28
"2013-09-19",89.38,89.94,88.9,89.65,1279800,88.54
"2013-09-20",89.62,89.71,88.1,88.15,1688900,87.06
"2013-09-23",88.06,88.61,87.61,87.91,1293700,86.82
"2013-09-24",87.85,88.33,87.77,87.93,1536000,86.84
"2013-09-25",88.04,88.16,87.58,87.74,1288100,86.65
"2013-09-26",87.68,88.46,87.57,88.25,823300,87.16
"2013-09-27",87.9,88.38,87.73,88.29,1126100,87.2
"2013-09-30",86.25,87.91,86.17,87.52,1695600,86.44
"2013-10-01",87.45,88.49,87.44,88.48,1127400,87.38
"2013-10-02",88.04,88.04,86.67,87.51,1303300,86.43
"2013-10-03",87.46,87.46,85.19,85.98,1472700,84.91
"2013-10-04",85.87,86.28,85.41,85.91,911400,84.85
"2013-10-07",85.36,86.81,85.25,86.17,1232400,85.1
"2013-10-08",86.31,86.49,84.92,84.97,1491300,83.92
"2013-10-09",84.52,84.9,83.61,84.28,1513200,83.79
"2013-10-10",85.03,87.41,84.95,87.41,1765800,86.9
"2013-10-11",87.41,87.77,87.14,87.76,963500,87.25
"2013-10-14",87.13,87.94,86.79,87.81,709500,87.3
"2013-10-15",87.89,88,86.51,86.85,787900,86.34
"2013-10-16",87.16,87.63,86.94,87.55,1025000,87.04
"2013-10-17",87.47,88.5,87.18,88.38,801400,87.86
"2013-10-18",88.47,88.55,87.92,88.4,1360300,87.88
"2013-10-21",88.6,88.74,87.93,88,1980300,87.49
"2013-10-22",88.45,88.69,87.99,88.16,2098200,87.65
"2013-10-23",88.89,88.98,85.83,86.23,2410100,85.73
"2013-10-24",86.2,87.15,85.79,87.12,2036300,86.61
"2013-10-25",86.92,88.3,86.55,88.26,1907600,87.74
"2013-10-28",88.11,88.16,87.34,87.65,1750100,87.14
"2013-10-29",87.82,87.92,87.1,87.88,1762700,87.37
"2013-10-30",88.09,88.45,86.35,86.49,2055100,85.99
"2013-10-31",86.62,86.93,86.13,86.63,1446800,86.12
"2013-11-01",86.85,87.73,86.66,87.15,877700,86.64
"2013-11-04",87.46,87.57,86.96,87.08,800900,86.57
"2013-11-05",87.05,87.54,86.76,87.1,1081500,86.59
"2013-11-06",87.59,87.85,87.2,87.67,1192200,87.16
"2013-11-07",87.71,87.99,86.74,86.8,1349900,86.29
"2013-11-08",86.76,87.46,86.59,87.2,1427900,86.69
"2013-11-11",87.22,87.31,87.04,87.17,989400,86.66
"2013-11-12",86.76,87.25,86.64,86.73,1014000,86.22
"2013-11-13",86.51,87.15,86.36,87.08,1846200,86.57
"2013-11-14",87.5,87.94,87.21,87.94,2238800,87.43
"2013-11-15",87.82,88.78,87.29,88.71,1588600,88.19
"2013-11-18",89,89.93,88.91,89.3,1407500,88.78
"2013-11-19",89.17,89.93,89.05,89.81,1796600,89.29
"2013-11-20",89.9,90.42,89.3,89.62,1688900,89.1
"2013-11-21",90,91.16,89.83,91.1,1796900,90.57
"2013-11-22",90.94,92.22,90.72,92.15,1538400,91.61
"2013-11-25",92.31,92.49,91.3,91.68,1122900,91.14
"2013-11-26",91.72,92.29,91.69,91.92,1004700,91.38
"2013-11-27",91.99,92.75,91.92,92.27,886300,91.73
"2013-11-29",92.33,92.5,91.57,91.66,776200,91.13
"2013-12-02",91.4,92.08,91.02,91.22,1136900,90.69
"2013-12-03",91.09,91.36,90.02,90.34,1198600,89.81
"2013-12-04",90,90.77,88.85,89.48,1597700,88.96
"2013-12-05",89.28,90.26,89.1,89.23,882000,88.71
"2013-12-06",90.06,90.79,89.78,90.79,1042700,90.26
"2013-12-09",90.89,90.98,90.41,90.53,690200,90
"2013-12-10",90.23,90.96,89.99,90.55,893000,90.02
"2013-12-11",90.74,90.9,89.18,89.7,1924600,89.18
"2013-12-12",89.47,90.1,89.41,89.89,1141100,89.37
"2013-12-13",89.89,90.62,89.38,90.26,1178100,89.73
"2013-12-16",90.48,91.34,90.29,90.92,1200800,90.39
