"","ETN.Open","ETN.High","ETN.Low","ETN.Close","ETN.Volume","ETN.Adjusted"
"2012-03-20",50.45,50.66,49.82,49.95,2626300,47.16
"2012-03-21",50.05,50.26,49.5,49.93,2754000,47.14
"2012-03-22",49.48,49.58,47.96,48.67,4033200,45.95
"2012-03-23",48.67,49.47,48.3,49.3,2720000,46.55
"2012-03-26",50.03,50.33,49.74,50.26,3031900,47.46
"2012-03-27",50.49,50.49,50.05,50.12,2225100,47.32
"2012-03-28",50.13,50.22,48.53,49.31,3969000,46.56
"2012-03-29",48.77,49.32,48.26,49.15,3038400,46.41
"2012-03-30",49.55,49.87,48.92,49.83,3552000,47.05
"2012-04-02",49.82,50.29,49.36,50.09,2362100,47.3
"2012-04-03",49.88,50.23,49.22,49.39,2645600,46.63
"2012-04-04",49.01,49.01,48.37,48.49,2719700,45.78
"2012-04-05",48.4,48.56,47.76,48,3082700,45.32
"2012-04-09",47.38,47.48,46.88,47.32,2598100,44.68
"2012-04-10",47.23,47.39,46.12,46.45,2750900,43.86
"2012-04-11",47.2,47.27,45.91,46.16,4824400,43.58
"2012-04-12",46.35,47.93,46.31,47.72,2627800,45.06
"2012-04-13",47.52,47.67,46.76,46.87,2283300,44.26
"2012-04-16",47.15,47.63,46.55,46.71,6722800,44.1
"2012-04-17",47.18,47.95,46.92,47.6,2791100,44.94
"2012-04-18",47.31,47.69,46.96,47.46,2781600,44.81
"2012-04-19",47.41,47.67,46.51,46.93,2604100,44.31
"2012-04-20",47.13,47.98,47.11,47.44,3035400,44.79
"2012-04-23",46.28,47.54,46.11,47.4,4875700,44.76
"2012-04-24",47.74,49.09,47.74,48.46,4483100,45.76
"2012-04-25",49.34,49.42,48.63,48.78,4370000,46.06
"2012-04-26",48.59,48.98,48.16,48.97,7451000,46.24
"2012-04-27",49.31,49.43,48.99,49.07,3154300,46.33
"2012-04-30",49.04,49.08,48.05,48.18,2154600,45.49
"2012-05-01",48.12,48.48,47.02,47.95,3688200,45.27
"2012-05-02",47.72,47.77,47.3,47.63,2694900,44.97
"2012-05-03",47.4,47.41,46.34,46.51,4057900,44.27
"2012-05-04",46.25,46.31,45.28,45.37,4122200,43.18
"2012-05-07",45.22,46.15,45.2,45.6,4746200,43.4
"2012-05-08",45.27,45.63,44.62,45.51,4672600,43.32
"2012-05-09",44.8,45.8,44.53,45.07,3030000,42.9
"2012-05-10",45.56,45.65,44.76,44.91,2690500,42.75
"2012-05-11",44.64,45.36,44.5,44.71,1875200,42.56
"2012-05-14",44.15,44.71,43.81,44.22,2802000,42.09
"2012-05-15",44.34,44.52,44,44.09,2949400,41.97
"2012-05-16",44.36,44.73,43.63,43.67,3064100,41.57
"2012-05-17",43.61,43.81,42.45,42.47,3243600,40.42
"2012-05-18",42.75,43.32,42.22,42.4,3348400,40.36
"2012-05-21",42.85,43.37,41.75,42.09,19512500,40.06
"2012-05-22",42.18,42.73,42,42.67,10777600,40.61
"2012-05-23",42.31,42.95,41.93,42.91,7600000,40.84
"2012-05-24",43.14,43.5,42.7,43.5,5343800,41.4
"2012-05-25",43.32,43.85,42.98,43.3,4677700,41.21
"2012-05-29",43.69,44.2,43.47,43.77,4638100,41.66
"2012-05-30",43.11,43.46,42.72,43.34,4826700,41.25
"2012-05-31",43.29,43.5,42.23,42.66,5309800,40.6
"2012-06-01",41.41,41.6,40.22,40.24,7708100,38.3
"2012-06-04",40.14,40.29,38.28,39.21,9143800,37.32
"2012-06-05",39.03,40.17,38.7,40.09,9262000,38.16
"2012-06-06",40.48,41.34,40.17,41.34,10249600,39.35
"2012-06-07",42.15,42.75,41.05,41.15,4649900,39.17
"2012-06-08",41.04,41.26,40.64,41.24,4931400,39.25
"2012-06-11",41.73,41.85,40.03,40.09,4263000,38.16
"2012-06-12",40.69,40.69,39.9,40.66,5278500,38.7
"2012-06-13",40.36,40.47,39.11,39.28,7021200,37.39
"2012-06-14",39.34,39.77,39.17,39.48,3759100,37.58
"2012-06-15",39.6,39.87,39.38,39.84,4082800,37.92
"2012-06-18",39.54,39.75,39.26,39.46,2975900,37.56
"2012-06-19",39.63,40.25,39.63,39.9,4411900,37.98
"2012-06-20",39.83,39.96,39.07,39.23,4959900,37.34
"2012-06-21",39.54,39.57,37.7,37.78,4469000,35.96
"2012-06-22",38.76,38.78,37.95,38.26,9478700,36.42
"2012-06-25",37.84,37.99,36.97,37.09,7228600,35.3
"2012-06-26",37.31,37.63,36.97,37.41,8331100,35.61
"2012-06-27",37.58,37.7,37.22,37.57,4512700,35.76
"2012-06-28",37.19,37.56,36.94,37.48,5042600,35.67
"2012-06-29",38.39,39.63,38.31,39.63,7884400,37.72
"2012-07-02",39.55,39.61,38.73,39.21,5470000,37.32
"2012-07-03",39.46,40.49,39.3,40.49,2904500,38.54
"2012-07-05",40.22,40.65,39.95,40.26,3891000,38.32
"2012-07-06",39.57,39.68,39,39.5,3061600,37.6
"2012-07-09",39.49,39.61,38.95,39.19,3384000,37.3
"2012-07-10",39.41,39.77,37.38,37.75,6720200,35.93
"2012-07-11",37.85,37.91,36.85,37.04,7978200,35.25
"2012-07-12",36.77,37.27,36.38,37.11,5163500,35.32
"2012-07-13",37.44,38.23,37.16,38.09,4305300,36.25
"2012-07-16",38.05,38.05,37.27,37.89,2571900,36.06
"2012-07-17",38.19,38.68,37.51,38.37,3456100,36.52
"2012-07-18",37.98,39.59,37.92,39.12,4384300,37.23
"2012-07-19",39.25,40,39.02,39.53,4572600,37.62
"2012-07-20",39.24,39.36,38.84,39.06,5318700,37.18
"2012-07-23",38.45,41.75,38,40.57,10313900,38.61
"2012-07-24",40.46,41.06,40.41,41,7747000,39.02
"2012-07-25",41.76,42.25,41.29,42.06,7446000,40.03
"2012-07-26",42.91,43.5,42.57,43.16,6833600,41.08
"2012-07-27",43.51,44.33,43.37,44.05,6961100,41.93
"2012-07-30",43.9,44.05,43.72,43.93,4371400,41.81
"2012-07-31",43.91,44.02,43.68,43.84,5631600,41.73
"2012-08-01",44.2,44.28,43.52,43.63,3983900,41.53
"2012-08-02",43.13,43.3,42.4,43.13,5607100,41.41
"2012-08-03",43.9,44.47,43.71,44.23,4573400,42.47
"2012-08-06",44.45,44.82,44.21,44.32,3119000,42.55
"2012-08-07",44.45,45.1,44.45,44.65,3086300,42.87
"2012-08-08",44.43,45.42,44.19,45.35,4916200,43.54
"2012-08-09",45.23,45.7,45.2,45.5,2324100,43.69
"2012-08-10",45.28,46.18,45.17,46.15,2582900,44.31
"2012-08-13",46.02,46.19,45.48,45.94,3531600,44.11
"2012-08-14",46.07,46.14,45.25,45.75,5252300,43.93
"2012-08-15",45.79,45.8,45.34,45.72,3352800,43.9
"2012-08-16",45.7,46.25,45.42,46.05,2892300,44.22
"2012-08-17",46.36,46.38,45.99,46.36,2606900,44.51
"2012-08-20",46.13,46.34,45.66,46.06,2294700,44.23
"2012-08-21",46.13,46.77,45.58,45.68,2718400,43.86
"2012-08-22",45.55,45.99,45.24,45.9,2843600,44.07
"2012-08-23",45.7,46.19,45.5,45.77,2729800,43.95
"2012-08-24",45.59,46.67,45.37,46.44,3700700,44.59
"2012-08-27",46.41,46.63,45.97,46.17,2388100,44.33
"2012-08-28",45.92,46.08,45.53,45.64,2644400,43.82
"2012-08-29",45.09,45.51,44.94,45.31,4111000,43.51
"2012-08-30",45,45.12,44.33,44.5,2634100,42.73
"2012-08-31",44.86,45.08,44.49,44.72,2501600,42.94
"2012-09-04",44.75,44.76,43.06,44.22,6528000,42.46
"2012-09-05",44.42,44.42,43.7,43.98,2798700,42.23
"2012-09-06",44.43,46.6,44.42,46.1,5719200,44.26
"2012-09-07",47,48.15,46.88,47.43,6581600,45.54
"2012-09-10",47.19,47.45,46.92,47.12,3280000,45.24
"2012-09-11",47.1,47.86,46.8,47.62,3236600,45.72
"2012-09-12",47.67,47.96,47.38,47.66,3104500,45.76
"2012-09-13",47.64,47.95,46.79,47.82,4615200,45.92
"2012-09-14",48.06,48.4,46.97,47.23,6822900,45.35
"2012-09-17",47.25,47.41,46.94,47.26,3345600,45.38
"2012-09-18",47.54,47.96,47.13,47.65,3969700,45.75
"2012-09-19",47.79,49.18,47.26,48.52,5073300,46.59
"2012-09-20",48.21,48.21,47.22,47.97,4714200,46.06
"2012-09-21",48.13,48.42,47.6,48.13,4200300,46.21
"2012-09-24",47.72,48.01,47.33,47.73,2278800,45.83
"2012-09-25",47.63,47.74,46.17,46.23,3989200,44.39
"2012-09-26",46.23,46.71,45.76,46.28,3328900,44.44
"2012-09-27",46.73,47.14,46.47,47.1,2634800,45.22
"2012-09-28",46.73,47.36,46.4,47.27,3693600,45.39
"2012-10-01",47.08,47.99,46.85,47.14,4294200,45.26
"2012-10-02",47.24,47.42,46.33,46.64,3682500,44.78
"2012-10-03",46.94,47.14,46.35,46.64,3663800,44.78
"2012-10-04",46.66,46.88,46.22,46.66,3197800,45.17
"2012-10-05",47.12,47.72,46.98,47.28,3000600,45.77
"2012-10-08",46.99,47.12,46.51,46.81,2862300,45.31
"2012-10-09",46.8,46.87,46.23,46.29,2478400,44.81
"2012-10-10",45.58,46.12,44.68,44.86,6362000,43.43
"2012-10-11",45.17,45.45,44.36,44.65,4047100,43.22
"2012-10-12",44.66,45.35,44.47,44.97,4280400,43.53
"2012-10-15",44.98,45.3,44.36,45.2,3676500,43.76
"2012-10-16",45.51,46.03,45.35,46,3104100,44.53
"2012-10-17",46.11,46.77,45.7,46.74,2964000,45.25
"2012-10-18",46.52,46.63,46.01,46.51,3526800,45.02
"2012-10-19",46.07,46.22,45.3,45.81,5367700,44.35
"2012-10-22",46.85,46.99,45.74,46.1,4846800,44.63
"2012-10-23",45.51,45.85,44.85,45.55,3953400,44.09
"2012-10-24",46.04,46.17,44.91,44.99,3621900,43.55
"2012-10-25",45.66,46.17,44.71,45.42,2964200,43.97
"2012-10-26",45.46,45.75,44.66,45.12,3108900,43.68
"2012-10-31",44.96,47.98,44.96,47.22,7927300,45.71
"2012-11-01",47.74,49.79,47.74,49.59,8070100,48.01
"2012-11-02",49.88,50.33,49.04,49.2,5772700,47.63
"2012-11-05",48.98,50.61,48.84,50.49,5326000,48.88
"2012-11-06",50.44,50.83,50.3,50.42,4338100,48.81
"2012-11-07",49.44,50.11,48.88,49.55,4935700,47.97
"2012-11-08",49.31,49.58,48.7,48.88,4796300,47.32
"2012-11-09",48.4,49.83,48.1,49.05,3849400,47.48
"2012-11-12",49.07,49.88,48.93,49.55,2594600,47.97
"2012-11-13",48.93,49.89,48.13,49.47,2952800,47.89
"2012-11-14",48.9,49.75,48.32,48.45,3688200,46.9
"2012-11-15",48.3,49,47.93,48.26,4564900,46.72
"2012-11-16",48.79,49.15,48.24,48.94,4987400,47.38
"2012-11-19",49.52,50.3,49.5,50.25,2972300,48.64
"2012-11-20",50.08,50.94,49.81,50.72,3933200,49.1
"2012-11-21",50.79,51.04,50.21,50.73,4016200,49.11
"2012-11-23",50.77,51.66,50.62,51.58,1841300,49.93
"2012-11-26",52.32,52.68,51.05,51.17,5698300,49.54
"2012-11-27",51.38,51.85,50.97,51.05,3831500,49.42
"2012-11-28",50.87,52.17,50.5,52.03,4370900,50.37
"2012-11-29",52.11,52.43,51.64,51.99,4063800,50.33
"2012-11-30",51.93,52.25,51.64,52.16,7798500,50.49
"2012-12-03",51.48,52.19,51.12,51.15,4525300,49.52
"2012-12-04",51.19,51.68,50.9,51.28,4314300,49.64
"2012-12-05",51.22,51.8,50.75,51.18,4206100,49.54
"2012-12-06",51.13,51.52,50.74,51.4,4440700,49.76
"2012-12-07",52.12,52.51,51.72,52.47,3887900,50.79
"2012-12-10",52.21,52.42,51.49,52.34,3841400,50.67
"2012-12-11",52.48,52.75,52.17,52.45,2577000,50.77
"2012-12-12",52.58,52.81,51.91,52.04,4019400,50.38
"2012-12-13",52.04,52.36,51.54,51.68,3268800,50.03
"2012-12-14",51.53,52.76,51.53,52.57,3323700,50.89
"2012-12-17",52.74,52.97,52.14,52.45,3373500,50.77
"2012-12-18",52.53,54.09,52.53,53.88,4555700,52.16
"2012-12-19",54.25,54.72,54.12,54.12,3385700,52.39
"2012-12-20",54.23,54.7,54.03,54.66,3510000,52.91
"2012-12-21",53.94,54.75,53.76,53.84,6047700,52.12
"2012-12-24",53.61,53.76,53.18,53.47,1293100,51.76
"2012-12-26",53.68,54.14,53.33,53.84,1607800,52.12
"2012-12-27",53.99,54.26,52.87,53.63,2299500,51.92
"2012-12-28",53.27,53.59,52.9,53.09,1924500,51.39
"2012-12-31",52.72,54.23,52.45,54.18,2619100,52.45
"2013-01-02",55.55,57.35,55.55,56.45,4103900,54.65
"2013-01-03",56.3,56.93,56.09,56.37,3124700,54.57
"2013-01-04",56.65,56.82,56.35,56.75,2312200,54.94
"2013-01-07",56.47,56.49,55.19,55.75,3184000,53.97
"2013-01-08",55.53,56.02,55.02,55.02,4252900,53.26
"2013-01-09",55.34,55.92,55.26,55.77,2627100,53.99
"2013-01-10",56,56.05,55.01,55.93,3524600,54.14
"2013-01-11",55.4,55.95,55.08,55.75,2753400,53.97
"2013-01-14",55.82,55.98,55.16,55.33,2037600,53.56
"2013-01-15",55.2,55.78,55.2,55.59,2164300,53.81
"2013-01-16",55.54,55.54,55,55.1,2600300,53.34
"2013-01-17",55.48,56.52,55.28,56.42,3511000,54.62
"2013-01-18",56.56,57.03,55.75,56.67,3589700,54.86
"2013-01-22",56.75,56.99,55.97,56.98,3274300,55.16
"2013-01-23",56.76,56.84,56.38,56.56,2386900,54.75
"2013-01-24",56.5,57.48,56.28,57.31,3866500,55.48
"2013-01-25",57.4,57.73,57.05,57.52,2887200,55.68
"2013-01-28",57.68,57.86,57.06,57.25,2093100,55.42
"2013-01-29",57.21,57.61,56.82,57.54,1665300,55.7
"2013-01-30",57.43,57.66,56.87,56.95,1903600,55.13
"2013-01-31",56.7,57.11,56.47,56.95,2888700,55.13
"2013-02-01",57.65,58.87,57.1,57.52,6602600,55.68
"2013-02-04",56.08,57.3,55.6,56.58,5462000,54.77
"2013-02-05",56.93,60.45,56.02,59.37,10292000,57.47
"2013-02-06",59.4,59.82,59,59.65,6833800,57.74
"2013-02-07",59.76,59.79,58.6,58.88,4628200,57
"2013-02-08",58.95,59.6,58.82,58.92,4440900,57.04
"2013-02-11",58.83,59.77,58.81,59.67,2990600,57.76
"2013-02-12",59.68,60.3,59.44,60.21,2833100,58.29
"2013-02-13",60.41,61.47,60.31,61.04,3033900,59.09
"2013-02-14",60.67,61.46,60.61,61.24,2522500,59.28
"2013-02-15",61.52,61.54,60.73,60.87,2936200,58.93
"2013-02-19",61.05,61.55,61.05,61.49,2514500,59.53
"2013-02-20",61.61,61.71,60.62,60.74,3834000,58.8
"2013-02-21",60.24,60.28,59.29,59.45,3778600,57.55
"2013-02-22",59.79,60.36,59.69,59.75,2711600,57.84
"2013-02-25",60.32,61.06,59.25,59.27,4589900,57.38
"2013-02-26",59.96,60.23,58.93,59.56,3254500,57.66
"2013-02-27",59.44,61.98,59.32,61.69,3003100,59.72
"2013-02-28",61.53,62.56,61.25,61.97,3798800,59.99
"2013-03-01",61.45,63.63,61.17,62.66,5229000,60.66
"2013-03-04",62.51,62.85,61.03,62.12,3951500,60.14
"2013-03-05",62.41,63.12,62.01,62.15,3418400,60.16
"2013-03-06",62.4,62.94,61.95,62.62,2813000,60.62
"2013-03-07",62.37,62.51,61.8,62.02,1915000,60.44
"2013-03-08",62.46,63.42,62.24,63.35,2581400,61.74
"2013-03-11",63.11,63.5,62.83,63.39,1703500,61.78
"2013-03-12",63.29,63.29,61.96,62.84,2716900,61.24
"2013-03-13",62.85,63.59,62.57,63.42,3144800,61.81
"2013-03-14",63.79,63.81,62.81,63.17,2793500,61.56
"2013-03-15",62.88,63.24,62.51,62.57,4203300,60.98
"2013-03-18",61.9,62.44,61.57,61.83,2596200,60.26
"2013-03-19",62,62.1,60.78,61.39,2409000,59.83
"2013-03-20",61.96,62.85,61.94,62.68,2487500,61.09
"2013-03-21",62.39,63.27,62.25,62.62,3024400,61.03
"2013-03-22",62.85,63.49,62.63,63.27,2609000,61.66
"2013-03-25",63.18,63.66,61.92,61.98,3461700,60.41
"2013-03-26",62.22,62.45,61.14,61.16,3364700,59.61
"2013-03-27",60.71,61.2,60.35,60.74,5384300,59.2
"2013-03-28",60.86,61.46,60.6,61.25,4510100,59.69
"2013-04-01",61.25,62.15,60.81,61.18,3277100,59.63
"2013-04-02",61.56,61.68,60.68,60.93,2706500,59.38
"2013-04-03",61.13,61.23,58.55,59.25,5596300,57.74
"2013-04-04",59.2,59.82,58.93,59.53,3921500,58.02
"2013-04-05",58.63,59.4,58.27,59.32,3303000,57.81
"2013-04-08",59.31,60.34,59.13,60.33,2720200,58.8
"2013-04-09",60.48,60.72,59.8,60.47,3067600,58.93
"2013-04-10",60.47,61.24,60.1,61.12,2475800,59.57
"2013-04-11",61.17,62.88,61.1,61.69,2978800,60.12
"2013-04-12",61.24,61.49,60,60.3,2648000,58.77
"2013-04-15",59.9,60.04,57.09,57.22,4962000,55.77
"2013-04-16",58.1,59.18,58,59.05,3128400,57.55
"2013-04-17",58.54,58.55,56.72,57.35,4571300,55.89
"2013-04-18",57.5,57.58,55.41,55.8,6419500,54.38
"2013-04-19",55.78,57.19,55.69,56.96,4691200,55.51
"2013-04-22",57,57.42,56.45,56.89,3818100,55.44
"2013-04-23",57.01,58.6,56.98,58.16,3767000,56.68
"2013-04-24",58.02,58.83,58.02,58.62,2911900,57.13
"2013-04-25",58.91,59.24,58.64,58.69,2487100,57.2
"2013-04-26",59.15,59.37,57.96,58.65,3571100,57.16
"2013-04-29",60.41,62.03,60.04,60.28,6078800,58.75
"2013-04-30",60.41,61.72,59.89,61.41,4319900,59.85
"2013-05-01",61.02,61.02,59.18,59.27,4415500,57.76
"2013-05-02",59.21,60.08,59.18,59.45,3949600,58.35
"2013-05-03",60.25,62.18,60.25,61.65,4798200,60.51
"2013-05-06",61.54,62.62,61.49,62.07,2562900,60.92
"2013-05-07",62.52,63.49,62.39,63.46,2643800,62.29
"2013-05-08",63.5,64.7,63.21,64.56,3383800,63.37
"2013-05-09",64.3,65.32,64.2,64.74,2851400,63.55
"2013-05-10",64.68,65.31,64.57,64.93,2155200,63.73
"2013-05-13",64.81,65,64.11,64.23,2013900,63.04
"2013-05-14",64.14,65.18,64.14,65.09,2853800,63.89
"2013-05-15",64.59,65.71,64.51,65.68,2263300,64.47
"2013-05-16",65.29,66.22,65.28,65.7,3091000,64.49
"2013-05-17",66.31,67.01,65.85,66.86,3977900,65.63
"2013-05-20",66.75,68.16,66.43,68.07,2801000,66.81
"2013-05-21",67.99,68.82,67.96,68.69,3104400,67.42
"2013-05-22",68.67,69.53,68.04,68.88,5064600,67.61
"2013-05-23",67.78,68.6,67.3,68.24,3687400,66.98
"2013-05-24",67.3,68.26,67.3,68.23,2251600,66.97
"2013-05-28",69.2,69.92,68.5,68.67,2589300,67.4
"2013-05-29",68.2,68.26,67.03,67.24,3386500,66
"2013-05-30",67.58,67.99,67.11,67.77,1945900,66.52
"2013-05-31",67.28,67.82,66.06,66.06,3847100,64.84
"2013-06-03",66.4,66.81,64.97,66.22,3151900,65
"2013-06-04",66.2,67.01,65.19,65.59,2929500,64.38
"2013-06-05",65.3,65.46,64.02,64.08,3229100,62.9
"2013-06-06",64.21,64.4,63.48,64.4,2681100,63.21
"2013-06-07",64.87,65.75,64.78,65.62,3174400,64.41
"2013-06-10",65.69,66.98,65.07,65.64,7466900,64.43
"2013-06-11",65.04,65.43,64.3,64.56,3501100,63.37
"2013-06-12",65.43,65.43,63.44,63.52,2933000,62.35
"2013-06-13",63.39,65.2,63.12,64.83,2936400,63.63
"2013-06-14",64.69,65.28,64.4,64.58,1792900,63.39
"2013-06-17",65.02,65.47,64.28,64.74,2537300,63.55
"2013-06-18",64.88,65.97,64.55,65.84,1951200,64.62
"2013-06-19",65.82,65.94,64.7,64.7,1890100,63.51
"2013-06-20",63.75,64.4,63.17,63.57,3599500,62.4
"2013-06-21",64.12,64.62,63,63.96,3826700,62.78
"2013-06-24",62.82,62.89,61.23,62.19,4371900,61.04
"2013-06-25",62.78,63.35,61.97,63.15,3033200,61.98
"2013-06-26",63.75,64.23,63.21,63.94,1976800,62.76
"2013-06-27",64.56,65.57,64.56,65.22,2815800,64.02
"2013-06-28",65.08,65.88,64.91,65.81,8398100,64.6
"2013-07-01",65.76,67.17,65.55,66.48,3159200,65.25
"2013-07-02",66.23,67.08,65.72,66.04,2697900,64.82
"2013-07-03",65.75,66.56,65.51,66.22,1226700,65
"2013-07-05",66.61,67.76,66.55,67.72,2387900,66.47
"2013-07-08",68.11,68.3,67.76,67.96,2548800,66.71
"2013-07-09",68.25,68.87,67.96,68.11,2503800,66.85
"2013-07-10",68.14,68.32,67.06,67.39,2584000,66.15
"2013-07-11",68.38,68.63,67.83,68.21,3210000,66.95
"2013-07-12",68.24,68.4,67.83,68.34,1915200,67.08
"2013-07-15",68.07,68.56,68.02,68.19,2919300,66.93
"2013-07-16",68.15,68.25,66.44,66.5,2788800,65.27
"2013-07-17",66.99,67.49,66.89,66.92,2090200,65.69
"2013-07-18",67.33,67.73,66.95,67.64,2058100,66.39
"2013-07-19",67.83,68.35,67.42,68.28,2020500,67.02
"2013-07-22",68.26,68.65,68.02,68.12,1304100,66.86
"2013-07-23",68.34,69.11,68.16,68.95,2228300,67.68
"2013-07-24",69.11,69.18,67.9,68.08,2424600,66.82
"2013-07-25",67.66,68.04,67.11,68.02,1913300,66.76
"2013-07-26",67.44,68.04,67.31,68.03,1754900,66.77
"2013-07-29",68,68.18,67.53,67.62,1383900,66.37
"2013-07-30",68.08,68.56,67.83,68.3,1726700,67.04
"2013-07-31",68.36,69.44,68.23,68.95,2220500,67.68
"2013-08-01",69.53,70.07,69.29,69.93,2843700,69.06
"2013-08-02",66.64,67.7,65.4,66.06,10999100,65.24
"2013-08-05",66.15,66.54,65.66,66.33,3920800,65.5
"2013-08-06",66,66.18,65.36,65.5,2867800,64.69
"2013-08-07",65.4,65.4,64.39,64.55,3384800,63.75
"2013-08-08",64.8,65.58,64.8,65.35,3983900,64.54
"2013-08-09",64.89,65.97,64.85,65.62,2291300,64.8
"2013-08-12",65.38,66.84,65.19,66.47,2518200,65.64
"2013-08-13",66.66,67.3,66.42,66.94,1842800,66.11
"2013-08-14",66.93,67.17,66.63,66.79,1463900,65.96
"2013-08-15",66.08,66.11,65,65.24,3035700,64.43
"2013-08-16",65.24,65.97,65.17,65.44,2615600,64.63
"2013-08-19",65.27,65.53,64.75,64.83,1510500,64.02
"2013-08-20",64.83,65.4,64.32,65.12,1575200,64.31
"2013-08-21",64.92,65.98,64.64,65.47,2634300,64.66
"2013-08-22",65.85,67.24,65.68,67,1766000,66.17
"2013-08-23",67.11,67.24,66.25,66.89,1544200,66.06
"2013-08-26",66.96,67,65.82,65.98,1611600,65.16
"2013-08-27",65.12,65.23,63.95,64.04,2654800,63.24
"2013-08-28",63.95,64.29,63.61,63.81,1832800,63.02
"2013-08-29",63.71,64.67,63.61,63.99,1453000,63.19
"2013-08-30",64,64.1,63.19,63.32,1672600,62.53
"2013-09-03",64.28,64.67,62.89,63.08,3364400,62.3
"2013-09-04",63.09,65.11,63.01,64.99,3411100,64.18
"2013-09-05",64.84,65.66,64.64,65.44,1707500,64.63
"2013-09-06",65.61,66.43,64.57,65.63,2595100,64.81
"2013-09-09",66.19,67.66,66.13,66.75,3577900,65.92
"2013-09-10",67.41,67.97,67.36,67.88,2786900,67.04
"2013-09-11",67.54,68.35,67.26,68,1735900,67.15
"2013-09-12",67.99,68.05,66.91,67.17,1959200,66.33
"2013-09-13",67.03,67.46,66.62,67.33,1320200,66.49
"2013-09-16",68.45,68.98,68.23,68.53,2133300,67.68
"2013-09-17",68.35,68.42,67.92,68.22,1594700,67.37
"2013-09-18",68.11,69.89,68.07,69.74,2242700,68.87
"2013-09-19",69.94,71.16,69.9,70.79,3727900,69.91
"2013-09-20",70.77,71.36,70.57,70.57,3473900,69.69
"2013-09-23",70.23,70.43,68.95,69.49,2521300,68.63
"2013-09-24",69.03,71.28,68.96,70.43,2762600,69.55
"2013-09-25",70.4,71.11,69.83,70.4,1865700,69.52
"2013-09-26",70.7,70.95,70.15,70.51,1272100,69.63
"2013-09-27",70.29,70.29,69.43,69.69,1789100,68.82
"2013-09-30",68.92,69.26,68.43,68.84,2856800,67.98
"2013-10-01",68.72,70.15,68.72,68.99,3149600,68.13
"2013-10-02",68.66,69.57,67.88,69.26,4071300,68.4
"2013-10-03",69.14,69.15,67.84,68.23,2433200,67.38
"2013-10-04",68.31,69.16,67.85,69.05,1744600,68.19
"2013-10-07",68.12,68.26,67.19,67.21,3019900,66.37
"2013-10-08",67.34,67.4,65.75,65.9,3132000,65.08
"2013-10-09",66.01,66.17,65.2,65.65,2914000,64.83
"2013-10-10",66.57,68.09,66.43,67.92,3014400,67.08
"2013-10-11",67.89,69.3,67.75,69.3,2468400,68.44
"2013-10-14",68.47,69.38,68.02,68.95,1865100,68.09
"2013-10-15",68.5,68.59,66.65,66.94,3976900,66.11
"2013-10-16",67.52,67.63,66.06,66.79,3517200,65.96
"2013-10-17",66.57,67.46,66.4,67.33,2986500,66.49
"2013-10-18",67.51,68.86,67.41,68.73,3388700,67.88
"2013-10-21",69.11,69.19,68.16,68.38,2883900,67.53
"2013-10-22",68.76,69.38,68.58,69.02,2204500,68.16
"2013-10-23",68.72,68.75,67.35,67.77,2428700,66.93
"2013-10-24",67.77,68.9,67.11,68.5,3791000,67.65
"2013-10-25",68.02,72.54,67.5,71.64,10766300,70.75
"2013-10-28",71.72,71.92,70.11,70.55,3990600,69.67
"2013-10-29",70.93,71.43,70.09,71.31,3117600,70.42
"2013-10-30",71.16,72.1,70.9,71.29,4247500,70.4
"2013-10-31",70.66,71.14,70.18,70.56,3287200,70.1
"2013-11-01",70.55,71.13,69.73,70.67,2956900,70.2
"2013-11-04",70.95,71.16,70.26,70.62,1760100,70.15
"2013-11-05",70.3,70.54,69.7,70.06,2595500,69.6
"2013-11-06",70.42,70.96,69.96,70.21,1948900,69.75
"2013-11-07",70.45,70.71,68.79,68.92,2627800,68.47
"2013-11-08",69.04,70.64,69,70.6,2350200,70.14
"2013-11-11",70.66,71.27,70.48,70.99,1686200,70.52
"2013-11-12",70.9,72.09,70.59,71.9,3317200,71.43
"2013-11-13",71.42,72.45,71.41,72.45,1925800,71.97
"2013-11-14",72.48,72.74,72.03,72.3,1935600,71.82
"2013-11-15",72.46,72.53,72.13,72.3,2417900,71.82
"2013-11-18",72.43,72.73,71.83,72.07,2415500,71.6
"2013-11-19",72.07,72.25,71.06,71.29,2163500,70.82
"2013-11-20",71.3,72.04,70.75,70.89,1926500,70.42
"2013-11-21",71.45,72.72,71.39,72.54,2263000,72.06
"2013-11-22",72.33,73.19,72.05,73,2214000,72.52
"2013-11-25",73.07,73.44,72.51,72.77,2114300,72.29
"2013-11-26",72.8,73.13,72.57,72.83,1903800,72.35
"2013-11-27",72.91,73.4,72.68,72.85,1129800,72.37
"2013-11-29",72.72,73.07,72.4,72.66,1083400,72.18
"2013-12-02",72.66,73.23,71.73,71.89,1936400,71.42
"2013-12-03",72.08,72.21,70.86,71.16,2457000,70.69
"2013-12-04",70.8,71.7,70.09,70.3,3904700,69.84
"2013-12-05",70.16,71.7,70.12,71.32,2449400,70.85
"2013-12-06",72.31,73,71.71,72.42,2221500,71.94
"2013-12-09",72.26,72.71,71.8,72.3,2215500,71.82
"2013-12-10",72.16,72.74,71.79,72.09,2106900,71.62
"2013-12-11",72.09,72.41,70.76,70.96,1833600,70.49
"2013-12-12",70.67,71.25,70.36,70.57,1638700,70.11
"2013-12-13",70.85,71.16,70.41,70.97,2078900,70.5
