"","WAT.Open","WAT.High","WAT.Low","WAT.Close","WAT.Volume","WAT.Adjusted"
"2011-06-16",91.26,91.67,90.59,91.45,738900,91.45
"2011-06-17",91.9,93.04,91.83,92.09,644400,92.09
"2011-06-20",91.8,92.75,91.54,92.59,519700,92.59
"2011-06-21",93.16,94.58,93.03,94.3,392800,94.3
"2011-06-22",93.9,94.97,93.89,94.05,459500,94.05
"2011-06-23",92.91,93.23,91.57,93.14,575100,93.14
"2011-06-24",93.42,93.42,91.33,91.48,602400,91.48
"2011-06-27",91.28,92.95,90.8,92.71,538000,92.71
"2011-06-28",92.96,94.33,92.53,94.02,395100,94.02
"2011-06-29",94.47,95.7,93.99,95.35,699900,95.35
"2011-06-30",95.58,96.96,95.55,95.74,605900,95.74
"2011-07-01",95.98,97.67,95.75,97.63,483200,97.63
"2011-07-05",97.3,98.03,96.84,97.93,415900,97.93
"2011-07-06",97.77,98.14,97.43,98.03,868600,98.03
"2011-07-07",98.87,99.04,98.08,98.57,370200,98.57
"2011-07-08",97.36,98.55,97.02,98.55,416700,98.55
"2011-07-11",96.96,97.22,94.86,95.05,615700,95.05
"2011-07-12",94.85,95.37,93.9,94.41,480600,94.41
"2011-07-13",94.97,95.35,94.1,94.47,491800,94.47
"2011-07-14",94.68,95.1,93.11,93.44,297800,93.44
"2011-07-15",93.87,93.87,92.81,93.69,331600,93.69
"2011-07-18",93.28,93.79,92.01,93.06,332100,93.06
"2011-07-19",93.66,96.14,93.66,96.14,584500,96.14
"2011-07-20",96.17,96.6,95.02,96.36,633600,96.36
"2011-07-21",96.87,99.37,96.39,99.16,1179000,99.16
"2011-07-22",99.13,99.13,97.51,98.06,567000,98.06
"2011-07-25",96.93,97.67,96.62,97.1,609700,97.1
"2011-07-26",90.45,90.76,87.81,89.25,4536500,89.25
"2011-07-27",88.03,88.35,85.82,86.65,1909900,86.65
"2011-07-28",86.51,89.06,85.91,87.47,1610800,87.47
"2011-07-29",86.63,88.88,86.07,87.89,1179800,87.89
"2011-08-01",88.64,88.65,85.12,86.29,1535000,86.29
"2011-08-02",85.6,86.26,81.82,81.85,1540100,81.85
"2011-08-03",82.09,83.2,80.49,82.86,2119200,82.86
"2011-08-04",81.43,81.69,78.81,78.87,1078500,78.87
"2011-08-05",80.12,80.12,75.63,78.01,2260000,78.01
"2011-08-08",75.95,76.5,73.08,73.2,2053700,73.2
"2011-08-09",74.48,77.09,71.99,76.82,1689700,76.82
"2011-08-10",75.16,76.14,73,73.15,1181200,73.15
"2011-08-11",73.44,76.93,72.29,75.74,1291500,75.74
"2011-08-12",76.25,79.85,76.2,78.89,1147700,78.89
"2011-08-15",79.84,81.22,79.47,81.11,860600,81.11
"2011-08-16",80.13,80.18,77.37,77.75,2464400,77.75
"2011-08-17",78.25,79.15,77,78.29,1198800,78.29
"2011-08-18",75.71,76.32,71.33,72.19,1944000,72.19
"2011-08-19",71.34,74.03,71.12,72.38,1994200,72.38
"2011-08-22",74.1,74.12,72.53,72.83,1146800,72.83
"2011-08-23",73.02,75.78,72.74,75.78,1012500,75.78
"2011-08-24",75.39,77.46,75.05,77.3,1160100,77.3
"2011-08-25",77.37,78.41,76.2,76.62,1206000,76.62
"2011-08-26",75.75,78.36,74.27,78.34,1007500,78.34
"2011-08-29",79.55,80.52,79.05,80.31,873200,80.31
"2011-08-30",79.99,81.13,79.12,80.59,734800,80.59
"2011-08-31",81.14,81.61,79.34,79.87,1141000,79.87
"2011-09-01",80.08,81.01,78.66,78.83,1169900,78.83
"2011-09-02",77.21,77.43,75.45,75.84,1239800,75.84
"2011-09-06",73.48,76.2,73.44,75.85,1644100,75.85
"2011-09-07",77.06,78.99,76.76,78.76,1168100,78.76
"2011-09-08",78.11,78.35,76.7,77.02,1107500,77.02
"2011-09-09",75.84,76.36,74.16,74.62,928100,74.62
"2011-09-12",73.07,75.62,73.07,75.45,1325400,75.45
"2011-09-13",75.4,78.04,75.1,77.67,1504400,77.67
"2011-09-14",78.01,80.83,77.69,79.7,2003900,79.7
"2011-09-15",80.28,81.87,79.61,81.81,1459900,81.81
"2011-09-16",82.14,83.94,81.34,82.43,1215000,82.43
"2011-09-19",80.97,81.21,78.86,80.63,828100,80.63
"2011-09-20",80.98,84.51,80.9,81.25,946200,81.25
"2011-09-21",81.04,81.75,77.12,77.16,887300,77.16
"2011-09-22",74.62,75,73.64,74.27,1960500,74.27
"2011-09-23",74.22,75.67,73.75,75.09,800400,75.09
"2011-09-26",75.86,76.79,73.88,76.76,707600,76.76
"2011-09-27",78.55,81.28,78.55,79.6,1019300,79.6
"2011-09-28",79.65,80.46,76.79,77.03,517400,77.03
"2011-09-29",78.51,78.59,75.65,77.75,773600,77.75
"2011-09-30",76.59,77.11,75.34,75.49,1052000,75.49
"2011-10-03",75,75.47,72.82,73.86,1696600,73.86
"2011-10-04",72.79,75.49,72.43,75.43,1900000,75.43
"2011-10-05",75.2,77.18,74,77,877800,77
"2011-10-06",76.99,79.15,76.49,79.1,1000100,79.1
"2011-10-07",76.15,76.99,72.69,72.78,3694800,72.78
"2011-10-10",73.95,76.51,73.94,75.91,1225900,75.91
"2011-10-11",75.52,78.54,75.35,78.23,838300,78.23
"2011-10-12",78.65,79.16,77.29,77.33,821700,77.33
"2011-10-13",77.09,77.09,74.97,75.96,739200,75.96
"2011-10-14",77.68,78.07,76.84,77.25,681200,77.25
"2011-10-17",77.03,77.05,75.04,75.22,757400,75.22
"2011-10-18",75.19,77.05,73.34,76.66,1512600,76.66
"2011-10-19",76.71,77.1,74.94,76.01,1198200,76.01
"2011-10-20",76.02,77.84,75.23,77.72,842800,77.72
"2011-10-21",78.86,80.87,78.65,80.59,1012700,80.59
"2011-10-24",80.63,83.68,80.39,83.14,1103000,83.14
"2011-10-25",79.3,83.29,78.32,78.9,1782300,78.9
"2011-10-26",78.63,79.44,75.84,77.02,2016700,77.02
"2011-10-27",79.26,81.51,77.99,80.95,1138000,80.95
"2011-10-28",80.75,82.45,80.34,82.22,826300,82.22
"2011-10-31",81.41,81.65,79.94,80.12,856000,80.12
"2011-11-01",77.72,79.44,76.73,76.85,1235700,76.85
"2011-11-02",78.07,78.15,76.6,77.46,716300,77.46
"2011-11-03",78.58,79.99,77.84,79.67,568300,79.67
"2011-11-04",79.03,79.32,77.77,78.55,483200,78.55
"2011-11-07",78.5,79.5,77.78,79.4,569400,79.4
"2011-11-08",79.57,81.59,79.34,81.5,495400,81.5
"2011-11-09",79.49,79.87,76.99,77.48,592300,77.48
"2011-11-10",78.43,78.84,77.48,77.93,415800,77.93
"2011-11-11",79.1,80.21,79.1,80.03,402400,80.03
"2011-11-14",79.52,80.56,78.73,79.46,424300,79.46
"2011-11-15",79.37,80.32,78.75,79.24,724600,79.24
"2011-11-16",78.01,79.72,77.4,78.66,865000,78.66
"2011-11-17",78.36,78.41,75.52,76.17,978300,76.17
"2011-11-18",77.22,77.22,74.48,74.77,1317700,74.77
"2011-11-21",73.59,74.83,72.06,74.35,1040900,74.35
"2011-11-22",74.29,75.67,74.08,74.67,631400,74.67
"2011-11-23",73.72,73.78,72.28,72.78,508300,72.78
"2011-11-25",72.37,73.49,72.37,72.55,244300,72.55
"2011-11-28",74.67,76.4,74.51,75.16,516600,75.16
"2011-11-29",75.56,76.19,74.79,75.18,559100,75.18
"2011-11-30",77.3,80.7,77.3,80,1115200,80
"2011-12-01",79.67,81.06,79.42,79.95,583800,79.95
"2011-12-02",80.92,81.67,79.57,79.88,589400,79.88
"2011-12-05",81.17,81.99,79.8,80.05,704000,80.05
"2011-12-06",80,80.57,79.36,80.17,432200,80.17
"2011-12-07",79.99,79.99,78.38,79.15,598000,79.15
"2011-12-08",78.65,78.96,75.33,75.56,1197500,75.56
"2011-12-09",75.82,75.94,74.2,74.82,1383200,74.82
"2011-12-12",74.1,74.82,72.16,73.54,1261400,73.54
"2011-12-13",73.84,74.21,71.94,72.45,890600,72.45
"2011-12-14",72.22,72.38,71.1,71.84,1149300,71.84
"2011-12-15",72.64,73.19,71.78,71.93,843900,71.93
"2011-12-16",72.59,72.9,70.88,71.61,1060800,71.61
"2011-12-19",71.65,73.12,71.46,71.72,691000,71.72
"2011-12-20",72.93,74.26,72.93,74.11,604800,74.11
"2011-12-21",73.95,74.43,72.67,73.73,396200,73.73
"2011-12-22",73.72,75.02,73.47,74.52,316800,74.52
"2011-12-23",74.74,75.03,74.07,74.59,296000,74.59
"2011-12-27",74.43,75.27,74.01,74.62,263400,74.62
"2011-12-28",74.64,74.71,73.05,73.26,364700,73.26
"2011-12-29",73.52,74.37,73.28,74.14,369400,74.14
"2011-12-30",73.93,74.61,73.8,74.05,289400,74.05
"2012-01-03",76.06,76.82,75.37,75.94,736700,75.94
"2012-01-04",75.79,75.86,73.94,74.45,643900,74.45
"2012-01-05",74.32,74.35,73.19,73.71,750100,73.71
"2012-01-06",74.01,74.56,73.42,74.15,2158900,74.15
"2012-01-09",74.41,74.61,73.4,74.27,953800,74.27
"2012-01-10",75.16,75.49,73.53,74.14,2167900,74.14
"2012-01-11",73.69,75.44,72.98,75.39,1493300,75.39
"2012-01-12",75.61,76.87,75.2,76.71,818100,76.71
"2012-01-13",76.15,76.8,75.37,76.06,558200,76.06
"2012-01-17",77.03,78.45,76.91,77.78,819400,77.78
"2012-01-18",75.97,77.8,75.47,76.29,1378200,76.29
"2012-01-19",76.35,79.71,75.92,79.38,1389100,79.38
"2012-01-20",79.19,79.19,76.81,77.99,1023500,77.99
"2012-01-23",80.09,80.79,78.06,78.76,1362200,78.76
"2012-01-24",78.34,86.99,77.99,85.04,3632800,85.04
"2012-01-25",86.35,88.54,85.75,87.91,2226000,87.91
"2012-01-26",87.95,88,86.4,86.95,1216700,86.95
"2012-01-27",86.47,87.72,86,86.82,910900,86.82
"2012-01-30",86.01,86.5,85.42,86.27,638900,86.27
"2012-01-31",86.66,87.5,86.13,86.57,733200,86.57
"2012-02-01",87.1,88.63,87.1,88.33,681600,88.33
"2012-02-02",88.28,89.05,88.17,88.78,557500,88.78
"2012-02-03",89.61,90.1,89.16,89.49,439600,89.49
"2012-02-06",89,89.58,88.65,89.26,357100,89.26
"2012-02-07",88.81,89.3,88.58,88.83,488800,88.83
"2012-02-08",88.78,89.23,87.65,88.56,701500,88.56
"2012-02-09",88.75,88.75,86.94,88.34,455900,88.34
"2012-02-10",87.67,87.84,86.73,87.8,393000,87.8
"2012-02-13",88.37,88.57,87.89,88.14,364400,88.14
"2012-02-14",87.64,88.88,87.64,88.51,545500,88.51
"2012-02-15",88.7,89.17,87.62,87.92,495200,87.92
"2012-02-16",87.91,89.54,87.12,89.1,998700,89.1
"2012-02-17",89.46,89.71,88.53,88.63,552300,88.63
"2012-02-21",89,89.15,87.26,87.44,426400,87.44
"2012-02-22",87.45,88.57,86.91,88.12,593800,88.12
"2012-02-23",88.17,88.43,87.17,88.11,451200,88.11
"2012-02-24",88.29,89.25,88.02,88.56,492800,88.56
"2012-02-27",87.68,89.61,87.21,88.98,498800,88.98
"2012-02-28",89.64,91.09,88.5,89.9,1058800,89.9
"2012-02-29",89.86,90.59,88.59,89.6,3246800,89.6
"2012-03-01",89.58,90.58,89.3,90.3,1534800,90.3
"2012-03-02",90.05,90.56,89.22,89.34,572600,89.34
"2012-03-05",89.21,89.54,88.34,88.92,523000,88.92
"2012-03-06",88.17,88.58,87.03,87.32,964400,87.32
"2012-03-07",87.28,88.14,87.03,87.88,888700,87.88
"2012-03-08",88.47,90,87.72,89.86,824400,89.86
"2012-03-09",89.76,91.71,89.57,90.98,748800,90.98
"2012-03-12",90.4,91.12,90.14,90.51,397600,90.51
"2012-03-13",91.15,92.47,91.15,92.27,450400,92.27
"2012-03-14",92.14,92.86,91.96,92.18,547900,92.18
"2012-03-15",92.08,93.18,91.9,93.13,389400,93.13
"2012-03-16",93.17,93.42,92.5,92.96,552700,92.96
"2012-03-19",92.96,93.01,92.24,92.58,466600,92.58
"2012-03-20",92.04,93.17,91.77,92.88,578200,92.88
"2012-03-21",92.81,92.88,92.27,92.38,378800,92.38
"2012-03-22",91.24,91.99,90.23,91.21,547600,91.21
"2012-03-23",91.25,91.55,90.18,90.89,585000,90.89
"2012-03-26",91.7,94.1,91.7,94.03,939300,94.03
"2012-03-27",94.23,94.42,92.96,93.11,510700,93.11
"2012-03-28",93.3,93.73,92.11,92.86,368700,92.86
"2012-03-29",92.43,92.52,91.34,91.81,470800,91.81
"2012-03-30",92.28,92.96,91.91,92.66,519300,92.66
"2012-04-02",92.69,94.47,92.44,93.99,585400,93.99
"2012-04-03",94,94.38,93.32,93.89,505400,93.89
"2012-04-04",92.99,93.27,91.56,91.76,444400,91.76
"2012-04-05",91.32,92.03,91.32,91.93,376200,91.93
"2012-04-09",90.37,90.47,89.6,90.08,582200,90.08
"2012-04-10",89.77,90.36,87.03,87.44,759500,87.44
"2012-04-11",88.76,89.63,87.95,88.15,366700,88.15
"2012-04-12",88.15,89.72,88.05,89.28,428400,89.28
"2012-04-13",89.06,89.28,87.45,87.56,356200,87.56
"2012-04-16",88.04,88.28,86.62,86.95,519700,86.95
"2012-04-17",87.44,88.97,87.44,88.56,595400,88.56
"2012-04-18",88.18,89.18,87.85,88.19,549600,88.19
"2012-04-19",88.38,89.19,87.4,88.04,777000,88.04
"2012-04-20",88.33,89.47,88.17,88.75,701700,88.75
"2012-04-23",86.34,88.53,86.34,88.34,1006000,88.34
"2012-04-24",79.56,82.73,78,81.8,4300400,81.8
"2012-04-25",82.71,83.47,82.23,83.27,1335000,83.27
"2012-04-26",83.15,84.6,82.95,84.3,1094800,84.3
"2012-04-27",84.68,84.91,83.36,83.82,1238400,83.82
"2012-04-30",83.42,84.3,83.1,84.11,1069000,84.11
"2012-05-01",83.94,85.24,83.08,83.92,882300,83.92
"2012-05-02",83.65,83.91,83.22,83.82,1009200,83.82
"2012-05-03",84,84,82.95,83.52,679700,83.52
"2012-05-04",83.38,83.7,81.96,83.51,1149000,83.51
"2012-05-07",83.14,84.42,82.91,83.78,752200,83.78
"2012-05-08",83.06,84.71,82.7,84.5,1055900,84.5
"2012-05-09",83.49,85.03,82.94,84.35,979800,84.35
"2012-05-10",84.94,85.28,83.93,84.29,468100,84.29
"2012-05-11",83.86,85.14,83.6,84.82,647100,84.82
"2012-05-14",83.83,84.4,82.84,83.84,710400,83.84
"2012-05-15",83.85,84.26,83.01,83.12,565800,83.12
"2012-05-16",83.62,84.79,83.18,83.18,776700,83.18
"2012-05-17",83.5,84.53,82.43,82.52,1193900,82.52
"2012-05-18",83.02,83.26,80.57,80.81,855600,80.81
"2012-05-21",81.99,82.82,81.35,82.55,1225000,82.55
"2012-05-22",82.89,84.15,82.22,82.77,1109000,82.77
"2012-05-23",82.12,82.51,80.54,82.09,1126700,82.09
"2012-05-24",82.34,83.13,81.64,82.25,736200,82.25
"2012-05-25",81.89,82.99,81.67,82.1,761300,82.1
"2012-05-29",82.66,83.7,82.32,82.47,950400,82.47
"2012-05-30",81.75,81.76,80.41,80.8,1358800,80.8
"2012-05-31",80.84,80.89,79.44,79.78,1398500,79.78
"2012-06-01",78.33,78.61,76.69,77.07,1534000,77.07
"2012-06-04",77.15,77.16,75.23,76.15,1107000,76.15
"2012-06-05",75.87,77.42,75.57,76.97,805600,76.97
"2012-06-06",77.6,78.83,77.39,78.83,989200,78.83
"2012-06-07",79.64,80.16,78.24,78.35,1004500,78.35
"2012-06-08",77.88,78.98,77.55,78.78,623300,78.78
"2012-06-11",79.4,79.67,78.14,78.26,800500,78.26
"2012-06-12",78.4,79.48,78.15,79.38,595900,79.38
"2012-06-13",79,80.05,79,79.5,1008900,79.5
"2012-06-14",79.7,80.51,79.22,80.32,702300,80.32
"2012-06-15",80.79,80.84,80.24,80.56,1191100,80.56
"2012-06-18",79.9,81.55,79.9,81.28,544400,81.28
"2012-06-19",81.33,82.79,81.33,82.38,554900,82.38
"2012-06-20",82.54,82.93,81.36,82.35,662700,82.35
"2012-06-21",82.56,83.11,79.98,80.04,767400,80.04
"2012-06-22",80.49,81.44,80.4,81.09,1527000,81.09
"2012-06-25",80.26,80.6,79.3,79.52,1272200,79.52
"2012-06-26",79.64,79.66,77.45,77.83,935200,77.83
"2012-06-27",78.13,78.65,77.34,78.14,1082300,78.14
"2012-06-28",77.64,78.09,75.84,76.89,702200,76.89
"2012-06-29",78.23,79.56,78.23,79.47,1171800,79.47
"2012-07-02",79.47,79.65,78,78.5,849600,78.5
"2012-07-03",78.34,79.5,78.26,79.43,194500,79.43
"2012-07-05",79.13,80.34,78.94,79.82,1040500,79.82
"2012-07-06",78.64,78.86,76.41,77.31,856100,77.31
"2012-07-09",76.99,77.38,75.69,75.96,899500,75.96
"2012-07-10",76.23,76.63,74.44,74.66,947200,74.66
"2012-07-11",74.69,75.81,74.62,75.3,976300,75.3
"2012-07-12",74.64,75.86,74.64,75.41,852800,75.41
"2012-07-13",75.47,77.16,75.35,76.63,525500,76.63
"2012-07-16",76.29,76.78,75.92,76.19,347300,76.19
"2012-07-17",76.36,77.16,75.56,77.12,512300,77.12
"2012-07-18",76.74,79.1,76.67,78.63,630300,78.63
"2012-07-19",78.71,78.77,77.56,78.51,606500,78.51
"2012-07-20",78.14,78.16,75.73,76.48,877100,76.48
"2012-07-23",75.29,76.16,74.12,75.59,1263400,75.59
"2012-07-24",74.77,78.15,74.4,75.69,2022300,75.69
"2012-07-25",75.48,76.9,74.9,75.11,1091300,75.11
"2012-07-26",77.17,79.98,76.38,77.09,741200,77.09
"2012-07-27",77.49,79.42,77.26,79.06,519300,79.06
"2012-07-30",78.89,79.12,78.01,78.11,518100,78.11
"2012-07-31",78.12,78.87,77.32,77.48,389500,77.48
"2012-08-01",77.81,78.22,77.05,77.32,837100,77.32
"2012-08-02",76.65,76.91,74.72,75.4,554000,75.4
"2012-08-03",76.71,78.41,76.6,77.11,900400,77.11
"2012-08-06",77.54,77.62,76.37,77,840900,77
"2012-08-07",77.11,78.89,76.71,78.68,791600,78.68
"2012-08-08",78.6,79.81,78.26,79.27,950800,79.27
"2012-08-09",79.2,79.94,78.24,78.56,556200,78.56
"2012-08-10",78.41,78.67,77.94,78.65,350900,78.65
"2012-08-13",78.29,78.49,77.29,78.02,488300,78.02
"2012-08-14",78.24,78.25,77.04,77.33,383700,77.33
"2012-08-15",77.22,78.53,77.08,78.33,602600,78.33
"2012-08-16",77.88,77.88,75.9,76.17,1052800,76.17
"2012-08-17",76.16,76.43,74.36,75.26,1007200,75.26
"2012-08-20",75.11,76,75.03,75.75,665800,75.75
"2012-08-21",76,76.73,75.72,76,535900,76
"2012-08-22",76.02,76.89,75.67,76.65,825200,76.65
"2012-08-23",76.66,77.56,76.23,77.1,687400,77.1
"2012-08-24",77.02,78,76.74,77.72,669200,77.72
"2012-08-27",77.79,78.49,77.5,78.01,438600,78.01
"2012-08-28",77.95,78.33,77.22,77.54,998000,77.54
"2012-08-29",77.63,79.44,77.45,79.18,881800,79.18
"2012-08-30",78.49,79.36,78.2,79.09,719600,79.09
"2012-08-31",79.74,80.65,79.01,80.19,863300,80.19
"2012-09-04",80.06,80.21,78.8,79.87,834600,79.87
"2012-09-05",79.73,79.99,78.95,79.61,904800,79.61
"2012-09-06",80.45,81.76,80.15,81.67,587500,81.67
"2012-09-07",81.99,83.29,81.89,83.18,742700,83.18
"2012-09-10",83,83.71,82.52,83.22,647100,83.22
"2012-09-11",83.34,83.87,83.22,83.42,572100,83.42
"2012-09-12",83.66,84.15,83.08,83.64,538100,83.64
"2012-09-13",83.78,85.37,83.21,85.15,822600,85.15
"2012-09-14",85.11,85.92,84.62,85.04,532500,85.04
"2012-09-17",84.9,85.05,84.32,84.92,579400,84.92
"2012-09-18",84.92,85.51,84.47,85.24,574600,85.24
"2012-09-19",85.38,85.38,84.64,85.01,258800,85.01
"2012-09-20",84.75,85.15,83.79,85.09,545500,85.09
"2012-09-21",85.61,85.78,84.45,84.69,596900,84.69
"2012-09-24",84.31,84.86,83.85,84.62,382100,84.62
"2012-09-25",84.96,85.38,84.04,84.12,367700,84.12
"2012-09-26",84.21,84.31,83.11,83.36,488500,83.36
"2012-09-27",83.83,84.34,83.47,84.12,383500,84.12
"2012-09-28",83.69,83.78,82.83,83.33,747500,83.33
"2012-10-01",83.65,85.04,83.55,84.16,563900,84.16
"2012-10-02",84.6,84.9,83.67,84.01,332800,84.01
"2012-10-03",84.19,85.07,83.91,84.32,237800,84.32
"2012-10-04",84.66,85.18,84.28,84.45,528200,84.45
"2012-10-05",84.86,85.11,84.11,84.35,223700,84.35
"2012-10-08",83.98,84.5,83.94,84.37,226200,84.37
"2012-10-09",84.12,84.44,81.94,81.98,622600,81.98
"2012-10-10",81.8,81.96,80,80.39,590600,80.39
"2012-10-11",80.89,81.95,80.81,80.89,295900,80.89
"2012-10-12",81,81.31,80.3,80.38,315800,80.38
"2012-10-15",80.39,80.82,80,80.6,357400,80.6
"2012-10-16",80.81,81.87,80.81,81.69,263400,81.69
"2012-10-17",81.72,82.35,81.51,82.11,280500,82.11
"2012-10-18",81.59,81.77,79.46,81.1,574000,81.1
"2012-10-19",80.8,80.91,79.23,79.88,616200,79.88
"2012-10-22",79.94,81.93,79.94,81.06,925000,81.06
"2012-10-23",79.83,80.62,78.33,78.89,786800,78.89
"2012-10-24",78.93,80.1,78.83,79.6,556500,79.6
"2012-10-25",80.35,81.2,80.13,80.67,433400,80.67
"2012-10-26",80.95,81.74,80.56,81.56,711400,81.56
"2012-10-31",81.49,82.02,80.83,81.81,521700,81.81
"2012-11-01",82,84.28,81.97,84.19,499800,84.19
"2012-11-02",84.57,84.98,83.22,83.49,459500,83.49
"2012-11-05",82.94,84.87,82.84,84.74,387000,84.74
"2012-11-06",84.74,86,84.44,85.38,381700,85.38
"2012-11-07",84.75,84.76,83.17,84,356200,84
"2012-11-08",83.91,84.34,83.21,83.21,357200,83.21
"2012-11-09",83.08,84.11,82.89,82.97,651900,82.97
"2012-11-12",83.29,83.31,82.25,82.91,527900,82.91
"2012-11-13",82.32,83.19,82.07,82.39,341200,82.39
"2012-11-14",82.58,82.68,80.46,80.74,662600,80.74
"2012-11-15",80.49,81.32,80.04,81.13,692800,81.13
"2012-11-16",81.1,81.84,80.35,81.21,534200,81.21
"2012-11-19",82.14,83.17,82.14,83.17,349800,83.17
"2012-11-20",82.79,83.6,82.12,82.84,339600,82.84
"2012-11-21",82.85,83.1,81.86,82.13,292600,82.13
"2012-11-23",82.63,83.65,82.39,83.64,126400,83.64
"2012-11-26",83.27,83.61,82.7,83.27,522800,83.27
"2012-11-27",82.8,83.51,82.57,82.95,596600,82.95
"2012-11-28",82.48,83.73,82.02,83.73,352100,83.73
"2012-11-29",83.97,84.69,83.66,84.55,375200,84.55
"2012-11-30",84.39,84.74,83.97,84.55,612500,84.55
"2012-12-03",84.73,85.3,83.98,84.14,272900,84.14
"2012-12-04",84.24,84.88,84,84.43,351900,84.43
"2012-12-05",84.41,84.89,83.97,84.15,388500,84.15
"2012-12-06",84.1,85.05,83.59,85.02,573500,85.02
"2012-12-07",85.1,85.87,84.48,85.5,589000,85.5
"2012-12-10",85.21,86.6,85.21,86,421900,86
"2012-12-11",86.24,87.53,86.08,87.06,642900,87.06
"2012-12-12",87.23,88.2,86.49,87.61,646000,87.61
"2012-12-13",87.33,87.75,86.97,87.43,303400,87.43
"2012-12-14",87.06,87.9,86.85,87.35,407700,87.35
"2012-12-17",87.56,88.22,87.46,88.18,633400,88.18
"2012-12-18",88.34,89.25,87.92,89.2,454500,89.2
"2012-12-19",89.39,89.39,88.35,88.39,575500,88.39
"2012-12-20",88.39,89.51,88.16,89.33,554200,89.33
"2012-12-21",88.72,88.99,88.14,88.42,875600,88.42
"2012-12-24",88.28,88.79,88.08,88.62,180000,88.62
"2012-12-26",88.78,88.78,87.05,87.38,237400,87.38
"2012-12-27",87.57,87.97,86.44,87.53,421600,87.53
"2012-12-28",87.06,87.12,86.23,86.25,344300,86.25
"2012-12-31",86.09,87.28,85.8,87.12,678100,87.12
"2013-01-02",88.96,88.96,87.79,88.71,576800,88.71
"2013-01-03",86.78,86.81,85.5,86.22,876700,86.22
"2013-01-04",85.01,87.05,85.01,86.82,747300,86.82
"2013-01-07",86.7,87.75,86.03,87.09,650500,87.09
"2013-01-08",86.86,88.77,86.86,88.74,594300,88.74
"2013-01-09",89.08,91.42,88.61,91.02,908800,91.02
"2013-01-10",91.46,91.73,90.5,91.26,393600,91.26
"2013-01-11",91.55,91.55,90.28,90.61,329200,90.61
"2013-01-14",90.48,90.8,90.21,90.3,300700,90.3
"2013-01-15",89.87,90.93,89.75,90.9,406000,90.9
"2013-01-16",90.78,90.78,90,90.56,351500,90.56
"2013-01-17",90.05,90.98,89.51,90.57,512000,90.57
"2013-01-18",90.73,92.29,90.73,91.89,673900,91.89
"2013-01-22",91.34,92.59,89.93,91.27,1221800,91.27
"2013-01-23",91.07,92.06,90.61,90.87,637400,90.87
"2013-01-24",90.93,91.94,90.44,90.95,370900,90.95
"2013-01-25",91.37,92.61,90.96,92.61,404500,92.61
"2013-01-28",93.5,93.75,92.22,92.75,482400,92.75
"2013-01-29",92.61,92.98,92.02,92.64,366000,92.64
"2013-01-30",92.73,93.36,91.96,92.14,397100,92.14
"2013-01-31",91.58,92.29,91.11,91.57,437100,91.57
"2013-02-01",92.5,93.42,92.17,93.09,566800,93.09
"2013-02-04",92.08,92.34,90.49,90.82,446900,90.82
"2013-02-05",91.33,92.2,91.33,91.59,304100,91.59
"2013-02-06",91.41,92.27,91.16,92.21,379100,92.21
"2013-02-07",92.05,92.06,90.95,91.4,373000,91.4
"2013-02-08",91.44,92.68,91.44,92.53,331600,92.53
"2013-02-11",92.52,92.55,92,92.47,224700,92.47
"2013-02-12",92.44,92.61,91.79,91.99,260600,91.99
"2013-02-13",92.36,93.33,92.1,93.22,430200,93.22
"2013-02-14",92.92,93.53,92.28,93.47,431300,93.47
"2013-02-15",93.47,93.67,92.17,92.61,448700,92.61
"2013-02-19",92.48,93.41,92.35,93.36,318500,93.36
"2013-02-20",93.14,93.41,91.96,92.33,532600,92.33
"2013-02-21",92.24,92.9,91.46,91.79,443800,91.79
"2013-02-22",92.09,92.65,92.01,92.65,265000,92.65
"2013-02-25",93,93.04,90.41,90.42,483300,90.42
"2013-02-26",90.87,91.71,89.74,91.49,541500,91.49
"2013-02-27",91.37,93.25,91.19,92.98,438100,92.98
"2013-02-28",93,93.63,92.21,92.72,455600,92.72
"2013-03-01",92.32,93.82,91.56,93.77,405400,93.77
"2013-03-04",93.34,93.77,92.73,93.74,248800,93.74
"2013-03-05",94.08,95.41,94.08,94.96,412300,94.96
"2013-03-06",95.13,95.38,94.46,94.62,182400,94.62
"2013-03-07",94.73,94.98,94.17,94.26,202100,94.26
"2013-03-08",94.68,94.78,93.95,94.48,325200,94.48
"2013-03-11",94.27,94.78,93.94,94.71,259900,94.71
"2013-03-12",94.78,94.92,93.76,94.24,301300,94.24
"2013-03-13",94.23,94.6,93.63,94.24,295600,94.24
"2013-03-14",94.37,94.67,93.98,94.66,269300,94.66
"2013-03-15",94.29,94.96,94.1,94.82,448400,94.82
"2013-03-18",94.03,94.68,93.63,93.97,326700,93.97
"2013-03-19",94.21,94.51,93.47,93.99,299000,93.99
"2013-03-20",94.46,94.93,94.11,94.78,286200,94.78
"2013-03-21",94.34,94.34,93.02,93.11,302700,93.11
"2013-03-22",93.56,93.59,92.37,93.26,305500,93.26
"2013-03-25",93.4,93.5,91.59,92.55,364700,92.55
"2013-03-26",92.98,93.93,92.94,93.26,404000,93.26
"2013-03-27",92.58,93.59,92.37,93.16,378900,93.16
"2013-03-28",93.31,94,92.83,93.91,617000,93.91
"2013-04-01",93.85,93.86,92.99,93.7,347500,93.7
