"","SPG.Open","SPG.High","SPG.Low","SPG.Close","SPG.Volume","SPG.Adjusted"
"2012-03-27",144.82,146.02,144.02,144.62,1069400,136.56
"2012-03-28",143.99,145.13,142.32,144.28,1550300,136.24
"2012-03-29",143.7,144.91,142.82,144.73,1309600,136.67
"2012-03-30",145.65,146.34,144.48,145.68,1747800,137.57
"2012-04-02",145.84,147.08,145.35,146.94,1443700,138.76
"2012-04-03",146.48,147.14,145.81,146.6,920100,138.43
"2012-04-04",145.3,146.41,144.37,145.66,1495800,137.55
"2012-04-05",145.4,146.41,144.72,145.79,1085700,137.67
"2012-04-09",143.98,145.57,143.04,144.65,1123000,136.59
"2012-04-10",144.79,145.81,141.56,141.73,1324300,133.84
"2012-04-11",143.04,143.68,142.17,143.36,1171700,135.37
"2012-04-12",143.52,145.73,142.22,145.73,1125400,137.61
"2012-04-13",145.25,145.87,144.5,144.74,1067700,136.68
"2012-04-16",145.5,148.64,145.05,148.64,2434200,140.36
"2012-04-17",149.11,150.07,147.65,149.52,1647400,141.19
"2012-04-18",148.81,149.85,148.51,149.02,984000,140.72
"2012-04-19",149.24,149.43,147.29,148.06,967300,139.81
"2012-04-20",148.11,150.78,148.11,150.11,1478400,141.75
"2012-04-23",148.92,149.47,147.1,148.62,1531000,140.34
"2012-04-24",148.93,150.93,148.65,150.87,1383000,142.47
"2012-04-25",152.17,152.7,151.04,152.68,1321100,144.18
"2012-04-26",152.64,152.93,151.55,152.19,1650100,143.71
"2012-04-27",154.21,155.92,153.54,155.33,1818500,146.68
"2012-04-30",155.44,155.74,153.92,155.6,1308100,146.93
"2012-05-01",155.6,158.6,155.3,157.58,1547700,148.8
"2012-05-02",157.08,157.67,155.58,156.99,1370200,148.25
"2012-05-03",157.04,157.48,155.46,155.51,1472300,146.85
"2012-05-04",155.01,155.46,153.55,154.19,1410700,145.6
"2012-05-07",153.38,155.62,153.15,155.07,973500,146.43
"2012-05-08",154.24,155.58,153.88,155.41,1126600,146.75
"2012-05-09",154.06,156.43,153.88,154.72,1265300,146.1
"2012-05-10",156.07,156.07,154.31,154.93,867600,146.3
"2012-05-11",154.55,156.4,153.8,156.08,1106400,147.39
"2012-05-14",155.02,157,154.46,154.46,1772600,145.86
"2012-05-15",153.98,154.22,152.27,153.27,1321300,145.68
"2012-05-16",154.2,154.27,150.02,150.34,1938300,142.89
"2012-05-17",150.1,150.53,146.3,146.3,1768800,139.05
"2012-05-18",146.69,147.7,143.93,144.34,2039600,137.19
"2012-05-21",144.73,147.7,144.72,147.47,1298900,140.16
"2012-05-22",147.79,148.9,147,147.78,991600,140.46
"2012-05-23",147.08,148.06,144.97,147.91,993000,140.58
"2012-05-24",148.3,149.25,146.93,149.03,911100,141.65
"2012-05-25",148.87,149.78,147.58,148.12,792000,140.78
"2012-05-29",148.59,150.33,148.4,150.16,1082600,142.72
"2012-05-30",149.07,149.07,146.14,146.18,1607700,138.94
"2012-05-31",146.18,148.91,144.63,147.52,2067000,140.21
"2012-06-01",144.63,146.42,143.2,143.51,1599900,136.4
"2012-06-04",143.81,144.21,142.08,143.33,1633900,136.23
"2012-06-05",142.92,146.67,142.21,146.16,1379100,138.92
"2012-06-06",147.73,149.15,146.02,149.12,1530700,141.73
"2012-06-07",148.46,150.67,148.35,148.79,891600,141.42
"2012-06-08",148.74,150.61,148.47,150.61,884600,143.15
"2012-06-11",151.63,151.67,147.49,147.72,1451700,140.4
"2012-06-12",146.87,149.03,146.43,149.03,1041100,141.65
"2012-06-13",148.29,149.4,146.78,147.32,1220300,140.02
"2012-06-14",147.68,149,147.16,148.25,1661800,140.9
"2012-06-15",149.23,149.49,147.43,149.15,2079100,141.76
"2012-06-18",148.72,150.44,148.11,149.31,1382300,141.91
"2012-06-19",149.87,151.88,149.39,151.25,1303600,143.76
"2012-06-20",151.46,152.79,150.92,152.28,1496200,144.73
"2012-06-21",152.87,152.95,149.18,149.51,1259300,142.1
"2012-06-22",150.63,150.8,148.88,150.18,1713100,142.74
"2012-06-25",149.35,150.54,148.49,149.92,871600,142.49
"2012-06-26",149.87,151.59,149.76,150.47,970500,143.01
"2012-06-27",150.64,151.5,149.86,150.99,900100,143.51
"2012-06-28",150.26,151.94,149.49,151.7,847500,144.18
"2012-06-29",154.74,155.72,153.64,155.66,1475400,147.95
"2012-07-02",156.66,158.08,155.68,158.08,1478600,150.25
"2012-07-03",158.18,159.34,157.79,158.51,800200,150.66
"2012-07-05",158.09,158.32,156.36,156.84,945900,149.07
"2012-07-06",155.53,157.79,155.4,157.4,779500,149.6
"2012-07-09",157.05,158.81,156.85,158.56,1003400,150.7
"2012-07-10",158.98,159.64,156,156.74,860500,148.97
"2012-07-11",156.82,157.36,155.59,157.1,1210000,149.32
"2012-07-12",156.28,157.86,155.36,156.92,1007400,149.14
"2012-07-13",156.89,158.69,156.66,158.56,972900,150.7
"2012-07-16",159.71,159.71,158.26,158.52,1102100,150.67
"2012-07-17",159.45,160.47,157.62,159.84,1327100,151.92
"2012-07-18",159.27,160.3,158.7,159.26,860400,151.37
"2012-07-19",159.21,159.76,157.08,158.13,1225300,150.29
"2012-07-20",156.82,158.38,156.32,156.97,1557500,149.19
"2012-07-23",155.33,156.62,154.71,155.94,1199500,148.21
"2012-07-24",156.25,160.74,156.03,157.6,1447500,149.79
"2012-07-25",158.94,160.27,155.89,156.34,1263600,148.59
"2012-07-26",158.41,160,158.04,159,1014300,151.12
"2012-07-27",159.66,162.46,159.65,160.48,1259000,152.53
"2012-07-30",160.48,161.69,160.01,161.09,786500,153.11
"2012-07-31",161.5,161.5,159.89,160.49,1007200,152.54
"2012-08-01",161.49,162.67,161.03,161.18,1236400,153.19
"2012-08-02",160.31,161.55,158.8,161.41,776200,153.41
"2012-08-03",163.68,163.68,161.73,163.03,942100,154.95
"2012-08-06",163.51,163.75,161.63,161.78,1016100,153.76
"2012-08-07",162.29,162.3,159.02,159.39,1295000,151.49
"2012-08-08",158.86,159.22,157.74,158.48,964500,150.63
"2012-08-09",158.48,158.87,156.63,157.05,1261800,149.27
"2012-08-10",156.64,158.05,156.64,157.7,643600,149.89
"2012-08-13",157.49,157.82,156.72,157.17,692600,149.38
"2012-08-14",157.2,158.15,157.2,157.55,896100,149.74
"2012-08-15",156.98,158.27,156.78,157.72,812300,150.91
"2012-08-16",157.39,160.33,156.53,159.71,1473900,152.82
"2012-08-17",159.6,160.01,159.4,159.85,1012100,152.95
"2012-08-20",159.95,160.08,157.87,159.07,1180200,152.2
"2012-08-21",159.15,159.74,158.46,158.51,874300,151.67
"2012-08-22",158.5,159.2,157.13,158.7,964800,151.85
"2012-08-23",158.63,159.12,156.37,156.46,1547000,149.71
"2012-08-24",156.18,157.4,156.04,157.12,1383600,150.34
"2012-08-27",157.38,159.18,157.14,158.73,1145500,151.88
"2012-08-28",158.16,158.82,157.45,158.59,870400,151.74
"2012-08-29",158.8,158.92,157.53,157.81,1114700,151
"2012-08-30",157.36,157.75,156.79,157.41,1022800,150.61
"2012-08-31",157.81,158.79,156.5,158.7,2151200,151.85
"2012-09-04",158.7,159.01,157.24,158.75,1148300,151.9
"2012-09-05",159.02,159.22,157.01,157.95,1342200,151.13
"2012-09-06",158.53,159.69,158.45,158.85,1254800,151.99
"2012-09-07",159.28,159.64,158.65,159.05,882800,152.18
"2012-09-10",159.61,159.61,156.02,156.21,1430600,149.47
"2012-09-11",156.42,157.85,155.61,157.74,1156600,150.93
"2012-09-12",157.91,158.87,157.07,158.59,1063500,151.74
"2012-09-13",158.27,161.95,158.19,161.66,1602700,154.68
"2012-09-14",161.92,163.75,161.66,162.7,1452500,155.68
"2012-09-17",162.8,164.17,162.76,163.53,967300,156.47
"2012-09-18",163.09,163.47,161.26,161.7,1158700,154.72
"2012-09-19",161.68,162.05,160.67,160.67,958100,153.73
"2012-09-20",156,156.24,155.06,155.89,4358100,149.16
"2012-09-21",156.38,156.85,155.55,156.19,2560600,149.45
"2012-09-24",156,156.44,155.29,155.32,1546400,148.61
"2012-09-25",155.98,156.17,152.13,152.39,2216700,145.81
"2012-09-26",152.08,153.14,150.85,151.14,1711500,144.62
"2012-09-27",151.93,153.7,151.66,151.94,1491700,145.38
"2012-09-28",151.16,152.65,151,151.81,1478900,145.26
"2012-10-01",152.21,152.44,149.53,151.19,1449600,144.66
"2012-10-02",151.66,152.57,151.12,152.25,977400,145.68
"2012-10-03",152.51,154.28,152.25,152.92,1210600,146.32
"2012-10-04",153.58,154.28,151.78,152.59,1190600,146
"2012-10-05",153.24,153.74,151.71,152.71,787300,146.12
"2012-10-08",152.68,153.01,151.49,152.87,918100,146.27
"2012-10-09",153.19,154.19,152.21,152.24,972700,145.67
"2012-10-10",152.2,153.38,152.13,153.04,690600,146.43
"2012-10-11",153.74,154.29,153,153.05,884700,146.44
"2012-10-12",153.07,153.3,152.19,152.39,1128100,145.81
"2012-10-15",152.67,153.49,151.64,153.12,1112200,146.51
"2012-10-16",154.25,154.65,153.42,153.98,788100,147.33
"2012-10-17",153.26,153.45,152.01,152.85,1324600,146.25
"2012-10-18",152.8,154.96,152.24,154.8,1199300,148.12
"2012-10-19",154.29,156.36,153.34,153.54,1579700,146.91
"2012-10-22",152.26,154.2,151.22,152.94,990000,146.34
"2012-10-23",151.05,151.85,149.82,151.02,1141500,144.5
"2012-10-24",151.04,151.91,150.35,151.17,1006000,144.64
"2012-10-25",151.9,153.96,149.78,151.46,1346800,144.92
"2012-10-26",151.47,151.75,149.7,150.3,1175000,143.81
"2012-10-31",151.64,152.6,150.41,152.21,1309700,145.64
"2012-11-01",152.16,153.33,150.85,152.55,964400,145.96
"2012-11-02",154.45,156.43,154.45,155.75,1795300,149.03
"2012-11-05",154.42,155.66,153.52,154.73,1009200,148.05
"2012-11-06",155,155.88,154.39,155.49,848800,148.78
"2012-11-07",154.77,156.05,154.09,155.7,1672200,148.98
"2012-11-08",155.36,156.07,154.16,154.16,1443200,147.5
"2012-11-09",153.03,153.93,151.76,152,1270800,145.44
"2012-11-12",152.31,152.84,151.1,152.13,917000,145.56
"2012-11-13",151.44,152.96,151.43,151.81,649900,145.26
"2012-11-14",151.57,151.72,147.55,148.15,1261700,142.79
"2012-11-15",148.29,149.52,146.07,146.73,951200,141.42
"2012-11-16",146.7,147.18,145.21,146.92,1859000,141.6
"2012-11-19",148.36,149.18,147.58,148.95,1063300,143.56
"2012-11-20",149.18,150.39,147.94,150.38,993400,144.94
"2012-11-21",150.49,150.8,149.29,150.21,935500,144.77
"2012-11-23",150.78,151.85,150.47,151.62,338700,146.13
"2012-11-26",150.83,153,150.83,152.15,1147000,146.64
"2012-11-27",151.47,151.92,149.24,151.02,1620400,145.55
"2012-11-28",150.74,151.11,149.69,150.24,1476000,144.8
"2012-11-29",150.71,151.75,149.64,151.25,1364800,145.78
"2012-11-30",151.74,153.11,151.14,152.13,1922900,146.62
"2012-12-03",152.57,154,152.32,152.83,1197900,147.3
"2012-12-04",152.51,154,151.97,152.55,829200,147.03
"2012-12-05",152.84,152.84,151.13,152.27,1024600,146.76
"2012-12-06",153.28,154.75,153.26,154.41,1197000,148.82
"2012-12-07",155,155.78,154.4,155.65,1070400,150.02
"2012-12-10",155.71,156.52,155.02,156.04,1233000,150.39
"2012-12-11",158.97,159.59,155.71,156.72,1367800,151.05
"2012-12-12",156.58,157.23,155.41,156.4,1129100,150.74
"2012-12-13",154.19,155.2,153.41,153.99,2391600,148.42
"2012-12-14",154.28,154.98,153.56,154.05,1004400,148.48
"2012-12-17",155.61,156.42,154.47,155.47,1490500,149.84
"2012-12-18",155.58,157.02,155.16,156.83,1516100,151.15
"2012-12-19",156.82,157.12,156.01,156.39,1164300,150.73
"2012-12-20",156.4,158.35,156.12,158.07,1097400,152.35
"2012-12-21",156.73,158.43,156.2,157.8,2754200,152.09
"2012-12-24",157.83,160.7,156.92,157.94,578500,152.22
"2012-12-26",158.24,158.54,156.64,156.96,775500,151.28
"2012-12-27",156.89,158.26,156.08,157.93,702200,152.21
"2012-12-28",156.82,158.18,155.98,156.02,787200,150.37
"2012-12-31",155.73,158.11,155.49,158.09,1029500,152.37
"2013-01-02",160.19,160.73,158.46,159.8,1368800,154.02
"2013-01-03",160.16,160.52,158.02,158.52,1317400,152.78
"2013-01-04",158.65,159.21,157.8,158.59,1251400,152.85
"2013-01-07",158.12,159.89,158.07,159.72,897300,153.94
"2013-01-08",159.8,159.88,158.36,159.14,754800,153.38
"2013-01-09",159.52,160.09,159.12,159.92,692000,154.13
"2013-01-10",160.12,160.65,158.99,159.9,925300,154.11
"2013-01-11",159.9,160.27,159.42,159.98,759000,154.19
"2013-01-14",159.97,159.97,159,159.44,563200,153.67
"2013-01-15",158.99,160.45,158.81,160.19,1223700,154.39
"2013-01-16",159.55,160.3,159.13,159.72,1132400,153.94
"2013-01-17",160.49,160.49,159.56,159.9,698200,154.11
"2013-01-18",159.71,160.03,158.83,159.89,1463700,154.1
"2013-01-22",159.87,161.2,159.63,160.95,943600,155.13
"2013-01-23",160.59,161.8,160.12,161.5,837300,155.66
"2013-01-24",161.89,162.47,161.23,162.16,850000,156.29
"2013-01-25",162.47,162.83,161.52,162.35,876900,156.47
"2013-01-28",163.69,163.69,161.72,162.71,835900,156.82
"2013-01-29",162.44,163.05,162.02,162.79,605900,156.9
"2013-01-30",162.36,162.82,160.75,161.38,867500,155.54
"2013-01-31",161.22,161.32,160.16,160.18,1288200,154.38
"2013-02-01",161.3,163.02,160.47,161.97,1153000,156.11
"2013-02-04",161.2,163.45,161.2,162.51,1220000,156.63
"2013-02-05",163.54,164.32,161.51,161.76,1631300,155.91
"2013-02-06",160.86,162.4,160.77,161.7,1140500,155.85
"2013-02-07",161.9,162.04,160.79,160.79,923100,154.97
"2013-02-08",161.06,162.81,160.79,162.76,1048700,156.87
"2013-02-11",162.85,163.51,162.49,163.5,865600,157.58
"2013-02-12",162.43,163.41,161.21,162.97,817000,158.19
"2013-02-13",163.15,163.33,161.53,162.05,709800,157.29
"2013-02-14",161.7,161.88,160.35,160.57,1117300,155.86
"2013-02-15",159.84,160.45,158.72,159.9,2049700,155.21
"2013-02-19",159.86,160.6,159.84,160.5,1217600,155.79
"2013-02-20",160.12,161.24,159.41,159.52,1194500,154.84
"2013-02-21",159.05,159.29,157.36,158.02,1182800,153.38
"2013-02-22",158.34,159.86,158.28,159.72,1035500,155.03
"2013-02-25",160.66,160.73,157.31,157.37,1155700,152.75
"2013-02-26",157.82,159.15,156.7,157.88,1103400,153.24
"2013-02-27",157.9,159.53,157.36,159.2,961700,154.53
"2013-02-28",159.4,159.96,158.63,158.86,1686800,154.2
"2013-03-01",158.58,160.15,157.93,159.99,1203900,155.29
"2013-03-04",159.87,162.31,159.52,161.46,1010800,156.72
"2013-03-05",162.05,162.95,161.04,162.61,843100,157.84
"2013-03-06",163.42,163.42,161.46,161.92,675200,157.17
"2013-03-07",162.06,162.4,159.73,160.08,1556100,155.38
"2013-03-08",160.33,160.34,158.02,160,1568800,155.3
"2013-03-11",159.99,161.03,159.33,161,1208400,156.27
"2013-03-12",160.72,160.92,159.29,159.52,1258400,154.84
"2013-03-13",159.89,160.4,158.97,159.3,718200,154.62
"2013-03-14",159.24,160.47,159.11,159.88,804900,155.19
"2013-03-15",159.21,159.81,158.66,159.6,2497700,154.91
"2013-03-18",158.48,159.34,157.67,158.73,1234900,154.07
"2013-03-19",158.7,158.85,156.08,157.1,1703100,152.49
"2013-03-20",157.95,158.47,157.5,158.47,1125000,153.82
"2013-03-21",158,159.08,157.61,158.06,1021000,153.42
"2013-03-22",158.46,159.46,158.06,159.14,753400,154.47
"2013-03-25",160.2,160.46,158.96,159.36,884600,154.68
"2013-03-26",160.28,160.39,158.99,159.33,1322300,154.65
"2013-03-27",158.47,159.56,158.32,159.2,772300,154.53
"2013-03-28",159.2,160,157.67,158.56,1501500,153.9
"2013-04-01",158.58,159.32,158.2,159.32,1448400,154.64
"2013-04-02",160.21,161.02,160,160.97,946400,156.24
"2013-04-03",161.73,162,160.74,162,1189900,157.24
"2013-04-04",162,163.95,161.82,163.6,1249300,158.8
"2013-04-05",162.39,166.3,162.39,166.23,1954600,161.35
"2013-04-08",165.57,169.1,165.52,169.1,2127000,164.14
"2013-04-09",169.3,170,167.85,169.11,1401300,164.14
"2013-04-10",168.77,171.25,168.68,170.77,1450000,165.76
"2013-04-11",171.08,174.43,170.82,174.27,2407200,169.15
"2013-04-12",173.91,174.37,172.49,173.66,1138600,168.56
"2013-04-15",172.35,174.07,170.4,170.44,1675200,165.44
"2013-04-16",171.27,175.12,170.15,174.48,1709600,169.36
"2013-04-17",173.6,173.71,171.34,172.8,1230100,167.73
"2013-04-18",173.07,173.36,171.75,172.91,1044000,167.83
"2013-04-19",173.25,176.11,173.08,176.11,1636800,170.94
"2013-04-22",176.41,176.69,174.49,175.5,1007900,170.35
"2013-04-23",176.28,176.67,174.95,176.04,1003900,170.87
"2013-04-24",176.25,176.94,175.52,176.84,940000,171.65
"2013-04-25",176.7,176.89,175.45,176.01,925900,170.84
"2013-04-26",175.48,177.24,174.5,175.62,945000,170.46
"2013-04-29",176.29,176.62,175.45,175.99,825100,170.82
"2013-04-30",176.3,178.1,175.78,178.07,1579500,172.84
"2013-05-01",177.85,178.28,176.51,176.57,1298800,171.39
"2013-05-02",177.18,178.97,176.32,178.03,1016800,172.8
"2013-05-03",179.08,180.12,178.63,179.44,1003800,174.17
"2013-05-06",179.29,180.35,178.88,179.37,837800,174.1
"2013-05-07",179.28,179.28,177.88,178.87,809700,173.62
"2013-05-08",178.82,180.77,177.78,180.34,1571600,175.05
"2013-05-09",180.75,180.85,178.64,178.9,1474500,173.65
"2013-05-10",179.16,179.6,178.67,179.37,816900,174.1
"2013-05-13",179.37,180.48,179.1,179.96,949000,174.68
"2013-05-14",180.57,180.67,178.7,179.23,1118800,173.97
"2013-05-15",178.24,179.64,177.44,179.62,1457200,175.47
"2013-05-16",178.88,180.29,177.13,177.56,1430000,173.46
"2013-05-17",178.35,179.91,177.73,179.85,1297800,175.7
"2013-05-20",179.56,180.02,178.13,178.96,747800,174.83
"2013-05-21",179.1,181.3,179.1,180.23,929300,176.07
"2013-05-22",179.23,182.45,174.78,176.04,1757900,171.97
"2013-05-23",175.13,175.35,172.81,173.59,1397500,169.58
"2013-05-24",171.99,175.05,171.51,174.47,1152800,170.44
"2013-05-28",176.4,177.74,173.58,175.44,1681200,171.39
"2013-05-29",174.19,174.31,169.08,171.87,1862000,167.9
"2013-05-30",172.18,173.13,169.97,170,1334300,166.07
"2013-05-31",169.23,170.92,166.39,166.44,2426100,162.6
"2013-06-03",166.33,167.58,164.67,166.68,1818400,162.83
"2013-06-04",166.92,167.37,165.2,165.66,1334800,161.83
"2013-06-05",165.04,165.95,163.39,163.92,1134700,160.13
"2013-06-06",163.69,166.73,162.7,166.56,1226300,162.71
"2013-06-07",167.49,167.83,164.39,167.26,1348100,163.4
"2013-06-10",167.3,167.86,164.88,165.27,928500,161.45
"2013-06-11",163.83,165.15,162.21,162.22,1312600,158.47
"2013-06-12",163.14,163.25,159.02,159.67,1659300,155.98
"2013-06-13",159.8,165.75,158.86,165.1,1861800,161.29
"2013-06-14",165.1,168.29,164.31,166.05,1487400,162.22
"2013-06-17",167.22,168.96,165.97,168.5,1798900,164.61
"2013-06-18",168.36,168.64,166.82,167.3,1437600,163.44
"2013-06-19",167.41,167.88,160.4,162.52,2081300,158.77
"2013-06-20",160.81,160.91,153.68,154.58,2907400,151.01
"2013-06-21",155.81,158.81,154.39,156.58,2755400,152.96
"2013-06-24",154.84,159.06,152.02,154.98,2821100,151.4
"2013-06-25",156.21,157.81,155,156.83,2125900,153.21
"2013-06-26",158.25,159.94,157.51,158.27,1600900,154.62
"2013-06-27",159.19,160.87,159.13,160.68,1689900,156.97
"2013-06-28",161.12,164.63,157.92,157.92,2032800,154.27
"2013-07-01",159.2,160.06,157.33,157.65,1292800,154.01
"2013-07-02",157.66,162.68,157.65,162.63,2403900,158.87
"2013-07-03",161.04,161.04,157.88,158.98,1177500,155.31
"2013-07-05",159,159.74,156.37,159.47,1227200,155.79
"2013-07-08",159.86,161.22,159.03,159.22,1213500,155.54
"2013-07-09",160.46,162.05,159.32,161.72,1180200,157.99
"2013-07-10",161.72,161.72,159.04,160.8,916400,157.09
"2013-07-11",163.94,165.05,163.07,164.07,1411100,160.28
"2013-07-12",164.4,164.98,162.2,163,995000,159.24
"2013-07-15",162.6,163.73,162.22,162.9,857600,159.14
"2013-07-16",162.92,163.66,162.3,163,1251000,159.24
"2013-07-17",163.25,163.46,162.05,162.8,772300,159.04
"2013-07-18",162.71,164.72,162.71,164.72,1344500,160.92
"2013-07-19",164.42,165.29,163.63,164.96,1131900,161.15
"2013-07-22",165.05,166.16,164.51,166.05,705000,162.22
"2013-07-23",166.89,167,164.71,165.98,821900,162.15
"2013-07-24",165.94,166.6,162.95,164.41,1753200,160.61
"2013-07-25",163.5,164.17,162.77,163.79,1569300,160.01
"2013-07-26",163.37,164.57,162.1,164.54,867300,160.74
"2013-07-29",165.44,165.79,162.77,163.05,871900,159.28
"2013-07-30",164.14,165.55,161.18,161.72,989700,157.99
"2013-07-31",162,162.77,158.5,160.06,2078400,156.36
"2013-08-01",160.83,161.4,158.05,158.97,1394800,155.3
"2013-08-02",159.06,159.33,157.33,157.61,1035600,153.97
"2013-08-05",157.56,157.65,156.37,156.91,766100,153.29
"2013-08-06",156.23,157.36,155.71,156.35,745900,152.74
"2013-08-07",156.11,157.03,155.08,156.86,880000,153.24
"2013-08-08",157.24,157.59,155.81,156.35,848400,152.74
"2013-08-09",156.41,159.02,156.17,157.95,909400,154.3
"2013-08-12",157.59,157.66,156.27,157.29,933200,153.66
"2013-08-13",157.45,157.46,154.45,155.2,969700,151.62
"2013-08-14",154.47,154.76,152.51,152.67,1072500,150.26
"2013-08-15",151.41,151.92,149.21,149.69,1365300,147.32
"2013-08-16",149.18,149.69,144.77,145.3,1752300,143
"2013-08-19",144.69,145.2,143.2,143.22,1494100,140.96
"2013-08-20",143.74,147.15,143.28,145.93,1257400,143.62
"2013-08-21",145.53,147.4,144.22,144.95,1447600,142.66
"2013-08-22",145.35,146.41,144.01,146.36,1250300,144.05
"2013-08-23",149.44,149.44,146.46,147.5,1482900,145.17
"2013-08-26",147.71,148.32,146.73,147.13,867100,144.81
"2013-08-27",146.24,146.73,145.2,145.74,1446600,143.44
"2013-08-28",146.05,146.11,144.64,145.27,1183600,142.97
"2013-08-29",144.56,146.47,144,146.34,1217600,144.03
"2013-08-30",146.59,147.27,144.94,145.63,1652800,143.33
"2013-09-03",146.24,146.7,143.13,144.44,1479100,142.16
"2013-09-04",144.29,145.75,143.41,144.57,1542800,142.29
"2013-09-05",144.56,145.14,142.47,142.54,1249400,140.29
"2013-09-06",144.54,146.51,144.54,144.94,1432500,142.65
"2013-09-09",145.54,148.44,145.35,148.44,1888800,146.09
"2013-09-10",149.33,150,148.08,148.73,1341200,146.38
"2013-09-11",148.52,149.2,148.17,149.12,1164100,146.76
"2013-09-12",149.14,150.19,148.11,148.3,997700,145.96
"2013-09-13",148.57,149.26,148.21,148.52,909300,146.17
"2013-09-16",151.54,152.38,150.73,151.71,1392100,149.31
"2013-09-17",151.41,152.76,150.8,151.43,1467600,149.04
"2013-09-18",151.01,154.5,148.39,154.46,2898700,152.02
"2013-09-19",155.21,157.39,154.49,154.52,2323600,152.08
"2013-09-20",154.52,155.02,151,151,2170900,148.61
"2013-09-23",150.77,152.1,150,151.29,1338700,148.9
"2013-09-24",150.73,151.29,149.94,150,1233100,147.63
"2013-09-25",150.1,151.73,148.97,150.24,871300,147.87
"2013-09-26",150.2,151.32,149.99,151.27,1109200,148.88
"2013-09-27",150.68,151.34,149.16,150.1,1074200,147.73
"2013-09-30",148.86,150.71,147.5,148.23,1199900,145.89
"2013-10-01",148.43,152.18,147.76,149.54,1348100,147.18
"2013-10-02",148.71,151.6,148.57,151.59,1375900,149.19
"2013-10-03",150.72,151.6,147.83,148.78,1488500,146.43
"2013-10-04",148.96,149.74,147.82,149.17,1045200,146.81
"2013-10-07",147.71,151.73,147.6,151.06,1310700,148.67
"2013-10-08",150.98,151.49,148.95,149.04,982600,146.69
"2013-10-09",149.78,150.76,148.53,149.26,1020900,146.9
"2013-10-10",150.1,152.77,149.74,152.75,1235400,150.34
"2013-10-11",152.12,154.07,151.86,153.99,1082600,151.56
"2013-10-14",152.97,154.74,152.5,154.32,1100200,151.88
"2013-10-15",153.87,155.42,153.07,153.93,1185700,151.5
"2013-10-16",154.4,157.35,154.09,157.18,1333900,154.7
"2013-10-17",156.88,159.06,155.95,158.6,1439900,156.09
"2013-10-18",159.44,160,157.79,158.01,1225500,155.51
"2013-10-21",157.86,157.86,155.94,156.77,1236900,154.29
"2013-10-22",157.57,160.26,157.56,159.75,1415000,157.23
"2013-10-23",158.89,159.87,157.83,158.8,1321600,156.29
"2013-10-24",158.85,160.5,158.06,160.5,1356900,157.96
"2013-10-25",161.12,161.99,157.99,159.7,1459700,157.18
"2013-10-28",159.9,159.9,156.95,157.55,1301500,155.06
"2013-10-29",157.55,158.16,155.93,156.68,1156200,154.2
"2013-10-30",156.05,157.51,155.06,155.86,1199100,153.4
"2013-10-31",155.96,156.96,154.23,154.55,1539700,152.11
"2013-11-01",155.31,156.74,154.54,156.6,1325300,154.13
"2013-11-04",156.88,157.12,155.11,157.12,1080400,154.64
"2013-11-05",155.86,156.32,155.01,155.21,1140400,152.76
"2013-11-06",155.99,157.16,155.66,156.16,1039400,153.69
"2013-11-07",156.84,157.02,154.83,155.32,1354600,152.87
"2013-11-08",154.29,154.29,151.14,153.01,1473800,150.59
"2013-11-11",153.22,153.74,152.31,152.48,914800,150.07
"2013-11-12",151.82,152.25,149.19,149.8,1506200,147.43
"2013-11-13",148.15,149.68,147.51,149.68,1454000,148.5
"2013-11-14",149.5,152.63,149.48,152.06,1338900,150.87
"2013-11-15",151.51,153.64,151.51,153.53,1616400,152.32
"2013-11-18",153.54,154.16,152.29,152.44,1185500,151.24
"2013-11-19",152.21,153.31,151.07,152.12,1068500,150.93
"2013-11-20",152.18,153.49,149.82,150.05,1069800,148.87
"2013-11-21",150.29,150.99,149.51,150.69,902800,149.51
"2013-11-22",151.01,151.02,149.17,149.58,817700,148.41
"2013-11-25",150.16,150.34,148.63,148.84,907300,147.67
"2013-11-26",149.02,150.64,148.38,150.13,1620600,148.95
"2013-11-27",150.48,151.93,150.03,151.73,1510100,150.54
"2013-11-29",152.02,152.49,149.83,149.85,882900,148.67
"2013-12-02",151.14,151.14,148.58,148.84,1470300,147.67
"2013-12-03",148.39,149.67,148.03,148.87,1133300,147.7
"2013-12-04",147.63,149.96,147.55,149.36,1222400,148.19
"2013-12-05",148.91,151.03,148.2,150.8,1520900,149.62
"2013-12-06",152.04,152.78,151.19,152.75,1283100,151.55
"2013-12-09",153,153.82,151.75,153.74,1223900,152.53
"2013-12-10",153.95,154.58,153.08,153.12,1221600,151.92
"2013-12-11",153.37,153.82,150.38,150.44,1571300,149.26
"2013-12-12",150.5,150.7,148.36,148.37,1568000,147.21
"2013-12-13",151.83,155.01,151.19,151.63,2480000,150.44
"2013-12-16",151.55,152.46,150.33,152.28,1750900,151.08
"2013-12-17",152.01,153.05,151.73,152.6,1523200,151.4
"2013-12-18",152.33,155.74,150.85,155.07,2581500,153.85
"2013-12-19",154.9,154.97,152.75,154,1727800,152.79
"2013-12-20",153.68,154.79,153.43,154.71,2360400,153.5
"2013-12-23",155.48,155.86,153.61,153.96,1370100,152.75
"2013-12-24",154.38,154.95,153.26,154.12,435500,152.91
"2013-12-26",154.32,155.48,153.5,154.23,691500,153.02
"2013-12-27",153.25,153.64,152.43,153.22,1120400,152.02
