"","NBL.Open","NBL.High","NBL.Low","NBL.Close","NBL.Volume","NBL.Adjusted"
"2010-06-24",62.12,62.86,61.59,61.95,3876800,29.93
"2010-06-25",62.18,63.57,61.37,62.9,5288800,30.39
"2010-06-28",63.07,63.21,61.67,61.79,3247000,29.86
"2010-06-29",60.46,61.03,59.93,60.27,3759600,29.12
"2010-06-30",60.29,61.29,59.91,60.33,6236800,29.15
"2010-07-01",60.21,61.83,59.22,61.2,5504400,29.57
"2010-07-02",61.44,62.48,61.12,61.88,4172400,29.9
"2010-07-06",63.06,63.88,62.19,62.86,4610000,30.37
"2010-07-07",62.74,65.56,62.74,65.55,4586000,31.67
"2010-07-08",66.28,66.78,64.75,66.41,4000200,32.09
"2010-07-09",66.5,66.56,64.95,65.71,2779000,31.75
"2010-07-12",65.51,66.36,65.36,66.31,2608000,32.04
"2010-07-13",67.69,67.78,66.74,66.9,2806200,32.32
"2010-07-14",66.45,67.5,65.7,66.66,3927400,32.21
"2010-07-15",66.74,67.57,65.93,67.37,2305200,32.55
"2010-07-16",66.7,66.76,65.26,65.61,3927800,31.7
"2010-07-19",65.9,66.33,65.16,66.01,2361400,31.89
"2010-07-20",65.19,67.7,65.19,67.56,2086600,32.64
"2010-07-21",67.8,67.82,65.65,66.07,3817200,31.92
"2010-07-22",67.51,68.2,66.96,67.78,3433400,32.75
"2010-07-23",67.45,67.66,66.01,67.37,2939200,32.55
"2010-07-26",67.38,68.43,67.38,68.18,1987200,32.94
"2010-07-27",68.41,68.82,66.89,67.46,2941600,32.59
"2010-07-28",67.43,68.35,67.14,67.58,3318800,32.65
"2010-07-29",69.2,69.84,67.36,68.15,3538400,32.93
"2010-07-30",67.56,68.64,66.55,67.06,4540800,32.4
"2010-08-02",68.11,69.12,67.39,68.94,2787800,33.31
"2010-08-03",68.98,69.97,68.7,69.01,4595800,33.34
"2010-08-04",68.93,69.48,68.26,68.89,2787800,33.29
"2010-08-05",68.13,69.73,67.89,69.6,2816800,33.72
"2010-08-06",68.73,69.62,67.98,69,3013600,33.43
"2010-08-09",69.48,69.75,68.61,69.6,2536200,33.72
"2010-08-10",68.85,69.24,68.15,69,3184000,33.43
"2010-08-11",67.73,68.19,66.58,67.02,3163200,32.47
"2010-08-12",65.92,67.01,65.8,66.48,1968000,32.21
"2010-08-13",66.07,67.51,65.96,67.15,2470600,32.53
"2010-08-16",66.83,67.35,66.1,66.73,3390000,32.33
"2010-08-17",67.47,70.13,67.19,69.6,4343800,33.72
"2010-08-18",69.41,69.53,68.16,68.92,2845000,33.39
"2010-08-19",68.59,68.64,67.57,67.99,2406800,32.94
"2010-08-20",67.42,67.92,66.6,67.1,2085400,32.51
"2010-08-23",67.33,68.22,67.33,67.37,1910800,32.64
"2010-08-24",65.98,66.33,65.27,65.49,2536200,31.73
"2010-08-25",65.15,65.33,63.8,65.04,2439000,31.51
"2010-08-26",65.55,65.55,64.03,64.54,5677000,31.27
"2010-08-27",65.01,67.36,63.89,67.24,3212200,32.57
"2010-08-30",68.62,70.64,68.32,68.56,6538200,33.21
"2010-08-31",68.37,70.85,67.59,69.78,6326200,33.8
"2010-09-01",71.3,71.61,70.5,71.18,4937400,34.48
"2010-09-02",71.23,72.76,70.8,72.67,3606800,35.2
"2010-09-03",72.67,74.5,72.67,74.39,3284600,36.04
"2010-09-07",74.06,74.34,72.86,73.08,4231000,35.4
"2010-09-08",73.32,73.94,72.93,73.19,2176000,35.46
"2010-09-09",74.49,74.7,73.37,74.23,3621800,35.96
"2010-09-10",74.86,75.5,74.38,75.18,2385200,36.42
"2010-09-13",75.64,77.09,75.52,76.89,3252800,37.25
"2010-09-14",76.66,77.63,76.43,77.09,3430800,37.35
"2010-09-15",76.49,77.13,75.98,77,2962200,37.3
"2010-09-16",76.81,76.85,75.25,75.6,4345200,36.62
"2010-09-17",75.05,75.34,73.77,74.06,5997200,35.88
"2010-09-20",73.97,75.27,73.72,75.02,2418600,36.34
"2010-09-21",75.14,75.44,74.35,75.01,2549000,36.34
"2010-09-22",75.22,75.99,74.12,74.26,2362800,35.97
"2010-09-23",73.39,74.24,72.74,73.67,2197200,35.69
"2010-09-24",74.61,75.8,74.39,75.45,2065800,36.55
"2010-09-27",75.54,75.8,74.97,74.97,1405600,36.32
"2010-09-28",75.52,75.52,73.64,75.21,1511200,36.43
"2010-09-29",75.01,75.86,74.57,75.52,2070200,36.58
"2010-09-30",76.04,76.56,73.91,75.09,2382400,36.38
"2010-10-01",75.96,76.17,75.07,75.76,2664200,36.7
"2010-10-04",75.8,76.59,75.27,75.74,2757400,36.69
"2010-10-05",76.67,77.41,76.28,77.2,3325200,37.4
"2010-10-06",76.87,77.44,76.58,76.74,2659800,37.18
"2010-10-07",77.23,77.49,76.1,76.46,1917600,37.04
"2010-10-08",76.65,77.82,75.52,77.52,2548200,37.55
"2010-10-11",77.47,78.38,77.17,77.54,2026400,37.56
"2010-10-12",77.15,77.26,76.06,76.85,2508400,37.23
"2010-10-13",77.45,78.28,77.26,77.94,3404200,37.76
"2010-10-14",77.88,78.46,76.73,77.45,2214800,37.52
"2010-10-15",77.87,78.7,77.26,78,4259600,37.79
"2010-10-18",78.16,79.06,77.53,78.63,4332200,38.09
"2010-10-19",77.4,77.89,76.36,76.89,3418800,37.25
"2010-10-20",76.98,77.49,76.47,76.66,4570800,37.14
"2010-10-21",76.81,78.01,76.55,77,3707000,37.3
"2010-10-22",77.26,78.24,76.86,78.24,2429600,37.9
"2010-10-25",78.76,79.37,78.16,78.33,2160400,37.95
"2010-10-26",77.96,78.15,77.31,78.03,1573400,37.8
"2010-10-27",77.31,77.73,76.43,77.3,2400000,37.45
"2010-10-28",79.49,81.15,78,79.6,6704400,38.56
"2010-10-29",79.37,81.72,79.37,81.48,3552000,39.47
"2010-11-01",82.12,82.47,80.28,80.8,3683200,39.14
"2010-11-02",81.65,82.68,81.23,82.39,1878400,39.91
"2010-11-03",82.88,83.48,81.48,83.48,3108000,40.44
"2010-11-04",84.19,85.41,83.79,85.16,3345800,41.34
"2010-11-05",85.12,85.68,84.56,85.63,2760400,41.57
"2010-11-08",85,85.48,84.64,85.32,2485200,41.42
"2010-11-09",85.69,85.95,84.4,85.22,4157800,41.37
"2010-11-10",85.32,85.5,83.64,84.47,4936800,41.01
"2010-11-11",83.5,85.9,83.49,85.47,3573000,41.49
"2010-11-12",83.75,84.05,81.74,82.25,5291600,39.93
"2010-11-15",82.73,83.42,81.6,81.65,2783400,39.64
"2010-11-16",80.92,81.47,80.17,80.9,3419400,39.28
"2010-11-17",80.75,81.85,80.36,80.89,1746800,39.27
"2010-11-18",81.78,83.07,81.56,82.78,2034800,40.19
"2010-11-19",82.5,83.44,81.83,83.43,1954400,40.5
"2010-11-22",82.68,83.05,81.12,82.62,1765600,40.11
"2010-11-23",81.39,81.89,79.87,79.98,2905000,38.83
"2010-11-24",80.6,83.99,80.54,83.76,4418200,40.66
"2010-11-26",82.98,83.52,82.43,82.46,1155200,40.03
"2010-11-29",81.99,83.09,81.25,82.63,2788000,40.12
"2010-11-30",81.46,82.76,80.93,81.25,3667000,39.45
"2010-12-01",82.73,84.17,82.51,83.54,1978800,40.56
"2010-12-02",83.66,85.34,83.45,84.98,2091800,41.26
"2010-12-03",84.56,85.76,84.47,85.62,1782800,41.57
"2010-12-06",85.06,85.9,84.86,85.32,1853000,41.42
"2010-12-07",86.86,86.89,84.67,84.85,2752000,41.19
"2010-12-08",85.02,85.34,83.1,83.77,2674200,40.67
"2010-12-09",84.22,84.38,81.97,82.89,2542000,40.24
"2010-12-10",83.24,83.24,81.39,82.42,2501600,40.01
"2010-12-13",82.61,82.98,81.19,81.75,3444000,39.69
"2010-12-14",81.77,82.59,81.65,81.88,2252200,39.75
"2010-12-15",81.56,82.77,81,82.56,3188600,40.08
"2010-12-16",82.45,84.41,81.79,84.32,2882800,40.94
"2010-12-17",84.8,85.8,84.55,85.03,5010600,41.28
"2010-12-20",85.53,85.53,84.29,84.65,1994600,41.1
"2010-12-21",84.84,85.6,84.3,84.97,2023000,41.25
"2010-12-22",85.12,85.19,84.39,85.18,1202600,41.35
"2010-12-23",84.94,85.37,84.02,84.93,1061200,41.23
"2010-12-27",84.67,84.99,84.07,84.86,723400,41.2
"2010-12-28",84.89,85.25,84.51,84.98,945800,41.26
"2010-12-29",87.79,89,86.67,87.16,9238200,42.31
"2010-12-30",87.79,88.71,86,86.34,2812000,41.92
"2010-12-31",86.34,86.74,85.64,86.08,1940800,41.79
"2011-01-03",86.11,88.44,84.65,84.81,4860400,41.17
"2011-01-04",85.32,85.48,83.2,84.4,3493400,40.97
"2011-01-05",83.28,84.39,82.79,84.37,3809400,40.96
"2011-01-06",84.3,84.5,82.21,82.63,3273400,40.12
"2011-01-07",82.82,83.47,82.2,83.1,2586600,40.34
"2011-01-10",82.72,83,81.27,82.34,2548000,39.97
"2011-01-11",82.87,83.65,82.57,82.8,3244200,40.2
"2011-01-12",83.3,84.83,83.12,83.95,3045000,40.76
"2011-01-13",84.01,84.63,83.16,83.86,2113200,40.71
"2011-01-14",83.6,84.16,82.69,84.08,2030000,40.82
"2011-01-18",84.15,85.9,83.78,85.55,2262800,41.53
"2011-01-19",85.97,86.31,85.04,85.94,2937200,41.72
"2011-01-20",85.49,86.52,85.01,85.96,4062400,41.73
"2011-01-21",86.76,87.48,86.03,87.23,3056000,42.35
"2011-01-24",87.12,88.36,86.89,87.11,2564800,42.29
"2011-01-25",86.63,86.91,84.54,85.35,2810400,41.44
"2011-01-26",86.01,86.79,85.04,86.53,1845400,42.01
"2011-01-27",86.66,87.07,85.44,85.88,1340400,41.69
"2011-01-28",86.15,87.83,83.42,86.46,6547600,41.98
"2011-01-31",87.05,91.24,87,91.1,5233200,44.23
"2011-02-01",91.31,92.16,88.66,89.14,3993400,43.28
"2011-02-02",88.31,90.11,88.31,88.99,3202400,43.2
"2011-02-03",89.33,89.7,88.39,88.9,2700800,43.25
"2011-02-04",89.07,89.92,88.54,89.35,3475200,43.47
"2011-02-07",90.88,91.98,88.41,88.71,4806600,43.15
"2011-02-08",88.9,91.02,88.41,91.02,3777000,44.28
"2011-02-09",90.53,91.12,88.41,89.09,2207200,43.34
"2011-02-10",88.65,89.71,87.06,88,4926400,42.81
"2011-02-11",87.53,87.6,86.82,87.06,4099800,42.35
"2011-02-14",86.86,88.42,86.86,88.21,3095800,42.91
"2011-02-15",87.79,88.49,86.55,86.66,2686000,42.16
"2011-02-16",86.98,87.56,85.95,86.35,3040000,42.01
"2011-02-17",86.25,88.21,86.22,87.75,2847400,42.69
"2011-02-18",87.93,89.23,87.53,88.87,3808400,43.23
"2011-02-22",88.54,90.3,87.73,88.71,3351800,43.15
"2011-02-23",89,89.63,88.13,88.44,3726400,43.02
"2011-02-24",88.74,89,86.34,86.76,2465200,42.21
"2011-02-25",87.26,89.32,86.99,89.19,2939200,43.39
"2011-02-28",89.7,92.92,89.06,92.66,5776000,45.08
"2011-03-01",93.17,93.44,90.75,90.95,3943000,44.24
"2011-03-02",90.73,91.26,89.82,91.13,3086000,44.33
"2011-03-03",91.59,92.76,90.91,92.51,2709400,45
"2011-03-04",91.81,93.81,91.81,93.7,3197800,45.58
"2011-03-07",94.12,95,92.61,93.47,3319400,45.47
"2011-03-08",93.47,93.48,90.85,91.03,2288600,44.28
"2011-03-09",91,91.55,89.83,91.16,2564400,44.35
"2011-03-10",90.1,90.35,87.35,87.53,2757200,42.58
"2011-03-11",86.76,90.15,86.25,89.65,1984800,43.61
"2011-03-14",89.42,90.32,88.38,89.96,2173200,43.76
"2011-03-15",87.68,91.16,87.3,90.75,3667400,44.15
"2011-03-16",91.03,93.06,87.85,87.98,6694400,42.8
"2011-03-17",90.22,93.07,90.11,92.63,3443200,45.06
"2011-03-18",93.78,94.11,92.31,93.31,5039400,45.39
"2011-03-21",94.04,95.87,93.9,95.84,2648000,46.62
"2011-03-22",95.8,96.71,95.3,96.03,2367800,46.72
"2011-03-23",96.2,96.74,94.33,96.22,2345200,46.81
"2011-03-24",96.63,96.93,94.55,96.08,1715000,46.74
"2011-03-25",95.84,98,95.71,97.42,2110000,47.39
"2011-03-28",97.37,98.09,96.19,96.27,1871600,46.83
"2011-03-29",96.33,97.98,96.09,97.7,2785400,47.53
"2011-03-30",98.13,98.99,97.55,98,3116600,47.67
"2011-03-31",98.2,98.79,95.99,96.65,3394000,47.02
"2011-04-01",93.93,97.84,93.9,95.67,4795200,46.54
"2011-04-04",96.37,97.45,95.79,97.21,2091800,47.29
"2011-04-05",96.92,98.23,96.33,97.14,2685800,47.26
"2011-04-06",97.82,98.72,96.11,96.94,2328400,47.16
"2011-04-07",96.7,97.28,95.88,96.53,2587800,46.96
"2011-04-08",97,97.54,96.24,96.95,2223000,47.16
"2011-04-11",96.95,97.01,94.02,94.74,1867200,46.09
"2011-04-12",94.01,94.02,90.98,91.59,3280800,44.56
"2011-04-13",92.32,93.36,91.6,92.51,1522600,45
"2011-04-14",91.75,93.07,91.16,92.75,1998200,45.12
"2011-04-15",93.03,94.16,91.85,93.86,2626800,45.66
"2011-04-18",92.47,92.6,91.19,91.97,2791600,44.74
"2011-04-19",91.97,93.62,91.32,93.23,2421600,45.35
"2011-04-20",94.93,96.26,94.93,96.11,3005400,46.75
"2011-04-21",96.21,96.59,94.9,95.56,2145800,46.49
"2011-04-25",95.98,95.98,94.25,95,1958400,46.21
"2011-04-26",94.97,95.5,94.61,95.05,2400000,46.24
"2011-04-27",95.53,95.53,93.6,95.33,2625800,46.38
"2011-04-28",95.92,97.1,93.9,96.11,2712400,46.75
"2011-04-29",95.88,97.07,95.01,96.27,3444200,46.83
"2011-05-02",96.82,97,92.84,93.35,4410400,45.41
"2011-05-03",92.75,92.75,89.72,90.6,5336200,44.07
"2011-05-04",90.68,90.68,88.34,89.13,3355600,43.36
"2011-05-05",87.84,89.37,86.33,87.83,3192000,42.81
"2011-05-06",88.72,90.2,87,88.14,2532400,42.96
"2011-05-09",88.47,89.81,88.1,89.23,2065200,43.5
"2011-05-10",89.42,90.9,88.81,90.34,2833200,44.04
"2011-05-11",89.98,90,86.12,87.63,2209800,42.72
"2011-05-12",87.27,88.02,86,87.39,2400000,42.6
"2011-05-13",87.61,88.78,86.42,87.63,2324600,42.72
"2011-05-16",87.14,87.99,85.79,86.08,2701200,41.96
"2011-05-17",85.74,88.1,85.21,87.91,3980400,42.85
"2011-05-18",88.57,90.48,88.41,89.96,3363400,43.85
"2011-05-19",90.14,90.31,88.23,89.2,2099000,43.48
"2011-05-20",89.41,90.55,87.82,89.68,2901600,43.71
"2011-05-23",88.25,88.62,87.27,87.63,2183600,42.72
"2011-05-24",88.39,90.09,87.88,88.98,2489400,43.37
"2011-05-25",90.11,90.6,88.21,90.11,2230200,43.92
"2011-05-26",89.71,91,89.41,90.79,2260200,44.26
"2011-05-27",92.04,92.48,91.11,92.39,3533800,45.04
"2011-05-31",93.73,94.01,92.27,93.2,3716000,45.43
"2011-06-01",93.3,93.79,90.15,90.49,2979600,44.11
"2011-06-02",90.49,91.19,89.08,90.11,2105800,43.92
"2011-06-03",88.97,90.83,88.2,89.64,2293200,43.7
"2011-06-06",89.21,90.22,86.92,87.23,2267200,42.52
"2011-06-07",88.3,88.87,87.09,87.38,3252000,42.59
"2011-06-08",87.47,88.97,87.12,87.4,1804000,42.6
"2011-06-09",87.84,88.95,87.3,88.68,1778000,43.23
"2011-06-10",87.95,88.28,86.62,86.67,2106400,42.25
"2011-06-13",85.22,87.7,84.13,85.22,2368000,41.54
"2011-06-14",86.29,87.6,86.08,86.91,2625000,42.36
"2011-06-15",85.91,86.36,83.64,84.53,2923400,41.2
"2011-06-16",84.62,85.38,82.5,83.73,3810600,40.81
"2011-06-17",84.55,84.65,82.92,83.42,3327600,40.66
"2011-06-20",82.99,84.01,82.6,83.56,2268000,40.73
"2011-06-21",83.98,86.13,83.88,85.85,2551600,41.85
"2011-06-22",85.65,87.03,85.4,85.47,2137000,41.66
"2011-06-23",83.97,85.78,82.7,85.63,3069200,41.74
"2011-06-24",85.32,85.93,84.72,85.32,3582000,41.59
"2011-06-27",84.92,86.01,84.53,85.7,1712400,41.77
"2011-06-28",86.25,88.7,86.04,88.68,2999200,43.23
"2011-06-29",88.82,90.56,88.13,89.35,3005000,43.55
"2011-06-30",89.6,90.19,88.8,89.63,3700000,43.69
"2011-07-01",89.65,90.49,88.57,90.36,2183400,44.05
"2011-07-05",90.36,92.07,90.09,91.3,3041800,44.5
"2011-07-06",91.18,91.27,89.89,90.76,1458400,44.24
"2011-07-07",92.21,92.6,90.97,92.02,2091600,44.86
"2011-07-08",90.55,91.99,90.41,91.43,2269800,44.57
"2011-07-11",89.79,90.3,88.82,89.26,1832600,43.51
"2011-07-12",88.97,90.51,88.97,89.49,2041600,43.62
"2011-07-13",89.99,91.5,89.77,90.37,1892600,44.05
"2011-07-14",90.87,91.4,89.73,89.85,2176400,43.8
"2011-07-15",90.98,93.08,90.76,92.99,3806400,45.33
"2011-07-18",92.53,92.77,91.18,92.05,2030400,44.87
"2011-07-19",92.71,94.16,92.46,94.1,2202600,45.87
"2011-07-20",94.52,94.58,93.61,94.1,2335200,45.87
"2011-07-21",94.69,97.42,94.54,96.87,3242800,47.22
"2011-07-22",96.81,97.6,95.78,97.57,2010800,47.56
"2011-07-25",96.45,98.47,96.03,97.63,2399400,47.59
"2011-07-26",97.46,98.62,96.69,97.47,2740600,47.51
"2011-07-27",96.85,96.97,94.9,95.33,3121600,46.47
"2011-07-28",94.89,100.41,94.33,99.01,5642800,48.26
"2011-07-29",97.58,100.46,96.16,99.68,6035200,48.59
"2011-08-01",101.04,101.27,98.28,99.62,3240600,48.56
"2011-08-02",98.88,100.2,96.2,96.23,3364600,46.91
"2011-08-03",96.23,96.81,93.78,96.07,3801000,46.83
"2011-08-04",94.47,94.47,88.59,88.78,5840000,43.38
"2011-08-05",90.28,91.31,85.47,89.05,6057800,43.51
"2011-08-08",86.58,87.22,82.19,82.46,5663000,40.29
"2011-08-09",84.1,86.69,80.78,86.51,5757800,42.27
"2011-08-10",84.44,87.05,82.52,83.11,4656400,40.61
"2011-08-11",84.39,88.74,82.92,87.45,4872600,42.73
"2011-08-12",88.66,88.96,86.69,87.45,2692400,42.73
"2011-08-15",88.14,90.69,88.14,89.85,2504200,43.9
"2011-08-16",88.61,89.73,86.74,87.9,2311600,42.95
"2011-08-17",88.59,90.67,87.49,87.94,2275400,42.97
"2011-08-18",85.73,85.92,81.77,83.03,5184600,40.57
"2011-08-19",81.91,84.37,81.1,81.24,3825200,39.69
"2011-08-22",83,83.87,79.14,79.5,3872400,38.84
"2011-08-23",80.15,83.5,79.34,83.45,3390400,40.77
"2011-08-24",82.9,83.97,82.2,83.83,1967800,40.96
"2011-08-25",84.29,85.15,81.31,81.78,4544600,39.96
"2011-08-26",80.97,82.82,79,82.46,3691000,40.29
"2011-08-29",83.88,85.06,83.53,84.99,3083400,41.52
"2011-08-30",84.37,87.45,83.97,86.85,3806400,42.43
"2011-08-31",87.65,89.15,87.25,88.36,4951400,43.17
"2011-09-01",88.99,90.43,87.33,87.57,3755400,42.78
"2011-09-02",85.32,86.61,84.41,85.97,2778600,42
"2011-09-06",82.68,84.64,81.32,84.5,3490600,41.28
"2011-09-07",85.83,86.99,85.29,85.97,3318800,42
"2011-09-08",85.38,86.39,83.7,84.31,5078000,41.19
"2011-09-09",83.34,84.04,81.06,81.94,3778400,40.03
"2011-09-12",80.73,82.27,78.05,80.59,5591400,39.37
"2011-09-13",80.96,81.44,79.59,80.53,3999000,39.34
"2011-09-14",80.94,82.45,79.25,81.21,3677200,39.68
"2011-09-15",82.24,82.62,80.98,82.48,3090000,40.3
"2011-09-16",82.96,83.05,81.14,81.87,4457400,40
"2011-09-19",80.19,80.46,78.45,79.48,4934000,38.83
"2011-09-20",81.28,83.84,80.86,81.35,5608600,39.75
"2011-09-21",81.15,81.15,77.07,77.09,6761200,37.66
"2011-09-22",73.96,73.96,69.25,71.12,8533000,34.75
"2011-09-23",70.42,72.27,69.96,70.25,4209600,34.32
"2011-09-26",70.56,72.99,69.98,72.93,4361200,35.63
"2011-09-27",74.78,76.44,74.29,74.73,4925200,36.51
"2011-09-28",74.61,74.97,71.23,71.39,3161800,34.88
"2011-09-29",73.78,73.8,71.01,72.78,3514800,35.56
"2011-09-30",71.46,72.65,70.49,70.8,4280400,34.59
"2011-10-03",69.89,71.34,68.57,68.57,4485600,33.5
"2011-10-04",67.16,72.61,65.91,72.46,5800000,35.4
"2011-10-05",72.85,74.46,71.11,74.08,4411200,36.19
"2011-10-06",73.58,77.3,73,76.51,3769600,37.38
"2011-10-07",76.7,76.93,74.34,75.28,3837200,36.78
"2011-10-10",76.97,78.73,76.97,78.73,2626400,38.47
"2011-10-11",78.31,81.19,78.3,80.54,4467800,39.35
"2011-10-12",81.37,83.05,80.45,81.41,3716400,39.77
"2011-10-13",80.67,81.43,78.92,81.1,2773200,39.62
"2011-10-14",82.85,83.82,82.14,83.64,2666400,40.86
"2011-10-17",83.3,83.67,81.19,81.49,3928000,39.81
"2011-10-18",81.1,84.12,79.52,83.66,4207200,40.87
"2011-10-19",83.2,86.12,82.47,84.14,4966000,41.11
"2011-10-20",84.04,87.26,83.66,86.81,6229200,42.41
"2011-10-21",87.71,90.11,87.06,90.07,5205000,44.01
"2011-10-24",91,91.34,89.28,90.33,4185600,44.13
"2011-10-25",89.68,89.74,86.67,87.25,3191400,42.63
"2011-10-26",89.03,89.36,86.09,88.79,2587800,43.38
"2011-10-27",90.88,94.88,90.88,93.73,4707200,45.79
"2011-10-28",92.89,94.36,92.71,93.71,2364400,45.78
"2011-10-31",92.49,92.49,89.3,89.34,3181000,43.65
"2011-11-01",86.44,86.58,84.34,84.99,5217200,41.52
"2011-11-02",87.01,88.62,85.86,88.45,3411400,43.21
"2011-11-03",89.6,91.6,87.91,91.32,2982400,44.73
"2011-11-04",90.53,91.37,89.21,91.1,2175600,44.62
"2011-11-07",90.99,91.85,89.6,91.21,1756000,44.67
"2011-11-08",91.77,93.48,91.02,93.3,2526000,45.7
"2011-11-09",90.44,90.52,88.51,88.67,3462800,43.43
"2011-11-10",90.16,93.03,89.25,92.71,4263000,45.41
"2011-11-11",93.72,95.5,93.54,94.75,2834200,46.41
"2011-11-14",94.28,95.5,93.91,94.84,3108600,46.45
"2011-11-15",94.81,95.66,92.74,94.45,3877000,46.26
"2011-11-16",93.97,96.79,93.6,94.66,4009000,46.36
"2011-11-17",94.14,95.85,91.92,92.86,4241400,45.48
"2011-11-18",93.92,94.66,91.61,92.54,2628400,45.33
"2011-11-21",91.26,91.61,87.42,89.88,3532400,44.02
"2011-11-22",89.46,91.69,88.37,90.37,3506800,44.26
"2011-11-23",88.82,89.11,86.41,86.99,3021400,42.61
"2011-11-25",86.97,87.8,86.12,86.2,730800,42.22
"2011-11-28",89.65,92.44,89.6,91.45,3147800,44.79
"2011-11-29",92.2,93.86,91,91.99,4308000,45.06
"2011-11-30",95.99,98.54,94.99,98.39,4864000,48.19
"2011-12-01",97.92,98.99,97.31,97.6,2141600,47.8
"2011-12-02",98.87,99.1,97.03,97.33,2612000,47.67
"2011-12-05",98.79,99.04,96.97,98.01,2682000,48
"2011-12-06",98.13,99.17,97.3,98.38,2277000,48.19
"2011-12-07",97.83,97.95,95.02,96.08,3594400,47.06
"2011-12-08",95.61,96.1,92.87,93.17,2170800,45.63
"2011-12-09",94.1,95.8,94.1,95.53,2554000,46.79
"2011-12-12",94.26,94.39,91.13,92.27,2389800,45.19
"2011-12-13",92.83,94.28,90.5,91.46,2443400,44.8
"2011-12-14",90.39,90.58,87.73,88.51,3025600,43.35
"2011-12-15",90.02,90.63,88.54,89.06,2741000,43.62
"2011-12-16",89.9,91.15,89.18,90.06,2820200,44.11
"2011-12-19",90.6,90.6,87.52,87.78,1944000,42.99
"2011-12-20",90.14,92.96,90.11,92.81,2717000,45.46
"2011-12-21",93.57,95.45,92.66,94.56,2996200,46.31
"2011-12-22",94.59,95.39,93.43,94.81,2261200,46.44
"2011-12-23",95.28,96.14,94.3,95.38,1288400,46.72
"2011-12-27",95.15,96.2,94.77,95.64,1037800,46.84
"2011-12-28",96.77,96.99,93.86,94.02,3850800,46.05
"2011-12-29",94.47,96.58,94.36,96.03,2553400,47.03
"2011-12-30",95.7,95.99,94.23,94.39,2015200,46.23
"2012-01-03",96.87,98.38,96.5,97.76,2494400,47.88
"2012-01-04",97.36,98.7,96.35,98.58,2322200,48.28
"2012-01-05",97.54,98.19,97,97.5,2637400,47.75
"2012-01-06",97.55,97.55,96.1,96.72,1468000,47.37
"2012-01-09",97,98.7,96.73,98.33,1923000,48.16
"2012-01-10",99.83,99.98,97.71,98.73,2553800,48.36
"2012-01-11",98.05,98.22,96.94,97.49,2448200,47.75
"2012-01-12",97.41,97.5,95.08,95.23,2422600,46.64
"2012-01-13",94.49,95.97,94.04,95.91,2287400,46.98
"2012-01-17",97.16,97.41,94.72,95.86,2526200,46.95
"2012-01-18",96.08,97.42,95.48,97.39,1727800,47.7
"2012-01-19",97.63,99.02,97.2,97.49,2593000,47.75
"2012-01-20",97.32,97.61,95.53,96.32,1951000,47.18
"2012-01-23",96.5,102.57,96.5,102.21,5663800,50.06
"2012-01-24",101.19,101.75,99.96,100.46,2372000,49.2
"2012-01-25",100,102.5,98.82,102.11,2885800,50.01
"2012-01-26",102.58,103.16,99.43,100.09,2521600,49.02
"2012-01-27",99.98,101.59,99.42,100.5,2459800,49.22
"2012-01-30",99.57,101.36,98.9,101.23,2277800,49.58
"2012-01-31",101.98,102.47,100.41,100.67,2538600,49.31
"2012-02-01",101.75,102.2,100.3,101.82,1927600,49.87
"2012-02-02",101.8,103.2,100.96,102.27,1972800,50.2
"2012-02-03",103.5,103.9,102.02,102.96,2835000,50.54
"2012-02-06",102.57,103.95,102,103.77,2004600,50.94
"2012-02-07",103.65,104.42,100.47,103.67,4616800,50.89
"2012-02-08",103.59,105,103.38,104.36,3418400,51.23
"2012-02-09",101.65,105,101.49,103.53,6153400,50.82
"2012-02-10",102.14,102.32,100.27,101.15,4259600,49.65
"2012-02-13",102.75,103.77,100.93,103.75,3870200,50.93
"2012-02-14",103.35,104.22,102.89,103.99,2808600,51.04
"2012-02-15",104.16,105.08,102.84,103.31,3065600,50.71
"2012-02-16",103.3,104.14,102.1,103.66,2256600,50.88
"2012-02-17",104.33,105.46,103.05,104.01,2494800,51.05
"2012-02-21",104.87,105.16,102.1,103.18,2558800,50.65
"2012-02-22",102.98,104.73,102.84,103.48,2141800,50.79
"2012-02-23",103.42,104.6,102.22,104.48,2174800,51.28
"2012-02-24",104.63,105.09,104.06,104.57,2015000,51.33
"2012-02-27",103.86,104.37,102.64,102.66,2235800,50.39
"2012-02-28",102.93,104.09,102.05,102.48,2302400,50.3
"2012-02-29",102.53,102.7,97.5,97.65,5784200,47.93
"2012-03-01",97.92,98.08,94.29,95.93,7980600,47.09
"2012-03-02",95.58,96.78,94.03,94.48,4220600,46.38
"2012-03-05",93.8,96.75,93.57,96.55,3818200,47.39
"2012-03-06",94.66,95.3,93.9,94.75,2699400,46.51
"2012-03-07",94.54,95.75,94.22,95.4,1564200,46.83
"2012-03-08",96.26,96.5,94.69,95.45,1805800,46.85
"2012-03-09",95.86,97.61,95.7,96.53,2827400,47.38
"2012-03-12",96.46,96.46,95.02,96.07,2013600,47.16
"2012-03-13",96.45,97.69,95.63,97.55,3140600,47.88
"2012-03-14",97.7,99.69,97.57,98.22,3433200,48.21
"2012-03-15",100.27,100.9,98.87,99.06,3675800,48.62
"2012-03-16",99.27,100.52,99.21,99.69,3643200,48.93
"2012-03-19",100.04,100.53,98.69,100.14,1666800,49.15
