"","CF.Open","CF.High","CF.Low","CF.Close","CF.Volume","CF.Adjusted"
"2012-04-05",187.32,189.94,185.07,186.64,1234000,182.73
"2012-04-09",183.19,185.64,181.75,182.74,1239400,178.91
"2012-04-10",181.51,183.75,178.19,179.04,1610600,175.29
"2012-04-11",181.67,184.2,181.38,181.85,1392500,178.04
"2012-04-12",182.79,190.5,182.34,188.89,1730300,184.93
"2012-04-13",188.85,190.9,185.55,186.25,1650900,182.35
"2012-04-16",187.2,188.97,181.65,182.78,1566300,178.95
"2012-04-17",183.97,187.75,182.5,186.75,1146300,182.83
"2012-04-18",185.3,189.83,184.59,186.27,1670200,182.37
"2012-04-19",186.78,188.38,184.13,185.8,891200,181.9
"2012-04-20",186.45,188.58,186.04,186.67,860300,182.76
"2012-04-23",184,185.49,179.71,182.31,1464600,178.49
"2012-04-24",182.13,184.69,180.51,181.4,1248600,177.6
"2012-04-25",186.13,192.35,185.13,192.24,2117900,188.21
"2012-04-26",191.25,195.29,189.44,192.99,1981600,188.94
"2012-04-27",193.83,199.39,192.88,197.97,2002900,193.82
"2012-04-30",197.79,198.68,192.73,193.06,1560700,189.01
"2012-05-01",193.08,196.87,190.86,195.21,1604800,191.12
"2012-05-02",197.51,201.24,196.24,200.13,2378200,195.93
"2012-05-03",201.01,203.32,194.8,197.48,2339600,193.34
"2012-05-04",194.24,194.92,181.61,183.91,3837300,180.05
"2012-05-07",180.81,187.36,180.33,183.91,1900000,180.05
"2012-05-08",182.29,183.26,177.47,182.9,2124600,179.07
"2012-05-09",175.29,179.53,173.5,175.19,2396500,171.52
"2012-05-10",177.57,177.73,171.23,172.17,2083900,168.56
"2012-05-11",170.37,174.45,168.1,172.18,1639700,168.96
"2012-05-14",168.98,169.62,165.7,165.78,1948500,162.68
"2012-05-15",166.96,168.5,163.02,163.56,1578800,160.5
"2012-05-16",164.44,166.51,159.55,160.53,1679100,157.53
"2012-05-17",161.81,162.76,154.17,154.25,2575200,151.37
"2012-05-18",155.67,160.34,155.27,157.01,2150900,154.08
"2012-05-21",156.62,166.57,156.62,166.15,1835600,163.05
"2012-05-22",167.13,167.13,160.42,161.48,2172900,158.46
"2012-05-23",159.8,167.84,158.92,167.32,1768900,164.19
"2012-05-24",168.38,171.78,165.21,168.08,1979800,164.94
"2012-05-25",168,169.44,165.19,166.56,1215500,163.45
"2012-05-29",168.49,173.8,168.44,173.2,1448400,169.96
"2012-05-30",170.85,174.41,169.33,172.58,1681900,169.36
"2012-05-31",172.14,172.82,169.02,170.96,1463900,167.77
"2012-06-01",166.04,167.6,160.72,162.09,1827400,159.06
"2012-06-04",163.12,163.67,156.61,159.75,1470300,156.77
"2012-06-05",159.02,167.6,159.02,166.84,1371800,163.72
"2012-06-06",169.1,171.08,168.43,168.92,1285800,165.76
"2012-06-07",172.42,172.69,165.8,166.35,1426800,163.24
"2012-06-08",166.18,170.52,164.2,170.52,1084800,167.33
"2012-06-11",173.51,173.79,166.32,166.42,1083600,163.31
"2012-06-12",168.18,169.5,165.8,168.74,945600,165.59
"2012-06-13",168.34,168.34,162.82,164.14,1542100,161.07
"2012-06-14",164.29,165.4,161.88,163.81,859800,160.75
"2012-06-15",164.52,165.56,162.14,165.11,943500,162.03
"2012-06-18",164.12,171.65,164.12,170.91,1141100,167.72
"2012-06-19",172.8,180.91,172.78,180.86,2355100,177.48
"2012-06-20",180.98,181.44,176.89,179.46,1441000,176.11
"2012-06-21",179.62,180.25,174.4,175.08,849500,171.81
"2012-06-22",176.12,178.8,175.56,177.69,1664900,174.37
"2012-06-25",180.04,185.78,179.51,183.66,1907100,180.23
"2012-06-26",185.52,190.75,185.2,188.93,2077000,185.4
"2012-06-27",190.6,194,188.54,190.39,1905200,186.83
"2012-06-28",186.88,190.31,185.89,190.04,1372800,186.49
"2012-06-29",195.62,195.8,191.52,193.74,1567200,190.12
"2012-07-02",195.76,196.71,191.55,193.44,902200,189.83
"2012-07-03",194.42,199.95,194.42,199.35,1081700,195.63
"2012-07-05",199.06,202.33,197.24,199.76,1225200,196.03
"2012-07-06",196.81,197.7,194.7,196.17,963200,192.5
"2012-07-09",198,199.26,194.77,195.65,1037100,191.99
"2012-07-10",196.33,196.84,190.1,190.97,1063500,187.4
"2012-07-11",196,197.52,191.54,194.69,1972400,191.05
"2012-07-12",193.11,194.81,190.16,193.49,1322800,189.87
"2012-07-13",194.17,196.5,192.55,195.2,1008900,191.55
"2012-07-16",194.33,200.35,193,198.65,1406800,194.94
"2012-07-17",199.88,205.11,199.88,203.64,1972000,199.84
"2012-07-18",205.68,208.43,204.35,206.22,1626700,202.37
"2012-07-19",205.97,206.11,202.25,203.65,1064400,199.84
"2012-07-20",201.49,204.74,199,202.77,1295400,198.98
"2012-07-23",198.13,201.03,196.18,197.94,1251500,194.24
"2012-07-24",198.7,200,191.37,193.97,1697000,190.35
"2012-07-25",195.7,196.7,191.17,195.59,1225400,191.94
"2012-07-26",197.1,198.6,192.2,194.62,1250900,190.98
"2012-07-27",196.73,201.2,194.98,200.29,1277700,196.55
"2012-07-30",200.74,200.88,196.74,197.5,894000,193.81
"2012-07-31",198.22,198.81,194.93,195.76,1156300,192.1
"2012-08-01",197.29,198.37,194.5,194.62,881100,190.98
"2012-08-02",192.31,196.6,190.88,194.39,1125700,190.76
"2012-08-03",200.64,205.11,200.03,202.02,1871900,198.25
"2012-08-06",203.71,204.49,198.61,203.46,1489500,199.66
"2012-08-07",202.71,207.66,199.96,206.07,2404200,202.22
"2012-08-08",205.75,211.25,204.88,207.43,1514400,203.55
"2012-08-09",206.41,215.18,206.1,212.86,1715200,208.88
"2012-08-10",212.02,212.6,206.62,207.95,1739600,204.45
"2012-08-13",209.77,210.28,206.68,208.72,1107100,205.21
"2012-08-14",210.2,211.2,207.63,208.11,896800,204.61
"2012-08-15",208.68,211.68,207.72,211.52,950500,207.96
"2012-08-16",211.49,216.85,210.58,216.09,1303500,212.45
"2012-08-17",216.36,217.48,215.42,216.63,825300,212.98
"2012-08-20",216.5,218.25,212.95,215.58,1010100,211.95
"2012-08-21",215.04,216.8,210.5,211.4,931800,207.84
"2012-08-22",211.27,213.8,209.06,213.8,716800,210.2
"2012-08-23",212.55,213.01,206.28,206.73,1002200,203.25
"2012-08-24",207.08,208.89,205.66,207.59,908300,204.09
"2012-08-27",207.62,207.62,205.28,205.94,544800,202.47
"2012-08-28",205,207.62,204.38,206.8,759800,203.32
"2012-08-29",207.68,207.99,204.81,207.5,830500,204.01
"2012-08-30",207.19,207.19,202.45,203.56,565900,200.13
"2012-08-31",205.4,208.27,203.13,207.01,691200,203.52
"2012-09-04",206.83,209.14,202.57,204.75,960700,201.3
"2012-09-05",206.94,208.96,203.16,208.26,971900,204.75
"2012-09-06",210.01,213.35,209.04,212.88,915300,209.3
"2012-09-07",213.22,216.33,213.22,214.97,832900,211.35
"2012-09-10",216.51,216.51,212.15,212.15,765600,208.58
"2012-09-11",212,214.88,211.12,211.29,845600,207.73
"2012-09-12",209.09,217.1,209.09,214.59,1432100,210.98
"2012-09-13",214.99,221.76,213.08,220.45,1230000,216.74
"2012-09-14",225.1,227.99,221.82,223.69,1474900,219.92
"2012-09-17",221.85,221.85,218.34,220.41,894600,216.7
"2012-09-18",220.53,223,217.41,219.81,783800,216.11
"2012-09-19",220.01,224.07,220.01,222.82,1087100,219.07
"2012-09-20",221.46,221.77,216.11,219.93,1342900,216.23
"2012-09-21",221.63,222,218.25,218.7,971200,215.02
"2012-09-24",216.11,218.5,216.11,216.78,567900,213.13
"2012-09-25",217.22,218.75,213.99,214.14,855500,210.53
"2012-09-26",214.35,217.11,213.1,215.9,793500,212.26
"2012-09-27",217.88,220.67,216.59,220.12,746200,216.41
"2012-09-28",220.35,222.94,220.1,222.24,1268800,218.5
"2012-10-01",223.04,226.5,222.9,224.51,978000,220.73
"2012-10-02",223.13,224.44,219.83,222.02,1097100,218.28
"2012-10-03",220.54,221.9,218.31,219.98,1027600,216.28
"2012-10-04",220.77,223.65,220.12,223.6,768400,219.84
"2012-10-05",225.16,225.55,220.66,221.92,717300,218.18
"2012-10-08",220.77,221.15,217.3,218.17,753900,214.5
"2012-10-09",217.48,220.52,216.54,218.17,784200,214.5
"2012-10-10",217.19,218.47,213.17,213.65,1069800,210.05
"2012-10-11",215.75,219.93,214.63,214.78,1188100,211.16
"2012-10-12",215.41,215.53,210.05,210.51,911500,206.97
"2012-10-15",207,210.09,206.55,209.77,758400,206.24
"2012-10-16",210.93,215.31,210.21,213.26,969400,209.67
"2012-10-17",212.75,216.88,211.95,215.96,645400,212.32
"2012-10-18",214.83,215.3,210.8,211.6,804300,208.04
"2012-10-19",210.36,211.17,205.56,206.68,1388900,203.2
"2012-10-22",205.4,209.89,205.4,209.82,836900,206.29
"2012-10-23",205.75,206.53,200.87,205.55,1214900,202.09
"2012-10-24",207.05,207.7,204.41,205,862900,201.55
"2012-10-25",205.59,205.59,201.57,203.61,830900,200.18
"2012-10-26",204.16,206.02,202.05,204.82,586000,201.37
"2012-10-31",205.11,207.16,203.77,205.19,581600,201.74
"2012-11-01",205.63,211,204.92,210.88,804300,207.33
"2012-11-02",206,210.28,198.57,199.03,2289100,195.68
"2012-11-05",198.12,206.48,198.12,205.48,1248300,202.02
"2012-11-06",207.99,208.8,205,206.33,1357000,202.86
"2012-11-07",202.9,204,200.13,201.99,965000,198.59
"2012-11-08",202.54,202.7,191.9,195.75,1628300,192.45
"2012-11-09",193.92,199.68,192.82,196.04,877400,192.74
"2012-11-12",196.88,198.68,195.55,197.2,712200,193.88
"2012-11-13",196.22,199.94,195.56,197.27,983700,193.95
"2012-11-14",194.97,199.62,194.63,195.24,851200,192.34
"2012-11-15",195.88,198.34,193.08,194.8,1029100,191.91
"2012-11-16",195.93,197.52,194.35,195.58,1007600,192.68
"2012-11-19",198.99,203.91,197.67,203.65,1107900,200.63
"2012-11-20",202.8,207.2,201.79,205.82,855500,202.77
"2012-11-21",204.71,207.64,204.2,207.25,618400,204.17
"2012-11-23",208.81,210.17,208.26,210.12,395200,207
"2012-11-26",209.73,209.79,205.08,208.38,589000,205.29
"2012-11-27",208.67,210.41,207.76,208.29,670100,205.2
"2012-11-28",206,208.92,204.22,208.54,693100,205.45
"2012-11-29",210.11,214.75,209.97,213.3,1212200,210.13
"2012-11-30",213.39,214.56,212.11,214.03,925700,210.85
"2012-12-03",213.43,215,209,209.28,1006500,206.17
"2012-12-04",208.9,213.24,208.59,212.52,1011600,209.37
"2012-12-05",213.15,213.4,210.45,211.74,747500,208.6
"2012-12-06",211.89,213.5,209.21,211.71,530600,208.57
"2012-12-07",213.88,213.88,211.3,212.31,438800,209.16
"2012-12-10",212.17,214.39,211.84,213.69,491000,210.52
"2012-12-11",214.48,218.5,213.85,217.22,780700,214
"2012-12-12",215.92,216.86,208.77,209.69,1441600,206.58
"2012-12-13",209.34,209.92,201.22,202.51,1735800,199.5
"2012-12-14",201.04,206.95,201.04,205.99,863500,202.93
"2012-12-17",206.73,206.76,201.9,205.26,1086700,202.21
"2012-12-18",205.9,207.38,203.1,205.48,1057100,202.43
"2012-12-19",205.78,208.38,205.54,205.66,724400,202.61
"2012-12-20",205,205.26,200.68,204.28,1044000,201.25
"2012-12-21",200.5,202.93,199.6,199.8,1107500,196.84
"2012-12-24",199.58,201.86,198.4,201.21,342700,198.22
"2012-12-26",201.85,203.9,200.76,202.17,357400,199.17
"2012-12-27",202.56,203.62,199,201.41,644600,198.42
"2012-12-28",199.89,201.49,199.23,199.64,459400,196.68
"2012-12-31",198.87,203.98,198.48,203.16,825900,200.15
"2013-01-02",208.94,209.72,205.02,207.24,1009700,204.16
"2013-01-03",207.06,209.3,205.49,206.26,805100,203.2
"2013-01-04",207.42,211.81,207.42,210.88,906800,207.75
"2013-01-07",210.07,210.7,206.91,210.09,720800,206.97
"2013-01-08",209.43,209.43,206.23,207.01,1012600,203.94
"2013-01-09",207,215.85,207,214.25,1645300,211.07
"2013-01-10",216.03,218.21,213.21,217.47,1993500,214.24
"2013-01-11",217.62,219.78,215.78,218.17,1976900,214.93
"2013-01-14",218.23,219.54,217,218.69,719700,215.44
"2013-01-15",218.59,218.82,216,217.01,756100,213.79
"2013-01-16",216.36,219.22,215.34,217.85,643100,214.62
"2013-01-17",218.9,218.9,216.81,217.4,670600,214.17
"2013-01-18",218.49,220.58,216.35,219.06,923000,215.81
"2013-01-22",220.1,224.4,219.59,223.68,1069700,220.36
"2013-01-23",223.68,225.26,222.92,223.78,781900,220.46
"2013-01-24",224.23,228.07,223.84,226.47,1172700,223.11
"2013-01-25",230.01,231.5,226.74,230.28,1061400,226.86
"2013-01-28",230.66,230.66,226.84,228.19,772200,224.8
"2013-01-29",228.2,229.8,227.98,229.08,477200,225.68
"2013-01-30",228.85,233.43,228.56,230.49,769000,227.07
"2013-01-31",228.92,231.33,227.42,229.17,757000,225.77
"2013-02-01",231.78,231.78,229.23,229.96,811800,226.55
"2013-02-04",229.38,230.12,228.21,228.91,909200,225.51
"2013-02-05",229.93,230.77,227.25,227.52,655900,224.14
"2013-02-06",225.9,227.93,225.3,225.92,498600,222.57
"2013-02-07",227.31,228.43,224.18,225.33,608100,221.99
"2013-02-08",225.4,227.03,224,226.16,467100,222.8
"2013-02-11",226.21,227.33,224.3,225.62,336000,222.27
"2013-02-12",226.72,226.72,220.11,220.34,1076400,217.07
"2013-02-13",220.71,221.92,216.11,217.89,1132800,214.66
"2013-02-14",218.72,219.16,216.11,217.86,696600,215.02
"2013-02-15",217.55,217.91,214.47,216.67,1155600,213.85
"2013-02-19",217.4,219.9,216.58,218.53,1056700,215.68
"2013-02-20",216.94,216.94,206.3,207.07,2661800,204.37
"2013-02-21",203.18,205.19,199.6,203.93,1993200,201.27
"2013-02-22",203.71,203.9,199.02,201.52,1495300,198.89
"2013-02-25",202.61,203.24,197.22,197.26,1481200,194.69
"2013-02-26",198.05,198.69,189.82,195.23,3099600,192.69
"2013-02-27",195.06,200.13,194.56,198.87,1251300,196.28
"2013-02-28",198.35,202.35,197.64,200.83,1293300,198.21
"2013-03-01",199.55,201.98,198.11,201.5,1361100,198.88
"2013-03-04",201,201.18,198.57,200.42,1616200,197.81
"2013-03-05",201.39,203.35,200.33,201.53,951600,198.9
"2013-03-06",202.85,204.41,201.24,202.02,1143800,199.39
"2013-03-07",202.11,203.61,200.55,202.76,1015700,200.12
"2013-03-08",204.01,207.6,201.87,207.14,1326300,204.44
"2013-03-11",206.94,208.6,205.35,208.15,1121300,205.44
"2013-03-12",207.71,207.98,205.5,206.72,976700,204.03
"2013-03-13",206.85,207.97,203.14,203.91,1103600,201.25
"2013-03-14",204.71,204.86,201.78,203.51,1088400,200.86
"2013-03-15",202.1,205.42,201.69,203.89,1644600,201.23
"2013-03-18",200.99,202.98,199,202.07,1544200,199.44
"2013-03-19",202.21,202.67,195.25,196.41,1385000,193.85
"2013-03-20",197.88,198,195.46,196.5,975200,193.94
"2013-03-21",195.5,195.94,193.75,193.86,820800,191.33
"2013-03-22",194.15,194.85,192.31,193.25,757400,190.73
"2013-03-25",193.98,194.33,190.11,191.51,1128900,189.02
"2013-03-26",192.48,193.5,190.29,193.33,973900,190.81
"2013-03-27",191.24,193.32,190.12,191.76,1040400,189.26
"2013-03-28",191.79,193.94,189.74,190.37,1035300,187.89
"2013-04-01",189.79,190.29,188.56,190.02,1062200,187.54
"2013-04-02",190.7,191.34,184.94,186.12,1777200,183.7
"2013-04-03",187.06,187.96,184.29,187.42,1619500,184.98
"2013-04-04",187.01,190.48,186.96,190.07,1025600,187.59
"2013-04-05",186.9,190.29,186.84,189.97,835000,187.5
"2013-04-08",189.82,190.28,188,189.69,412000,187.22
"2013-04-09",190.48,193.5,190.17,190.98,815600,188.49
"2013-04-10",191.5,192.17,188.7,191.14,958900,188.65
"2013-04-11",191.14,191.14,188.05,188.49,872600,186.03
"2013-04-12",187.79,187.79,180.92,182.24,2306000,179.87
"2013-04-15",180.53,181.17,175.4,175.49,1268500,173.2
"2013-04-16",176.81,178.23,175.03,176.99,1204900,174.68
"2013-04-17",175.62,175.62,170.53,172.83,1369300,170.58
"2013-04-18",173.61,179.76,173.61,178.06,1520100,175.74
"2013-04-19",178.72,180.37,177.02,179.15,960500,176.82
"2013-04-22",178.83,179.78,176.03,178.14,777100,175.82
"2013-04-23",179.04,179.94,175.6,179.42,1416400,177.08
"2013-04-24",180.02,187.5,179.88,187.09,1115900,184.65
"2013-04-25",188.03,193.67,188,191.19,1293900,188.7
"2013-04-26",190.24,190.42,185.22,185.75,725900,183.33
"2013-04-29",187.75,188.8,185.69,188.8,866200,186.34
"2013-04-30",188.83,188.92,185.54,186.51,1031600,184.08
"2013-05-01",185.76,185.76,182.69,183.44,816800,181.05
"2013-05-02",184.24,184.99,181.42,183.96,706000,181.56
"2013-05-03",185.69,186.39,183.39,184,1013500,181.6
"2013-05-06",184.53,186.52,183.63,186.12,603600,183.7
"2013-05-07",186.23,189,185.62,187.19,1237800,184.75
"2013-05-08",186.11,191.32,185,190.71,1265000,188.23
"2013-05-09",191.12,197.38,191,194.99,1310400,192.45
"2013-05-10",196.45,196.71,190.14,194.97,1021100,192.43
"2013-05-13",193.66,194.36,190.65,191.67,815200,189.17
"2013-05-14",191.58,193,190.3,192.82,654400,190.31
"2013-05-15",190.89,192.86,188.8,190.12,1197500,188.03
"2013-05-16",190.4,193.41,188.62,190.75,697300,188.66
"2013-05-17",191.22,191.93,189.09,190.52,979200,188.43
"2013-05-20",189.65,191.75,188.41,191.48,615300,189.38
"2013-05-21",191.1,194.11,188.43,188.53,910400,186.46
"2013-05-22",188.57,192.68,187.35,188.92,1023700,186.85
"2013-05-23",186.39,190.11,185.28,188.88,769600,186.81
"2013-05-24",187.64,187.65,184.85,186.73,565000,184.68
"2013-05-28",189.43,190.62,188.04,188.88,581000,186.81
"2013-05-29",188.39,195.24,187.6,194,948800,191.87
"2013-05-30",194.66,195.45,192.58,194.68,769300,192.54
"2013-05-31",193.65,194.25,190.92,190.96,666400,188.86
"2013-06-03",191.59,193.73,190.78,193.56,728900,191.44
"2013-06-04",193.16,195.34,191.91,194.02,795900,191.89
"2013-06-05",193.16,195.76,191.52,191.81,1224200,189.7
"2013-06-06",190.9,193.18,189.2,192.88,826600,190.76
"2013-06-07",193.1,194.9,192.27,194.42,644400,192.29
"2013-06-10",195.28,196.25,192.53,193.78,618700,191.65
"2013-06-11",191.86,191.86,187.59,187.76,743700,185.7
"2013-06-12",188.89,189.89,182.93,183.5,1097000,181.49
"2013-06-13",181.72,185.83,181.68,185.64,758500,183.6
"2013-06-14",185.01,186.37,183.1,184.56,932700,182.53
"2013-06-17",185.35,185.88,183.5,184.88,882400,182.85
"2013-06-18",184.72,189.3,184.72,188.63,791200,186.56
"2013-06-19",189.45,191.52,187.96,189.77,1210000,187.69
"2013-06-20",186.23,187.08,183.15,184.42,1331300,182.4
"2013-06-21",185.16,185.44,181,182.67,1578600,180.67
"2013-06-24",180.19,180.19,174.61,176.33,1157400,174.39
"2013-06-25",177.49,177.85,174.68,174.86,1119400,172.94
"2013-06-26",175.7,178.95,174.02,176.88,881800,174.94
"2013-06-27",178,178,174.3,175.38,1245300,173.46
"2013-06-28",174.89,176.71,171.5,171.5,2068600,169.62
"2013-07-01",173.22,174.22,170.18,170.28,1571000,168.41
"2013-07-02",170.89,173.85,169.33,171.84,1288500,169.95
"2013-07-03",171.92,175.16,171.92,175.02,561900,173.1
"2013-07-05",176.02,176.26,172.25,175.45,798100,173.52
"2013-07-08",176.51,178.13,175.98,176.88,579100,174.94
"2013-07-09",178.13,182.23,177.92,181.2,988300,179.21
"2013-07-10",181.35,182.46,178.81,180.84,705600,178.86
"2013-07-11",183.66,187.6,183,187.55,1209800,185.49
"2013-07-12",181.97,187.45,181.97,184.14,840400,182.12
"2013-07-15",184.64,185.54,181.12,185.33,762100,183.3
"2013-07-16",185.21,185.74,179.99,181.17,728400,179.18
"2013-07-17",182.55,184.36,181.71,183.61,513300,181.59
"2013-07-18",183.96,185.81,182.69,182.96,734000,180.95
"2013-07-19",183.66,185.03,182.76,183.92,578300,181.9
"2013-07-22",184.17,185.58,182.43,182.57,553700,180.57
"2013-07-23",183,183.28,180.74,181,683400,179.01
"2013-07-24",180.75,181.48,177.82,179.76,684500,177.79
"2013-07-25",178.5,180.94,177.52,180.12,721800,178.14
"2013-07-26",179.99,181.48,178.48,181,484400,179.01
"2013-07-29",180.36,202.77,179.31,202.3,5657100,200.08
"2013-07-30",196.72,203.44,196.25,197.24,4104800,195.08
"2013-07-31",197.2,199.41,195.06,196.01,1415300,193.86
"2013-08-01",198.42,199.3,194.91,195.98,1269600,193.83
"2013-08-02",195.74,196.35,191.82,193.34,950500,191.22
"2013-08-05",193.01,194.57,191.87,193.09,723700,190.97
"2013-08-06",193.48,193.48,186.5,189.54,1513300,187.46
"2013-08-07",192.5,192.63,185.11,189.88,1600400,187.8
"2013-08-08",192.1,195.22,190.98,191.91,1124200,189.8
"2013-08-09",191.31,192.98,186.1,188.25,1290200,186.18
"2013-08-12",187.16,190.47,186.33,190.12,966000,188.03
"2013-08-13",190.2,191.35,188.9,190.03,956400,187.94
"2013-08-14",187.61,190.76,187.33,188.05,634800,186.38
"2013-08-15",186.18,191.3,185.67,190.49,1026600,188.8
"2013-08-16",189.83,190.4,186.63,187.84,924500,186.17
"2013-08-19",187.84,188.57,186.48,186.5,881000,184.84
"2013-08-20",187.17,189.28,185.63,187.89,628200,186.22
"2013-08-21",187.89,192.16,187.71,191,962800,189.3
"2013-08-22",192.01,194.74,191.68,193.92,444100,192.2
"2013-08-23",194.17,194.58,193.03,194.3,494500,192.57
"2013-08-26",195.73,200.78,195.73,197.07,637800,195.32
"2013-08-27",194.42,196.22,193.32,193.45,535100,191.73
"2013-08-28",192.56,193.4,188.27,189.89,868400,188.2
"2013-08-29",189.63,190.94,188.62,189.33,496700,187.65
"2013-08-30",189.87,191.66,189.22,190.34,659300,188.65
"2013-09-03",192.46,194.46,191.22,191.63,682000,189.93
"2013-09-04",190.98,193.25,189.44,192.23,339300,190.52
"2013-09-05",192.44,193.98,190.6,192.51,539500,190.8
"2013-09-06",193.23,196.26,192.5,194.19,693500,192.46
"2013-09-09",195.3,198.12,194.4,195.81,954500,194.07
"2013-09-10",196.22,199.86,195.41,197.69,730300,195.93
"2013-09-11",199.75,199.95,195.3,198.21,661400,196.45
"2013-09-12",197.71,198.76,192.69,194.38,859400,192.65
"2013-09-13",191.63,196.5,191.63,193.83,791300,192.11
"2013-09-16",197,203.19,194.32,200.68,1326100,198.9
"2013-09-17",200.49,201.84,198.37,200.76,1058700,198.98
"2013-09-18",200.8,207.44,199.87,207,1009300,205.16
"2013-09-19",207.57,209.07,205.15,206.12,1147500,204.29
"2013-09-20",209.51,210.67,206.66,208.17,1411800,206.32
"2013-09-23",208.15,209.64,206.71,207.89,600900,206.04
"2013-09-24",208.35,210.21,206.78,207.98,1116700,206.13
"2013-09-25",211.7,216.49,210.08,214.01,1459100,212.11
"2013-09-26",214.7,214.72,211.63,212.35,570700,210.46
"2013-09-27",210.93,213.36,210,210.48,489800,208.61
"2013-09-30",208.81,213.78,206.8,210.83,701300,208.96
"2013-10-01",210,213.52,209.14,210.97,734400,209.09
"2013-10-02",208.74,213.9,208.65,213.9,829800,212
"2013-10-03",212.54,214,210.57,211.81,567800,209.93
"2013-10-04",212,216.7,211.29,216.38,1041300,214.46
"2013-10-07",214.49,217.19,214.09,214.56,532500,212.65
"2013-10-08",214.2,214.83,207.4,208.72,747200,206.86
"2013-10-09",209.8,209.8,204.28,206.46,1300000,204.62
"2013-10-10",209.24,209.51,205.41,206.92,938900,205.08
"2013-10-11",206.57,206.76,203.04,204.55,677000,202.73
"2013-10-14",204.69,206.66,204.3,206.08,438100,204.25
"2013-10-15",205.59,209,203.79,205.16,378100,203.34
"2013-10-16",206.46,211.24,205.3,208.94,601200,207.08
"2013-10-17",209.13,210.88,208.46,209.54,606100,207.68
"2013-10-18",213.16,216.44,208.54,215.16,1886200,213.25
"2013-10-21",215.62,217.66,213.7,215.97,1096700,214.05
"2013-10-22",216,216.73,213.27,215.82,935400,213.9
"2013-10-23",214.76,215.16,211.13,212.55,505000,210.66
"2013-10-24",211.72,211.72,206.75,210.13,769600,208.26
"2013-10-25",210.16,210.59,207.33,209.62,561900,207.76
"2013-10-28",217,220.63,216.54,218.36,1241200,216.42
"2013-10-29",217.24,218.98,213.86,216.22,665200,214.3
"2013-10-30",217.13,218.4,214.69,216.37,423800,214.45
"2013-10-31",216.03,217.45,214.06,215.6,503200,213.68
"2013-11-01",215,216.09,213.3,214.94,580800,213.03
"2013-11-04",216.05,218.47,215.21,217.63,672700,215.7
"2013-11-05",212.07,213.21,207.28,209.5,1874900,207.64
"2013-11-06",209.21,212.27,209.21,211.64,957600,209.76
"2013-11-07",211.09,213.75,210.56,210.76,1024500,208.89
"2013-11-08",211.12,219.73,210.1,219.36,1402100,217.41
"2013-11-11",219.86,221.48,218.5,220.5,642400,218.54
"2013-11-12",219.31,220.45,216.63,218.28,894900,216.34
"2013-11-13",216.15,219.58,216,217.4,695800,216.46
"2013-11-14",218.8,220,216.78,218.71,510700,217.76
"2013-11-15",218.52,220.38,217.9,218.9,878300,217.95
"2013-11-18",219.06,220.25,216,216.31,615900,215.37
"2013-11-19",215.83,216.91,214.09,214.48,666400,213.55
"2013-11-20",214.81,215.74,213.67,214.46,425900,213.53
"2013-11-21",215.46,215.98,213.64,214.62,385000,213.69
"2013-11-22",215.14,215.43,213.38,215.19,496700,214.26
"2013-11-25",214.98,215.45,213.33,213.64,825800,212.72
"2013-11-26",214.37,215.82,212.72,214.34,426900,213.41
"2013-11-27",214.67,217.67,214.59,216.5,433800,215.56
"2013-11-29",216.88,219.91,215.88,217.38,181000,216.44
"2013-12-02",217.86,219.8,216.89,217.01,508400,216.07
"2013-12-03",216.95,217.5,213.7,214.19,534300,213.26
"2013-12-04",227.1,237.43,225,237.07,4246600,236.04
"2013-12-05",238.29,239.4,234.81,235.62,1805300,234.6
"2013-12-06",237.91,238.19,232.77,233.09,712700,232.08
"2013-12-09",233.09,234.11,230.75,231.59,723600,230.59
"2013-12-10",231.59,233.68,229.16,229.77,672800,228.78
"2013-12-11",230,230,227.43,228.1,502100,227.11
"2013-12-12",227.5,228.62,225.42,225.67,606300,224.69
"2013-12-13",226.49,228.06,225.19,225.55,535300,224.57
"2013-12-16",226.91,227.68,222.51,226.63,817300,225.65
"2013-12-17",225.64,230.41,225.5,229.65,954300,228.66
"2013-12-18",229.03,230.2,223.28,228.24,787200,227.25
"2013-12-19",226.16,229.74,226.16,228.02,497000,227.03
"2013-12-20",226.38,228.45,226.38,228,820600,227.01
"2013-12-23",229.75,232.74,228.09,231.12,513800,230.12
"2013-12-24",230.83,233.61,230.83,231.62,190900,230.62
"2013-12-26",232.39,234.5,231.98,232.65,253800,231.64
"2013-12-27",232.65,233.08,229.45,231.13,388200,230.13
"2013-12-30",231.64,232.68,228.22,231.82,449200,230.82
"2013-12-31",231.8,233.7,231.42,233.04,411800,232.03
"2014-01-02",233.03,236.8,232.29,233.69,692000,232.68
"2014-01-03",234.41,234.9,231.19,232.08,454500,231.08
"2014-01-06",233.16,233.72,228.52,228.99,821000,228
"2014-01-07",229,230.75,225.6,230.46,839500,229.46
"2014-01-08",229.13,235.3,228.79,233.56,1295700,232.55
"2014-01-09",233.25,241.66,233,239.99,1484400,238.95
"2014-01-10",240.73,246.95,240.09,246.16,1085700,245.09
"2014-01-13",245.2,247.78,243.49,244.64,1005500,243.58
"2014-01-14",243.95,249.05,243.55,245.66,1077300,244.6
"2014-01-15",246.53,248.7,246.2,248.43,688900,247.35
"2014-01-16",247.1,249.1,246.2,248.45,426900,247.37
