"","CMG.Open","CMG.High","CMG.Low","CMG.Close","CMG.Volume","CMG.Adjusted"
"2011-05-19",280.8,282.61,277.54,281.12,538700,281.12
"2011-05-20",279.99,281.17,276.04,279.89,677500,279.89
"2011-05-23",277.52,285.25,275.51,283.33,916400,283.33
"2011-05-24",284.24,284.43,279.32,280.57,545500,280.57
"2011-05-25",280.3,285.98,278.99,284.11,574900,284.11
"2011-05-26",284.8,291.21,282.22,290.88,1034800,290.88
"2011-05-27",291.02,293.99,288.25,292.94,765100,292.94
"2011-05-31",294.53,295.99,287.23,289.07,775300,289.07
"2011-06-01",288.5,291.4,285,285.56,591600,285.56
"2011-06-02",287.13,288.69,282.08,285.79,826100,285.79
"2011-06-03",281.95,291.89,281.02,286.51,1024800,286.51
"2011-06-06",285.01,290.19,280.26,280.74,673900,280.74
"2011-06-07",281.99,284.87,280.24,281.3,406000,281.3
"2011-06-08",279.82,283.92,276.12,277.11,655300,277.11
"2011-06-09",276.9,279.06,273.62,277.87,446500,277.87
"2011-06-10",277.31,279.02,271.3,271.87,766800,271.87
"2011-06-13",271.99,275.64,268.09,270.9,627100,270.9
"2011-06-14",273.81,277.94,272.45,276.77,530800,276.77
"2011-06-15",274.75,278.78,273.07,277.3,669100,277.3
"2011-06-16",277.3,277.3,269.42,271.81,789100,271.81
"2011-06-17",274,275.44,268.87,268.97,940300,268.97
"2011-06-20",268,277.25,267.43,276.05,629200,276.05
"2011-06-21",277.16,285.9,277.04,285.25,838700,285.25
"2011-06-22",285.12,289.82,284.42,284.46,546000,284.46
"2011-06-23",281.65,291.55,280.8,290.78,1016400,290.78
"2011-06-24",292.38,297,290.51,293.25,1088100,293.25
"2011-06-27",293.26,302.72,291.08,301.46,1177300,301.46
"2011-06-28",302.5,305.3,300.33,304.72,825800,304.72
"2011-06-29",306.5,308.93,303.19,304.46,661400,304.46
"2011-06-30",305.24,308.55,304.25,308.19,606200,308.19
"2011-07-01",307.24,316.85,305.88,315.72,827000,315.72
"2011-07-05",315.98,322.63,314.29,321.45,881900,321.45
"2011-07-06",320.88,325.76,319.56,324.94,865800,324.94
"2011-07-07",326.66,329.8,323.94,328.49,913100,328.49
"2011-07-08",324.75,328.17,321.7,325.3,1025100,325.3
"2011-07-11",321.7,326.46,318.38,320.69,789000,320.69
"2011-07-12",320.46,323.5,318.54,319.71,644200,319.71
"2011-07-13",322.31,328.28,321.33,325.18,931800,325.18
"2011-07-14",327.44,329.69,320.31,324.63,830400,324.63
"2011-07-15",325.06,326.18,320.12,324.6,834300,324.6
"2011-07-18",324.78,328.36,322.62,327.99,764200,327.99
"2011-07-19",330.2,333.71,325.3,333.71,1473500,333.71
"2011-07-20",324.75,332,323.67,330.02,1872700,330.02
"2011-07-21",330.5,332.43,325.76,328.22,821500,328.22
"2011-07-22",329.66,336.71,328.09,335.52,1019800,335.52
"2011-07-25",332.79,337.32,332,334.46,540800,334.46
"2011-07-26",333.44,336.88,330.75,331.4,466200,331.4
"2011-07-27",329.18,329.79,321.8,322.74,828100,322.74
"2011-07-28",323,329,323,324.16,525500,324.16
"2011-07-29",320.89,327.57,317.85,324.58,784300,324.58
"2011-08-01",328.97,329.99,323.09,327.55,511700,327.55
"2011-08-02",325.62,330.59,320.29,320.65,607300,320.65
"2011-08-03",321.01,327,313.08,325.58,1070500,325.58
"2011-08-04",322.5,325.88,311.4,311.4,1263900,311.4
"2011-08-05",314.34,317.81,301.11,311.52,1240800,311.52
"2011-08-08",303.2,305.21,291.2,291.7,1410600,291.7
"2011-08-09",294.02,304,287.52,302.56,1451300,302.56
"2011-08-10",298.61,309.2,295,299.76,1401500,299.76
"2011-08-11",303.36,318.66,303.25,316.28,1199300,316.28
"2011-08-12",319.04,320.97,314.63,317.7,643800,317.7
"2011-08-15",319.5,321.58,314.02,319.68,521600,319.68
"2011-08-16",317.62,318.83,312.27,315.89,531800,315.89
"2011-08-17",317.05,317.87,305.51,309.44,698900,309.44
"2011-08-18",301.55,301.94,279,284.5,1890800,284.5
"2011-08-19",281.6,292.43,277,279.37,1762100,279.37
"2011-08-22",283.13,286.6,271.53,273.2,1563900,273.2
"2011-08-23",275.49,295.6,275.49,294.56,1476200,294.56
"2011-08-24",294.95,299.98,290.02,296.46,1166400,296.46
"2011-08-25",298.36,299.99,288.2,289.24,686200,289.24
"2011-08-26",288.96,300.79,285,298.88,894300,298.88
"2011-08-29",300.75,307.57,300.75,305.25,731400,305.25
"2011-08-30",304.7,313.17,302.65,311.21,746700,311.21
"2011-08-31",313.66,318,310.23,313.37,892500,313.37
"2011-09-01",314.03,316,308.05,309.17,538800,309.17
"2011-09-02",302.43,309.93,300.57,305.5,625000,305.5
"2011-09-06",298.97,310.98,297.7,310.43,850800,310.43
"2011-09-07",313.9,313.9,307.1,308.69,774800,308.69
"2011-09-08",307.38,315.85,306.34,311.34,761600,311.34
"2011-09-09",308.05,309.6,300.53,305.17,923600,305.17
"2011-09-12",301.81,309.44,300.82,307.75,697200,307.75
"2011-09-13",306.31,312.18,306.31,311.41,592300,311.41
"2011-09-14",312.98,319.66,308.9,315.91,956000,315.91
"2011-09-15",318,319,312.25,316.15,667800,316.15
"2011-09-16",316.57,318.19,314.02,318.06,567100,318.06
"2011-09-19",315.5,338.32,314.2,336.14,1572400,336.14
"2011-09-20",337.03,346.78,332,333.19,2035500,333.19
"2011-09-21",331.03,343.48,329.34,333.25,2014000,333.25
"2011-09-22",325.03,334.74,320.75,325.94,1762400,325.94
"2011-09-23",322.79,323.83,313.58,320.5,1244500,320.5
"2011-09-26",324.74,329.97,310,329.44,1047300,329.44
