"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2008-09-26",53,53.98,52,53.24,1702800,48.01
"2008-09-29",52.24,52.98,48.67,50.02,1768300,45.1
"2008-09-30",50.75,53.09,50.62,53,1938900,47.79
"2008-10-01",52.01,52.52,50.77,51.09,2011100,46.07
"2008-10-02",50.6,50.91,48.53,48.6,2650500,43.82
"2008-10-03",49.84,51.44,47.26,47.34,2446700,42.69
"2008-10-06",46.93,46.93,42.42,45,2469700,40.58
"2008-10-07",45.92,46.39,41.88,42.54,2042500,38.36
"2008-10-08",41.44,44.04,40.11,41.79,2650700,37.68
"2008-10-09",41.61,42.73,37.6,38.15,2753400,34.4
"2008-10-10",37.02,42.47,35.21,40.18,4032600,36.23
"2008-10-13",42.41,46.05,40.31,45.67,2512000,41.18
"2008-10-14",47.59,49.36,42.13,44.05,2491900,39.72
"2008-10-15",44.58,44.58,39.2,39.2,1972800,35.35
"2008-10-16",37.87,43.5,37.26,42.78,3783000,38.57
"2008-10-17",41.39,43.63,39.9,41.54,2950400,37.46
"2008-10-20",42.52,43.05,40.94,42.23,2213800,38.08
"2008-10-21",41.51,42.96,39.5,39.72,2656500,35.82
"2008-10-22",39.39,39.77,36.33,37.94,2541900,34.21
"2008-10-23",38.1,39.4,36.2,38.38,2577600,34.61
"2008-10-24",35.48,38.32,35.48,36.92,1790000,33.29
"2008-10-27",34.99,37.5,34.5,34.58,2161000,31.18
"2008-10-28",36.08,37.3,32.88,37.24,2868200,33.58
"2008-10-29",37.17,38.54,35.72,36.31,2191600,32.74
"2008-10-30",37.34,38.5,36.37,37.82,1991400,34.1
"2008-10-31",38.27,40.16,37.29,38.77,1911200,34.96
"2008-11-03",38.71,39.75,38.4,39.16,1191200,35.31
"2008-11-04",40.22,41.1,38.95,41.01,1358700,36.98
"2008-11-05",40.43,41.21,38.18,38.39,1409700,34.62
"2008-11-06",37.88,38.49,36.02,36.23,1264800,32.67
"2008-11-07",36.81,37.37,35.59,36.95,1576000,33.32
"2008-11-10",38.55,38.77,36.42,36.99,1038700,33.35
"2008-11-11",36.36,37.89,35.31,36.61,1648200,33.01
"2008-11-12",35.52,36.37,34.46,34.66,1574800,31.25
"2008-11-13",35.04,38.19,33.39,38.06,1691000,34.32
"2008-11-14",37.26,38.37,35.8,35.95,1341700,32.42
"2008-11-17",35.42,36.36,34.73,34.87,1320700,31.44
"2008-11-18",34.85,35.86,34.17,35.58,2147000,32.31
"2008-11-19",35.48,36.13,33.75,33.8,1612500,30.7
"2008-11-20",33.41,35.16,31.57,31.82,1813800,28.9
"2008-11-21",32.54,34.44,31.29,34.44,1719000,31.28
"2008-11-24",34.46,38.7,34.46,37.8,2004600,34.33
"2008-11-25",38.5,40.07,37.66,39.77,2248200,36.12
"2008-11-26",38.18,40.78,37.66,40.62,1475700,36.89
"2008-11-28",39.72,41.12,39.72,41.08,816200,37.31
"2008-12-01",39.91,39.91,37.33,37.34,1576200,33.91
"2008-12-02",37.52,38.1,36.44,37.56,2277500,34.11
"2008-12-03",36.47,37.96,35.54,37.23,1960600,33.81
"2008-12-04",36.9,38.12,35.99,37.5,3083000,34.06
"2008-12-05",36.62,38.37,35.1,38.17,1838200,34.67
"2008-12-08",39.27,39.88,37.93,38.99,1770200,35.41
"2008-12-09",38.01,38.98,36.66,37.39,2802600,33.96
"2008-12-10",38.24,38.65,37.07,38.14,2389100,34.64
"2008-12-11",37.75,39.06,36.5,36.93,1985400,33.54
"2008-12-12",35.97,37.42,35.19,37.03,1925000,33.63
"2008-12-15",37.25,37.74,36.03,36.66,1460600,33.29
"2008-12-16",36.46,38.36,35.9,38.36,1696900,34.84
"2008-12-17",38,38.8,37.11,38.28,1503300,34.77
"2008-12-18",38.53,38.62,36.81,37.23,1188300,33.81
"2008-12-19",37.55,38.91,37.36,37.72,2289000,34.26
"2008-12-22",37.81,37.81,36.83,37.66,1836600,34.2
"2008-12-23",38.5,39.25,38.23,38.87,2475700,35.3
"2008-12-24",38.73,39.91,38.72,39.14,966100,35.55
"2008-12-26",39.36,39.96,39.12,39.8,609000,36.15
"2008-12-29",39.69,39.85,39.18,39.74,1297200,36.09
"2008-12-30",40,41.87,39.91,41.85,1347500,38.01
"2008-12-31",41.82,43,41.7,42.54,1402200,38.64
"2009-01-02",43.19,45.36,41.91,45.16,1470900,41.01
"2009-01-05",45.29,45.61,44.16,45.34,2070800,41.18
"2009-01-06",45.83,46.45,44.94,45.86,1698100,41.65
"2009-01-07",45.45,45.45,42.55,43.03,1415400,39.08
"2009-01-08",42.65,43.2,41.77,43.2,1782300,39.23
"2009-01-09",43.32,43.59,41.56,42.27,1092400,38.39
"2009-01-12",42.26,42.26,40.54,40.85,1001700,37.1
"2009-01-13",40.81,41.5,40.04,40.62,1214700,36.89
"2009-01-14",40.03,40.08,38.59,38.97,1690100,35.39
"2009-01-15",39.33,40.2,38.1,39.77,1547400,36.12
"2009-01-16",40.94,40.94,38.43,39.77,1804200,36.12
"2009-01-20",36.4,41.38,36.38,40.29,4180100,36.59
"2009-01-21",40.81,41,38.31,39.47,3304000,35.85
"2009-01-22",38.92,39.04,37.53,38.56,3741600,35.02
"2009-01-23",37.5,40.08,37.23,39.08,2243700,35.49
"2009-01-26",38.92,40.35,38.38,38.85,1877600,35.28
"2009-01-27",39.31,40.12,39.04,39.86,1483600,36.2
"2009-01-28",40.74,42.2,40.45,41.79,1973200,37.95
"2009-01-29",41.07,41.57,39.29,39.62,1672300,35.98
"2009-01-30",39.4,39.4,37.81,38.21,2477100,34.7
"2009-02-02",37.62,39.04,37.4,38.11,2360900,34.61
"2009-02-03",38.62,39.61,37.56,39.32,2134400,35.71
"2009-02-04",39.84,40.94,39.65,40.02,1676900,36.35
"2009-02-05",39.6,41.3,38.88,40.71,2255600,36.97
"2009-02-06",40.65,42.07,40.61,41.87,1568600,38.03
"2009-02-09",41.53,42.12,40.72,41.42,1889400,37.62
"2009-02-10",40.92,41.5,38.98,39.42,1670500,35.8
"2009-02-11",40.79,42.19,39.64,40.28,1784300,36.58
"2009-02-12",39.59,40.05,38.63,40,1744100,36.33
"2009-02-13",40.22,41.7,40.22,40.69,1950300,36.95
"2009-02-17",39.77,39.77,38.18,38.56,2360100,35.24
"2009-02-18",38.99,39.55,38.08,38.67,1954900,35.34
"2009-02-19",39.32,39.34,37.6,37.69,1707700,34.44
"2009-02-20",37.25,38.41,36.63,37.47,1898200,34.24
"2009-02-23",37.83,38.03,35.42,35.52,1919700,32.46
"2009-02-24",35.72,37.03,35.04,36.78,1704000,33.61
"2009-02-25",36.28,36.61,35.01,35.39,1730000,32.34
"2009-02-26",35.72,35.97,34.12,34.32,1863600,31.36
"2009-02-27",33.85,34.46,33.21,33.37,2490200,30.49
"2009-03-02",32.86,32.86,31.31,31.42,1740700,28.71
"2009-03-03",31.99,32.07,30.84,30.94,3010400,28.27
"2009-03-04",31.59,31.8,30.91,31.32,3618100,28.62
"2009-03-05",29.87,30.34,28.43,28.92,3406400,26.43
"2009-03-06",29.28,29.76,27.71,28.63,3231500,26.16
"2009-03-09",28.24,29.07,27.69,27.86,2426600,25.46
"2009-03-10",28.37,29.97,28.37,29.97,2350100,27.39
"2009-03-11",30.45,30.58,29.67,30.24,2301900,27.63
"2009-03-12",30.24,31.08,29.36,30.99,1453700,28.32
"2009-03-13",31.08,31.23,30.25,30.77,1140400,28.12
"2009-03-16",30.77,31.43,30.37,30.47,2064600,27.84
"2009-03-17",30.17,31.44,29.81,31.44,1631100,28.73
"2009-03-18",31.17,32.68,30.57,32.34,2050700,29.55
"2009-03-19",32.71,33.1,32.14,32.73,1950200,29.91
"2009-03-20",32.91,32.91,31.22,31.41,1770900,28.7
"2009-03-23",32.06,33.92,32.05,33.9,1797000,30.98
"2009-03-24",33.42,34.55,33.23,33.97,2120800,31.04
"2009-03-25",33.02,34.94,33.02,34.16,4287800,31.22
"2009-03-26",34.29,36.31,34.2,36.28,2936500,33.15
"2009-03-27",35.82,36.24,35.22,35.38,2360800,32.33
"2009-03-30",34.64,35,33.21,33.74,1755400,30.83
"2009-03-31",34.01,34.68,33.61,33.98,1848500,31.05
"2009-04-01",33.63,35,33.13,34.84,2039300,31.84
"2009-04-02",35.84,38.46,35.51,37.77,3672300,34.51
"2009-04-03",37.97,38.82,37.22,38.55,2592300,35.23
"2009-04-06",38.52,38.52,37.33,37.93,3349800,34.66
"2009-04-07",37.33,37.33,36.34,36.61,2766700,33.45
"2009-04-08",36.7,37.26,36.01,36.58,2230000,33.43
"2009-04-09",37.16,39.21,37.16,39.13,2677300,35.76
"2009-04-13",37.54,38.01,36.51,37.7,2174500,34.45
"2009-04-14",37.07,37.77,36.44,36.97,1663300,33.78
"2009-04-15",36.46,36.92,35.65,36.3,3661000,33.17
"2009-04-16",35.26,39.8,35,38.91,5846600,35.56
"2009-04-17",39.35,40.31,38.53,40.07,3570400,36.62
"2009-04-20",39.49,39.49,37.86,38.15,2926600,34.86
"2009-04-21",37.96,39.92,37.89,39.73,2843100,36.31
"2009-04-22",39.42,42.25,39.28,41.96,3916400,38.34
"2009-04-23",41.99,44.06,41.9,44.01,3876500,40.22
"2009-04-24",44.07,44.69,43.55,43.9,4068300,40.12
"2009-04-27",43.6,44.04,42.96,43.31,2962300,39.58
"2009-04-28",42.5,44.59,42.42,43.23,2764100,39.5
"2009-04-29",43.85,45.7,43.68,44.93,2205800,41.06
"2009-04-30",45.53,47.12,45.3,45.35,2915800,41.44
"2009-05-01",45.26,46.59,44.63,46.18,2119200,42.2
"2009-05-04",46.18,47.75,46.02,47.62,1439700,43.52
"2009-05-05",47.48,47.92,45.96,46.59,3114900,42.57
"2009-05-06",47.17,47.82,46.41,47.4,1825300,43.32
"2009-05-07",47.8,47.8,45.26,45.63,2815000,41.7
"2009-05-08",46.55,47.41,45.6,47.16,1950900,43.1
"2009-05-11",46.58,46.7,45.32,45.52,1669000,41.6
"2009-05-12",45.45,45.5,43.75,44.74,2111000,40.88
"2009-05-13",44.15,44.15,42.94,43.17,2191800,39.45
"2009-05-14",43.24,44.34,43.1,43.39,2167000,39.65
"2009-05-15",43.37,44.47,43.09,43.66,1983400,39.9
"2009-05-18",44.05,45.66,43.83,45.57,2443100,41.64
"2009-05-19",45.25,45.7,44.49,45.05,2363600,41.39
"2009-05-20",45.52,45.73,43.39,43.54,3451400,40.01
"2009-05-21",42.93,43.3,42.1,42.56,2985900,39.11
"2009-05-22",42.45,43.31,41.91,42.53,1321700,39.08
"2009-05-26",42.18,44.53,42.14,43.87,2679400,40.31
"2009-05-27",44.09,44.82,43.37,43.4,2396800,39.88
"2009-05-28",42.14,43.23,41.46,42.67,3359400,39.21
"2009-05-29",42.73,43.18,41.86,42.26,4960200,38.83
"2009-06-01",43.06,46.8,43.06,46.67,3713600,42.88
"2009-06-02",46.54,47.71,46.42,46.98,2556800,43.17
"2009-06-03",46.47,46.99,45.55,46.14,1511900,42.4
"2009-06-04",46.24,46.95,45.66,46.83,1327400,43.03
"2009-06-05",47.75,48.45,47.54,47.79,2680400,43.91
"2009-06-08",47.29,48,46.4,47.53,1574400,43.67
"2009-06-09",47.24,48,46.94,47.26,1682200,43.43
"2009-06-10",47.68,48.15,46.13,46.96,1757300,43.15
"2009-06-11",47.04,47.1,46.08,46.21,1916000,42.46
"2009-06-12",45.92,46.2,45.31,46.19,1042600,42.44
"2009-06-15",45.45,45.47,44,44.47,1156600,40.86
"2009-06-16",44.58,45.16,43.37,43.41,1371900,39.89
"2009-06-17",43.05,43.66,42.57,43.12,1610100,39.62
"2009-06-18",43.21,43.4,42.22,42.75,1252800,39.28
"2009-06-19",43.09,43.33,42.29,42.5,1362400,39.05
"2009-06-22",41.86,41.95,40.54,40.54,1373900,37.25
"2009-06-23",40.7,41.24,40.41,40.83,1964900,37.52
"2009-06-24",40.92,42.61,40.76,41.05,1820800,37.72
"2009-06-25",40.5,42.39,39.92,42.16,2967200,38.74
"2009-06-26",42.08,42.96,42.02,42.74,5274100,39.27
"2009-06-29",42.88,43.4,42.44,43,1682400,39.51
"2009-06-30",42.95,43.4,42.42,42.96,2548800,39.47
"2009-07-01",43.15,44.17,42.76,42.86,2119900,39.38
"2009-07-02",42.21,42.26,41.33,41.6,1542800,38.22
"2009-07-06",41,41.31,40.69,41.19,1828700,37.85
"2009-07-07",41.17,41.58,39.95,39.98,1545800,36.74
"2009-07-08",39.86,40.61,39.58,40.26,2790600,36.99
"2009-07-09",40.47,40.83,39.53,40.2,2072900,36.94
"2009-07-10",39.83,41.03,39.74,40.68,2221200,37.38
"2009-07-13",40.43,41.63,40.19,41.62,1401000,38.24
"2009-07-14",41.77,42.11,41.39,42.08,2086700,38.67
"2009-07-15",42.65,44.04,42.41,43.87,2013200,40.31
"2009-07-16",43.79,44.86,43.45,44.66,1583900,41.04
"2009-07-17",44.48,45.09,44.21,44.47,1224700,40.86
"2009-07-20",45.04,46.58,44.46,45.9,2113800,42.18
"2009-07-21",46.73,47.91,45.66,46.73,2571600,42.94
"2009-07-22",46.84,47.86,46.04,47.07,1577300,43.25
"2009-07-23",47.12,48.05,46.69,48,1750300,44.11
"2009-07-24",47.62,48.11,46.88,47.93,1604100,44.04
"2009-07-27",47.91,48.14,47.3,48.14,1322200,44.23
"2009-07-28",47.59,47.96,46.87,47.55,992900,43.69
"2009-07-29",47.16,47.4,46.4,46.98,1387100,43.17
"2009-07-30",45.79,47.85,45.01,45.7,4027800,41.99
"2009-07-31",45.7,46.24,44.17,44.28,2828100,40.69
"2009-08-03",44.73,46.94,44.52,46.81,3107300,43.01
"2009-08-04",46.7,48.18,46.7,47.77,1689200,43.89
"2009-08-05",47.85,48.1,46.3,46.64,1516400,42.86
"2009-08-06",46.94,47.23,46.3,46.87,1228600,43.07
"2009-08-07",47.69,48.83,47.11,48.75,2052800,44.79
"2009-08-10",48.74,49.27,47.7,48.28,1980300,44.36
"2009-08-11",48.05,48.23,47.15,47.61,1437100,43.75
"2009-08-12",47.79,49.94,47.75,49.46,1877900,45.45
"2009-08-13",50,50.22,49,49.86,1255000,45.81
"2009-08-14",49.97,50.03,48.46,48.87,878800,44.9
"2009-08-17",47.79,48.25,46.84,47.22,823500,43.39
"2009-08-18",47.35,48.52,47.22,48.37,1099000,44.45
"2009-08-19",47.84,48.68,47.44,48.38,733600,44.45
"2009-08-20",48.2,48.9,48.17,48.61,991600,44.9
"2009-08-21",48.97,49.92,48.65,49.49,1873000,45.71
"2009-08-24",49.59,50.5,49.46,49.74,1078000,45.94
"2009-08-25",50.17,51.05,49.68,50.33,1536000,46.49
"2009-08-26",50.41,50.41,49.43,49.78,1106500,45.98
"2009-08-27",49.92,50.29,48.98,49.68,1009700,45.89
"2009-08-28",50.13,50.38,49.06,49.36,1092200,45.59
"2009-08-31",48.76,48.78,47.75,48.66,1014500,44.94
"2009-09-01",48.4,50.35,47.83,47.93,1865600,44.27
"2009-09-02",47.73,48.06,47.27,47.37,945300,43.75
"2009-09-03",47.21,47.89,46.89,47.66,1836000,44.02
"2009-09-04",47.67,48.54,47.67,48.32,1203900,44.63
"2009-09-08",48.75,49.22,47.99,48.09,2056600,44.42
"2009-09-09",47.91,48.55,46.68,48.35,1863100,44.66
"2009-09-10",48.24,48.71,47.63,48.71,1063300,44.99
"2009-09-11",48.88,50.47,48.8,50.2,2475400,46.37
"2009-09-14",49.66,52.78,49.66,52.64,2955700,48.62
"2009-09-15",52.65,54.39,52.45,54.01,2496800,49.89
"2009-09-16",54.47,55.34,53.82,54.95,2033100,50.75
"2009-09-17",54.86,55.89,54.5,54.86,1650200,50.67
"2009-09-18",55.3,55.57,54.73,55.18,1292400,50.97
"2009-09-21",54.72,54.96,53.95,54.12,986300,49.99
"2009-09-22",54.53,54.59,53.33,53.68,1714900,49.58
"2009-09-23",53.91,54,53,53.06,829800,49.01
"2009-09-24",53.03,53.5,52.04,52.24,1349200,48.25
"2009-09-25",53.2,53.2,51.08,52.2,1693500,48.21
"2009-09-28",52.31,53.16,52.14,52.82,1348600,48.79
"2009-09-29",52.86,53.69,52.74,52.91,1405700,48.87
"2009-09-30",52.92,53.3,51.18,51.84,2222300,47.88
"2009-10-01",51.61,51.92,50.18,50.2,1424800,46.37
"2009-10-02",49.62,50.11,49.36,49.5,1448800,45.72
"2009-10-05",49.92,51.23,49.73,51.18,1449300,47.27
"2009-10-06",51.48,52.23,51.18,51.51,1452000,47.58
"2009-10-07",51.42,51.7,50.72,51,1388200,47.11
"2009-10-08",51.56,52.38,51.02,51.95,1723100,47.98
"2009-10-09",51.94,52.9,51.86,52.87,1101100,48.83
"2009-10-12",52.98,53.59,52.35,52.78,735800,48.75
"2009-10-13",52.84,52.91,51.73,52.23,1272200,48.24
"2009-10-14",52.8,53.99,52.29,53.65,1574200,49.55
"2009-10-15",53.38,53.69,52.96,53.51,980300,49.42
"2009-10-16",53.01,53.57,52.27,53.27,1304100,49.2
"2009-10-19",53.75,55.41,53.3,55.26,2198200,51.04
"2009-10-20",58.6,59.36,56.46,57.97,3710400,53.54
"2009-10-21",57.5,58.2,56.14,56.26,2095500,51.96
"2009-10-22",56.41,58.18,55.76,57.74,1725800,53.33
"2009-10-23",57.81,57.94,56.64,56.86,1442300,52.52
"2009-10-26",56.95,58.19,55.52,55.73,1777700,51.47
"2009-10-27",55.81,56.18,54.03,54.15,1864100,50.01
"2009-10-28",54.09,54.52,52.84,53.07,1976600,49.02
"2009-10-29",53.77,54.49,53.18,54.3,1509700,50.15
"2009-10-30",54.07,54.43,52.6,52.96,1760700,48.92
"2009-11-02",53.15,54.38,52.46,53.59,1455300,49.5
"2009-11-03",52.9,55.48,52.69,55.25,2572400,51.03
"2009-11-04",55.59,55.94,54.37,54.53,1804400,50.37
"2009-11-05",55.07,56.68,54.76,56.63,1273400,52.31
"2009-11-06",56.21,57.13,55.93,56.14,996300,51.85
"2009-11-09",56.7,57.46,56.57,57.46,1038600,53.07
"2009-11-10",57.67,57.72,56.43,57.15,888300,52.79
"2009-11-11",57.41,57.67,55.55,56.11,1579700,51.83
"2009-11-12",56.03,56.48,55.16,55.29,1190400,51.07
"2009-11-13",55.5,55.6,54.7,55,2010500,50.8
"2009-11-16",55.3,57.11,55.3,56.96,1562000,52.61
"2009-11-17",56.84,56.84,55.9,56.09,1611100,52.03
"2009-11-18",55.97,56.18,54.81,55.81,1441400,51.78
"2009-11-19",55.45,55.54,53.82,54.31,1179900,50.38
"2009-11-20",53.41,54.34,53.41,53.98,1436800,50.08
"2009-11-23",54.54,55.32,54.2,54.34,1277800,50.41
"2009-11-24",54.48,55.12,53.82,54.88,1393800,50.91
"2009-11-25",54.89,55.37,54.62,55.02,851000,51.04
"2009-11-27",53.29,54.35,52.64,53.57,649600,49.7
"2009-11-30",53.39,53.99,52.8,53.96,1148700,50.06
"2009-12-01",54.21,55.21,54.21,54.75,987600,50.79
"2009-12-02",54.47,55.31,54.43,54.9,999600,50.93
"2009-12-03",54.91,55.43,54.11,54.23,841400,50.31
"2009-12-04",55.14,55.63,54.44,55.31,1058100,51.31
"2009-12-07",55.19,55.87,54.92,55.53,1473600,51.52
"2009-12-08",54.97,55.05,53.91,54.09,931200,50.18
"2009-12-09",54.97,54.97,53.3,53.92,1061300,50.02
"2009-12-10",54.28,54.69,53.67,53.76,681600,49.87
"2009-12-11",53.8,54.39,53.66,54,997600,50.1
"2009-12-14",54.59,55.93,54.34,55.72,1277200,51.69
"2009-12-15",55.74,56.28,55.56,55.67,790200,51.65
"2009-12-16",55.94,56.12,55.41,55.69,874600,51.66
"2009-12-17",55.26,55.41,54.17,54.2,951000,50.28
"2009-12-18",54.27,54.65,53.49,53.99,1388900,50.09
"2009-12-21",54.57,54.82,54.23,54.5,925700,50.56
"2009-12-22",54.58,54.94,54.15,54.48,902700,50.54
"2009-12-23",54.6,55.06,54,54.8,817500,50.84
"2009-12-24",55.09,55.17,54.87,54.96,150900,50.99
"2009-12-28",55.23,55.23,54.38,54.81,548500,50.85
"2009-12-29",54.9,54.9,54.31,54.46,642200,50.52
"2009-12-30",54.35,54.69,54.16,54.35,515500,50.42
"2009-12-31",54.26,54.42,53.85,53.88,442800,49.98
"2010-01-04",54.66,55.04,54.17,54.52,961000,50.58
"2010-01-05",54.35,54.82,53.94,54.26,1136400,50.34
"2010-01-06",54.14,54.47,53.8,54.03,1670700,50.12
"2010-01-07",53.75,54.9,53.75,54.67,973600,50.72
"2010-01-08",54.47,56.23,54.12,56.22,1075200,52.16
"2010-01-11",57.1,58.03,56.57,57.82,1682100,53.64
"2010-01-12",57.45,58.09,57.38,57.94,1750700,53.75
"2010-01-13",58.09,58.59,57.09,58.25,1371800,54.04
"2010-01-14",58.03,58.94,57.56,58.79,1003100,54.54
"2010-01-15",58.66,59.15,57.94,58.56,1712000,54.33
"2010-01-19",61.74,62.85,60.58,61.42,3741400,56.98
"2010-01-20",61.13,61.18,59.4,60.61,2339800,56.23
"2010-01-21",60.4,61.43,58.76,59.52,2014800,55.22
"2010-01-22",59.44,59.44,57.59,57.62,1462900,53.45
"2010-01-25",58.52,59.04,56.37,57.37,2042900,53.22
"2010-01-26",56.9,57.3,56.07,56.6,2343600,52.51
"2010-01-27",56.49,57.74,56.15,57.4,3339500,53.25
"2010-01-28",57.71,57.8,55.68,56.32,1439000,52.25
"2010-01-29",56.83,57.86,55.67,55.91,2134700,51.87
"2010-02-01",56.2,57.4,56.06,57.14,1622400,53.01
"2010-02-02",57.55,58.21,57.2,58.14,1919400,53.94
"2010-02-03",57.8,58.62,57.13,57.3,1800100,53.16
"2010-02-04",56.52,56.74,54.93,54.93,1969200,50.96
"2010-02-05",54.96,55.32,53.5,54.97,2101500,51
"2010-02-08",54.95,55.17,53.95,54.54,1728200,50.6
"2010-02-09",55.33,56.4,54.88,55.75,1651000,51.72
"2010-02-10",55.7,55.98,54.86,55.55,1032700,51.53
"2010-02-11",55.59,56.79,55.15,56.76,1370600,52.66
"2010-02-12",55.91,57.65,55.21,56.08,2551600,52.03
"2010-02-16",57.24,57.3,56.41,57.25,1561300,53.35
"2010-02-17",57.75,58.33,57.26,58.19,1501600,54.22
"2010-02-18",58.04,58.87,57.97,58.76,1522700,54.76
"2010-02-19",58.59,59.29,58.2,59,1109200,54.98
"2010-02-22",59.18,59.24,58.63,58.92,1249000,54.91
"2010-02-23",58.72,59.06,57.76,58.31,1451100,54.34
"2010-02-24",58.58,58.91,58.13,58.87,2075300,54.86
"2010-02-25",57.55,59.06,57.46,58.9,1553900,54.89
"2010-02-26",59.31,60.45,59.17,60.31,2204800,56.2
"2010-03-01",60.17,62.58,60.15,61.71,3111800,57.51
"2010-03-02",62.02,62.41,61.87,62.07,2012700,57.84
"2010-03-03",63.2,63.66,62.3,62.41,2750600,58.16
"2010-03-04",62.44,62.76,61.52,62.07,1897700,57.84
"2010-03-05",62.86,63.23,62.51,62.93,1130900,58.64
"2010-03-08",62.91,63.31,62.54,63.02,1402400,58.73
"2010-03-09",62.89,63.6,62.68,63.33,1470900,59.01
"2010-03-10",63.46,63.96,63.18,63.82,1154500,59.47
"2010-03-11",63.84,63.85,63.03,63.69,939700,59.35
"2010-03-12",63.99,64.2,63.31,63.61,860400,59.28
"2010-03-15",63.65,63.89,63.27,63.84,762400,59.49
"2010-03-16",63.96,64.67,63.89,64.44,1008600,60.05
"2010-03-17",64.74,65.74,64.46,65.37,1476200,60.92
"2010-03-18",65.26,65.91,65.11,65.6,1214900,61.13
"2010-03-19",65.75,66.41,64.89,65.11,1714200,60.67
"2010-03-22",64.53,65.62,64.21,65.55,942900,61.08
"2010-03-23",65.78,66.71,65.16,66.57,1101400,62.03
"2010-03-24",66.49,66.55,65.26,65.34,1521500,60.89
"2010-03-25",66.16,66.42,64.7,64.79,1839800,60.38
"2010-03-26",65.01,65.93,64.44,64.61,1659200,60.21
"2010-03-29",64.92,65.31,64.77,65.24,1286800,60.79
"2010-03-30",65.57,66.23,65.34,65.52,1245600,61.06
"2010-03-31",65.33,65.55,64.69,64.74,1140800,60.33
"2010-04-01",65.12,65.69,64.8,65.27,859800,60.82
"2010-04-05",65.4,66.56,65.4,66.42,971000,61.89
"2010-04-06",66.16,66.32,65.7,66.32,1038300,61.8
"2010-04-07",66.05,67.06,65.9,66.5,1190800,61.97
"2010-04-08",66.37,67.75,65.84,67.59,1639400,62.98
"2010-04-09",67.77,68.67,67.51,68.48,1124700,63.81
"2010-04-12",69.54,69.66,68.5,69.48,1537000,64.75
"2010-04-13",69.27,69.85,69.03,69.76,1451300,65.01
"2010-04-14",70.22,70.81,70.17,70.54,2550100,65.73
"2010-04-15",70.3,70.72,70.01,70.21,1429000,65.43
"2010-04-16",69.78,70.02,68.87,69.07,2015000,64.36
"2010-04-19",69.04,69.74,67.99,69.39,2370100,64.66
"2010-04-20",71.75,72.5,67.12,67.8,4872900,63.18
"2010-04-21",68.37,71.17,68.37,71,3368200,66.16
"2010-04-22",70.52,70.8,69.7,70.44,2868800,65.64
"2010-04-23",70.13,70.99,69.75,70.99,1359000,66.15
"2010-04-26",71,71.73,70.89,71.16,1355900,66.31
"2010-04-27",70.64,71.36,68.5,68.75,1597000,64.07
"2010-04-28",69.26,69.43,68.09,69.06,1283100,64.35
"2010-04-29",69.65,71.29,69.65,71.23,1258400,66.38
"2010-04-30",71.22,71.78,69.09,69.18,1486500,64.47
"2010-05-03",69.87,70.98,69.41,70.82,1061500,65.99
"2010-05-04",69.47,69.47,67.47,67.98,2070900,63.35
"2010-05-05",67,67.63,66.64,67.24,2137100,62.66
"2010-05-06",66.79,67.56,59.47,64.5,3336100,60.1
"2010-05-07",64.39,64.83,61.91,62.25,3506600,58.01
"2010-05-10",65.76,68.02,64.62,67.69,3250800,63.08
"2010-05-11",66.89,68.02,66.48,67.05,2282300,62.48
"2010-05-12",67.45,69.46,67.45,69.06,1408600,64.35
"2010-05-13",68.71,69.69,68.02,68.18,1316500,63.53
"2010-05-14",68.04,68.04,65.81,66.46,2005100,61.93
"2010-05-17",66.54,67.46,64.5,66.27,2535500,61.75
"2010-05-18",66.82,67.13,64.69,64.95,1428000,60.76
"2010-05-19",64.7,65.18,62.4,63.63,1916200,59.53
"2010-05-20",61.86,62.18,59.42,59.7,4172900,55.85
"2010-05-21",58.24,60.58,58.24,60.57,3661700,56.67
"2010-05-24",60.45,60.92,59.37,59.56,3288900,55.72
"2010-05-25",58.01,60,57.32,59.85,2587800,55.99
"2010-05-26",60.53,61.74,60.03,60.27,2096400,56.38
"2010-05-27",61.75,62.73,60.96,62.73,1449300,58.69
"2010-05-28",62.86,62.86,60.92,61.46,1595300,57.5
"2010-06-01",60.66,62.12,59.48,59.5,1919100,55.66
"2010-06-02",59.74,61.68,59.74,61.68,1940100,57.7
"2010-06-03",62.14,62.36,61.41,61.98,1302400,57.98
"2010-06-04",60.04,60.66,58.08,58.52,2115100,54.75
"2010-06-07",59.04,59.04,56.96,57.08,2388500,53.4
"2010-06-08",57.51,58.23,56.68,58.12,2632100,54.37
"2010-06-09",58.94,60.28,58.2,58.42,1995900,54.65
"2010-06-10",59.63,60.97,59.63,60.85,1422600,56.93
"2010-06-11",60.07,61.38,59.83,61.06,1410300,57.12
"2010-06-14",61.99,62.54,60.69,60.89,1392800,56.96
"2010-06-15",61.82,63.55,61.54,63.47,1527600,59.38
"2010-06-16",62.88,63.2,61.31,61.74,2264000,57.76
"2010-06-17",62.2,62.52,60.68,61.5,1669400,57.54
"2010-06-18",61.66,61.84,60.67,60.86,2057800,56.94
"2010-06-21",61.86,62.18,60.65,61.03,2246700,57.1
"2010-06-22",60.98,61.21,58.43,58.53,3064600,54.76
"2010-06-23",58.61,59.37,57.63,58.64,1495200,54.86
"2010-06-24",58.3,58.62,56.6,56.64,2328800,52.99
