"","PH.Open","PH.High","PH.Low","PH.Close","PH.Volume","PH.Adjusted"
"2012-03-23",85.08,85.95,84.04,85.63,1037100,82.53
"2012-03-26",86.3,87.31,86.08,86.97,1232900,83.82
"2012-03-27",86.97,87.31,85.96,85.99,1097400,82.87
"2012-03-28",85.9,86.03,83.75,84.43,1269100,81.37
"2012-03-29",83.8,84.76,83.72,84.59,1130100,81.52
"2012-03-30",84.99,85.43,83.8,84.55,987500,81.48
"2012-04-02",84.52,86.34,83.84,86.03,1011400,82.91
"2012-04-03",85.67,86.1,84.68,85.29,1117300,82.2
"2012-04-04",84.06,84.67,83.33,83.47,1487000,80.44
"2012-04-05",83.19,83.85,82.96,83.1,875900,80.09
"2012-04-09",81.9,82.87,81.53,82.6,1008100,79.61
"2012-04-10",82.24,82.59,80.99,81.44,1513700,78.49
"2012-04-11",82.55,83.07,81.23,82.01,1255900,79.04
"2012-04-12",82.17,84.08,82.17,83.69,1303100,80.66
"2012-04-13",83.24,83.57,81.96,82.03,1007300,79.06
"2012-04-16",82.5,83.15,81.68,81.96,808500,78.99
"2012-04-17",82.49,83.97,82.19,83.26,935500,80.24
"2012-04-18",82.53,83.16,82.25,82.7,910200,79.7
"2012-04-19",82.61,82.78,80.95,81.58,938400,78.62
"2012-04-20",81.91,83.12,81.54,82.79,1065600,79.79
"2012-04-23",81.17,81.82,80.44,80.94,1875700,78.01
"2012-04-24",83.54,88.25,82.92,87.96,5323800,84.77
"2012-04-25",87.39,89.45,86.13,87.08,2874000,83.92
"2012-04-26",87.1,87.92,86.65,87.32,1280400,84.15
"2012-04-27",87.77,89.21,87.62,88.99,1747100,85.76
"2012-04-30",89,89,87.08,87.69,1269700,84.51
"2012-05-01",87.33,88.72,86.03,87.58,1893000,84.4
"2012-05-02",87.19,88.38,87.14,88.17,1449300,84.97
"2012-05-03",88.21,88.52,86.35,86.76,1439100,83.61
"2012-05-04",86.46,86.46,84.27,85.14,1401700,82.05
"2012-05-07",84.71,86.08,84.46,84.71,1718600,81.64
"2012-05-08",83.94,85.69,82.81,85.39,2938800,82.69
"2012-05-09",84.19,87.71,83.9,85.54,2427100,82.84
"2012-05-10",86.31,87.17,85.91,86.21,2053200,83.49
"2012-05-11",85.76,87.99,85.47,86.85,1579500,84.11
"2012-05-14",85.5,86.07,85.03,85.11,1882300,82.42
"2012-05-15",84.91,85.32,83.91,84.23,1081300,81.57
"2012-05-16",84.86,84.86,83.06,83.18,1729300,80.55
"2012-05-17",83.27,83.39,80.37,81.2,2409400,78.64
"2012-05-18",81.61,82.32,80.01,80.61,2206500,78.07
"2012-05-21",81.12,83.18,81.12,82.76,1716500,80.15
"2012-05-22",82.96,83.99,82.33,83.61,1549300,80.97
"2012-05-23",82.85,84.99,81.83,84.8,1477300,82.12
"2012-05-24",84.96,85.14,83.29,84.46,1488800,81.79
"2012-05-25",84.33,84.89,83.66,84.36,1208700,81.7
"2012-05-29",85.11,87,84.93,86.48,1542000,83.75
"2012-05-30",85.2,85.28,84.25,84.49,1094400,81.82
"2012-05-31",82.93,83.59,81,81.74,2607600,79.16
"2012-06-01",80.14,80.18,77.64,77.87,3441100,75.41
"2012-06-04",77.95,78.34,75.65,77.83,2830300,75.37
"2012-06-05",77.38,78.59,76.75,78.36,1538900,75.89
"2012-06-06",79.08,80.3,78.85,80.25,1461800,77.72
"2012-06-07",80.58,82.97,80.56,80.79,1546100,78.24
"2012-06-08",80.22,81.67,79.87,81.27,948800,78.7
"2012-06-11",82.32,82.47,80.2,80.3,1650800,77.77
"2012-06-12",80.8,82.1,80.6,81.79,1765200,79.21
"2012-06-13",81.14,81.14,78.65,78.93,3714100,76.44
"2012-06-14",78.87,79.6,77.78,78.46,1731900,75.98
"2012-06-15",78.36,78.86,78.06,78.73,1614800,76.24
"2012-06-18",78.28,79.43,77.81,79.11,865300,76.61
"2012-06-19",79.6,81.97,79.6,81.41,1341300,78.84
"2012-06-20",81.32,81.53,79.22,79.61,1699000,77.1
"2012-06-21",79.93,80.31,77,77.09,1694500,74.66
"2012-06-22",77.2,77.68,75.68,76.68,2750800,74.26
"2012-06-25",75.31,75.67,73.76,74.39,1959800,72.04
"2012-06-26",74.55,74.78,72.8,73.73,2596900,71.4
"2012-06-27",74.12,75.06,73.85,74.88,1366400,72.52
"2012-06-28",74.14,74.52,71.9,73.1,2525600,70.79
"2012-06-29",74.51,77.08,74.51,76.88,1908000,74.45
"2012-07-02",77.2,77.24,74.96,75.69,1399700,73.3
"2012-07-03",75.47,77.18,74.69,77.18,854100,74.74
"2012-07-05",76.8,78.08,76.14,77.5,1130600,75.05
"2012-07-06",76.42,76.42,75.02,75.74,1375500,73.35
"2012-07-09",75.35,76.05,74.31,74.6,2308200,72.24
"2012-07-10",74.57,76.2,71.76,72.61,3264300,70.32
"2012-07-11",73.76,73.76,71.55,71.84,1938000,69.57
"2012-07-12",70.68,72.75,70.42,72.25,1594300,69.97
"2012-07-13",72.33,74.03,72.28,73.9,1205900,71.57
"2012-07-16",72.47,73.38,72.04,72.98,1783900,70.68
"2012-07-17",73.3,74.17,72.37,73.88,1231600,71.55
"2012-07-18",72.99,77.4,72.2,76.49,2926200,74.08
"2012-07-19",76.41,78.79,76.16,77.83,2752700,75.37
"2012-07-20",76.89,78.1,76.37,76.96,1187200,74.53
"2012-07-23",73.16,78.63,72.52,76.76,2435300,74.34
"2012-07-24",76.8,77.19,75.08,76.01,1316900,73.61
"2012-07-25",76.79,77.87,75.75,76.61,1109500,74.19
"2012-07-26",78.3,79.48,77.43,78.44,1185500,75.96
"2012-07-27",76.93,81.75,76.93,81.4,1708300,78.83
"2012-07-30",81.3,81.73,79.95,80.74,1458600,78.19
"2012-07-31",80.46,81.5,80.18,80.32,1529700,77.78
"2012-08-01",80.98,82.56,80.83,81.56,2247400,78.99
"2012-08-02",79.5,80.49,76.16,78.85,3632900,76.36
"2012-08-03",80.4,80.75,79.19,79.97,1764800,77.45
"2012-08-06",80.5,80.99,79.7,80.56,1762100,78.02
"2012-08-07",81.2,83.12,80.98,82.3,1466700,79.7
"2012-08-08",81.72,82.24,81.32,81.83,1018100,79.25
"2012-08-09",81.93,82.73,81.79,82.12,1490100,79.53
"2012-08-10",81.76,83.75,81.64,83.47,1177700,80.83
"2012-08-13",83.12,83.41,82.25,82.94,880800,80.32
"2012-08-14",83.57,83.57,81.98,82.3,870100,79.7
"2012-08-15",81.85,82.01,81.09,81.86,1574900,79.28
"2012-08-16",82,83.46,81.8,83.14,1009300,80.52
"2012-08-17",83.43,83.89,83.16,83.83,965700,81.18
"2012-08-20",83.45,83.61,82.05,82.82,868600,80.21
"2012-08-21",83.16,84,82.01,82.27,1038800,79.67
"2012-08-22",82.23,82.5,81.36,82.18,804000,79.59
"2012-08-23",81.93,82.17,81,81.76,779300,79.18
"2012-08-24",81.44,81.94,80.53,81.58,1272300,79.4
"2012-08-27",81.94,82.06,81.08,81.4,1016100,79.23
"2012-08-28",81.21,81.45,80.71,80.77,805200,78.61
"2012-08-29",80.89,80.98,79.64,80.17,923500,78.03
"2012-08-30",79.59,80.01,78.64,79.29,1383600,77.17
"2012-08-31",80.12,80.47,79.12,79.98,697500,77.85
"2012-09-04",79.69,80.4,78.96,80.01,1243800,77.87
"2012-09-05",80.18,80.3,79.25,79.43,1397600,77.31
"2012-09-06",80.13,82.32,80.02,82.29,2222400,80.09
"2012-09-07",82.69,85.26,82.52,83.69,1631200,81.46
"2012-09-10",83.35,84.49,83.16,83.71,1175400,81.48
"2012-09-11",83.76,84.91,83.61,84.41,873100,82.16
"2012-09-12",84.6,85.22,83.96,84.17,840800,81.92
"2012-09-13",83.98,85.95,83.22,85.62,1177400,83.33
"2012-09-14",85.56,87.71,85.56,86.38,2078900,84.07
"2012-09-17",85.96,86.13,84.6,84.92,1296100,82.65
"2012-09-18",84.77,85.2,84.35,85.18,1058900,82.91
"2012-09-19",85.17,86.15,84.95,85.93,936100,83.64
"2012-09-20",85.2,85.63,84.34,85.55,1267900,83.27
"2012-09-21",86.04,86.37,85.28,85.5,812800,83.22
"2012-09-24",85,85.96,84.82,85.59,874800,83.31
"2012-09-25",85.04,85.48,83.12,83.18,1673500,80.96
"2012-09-26",83.1,83.43,81.84,82.26,1140200,80.06
"2012-09-27",82.9,84.28,82.63,83.68,1277400,81.45
"2012-09-28",83.17,84.15,82.17,83.58,1232300,81.35
"2012-10-01",83.77,85.34,83.25,83.43,1157800,81.2
"2012-10-02",83.76,84.18,83.02,83.6,781900,81.37
"2012-10-03",83.72,84.11,83.07,83.52,563400,81.29
"2012-10-04",84,84.25,83.25,83.27,1470200,81.05
"2012-10-05",84.1,84.98,83.71,84.41,723500,82.16
"2012-10-08",83.25,83.77,82.85,83.25,898100,81.03
"2012-10-09",83.48,83.48,81.45,81.48,1203300,79.31
"2012-10-10",80.77,80.78,78.3,79.24,2630200,77.13
"2012-10-11",79.98,80.79,79.02,79.18,1081300,77.07
"2012-10-12",79.38,79.98,78.69,79.4,941100,77.28
"2012-10-15",79.5,80.79,78.74,80.67,1565300,78.52
"2012-10-16",80.64,82.27,80.63,81.97,1611200,79.78
"2012-10-17",82,84.5,81.89,84.11,2033900,81.87
"2012-10-18",83.58,85.42,83.18,85.07,2507000,82.8
"2012-10-19",78.07,80.15,76.76,78.5,6173800,76.4
"2012-10-22",78.12,79.38,77.11,78.1,2296400,76.02
"2012-10-23",76.7,77.03,75.8,76.74,2111600,74.69
"2012-10-24",76.97,77.51,75.93,76.14,1069300,74.11
"2012-10-25",77.21,78.2,77.05,77.58,1543900,75.51
"2012-10-26",77.76,77.9,76.83,77.58,1241900,75.51
"2012-10-31",77.67,79.35,77.54,78.66,1388500,76.56
"2012-11-01",78.73,81.16,78.55,80.87,2810200,78.71
"2012-11-02",81.29,81.86,79.32,79.43,1420600,77.31
"2012-11-05",78.73,80.12,78.12,79.96,1246600,77.83
"2012-11-06",80.42,81.03,80.07,80.42,911000,78.27
"2012-11-07",79.29,79.29,77.37,77.45,1982600,75.77
"2012-11-08",78.42,79.81,78.18,78.52,2594300,76.82
"2012-11-09",78.18,79.68,77.5,79.09,2253400,77.37
"2012-11-12",79.03,79.65,78.41,79.14,846400,77.42
"2012-11-13",78.17,79.62,78.03,78.23,1054200,76.53
"2012-11-14",78.64,79.28,77.34,77.53,1728400,75.85
"2012-11-15",77.76,79.5,77.5,78.59,1775100,76.88
"2012-11-16",78.74,80.16,78.36,80.01,1991100,78.27
"2012-11-19",80.7,81.5,80.35,81.05,1169700,79.29
"2012-11-20",80.76,80.94,79.06,79.71,1471300,77.98
"2012-11-21",79.84,80.69,79.45,80.1,1057600,78.36
"2012-11-23",80.59,81.73,79.98,81.43,381000,79.66
"2012-11-26",80.99,82.12,80.69,81.41,1214400,79.64
"2012-11-27",81.18,82.08,80.01,81.07,1010600,79.31
"2012-11-28",80.69,82.86,80.29,82.64,1310300,80.85
"2012-11-29",83.17,83.6,82.7,83.39,1350500,81.58
"2012-11-30",83.26,83.37,81.6,82.15,2209700,80.37
"2012-12-03",82.75,82.78,80.27,80.3,1497300,78.56
"2012-12-04",80.47,81.44,80.15,81.18,964400,79.42
"2012-12-05",81.27,83.09,81.04,82.9,1522800,81.1
"2012-12-06",82.61,82.94,81.58,82.33,1213900,80.54
"2012-12-07",82.79,83.88,82.67,83.81,975500,81.99
"2012-12-10",83.83,84.4,83.48,83.93,1049100,82.11
"2012-12-11",84.2,84.49,83.15,83.4,1336500,81.59
"2012-12-12",83.91,84.42,83.04,83.12,883300,81.32
"2012-12-13",82.93,83.65,82.65,83.24,1060500,81.43
"2012-12-14",83,84.41,83,83.49,1055400,81.68
"2012-12-17",83.73,84.08,83.18,83.59,1089700,81.78
"2012-12-18",83.88,87.04,83.72,86.65,2241500,84.77
"2012-12-19",86.52,86.72,85.92,86.21,1366400,84.34
"2012-12-20",86.08,86.62,85.71,86.55,1055200,84.67
"2012-12-21",85.16,85.58,84,85.15,2423600,83.3
"2012-12-24",85.07,86,84.72,84.87,315500,83.03
"2012-12-26",85.23,85.23,84.52,84.67,497700,82.83
"2012-12-27",84.68,85.07,83.39,84.49,599500,82.66
"2012-12-28",83.74,84.8,83.69,83.86,491400,82.04
"2012-12-31",83.53,85.17,83.16,85.06,831700,83.21
"2013-01-02",87.45,88.58,86.51,87.66,1962800,85.76
"2013-01-03",87.6,88.73,87.45,88.34,1336100,86.42
"2013-01-04",88.65,88.92,88.3,88.82,775700,86.89
"2013-01-07",88.08,88.35,87.26,88.25,1447300,86.33
"2013-01-08",88.67,88.98,87.51,88.32,1242600,86.4
"2013-01-09",88.62,90.25,88.59,90.17,1482500,88.21
"2013-01-10",90.64,90.73,88.64,89.6,1636500,87.66
"2013-01-11",89.52,89.52,88.35,89.04,903000,87.11
"2013-01-14",88.99,89.49,88.48,89.32,957800,87.38
"2013-01-15",88.57,90,88.54,89.64,833500,87.69
"2013-01-16",89.12,89.95,88.73,89.84,933400,87.89
"2013-01-17",90,91.93,89.7,91.36,2330600,89.38
"2013-01-18",92.5,93.7,90,93.7,4266000,91.67
"2013-01-22",93.26,93.57,91.91,93.28,1933900,91.26
"2013-01-23",93.24,93.65,92.67,93.05,1378400,91.03
"2013-01-24",92.99,94.69,92.83,93.97,1225700,91.93
"2013-01-25",94.38,94.57,93.69,94.37,723900,92.32
"2013-01-28",94.75,94.81,93.58,93.82,1262500,91.78
"2013-01-29",93.58,94.3,93.28,94.15,952600,92.11
"2013-01-30",94.1,94.77,93.09,93.28,1052800,91.26
"2013-01-31",93.41,94.14,92.8,92.97,1199400,90.95
"2013-02-01",93.92,94.11,93.34,93.85,1509100,91.81
"2013-02-04",93.05,93.64,92.45,92.51,1032000,90.5
"2013-02-05",93.54,94.36,93.05,93.95,1709000,91.91
"2013-02-06",92.88,93.83,92.13,93.45,1010000,91.84
"2013-02-07",93.68,94.64,93.07,93.8,1047700,92.19
"2013-02-08",93.83,94.48,93.69,94.32,566500,92.7
"2013-02-11",94.1,94.57,93.43,94.39,640000,92.77
"2013-02-12",94.28,95.59,93.95,95.18,1152700,93.54
"2013-02-13",95.6,96.57,95.37,96.33,1549900,94.67
"2013-02-14",95.77,97.03,95.53,96.31,1044900,94.65
"2013-02-15",96.27,97.29,95.71,96.04,1215200,94.39
"2013-02-19",96.31,97.5,96.28,97.46,1113000,95.78
"2013-02-20",97.43,97.43,94.75,95.02,1364000,93.39
"2013-02-21",94.58,94.58,92.62,93.26,1335500,91.66
"2013-02-22",93.89,94.64,93.62,94.54,898900,92.91
"2013-02-25",95.09,95.25,90.83,90.9,1650500,89.34
"2013-02-26",91.63,92.27,91.04,91.65,1576600,90.07
"2013-02-27",91.5,93.77,91.45,93.56,1144800,91.95
"2013-02-28",93.65,95.26,93.06,94.48,1036700,92.85
"2013-03-01",93.82,94.9,92.75,94.45,924200,92.83
"2013-03-04",94.15,94.17,92.52,93.65,960800,92.04
"2013-03-05",94.54,96.72,94.54,96.45,1281200,94.79
"2013-03-06",96.98,97.21,95.93,96.42,741800,94.76
"2013-03-07",96.63,97.75,96.42,97.24,1067500,95.57
"2013-03-08",97.67,98.15,97.04,97.95,971800,96.27
"2013-03-11",97.6,98.06,97.32,97.93,602500,96.25
"2013-03-12",97.7,97.75,96.03,97.05,1078600,95.38
"2013-03-13",97.07,97.22,96.24,96.99,644800,95.32
"2013-03-14",97.31,97.95,97.07,97.25,1006800,95.58
"2013-03-15",96.71,97.32,96.3,96.72,1174900,95.06
"2013-03-18",95.56,96.74,94.96,96.08,1106900,94.43
"2013-03-19",96.27,96.46,93.87,95.18,1120800,93.54
"2013-03-20",95.64,95.92,94.38,94.97,1107800,93.34
"2013-03-21",93.8,94.21,91.9,92.02,1700400,90.44
"2013-03-22",91.88,92.37,91.71,92.08,1342800,90.5
"2013-03-25",92.68,92.81,90.33,90.98,1177300,89.41
"2013-03-26",91.84,91.84,90.19,90.28,1549800,88.73
"2013-03-27",89.44,90.32,88.69,90.15,1458500,88.6
"2013-03-28",90.27,91.58,89.67,91.58,1241700,90
"2013-04-01",91.39,91.6,89.51,89.65,895900,88.11
"2013-04-02",90.14,90.36,88.31,88.79,1164200,87.26
"2013-04-03",88.66,88.94,87.21,87.53,1824700,86.02
"2013-04-04",87.76,89.67,87.73,89.42,1686400,87.88
"2013-04-05",87.77,89.67,87.71,89.38,1767300,87.84
"2013-04-08",89.29,90.22,89.09,89.9,969500,88.35
"2013-04-09",90.33,91.09,89.71,90.55,777400,88.99
"2013-04-10",90.69,91.09,89.99,90.41,1387800,88.85
"2013-04-11",90.51,90.61,89.71,89.96,1429400,88.41
"2013-04-12",89.51,89.74,88.47,89.04,1037200,87.51
"2013-04-15",88.37,88.48,85.96,85.96,1795400,84.48
"2013-04-16",86.93,88.12,86.42,88.02,1159200,86.51
"2013-04-17",87.08,88.06,85.96,87.75,1593900,86.24
"2013-04-18",87.8,88.04,85.59,85.93,901400,84.45
"2013-04-19",86.41,86.52,85.13,85.55,1529000,84.08
"2013-04-22",85.82,87.37,84.5,86.63,1438700,85.14
"2013-04-23",87.06,87.87,86.78,87.68,959700,86.17
"2013-04-24",88.09,89.52,88.05,89.37,1316300,87.83
"2013-04-25",89.6,91.25,89.3,90.55,1336600,88.99
"2013-04-26",90.66,91.12,88.07,88.74,894900,87.21
"2013-04-29",89.39,89.99,88.57,88.83,762800,87.3
"2013-04-30",88.68,88.73,87.31,88.57,1540100,87.05
"2013-05-01",88.04,88.28,87.06,87.2,1288300,85.7
"2013-05-02",87.6,88.57,87.36,88.49,1068900,86.97
"2013-05-03",89.96,92.73,89.96,91.38,1327900,89.81
"2013-05-06",91.22,92.18,91.02,91.88,1076600,90.3
"2013-05-07",92.26,93.49,92.07,93.14,854000,91.54
"2013-05-08",92.5,93.23,92.18,93.23,1054600,92.07
"2013-05-09",93.15,93.88,92.79,92.95,825400,91.79
"2013-05-10",93.15,94.45,93.12,94.05,920900,92.88
"2013-05-13",93.75,94.9,93.28,93.99,917300,92.82
"2013-05-14",93.88,96.81,93.88,96.68,1293200,95.48
"2013-05-15",95.89,97.95,95.41,97.83,1447700,96.61
"2013-05-16",97.42,98.15,96.93,97.59,1480400,96.38
"2013-05-17",98.26,100.01,98.03,100.01,1857700,98.77
"2013-05-20",99.65,101.21,99.27,100.58,723500,99.33
"2013-05-21",100.47,101.2,99.75,100.96,1240600,99.7
"2013-05-22",101.02,101.88,99.24,99.62,763000,98.38
"2013-05-23",98.64,99.58,97.91,99.32,812900,98.09
"2013-05-24",98.45,98.78,97.52,98.29,749800,97.07
"2013-05-28",99.72,99.93,98.21,98.3,799800,97.08
"2013-05-29",97.48,98.88,97.34,97.93,864700,96.71
"2013-05-30",98.2,100.43,97.74,99.86,966500,98.62
"2013-05-31",99.51,101.76,99.01,99.76,1319200,98.52
"2013-06-03",99.96,100.27,97.76,98.78,1414300,97.55
"2013-06-04",98.91,100.27,98.29,98.44,1562800,97.22
"2013-06-05",97.96,98.35,96.26,96.55,1173300,95.35
"2013-06-06",96.59,97.28,96,97.05,1527500,95.84
"2013-06-07",97.87,98.81,97.14,98.34,750300,97.12
"2013-06-10",98.6,98.88,97.98,98.61,763500,97.38
"2013-06-11",97.34,98.63,97.11,98.18,1146500,96.96
"2013-06-12",98.88,98.88,96.8,96.88,913800,95.68
"2013-06-13",96.92,98.41,96.29,98.02,837400,96.8
"2013-06-14",96.48,98.01,96.48,97.41,477700,96.2
"2013-06-17",98.09,98.28,97.18,97.77,762600,96.55
"2013-06-18",97.8,98.99,97.62,98.7,1042500,97.47
"2013-06-19",98.79,99.27,97.75,97.83,1150900,96.61
"2013-06-20",96.88,96.88,95.31,95.71,1651600,94.52
"2013-06-21",96.44,96.64,94.59,94.85,2063000,93.67
"2013-06-24",93.8,93.8,92.08,92.89,1520900,91.74
"2013-06-25",93.85,94.59,93.32,94.31,1084800,93.14
"2013-06-26",95.12,96.14,94.77,95.53,1235100,94.34
"2013-06-27",96.15,96.66,95.34,96.37,742800,95.17
"2013-06-28",96,96.48,95.4,95.4,2440300,94.21
"2013-07-01",96.36,97.55,95.94,96.98,752200,95.77
"2013-07-02",96.81,97.25,95.35,95.54,1106100,94.35
"2013-07-03",95.01,95.69,94.81,95.32,566000,94.14
"2013-07-05",96.16,97.62,96.16,97.62,799100,96.41
"2013-07-08",98.03,98.1,96.27,96.4,1218400,95.2
"2013-07-09",97.05,98.46,96.9,98.01,959900,96.79
"2013-07-10",97.33,98.42,97.23,98.13,742900,96.91
"2013-07-11",99.73,100.26,99.4,99.93,809000,98.69
"2013-07-12",99.67,99.89,98.65,99.16,1042500,97.93
"2013-07-15",99.26,100.27,98.98,99.73,664600,98.49
"2013-07-16",99.96,100.12,99.11,99.89,887600,98.65
"2013-07-17",100.37,100.66,99.53,99.77,740400,98.53
"2013-07-18",100.1,101.85,99.78,101.05,689500,99.79
"2013-07-19",101.07,103.17,100.98,103.11,1543900,101.83
"2013-07-22",103.18,103.81,102.38,102.86,720200,101.58
"2013-07-23",103.13,103.69,102.5,102.72,584200,101.44
"2013-07-24",103,103.1,101.26,101.31,735600,100.05
"2013-07-25",100.37,101.54,99.48,101.41,822600,100.15
"2013-07-26",101.04,102.23,100.57,102.12,819000,100.85
"2013-07-29",101.9,102.51,101.25,101.34,541700,100.08
"2013-07-30",101.89,103.27,101.32,102.51,722600,101.24
"2013-07-31",103,104.38,102.82,103.28,724200,102
"2013-08-01",104.47,107.12,104.11,106.79,1035000,105.46
"2013-08-02",105.16,105.39,104.19,105.24,1031800,103.93
"2013-08-05",105,106.19,104.76,104.93,1314700,103.63
"2013-08-06",100,101.89,99.92,101.5,2798900,100.24
"2013-08-07",102.06,102.24,100.63,101.96,1517600,100.69
"2013-08-08",102.35,104.08,102.35,103.93,895500,102.64
"2013-08-09",103.76,104.5,102.82,104.14,814800,102.85
"2013-08-12",103.7,106.06,103.7,105.99,902500,104.67
"2013-08-13",106.39,107.26,105.58,106.87,872400,105.54
"2013-08-14",106.81,107.1,105.92,106.18,953300,104.86
"2013-08-15",104.97,105.08,103.44,103.77,1123700,102.48
"2013-08-16",103.52,104.88,103.39,103.4,1126700,102.11
"2013-08-19",102.84,104.17,102.34,102.46,992700,101.19
"2013-08-20",102.37,103,101.66,102.39,870600,101.12
"2013-08-21",102.15,102.66,101.52,101.78,653100,100.51
"2013-08-22",102.13,104.53,102.11,103.7,555600,102.41
"2013-08-23",103.74,104.96,102.25,103.09,491900,102.25
"2013-08-26",103.29,103.76,102.48,102.5,440300,101.67
"2013-08-27",101.24,101.62,100.24,100.52,674800,99.7
"2013-08-28",100.65,101.47,100.16,100.63,580100,99.81
"2013-08-29",100.46,101.53,100.43,100.8,631200,99.98
"2013-08-30",101.24,101.33,99.75,99.95,568000,99.14
"2013-09-03",101.99,102.45,100.32,100.99,1054800,100.17
"2013-09-04",100.88,102.14,100.88,102.1,692400,101.27
"2013-09-05",101.01,103.51,100.79,103.07,794000,102.23
"2013-09-06",103.55,104.62,102.27,103.22,820000,102.38
"2013-09-09",103.89,105.36,103.89,104.76,952600,103.91
"2013-09-10",105.61,107.17,105.57,105.81,1186000,104.95
"2013-09-11",105.46,105.81,104.24,105,1196800,104.15
"2013-09-12",104.96,105.09,104.31,104.53,919800,103.68
"2013-09-13",104.67,104.98,103.72,104.36,616800,103.51
"2013-09-16",105.11,105.78,104.66,104.98,924000,104.13
"2013-09-17",104.97,105.53,104.61,105.22,569200,104.36
"2013-09-18",105.3,107.65,104.89,107.59,794900,106.72
"2013-09-19",107.77,108.96,107.59,108.16,713500,107.28
"2013-09-20",108.68,108.84,107.35,107.54,964200,106.67
"2013-09-23",107.09,107.3,106.07,106.35,883900,105.49
"2013-09-24",106.31,109.02,106.31,108.71,1316200,107.83
"2013-09-25",108.85,109.58,108.35,109.14,1362500,108.25
"2013-09-26",109.04,110.21,108.96,109.92,1112400,109.03
"2013-09-27",109.06,109.76,108.7,108.95,655800,108.06
"2013-09-30",107.66,109.03,107.51,108.72,793900,107.84
"2013-10-01",109.27,109.93,108.81,109.35,951900,108.46
"2013-10-02",108.75,108.94,107.75,108.84,788500,107.96
"2013-10-03",108.63,108.68,106.28,106.97,916900,106.1
"2013-10-04",107.1,107.73,106.81,107.58,572900,106.71
"2013-10-07",106.19,107.03,106.1,106.26,570500,105.4
"2013-10-08",106.33,106.48,104.2,104.28,1066400,103.43
"2013-10-09",104.04,104.62,103.36,103.97,1042800,103.13
"2013-10-10",105.21,107.19,105.1,107.06,1077500,106.19
"2013-10-11",107.26,107.97,106.99,107.78,721600,106.9
"2013-10-14",107,108.17,106.35,107.96,1546900,107.08
"2013-10-15",107.33,107.57,104.99,105.64,1303900,104.78
"2013-10-16",106,106.17,104.47,105.64,1343900,104.78
"2013-10-17",105.4,107.04,105,106.82,1179800,105.95
"2013-10-18",109.64,113.87,109.36,112.41,3278800,111.5
"2013-10-21",113.48,115.56,113.1,115.06,2019500,114.12
"2013-10-22",110.62,116.26,109.89,114.31,1060800,113.38
"2013-10-23",113.63,113.8,112.39,113.57,628600,112.65
"2013-10-24",113.76,114.95,113.11,114.41,727000,113.48
"2013-10-25",114.32,116.44,113.4,116.42,1881300,115.47
"2013-10-28",116.06,116.63,115.72,116.47,1325200,115.52
"2013-10-29",116.49,116.99,115.61,116.85,754500,115.9
"2013-10-30",116.85,117.05,115.27,115.62,721500,114.68
"2013-10-31",115.83,117.94,115.3,116.72,778900,115.77
"2013-11-01",116.51,117.53,115.49,115.99,1096900,115.05
"2013-11-04",116.4,116.99,115.78,116.31,621200,115.36
"2013-11-05",115.92,116.62,114.91,115.94,544700,115
"2013-11-06",116.25,116.53,115.21,115.94,681800,115.45
"2013-11-07",116.79,116.87,114.27,114.53,1152200,114.04
"2013-11-08",114.68,116.5,114.68,116.13,938500,115.64
"2013-11-11",116.11,117.02,115.87,116.5,673800,116
"2013-11-12",116.51,116.99,115.92,116.11,883500,115.62
"2013-11-13",115.65,117.01,115.41,117,658800,116.5
"2013-11-14",117,117.3,116.2,116.83,662100,116.33
"2013-11-15",117.1,117.61,116.42,117.61,943300,117.11
"2013-11-18",118.2,118.86,116.58,116.92,857400,116.42
"2013-11-19",116.64,116.95,115.1,115.36,779300,114.87
"2013-11-20",116.05,116.05,114.44,114.83,621300,114.34
"2013-11-21",115,116.83,115,116.71,775800,116.21
"2013-11-22",116.59,118.64,116.2,118.62,1288200,118.11
"2013-11-25",118.78,120.12,118.37,118.68,1096200,118.17
"2013-11-26",118.47,119.04,117.71,117.78,937600,117.28
"2013-11-27",118.47,118.59,117.96,118.25,534700,117.75
"2013-11-29",118.41,119,117.63,117.84,217700,117.34
"2013-12-02",117.82,118.29,116.87,117.24,717000,116.74
"2013-12-03",117,117.02,115.72,116.54,926600,116.04
"2013-12-04",115.94,117.11,115.19,116.71,1186500,116.21
"2013-12-05",116.32,117.61,116.21,116.51,1379100,116.01
"2013-12-06",119.74,121.58,118.96,121.1,1246000,120.58
"2013-12-09",121.21,122.52,120.28,120.79,921900,120.28
"2013-12-10",119.55,120.73,119.48,119.69,894500,119.18
"2013-12-11",114.32,119.84,114.32,117.99,1121800,117.49
"2013-12-12",118.39,118.92,117.64,118.27,1227600,117.77
"2013-12-13",118.75,119.59,118.15,118.97,1136000,118.46
"2013-12-16",119.21,121.09,119.21,120.48,708900,119.97
"2013-12-17",120.48,120.77,119.59,119.92,750400,119.41
"2013-12-18",120.32,122.57,119.13,122.5,967600,121.98
"2013-12-19",122.29,124.01,121.8,123.87,1063200,123.34
"2013-12-20",124.67,126.25,123.91,126.21,1750100,125.67
"2013-12-23",126.92,126.96,125.79,126.2,1016500,125.66
"2013-12-24",126.2,127.39,125.97,127.21,279800,126.67
"2013-12-26",127.34,128.33,127.24,127.88,521300,127.33
