"","VFC.Open","VFC.High","VFC.Low","VFC.Close","VFC.Volume","VFC.Adjusted"
"2012-03-23",148.27,149.58,145.48,147,5008400,35.34
"2012-03-26",147.98,151.82,147.98,151.35,4715200,36.39
"2012-03-27",152,152.5,150.29,150.82,4394400,36.26
"2012-03-28",150.67,151,147.95,148.86,3776000,35.79
"2012-03-29",148.37,148.64,146.81,148.46,3487600,35.69
"2012-03-30",149.32,149.75,145.93,145.98,5709600,35.1
"2012-04-02",145.26,149.97,144.19,149.15,3052000,35.86
"2012-04-03",148.69,150.17,147.88,149.82,3399600,36.02
"2012-04-04",148.66,149.37,147.49,148.68,2204800,35.75
"2012-04-05",143.03,151.56,143.03,150.34,4086400,36.14
"2012-04-09",147.7,149.52,147.57,148.84,2416800,35.78
"2012-04-10",148.62,148.99,144.15,144.52,3489200,34.75
"2012-04-11",146.6,146.62,145.02,145.32,2241200,34.94
"2012-04-12",145.34,146.85,144.78,146.72,2196000,35.27
"2012-04-13",146.35,149.42,146.25,149.04,3217200,35.83
"2012-04-16",149.45,150.51,148.51,148.96,3510000,35.81
"2012-04-17",149.18,150.57,148.96,150,1845600,36.06
"2012-04-18",149.6,149.85,148.4,149,3234800,35.82
"2012-04-19",149.1,150.27,148.17,149.14,2033200,35.86
"2012-04-20",149.47,151.33,149.16,151.03,2401600,36.31
"2012-04-23",150.2,150.34,147.75,150.12,2681600,36.09
"2012-04-24",150.02,150.35,146.52,147.01,2654000,35.34
"2012-04-25",147.34,149.88,147.34,149.27,3206400,35.89
"2012-04-26",149.93,154.35,149.93,154,5016000,37.02
"2012-04-27",154.98,155.84,150.44,154.2,5447600,37.07
"2012-04-30",154.37,154.89,151.65,152.05,2153200,36.56
"2012-05-01",152.71,154.37,150.78,153.32,3622000,36.86
"2012-05-02",153.22,156.15,152.76,155.71,2136400,37.44
"2012-05-03",155.51,155.75,153.23,153.57,1988400,36.92
"2012-05-04",152.4,152.51,148.24,148.61,3434800,35.73
"2012-05-07",147.7,149.3,147.04,147.42,2848000,35.44
"2012-05-08",145.25,145.25,138.42,141.86,5454000,34.11
"2012-05-09",139.97,141.71,139.46,139.97,4652800,33.65
"2012-05-10",141.79,142.63,139.16,139.38,3604000,33.51
"2012-05-11",138.96,140.7,138.51,139.34,2292400,33.5
"2012-05-14",137.64,139.66,136.7,138.88,3216400,33.39
"2012-05-15",138.43,139.71,137.28,137.44,2914000,33.04
"2012-05-16",138.1,138.97,136.72,138,4342800,33.18
"2012-05-17",137.85,138.35,133.44,133.96,4723200,32.21
"2012-05-18",134.19,136.84,133.5,133.83,3563200,32.18
"2012-05-21",134.47,137.24,133.46,137.1,3844800,32.96
"2012-05-22",137.98,142.6,137.98,139.51,5102400,33.54
"2012-05-23",139.06,141.17,136.96,139.43,3348000,33.52
"2012-05-24",140.36,143.85,140.02,141.61,2946400,34.05
"2012-05-25",141.71,142.36,140.09,141.2,1939200,33.95
"2012-05-29",141.91,143.69,140.86,143.54,2278800,34.51
"2012-05-30",142.13,142.33,140.42,140.82,1768400,33.86
"2012-05-31",140.68,141.55,138.56,141.04,1903200,33.91
"2012-06-01",137.99,138.77,133.83,134.35,3716000,32.3
"2012-06-04",134.56,136.53,133.5,136.16,3016000,32.74
"2012-06-05",135.7,138.36,135.18,137.99,2066000,33.18
"2012-06-06",139,139.74,138.07,139.52,2184000,33.72
"2012-06-07",140.8,141,137.91,139.31,2198800,33.67
"2012-06-08",138.24,139.76,137.15,139.68,2490800,33.76
"2012-06-11",140.81,140.85,137.93,138.06,1840800,33.37
"2012-06-12",138.95,140.34,137.66,139.98,1927200,33.83
"2012-06-13",140,140.87,137.21,138.08,3280400,33.37
"2012-06-14",144.82,144.82,138.05,139.75,3147600,33.77
"2012-06-15",139.75,141.02,138.65,140.91,3352400,34.05
"2012-06-18",140.06,141.55,138.92,141.17,2331600,34.12
"2012-06-19",142.44,144.51,141.79,142.43,2840400,34.42
"2012-06-20",142.4,143.94,141,142.5,2893200,34.44
"2012-06-21",142.43,143.26,139.55,139.88,2609600,33.81
"2012-06-22",141.25,143.68,140,143.56,7518400,34.7
"2012-06-25",141.97,142.44,139.76,140.15,3922000,33.87
"2012-06-26",140.88,141.29,138.22,138.65,2863200,33.51
"2012-06-27",138.59,140.04,137.07,138.53,2094000,33.48
"2012-06-28",137.84,138.13,132.56,134,4939200,32.38
"2012-06-29",135.92,137.51,132.43,133.45,9350000,32.25
"2012-07-02",132.37,133.67,131.34,131.9,6530000,31.88
"2012-07-03",131.39,132.78,129.53,131.32,3233600,31.74
"2012-07-05",132.25,135.37,131.48,134.85,8004800,32.59
"2012-07-06",134.01,135,133.36,135,9132400,32.63
"2012-07-09",135.11,135.9,133.2,134,4280800,32.38
"2012-07-10",138.1,141.24,136.5,137.24,5222400,33.17
"2012-07-11",137.31,137.31,133.36,135.69,4485200,32.79
"2012-07-12",134.68,137.08,133.71,136.11,2910800,32.89
"2012-07-13",137.35,140.27,136.52,139.87,2188800,33.8
"2012-07-16",138.83,140.52,138.61,139.2,1990400,33.64
"2012-07-17",139.47,140.99,139.47,140.5,3085600,33.96
"2012-07-18",140.05,143.01,138.98,141.81,3891600,34.27
"2012-07-19",145.62,152.91,145.23,152.42,9735600,36.84
"2012-07-20",152.97,152.97,149.11,150.45,3973600,36.36
"2012-07-23",147.96,150.77,147.02,150.12,3678000,36.28
"2012-07-24",149.81,150.1,147.13,148.41,2802000,35.87
"2012-07-25",148.87,149.48,146.4,147.28,2520000,35.59
"2012-07-26",149.08,150.71,147.13,148.91,2577600,35.99
"2012-07-27",149.44,150.85,148.75,150.15,3318000,36.29
"2012-07-30",150.39,151.28,149.33,150.25,2319600,36.31
"2012-07-31",149.72,150.05,147.52,149.3,3258000,36.08
"2012-08-01",149.7,150.25,145.61,145.77,3582000,35.23
"2012-08-02",145.38,148.07,144.76,146.45,2562400,35.39
"2012-08-03",147.89,149.59,147.61,149.06,1281600,36.02
"2012-08-06",149.63,150.35,149.31,149.71,1737200,36.18
"2012-08-07",150.53,154.15,150.41,151.5,2598000,36.61
"2012-08-08",150.01,150.28,149.27,149.92,2387200,36.23
"2012-08-09",149.36,150,147.78,149.18,2268800,36.05
"2012-08-10",148.99,149.2,146.46,147.33,2680800,35.61
"2012-08-13",147,149.59,146.63,149.58,1488800,36.15
"2012-08-14",150.4,151.51,149.24,149.36,2105600,36.1
"2012-08-15",149.4,150,148.9,149.25,1450800,36.07
"2012-08-16",149.19,151.74,148.62,151.04,1960000,36.5
"2012-08-17",151.01,153.11,150.68,153.03,1603600,36.98
"2012-08-20",153.61,153.61,148.9,149.73,3184000,36.19
"2012-08-21",150.63,151.35,149.23,149.64,1623600,36.16
"2012-08-22",149.04,149.42,147.72,149.18,1694400,36.05
"2012-08-23",149.04,149.13,147.44,148.52,2303200,35.89
"2012-08-24",148.49,150.38,148.25,150.22,1896000,36.31
"2012-08-27",150.32,150.49,149.15,149.74,2274800,36.19
"2012-08-28",150.01,153.1,149.67,152.94,2770800,36.96
"2012-08-29",152.55,153.43,151.94,152.88,2139600,36.95
"2012-08-30",152.3,152.72,150.34,152.33,1968000,36.81
"2012-08-31",152.81,153.71,151.69,152.68,1682400,36.9
"2012-09-04",152.4,152.57,150.42,151.26,1528400,36.56
"2012-09-05",151.77,152.21,150.77,151.3,1114400,36.57
"2012-09-06",150.98,152.96,150.62,152.75,1899600,37.09
"2012-09-07",152.97,153.95,152.67,153.87,2019200,37.36
"2012-09-10",153.25,156.31,152.97,154.92,2316400,37.62
"2012-09-11",153.91,155.79,152.87,155.75,2334800,37.82
"2012-09-12",156.01,156.72,154.68,155.61,1862400,37.79
"2012-09-13",156.03,162.13,155.44,161.01,4086400,39.1
"2012-09-14",161.25,164.35,160.39,164.33,4192000,39.9
"2012-09-17",163.57,163.83,161.63,163.65,2280400,39.74
"2012-09-18",163.21,163.5,159.44,160.53,2858000,38.98
"2012-09-19",160.33,162.77,159.02,160.73,2136800,39.03
"2012-09-20",160.59,161.31,157.99,160.2,2022400,38.9
"2012-09-21",160.45,160.93,158.29,158.49,2905600,38.49
"2012-09-24",158.1,158.7,157.15,157.21,2350000,38.18
"2012-09-25",158.64,159.89,157.55,157.76,2674000,38.31
"2012-09-26",157.79,159.8,157.52,158.68,1992800,38.53
"2012-09-27",159.01,161.28,158.57,160.44,1623600,38.96
"2012-09-28",159.08,160.36,156.87,159.36,2333200,38.7
"2012-10-01",159.06,161.09,157.93,158.64,1703200,38.52
"2012-10-02",158.63,161.23,157.87,161.21,2054400,39.15
"2012-10-03",161.48,162,160.31,160.59,1538000,39
"2012-10-04",161.33,163.85,160.86,162.95,2484800,39.57
"2012-10-05",163.69,163.99,161.89,162.81,1519200,39.54
"2012-10-08",162.95,163.06,161.02,161.21,1027200,39.15
"2012-10-09",161.35,162.52,159.77,160.06,1192400,38.87
"2012-10-10",160.41,161.48,159.31,159.58,1061200,38.75
"2012-10-11",160.97,161.34,159.95,160.03,1064400,38.86
"2012-10-12",160.32,162.64,160,161.73,1898000,39.27
"2012-10-15",161.89,164.54,160.97,163.65,2102400,39.74
"2012-10-16",164.22,168.32,164.22,168.28,2698000,40.86
"2012-10-17",167.95,169.82,166.93,168.86,1694400,41.01
"2012-10-18",168.93,169.19,167.06,168.83,1784400,41
"2012-10-19",168.52,168.93,165.65,166.77,3850000,40.5
"2012-10-22",161.28,162.62,154.46,159.46,8322000,38.72
"2012-10-23",158.42,158.75,154.05,155.67,4454000,37.8
"2012-10-24",155.89,156.77,153.2,156.73,4066800,38.06
"2012-10-25",157.63,158.4,154.71,155.19,1893600,37.69
"2012-10-26",155.32,155.5,153,154.64,2009600,37.55
"2012-10-31",159.03,159.98,154.85,156.48,3393200,38
"2012-11-01",157.7,160.71,156,159.71,2480000,38.78
"2012-11-02",160.15,161.49,157.95,157.96,1580000,38.36
"2012-11-05",157.73,159.46,157.32,158.69,934400,38.54
"2012-11-06",158.36,160.67,157.94,160.67,1248800,39.02
"2012-11-07",159.27,159.83,156.2,157.58,2096400,38.27
"2012-11-08",157.59,157.59,153.28,153.46,2576800,37.27
"2012-11-09",153.16,155.24,152.76,152.93,3160800,37.14
"2012-11-12",160.04,160.25,154.73,159.68,4418400,38.78
"2012-11-13",159.27,159.27,155.53,156.54,2877200,38.01
"2012-11-14",157.33,158.68,153.5,154.48,2699200,37.51
"2012-11-15",154.18,156.23,153.01,153.87,1670000,37.36
"2012-11-16",154.03,156.28,153.45,155.82,2267200,37.84
"2012-11-19",155.86,158.48,155.68,156.99,4422000,38.12
"2012-11-20",157.03,157.95,156.16,157.57,2107200,38.26
"2012-11-21",158.03,158.73,156.24,156.83,1432400,38.08
"2012-11-23",157.37,158.57,157.13,158.53,758800,38.5
"2012-11-26",158.11,159.33,155.5,157.28,2849200,38.19
"2012-11-27",153.21,157.46,152.04,155.94,2910000,37.87
"2012-11-28",155.75,162.25,155.55,162.1,2952400,39.36
"2012-11-29",162.51,162.51,160.04,161.79,2732800,39.29
"2012-11-30",161.98,162.07,159.23,160.51,3168000,38.98
"2012-12-03",161.74,162.31,160.64,161.05,2214800,39.11
"2012-12-04",160.65,160.97,155.71,156.19,2644400,37.93
"2012-12-05",156.17,158.39,152.93,154.84,4385200,37.6
"2012-12-06",153.94,155.61,152.64,153,4262800,37.36
"2012-12-07",153.2,153.77,150.52,152.61,3425600,37.27
"2012-12-10",152.3,152.57,146.84,148.65,6568000,36.3
"2012-12-11",149.04,151.41,148.62,151.3,3486800,36.95
"2012-12-12",151.77,151.77,148.61,149.72,2593200,36.56
"2012-12-13",149.69,150.4,147,147.44,2461200,36.01
"2012-12-14",149.24,150,146.9,148.18,3128400,36.19
"2012-12-17",148.15,151.16,147.92,151.11,3212000,36.9
"2012-12-18",151.64,153.3,151.26,151.84,2896000,37.08
"2012-12-19",152.23,153.86,151.15,151.22,2934000,36.93
"2012-12-20",151.41,151.67,148.3,150.65,2556400,36.79
"2012-12-21",150.49,150.99,148.68,150.1,3153200,36.66
"2012-12-24",150.09,150.57,148.5,150.06,814000,36.65
"2012-12-26",150.08,150.61,146.11,148.01,2472800,36.15
"2012-12-27",148.23,150.61,147.4,150.15,2359200,36.67
"2012-12-28",149.19,150.47,147.77,148.29,1911200,36.21
"2012-12-31",147.66,151.49,147.51,150.97,2195200,36.87
"2013-01-02",153.03,154.16,147.13,150.36,4928000,36.72
"2013-01-03",150.78,152.25,150.25,151.79,3161200,37.07
"2013-01-04",152.5,154,151.21,153.81,2711600,37.56
"2013-01-07",152.24,152.67,148.28,149.38,4676800,36.48
"2013-01-08",149.1,150.74,148.54,149.29,3527600,36.46
"2013-01-09",149.58,150.25,147.22,147.7,3810800,36.07
"2013-01-10",148.14,150.93,147.39,150.92,3491200,36.86
"2013-01-11",151.81,151.81,148.96,149,2790800,36.39
"2013-01-14",148.99,154,148.01,153.88,2991600,37.58
"2013-01-15",153.35,155.71,152.45,153.89,3933200,37.58
"2013-01-16",154.13,154.47,152.16,152.9,1736800,37.34
"2013-01-17",153.18,153.5,148.65,151.13,4423600,36.91
"2013-01-18",151.18,151.18,147.31,147.94,7368000,36.13
"2013-01-22",148.32,149.16,147.39,148.89,4141200,36.36
"2013-01-23",147.64,150.9,146.65,150.76,3945600,36.82
"2013-01-24",150.6,151.04,142.79,145.78,8147200,35.6
"2013-01-25",145.84,149.22,145,148.97,5243200,36.38
"2013-01-28",148.72,148.84,146.47,147.69,3769200,36.07
"2013-01-29",147.89,148.04,146.38,147,2946000,35.9
"2013-01-30",146.46,147.85,145.72,145.74,2762000,35.59
"2013-01-31",146.01,148.85,146.01,147.58,3971600,36.04
"2013-02-01",149.14,149.14,147.41,147.87,3346400,36.11
"2013-02-04",147.6,149.73,146.71,147.03,4133600,35.91
"2013-02-05",147.13,149.54,147.12,148.74,3416000,36.32
"2013-02-06",149.1,153.09,148.76,151.26,4864000,36.94
"2013-02-07",151.26,154.46,150.5,153.89,4786400,37.58
"2013-02-08",153.98,154.86,152.26,153.03,3831600,37.37
"2013-02-11",152.33,152.9,150.87,152.09,2484400,37.14
"2013-02-12",152.48,153.97,151.88,152.68,2640800,37.29
"2013-02-13",152.66,153.09,151.55,152.32,2684400,37.2
"2013-02-14",151.88,153.53,150.3,152.81,4635600,37.32
"2013-02-15",154.15,159.49,153.83,157.88,6417200,38.56
"2013-02-19",158.35,163.38,158.2,163.38,5696800,39.9
"2013-02-20",163.74,163.74,160.16,160.43,3819600,39.18
"2013-02-21",159.5,160.74,158.02,158.97,3322000,38.82
"2013-02-22",160.25,160.41,156.79,158.54,2104000,38.72
"2013-02-25",159.76,160.52,157.52,157.53,2760800,38.47
"2013-02-26",155.58,158.88,155.58,158.03,2511600,38.59
"2013-02-27",156.5,160.99,156.21,160.86,3697600,39.28
"2013-02-28",160.67,162.1,159.75,161.26,2650000,39.38
"2013-03-01",161.25,161.25,159.38,160.69,3230000,39.24
"2013-03-04",160.76,163.52,160.76,163.4,2213600,39.9
"2013-03-05",164,165.15,162.81,164.26,3118000,40.11
"2013-03-06",163.38,164.92,162.53,163.17,2004800,40.06
"2013-03-07",163.42,164.22,161.28,162.5,2486000,39.89
"2013-03-08",162.75,163.28,161.41,162.82,2362800,39.97
"2013-03-11",162.52,163.05,160.66,161.75,2480400,39.71
"2013-03-12",161.05,163.16,160.96,162.9,2644800,39.99
"2013-03-13",162.35,164.66,162.19,164.11,2436400,40.29
"2013-03-14",164.59,165.83,163.75,165.04,2476400,40.52
"2013-03-15",163.87,166.24,163.6,165.26,3730800,40.57
"2013-03-18",164.59,165.05,162.47,163.69,2128800,40.19
"2013-03-19",164.08,165.82,163.35,165.67,3269600,40.67
"2013-03-20",166.5,166.89,165.41,166.4,2320000,40.85
"2013-03-21",166.37,166.49,163.76,166.28,2215600,40.82
"2013-03-22",167.46,168.82,165.85,166.12,3139600,40.78
"2013-03-25",166.8,167.7,163.28,165.65,4143200,40.67
"2013-03-26",166.23,166.23,164.29,165.7,1428800,40.68
"2013-03-27",164.67,166.16,164.5,165.96,1249200,40.74
"2013-03-28",166.47,168.65,165.91,167.75,2354800,41.18
"2013-04-01",167.76,167.78,164.5,165.61,1946000,40.66
"2013-04-02",165.71,168.25,165.52,167.93,1242000,41.23
"2013-04-03",168.18,169.58,167.49,168.22,2413200,41.3
"2013-04-04",168.5,169.83,167.82,169.75,1677200,41.67
"2013-04-05",167.76,169.51,166.07,169.07,2506000,41.51
"2013-04-08",168.85,169.97,168.34,169.97,1438000,41.73
"2013-04-09",169.84,170.56,168.8,168.95,1764400,41.48
"2013-04-10",169.46,173.15,169.39,172.41,2040000,42.33
"2013-04-11",172.16,174.34,170.53,171.37,3084000,42.07
"2013-04-12",170.63,172.14,169.63,171.6,3450000,42.13
"2013-04-15",171.17,171.4,166.27,166.27,2431600,40.82
"2013-04-16",167.61,169.95,166.57,169.77,1996400,41.68
"2013-04-17",169.15,170.98,166.76,169.25,1978000,41.55
"2013-04-18",169.68,170,166.73,167.66,1294800,41.16
"2013-04-19",168.25,170.28,167.8,169.15,1404000,41.53
"2013-04-22",169.83,173.95,169.83,173,2224400,42.47
"2013-04-23",173.3,174.76,172.12,173.82,1691200,42.67
"2013-04-24",174.32,175,172.28,174.19,1999600,42.76
"2013-04-25",174.8,178.91,174.06,178.75,2627200,43.88
"2013-04-26",177.45,177.63,171.12,174.82,4137600,42.92
"2013-04-29",175.01,176.92,173.08,174.81,1805600,42.92
"2013-04-30",174.81,178.28,174.35,178.22,2623200,43.75
"2013-05-01",177.96,178.77,174.6,175.39,2798000,43.06
"2013-05-02",176.83,177.16,174.01,175.35,2510800,43.05
"2013-05-03",176.24,178.19,174.24,177.55,2201600,43.59
"2013-05-06",177.04,178.36,176.55,177.36,1940400,43.54
"2013-05-07",178.24,180.01,178.06,179.95,2068000,44.18
"2013-05-08",179.95,181.42,178.56,181.01,1925600,44.44
"2013-05-09",180.98,181.98,179.63,180.62,1755200,44.34
"2013-05-10",180.8,183.43,180.49,183.12,2376800,44.96
"2013-05-13",182.51,183.1,180.84,182.3,2040400,44.76
"2013-05-14",182.29,184.85,182.11,184.72,1488400,45.35
"2013-05-15",183.89,187.02,183.89,185.66,3129600,45.58
"2013-05-16",185.67,186.39,180.79,181.51,2386400,44.56
"2013-05-17",181.47,184.65,181.47,183.73,2013600,45.11
"2013-05-20",183.83,185.91,183.6,185.5,1792400,45.54
"2013-05-21",182.49,186.69,182.49,186.15,1593600,45.7
"2013-05-22",186.5,187.91,184.29,185.03,1299200,45.43
"2013-05-23",182.78,186.22,181.76,185.12,1296000,45.45
"2013-05-24",184.17,184.49,182.02,183.82,1710800,45.13
"2013-05-28",186.11,186.86,183.82,184.74,983600,45.35
"2013-05-29",184.15,185.84,183.5,184.54,1223200,45.31
"2013-05-30",185.08,185.93,183.95,184.95,1734800,45.41
"2013-05-31",184.84,187.2,183.86,183.86,2467600,45.14
"2013-06-03",183.79,185.69,182.24,185.62,1952400,45.57
"2013-06-04",185.25,187.42,182.51,186.64,1671200,45.82
"2013-06-05",185.48,187.23,184.85,185.35,2175200,45.5
"2013-06-06",183.36,184.87,182.14,184.77,1819600,45.58
"2013-06-07",185,187.34,175.75,187.17,2067200,46.17
"2013-06-10",187.3,187.96,185.98,187,1002400,46.13
"2013-06-11",185.93,189.64,185.39,188.06,2095200,46.39
"2013-06-12",189.58,189.85,188.16,189.58,2353200,46.76
"2013-06-13",190.21,190.62,187.39,188.5,3056400,46.5
"2013-06-14",187.64,188.65,186.5,187.14,1419600,46.16
"2013-06-17",188.5,189.41,186.73,188.16,1791600,46.41
"2013-06-18",188.29,190.8,187.8,190.48,1771200,46.98
"2013-06-19",190.58,193.09,190.58,192.5,3392800,47.48
"2013-06-20",191.5,191.75,186.24,186.83,2281600,46.08
"2013-06-21",187.8,189.87,184.52,186.02,3067600,45.88
"2013-06-24",184.43,187.06,182.45,185.65,2415600,45.79
"2013-06-25",187.24,189.03,186.25,188.21,2514400,46.42
"2013-06-26",190.77,191.76,189.24,191.31,2711600,47.19
"2013-06-27",192,193,190.94,192.08,1516400,47.38
"2013-06-28",191.8,195.06,190.27,193.06,3594800,47.62
"2013-07-01",193.93,196.99,193.58,195.03,2073200,48.11
"2013-07-02",194.57,196.14,192.17,193.58,2641600,47.75
"2013-07-03",192.37,194.16,190.87,193.82,979200,47.81
"2013-07-05",194.06,197.62,194.06,196.28,1722400,48.42
"2013-07-08",197.82,199.47,196.34,197,2050000,48.59
"2013-07-09",200.43,200.43,194.73,198.48,1284800,48.96
"2013-07-10",198.01,199.34,196.77,197.89,1668000,48.81
"2013-07-11",199.51,200.08,198.67,199.72,1686000,49.26
"2013-07-12",199.45,200.55,198.73,199.56,1264800,49.22
"2013-07-15",199.33,200.09,198.56,199.51,1974400,49.21
"2013-07-16",199.41,200.19,198,198.17,1977600,48.88
"2013-07-17",198.56,199.49,197.03,197.49,1980400,48.71
"2013-07-18",195.61,199.85,195.61,199.53,2383200,49.22
"2013-07-19",197.2,199.53,194.26,196.94,5119600,48.58
"2013-07-22",193.55,196.37,193.51,194.86,3024800,48.07
"2013-07-23",195.33,196.86,194.83,196.18,1390000,48.39
"2013-07-24",197.12,197.84,195.88,196.71,1230800,48.52
"2013-07-25",196.59,198.04,195.93,197.79,1553600,48.79
"2013-07-26",196.34,199.3,196,199.09,1580000,49.11
"2013-07-29",198.64,198.95,196.62,197.13,1161600,48.63
"2013-07-30",198.13,198.75,197,197.52,1453600,48.72
"2013-07-31",197.96,199.36,196.62,197,1394400,48.59
"2013-08-01",198.12,201.48,197.19,201.07,1402000,49.6
"2013-08-02",200.75,202.34,199.91,202.3,1040400,49.9
"2013-08-05",201.12,202.35,200.87,201.15,706400,49.62
"2013-08-06",200.67,201.95,200.02,201.06,2054400,49.59
"2013-08-07",199.76,200.76,198.29,198.31,2410000,48.92
"2013-08-08",199.74,200.06,198.67,198.93,1314400,49.07
"2013-08-09",198.8,200.36,197.7,198.89,1348800,49.06
"2013-08-12",197.88,199.28,197.67,198.19,1387600,48.89
"2013-08-13",198.52,199.72,197.28,199.13,1520800,49.12
"2013-08-14",198.96,199.31,195.81,196.23,2421200,48.4
"2013-08-15",195.36,195.43,192.27,193.05,2762000,47.62
"2013-08-16",192.01,194.61,192.01,192.75,1916000,47.54
"2013-08-19",192.22,193.5,190.82,190.9,1712000,47.09
"2013-08-20",191.14,192.98,189.8,191.42,2422800,47.22
"2013-08-21",191.34,192.96,190.07,190.52,1313600,46.99
"2013-08-22",190.87,192.21,188.46,190.76,1540400,47.05
"2013-08-23",191.38,193.83,190.06,191.09,1723200,47.14
"2013-08-26",191.2,191.96,188.84,189.17,1788800,46.66
"2013-08-27",189.11,189.42,185.81,186.19,2753200,45.93
"2013-08-28",185.81,187.53,185.7,186.59,1968800,46.03
"2013-08-29",186.58,188.05,185.62,186.86,2220000,46.09
"2013-08-30",187.56,188.93,186.53,187.21,1597600,46.18
"2013-09-03",188.8,190.16,188.24,189.05,2043600,46.63
"2013-09-04",189.81,192.98,189.81,192.11,1676000,47.39
"2013-09-05",192.1,194.04,191.63,193.3,1992800,47.68
"2013-09-06",193.2,193.59,189.38,191.26,1259600,47.39
"2013-09-09",191.43,192.55,190.91,191.67,1319200,47.49
"2013-09-10",191.95,192.57,189.85,192.15,1686800,47.61
"2013-09-11",192.02,192.96,190.73,192.96,2379600,47.81
"2013-09-12",192.79,194.81,192.52,194.71,2194400,48.25
"2013-09-13",194.47,195.7,193.46,195.5,1306800,48.44
"2013-09-16",197.38,198.74,195.73,196.09,2075600,48.59
"2013-09-17",196.12,197.73,196.09,197.67,1880800,48.98
"2013-09-18",197.23,200.34,195.57,200.21,1830400,49.61
"2013-09-19",199.33,204.64,199.33,204.49,3366800,50.67
"2013-09-20",204.69,204.94,201.94,203.32,3225600,50.38
"2013-09-23",203.02,203.27,200.22,202.44,1703600,50.16
"2013-09-24",202.82,203.43,201.59,202.58,1631600,50.2
"2013-09-25",202.84,202.88,198.67,199.24,2385600,49.37
"2013-09-26",199.72,200.74,198.71,199.61,2215600,49.46
"2013-09-27",199.59,199.99,196.8,198.48,2569200,49.18
"2013-09-30",197.15,199.48,197.01,199.05,2287600,49.32
"2013-10-01",199.6,200,197.51,198.84,2118400,49.27
"2013-10-02",200.41,201.24,193.79,195.8,3317600,48.52
"2013-10-03",195.59,198.17,193.36,194.54,2212000,48.2
"2013-10-04",194.99,197.07,194.69,196.51,1979600,48.69
"2013-10-07",195.14,196.35,193.82,193.85,2017200,48.03
"2013-10-08",193.95,194.46,189.36,189.76,3070400,47.02
"2013-10-09",190.44,193.46,189.32,192.42,2310400,47.68
"2013-10-10",195.26,195.66,194.09,194.73,1312800,48.25
"2013-10-11",194.73,196.15,193.41,196.1,2066000,48.59
"2013-10-14",193.4,198.2,193.4,197.58,1934800,48.96
"2013-10-15",197.38,198.66,195.8,196.07,4588000,48.58
"2013-10-16",197.05,201.41,197.05,201.33,3356800,49.89
"2013-10-17",200.59,203.4,200.23,201.89,2613200,50.02
"2013-10-18",202.95,204.3,201.41,204.3,2419200,50.62
"2013-10-21",212.9,214.4,210.28,211.23,5260800,52.34
"2013-10-22",212.26,212.99,210.31,211.44,3193200,52.39
"2013-10-23",211.38,212.68,210.02,212.44,1676000,52.64
"2013-10-24",213.44,213.44,210.7,210.75,1958800,52.22
"2013-10-25",213.04,213.21,210.61,212.23,2228000,52.59
"2013-10-28",212.2,216.61,211.83,216.55,3431600,53.66
"2013-10-29",217,217.69,215.5,216,3320000,53.52
"2013-10-30",216.29,216.84,213.38,214.96,1832000,53.26
"2013-10-31",215.11,216.24,213.17,215,2460800,53.27
"2013-11-01",215,216.65,214.82,215.5,1131200,53.4
"2013-11-04",216.7,218.93,216.13,218.63,2324800,54.17
"2013-11-05",218.68,220.38,217.12,219.75,2445200,54.45
"2013-11-06",222.64,225.58,220.98,222.46,3661600,55.12
"2013-11-07",222.46,223.04,216.73,217.05,2486800,53.78
"2013-11-08",217.05,218.79,216.26,218.74,2722800,54.2
"2013-11-11",219,219.76,218.68,219.05,1350400,54.28
"2013-11-12",218.18,219.24,217.15,217.83,2522000,53.97
"2013-11-13",217.45,223.06,217.25,223.01,2487200,55.26
"2013-11-14",223,224.68,221.36,224.51,1724000,55.63
"2013-11-15",224.13,225.59,223.17,225.56,1770000,55.89
"2013-11-18",225.5,226.85,223.93,224.44,1832400,55.61
"2013-11-19",224.14,225.3,223.1,224.26,1404000,55.57
"2013-11-20",225,226.52,224,224.74,1270400,55.69
"2013-11-21",225.44,225.44,223.3,224.53,1441600,55.63
"2013-11-22",225.88,232.41,224.59,232.1,3455600,57.51
"2013-11-25",233.09,234.53,232.5,233.4,3142000,57.83
"2013-11-26",232.99,235.65,232.67,234.4,1712000,58.08
"2013-11-27",235.38,236.6,234.12,234.93,1611200,58.21
"2013-11-29",235,237.18,234.21,234.58,988800,58.12
"2013-12-02",236.19,238.25,234.71,235.74,2281600,58.41
"2013-12-03",235.67,235.97,233.32,234.04,2232800,57.99
"2013-12-04",233.79,234.5,231.55,233.55,1668800,57.87
"2013-12-05",233.49,235.46,232.35,233,2256400,57.73
"2013-12-06",243.28,243.28,232.59,233.57,1575600,58.14
"2013-12-09",233.64,234.28,232.06,232.94,1853200,57.98
"2013-12-10",232.71,233.14,228.56,231.25,2615600,57.56
"2013-12-11",231.81,232.69,228.68,229.2,2352000,57.05
"2013-12-12",229.5,233.09,228.94,232.24,2933600,57.8
"2013-12-13",234,234.91,231.2,234.48,3049200,58.36
"2013-12-16",234.97,235.7,233.66,234.69,1878800,58.41
"2013-12-17",235.26,235.99,233.86,235.07,1461200,58.51
"2013-12-18",235.83,239.63,233.64,239.34,1800400,59.57
"2013-12-19",239.12,240.43,238.02,238.48,1735600,59.36
