"","ROP.Open","ROP.High","ROP.Low","ROP.Close","ROP.Volume","ROP.Adjusted"
"2012-05-14",100.93,102.05,100.46,101,465000,100.04
"2012-05-15",101.08,101.83,100.44,100.95,430400,99.99
"2012-05-16",101.48,101.85,100.25,100.44,412400,99.48
"2012-05-17",100.64,100.89,96.56,96.86,890100,95.94
"2012-05-18",96.65,97.43,95.31,95.58,834800,94.67
"2012-05-21",96.53,98.81,95.87,98.76,440000,97.82
"2012-05-22",99.31,99.79,98.38,99.36,644300,98.41
"2012-05-23",98.51,100.35,97.23,100.2,520000,99.25
"2012-05-24",100.57,100.95,99.49,100.36,383000,99.41
"2012-05-25",100.55,100.92,99.77,100.34,309900,99.39
"2012-05-29",101.46,102.59,101.03,102.58,326700,101.6
"2012-05-30",101.34,102.4,100.88,101.69,488400,100.72
"2012-05-31",101.45,101.94,100.22,101.22,490600,100.26
"2012-06-01",100.13,100.13,97.44,97.5,591300,96.57
"2012-06-04",97.43,97.84,95.08,95.91,692900,95
"2012-06-05",95.56,97.09,95.47,96.84,603900,95.92
"2012-06-06",97.82,99.38,97.34,99.38,389300,98.43
"2012-06-07",101.23,103.33,98.72,99.05,462100,98.11
"2012-06-08",99.05,100.52,98.42,100.16,404400,99.21
"2012-06-11",101.16,101.16,98.43,98.52,366600,97.58
"2012-06-12",98.93,100.79,98.59,100.7,342400,99.74
"2012-06-13",100.33,101.17,98.88,99.31,433200,98.37
"2012-06-14",99.5,100.62,99.01,99.98,355100,99.03
"2012-06-15",100.74,101.07,99.85,100.78,559300,99.82
"2012-06-18",100.63,101.61,99.85,101.43,478700,100.47
"2012-06-19",101.78,103.47,101.44,102.89,383400,101.91
"2012-06-20",102.88,103.05,100.89,101.79,350700,100.82
"2012-06-21",102.02,102.16,98.88,99.11,323200,98.17
"2012-06-22",99.33,99.81,98.27,99.21,383900,98.27
"2012-06-25",98.35,98.35,95.46,96.14,497400,95.23
"2012-06-26",96.31,96.45,94.83,95.6,541200,94.69
"2012-06-27",96.35,96.46,95.73,96.22,360400,95.3
"2012-06-28",95.05,96.08,94.34,95.38,634300,94.47
"2012-06-29",97.35,98.81,97.35,98.58,780600,97.64
"2012-07-02",97.2,98.45,96.67,97.52,509700,96.59
"2012-07-03",97.76,98.9,97.36,98.75,229600,97.81
"2012-07-05",98.33,99.65,98.08,99.07,276600,98.13
"2012-07-06",98.14,98.84,96.33,97.12,288000,96.2
"2012-07-09",97.96,97.96,96.34,97.05,244500,96.13
"2012-07-10",97.48,97.9,95.61,96.3,422600,95.38
"2012-07-11",96.17,96.68,94.32,94.82,880500,94.05
"2012-07-12",94.06,95,92.53,94.44,552000,93.68
"2012-07-13",94.6,96.56,94.51,96.19,259000,95.41
"2012-07-16",95.72,95.78,94.44,94.68,433000,93.91
"2012-07-17",94.94,95.52,93.75,94.58,460900,93.81
"2012-07-18",94.25,97.26,94.17,96.28,594500,95.5
"2012-07-19",96.63,97.38,96.5,96.61,391800,95.83
"2012-07-20",95.91,97.68,95.62,97.03,575700,96.24
"2012-07-23",95.15,96.19,94.62,95.81,378100,95.03
"2012-07-24",95.66,95.88,92.88,93.73,483900,92.97
"2012-07-25",94.21,94.63,93.19,93.82,363200,93.06
"2012-07-26",95.63,96.1,94.45,95.87,579400,95.09
"2012-07-27",96.1,98.9,96.1,98.59,605000,97.79
"2012-07-30",102.82,108.89,99.34,99.64,2458600,98.83
"2012-07-31",99.94,101.07,98.77,99.45,1108700,98.65
"2012-08-01",99.7,102.62,99.47,101.44,934000,100.62
"2012-08-02",100.53,102.14,100.07,102.06,463400,101.23
"2012-08-03",103.64,104.19,103.13,103.54,415600,102.7
"2012-08-06",103.57,104.8,103.16,103.27,609900,102.43
"2012-08-07",103.63,104.13,102.92,103.34,733000,102.5
"2012-08-08",103.36,104.22,102.97,104.14,472700,103.3
"2012-08-09",104.09,104.32,103.64,103.88,251600,103.04
"2012-08-10",103.43,104.77,103.16,104.76,286700,103.91
"2012-08-13",104.33,105.17,103.4,104.98,470300,104.13
"2012-08-14",105.13,105.45,104.43,104.77,432500,103.92
"2012-08-15",104.41,105.4,104.27,105,400300,104.15
"2012-08-16",104.94,106.45,104.7,105.8,544000,104.94
"2012-08-17",106.2,106.75,105.88,106.08,457000,105.22
"2012-08-20",105.62,106.1,104.65,105.15,261800,104.3
"2012-08-21",105.46,105.8,104.17,104.19,358200,103.35
"2012-08-22",103.75,104.4,103.27,103.96,365400,103.12
"2012-08-23",103.93,104.84,103.54,104.51,382400,103.66
"2012-08-24",104.14,105,103.64,104.18,346100,103.34
"2012-08-27",104.22,104.61,103.73,103.83,324500,102.99
"2012-08-28",103.51,103.84,103,103.21,192500,102.37
"2012-08-29",103.43,103.48,102.44,103.17,274100,102.34
"2012-08-30",102.4,102.96,101.99,102.52,288700,101.69
"2012-08-31",103.34,103.66,102.05,102.79,386600,101.96
"2012-09-04",102.71,103,101.21,102.49,299600,101.66
"2012-09-05",102.7,102.76,101.33,102.02,203200,101.19
"2012-09-06",103.02,104.95,102.85,104.91,299100,104.06
"2012-09-07",105.02,105.64,104.34,104.85,247100,104
"2012-09-10",104.8,105.46,104.52,104.65,308400,103.8
"2012-09-11",104.58,104.81,104.22,104.46,285400,103.61
"2012-09-12",103.58,104.51,103.58,104.07,308500,103.23
"2012-09-13",104.37,105.2,103.47,105.05,411700,104.2
"2012-09-14",105.02,105.93,104.66,105.2,319000,104.35
"2012-09-17",105.06,105.12,104.36,104.85,232700,104
"2012-09-18",104.84,106.3,104.5,106.29,617500,105.43
"2012-09-19",106.43,109.33,106.3,109,729900,108.12
"2012-09-20",108.72,109.33,107.92,108.79,933100,107.91
"2012-09-21",109.21,109.47,108.48,109.21,651100,108.33
"2012-09-24",109.21,111.32,108.44,111.08,819000,110.18
"2012-09-25",111.13,111.4,110,110.14,589900,109.25
"2012-09-26",110.27,110.5,108.64,109.47,344900,108.58
"2012-09-27",109.95,110.4,109.16,110.12,315000,109.23
"2012-09-28",109.82,110.16,109.17,109.89,531400,109
"2012-10-01",110.19,110.81,108.66,109.23,517300,108.35
"2012-10-02",109.72,110,108.75,109.48,264500,108.59
"2012-10-03",109.71,109.74,108.75,109.26,259800,108.38
"2012-10-04",109.69,110.4,109.36,110.14,205500,109.25
"2012-10-05",110.62,111.52,110.35,111.22,423300,110.32
"2012-10-08",110.59,111.03,109.92,111.03,526800,110.13
"2012-10-09",110.99,110.99,108.6,108.74,628000,107.86
"2012-10-10",108.79,109.09,107.74,108.52,570900,107.78
"2012-10-11",109.44,110.24,108.84,109.7,546700,108.95
"2012-10-12",110.02,110.02,109.22,109.55,340400,108.8
"2012-10-15",109.7,110.21,108.91,110.09,289000,109.34
"2012-10-16",110.44,111.42,110.44,110.83,381400,110.07
"2012-10-17",111.11,111.66,110.35,110.85,389100,110.09
"2012-10-18",110.86,110.87,109.81,110.06,380600,109.31
"2012-10-19",109.57,109.57,107.43,107.81,651400,107.07
"2012-10-22",107.72,108.23,106.68,107.6,325900,106.86
"2012-10-23",106.5,107.05,105.46,106.75,329800,106.02
"2012-10-24",107.53,107.99,106.18,106.31,643100,105.58
"2012-10-25",107.41,109.51,106.35,108.84,518400,108.1
"2012-10-26",109.04,109.5,107.36,108.8,426900,108.06
"2012-10-31",108.78,109.97,107.82,109.17,382800,108.42
"2012-11-01",109.16,110.38,108.92,109.83,435800,109.08
"2012-11-02",110.62,111.52,110.2,110.43,724800,109.68
"2012-11-05",110.31,110.66,109.91,110.38,246700,109.63
"2012-11-06",110.69,111.75,109.84,111.47,316300,110.71
"2012-11-07",110.09,110.76,109.05,109.23,219800,108.48
"2012-11-08",109.15,109.57,107.81,108.25,279700,107.51
"2012-11-09",107.94,109.72,107.94,108.6,252800,107.86
"2012-11-12",108.6,109.3,108.27,108.85,159800,108.11
"2012-11-13",103.61,109.35,102.85,108,172000,107.26
"2012-11-14",108.1,108.45,106.92,107,590500,106.27
"2012-11-15",107.29,108.26,106.58,107.69,645500,106.95
"2012-11-16",108.05,108.65,107.25,107.88,966900,107.14
"2012-11-19",108.82,111.21,108.52,111.07,475700,110.31
"2012-11-20",110.98,113.17,110.82,112.98,812200,112.21
"2012-11-21",112.82,113.09,111.63,111.86,517600,111.1
"2012-11-23",112.36,113.25,112.05,113.14,196100,112.37
"2012-11-26",112.66,113.21,111.31,111.78,482800,111.02
"2012-11-27",111.4,112.28,110.91,111.07,426500,110.31
"2012-11-28",110.89,111.45,110,111.37,512400,110.61
"2012-11-29",112.02,112.12,110.63,111.23,343700,110.47
"2012-11-30",111.37,111.84,109.88,111.53,712100,110.77
"2012-12-03",110.98,112.97,109.9,110.15,423400,109.4
"2012-12-04",109.95,110.26,108.26,109.11,525600,108.36
"2012-12-05",109.25,110.63,108.79,110.54,597800,109.78
"2012-12-06",110.22,111.58,110.12,111.46,490600,110.7
"2012-12-07",111.72,111.99,111.07,111.77,412900,111.01
"2012-12-10",111.83,112.33,111.53,112.23,365300,111.46
"2012-12-11",112.44,113.24,112.06,112.76,491000,111.99
"2012-12-12",113.03,113.42,112.02,112.16,290900,111.39
"2012-12-13",112,112.88,111.21,111.3,319200,110.54
"2012-12-14",111.66,111.66,109.99,110,494700,109.25
"2012-12-17",110.64,110.64,109.6,110.13,653000,109.38
"2012-12-18",110.39,111.47,110.08,111.23,868200,110.47
"2012-12-19",111.14,111.42,109.38,109.45,874300,108.86
"2012-12-20",109.43,110.76,109.37,110.75,474800,110.16
"2012-12-21",109.09,111.5,108.97,111.03,884600,110.44
"2012-12-24",110.56,110.86,110.38,110.76,113300,110.17
"2012-12-26",110.81,110.97,109.48,109.72,268100,109.13
"2012-12-27",109.61,110.37,109.01,110.07,222800,109.48
"2012-12-28",109.27,110.13,108.94,108.95,252600,108.37
"2012-12-31",108.45,111.5,108.03,111.48,391700,110.88
"2013-01-02",113.36,114.67,113.19,114.48,494500,113.87
"2013-01-03",114.25,115.73,114,114.61,428300,114
"2013-01-04",114.96,115.88,114.43,115.52,280200,114.9
"2013-01-07",115.03,115.7,114.79,115.04,350300,114.42
"2013-01-08",114.62,115.88,114.45,114.79,641100,114.18
"2013-01-09",115.08,115.44,114.94,115.2,793500,114.58
"2013-01-10",115.7,115.7,113.82,114.47,709200,113.86
"2013-01-11",114.73,115.11,114.18,114.38,463000,113.77
"2013-01-14",114.42,114.79,113.43,114.28,320600,113.67
"2013-01-15",113.83,114.38,113.31,114.32,205200,113.71
"2013-01-16",113.8,114.45,113.26,114.14,347800,113.53
"2013-01-17",114.27,115.5,114.27,115.22,306900,114.6
"2013-01-18",115.57,116.67,115.57,116.36,1075800,115.74
"2013-01-22",116.38,118.12,116.22,118.07,435000,117.44
"2013-01-23",117.72,118.13,117.13,117.7,239900,117.07
"2013-01-24",117.8,119,117.67,118.6,409900,117.96
"2013-01-25",119.09,119.18,117.85,118.83,291600,118.19
"2013-01-28",117.26,120.67,117.26,118.5,419200,117.87
"2013-01-29",118.58,119.94,118.29,119.2,349700,118.56
"2013-01-30",118.57,118.88,117.48,117.71,432900,117.08
"2013-01-31",117.51,118.06,116.45,117.45,620500,116.82
"2013-02-01",118.58,119.87,117.95,119.29,418600,118.65
"2013-02-04",118.49,118.5,117.28,117.48,343100,116.85
"2013-02-05",118.15,119.12,117.96,118.71,335000,118.07
"2013-02-06",118.38,119.53,118.29,119.34,277200,118.7
"2013-02-07",119.35,119.5,117.82,118.42,365800,117.79
"2013-02-08",118.64,119.7,118.48,119.34,215800,118.7
"2013-02-11",119.19,119.51,118.28,119.12,215400,118.48
"2013-02-12",119.15,120.08,119.15,119.57,209100,118.93
"2013-02-13",119.99,120.36,119.31,119.78,245900,119.14
"2013-02-14",119.12,120.28,119.12,119.86,243400,119.22
"2013-02-15",119.99,120.26,119.62,120.04,311500,119.4
"2013-02-19",120.02,122.16,120.02,121.66,582600,121.01
"2013-02-20",121.49,122.77,120.89,121.6,755500,120.95
"2013-02-21",121.1,122.29,120.95,122,832700,121.35
"2013-02-22",122.43,124.66,122.28,124.31,744300,123.64
"2013-02-25",124.81,125.36,121.3,121.3,470300,120.65
"2013-02-26",121.93,122.71,121.23,122.26,406400,121.61
"2013-02-27",122.12,124.66,122.11,124.39,303200,123.72
"2013-02-28",124.44,125.28,124.04,124.61,315600,123.94
"2013-03-01",124.21,125.1,122.62,124.94,434600,124.27
"2013-03-04",124.6,125.08,122.68,125.04,404300,124.37
"2013-03-05",125.68,126.67,125.46,125.75,410300,125.08
"2013-03-06",126.24,126.45,124.98,124.98,343700,124.31
"2013-03-07",125.12,125.82,124.87,125.57,377000,124.9
"2013-03-08",126.25,126.42,125.16,125.86,443600,125.19
"2013-03-11",125.87,126.32,125.5,126.24,404600,125.56
"2013-03-12",126.13,126.14,123.98,124.62,464300,123.95
"2013-03-13",124.52,124.95,124.03,124.66,415200,123.99
"2013-03-14",125,126.89,124.6,125.91,443000,125.24
"2013-03-15",125.53,125.53,124.66,124.74,543700,124.07
"2013-03-18",123.91,125.17,123.51,124.48,308200,123.81
"2013-03-19",124.79,125.56,123.88,125.32,392100,124.65
"2013-03-20",126.33,127.34,125.62,126.07,435600,125.39
"2013-03-21",124.88,125.76,124.4,124.42,382300,123.75
"2013-03-22",124.82,125.71,124.71,125.65,319500,124.98
"2013-03-25",125.96,126.25,123.59,124.89,338100,124.22
"2013-03-26",125.53,126.15,125.32,126.11,364500,125.43
"2013-03-27",125.18,126.27,124.44,126.13,265800,125.45
"2013-03-28",125.79,127.42,125.74,127.31,526000,126.63
"2013-04-01",127.27,127.31,125.58,125.92,188500,125.25
"2013-04-02",126.93,126.93,124.17,124.67,338700,124
"2013-04-03",124.57,125.63,123.3,123.43,380500,122.77
"2013-04-04",123.72,124.69,123.59,123.94,267500,123.28
"2013-04-05",122.31,122.78,121.72,122.63,300700,121.97
"2013-04-08",122.39,123.39,121.84,123.31,406500,122.65
"2013-04-09",123.87,124.05,122.14,122.79,392900,122.13
"2013-04-10",123.07,124.74,122.43,124.39,465500,123.89
"2013-04-11",124.4,125.17,123.99,124.35,292200,123.85
"2013-04-12",123.9,124.41,123.06,123.36,252500,122.86
"2013-04-15",122.77,122.97,119,119.08,556100,118.6
"2013-04-16",120.12,121.3,119.99,121.26,445700,120.77
"2013-04-17",120.37,121.92,118.83,120.54,671400,120.06
"2013-04-18",121.17,124,121.17,122.35,1175600,121.86
"2013-04-19",122.43,123.35,121.29,122.5,578600,122.01
"2013-04-22",122.74,123.36,122.07,122.49,384200,122
"2013-04-23",122.99,124.18,122.35,123.95,419700,123.45
"2013-04-24",124.3,124.7,123.56,123.96,403900,123.46
"2013-04-25",124.3,125.13,123.49,123.66,438000,123.16
"2013-04-26",123.82,123.84,122.39,123.31,253600,122.81
"2013-04-29",123,123,118.5,118.68,1350800,118.2
"2013-04-30",118.87,120.01,118.39,119.65,1127800,119.17
"2013-05-01",118.97,119.45,118.01,118.12,481300,117.65
"2013-05-02",118.76,119.12,118.28,118.53,447200,118.05
"2013-05-03",119.42,120.48,119.17,119.77,553000,119.29
"2013-05-06",119.64,120.57,119.46,120.2,421100,119.72
"2013-05-07",120.54,121.41,120.19,121.04,563600,120.55
"2013-05-08",120.99,121.25,120.7,121.08,593200,120.59
"2013-05-09",121.36,121.55,120.52,120.88,516000,120.39
"2013-05-10",121.32,122.1,121.18,121.63,324400,121.14
"2013-05-13",121.53,121.56,120.56,121,656100,120.51
"2013-05-14",121.01,122.5,121.01,122.31,549300,121.82
"2013-05-15",122.22,122.31,121.73,122.03,526600,121.54
"2013-05-16",121.83,122.22,121.03,121.27,562800,120.78
"2013-05-17",121.49,123.93,121.49,123.79,528400,123.29
"2013-05-20",123.5,124.63,123.5,123.92,368100,123.42
"2013-05-21",123.86,125.16,123.23,124.8,376500,124.3
"2013-05-22",124.71,125.42,122.86,123.21,760700,122.71
"2013-05-23",121.89,123.37,121.89,123.13,577500,122.64
"2013-05-24",120.41,123.26,120.41,123.06,626500,122.57
"2013-05-28",124.21,126.58,124.12,126.33,915700,125.82
"2013-05-29",125.86,126.09,124,124.29,588700,123.79
"2013-05-30",124.4,125.81,124.4,125.25,369200,124.75
"2013-05-31",125.01,126.3,124.16,124.22,592400,123.72
"2013-06-03",124.38,125.5,123.53,125.48,696500,124.98
"2013-06-04",125.47,126.2,123.48,123.96,480400,123.46
"2013-06-05",123.46,124.19,121.79,122.11,595500,121.62
"2013-06-06",121.92,122.27,120.72,122.12,403900,121.63
"2013-06-07",122.69,124.21,122.44,123.75,278800,123.25
"2013-06-10",124.28,124.28,123.28,123.81,301300,123.31
"2013-06-11",122.63,122.81,121.19,121.3,669500,120.81
"2013-06-12",122.31,122.52,119.45,119.57,525500,119.09
"2013-06-13",119.38,121.79,119.1,121.5,244800,121.01
"2013-06-14",121.43,121.8,120,120.47,370200,119.99
"2013-06-17",121.69,123.88,121.29,123.53,816900,123.03
"2013-06-18",123.58,125.15,123.39,124.82,534800,124.32
"2013-06-19",124.79,125.51,123.71,123.76,370600,123.26
"2013-06-20",122.93,122.93,120.87,121.27,569400,120.78
"2013-06-21",122.17,122.64,120.98,122.08,1276700,121.59
"2013-06-24",120.86,121.1,119.87,120.02,454600,119.54
"2013-06-25",121.17,121.28,119.86,120.27,347600,119.79
"2013-06-26",121.11,121.62,120.24,120.39,388900,119.91
"2013-06-27",121.26,124.11,121.23,124,497900,123.5
"2013-06-28",123.34,124.94,122.9,124.22,841700,123.72
"2013-07-01",124.36,126.43,123.98,125.43,481600,124.93
"2013-07-02",125.1,125.98,124.13,124.68,515300,124.18
"2013-07-03",124.36,125.22,123.89,124.55,129600,124.05
"2013-07-05",125.85,127.87,125.84,127.84,293100,127.33
"2013-07-08",128.14,128.71,126.8,126.92,425000,126.41
"2013-07-09",127.5,128.91,127.5,128.46,273000,127.94
"2013-07-10",128.08,128.66,127.49,128.18,220900,127.83
"2013-07-11",130.04,130.68,129.49,130.19,327300,129.83
"2013-07-12",129.82,130.43,129.3,130.41,272300,130.05
"2013-07-15",130.38,130.94,130.09,130.45,292700,130.09
"2013-07-16",130.69,130.95,128.83,128.95,252700,128.6
"2013-07-17",129.71,130.22,129.14,129.23,223800,128.88
"2013-07-18",129.37,130.93,128.99,130.64,281200,130.28
"2013-07-19",130.56,131.76,130.56,131.7,269200,131.34
"2013-07-22",131.66,132.72,131.54,132.29,269500,131.93
"2013-07-23",132.37,132.61,131.79,132,277900,131.64
"2013-07-24",132.22,132.35,131.42,131.76,204500,131.4
"2013-07-25",131.27,131.88,130.94,131.56,347300,131.2
"2013-07-26",130.74,131.71,130.45,131.21,500700,130.85
"2013-07-29",127.88,129,125.98,126.82,836200,126.47
"2013-07-30",127.32,127.79,125.71,126.7,692800,126.35
"2013-07-31",127.19,127.19,125.8,125.96,717900,125.62
"2013-08-01",126.75,128.38,126.51,127.97,622500,127.62
"2013-08-02",127.32,127.56,126.14,127.41,746200,127.06
"2013-08-05",127.76,127.76,126.54,126.68,546100,126.33
"2013-08-06",126.15,126.66,126.08,126.34,447600,125.99
"2013-08-07",126.18,126.46,125.09,126.02,374800,125.68
"2013-08-08",126.32,126.37,125.72,125.83,301800,125.49
"2013-08-09",125.76,126.26,125.31,125.75,341100,125.41
"2013-08-12",125.52,127.34,125.52,127.18,263400,126.83
"2013-08-13",127.14,128.14,126.09,127.55,240500,127.2
"2013-08-14",126.92,127.53,126,126.66,366300,126.31
"2013-08-15",125.33,126.44,125,125.05,423300,124.71
"2013-08-16",124.75,125.7,124.39,125.49,1131400,125.15
"2013-08-19",125.45,126.02,124.53,124.61,366800,124.27
"2013-08-20",124.61,125.71,124.07,124.93,314500,124.59
"2013-08-21",124.89,125.22,124.05,124.12,320700,123.78
"2013-08-22",124.31,125.51,124.15,125.49,286800,125.15
"2013-08-23",125.9,126.65,125.09,126,198900,125.66
"2013-08-26",126,126.51,125.26,125.48,111600,125.14
"2013-08-27",124.17,124.52,123.1,123.15,361500,122.81
"2013-08-28",123.16,124.25,123.05,123.75,235000,123.41
"2013-08-29",123.27,124.25,122.97,124.01,334500,123.67
"2013-08-30",124.42,124.42,123.37,123.7,403200,123.36
"2013-09-03",125.13,125.78,123.91,124.62,482500,124.28
"2013-09-04",124.7,126.41,124.22,126.27,389100,125.92
"2013-09-05",126.16,126.84,125.29,126.44,190600,126.09
"2013-09-06",126.52,127.52,125.28,126.44,197500,126.09
"2013-09-09",127.17,128.52,126.88,128.06,431700,127.71
"2013-09-10",128.98,129.77,128.57,129.7,339100,129.34
"2013-09-11",129.55,130.46,129.25,129.81,324600,129.45
"2013-09-12",129.51,130.51,129.51,130.05,307600,129.69
"2013-09-13",130.45,130.79,129.42,130.72,342700,130.36
"2013-09-16",131.88,132,130.89,131.81,350000,131.45
"2013-09-17",131.81,132.26,131.06,131.93,179300,131.57
"2013-09-18",131.69,134.19,131.14,133.83,300700,133.46
"2013-09-19",134.45,135.69,133.88,134.61,344500,134.24
"2013-09-20",134.56,135.12,133.89,133.99,430900,133.62
"2013-09-23",133.85,134.07,132.71,133.51,253900,133.14
"2013-09-24",133.92,135.08,132.22,134.3,503700,133.93
"2013-09-25",134.11,134.83,133.51,133.69,283000,133.32
"2013-09-26",133.88,135.04,133.3,135.01,209400,134.64
"2013-09-27",134,134.09,133.11,133.43,457500,133.06
"2013-09-30",131.86,133.48,131.69,132.87,386400,132.51
"2013-10-01",133.21,134.18,132.84,133.57,308400,133.2
"2013-10-02",132.91,132.91,131.24,132.06,342400,131.7
"2013-10-03",131.59,132.34,129.6,130.51,258500,130.15
"2013-10-04",130.5,131.14,129.67,129.92,401700,129.56
"2013-10-07",128.71,130.69,128.71,130.01,391000,129.65
"2013-10-08",129.9,130.46,127.93,127.99,299800,127.64
"2013-10-09",128.28,131.12,126.55,126.99,323400,126.81
"2013-10-10",128.03,130.36,127.78,130.21,250300,130.02
"2013-10-11",130.23,130.89,129.54,130.87,306200,130.68
"2013-10-14",129.76,131.37,129.6,130.88,320500,130.69
"2013-10-15",130.59,130.91,129.71,129.72,344800,129.53
"2013-10-16",130.36,131.37,129.64,130,256800,129.81
"2013-10-17",129.78,131.39,129.56,131.31,337200,131.12
"2013-10-18",132.22,132.23,131.06,132.07,229300,131.88
"2013-10-21",132.2,132.41,131.65,132.02,255500,131.83
"2013-10-22",131.87,133.81,131.76,133.64,353700,133.45
"2013-10-23",133.03,133.91,132.27,132.61,286100,132.42
"2013-10-24",132.57,132.95,131.24,131.57,265200,131.38
"2013-10-25",131.52,133.35,130.86,133.04,311500,132.85
"2013-10-28",126.42,128.81,123.18,124.26,1759800,124.08
"2013-10-29",124.43,128.22,124.12,128.15,998100,127.96
"2013-10-30",128.7,130,125.69,125.69,715900,125.51
"2013-10-31",125.69,127.92,125.62,126.81,434800,126.63
"2013-11-01",127.09,128.45,126.41,127.25,539800,127.07
"2013-11-04",127.43,127.9,126.1,126.31,383900,126.13
"2013-11-05",125.7,126.19,124.55,124.76,667400,124.58
"2013-11-06",125.05,126.15,124.6,126.12,355600,125.94
"2013-11-07",126.29,126.29,123.46,123.57,403800,123.39
"2013-11-08",123.77,126,123.67,125.93,418700,125.75
"2013-11-11",126,126.72,125.92,126.36,245900,126.18
"2013-11-12",125.82,126.38,125.22,125.63,307300,125.45
"2013-11-13",124.97,126.61,124.56,126.26,963500,126.08
"2013-11-14",126.72,127.1,126.07,126.47,505400,126.29
"2013-11-15",126.43,127,125.21,126.99,1019700,126.81
"2013-11-18",126.95,127.15,126.03,126.32,580000,126.14
"2013-11-19",125.88,126.37,125.43,125.68,565800,125.5
"2013-11-20",126,127.6,125.11,126.62,609100,126.44
"2013-11-21",127.11,128.29,126.85,128.18,324200,127.99
"2013-11-22",128.19,128.99,127.65,128.94,394400,128.75
"2013-11-25",129.14,129.24,128.03,129.01,325000,128.82
"2013-11-26",128.89,129.89,128.47,129.67,376600,129.48
"2013-11-27",129.66,130.04,129.15,130,264300,129.81
"2013-11-29",130.31,130.31,129.11,129.7,164000,129.51
"2013-12-02",129.46,130.45,129.07,129.85,412700,129.66
"2013-12-03",129.15,129.81,127.75,128.2,386700,128.01
"2013-12-04",127.59,128.66,126.05,127.57,343000,127.39
"2013-12-05",127.09,127.54,126.71,127.13,507200,126.95
"2013-12-06",128.38,129.56,127.94,129.34,307100,129.15
"2013-12-09",129.48,130.49,129.47,130.15,405000,129.96
"2013-12-10",129.25,130.16,128.17,129.67,470100,129.48
"2013-12-11",129.23,130.55,129.16,129.48,696700,129.29
"2013-12-12",129.01,129.8,128.53,129.47,420700,129.28
"2013-12-13",129.81,130.59,129.33,129.9,630100,129.71
"2013-12-16",129.59,132.64,129.59,132.05,634700,131.86
"2013-12-17",132.17,132.66,131.49,131.7,489800,131.51
"2013-12-18",132.37,133.46,131.01,133.38,994100,133.19
"2013-12-19",132.91,134.16,132.75,133.94,698300,133.75
"2013-12-20",134.06,135.53,133.85,135.41,637000,135.21
"2013-12-23",135.83,137.01,135.52,136.79,361900,136.59
"2013-12-24",136.61,137.44,136.05,137,90900,136.8
"2013-12-26",137.11,138.37,135.83,138.1,194800,137.9
"2013-12-27",138.12,138.88,137.24,138.43,240500,138.23
"2013-12-30",138.27,139.2,138.1,138.56,219600,138.36
"2013-12-31",139.21,139.91,137.91,138.68,303900,138.48
"2014-01-02",138.53,138.53,137.32,138.08,359400,137.88
"2014-01-03",138.05,139.03,137.56,138.23,357300,138.03
"2014-01-06",139.17,139.31,137.27,137.66,396300,137.46
"2014-01-07",138.19,138.41,136.83,137.93,345800,137.73
"2014-01-08",137.73,139.05,137.41,138.31,349000,138.31
"2014-01-09",139.26,140.32,139.18,139.54,489200,139.54
"2014-01-10",139.54,139.96,138.48,139.38,274700,139.38
"2014-01-13",138.81,139.93,137.73,137.98,352900,137.98
"2014-01-14",138.45,139.71,137.81,139.65,422900,139.65
"2014-01-15",139.74,140.6,139.52,140.57,286400,140.57
"2014-01-16",141.25,142.53,140.62,140.86,322700,140.86
"2014-01-17",140.66,140.73,139.42,140.04,391400,140.04
"2014-01-21",140.41,142.34,140.37,141.92,379600,141.92
"2014-01-22",141.91,141.91,141.13,141.54,2e+05,141.54
"2014-01-23",140.36,141.28,138.62,139,466800,139
"2014-01-24",137.75,138.2,135,135.67,894400,135.67
"2014-01-27",137.34,138.76,134.88,135.41,745300,135.41
"2014-01-28",135.76,139.07,135.26,137.73,455400,137.73
"2014-01-29",136.48,137.98,135.68,136.18,423700,136.18
"2014-01-30",137.36,138,136.57,137.77,313500,137.77
"2014-01-31",136.12,138.28,135.39,137.24,472400,137.24
"2014-02-03",136.86,138.06,131.58,131.8,735700,131.8
"2014-02-04",132.27,132.72,131.15,131.99,966600,131.99
"2014-02-05",131.51,132.58,130.73,131.92,452500,131.92
"2014-02-06",132.59,133.36,131.94,132.77,481600,132.77
"2014-02-07",133.46,134.5,133.24,133.9,520300,133.9
"2014-02-10",134.01,134.23,132.78,133,505800,133
"2014-02-11",133.5,134,132.97,133.62,572000,133.62
"2014-02-12",133.95,135.49,133.95,134.94,480900,134.94
"2014-02-13",134.22,136.54,134,136.49,418400,136.49
"2014-02-14",136.49,137.38,135.54,136.87,617700,136.87
"2014-02-18",136.73,137.14,135.62,135.89,439900,135.89
"2014-02-19",135.75,136.84,134.65,135.05,335200,135.05
"2014-02-20",135.36,135.89,134.43,135.54,368700,135.54
"2014-02-21",135.6,136.57,134.86,134.92,357200,134.92
"2014-02-24",135.41,137.05,135.21,135.31,624000,135.31
"2014-02-25",135.41,136.13,135.01,135.3,443500,135.3
"2014-02-26",135.85,136.49,134.8,134.98,500300,134.98
"2014-02-27",134.86,135.42,131.62,134.61,436400,134.61
"2014-02-28",134.5,136.46,134.32,135.62,897500,135.62
"2014-03-03",134.52,135.25,133.73,134.69,374500,134.69
"2014-03-04",135.69,137.22,135.48,136.32,557600,136.32
