"","GWW.Open","GWW.High","GWW.Low","GWW.Close","GWW.Volume","GWW.Adjusted"
"2011-08-25",141.2,141.91,137.27,138.02,452600,132.99
"2011-08-26",136.95,143.13,135.56,143.05,525400,137.83
"2011-08-29",145.65,148.75,145.65,148.59,530100,143.17
"2011-08-30",148.18,151.35,147.81,150.41,500400,144.92
"2011-08-31",151.81,156.85,151.81,154.1,880200,148.48
"2011-09-01",153.01,155.71,149.73,150.96,833900,145.45
"2011-09-02",147.4,150.38,145.85,148.4,568600,142.99
"2011-09-06",144.27,149.19,143.57,148.99,813700,143.56
"2011-09-07",151.43,153.54,150.24,153.04,659200,147.46
"2011-09-08",152.07,154.62,151.82,152.45,657600,146.89
"2011-09-09",151.13,152.58,147.27,149.22,675400,143.78
"2011-09-12",147.26,151.88,147.15,151.72,749200,146.19
"2011-09-13",152,158.82,151.84,157.27,1089200,151.53
"2011-09-14",158.98,161.97,155.59,159.73,782600,153.9
"2011-09-15",160.86,162.44,158.31,161.63,883400,155.73
"2011-09-16",165.55,165.55,158.96,159.89,1347500,154.06
"2011-09-19",156.1,161,155.76,160.36,577800,154.51
"2011-09-20",160.86,163.98,159.32,160.47,424700,154.62
"2011-09-21",160.09,161.32,156.95,157.05,582500,151.32
"2011-09-22",152.25,155.28,151.71,154.49,1182500,148.85
"2011-09-23",153.64,155.49,152.96,154.27,535300,148.64
"2011-09-26",154.94,158.45,153.03,158.13,593200,152.36
"2011-09-27",162.51,162.98,159.48,159.98,865200,154.14
"2011-09-28",159.19,161.41,154.14,154.52,758300,148.88
"2011-09-29",157.3,158.65,150.43,153.27,1010600,147.68
"2011-09-30",151.16,153.55,149.35,149.54,660500,144.08
"2011-10-03",147.21,148.27,143.58,143.86,1122900,138.61
"2011-10-04",142.36,149.56,141.36,149.44,1200000,143.99
"2011-10-05",148.78,152.03,147.62,151.49,512700,145.96
"2011-10-06",149.03,152.63,148,152.23,819100,146.68
"2011-10-07",153.49,153.67,149.4,149.99,679700,144.52
"2011-10-10",154.07,155.07,152.31,154.16,525100,148.54
"2011-10-11",153.75,155.13,152.63,154.33,632200,148.7
"2011-10-12",154.98,160.88,154.95,158.82,811500,153.03
"2011-10-13",157.61,157.65,154.08,156.21,529000,150.51
"2011-10-14",158.71,160.96,156.74,157.91,577900,152.15
"2011-10-17",157.64,157.98,154.59,155.09,611900,149.43
"2011-10-18",157.5,167.42,156.7,166.3,1480700,160.23
"2011-10-19",166.94,167.51,163.11,163.59,762900,157.62
"2011-10-20",164,165.73,162.5,165.12,450200,159.1
"2011-10-21",166.13,168,164.79,167.64,530700,161.52
"2011-10-24",167.52,172.33,167.12,170.85,610600,164.62
"2011-10-25",169.71,171.45,167.22,168.25,515200,162.11
"2011-10-26",170.6,170.64,167.14,169.77,648500,163.58
"2011-10-27",176.12,177.77,173.33,174.18,637200,167.83
"2011-10-28",173.53,174.93,172.06,174.01,367300,167.66
"2011-10-31",172.02,175.95,171.29,171.31,644300,165.06
"2011-11-01",166.01,172.97,166,169.63,674200,163.44
"2011-11-02",172,175.23,171.27,174.55,541700,168.18
"2011-11-03",176.2,179.5,176,179.12,508000,172.59
"2011-11-04",177.52,179.05,176.04,178.33,326200,171.82
"2011-11-07",178.36,178.99,175.03,178.63,231600,172.11
"2011-11-08",178.85,181.72,177.05,181.33,367100,174.72
"2011-11-09",177.1,178.16,172.37,172.67,714400,166.98
"2011-11-10",175,176.83,174.16,176.27,497500,170.46
"2011-11-11",178.05,180.3,177.29,179.4,372600,173.49
"2011-11-14",179.13,179.94,176.36,177.51,482000,171.66
"2011-11-15",177.03,179.97,175.69,179.3,332400,173.39
"2011-11-16",177.5,179.11,176.12,176.84,688000,171.01
"2011-11-17",176.94,177.04,173.75,175.49,617500,169.71
"2011-11-18",175.84,177.38,174.71,176.34,461700,170.53
"2011-11-21",173.17,175.55,173.17,173.96,483000,168.23
"2011-11-22",174.04,176.11,173.33,174.09,517300,168.35
"2011-11-23",172.56,173.21,168.98,169.43,304500,163.85
"2011-11-25",169.76,172.1,168.77,170.31,165800,164.7
"2011-11-28",175,177.71,174.72,175.73,378900,169.94
"2011-11-29",176.65,178.06,175.36,176.49,427600,170.67
"2011-11-30",181.27,187.47,179.71,186.9,956100,180.74
"2011-12-01",186.9,189.04,185.9,186.3,416400,180.16
"2011-12-02",188.76,191.84,186.07,186.2,430400,180.06
"2011-12-05",189,189.17,186.5,187.31,358900,181.14
"2011-12-06",187.81,188.65,186.17,186.22,428900,180.08
"2011-12-07",185.08,186.08,183.38,185.35,337400,179.24
"2011-12-08",184.37,185.63,182.81,183.28,291500,177.24
"2011-12-09",184.28,187.12,183.96,186.52,325600,180.37
"2011-12-12",183.5,185,182.48,183.84,305400,177.78
"2011-12-13",185.01,185.92,179.6,180.62,318600,174.67
"2011-12-14",180.2,181.01,177.36,178.09,361300,172.22
"2011-12-15",179.98,179.98,177.34,178.42,546400,172.54
"2011-12-16",180,182.84,178.49,178.99,528800,173.09
"2011-12-19",180.17,183.5,179.92,181.71,488200,175.72
"2011-12-20",183.17,186.84,183.17,186.71,402600,180.56
"2011-12-21",186.65,187.72,184.41,187.47,309000,181.29
"2011-12-22",187.28,187.33,184.24,186.46,419600,180.31
"2011-12-23",187.38,189.43,186.05,189.34,222000,183.1
"2011-12-27",189.2,193.21,188.12,192.31,408800,185.97
"2011-12-28",192.67,192.67,187.26,188.87,398900,182.65
"2011-12-29",188.99,190.59,188.23,189.63,321900,183.38
"2011-12-30",189.7,189.7,187.04,187.19,218000,181.02
"2012-01-03",191.29,191.47,185.54,185.59,694300,179.47
"2012-01-04",184.59,188.18,184.37,187.87,734200,181.68
"2012-01-05",186.75,190.54,185.6,190.2,426800,183.93
"2012-01-06",189.83,191,188.96,190.34,289600,184.07
"2012-01-09",190.36,192.09,190.01,191.13,221500,184.83
"2012-01-10",193,193.49,190.51,191.26,362600,184.96
"2012-01-11",191.08,193.51,190.37,193,231800,186.64
"2012-01-12",194.05,195,193.82,194.08,326900,187.68
"2012-01-13",192,197.05,192,196.7,331700,190.22
"2012-01-17",198.36,201.23,198.36,200.45,518100,193.84
"2012-01-18",199.48,202.3,198.01,202.1,530400,195.44
"2012-01-19",203.04,203.44,201.02,202.1,453200,195.44
"2012-01-20",202.25,202.94,200.34,200.65,459300,194.04
"2012-01-23",201.69,204.37,201.67,202.65,321000,195.97
"2012-01-24",201.46,204.62,201.16,203.51,356900,196.8
"2012-01-25",197.1,199.36,190.59,195.17,1065300,188.74
"2012-01-26",194.44,195.18,191.84,192.6,677200,186.25
"2012-01-27",191.22,194.11,191.19,193.18,435800,186.81
"2012-01-30",192,194.37,191.45,193.82,271400,187.43
"2012-01-31",194.48,195.51,190.34,190.74,522600,184.45
"2012-02-01",191.84,194.25,191.83,193.37,260500,187
"2012-02-02",193.65,196.63,193.65,196.31,416900,189.84
"2012-02-03",197.75,203.5,197.75,203.06,580200,196.37
"2012-02-06",201.72,203.65,201.72,202.81,417300,196.13
"2012-02-07",201.99,204.17,200.38,201.85,421800,195.2
"2012-02-08",202,202.24,200.52,201.75,324400,195.1
"2012-02-09",201.03,202,198.83,201.54,204200,195.54
"2012-02-10",199.94,200.45,197.7,200.16,282600,194.2
"2012-02-13",202,209.57,202,208.46,528300,202.25
"2012-02-14",207.85,209.9,207.18,209.1,350200,202.87
"2012-02-15",209.57,209.89,207.57,207.83,350300,201.64
"2012-02-16",208,209.43,207.51,208.88,210300,202.66
"2012-02-17",209.9,209.9,207.19,208.88,244200,202.66
"2012-02-21",209.9,209.9,205.98,206.82,244200,200.66
"2012-02-22",205.35,207.65,205.35,206.34,149100,200.19
"2012-02-23",205.99,208.07,205.5,207.97,161100,201.78
"2012-02-24",208.34,208.57,206.53,207.29,175900,201.12
"2012-02-27",205.79,210.92,205.6,210.18,234600,203.92
"2012-02-28",209.86,212,207.73,209.04,205100,202.81
"2012-02-29",209.19,210,207.05,207.73,320900,201.54
"2012-03-01",208.01,209.59,206.7,207.82,367500,201.63
"2012-03-02",207.84,208.33,206.5,208.1,270200,201.9
"2012-03-05",208.11,209.33,207.11,208.96,210900,202.74
"2012-03-06",207.68,207.72,204.67,205.54,321500,199.42
"2012-03-07",206.2,207.42,205.92,206.12,298800,199.98
"2012-03-08",207.98,209.28,206.86,207.56,344500,201.38
"2012-03-09",208.5,213,208.09,211.77,363900,205.46
"2012-03-12",212.26,214.69,211.87,213.43,301100,207.07
"2012-03-13",214.55,216.62,213.4,216.45,358600,210
"2012-03-14",216.08,217.09,215.03,216.11,283200,209.67
"2012-03-15",216.18,216.77,213.81,216.48,217600,210.03
"2012-03-16",216.45,216.45,214.09,214.09,394800,207.71
"2012-03-19",214,214.09,211.66,212.68,366700,206.35
"2012-03-20",211.7,212.68,209.72,212.19,486000,205.87
"2012-03-21",212.59,216,211.95,214.71,269100,208.31
"2012-03-22",213.71,214.07,211.28,213.61,307300,207.25
"2012-03-23",212.63,215.42,210.16,214.72,450500,208.32
"2012-03-26",216.57,218.27,216.11,218,298300,211.51
"2012-03-27",218.26,221.84,217.71,219.36,435600,212.83
"2012-03-28",218.88,218.88,214.03,216.27,257600,209.83
"2012-03-29",215.16,217.79,214.26,217.55,254600,211.07
"2012-03-30",218.04,218.29,214.81,214.81,327800,208.41
"2012-04-02",214.65,219.07,213.63,218.19,264600,211.69
"2012-04-03",218.23,219.96,216.75,219.48,260100,212.94
"2012-04-04",218.24,218.34,216.18,217.43,311500,210.95
"2012-04-05",216.47,217.9,215.94,217.27,175000,210.8
"2012-04-09",214.25,214.79,212.09,213.8,162700,207.43
"2012-04-10",213.02,213.79,207.54,207.62,392700,201.44
"2012-04-11",213.92,213.92,208.68,211.61,440100,205.31
"2012-04-12",210,216.04,209.04,214,453200,207.63
"2012-04-13",209.46,214.9,209.46,213.18,383900,206.83
"2012-04-16",213.15,217.47,213.15,215.59,526800,209.17
"2012-04-17",211.01,216.49,210,215.63,1014100,209.21
"2012-04-18",216.08,218.57,213.34,216.75,587600,210.29
"2012-04-19",216.84,216.84,211.96,213.26,507000,206.91
"2012-04-20",213.74,221,213.14,219.9,637300,213.35
"2012-04-23",218.99,218.99,210.92,211.24,818300,204.95
"2012-04-24",210.87,210.87,199.54,204.01,2017100,197.93
"2012-04-25",204.88,209.57,204.01,208.44,1196100,202.23
"2012-04-26",208.98,210.01,206.44,209.46,772200,203.22
"2012-04-27",210,213,208.92,212.83,985700,206.49
"2012-04-30",209.25,210.84,207.26,207.82,520500,201.63
"2012-05-01",208.43,209.62,205.79,207.83,460200,201.64
"2012-05-02",204.84,209.21,203.3,209.03,564300,202.8
"2012-05-03",209.98,209.98,204.79,205.66,487100,199.53
"2012-05-04",202.24,204.13,201.66,201.75,452400,195.74
"2012-05-07",200.7,205.94,200,204.7,416400,198.6
"2012-05-08",203.34,203.96,199.85,203.27,622600,197.22
"2012-05-09",199.5,203.54,198.01,201.76,396100,195.75
"2012-05-10",203.7,204.9,201.99,202.4,461400,197.15
"2012-05-11",201.42,201.48,194.44,194.57,1377500,189.53
"2012-05-14",195.35,195.35,190.32,191.25,832500,186.29
"2012-05-15",192.16,193.49,190.14,191.77,543100,186.8
"2012-05-16",193.11,193.99,191.77,191.77,445700,186.8
"2012-05-17",191.77,192.15,187.44,188.4,873300,183.52
"2012-05-18",189.54,190.29,185.73,186.23,784900,181.4
"2012-05-21",186.71,189.36,186.25,188.99,570200,184.09
"2012-05-22",190.29,194.28,188.98,193.57,844200,188.55
"2012-05-23",192.06,195.63,190.47,195.45,925000,190.38
"2012-05-24",196,198.75,193.85,194.84,523100,189.79
"2012-05-25",195.38,195.99,193.51,193.9,278600,188.87
"2012-05-29",194.66,196.52,194.46,196.34,485500,191.25
"2012-05-30",195.74,196.95,194.03,195.66,429400,190.59
"2012-05-31",195.38,196.07,189.76,193.65,643200,188.63
"2012-06-01",189.87,191.13,188.24,188.25,797100,183.37
"2012-06-04",188.59,189.41,185.42,187.5,781000,182.64
"2012-06-05",183.78,183.78,172.5,177.95,2428700,173.34
"2012-06-06",179.38,183.87,178.52,182.38,1292100,177.65
"2012-06-07",184.64,187.74,184.22,185.74,934000,180.93
"2012-06-08",187.62,190.33,186.71,189.98,920700,185.06
"2012-06-11",189.24,190.67,180.38,180.88,1199800,176.19
"2012-06-12",180.73,182.34,178.36,181.58,1100200,176.87
"2012-06-13",182.41,182.41,175.93,177.22,977000,172.63
"2012-06-14",177.68,179.58,175.52,177.1,636100,172.51
"2012-06-15",177.15,180.52,177.15,180.52,615900,175.84
"2012-06-18",178,181.7,177.33,181.38,602300,176.68
"2012-06-19",183.9,189.5,183.9,189.02,1140800,184.12
"2012-06-20",190.09,191.59,187.08,189.4,971300,184.49
"2012-06-21",190.35,191.02,183.16,184.16,806100,179.39
"2012-06-22",184.43,187.07,183.08,186.81,717000,181.97
"2012-06-25",185.86,185.86,181.73,183.74,755200,178.98
"2012-06-26",184.52,184.52,181,183.45,459100,178.69
"2012-06-27",179.78,186.17,179.78,184.61,464600,179.82
"2012-06-28",182.85,184.05,180.11,182.45,769300,177.72
"2012-06-29",184.84,191.66,184.84,191.24,758400,186.28
"2012-07-02",190.69,191.6,187.07,190.1,464300,185.17
"2012-07-03",189.61,194.4,188.68,193.38,450000,188.37
"2012-07-05",193.4,193.4,191.34,191.87,389600,186.9
"2012-07-06",189.02,191.26,187.39,187.77,422800,182.9
"2012-07-09",187.73,189.55,184.22,188.03,550800,183.16
"2012-07-10",188.66,189.99,183.29,184.55,489800,179.77
"2012-07-11",184.89,185.43,177.97,179.02,1215300,174.38
"2012-07-12",176.8,186.24,176.5,185.43,1208000,180.62
"2012-07-13",185.2,189.99,185.2,189.76,531000,184.84
"2012-07-16",189.71,190.22,186.14,188.09,541700,183.21
"2012-07-17",188.5,190.33,186.91,188.97,666500,184.07
"2012-07-18",189.94,211.36,189.94,210.57,2344300,205.11
"2012-07-19",210.5,210.57,204.79,205.72,1155600,200.39
"2012-07-20",204.77,205.5,202.16,204.8,1043000,199.49
"2012-07-23",200.99,205.35,198.26,204.24,442800,198.95
"2012-07-24",205,205.49,195.78,198.75,834300,193.6
"2012-07-25",199.83,201.53,197.5,199.22,424100,194.06
"2012-07-26",202.33,208.71,199.13,202.26,382600,197.02
"2012-07-27",203.49,207.94,202.61,207.76,499600,202.37
"2012-07-30",208.16,208.71,205.67,207.55,497000,202.17
"2012-07-31",207.96,207.96,204.34,204.83,415800,199.52
"2012-08-01",205.81,205.95,202.2,203.01,424800,197.75
"2012-08-02",202.62,205.22,199.26,201.27,485100,196.05
"2012-08-03",204.91,206.09,202.41,205.29,386100,199.97
"2012-08-06",206.35,208.1,204.82,206.55,298600,201.2
"2012-08-07",208.53,209.97,207.55,208.22,309000,202.82
"2012-08-08",207.88,208,205.41,206.47,284300,201.12
"2012-08-09",205.13,206.1,203.71,204.51,321000,199.98
"2012-08-10",200.22,200.98,197.16,200.74,647300,196.3
"2012-08-13",199.67,201.35,198.49,201.28,262600,196.82
"2012-08-14",202.91,204.04,200.74,201.2,250800,196.75
"2012-08-15",201,203.11,200.82,202.39,247200,197.91
"2012-08-16",202.25,206.63,201.06,206.1,308500,201.54
"2012-08-17",206.97,207.7,204.47,207.28,313000,202.69
"2012-08-20",207.74,207.74,204.07,205.8,195700,201.24
"2012-08-21",205.93,206.5,203.35,203.62,331800,199.11
"2012-08-22",202.47,206.82,202.31,205.06,259600,200.52
"2012-08-23",203.52,205.21,202.87,204.13,271500,199.61
"2012-08-24",203.67,206.3,202.78,204.99,187700,200.45
"2012-08-27",205.48,207.66,204.54,206.34,319200,201.77
"2012-08-28",205.34,209.11,204.54,205.98,514400,201.42
"2012-08-29",206.37,206.57,203.43,204.41,291700,199.89
"2012-08-30",202.54,205.27,202.45,204.27,330300,199.75
"2012-08-31",206.21,207.83,205,205.96,361000,201.4
"2012-09-04",206.13,211.31,205.78,209.25,735500,204.62
"2012-09-05",208.48,209.24,203.44,203.44,544100,198.94
"2012-09-06",204.17,205.05,202,203.65,723800,199.14
"2012-09-07",203.79,206.43,203.48,203.74,509700,199.23
"2012-09-10",204.67,205.16,202.8,202.99,414500,198.5
"2012-09-11",202.98,204.34,202.05,203.67,431100,199.16
"2012-09-12",204.35,206.83,203.37,206.78,501500,202.2
"2012-09-13",202.7,209.79,202.11,205.92,752900,201.36
"2012-09-14",207.1,209.84,205.85,206.01,709100,201.45
"2012-09-17",205.12,207.53,205.12,206.13,301600,201.57
"2012-09-18",206.17,206.64,204.31,204.85,224600,200.32
"2012-09-19",204.9,205.11,203.46,203.75,259400,199.24
"2012-09-20",203.2,204.49,200.97,204.26,374100,199.74
"2012-09-21",205.23,205.63,202.83,203.03,328000,198.54
"2012-09-24",202.23,204.34,201.53,203.52,290000,199.02
"2012-09-25",204.22,208.71,203.74,206.66,656600,202.09
"2012-09-26",206.32,208.47,205.48,207.24,712700,202.65
"2012-09-27",208.67,208.67,204.53,207.84,486200,203.24
"2012-09-28",207.53,209.57,206.19,208.37,469500,203.76
"2012-10-01",208.9,214.4,207.57,211.11,725600,206.44
"2012-10-02",211.78,213.13,210.73,212.76,496700,208.05
"2012-10-03",213.49,213.58,211.15,212.12,411600,207.42
"2012-10-04",213.33,215.45,212.26,213.76,413600,209.03
"2012-10-05",215,216.62,213.44,215.49,470100,210.72
"2012-10-08",214.27,214.54,212.87,213.62,257400,208.89
"2012-10-09",213.84,213.84,210.14,210.99,387700,206.32
"2012-10-10",210.99,211.11,208.7,209.57,264100,204.93
"2012-10-11",212.17,218.23,211.5,216.72,794400,211.92
"2012-10-12",216.09,216.6,213.33,214.63,366800,209.88
"2012-10-15",215.56,215.95,213.37,215.86,524200,211.08
"2012-10-16",202.06,210.6,197.18,209.58,2143600,204.94
"2012-10-17",210,211.2,208.74,209.27,748400,204.64
"2012-10-18",209.76,210.68,208.39,209.6,840400,204.96
"2012-10-19",209.44,210.28,205.53,205.8,826600,201.24
"2012-10-22",200.47,206.67,200.47,205.32,527300,200.78
"2012-10-23",202.88,206.2,202.34,204.22,503000,199.7
"2012-10-24",204.95,206.16,198.94,199.37,773900,194.96
"2012-10-25",200.85,202.11,198.63,199.63,636800,195.21
"2012-10-26",199.96,200,196.2,197.48,976900,193.11
"2012-10-31",200.94,206,199.61,201.41,846400,196.95
"2012-11-01",201.83,204.58,200.35,200.52,796800,196.08
"2012-11-02",201.53,204,200.88,201.06,515300,196.61
"2012-11-05",200,202.78,198.82,202.49,687800,198.01
"2012-11-06",200.76,204.41,199.84,203.08,848200,198.59
"2012-11-07",200.93,203.8,198.28,198.44,487400,194.82
"2012-11-08",198.38,199.41,195.02,195.25,590200,191.68
"2012-11-09",195.68,197.12,192.83,194.61,1135100,191.06
"2012-11-12",192.96,195.73,191.32,193.42,774900,189.89
"2012-11-13",192.79,195.33,190.94,192.8,998800,189.28
"2012-11-14",192.96,192.96,185.58,188.77,1403000,185.32
"2012-11-15",188.48,190.7,184.78,187.08,1817300,183.66
"2012-11-16",188.38,190.96,187.04,187.83,1252400,184.4
"2012-11-19",189.4,191.27,189,191.2,763300,187.71
"2012-11-20",190.89,192.48,190.58,191.54,769700,188.04
"2012-11-21",191.48,192.45,189.87,190.39,626400,186.91
"2012-11-23",190.87,192.04,189.98,191.51,247400,188.01
"2012-11-26",191.27,191.94,189.11,190.42,982100,186.94
"2012-11-27",189.14,191.43,188.47,190.64,458700,187.16
"2012-11-28",189.3,191.92,188.8,191.59,467400,188.09
"2012-11-29",192.69,194.79,191.9,194,547500,190.46
"2012-11-30",193.95,194.91,192.91,194.02,1472400,190.48
"2012-12-03",194.69,194.99,192.2,192.41,431800,188.9
"2012-12-04",192.15,193.56,191.71,192.08,404200,188.57
"2012-12-05",191.88,194.36,191.59,192.21,429500,188.7
"2012-12-06",186.84,190.8,186.59,190.62,467100,187.14
"2012-12-07",190.79,191.91,190.09,191.09,317300,187.6
"2012-12-10",191.27,193.37,191.09,193.05,363300,189.52
"2012-12-11",193.56,193.97,191.63,193.81,419500,190.27
"2012-12-12",194.19,194.72,191.85,192.09,1086400,188.58
"2012-12-13",191.93,192.29,189.92,190.49,730700,187.01
"2012-12-14",190.8,191.22,189.94,190.26,454700,186.78
"2012-12-17",191.34,191.99,190.06,191.66,327800,188.16
"2012-12-18",192.45,195.49,191.26,195.16,589500,191.6
"2012-12-19",195.22,198.98,194.31,197.95,650300,194.33
"2012-12-20",197.77,198.7,195.71,196.94,476700,193.34
"2012-12-21",195.03,200.24,194.75,200,880900,196.35
"2012-12-24",198.16,199.84,197.25,199.44,227200,195.8
"2012-12-26",199.34,199.99,198.41,198.88,450500,195.25
"2012-12-27",198.54,201,198.47,200.52,403700,196.86
"2012-12-28",199.72,200.26,198.08,198.2,241900,194.58
"2012-12-31",197.79,202.43,196.98,202.37,375900,198.67
"2013-01-02",205.39,207.88,204.88,207.73,420700,203.94
"2013-01-03",207.64,208.5,205.87,207.07,325800,203.29
"2013-01-04",207.33,208.57,206.28,208.42,301800,204.61
"2013-01-07",207.16,207.62,205.94,207.12,187000,203.34
"2013-01-08",207.86,207.86,203.66,203.66,450400,199.94
"2013-01-09",203.84,206.67,203.84,205.06,403900,201.31
"2013-01-10",203.99,203.99,201.49,203.75,812500,200.03
"2013-01-11",203.18,205.99,203.18,204.63,309800,200.89
"2013-01-14",206.54,208.27,206.45,206.99,515100,203.21
"2013-01-15",206.97,208.22,205.66,208.07,460000,204.27
"2013-01-16",207.6,208.64,206.52,208.19,256400,204.39
"2013-01-17",208.97,210.44,202.83,210.34,534300,206.5
"2013-01-18",210.4,210.4,208.4,210.23,573300,206.39
"2013-01-22",210.12,211.23,209.08,210.47,320800,206.63
"2013-01-23",210.21,211.01,208.24,209.79,444700,205.96
"2013-01-24",204.98,215.79,204.19,214.31,908900,210.4
"2013-01-25",214.62,217.11,213.71,217.09,434600,213.12
"2013-01-28",216.85,217.48,215.07,216.65,400300,212.69
"2013-01-29",216.54,219.29,215.89,218.61,436900,214.62
"2013-01-30",218.25,219.26,216.86,218.55,601300,214.56
"2013-01-31",217.68,218.91,216.23,217.82,562300,213.84
"2013-02-01",219.36,222.05,218.28,219.62,398600,215.61
"2013-02-04",217.31,219.33,215.23,217.14,692200,213.17
"2013-02-05",217.89,218.74,216.84,218.7,469900,214.71
"2013-02-06",217.35,218.66,216.33,217.87,420000,213.89
"2013-02-07",216.77,218.21,215.09,215.86,428800,212.7
"2013-02-08",216.28,218.24,215.6,216.71,414200,213.54
"2013-02-11",216.4,217.99,216.38,217.61,438900,214.42
"2013-02-12",219.7,223.2,218.85,223.09,583000,219.82
"2013-02-13",222.46,226.32,222.46,225.62,560900,222.32
"2013-02-14",225.1,226.54,224.63,226.29,388900,222.98
"2013-02-15",226.93,231.02,226.85,229.48,590500,226.12
"2013-02-19",229.19,230.41,228.68,229.13,369200,225.77
"2013-02-20",229.44,230.22,226.51,226.65,268400,223.33
"2013-02-21",226.02,226.41,223.18,223.75,279200,220.47
"2013-02-22",224.02,225.91,224.02,224.86,282400,221.57
"2013-02-25",225.54,226.12,221.48,221.48,286700,218.24
"2013-02-26",222.08,224.4,221.07,223.09,285800,219.82
"2013-02-27",223.24,228.57,222.03,227.62,246400,224.29
"2013-02-28",227.67,228.2,225.71,226.46,340200,223.14
"2013-03-01",225.43,228.47,223.84,227.43,332100,224.1
"2013-03-04",227.11,229.47,225.49,229.37,248900,226.01
"2013-03-05",230.23,233.82,229.77,231.78,282600,228.38
"2013-03-06",232.49,233.95,229.87,230.63,378700,227.25
"2013-03-07",231.26,231.67,230.05,230.23,240200,226.86
"2013-03-08",231.52,231.78,230.5,231,251200,227.62
"2013-03-11",230.74,232.45,229.81,230.57,364100,227.19
"2013-03-12",226,226.63,220.97,225.8,609100,222.49
"2013-03-13",223.3,227,221.74,225.11,477400,221.81
"2013-03-14",225.06,225.86,224.03,225.1,425400,221.8
"2013-03-15",225,226.32,224.12,225.06,587600,221.76
"2013-03-18",224.27,225.58,222.11,223.28,522600,220.01
"2013-03-19",224.02,224.98,221.63,223.66,243500,220.38
"2013-03-20",225.16,226.39,224,226.26,262400,222.95
"2013-03-21",224.65,226.17,222.55,223.13,217600,219.86
"2013-03-22",223.29,224.78,222.98,224.68,209500,221.39
"2013-03-25",225,225,218.58,218.92,375600,215.71
"2013-03-26",220.15,221.61,218.87,220.92,290500,217.68
"2013-03-27",219.97,222.72,218.29,222.01,191700,218.76
"2013-03-28",222.46,225.16,221.38,224.98,245700,221.68
"2013-04-01",224.4,224.72,219.43,219.81,354000,216.59
"2013-04-02",220.68,221.94,218.48,218.7,357700,215.5
"2013-04-03",219.07,219.37,216.64,216.98,378200,213.8
"2013-04-04",217.43,224.73,217.38,224.65,411700,221.36
"2013-04-05",221.79,223.17,220.02,222.01,214000,218.76
"2013-04-08",233.36,233.36,222.04,224.62,344600,221.33
"2013-04-09",224.2,226.84,223.04,226.23,318200,222.92
"2013-04-10",225.52,228.67,222.02,227.33,557100,224
"2013-04-11",227.46,232.58,226.75,228.87,589600,225.52
"2013-04-12",228.21,229.4,227,228,378900,224.66
"2013-04-15",225.8,227.65,223.69,225.7,721300,222.39
"2013-04-16",238.84,245.46,236.2,241.88,1465300,238.34
"2013-04-17",237.04,239.5,234.93,238.16,832000,234.67
"2013-04-18",236.63,241.15,236.63,240.6,428700,237.08
"2013-04-19",241.83,244.81,238.8,243.05,480500,239.49
"2013-04-22",242.66,244.58,241.06,243.73,404300,240.16
"2013-04-23",245,246.9,243.03,245.86,315400,242.26
"2013-04-24",247.23,248.21,244.58,246.3,213300,242.69
"2013-04-25",245.41,247.83,245.19,245.54,217500,241.94
"2013-04-26",249.54,249.54,243.82,245.24,227300,241.65
"2013-04-29",242.6,247.23,237.47,245.58,267900,241.98
"2013-04-30",241.89,246.49,241.89,246.47,349400,242.86
"2013-05-01",246.24,246.46,240.81,240.9,262600,237.37
"2013-05-02",241.92,244.59,241.14,242.44,251200,238.89
"2013-05-03",244.48,249.49,244.04,248.68,305600,245.04
"2013-05-06",246.6,249.95,246.6,248.53,183900,244.89
"2013-05-07",249.22,253.21,249.02,253.16,257700,249.45
"2013-05-08",253.11,253.38,251.4,252.55,271400,248.85
"2013-05-09",251.07,254,250.46,251.59,278400,248.82
"2013-05-10",252.47,256.62,251.72,256.55,490500,253.73
"2013-05-13",257.17,259.5,256.29,257.48,269100,254.65
"2013-05-14",257.23,262.12,256.62,261.95,275000,259.07
"2013-05-15",261.15,262.43,259.19,261.8,343000,258.92
"2013-05-16",260.99,261.9,257.88,258.46,281600,255.62
"2013-05-17",258.46,263.41,258.46,263.35,199400,260.45
"2013-05-20",263.02,263.91,261.52,263.29,174400,260.39
"2013-05-21",263.15,269.15,263.05,267.34,234900,264.4
"2013-05-22",266.99,269.17,258.95,259.92,432600,257.06
"2013-05-23",258.85,260.24,256.2,258.55,544900,255.7
"2013-05-24",256.5,259.08,254.64,257.78,254400,254.94
"2013-05-28",260.45,260.59,257.08,259.84,322100,256.98
"2013-05-29",257.59,259.41,254.86,254.99,314300,252.18
"2013-05-30",256.29,256.61,252.67,253.1,449600,250.31
"2013-05-31",252.9,261.34,252.9,257.44,398200,254.61
"2013-06-03",257.23,258.75,252.58,258.51,257400,255.66
"2013-06-04",258.66,259.05,253.34,256.73,290200,253.9
"2013-06-05",255.56,255.56,251.5,251.65,414200,248.88
"2013-06-06",251.78,253.33,250.02,253.22,266100,250.43
"2013-06-07",255.82,260.76,254.99,260.61,207300,257.74
"2013-06-10",261,261,255.21,256.08,267500,253.26
"2013-06-11",252.7,256.9,252,255,351500,252.19
"2013-06-12",256.21,256.56,252.06,252.06,245100,249.29
"2013-06-13",252.15,254.65,251.45,253.75,381300,250.96
"2013-06-14",252.48,255.18,252.19,254.38,246800,251.58
