"","NEM.Open","NEM.High","NEM.Low","NEM.Close","NEM.Volume","NEM.Adjusted"
"2010-12-07",63.96,64.05,62.33,62.52,9307600,57.24
"2010-12-08",61.92,62.82,60.63,60.83,7328800,55.69
"2010-12-09",61.26,61.36,59.85,60.26,6954600,55.17
"2010-12-10",59.88,61.55,59.71,61.42,5711100,56.23
"2010-12-13",62.01,62.62,61.66,61.87,6063700,56.64
"2010-12-14",61.73,62.58,61.01,61.74,6490400,56.52
"2010-12-15",60.8,61.68,60.5,60.57,4690200,55.45
"2010-12-16",60.33,60.56,59.26,59.9,6947300,54.84
"2010-12-17",59.8,60.08,59.02,59.4,8012400,54.38
"2010-12-20",59.98,60.32,59.07,60.19,5085200,55.1
"2010-12-21",60.25,60.29,59.58,60.04,3110800,54.97
"2010-12-22",59.88,60.12,59.25,59.31,3049900,54.3
