"","AMP.Open","AMP.High","AMP.Low","AMP.Close","AMP.Volume","AMP.Adjusted"
"2012-03-22",56.73,56.93,56.32,56.49,1768100,53.69
"2012-03-23",56.28,57.29,55.86,57.1,1908800,54.27
"2012-03-26",57.6,58.25,57.5,58.25,1331800,55.37
"2012-03-27",58.27,58.37,57.69,57.7,1295200,54.84
"2012-03-28",57.55,57.87,56.71,57.82,1631200,54.96
"2012-03-29",56.95,57,55.91,56.43,2465700,53.64
"2012-03-30",56.42,57.52,56.42,57.13,1533600,54.3
"2012-04-02",57.18,57.94,57.08,57.76,1604600,54.9
"2012-04-03",57.47,57.58,56.65,56.96,1334800,54.14
"2012-04-04",56.3,56.71,55.92,56.07,1263600,53.3
"2012-04-05",55.58,55.95,55,55.53,1767500,52.78
"2012-04-09",54.27,54.78,54.23,54.46,1579000,51.76
"2012-04-10",54.45,54.74,53.17,53.22,1825900,50.59
"2012-04-11",54.18,54.81,53.74,53.85,1461900,51.19
"2012-04-12",54.08,54.89,54.03,54.73,1768000,52.02
"2012-04-13",54.42,54.45,53.13,53.13,1649500,50.5
"2012-04-16",53.5,53.91,53.19,53.64,1518500,50.99
"2012-04-17",54.22,55.49,54.15,55.17,1541800,52.44
"2012-04-18",54.66,54.85,53.9,53.96,1522100,51.29
"2012-04-19",53.88,54.24,53.05,53.56,1921800,50.91
"2012-04-20",53.82,54.11,53.29,53.45,1607300,50.8
"2012-04-23",52.44,53.13,51.95,52.84,2110600,50.23
"2012-04-24",52.42,52.89,51.46,52.45,3336900,49.85
"2012-04-25",53.01,53.7,52.85,53.6,1919200,50.95
"2012-04-26",53.47,54.49,53.26,54.25,1760500,51.57
"2012-04-27",54.29,54.55,53.74,54.08,1474700,51.4
"2012-04-30",54.1,54.48,53.88,54.21,1008100,51.53
"2012-05-01",53.96,55,53.96,54.26,1468500,51.57
"2012-05-02",53.68,53.8,53.07,53.41,1625600,51.1
"2012-05-03",53.44,53.55,52.54,52.8,1806200,50.51
"2012-05-04",52.39,52.61,51.2,52,1898300,49.75
"2012-05-07",51.7,52.23,51.43,52.07,1500000,49.81
"2012-05-08",51.6,51.93,50.9,51.51,1746400,49.28
"2012-05-09",50.63,51.14,50.32,50.6,1868500,48.41
"2012-05-10",50.99,51.52,50.62,50.78,968400,48.58
"2012-05-11",50.17,51.03,49.71,50.47,1008900,48.28
"2012-05-14",49.57,50.28,49.35,49.66,1761400,47.51
"2012-05-15",49.59,50.01,49.11,49.18,1113200,47.05
"2012-05-16",49.46,49.64,47.82,47.85,1982100,45.78
"2012-05-17",47.81,48.04,47.19,47.2,1933400,45.16
"2012-05-18",47.52,47.75,46.32,46.41,1672600,44.4
"2012-05-21",46.47,47.51,46.15,47.5,1396300,45.44
"2012-05-22",47.8,48.39,47,47.31,1516300,45.26
"2012-05-23",46.81,47.48,46.42,47.32,1881200,45.27
"2012-05-24",47.63,47.93,47.14,47.9,1741100,45.83
"2012-05-25",47.8,48.33,47.68,47.78,1482700,45.71
"2012-05-29",48.12,48.53,48,48.4,1089400,46.3
"2012-05-30",47.84,48.15,47.72,47.92,1913700,45.84
"2012-05-31",47.83,48.37,47.16,47.92,2129100,45.84
"2012-06-01",46.7,46.75,45.78,45.81,2359500,43.83
"2012-06-04",46.11,46.39,45.26,45.46,1490800,43.49
"2012-06-05",45.27,46.77,45.17,46.57,1673600,44.55
"2012-06-06",46.87,48.37,46.77,48.37,1633000,46.27
"2012-06-07",49.37,49.69,48.18,48.26,2031500,46.17
"2012-06-08",48,48.71,47.37,48.53,1567200,46.43
"2012-06-11",49.28,49.28,47.51,47.57,1465900,45.51
"2012-06-12",47.97,48.36,47.44,48.33,1640500,46.24
"2012-06-13",48.03,48.08,47.06,47.24,1981100,45.19
"2012-06-14",47.45,48.05,47.31,47.92,1617600,45.84
"2012-06-15",48.08,49.78,48.08,49.75,2639900,47.59
"2012-06-18",49.35,49.72,49.06,49.65,1218500,47.5
"2012-06-19",49.89,50.99,49.62,50.7,1916000,48.5
"2012-06-20",50.82,51.89,50.69,51.14,2303700,48.92
"2012-06-21",51.32,51.42,49.58,49.63,1849500,47.48
"2012-06-22",49.92,51.26,49.92,50.82,2671100,48.62
"2012-06-25",50.01,50.01,48.78,49.44,1741500,47.3
"2012-06-26",49.48,50.25,49.23,49.79,1504000,47.63
"2012-06-27",49.97,50.91,49.83,50.7,1506100,48.5
"2012-06-28",50.39,50.84,49.9,50.8,1033700,48.6
"2012-06-29",52.27,52.36,51.88,52.26,1717100,50
"2012-07-02",52.36,52.6,51.73,51.99,1447900,49.74
"2012-07-03",51.84,52.48,51.75,52.34,829300,50.07
"2012-07-05",51.97,52.13,51.38,51.43,1330600,49.2
"2012-07-06",50.64,51.28,50.64,50.96,1174400,48.75
"2012-07-09",50.91,50.95,50.12,50.39,1218700,48.21
"2012-07-10",50.87,51.42,50.08,50.23,1607400,48.05
"2012-07-11",50.24,50.65,49.85,50.45,1147500,48.26
"2012-07-12",49.87,49.97,49.2,49.61,1101100,47.46
"2012-07-13",49.8,51.27,49.71,51.11,927300,48.9
"2012-07-16",50.76,50.95,50.4,50.58,726900,48.39
"2012-07-17",51,51.29,50.04,51.26,976700,49.04
"2012-07-18",51.23,52.61,50.94,52.15,1435400,49.89
"2012-07-19",52.23,52.65,51.57,51.91,1355200,49.66
"2012-07-20",51.32,51.48,50.26,50.3,1301000,48.12
"2012-07-23",49.14,49.49,48.42,49.16,1705800,47.03
"2012-07-24",49.1,49.1,47.96,48.47,1489500,46.37
"2012-07-25",48.6,48.83,47.84,47.98,1756100,45.9
"2012-07-26",49.33,50.97,49.31,50.76,2119100,48.56
"2012-07-27",51.38,53,51,52.53,2294500,50.25
"2012-07-30",52.42,52.91,52.11,52.23,1149500,49.97
"2012-07-31",51.93,52.04,51.54,51.72,1653800,49.48
"2012-08-01",51.95,52.09,51.26,51.32,1432000,49.43
"2012-08-02",50.7,51.18,50,50.81,1146800,48.94
"2012-08-03",51.89,52.8,51.78,52.63,1010800,50.69
"2012-08-06",52.69,53.16,52.42,52.88,1154800,50.93
"2012-08-07",53.19,54.77,53.09,54.25,1821400,52.25
"2012-08-08",53.91,54.56,53.87,54.5,1106800,52.49
"2012-08-09",54.3,54.72,53.98,54.37,1070300,52.37
"2012-08-10",54.16,54.61,53.98,54.5,777600,52.49
"2012-08-13",54.25,54.52,53.97,54.32,806600,52.32
"2012-08-14",54.76,54.85,54.2,54.34,946100,52.34
"2012-08-15",54.26,54.51,54.05,54.39,819500,52.39
"2012-08-16",54.44,55.15,54.2,54.94,1257500,52.92
"2012-08-17",55.1,55.37,54.97,55.3,952900,53.27
"2012-08-20",55.07,55.27,54.74,55,594800,52.98
"2012-08-21",55,55.79,54.65,54.87,723200,52.85
"2012-08-22",54.68,55.09,54.4,54.82,596200,52.8
"2012-08-23",54.76,54.96,54.33,54.4,568200,52.4
"2012-08-24",54.24,55.3,54.11,55.18,894000,53.15
"2012-08-27",55.25,55.32,54.06,54.15,1184100,52.16
"2012-08-28",54.05,54.84,53.93,54.47,969300,52.47
"2012-08-29",54.61,54.95,54.35,54.45,706400,52.45
"2012-08-30",54.06,54.85,53.73,54.55,897800,52.54
"2012-08-31",55,55.45,54.49,54.91,849200,52.89
"2012-09-04",54.87,55.3,54.39,54.61,924600,52.6
"2012-09-05",54.48,54.79,54.22,54.38,965800,52.38
"2012-09-06",54.95,56.15,54.92,56.01,992700,53.95
"2012-09-07",56.03,56.67,56,56.47,774200,54.39
"2012-09-10",56.48,56.57,55.86,55.88,1073200,53.82
"2012-09-11",55.88,56.43,55.86,56.15,926100,54.08
"2012-09-12",56.51,56.89,56.35,56.66,938400,54.57
"2012-09-13",56.01,58.16,55.76,58.12,2148500,55.98
"2012-09-14",58.18,60.47,58.18,59.2,2769500,57.02
"2012-09-17",59.13,59.13,58.22,58.34,1099000,56.19
"2012-09-18",58.25,58.58,57.92,58.19,1043500,56.05
"2012-09-19",58.17,58.33,57.68,57.81,1103900,55.68
"2012-09-20",57.32,57.55,56.93,57.45,1222900,55.34
"2012-09-21",57.79,58.26,57.44,57.6,1990100,55.48
"2012-09-24",57.17,57.82,56.95,57.41,852400,55.3
"2012-09-25",57.78,57.89,55.89,55.91,1357900,53.85
"2012-09-26",55.95,56.42,55.35,56.08,1895600,54.02
"2012-09-27",56.56,57.21,56.32,56.94,1038500,54.84
"2012-09-28",56.94,56.99,56.2,56.69,1025100,54.6
"2012-10-01",57.18,57.72,56.47,56.68,979300,54.59
"2012-10-02",57.02,57.06,56.25,56.43,987100,54.35
"2012-10-03",56.73,56.86,56.16,56.48,1085500,54.4
"2012-10-04",56.92,58.13,56.92,57.77,1582900,55.64
"2012-10-05",58.18,58.53,57.67,57.83,1505800,55.7
"2012-10-08",57.51,57.9,57.36,57.69,566100,55.57
"2012-10-09",57.44,57.91,57.2,57.3,921600,55.19
"2012-10-10",57.37,57.55,56.7,56.78,1105900,54.69
"2012-10-11",57.45,57.57,56.8,56.83,1441400,54.74
"2012-10-12",56.77,56.99,55.66,55.96,1020800,53.9
"2012-10-15",56.2,56.43,55.81,56.19,1151600,54.12
"2012-10-16",56.73,58.18,56.73,57.89,1237900,55.76
"2012-10-17",58.06,59.14,57.96,58.99,1078500,56.82
"2012-10-18",58.84,59.27,58.56,58.92,1049000,56.75
"2012-10-19",58.67,58.9,57.54,57.8,957200,55.67
"2012-10-22",58.72,58.72,57.48,58.27,1329600,56.13
"2012-10-23",57.02,57.41,56.73,57.12,1795400,55.02
"2012-10-24",57.51,57.98,56.91,57.07,1683000,54.97
"2012-10-25",58.59,60.68,58.42,59,2656200,56.83
"2012-10-26",58.97,59.5,58.13,59.3,1974700,57.12
"2012-10-31",58.9,59.38,56.13,58.37,3463400,56.22
"2012-11-01",58.27,59.71,57.83,59.68,1544700,57.93
"2012-11-02",60,60.71,59.75,60.12,3432200,58.36
"2012-11-05",59.67,60.3,59.34,60.12,1799600,58.36
"2012-11-06",60.27,61.04,60.1,60.45,1336000,58.68
"2012-11-07",59.65,59.66,58.07,58.6,1702100,56.88
"2012-11-08",58.69,59.41,57.99,58.01,1458100,56.31
"2012-11-09",57.72,58.65,57.44,58.05,741700,56.35
"2012-11-12",58.05,59.78,57.8,58.39,1075800,56.68
"2012-11-13",57.75,59.58,57.66,58.55,1714000,56.83
"2012-11-14",58.73,58.92,57.41,57.58,1636300,55.89
"2012-11-15",57.4,58.37,57.2,58.06,1806400,56.36
"2012-11-16",57.42,58.5,57.42,58.38,2166900,56.67
"2012-11-19",59.28,59.87,59.17,59.74,1500700,57.99
"2012-11-20",59.62,59.77,59.18,59.77,1441500,58.02
"2012-11-21",59.86,60.31,59.49,60.17,1085700,58.41
"2012-11-23",60.63,61.08,60.49,61,937000,59.21
"2012-11-26",60.6,60.8,60.41,60.5,1832300,58.73
"2012-11-27",60.38,60.98,60.13,60.15,1308000,58.39
"2012-11-28",59.65,60.74,59.45,60.69,1348600,58.91
"2012-11-29",60.95,61.74,60.75,61.46,1367200,59.66
"2012-11-30",61.38,61.74,60.67,60.67,1900000,58.89
"2012-12-03",60.92,61.49,60.81,61.1,1444700,59.31
"2012-12-04",60.94,61.12,60.55,60.61,1124500,58.83
"2012-12-05",60.61,61.36,60.48,61.12,1074400,59.33
"2012-12-06",61.03,61.82,60.74,61.78,1152100,59.97
"2012-12-07",61.9,62.7,61.83,62.35,1722200,60.52
"2012-12-10",61.96,62,61.29,61.29,1738600,59.49
"2012-12-11",61.68,61.93,61.39,61.51,1569500,59.71
"2012-12-12",61.75,62.76,61.66,61.9,1667800,60.09
"2012-12-13",61.78,61.89,61.12,61.38,1133600,59.58
"2012-12-14",61.21,61.59,61.09,61.22,860800,59.43
"2012-12-17",61.63,62.5,61.55,62.49,1090600,60.66
"2012-12-18",62.46,63.59,62.28,63.52,1756300,61.66
"2012-12-19",63.49,63.75,62.91,62.91,1231600,61.07
"2012-12-20",62.91,63.52,62.83,63.51,988000,61.65
"2012-12-21",62.67,63.07,62.24,62.67,2420600,60.83
"2012-12-24",62.54,63.01,62.4,62.89,511300,61.05
"2012-12-26",62.96,63.12,62.41,62.47,700400,60.64
"2012-12-27",62.54,62.8,61.63,62.57,1011200,60.74
"2012-12-28",62.09,62.77,61.99,62.19,895200,60.37
"2012-12-31",62,62.64,61.79,62.63,1187400,60.79
"2013-01-02",64.25,65.31,64.16,65.28,1860300,63.37
"2013-01-03",65.21,66.01,65.06,65.17,1673200,63.26
"2013-01-04",65.24,66.03,65.1,65.95,827000,64.02
"2013-01-07",65.65,65.75,64.97,65.25,1137000,63.34
"2013-01-08",63.9,64.68,63.59,63.98,1452200,62.1
"2013-01-09",64.25,64.61,64.13,64.27,957800,62.39
"2013-01-10",64.8,65,64.49,65,939800,63.09
"2013-01-11",64.77,65.36,64.62,65.07,1116900,63.16
"2013-01-14",65.08,65.38,64.96,65.3,1347600,63.39
"2013-01-15",64.93,65.12,64.39,64.88,1247800,62.98
"2013-01-16",64.63,64.71,64.1,64.25,1197000,62.37
"2013-01-17",64.53,65.6,64.42,65.4,1283100,63.48
"2013-01-18",65.26,65.92,64.79,65.9,1305600,63.97
"2013-01-22",65.69,66.53,65.62,66.53,857700,64.58
"2013-01-23",66.36,66.48,65.95,66.43,678900,64.48
"2013-01-24",66.53,67.31,66.39,66.88,1215300,64.92
"2013-01-25",67.1,67.38,66.57,67.38,950700,65.4
"2013-01-28",67.4,67.4,66.33,66.79,879500,64.83
"2013-01-29",66.55,67.41,66.25,67.39,1370200,65.41
"2013-01-30",67.19,67.32,66.31,66.86,1763100,64.9
"2013-01-31",66.86,67.44,65.72,66.32,2338700,64.38
"2013-02-01",67.15,67.34,66.49,67.15,1508100,65.18
"2013-02-04",66.67,66.76,65.14,65.31,3297200,63.4
"2013-02-05",65.94,66.54,65.75,66.28,1494400,64.34
"2013-02-06",65.8,66.61,65.73,66.61,1327400,64.66
"2013-02-07",66.48,66.72,65.47,66.13,1321000,64.63
"2013-02-08",66.21,66.62,66.08,66.49,862400,64.98
"2013-02-11",66.4,66.69,66.17,66.49,636000,64.98
"2013-02-12",66.71,67.54,66.6,67.49,1445900,65.96
"2013-02-13",67.5,68.22,67.32,67.89,1173800,66.35
"2013-02-14",67.58,69.12,67.58,69.04,1573000,67.47
"2013-02-15",69.17,69.34,68.71,68.77,1748200,67.21
"2013-02-19",68.83,69.15,68.83,69.03,1477500,67.46
"2013-02-20",68.9,69.07,67.89,67.95,1537900,66.41
"2013-02-21",67.7,67.82,67.06,67.25,1174100,65.72
"2013-02-22",67.65,67.93,67.48,67.93,1017600,66.39
"2013-02-25",68.31,68.73,66.25,66.25,1627300,64.75
"2013-02-26",66.66,66.89,65.95,66.62,1675000,65.11
"2013-02-27",66.31,68.28,66.31,68.11,1230400,66.56
"2013-02-28",68.11,69.15,67.98,68.63,1847400,67.07
"2013-03-01",68.04,68.38,66.94,68.08,2272600,66.53
"2013-03-04",68,68.9,67.79,68.87,1460700,67.31
"2013-03-05",69.37,70.57,69.18,70.27,1784900,68.67
"2013-03-06",70.51,70.61,70.15,70.51,2132600,68.91
"2013-03-07",70.69,71.07,70.42,70.74,988200,69.13
"2013-03-08",71.19,72.11,71.16,72.09,1896300,70.45
"2013-03-11",72.05,72.47,71.9,72.21,1568300,70.57
"2013-03-12",72.09,72.35,71.83,71.92,1140400,70.29
"2013-03-13",72.2,73.4,71.67,73.35,1267000,71.68
"2013-03-14",73.85,74.52,73.57,74.46,1778200,72.77
"2013-03-15",73.86,74.64,73.58,74.33,2561900,72.64
"2013-03-18",73.36,74.71,73.27,74.17,1941900,72.49
"2013-03-19",74.44,74.75,73.68,73.97,2203100,72.29
"2013-03-20",74.36,75.14,74.35,74.88,1058100,73.18
"2013-03-21",74.5,75,73.6,73.64,1529200,71.97
"2013-03-22",73.87,74.1,73.5,73.65,1139400,71.98
"2013-03-25",74.08,74.38,72.98,73.47,1160200,71.8
"2013-03-26",73.71,74.23,73.34,73.69,1847400,72.02
"2013-03-27",72.75,73.19,72.64,73.05,2141200,71.39
"2013-03-28",72.97,73.82,72.85,73.65,1577400,71.98
"2013-04-01",73.52,74,72.7,72.87,1205400,71.21
"2013-04-02",73.14,73.53,72.85,73.43,1789300,71.76
"2013-04-03",73.64,73.65,71.55,71.81,1311100,70.18
"2013-04-04",71.96,72.47,71.7,72,1092300,70.36
"2013-04-05",70.67,71.57,70.27,71.48,1076500,69.86
"2013-04-08",71.29,72.35,71.16,72.33,883800,70.69
"2013-04-09",72.43,73.2,72.11,72.81,789900,71.16
"2013-04-10",72.79,74.57,72.79,74.47,1014200,72.78
"2013-04-11",74.6,75.5,74.49,75.28,1175700,73.57
"2013-04-12",74.78,75.09,74.23,74.73,754100,73.03
"2013-04-15",74.47,74.53,71.88,71.93,1386800,70.3
"2013-04-16",72.89,73.21,72.1,73.14,1268300,71.48
"2013-04-17",72.4,72.46,70.82,71.3,1659300,69.68
"2013-04-18",71.47,71.48,69.35,69.6,2156900,68.02
"2013-04-19",70.1,72.21,69.84,72.18,1977800,70.54
"2013-04-22",71.98,72.56,70.85,72.38,1240200,70.74
"2013-04-23",73,74.57,72.83,73.64,1779400,71.97
"2013-04-24",73.79,73.98,72.57,72.65,1712700,71
"2013-04-25",73.17,74.27,72.83,73.98,1117200,72.3
"2013-04-26",73.74,74.15,73.27,73.48,952700,71.81
"2013-04-29",73.66,74.36,73.31,74.18,1025000,72.5
"2013-04-30",74.22,74.9,73.64,74.53,1306500,72.84
"2013-05-01",74.35,74.35,72.91,72.96,1618700,71.3
"2013-05-02",72.89,73.72,72.3,73.56,1624300,72.41
"2013-05-03",74.57,75.96,74.33,75.8,1790900,74.61
"2013-05-06",75.74,76.77,75.66,76.64,1148300,75.44
"2013-05-07",77.06,77.59,76.51,77.35,1048000,76.14
"2013-05-08",77.2,77.24,76.6,76.99,1604600,75.78
"2013-05-09",76.91,77.32,76.39,76.54,1165900,75.34
"2013-05-10",76.62,78.25,76.5,78.2,1125900,76.97
"2013-05-13",78.1,79.25,77.65,79.05,1430700,77.81
"2013-05-14",79.05,80.95,78.91,80.86,1549300,79.59
"2013-05-15",80.43,81.55,80.15,81.54,1171000,80.26
"2013-05-16",81.16,81.78,80.35,80.46,1179900,79.2
"2013-05-17",81.03,81.93,80.9,81.69,1146900,80.41
"2013-05-20",81.49,82.03,81.43,81.71,1041500,80.43
"2013-05-21",81.77,82.03,81.17,81.53,1466300,80.25
"2013-05-22",81.77,82.97,80.44,80.81,1483500,79.54
"2013-05-23",79.55,81.09,79.14,80.39,1159600,79.13
"2013-05-24",79.69,80.3,79.34,80.2,793400,78.94
"2013-05-28",81.66,82.93,81.54,82.52,1083700,81.22
"2013-05-29",81.75,82.68,81.51,82.12,1110600,80.83
"2013-05-30",82.15,84.29,81.9,83.94,1300000,82.62
"2013-05-31",83.21,83.74,81.52,81.52,1553700,80.24
"2013-06-03",81.91,82.25,80.29,81.03,2473700,79.76
"2013-06-04",81.2,82.81,81.11,82.18,1936600,80.89
"2013-06-05",81.81,81.92,79.64,79.73,1634800,78.48
"2013-06-06",79.73,81.02,79.33,81.02,1113500,79.75
"2013-06-07",81.74,83.18,81.15,83.07,1411100,81.77
"2013-06-10",83.48,83.67,82.48,83.14,1137900,81.83
"2013-06-11",82.08,83.7,81.62,82.52,1268100,81.22
"2013-06-12",83.25,83.53,81.03,81.11,934200,79.84
"2013-06-13",81.09,83.21,80.85,82.99,782600,81.69
"2013-06-14",82.84,83.11,81.5,81.86,1501000,80.57
"2013-06-17",82.66,83.47,82.28,82.64,1309500,81.34
"2013-06-18",82.96,83.8,82.85,83.39,821400,82.08
"2013-06-19",83.24,83.75,81.52,81.53,1659600,80.25
"2013-06-20",80.62,81.26,78.73,79.06,2207400,77.82
"2013-06-21",80.08,80.31,78.26,79.16,2451000,77.92
"2013-06-24",78.25,78.4,76.77,77.45,1640500,76.23
"2013-06-25",78.37,79.73,77.9,79.26,1137300,78.02
"2013-06-26",80.18,80.89,79.92,80.33,1307900,79.07
"2013-06-27",80.99,81.75,80.68,81.69,1078400,80.41
"2013-06-28",81.4,81.42,80.43,80.88,1806900,79.61
"2013-07-01",81.6,82.42,81.37,81.44,1051100,80.16
"2013-07-02",81.37,82.41,81.19,81.82,1029000,80.54
"2013-07-03",81,81.33,80.49,81.12,658300,79.85
"2013-07-05",82.03,83.12,81.57,83.1,533800,81.8
"2013-07-08",83.87,84.38,83.4,83.58,755100,82.27
"2013-07-09",84.54,85,83.54,84.92,889300,83.59
"2013-07-10",84.66,85.17,83.95,84.56,1106000,83.23
"2013-07-11",86.17,86.58,85.63,86.46,1121200,85.1
"2013-07-12",86.53,86.78,86.01,86.6,1218900,85.24
"2013-07-15",86.92,87,86.31,86.33,948700,84.97
"2013-07-16",86.33,86.7,85.24,85.4,984300,84.06
"2013-07-17",85.58,86.05,85.26,85.79,1031400,84.44
"2013-07-18",86.23,87.06,85.76,86.84,1289500,85.48
"2013-07-19",86.42,86.81,85.83,86.31,987100,84.96
"2013-07-22",86.33,87.47,86.24,87.36,670800,85.99
"2013-07-23",87.6,87.71,86.62,86.67,1104500,85.31
"2013-07-24",87.09,87.3,85.92,86.24,1571100,84.89
"2013-07-25",86.91,88.26,86.42,87.6,2171000,86.22
"2013-07-26",86.79,88.19,86.79,88.18,1330100,86.8
"2013-07-29",87.76,88.03,87.19,87.61,1112900,86.23
"2013-07-30",88.2,89.11,87.76,88.97,1464000,87.57
"2013-07-31",88.89,89.79,88.66,89,1701100,87.6
"2013-08-01",89.95,91.14,89.64,90.98,1319200,90.08
"2013-08-02",90.67,91.22,90.42,91.21,833800,90.31
"2013-08-05",90.69,91.2,90.23,91.15,760300,90.25
"2013-08-06",90.77,91.04,89.68,89.86,1140300,88.97
"2013-08-07",89.6,89.84,88.59,89.54,965700,88.65
"2013-08-08",90.48,90.77,89.03,89.92,789000,89.03
"2013-08-09",89.76,90.52,89.5,90.08,725300,89.19
"2013-08-12",89.69,90.1,88.96,89.31,1236400,88.42
"2013-08-13",89.73,90.76,89.2,90.27,606400,89.38
"2013-08-14",90.16,90.68,89.67,89.7,735900,88.81
"2013-08-15",88.98,89.01,87.5,87.8,854600,86.93
"2013-08-16",87.7,88.73,87.51,88.23,1079200,87.36
"2013-08-19",88.23,88.6,87.18,87.2,888300,86.34
"2013-08-20",87.34,88.37,86.99,88.03,825700,87.16
"2013-08-21",87.75,88.52,86.98,87.45,775400,86.58
"2013-08-22",87.88,89.25,87.53,89.03,643500,88.15
"2013-08-23",89.05,89.26,88.04,89.03,527300,88.15
"2013-08-26",89.02,89.5,88.3,88.3,648000,87.42
"2013-08-27",86.95,87.37,85.43,85.43,937700,84.58
"2013-08-28",85.44,86.79,85.24,86.14,828100,85.29
"2013-08-29",85.65,87.92,85.65,87.11,825700,86.25
"2013-08-30",87.14,87.26,85.61,86.15,976000,85.3
"2013-09-03",87.59,88.32,86.08,87.08,1001200,86.22
"2013-09-04",86.38,87.95,85.93,87.49,1256700,86.62
"2013-09-05",87.44,88.65,87.26,87.79,1101700,86.92
"2013-09-06",87.85,88.24,86.15,87.59,752900,86.72
"2013-09-09",87.85,89.01,87.84,88.9,749400,88.02
"2013-09-10",89.77,91.12,89.73,90.72,964500,89.82
"2013-09-11",90.59,91,90.05,90.96,752400,90.06
"2013-09-12",90.88,91.12,90.13,90.39,611900,89.49
"2013-09-13",90.77,90.85,89.93,90.8,705700,89.9
"2013-09-16",92.09,92.64,91.69,92.56,1158200,91.64
"2013-09-17",92.56,93.75,92.49,93.33,1610200,92.4
"2013-09-18",93.29,94.31,92.74,93.96,1349000,93.03
"2013-09-19",94.31,94.45,93.23,93.42,1097600,92.49
"2013-09-20",93.44,94.04,91.92,92.22,2060700,91.31
"2013-09-23",91.4,92.06,90.73,91.35,1006500,90.44
"2013-09-24",91.41,91.89,90.9,91,1140500,90.1
"2013-09-25",91.18,91.94,90.84,91.16,770100,90.26
"2013-09-26",91.22,92.17,91,91.59,607500,90.68
"2013-09-27",90.74,91.58,90.46,91.43,601300,90.52
"2013-09-30",90.36,91.51,90.12,91.08,961900,90.18
"2013-10-01",91.2,92.2,91.02,92.18,747300,91.27
"2013-10-02",91.17,92.16,90.72,92.16,816800,91.25
"2013-10-03",91.66,92.12,90.05,91.56,1028300,90.65
"2013-10-04",91.44,92.92,90.55,92.89,813900,91.97
"2013-10-07",91.78,92.69,91.47,91.89,978100,90.98
"2013-10-08",92.02,92.35,89.82,89.85,1242300,88.96
"2013-10-09",90.24,90.98,89.37,90.47,765700,89.57
"2013-10-10",92.37,93.4,92.13,93.35,994700,92.42
"2013-10-11",93.14,94.73,93.14,94.3,1139000,93.37
"2013-10-14",93.48,94.68,92.89,94.54,881000,93.6
"2013-10-15",94.29,94.81,93.47,93.67,1035700,92.74
"2013-10-16",94.56,96.57,94.41,96.47,1120800,95.51
"2013-10-17",96.33,98.22,95.73,98.13,1640400,97.16
"2013-10-18",98.63,99.84,98.09,99.75,1075200,98.76
"2013-10-21",99.81,99.92,98.8,99.08,1241800,98.1
"2013-10-22",99.55,100.19,99.07,99.76,1026400,98.77
"2013-10-23",99.32,99.5,98.2,98.74,1025000,97.76
"2013-10-24",99.18,99.77,98.61,99.53,897700,98.54
"2013-10-25",99.87,100.17,99.28,99.56,1004300,98.57
"2013-10-28",99.65,99.76,98.71,98.91,1003700,97.93
"2013-10-29",99.07,99.74,98.94,99.39,1243200,98.4
"2013-10-30",98.87,102.26,98.87,100.79,1493700,99.79
"2013-10-31",100.7,101.88,100.31,100.54,1253700,99.54
"2013-11-01",100.67,101.29,100.27,101.06,1088600,100.06
"2013-11-04",101,101.6,100.75,101.24,1237200,100.24
"2013-11-05",101.03,101.77,100.57,101.27,891500,100.27
"2013-11-06",101.82,102.73,101.77,102.21,1464700,101.2
"2013-11-07",102.22,102.86,100.22,100.43,1497200,99.94
"2013-11-08",100.41,103.22,100.26,103.12,1724000,102.62
"2013-11-11",103.31,104.21,102.85,103.84,884600,103.34
"2013-11-12",103.19,103.83,102.36,102.87,1124100,102.37
"2013-11-13",102.16,104.21,102.09,104.16,1186700,103.65
"2013-11-14",104.21,105.31,103.96,105.22,736000,104.71
"2013-11-15",105.3,105.79,104.93,105.47,1083100,104.96
"2013-11-18",105.92,106.18,104.93,105.25,826700,104.74
"2013-11-19",105.25,106.04,105.07,105.2,1073300,104.69
"2013-11-20",105.25,106.29,104.81,105.47,850500,104.96
"2013-11-21",105.66,107.01,105.66,106.79,1248000,106.27
"2013-11-22",106.79,107.69,106.5,107.58,1242800,107.06
"2013-11-25",107.96,108.12,107.34,107.5,822400,106.98
"2013-11-26",107.6,109.06,107.53,108.3,1398600,107.77
"2013-11-27",108.5,108.97,108.06,108.53,646100,108
"2013-11-29",108.8,109.12,108.23,108.25,330500,107.72
"2013-12-02",108.31,109.56,108.09,108.23,941200,107.71
"2013-12-03",107.46,107.97,106.52,106.9,1123700,106.38
"2013-12-04",106.51,107.81,105.73,107.01,863100,106.49
"2013-12-05",106.44,106.72,105.68,106.23,805700,105.71
"2013-12-06",107.73,109.22,107.69,108.99,875600,108.46
"2013-12-09",109.03,109.87,108.65,108.99,1281600,108.46
"2013-12-10",108.52,108.52,107.41,108.18,1323500,107.66
"2013-12-11",108.24,108.62,106.19,106.4,1161900,105.88
"2013-12-12",106.25,107.29,106.11,106.52,1069000,106
"2013-12-13",106.86,107.53,106.09,106.68,1121700,106.16
"2013-12-16",107.51,109.19,107.38,109,1150800,108.47
"2013-12-17",108.85,109.23,108.5,108.58,1193800,108.05
"2013-12-18",109.12,111.85,107.81,111.82,1250700,111.28
"2013-12-19",111.43,111.5,110.65,110.84,1269300,110.3
"2013-12-20",111.25,112.67,111,111.81,1796200,111.27
"2013-12-23",112.76,113.43,112.34,113.07,869300,112.52
