"","PRU.Open","PRU.High","PRU.Low","PRU.Close","PRU.Volume","PRU.Adjusted"
"2012-03-22",63.42,63.56,62.6,62.88,3192000,59.06
"2012-03-23",62.98,63.28,62.58,62.99,3936500,59.16
"2012-03-26",63.85,64.16,63.61,64.05,2626900,60.15
"2012-03-27",64.25,64.49,63.55,63.55,3010700,59.68
"2012-03-28",63.4,63.83,62.71,63.42,2552200,59.56
"2012-03-29",62.87,62.87,61.94,62.76,2796000,58.94
"2012-03-30",63.14,63.5,62.53,63.39,3096900,59.53
"2012-04-02",63.26,64.73,63.13,64.5,2171700,60.58
"2012-04-03",64.29,64.4,62.95,63.65,2718000,59.78
"2012-04-04",62.98,63.17,62.54,62.82,2485400,59
"2012-04-05",62.5,62.91,62.1,62.52,2011100,58.72
"2012-04-09",61.35,61.39,60.55,61.13,2191200,57.41
"2012-04-10",61.13,61.19,59.27,59.33,3723300,55.72
"2012-04-11",60.35,60.87,60.14,60.37,2845300,56.7
"2012-04-12",60.47,61.61,60.24,61.4,3404900,57.67
"2012-04-13",61.15,61.15,59.89,59.91,2916400,56.27
"2012-04-16",60.31,60.68,59.44,60.07,2318900,56.42
"2012-04-17",60.41,61.47,60.21,61.16,3181000,57.44
"2012-04-18",60.64,61.07,60.31,60.53,2329300,56.85
"2012-04-19",60.8,60.91,59.69,60.17,3491100,56.51
"2012-04-20",60.36,60.75,59.73,59.73,3135500,56.1
"2012-04-23",58.87,59.05,58.4,58.93,4055400,55.35
"2012-04-24",59.09,59.83,58.93,59.26,2873200,55.66
"2012-04-25",59.84,60.53,59.54,60.19,2645900,56.53
"2012-04-26",60.2,61.42,60.05,61.31,2328400,57.58
"2012-04-27",61.63,61.65,60.9,61.37,3054000,57.64
"2012-04-30",60.99,61.13,60.28,60.54,2579300,56.86
"2012-05-01",60.45,61.94,60.23,60.88,2556700,57.18
"2012-05-02",60.5,61.19,59.85,60.94,2832500,57.23
"2012-05-03",55.92,57.45,53.91,54.81,12668700,51.48
"2012-05-04",54.42,54.74,52.66,52.89,5813600,49.67
"2012-05-07",52.47,53.27,52.03,52.19,7118600,49.02
"2012-05-08",51.74,52.17,50.88,51.58,7232000,48.44
"2012-05-09",50.81,51.61,50.29,51.06,6014900,47.95
"2012-05-10",52.16,52.73,51,51.64,7176700,48.5
"2012-05-11",50.99,51.9,50.41,51.51,4774100,48.38
"2012-05-14",50.75,50.75,49.77,49.81,5593300,46.78
"2012-05-15",49.65,49.93,48.65,48.74,7157300,45.78
"2012-05-16",48.95,49.16,47.45,47.46,5300300,44.57
"2012-05-17",47.5,47.58,46.03,46.04,5972600,43.24
"2012-05-18",46.35,46.5,45.79,46.1,6905900,43.3
"2012-05-21",46.22,47.04,45.92,46.69,4431500,43.85
"2012-05-22",46.73,48.08,46.29,46.68,6447300,43.84
"2012-05-23",46.19,47.21,45.7,47.04,6179900,44.18
"2012-05-24",47.4,47.41,46.21,47.33,4599000,44.45
"2012-05-25",47.29,47.63,46.97,47.2,3094200,44.33
"2012-05-29",47.74,48.14,47.4,47.87,4220200,44.96
"2012-05-30",47.29,47.29,46.4,46.65,4180800,43.81
"2012-05-31",46.53,46.93,45.62,46.45,4337700,43.62
"2012-06-01",45.4,45.44,44.62,44.74,4714200,42.02
"2012-06-04",45.36,45.36,44.47,44.75,4546900,42.03
"2012-06-05",44.6,46.24,44.53,45.99,4876800,43.19
"2012-06-06",46.41,47.84,46.26,47.84,5460400,44.93
"2012-06-07",48.23,49.14,47.85,47.94,5834700,45.02
"2012-06-08",47.72,48.13,47.17,47.97,4083300,45.05
"2012-06-11",48.68,48.82,46.79,46.83,3887100,43.98
"2012-06-12",47.02,47.61,46.75,47.61,3039000,44.71
"2012-06-13",47.26,48.06,46.98,47.19,3860100,44.32
"2012-06-14",47.21,48.06,46.95,47.8,3772000,44.89
"2012-06-15",48.51,48.63,48.06,48.59,4485500,45.63
"2012-06-18",48.26,48.34,47.18,47.38,3423000,44.5
"2012-06-19",47.84,48.65,47.73,48.33,3069000,45.39
"2012-06-20",48.14,48.75,47.86,48.4,4521500,45.46
"2012-06-21",48.64,48.82,46.77,46.82,3827000,43.97
"2012-06-22",47.27,47.6,46.69,47.08,3650700,44.22
"2012-06-25",46.36,46.36,45.47,45.65,3232400,42.87
"2012-06-26",45.6,46.19,45.44,45.8,2450300,43.01
"2012-06-27",46.19,46.87,45.6,46.56,2492800,43.73
"2012-06-28",46.2,46.84,45.86,46.77,3851700,43.93
"2012-06-29",48.34,48.43,47.78,48.43,3789100,45.48
"2012-07-02",48.87,49.12,47.69,48.26,2177300,45.32
"2012-07-03",48.19,49.37,48,49,1544700,46.02
"2012-07-05",48.5,48.96,47.92,48.18,2410900,45.25
"2012-07-06",47.51,48.04,47.16,47.8,2712700,44.89
"2012-07-09",47.57,47.78,46.98,47.42,2349200,44.54
"2012-07-10",47.75,48.18,46.83,47.04,2612000,44.18
"2012-07-11",47.32,48.16,47.12,47.77,2877500,44.86
"2012-07-12",47.24,47.8,46.8,47.55,3043000,44.66
"2012-07-13",47.6,49.28,47.59,49.14,3331200,46.15
"2012-07-16",48.43,48.9,48.05,48.35,2080100,45.41
"2012-07-17",48.92,49.13,47.67,48.65,2721900,45.69
"2012-07-18",48.45,49,48,48.65,2383800,45.69
"2012-07-19",48.73,49.05,48.27,48.57,2389200,45.62
"2012-07-20",48.13,48.13,46.67,46.7,4028400,43.86
"2012-07-23",45.95,46.13,45.09,45.83,2794400,43.04
"2012-07-24",45.83,45.86,44.96,45.46,3114600,42.7
"2012-07-25",45.79,46.15,45.5,45.85,3048300,43.06
"2012-07-26",46.71,47.35,46.25,46.62,2315100,43.78
"2012-07-27",47.02,48.38,46.49,48.08,2983200,45.16
"2012-07-30",47.9,48.64,47.72,48.57,2408800,45.62
"2012-07-31",48.53,48.93,48.1,48.28,2672800,45.34
"2012-08-01",48.49,48.7,47.43,47.58,2731500,44.69
"2012-08-02",48.21,50.32,47.85,50.04,5703900,47
"2012-08-03",50.9,52.49,50.74,52.03,4916900,48.87
"2012-08-06",52.26,52.47,51.88,52.13,2460000,48.96
"2012-08-07",52.4,53.6,52.4,53.34,3261900,50.1
"2012-08-08",52.89,53.75,52.68,53.62,1961000,50.36
"2012-08-09",53.56,54.12,53.45,53.75,1848900,50.48
"2012-08-10",53.48,54.05,53.48,53.89,1848100,50.61
"2012-08-13",53.78,54.07,53.36,53.82,1175200,50.55
"2012-08-14",54.2,54.25,53.36,53.54,1828900,50.28
"2012-08-15",53.38,54.2,53.32,54,1522400,50.72
"2012-08-16",53.99,54.43,53.64,54.31,1777200,51.01
"2012-08-17",54.51,54.59,53.84,54.19,1691300,50.89
"2012-08-20",54.04,54.6,54.01,54.58,1670200,51.26
"2012-08-21",54.65,55.8,54.59,54.93,2401900,51.59
"2012-08-22",54.68,55.1,54.03,54.59,2269700,51.27
"2012-08-23",54.39,54.45,53.79,53.8,2146000,50.53
"2012-08-24",53.7,54.73,53.56,54.62,1947400,51.3
"2012-08-27",54.79,54.85,53.94,54.15,1736300,50.86
"2012-08-28",54,54.29,53.79,53.83,2065600,50.56
"2012-08-29",53.86,54.68,53.75,54.49,2772800,51.18
"2012-08-30",54.01,54.24,53.59,54.09,2233600,50.8
"2012-08-31",54.41,54.9,54.15,54.51,2368400,51.19
"2012-09-04",54.5,55.06,54.26,54.63,2299900,51.31
"2012-09-05",54.55,54.82,54.34,54.67,2660700,51.34
"2012-09-06",55.08,56.32,54.69,56.26,3304200,52.84
"2012-09-07",56.6,57.2,56.38,57.19,3011800,53.71
"2012-09-10",57.01,57.07,56.02,56.12,2772700,52.71
"2012-09-11",56.15,56.73,56.14,56.68,2118300,53.23
"2012-09-12",57.01,57.54,56.68,56.91,2362700,53.45
"2012-09-13",56.82,58.01,55.82,57.96,2810200,54.43
"2012-09-14",58.18,59.2,58.01,58.63,2798600,55.06
"2012-09-17",58.48,58.98,57.49,58.07,2771600,54.54
"2012-09-18",57.75,58.07,57.29,57.54,2046000,54.04
"2012-09-19",57.67,57.97,57.31,57.54,2323800,54.04
"2012-09-20",56.91,57.48,56.54,57.05,2570500,53.58
"2012-09-21",57.48,57.58,56.83,56.95,2449400,53.49
"2012-09-24",56.64,57.46,56.39,57.13,1878900,53.66
"2012-09-25",57.32,57.5,55.56,55.56,2696900,52.18
"2012-09-26",55.41,55.5,53.53,53.74,5975100,50.47
"2012-09-27",54.26,55.2,54.12,54.82,2748500,51.49
"2012-09-28",54.52,54.94,54.14,54.51,2583600,51.19
"2012-10-01",54.8,55.38,54.25,54.48,2036300,51.17
"2012-10-02",54.72,54.96,54.13,54.48,1429200,51.17
"2012-10-03",54.59,54.63,53.94,54.41,2207600,51.1
"2012-10-04",54.79,55.79,54.44,55.78,3048900,52.39
"2012-10-05",56.2,57.79,56.2,56.7,5953200,53.25
"2012-10-08",56.27,56.86,55.95,56.67,3011600,53.22
"2012-10-09",56.66,57.11,56.23,56.62,7943900,53.18
"2012-10-10",56.51,56.69,55.96,56.05,2545500,52.64
"2012-10-11",56.71,57.05,56.14,56.92,2352900,53.46
"2012-10-12",56.95,56.95,55.7,56.05,2318900,52.64
"2012-10-15",56.09,56.75,55.8,56.66,1738200,53.21
"2012-10-16",57.07,58.72,56.99,58.04,4293600,54.51
"2012-10-17",58.25,58.93,58.04,58.93,3317500,55.35
"2012-10-18",58.83,59.98,58.68,59.89,4466300,56.25
"2012-10-19",59.28,59.61,57.4,58.04,7203100,54.51
"2012-10-22",57.81,58.53,57.25,58.1,2766100,54.57
"2012-10-23",57.07,57.16,56.63,56.97,3300900,53.5
"2012-10-24",57.23,57.7,56.55,56.57,5488300,53.13
"2012-10-25",57.19,57.58,56.73,57.31,3557900,53.82
"2012-10-26",57.17,57.45,56.54,57.3,2371900,53.81
"2012-10-31",58.2,58.2,55.84,57.05,3529900,53.58
"2012-11-01",57.05,58.17,56.33,57.69,4001800,54.18
"2012-11-02",58.07,58.25,57.12,57.24,6261800,53.76
"2012-11-05",57,57.17,56.64,56.99,2577700,53.52
"2012-11-06",57.06,58.25,56.87,58.03,3068300,54.5
"2012-11-07",56.96,57.01,55.37,55.39,6371800,52.02
"2012-11-08",54.35,56,52.61,52.76,13407100,49.55
"2012-11-09",52.39,53.69,52.22,52.71,12858100,49.5
"2012-11-12",52.97,52.97,52.15,52.19,5450000,49.02
"2012-11-13",51.76,52.4,50.91,50.93,5111100,47.83
"2012-11-14",51.03,51.44,49.76,49.95,6228400,46.91
"2012-11-15",50.27,50.79,49.72,50.42,5612300,47.35
"2012-11-16",49,49.03,48.17,48.74,5849200,47.28
"2012-11-19",49.52,50.11,49.34,49.81,4142700,48.31
"2012-11-20",49.58,50.8,49.39,50.78,5845300,49.25
"2012-11-21",50.97,51.26,50.64,51.13,3312400,49.59
"2012-11-23",51.51,52.02,51.26,52.02,1078400,50.46
"2012-11-26",51.53,51.83,51.33,51.78,2126700,50.22
"2012-11-27",51.54,51.88,50.8,50.83,3627200,49.3
"2012-11-28",50.38,51.65,50.3,51.6,2773400,50.05
"2012-11-29",51.97,52.22,51.63,51.83,2964300,50.27
"2012-11-30",51.8,52.38,51.65,52.12,3221600,50.55
"2012-12-03",52.4,52.55,51.79,51.96,2659600,50.4
"2012-12-04",51.7,52.26,51.51,52.06,2772900,50.5
"2012-12-05",52.23,52.82,51.89,52.61,3261800,51.03
"2012-12-06",52.62,52.72,52.13,52.63,2366200,51.05
"2012-12-07",52.44,52.75,52,52.47,2059500,50.89
"2012-12-10",52.19,52.63,51.76,52.5,1848200,50.92
"2012-12-11",52.9,52.95,52.28,52.42,2349200,50.85
"2012-12-12",52.77,53.65,52.63,52.67,3450100,51.09
"2012-12-13",52.76,53.5,51.69,51.76,3995500,50.21
"2012-12-14",51.7,51.87,50.89,50.92,4217500,49.39
"2012-12-17",51.22,52.1,51.18,52,4191900,50.44
"2012-12-18",52,53.2,51.79,53.12,8491200,51.52
"2012-12-19",53.34,53.99,53.17,53.25,2659100,51.65
"2012-12-20",53.35,54.5,53.26,54.48,3279800,52.84
"2012-12-21",53.93,54.18,53.04,53.43,6512500,51.82
"2012-12-24",53.13,53.45,53.02,53.22,683600,51.62
"2012-12-26",53.28,53.6,52.93,53.08,1151900,51.49
"2012-12-27",53.2,53.47,52.08,53.05,2980900,51.46
"2012-12-28",52.44,52.99,52.37,52.47,1696200,50.89
"2012-12-31",52.24,53.37,52.11,53.33,3095800,51.73
"2013-01-02",54.94,56.03,54.94,56.02,3329400,54.34
"2013-01-03",55.7,56.01,55.28,55.65,3028600,53.98
"2013-01-04",55.66,56.56,55.66,56.52,3866800,54.82
"2013-01-07",56.15,56.32,55.48,55.79,1944300,54.11
"2013-01-08",55.47,56.27,55.4,55.66,2419100,53.99
"2013-01-09",55.86,56.36,55.66,56.31,2079300,54.62
"2013-01-10",56.86,58.04,53.4,57.9,3889600,56.16
"2013-01-11",57.98,58,57.06,57.6,2070700,55.87
"2013-01-14",57.47,57.52,56.73,57.2,1248500,55.48
"2013-01-15",56.72,57.32,56.57,57.14,2233000,55.42
"2013-01-16",56.66,56.91,56.04,56.81,3461100,55.1
"2013-01-17",57.22,58.01,56.9,57.74,2533800,56.01
"2013-01-18",57.93,58.15,57.46,57.71,2226300,55.98
"2013-01-22",57.68,58.58,57.38,58.58,2388300,56.82
"2013-01-23",58.38,58.44,57.93,58.25,1951800,56.5
"2013-01-24",58.32,58.83,58.11,58.29,1591200,56.54
"2013-01-25",58.64,59.36,58.49,59.09,2000500,57.31
"2013-01-28",58.98,59.63,58.37,58.87,2971700,57.1
"2013-01-29",58.64,59,58.49,58.75,2109000,56.99
"2013-01-30",58.75,58.83,57.87,58.01,2311000,56.27
"2013-01-31",57.91,58.24,57.65,57.88,2977200,56.14
"2013-02-01",58.45,59.24,58.02,58.84,2813500,57.07
"2013-02-04",58.1,58.22,57.6,57.66,2631300,55.93
"2013-02-05",57.99,58.8,57.99,58.5,2259800,56.74
"2013-02-06",58.02,58.87,57.72,58.51,2974100,56.75
"2013-02-07",57.91,58.06,55.81,56.9,5972200,55.19
"2013-02-08",57.18,57.61,56.83,57.6,2599100,55.87
"2013-02-11",57.54,57.71,57.14,57.21,2119100,55.49
"2013-02-12",57.12,57.21,56.81,57,3556200,55.29
"2013-02-13",57.1,57.66,57.07,57.33,2313200,55.61
"2013-02-14",56.91,57.22,56.56,57.06,2733100,55.35
"2013-02-15",57.21,57.66,57.09,57.28,3521400,55.56
"2013-02-19",57.4,58.17,57.3,58.15,2909600,56.4
"2013-02-20",58.17,58.17,56,56.05,4068300,54.37
"2013-02-21",55.97,56.01,54.76,55.11,3636500,53.45
"2013-02-22",55.21,56.09,55.12,56.08,3147700,54.79
"2013-02-25",56.53,56.88,54.64,54.7,4875100,53.44
"2013-02-26",55.08,55.29,53.7,54.64,4245000,53.39
"2013-02-27",54.61,56,54,55.86,3101900,54.58
"2013-02-28",55.72,56.21,55.26,55.57,3276500,54.29
"2013-03-01",55.1,55.44,54.29,54.98,3150900,53.72
"2013-03-04",54.64,55.45,54.55,55.43,1970400,54.16
"2013-03-05",55.86,57.59,55.68,56.76,3934000,55.46
"2013-03-06",57.2,57.57,56.68,56.95,2887400,55.64
"2013-03-07",57.03,58.45,57,58.23,4426200,56.89
"2013-03-08",58.62,59.71,58.52,59.6,5027700,58.23
"2013-03-11",59.4,60.49,59.3,60.41,4004700,59.02
"2013-03-12",60.19,60.33,59.56,59.87,4443500,58.5
"2013-03-13",60.09,60.22,59.5,59.69,2338700,58.32
"2013-03-14",60.05,60.18,59.6,60.18,2501900,58.8
"2013-03-15",59.89,60.6,59.76,60.41,3344600,59.02
"2013-03-18",59.38,59.99,59,59.4,2647900,58.04
"2013-03-19",59.74,60.05,58.93,59.42,5164300,58.06
"2013-03-20",59.98,60.1,59.42,59.6,2594000,58.23
"2013-03-21",59.04,59.13,58.26,58.33,2784900,56.99
"2013-03-22",58.59,58.9,58.21,58.75,2350600,57.4
"2013-03-25",59.02,59.32,57.96,58.64,2452100,57.29
"2013-03-26",59.06,59.61,58.6,59.59,2422300,58.22
"2013-03-27",58.94,59.2,58.58,59.11,2026200,57.75
"2013-03-28",59.01,59.3,58.72,58.99,2246000,57.64
"2013-04-01",58.8,59.19,58.01,58.28,2002300,56.94
"2013-04-02",58.74,59.52,58.41,59.04,2851000,57.68
"2013-04-03",59.17,59.33,57.72,57.98,2761200,56.65
"2013-04-04",58.2,58.2,56.5,56.96,5077400,55.65
"2013-04-05",55.53,55.59,54.81,55.48,6803500,54.21
"2013-04-08",55.36,55.82,54.95,55.79,3041600,54.51
"2013-04-09",55.93,56.66,55.68,56.44,2934100,55.14
"2013-04-10",56.89,58.3,56.54,57.86,3137400,56.53
"2013-04-11",57.88,58.17,57.46,57.64,2518500,56.32
"2013-04-12",57.15,57.59,56.4,56.9,2493200,55.59
"2013-04-15",56.63,56.94,55.57,55.58,3226600,54.3
"2013-04-16",56.27,56.84,55.88,56.72,2397800,55.42
"2013-04-17",55.94,56.49,55.47,55.88,2393800,54.6
"2013-04-18",56,56,54.58,54.91,2974000,53.65
"2013-04-19",55.13,55.81,54.91,55.77,2664400,54.49
"2013-04-22",55.82,56.17,55.03,56.1,2036800,54.81
"2013-04-23",56.59,58.38,56.28,57.94,3422100,56.61
"2013-04-24",58.18,58.57,57.9,58.34,1939100,57
"2013-04-25",58.58,59.86,58.3,59.34,2721800,57.98
"2013-04-26",59.05,59.51,58.51,59.25,1869000,57.89
"2013-04-29",59.55,60.45,59.17,60.29,2287300,58.91
"2013-04-30",60.17,60.51,59.68,60.42,2192600,59.03
"2013-05-01",60.38,60.47,59.18,59.28,3430000,57.92
"2013-05-02",62.4,64.46,61.61,63.41,9062800,61.95
"2013-05-03",64.3,65.8,64.18,65.2,4847900,63.7
"2013-05-06",64.89,65.93,64.89,65.8,3083700,64.29
"2013-05-07",66.24,66.87,65.47,65.68,4048900,64.17
"2013-05-08",65.64,66.38,65.1,65.97,2690800,64.46
"2013-05-09",65.9,66.08,65.16,65.51,2187100,64.01
"2013-05-10",65.55,65.7,64.63,65.05,2692600,63.56
"2013-05-13",64.53,65.14,64.3,65.1,2287000,63.61
"2013-05-14",65.15,66.6,64.92,66.6,2685000,65.07
"2013-05-15",66.74,68.08,66.34,67.7,4461700,66.15
"2013-05-16",67.57,68.45,66.94,67.2,3396400,65.66
"2013-05-17",67.52,68.6,67.23,68.38,3037500,66.81
"2013-05-20",68.11,68.77,68.05,68.43,2167700,66.86
"2013-05-21",68.46,68.86,67.99,68.05,2613600,66.49
"2013-05-22",68.13,69.38,67.08,67.45,2731100,65.9
"2013-05-23",66.62,67.27,65.8,66.99,2512700,65.45
"2013-05-24",66.01,66.51,65.54,66.46,1507300,65.32
"2013-05-28",67.31,68.79,67.3,67.87,2720100,66.71
"2013-05-29",67.05,70,66.82,69.22,3555800,68.04
"2013-05-30",69.3,70.76,69.15,70.01,2728000,68.81
"2013-05-31",69.63,70.58,68.96,68.97,3196000,67.79
"2013-06-03",69.33,69.69,67.86,69.57,2959500,68.38
"2013-06-04",69.7,70.64,68.5,69.07,3056400,67.89
"2013-06-05",69.09,69.26,67.16,67.45,3459900,66.3
"2013-06-06",67.52,69.07,67.13,69.06,3061400,67.88
"2013-06-07",69.7,71.81,69.54,71.72,4538900,70.49
"2013-06-10",71.84,73.56,71.81,72.36,3395300,71.12
"2013-06-11",71.43,71.92,70.54,70.93,2734100,69.72
"2013-06-12",71.8,71.98,70.78,71.01,2935500,69.8
"2013-06-13",70.87,71.85,70.41,71.7,2402000,70.48
"2013-06-14",71.56,71.64,70.11,70.48,1955500,69.28
"2013-06-17",71.27,72.5,71.26,72.19,2568200,70.96
"2013-06-18",72.18,73.3,71.66,72.97,2866200,71.72
"2013-06-19",72.78,73.48,72.05,72.23,2343500,71
"2013-06-20",71.47,73.05,70.84,71.91,3369200,70.68
"2013-06-21",72.84,73.01,70.75,71.55,4105600,70.33
"2013-06-24",70.58,70.84,69.04,70.26,4135400,69.06
"2013-06-25",71.1,72,70.29,71.09,3559600,69.88
"2013-06-26",71.82,72.07,70.82,71.05,3974100,69.84
"2013-06-27",71.76,72.77,71.52,72.41,2158900,71.17
"2013-06-28",72.11,73.41,71.72,73.03,3995000,71.78
"2013-07-01",73.1,73.99,73.07,73.3,2604800,72.05
"2013-07-02",73.5,74.2,73.12,74.1,3240600,72.83
"2013-07-03",73.2,73.94,72.87,73.84,1591400,72.58
"2013-07-05",74.71,75.68,74.53,75.6,2221100,74.31
"2013-07-08",76,77.15,76,76.78,3283900,75.47
"2013-07-09",77.57,78.44,77.17,78.1,2963400,76.77
"2013-07-10",77.76,78.09,76.86,77.43,1912600,76.11
"2013-07-11",78.63,78.64,76.94,78.01,2784100,76.68
"2013-07-12",78.01,78.37,77.42,77.89,2124300,76.56
"2013-07-15",78.05,78.49,77.44,77.53,2127700,76.21
"2013-07-16",77.7,78.08,76.69,77.33,1643800,76.01
"2013-07-17",77.61,77.8,76.94,77.06,1691100,75.74
"2013-07-18",77.5,78.64,77.48,78.52,1814800,77.18
"2013-07-19",78.07,78.51,77.3,78.19,1482900,76.85
"2013-07-22",78.47,79.19,78.29,79.15,1617100,77.8
"2013-07-23",79.33,79.49,78.67,78.93,1607000,77.58
"2013-07-24",79.39,79.75,78.14,78.4,1855900,77.06
"2013-07-25",78.31,78.73,77.75,78.73,1686400,77.39
"2013-07-26",77.95,79.26,77.8,79.16,1608800,77.81
"2013-07-29",79.08,79.25,78.45,78.84,1208700,77.49
"2013-07-30",79.12,79.49,78.34,78.68,1632800,77.34
"2013-07-31",78.78,79.99,78.78,78.97,2542400,77.62
"2013-08-01",79.67,83.21,79.67,82.62,3796600,81.21
"2013-08-02",83.67,83.67,81.78,82.41,2032500,81
"2013-08-05",82.09,82.87,81.02,82.42,1945300,81.01
"2013-08-06",82.14,82.23,80.52,80.73,2334500,79.35
"2013-08-07",80.5,80.56,78.67,79.37,4165700,78.01
"2013-08-08",81.27,82,79.03,80.41,4448200,79.04
"2013-08-09",80.33,81.26,80.03,80.58,2845900,79.2
"2013-08-12",80.03,80.44,79.5,79.71,2518600,78.35
"2013-08-13",79.72,80.78,79.6,80.42,2264200,79.05
"2013-08-14",80.12,80.77,79.96,80.13,2272700,78.76
"2013-08-15",79.68,79.77,78.65,78.74,2645800,77.39
"2013-08-16",78.44,79.78,78.44,79.61,2780000,78.25
"2013-08-19",79.41,79.41,77.87,77.9,2394100,76.57
"2013-08-20",78.44,78.45,77.19,78.09,1609300,76.76
"2013-08-21",77.82,78.73,77.27,77.69,2265300,76.36
"2013-08-22",78.09,80.01,78,79.51,2465900,78.15
"2013-08-23",79.08,79.48,78.23,78.7,1432000,77.75
"2013-08-26",78.52,78.83,77.71,77.84,1266000,76.9
"2013-08-27",76.83,76.83,74.33,74.57,3320500,73.67
"2013-08-28",74.56,75.51,74.1,75.07,2383500,74.16
"2013-08-29",74.95,76.39,74.79,75.41,1423000,74.5
"2013-08-30",75.56,75.66,74.54,74.88,1474300,73.97
"2013-09-03",76.02,76.9,75.32,75.92,1808100,75
"2013-09-04",76.51,78.99,76.51,78.19,2935200,77.24
"2013-09-05",78.24,79.1,77.92,78.05,1751100,77.1
"2013-09-06",78.12,78.4,76.13,77.55,2097400,76.61
"2013-09-09",77.71,78.78,77.67,78.72,1951800,77.77
"2013-09-10",79.57,80.98,79.54,80.6,2441500,79.62
"2013-09-11",80.22,80.98,80,80.23,1590600,79.26
"2013-09-12",80.07,80.44,79.6,79.95,1376500,78.98
"2013-09-13",80.3,80.3,79.36,79.69,1275700,78.72
"2013-09-16",80.73,81.27,80.16,80.91,1969900,79.93
"2013-09-17",80.97,81.85,80.64,81.63,1600000,80.64
"2013-09-18",81.37,82.62,79.77,80.24,4075400,79.27
"2013-09-19",80.7,80.7,78.03,78.69,4575900,77.74
"2013-09-20",78.75,79.24,78,78.24,3360800,77.29
"2013-09-23",78.12,78.5,77.72,77.98,2218200,77.04
"2013-09-24",77.94,78.56,77.19,77.8,1805300,76.86
"2013-09-25",78.07,79.39,77.67,78.81,2020500,77.86
"2013-09-26",79.06,79.63,78.32,78.8,1077300,77.85
"2013-09-27",78.27,78.64,77.75,78.41,1168600,77.46
"2013-09-30",77.32,78.55,76.84,77.98,2991200,77.04
"2013-10-01",77.95,78.75,77.79,78.09,1877600,77.14
"2013-10-02",77.49,78.33,77.22,78.29,2493300,77.34
"2013-10-03",78.03,78.41,75.73,77.25,2957400,76.31
"2013-10-04",77.25,78.59,76.9,78.4,1626200,77.45
"2013-10-07",77.56,77.99,77.03,77.41,1116700,76.47
"2013-10-08",77.6,77.6,75.91,75.99,2110100,75.07
"2013-10-09",76.2,76.5,75.21,75.99,1916200,75.07
"2013-10-10",77.28,79.1,77.18,79.07,2146000,78.11
"2013-10-11",79,79.88,78.81,79.87,1407000,78.9
"2013-10-14",79.07,80.56,78.7,80.26,1679200,79.29
"2013-10-15",79.91,80.9,79.66,79.74,1707900,78.77
"2013-10-16",80.43,82.26,80.36,81.53,1973000,80.54
"2013-10-17",80.75,82.63,80.74,82.26,1789600,81.26
"2013-10-18",82.63,82.65,81.76,82.53,1704300,81.53
"2013-10-21",82.38,82.45,81.34,81.42,2281700,80.43
"2013-10-22",81.53,82.38,81.32,81.72,2011600,80.73
"2013-10-23",81.23,81.46,79.76,80.52,1577200,79.54
"2013-10-24",80.66,81.58,80.04,81.37,1738700,80.38
"2013-10-25",81.5,82.03,81.23,81.41,1761200,80.42
"2013-10-28",81.24,81.67,80.95,81.05,1537200,80.07
"2013-10-29",81.31,82.72,81.22,82.66,1542000,81.66
"2013-10-30",82.53,83.14,81.58,82.2,1667300,81.2
"2013-10-31",81.97,82.35,81.25,81.39,2028300,80.4
"2013-11-01",81.6,81.67,80.6,81.19,1557800,80.21
"2013-11-04",81.27,81.65,80.7,81.57,1235400,80.58
"2013-11-05",81.43,81.87,80.7,81.47,1561300,80.48
"2013-11-06",81.66,82.64,81.21,81.79,2199300,80.8
"2013-11-07",82.23,85.89,81.75,83.76,5859000,82.75
"2013-11-08",84.03,87.85,83.95,86.9,4144200,85.85
"2013-11-11",86.88,86.88,85.94,86.49,1984400,85.44
"2013-11-12",86.13,87.42,86,86.64,2619400,85.59
"2013-11-13",86.29,87.87,86.12,87.83,2439100,86.77
"2013-11-14",88.33,89.31,88.02,89.05,2947300,87.97
"2013-11-15",88.41,89,87.6,88.62,2501400,87.55
"2013-11-18",88.69,89.96,88.43,88.65,3126800,87.58
"2013-11-19",88.6,89.53,88.43,88.98,1883100,87.9
"2013-11-20",89.23,89.53,88.53,88.89,1844200,87.81
"2013-11-21",89.35,90.64,89.24,90.2,2740400,89.11
"2013-11-22",89.5,90.12,89.4,90.07,1868600,89.5
"2013-11-25",90.14,90.2,89.11,89.23,1697400,88.67
"2013-11-26",89.31,90.24,89.19,89.74,1959800,89.18
"2013-11-27",90.38,90.39,88.94,89.28,1529400,88.72
"2013-11-29",89.43,89.87,88.73,88.76,1249400,88.2
"2013-12-02",88.93,90.53,88.7,89.46,2238600,88.9
"2013-12-03",89.22,89.67,87.51,87.76,3360300,87.21
"2013-12-04",87.73,88.89,86.95,87.76,2052400,87.21
"2013-12-05",87.56,88.39,87.03,87.7,2429000,87.15
"2013-12-06",88.98,89.7,88.83,88.91,2202700,88.35
"2013-12-09",88.94,89.82,88.65,88.98,2083900,88.42
"2013-12-10",88.75,89.29,87.91,89.03,1513200,88.47
"2013-12-11",88.94,89.31,87.88,88.06,2523900,87.51
"2013-12-12",88.26,89.12,87.88,88.33,2507800,87.78
"2013-12-13",88.46,88.96,87.87,88.19,1533300,87.64
"2013-12-16",88.67,89.2,88.46,88.68,1516000,88.12
"2013-12-17",88.68,88.78,87.64,87.95,1666000,87.4
