"","CL.Open","CL.High","CL.Low","CL.Close","CL.Volume","CL.Adjusted"
"2012-01-30",90.58,90.69,89.22,89.51,5652400,42.75
"2012-01-31",89.78,90.93,89.77,90.72,5923200,43.33
"2012-02-01",91.09,91.75,90.77,91.13,4334400,43.53
"2012-02-02",91.68,91.87,90.78,90.89,3845000,43.41
"2012-02-03",91.54,92.1,91.32,91.54,4805000,43.72
"2012-02-06",91.27,91.77,90.95,91.24,3161200,43.58
"2012-02-07",91.03,91.78,91.01,91.54,2961200,43.72
"2012-02-08",91.84,91.84,90.91,91.47,3217400,43.69
"2012-02-09",91.44,91.8,91.06,91.76,3353800,43.83
"2012-02-10",91.31,91.58,90.91,91.17,3855200,43.55
"2012-02-13",91.5,91.99,91.25,91.64,2681600,43.77
"2012-02-14",91.49,91.91,91.25,91.9,2877400,43.9
"2012-02-15",91.92,92.59,91.76,92.16,3347400,44.02
"2012-02-16",92.38,93.42,92.38,93.32,3708600,44.57
"2012-02-17",93.6,93.85,92.88,93.25,3483800,44.54
"2012-02-21",93.57,93.81,92.94,93.37,3421600,44.6
"2012-02-22",93.08,93.48,92.41,93.14,2930400,44.49
"2012-02-23",92.85,93.9,92.65,93.33,4214200,44.58
"2012-02-24",93.73,93.73,92.67,93.3,3677400,44.56
"2012-02-27",92.99,93.21,92.21,92.39,4871200,44.13
"2012-02-28",92.67,93.04,92.28,92.97,3728200,44.41
"2012-02-29",92.98,93.49,92.62,93.18,4390000,44.51
"2012-03-01",93,93.5,92.61,92.85,4123600,44.35
"2012-03-02",92.81,93.28,92.73,93.2,2521600,44.52
"2012-03-05",93,93.53,92.95,93.35,2335000,44.59
"2012-03-06",93.43,93.81,92.85,93.34,5260200,44.58
"2012-03-07",93.27,93.55,92.5,92.83,4056000,44.34
"2012-03-08",93.4,93.97,93.28,93.94,2766400,44.87
"2012-03-09",93.78,94.1,93.29,93.98,3145400,44.89
"2012-03-12",94.33,94.62,93.99,94.48,2965800,45.13
"2012-03-13",94.8,95.25,94.45,95.23,4342200,45.49
"2012-03-14",95.15,95.74,95.07,95.15,3552000,45.45
"2012-03-15",94.84,95.67,94.84,95.42,3156000,45.58
"2012-03-16",95.48,95.66,94.56,94.79,6149200,45.28
"2012-03-19",95.38,95.56,94.8,95.37,3946600,45.55
"2012-03-20",94.88,96.07,94.88,95.65,2969200,45.69
"2012-03-21",95.51,96.4,95.51,96.17,3887800,45.94
"2012-03-22",95.82,96.38,95.74,96.28,2968400,45.99
"2012-03-23",96.2,96.33,95.63,95.94,2988400,45.83
"2012-03-26",96.23,96.84,96.09,96.81,3088800,46.24
"2012-03-27",97,97.29,96.64,96.71,2962800,46.19
"2012-03-28",96.45,96.54,95.85,96.05,4100000,45.88
"2012-03-29",95.65,96.87,95.53,96.69,4815000,46.18
"2012-03-30",97,97.93,96.93,97.78,6021800,46.7
"2012-04-02",97.68,98.45,97.66,98.44,5235400,47.02
"2012-04-03",98.49,98.76,97.99,98.23,4879600,46.92
"2012-04-04",97.58,98.25,97.57,97.85,3540400,46.74
"2012-04-05",97.8,98.28,97.28,98.16,4318800,46.89
"2012-04-09",97.66,97.66,96.87,97.04,3772800,46.35
"2012-04-10",96.77,96.81,95.87,96.17,4731600,45.94
"2012-04-11",96.97,97.41,96.54,96.54,7085000,46.11
"2012-04-12",96.43,97.63,96.38,97.44,14848400,46.54
"2012-04-13",97.46,97.94,96.74,97.21,12762000,46.43
"2012-04-16",97.53,98.2,97.37,97.67,13182200,46.65
"2012-04-17",98.05,98.72,97.46,98.59,3506200,47.09
"2012-04-18",98.22,98.77,97.91,98.5,2653000,47.05
"2012-04-19",98.69,98.77,97.75,98.18,3531200,46.9
"2012-04-20",97.82,99,97.8,98.88,4065200,47.53
"2012-04-23",98.17,98.18,97.24,97.72,3243200,46.97
"2012-04-24",98,98.53,97.72,98.43,2960400,47.31
"2012-04-25",98.65,99.74,98.42,99.58,4974200,47.87
"2012-04-26",99.56,99.84,98.52,99.47,3556400,47.81
"2012-04-27",98.76,98.9,98.06,98.38,5788200,47.29
"2012-04-30",98.15,98.94,98.05,98.94,4164400,47.56
"2012-05-01",98.97,99.59,98.54,99.1,3598200,47.64
"2012-05-02",99.19,100.35,99.09,100.35,3708000,48.24
"2012-05-03",100.14,100.81,99.75,99.99,4760600,48.06
"2012-05-04",100.16,100.16,99.1,99.13,3420400,47.65
"2012-05-07",99.24,99.79,99,99.6,3400600,47.88
"2012-05-08",99.3,99.46,98.83,99.18,3518000,47.67
"2012-05-09",98.58,99.67,98.58,99.08,3820200,47.63
"2012-05-10",99.53,99.99,99.13,99.65,4669400,47.9
"2012-05-11",99.5,99.81,99.3,99.31,4174600,47.74
"2012-05-14",98.76,99.35,98.76,99.01,3184600,47.59
"2012-05-15",99.68,101.82,99.66,101.04,13296200,48.57
"2012-05-16",101.15,101.94,101.01,101.32,4099400,48.7
"2012-05-17",101.21,101.38,99.81,99.81,4256200,47.98
"2012-05-18",100.12,100.23,98.52,98.79,6050600,47.49
"2012-05-21",99,99.03,98,98.96,4970000,47.57
"2012-05-22",99.13,100.11,98.96,99.19,4480600,47.68
"2012-05-23",98.82,99.08,97.71,98.39,4600000,47.29
"2012-05-24",98.44,99.64,98.44,99.13,3501000,47.65
"2012-05-25",99.33,99.64,98.67,98.8,2481600,47.49
"2012-05-29",99.16,99.5,98.75,99.36,2796200,47.76
"2012-05-30",98.99,99.47,98.47,98.83,5429800,47.51
"2012-05-31",99.01,99.01,98.04,98.3,4892400,47.25
"2012-06-01",97.71,98.06,96.42,96.48,4616800,46.38
"2012-06-04",96.49,97.3,96.21,97.17,3371400,46.71
"2012-06-05",97.05,97.49,96.37,97.25,3095200,46.75
"2012-06-06",97.47,98.33,97.09,98.33,4058000,47.27
"2012-06-07",98.74,99.41,98.61,98.75,3901600,47.47
"2012-06-08",98.8,100.3,98.75,100.17,3109600,48.15
"2012-06-11",100.55,100.68,99.87,99.99,3559800,48.06
"2012-06-12",99.99,100.19,99.29,100.05,3719600,48.09
"2012-06-13",99.6,100.55,99.33,100.21,4191800,48.17
"2012-06-14",100.47,101.45,100.27,101.32,3255200,48.7
"2012-06-15",101.6,101.93,101.31,101.53,4105600,48.8
"2012-06-18",101.4,101.75,100.89,101.67,3005600,48.87
"2012-06-19",101.64,101.97,101.01,101.3,3321800,48.69
"2012-06-20",100.17,100.73,99.62,100.73,5206000,48.42
"2012-06-21",100.9,100.9,99.44,99.45,3446000,47.8
"2012-06-22",99.92,100.5,99.8,99.9,6369000,48.02
"2012-06-25",99.17,99.55,99,99.32,3051800,47.74
"2012-06-26",99.66,100.55,99.48,100.1,3040600,48.12
"2012-06-27",100.28,101.6,100.27,101.5,2985600,48.79
"2012-06-28",101.12,102,100.93,101.99,2936000,49.02
"2012-06-29",102.74,104.33,101.97,104.1,5399200,50.04
"2012-07-02",103.41,103.83,103,103.72,3448000,49.86
"2012-07-03",103.7,105.16,103.52,104.61,2071600,50.28
"2012-07-05",104.42,105,103.92,104.65,2461200,50.3
"2012-07-06",104.1,104.63,103.92,104.29,1952000,50.13
"2012-07-09",104.57,104.61,103.78,104.26,2553800,50.12
"2012-07-10",104.48,104.51,103.7,103.9,2585400,49.94
"2012-07-11",104.16,104.16,103.37,103.83,3325400,49.91
"2012-07-12",103.68,104.07,102.97,103.61,3586000,49.8
"2012-07-13",103.71,105.76,103.71,105.46,2849200,50.69
"2012-07-16",105.08,105.46,104.35,104.37,3687600,50.17
"2012-07-17",104.77,105.45,104.62,105.16,2958400,50.55
"2012-07-18",104.99,106.06,104.77,105.28,2789200,50.61
"2012-07-19",105.28,105.86,104.54,105.62,3061000,50.77
"2012-07-20",104.89,105.33,103.67,103.9,5090400,50.24
"2012-07-23",103.22,103.81,102.6,102.79,2995000,49.7
"2012-07-24",102.79,102.85,101.52,102.1,3574400,49.37
"2012-07-25",102.36,102.79,101.59,102.25,3331200,49.44
"2012-07-26",104.77,106.83,104.18,106.38,5617400,51.44
"2012-07-27",104.81,107.68,104.69,107.17,6594800,51.82
"2012-07-30",107.27,108.5,107.16,107.47,3473400,51.96
"2012-07-31",107.25,107.72,106.86,107.36,3465000,51.91
"2012-08-01",107.81,109.84,106.27,106.6,3948600,51.54
"2012-08-02",105.87,106.38,104.78,105.37,4284200,50.95
"2012-08-03",106.54,107.49,106.16,106.46,3599400,51.48
"2012-08-06",106.37,106.95,105.95,106.35,2405800,51.42
"2012-08-07",106.6,107.05,104.81,104.88,4507600,50.71
"2012-08-08",104.85,105.41,104.68,105.27,3280000,50.9
"2012-08-09",105.06,105.41,104.77,104.95,3117600,50.75
"2012-08-10",104.76,105.46,104.72,105.37,2454400,50.95
"2012-08-13",105,105.66,104.78,105.55,2173000,51.04
"2012-08-14",105.46,105.81,105.05,105.42,2428000,50.97
"2012-08-15",105.07,106.51,105,105.5,3286200,51.01
"2012-08-16",105.38,105.93,105.13,105.83,2100200,51.17
"2012-08-17",106.1,106.4,105.87,106.18,2992000,51.34
"2012-08-20",106.18,106.36,105.27,105.95,2601600,51.23
"2012-08-21",105.88,106.41,105.39,105.7,2243800,51.11
"2012-08-22",105.32,105.73,105,105.37,1870600,50.95
"2012-08-23",105.32,105.49,104.66,104.71,1942800,50.63
"2012-08-24",104.91,105.91,104.5,105.77,2335800,51.14
"2012-08-27",105.52,106,105.27,105.8,2283400,51.16
"2012-08-28",105.42,106.66,105.42,106.35,3483600,51.42
"2012-08-29",106.75,106.9,106.36,106.43,2672200,51.46
"2012-08-30",105.97,106.12,105.8,105.81,1894600,51.16
"2012-08-31",106.15,106.52,105.76,106.31,2697200,51.4
"2012-09-04",106.16,107.4,105.92,107.22,4388400,51.84
"2012-09-05",106.52,107.36,106.44,106.5,4020600,51.49
"2012-09-06",107.09,107.64,106.88,107.49,3355800,51.97
"2012-09-07",107.66,108,105.95,106.3,3502200,51.4
"2012-09-10",105.82,105.9,103.22,103.7,9646000,50.14
"2012-09-11",103.3,103.68,102.56,102.82,5936400,49.72
"2012-09-12",102.86,103.53,102.5,102.62,4108000,49.62
"2012-09-13",103.03,104.7,102.69,104.54,5306800,50.55
"2012-09-14",104.43,104.75,103.5,103.75,5587600,50.17
"2012-09-17",102.69,105.47,102.69,105.15,5985600,50.84
"2012-09-18",104.67,106.23,104,106.01,4507800,51.26
"2012-09-19",106.01,106.38,105.54,105.89,3657200,51.2
"2012-09-20",105.73,107.23,105.73,106.79,3586000,51.64
"2012-09-21",107,107.15,106.1,106.53,11937600,51.51
"2012-09-24",106.27,107.24,106.15,106.94,2546000,51.71
"2012-09-25",107.31,107.81,106.63,106.65,3584000,51.57
"2012-09-26",106.78,107.77,106.65,106.75,3162000,51.62
"2012-09-27",107.05,107.6,106.34,107.35,2638600,51.91
"2012-09-28",107.43,107.47,106.49,107.22,3019800,51.84
"2012-10-01",106.84,108.74,106.53,107.99,3412400,52.22
"2012-10-02",108.27,108.57,107.5,107.92,2655400,52.18
"2012-10-03",108.04,108.44,107.57,108.03,2630600,52.23
"2012-10-04",108.5,109.08,108.11,108.46,2598400,52.44
"2012-10-05",108.59,108.68,107.88,108.45,3713200,52.44
"2012-10-08",108.36,108.82,107.95,108.49,1822200,52.46
"2012-10-09",108.38,108.78,107.3,107.43,2794400,51.94
"2012-10-10",107.46,108.05,107.13,107.69,3013000,52.07
"2012-10-11",108.43,108.62,107.86,108.03,2968400,52.23
"2012-10-12",108.41,108.73,107.32,107.89,2574800,52.17
"2012-10-15",108.02,108.54,107.58,108.46,2830400,52.44
"2012-10-16",108.75,108.83,108.1,108.59,2413600,52.51
"2012-10-17",108.57,110.97,108.57,110.57,4812000,53.46
"2012-10-18",110.55,110.89,109.78,110.62,2506200,53.49
"2012-10-19",109.76,109.8,107.44,107.74,4758400,52.39
"2012-10-22",107.52,108.1,107.07,107.69,2180200,52.36
"2012-10-23",107.13,107.25,106.06,106.53,2678400,51.8
"2012-10-24",107.02,107.51,106.17,106.56,2859200,51.81
"2012-10-25",107,107,103.05,104.6,6010000,50.86
"2012-10-26",104.7,104.99,103.7,103.87,4940400,50.51
"2012-10-31",103.96,105.22,103.56,104.96,4664400,51.04
"2012-11-01",104.68,106.14,104.24,105.87,3944800,51.48
"2012-11-02",106.04,106.59,104.86,104.96,2789800,51.04
"2012-11-05",104.54,105.75,104.54,105.23,1935800,51.17
"2012-11-06",105.49,106.01,105.07,105.64,2978400,51.37
"2012-11-07",105.6,105.6,104.33,104.97,2817800,51.04
"2012-11-08",104.86,105.18,104,104.07,2874800,50.6
"2012-11-09",103.82,104.69,103.67,103.87,2813600,50.51
"2012-11-12",103.99,104.87,103.51,104.31,1892000,50.72
"2012-11-13",103.94,105.39,103.8,104.28,3007800,50.71
"2012-11-14",104.49,104.96,103.16,103.53,3215200,50.34
"2012-11-15",103.34,104.15,103.25,103.77,2772600,50.46
"2012-11-16",103.88,105.25,103.79,105.15,4087400,51.13
"2012-11-19",105.91,106.91,105.8,106.91,3025800,51.98
"2012-11-20",106.61,107.09,106,106.91,2351200,51.98
"2012-11-21",106.84,107.05,106.08,106.8,2120200,51.93
"2012-11-23",106.51,108,106.48,108,1423600,52.51
"2012-11-26",107.31,108.09,107.09,107.86,1964800,52.45
"2012-11-27",107.85,108.48,107.43,107.64,2469400,52.34
"2012-11-28",107.38,107.91,107.17,107.76,2202400,52.4
"2012-11-29",107.94,108.33,107.4,108.01,1873000,52.52
"2012-11-30",108.14,108.75,107.87,108.5,3135000,52.76
"2012-12-03",108.63,109,108.01,108.09,2029200,52.56
"2012-12-04",108,108.1,107.53,107.58,2070400,52.31
"2012-12-05",107.7,107.79,106.99,107.21,2765400,52.13
"2012-12-06",107.01,107.21,106.3,106.65,3161000,51.86
"2012-12-07",107.13,108.39,107.1,108.37,3134800,52.69
"2012-12-10",107.65,108.36,106.63,106.79,3695800,51.93
"2012-12-11",107.07,108.2,106.99,107.88,2862600,52.46
"2012-12-12",108,108.19,106.68,106.99,2731200,52.02
"2012-12-13",107.23,107.36,105.99,106.16,3116400,51.62
"2012-12-14",106.16,107,105.7,105.84,3452400,51.46
"2012-12-17",105.96,106.7,105.7,106.21,2951200,51.64
"2012-12-18",106.42,107.35,105.99,107.26,3721400,52.15
"2012-12-19",107.15,107.5,106.02,106.03,2961200,51.56
"2012-12-20",106.04,106.56,105.35,105.79,2994200,51.44
"2012-12-21",105.18,106.08,104.84,105.1,5503400,51.1
"2012-12-24",104.63,105.36,104.6,105.05,1251000,51.08
"2012-12-26",105.05,105.34,104.37,104.71,2688400,50.91
"2012-12-27",104.56,105.54,104.52,105.27,2801800,51.19
"2012-12-28",104.79,105.27,103.96,104.04,2012600,50.59
"2012-12-31",103.77,104.63,102.82,104.54,3558400,50.83
"2013-01-02",105.61,106.31,105.23,106.31,4150200,51.69
"2013-01-03",106.19,106.85,105.99,106.66,2959600,51.86
"2013-01-04",106.69,108.06,106.68,107.9,2504800,52.47
"2013-01-07",107.27,107.27,105.85,106.08,2803600,51.58
"2013-01-08",105.91,106.32,105.75,106.32,1771200,51.7
"2013-01-09",106.35,106.64,105.89,106.13,1967800,51.61
"2013-01-10",106.3,107.39,106.05,107.39,2521600,52.22
"2013-01-11",107.56,107.92,106.98,107.09,2032000,52.07
"2013-01-14",107.31,108.12,107,107.93,1464400,52.48
"2013-01-15",107.3,107.91,106.81,107.74,2236000,52.39
"2013-01-16",107.4,107.99,107.02,107.83,1461000,52.43
"2013-01-17",108.35,109.29,108.18,108.94,1881200,52.97
"2013-01-18",108.76,109.01,108.23,109.01,2743200,53.01
"2013-01-22",108.04,108.46,107.74,108.46,2610400,53.04
"2013-01-23",108.22,108.87,107.94,108.81,2253200,53.21
"2013-01-24",109.29,110.13,109.27,109.77,3297000,53.68
"2013-01-25",110.02,110.42,109.4,110.15,2874600,53.87
"2013-01-28",110.19,110.47,109.24,110.15,3188000,53.87
"2013-01-29",109.96,111,109.42,110.91,3249400,54.24
"2013-01-30",110.97,111.37,110.48,110.85,2889600,54.21
"2013-01-31",108.14,111.08,106.74,107.37,9270000,52.51
"2013-02-01",108.84,109.93,108.47,109.84,4831800,53.71
"2013-02-04",108.84,109.4,108.64,108.73,3299000,53.17
"2013-02-05",109.47,110.12,109.26,109.46,4633600,53.53
"2013-02-06",109.17,109.88,108.4,109.81,4342200,53.7
"2013-02-07",109.82,110.21,109.33,110.19,3165600,53.89
"2013-02-08",110.05,110.85,108.42,108.49,7647200,53.05
"2013-02-11",108.16,108.96,107.63,108.29,3744200,52.96
"2013-02-12",108.4,108.48,107.79,108.05,2875600,52.84
"2013-02-13",108.27,108.33,107.37,107.9,3292400,52.77
"2013-02-14",107.62,108.73,107.57,108.33,3427800,52.98
"2013-02-15",108.7,110.32,108.7,110.02,5396400,53.8
"2013-02-19",110.16,112.04,109.92,111.91,5458400,54.73
"2013-02-20",112,113,111.95,112.11,3273800,54.82
"2013-02-21",111.75,113.62,111.51,113.09,4462400,55.3
"2013-02-22",113.1,114.2,112.81,113.97,3723600,55.73
"2013-02-25",114.25,115.71,113.76,114.01,4942600,55.75
"2013-02-26",112.9,114.14,112.48,113.91,5666400,55.7
"2013-02-27",113.55,114.92,112.83,114.46,4004200,55.97
"2013-02-28",114.66,115.69,114.41,114.43,3905800,55.96
"2013-03-01",114.09,114.42,113.4,114.11,3515200,55.8
"2013-03-04",114.08,114.88,113.86,114.84,2275200,56.16
"2013-03-05",115.23,116.17,115.1,115.71,2893000,56.59
"2013-03-06",115.85,115.95,114.84,115.35,2423400,56.41
"2013-03-07",116.71,116.71,115.29,115.41,3718800,56.44
"2013-03-08",115.83,115.95,115,115.74,2969400,56.6
"2013-03-11",115.83,115.96,115.24,115.64,2661000,56.55
"2013-03-12",115.69,115.75,115,115.06,2449600,56.27
"2013-03-13",115.06,115.16,114.62,114.9,2309000,56.19
"2013-03-14",114.95,114.98,113.71,113.84,4585400,55.67
"2013-03-15",112.94,113.11,112.08,112.08,8422800,54.81
"2013-03-18",111.64,112.45,111.32,112.26,3896800,54.9
"2013-03-19",112.11,112.68,111.97,112.54,4108000,55.03
"2013-03-20",112.86,114.8,112.86,114.6,3447800,56.04
"2013-03-21",114.11,114.58,113.7,113.71,2341800,55.61
"2013-03-22",113.75,115,113.35,114.41,4500400,55.95
"2013-03-25",114.77,115.09,114.1,114.4,3294600,55.94
"2013-03-26",114.8,117.36,114.8,117.32,3123400,57.37
"2013-03-27",116.5,116.96,116.07,116.72,2134800,57.08
"2013-03-28",117.11,118.45,116.28,118.03,3380000,57.72
"2013-04-01",117.87,118.14,117.28,117.71,1855600,57.56
"2013-04-02",118.05,118.97,117.97,118.9,2619800,58.15
"2013-04-03",119,119.12,117.04,117.31,3354000,57.37
"2013-04-04",117.54,117.73,116.74,117.08,2603000,57.26
"2013-04-05",116.4,116.91,116.02,116.72,1962000,57.08
"2013-04-08",117.1,117.72,116.15,117.72,1488200,57.57
"2013-04-09",118,118.08,116.63,117.25,2649400,57.34
"2013-04-10",117.46,118.53,117.3,118.27,2460600,57.84
"2013-04-11",118.29,119.19,118.21,118.84,2118400,58.12
"2013-04-12",118.58,119.24,118,118.37,2151000,57.89
"2013-04-15",118,118.64,116.87,116.87,3040400,57.15
"2013-04-16",117.46,119.48,117.07,119.33,3551800,58.36
"2013-04-17",119.01,119.17,117.26,117.85,3133000,57.63
"2013-04-18",118.05,119.18,118,118.57,2743400,57.98
"2013-04-19",118.66,119.89,118.58,119.72,2951600,58.88
"2013-04-22",119.64,121.09,119.33,120.41,3267200,59.22
"2013-04-23",120.56,121.44,119.66,121.43,3784800,59.72
"2013-04-24",121.05,121.05,117.69,117.9,4436200,57.99
"2013-04-25",120.6,122.4,119.32,119.42,5879800,58.74
"2013-04-26",119.88,120.93,118.52,118.99,3885600,58.52
"2013-04-29",119.25,119.93,119.06,119.37,2610600,58.71
"2013-04-30",119.06,119.78,118.32,119.41,3388000,58.73
"2013-05-01",119.44,120.46,118.88,119.14,2393600,58.6
"2013-05-02",119.16,121.1,118.76,120.73,2341200,59.38
"2013-05-03",121.27,121.56,120.1,121.15,2120800,59.59
"2013-05-06",121.15,121.27,120.01,120.2,1797200,59.12
"2013-05-07",120.37,120.5,119.83,120.33,2657800,59.18
"2013-05-08",120.15,120.7,119.84,120.52,2090800,59.28
"2013-05-09",120.34,120.71,119.79,120.19,3025200,59.12
"2013-05-10",120.5,120.98,120.11,120.72,2484000,59.38
"2013-05-13",120.8,121.2,120.32,120.91,1837600,59.47
"2013-05-14",121,123.35,121,123.35,3101000,60.67
"2013-05-15",122.84,124.74,122.66,124.55,7490600,61.26
"2013-05-16",62.31,62.7,61.33,62.38,3077800,61.36
"2013-05-17",62.14,62.4,61.78,62.04,4148300,61.03
"2013-05-20",62.04,62.05,61.42,61.55,2321300,60.55
"2013-05-21",61.6,62.08,61.19,61.58,2895900,60.58
"2013-05-22",61.5,62.13,61.22,61.41,3059500,60.41
"2013-05-23",61.07,61.33,60.87,60.97,3159600,59.98
"2013-05-24",60.87,61.31,60.48,61.17,1756700,60.17
"2013-05-28",61.86,62.25,61.39,61.63,2717100,60.63
"2013-05-29",61.09,61.18,59.4,59.58,4483400,58.61
"2013-05-30",59.75,60.1,59.33,59.63,2961000,58.66
"2013-05-31",59.42,59.47,57.83,57.84,4731300,56.9
"2013-06-03",57.91,58.67,57.52,58.6,4101400,57.64
"2013-06-04",58.8,59.22,58.24,58.87,3066800,57.91
"2013-06-05",58.73,58.77,57.9,57.9,2584900,56.96
"2013-06-06",57.8,58.22,57.07,58.04,3861600,57.09
"2013-06-07",58.51,59.14,58.42,59.1,2980200,58.14
"2013-06-10",59.28,59.35,58.65,58.82,2710200,57.86
"2013-06-11",58.45,59.24,58.06,58.62,2338900,57.66
"2013-06-12",58.99,59.5,58.15,58.16,2344900,57.21
"2013-06-13",58.12,58.65,57.19,58.46,2516500,57.51
"2013-06-14",58.51,59.01,58.21,58.82,3099100,57.86
"2013-06-17",59.1,59.92,59.03,59.64,3724200,58.67
"2013-06-18",59.7,59.92,59.48,59.7,3156100,58.73
"2013-06-19",59.67,59.8,57.98,58,4256400,57.05
"2013-06-20",57.6,57.72,55.69,55.87,7546900,54.96
"2013-06-21",56.39,57.09,56.01,56.81,6013600,55.88
"2013-06-24",56.28,56.74,55.47,56.15,4418700,55.23
"2013-06-25",56.49,56.66,55.86,56.22,4152100,55.3
"2013-06-26",56.78,57.2,56.42,57,4130400,56.07
"2013-06-27",57.51,57.83,57.14,57.39,2983100,56.45
"2013-06-28",57.1,57.67,56.8,57.29,5508900,56.36
"2013-07-01",57.6,58.66,57.58,57.95,3727600,57.01
"2013-07-02",57.94,58.2,57.5,57.72,3355700,56.78
"2013-07-03",57.54,57.94,57.19,57.82,2443200,56.88
"2013-07-05",58,58.22,57.11,57.86,2501300,56.92
"2013-07-08",57.98,58.64,57.98,58.58,2492100,57.62
"2013-07-09",59.03,59.24,58.82,58.98,2916100,58.02
"2013-07-10",58.99,59.27,58.49,58.62,2434900,57.66
"2013-07-11",59.24,59.36,58.63,58.95,4292100,57.99
"2013-07-12",58.98,59.23,58.67,59.14,2651200,58.18
"2013-07-15",59.24,59.27,58.58,58.82,3302400,57.86
"2013-07-16",58.71,58.8,58.09,58.48,3068000,57.53
"2013-07-17",58.6,58.71,58.07,58.36,2873500,57.41
"2013-07-18",58.33,58.99,58.21,58.8,3242900,57.84
"2013-07-19",58.47,58.92,58.25,58.88,3135900,58.26
"2013-07-22",58.76,59.07,58.45,58.65,2303700,58.03
"2013-07-23",58.61,58.79,58.23,58.41,2627100,57.79
"2013-07-24",58.5,58.66,58.2,58.47,3935200,57.85
"2013-07-25",58.7,59.9,58.5,59.62,4558000,58.99
"2013-07-26",59.46,60.26,59.15,60.25,4022400,59.61
"2013-07-29",59.99,60.36,59.85,60.08,2992400,59.44
"2013-07-30",60.4,60.68,59.91,60.24,3269000,59.6
"2013-07-31",60.34,60.67,59.85,59.87,3867500,59.24
"2013-08-01",60.27,60.82,60.24,60.56,2799300,59.92
"2013-08-02",60.26,60.58,60.01,60.53,2508800,59.89
"2013-08-05",60.49,61.08,60.46,60.98,2965100,60.33
"2013-08-06",60.82,61.25,60.76,60.99,2586100,60.34
"2013-08-07",60.8,61.17,60.65,60.94,2469800,60.29
"2013-08-08",61.27,61.5,60.5,60.91,2817000,60.27
"2013-08-09",60.83,61.05,60.47,60.68,1656000,60.04
"2013-08-12",60.3,60.98,60.24,60.96,2276400,60.31
"2013-08-13",61,61.2,60.79,61.08,2430100,60.43
"2013-08-14",61,61.14,60.44,60.67,2383200,60.03
"2013-08-15",60.3,60.58,59.69,59.81,2814400,59.18
"2013-08-16",59.52,59.67,59.12,59.47,3130100,58.84
"2013-08-19",59.28,59.38,58.91,59.15,2351400,58.52
"2013-08-20",59.24,59.62,59.02,59.09,1946300,58.46
"2013-08-21",59,59.05,58.44,58.51,3036800,57.89
"2013-08-22",58.47,58.59,58.25,58.45,3035500,57.83
"2013-08-23",58.51,59.08,58.44,59.03,2728900,58.41
"2013-08-26",59.08,59.25,58.2,58.22,1960700,57.6
"2013-08-27",57.56,57.9,57.41,57.64,2780300,57.03
"2013-08-28",57.51,57.51,57.14,57.27,2641000,56.66
"2013-08-29",57.09,57.56,56.94,57.25,2627300,56.64
"2013-08-30",57.33,57.82,57.25,57.77,3502500,57.16
"2013-09-03",58.35,58.39,57.38,57.45,3376100,56.84
"2013-09-04",57.45,58.19,57.26,57.8,2797900,57.19
"2013-09-05",57.68,57.78,57.36,57.53,2758900,56.92
"2013-09-06",57.76,58.23,57.47,58,2752700,57.39
"2013-09-09",58,58.78,58,58.57,2094000,57.95
"2013-09-10",58.79,59.09,58.29,58.59,2351100,57.97
"2013-09-11",58.49,59.26,58.43,59.25,2194100,58.62
"2013-09-12",59.11,59.38,58.92,59.28,1737700,58.65
"2013-09-13",59.43,59.69,59.27,59.43,1754500,58.8
"2013-09-16",59.78,60.24,59.67,60.02,2384100,59.38
"2013-09-17",59.67,59.99,59.34,59.8,2898000,59.17
"2013-09-18",60.06,61.19,59.8,61.19,3832500,60.54
"2013-09-19",61.24,61.28,60.8,60.97,3252800,60.32
"2013-09-20",60.84,60.99,60.44,60.44,3985400,59.8
"2013-09-23",60.45,60.47,59.94,60.2,1935500,59.56
"2013-09-24",60.02,60.42,59.83,59.87,2600300,59.24
"2013-09-25",60.02,60.13,59.29,59.34,2714500,58.71
"2013-09-26",59.63,60.41,59.49,60.39,2687700,59.75
"2013-09-27",60.07,60.28,59.65,59.93,2945800,59.3
"2013-09-30",60.16,60.54,59.09,59.3,5172800,58.67
"2013-10-01",59.23,60.18,59.08,60.09,2676400,59.45
"2013-10-02",59.7,59.75,59.03,59.43,2736900,58.8
"2013-10-03",59.12,59.51,58.72,59.22,2620000,58.59
"2013-10-04",59.22,59.49,58.9,59.33,2172500,58.7
"2013-10-07",59.01,59.42,58.88,59.21,3725600,58.58
"2013-10-08",59.3,59.6,58.94,58.96,3958200,58.34
"2013-10-09",59.07,60.27,58.94,59.83,4594700,59.2
"2013-10-10",60.65,60.8,60.11,60.79,3003900,60.15
"2013-10-11",60.69,61.47,60.52,61.45,2573500,60.8
"2013-10-14",61.15,61.59,61.06,61.53,1954300,60.88
"2013-10-15",61.51,61.75,61.09,61.23,3007400,60.58
"2013-10-16",61.33,62.35,61.23,62.28,2544400,61.62
"2013-10-17",61.89,63.63,61.79,63.41,4795900,62.74
"2013-10-18",63.13,63.13,62.13,62.81,4716400,62.48
"2013-10-21",62.76,62.78,61.86,62.26,3253500,61.93
"2013-10-22",62.39,63.61,62.25,63.47,3688600,63.14
"2013-10-23",63.19,63.76,63.08,63.47,4075600,63.14
"2013-10-24",62.42,63.3,61.93,63.04,5188300,62.71
"2013-10-25",63.24,63.72,63.08,63.6,4429800,63.27
