"","BLK.Open","BLK.High","BLK.Low","BLK.Close","BLK.Volume","BLK.Adjusted"
"2011-07-18",184.24,184.24,178.78,180.25,701000,166.27
"2011-07-19",181.49,183.94,179.71,183.69,1211500,169.44
"2011-07-20",189.57,191.49,184.14,184.5,915900,170.19
"2011-07-21",184.75,188.58,184.75,187.72,728600,173.16
"2011-07-22",188.21,189.99,187.5,187.92,572500,173.35
"2011-07-25",185.5,187.42,184.2,186,393400,171.58
"2011-07-26",188.73,188.73,183.52,184.42,762200,170.12
"2011-07-27",184.58,184.58,175.65,176.84,1612500,163.13
"2011-07-28",177.34,178.26,174.05,175.07,1279500,161.49
"2011-07-29",172.5,179.58,172.38,178.46,1276300,164.62
"2011-08-01",181.4,181.5,175.09,178.36,978800,164.53
"2011-08-02",179.52,179.52,173.95,174.49,1141800,160.96
"2011-08-03",174.61,176.71,169.54,173.45,1490600,160
"2011-08-04",170.88,172.68,162.88,163.25,1276000,150.59
"2011-08-05",165.64,167.56,157,161.58,1897300,149.05
"2011-08-08",154.03,159.74,145.14,145.25,1855300,133.99
"2011-08-09",150.02,156.69,144.64,156.54,2030800,144.4
"2011-08-10",151.56,155.12,145.87,148.06,1944200,136.58
"2011-08-11",150.05,164.52,148.67,161.98,1968300,149.42
"2011-08-12",167.06,168.5,159.91,161.07,947800,148.58
"2011-08-15",162.63,165.64,162.01,165.14,782900,152.33
"2011-08-16",160.16,164.81,158.91,161.16,874900,148.66
"2011-08-17",162.33,164.68,159.38,161.18,867500,148.68
"2011-08-18",157.76,157.76,150.5,152.28,1029400,140.47
"2011-08-19",150.25,156.04,150,151.33,1195500,139.59
"2011-08-22",155.24,156.47,151.48,152.17,1197200,140.37
"2011-08-23",153.3,159.44,150.24,159.41,1118000,147.05
"2011-08-24",158.35,163.73,156.76,163.73,707600,151.03
"2011-08-25",165.22,167.97,157.01,158.64,1036700,146.34
"2011-08-26",158.05,163.01,154.58,160.99,742600,148.5
"2011-08-29",163.77,168.29,163,168.18,594300,155.14
"2011-08-30",167.25,168.94,165.64,167,627400,154.05
"2011-08-31",166.57,167.34,163.07,164.75,1460800,153.23
"2011-09-01",164.72,166.4,162.15,162.68,814200,151.31
"2011-09-02",160.19,161.07,155.05,156.04,769100,145.13
"2011-09-06",150.25,152.62,148.9,152.41,1055400,141.76
"2011-09-07",154.81,159.02,154.23,158.91,924700,147.8
"2011-09-08",157.75,158.31,155.52,155.86,909800,144.97
"2011-09-09",154.49,154.94,150.08,151.07,879100,140.51
"2011-09-12",149.26,152.05,148.1,151.3,939700,140.72
"2011-09-13",153.36,153.68,150.07,151.22,1192300,140.65
"2011-09-14",153,154.32,149.1,152.3,1101800,141.66
"2011-09-15",154.23,159.46,153.5,159.18,1009800,148.05
"2011-09-16",159.98,161.89,157.71,160.88,1152900,149.64
"2011-09-19",156.5,157.72,154.5,156.25,714100,145.33
"2011-09-20",157.54,159.42,155.34,155.58,702200,144.71
"2011-09-21",155.39,156.83,147.21,147.22,895800,136.93
"2011-09-22",142.66,145.45,140.22,144.75,1301400,134.63
"2011-09-23",143.56,147.88,142.79,147.63,770800,137.31
"2011-09-26",148.01,150.64,144.68,150.35,872500,139.84
"2011-09-27",153.9,157.75,151.14,152.49,1188000,141.83
"2011-09-28",157.72,157.72,148.26,148.55,952700,138.17
"2011-09-29",152.73,152.78,148.07,151.66,1147400,141.06
"2011-09-30",149.36,151.57,147.61,148.01,1095600,137.66
"2011-10-03",146.81,148.7,141.43,141.77,1041900,131.86
"2011-10-04",140.06,147.57,137,147.2,1300000,136.91
"2011-10-05",147.52,151.14,145.51,150.49,869300,139.97
"2011-10-06",150.47,152.19,145.3,151.67,781000,141.07
"2011-10-07",152.35,153,147.69,147.78,1009800,137.45
"2011-10-10",152.88,156.72,150.93,155.25,1081400,144.4
"2011-10-11",153.45,155.44,152.02,153.06,776200,142.36
"2011-10-12",154.49,160.19,154.33,156,1219000,145.1
"2011-10-13",155.53,155.53,149.52,153.65,1038100,142.91
"2011-10-14",154.05,159.49,154.05,155.91,1061300,145.01
"2011-10-17",154.25,155.37,150.25,150.73,619700,140.19
"2011-10-18",151.02,157.76,150.28,156.3,1155200,145.38
"2011-10-19",153,154,148.06,148.92,1540800,138.51
"2011-10-20",149.04,153.51,146.53,152.16,1160300,141.52
"2011-10-21",154.51,155.75,152.15,154.32,941300,143.53
"2011-10-24",155.7,158.34,154.13,157.48,776400,146.47
"2011-10-25",158.23,158.23,149.93,150.38,915900,139.87
"2011-10-26",153.23,155.25,151.42,154.37,963700,143.58
"2011-10-27",159.97,170.42,159.66,169.12,2e+06,157.3
"2011-10-28",169.1,170.8,165.23,169.78,939300,157.91
"2011-10-31",166.51,166.92,157.75,157.79,1355800,146.76
"2011-11-01",152.09,155.13,149.84,150,1845900,139.52
"2011-11-02",152.63,155.99,150.74,155.52,772200,144.65
"2011-11-03",157.13,160.22,153.05,159.26,841000,148.13
"2011-11-04",157.02,158.68,154.57,157.6,541100,146.58
"2011-11-07",158.01,160.24,155.6,160.05,720700,148.86
"2011-11-08",163.39,163.91,159.43,163.16,816900,151.76
"2011-11-09",159.06,159.06,152.99,153.23,1086900,142.52
"2011-11-10",156.27,160.76,154.46,159.88,1170000,148.71
"2011-11-11",161.98,166,160.5,164.33,946200,152.84
"2011-11-14",162.8,165.19,161.77,163.12,762300,151.72
"2011-11-15",162.88,168.33,162.4,165.88,1068200,154.29
"2011-11-16",163.43,164.88,160.94,161.33,810000,150.05
"2011-11-17",160.96,163.16,158.74,159.6,1014700,148.44
"2011-11-18",160.89,161.2,158.12,159.26,667800,148.13
"2011-11-21",156.43,158,154.29,156.61,640400,145.66
"2011-11-22",156.32,157.66,154.06,155.81,562800,144.92
"2011-11-23",153.78,154.9,151.44,151.49,894700,140.9
"2011-11-25",151.23,153.77,150.35,151.27,217100,140.7
"2011-11-28",157.81,160.34,157.35,159.83,975200,148.66
"2011-11-29",159.55,162.79,158.91,161.03,877300,149.77
"2011-11-30",167.6,172.53,166.07,172.04,1388200,160.02
"2011-12-01",169.5,170.24,165.45,167.41,752500,156.96
"2011-12-02",169.65,173.22,168.12,169.02,618200,158.47
"2011-12-05",172.94,176.5,172.12,176.31,1009300,165.31
"2011-12-06",176.23,176.23,172,173.46,530100,162.64
"2011-12-07",172.89,175.21,170.98,174.37,497900,163.49
"2011-12-08",172.65,172.89,167.13,167.5,715000,157.05
"2011-12-09",168.61,173.55,168.29,172.68,729600,161.9
"2011-12-12",166.34,170.32,166.34,169.48,532000,158.9
"2011-12-13",171,172.34,165.37,167.75,498100,157.28
"2011-12-14",166.8,168.68,165.28,166.94,691200,156.52
"2011-12-15",169.88,169.95,167.5,167.84,443600,157.37
"2011-12-16",168.72,170.89,167.87,170.33,940900,159.7
"2011-12-19",170.57,170.89,165.09,165.6,667500,155.27
"2011-12-20",169.54,173.91,169.22,173.14,608400,162.34
"2011-12-21",173.34,174.46,170.11,173.35,601900,162.53
"2011-12-22",173.88,176.2,173.51,175.49,588600,164.54
"2011-12-23",176.7,178.73,175,178.41,313100,167.28
"2011-12-27",178.18,179.77,177.02,177.84,310700,166.74
"2011-12-28",177.88,177.88,175.9,176.44,301000,165.43
"2011-12-29",177.4,179.5,176.55,179.4,342200,168.21
"2011-12-30",179.4,179.43,177.87,178.24,252200,167.12
"2012-01-03",183.65,185.96,180.87,181.27,654300,169.96
"2012-01-04",179.55,180.87,177.64,179.96,481600,168.73
"2012-01-05",179.5,179.92,175.18,179.33,812200,168.14
"2012-01-06",179.68,180.95,177.51,179.13,413100,167.95
"2012-01-09",179.3,179.86,177.3,179.25,632100,168.06
"2012-01-10",182.42,183.6,181,183.09,540600,171.67
"2012-01-11",182.03,184.1,179.04,183.87,534800,172.4
"2012-01-12",186.91,187.17,182.26,187.06,632600,175.39
"2012-01-13",185.74,186.92,184.4,186.57,911900,174.93
"2012-01-17",188.62,190.4,186.92,187.46,1336800,175.76
"2012-01-18",187.5,188.75,185.61,187.8,720800,176.08
"2012-01-19",187,187.8,181.05,187.54,919300,175.84
"2012-01-20",184.75,186.59,180.83,182.82,1275000,171.41
"2012-01-23",181.99,185.71,181.63,185.56,708500,173.98
"2012-01-24",184.23,189.25,184.23,189.02,633900,177.22
"2012-01-25",188.04,188.81,186.32,188.24,638000,176.49
"2012-01-26",189.8,191.68,186.4,187.86,719300,176.14
"2012-01-27",186,189.05,185.58,187.49,506600,175.79
"2012-01-30",185.68,186,182.81,183.22,597600,171.79
"2012-01-31",184.41,184.88,180.41,182,758400,170.64
"2012-02-01",185.48,185.48,181.11,183,1086800,171.58
"2012-02-02",182.98,184.42,182.35,183.77,1007400,172.3
"2012-02-03",185.26,188.69,184.69,188.64,1331900,176.87
"2012-02-06",184.01,190.2,184.01,190.18,734900,178.31
"2012-02-07",188.98,189.99,187.32,189.47,417600,177.65
"2012-02-08",189.77,190.65,188.99,190.25,565600,178.38
"2012-02-09",190.46,190.96,188.54,190.19,605500,178.32
"2012-02-10",188.02,190.41,187.56,190,419500,178.14
"2012-02-13",191.37,192.71,190.56,192.45,554600,180.44
"2012-02-14",191,192.81,189.88,191.52,646100,179.57
"2012-02-15",192.68,192.95,189.43,189.88,781500,178.03
"2012-02-16",193.08,193.21,190.56,193.12,855100,181.07
"2012-02-17",194.73,196.8,192.2,196.19,716500,183.95
"2012-02-21",196.37,196.79,193.87,194.53,582200,182.39
"2012-02-22",192.7,194.6,192.4,193.51,483500,181.43
"2012-02-23",193.59,198.09,192.8,197.13,652500,184.83
"2012-02-24",198.49,199.1,195.23,196,585700,183.77
"2012-02-27",195,198.4,194,197.71,477000,185.37
"2012-02-28",197.94,199.9,197.4,198.33,567100,185.95
"2012-02-29",202.09,202.09,197.57,199,1230900,186.58
"2012-03-01",198.02,200,197.16,198.5,706600,186.11
"2012-03-02",197.8,200.25,197.6,198.25,831200,185.88
"2012-03-05",196.74,196.82,194.55,195.24,456400,184.45
"2012-03-06",193.65,194.95,191.88,193.17,870600,182.5
"2012-03-07",194.15,196.72,193.28,196.72,516000,185.85
"2012-03-08",198.55,198.97,195.02,195.55,685200,184.75
"2012-03-09",196.32,197.51,195.28,196.91,437600,186.03
"2012-03-12",196.98,196.98,194.51,194.88,627300,184.11
"2012-03-13",197,203.01,195.26,203,773000,191.78
"2012-03-14",206.42,206.42,198.84,200.67,491300,189.58
"2012-03-15",201.24,205.09,199.35,205.08,537600,193.75
"2012-03-16",204.04,205.72,203.02,205.6,736100,194.24
"2012-03-19",204.02,206.52,203.81,205.09,308900,193.76
"2012-03-20",204.62,204.62,202.93,203.3,320200,192.07
"2012-03-21",202.68,204.27,200.7,201.34,652600,190.22
"2012-03-22",199.55,200.12,198.15,198.52,572100,187.55
"2012-03-23",199.02,201.44,198.24,201.11,364400,190
"2012-03-26",201.52,205.2,200.71,205.19,385300,193.85
"2012-03-27",208.69,208.69,203.46,203.58,555500,192.33
"2012-03-28",203.89,204.55,200.2,202.73,351500,191.53
"2012-03-29",201.23,202.22,198.7,199.59,478600,188.56
"2012-03-30",201.73,204.9,199.18,204.9,658400,193.58
"2012-04-02",207.7,209.37,203.38,206.29,479800,194.89
"2012-04-03",205.44,207.27,202.38,206.57,605400,195.16
"2012-04-04",205.59,206.14,202.99,203.82,681600,192.56
"2012-04-05",202.87,206.2,202.43,205.98,969300,194.6
"2012-04-09",201.64,208.21,200.78,202.74,762200,191.54
"2012-04-10",202.38,203.63,197.44,198.6,998200,187.63
"2012-04-11",200.64,201.05,197.15,197.81,564700,186.88
"2012-04-12",198.7,201.91,198.49,201.71,459200,190.56
"2012-04-13",201.51,201.72,197.48,197.81,387100,186.88
"2012-04-16",199.5,201.28,197.52,198.18,464800,187.23
"2012-04-17",200.77,202.99,199.64,201.81,736700,190.66
"2012-04-18",200,200,194.05,196.01,1287900,185.18
"2012-04-19",195.51,195.99,189.71,190.6,1673100,180.07
"2012-04-20",190.45,193.25,189.59,190.4,1177400,179.88
"2012-04-23",188,188.28,184,186.94,1021400,176.61
"2012-04-24",187.45,190.57,186.91,188.57,812800,178.15
"2012-04-25",190,191.56,189.75,191.4,461200,180.82
"2012-04-26",190.73,193.69,190.02,193.25,713800,182.57
"2012-04-27",193.2,193.94,191.38,192.5,642300,181.86
"2012-04-30",191.96,192.51,190.76,191.58,398600,180.99
"2012-05-01",191.34,193.24,190.32,190.5,655500,179.97
"2012-05-02",190.81,190.81,187.32,188.78,894900,178.35
"2012-05-03",188.33,188.94,182.54,183.16,1197200,173.04
"2012-05-04",182.89,184.65,181.77,183.17,1263900,173.05
"2012-05-07",181.04,184.82,181.04,183.82,692900,173.66
"2012-05-08",182.49,183.49,180.65,182.34,621500,172.27
"2012-05-09",180.21,181.95,179.54,180.27,522300,170.31
"2012-05-10",180.8,181.94,179.13,179.68,550700,169.75
"2012-05-11",178.95,180.93,177.12,179.77,552700,169.84
"2012-05-14",177.03,178.23,176.4,176.49,494900,166.74
"2012-05-15",176.67,179.94,176.4,176.85,576400,167.08
"2012-05-16",177.83,178.92,175.03,175.07,558900,165.4
"2012-05-17",175,176.76,173.9,173.97,562800,164.36
"2012-05-18",173.26,174.67,171.36,171.91,772200,162.41
"2012-05-21",167.11,172.62,166.01,167.73,1838700,158.46
"2012-05-22",166.99,167.65,162.72,163.37,3999900,154.34
"2012-05-23",160.65,168.06,160.25,167.5,22888000,158.25
"2012-05-24",169.3,170.9,166.81,170.44,3906300,161.02
"2012-05-25",170.47,172.25,169.61,171.36,1494500,161.89
"2012-05-29",173.13,174.69,171.02,174.6,1629300,164.95
"2012-05-30",172.99,173,170.18,170.77,1355600,161.33
"2012-05-31",170.53,171.93,167.56,170.8,1346400,161.36
"2012-06-01",168.07,169.33,165.4,166.57,1686700,157.37
"2012-06-04",167.17,168.35,163.64,165,1086400,155.88
"2012-06-05",162.71,166.75,162.71,166.28,1329600,158.53
"2012-06-06",168.57,170.71,167.24,170.56,772300,162.61
"2012-06-07",171.98,174,171.72,172.12,857400,164.1
"2012-06-08",170.79,173.93,169.96,173.91,597300,165.81
"2012-06-11",175.38,175.4,171.78,171.95,862500,163.94
"2012-06-12",174.13,174.96,170.33,173.02,837300,164.96
"2012-06-13",173.28,173.34,170.16,171.92,993100,163.91
"2012-06-14",171.92,173.16,171.11,172.69,910200,164.65
"2012-06-15",173.56,177.66,173.18,176.73,1763700,168.5
"2012-06-18",175.86,175.86,171.92,173.45,864300,165.37
"2012-06-19",174.78,177.35,173.69,176.08,646600,167.88
"2012-06-20",177.24,177.24,174.24,175.66,709100,167.48
"2012-06-21",175.66,177.1,170.83,170.95,945500,162.99
"2012-06-22",173.35,174.91,170.66,172,3065000,163.99
"2012-06-25",169.11,169.52,165.71,166.91,1224000,159.13
"2012-06-26",167.16,169,166.52,168.19,667700,160.35
"2012-06-27",169.26,169.26,165.97,166.38,1230500,158.63
"2012-06-28",165.17,166.21,163.24,166.09,1163600,158.35
"2012-06-29",169.87,169.87,166.98,169.82,1101200,161.91
"2012-07-02",169.81,170.37,168.46,169.63,853300,161.73
"2012-07-03",169.03,173.86,169.03,173.84,517600,165.74
"2012-07-05",172.96,174.53,170.64,171.75,666200,163.75
"2012-07-06",170.16,171.45,169.32,171.28,671500,163.3
"2012-07-09",171.51,172.45,169.45,171.86,775300,163.85
"2012-07-10",173.06,175.21,171.96,173.51,1109000,165.43
"2012-07-11",173.97,175.38,172.75,175.13,826100,166.97
"2012-07-12",173.51,173.51,171.24,172.47,754100,164.44
"2012-07-13",172.79,176.4,172.49,175.78,541900,167.59
"2012-07-16",175.51,176.47,174.03,175.29,472200,167.12
"2012-07-17",175.77,176.44,172.32,176.15,575900,167.94
"2012-07-18",172.89,176,171.74,175.05,896900,166.9
"2012-07-19",175.07,176.95,174.55,176.12,665700,167.92
"2012-07-20",175.27,176.32,173.11,173.31,735300,165.24
"2012-07-23",170.31,170.31,165.66,166.85,1184100,159.08
"2012-07-24",166.48,168,163.85,164.42,1179100,156.76
"2012-07-25",165.51,166.27,163.95,164.06,961800,156.42
"2012-07-26",166.64,167.24,164.42,165,1041400,157.31
"2012-07-27",166.36,171.54,165.69,170.67,631200,162.72
"2012-07-30",170.85,172.54,168.71,172.03,530600,164.02
"2012-07-31",170.9,171.69,168.65,170.26,504000,162.33
"2012-08-01",170.76,172.92,169.29,169.62,423200,161.72
"2012-08-02",168.24,169.6,166,168.51,569200,160.66
"2012-08-03",170.87,173.73,170,173.19,596700,165.12
"2012-08-06",173.8,175.29,172.69,172.91,501800,164.85
"2012-08-07",173.74,174.63,173.01,174.01,747200,165.9
"2012-08-08",173,173.91,172.61,173.67,451300,165.58
"2012-08-09",173.5,175.55,173.13,174.79,427800,166.65
"2012-08-10",173.58,174.74,172.94,174.41,382300,166.29
"2012-08-13",174.11,175.34,173.21,174.95,353700,166.8
"2012-08-14",175.51,175.57,172.41,173,474500,164.94
"2012-08-15",172.97,176.45,172.95,176.03,466800,167.83
"2012-08-16",176.06,177.99,175.23,177.22,374200,168.96
"2012-08-17",179.45,180,177.57,178.79,389000,170.46
"2012-08-20",177.72,179.29,177.25,178.37,410400,170.06
"2012-08-21",178.8,181.34,177.46,178.53,460900,170.21
"2012-08-22",178.3,178.98,177.22,178.04,326600,169.75
"2012-08-23",178.25,178.69,176.77,177.3,300200,169.04
"2012-08-24",176.62,178.88,175.51,178.27,299500,169.97
"2012-08-27",178.53,178.99,176.75,177,287500,168.75
"2012-08-28",176.78,179.43,176.22,178.32,652000,170.01
"2012-08-29",178.88,179.2,176.75,177.15,303600,168.9
"2012-08-30",175.44,176.83,174.5,176.01,434700,169.24
"2012-08-31",176.94,177.98,174.86,176.37,395000,169.59
"2012-09-04",176.7,178,175.36,176.93,376400,170.13
"2012-09-05",177.2,177.97,175.92,176,434200,169.23
"2012-09-06",177.22,180.4,176.54,180.18,514200,173.25
"2012-09-07",180.4,182.73,179.9,182.02,441600,175.02
"2012-09-10",181.7,181.95,177.72,177.83,613100,170.99
"2012-09-11",177.61,179.35,176.55,176.72,586500,169.93
"2012-09-12",177,178.08,175.31,176.69,497200,169.9
"2012-09-13",176.78,181.98,175.29,181.89,1088100,174.9
"2012-09-14",185.3,185.46,182.06,183,1090400,175.96
"2012-09-17",182.5,183.95,182.29,182.72,572800,175.7
"2012-09-18",182.75,183.75,181.57,182.74,669700,175.71
"2012-09-19",183,183.68,182.29,182.33,668700,175.32
"2012-09-20",181.24,183.37,179.93,183,581300,175.96
"2012-09-21",183.91,184.27,182.63,183,915700,175.96
"2012-09-24",181.44,182.25,180.56,181.04,591500,174.08
"2012-09-25",181.74,182.24,177.89,177.91,595800,171.07
"2012-09-26",178.58,179.31,176.55,176.66,440000,169.87
"2012-09-27",178.01,180,177.68,178.93,301200,172.05
"2012-09-28",178.6,179.43,177.12,178.3,612000,171.45
"2012-10-01",179.57,182.91,179.25,179.86,466000,172.95
"2012-10-02",180.69,180.9,175.49,177.17,1123100,170.36
"2012-10-03",178.24,182,176.56,181.57,1118700,174.59
"2012-10-04",182.14,184.07,181.54,184.02,806700,176.95
"2012-10-05",185.02,191.99,185.02,187.39,1531000,180.19
"2012-10-08",187.94,189.9,187.33,188.69,1199500,181.44
"2012-10-09",188.94,190.34,188.69,188.99,1362700,181.72
"2012-10-10",188.61,188.99,187.24,187.36,564800,180.16
"2012-10-11",187.8,188.61,185.5,185.79,632100,178.65
"2012-10-12",185.68,187.75,183.26,184.31,688300,177.22
"2012-10-15",186.52,188,184.35,185.37,1377600,178.24
"2012-10-16",187.24,190.87,186.84,189.97,1569100,182.67
"2012-10-17",191.49,192,188.69,189.13,1348700,181.86
"2012-10-18",188.81,192.08,188.4,190,1147800,182.7
"2012-10-19",189.41,190.2,188.39,188.94,807700,181.68
"2012-10-22",188.49,189.41,186.67,189.27,497400,181.99
"2012-10-23",187.01,189.29,185.71,187.87,738100,180.65
"2012-10-24",188.3,190.28,186.33,186.99,748900,179.8
"2012-10-25",188.45,189.08,186.18,187.12,648400,179.93
"2012-10-26",187.3,188.4,186.44,186.99,686000,179.8
"2012-10-31",189.09,190.99,188.34,189.68,909300,182.39
"2012-11-01",189.52,190.46,188.84,190.07,811100,182.76
"2012-11-02",190.86,192.31,189.32,189.52,686400,182.23
"2012-11-05",188.82,190.25,187.36,189.5,530000,182.21
"2012-11-06",191.09,191.86,189.51,191.42,963200,184.06
"2012-11-07",188.98,190.6,188.5,190,1383400,182.7
"2012-11-08",190.31,191.59,187.1,187.1,570100,179.91
"2012-11-09",186.7,189.02,186.47,186.83,446200,179.65
"2012-11-12",187.25,189.5,186.31,188.53,622300,181.28
"2012-11-13",187.27,190.09,187.24,188.34,739800,181.1
"2012-11-14",188.76,189.19,186.25,186.6,694900,179.43
"2012-11-15",186.5,187.55,185.2,186.96,1046400,179.77
"2012-11-16",188.13,190.16,185.41,186.99,941900,179.8
"2012-11-19",189.46,191.21,189.15,191.16,928000,183.81
"2012-11-20",190.81,193.8,190.3,193.8,730200,186.35
"2012-11-21",194.73,194.99,192.07,193.75,550100,186.3
"2012-11-23",194.71,195.6,194.08,195.54,167200,188.02
"2012-11-26",194.48,195.21,193.28,194.09,397500,186.63
"2012-11-27",196.35,196.35,192.81,194.82,704100,187.33
"2012-11-28",194.51,198.88,194,197.43,906900,189.84
"2012-11-29",196.74,197.54,194.21,195.62,570800,189.54
"2012-11-30",195.45,197.23,194.52,197.04,742700,190.92
"2012-12-03",198.13,199.35,195.09,195.33,530500,189.26
"2012-12-04",195.02,195.75,191.19,191.26,928100,185.32
"2012-12-05",191.2,193.55,190.24,192.44,752500,186.46
"2012-12-06",192.4,193.85,191.69,193.75,468600,187.73
"2012-12-07",194.42,194.85,193.31,194.76,272500,188.71
"2012-12-10",194.78,195.82,194,195.72,388900,189.64
"2012-12-11",195.77,199.65,195.77,199.45,704600,193.25
"2012-12-12",200.34,201.73,199.04,200.67,1020700,194.43
"2012-12-13",200.64,201.33,200.14,200.72,545800,194.48
"2012-12-14",198.87,202.09,198.87,201.53,606300,195.27
"2012-12-17",202.31,205.35,200.89,205.29,1126600,198.91
"2012-12-18",205.73,208.62,203.81,206.67,988900,200.25
"2012-12-19",205.48,208.85,205.48,205.81,959200,199.41
"2012-12-20",207.29,209.43,206.11,209.29,612600,202.78
"2012-12-21",206.02,209.91,205.37,206.75,1182800,200.32
"2012-12-24",209.8,209.8,202.7,207.22,307000,200.78
"2012-12-26",207.53,207.58,204.97,205.34,443500,198.96
"2012-12-27",205.85,206.83,204.04,206.07,373000,199.66
"2012-12-28",204.91,206.27,203.88,204.51,320500,198.15
"2012-12-31",204.16,206.88,203.91,206.71,427900,200.29
"2013-01-02",210.62,212.87,208.77,212.77,951600,206.16
"2013-01-03",213.31,215.99,212.17,213.35,596200,206.72
"2013-01-04",213.03,218.86,213.02,218.03,805200,211.25
"2013-01-07",217.68,218.29,215.25,217.63,722300,210.87
"2013-01-08",217.02,217.44,214.05,214.26,630400,207.6
"2013-01-09",215.19,217.12,214.23,214.82,685100,208.14
"2013-01-10",216.02,220,215.82,218.75,829400,211.95
"2013-01-11",218.43,221.26,217.33,221.01,823800,214.14
"2013-01-14",221.23,224.47,220.06,222.19,869400,215.28
"2013-01-15",223.37,223.41,220.59,223.25,637900,216.31
"2013-01-16",222.43,224,221.39,222.24,758200,215.33
"2013-01-17",228.75,234.46,227,232,1721800,224.79
"2013-01-18",232.8,234,231.26,233.93,1425400,226.66
"2013-01-22",234.12,237.01,234.05,236.96,1137000,229.59
"2013-01-23",237.3,238.62,235.14,235.99,888500,228.65
"2013-01-24",237.32,238.41,234.59,236.33,1002900,228.98
"2013-01-25",237.53,237.75,235.85,236.42,1080700,229.07
"2013-01-28",235.59,236.32,233.16,234.86,914300,227.56
"2013-01-29",235.15,238.01,234.11,238.01,879200,230.61
"2013-01-30",237.75,238.4,236.09,237.4,743800,230.02
"2013-01-31",236.73,238.55,235.47,236.28,696900,228.94
"2013-02-01",234.64,237.79,234,236.89,1021800,229.53
"2013-02-04",232.17,236.25,231.66,234.48,966900,227.19
"2013-02-05",235.39,239.49,235,238.86,828300,231.44
"2013-02-06",237.55,238.95,237.25,238.8,571700,231.38
"2013-02-07",238.5,238.8,234.57,236.82,503400,229.46
"2013-02-08",236.64,238.69,235.75,238.16,552300,230.76
"2013-02-11",238.18,239.92,237.31,239.45,931900,232.01
"2013-02-12",239,241.02,238.73,238.86,1094900,231.44
"2013-02-13",240.2,243.03,239.75,242.52,986000,234.98
"2013-02-14",242.37,245.65,242.36,245.57,895500,237.94
"2013-02-15",246.75,247,242.37,242.95,1001000,235.4
"2013-02-19",243.42,245.36,242.66,244.12,1005600,236.53
"2013-02-20",243.54,243.98,239,239.12,741200,231.69
"2013-02-21",238.16,238.5,235.3,236.22,955000,228.88
"2013-02-22",238,240.88,238,240.87,836700,233.38
"2013-02-25",242.7,243.66,236.5,236.5,793600,229.15
"2013-02-26",238.09,239.21,234.34,236.15,876800,228.81
"2013-02-27",236.03,241.63,235.05,241.07,520400,233.58
"2013-02-28",240.94,242.11,239.56,239.75,565500,232.3
"2013-03-01",238.17,238.17,233.8,236.83,836200,229.47
"2013-03-04",236.23,241.38,236,241.27,688600,233.77
"2013-03-05",242.24,244.61,238.29,244.39,1033400,238.45
"2013-03-06",245.77,250,245.77,249.57,1117800,243.51
"2013-03-07",250.45,251.7,248.28,248.47,769500,242.44
"2013-03-08",250.1,251.02,247.44,248.27,582000,242.24
"2013-03-11",248.27,248.44,246.28,247.87,565300,241.85
"2013-03-12",248.08,250.29,247.71,249.44,1014500,243.38
"2013-03-13",250.34,254,249.5,253.7,776800,247.54
"2013-03-14",254.89,257.77,254.11,256.04,967100,249.82
"2013-03-15",255.07,256.8,254.26,256.74,981400,250.5
"2013-03-18",254.11,256.53,253.43,255.25,449300,249.05
"2013-03-19",255.08,256.36,250.69,253.18,565300,247.03
"2013-03-20",255.25,259.57,255.25,258.7,755000,252.42
"2013-03-21",256.28,259.19,252.81,253,1039600,246.86
"2013-03-22",253.52,254.52,252.12,253.13,692800,246.98
"2013-03-25",255,257.33,251.44,251.82,853300,245.7
"2013-03-26",252.8,258.68,252.04,258.41,635900,252.13
"2013-03-27",257.2,257.6,254.88,256.57,349900,250.34
"2013-03-28",257.36,258.65,255.26,256.88,547100,250.64
"2013-04-01",256.5,256.85,252.47,252.96,389600,246.82
"2013-04-02",253.41,257.88,253.21,257.44,644200,251.19
"2013-04-03",257.83,258,247.34,248.23,882500,242.2
"2013-04-04",248.22,251.15,247.6,251.11,806900,245.01
"2013-04-05",247.23,248,241.04,245.79,1332600,239.82
"2013-04-08",245.47,249.41,244.1,249.38,470200,243.32
"2013-04-09",251.91,255.56,249.72,254.04,760100,247.87
"2013-04-10",255.43,260.78,254.96,260.77,657300,254.44
"2013-04-11",261.35,265.57,261.35,264.14,735800,257.72
"2013-04-12",262.95,264.98,262.1,263.13,421900,256.74
"2013-04-15",260,262.46,253.78,253.86,939700,247.69
"2013-04-16",257.77,257.9,251.48,257.22,1039800,250.97
"2013-04-17",254.55,255.43,249.02,251.03,864600,244.93
"2013-04-18",251.01,251.18,243.58,245.3,1012500,239.34
"2013-04-19",246.46,250.46,246.12,250.16,737100,244.08
"2013-04-22",251.24,251.58,247.38,250.51,605600,244.43
"2013-04-23",252.5,259.97,251.94,259.48,985700,253.18
"2013-04-24",259.94,260.73,257.67,258.67,574200,252.39
"2013-04-25",259.87,264.33,259.26,263.57,755900,257.17
"2013-04-26",262.61,264.62,262.2,263.77,481200,257.36
"2013-04-29",264.16,268.74,263.32,268.21,608200,261.7
"2013-04-30",268.46,269.81,265.78,266.5,950400,260.03
"2013-05-01",265.38,266.5,260.69,260.94,793100,254.6
"2013-05-02",261.69,263.41,260.98,262.35,670800,255.98
"2013-05-03",265.68,271.6,265.14,271.34,835400,264.75
