"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"2008-10-06",83.61,85.21,77.26,84,3647800,66.74
"2008-10-07",84.94,85.91,79.07,80.27,3467900,63.78
"2008-10-08",77.42,85.57,76.85,78.29,3175900,62.21
"2008-10-09",81.69,81.8,71.89,72.27,2677800,57.42
"2008-10-10",70.42,82.23,68.51,81.31,5821700,64.61
"2008-10-13",81.43,87.53,78.11,86.99,2601000,69.12
"2008-10-14",86.88,88.72,75.38,81.2,2739600,64.52
"2008-10-15",80.5,80.5,68.02,69.22,3052600,55
"2008-10-16",72.32,75.86,67.34,74.78,4491300,59.42
"2008-10-17",72.96,77.13,70.34,73.16,2493600,58.13
"2008-10-20",75.01,75.01,70.9,73.59,1907500,58.47
"2008-10-21",72.67,74.38,69.53,70.05,1759900,55.66
"2008-10-22",68.3,69.08,61.77,64.24,2543800,51.04
"2008-10-23",64.48,67.69,60.82,66.34,3916200,52.71
"2008-10-24",61.07,67.35,60.79,64.19,2854500,51
"2008-10-27",63.19,66.41,60.77,61.2,1606700,48.63
"2008-10-28",63.18,70.46,59.58,70.2,2763700,55.78
"2008-10-29",68.39,70.73,65.78,66.7,3327800,53
"2008-10-30",68.63,69.19,64.54,67.2,2468300,53.4
"2008-10-31",68.21,72.38,65.31,71.02,2653100,56.43
"2008-11-03",70.53,71.39,68.18,68.51,1136100,54.44
"2008-11-04",70.43,73.37,68.81,71.98,1961300,57.19
"2008-11-05",71.96,72.6,62.94,63.23,2265400,50.24
"2008-11-06",62.7,64.7,59.92,61.25,2482800,48.67
"2008-11-07",61.92,64.67,58.39,64.35,2368700,51.13
"2008-11-10",65.07,65.56,57.97,58.67,1845000,46.62
"2008-11-11",57.28,61.4,56.91,59.94,1996200,47.63
"2008-11-12",58.39,58.68,54.54,55.03,2486200,43.73
"2008-11-13",55.67,62.32,52.48,61.26,3723900,48.68
"2008-11-14",57.74,60.36,54.41,55.46,2657100,44.07
"2008-11-17",54.72,55.13,51.23,51.94,2991700,41.27
"2008-11-18",52.11,53.16,48.61,52.08,3210500,41.38
"2008-11-19",50.85,52.08,44.55,45.75,4564200,36.35
"2008-11-20",44.76,49.4,42.21,42.8,6132000,34.01
"2008-11-21",43.92,48.89,41.43,47.8,5230100,37.98
"2008-11-24",48.93,57.5,48.5,56.44,4621900,44.85
"2008-11-25",58.11,62.29,55.96,60.26,5826900,47.88
"2008-11-26",58.97,62.19,57.76,61.61,2963500,48.95
"2008-11-28",60.33,61.21,58.46,60.67,1421000,48.21
"2008-12-01",58.21,58.84,49.8,50.28,4524700,39.95
"2008-12-02",51.94,57.52,51.94,57.23,4736700,45.47
"2008-12-03",55.02,61.11,53.4,60.42,3632000,48.01
"2008-12-04",59.02,64.6,58.68,60.2,3388600,47.83
"2008-12-05",59.4,67.76,58.5,66.63,3291600,52.94
"2008-12-08",66.81,68,63.25,67.6,4107800,53.71
"2008-12-09",66.14,67.07,61.01,61.88,3547400,49.17
"2008-12-10",64.01,66.72,62,66.12,2245400,52.54
"2008-12-11",64.5,65.3,56.88,57.65,4287700,45.81
"2008-12-12",56.39,63.39,55.3,63.04,3869500,50.09
"2008-12-15",63.18,63.25,58.71,61.51,2258800,48.87
"2008-12-16",62.92,68.03,60.58,68.03,4116600,54.05
"2008-12-17",67.07,71.51,65.06,68.12,3015700,54.13
"2008-12-18",68.4,68.4,61.26,62.21,4408400,49.43
"2008-12-19",68.4,69.15,61.94,64.5,2679000,51.25
"2008-12-22",64.65,66.28,59.87,61.8,2446000,49.1
"2008-12-23",63.36,63.71,59.26,60.53,1752200,48.1
"2008-12-24",57.98,58.79,57,57.6,693500,47.9
"2008-12-26",58.13,58.2,56,57.04,845700,47.44
"2008-12-29",57.14,57.14,54,55.15,1769900,45.87
"2008-12-30",55.48,58.53,54.83,58.43,1440100,48.59
"2008-12-31",58.02,61.78,57.69,60.58,1889700,50.38
"2009-01-02",61.06,62.5,59.28,59.66,1671500,49.62
"2009-01-05",59.16,60.1,57.89,57.98,2281700,48.22
"2009-01-06",58.97,61.88,57.66,61.24,2586900,50.93
"2009-01-07",59.74,61.59,58.73,59.3,1933100,49.32
"2009-01-08",58.25,58.37,56.22,57.26,2350200,47.62
"2009-01-09",57.13,57.95,54.01,54.55,1826500,45.37
"2009-01-12",53.88,55.5,50.38,51.05,1824600,42.46
"2009-01-13",50.36,54.1,50.19,53.68,2585800,44.64
"2009-01-14",52.07,53.02,50.81,52.12,2882800,43.35
"2009-01-15",51.66,55.26,49.73,53.78,3324100,44.73
"2009-01-16",55.28,55.66,52.69,55.23,2993600,45.93
"2009-01-20",54.73,54.79,50.07,50.33,3772300,41.86
"2009-01-21",51.71,56.74,50.88,56.41,4739700,46.91
"2009-01-22",54.71,55.54,51.25,52.16,3384200,43.38
"2009-01-23",50.1,54.85,50.1,54.38,2890500,45.23
"2009-01-26",54.38,55.72,52.33,53.63,2327500,44.6
"2009-01-27",53.89,55.2,53.16,54.99,1969800,45.73
"2009-01-28",57.1,59.16,55.82,58.6,4061700,48.74
"2009-01-29",57.32,58.15,54.58,54.68,3407200,45.48
"2009-01-30",55.68,56.25,50.89,51.81,3824800,43.09
"2009-02-02",50.57,52.5,49.57,52.4,3006900,43.58
"2009-02-03",53.15,53.53,50.5,51.7,2293200,43
"2009-02-04",51.96,52.88,49.85,50.08,2581600,41.65
"2009-02-05",49.23,49.81,45.62,47.04,4085700,39.12
"2009-02-06",47.77,51.14,46.82,50.55,3192400,42.04
"2009-02-09",50.72,51.1,49.27,51.01,1765500,42.42
"2009-02-10",50.09,51.01,46.11,46.72,4021600,38.86
"2009-02-11",47.13,48.89,46.06,48.6,2809600,40.42
"2009-02-12",47.2,47.92,44.39,47.55,3252700,39.55
"2009-02-13",47.08,47.54,44.18,44.26,2500800,36.81
"2009-02-17",42.7,43.15,41.24,41.89,3704100,34.84
"2009-02-18",42.2,43.25,40.69,42.89,2871500,35.67
"2009-02-19",43.75,44.49,40.8,41.26,3516700,34.31
"2009-02-20",40.45,44.39,39.88,44.03,5252300,36.62
"2009-02-23",44.43,44.6,40.46,40.75,3553200,33.89
"2009-02-24",40.71,45.49,40.71,45.29,3754700,37.67
"2009-02-25",44.81,46.47,42.29,44.47,4010300,36.98
"2009-02-26",46.17,46.58,41.68,41.91,4085900,34.86
"2009-02-27",41,43.9,40.53,42.42,4434600,35.28
"2009-03-02",41.3,42.33,39.73,40.11,4115800,33.36
"2009-03-03",40.46,42.48,38.63,41.49,4018600,34.51
"2009-03-04",42.37,44.77,41.76,43.76,4000200,36.39
"2009-03-05",41.71,42.96,39.38,40.16,4911900,33.4
"2009-03-06",40.69,42.3,38.34,42.14,5844100,35.05
"2009-03-09",41.01,43.14,40.35,42.96,3638700,35.73
"2009-03-10",44.13,49.32,43.28,49.07,7205500,40.81
"2009-03-11",48.66,50.05,46.34,47.05,5756100,39.13
"2009-03-12",46.69,50.62,46.15,49.84,4572600,41.45
"2009-03-13",49.91,50.14,47.89,48.99,4236000,40.74
"2009-03-16",49.27,50.15,45.7,45.73,3865200,38.03
"2009-03-17",46.13,49.51,44.95,49.29,4232900,40.99
"2009-03-18",48.18,51.22,47.07,50.38,5778800,41.9
"2009-03-19",51.09,51.43,48.43,48.81,5022400,40.59
"2009-03-20",48.96,48.96,44.33,44.62,5400600,37.11
"2009-03-23",46.05,51.57,46.05,51.51,5204400,42.84
"2009-03-24",49.56,51.43,47.42,48.12,3982700,40.02
"2009-03-25",48.72,49.3,44.58,47.99,4045600,39.91
"2009-03-26",49.54,49.96,46.23,49.78,3469000,41.4
"2009-03-27",48.04,48.91,46.59,47.54,3008600,39.54
"2009-03-30",45.59,45.59,43.64,43.83,2979200,37.15
"2009-03-31",44.15,47.87,43.88,47.06,4840500,39.89
"2009-04-01",45.2,47.45,45.2,46.2,3071600,39.16
"2009-04-02",52.87,52.87,46.89,49.73,4120500,42.15
"2009-04-03",48.89,53.56,47.86,53.55,3770700,45.39
"2009-04-06",51.72,54.25,50.94,53.04,3297100,44.96
"2009-04-07",51.54,51.99,47.5,47.56,3536000,40.31
"2009-04-08",48.25,49.17,46.9,48.15,2809200,40.81
"2009-04-09",50.05,55.75,49.27,55.5,4673400,47.04
"2009-04-13",54.61,56.93,53.63,55.85,3714700,47.34
"2009-04-14",53.42,54.94,50.59,50.72,5263600,42.99
"2009-04-15",51.41,55.88,50.17,55.53,3981200,47.07
"2009-04-16",54.94,58.75,52.56,57.02,4110800,48.33
"2009-04-17",56.98,60.85,55.27,60.21,5283300,51.03
"2009-04-20",57.94,59.1,52,52.28,4558200,44.31
"2009-04-21",51.04,57,50.81,56.47,4800500,47.86
"2009-04-22",54.74,58.19,53.95,54.98,3853700,46.6
"2009-04-23",55.33,58.98,54.3,58.06,4354000,49.21
"2009-04-24",57.84,62.7,57.49,61.41,4110300,52.05
"2009-04-27",59.68,59.68,54.49,55.96,3853300,47.43
"2009-04-28",55.27,57.71,54.8,56.14,2876800,47.58
"2009-04-29",56.49,58.93,56.22,58.04,2991600,49.19
"2009-04-30",57.7,60.96,56.47,56.81,3462900,48.15
"2009-05-01",56.71,57.04,53.21,54.06,2786800,45.82
"2009-05-04",55.26,58.81,54.35,58.53,3230300,49.61
"2009-05-05",57.08,58.73,56.08,57.44,2872800,48.69
"2009-05-06",58.3,58.85,55.65,58.59,2724300,49.66
"2009-05-07",57.88,58.9,53.34,54.61,4186200,46.29
"2009-05-08",55.27,59.02,53.99,58.39,4409600,49.49
"2009-05-11",57.04,57.78,56.03,56.25,2392400,47.68
"2009-05-12",57.22,57.49,54,56.05,2014000,47.51
"2009-05-13",54.81,55.22,52.34,52.93,2882600,44.86
"2009-05-14",52.88,55.95,51.53,55.27,3292800,46.85
"2009-05-15",55.01,55.77,52.78,53.83,2610100,45.63
"2009-05-18",55.11,58.77,54.59,58.4,3502800,49.5
"2009-05-19",56.55,58.1,55.53,56.32,2502600,47.74
"2009-05-20",57.39,57.95,54.74,54.95,2676000,46.58
"2009-05-21",54.12,56.46,53.64,55.71,1662600,47.22
"2009-05-22",55.77,56.81,54.36,54.64,1489700,46.31
"2009-05-26",54.77,59.74,53.94,59.3,2920600,50.26
"2009-05-27",59.01,59.56,57.47,57.98,2916900,49.14
"2009-05-28",58.55,59.38,57.03,59.11,2743900,50.1
"2009-05-29",59.25,61.48,58.32,61.48,2071800,52.11
"2009-06-01",62.58,66.71,61.72,64.43,3346700,54.61
"2009-06-02",63.64,64.59,62.61,63.7,2583100,53.99
"2009-06-03",63.43,64.72,62.79,63.57,2116900,53.88
"2009-06-04",64.03,66.44,63.43,65.66,2209400,55.65
"2009-06-05",66.66,66.66,63.57,63.76,1964000,54.04
"2009-06-08",63.57,63.97,62.44,63.37,1709900,53.71
"2009-06-09",63.83,63.83,62,62.48,2080000,52.96
"2009-06-10",63.19,63.58,59,60.26,2182500,51.08
"2009-06-11",60.78,61.15,58.95,59.23,1401700,50.2
"2009-06-12",59.09,61.26,58.96,61.2,1180100,51.87
"2009-06-15",60.07,60.63,57.23,57.9,1841800,49.08
"2009-06-16",58.23,58.89,56.19,57.23,1449700,48.51
"2009-06-17",57.16,58.1,55.77,56.9,1673600,48.23
"2009-06-18",57.14,58.5,56.66,57.9,1272100,49.08
"2009-06-19",58.63,58.75,56.91,57.71,1685800,48.91
"2009-06-22",57.06,57.53,54.92,55.08,2052500,46.69
"2009-06-23",55.4,56.85,54.88,55.81,1621200,47.3
"2009-06-24",56.33,57.02,55.7,56.28,1500300,47.7
"2009-06-25",55.75,56,54.64,55.96,2044400,47.43
"2009-06-26",55.2,55.8,54.47,55.39,1471900,47.71
"2009-06-29",55.91,56.24,54.72,55.89,1402900,48.14
"2009-06-30",55.79,56.21,55.12,55.94,1155700,48.18
"2009-07-01",55.96,56.56,55.88,56.02,1075300,48.25
"2009-07-02",55.52,55.54,52.82,52.82,1842700,45.5
"2009-07-06",52.93,55.38,52.78,55.26,1858500,47.6
"2009-07-07",55.03,55.26,52.66,52.94,1804100,45.6
"2009-07-08",52.79,52.99,50.6,51.92,2874100,44.72
"2009-07-09",52.15,52.59,50.64,50.77,1550400,43.73
"2009-07-10",50.58,51.64,49.97,51.34,1661100,44.22
"2009-07-13",51.85,53.6,51.14,53.52,1915900,46.1
"2009-07-14",53.62,54.71,52.35,53.95,1495300,46.47
"2009-07-15",54.55,55.98,53.13,55.34,2057500,47.67
"2009-07-16",54.22,55.68,53.53,55.23,1391400,47.57
"2009-07-17",55.51,55.98,53.53,53.97,1896600,46.49
"2009-07-20",54.35,56.39,54.35,56.29,1393400,48.48
"2009-07-21",57.05,57.05,54.06,55.11,1261200,47.47
"2009-07-22",54.39,55.24,53.65,54.03,2026900,46.54
"2009-07-23",54.12,56.95,53.57,56.59,2052400,48.74
"2009-07-24",56.15,56.75,55.25,56.53,1044500,48.69
"2009-07-27",56.76,60.06,56.21,58.91,3095300,50.74
"2009-07-28",58.39,59.83,57.96,59.55,1515000,51.29
"2009-07-29",59.04,59.28,58.09,58.81,1392100,50.66
"2009-07-30",60.39,60.65,58.46,59,2891500,50.82
"2009-07-31",58.08,58.76,57.17,58.2,1763300,50.13
"2009-08-03",58.94,59.29,57.9,58.82,1303900,50.66
"2009-08-04",58.03,64.06,58.03,63.85,2938100,55
"2009-08-05",63.84,67.98,63.44,67.28,3275000,57.95
"2009-08-06",68.12,69.36,65.93,66.59,3548000,57.36
"2009-08-07",67.43,72.73,67.19,70.66,3183300,60.86
"2009-08-10",69.99,70.66,67.6,68.73,1901700,59.2
"2009-08-11",68.31,68.5,65.75,67.04,1927700,57.74
"2009-08-12",66.7,68.26,65.84,66.61,1808400,57.37
"2009-08-13",66.23,67.04,65.79,66.42,1902900,57.21
"2009-08-14",65.47,65.47,63.78,65.12,1861400,56.09
"2009-08-17",62.48,62.84,61.19,61.61,1969300,53.07
"2009-08-18",61.81,62.82,61.29,62.16,1163500,53.54
"2009-08-19",61.28,62.27,60.99,62.08,1094000,53.47
"2009-08-20",62.23,64.54,61.97,64.43,1521900,55.5
"2009-08-21",65.13,67.32,64.47,65.16,2056400,56.12
"2009-08-24",65.62,66.38,64.07,64.35,1700600,55.43
"2009-08-25",65.06,65.56,64.23,64.5,1266000,55.56
"2009-08-26",64.08,64.88,63.88,64.82,1262600,55.83
"2009-08-27",64.51,65.19,63.1,65.07,1423300,56.05
"2009-08-28",65.3,65.64,64.04,65.13,1583600,56.1
"2009-08-31",64.44,64.73,63.48,64.43,1423100,55.5
"2009-09-01",64.01,64.93,61.96,61.99,2177700,53.39
"2009-09-02",61.38,62.31,61.14,61.65,1482200,53.1
"2009-09-03",62.14,63.16,61.11,63.09,1623500,54.34
"2009-09-04",63.02,64.06,62.04,64.04,1333900,55.16
"2009-09-08",64.45,66.57,64.42,66.55,1763600,57.32
"2009-09-09",66.61,68.38,65.66,68.06,1823300,58.62
"2009-09-10",67.72,69.12,66.91,69.04,1380700,59.47
"2009-09-11",69.47,69.68,67.82,68.3,1303500,58.83
"2009-09-14",67.64,70.45,67.26,70.45,1492700,60.68
"2009-09-15",70.68,73.14,69.28,72.1,2881900,62.1
"2009-09-16",72.98,77.54,72.36,76.86,3305200,66.2
"2009-09-17",76.52,78.75,74.32,75.15,2361900,64.73
"2009-09-18",74.73,76.77,74.26,75.74,1917200,65.24
"2009-09-21",75.49,75.98,74.43,74.74,1163200,64.38
"2009-09-22",75.36,77.14,75.12,76.85,1404500,66.19
"2009-09-23",76.22,76.31,72.99,73.08,2160400,62.95
"2009-09-24",72.68,73.47,69.91,71.79,2686700,62.6
"2009-09-25",71.01,73.18,70.95,71.86,1786800,62.66
"2009-09-28",72.4,75.16,72.08,75.1,1711400,65.49
"2009-09-29",75.29,76,73.21,73.48,1310300,64.07
"2009-09-30",73.78,74.35,72.18,72.73,2057500,63.42
"2009-10-01",72.38,72.45,68.46,68.49,2408800,59.72
"2009-10-02",67.71,70.38,67.13,67.99,1544700,59.29
"2009-10-05",68.83,70.99,67.96,70.51,1384000,61.48
"2009-10-06",70.89,72.4,69.24,70.41,1204500,61.4
"2009-10-07",69.68,71.24,69.46,71.2,832200,62.09
"2009-10-08",71.68,73.84,71.68,73.27,1421300,63.89
"2009-10-09",72.43,73.75,72.4,73.56,797200,64.14
"2009-10-12",73.79,74.6,73.57,73.9,699200,64.44
"2009-10-13",73.22,73.77,72,72.71,1163400,63.4
"2009-10-14",73.91,74.94,73.69,74.58,1282000,65.03
"2009-10-15",73.81,74.61,73.59,74.36,848100,64.84
"2009-10-16",73.78,73.78,71.92,72.05,1510100,62.83
"2009-10-19",72.62,74.99,72.45,74.28,1395800,64.77
"2009-10-20",74.24,74.41,72.09,72.25,1084100,63
"2009-10-21",72.32,73.6,70.89,70.96,990800,61.88
"2009-10-22",71.35,73.88,70,73.63,1262600,64.2
"2009-10-23",74.39,74.41,72.69,73.14,933000,63.78
"2009-10-26",73.22,75.52,73.03,73.28,1784000,63.9
"2009-10-27",73.16,73.8,72.34,72.74,1228900,63.43
"2009-10-28",72.42,73.83,69.23,69.78,1961100,60.85
"2009-10-29",70.07,71.23,66.9,70.18,3113600,61.2
"2009-10-30",69.96,70.54,67.38,68.78,2841800,59.98
"2009-11-02",69.14,70.39,67.04,68.84,1801600,60.03
"2009-11-03",68.61,70.12,67.85,69.92,1681100,60.97
"2009-11-04",70.18,71.19,68.52,68.56,1748000,59.78
"2009-11-05",69.42,70.18,68.53,69.61,1617300,60.7
"2009-11-06",68.65,69.3,67.14,67.53,1459500,58.89
"2009-11-09",68.29,71.05,68,70.92,1633600,61.84
"2009-11-10",70.35,71.73,69.84,71.12,1218400,62.02
"2009-11-11",71.76,73,71.43,72.46,996500,63.18
"2009-11-12",71.91,72.95,71.65,72.32,1233500,63.06
"2009-11-13",72.95,73.9,72.39,73.49,918900,64.08
"2009-11-16",73.95,75.95,73.74,74.74,1806300,65.17
"2009-11-17",74.81,75.25,72.84,72.84,1738700,63.52
"2009-11-18",72.9,73.93,72.57,73.7,1170800,64.27
"2009-11-19",73.27,73.62,71.94,72.28,1622700,63.03
"2009-11-20",71.75,72.5,71.37,71.99,1190300,62.77
"2009-11-23",73.3,74.03,71.92,72.55,1220600,63.26
"2009-11-24",72.26,72.55,71.11,71.19,1449100,62.08
"2009-11-25",71.73,71.9,70.88,71.11,938000,62.01
"2009-11-27",68.73,70.67,68.73,69.12,672500,60.27
"2009-11-30",69.54,72.45,69.04,72.24,2418400,62.99
"2009-12-01",72.66,73.88,72.1,73.54,1525300,64.13
"2009-12-02",73.26,75.53,73.26,74.77,1559200,65.2
"2009-12-03",75.66,76.53,73.82,74.17,1743600,64.68
"2009-12-04",75.38,77.03,75.38,76.94,1996100,67.09
"2009-12-07",76.57,76.82,75.12,75.62,1586600,65.94
"2009-12-08",74.38,76.48,74.29,75.64,1383200,65.96
"2009-12-09",75.55,76.25,75.17,75.64,1136600,65.96
"2009-12-10",75.93,76.11,75.25,75.91,1149600,66.19
"2009-12-11",76.25,77.16,76.06,76.74,1561200,66.92
"2009-12-14",76.97,78.37,76.1,78.19,1705900,68.18
"2009-12-15",78.82,79.58,77.86,78.13,1843500,68.13
"2009-12-16",78.74,80.04,78.27,79.34,1707200,69.18
"2009-12-17",79,80.07,78.68,79,1699800,68.89
"2009-12-18",79.06,79.91,78.51,79.82,1361600,69.6
"2009-12-21",79.95,81.73,79.91,81.65,1405000,71.2
"2009-12-22",81.94,83,81.53,82.91,1303700,72.3
"2009-12-23",82.78,85.71,82.78,85.2,2079400,74.29
"2009-12-24",85.78,86.63,85.46,86.59,481100,75.51
"2009-12-28",87.08,87.82,85.9,86.14,1759200,75.11
"2009-12-29",85.31,85.79,84,84.17,1003500,74.16
"2009-12-30",83.89,84.74,83.51,83.85,1317900,73.88
"2009-12-31",83.81,84.66,81.9,82.11,1047100,72.35
"2010-01-04",83.07,83.35,81.01,81.2,1483400,71.55
"2010-01-05",81.22,81.42,79.76,80.59,1341000,71.01
"2010-01-06",80.34,81.33,79.48,79.83,1359000,70.34
"2010-01-07",79.44,80.86,78.84,79.99,1755800,70.48
"2010-01-08",79.54,79.96,77.94,79.39,1199900,69.95
"2010-01-11",80.27,81.75,79.81,80.48,1304400,70.91
"2010-01-12",79.89,80.61,78.16,78.59,1088900,69.25
"2010-01-13",79.08,80.58,78.64,80.42,1135200,70.86
"2010-01-14",80.05,80.79,79.56,79.94,898800,70.44
"2010-01-15",79.59,80.17,79.06,79.43,1079200,69.99
"2010-01-19",79.08,81.07,79.08,80.89,1034300,71.27
"2010-01-20",79.78,79.78,77.92,79.08,1318300,69.68
"2010-01-21",79.23,79.55,77.01,77.3,1579300,68.11
"2010-01-22",77.85,77.85,75.27,75.44,1831000,66.47
"2010-01-25",76.55,76.75,74.47,76.58,1972300,67.48
"2010-01-26",76.03,77.6,75.45,76.93,1689800,67.79
"2010-01-27",76.78,77.65,75.47,77.35,1333100,68.16
"2010-01-28",77.93,77.93,76.43,76.97,1123100,67.82
"2010-01-29",77.26,78.73,76.27,76.61,1461800,67.5
"2010-02-01",77.12,78.39,76.91,78.05,1064900,68.77
"2010-02-02",78.18,79.9,77.24,79.58,1294800,70.12
"2010-02-03",79,79.17,77.33,77.83,1269100,68.58
"2010-02-04",74.27,76.34,72.9,74.13,3741800,65.32
"2010-02-05",74.07,75.78,73.73,75.59,2272200,66.6
"2010-02-08",75.72,75.9,73.69,73.77,1381600,65
"2010-02-09",74.54,74.56,72.56,73.52,1335400,64.78
"2010-02-10",73.27,74.19,71.75,73.21,931400,64.51
"2010-02-11",73.09,74.26,72.4,74.2,767000,65.38
"2010-02-12",73.55,75.83,73.15,75.49,1258500,66.52
"2010-02-16",76.15,77.83,75.88,77.69,1082700,68.45
"2010-02-17",77.94,78.43,77.38,78.04,977800,68.76
"2010-02-18",77.58,79.67,77.28,79.4,1071700,69.96
"2010-02-19",78.67,79.49,77.95,78.82,1263700,69.45
"2010-02-22",79.01,80.38,78.74,80,969100,70.49
"2010-02-23",79.51,80.44,79.16,79.94,1145200,70.44
"2010-02-24",80.27,80.78,79.65,80.77,920600,71.17
"2010-02-25",79.71,81.28,79.16,81.19,594100,71.54
"2010-02-26",81.7,82.34,80.91,81.42,1117000,71.74
"2010-03-01",81.4,81.84,80.85,81.26,910400,71.6
"2010-03-02",81.72,81.87,80.85,81.28,685900,71.62
"2010-03-03",81.12,81.38,80.19,80.43,715400,70.87
"2010-03-04",80.53,81,80.14,80.85,643000,71.24
"2010-03-05",81.29,83.46,80.9,83.2,1003700,73.31
"2010-03-08",83.11,84.61,82.95,84.38,787900,74.35
"2010-03-09",83.82,85.66,83.64,84.55,1249600,74.5
"2010-03-10",84.8,85.27,84.11,84.98,784200,74.88
"2010-03-11",84.76,85.63,84.13,85.52,827400,75.35
"2010-03-12",85.77,86.54,85.25,86.24,1523700,75.99
"2010-03-15",86.21,86.74,85.01,86.1,857300,75.87
"2010-03-16",86.62,88.21,86.14,88.04,946600,77.57
"2010-03-17",88.21,89.8,88.04,89.51,977100,78.87
"2010-03-18",88.71,89.49,88.17,88.56,1180300,78.03
"2010-03-19",88.49,88.92,87.5,87.97,1318400,77.51
"2010-03-22",87.47,88.32,87.13,88.05,946400,77.58
"2010-03-23",88.05,88.05,86.63,87.6,729600,77.19
"2010-03-24",87.42,89.32,87.2,88.13,912900,77.65
"2010-03-25",88.31,89.8,88.29,88.37,919200,77.87
"2010-03-26",88.74,88.92,87.23,87.78,1355200,77.35
"2010-03-29",87.02,87.2,86.13,86.86,958800,77.32
"2010-03-30",86.95,87.37,86.6,86.99,702300,77.44
"2010-03-31",86.63,87.27,86.21,86.35,1009100,76.87
"2010-04-01",86.57,86.89,85.08,85.74,1097100,76.32
"2010-04-05",86.12,89.07,85.93,88.98,1099600,79.21
"2010-04-06",88.64,92.59,88.29,92.42,2057700,82.27
"2010-04-07",92.27,92.68,90.48,91,1325300,81.01
"2010-04-08",90.53,91.34,90.3,91.19,920100,81.18
"2010-04-09",91.3,93.54,91.22,92.88,1007200,82.68
"2010-04-12",93.03,93.03,91.32,91.38,639300,81.35
"2010-04-13",91.47,93.82,91.3,93.54,850800,83.27
"2010-04-14",93.9,93.9,92.73,93.8,782500,83.5
"2010-04-15",93.58,93.75,92,92.28,894000,82.15
"2010-04-16",92.18,92.64,90.28,90.98,1507000,80.99
"2010-04-19",89.73,92.41,89.73,91.87,1280900,81.78
"2010-04-20",92.55,94.09,91.46,94.07,1395300,83.74
"2010-04-21",93.97,97.07,93.63,95.85,1873900,85.32
"2010-04-22",95.19,99.19,94.77,99.05,1357700,88.17
"2010-04-23",99.05,101.59,98.56,101.27,1723400,90.15
"2010-04-26",100.92,101.78,100.13,100.48,1226400,89.45
"2010-04-27",99.9,101.54,98.61,98.66,1603700,87.83
"2010-04-28",99.46,100.25,98.6,99.17,1057200,88.28
"2010-04-29",100.61,107.58,100.34,106.65,2588400,94.94
"2010-04-30",106.12,107.08,103.6,104.04,1872200,92.61
"2010-05-03",104.36,110.16,104.2,108.49,1623800,96.58
"2010-05-04",107.64,109.38,106.6,107.77,1879200,95.94
"2010-05-05",106.28,107.78,104.51,104.87,1651600,93.35
"2010-05-06",104.33,105.19,93.41,100.5,2590800,89.46
"2010-05-07",101,102.17,96.9,97.74,2129400,87.01
"2010-05-10",102.37,103.5,101.38,103.49,2246600,92.13
"2010-05-11",103.16,105.37,101.41,103.79,1450300,92.39
"2010-05-12",104.62,105.71,103.69,105.06,1567100,93.52
"2010-05-13",105,105.4,102.37,102.71,1133100,91.43
"2010-05-14",102.29,102.29,99.2,100.4,1542800,89.37
"2010-05-17",100.57,102,97.74,100.93,1389600,89.85
"2010-05-18",102.3,102.78,97.79,98.37,1426800,87.57
"2010-05-19",97.91,99.49,94.95,97.78,1261500,87.04
"2010-05-20",96.1,96.7,91.42,91.68,2373500,81.61
"2010-05-21",90.4,96.41,90,94.31,3361300,83.95
"2010-05-24",94.12,95.61,92.52,92.56,1584800,82.4
"2010-05-25",90.44,95.45,90.04,95.23,1965900,84.77
"2010-05-26",96.51,98.31,94.06,94.78,1693800,84.37
"2010-05-27",96.61,99.77,95.8,99.64,1569800,88.7
"2010-05-28",99.72,100.65,97.8,98.06,1046700,87.29
"2010-06-01",95.93,98.58,95.62,96.1,1349500,85.55
"2010-06-02",96.97,97.51,95.24,97.48,2016900,86.78
"2010-06-03",98.25,98.25,96.74,97.54,1023400,86.83
"2010-06-04",95.01,96.74,91.4,92.07,1609900,81.96
"2010-06-07",92.49,94.89,91.65,92.67,1476100,82.49
"2010-06-08",93.44,95,90.55,94.77,1215600,84.36
"2010-06-09",96.49,100.52,96.33,97.09,1836900,86.43
"2010-06-10",98.38,103.47,98.13,102.94,1675100,91.64
"2010-06-11",101.76,103.45,100.31,103.23,1145900,91.89
"2010-06-14",104.22,104.95,102.4,103.41,1332200,92.05
"2010-06-15",104,104.9,102.81,104.56,1132500,93.08
"2010-06-16",104.46,104.87,103.02,103.64,843100,92.26
"2010-06-17",104.37,105.65,103.29,105.36,1215000,93.79
"2010-06-18",105.74,106.21,103.45,104,1323500,92.58
"2010-06-21",106.69,107.29,102.66,103.14,774500,91.81
"2010-06-22",103.4,103.79,99.4,99.67,1123000,88.72
"2010-06-23",100.31,100.5,97.39,99.2,853800,88.31
"2010-06-24",98.5,98.85,95.91,96.17,986900,85.61
"2010-06-25",95.83,101.02,95.83,100.72,1855000,89.66
"2010-06-28",100.38,100.38,97.38,97.86,741800,87.89
"2010-06-29",96.59,96.84,93.7,94.42,1734100,84.8
"2010-06-30",94.78,96.43,93.21,93.37,1297900,83.86
"2010-07-01",93.17,94.11,90.39,92.89,1371000,83.43
"2010-07-02",93.14,93.33,90.56,91.3,928600,82
"2010-07-06",93.37,93.98,88.83,89.74,1104300,80.6
