"","AVB.Open","AVB.High","AVB.Low","AVB.Close","AVB.Volume","AVB.Adjusted"
"2012-04-18",141.6,142.7,141.22,142.13,372400,134.5
"2012-04-19",142.16,143.21,141.81,142.48,488000,134.83
"2012-04-20",142.78,145.25,142.64,144.83,747000,137.06
"2012-04-23",143.31,144.42,141.62,143.06,712700,135.38
"2012-04-24",141.75,145.19,141.47,144.54,615100,136.78
"2012-04-25",144.24,145.82,144.24,145.64,830200,137.82
"2012-04-26",143.89,146.09,142.95,145.72,1081500,137.9
"2012-04-27",145.41,146.59,145.04,146.06,618500,138.22
"2012-04-30",145.3,146.06,144.36,145.4,683900,137.6
"2012-05-01",145.66,148.62,145.18,147.56,736400,139.64
"2012-05-02",146.75,147.78,145.77,147.07,564200,139.18
"2012-05-03",147.26,147.88,145.35,145.42,885500,137.62
"2012-05-04",144.51,146.46,144.44,145.43,831700,137.62
"2012-05-07",145.32,148.22,145.03,147.81,569000,139.88
"2012-05-08",147.09,147.71,146.52,147.34,550200,139.43
"2012-05-09",146.3,147.64,145.52,146.53,624700,138.67
"2012-05-10",147.63,147.83,145.46,146.93,482100,139.04
"2012-05-11",146.38,147.33,145.01,146.9,559300,139.02
"2012-05-14",146.06,146.44,143.63,143.7,888400,135.99
"2012-05-15",144.24,145.15,143.5,143.85,658900,136.13
"2012-05-16",144.42,144.58,141.22,141.91,577400,134.29
"2012-05-17",141.88,141.88,138.04,138.04,572400,130.63
"2012-05-18",138.35,139.98,136.38,136.92,702900,129.57
"2012-05-21",136.95,140.51,136.84,140.11,589300,132.59
"2012-05-22",140.1,142.13,139.88,141.16,837200,133.58
"2012-05-23",140.39,141.29,138.99,141.1,477000,133.53
"2012-05-24",139.16,142.01,139.16,141.14,537800,133.56
"2012-05-25",141.74,141.99,139.35,139.84,719500,132.33
"2012-05-29",140.13,142.08,140.13,142.03,419700,134.41
"2012-05-30",140.71,140.71,138.38,138.47,569600,131.04
"2012-05-31",138.7,141.04,137.43,139.75,849500,132.25
"2012-06-01",137.26,138.42,135.66,137.01,1106300,129.66
"2012-06-04",136.6,137.2,134.5,135.38,813900,128.11
"2012-06-05",134.88,139.3,134.59,138.59,905100,131.15
"2012-06-06",140.15,141.35,138.46,141.18,721000,133.6
"2012-06-07",149.39,149.39,139.67,140.15,635800,132.63
"2012-06-08",139.59,142.01,139.59,141.66,597300,134.06
"2012-06-11",142.73,142.73,138.33,138.47,518300,131.04
"2012-06-12",138.99,139.27,136.84,139.19,679100,131.72
"2012-06-13",136.86,139.9,136.86,138.79,663800,131.34
"2012-06-14",138.38,141.26,138.38,140.51,664500,132.97
"2012-06-15",140.79,140.84,139.52,140.7,642500,133.15
"2012-06-18",140.63,143.13,139.78,141.52,801800,133.92
"2012-06-19",141.3,142.89,140.61,141.85,808200,134.24
"2012-06-20",142.14,142.39,140.09,141.04,583000,133.47
"2012-06-21",140.64,141.32,138.16,138.26,619900,130.84
"2012-06-22",138.49,139.36,136.28,137.36,771700,129.99
"2012-06-25",136.91,137.56,136.07,137.07,648200,129.71
"2012-06-26",137.45,138.64,137.05,137.39,482100,130.02
"2012-06-27",137.32,137.48,136.26,136.72,453800,130.3
"2012-06-28",136.15,138.13,135,138.01,293600,131.53
"2012-06-29",140.64,141.68,139.94,141.48,646500,134.84
"2012-07-02",141.38,143.51,141.2,143.36,630400,136.63
"2012-07-03",143.43,144.64,142.52,144.05,410100,137.29
"2012-07-05",143.22,144.26,143.01,143.53,395400,136.79
"2012-07-06",146.21,146.21,142.19,144.59,479300,137.8
"2012-07-09",143.63,145.06,143.63,144.65,452100,137.86
"2012-07-10",145.02,145.57,142.05,142.74,401700,136.04
"2012-07-11",142.62,143.64,141.71,143.22,587800,136.5
"2012-07-12",142.43,147,142.14,146.3,1085600,139.43
"2012-07-13",146.48,149.15,146.26,149.05,784400,142.05
"2012-07-16",148.13,149.87,148.13,149.7,502500,142.67
"2012-07-17",151.1,151.1,148.68,151,588100,143.91
"2012-07-18",150.69,151.23,149.45,150.5,464800,143.44
"2012-07-19",149.45,150.68,147.67,149.3,496300,142.29
"2012-07-20",148.55,149.29,147.82,148.07,489700,141.12
"2012-07-23",145.05,147.94,145.05,146.97,720800,140.07
"2012-07-24",147.14,147.96,144.84,145.81,635500,138.97
"2012-07-25",146.62,146.97,144.91,145.32,787600,138.5
"2012-07-26",142.5,146.39,142.5,144.58,880400,137.79
"2012-07-27",145.09,146.76,145.09,145.51,379700,138.68
"2012-07-30",145.39,146.77,145.03,146.18,408500,139.32
"2012-07-31",145.64,147.42,145.48,147.09,799400,140.19
"2012-08-01",147.68,148.94,144.35,144.45,1051000,137.67
"2012-08-02",143.47,144.92,143.44,144.86,546600,138.06
"2012-08-03",145.62,146.4,144.3,144.72,535200,137.93
"2012-08-06",144.75,145.2,143.36,143.43,515100,136.7
"2012-08-07",144.17,144.17,141.32,141.69,556500,135.04
"2012-08-08",141.43,141.43,139.06,139.7,636200,133.14
"2012-08-09",140.08,140.55,138.75,139.39,403800,132.85
"2012-08-10",139.27,140.46,139.21,140.34,308500,133.75
"2012-08-13",139.88,140.64,138.73,139.18,397000,132.65
"2012-08-14",139.32,139.63,137.88,138.56,423800,132.06
"2012-08-15",138.17,139.87,138.09,139.84,430400,133.28
"2012-08-16",139.87,140.88,138.64,140.78,536500,134.17
"2012-08-17",140.3,141.78,140.27,141.76,758600,135.11
"2012-08-20",141.4,141.87,140.75,141.52,674800,134.88
"2012-08-21",141.7,142,141.13,141.55,422400,134.91
"2012-08-22",141.55,143.57,140.73,143.3,852000,136.57
"2012-08-23",142.98,144.71,142.02,143.74,607000,136.99
"2012-08-24",143.16,144.68,142.56,144.18,351700,137.41
"2012-08-27",144.17,144.53,142.94,143.77,378900,137.02
"2012-08-28",143.47,144.31,142.61,143.56,340700,136.82
"2012-08-29",143.49,143.86,142.79,142.92,357700,136.21
"2012-08-30",142.22,142.71,141.41,141.78,365400,135.12
"2012-08-31",142.14,142.31,140.62,141.52,608400,134.88
"2012-09-04",141.04,142.57,140.32,142.54,506300,135.85
"2012-09-05",142.71,143.14,141.76,142.58,355600,135.89
"2012-09-06",143.57,143.9,142.85,143.48,471000,136.74
"2012-09-07",144,144.92,143.81,144.36,340100,137.58
"2012-09-10",143.27,144.08,141.22,141.25,1000800,134.62
"2012-09-11",142.57,142.57,140.53,140.95,443500,134.33
"2012-09-12",140.92,141.28,140.14,140.41,488800,133.82
"2012-09-13",140.65,141.77,139.89,141.59,995900,134.94
"2012-09-14",142.3,143.18,141.08,141.33,604900,134.7
"2012-09-17",140.86,142.38,140.82,141.3,547200,134.67
"2012-09-18",141.43,141.97,140.11,140.53,570000,133.93
"2012-09-19",139.86,142.1,139.86,141.46,933900,134.82
"2012-09-20",140.54,140.89,138.37,138.53,1076600,132.03
"2012-09-21",139.22,139.34,138.26,138.81,950400,132.29
"2012-09-24",137.64,139.39,137.54,137.77,609100,131.3
"2012-09-25",138.51,138.62,135.38,135.45,726100,129.09
"2012-09-26",134.4,136.55,134.03,135.36,434800,129.94
"2012-09-27",135.33,137.88,135.3,136.61,594800,131.14
"2012-09-28",135.83,136.69,135.37,135.99,627600,130.54
"2012-10-01",136.42,136.54,133.5,135.42,738300,129.99
"2012-10-02",135.92,136.71,135.07,136.63,560200,131.16
"2012-10-03",136.8,137.67,136.38,136.7,542800,131.22
"2012-10-04",137.09,137.66,135.78,136.28,803600,130.82
"2012-10-05",136.47,136.86,135.87,136.21,413500,130.75
"2012-10-08",135.75,136.09,134.43,134.74,328200,129.34
"2012-10-09",134.99,135.37,133.51,133.67,579300,128.31
"2012-10-10",133.08,134.73,132.93,134.72,930500,129.32
"2012-10-11",134.76,135.5,133.3,133.41,500800,128.06
"2012-10-12",133.74,134.69,132.17,132.29,733600,126.99
"2012-10-15",132.72,133.29,131.74,133.11,743200,127.78
"2012-10-16",133.75,134.19,132.99,133.29,816900,127.95
"2012-10-17",133.59,133.98,132.81,133.48,674500,128.13
"2012-10-18",133.47,136.24,133.47,136.16,394500,130.7
"2012-10-19",135.65,138.52,135.65,136.91,949400,131.42
"2012-10-22",136.08,136.4,134.08,135.04,459600,129.63
"2012-10-23",133.96,135.1,133.12,134.05,369100,128.68
"2012-10-24",134.64,135.27,133.24,134.08,370200,128.71
"2012-10-25",132,135,132,133.92,868800,128.55
"2012-10-26",133.64,133.83,132.41,133.07,758900,127.74
"2012-10-31",133.9,135.95,133.54,135.56,781100,130.13
"2012-11-01",135.59,137.69,134.68,136.9,838200,131.41
"2012-11-02",137.64,139.7,137.31,137.72,584400,132.2
"2012-11-05",136.97,137.69,136.15,137.03,537600,131.54
"2012-11-06",137.1,137.59,135.89,136.82,558500,131.34
"2012-11-07",136.58,137.22,135.25,135.31,527500,129.89
"2012-11-08",135.29,135.44,132.84,132.85,525800,127.53
"2012-11-09",132.74,133.11,131.81,131.93,371100,126.64
"2012-11-12",132.37,132.37,130.42,131.16,296400,125.9
"2012-11-13",130.45,131.51,130.11,130.32,409800,125.1
"2012-11-14",130.67,130.77,127.1,127.61,556000,122.5
"2012-11-15",127.64,128.1,126.12,127.69,840300,122.57
"2012-11-16",127.82,129.05,126.25,128.87,647300,123.71
"2012-11-19",130.11,136.64,129.26,129.97,618300,124.76
"2012-11-20",129.81,129.9,128.4,129.14,952300,123.97
"2012-11-21",129.37,129.9,127.36,127.39,779000,122.29
"2012-11-23",128.03,129.05,127.58,128.54,223300,123.39
"2012-11-26",128.04,130.22,127.6,128.95,520900,123.78
"2012-11-27",127,135.56,126.89,132.35,3339400,127.05
"2012-11-28",131.66,132.61,130.62,132.05,1471800,126.76
"2012-11-29",132.91,133.89,132,133.04,9645300,127.71
"2012-11-30",133.4,133.5,131.74,131.79,3216600,126.51
"2012-12-03",132.3,133.28,132.1,133,1565400,127.67
"2012-12-04",132.98,134.23,132.84,134.23,1506000,128.85
"2012-12-05",134.15,134.71,132.69,132.72,1209800,127.4
"2012-12-06",132.7,135.98,132.55,135.98,2544000,130.53
"2012-12-07",135.83,135.83,133.15,133.68,1988100,128.32
"2012-12-10",135.96,135.96,132.83,132.97,718300,127.64
"2012-12-11",133.26,133.85,132.68,133.07,872500,127.74
"2012-12-12",133.74,135.12,132.47,133.96,837000,128.59
"2012-12-13",133.62,133.75,131.91,132.48,711900,127.17
"2012-12-14",132.79,133.62,131.97,132.6,1124600,127.29
"2012-12-17",133.37,133.98,132.4,133.19,1000900,127.85
"2012-12-18",133.65,134.04,133.09,133.45,912100,128.1
"2012-12-19",133.32,134.12,133.32,133.4,903200,128.06
"2012-12-20",132.65,135.66,132.35,135.57,1315600,130.14
"2012-12-21",134.34,136.91,134.32,136.65,2790100,131.17
"2012-12-24",135.82,137,135.25,136.52,351400,131.05
"2012-12-26",136.83,136.91,134.79,135.06,692800,129.65
"2012-12-27",134.59,135.91,134.18,135.78,505200,131.28
"2012-12-28",135.01,135.96,133.98,133.98,502800,129.54
"2012-12-31",134.1,135.59,133.63,135.59,595000,131.1
"2013-01-02",137.28,137.86,135.12,136.03,893700,131.52
"2013-01-03",136.37,137.44,135.92,136.78,461600,132.25
"2013-01-04",136.78,137.12,136.23,136.37,496600,131.85
"2013-01-07",135.94,136.76,135.46,136.51,559500,131.99
"2013-01-08",136.36,137.08,135.56,136.09,519300,131.58
"2013-01-09",136.36,136.82,135.65,136.64,522300,132.11
"2013-01-10",137.11,137.28,136.26,137.09,590100,132.55
"2013-01-11",137.11,137.76,136,136.16,608000,131.65
"2013-01-14",136.34,137,136.16,136.81,497600,132.28
"2013-01-15",136.31,138.5,136.31,138.37,480200,133.79
"2013-01-16",137.89,138.38,137.47,137.93,517700,133.36
"2013-01-17",138.42,138.75,137.9,138.58,589400,133.99
"2013-01-18",138.35,138.67,137.5,138.56,546400,133.97
"2013-01-22",138.23,139.16,138.23,139.15,546200,134.54
"2013-01-23",138.72,139.22,138.7,138.96,629600,134.36
"2013-01-24",139.45,139.51,137.73,138.34,707900,133.76
"2013-01-25",138.83,139.38,138.13,138.42,721000,133.84
"2013-01-28",138.93,139.05,137.6,137.64,746100,133.08
"2013-01-29",137.49,138.6,137.16,137.92,1092600,133.35
"2013-01-30",137.19,137.85,135.5,135.64,1113300,131.15
"2013-01-31",133.96,135.25,126.69,129.79,3402500,125.49
"2013-02-01",130.85,130.85,125.82,126.11,4489800,121.93
"2013-02-04",126,126.36,124.3,125.93,3556300,121.76
"2013-02-05",126.07,126.84,124.11,126.37,1805500,122.18
"2013-02-06",126.31,130.48,126.13,128.49,2100200,124.23
"2013-02-07",128.38,128.38,126.16,126.99,1070200,122.78
"2013-02-08",127.51,129.09,127.51,128.84,956400,124.57
"2013-02-11",128.84,130.37,128.84,129.78,1257400,125.48
"2013-02-12",129.63,130.9,129.3,130.83,685700,126.5
"2013-02-13",131.1,131.23,129.88,130.23,590600,125.92
"2013-02-14",129.41,130.82,129.41,130.05,621800,125.74
"2013-02-15",129.98,130.26,129.29,130.26,1187600,125.95
"2013-02-19",130.59,130.99,129.64,130.42,555500,126.1
"2013-02-20",130.32,131.06,129.65,129.69,988900,125.39
"2013-02-21",129.61,129.86,127.69,127.7,1221900,123.47
"2013-02-22",128.21,128.9,128.09,128.83,1064800,124.56
"2013-02-25",129.25,129.32,126.33,126.33,811100,122.15
"2013-02-26",126.92,127.35,125.52,126.53,998700,122.34
"2013-02-27",126.38,127.04,125.91,125.94,761900,121.77
"2013-02-28",125.92,126.49,124.75,124.83,1673200,120.7
"2013-03-01",124.56,126.25,124,126.21,1117100,122.03
"2013-03-04",125.82,126.79,125.43,126.65,1766100,122.45
"2013-03-05",127.12,127.74,126.19,126.74,730900,122.54
"2013-03-06",126.85,127.2,125.76,126.23,714900,122.05
"2013-03-07",126.25,127.01,124.47,124.75,1177500,120.62
"2013-03-08",124.92,125.03,123.16,124.08,1183700,119.97
"2013-03-11",124.03,124.29,123.04,124.02,787300,119.91
"2013-03-12",123.87,125.91,123.55,125.73,1870900,121.57
"2013-03-13",125.42,126.99,124.85,126.78,1013300,122.58
"2013-03-14",126.6,129.4,126.42,129.21,1557700,124.93
"2013-03-15",128.71,128.96,127.59,128.37,1171800,124.12
"2013-03-18",127.96,128.79,126.61,126.75,818700,122.55
"2013-03-19",127.14,127.68,125.28,126.19,652100,122.01
"2013-03-20",126.61,127.13,125.86,126.53,567600,122.34
"2013-03-21",125.84,126.94,125.4,125.45,603300,121.29
"2013-03-22",125.56,127.52,125.47,126.83,842900,122.63
"2013-03-25",127.23,127.55,126.35,126.52,795600,122.33
"2013-03-26",126,127.58,126,127.09,790000,123.93
"2013-03-27",126.49,127.02,125.98,126.64,654900,123.49
"2013-03-28",126.86,127.09,126.12,126.67,989900,123.52
"2013-04-01",127.18,128.12,126.67,128.09,580400,124.9
"2013-04-02",128.88,129.2,127.9,128.14,598800,124.95
"2013-04-03",128.23,128.5,127.51,128,717300,124.82
"2013-04-04",128.3,132.23,128.19,132.22,1109500,128.93
"2013-04-05",131.15,133.54,130.96,133.44,996000,130.12
"2013-04-08",133.38,133.68,132.56,133.03,726400,129.72
"2013-04-09",132.91,133.99,131.63,133.5,696000,130.18
"2013-04-10",134.24,134.24,133.03,133.48,530200,130.16
"2013-04-11",133.63,135.37,133.51,134.7,735100,131.35
"2013-04-12",134.55,135.6,134.36,135.57,680800,132.2
"2013-04-15",134.72,135.36,132.46,132.47,724600,129.17
"2013-04-16",133.37,134.31,132.35,133.9,669900,130.57
"2013-04-17",133.59,133.59,131.12,131.19,1265600,127.93
"2013-04-18",131.59,132.34,130.46,132.01,519800,128.73
"2013-04-19",132.5,133.42,131.85,133.07,590900,129.76
"2013-04-22",133.16,133.16,131.54,132.06,691200,128.77
"2013-04-23",132.39,132.39,131.1,131.89,713400,128.61
"2013-04-24",132.13,133.02,131.81,132.08,673100,128.79
"2013-04-25",131.96,132.01,130.55,131.13,574300,127.87
"2013-04-26",131.23,131.55,129.72,130.22,509600,126.98
"2013-04-29",130.58,131.26,129.84,131.05,440900,127.79
"2013-04-30",131.03,133.04,130.77,133.04,735700,129.73
"2013-05-01",133.5,135.73,131.8,132.24,1024400,128.95
"2013-05-02",132.5,133.26,130.11,130.7,874200,127.45
"2013-05-03",131.52,131.85,129.24,129.79,968700,126.56
"2013-05-06",130.21,130.99,129.54,130.76,680800,127.51
"2013-05-07",130.78,133.2,130.54,133,594700,129.69
"2013-05-08",132.73,133.37,131.92,132.77,566900,129.47
"2013-05-09",132.46,133.09,132.09,132.57,576800,129.27
"2013-05-10",132.84,133.54,132.02,133.29,531100,129.97
"2013-05-13",133.2,135,132.81,134.79,643400,131.44
"2013-05-14",134.57,136.65,134.57,136.64,1020200,133.24
"2013-05-15",136.76,137.22,135.7,137.18,1063600,133.77
"2013-05-16",136.61,139.31,136.61,138.02,1082700,134.59
"2013-05-17",138.1,139.01,138.01,138.69,892200,135.24
"2013-05-20",138.65,141.04,138.57,140.64,923600,137.14
"2013-05-21",141,141.95,140.49,141.46,509500,137.94
"2013-05-22",141.67,141.83,138.04,138.56,1483300,135.11
"2013-05-23",137,138.99,136.09,138.99,5081300,135.53
"2013-05-24",138.37,138.79,137.29,138.58,808300,135.13
"2013-05-28",139.55,140.29,135.87,136.58,1198100,133.18
"2013-05-29",135.65,136.92,132.3,136.66,2020000,133.26
"2013-05-30",136.66,137,133.14,133.36,824400,130.04
"2013-05-31",132.88,134.8,132.54,132.66,1733200,129.36
"2013-06-03",132.67,136.08,131.6,135.24,1204100,131.88
"2013-06-04",135.6,137,134.87,136.05,1219500,132.67
"2013-06-05",135.79,136.42,133.96,134.26,709300,130.92
"2013-06-06",134.14,135.29,132.91,134.5,697300,131.15
"2013-06-07",134.28,134.77,132.24,134.48,571900,131.13
"2013-06-10",134.49,134.94,132.93,133.45,501100,130.13
"2013-06-11",132.91,132.91,131.03,131.08,933000,127.82
"2013-06-12",131.55,131.55,129,129.3,710600,126.08
"2013-06-13",129.71,135.04,129.6,134.56,822200,131.21
"2013-06-14",134.46,135.82,133.45,134.59,536500,131.24
"2013-06-17",135.31,136.03,133.49,134.26,855400,130.92
"2013-06-18",134.36,135.8,133.89,134.9,456000,131.54
"2013-06-19",134.81,135.22,130.15,130.77,554000,127.52
"2013-06-20",129.98,130.11,126.91,127.97,904500,124.79
"2013-06-21",128.64,132.79,128.64,131.69,1298400,128.41
"2013-06-24",130.43,136.88,128.67,133.54,1358200,130.22
"2013-06-25",134.91,136.44,133.55,135.44,1075600,132.07
"2013-06-26",135.85,137.55,134.94,135.2,1182300,132.89
"2013-06-27",136.36,137.38,135.8,136.47,1145200,134.13
"2013-06-28",136.11,136.92,134.83,134.91,1675100,132.6
"2013-07-01",134.81,137.46,134.81,135.35,984000,133.03
"2013-07-02",135.2,137.44,135.2,136.95,964900,134.61
"2013-07-03",136.41,136.8,134.3,135.73,528100,133.41
"2013-07-05",135.73,136.13,132.08,135.01,788800,132.7
"2013-07-08",135.11,136.35,134.14,134.42,690500,132.12
"2013-07-09",135.07,137.93,134.54,137.31,637300,134.96
"2013-07-10",137.29,137.59,135.68,137.5,633000,135.15
"2013-07-11",138.67,141.03,138.67,140.38,761700,137.98
"2013-07-12",140.99,141.16,139.67,140.45,974800,138.05
"2013-07-15",139.76,140.74,139.18,139.67,304300,137.28
"2013-07-16",139.71,141.53,139.65,140.33,444700,137.93
"2013-07-17",140.47,141.31,139.38,140.59,422200,138.18
"2013-07-18",141.08,141.71,140.06,141.04,706600,138.63
"2013-07-19",140.96,141.39,139.51,140.36,1109800,137.96
"2013-07-22",140.47,141.23,140.03,140.77,511400,138.36
"2013-07-23",141.13,141.28,139.88,140.33,726400,137.93
"2013-07-24",140.19,140.61,137.04,138.09,830600,135.73
"2013-07-25",137.57,138.83,135.58,137.94,959200,135.58
"2013-07-26",137.39,139.07,136.84,138.98,443300,136.6
"2013-07-29",138.41,138.76,137.17,137.64,499900,135.28
"2013-07-30",138.66,139.06,136.63,137.25,682200,134.9
"2013-07-31",138.16,138.34,133.84,135.34,963700,133.02
"2013-08-01",135.88,136.47,134.55,134.91,592200,132.6
"2013-08-02",134.91,136.23,133.79,133.95,644700,131.66
"2013-08-05",132.11,134.07,132.11,133.18,491800,130.9
"2013-08-06",133.19,134.46,132.39,133.12,507800,130.84
"2013-08-07",132.51,133.15,131.67,132.22,582100,129.96
"2013-08-08",132.74,132.98,131.22,132.03,546700,129.77
"2013-08-09",132.1,133.88,131.62,133.12,494700,130.84
"2013-08-12",132.97,132.97,130.54,131.77,479700,129.52
"2013-08-13",131.91,131.91,129.22,129.71,501600,127.49
"2013-08-14",129.84,130.06,128.39,128.55,423400,126.35
"2013-08-15",125.59,128.76,125.29,125.39,770200,123.24
"2013-08-16",125.47,125.56,122.56,122.79,1502700,120.69
"2013-08-19",122.41,123.49,121.98,122.36,720700,120.27
"2013-08-20",122.41,124.49,122.41,123.85,817600,121.73
"2013-08-21",123.27,125.54,121.53,123.76,580500,121.64
"2013-08-22",124.02,125.88,122.75,125.2,684600,123.06
"2013-08-23",125.71,126.31,124.15,126.23,500400,124.07
"2013-08-26",126.18,127.37,125.86,126.8,692800,124.63
"2013-08-27",123.34,126.74,123.34,125.78,425700,123.63
"2013-08-28",125.73,125.84,123.87,124.45,458600,122.32
"2013-08-29",123.46,124.64,122.49,124.3,408000,122.17
"2013-08-30",124.6,125.52,123.47,123.9,547500,121.78
"2013-09-03",124.78,124.82,121.33,122.72,789500,120.62
"2013-09-04",122.47,125,121.81,124.34,515900,122.21
"2013-09-05",124.22,124.24,122.21,123.65,454600,121.53
"2013-09-06",124.52,126.65,124.27,125.59,523900,123.44
"2013-09-09",126.43,128.22,125.77,128.19,562300,126
"2013-09-10",128.44,128.76,126.96,128.33,350600,126.13
"2013-09-11",128.69,130,127.68,129.94,446900,127.72
"2013-09-12",129.66,130.61,128.66,129.4,583100,127.19
"2013-09-13",128.73,130.14,128.48,129.19,428600,126.98
"2013-09-16",131.68,132.64,129.49,130.02,414300,127.8
"2013-09-17",129.34,131.4,129.01,129.21,401500,127
"2013-09-18",129.43,135.16,128.83,134.84,1071700,132.53
"2013-09-19",134.87,136.27,133.83,135.31,831100,132.99
"2013-09-20",135.22,135.5,133.04,133.04,1055000,130.76
"2013-09-23",132.51,133.75,131.4,131.78,681300,129.53
"2013-09-24",131.84,132.18,129.35,129.57,621200,127.35
"2013-09-25",129.7,131.42,128.86,130.92,651300,128.68
"2013-09-26",130.6,130.6,128.79,129.7,523300,128.53
"2013-09-27",129.35,130.52,128.44,129.3,505800,128.13
"2013-09-30",128.75,130.38,126.58,127.09,727900,125.94
"2013-10-01",127.09,129.71,126.84,127.69,1004400,126.54
"2013-10-02",128.99,128.99,126.61,128.88,905000,127.72
"2013-10-03",128.13,128.97,125.83,126.26,562100,125.12
"2013-10-04",126.66,127.19,124.56,124.91,696000,123.78
"2013-10-07",123.66,126.32,123.65,124.99,733000,123.86
"2013-10-08",125.93,125.93,123.75,123.87,648700,122.75
"2013-10-09",123.93,125.81,123.93,124.63,431700,123.51
"2013-10-10",125.43,128.41,125.35,128.41,533900,127.25
"2013-10-11",127.74,129.01,126.48,128.96,512000,127.8
"2013-10-14",127.97,128.81,127.51,128.61,414700,127.45
"2013-10-15",127.91,129.4,127.65,128.5,371500,127.34
"2013-10-16",129.28,131.43,128.52,131.18,724600,130
"2013-10-17",131.03,133.47,130.66,133.25,494300,132.05
"2013-10-18",133.57,133.67,131.68,132.64,604500,131.44
"2013-10-21",132.5,132.88,131.56,132.71,422600,131.51
"2013-10-22",133.61,135.15,131.93,134.25,626600,133.04
"2013-10-23",134.06,134.5,132.83,134.2,471400,132.99
"2013-10-24",127.94,132.22,126.06,128.5,1109400,127.34
"2013-10-25",127.9,132.14,127.9,131.47,1039500,130.29
"2013-10-28",131.77,131.87,128,129.02,856900,127.86
"2013-10-29",128.92,128.98,126.17,127.07,775700,125.92
"2013-10-30",127,127.48,125.67,126.67,591800,125.53
"2013-10-31",126.86,127.22,123.81,125.05,1402000,123.92
"2013-11-01",125.86,126.11,124.33,125.71,703900,124.58
"2013-11-04",125.77,126.18,125.29,126.01,660500,124.87
"2013-11-05",125.44,125.88,123.78,124,465600,122.88
"2013-11-06",124.61,125.01,124.24,124.42,455700,123.3
"2013-11-07",124.46,124.47,122.82,122.82,647200,121.71
"2013-11-08",121.96,122.14,120.27,121.84,805900,120.74
"2013-11-11",122.14,123.22,121.89,122.39,602300,121.29
"2013-11-12",122.5,122.5,120.28,121.28,728500,120.19
"2013-11-13",120.59,121.89,120.29,121.87,606600,120.77
"2013-11-14",122.67,123.78,121.93,121.99,388200,120.89
"2013-11-15",121.7,122.52,119.91,120.22,837100,119.14
"2013-11-18",120.22,120.75,118.5,118.93,771600,117.86
"2013-11-19",118.93,119.37,117.55,118.07,624600,117.01
"2013-11-20",118.13,119.69,116.79,117.45,589800,116.39
"2013-11-21",117.84,118.67,117.01,118.36,566300,117.29
"2013-11-22",118.29,118.84,117.05,117.56,569000,116.5
"2013-11-25",118.13,118.82,116.12,116.86,534400,115.81
"2013-11-26",117,117.78,116.11,117.34,1025500,116.28
"2013-11-27",117.34,119.9,117.3,119.72,706300,118.64
"2013-11-29",119.97,119.97,118.11,118.56,462900,117.49
"2013-12-02",118.18,119.17,117.2,117.72,684800,116.66
"2013-12-03",116.03,119.84,116.03,118.56,554000,117.49
"2013-12-04",117.76,122.29,117.74,120.74,1612500,119.65
"2013-12-05",119.18,122.29,118.97,120.63,784000,119.54
"2013-12-06",119.98,121.8,119.98,121.7,793200,120.6
"2013-12-09",121.7,122.57,121.36,122.11,666500,121.01
"2013-12-10",121.23,122.75,121.09,122.21,752300,121.11
"2013-12-11",122.53,122.53,120.43,120.55,1041900,119.46
"2013-12-12",121.49,122.24,119.61,119.67,1277800,118.59
"2013-12-13",120.2,121.04,118.61,119.24,827900,118.17
"2013-12-16",119.48,119.9,118.93,119.04,803900,117.97
"2013-12-17",118.81,119.24,117.64,117.93,868200,116.87
"2013-12-18",118.3,119.85,116.37,119.63,1129400,118.55
"2013-12-19",119.66,119.99,117.11,118.01,751800,116.95
"2013-12-20",117.97,118.78,117.64,118.76,1523800,117.69
"2013-12-23",119.58,119.76,117.84,117.99,735200,116.93
"2013-12-24",118,118.5,117.72,118.27,342500,117.2
"2013-12-26",119.17,119.55,118.04,118.73,507400,117.66
"2013-12-27",118.23,119.07,117.55,118.91,866800,118.91
"2013-12-30",119.27,119.31,118.25,118.55,415900,118.55
"2013-12-31",118.57,119.22,117.94,118.23,758800,118.23
"2014-01-02",118.25,119.26,117.68,118.24,901900,118.24
"2014-01-03",117.74,120.29,117.74,119.76,737600,119.76
"2014-01-06",120.54,121.57,119.76,121.54,1414000,121.54
"2014-01-07",121.55,122.13,120.33,121.02,984200,121.02
"2014-01-08",120.61,122.17,120.13,121.32,889800,121.32
"2014-01-09",119.44,121.74,119.44,120.89,624300,120.89
"2014-01-10",121.35,122.1,120.88,121.8,638100,121.8
"2014-01-13",121.33,122.19,120.41,120.83,651300,120.83
"2014-01-14",121.19,122.07,120.87,121.73,642200,121.73
"2014-01-15",121.97,123,121.81,122.64,786600,122.64
"2014-01-16",123.45,123.57,122.45,122.85,892800,122.85
"2014-01-17",122.97,123.23,121.67,121.88,898500,121.88
"2014-01-21",122.49,122.99,121.73,122.14,792800,122.14
"2014-01-22",122.54,123.12,121.59,121.91,1153700,121.91
"2014-01-23",121.22,121.42,120.46,120.65,1134900,120.65
"2014-01-24",118.98,120.12,118.98,119.52,1204800,119.52
"2014-01-27",118.84,120.22,118.38,118.38,973600,118.38
"2014-01-28",118,119.52,117.51,117.53,1482500,117.53
"2014-01-29",121.36,124.78,117.06,117.62,1855400,117.62
"2014-01-30",114.16,123.27,114.16,122.16,2720200,122.16
