"","JNJ.Open","JNJ.High","JNJ.Low","JNJ.Close","JNJ.Volume","JNJ.Adjusted"
"2012-03-20",65,65.13,64.76,64.96,7760400,60.89
"2012-03-21",64.96,65.07,64.64,64.76,7839600,60.71
"2012-03-22",64.68,64.69,64.4,64.46,10621300,60.43
"2012-03-23",64.49,64.71,64.37,64.55,8062500,60.51
"2012-03-26",64.89,65.26,64.83,65.17,8503800,61.09
"2012-03-27",65.33,65.5,65.22,65.4,10723800,61.31
"2012-03-28",65.4,65.62,65.18,65.62,10305500,61.51
"2012-03-29",65.28,65.54,65.2,65.54,9553300,61.44
"2012-03-30",65.63,66.18,65.58,65.96,11307700,61.83
"2012-04-02",66.04,66.3,65.82,66.21,8785900,62.07
"2012-04-03",66.12,66.15,65.5,65.88,9128400,61.76
"2012-04-04",65.61,65.7,65.36,65.39,9432300,61.3
"2012-04-05",65.26,65.38,65.09,65.34,7922700,61.25
"2012-04-09",64.95,65.23,64.88,64.92,6363400,60.86
"2012-04-10",64.81,64.86,64.16,64.2,12793200,60.18
"2012-04-11",64.69,64.69,63.96,64.13,10434100,60.12
"2012-04-12",64.05,64.15,63.68,64.15,13122300,60.14
"2012-04-13",63.94,64,63.52,63.54,11226600,59.56
"2012-04-16",63.72,64.16,63.67,63.98,10502400,59.98
"2012-04-17",64.23,64.28,63.27,64.22,18322900,60.2
"2012-04-18",63.9,63.92,63.12,63.26,20567700,59.3
"2012-04-19",63.22,63.54,62.76,63.03,15189000,59.09
"2012-04-20",63.22,63.97,63.2,63.71,14320700,59.72
"2012-04-23",63.5,63.69,63.3,63.37,10120900,59.4
"2012-04-24",63.55,63.79,63.36,63.77,9022400,59.78
"2012-04-25",63.96,64.58,63.84,64.43,11162800,60.4
"2012-04-26",64.41,64.97,64.26,64.75,9139200,60.7
"2012-04-27",64.95,65.13,64.68,64.84,10746700,60.78
"2012-04-30",64.85,65.39,64.84,65.1,11362300,61.03
"2012-05-01",64.91,65.36,64.8,65.22,10107900,61.14
"2012-05-02",65.17,65.33,64.84,65.33,8349700,61.24
"2012-05-03",65.4,65.49,65.1,65.34,10431800,61.25
"2012-05-04",65.19,65.29,64.74,64.74,10301300,60.69
"2012-05-07",64.58,65.02,64.51,64.8,8387800,60.74
"2012-05-08",64.68,64.98,64.55,64.98,12491900,60.91
"2012-05-09",64.59,64.88,64.25,64.28,10649400,60.26
"2012-05-10",64.81,64.86,64.39,64.57,7702000,60.53
"2012-05-11",64.43,64.99,64.23,64.34,37824600,60.31
"2012-05-14",64.03,64.1,63.56,63.93,39687800,59.93
"2012-05-15",63.7,64.14,63.41,63.61,8500000,59.63
"2012-05-16",63.79,63.93,63.45,63.71,10018400,59.72
"2012-05-17",63.71,64,63.48,63.55,7993500,59.57
"2012-05-18",63.87,63.91,63.09,63.35,13781300,59.39
"2012-05-21",63.26,63.83,63.25,63.47,8784900,59.5
"2012-05-22",63.4,63.8,63.33,63.52,8409300,59.54
"2012-05-23",63.4,63.75,62.88,63.27,11269100,59.31
"2012-05-24",62.89,63.34,62.8,63.1,9309400,59.73
"2012-05-25",62.88,62.98,62.29,62.51,11208500,59.17
"2012-05-29",62.84,62.93,62.3,62.59,10089700,59.24
"2012-05-30",62.34,62.4,62,62.21,9414700,58.88
"2012-05-31",62.36,62.88,62.14,62.43,13297100,59.09
"2012-06-01",62.04,62.31,61.71,61.78,12061100,58.48
"2012-06-04",62.04,62.45,61.89,62.34,9200000,59.01
"2012-06-05",62.16,62.38,62,62.21,9523400,58.88
"2012-06-06",62.09,62.8,61.89,62.8,11562500,59.44
"2012-06-07",63.18,63.2,62.51,62.8,12959300,59.44
"2012-06-08",62.54,63.04,62.33,62.98,11249500,59.61
"2012-06-11",62.97,63.03,62.11,62.12,12226400,58.8
"2012-06-12",62.16,63.27,61.83,63.08,26655400,59.71
"2012-06-13",64.24,64.7,63.18,64.45,137702700,61
"2012-06-14",64.35,65.75,64.29,65.45,34314900,61.95
"2012-06-15",65.9,66.1,65.51,66.01,25992800,62.48
"2012-06-18",65.82,66.39,65.82,66.3,25750000,62.76
"2012-06-19",66.4,66.96,66.36,66.72,23615400,63.15
"2012-06-20",66.78,67,66.46,67,21254600,63.42
"2012-06-21",66.55,66.97,66.16,66.39,24545300,62.84
"2012-06-22",66.66,66.97,66.52,66.63,18965700,63.07
"2012-06-25",66.26,66.63,66.14,66.5,13734500,62.95
"2012-06-26",66.56,66.69,66.41,66.42,11100000,62.87
"2012-06-27",66.42,67.2,66.36,66.84,17594200,63.27
"2012-06-28",66.71,67,66.44,66.94,12110900,63.36
"2012-06-29",67.3,67.7,67.21,67.56,18286000,63.95
"2012-07-02",67.42,68,67.34,68,12552700,64.36
"2012-07-03",67.96,68.12,67.72,68.04,8902400,64.4
"2012-07-05",67.92,68.15,67.78,67.78,11857800,64.16
"2012-07-06",67.51,67.88,67.36,67.64,9758000,64.02
"2012-07-09",67.74,67.96,67.63,67.78,12485900,64.16
"2012-07-10",67.97,68.1,67.74,67.88,12851800,64.25
"2012-07-11",68.03,68.11,67.72,67.9,12026100,64.27
"2012-07-12",67.62,68.12,67.44,67.71,16484200,64.09
"2012-07-13",67.79,68.74,67.73,68.61,13238800,64.94
"2012-07-16",68.47,68.72,68.36,68.45,12921500,64.79
"2012-07-17",67.84,69.18,67.61,69,24201900,65.31
"2012-07-18",68.74,69.46,68.66,69.37,15616200,65.66
"2012-07-19",69.25,69.7,68.98,69.53,13499500,65.81
"2012-07-20",69.35,69.36,68.35,68.63,13964600,64.96
"2012-07-23",68.14,68.31,67.65,68.11,11771400,64.47
"2012-07-24",68.1,68.25,67,67.35,12145700,63.75
"2012-07-25",67.67,68.02,67.39,67.53,9882200,63.92
"2012-07-26",68.3,68.98,68.21,68.74,16477200,65.07
"2012-07-27",68.95,69.68,68.89,69.52,14015900,65.8
"2012-07-30",69.37,69.65,69.16,69.45,8379500,65.74
"2012-07-31",69.25,69.56,69.1,69.22,10313900,65.52
"2012-08-01",69.48,69.75,69.25,69.38,11681700,65.67
"2012-08-02",68.81,68.98,68.02,68.45,13536000,64.79
"2012-08-03",68.98,69.32,68.89,69.12,10898800,65.43
"2012-08-06",69.18,69.34,68.78,68.84,8723200,65.16
"2012-08-07",68.81,68.94,68.21,68.29,11268400,64.64
"2012-08-08",68.29,68.56,68.22,68.35,6573100,64.7
"2012-08-09",68.33,68.65,68.17,68.32,7764200,64.67
"2012-08-10",68.12,68.71,68.12,68.64,7645000,64.97
"2012-08-13",68.39,68.55,68.17,68.46,7199200,64.8
"2012-08-14",68.74,68.75,68.5,68.64,8217800,64.97
"2012-08-15",68.51,68.84,68.3,68.35,9349100,64.7
"2012-08-16",68.44,68.45,68.02,68.2,13518500,64.55
"2012-08-17",68.12,68.18,67.51,67.8,11999500,64.18
"2012-08-20",67.8,67.84,67.67,67.7,12645200,64.08
"2012-08-21",67.69,68.25,67.62,67.78,9544900,64.16
"2012-08-22",67.63,67.93,67.53,67.75,8230900,64.13
"2012-08-23",67.8,67.95,67.56,67.74,9062700,64.12
"2012-08-24",67.22,67.84,67.15,67.6,11297500,64.57
"2012-08-27",67.54,67.96,67.48,67.49,8761000,64.46
"2012-08-28",67.31,67.7,67.22,67.51,6750800,64.48
"2012-08-29",67.28,67.83,67.06,67.37,9609500,64.35
"2012-08-30",67.23,67.41,66.85,67.21,9672700,64.2
"2012-08-31",67.45,67.9,67.16,67.43,10151800,64.41
"2012-09-04",67.49,67.54,66.97,67.26,8402700,64.24
"2012-09-05",67.44,67.87,67.14,67.27,9266000,64.25
"2012-09-06",67.71,68.22,67.59,67.84,13075500,64.8
"2012-09-07",67.97,68.01,67.52,67.88,8403300,64.84
"2012-09-10",67.99,68.47,67.83,68.18,11441300,65.12
"2012-09-11",68.36,68.55,68.18,68.2,8821700,65.14
"2012-09-12",68.37,68.46,68.03,68.15,8230700,65.09
"2012-09-13",68.01,69.17,68,68.99,13006300,65.9
"2012-09-14",68.91,68.91,68.08,68.47,13024000,65.4
"2012-09-17",68.49,68.7,68,68.25,11584100,65.19
"2012-09-18",68.08,68.67,68.07,68.55,8063100,65.48
"2012-09-19",68.75,68.92,68.6,68.6,9911300,65.52
"2012-09-20",68.41,68.99,68.33,68.9,8704000,65.81
"2012-09-21",69.05,69.36,68.84,69.06,19064400,65.96
"2012-09-24",68.88,69.2,68.81,69,9082100,65.9
"2012-09-25",69.01,69.64,69.01,69.32,11625400,66.21
"2012-09-26",69.5,69.5,68.96,69,9971900,65.9
"2012-09-27",69.09,69.35,68.89,69.01,8253200,65.91
"2012-09-28",68.77,69.04,68.5,68.91,10293200,65.82
"2012-10-01",68.92,69.45,68.92,69.13,9647200,66.03
"2012-10-02",69.12,69.28,68.64,68.96,10062700,65.87
"2012-10-03",69.19,69.32,68.73,69,8557900,65.9
"2012-10-04",69.1,69.5,69.01,69.27,9395900,66.16
"2012-10-05",69.46,69.74,69.32,69.65,9429900,66.53
"2012-10-08",69.6,69.65,69.17,69.44,6444600,66.33
"2012-10-09",68.62,68.97,68.1,68.41,15365900,65.34
"2012-10-10",68.38,68.49,67.98,68.22,10710100,65.16
"2012-10-11",68.21,68.3,67.86,67.97,9505500,64.92
"2012-10-12",68.18,68.51,67.8,67.97,8685500,64.92
"2012-10-15",68.18,68.99,68.07,68.6,14868000,65.52
"2012-10-16",69.3,69.8,69.02,69.55,13688800,66.43
"2012-10-17",69.73,71.18,69.55,71,26522700,67.82
"2012-10-18",70.87,72.74,70.82,72.52,33591100,69.27
"2012-10-19",72.11,72.24,71.73,71.86,18391000,68.64
"2012-10-22",71.79,72.29,71.33,71.78,14033400,68.56
"2012-10-23",71.17,71.53,70.53,70.89,11086000,67.71
"2012-10-24",70.99,71.2,70.67,70.74,8572000,67.57
"2012-10-25",71.01,71.56,70.99,71.14,9672700,67.95
"2012-10-26",71,71.32,70.56,70.9,8965200,67.72
"2012-10-31",71.11,71.25,70.48,70.82,9950600,67.64
"2012-11-01",71.1,71.9,70.83,71.5,11226000,68.29
"2012-11-02",71.7,71.7,70.83,70.9,7946700,67.72
"2012-11-05",70.86,71,70.47,70.79,6874500,67.61
"2012-11-06",71,71.62,70.89,71.01,7927500,67.82
"2012-11-07",70.69,70.99,69.7,70.34,12719700,67.18
"2012-11-08",70.15,70.42,69.65,69.65,12652100,66.53
"2012-11-09",69.56,70.26,69.43,69.87,10511700,66.74
"2012-11-12",69.79,70.05,69.31,69.68,9761000,66.55
"2012-11-13",69.52,70.11,69.4,69.51,8244500,66.39
"2012-11-14",69.63,69.76,69.03,69.27,10470700,66.16
"2012-11-15",68.99,69.2,68.72,69.07,11803600,65.97
"2012-11-16",68.87,69.27,68.51,69.19,14272300,66.09
"2012-11-19",69.54,69.81,69.04,69.25,12337400,66.14
"2012-11-20",69.26,69.71,69.14,69.67,9859500,66.54
"2012-11-21",69.63,69.88,69.45,69.59,7639900,66.47
"2012-11-23",69.08,69.56,68.95,69.56,5450100,67.03
"2012-11-26",69.12,69.5,68.82,69.09,9884800,66.57
"2012-11-27",69.01,69.15,68.73,68.81,8763200,66.3
"2012-11-28",68.71,69.38,68.6,69.29,9983200,66.77
"2012-11-29",69.47,69.56,69.05,69.22,9853400,66.7
"2012-11-30",69.39,69.92,69.18,69.73,13480700,67.19
"2012-12-03",69.8,69.92,69.36,69.65,9928900,67.11
"2012-12-04",69.58,70.49,69.45,69.86,14278100,67.32
"2012-12-05",69.93,70.29,69.58,69.97,11037100,67.42
"2012-12-06",70.34,70.34,69.8,70.05,9459200,67.5
"2012-12-07",70.04,70.52,69.86,70.45,10021300,67.88
"2012-12-10",70.26,70.8,70.26,70.6,9700300,68.03
"2012-12-11",70.93,71.62,70.75,71.1,14933700,68.51
"2012-12-12",71.21,71.37,70.85,70.96,11783300,68.38
"2012-12-13",70.9,71,70.62,70.75,8838900,68.17
"2012-12-14",70.62,70.86,70.49,70.69,10263600,68.12
"2012-12-17",70.84,71.18,70.78,70.94,14317200,68.36
"2012-12-18",71.06,71.1,70.5,70.95,16352400,68.37
"2012-12-19",70.91,71.31,70.63,70.63,11865600,68.06
"2012-12-20",70.74,70.9,70.49,70.75,11775800,68.17
"2012-12-21",70.56,70.75,70.06,70.27,22142300,67.71
"2012-12-24",70.32,70.4,69.94,70.02,5006500,67.47
"2012-12-26",69.95,70.36,69.88,70.17,7737300,67.62
"2012-12-27",70.13,70.4,69.8,70.09,10700400,67.54
"2012-12-28",69.84,70.07,69.42,69.48,9691100,66.95
"2012-12-31",69.24,70.11,69.18,70.1,12770000,67.55
"2013-01-02",71.02,71.02,70.3,70.84,12874200,68.26
"2013-01-03",70.98,71,70.45,70.74,9598300,68.16
"2013-01-04",71.24,71.73,71.01,71.55,11631800,68.94
"2013-01-07",71.5,71.53,71.19,71.4,7548800,68.8
"2013-01-08",71.31,71.65,71.25,71.41,9825300,68.81
"2013-01-09",71.64,71.85,71.5,71.73,7672800,69.12
"2013-01-10",71.81,72.38,71.74,72.19,11888500,69.56
"2013-01-11",72.19,72.58,72.16,72.35,7766700,69.72
"2013-01-14",72.6,72.79,72.37,72.56,7386000,69.92
"2013-01-15",72.25,72.44,72,72.37,7795100,69.74
"2013-01-16",72.26,72.82,72.25,72.58,8779900,69.94
"2013-01-17",72.88,73.01,72.37,72.9,10570100,70.25
"2013-01-18",72.9,73.23,72.79,73.23,13558600,70.56
"2013-01-22",72.92,73.21,72.42,72.69,11469800,70.04
"2013-01-23",72.52,72.91,72.47,72.85,10155100,70.2
"2013-01-24",72.96,73.23,72.84,73.1,9369700,70.44
"2013-01-25",73.13,73.93,73.06,73.92,10421500,71.23
"2013-01-28",73.96,74,73.43,73.62,9420900,70.94
"2013-01-29",73.67,74.62,73.64,74.41,12386500,71.7
"2013-01-30",74.45,74.8,74.01,74.09,9245500,71.39
"2013-01-31",74.08,74.36,73.78,73.92,10448700,71.23
"2013-02-01",74.14,74.42,74.08,74.18,10016300,71.48
"2013-02-04",73.56,74.25,73.56,74.11,9200700,71.41
"2013-02-05",74.49,74.82,74.47,74.66,10230800,71.94
"2013-02-06",74.57,75.39,74.52,75.39,12084000,72.65
"2013-02-07",74.82,75.2,74.68,75.06,9798200,72.33
"2013-02-08",75.17,75.61,74.73,75.48,8153300,72.73
"2013-02-11",75.28,75.5,75.05,75.41,5697100,72.66
"2013-02-12",75.42,75.86,75.42,75.8,7598900,73.04
"2013-02-13",75.79,75.87,75.37,75.66,8014800,72.91
"2013-02-14",75.5,76.09,75.38,75.81,9681800,73.05
"2013-02-15",75.72,76.16,75.51,76.16,10528400,73.39
"2013-02-19",76.03,77,75.96,76.96,9747400,74.16
"2013-02-20",76.79,76.97,76.54,76.65,7857500,73.86
"2013-02-21",76.47,77.02,76.38,76.87,9465700,74.07
"2013-02-22",76.39,76.49,75.97,76.25,8571500,74.06
"2013-02-25",76.47,76.66,75.57,75.57,10603300,73.4
"2013-02-26",75.88,76.34,75.5,75.75,10742100,73.58
"2013-02-27",75.68,76.45,75.6,76.32,8180300,74.13
"2013-02-28",76.23,76.49,76.11,76.11,11806300,73.93
"2013-03-01",75.79,76.77,75.73,76.7,9528300,74.5
"2013-03-04",76.73,77.28,76.73,77.2,12628000,74.98
"2013-03-05",77.56,77.71,77.44,77.66,9399400,75.43
"2013-03-06",77.69,77.74,77.22,77.39,8535200,75.17
"2013-03-07",77.62,77.96,77.59,77.75,7996500,75.52
"2013-03-08",77.84,78.22,77.7,78.19,8554100,75.95
"2013-03-11",77.92,78.52,77.84,78.44,8807600,76.19
"2013-03-12",78.5,78.69,78.21,78.56,8790500,76.31
"2013-03-13",78.52,78.67,78.2,78.55,7983400,76.3
"2013-03-14",78.67,79.1,78.49,79.1,10130400,76.83
"2013-03-15",78.62,79.24,78.62,79.19,18296500,76.92
"2013-03-18",78.72,79.19,78.7,78.81,8005400,76.55
"2013-03-19",78.98,79.09,78.5,78.86,7095800,76.6
"2013-03-20",79.18,79.61,79.17,79.45,8000800,77.17
"2013-03-21",79.12,79.5,78.77,79.01,8436300,76.74
"2013-03-22",79.11,79.74,79.02,79.74,6873100,77.45
"2013-03-25",79.83,79.94,79.47,79.68,9616600,77.39
"2013-03-26",79.93,80.88,79.85,80.85,12682900,78.53
"2013-03-27",80.56,81.35,80.27,81.27,10703400,78.94
"2013-03-28",81.37,81.59,80.95,81.53,11332100,79.19
"2013-04-01",81.39,81.96,81.28,81.93,7376800,79.58
"2013-04-02",82,82.69,81.9,82.69,10342200,80.32
"2013-04-03",82.74,82.95,81.57,82.07,12254000,79.71
"2013-04-04",82.2,82.72,81.93,82.41,10303000,80.04
"2013-04-05",81.79,82.11,81.62,82.04,8581400,79.69
"2013-04-08",81.27,81.39,80.31,81.11,15828500,78.78
"2013-04-09",81.26,81.75,81.24,81.52,9111000,79.18
"2013-04-10",81.83,82.2,81.74,82.02,7583200,79.67
"2013-04-11",82.14,82.96,82.08,82.32,9882700,79.96
"2013-04-12",82.25,82.74,82.17,82.74,6987000,80.37
"2013-04-15",82.72,83.09,81.71,81.71,12385800,79.36
"2013-04-16",82.33,83.54,82.07,83.44,12620000,81.05
"2013-04-17",83.36,84.43,83.29,83.9,13693300,81.49
"2013-04-18",83.96,84.3,83.03,83.18,9921500,80.79
"2013-04-19",83.51,84.57,83.47,84.49,10787600,82.06
"2013-04-22",84.59,84.93,84.2,84.83,6989900,82.4
"2013-04-23",84.99,85.68,84,85.45,8982100,83
"2013-04-24",85.68,85.74,84.28,84.39,9480600,81.97
"2013-04-25",84.54,85.44,84.34,85.22,8689400,82.77
"2013-04-26",85.3,85.49,84.81,85.12,6784700,82.68
"2013-04-29",85.02,85.89,84.91,85.58,8038000,83.12
"2013-04-30",85.39,85.7,84.89,85.23,12099600,82.78
"2013-05-01",84.5,85.13,83.88,84.23,12312100,81.81
"2013-05-02",84.44,85.21,84.17,85.16,8668900,82.72
"2013-05-03",85.58,85.99,85.45,85.75,9213800,83.29
"2013-05-06",85.78,85.78,84.55,84.68,8815600,82.25
"2013-05-07",84.87,85.57,84.63,85.53,9061800,83.08
"2013-05-08",85.48,85.6,84.93,85.46,8044600,83.01
"2013-05-09",85.45,85.69,84.96,85.15,8342000,82.71
"2013-05-10",85.29,85.76,85.18,85.76,7594800,83.3
"2013-05-13",85.56,86.07,85.44,85.85,6631500,83.39
"2013-05-14",85.76,87.08,85.76,86.97,10360700,84.47
"2013-05-15",86.94,87.88,86.94,87.64,13444400,85.12
"2013-05-16",87.33,87.77,87.06,87.45,9441900,84.94
"2013-05-17",87.47,88.2,87.41,88.09,11437700,85.56
"2013-05-20",88.1,88.2,87.81,88.01,7235800,85.48
"2013-05-21",87.94,88.64,87.79,88.59,10099600,86.05
"2013-05-22",88.7,89.99,88.2,88.46,13825900,85.92
"2013-05-23",87.11,87.97,87,87.21,14446900,85.34
"2013-05-24",86.8,87.03,86.49,86.82,10390100,84.96
"2013-05-28",87.54,88.29,87.27,87.61,8380200,85.74
"2013-05-29",87.08,87.16,85.14,85.65,11872100,83.82
"2013-05-30",85.71,86.31,85.68,85.99,7801200,84.15
"2013-05-31",85.68,85.99,84.18,84.18,13302700,82.38
"2013-06-03",84.28,84.71,83.37,84.71,11768500,82.9
"2013-06-04",84.72,85.03,83.56,84.1,9972000,82.3
"2013-06-05",83.91,85,83.48,83.68,9839100,81.89
"2013-06-06",83.59,84.46,82.65,84.46,10671000,82.65
"2013-06-07",84.96,85.18,84.4,84.91,8907700,83.09
"2013-06-10",85.01,85.71,84.73,85.14,8477100,83.32
"2013-06-11",84.76,85.02,84.13,84.69,8967000,82.88
"2013-06-12",85.18,85.5,83.7,83.74,8413200,81.95
"2013-06-13",83.6,84.96,83.08,84.91,8570000,83.09
"2013-06-14",84.71,85.48,84.66,84.91,6357100,83.09
"2013-06-17",85.37,86.4,84.98,85.63,8429100,83.8
"2013-06-18",85.75,86.44,85.63,86.36,7233600,84.51
"2013-06-19",86.43,86.5,84.8,84.86,8288400,83.04
"2013-06-20",84.21,84.45,82.12,82.62,15172600,80.85
"2013-06-21",83,84.32,82.5,83.2,20715800,81.42
"2013-06-24",82.92,85.31,82.81,84.61,14777500,82.8
"2013-06-25",85.16,85.59,84.54,85.35,11239400,83.52
"2013-06-26",85.95,87.32,85.94,86.99,11966500,85.13
"2013-06-27",87.53,87.82,86.49,86.71,8890300,84.85
"2013-06-28",86.72,87.38,85.85,85.86,11896300,84.02
"2013-07-01",85.72,87.64,85.5,86.63,9905200,84.78
"2013-07-02",86.65,87.2,86.21,86.57,8572100,84.72
"2013-07-03",86.54,87.04,86.1,86.78,3599900,84.92
"2013-07-05",87.58,87.88,86.92,87.87,5403600,85.99
"2013-07-08",88.09,88.99,87.97,88.59,12051400,86.69
"2013-07-09",88.65,89.08,88.36,88.88,9348600,86.98
"2013-07-10",88.88,89.48,88.81,89.24,7067100,87.33
"2013-07-11",89.81,89.93,89,89.67,8941300,87.75
"2013-07-12",89.69,89.99,89.38,89.99,7590600,88.06
"2013-07-15",89.91,90.81,89.76,90.4,13343200,88.47
"2013-07-16",91.04,91.66,90.13,90.4,11409200,88.47
"2013-07-17",90.58,90.97,89.88,90.13,12832200,88.2
"2013-07-18",90.33,90.95,90.06,90.17,8329300,88.24
"2013-07-19",90.24,92.27,90.05,92.23,12506300,90.26
"2013-07-22",92.08,92.56,91.61,92.28,9916200,90.31
"2013-07-23",92.39,92.86,92.11,92.42,8467700,90.44
"2013-07-24",92.65,92.66,91.75,92.36,6846300,90.38
"2013-07-25",92,92.75,91.75,92.57,7368000,90.59
"2013-07-26",92.32,92.93,91.65,92.83,8663700,90.84
"2013-07-29",92.63,93.39,92.61,93.21,7925000,91.22
"2013-07-30",93.47,93.97,93.02,93.17,8863000,91.18
"2013-07-31",93.23,94.42,93.19,93.5,11365700,91.5
"2013-08-01",94.16,94.4,93.7,93.77,11098600,91.76
"2013-08-02",93.56,94.39,93.45,94.39,8503100,92.37
"2013-08-05",94.05,94.3,93.43,93.8,7192400,91.79
"2013-08-06",93.88,93.94,93.5,93.81,6415000,91.8
"2013-08-07",93.6,94.03,93.47,93.66,9056900,91.66
"2013-08-08",94.27,94.37,92.71,93.34,11090000,91.34
"2013-08-09",93.39,93.39,91.78,92.36,12135800,90.38
"2013-08-12",92.08,92.77,91.75,92,11012300,90.03
"2013-08-13",91.89,93.35,91.76,93.01,10099800,91.02
"2013-08-14",92.79,92.95,90.51,90.7,12716800,88.76
"2013-08-15",90.32,90.41,89.09,89.55,12010700,87.63
"2013-08-16",89.13,89.8,88.77,89.37,14100700,87.46
"2013-08-19",89.47,91.25,89.35,90.45,8687000,88.51
"2013-08-20",90.55,91.65,89.73,89.73,8559200,87.81
"2013-08-21",89.47,89.63,88.68,88.8,7940700,86.9
"2013-08-22",88.76,89.03,88.12,88.26,7191900,86.37
"2013-08-23",87.93,88.44,87.21,88.41,7714900,87.17
"2013-08-26",88.36,88.48,87.39,87.53,6724500,86.3
"2013-08-27",86.97,87.08,85.96,86.17,9941200,84.96
"2013-08-28",86.36,86.91,85.88,86.53,8829200,85.32
"2013-08-29",86.41,87.14,85.99,86.57,5768800,85.36
"2013-08-30",86.78,86.78,85.85,86.41,7471300,85.2
"2013-09-03",86.89,87.3,86.03,86.42,7590500,85.21
"2013-09-04",86.46,87.25,86.25,86.9,8458800,85.68
"2013-09-05",87,87.17,86.62,87.04,5647900,85.82
"2013-09-06",87.22,87.92,86,87.16,10034900,85.94
"2013-09-09",87.39,87.6,87.01,87.56,6819700,86.33
"2013-09-10",88.14,88.58,87.85,88.53,8658700,87.29
"2013-09-11",88.63,89.27,88.14,89.23,8098100,87.98
"2013-09-12",89.3,89.57,88.88,89.01,7938500,87.76
"2013-09-13",89.13,89.25,88.2,88.57,7738600,87.33
"2013-09-16",89.43,89.57,88.83,89.03,7563700,87.78
"2013-09-17",89.05,89.22,88.58,89.06,6291100,87.81
"2013-09-18",88.91,89.91,88.3,89.91,10115500,88.65
"2013-09-19",90.05,90.2,89.79,90.07,6721000,88.81
"2013-09-20",90.2,90.72,89.68,89.68,14708600,88.42
"2013-09-23",89.43,89.75,88.81,89.09,7376200,87.84
"2013-09-24",89.02,89.2,88.15,88.22,7797500,86.98
"2013-09-25",88.42,88.47,87.07,87.08,7493200,85.86
"2013-09-26",87.28,87.7,86.72,87.07,6400600,85.85
"2013-09-27",86.81,86.94,86.44,86.73,5461100,85.51
"2013-09-30",86.33,86.95,86.15,86.69,7962300,85.47
"2013-10-01",86.59,87.49,86.26,87.47,6318700,86.24
"2013-10-02",87.13,87.29,86.44,87.29,6383400,86.07
"2013-10-03",87.19,87.4,86.28,86.58,7724600,85.37
"2013-10-04",86.82,87.42,86.56,87.31,6050000,86.09
"2013-10-07",86.7,86.98,86.29,86.59,5705200,85.38
"2013-10-08",86.62,86.74,85.57,85.61,8669800,84.41
"2013-10-09",85.93,86.23,85.5,85.96,8014200,84.75
"2013-10-10",86.72,87.78,86.7,87.78,8647900,86.55
"2013-10-11",88.62,89.48,88.02,89.45,8449800,88.2
"2013-10-14",88.83,89.89,88.63,89.8,9198600,88.54
"2013-10-15",90.33,91.46,89.93,89.93,11024000,88.67
"2013-10-16",90.42,91.17,90.16,91.11,8116000,89.83
"2013-10-17",90.87,92,90.77,91.97,8569600,90.68
"2013-10-18",91.75,92.05,91.14,91.63,9082600,90.34
"2013-10-21",91.63,91.63,90.77,91.2,6940500,89.92
"2013-10-22",91.53,92.56,91.5,92.36,9635500,91.06
"2013-10-23",92.07,92.43,91.52,92.1,6449600,90.81
"2013-10-24",92.65,92.99,92.14,92.35,5251000,91.05
"2013-10-25",92.04,92.27,91.78,92.09,6076000,90.8
"2013-10-28",91.96,92.8,91.92,92.39,6551000,91.09
"2013-10-29",92.8,93.18,92.58,93.14,6096700,91.83
"2013-10-30",93.27,93.45,92.65,92.79,6295400,91.49
"2013-10-31",92.85,93.35,92.32,92.61,7773900,91.31
"2013-11-01",92.38,93.58,92.38,93.37,6835900,92.06
"2013-11-04",93.46,93.5,92.43,93.03,6862500,91.73
"2013-11-05",92.54,92.95,92.28,92.81,5350600,91.51
"2013-11-06",93.03,93.2,92.72,93.04,5301300,91.73
"2013-11-07",93.19,93.35,92.69,92.69,6116900,91.39
"2013-11-08",92.63,94.1,92.56,94.05,7229500,92.73
"2013-11-11",93.97,94.64,93.94,94.29,4723100,92.97
"2013-11-12",93.98,94.09,93,93.56,7639600,92.25
"2013-11-13",93.36,93.45,92.32,93.34,8954300,92.03
"2013-11-14",93.4,94.14,93.4,93.92,7045700,92.6
"2013-11-15",93.63,94.4,93.55,94.39,7063000,93.07
"2013-11-18",94.36,94.6,94.01,94.3,8492000,92.98
"2013-11-19",94.27,94.92,94,94.86,6624200,93.53
"2013-11-20",94.94,95.47,94.66,95.15,7076500,93.82
"2013-11-21",95.46,95.75,95.05,95.2,6896200,93.86
"2013-11-22",94.39,95.58,94.39,95.25,6462100,94.57
"2013-11-25",95.49,95.99,95.08,95.63,6374600,94.95
"2013-11-26",95.58,95.87,94.97,95.06,7267600,94.38
"2013-11-27",95.34,95.37,94.61,94.98,4603800,94.3
"2013-11-29",95.23,95.5,94.43,94.66,4106800,93.98
"2013-12-02",94.41,94.66,93.97,94.28,5827400,93.61
"2013-12-03",94.2,94.56,93.51,93.97,9061100,93.3
"2013-12-04",93.76,94.25,93.13,93.63,6201800,92.96
"2013-12-05",93.42,93.63,92.66,92.97,8666200,92.31
"2013-12-06",93.6,94.48,93.42,94.44,7280400,93.77
"2013-12-09",94.3,94.48,93.7,94.44,6974500,93.77
"2013-12-10",94.58,94.79,93.96,94.14,7576600,93.47
"2013-12-11",94.4,94.45,93.03,93.11,9424300,92.44
"2013-12-12",92.84,92.86,91.07,91.16,12285700,90.51
"2013-12-13",91.46,91.86,91.08,91.35,7909000,90.7
