"","ROK.Open","ROK.High","ROK.Low","ROK.Close","ROK.Volume","ROK.Adjusted"
"2012-03-22",81.05,81.05,79.25,80.42,720600,76.9
"2012-03-23",80.39,80.61,79.37,80.29,548500,76.78
"2012-03-26",80.85,81.58,80.73,81.47,1055300,77.91
"2012-03-27",81.97,82.18,80.63,80.76,1008800,77.23
"2012-03-28",80.79,80.92,78.36,79.42,1152900,75.95
"2012-03-29",78.82,79.97,78.62,79.83,963500,76.34
"2012-03-30",80.37,80.5,79.51,79.7,914500,76.21
"2012-04-02",79.72,80.67,78.93,80.12,843300,76.62
"2012-04-03",79.81,80.01,78.45,79.16,1153000,75.7
"2012-04-04",78.26,78.5,77.74,78.11,1407400,74.69
"2012-04-05",77.71,79.34,77.67,79.27,1135800,75.8
"2012-04-09",77.72,78.17,76.64,77.26,941900,73.88
"2012-04-10",76.86,77.5,76.05,76.2,1782800,72.87
"2012-04-11",77.24,77.71,76.63,77.12,1013800,73.75
"2012-04-12",77.39,80.25,77.02,80.18,1791300,76.67
"2012-04-13",79.51,79.59,77.49,77.5,1775700,74.11
"2012-04-16",78.14,78.8,77.41,78.03,829500,74.62
"2012-04-17",78.77,80.17,78.68,79.81,1331600,76.32
"2012-04-18",79.29,79.43,78.55,78.59,949800,75.15
"2012-04-19",78.43,79.24,77.65,78.15,1414600,74.73
"2012-04-20",78.43,79.53,78.09,78.33,2061900,74.9
"2012-04-23",77.62,77.62,75.32,76.12,2546900,72.79
"2012-04-24",76.43,78.03,75.8,77.4,1476600,74.01
"2012-04-25",74.3,76.19,74,75.52,4165600,72.22
"2012-04-26",75.95,77.9,75.61,77.5,1779800,74.11
"2012-04-27",78.02,79.01,77.62,78.19,1184400,74.77
"2012-04-30",77.8,78.07,77.04,77.34,839600,73.96
"2012-05-01",77.27,79.45,76.24,78.13,1603500,74.71
"2012-05-02",77.37,78.39,77.08,78.24,809300,74.82
"2012-05-03",78.53,79,77.97,78.43,1507000,75
"2012-05-04",77.95,78.08,76.72,76.91,957800,73.55
"2012-05-07",76.8,77.38,76.73,76.84,999700,73.48
"2012-05-08",76.36,78.25,76.19,77.99,1645100,74.58
"2012-05-09",76.72,78.18,76.56,77.55,1262500,74.16
"2012-05-10",77.88,78.39,76.55,77.18,900400,74.21
"2012-05-11",76.71,78.67,76.53,77.52,801500,74.54
"2012-05-14",76.48,77.52,75.54,76.67,867200,73.72
"2012-05-15",76.73,76.99,75.57,75.76,1007200,72.85
"2012-05-16",76.15,77.37,74.89,74.95,1159100,72.07
"2012-05-17",75.14,75.59,72.06,72.1,1626600,69.33
"2012-05-18",72.4,72.78,71.08,71.33,1538900,68.59
"2012-05-21",71.64,74.37,71.4,73.82,1752500,70.98
"2012-05-22",74.16,76.02,74.13,75.66,1587700,72.75
"2012-05-23",74.82,76.12,73.98,75.89,1213600,72.97
"2012-05-24",76.73,77.26,75.37,75.96,1171100,73.04
"2012-05-25",75.84,76.27,75.06,75.33,762300,72.43
"2012-05-29",76.03,77.66,76.03,77.22,1002200,74.25
"2012-05-30",76.14,76.14,74.16,74.86,1378200,71.98
"2012-05-31",74.53,74.76,71.2,72.51,1926400,69.72
"2012-06-01",71.01,71.01,68.19,68.8,2541300,66.15
"2012-06-04",68.69,69.01,65.99,66.92,2228600,64.35
"2012-06-05",66.46,67.33,65.73,67.22,1517800,64.63
"2012-06-06",68.1,69.14,67.75,69.09,1092000,66.43
"2012-06-07",70.22,71.21,69.01,69.16,1565200,66.5
"2012-06-08",70.07,70.34,68.06,69.87,1537600,67.18
"2012-06-11",70.97,71.39,68.65,68.76,1020500,66.12
"2012-06-12",69.16,70.13,68.6,70.1,974200,67.4
"2012-06-13",69.5,69.88,68.66,68.99,1052400,66.34
"2012-06-14",68.97,69.49,68.23,68.76,1218200,66.12
"2012-06-15",68.84,69.21,67.96,69.19,1124100,66.53
"2012-06-18",68.41,69.37,68.18,68.94,946700,66.29
"2012-06-19",69.12,70.18,69.12,69.53,997500,66.86
"2012-06-20",69.51,69.88,68.37,69,1182100,66.35
"2012-06-21",69.04,69.63,66.67,66.78,1643900,64.21
"2012-06-22",67.13,67.27,64.89,65.58,2751900,63.06
"2012-06-25",64.47,65.09,64.07,64.87,1164100,62.37
"2012-06-26",64.98,65.13,62.89,64.04,2397400,61.58
"2012-06-27",64.16,64.52,63.67,64.3,1525600,61.83
"2012-06-28",63.33,64.02,62.41,63.06,1278700,60.63
"2012-06-29",64.9,66.08,64.36,66.06,1489700,63.52
"2012-07-02",65.45,65.91,63.64,64.46,2378300,61.98
"2012-07-03",64.53,65.21,64.33,65.09,720500,62.59
"2012-07-05",64.89,65.83,64.4,65.44,924300,62.92
"2012-07-06",64.54,65.27,64.18,65.19,1404600,62.68
"2012-07-09",64.13,65.09,64.13,65,1747700,62.5
"2012-07-10",64.83,65.34,62.92,63.29,2075800,60.86
"2012-07-11",63.49,64.2,62.93,63.3,2235000,60.87
"2012-07-12",62.79,62.79,61.2,61.52,2433100,59.15
"2012-07-13",61.8,63.03,61.69,62.84,1354200,60.42
"2012-07-16",62.42,62.68,61.32,62.42,1347200,60.02
"2012-07-17",62.66,62.75,61.58,62.01,1656300,59.62
"2012-07-18",61.96,66.2,61.74,65.68,2188100,63.15
"2012-07-19",65.6,66.37,64.81,65.9,1211900,63.37
"2012-07-20",65.12,65.5,64.64,64.9,1042000,62.4
"2012-07-23",63.51,66.56,63.21,65.87,2648700,63.34
"2012-07-24",65.7,65.79,64.1,65.15,2205800,62.64
"2012-07-25",65.25,65.73,62.28,62.97,3198700,60.55
"2012-07-26",63.45,65.03,62.76,64.8,2899600,62.31
"2012-07-27",65.29,68.3,65.29,67.9,2014800,65.29
"2012-07-30",67.9,69.22,67.77,68.5,1881500,65.87
"2012-07-31",68.42,68.87,66.92,67.36,1768600,64.77
"2012-08-01",67.36,67.56,66.01,66.2,1594500,63.65
"2012-08-02",65.51,66.87,65.36,66.53,1060700,63.97
"2012-08-03",68.13,69.61,68.13,68.91,986500,66.26
"2012-08-06",69.4,69.92,69.11,69.18,1082800,66.52
"2012-08-07",69.1,71.31,68.87,70.64,1182300,67.92
"2012-08-08",70.29,71.07,69.62,70.29,974500,67.59
"2012-08-09",70.07,71.5,70,71.07,2251000,68.8
"2012-08-10",70.41,71.03,70.41,71.01,1002600,68.74
"2012-08-13",70.99,71.54,70.35,71.52,971900,69.23
"2012-08-14",71.88,72.81,71.61,72,1397500,69.7
"2012-08-15",71.96,72.57,71.26,71.44,1357400,69.15
"2012-08-16",71.47,73.01,71.36,72.86,1238900,70.53
"2012-08-17",72.89,73.98,72.61,73.72,1228000,71.36
"2012-08-20",73.61,73.63,71.97,72.83,917100,70.5
"2012-08-21",73.12,73.57,72.07,72.3,1326100,69.99
"2012-08-22",72.29,72.29,71.28,71.61,977100,69.32
"2012-08-23",71.39,72.2,71.17,72.06,1336500,69.75
"2012-08-24",71.82,72.4,71.48,72.29,954300,69.98
"2012-08-27",72.47,72.6,71.86,72.22,987000,69.91
"2012-08-28",71.83,72.67,71.83,72.08,1076600,69.77
"2012-08-29",71.99,72.48,71.75,72.2,868900,69.89
"2012-08-30",71.51,72.18,71.1,71.55,760900,69.26
"2012-08-31",72.28,72.84,71.48,72.06,705100,69.75
"2012-09-04",72.03,72.1,70.38,71.55,989500,69.26
"2012-09-05",71.5,71.7,70.44,70.68,922300,68.42
"2012-09-06",70.95,72.11,70.29,71.61,1383700,69.32
"2012-09-07",71.99,73.31,71.96,73.21,710700,70.87
"2012-09-10",73.35,73.53,72.44,72.44,644300,70.12
"2012-09-11",72.46,72.46,70.4,70.83,1572300,68.56
"2012-09-12",70.57,71.25,70.07,70.26,1103400,68.01
"2012-09-13",70.05,71,68.25,69.96,2605400,67.72
"2012-09-14",70.07,71.24,70.02,70.81,1601900,68.54
"2012-09-17",70.45,71,70.11,70.66,711800,68.4
"2012-09-18",70.64,71.02,70.25,70.83,704100,68.56
"2012-09-19",70.78,72.16,70.66,72.01,1162000,69.71
"2012-09-20",71.5,72.37,70.39,72.31,1229800,70
"2012-09-21",72.74,73.2,71.61,71.82,1391600,69.52
"2012-09-24",72,72.66,70.93,72.34,1011400,70.03
"2012-09-25",72.12,72.31,69.82,69.91,1551800,67.67
"2012-09-26",70.04,70.11,68.18,68.77,1463300,66.57
"2012-09-27",69.04,69.28,68.12,69.08,1413700,66.87
"2012-09-28",68.57,70.14,68.35,69.55,1707000,67.32
"2012-10-01",69.55,70.83,69.18,69.38,1198900,67.16
"2012-10-02",69.49,69.66,68.56,69.14,942100,66.93
"2012-10-03",69.54,69.8,68.65,69.22,941800,67.01
"2012-10-04",69.54,70.81,69.37,70.43,999200,68.18
"2012-10-05",70.97,72,70.32,70.77,893900,68.51
"2012-10-08",70.23,70.93,70.05,70.34,506600,68.09
"2012-10-09",70.28,70.56,69.5,70.12,1317400,67.88
"2012-10-10",69.67,69.68,68.5,69.18,1435000,66.97
"2012-10-11",69.84,69.93,69.2,69.3,849900,67.08
"2012-10-12",69.88,70.75,69.47,69.73,978400,67.5
"2012-10-15",70.03,70.32,69.35,70.11,744600,67.87
"2012-10-16",70.44,71.35,70.2,70.72,928200,68.46
"2012-10-17",70.97,72.46,70.84,72.29,761400,69.98
"2012-10-18",71.78,72.84,71.6,72.62,735700,70.3
"2012-10-19",71.81,71.99,69.62,69.92,1368600,67.68
"2012-10-22",69.16,70.32,69.08,70.28,1049900,68.03
"2012-10-23",69.1,69.58,68.5,69.41,1434400,67.19
"2012-10-24",69.72,69.72,68.3,68.73,1369200,66.53
"2012-10-25",69.51,69.79,68.32,68.9,1166300,66.7
"2012-10-26",68.93,69.75,68.63,69.36,1344400,67.14
"2012-10-31",69.5,71.14,69.26,71.06,1093100,68.79
"2012-11-01",71.04,74.95,70.91,74.87,2826400,72.47
"2012-11-02",76.6,77.42,74.82,75.51,2391500,73.09
"2012-11-05",75.83,79.1,75.76,78.02,2594800,75.52
"2012-11-06",78.5,79.56,78.04,78.92,1660100,76.4
"2012-11-07",77.48,78.57,77.16,77.78,1252300,75.29
"2012-11-08",77.27,77.96,76.33,76.33,871400,74.34
"2012-11-09",76.23,77.57,76.23,77.12,969400,75.11
"2012-11-12",77.13,77.83,76.39,77.46,862000,75.44
"2012-11-13",76.74,78.96,76.64,78.22,1717400,76.18
"2012-11-14",78.31,78.4,75.71,75.94,1875300,73.96
"2012-11-15",76.35,77.33,75.82,76.29,1301900,74.3
"2012-11-16",76.41,76.69,75.67,76.42,933600,74.42
"2012-11-19",77.48,78.03,77.18,77.89,697100,75.86
"2012-11-20",77.65,78.06,77.3,77.93,737900,75.9
"2012-11-21",77.79,78.05,77.36,77.4,826800,75.38
"2012-11-23",77.69,78.47,77.52,78.39,683700,76.34
"2012-11-26",78.06,79.21,77.88,78.73,1406900,76.67
"2012-11-27",78.68,79.68,78.39,78.49,1019700,76.44
"2012-11-28",78.17,79.19,77.72,79,772500,76.94
"2012-11-29",79.26,79.59,78.4,79,915800,76.94
"2012-11-30",79.12,79.59,78.95,79.24,892700,77.17
"2012-12-03",79.74,79.97,78.33,78.35,838900,76.3
"2012-12-04",77.78,78.99,76.96,78.95,1003200,76.89
"2012-12-05",79,80.54,78.73,80.39,1408200,78.29
"2012-12-06",80.16,80.57,79.33,80.11,859300,78.02
"2012-12-07",80.36,80.52,79.51,80.39,859800,78.29
"2012-12-10",79.94,80.67,79.83,80.43,924900,78.33
"2012-12-11",80.96,81.74,80.6,81.29,1225900,79.17
"2012-12-12",81.63,82.5,81.54,82.1,1592900,79.96
"2012-12-13",81.99,82.44,81.53,82.01,1398600,79.87
"2012-12-14",81.85,82.51,81.83,82.25,1008500,80.1
"2012-12-17",82.52,82.74,81.85,82.59,1220300,80.43
"2012-12-18",82.64,84.45,82.56,84.42,1480700,82.22
"2012-12-19",84.78,84.8,83.59,83.59,841300,81.41
"2012-12-20",83.57,83.68,82.75,82.95,1146500,80.78
"2012-12-21",81.52,83.04,81.26,83.01,1852700,80.84
"2012-12-24",82.82,83.35,82.68,82.96,279600,80.79
"2012-12-26",83.15,83.43,82.53,82.64,418500,80.48
"2012-12-27",82.66,82.94,81.85,82.74,559000,80.58
"2012-12-28",82.03,82.86,81.93,82.02,479200,79.88
"2012-12-31",81.97,84.05,81.79,83.99,1116100,81.8
"2013-01-02",85.31,86.5,84.98,86.09,1572200,83.84
"2013-01-03",86.01,86.85,85.75,86.19,1201700,83.94
"2013-01-04",86.55,87.49,86.49,87.29,1013500,85.01
"2013-01-07",86.57,87.26,86.36,86.93,946800,84.66
"2013-01-08",85.89,86.23,84.51,84.91,1770600,82.69
"2013-01-09",85.4,86.58,85.13,86.15,856100,83.9
"2013-01-10",86.83,86.96,85.2,86.4,1003900,84.14
"2013-01-11",86.61,86.64,85.51,85.88,1038900,83.64
"2013-01-14",85.99,85.99,85.1,85.72,397800,83.48
"2013-01-15",85.33,85.97,84.95,85.53,703700,83.3
"2013-01-16",85.28,85.54,84.99,85.5,448200,83.27
"2013-01-17",86,87.31,85.66,87.07,1350900,84.8
"2013-01-18",87.32,87.76,86.82,87.74,1013500,85.45
"2013-01-22",87.39,88.45,87.03,88.45,835400,86.14
"2013-01-23",88.04,89.89,87.93,89.41,1449800,87.08
"2013-01-24",89.46,90.08,89.01,89.15,1424200,86.82
"2013-01-25",89.86,90,89.27,89.65,1110300,87.31
"2013-01-28",89.99,90.37,89.2,90.09,835700,87.74
"2013-01-29",89.9,90.21,89.14,89.89,745900,87.54
"2013-01-30",86.69,90.75,86.58,88.12,1838500,85.82
"2013-01-31",87.99,89.45,87.95,89.19,1222200,86.86
"2013-02-01",89.31,91.05,89.05,90.9,1612300,88.53
"2013-02-04",90.21,90.81,89.68,89.97,873700,87.62
"2013-02-05",90.46,91.35,90.43,90.69,888800,88.32
"2013-02-06",90.37,91.27,90.31,90.99,875800,88.61
"2013-02-07",91.14,91.31,89.91,90.52,911400,88.16
"2013-02-08",90.71,91.37,90.59,90.98,752600,88.6
"2013-02-11",90.81,91.16,90.23,90.93,433000,88.56
"2013-02-12",91.14,91.55,90.9,91.34,757800,88.96
"2013-02-13",91.34,91.99,91.32,91.45,720500,89.06
"2013-02-14",89.92,90.88,89.33,90.85,839800,88.94
"2013-02-15",91.01,91.78,90.54,90.76,719400,88.85
"2013-02-19",91.17,91.84,90.55,90.85,1044400,88.94
"2013-02-20",90.98,91.42,89.44,89.55,1136200,87.66
"2013-02-21",89.14,89.34,88.18,88.71,1016300,86.84
"2013-02-22",89.29,90.48,89.29,90.06,938000,88.16
"2013-02-25",90.41,90.72,88.13,88.16,1001500,86.3
"2013-02-26",88.72,89.09,87.57,88.78,776000,86.91
"2013-02-27",88.69,90.74,88.52,90.38,683700,88.48
"2013-02-28",90.42,91.41,89.95,90.34,802300,88.44
"2013-03-01",89.72,90.45,88.38,89.28,985200,87.4
"2013-03-04",88.92,88.96,87.12,88.09,1170200,86.23
"2013-03-05",88.94,90.29,88.93,89.51,1084200,87.62
"2013-03-06",89.95,90.33,89.46,89.66,740600,87.77
"2013-03-07",89.8,90.93,89.77,90.79,674400,88.88
"2013-03-08",90.32,90.77,89.29,90.6,980100,88.69
"2013-03-11",90.28,90.52,89.92,90.06,917000,88.16
"2013-03-12",90,90,88.21,88.54,1188500,86.67
"2013-03-13",88.41,88.96,87.71,88.91,815300,87.04
"2013-03-14",89.2,89.38,88.16,89.37,1058700,87.49
"2013-03-15",89.07,89.37,87.9,88.54,1392300,86.67
"2013-03-18",87.58,88.27,86.97,87.45,846000,85.61
"2013-03-19",87.63,88,86.08,86.71,749500,84.88
"2013-03-20",87.3,87.76,86.43,86.85,1053000,85.02
"2013-03-21",86.89,87.45,85.21,86.16,1517200,84.34
"2013-03-22",86.46,86.63,85.61,85.94,1025200,84.13
"2013-03-25",86.19,86.39,84.57,85.18,902600,83.38
"2013-03-26",85.34,85.57,84.18,84.85,1344600,83.06
"2013-03-27",84.09,85.21,83.58,85.04,1005500,83.25
"2013-03-28",85.32,86.44,84.76,86.35,957500,84.53
"2013-04-01",86.29,86.39,84.58,84.66,616700,82.88
"2013-04-02",85.08,85.26,83.94,84.33,1052200,82.55
"2013-04-03",84.14,84.85,83.13,84.59,1536600,82.81
"2013-04-04",84.75,87.24,84.59,86.95,1839700,85.12
"2013-04-05",85.77,88.26,85.23,87.99,1578600,86.14
"2013-04-08",87.95,88.02,86.07,87.09,1239600,85.25
"2013-04-09",87.13,88.14,86.77,87.57,847800,85.72
"2013-04-10",87.66,88.82,87.29,88.8,841200,86.93
"2013-04-11",88.75,89.79,88.58,88.99,1142900,87.11
"2013-04-12",88.61,88.64,87.43,87.63,735100,85.78
"2013-04-15",86.99,87.02,83.3,83.33,1592200,81.57
"2013-04-16",84.06,84.92,83.51,84.76,976000,82.97
"2013-04-17",83.93,84.01,83.21,83.82,813300,82.05
"2013-04-18",84.03,84.57,82.48,82.87,883400,81.12
"2013-04-19",83.06,83.23,82.25,83.18,917900,81.43
"2013-04-22",83.18,84.38,82.03,84.02,988800,82.25
"2013-04-23",84.23,85.08,83.72,85.04,977100,83.25
"2013-04-24",85.12,88,84.91,86.3,1722800,84.48
"2013-04-25",86.23,87.06,85.11,86.85,1643800,85.02
"2013-04-26",86.9,87.05,84.68,84.87,965200,83.08
"2013-04-29",85.21,85.48,84.47,84.85,714100,83.06
"2013-04-30",84.89,85.35,83.82,84.78,1003800,82.99
"2013-05-01",84.48,84.5,82.21,82.32,1156400,80.58
"2013-05-02",83.06,83.94,82.74,83,1106900,81.25
"2013-05-03",84.32,85.81,84.16,85.09,913600,83.3
"2013-05-06",84.98,86.62,84.61,86.21,842800,84.39
"2013-05-07",86.53,88.1,86.21,87.91,1149200,86.06
"2013-05-08",87.74,88.78,87.4,88.75,702600,86.88
"2013-05-09",87.92,88.79,87.71,87.95,717500,86.6
"2013-05-10",87.96,88.42,87.57,87.92,524800,86.57
"2013-05-13",87.68,88.72,87.53,88.67,883100,87.31
"2013-05-14",88.69,90.14,88.54,89.99,844500,88.61
"2013-05-15",89.57,89.94,88.95,89.65,652300,88.28
"2013-05-16",89.18,90.2,89.17,89.42,714600,88.05
"2013-05-17",89.65,90.96,89.56,90.95,741400,89.56
"2013-05-20",90.61,91.67,90.3,90.91,539400,89.52
"2013-05-21",91.05,91.5,90.12,90.69,549700,89.3
"2013-05-22",90.69,91,87.94,88.59,930700,87.23
"2013-05-23",87.97,88.58,87.49,87.85,794700,86.51
"2013-05-24",87.41,87.72,86.65,87.41,624500,86.07
"2013-05-28",89.34,89.4,87.89,88.54,543800,87.18
"2013-05-29",88.15,89.07,87.9,87.94,467500,86.59
"2013-05-30",88.05,89.4,87.93,88.6,422700,87.24
"2013-05-31",88.21,90.27,87.66,88.02,1069600,86.67
"2013-06-03",88.41,88.76,86.71,88.19,856600,86.84
"2013-06-04",88.3,89.07,87.07,87.49,686400,86.15
"2013-06-05",87.16,87.57,85.45,85.65,597800,84.34
"2013-06-06",85.66,86.18,84.98,85.4,846100,84.09
"2013-06-07",85.97,86.96,85.69,86.37,1239400,85.05
"2013-06-10",86.84,86.98,86.16,86.4,690400,85.08
"2013-06-11",85.52,85.96,85.11,85.31,639900,84
"2013-06-12",86.1,86.19,84.07,84.26,680200,82.97
"2013-06-13",84.31,86.77,83.26,86.64,760700,85.31
"2013-06-14",86.53,87.1,86.04,86.69,748200,85.36
"2013-06-17",87.24,87.33,85.71,86.87,744000,85.54
"2013-06-18",86.9,88.2,86.42,88.11,601700,86.76
"2013-06-19",88.01,88.45,86.86,86.88,510600,85.55
"2013-06-20",85.84,85.94,83.32,83.59,1171200,82.31
"2013-06-21",84.22,84.8,83.19,83.85,822300,82.57
"2013-06-24",82.79,82.9,80.6,81.81,1161900,80.56
"2013-06-25",82.67,83.64,82.3,83.27,850500,82
"2013-06-26",84.12,84.45,83.44,83.48,824600,82.2
"2013-06-27",84.31,84.64,83.96,84.21,880000,82.92
"2013-06-28",83.84,84.38,83.13,83.14,1834600,81.87
"2013-07-01",84.11,85.19,83.59,84.99,1106600,83.69
"2013-07-02",84.81,85.31,84.19,84.81,1008800,83.51
"2013-07-03",84.54,85.23,84,84.79,527600,83.49
"2013-07-05",85.68,86.79,85.33,86.74,486200,85.41
"2013-07-08",87.47,87.92,86.94,87.48,967500,86.14
"2013-07-09",88.01,88.62,87.93,88.16,484000,86.81
"2013-07-10",87.93,88.21,86.8,87.5,847300,86.16
"2013-07-11",88.34,90.09,88.34,89.96,776600,88.58
"2013-07-12",90,91.03,89.57,90.91,964700,89.52
"2013-07-15",90.83,91.44,90.67,91.35,686100,89.95
"2013-07-16",91.5,91.98,90.71,91.01,751900,89.62
"2013-07-17",91.5,92.37,91.19,92.22,896400,90.81
"2013-07-18",92.24,93.38,92,93.29,757800,91.86
"2013-07-19",93.21,93.38,91.95,92.82,870200,91.4
"2013-07-22",92.2,92.79,89.26,92.7,626700,91.28
"2013-07-23",92.99,93.07,92.1,93.04,639100,91.62
"2013-07-24",93.3,93.3,91.6,92.02,646400,90.61
"2013-07-25",91.54,91.71,90.63,91.39,686400,89.99
"2013-07-26",91,91.45,90.24,90.81,959500,89.42
"2013-07-29",90.4,91.72,90.15,90.55,840400,89.16
"2013-07-30",93.24,96.34,92.5,95.63,2269400,94.17
"2013-07-31",94.85,97.43,94.85,96.85,1369400,95.37
"2013-08-01",97.68,99.68,97.6,99.18,1411600,97.66
"2013-08-02",99,100.13,96.69,100.1,977000,98.57
"2013-08-05",100,100.19,98.88,100.1,751200,98.57
"2013-08-06",99.98,100.18,99.2,99.39,847400,97.87
"2013-08-07",99.32,99.61,98.13,98.7,638700,97.19
"2013-08-08",99.05,100.22,98.91,99.52,625900,98.52
"2013-08-09",99.4,99.93,98.42,98.72,629100,97.72
"2013-08-12",98.36,99.46,98,98.88,866000,97.88
"2013-08-13",99.07,99.53,98.53,99.14,804000,98.14
"2013-08-14",99.23,99.23,98.36,98.8,447300,97.8
"2013-08-15",100.13,100.13,93.47,96.7,721800,95.72
"2013-08-16",96.33,97.83,96.2,97.04,567000,96.06
"2013-08-19",96.74,97.35,96.46,96.86,588200,95.88
"2013-08-20",96.91,97.66,96.31,97.31,405300,96.33
"2013-08-21",97.01,98.09,96.63,97.22,574300,96.24
"2013-08-22",97.61,99.95,97.6,99.8,642400,98.79
"2013-08-23",99.83,99.89,98.23,98.8,748200,97.8
"2013-08-26",99.18,100.15,98.7,99.03,706100,98.03
"2013-08-27",97.81,97.84,96.97,97.06,693400,96.08
"2013-08-28",97.1,97.61,96.77,97.04,671700,96.06
"2013-08-29",96.92,98.39,96.92,97.77,356000,96.78
"2013-08-30",97.94,97.94,96.86,97.23,561400,96.25
"2013-09-03",98.55,99.53,97.07,98,640600,97.01
"2013-09-04",97.85,99.49,96.98,99.08,620700,98.08
"2013-09-05",98.79,100,98.47,99.77,424000,98.76
"2013-09-06",100.18,101.22,98.51,100.04,822100,99.03
"2013-09-09",100.42,102.59,99.98,102.25,774000,101.22
"2013-09-10",103,105.22,102.69,104.02,1002200,102.97
"2013-09-11",103.39,103.81,102.18,103.74,1092300,102.69
"2013-09-12",103.9,109.22,103.14,104.5,718700,103.45
"2013-09-13",104.56,105.24,104.08,105.04,412400,103.98
"2013-09-16",106.93,107.63,106.09,106.97,772600,105.89
"2013-09-17",106.4,107.37,105.38,106.35,901700,105.28
"2013-09-18",106.09,108.62,105.87,108.47,701200,107.38
"2013-09-19",109.1,109.72,108.4,109.13,669300,108.03
"2013-09-20",108.72,109.42,107.21,107.4,915900,106.32
"2013-09-23",107.2,107.77,106.46,106.93,571600,105.85
"2013-09-24",107.1,108.29,106.61,107.2,610800,106.12
"2013-09-25",106.81,108.42,106.73,107.35,597300,106.27
"2013-09-26",107.91,108.39,107.28,108.15,388800,107.06
"2013-09-27",107.65,107.93,106.77,107.18,454800,106.1
"2013-09-30",105.62,107.69,105.62,106.94,657700,105.86
"2013-10-01",107.24,108.77,106.73,107.96,661600,106.87
"2013-10-02",107.11,107.7,102.98,106.96,732900,105.88
"2013-10-03",106.91,107.35,104.88,106.24,557600,105.17
"2013-10-04",106.57,107.6,106.06,107.13,471800,106.05
"2013-10-07",106.01,107.58,105.91,106.68,574800,105.6
"2013-10-08",107.1,107.88,105.68,105.76,759000,104.69
"2013-10-09",105.76,106.45,103.95,104.39,1156100,103.34
"2013-10-10",105.73,108.77,105.34,108.36,667800,107.27
"2013-10-11",108.02,108.68,107.57,108.59,693800,107.49
"2013-10-14",108.11,108.96,107.84,108.77,574100,107.67
"2013-10-15",108.55,108.55,106.07,106.35,726200,105.28
"2013-10-16",106.31,106.9,105.82,106.37,1108100,105.3
"2013-10-17",105.59,108.2,105.59,108.08,555200,106.99
"2013-10-18",110.19,110.69,108.76,110.42,851300,109.31
"2013-10-21",110.4,110.88,109.46,110.13,419100,109.02
"2013-10-22",110.81,111.87,109.95,110.26,497700,109.15
"2013-10-23",109.73,110.43,109.01,110.43,672400,109.32
"2013-10-24",110.45,112.08,110.34,111.75,554300,110.62
"2013-10-25",111.36,111.88,109.9,110.6,719600,109.48
"2013-10-28",110.3,110.88,109.34,109.69,653500,108.58
"2013-10-29",110.23,111.03,109.89,110.91,940600,109.79
"2013-10-30",111.13,111.66,109.97,110.06,565700,108.95
"2013-10-31",110.09,112.26,109.64,110.41,734300,109.3
"2013-11-01",110.63,111.22,108.84,109.43,716200,108.33
"2013-11-04",110.01,110.81,109.54,109.77,696900,108.66
"2013-11-05",109.08,109.57,108.12,108.79,653700,107.69
"2013-11-06",109.06,110.13,108.69,109.03,807600,107.93
"2013-11-07",111.11,113.95,110.01,111.56,1444900,110.43
"2013-11-08",111.32,111.89,110.87,111.72,1154600,110.59
"2013-11-11",111.82,113.18,111.42,112.69,738200,111.55
"2013-11-12",112.48,113.4,111.91,112.95,638600,111.81
"2013-11-13",112.47,114.07,112.02,113.75,925400,112.6
"2013-11-14",113.27,113.87,112.53,112.6,611600,112.03
"2013-11-15",112.91,113.75,111.93,111.98,1004000,111.42
"2013-11-18",112.61,112.75,111,111.45,890900,110.89
"2013-11-19",111.61,112.13,110.82,111.12,564300,110.56
"2013-11-20",111.18,111.76,110.3,110.96,424300,110.4
"2013-11-21",111.07,111.99,111.03,111.44,729400,110.88
"2013-11-22",111.67,114.17,111.08,114.07,815600,113.5
"2013-11-25",114.21,114.35,113.03,113.29,561300,112.72
"2013-11-26",113.02,114.32,113.02,113.9,501000,113.33
"2013-11-27",114.49,114.49,113.48,114.36,360600,113.79
"2013-11-29",114.74,114.76,113.4,113.58,274900,113.01
"2013-12-02",113.14,113.56,111.67,111.85,701800,111.29
"2013-12-03",112.56,112.56,110.28,111.16,640000,110.6
"2013-12-04",110.5,111.21,108.35,108.89,1577800,108.34
"2013-12-05",108.98,110.2,108.5,109.21,624700,108.66
"2013-12-06",110.5,111.88,110.01,111.7,666300,111.14
"2013-12-09",111.44,112.37,111.11,111.96,706500,111.4
"2013-12-10",111.62,112.95,111.38,111.88,678400,111.32
"2013-12-11",112.36,112.36,109.44,109.67,516900,109.12
"2013-12-12",109.61,110.95,108.78,110.53,798000,109.98
"2013-12-13",110.57,111.45,110.04,110.52,385100,109.97
"2013-12-16",110.81,111.9,110.73,110.96,797200,110.4
"2013-12-17",111.03,111.46,110.26,110.53,477900,109.98
"2013-12-18",110.32,113.32,109.63,113.11,752700,112.54
"2013-12-19",112.59,114.13,112.31,114.03,651300,113.46
"2013-12-20",113.89,117.11,113.89,116.51,1154700,115.93
"2013-12-23",117.26,117.67,116.21,116.35,773800,115.77
"2013-12-24",116.5,117.38,116.19,117.1,250300,116.51
"2013-12-26",117.49,118,117.03,117.81,307300,117.22
"2013-12-27",118.73,119.03,117.56,117.98,464900,117.39
"2013-12-30",117.76,118.49,117.4,117.7,513300,117.11
