"","CELG.Open","CELG.High","CELG.Low","CELG.Close","CELG.Volume","CELG.Adjusted"
"2012-03-26",77,78.53,76.5,78.5,3127000,78.5
"2012-03-27",78.83,78.83,77.9,78.04,2478700,78.04
"2012-03-28",78.06,78.69,77.26,77.93,3391800,77.93
"2012-03-29",77.54,78.2,77.22,77.52,2066700,77.52
"2012-03-30",77.64,77.86,77.03,77.52,2459200,77.52
"2012-04-02",77.57,78.26,76.98,78.2,2209600,78.2
"2012-04-03",78.09,80.37,77.89,80.29,4272900,80.29
"2012-04-04",79.99,80.42,79,79.22,3873100,79.22
"2012-04-05",78.89,79.68,78.52,79.65,2547000,79.65
"2012-04-09",78.76,79.53,78.29,79.25,2045900,79.25
"2012-04-10",78.9,79.39,78.25,79.2,4147000,79.2
"2012-04-11",80.16,80.16,78.51,78.52,2567000,78.52
"2012-04-12",78.72,79.08,78.36,78.58,1560000,78.58
"2012-04-13",79.21,79.47,77.87,78.32,2749400,78.32
"2012-04-16",78.64,79.11,77.71,78.16,1943200,78.16
"2012-04-17",78.31,79.72,78.31,79.17,2145500,79.17
"2012-04-18",79.1,79.62,78.87,78.88,2069400,78.88
"2012-04-19",78.75,80.11,78.28,78.59,2761400,78.59
"2012-04-20",78.89,79.91,78.41,79.1,2945000,79.1
"2012-04-23",78.68,78.71,77.04,77.43,2892900,77.43
"2012-04-24",77.49,78.18,77.17,77.35,2539800,77.35
"2012-04-25",77.52,78.66,76.8,77.91,3073500,77.91
"2012-04-26",74.74,75.98,72.36,72.92,10514700,72.92
"2012-04-27",72.92,73.56,72.33,73.38,6037200,73.38
"2012-04-30",73.65,73.86,72.75,72.93,3358500,72.93
"2012-05-01",72.98,73.31,71.87,72.58,4827800,72.58
"2012-05-02",72.18,72.47,71.86,71.97,5065400,71.97
"2012-05-03",72.22,72.26,71.09,71.4,3447000,71.4
"2012-05-04",70.89,71.21,69.55,69.81,3779200,69.81
"2012-05-07",69.46,70.48,69.08,70.14,4188900,70.14
"2012-05-08",69.65,70.83,69.18,70.77,2865000,70.77
"2012-05-09",70.4,70.77,69.87,70.42,3436000,70.42
"2012-05-10",70.91,71.33,70.44,70.65,2974900,70.65
"2012-05-11",70.23,71.08,70.2,70.79,2475700,70.79
"2012-05-14",70.44,71.52,70,71.11,2296400,71.11
"2012-05-15",71.12,71.75,70.78,71.2,2405500,71.2
"2012-05-16",71.24,71.31,70.58,70.72,2806100,70.72
"2012-05-17",70.49,70.99,69.07,69.07,3433000,69.07
"2012-05-18",69.28,69.36,67.57,68.1,4533700,68.1
"2012-05-21",68.11,69.51,68.1,69.42,2469300,69.42
"2012-05-22",69.61,70.47,69.11,69.65,2102100,69.65
"2012-05-23",69.21,69.38,68.4,69.08,2533900,69.08
"2012-05-24",69,69.92,68.3,69.91,3115000,69.91
"2012-05-25",70.05,70.1,68.71,68.9,2611400,68.9
"2012-05-29",69.08,69.79,68.58,68.75,2581600,68.75
"2012-05-30",68.41,69.37,68.28,68.9,2829600,68.9
"2012-05-31",68.74,69.23,68.11,68.25,3304300,68.25
"2012-06-01",67.44,67.6,64.98,65.33,4501400,65.33
"2012-06-04",64.93,65.69,64.46,64.89,4685500,64.89
"2012-06-05",64.76,65.38,64.17,64.45,2932800,64.45
"2012-06-06",64.68,65.43,64.59,65.31,2825800,65.31
"2012-06-07",66,66.18,64.96,65.09,2235000,65.09
"2012-06-08",64.91,65.5,64.79,65.04,2255500,65.04
"2012-06-11",65.39,65.5,63.66,63.7,3741200,63.7
"2012-06-12",63.88,64,62.76,63.07,4019900,63.07
"2012-06-13",63.96,64.81,63.43,63.59,5508000,63.59
"2012-06-14",63.62,66.03,63.61,65.91,3513600,65.91
"2012-06-15",66.03,66.42,65.2,66.16,4286400,66.16
"2012-06-18",64.8,66.39,64.77,65.93,2721700,65.93
"2012-06-19",66.28,67.63,66.01,67.62,3579700,67.62
"2012-06-20",68.25,69.68,66.67,67.16,2899600,67.16
"2012-06-21",59.49,60.9,58.53,59.45,23399400,59.45
"2012-06-22",60.07,61.71,59.5,61.63,7888600,61.63
"2012-06-25",61.17,61.51,60.9,61.23,5175600,61.23
"2012-06-26",62.12,63.7,61.79,63.25,6719100,63.25
"2012-06-27",63.18,63.96,62.88,63.49,4087400,63.49
"2012-06-28",63.03,63.09,61.37,62.05,3976200,62.05
"2012-06-29",63.97,64.5,63.26,64.16,4256900,64.16
"2012-07-02",64.67,64.88,63.96,64.88,2350500,64.88
"2012-07-03",64.88,65.76,64.22,65.76,1548100,65.76
"2012-07-05",65.66,66,64.68,65.31,2064100,65.31
"2012-07-06",65.11,65.61,64.4,64.77,1670700,64.77
"2012-07-09",64.81,65.06,64.45,64.95,1883000,64.95
"2012-07-10",65.1,65.29,63.87,64.08,2175000,64.08
"2012-07-11",63.85,64.42,62.89,63.32,2183800,63.32
"2012-07-12",62.55,63.35,61.89,62.95,4689500,62.95
"2012-07-13",63.05,65.44,62.96,65.27,3797100,65.27
"2012-07-16",65.16,66.4,65.01,66.15,3456500,66.15
"2012-07-17",65.9,67.17,65.9,66.82,3616000,66.82
"2012-07-18",66.83,67.75,66.35,67.34,2395600,67.34
"2012-07-19",67.45,68.09,66.93,67.98,2897000,67.98
"2012-07-20",67.98,68.14,65.97,66.42,3927000,66.42
"2012-07-23",65.4,66.06,64.48,65.78,2843500,65.78
"2012-07-24",65.88,66.38,63.89,64,3642500,64
"2012-07-25",64.38,65.85,64.05,65.28,3559800,65.28
"2012-07-26",67.48,68.8,65.53,67.49,5199400,67.49
"2012-07-27",67.99,71.42,67.69,70.6,4761800,70.6
"2012-07-30",70.23,70.76,69.37,69.4,3534900,69.4
"2012-07-31",69.48,70.22,68.36,68.46,3447300,68.46
"2012-08-01",69.29,69.46,68.11,68.15,3020000,68.15
"2012-08-02",67.95,68.38,66.87,68.21,4318800,68.21
"2012-08-03",69.32,69.96,68.69,69.3,2718900,69.3
"2012-08-06",69.66,71.39,69.38,71.07,3139000,71.07
"2012-08-07",71.15,71.66,70.79,71.44,2761200,71.44
"2012-08-08",71.35,71.95,70.8,71.77,2907300,71.77
"2012-08-09",71.5,71.95,70.85,71.25,1941300,71.25
"2012-08-10",71.2,72,70.98,71.94,1653500,71.94
"2012-08-13",71.87,71.94,70.75,71.85,1515700,71.85
"2012-08-14",71.97,71.97,70.92,71.12,3508000,71.12
"2012-08-15",71.12,71.85,70.87,70.91,3714800,70.91
"2012-08-16",70.78,71.01,69.99,70.24,4831100,70.24
"2012-08-17",70.56,70.56,69,69.11,4419800,69.11
"2012-08-20",69.22,70.9,69.06,70.81,2773900,70.81
"2012-08-21",71,71.57,70.36,71.33,2736000,71.33
"2012-08-22",71.31,71.85,71.02,71.6,1981100,71.6
"2012-08-23",71.33,71.6,70.66,71.47,1921500,71.47
"2012-08-24",71.35,72.53,71.35,72.04,2085800,72.04
"2012-08-27",71.9,72.31,71.02,71.69,1997800,71.69
"2012-08-28",71.69,72.15,71.18,72.02,2199800,72.02
"2012-08-29",72.08,72.34,71.38,71.63,1106900,71.63
"2012-08-30",71.17,71.58,70.42,70.83,1163400,70.83
"2012-08-31",71.56,72.32,71,72.04,1517900,72.04
"2012-09-04",71.39,72.4,70.8,72.07,1962500,72.07
"2012-09-05",71.85,72,70.66,70.96,2340900,70.96
"2012-09-06",72.03,74.6,72.03,74.49,4607200,74.49
"2012-09-07",75,75.73,73.96,75.44,2860500,75.44
"2012-09-10",74.93,74.99,73.23,73.58,2531000,73.58
"2012-09-11",73.38,73.92,73.25,73.62,1554300,73.62
"2012-09-12",73.98,74.43,73.6,73.99,1409400,73.99
"2012-09-13",74,75.45,73.61,75.09,2527900,75.09
"2012-09-14",75.1,76.32,74.4,76.27,3576700,76.27
"2012-09-17",75.61,76.91,75.28,76.81,2917200,76.81
"2012-09-18",76.54,77.59,76.5,76.92,2372700,76.92
"2012-09-19",78.63,78.63,76.14,76.99,2601500,76.99
"2012-09-20",76.62,77.5,76.4,77.08,1948300,77.08
"2012-09-21",77.14,77.88,77.03,77.27,3445000,77.27
"2012-09-24",76.63,77.24,76.3,76.91,1858200,76.91
"2012-09-25",77.06,77.8,76.09,76.14,2309800,76.14
"2012-09-26",76.62,77.5,75.92,76.08,2384500,76.08
"2012-09-27",76.3,77.15,75.97,76.74,1849300,76.74
"2012-09-28",76.32,76.85,76.01,76.4,2215400,76.4
"2012-10-01",76.97,77.85,76.47,76.78,1612000,76.78
"2012-10-02",78.03,78.83,77.72,78.42,3213600,78.42
"2012-10-03",78.93,79.06,78.22,78.99,2431900,78.99
"2012-10-04",79.23,79.99,79.02,79.58,2144800,79.58
"2012-10-05",80,81.24,79.8,80.29,2955000,80.29
"2012-10-08",80,80.42,79.41,80.29,1699300,80.29
"2012-10-09",79.52,80.52,79.31,79.91,2202500,79.91
"2012-10-10",79.19,79.61,76.06,77.36,5615800,77.36
"2012-10-11",77.2,78.2,77.1,77.72,2260400,77.72
"2012-10-12",79.01,79.75,78.25,78.42,2885100,78.42
"2012-10-15",78.42,78.42,77.23,77.97,1822300,77.97
"2012-10-16",78.28,78.45,77.54,78.2,1610900,78.2
"2012-10-17",78.2,79.39,77.84,78.81,1748300,78.81
"2012-10-18",78.85,78.96,77.76,78.48,1791900,78.48
"2012-10-19",78.47,78.64,75.1,75.16,3647900,75.16
"2012-10-22",75.02,75.55,74.55,75,2101400,75
"2012-10-23",74.34,75.49,73.84,74.05,2635700,74.05
"2012-10-24",74.34,74.83,73.89,74.06,2405800,74.06
"2012-10-25",74.69,75.5,74.06,74.32,1870700,74.32
"2012-10-26",74.14,75.48,74.14,75.2,2221300,75.2
"2012-10-31",75.42,75.43,73.2,73.35,2523600,73.35
"2012-11-01",74.03,75.24,73.94,74.81,2090200,74.81
"2012-11-02",75.01,75.01,72.95,73.04,2131600,73.04
"2012-11-05",72.86,73.53,72.55,73.3,2012800,73.3
"2012-11-06",73.78,74.49,73.23,74.06,1790300,74.06
"2012-11-07",73.42,73.42,71.79,72.56,2477700,72.56
"2012-11-08",72.29,72.67,71.25,71.3,1706200,71.3
"2012-11-09",71.3,73.01,71.23,71.5,2664900,71.5
"2012-11-12",78.02,78.46,74.3,75.66,7527500,75.66
"2012-11-13",74.91,76.13,74.39,74.4,3129600,74.4
"2012-11-14",74.57,75.86,74.35,74.75,3873700,74.75
"2012-11-15",74.73,74.79,73.34,73.54,3611500,73.54
"2012-11-16",73.59,75,73.27,74.33,4086600,74.33
"2012-11-19",75.24,76.1,74.25,75.18,3509400,75.18
"2012-11-20",75.18,77.16,74.49,77.12,2973500,77.12
"2012-11-21",77.62,78.11,77.57,77.86,2203100,77.86
"2012-11-23",77.77,78.57,77.71,78.51,896400,78.51
"2012-11-26",78.21,78.84,77.67,78.79,2428200,78.79
"2012-11-27",78.71,79.45,78.06,78.14,2604200,78.14
"2012-11-28",77.89,78.99,76.98,78.89,2515800,78.89
"2012-11-29",79,79.8,78.86,79.39,2350900,79.39
"2012-11-30",79.63,79.81,78.38,78.59,3365700,78.59
"2012-12-03",78.75,79.8,78.39,78.66,3210500,78.66
"2012-12-04",78.9,79.94,78.82,79.44,3735000,79.44
"2012-12-05",79.35,79.61,78.4,79.4,2474900,79.4
"2012-12-06",79.28,79.79,78.83,79.08,1970700,79.08
"2012-12-07",79.03,79.25,78.25,78.68,2008900,78.68
"2012-12-10",78.77,80.99,78.68,80.5,4884800,80.5
"2012-12-11",81.46,82.78,80.71,82.08,6100800,82.08
"2012-12-12",81.89,82,81.15,81.19,3197500,81.19
"2012-12-13",80.87,81.28,79.29,79.84,2873600,79.84
"2012-12-14",79.67,80.34,79,79.36,2350000,79.36
"2012-12-17",79.39,80.57,78.63,80.44,2764300,80.44
"2012-12-18",80.34,80.95,79.96,80.03,3346300,80.03
"2012-12-19",80.26,80.63,79.46,79.7,2948100,79.7
"2012-12-20",79.88,80.33,79.46,80.02,2287100,80.02
"2012-12-21",79.63,79.76,78.3,79.7,6035300,79.7
"2012-12-24",79.1,79.44,79.03,79.27,1419200,79.27
"2012-12-26",79.17,79.54,78.27,78.71,1626200,78.71
"2012-12-27",78.53,79.52,77.62,78.58,2219200,78.58
"2012-12-28",78.01,78.72,77.7,77.73,1518400,77.73
"2012-12-31",77.79,78.82,77.22,78.47,2438100,78.47
"2013-01-02",80.12,81.1,79.75,81.1,4008000,81.1
"2013-01-03",81.38,82.39,81.1,81.67,2674600,81.67
"2013-01-04",82.03,83.17,81.6,82.09,2988200,82.09
"2013-01-07",82.1,85.94,81.33,85.73,8780100,85.73
"2013-01-08",87.64,91.52,87.21,91.41,11443400,91.41
"2013-01-09",91.04,93.13,90.39,92.34,6272700,92.34
"2013-01-10",92.56,95.53,92.25,95.48,6496200,95.48
"2013-01-11",95.78,96.33,94.45,96.3,5197800,96.3
"2013-01-14",96.19,97.71,95.37,97.67,4220900,97.67
"2013-01-15",97.9,99.51,97.22,99.39,6607400,99.39
"2013-01-16",99.2,99.25,98.21,98.86,3441500,98.86
"2013-01-17",98.9,99.75,97.89,98.19,3835900,98.19
"2013-01-18",98.29,100.12,98.11,100.03,3780300,100.03
"2013-01-22",99.98,100.05,98.43,99.31,4400400,99.31
"2013-01-23",97.92,99.33,96.66,98.22,4150200,98.22
"2013-01-24",97.93,98.77,97.04,97.49,3418500,97.49
"2013-01-25",96.42,99.9,96.3,99.76,5181700,99.76
"2013-01-28",99,99.43,98.1,98.95,3131000,98.95
"2013-01-29",99.11,99.59,98.21,99.2,2475500,99.2
"2013-01-30",99,99.73,97.85,98.47,3423600,98.47
"2013-01-31",98.17,99.57,97.92,98.96,2908400,98.96
"2013-02-01",99.94,102.29,99.19,101.44,5192700,101.44
"2013-02-04",100.05,101.33,97.98,98.59,3654500,98.59
"2013-02-05",99.09,100.1,98.44,99.76,2724600,99.76
"2013-02-06",99.54,99.69,97.25,97.89,3277100,97.89
"2013-02-07",98.4,99.2,96.78,97.84,2927200,97.84
"2013-02-08",98.85,100.86,97.91,100.13,3610900,100.13
"2013-02-11",100.87,101.56,99.35,99.94,3179800,99.94
"2013-02-12",100,100.42,98.89,98.96,2215100,98.96
"2013-02-13",99.07,99.4,97.9,99.07,2264900,99.07
"2013-02-14",99.17,100.2,98.55,99.51,2414200,99.51
"2013-02-15",99.43,99.7,98.54,98.77,2636300,98.77
"2013-02-19",98.75,100.56,98.62,100.46,2371400,100.46
"2013-02-20",101.99,103.69,100.39,100.4,6129900,100.4
"2013-02-21",100.29,100.29,97.85,99.43,3713800,99.43
"2013-02-22",99.59,102.28,99.45,101.65,3418100,101.65
"2013-02-25",101.84,102,98.9,99,3241800,99
"2013-02-26",98.77,100.5,98.75,99.45,2371600,99.45
"2013-02-27",99.08,101.64,98.62,101.04,2461800,101.04
"2013-02-28",101.05,105.14,100.85,103.27,6018900,103.27
"2013-03-01",103.25,105.82,102.53,105.62,3990100,105.62
"2013-03-04",103.17,105.66,102.5,105.56,4865700,105.56
"2013-03-05",105.25,108.51,105.18,108.37,4042700,108.37
"2013-03-06",108.59,110.8,108.59,110.03,4750800,110.03
"2013-03-07",110.37,110.37,108.98,110.18,2610100,110.18
"2013-03-08",110.73,111.8,109.95,111.36,2736900,111.36
"2013-03-11",111.48,112.09,110.67,111.92,3362500,111.92
"2013-03-12",112,113.88,111.47,113.72,3640600,113.72
"2013-03-13",113.5,114,112.62,113.07,3288600,113.07
"2013-03-14",113.32,115.44,113.32,114.28,3012700,114.28
"2013-03-15",114.24,114.29,112.29,112.4,4969400,112.4
"2013-03-18",111.25,113.49,108.01,111.9,3227000,111.9
"2013-03-19",112.38,112.55,110.29,111.04,2737100,111.04
"2013-03-20",112.22,112.71,111.47,112.32,2379600,112.32
"2013-03-21",111.9,112.87,111.29,112.03,1894300,112.03
"2013-03-22",112.5,113.17,111.81,113.13,1648900,113.13
"2013-03-25",112.89,113.71,111.07,111.79,2606600,111.79
"2013-03-26",112.5,113.39,112.06,112.47,2364600,112.47
"2013-03-27",111.52,113.46,111.25,113.24,2147800,113.24
"2013-03-28",113.45,116.95,113.14,115.91,3362300,115.91
"2013-04-01",116.51,117.94,116.29,117.04,2536000,117.04
"2013-04-02",118.31,118.78,117.34,117.79,2908800,117.79
"2013-04-03",117.87,118.3,114.52,115.55,3447700,115.55
"2013-04-04",116.13,116.97,114.76,115.95,1877900,115.95
"2013-04-05",116.1,117.8,115.01,116.43,3557800,116.43
"2013-04-08",116.67,116.79,115.26,116.72,2218800,116.72
"2013-04-09",116.89,117.31,115.73,116.61,1634600,116.61
"2013-04-10",116.63,120.84,116.61,120.81,2587400,120.81
"2013-04-11",121.75,123.8,121.61,122.99,3324800,122.99
"2013-04-12",122.98,124.1,122.32,123,2787700,123
"2013-04-15",122.5,123.01,120.23,120.37,3357100,120.37
"2013-04-16",122,123,120.4,122.5,2472500,122.5
"2013-04-17",121.44,122.57,119.88,121.34,3012400,121.34
"2013-04-18",121.04,121.34,118.09,119.08,2192800,119.08
"2013-04-19",118.55,122.88,118.5,122.36,3363900,122.36
"2013-04-22",124.16,127.57,123.55,126.84,3762400,126.84
"2013-04-23",127.81,128.52,125.38,126,3238400,126
"2013-04-24",124.49,124.69,116.8,118.28,6804300,118.28
"2013-04-25",120.5,121.05,116.25,117.95,5156400,117.95
"2013-04-26",118.07,121.01,117.96,120.34,3249400,120.34
"2013-04-29",120.28,120.92,118.32,118.47,3521700,118.47
"2013-04-30",119.46,119.46,116.85,118.07,3867200,118.07
"2013-05-01",117.92,118.76,116.28,116.66,3067800,116.66
"2013-05-02",116.23,119.57,114.05,119.26,3345100,119.26
"2013-05-03",120.22,121.9,119.81,121.64,2883300,121.64
"2013-05-06",121.06,123.11,121.03,121.22,2636700,121.22
"2013-05-07",121.92,123.3,121.35,121.67,3328100,121.67
"2013-05-08",121.76,124.1,121.53,122.74,2861800,122.74
"2013-05-09",122.27,123.81,121.6,122.71,2406400,122.71
"2013-05-10",123.43,127.47,123.24,127.46,3357100,127.46
"2013-05-13",126.84,131.13,125.55,129.66,3424000,129.66
"2013-05-14",129.66,131.82,129.33,130.17,3787600,130.17
"2013-05-15",129.44,131.41,128.35,129.63,2432400,129.63
"2013-05-16",128.29,128.83,122.61,123.48,4953700,123.48
"2013-05-17",124.56,125.05,120.35,124.91,4122300,124.91
"2013-05-20",124.6,125.17,122.55,123.12,2243400,123.12
"2013-05-21",123.24,124.37,122.41,123.5,2401900,123.5
"2013-05-22",124.11,128.35,122.56,123.44,4199900,123.44
"2013-05-23",121.5,124.97,120.55,123.64,2368300,123.64
"2013-05-24",122.61,123.71,121.66,122.58,2286600,122.58
"2013-05-28",124.52,126.15,123.86,124.59,2427500,124.59
"2013-05-29",123.6,124.28,121.57,123.09,2146700,123.09
"2013-05-30",122.88,125.42,122.65,124.55,2550500,124.55
"2013-05-31",124.51,127.24,123.53,123.65,5239500,123.65
"2013-06-03",124.12,124.72,117.07,120.89,4715200,120.89
"2013-06-04",120.92,121.44,116.76,117.77,3691200,117.77
"2013-06-05",117.03,118.15,111.78,112.2,5320200,112.2
"2013-06-06",112.01,115.66,111.5,115.56,4221300,115.56
"2013-06-07",116.93,120.58,116.92,120.41,3549500,120.41
"2013-06-10",120.91,121,117.71,117.83,2396200,117.83
"2013-06-11",116.51,119.89,116.02,118.75,2330300,118.75
"2013-06-12",122.8,123.45,118,118.11,3798100,118.11
"2013-06-13",118.98,120.53,117.08,120.26,2305400,120.26
"2013-06-14",120.19,121.31,118.47,119.36,1850100,119.36
"2013-06-17",120.43,121.27,117.35,117.7,2220100,117.7
"2013-06-18",118.28,120.45,117.72,120.24,1828000,120.24
"2013-06-19",120,120.24,116.83,116.89,1796000,116.89
"2013-06-20",115.86,116.31,113.07,113.51,3250300,113.51
"2013-06-21",114.22,115.8,111.71,113.89,5116700,113.89
"2013-06-24",112.52,114.84,110.53,113,3335000,113
"2013-06-25",114.4,115,113.1,114.55,2106500,114.55
"2013-06-26",115.83,118.88,115,118.13,2663900,118.13
"2013-06-27",119.42,119.9,117.63,118.4,2064900,118.4
"2013-06-28",117.46,119.47,116.71,116.98,2718700,116.98
"2013-07-01",119.3,120.75,118.15,118.91,2327400,118.91
"2013-07-02",119,121.13,118.93,120.26,2373600,120.26
"2013-07-03",119.49,121.99,119.05,120.93,1231000,120.93
"2013-07-05",121.61,122.77,121,122.48,1353100,122.48
"2013-07-08",123,124.68,121.3,121.94,1994000,121.94
"2013-07-09",123.18,124.88,121.55,124.65,2192900,124.65
"2013-07-10",124.67,125.28,123.2,125.08,1864700,125.08
"2013-07-11",133.1,136.36,131.67,134.92,6022500,134.92
"2013-07-12",134.71,136.36,132.66,134.56,4012900,134.56
"2013-07-15",135.19,135.54,133.52,134.94,2076100,134.94
"2013-07-16",135.37,135.5,132.75,135.05,2580400,135.05
"2013-07-17",135.98,137.8,135.02,136.61,2161000,136.61
"2013-07-18",133.03,133.94,130.22,133.05,5578100,133.05
"2013-07-19",133,136.45,131.91,135.89,3501700,135.89
"2013-07-22",138.2,138.67,136.45,138.08,2233300,138.08
"2013-07-23",138.5,138.77,135.06,135.08,2012300,135.08
"2013-07-24",135.41,136.47,134.3,135.99,2164400,135.99
"2013-07-25",139.02,140.79,135.81,140.65,3055500,140.65
"2013-07-26",138.7,144.15,138.25,143.94,3914700,143.94
"2013-07-29",142,143.79,141.62,142.66,1974800,142.66
"2013-07-30",143.72,146.22,143.49,145.37,2866700,145.37
"2013-07-31",147.1,148.98,145.63,146.86,3059300,146.86
"2013-08-01",148.18,149.92,147.19,148.79,2455400,148.79
"2013-08-02",148.87,149,145.58,147.35,2330000,147.35
"2013-08-05",146.89,148.28,146,146.83,1547000,146.83
"2013-08-06",146.13,146.47,141,141.74,3218700,141.74
"2013-08-07",141.84,144.11,139.43,142.65,2812100,142.65
"2013-08-08",143.99,144.3,141.81,142,1832500,142
"2013-08-09",141.71,144.21,141.41,142.07,1133500,142.07
"2013-08-12",141.44,142.07,139.66,140.83,1220200,140.83
"2013-08-13",141.03,141.2,136.74,137.65,2918600,137.65
"2013-08-14",138.45,139.67,137.23,137.38,1362200,137.38
"2013-08-15",135.62,136.04,132.75,133.51,2413200,133.51
"2013-08-16",132.87,134.45,131.52,132.49,2494800,132.49
"2013-08-19",132.11,135.75,132.11,132.44,1765100,132.44
"2013-08-20",132.97,136.85,132.57,135.74,2176300,135.74
"2013-08-21",135.04,139.77,134.74,137.57,2670000,137.57
"2013-08-22",137.96,139,136.65,137.91,1272900,137.91
"2013-08-23",138.62,139.39,137.13,138.27,1681600,138.27
"2013-08-26",138.71,142.97,137.66,141.16,2570000,141.16
"2013-08-27",139.36,139.93,136.6,136.96,2651000,136.96
"2013-08-28",136.79,139.82,135.51,139.1,2651900,139.1
"2013-08-29",138.57,143,138,142.58,2441300,142.58
"2013-08-30",143,143,139.28,139.98,2170000,139.98
"2013-09-03",141.77,144.73,141.42,143.01,2398800,143.01
"2013-09-04",143.37,146.21,142.15,146.07,2688600,146.07
"2013-09-05",146.23,147.76,145.01,145.59,2136000,145.59
"2013-09-06",146.25,148.39,143.27,146.97,3222100,146.97
"2013-09-09",147.06,148.72,147.06,148.47,2434800,148.47
"2013-09-10",150.29,151,147.82,148.74,1961700,148.74
"2013-09-11",149.41,149.56,146.9,149.56,1815500,149.56
"2013-09-12",149,150.93,148,149.64,1698100,149.64
"2013-09-13",149.59,149.75,147.58,149.48,1486000,149.48
"2013-09-16",150.8,151.2,147.37,148.04,2634200,148.04
"2013-09-17",148.16,148.54,145.5,147.04,2652100,147.04
"2013-09-18",146.91,150.15,145.77,148.67,3432700,148.67
"2013-09-19",149.5,149.79,146.77,148.52,2343800,148.52
"2013-09-20",149,151.95,148.11,149.86,6481400,149.86
"2013-09-23",149.34,149.83,145.45,146.78,2420400,146.78
"2013-09-24",146.63,147.68,144.01,146.44,2962100,146.44
"2013-09-25",147.24,148.02,145.55,145.56,1949000,145.56
"2013-09-26",146.14,150.05,146.02,149.89,2964300,149.89
"2013-09-27",148.34,154.99,147.95,154.61,4194400,154.61
"2013-09-30",152.37,156.04,151.77,154.14,3613300,154.14
"2013-10-01",154.7,157.21,153.59,157.2,2665600,157.2
"2013-10-02",155.75,157.5,155,155.93,1797900,155.93
"2013-10-03",155.5,155.95,150.46,152.62,2798700,152.62
"2013-10-04",152.88,157.95,152.88,157.27,2725500,157.27
"2013-10-07",155.25,157.11,153.74,153.87,2869800,153.87
"2013-10-08",154.47,155.24,148.24,148.53,3869900,148.53
"2013-10-09",148.92,150.32,143.13,146.87,5363200,146.87
"2013-10-10",150.17,153.05,149.93,152.55,2952000,152.55
"2013-10-11",152.4,154.78,151.55,153.17,2056800,153.17
"2013-10-14",151.67,154.45,150.52,154.34,1860200,154.34
"2013-10-15",153.64,156.99,153.62,155.25,2503800,155.25
"2013-10-16",156.06,158.44,156,158.33,2487100,158.33
"2013-10-17",158,160,157.13,160,2221500,160
"2013-10-18",158.65,160.58,158.33,160.55,3549200,160.55
"2013-10-21",161.49,161.64,158.25,159.23,1949200,159.23
"2013-10-22",160,161.24,157.45,160.84,2316000,160.84
"2013-10-23",159.46,160.67,157.16,160,2381900,160
"2013-10-24",158.89,160,156.04,157.96,3835800,157.96
"2013-10-25",157.67,159.29,154.6,155.74,3225200,155.74
"2013-10-28",156,157.56,155.16,156.23,2533600,156.23
"2013-10-29",156.77,157.19,154.15,155.31,2485000,155.31
"2013-10-30",155.9,157,150.31,151.32,3246600,151.32
"2013-10-31",151.79,152.93,147.23,148.49,3290600,148.49
"2013-11-01",149.27,151.45,149.06,151.31,2365100,151.31
"2013-11-04",151.94,152.89,150.26,150.72,2380500,150.72
"2013-11-05",149.63,152.19,148.6,150.74,2371200,150.74
"2013-11-06",151.04,151.99,144.37,144.49,5065200,144.49
"2013-11-07",147.09,149.68,142.1,144.99,5679200,144.99
"2013-11-08",145.89,149.97,145.23,148.92,3210800,148.92
"2013-11-11",149,149.97,147.4,148.48,1820500,148.48
"2013-11-12",147.74,149.5,146.52,149.41,2586700,149.41
"2013-11-13",147.37,149.94,147.11,149.28,3481600,149.28
"2013-11-14",149.29,150.74,148.53,150,2410900,150
"2013-11-15",149.9,151.45,148.09,151.11,2543900,151.11
"2013-11-18",151.49,155.25,151.21,152.98,3244100,152.98
"2013-11-19",153.43,154.6,152.18,154.44,3155300,154.44
"2013-11-20",154.64,157.09,154.14,155.53,2336500,155.53
"2013-11-21",156.18,159.43,156,158.61,2691400,158.61
"2013-11-22",161,164,160.45,163.33,3620400,163.33
"2013-11-25",164.73,165.74,162.63,163.96,3305900,163.96
"2013-11-26",164.68,164.92,162.15,163.43,2609000,163.43
"2013-11-27",163.72,163.95,160.71,161.52,1984100,161.52
"2013-11-29",161.83,162.57,161.58,161.77,1078900,161.77
"2013-12-02",161.87,163.18,160.31,163.11,1831500,163.11
"2013-12-03",161.7,162.68,159.59,159.93,2411300,159.93
"2013-12-04",159.5,161.45,158.05,160.07,1794100,160.07
"2013-12-05",163.32,166,162.26,164.51,3280800,164.51
"2013-12-06",167.18,167.25,163.94,166.43,2547000,166.43
"2013-12-09",170.47,173.8,168.57,170.01,5024500,170.01
"2013-12-10",170.53,172.95,168.24,170.77,3400300,170.77
"2013-12-11",169.28,170.49,165.71,166.05,3076400,166.05
"2013-12-12",165.36,168.32,165,165.52,2124400,165.52
"2013-12-13",166.81,166.85,164,164.9,2702000,164.9
"2013-12-16",166,167.79,163.29,163.38,2457700,163.38
"2013-12-17",164.04,164.17,160,160.79,2621200,160.79
"2013-12-18",161.03,162.49,157.18,162.48,3516500,162.48
"2013-12-19",162.19,164.3,162,164.02,2166400,164.02
"2013-12-20",164.7,168,164.61,167.48,3643500,167.48
"2013-12-23",168.76,169.7,167,168.35,1748000,168.35
"2013-12-24",167.69,168.34,166.05,167.42,820200,167.42
