"","ZMH.Open","ZMH.High","ZMH.Low","ZMH.Close","ZMH.Volume","ZMH.Adjusted"
"2010-12-27",54.2,54.53,54.02,54.45,579000,53.32
"2010-12-28",54.47,54.54,54.14,54.16,770600,53.03
"2010-12-29",54.3,54.54,53.97,53.97,606400,52.85
"2010-12-30",53.92,54.16,53.69,53.9,679700,52.78
"2010-12-31",53.9,54.16,53.59,53.68,719600,52.56
"2011-01-03",54.1,55.05,53.84,54.97,1893800,53.83
"2011-01-04",54.96,55.11,54.1,54.24,1800300,53.11
"2011-01-05",53.98,54.28,53.91,54.28,1803000,53.15
"2011-01-06",54.02,54.04,52.16,52.6,4292700,51.51
"2011-01-07",52.75,52.78,52.15,52.59,2686900,51.5
"2011-01-10",52.77,53.09,52.51,53,2237600,51.9
"2011-01-11",53.85,55.49,53.81,54.89,3188900,53.75
"2011-01-12",55.14,55.7,54.8,55.7,2103600,54.54
"2011-01-13",55.6,55.68,55.24,55.44,1129400,54.29
"2011-01-14",55.13,55.87,55.02,55.77,1445200,54.61
"2011-01-18",55.81,56.34,55.58,56.16,1568900,54.99
"2011-01-19",56.27,56.6,55.71,55.93,2109900,54.77
"2011-01-20",55.96,56.34,55.57,55.84,1588500,54.68
"2011-01-21",56.31,57.26,55.94,56.36,2266800,55.19
"2011-01-24",56.24,56.48,55.17,55.43,1922000,54.28
"2011-01-25",55.06,56.5,54.83,56.38,2634600,55.21
"2011-01-26",56.45,56.57,54.9,55.28,3396900,54.13
"2011-01-27",58.01,60.68,57.6,59.08,5180500,57.85
"2011-01-28",58.98,59.2,58.43,58.58,2587400,57.36
"2011-01-31",58.67,59.43,58.5,59.16,2001600,57.93
"2011-02-01",59.35,60.4,59.32,60.21,1676500,58.96
"2011-02-02",59.92,60.66,59.53,60.52,2004100,59.26
"2011-02-03",60.22,60.62,60.02,60.5,2279300,59.24
"2011-02-04",60.5,60.74,59.98,60.65,2445600,59.39
"2011-02-07",60.63,60.68,59.94,59.99,2767800,58.74
"2011-02-08",60.07,60.5,59.76,59.96,1785600,58.71
"2011-02-09",59.8,60.08,58.83,59.37,2352000,58.14
"2011-02-10",59.03,60.35,59.03,60.05,2170200,58.8
"2011-02-11",59.73,60.76,59.51,60.63,1967400,59.37
"2011-02-14",60.58,60.97,60.5,60.78,658900,59.52
"2011-02-15",60.48,60.85,60.34,60.67,861900,59.41
"2011-02-16",60.79,61.44,60.62,61.31,1205500,60.04
"2011-02-17",60.95,62.3,60.8,62.25,1846200,60.96
"2011-02-18",63.11,65.22,62.56,63.73,2896100,62.41
"2011-02-22",62.7,63.18,61.94,62,3326600,60.71
"2011-02-23",63.2,63.46,61.45,61.46,2784600,60.18
"2011-02-24",61.56,61.97,60.74,61.01,1840400,59.74
"2011-02-25",61.34,62.33,61.33,62,1804000,60.71
"2011-02-28",62.13,62.86,61.78,62.34,1544400,61.04
"2011-03-01",63.33,63.33,61.21,61.22,1464700,59.95
"2011-03-02",61.06,62.27,60.6,62.21,1535800,60.92
"2011-03-03",62.61,63.4,62.47,63.22,1346700,61.91
"2011-03-04",63.06,63.35,62.38,62.75,1106000,61.45
"2011-03-07",62.91,62.99,61.6,61.87,1643600,60.58
"2011-03-08",61.98,63,61.69,62.78,1037400,61.48
"2011-03-09",62.7,63.27,62.63,63.01,891700,61.7
"2011-03-10",62.32,62.4,61.27,61.27,1470900,60
"2011-03-11",61.42,61.9,60.69,61.68,914100,60.4
"2011-03-14",61.23,61.48,60.37,61.02,1055200,59.75
"2011-03-15",59.75,60.85,59.36,60.67,1692600,59.41
"2011-03-16",60.36,60.89,59.12,59.41,2031700,58.18
"2011-03-17",60.23,60.39,59.5,59.71,1033900,58.47
"2011-03-18",60.45,61,60.03,60.31,1586200,59.06
"2011-03-21",60.91,61.66,60.91,61.36,1163400,60.08
"2011-03-22",61.35,61.38,60.75,60.75,1007800,59.49
"2011-03-23",60.54,60.8,59.71,60.1,1508800,58.85
"2011-03-24",60.27,60.38,59.63,60,1498300,58.75
"2011-03-25",60.16,61.07,60.11,60.74,875700,59.48
"2011-03-28",60.77,60.94,60.51,60.57,608300,59.31
"2011-03-29",60.68,61.05,60.26,60.96,913000,59.69
"2011-03-30",61.02,61.27,60.89,60.95,767200,59.68
"2011-03-31",60.7,60.92,60.4,60.53,1039300,59.27
"2011-04-01",60.87,61.72,60.83,61.28,1278200,60.01
"2011-04-04",61.27,61.42,60.54,60.82,1116700,59.56
"2011-04-05",60.61,60.68,60.13,60.38,1292700,59.13
"2011-04-06",60.64,61.26,60.51,60.7,3137700,59.44
"2011-04-07",60.55,61.43,60.44,60.7,1225800,59.44
"2011-04-08",61,61.05,59.78,59.91,1322700,58.66
"2011-04-11",60.05,60.61,59.92,60.42,907600,59.16
"2011-04-12",59.72,60.41,59.49,59.66,1312200,58.42
"2011-04-13",59.77,60.15,59.52,59.87,1030700,58.63
"2011-04-14",59.65,60.88,59.51,60.17,1597100,58.92
"2011-04-15",60.33,62.43,60.33,62,2290300,60.71
"2011-04-18",61.56,61.68,61.09,61.41,1101100,60.13
"2011-04-19",61.51,63.32,61.4,63.32,2112100,62
"2011-04-20",62.77,62.81,61.18,61.54,3172700,60.26
"2011-04-21",61.86,62.37,61.61,62.24,1111200,60.95
"2011-04-25",62.12,62.43,61.4,61.44,759600,60.16
"2011-04-26",61.57,62.93,61.44,62.79,1700000,61.49
"2011-04-27",62.76,63.32,62.19,62.91,1572900,61.6
"2011-04-28",64.1,66.67,64.02,65.76,4135400,64.39
"2011-04-29",66.29,66.75,65.22,65.25,2359100,63.89
"2011-05-02",65.66,66.67,65.57,65.89,1701900,64.52
"2011-05-03",65.62,66.28,65.45,66.14,1200400,64.77
"2011-05-04",66.16,66.29,65.52,66.17,1743000,64.79
"2011-05-05",65.78,67.36,65.71,66.32,2281900,64.94
"2011-05-06",67.14,68.14,66.58,67.5,3163400,66.1
"2011-05-09",67.37,68.03,67.03,67.94,1597800,66.53
"2011-05-10",68.15,69.74,68.08,69.69,2517100,68.24
"2011-05-11",69.28,69.93,68.9,69.15,3158900,67.71
"2011-05-12",69.01,69.75,68.78,69.54,2066800,68.09
"2011-05-13",69.5,69.87,68.48,68.89,998400,67.46
"2011-05-16",68.74,69,68.61,68.88,1177200,67.45
"2011-05-17",68.54,68.89,68.22,68.8,1380200,67.37
"2011-05-18",68.68,69.11,68.6,68.87,1814500,67.44
"2011-05-19",68.98,69,68.04,68.28,1848600,66.86
"2011-05-20",68.24,68.42,67.24,67.7,1402400,66.29
"2011-05-23",67.12,67.31,66.57,67,1394200,65.61
"2011-05-24",67.04,67.27,66.79,66.97,1489500,65.58
"2011-05-25",67.17,67.28,66.42,67.17,1955600,65.77
"2011-05-26",67.17,68.03,66.85,68.03,1391500,66.62
"2011-05-27",68.04,68.38,67.81,68.18,861300,66.76
"2011-05-31",68.47,68.64,67.61,67.76,1617700,66.35
"2011-06-01",67.68,68.06,66.53,66.53,1060000,65.15
"2011-06-02",66.5,66.62,65.91,66.33,1641800,64.95
"2011-06-03",65.56,65.9,65.3,65.82,1954700,64.45
"2011-06-06",65.74,65.74,65.11,65.11,1052700,63.76
"2011-06-07",65.34,65.45,64.46,64.47,1626300,63.13
"2011-06-08",64.28,64.45,63.26,63.43,2322000,62.11
"2011-06-09",63.73,64.42,63.51,64.05,1064500,62.72
"2011-06-10",63.91,64.04,62.84,62.86,1297600,61.55
"2011-06-13",63.4,63.65,62.94,63.4,1570800,62.08
"2011-06-14",63.93,64.24,63.63,63.79,1397200,62.46
"2011-06-15",63.5,63.99,62.6,62.79,1141900,61.49
"2011-06-16",62.91,63.14,62.18,62.51,1246500,61.21
"2011-06-17",62.62,63.12,61.76,62.05,2272200,60.76
"2011-06-20",61.86,62.4,61.79,62.24,1173000,60.95
"2011-06-21",62.75,63.69,62.59,63.48,1542100,62.16
"2011-06-22",63.17,63.24,62.11,62.15,1940700,60.86
"2011-06-23",61.52,62.07,60.73,62.01,1934400,60.72
"2011-06-24",61.99,62.12,61.42,61.5,2604300,60.22
"2011-06-27",61.52,62.31,61.49,62.12,822900,60.83
"2011-06-28",62.12,63.02,62.02,62.86,1148400,61.55
"2011-06-29",63.02,63.1,62.35,62.65,1015600,61.35
"2011-06-30",62.65,63.28,62.62,63.2,1094600,61.89
"2011-07-01",62.97,65.25,62.94,65.09,1764900,63.74
"2011-07-05",64.9,64.97,64.23,64.42,1211200,63.08
"2011-07-06",64.5,64.88,64.16,64.55,2019100,63.21
"2011-07-07",64.97,66.03,64.55,65.73,1744700,64.36
"2011-07-08",65.14,65.14,64.22,64.52,2023900,63.18
"2011-07-11",63.62,63.82,62.19,62.77,1462400,61.47
"2011-07-12",62.77,63.95,62.7,63.57,1501700,62.25
"2011-07-13",63.81,64.88,63.62,63.91,1465300,62.58
"2011-07-14",64.01,64.56,63.57,63.86,1040700,62.53
"2011-07-15",64,64.12,63.22,63.68,825200,62.36
"2011-07-18",63.44,63.5,62.4,63.22,840800,61.91
"2011-07-19",63.46,63.61,62.49,63.51,1628500,62.19
"2011-07-20",63.58,64.18,62.93,63.86,1698700,62.53
"2011-07-21",64.33,65.24,64.17,64.74,1704600,63.39
"2011-07-22",64.62,64.63,63.1,63.29,1537200,61.97
"2011-07-25",62.61,62.67,61.88,62.24,2430200,60.95
"2011-07-26",62.19,62.21,61.16,61.58,1755200,60.3
"2011-07-27",60.99,62.19,60.45,60.84,3011200,59.58
"2011-07-28",60.85,61.1,60.1,60.24,2578900,58.99
"2011-07-29",59.64,60.57,59.25,60.02,1940100,58.77
"2011-08-01",60.41,60.44,58.14,58.54,2525900,57.32
"2011-08-02",57.58,58.4,57.27,57.29,2744500,56.1
"2011-08-03",57.32,57.73,56.61,57.54,2994000,56.34
"2011-08-04",56.84,58.17,56.46,56.5,5755700,55.33
"2011-08-05",57.23,58.16,55.65,57.56,4640800,56.36
"2011-08-08",55.66,56.58,53.74,53.9,5633300,52.78
"2011-08-09",51.8,54.73,51.8,54.35,6722400,53.22
