"","FSLR.Open","FSLR.High","FSLR.Low","FSLR.Close","FSLR.Volume","FSLR.Adjusted"
"2012-04-17",21.63,23.8,20.53,22.96,16783500,22.96
"2012-04-18",23.7,23.75,21.28,21.36,9733900,21.36
"2012-04-19",21.3,21.88,20.99,21.4,5284000,21.4
"2012-04-20",21.47,22.08,20.6,20.65,7116200,20.65
"2012-04-23",20.01,20.13,18.97,19.25,6200500,19.25
"2012-04-24",19.19,19.36,18.57,18.64,5969900,18.64
"2012-04-25",18.87,18.96,18.05,18.3,5285000,18.3
"2012-04-26",18.3,18.84,18.11,18.31,3892000,18.31
"2012-04-27",18.4,18.7,17.81,18.35,3700400,18.35
"2012-04-30",17.93,18.94,17.84,18.4,5324200,18.4
"2012-05-01",19.17,19.48,18.35,18.42,7359800,18.42
"2012-05-02",18.26,18.38,17.65,18.21,4405400,18.21
"2012-05-03",18.05,18.33,17.5,18.07,6482300,18.07
"2012-05-04",18.53,19.2,16.8,16.94,11556100,16.94
"2012-05-07",16.88,17.67,16.62,17.67,6511900,17.67
"2012-05-08",17.56,17.58,16.48,16.54,6677200,16.54
"2012-05-09",16.25,17.25,16.05,16.92,5431800,16.92
"2012-05-10",17.14,17.4,16.08,16.09,6713700,16.09
"2012-05-11",15.94,16.44,15.75,16.14,5084700,16.14
"2012-05-14",15.88,16.65,15.68,16.16,4056500,16.16
"2012-05-15",16.1,16.34,15.15,15.23,4891000,15.23
"2012-05-16",15.33,15.63,13.75,13.98,8790700,13.98
"2012-05-17",13.96,15.25,13.91,14.92,10456400,14.92
"2012-05-18",15.02,15.1,13.65,13.66,6758300,13.66
"2012-05-21",13.7,14.2,13.37,13.83,4874800,13.83
"2012-05-22",13.84,13.93,13.21,13.6,5474900,13.6
"2012-05-23",13.42,14.32,13.27,14.26,3813600,14.26
"2012-05-24",14.53,14.54,13.58,14.22,3635300,14.22
"2012-05-25",14.19,14.85,14.05,14.33,4498900,14.33
"2012-05-29",14.23,14.7,14.08,14.23,3643100,14.23
"2012-05-30",13.95,13.97,13.37,13.4,3381000,13.4
"2012-05-31",13.37,13.4,12.19,12.56,9159900,12.56
"2012-06-01",12.13,12.25,11.54,11.77,6542900,11.77
"2012-06-04",11.83,12.39,11.43,12.28,6352800,12.28
"2012-06-05",12.14,12.97,12.1,12.65,4156300,12.65
"2012-06-06",12.73,13.77,12.71,13.31,5079800,13.31
"2012-06-07",13.51,13.84,12.77,12.84,4609800,12.84
"2012-06-08",12.7,12.84,12.51,12.8,2837400,12.8
"2012-06-11",13.19,13.19,12.29,12.33,3344200,12.33
"2012-06-12",12.54,15.43,12.5,14.95,21550300,14.95
"2012-06-13",14.75,14.77,13.64,13.84,18205100,13.84
"2012-06-14",13.95,14.13,13.28,13.45,6741400,13.45
"2012-06-15",13.45,14.15,13.25,13.95,7291200,13.95
"2012-06-18",13.85,15.17,13.76,14.47,8595200,14.47
"2012-06-19",14.87,15.62,14.48,15.23,9538500,15.23
"2012-06-20",15.3,15.56,14.8,14.93,5537400,14.93
"2012-06-21",15,15.34,14.52,14.54,5841100,14.54
"2012-06-22",15.12,16.42,15.06,15.88,18523800,15.88
"2012-06-25",15.57,15.65,14.9,15.2,5528800,15.2
"2012-06-26",15.32,15.7,14.83,14.89,4011800,14.89
"2012-06-27",14.87,15.49,14.85,15.35,3128300,15.35
"2012-06-28",15.25,15.3,14.5,14.75,5370800,14.75
"2012-06-29",15.35,15.36,14.62,15.06,4648500,15.06
"2012-07-02",15.19,15.55,15.01,15.28,4637000,15.28
"2012-07-03",15.45,16.19,15.35,15.67,3759700,15.67
"2012-07-05",15.88,15.96,15.35,15.43,2720500,15.43
"2012-07-06",15.23,15.38,14.8,15.01,2667100,15.01
"2012-07-09",14.94,15.18,14.5,14.55,2231100,14.55
"2012-07-10",14.66,15.05,13.88,14.18,3564900,14.18
"2012-07-11",14.12,14.72,14.07,14.65,2647200,14.65
"2012-07-12",14.18,14.47,13.86,14.01,3411000,14.01
"2012-07-13",14.01,14.24,13.87,14.17,2360900,14.17
"2012-07-16",14.23,15.51,13.98,14.98,5967900,14.98
"2012-07-17",15.02,15.11,14.28,14.46,3054200,14.46
"2012-07-18",14.3,14.76,14.15,14.47,2266700,14.47
"2012-07-19",14.5,15.7,14.46,15.13,4237400,15.13
"2012-07-20",15.03,15.09,14.74,14.79,2253200,14.79
"2012-07-23",14.4,14.44,14.01,14.22,2583700,14.22
"2012-07-24",13.84,14.3,13.81,14.07,2428700,14.07
"2012-07-25",14.15,14.59,13.86,14.18,2585700,14.18
"2012-07-26",14.38,14.6,13.97,14,3011700,14
"2012-07-27",14.09,14.54,13.91,14.5,2853300,14.5
"2012-07-30",14.48,14.58,13.93,14.21,4009500,14.21
"2012-07-31",14.32,15.59,14.32,15.54,6087400,15.54
"2012-08-01",15.6,15.78,14.59,14.8,9201100,14.8
"2012-08-02",17,19.12,16.71,17.93,28193500,17.93
"2012-08-03",18.3,18.48,17.01,17.06,10085400,17.06
"2012-08-06",17.13,19.37,17.11,19.06,12552600,19.06
"2012-08-07",19.53,21.15,19.43,20.68,13130700,20.68
"2012-08-08",21.15,21.79,20.68,21.41,8586900,21.41
"2012-08-09",21.35,22.12,20.82,21.7,7491600,21.7
"2012-08-10",21.54,21.63,20.92,21.43,5385000,21.43
"2012-08-13",21.37,21.39,20.03,20.49,5550200,20.49
"2012-08-14",20.7,20.84,19.59,20.04,4890900,20.04
"2012-08-15",19.56,21.27,19.56,21.1,5147100,21.1
"2012-08-16",21.14,22.19,21.11,21.49,5298500,21.49
"2012-08-17",21.55,21.98,21.09,21.26,4554800,21.26
"2012-08-20",21.29,23.16,21.02,22.46,8280300,22.46
"2012-08-21",23.08,25.06,22.77,24.14,14398100,24.14
"2012-08-22",23.93,24.82,23.31,23.93,8362200,23.93
"2012-08-23",24.4,25.16,24,24.61,7817400,24.61
"2012-08-24",24.73,24.98,24.28,24.77,5778800,24.77
"2012-08-27",25.13,25.91,24.86,25.54,6567200,25.54
"2012-08-28",25.48,26.31,25.36,25.7,5316100,25.7
"2012-08-29",25.61,25.79,24.01,24.2,6346500,24.2
"2012-08-30",23.4,23.5,19.65,19.67,25107800,19.67
"2012-08-31",20.39,21.18,19.83,19.99,11597600,19.99
"2012-09-04",19.8,19.94,18.3,18.92,11056500,18.92
"2012-09-05",19.26,19.45,18.57,18.65,6709700,18.65
"2012-09-06",19,21.05,18.71,20.03,13616000,20.03
"2012-09-07",20.12,20.67,19.38,20.44,10538100,20.44
"2012-09-10",20.74,21.71,20.64,20.79,7506800,20.79
"2012-09-11",21.58,22.23,21.26,21.8,8078000,21.8
"2012-09-12",22.04,22.69,21.85,22.48,6762400,22.48
"2012-09-13",22.55,22.8,21.71,22.61,7111000,22.61
"2012-09-14",23.01,24.93,22.85,24.61,10219900,24.61
"2012-09-17",24.54,24.59,23.03,23.24,6264900,23.24
"2012-09-18",23.21,23.95,22.6,23.15,5895300,23.15
"2012-09-19",23.42,24.6,23.22,23.48,7274700,23.48
"2012-09-20",23.49,23.58,22.32,22.57,6168000,22.57
"2012-09-21",22.33,22.78,21.02,21.2,9799200,21.2
"2012-09-24",20.93,21.15,20.32,21,5670900,21
"2012-09-25",21.41,21.73,20.5,20.51,5738200,20.51
"2012-09-26",20.55,21.33,20,20.9,4930300,20.9
"2012-09-27",21.6,24.33,21.56,23.11,14629500,23.11
"2012-09-28",22.51,23,22.02,22.15,5968500,22.15
"2012-10-01",22.43,22.6,21.81,21.93,4710600,21.93
"2012-10-02",22.39,23.29,21.92,22.88,6212000,22.88
"2012-10-03",23,23.39,21.8,22,5578300,22
"2012-10-04",22.27,23.15,21.6,22.55,6371400,22.55
"2012-10-05",21.9,22.12,19.68,20.07,15042000,20.07
"2012-10-08",20.38,20.94,20.14,20.26,4586100,20.26
"2012-10-09",20.4,21.13,20.12,20.8,6341700,20.8
"2012-10-10",20.85,21.29,20.56,21.04,5316700,21.04
"2012-10-11",21.84,22.19,21.5,21.72,6292900,21.72
"2012-10-12",21.8,22.33,21.74,22.11,3698000,22.11
"2012-10-15",22.22,22.4,21.82,22.25,3616100,22.25
"2012-10-16",22.4,24.3,22.22,24.09,8316300,24.09
"2012-10-17",24.6,25.94,24.5,25.17,10460300,25.17
"2012-10-18",24.99,25.55,24.6,25.14,4651000,25.14
"2012-10-19",24.85,25,23.21,23.54,6591400,23.54
"2012-10-22",23.79,24.28,23.4,23.8,2876100,23.8
"2012-10-23",22.99,23.52,22.56,23.31,3205500,23.31
"2012-10-24",23.49,23.73,22.84,23.36,2478700,23.36
"2012-10-25",23.6,24.08,22.75,23.77,4121000,23.77
"2012-10-26",23.77,24.5,23.6,23.97,2880100,23.97
"2012-10-31",24.2,24.37,23.83,24.3,2341300,24.3
"2012-11-01",24.5,24.9,24.14,24.75,5009800,24.75
"2012-11-02",22.85,23.53,22.2,22.54,7661700,22.54
"2012-11-05",22.55,23.44,22.52,23.33,3243900,23.33
"2012-11-06",23.45,25.28,23.25,24.79,6323000,24.79
"2012-11-07",25.15,25.64,23.63,23.67,6885500,23.67
"2012-11-08",24.24,24.7,24.02,24.15,3927800,24.15
"2012-11-09",24.5,25.37,24.39,24.55,4081700,24.55
"2012-11-12",24.75,25.97,24.67,25.43,4916400,25.43
"2012-11-13",25.26,25.4,24.34,24.4,3534100,24.4
"2012-11-14",24.78,24.86,23.28,23.45,3258500,23.45
"2012-11-15",23.55,23.75,22.52,23.25,3585900,23.25
"2012-11-16",23.4,23.72,22.62,23.54,3430900,23.54
"2012-11-19",24.16,24.37,23.7,24.15,2752600,24.15
"2012-11-20",24.03,24.03,23.41,23.87,1941700,23.87
"2012-11-21",24.29,24.52,24.06,24.47,2036500,24.47
"2012-11-23",24.49,24.98,24.35,24.45,1262200,24.45
"2012-11-26",24.75,25.48,24.41,25.31,3241400,25.31
"2012-11-27",25.2,27.27,25.1,26.28,10878800,26.28
"2012-11-28",26.28,27.75,25.2,27.21,8433000,27.21
"2012-11-29",27.46,27.69,26.7,27.03,4411200,27.03
"2012-11-30",26.86,27.48,26.74,26.99,4133100,26.99
"2012-12-03",27.23,27.96,26.92,27.5,4613600,27.5
"2012-12-04",27.45,29.73,27.32,29.61,9929800,29.61
"2012-12-05",29.29,30.49,29.15,29.94,7049800,29.94
"2012-12-06",29.86,30.84,29.8,30.72,4751600,30.72
"2012-12-07",30.98,31.36,29.29,29.91,6769000,29.91
"2012-12-10",29.9,30.45,29.37,30.03,3046100,30.03
"2012-12-11",30.37,31.27,30.2,31.08,3411200,31.08
"2012-12-12",31.39,33.15,31.39,32,8586700,32
"2012-12-13",32.4,32.5,31.31,31.77,6093800,31.77
"2012-12-14",32.05,33.17,32.03,32.56,5428900,32.56
"2012-12-17",32.57,32.71,31.4,32.03,2865900,32.03
"2012-12-18",32.39,32.54,31.7,32,3536600,32
"2012-12-19",32.1,33.38,31.89,33.03,4607600,33.03
"2012-12-20",32.9,33.2,32.12,32.25,3323400,32.25
"2012-12-21",31.53,31.75,30.67,30.92,4770300,30.92
"2012-12-24",30.67,31.38,29.58,30.26,1971000,30.26
"2012-12-26",30.26,31.22,30.25,30.63,2393100,30.63
"2012-12-27",30.75,30.75,29.57,30.02,2391500,30.02
"2012-12-28",29.74,30.55,29.48,29.8,2326500,29.8
"2012-12-31",29.61,30.91,29.49,30.86,3107300,30.86
"2013-01-02",32.02,32.5,31.42,31.99,3260300,31.99
"2013-01-03",32.6,35.6,32.3,34.41,10021100,34.41
"2013-01-04",33.45,34.3,33.01,33.59,4653700,33.59
"2013-01-07",33.08,33.2,31.05,31.37,6684600,31.37
"2013-01-08",31.6,31.93,30.43,31.02,4350300,31.02
"2013-01-09",31.45,32.45,31.45,31.91,3702200,31.91
"2013-01-10",32.3,32.62,31.66,31.97,3367000,31.97
"2013-01-11",32.08,32.65,31.95,32.01,2036700,32.01
"2013-01-14",31.84,32,30.57,31.21,3283100,31.21
"2013-01-15",31.34,31.77,30.76,31.62,2179800,31.62
"2013-01-16",31.4,31.64,30.18,30.72,3360700,30.72
"2013-01-17",30.9,31.68,30.46,30.53,3341000,30.53
"2013-01-18",30.69,30.87,29.93,30.08,2931500,30.08
"2013-01-22",30.22,31.67,30.21,31.58,3988300,31.58
"2013-01-23",31.83,31.99,30.99,31.15,2407400,31.15
"2013-01-24",30.84,31.9,30.05,30.3,3561100,30.3
"2013-01-25",30.34,30.93,30.08,30.21,2802000,30.21
"2013-01-28",30.58,30.61,29.52,29.7,2808100,29.7
"2013-01-29",29.7,29.76,27.73,27.94,6867200,27.94
"2013-01-30",27.95,28.46,27.67,27.91,2731200,27.91
"2013-01-31",27.92,28.4,27.82,28.18,2400100,28.18
"2013-02-01",28.41,28.77,27.86,28.33,3495100,28.33
"2013-02-04",27.9,29.39,27.6,28.34,3656400,28.34
"2013-02-05",28.69,30.55,28.26,29.02,6888000,29.02
"2013-02-06",29.82,31.25,29.62,31.13,6865600,31.13
"2013-02-07",31.41,31.64,30.66,31.11,3400100,31.11
"2013-02-08",30.78,30.8,30.04,30.4,2301500,30.4
"2013-02-11",30.51,32.58,30.51,32.36,6612200,32.36
"2013-02-12",32.38,33.88,32.1,33.74,6591400,33.74
"2013-02-13",34.05,34.07,32.2,32.45,4617000,32.45
"2013-02-14",32.23,35.44,32.16,34.92,8205200,34.92
"2013-02-15",34.9,35.42,33.75,34.09,6287100,34.09
"2013-02-19",34.14,36.98,34.14,36.13,9900300,36.13
"2013-02-20",36.3,36.82,35.07,35.13,7272200,35.13
"2013-02-21",34.89,35.44,33.88,34.41,5532400,34.41
"2013-02-22",34.3,34.7,32.85,33.81,6375000,33.81
"2013-02-25",34.15,34.79,32.7,32.74,4550600,32.74
"2013-02-26",33,33,31.08,31.36,8311300,31.36
"2013-02-27",26.84,27.38,25.5,27.04,22183200,27.04
"2013-02-28",27.38,27.8,25.61,25.84,9640900,25.84
"2013-03-01",25.48,25.79,24.92,25.35,5623800,25.35
"2013-03-04",25.31,25.42,24.46,24.7,5175900,24.7
"2013-03-05",24.79,25.62,24.79,25.1,4788600,25.1
"2013-03-06",25.85,27.22,25.71,25.9,8255200,25.9
"2013-03-07",26.01,26.27,25.35,26.1,5860500,26.1
"2013-03-08",26.4,26.7,26.11,26.29,3282900,26.29
"2013-03-11",26.24,26.94,25.76,26.59,3240500,26.59
"2013-03-12",26.72,27.48,26.38,27.44,4714400,27.44
"2013-03-13",27.23,27.54,26.7,26.9,3744200,26.9
"2013-03-14",26.87,27.33,26.33,27.26,3660200,27.26
"2013-03-15",27.23,27.28,26.4,26.61,4721600,26.61
"2013-03-18",26.06,26.98,25.8,26.93,3479300,26.93
"2013-03-19",26.9,27.9,26.48,27.84,5780300,27.84
"2013-03-20",27.99,29.71,27.85,29.49,7683400,29.49
"2013-03-21",28.93,29.56,28.7,29,4318900,29
"2013-03-22",29.06,29.24,28.33,28.85,3881100,28.85
"2013-03-25",28.91,29,27.8,28.02,3372500,28.02
"2013-03-26",28.17,28.19,27,27.6,3733200,27.6
"2013-03-27",27.35,27.48,26.92,27.43,3211300,27.43
"2013-03-28",27.32,27.94,26.81,26.96,2856500,26.96
"2013-04-01",27.27,27.5,26.75,26.82,1875300,26.82
"2013-04-02",26.87,27.07,26.13,26.26,2246300,26.26
"2013-04-03",26.22,26.86,25.81,26.1,3214600,26.1
"2013-04-04",25.98,26.69,25.71,26.46,3019700,26.46
"2013-04-05",26.03,26.87,25.66,26.44,2594000,26.44
"2013-04-08",26.78,27.72,26.32,27.04,5425500,27.04
"2013-04-09",27.14,41,26.76,39.35,40171200,39.35
"2013-04-10",37,38.5,35.95,36.32,24922400,36.32
"2013-04-11",36.37,38.1,36.1,37.19,11715500,37.19
"2013-04-12",36.95,38.64,36.51,37.11,7904600,37.11
"2013-04-15",36.98,37.64,35.14,36.01,7370500,36.01
"2013-04-16",36.58,38.01,36.1,37.56,6715200,37.56
"2013-04-17",36.88,39.47,36.26,37.33,10842400,37.33
"2013-04-18",37.58,38.39,36.77,37.67,5877800,37.67
"2013-04-19",38.01,38.74,37.75,38.1,4956500,38.1
"2013-04-22",38.67,39.87,37.41,38.75,6802100,38.75
"2013-04-23",39.16,40.61,38.86,40.34,6344800,40.34
"2013-04-24",40.93,45.93,40.75,45.11,17170000,45.11
"2013-04-25",44.17,45.63,43.37,44.47,9147500,44.47
"2013-04-26",44.82,45.95,43.62,44.08,7679600,44.08
"2013-04-29",44.83,46.25,44.3,45.57,7100000,45.57
"2013-04-30",45.73,47.46,45.65,46.56,6769400,46.56
"2013-05-01",46.7,46.8,45.38,45.78,4244300,45.78
"2013-05-02",45.91,46.72,44.11,46.44,7355200,46.44
"2013-05-03",47,47.2,45.62,46,4829800,46
"2013-05-06",46.63,47.78,46.15,47.69,8024700,47.69
"2013-05-07",46.62,46.72,42.61,43.43,12918200,43.43
"2013-05-08",43.54,45.72,42.9,45.21,6547000,45.21
"2013-05-09",45.02,48.66,44.76,47.12,7008300,47.12
"2013-05-10",47.03,49.55,47,49.34,7300400,49.34
"2013-05-13",50,52.69,49.7,50.45,8100800,50.45
"2013-05-14",49.96,50.88,48.63,50.62,7960900,50.62
"2013-05-15",51.41,51.9,49.6,50.07,5089400,50.07
"2013-05-16",50.56,50.95,48.24,48.37,5087800,48.37
"2013-05-17",49.41,50.62,48.75,49.98,4925800,49.98
"2013-05-20",50.15,55.5,50.1,54.89,11547500,54.89
"2013-05-21",55.51,59,53.87,55.63,14502500,55.63
"2013-05-22",55.75,55.96,50.68,52.4,10518100,52.4
"2013-05-23",50.5,53.1,49.5,51.58,8360000,51.58
"2013-05-24",52.05,53.46,50.86,51.55,5272000,51.55
"2013-05-28",53.18,53.63,50.51,51.11,6198600,51.11
"2013-05-29",50.4,52.99,50,51.76,5675800,51.76
"2013-05-30",54.93,56.75,54.41,55.15,9468600,55.15
"2013-05-31",54.67,56.49,54.32,54.39,5922300,54.39
"2013-06-03",54.24,54.92,51.05,53.33,5820600,53.33
"2013-06-04",53.71,54.67,51.81,52.62,4754700,52.62
"2013-06-05",51.6,52.7,50.33,51.03,4310800,51.03
"2013-06-06",51.14,53.29,51.05,53.26,4454300,53.26
"2013-06-07",53.82,54.75,52.06,53.09,3871300,53.09
"2013-06-10",53.6,56.7,52.85,56.4,6509600,56.4
"2013-06-11",55,55.1,52.07,52.29,7892200,52.29
"2013-06-12",49.56,51.66,46.63,46.66,14003400,46.66
"2013-06-13",45.43,46.49,45.15,45.85,18865200,45.85
"2013-06-14",46.55,46.81,44.34,44.71,8949200,44.71
"2013-06-17",45.27,46.5,44.8,45.34,7065100,45.34
"2013-06-18",45.61,46.5,45.55,45.96,4655300,45.96
"2013-06-19",46.15,46.15,44,44.54,5753000,44.54
"2013-06-20",43.46,44.07,41.67,41.97,5428200,41.97
"2013-06-21",42.35,42.84,40.46,41.37,8995800,41.37
"2013-06-24",41.9,42.56,40.82,41.25,7072100,41.25
"2013-06-25",42.05,44.89,42.04,44.48,10189400,44.48
"2013-06-26",45.39,46.15,45,45.12,7361400,45.12
"2013-06-27",45.77,45.82,44.44,44.5,4835000,44.5
"2013-06-28",44.83,45.85,44.12,44.81,12726100,44.81
"2013-07-01",45.38,47.44,45.28,46.31,6354300,46.31
"2013-07-02",46.1,47.43,44.65,45.17,4999000,45.17
"2013-07-03",44.97,45.97,44.71,45.55,2531800,45.55
"2013-07-05",46.29,46.8,45.5,46.4,3521200,46.4
"2013-07-08",46.8,47.57,45.6,46.06,4282700,46.06
"2013-07-09",46.2,46.55,44.75,44.92,4031800,44.92
"2013-07-10",44.82,45.67,44.17,44.65,3525600,44.65
"2013-07-11",45.34,46.7,44.9,46.47,4084900,46.47
"2013-07-12",46.47,48.65,46.3,47.65,5875500,47.65
"2013-07-15",48.91,51,48.84,50.27,7965400,50.27
"2013-07-16",50,51.6,48.69,48.91,8085100,48.91
"2013-07-17",49.27,49.82,48.33,49.06,3891900,49.06
"2013-07-18",49.31,50.17,48.6,48.86,3292200,48.86
"2013-07-19",48.65,48.92,47.7,48.31,2931000,48.31
"2013-07-22",48.56,50,48.39,49.05,3713700,49.05
"2013-07-23",49.58,50.45,47.96,48,4259800,48
"2013-07-24",49,49.01,46.3,46.76,4316300,46.76
"2013-07-25",46.82,47.62,46.48,47.54,3343200,47.54
"2013-07-26",46.99,47.93,46.82,47.55,2424100,47.55
"2013-07-29",48.09,48.45,47.22,47.3,2584700,47.3
"2013-07-30",47.38,48.94,47.21,48.48,4095600,48.48
"2013-07-31",48.59,49.75,48.26,49.22,4165900,49.22
"2013-08-01",49.64,49.9,47.83,48.15,3486800,48.15
"2013-08-02",48.03,48.3,46.94,47.3,3354100,47.3
"2013-08-05",47.46,48.72,47.41,47.86,3074300,47.86
"2013-08-06",48.2,48.45,45.8,46.75,8972000,46.75
"2013-08-07",42.17,42.25,39.84,40.47,19931900,40.47
"2013-08-08",40.91,41.41,40.08,40.51,5514200,40.51
"2013-08-09",40.55,41.19,40.52,41.02,3486700,41.02
"2013-08-12",40.88,41.5,40.52,40.57,3240700,40.57
"2013-08-13",40.39,40.79,38.63,38.89,7554900,38.89
"2013-08-14",39.01,39.81,38.65,38.84,3965100,38.84
"2013-08-15",38.41,38.48,37.32,37.63,4416800,37.63
"2013-08-16",37.7,38.57,37.63,38.16,4538800,38.16
"2013-08-19",38.29,38.45,37.03,37.09,3605100,37.09
"2013-08-20",37.3,38.67,37.09,38.52,3439900,38.52
"2013-08-21",38.27,39.14,37.99,38.55,3820500,38.55
"2013-08-22",39.1,39.8,38.78,39.02,2457000,39.02
"2013-08-23",40.14,40.14,38.61,38.97,3322600,38.97
"2013-08-26",39.13,39.46,38.4,38.78,2926800,38.78
"2013-08-27",38.07,38.19,36.73,36.84,4033800,36.84
"2013-08-28",36.76,37.57,36.6,36.92,2562500,36.92
"2013-08-29",36.96,38.07,36.85,37.52,2606200,37.52
"2013-08-30",37.71,37.88,36.62,36.72,2730900,36.72
"2013-09-03",37.15,37.4,36.62,36.87,2998700,36.87
"2013-09-04",36.85,36.98,35.59,36.47,4059000,36.47
"2013-09-05",36.58,38.47,36.58,38.36,4805100,38.36
"2013-09-06",38.68,38.76,36.83,37.45,4152000,37.45
"2013-09-09",37.42,38.63,37.27,38.24,3108500,38.24
"2013-09-10",38.83,39.83,38.72,39.73,4828400,39.73
"2013-09-11",39.59,40.4,39.4,39.6,4030000,39.6
"2013-09-12",39.8,40.18,38.3,38.34,3387000,38.34
"2013-09-13",38.42,38.6,37.88,38.22,2149100,38.22
"2013-09-16",38.63,39.49,38.37,38.48,2870800,38.48
"2013-09-17",38.53,38.93,38.03,38.51,2038800,38.51
"2013-09-18",38.84,39.71,38.47,39.5,3473800,39.5
"2013-09-19",39.93,40.57,39.53,39.83,3520900,39.83
"2013-09-20",39.91,41.07,38.93,39.02,4264700,39.02
"2013-09-23",39.08,39.64,38.31,38.78,2914500,38.78
"2013-09-24",38.71,39.75,38.2,39.04,2307700,39.04
"2013-09-25",39,41,38.35,40.39,6089500,40.39
"2013-09-26",41.05,41.65,40.15,40.45,4386900,40.45
"2013-09-27",40.36,41.92,39.7,40.71,4511900,40.71
"2013-09-30",39.83,40.66,39.38,40.21,3197100,40.21
"2013-10-01",40.31,42.3,40,42.14,5155100,42.14
"2013-10-02",41.87,43.12,41.55,42.98,5816400,42.98
"2013-10-03",43.65,44.25,41.77,43.08,6340400,43.08
"2013-10-04",43.08,44.48,42.55,43.97,5281900,43.97
"2013-10-07",43.63,44.98,42.93,43.74,4424800,43.74
"2013-10-08",43.87,44.87,41.53,42.29,5468300,42.29
"2013-10-09",42.52,42.99,40.53,41.6,4626500,41.6
"2013-10-10",42.11,43.24,41.78,42.33,3874900,42.33
"2013-10-11",42.94,43.85,42.29,43.31,4794800,43.31
"2013-10-14",42.75,44.87,42.5,44.36,4980800,44.36
"2013-10-15",44.42,45.89,43.48,43.75,6041800,43.75
"2013-10-16",44.72,45.8,44.28,45.76,5778800,45.76
"2013-10-17",45.9,46.56,45.31,45.97,4806100,45.97
"2013-10-18",46.53,50.2,45.85,49.97,9745300,49.97
"2013-10-21",51.75,56,51.68,53.88,16113200,53.88
"2013-10-22",55.39,56.25,51.77,54.5,11605000,54.5
"2013-10-23",53.15,53.75,52.24,53.08,4553000,53.08
"2013-10-24",53.3,54.72,53.25,54.22,4251100,54.22
"2013-10-25",54.37,54.7,52.33,52.8,5065200,52.8
"2013-10-28",53.09,53.1,49.82,51.48,7011500,51.48
"2013-10-29",51.74,52.38,51.22,52.37,3730800,52.37
"2013-10-30",52.31,52.96,51.02,51.4,3548500,51.4
"2013-10-31",50.11,51.82,48.63,50.31,8410200,50.31
"2013-11-01",55.64,59.8,54.77,59.14,28397600,59.14
"2013-11-04",60.6,62.1,59.61,61.83,10114900,61.83
"2013-11-05",61.63,62.38,60.31,62.12,6108100,62.12
"2013-11-06",61.97,62.45,59.54,61.15,5293800,61.15
"2013-11-07",60.62,61.01,57.57,58.13,6673800,58.13
"2013-11-08",58.81,61.09,58.51,60.5,5304400,60.5
"2013-11-11",60.67,63.44,60,63.14,5712400,63.14
"2013-11-12",62.85,63.35,60.45,61.72,4944900,61.72
"2013-11-13",61.1,64.39,61.1,64.2,4948600,64.2
"2013-11-14",64.97,65.99,63.16,64.28,6008500,64.28
"2013-11-15",64.47,64.75,62.82,64.19,3229100,64.19
"2013-11-18",64.43,65.2,62.29,62.87,3876000,62.87
"2013-11-19",63,63.44,59.69,60.42,4878400,60.42
"2013-11-20",60.64,62.2,60.52,60.88,3587900,60.88
"2013-11-21",61.21,62.4,60.96,61.98,2847500,61.98
"2013-11-22",62.03,62.27,60.02,60.35,2609700,60.35
"2013-11-25",60.65,60.85,58.15,59.94,4480200,59.94
"2013-11-26",59.79,60.38,58.12,59.37,3512500,59.37
"2013-11-27",59.44,60.94,58.86,60.53,3375400,60.53
"2013-11-29",60.95,61.4,59.7,59.82,1698600,59.82
"2013-12-02",59.77,60.49,58.9,59.81,2403300,59.81
"2013-12-03",59.59,60.48,59,59.62,2329400,59.62
"2013-12-04",59.14,61.85,59.12,60.8,4390300,60.8
"2013-12-05",60.91,61.18,59.56,59.78,3379300,59.78
"2013-12-06",60.23,60.48,57.75,58.01,3478100,58.01
"2013-12-09",58.03,58.79,55.77,56.07,4466500,56.07
"2013-12-10",56.02,57.78,55.73,56.49,5077700,56.49
"2013-12-11",56.71,56.9,53.9,54.2,4808000,54.2
"2013-12-12",54.07,55.47,53.07,54.39,4248600,54.39
"2013-12-13",54.5,55.2,53.48,53.79,3435400,53.79
"2013-12-16",54.47,55.5,53.72,54.7,2729800,54.7
"2013-12-17",54.59,55.95,54.08,55.51,2924700,55.51
"2013-12-18",55.61,56.17,53.45,55.42,4159700,55.42
"2013-12-19",55.05,57.37,54.7,56.76,3317400,56.76
"2013-12-20",57.13,57.69,55.23,55.87,4958300,55.87
"2013-12-23",56.21,56.8,55.48,55.76,2372400,55.76
"2013-12-24",54.7,55.89,54.66,55.29,1238300,55.29
"2013-12-26",55.57,56.17,55.28,55.68,1755900,55.68
"2013-12-27",55.93,56.55,55.02,55.26,1622600,55.26
"2013-12-30",55.29,56.34,55.27,55.6,1894300,55.6
"2013-12-31",55.85,56.22,54.3,54.64,2809700,54.64
"2014-01-02",54.28,57.58,54.01,57.44,5404200,57.44
"2014-01-03",57.59,58.3,55.85,56.74,4118700,56.74
"2014-01-06",54.25,54.63,51.01,51.26,11791700,51.26
"2014-01-07",52.15,53.89,52.06,52.49,6661900,52.49
"2014-01-08",52.29,52.89,51.41,51.68,4930200,51.68
"2014-01-09",52.03,52.85,51.81,52.11,4159900,52.11
"2014-01-10",52.31,52.69,51.38,51.97,2829700,51.97
"2014-01-13",51.92,51.98,49.41,49.86,4422500,49.86
