"","LLL.Open","LLL.High","LLL.Low","LLL.Close","LLL.Volume","LLL.Adjusted"
"2012-04-30",73.17,73.63,72.76,73.54,671600,69.83
"2012-05-01",73.63,74.19,72.72,73.77,1034700,70.05
"2012-05-02",73.32,73.61,72.87,73,858900,69.32
"2012-05-03",72.93,73.49,71.87,72.4,933900,68.75
"2012-05-04",72.15,72.24,71.71,72,838300,68.37
"2012-05-07",71.75,71.92,71.27,71.41,749100,67.81
"2012-05-08",71.04,71.26,70.65,71.15,780400,67.56
"2012-05-09",70.63,71.14,70.3,70.46,791100,66.91
"2012-05-10",70.86,71.17,70.74,71,818100,67.42
"2012-05-11",70.72,71.16,70.47,70.53,621100,66.97
"2012-05-14",69.89,70.68,69.74,70.35,537800,66.8
"2012-05-15",70.14,70.22,69.33,69.5,666400,66.47
"2012-05-16",70.02,70.22,68.43,68.44,1034300,65.45
"2012-05-17",68.54,68.75,67.84,67.88,710900,64.92
"2012-05-18",68.2,68.2,67.45,67.58,891900,64.63
"2012-05-21",67.59,68.27,66.79,68.1,386600,65.13
"2012-05-22",68.1,68.68,67.88,68.33,471400,65.35
"2012-05-23",67.88,68.17,66.46,67.98,654000,65.01
"2012-05-24",68.33,68.53,66.9,67.68,563500,64.73
"2012-05-25",67.46,68,66.99,67.19,298100,64.26
"2012-05-29",67.76,68.02,67.43,67.9,487500,64.94
"2012-05-30",67.45,67.86,66.81,67.61,769600,64.66
"2012-05-31",67.4,68.71,67,68.19,951800,65.21
"2012-06-01",67.42,67.86,67.1,67.11,887000,64.18
"2012-06-04",67.4,67.4,66.83,67.2,732500,64.27
"2012-06-05",67,67.49,66.87,67.43,842900,64.49
"2012-06-06",67.42,69.36,67.42,69.36,508900,66.33
"2012-06-07",69.74,70.54,69.49,69.65,797700,66.61
"2012-06-08",69.41,69.76,69.2,69.62,514000,66.58
"2012-06-11",70.11,70.2,69.13,69.19,495500,66.17
"2012-06-12",69.51,70.38,69.36,70.26,443600,67.19
"2012-06-13",70.1,70.57,69.33,69.57,582100,66.53
"2012-06-14",69.72,71.67,69.57,71.35,789900,68.24
"2012-06-15",71.69,71.86,71.31,71.74,718600,68.61
"2012-06-18",71.44,73.5,71.44,73.11,872000,69.92
"2012-06-19",73.09,73.73,72.95,73.26,707400,70.06
"2012-06-20",73.27,73.94,73.04,73.45,475100,70.24
"2012-06-21",73.49,73.93,72.35,72.43,658700,69.27
"2012-06-22",72.89,73.53,72.51,73.21,798500,70.02
"2012-06-25",72.89,72.9,71.8,71.83,546200,68.7
"2012-06-26",72.02,72.07,70.59,71.31,687000,68.2
"2012-06-27",71.53,72.47,71.34,71.93,496900,68.79
"2012-06-28",71.55,71.67,70.82,71.45,524700,68.33
"2012-06-29",72.56,74.05,72.5,74.01,821500,70.78
"2012-07-02",74.08,74.33,73.2,74.05,504100,70.82
"2012-07-03",74.02,74.52,73.73,74.45,388400,71.2
"2012-07-05",73.84,74.31,73.58,73.94,412700,70.71
"2012-07-06",73.03,73.14,72.57,72.73,306100,69.56
"2012-07-09",72.18,72.7,71.49,72.38,661800,69.22
"2012-07-10",72.6,73.32,71.27,71.65,447600,68.52
"2012-07-11",71.59,71.94,71.3,71.57,651700,68.45
"2012-07-12",71.18,71.89,70.66,71.32,620200,68.21
"2012-07-13",71.33,72.97,71.19,72.31,420900,69.15
"2012-07-16",72.08,72.47,71.57,71.84,494900,68.71
"2012-07-17",71.96,72.68,71.67,72.64,514900,69.47
"2012-07-18",69.6,71.65,69.48,71.03,749200,67.93
"2012-07-19",71.19,71.76,70.91,71.51,560500,68.39
"2012-07-20",71.1,71.63,70.42,70.64,444300,67.56
"2012-07-23",69.63,69.93,68.61,68.63,1104500,65.64
"2012-07-24",68.58,68.83,67.05,68.27,962900,65.29
"2012-07-25",67.01,69.69,67.01,69.62,1557200,66.58
"2012-07-26",69.34,70.49,68.76,69.55,1100200,66.52
"2012-07-27",69.83,70.58,69.26,69.86,1438000,66.81
"2012-07-30",69.63,70.59,69.21,70.35,991300,67.28
"2012-07-31",70.28,71.29,69.89,70.89,604400,67.8
"2012-08-01",71.16,71.16,69.59,69.87,488000,66.82
"2012-08-02",69.47,69.68,68,68.58,486800,65.59
"2012-08-03",69.43,70.23,69.38,69.79,373700,66.74
"2012-08-06",69.96,69.96,68.67,68.79,538200,65.79
"2012-08-07",69.03,69.7,69,69.38,728900,66.35
"2012-08-08",69.25,69.84,69.03,69.76,684700,66.72
"2012-08-09",69.5,70.48,69.35,70.41,510600,67.34
"2012-08-10",70.26,70.53,69.15,70.39,476000,67.32
"2012-08-13",70.12,70.29,69.08,69.29,662700,66.27
"2012-08-14",69.63,69.75,69.06,69.29,588700,66.27
"2012-08-15",68.99,69.09,68.36,68.74,497200,66.22
"2012-08-16",68.85,69.39,68.45,69.04,531200,66.51
"2012-08-17",69.06,69.26,68.51,69.17,459000,66.63
"2012-08-20",68.39,69.48,68,69.44,544700,66.89
"2012-08-21",69.61,69.92,69.11,69.62,717400,67.07
"2012-08-22",69.47,69.84,69.25,69.55,742700,67
"2012-08-23",70.07,70.07,69.41,69.71,705100,67.15
"2012-08-24",69.45,70.07,68.79,69.98,725100,67.41
"2012-08-27",69.95,70.22,69.45,69.54,415000,66.99
"2012-08-28",69.24,69.98,68.72,69.48,510600,66.93
"2012-08-29",69.6,70.08,69.4,70.06,315300,67.49
"2012-08-30",69.72,70.09,69.4,69.88,372400,67.32
"2012-08-31",70.26,70.74,69.89,70.24,342700,67.66
"2012-09-04",70.12,70.27,68.84,69.06,614300,66.53
"2012-09-05",69.18,69.74,69.06,69.38,492800,66.83
"2012-09-06",69.81,70.93,69.71,70.91,425300,68.31
"2012-09-07",70.61,71.49,70.49,71.4,321100,68.78
"2012-09-10",70.99,71.79,70.9,71.46,383700,68.84
"2012-09-11",71.43,71.69,71.25,71.52,582300,68.9
"2012-09-12",71.78,72.38,71.25,72.1,469500,69.46
"2012-09-13",72.07,72.97,71.29,72.56,436800,69.9
"2012-09-14",72.48,73.45,72.24,73.1,575900,70.42
"2012-09-17",72.83,73.61,72.81,73,454900,70.32
"2012-09-18",73.05,73.05,72.41,72.41,520300,69.75
"2012-09-19",72.38,72.6,71.83,72.35,440600,69.7
"2012-09-20",71.9,72.3,71.37,72.23,419500,69.58
"2012-09-21",72.31,72.91,72.27,72.46,621500,69.8
"2012-09-24",72.15,72.5,71.54,72.21,387100,69.56
"2012-09-25",72.24,72.51,71.9,71.97,426800,69.33
"2012-09-26",71.88,72.73,71.55,72.21,454200,69.56
"2012-09-27",72.42,72.75,72.11,72.47,492000,69.81
"2012-09-28",72.15,72.46,71.55,71.71,650200,69.08
"2012-10-01",71.96,73.52,71.73,73.38,634000,70.69
"2012-10-02",73.53,73.7,73.06,73.11,445500,70.43
"2012-10-03",73.22,73.64,72.86,72.99,461400,70.31
"2012-10-04",73.35,73.87,72.95,73.23,581500,70.54
"2012-10-05",73.57,73.94,73.23,73.46,371200,70.77
"2012-10-08",73.41,73.41,73.01,73.2,422100,70.51
"2012-10-09",73.25,73.68,72.63,72.72,300100,70.05
"2012-10-10",72.7,72.7,72.04,72.14,297200,69.49
"2012-10-11",72.62,72.96,72.1,72.1,426300,69.46
"2012-10-12",72.35,73.16,71.98,72.32,482500,69.67
"2012-10-15",72.33,72.81,72.24,72.75,387700,70.08
"2012-10-16",73.03,73.78,72.99,73.65,303600,70.95
"2012-10-17",73.72,74.51,73.6,74.42,497600,71.69
"2012-10-18",74.25,75,73.75,74.84,348500,72.09
"2012-10-19",74.47,74.75,73.48,73.61,579300,70.91
"2012-10-22",73.46,74.24,72.96,73.33,409400,70.64
"2012-10-23",71.89,72.89,71.89,72.61,466800,69.95
"2012-10-24",72.78,73.83,72.67,73.1,453900,70.42
"2012-10-25",73.58,74.12,73.11,73.79,481300,71.08
"2012-10-26",73.62,74.14,73.04,73.42,328500,70.73
"2012-10-31",73.65,74.4,72.81,73.8,336500,71.09
"2012-11-01",73.94,75,73.04,74.85,728700,72.1
"2012-11-02",74.88,76.19,74.51,75.85,877700,73.07
"2012-11-05",75.64,75.96,74.93,75.85,799300,73.07
"2012-11-06",76.05,77.68,76.05,77.46,954800,74.62
"2012-11-07",76.14,76.56,72.27,74.4,1920300,71.67
"2012-11-08",73.95,74.9,73.73,73.73,797900,71.03
"2012-11-09",73.51,75.07,73.51,74.47,562800,71.74
"2012-11-12",74.57,74.71,74.21,74.28,429100,71.56
"2012-11-13",73.75,75.38,73.75,74.4,458400,71.67
"2012-11-14",74.26,74.42,72.43,72.67,653400,70
"2012-11-15",72.4,73.06,72.1,72.35,804900,70.18
"2012-11-16",72.6,74.01,71.91,73.97,1899700,71.75
"2012-11-19",74.89,74.96,74.04,74.85,625600,72.6
"2012-11-20",74.9,75.45,74.32,75.45,366800,73.19
"2012-11-21",75.51,76.05,75.22,75.63,352900,73.36
"2012-11-23",75.92,76.33,75.38,76.33,196600,74.04
"2012-11-26",76,76.85,75.68,76.74,614000,74.44
"2012-11-27",76.48,77.34,75.88,76.47,606300,74.18
"2012-11-28",76.13,77.33,75.66,77.21,543600,74.89
"2012-11-29",77.49,77.7,76.68,77.45,458000,75.13
"2012-11-30",77.31,77.69,76.67,76.85,1030500,74.54
"2012-12-03",77.05,77.2,75.92,76.44,614300,74.15
"2012-12-04",76.38,76.64,75.65,75.99,797500,73.71
"2012-12-05",75.9,76.65,75.24,76.18,647200,73.89
"2012-12-06",75.96,76.48,75.35,76.26,811400,73.97
"2012-12-07",76.65,76.81,75.89,76.65,839900,74.35
"2012-12-10",76.56,77.05,76.12,76.65,1041300,74.35
"2012-12-11",76.79,77.03,76.3,76.61,723000,74.31
"2012-12-12",76.93,77,76.01,76.14,969400,73.85
"2012-12-13",76.09,76.15,75.48,75.51,612800,73.24
"2012-12-14",75.38,75.65,74.95,75.28,717500,73.02
"2012-12-17",75.33,75.9,74.86,75.88,767700,73.6
"2012-12-18",76.01,77.04,75.88,77.03,835900,74.72
"2012-12-19",76.95,77,76.21,76.33,739900,74.04
"2012-12-20",76.22,77.91,76.17,77.91,727000,75.57
"2012-12-21",76.6,77.79,76.6,77.77,1251300,75.44
"2012-12-24",77.61,77.74,76.93,77.59,246500,75.26
"2012-12-26",77.75,77.87,76.66,76.99,613300,74.68
"2012-12-27",77.06,77.38,75.92,76.76,587500,74.46
"2012-12-28",76.24,76.79,75.64,75.71,481400,73.44
"2012-12-31",75.4,76.68,74.63,76.62,562700,74.32
"2013-01-02",78.11,78.11,76.85,77.55,792600,75.22
"2013-01-03",77.46,77.93,77.21,77.42,427600,75.1
"2013-01-04",77.52,77.8,77.27,77.71,383000,75.38
"2013-01-07",77.41,77.63,76.84,77.18,406500,74.86
"2013-01-08",77.12,77.13,76.18,76.75,557100,74.45
"2013-01-09",77.01,78,76.92,77.86,597200,75.52
"2013-01-10",78,78.5,77.89,78.49,597600,76.13
"2013-01-11",78.31,78.56,77.63,77.88,489700,75.54
"2013-01-14",77.86,78.06,77.46,77.83,284700,75.49
"2013-01-15",77.69,79.16,77.21,78.86,659900,76.49
"2013-01-16",78.19,78.82,77.48,78.38,531600,76.03
"2013-01-17",78.61,79.65,78.42,79.37,527100,76.99
"2013-01-18",79.49,79.8,78.4,78.81,693800,76.44
"2013-01-22",78.72,78.96,78.6,78.82,533500,76.45
"2013-01-23",78.41,79.2,78.27,78.89,646200,76.52
"2013-01-24",79,79.13,78.36,78.73,671500,76.37
"2013-01-25",78.81,78.81,78.42,78.71,833700,76.35
"2013-01-28",78.69,78.82,77.5,77.73,604300,75.4
"2013-01-29",77.73,78.23,77.38,77.89,1037400,75.55
"2013-01-30",78.37,79.08,75.79,78.11,1585300,75.77
"2013-01-31",77.95,78.03,75.8,75.92,1245600,73.64
"2013-02-01",76.39,76.95,74.28,75.22,1965600,72.96
"2013-02-04",74.92,75.5,74.38,74.86,961700,72.61
"2013-02-05",75.06,76.13,75.06,75.76,1059200,73.49
"2013-02-06",75.62,76.85,75.51,76.12,1095000,73.84
"2013-02-07",76.32,77.27,76.06,77,1271800,74.69
"2013-02-08",77.25,77.82,77.11,77.67,747500,75.34
"2013-02-11",77.64,78.29,77.31,78.12,557700,75.78
"2013-02-12",78.34,78.5,77.74,78.36,701100,76.01
"2013-02-13",78.37,78.6,77.31,78.07,635600,75.73
"2013-02-14",77.74,78.34,77.35,77.74,883400,75.41
"2013-02-15",77.62,77.69,77.35,77.67,778800,75.34
"2013-02-19",77.74,77.74,77.3,77.63,670600,75.3
"2013-02-20",76.98,77.9,76.43,77,790200,74.69
"2013-02-21",76.9,76.98,76.13,76.46,704500,74.17
"2013-02-22",76.66,76.99,76.53,76.88,534900,74.57
"2013-02-25",77.11,77.44,75.3,75.32,605400,73.06
"2013-02-26",75.67,75.99,75.33,75.89,1030300,73.61
"2013-02-27",75.24,76.59,75.2,76.47,495200,74.72
"2013-02-28",76.46,77.15,76.24,76.27,560500,74.52
"2013-03-01",76.14,76.72,75.55,76.4,686300,74.65
"2013-03-04",76.12,76.4,75.21,75.84,725200,74.1
"2013-03-05",75.99,77.01,75.63,76.81,583800,75.05
"2013-03-06",77.02,77.03,75.64,76.33,626600,74.58
"2013-03-07",76.44,77,76.38,76.7,399700,74.94
"2013-03-08",77,77.25,76.57,77.18,572000,75.41
"2013-03-11",77.06,77.39,76.75,77.31,512400,75.54
"2013-03-12",77.28,77.65,77.02,77.42,491700,75.64
"2013-03-13",77.55,79,77.55,78.77,656600,76.96
"2013-03-14",78.89,79.74,78.72,79.7,614800,77.87
"2013-03-15",79.82,81.13,79.49,81.13,1621200,79.27
"2013-03-18",80.54,81.01,80.26,80.67,465400,78.82
"2013-03-19",81.06,81.23,80.5,81.03,510200,79.17
"2013-03-20",81.32,81.6,81.1,81.21,384500,79.35
"2013-03-21",80.73,81.33,80.09,80.29,411300,78.45
"2013-03-22",80.35,80.75,80.17,80.43,267900,78.59
"2013-03-25",80.75,81.05,79.7,79.82,427000,77.99
"2013-03-26",80.13,80.19,79.79,80.09,341000,78.25
"2013-03-27",79.7,80.29,79.5,80.16,366900,78.32
"2013-03-28",80.29,80.96,79.93,80.92,792600,79.06
"2013-04-01",80.92,81,80.27,80.45,407600,78.61
"2013-04-02",80.82,80.82,79.72,80.03,599500,78.19
"2013-04-03",80.11,81.5,80,81.09,796400,79.23
"2013-04-04",81.1,82.36,81.04,81.21,644200,79.35
"2013-04-05",80.55,82.44,80.21,82.4,1088100,80.51
"2013-04-08",81.76,81.83,80.85,81.83,623700,79.95
"2013-04-09",82,82.32,81.54,81.84,482400,79.96
"2013-04-10",82,83.42,81.76,83.37,569500,81.46
"2013-04-11",83.5,83.99,83.23,83.3,824300,81.39
"2013-04-12",82.95,82.95,81.78,82.45,692600,80.56
"2013-04-15",82.12,82.61,81.3,81.58,730800,79.71
"2013-04-16",82.14,82.74,81.91,82.68,828300,80.78
"2013-04-17",82.05,82.4,80.21,80.31,835000,78.47
"2013-04-18",80.36,80.56,79.75,80.19,534100,78.35
"2013-04-19",80.49,81.49,80.43,81.38,619300,79.51
"2013-04-22",81.5,81.5,80.57,81.27,435400,79.41
"2013-04-23",81.64,81.95,80.54,81.35,508300,79.48
"2013-04-24",81.69,83,81.69,82.6,850600,80.71
"2013-04-25",83,83,81,82.31,866800,80.42
"2013-04-26",82.48,82.48,79.63,81.39,483800,79.52
"2013-04-29",81.37,81.46,80.61,81.08,539400,79.22
"2013-04-30",80.99,81.34,80.8,81.25,494700,79.39
"2013-05-01",80.98,81.75,80.81,81,550200,79.14
"2013-05-02",81.2,82.38,81.01,82.31,504000,80.42
"2013-05-03",82.6,83.7,82.5,83.42,517700,81.51
"2013-05-06",82.54,83.95,82.54,83.54,454300,81.62
"2013-05-07",83.66,84,83.24,83.86,352700,81.94
"2013-05-08",83.85,84.43,83.76,84.42,417400,82.48
"2013-05-09",84.42,84.98,83.9,84.08,494500,82.15
"2013-05-10",83.99,84.34,83.4,83.78,444600,81.86
"2013-05-13",83.74,83.99,83.52,83.82,324400,81.9
"2013-05-14",83.85,84.45,83.74,84.27,514500,82.34
"2013-05-15",83.71,85.29,83.28,85.09,587600,83.69
"2013-05-16",84.89,85.69,84.64,84.77,384400,83.37
"2013-05-17",84.77,85.76,84.77,85.55,660600,84.14
"2013-05-20",85.44,86.96,85.21,86.76,571800,85.33
"2013-05-21",86.85,87.38,86.46,87.37,659100,85.93
"2013-05-22",87.42,87.96,85.67,85.81,860200,84.39
"2013-05-23",85.11,86.02,85,85.07,531600,83.67
"2013-05-24",84.69,85.32,84.5,85.19,291000,83.78
"2013-05-28",85.91,86.18,85.22,85.54,420800,84.13
"2013-05-29",84.93,85.2,84.13,84.61,466400,83.21
"2013-05-30",85.07,87.23,85.07,86.6,481200,85.17
"2013-05-31",86.5,86.69,85.07,85.09,563700,83.69
"2013-06-03",85.29,86.58,84.93,86.53,622300,85.1
"2013-06-04",86.38,86.84,85.26,85.71,506600,84.29
"2013-06-05",85.06,85.39,84.33,84.4,446000,83.01
"2013-06-06",84.46,85.24,84.05,85.22,399500,83.81
"2013-06-07",85.26,86.88,85.26,86.81,306100,85.38
"2013-06-10",86.81,86.95,86.22,86.56,344800,85.13
"2013-06-11",85.59,86.62,85.5,86.06,338700,84.64
"2013-06-12",86.71,87.38,85.91,85.96,419100,84.54
"2013-06-13",85.98,86.56,85.6,85.8,754800,84.38
"2013-06-14",85.87,86.45,85.5,86.04,318400,84.62
"2013-06-17",86.5,87.04,86.1,86.45,335200,85.02
"2013-06-18",86.61,87,86.38,86.8,421600,85.37
"2013-06-19",86.87,86.97,85.28,85.28,363300,83.87
"2013-06-20",84.72,85.28,84.07,84.13,486000,82.74
"2013-06-21",84.66,84.92,83.78,84.17,553200,82.78
"2013-06-24",83.51,83.8,82.6,82.89,517600,81.52
"2013-06-25",83.56,83.56,82.63,83.2,1045000,81.83
"2013-06-26",83.88,84.98,83.47,84.64,320300,83.24
"2013-06-27",85.22,86.4,84.93,86.03,355100,84.61
"2013-06-28",85.99,86.53,85.5,85.74,486200,84.32
"2013-07-01",86.58,87.22,86.09,86.74,392800,85.31
"2013-07-02",86.4,86.75,84.65,85.06,560000,83.66
"2013-07-03",84.5,85.96,84.5,85.6,211600,84.19
"2013-07-05",85.92,87.11,85.92,87.09,219800,85.65
"2013-07-08",87.44,88.15,86.95,86.98,1159100,85.54
"2013-07-09",87.62,88.76,87,88.57,668100,87.11
"2013-07-10",88.33,89.97,88.29,89.83,795500,88.35
"2013-07-11",90.36,90.71,89.92,90.2,560600,88.71
"2013-07-12",90.02,90.46,89.18,90.22,794000,88.73
"2013-07-15",90.35,90.94,90.05,90.86,413100,89.36
"2013-07-16",91.01,91.35,90.22,90.25,752800,88.76
"2013-07-17",90.44,91.18,90.44,91.14,485800,89.64
"2013-07-18",91.15,92.07,91.02,91.84,380400,90.32
"2013-07-19",91.87,92.42,91.68,92.37,523400,90.84
"2013-07-22",92.33,92.5,92.04,92.39,425900,90.86
"2013-07-23",92.7,93.26,92.2,93,965300,91.46
"2013-07-24",93.34,93.75,92.53,92.59,663400,91.06
"2013-07-25",92.5,92.9,91.27,92.04,924000,90.52
"2013-07-26",92,92.22,91.55,92.15,819600,90.63
"2013-07-29",91.4,92.47,90.8,91.95,781900,90.43
"2013-07-30",92.5,92.82,91.68,92.54,526400,91.01
"2013-07-31",92.84,93.91,92.69,93.15,593000,91.61
"2013-08-01",94,94.17,93.28,93.53,707100,91.99
"2013-08-02",93.59,94.32,93.22,94.32,467200,92.76
"2013-08-05",94.09,94.14,93.06,93.55,689400,92.01
"2013-08-06",93.54,93.7,92.81,93.03,657000,91.49
"2013-08-07",92.96,93.55,92.65,93.19,557200,91.65
"2013-08-08",92.55,93.95,92.55,93.52,416800,91.98
"2013-08-09",93.5,93.71,92.38,92.89,480200,91.36
"2013-08-12",92.8,93.19,92.5,92.95,446700,91.42
"2013-08-13",93.1,93.31,92.29,93.31,626600,91.77
"2013-08-14",93.25,93.42,92.53,92.6,545500,91.07
"2013-08-15",91.77,92.04,91.09,91.43,474800,90.46
"2013-08-16",91.26,92.05,91.15,91.2,654800,90.23
"2013-08-19",91.05,92.19,91.04,91.5,394800,90.53
"2013-08-20",91.49,92.74,91.49,92.1,415200,91.12
"2013-08-21",92,92.06,91.31,91.37,393900,90.4
"2013-08-22",91.49,92.49,91.49,92.3,235100,91.32
"2013-08-23",92.45,92.74,92.09,92.65,386000,91.66
"2013-08-26",92.59,93.17,92.2,92.27,251000,91.29
"2013-08-27",91.7,92.35,90.55,90.72,557300,89.76
"2013-08-28",90.71,91.41,90.39,91.09,371300,90.12
"2013-08-29",90.89,91.5,90.69,90.98,287500,90.01
"2013-08-30",91.26,91.26,90.07,90.33,311200,89.37
"2013-09-03",91,91.88,90.23,90.56,477100,89.6
"2013-09-04",90.62,91.5,90.52,91.25,381900,90.28
"2013-09-05",91.16,91.67,90.8,91.47,337400,90.5
"2013-09-06",91.6,91.63,90.16,91.19,519500,90.22
"2013-09-09",91.3,92.14,91.27,92.12,397900,91.14
"2013-09-10",92.44,93.24,92.12,92.88,372100,91.89
"2013-09-11",92.92,94.18,92.69,94.17,478900,93.17
"2013-09-12",94.17,94.75,93.78,93.96,430800,92.96
"2013-09-13",93.91,94.34,93.29,94.25,205800,93.25
"2013-09-16",95.27,95.98,94.63,95.76,430200,94.74
"2013-09-17",95.75,96.06,95.41,95.99,302100,94.97
"2013-09-18",96.07,96.32,94.71,96.09,427000,95.07
"2013-09-19",96.1,96.59,96,96.07,306600,95.05
"2013-09-20",96.26,96.28,94.88,95.22,710400,94.21
"2013-09-23",94.76,95.15,94.06,94.51,436700,93.5
"2013-09-24",94.65,95.89,94.51,95.52,427800,94.5
"2013-09-25",95.45,96.71,95.26,95.93,766900,94.91
"2013-09-26",95.9,96.29,95.51,95.91,432400,94.89
"2013-09-27",95.25,95.74,95.01,95.43,244800,94.42
"2013-09-30",94.81,94.89,94.21,94.5,416400,93.5
"2013-10-01",94.5,95.39,94.4,95.33,377100,94.32
"2013-10-02",94.74,94.86,93.24,93.93,406800,92.93
"2013-10-03",93.64,93.93,91.75,92.67,652400,91.68
"2013-10-04",92.69,93.04,92.23,92.88,239300,91.89
"2013-10-07",92.88,93.29,92.26,92.65,336800,91.66
"2013-10-08",92.83,93.44,91.96,91.99,331400,91.01
"2013-10-09",92.13,92.45,91.48,91.94,346000,90.96
"2013-10-10",92.56,93.56,92.56,93.56,790400,92.57
"2013-10-11",93.35,93.97,93.35,93.94,550300,92.94
"2013-10-14",93.65,95.16,93.14,94.98,383800,93.97
"2013-10-15",94.67,95.5,93.7,93.71,498900,92.71
"2013-10-16",94.22,94.44,93.72,94.06,469100,93.06
"2013-10-17",93.97,94.55,93.72,94.38,586300,93.38
"2013-10-18",95.5,95.5,94.41,94.77,404900,93.76
"2013-10-21",94.9,94.97,94.15,94.4,321000,93.4
"2013-10-22",94.74,95.57,94.45,95,546100,93.99
"2013-10-23",95.13,96,94.56,95.98,574600,94.96
"2013-10-24",96.05,96.42,95.37,96.29,362000,95.27
"2013-10-25",96.25,97.67,95.63,97.53,681400,96.49
"2013-10-28",97.18,97.58,96.74,97.1,720600,96.07
"2013-10-29",97.26,98.05,95.59,97.98,1067200,96.94
"2013-10-30",98.31,100.5,98.1,99.45,1392400,98.39
"2013-10-31",99.33,100.89,98.89,100.45,956500,99.38
"2013-11-01",100.59,101.45,100.1,100.76,720400,99.69
"2013-11-04",101,101.24,100.46,100.84,533400,99.77
"2013-11-05",100.73,101.32,100.26,101.05,676200,99.98
"2013-11-06",101.13,102.32,101.13,102.28,620800,101.19
"2013-11-07",102.28,102.73,100.79,100.86,600800,99.79
"2013-11-08",100.86,101.63,100.78,101.5,607100,100.42
"2013-11-11",101.5,101.64,101.15,101.35,394800,100.27
"2013-11-12",101.41,101.75,101,101.24,401500,100.16
"2013-11-13",101.02,101.93,100.58,101.87,349100,100.79
"2013-11-14",101.53,102.22,100.79,101.96,348400,101.42
"2013-11-15",101.94,102.04,101.11,101.95,391600,101.41
"2013-11-18",102.31,103.41,102.31,102.86,465900,102.32
"2013-11-19",102.63,102.92,101.55,101.78,668200,101.24
"2013-11-20",101.78,102.55,101.09,101.36,568900,100.83
"2013-11-21",101.78,102.25,101.18,101.86,545200,101.32
"2013-11-22",101.87,102.45,101.86,102.34,741300,101.8
"2013-11-25",102.45,102.45,101.86,102.37,603300,101.83
"2013-11-26",102.5,103.45,102.26,103.01,576100,102.47
"2013-11-27",103.27,103.87,102.77,103.48,441400,102.94
"2013-11-29",103.5,103.85,103.22,103.46,276900,102.92
"2013-12-02",103.46,103.77,102.98,103.19,695500,102.65
"2013-12-03",102.9,103.53,102.27,102.68,487300,102.14
"2013-12-04",102.4,102.65,100.63,101.58,764400,101.05
"2013-12-05",101.58,101.67,100.58,100.81,582500,100.28
"2013-12-06",101.47,101.96,101.39,101.8,582200,101.26
"2013-12-09",101.98,102.23,101.72,101.95,655800,101.41
"2013-12-10",101.72,102.46,101.25,102.38,722500,101.84
"2013-12-11",102.47,102.75,100.67,100.88,568200,100.35
"2013-12-12",100.61,101.5,100.61,101.3,511500,100.77
"2013-12-13",101.61,102.35,101.15,102.23,436600,101.69
"2013-12-16",102.19,103.4,102.02,103.02,909200,102.48
"2013-12-17",103.27,103.46,102.05,102.39,469600,101.85
"2013-12-18",102.42,104.9,102.17,104.78,830900,104.23
"2013-12-19",104.55,104.9,103.8,104.57,633600,104.02
"2013-12-20",105.09,106.13,104.8,105.49,1014600,104.93
"2013-12-23",105.65,106.24,105.61,106.03,353200,105.47
"2013-12-24",105.82,106.95,105.82,106.73,175100,106.17
"2013-12-26",106.84,107.62,106.73,107.13,453200,106.57
"2013-12-27",108.6,108.69,107.07,107.12,254000,106.56
"2013-12-30",107.39,107.53,106.38,106.78,371300,106.22
"2013-12-31",106.87,107.13,106.66,106.86,323400,106.3
"2014-01-02",106.07,106.28,104.94,105.08,720100,104.53
"2014-01-03",105.13,105.85,105.03,105.38,369000,104.83
"2014-01-06",105.66,106.11,105.01,105.58,564400,105.02
"2014-01-07",104.22,105.56,103.99,104.74,717200,104.19
"2014-01-08",104.64,105.71,104.04,105.46,615300,104.9
"2014-01-09",106.91,107.4,106.05,106.29,660900,105.73
"2014-01-10",106.4,106.69,105.85,106.32,551800,105.76
"2014-01-13",106.56,106.94,105.48,105.66,460300,105.1
"2014-01-14",105.91,106.38,105.46,106.14,403300,105.58
"2014-01-15",106.4,107.7,106.34,107.28,438600,106.72
"2014-01-16",106.67,107.28,106.5,107,304800,106.44
"2014-01-17",107.04,107.61,106.91,107.57,418200,107
"2014-01-21",107.58,108.83,107.57,108.34,533700,107.77
"2014-01-22",108.69,108.94,107.79,108.62,569200,108.05
"2014-01-23",108.49,108.57,107.21,107.71,611700,107.14
"2014-01-24",106.79,106.9,104.16,104.17,773500,103.62
"2014-01-27",104.41,104.41,102.84,103.71,648200,103.16
"2014-01-28",103.79,104.64,103.74,104.47,570800,103.92
"2014-01-29",103.49,104.18,102.94,103.72,628800,103.17
"2014-01-30",104.51,105.43,103.42,105.41,1234100,104.86
"2014-01-31",104.6,111.59,104.33,111.07,1910700,110.49
"2014-02-03",110.25,111.89,108.33,108.62,1879600,108.05
"2014-02-04",108.67,108.99,106.67,108.33,1085300,107.76
"2014-02-05",107.7,109.47,106.9,108.96,825500,108.39
"2014-02-06",108.96,109.99,108.91,109.61,484700,109.03
"2014-02-07",111.83,113.95,110.74,113.02,1279700,112.43
"2014-02-10",112.83,113.04,111.67,112.4,697100,111.81
"2014-02-11",112.75,113.24,112.37,112.54,1475300,111.95
"2014-02-12",112.45,113.83,112.45,113.12,680700,112.52
"2014-02-13",112.73,113.6,112.36,113.08,901900,112.48
"2014-02-14",113.19,113.63,112.34,113.5,581100,112.9
