"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2010-08-31",54.03,54.49,53.51,54.12,3349000,43.86
"2010-09-01",54.9,56.72,54.52,56.57,2832400,45.85
"2010-09-02",56.79,57.68,56.65,57.67,2582400,46.74
"2010-09-03",58.17,58.48,57.31,57.82,2256900,46.86
"2010-09-07",57.24,57.41,56.52,56.54,2257700,45.82
"2010-09-08",56.42,57.03,56.42,56.85,1987900,46.08
"2010-09-09",57.66,57.67,56.76,57.09,1984100,46.27
"2010-09-10",57.25,58.89,57.23,58.73,2756600,47.6
"2010-09-13",59.61,59.97,58.69,58.81,2383800,47.66
"2010-09-14",58.81,58.81,58.2,58.34,1662400,47.28
"2010-09-15",58.19,58.58,57.8,57.99,2242400,47
"2010-09-16",57.9,58.14,57.59,57.77,1639300,46.82
"2010-09-17",58.24,59.27,58,58.91,3020500,47.74
"2010-09-20",59.06,59.94,58.73,59.75,2148600,48.43
"2010-09-21",59.6,60.07,59.39,59.58,1901100,48.29
"2010-09-22",59.6,60.15,59.06,59.07,1613600,47.87
"2010-09-23",58.66,59.81,58.6,59.05,2044900,47.86
"2010-09-24",59.79,60.61,59.6,60.33,2458300,48.9
"2010-09-27",60.29,60.61,60.2,60.27,3070800,48.85
"2010-09-28",60.34,60.63,59.57,60.52,2525500,49.05
"2010-09-29",60.17,60.66,59.88,60.2,2848300,48.79
"2010-09-30",60.79,61.74,60.06,60.63,2843900,49.14
"2010-10-01",61.25,61.5,60.2,60.33,3125000,48.9
"2010-10-04",60.14,60.7,59.84,60.11,2381500,48.72
"2010-10-05",60.76,62.31,60.76,62.05,2824100,50.29
"2010-10-06",62.14,62.68,61.87,62.08,2775100,50.31
"2010-10-07",62.6,62.67,61.71,62.14,2696200,50.36
"2010-10-08",62.24,62.85,62.04,62.29,1719300,50.48
"2010-10-11",62.25,62.4,61.92,62.01,1273800,50.26
"2010-10-12",61.98,62.12,60.97,61.76,1877600,50.05
"2010-10-13",62.15,62.54,61.78,62.19,1886400,50.4
"2010-10-14",62.2,62.57,61.48,61.83,1810100,50.11
"2010-10-15",62.58,62.84,61.66,61.87,2041200,50.14
"2010-10-18",62.05,62.05,60.93,61.62,2344100,49.94
"2010-10-19",60.79,61.44,60.11,60.43,2851600,48.98
"2010-10-20",60.64,61.39,60.64,61.15,1984500,49.56
"2010-10-21",61.38,62.3,61.3,61.72,1704400,50.02
"2010-10-22",61.75,62.07,61.42,61.9,1282100,50.17
"2010-10-25",62.14,62.23,60.85,60.91,2774700,49.37
"2010-10-26",60.72,61.56,60.36,61.35,2655600,49.72
"2010-10-27",61.41,61.59,60.74,61.38,2734600,49.75
"2010-10-28",62.05,62.6,61.38,62.24,2440600,50.44
"2010-10-29",62.35,63.23,62.21,63.22,1973500,51.24
"2010-11-01",63.36,64.48,63.06,63.51,1736500,51.47
"2010-11-02",64.01,64.68,64.01,64.59,1724100,52.35
"2010-11-03",64.44,64.75,63.48,64.28,1598500,52.1
"2010-11-04",64.73,65.46,64.35,65.27,2213600,52.9
"2010-11-05",65.22,65.59,65.11,65.34,1043900,52.96
"2010-11-08",64.8,65.59,63.85,65.34,1232800,52.96
"2010-11-09",65.64,65.68,64.69,65.28,1387900,52.91
"2010-11-10",65.07,65.43,64.66,65.22,1413400,52.86
"2010-11-11",64.7,64.74,63.78,64.07,1624100,51.93
"2010-11-12",63.49,63.6,62.65,62.9,1353300,50.98
"2010-11-15",63,63.57,62.57,63.01,1186100,51.07
"2010-11-16",62.71,62.82,61.52,61.9,1692000,50.17
"2010-11-17",62.27,62.32,61.6,62.05,1273300,50.29
"2010-11-18",62.6,63.39,62.6,63.07,1341200,51.12
"2010-11-19",63.16,63.37,62.49,63.26,1147300,51.27
"2010-11-22",62.86,63.16,61.57,62.28,1993700,50.48
"2010-11-23",61.43,61.7,60.65,61.29,2256200,49.67
"2010-11-24",61.43,62.32,61.23,62.2,1590000,50.8
"2010-11-26",61.77,62.31,61.65,61.76,682300,50.44
"2010-11-29",61.16,61.51,60.33,61.22,2018000,50
"2010-11-30",60.76,61.97,60.67,61.68,3243800,50.38
"2010-12-01",62.7,63.49,62.52,63.35,2432500,51.74
"2010-12-02",63.47,64.19,63.34,64.03,1918300,52.3
"2010-12-03",63.91,64.05,62.9,63.21,3168800,51.63
"2010-12-06",63.22,63.98,63.01,63.72,1798200,52.04
"2010-12-07",64.13,64.42,63.93,64.38,1951500,52.58
"2010-12-08",64.39,64.51,64.1,64.36,1854800,52.57
"2010-12-09",64.62,64.62,63.43,63.61,2443600,51.95
"2010-12-10",63.94,64.33,63.79,64.16,1694600,52.4
"2010-12-13",64.31,64.37,63.71,64,2080700,52.27
"2010-12-14",64.22,64.87,64.08,64.71,1397200,52.85
"2010-12-15",64.48,64.57,63.61,63.75,2192100,52.07
"2010-12-16",63.85,64.57,63.63,64.57,1142700,52.74
"2010-12-17",64.52,64.63,64.04,64.12,2309100,52.37
"2010-12-20",64.37,64.43,63.82,64.08,1334600,52.34
"2010-12-21",64.35,64.84,64.17,64.5,2098900,52.68
"2010-12-22",64.62,65.16,64.41,65.13,1867400,53.19
"2010-12-23",65.08,65.42,64.73,64.88,1621000,52.99
"2010-12-27",64.71,64.77,64.48,64.64,1014400,52.79
"2010-12-28",64.72,65.1,64.51,64.81,1100400,52.93
"2010-12-29",65,65.17,64.66,64.88,1368500,52.99
"2010-12-30",64.77,64.96,64.4,64.44,1249600,52.63
"2010-12-31",64.42,64.89,64.18,64.78,1192900,52.91
"2011-01-03",65.15,65.44,64.92,65.15,1819600,53.21
"2011-01-04",65.14,65.38,64.7,65.36,2130600,53.38
"2011-01-05",65.15,65.75,64.79,65.7,1900500,53.66
"2011-01-06",65.82,67.66,65.77,67.2,2467100,54.88
"2011-01-07",67.81,68.75,67.42,68.06,2821000,55.59
"2011-01-10",67.61,67.69,66.76,66.93,1683600,54.66
"2011-01-11",67.18,67.43,66.4,66.42,1508500,54.25
"2011-01-12",66.59,67.43,66.59,66.92,1998000,54.66
"2011-01-13",67.4,67.47,66.23,66.52,1734700,54.33
"2011-01-14",66.47,67.27,66.29,67.23,1722600,54.91
"2011-01-18",66.94,69.84,66.87,69.32,3841300,56.62
"2011-01-19",69.32,69.55,68.58,68.93,1477000,56.3
"2011-01-20",68.98,70,68.61,69.98,2301100,57.16
"2011-01-21",70.35,70.35,69.28,69.53,1996900,56.79
"2011-01-24",69.49,69.72,68.47,68.91,2010400,56.28
"2011-01-25",68.84,69.54,68.55,69.51,2092900,56.77
"2011-01-26",69.63,69.64,68.32,68.81,2078700,56.2
"2011-01-27",69.04,69.88,68.66,69.22,1312100,56.53
"2011-01-28",69.31,69.77,67.33,67.58,2125200,55.19
"2011-01-31",68.01,69.36,67.86,69.3,2555000,56.6
"2011-02-01",69.77,70.32,69.56,70.27,1640800,57.39
"2011-02-02",70.1,70.35,69.67,69.88,1196500,57.07
"2011-02-03",69.78,70,69.15,69.79,1001700,57
"2011-02-04",69.7,69.75,69.18,69.57,1005000,56.82
"2011-02-07",69.78,70.65,69.67,70.35,1445900,57.46
"2011-02-08",70.34,71.14,69.94,71.09,1316700,58.06
"2011-02-09",71.91,72.5,70.59,71.87,2190500,58.7
"2011-02-10",71.33,71.68,70.44,71.16,1684400,58.12
"2011-02-11",70.95,71.16,70.4,70.51,1804200,57.59
"2011-02-14",70.41,70.68,68.56,68.7,3049800,56.11
"2011-02-15",68.23,69.32,68.14,69.14,1865000,56.47
"2011-02-16",69.31,69.54,67.3,68.54,2846800,55.98
"2011-02-17",68.28,69.58,68.08,68.9,1432100,56.27
"2011-02-18",68.9,69.44,68.77,69.11,1624500,56.44
"2011-02-22",68.53,68.65,67.14,67.56,1741300,55.18
"2011-02-23",67.52,68.08,66.33,66.92,2607200,54.66
"2011-02-24",66.42,67.65,65.65,67,2689900,55.11
"2011-02-25",67.21,67.59,66.32,66.49,2034800,54.69
"2011-02-28",66.52,67.58,66.08,66.68,2418300,54.85
"2011-03-01",67.01,67.7,65.66,65.86,1887000,54.17
"2011-03-02",65.83,66.69,65.75,66.44,1686800,54.65
"2011-03-03",66.87,67.9,66.83,67.51,1878500,55.53
"2011-03-04",67.54,67.7,65.85,66.69,1400900,54.85
"2011-03-07",66.78,67.25,65.4,65.79,1502000,54.11
"2011-03-08",65.7,67.18,65.7,66.89,1881800,55.02
"2011-03-09",66.77,67.43,66.3,67.3,1133600,55.36
"2011-03-10",67.18,67.49,66.27,66.31,2007200,54.54
"2011-03-11",66.43,66.76,65.72,66.1,1560000,54.37
"2011-03-14",65.63,66.36,65.35,66.32,2156900,54.55
"2011-03-15",64.65,66.6,64.17,66.13,2893200,54.39
"2011-03-16",66,66,64.6,64.94,2815400,53.41
"2011-03-17",66.18,67.14,65.94,66.46,4624900,54.66
"2011-03-18",67.36,67.5,65.99,66.95,3354800,55.07
"2011-03-21",67.83,68.57,67.68,68.22,2300400,56.11
"2011-03-22",68.08,68.49,67.82,67.98,2379900,55.91
"2011-03-23",67.6,67.97,67.17,67.77,3234800,55.74
