"","NOC.Open","NOC.High","NOC.Low","NOC.Close","NOC.Volume","NOC.Adjusted"
"2007-03-09",73.2,73.5,72.83,73.05,1127500,53.62
"2007-03-12",72.9,74.15,72.86,73.82,1432500,54.19
"2007-03-13",73.79,73.79,72.4,72.74,2249700,53.39
"2007-03-14",72.74,73.28,71.81,72.79,2302300,53.43
"2007-03-15",72.81,73.25,72.62,73.07,1586200,53.64
"2007-03-16",73.3,73.55,72.51,72.57,2899300,53.27
"2007-03-19",72.8,74,72.8,73.93,1526800,54.27
"2007-03-20",73.72,74.21,73.51,73.96,1479200,54.29
"2007-03-21",73.99,75.02,73.93,75.01,2140200,55.06
"2007-03-22",74.91,75.01,73.81,74.13,1696800,54.41
"2007-03-23",74.25,75.82,74.25,75.72,2278000,55.58
"2007-03-26",75.5,75.67,74.79,75.3,1677800,55.27
"2007-03-27",74.95,75.08,74.63,74.84,1304200,54.94
"2007-03-28",74.5,74.65,73.98,74.13,975900,54.41
"2007-03-29",74.66,75.02,74.37,74.8,1558300,54.91
"2007-03-30",75.05,75.35,74.1,74.22,1664400,54.48
"2007-04-02",74.49,74.97,74.24,74.89,1830900,54.97
"2007-04-03",75.33,75.94,75.13,75.69,1187700,55.56
"2007-04-04",75.64,75.85,75.37,75.45,1062100,55.38
"2007-04-05",75.5,75.5,74.89,75.05,1019100,55.09
"2007-04-09",75.21,76.05,75.21,75.73,1213100,55.59
"2007-04-10",75.78,75.96,75.51,75.6,900200,55.49
"2007-04-11",75.32,75.42,73.79,73.98,1985800,54.3
"2007-04-12",73.9,75.17,73.82,75.08,1282800,55.11
"2007-04-13",75,75.05,74.47,74.75,945900,54.87
"2007-04-16",74.82,75.18,74.28,74.45,1444600,54.65
"2007-04-17",74.67,75.1,74.39,75.07,1204300,55.1
"2007-04-18",74.85,75.88,74.7,75.78,1158400,55.63
"2007-04-19",76.6,76.6,75.01,75.93,1411300,55.74
"2007-04-20",76.39,76.73,76.08,76.1,1917400,55.86
"2007-04-23",75.94,76.9,75.83,76.62,1357200,56.24
"2007-04-24",76.05,76.05,74.04,74.17,2653300,54.44
"2007-04-25",74.17,75.15,74.01,74.65,2122000,54.8
"2007-04-26",74.6,74.8,73.69,73.69,2132600,54.09
"2007-04-27",73.45,74.89,73.43,74.65,1596200,54.8
"2007-04-30",74.65,74.94,73.61,73.64,2215900,54.05
"2007-05-01",73.88,73.88,73.1,73.15,2594000,53.69
"2007-05-02",73.15,73.42,72.53,72.68,4018300,53.35
"2007-05-03",72.95,73.79,72.8,73.78,3221600,54.16
"2007-05-04",73.88,74.9,73.61,73.82,1804300,54.19
"2007-05-07",73.99,75.12,73.99,74.92,1524300,54.99
"2007-05-08",74.8,75.05,74.36,74.89,999200,54.97
"2007-05-09",74.9,75.73,74.34,75.48,2152600,55.4
"2007-05-10",75.22,75.34,74.48,74.48,2043800,54.67
"2007-05-11",74.86,74.94,74.46,74.87,1211200,54.96
"2007-05-14",74.64,75.94,74.64,75.79,1817900,55.63
"2007-05-15",75.8,76.4,75.69,75.87,1687100,55.69
"2007-05-16",76,76.88,75.43,76.83,1450500,56.4
"2007-05-17",76.83,77.24,76.67,76.75,1497200,56.34
"2007-05-18",76.85,77.16,76.64,77,1065300,56.52
"2007-05-21",77,77.46,76.72,76.86,1565700,56.42
"2007-05-22",76.65,76.67,75.73,75.83,1777500,55.66
"2007-05-23",75.86,76.09,75.5,75.64,1241900,55.52
"2007-05-24",75.34,75.68,75.01,75.07,1692300,55.37
"2007-05-25",75.16,75.28,74.69,75.04,1593000,55.35
"2007-05-29",74.8,75.29,74.64,75.21,1480600,55.48
"2007-05-30",74.96,75.77,74.73,75.76,1246900,55.88
"2007-05-31",75.85,76.08,75.56,75.61,1331600,55.77
"2007-06-01",75.86,76.39,75.81,76.19,1468400,56.2
"2007-06-04",76.1,76.84,76,76.63,1160400,56.53
"2007-06-05",76.63,76.82,76.13,76.62,1459100,56.52
"2007-06-06",76.63,76.87,76.1,76.29,1165100,56.27
"2007-06-07",75.81,76.58,75.23,75.23,1334000,55.49
"2007-06-08",75.23,76.05,74.71,76.05,1093900,56.1
"2007-06-11",76.04,76.26,75.71,75.93,909800,56.01
"2007-06-12",75.49,76.15,75.49,75.55,1649800,55.73
"2007-06-13",75.79,76.53,75.76,76.53,1575100,56.45
"2007-06-14",76.59,77.3,76.58,77.15,1008300,56.91
"2007-06-15",77.44,77.69,77.36,77.4,2107900,57.09
"2007-06-18",77.26,77.26,76.55,76.64,2005400,56.53
"2007-06-19",76.69,77.55,76.68,77.04,1024600,56.83
"2007-06-20",77.03,77.45,76.95,77.11,1561000,56.88
"2007-06-21",76.9,77.69,76.55,77.21,1156300,56.95
"2007-06-22",76.96,76.96,76.2,76.66,1807400,56.55
"2007-06-25",76.97,77.46,76.38,76.8,1462100,56.65
"2007-06-26",77,77,75.9,76.51,1562300,56.44
"2007-06-27",76.17,77.75,75.9,77.61,2596300,57.25
"2007-06-28",77.51,77.88,77.38,77.58,1848000,57.23
"2007-06-29",77.79,78.29,77.53,77.87,2026300,57.44
"2007-07-02",78.25,78.69,78.06,78.46,1450400,57.88
"2007-07-03",78.63,78.89,78.26,78.46,839100,57.88
"2007-07-05",78.4,78.57,78.17,78.26,2000800,57.73
"2007-07-06",78.3,78.65,78.21,78.44,1397300,57.86
"2007-07-09",78.5,78.8,77.93,77.93,1177800,57.48
"2007-07-10",77.52,77.61,75.93,76.02,1793900,56.08
"2007-07-11",76.02,77.07,76.02,76.79,1069700,56.64
"2007-07-12",76.61,77.14,75.92,77.14,1432800,56.9
"2007-07-13",76.9,77,76.45,76.5,1474500,56.43
"2007-07-16",76.3,77.42,76.27,77,1278300,56.8
"2007-07-17",76.99,78.01,76.79,77.71,1319600,57.32
"2007-07-18",77.82,78.17,77.31,77.47,2016200,57.15
"2007-07-19",77.75,78.53,77.65,78.13,1116500,57.63
"2007-07-20",78.11,78.5,77.68,77.7,1995900,57.31
"2007-07-23",77.99,79.26,77.98,79.08,1888100,58.33
"2007-07-24",78.25,79,77.05,77.3,2490100,57.02
"2007-07-25",78.11,79.61,77.88,78.9,2854900,58.2
"2007-07-26",79.68,80.11,77.78,78.53,3037700,57.93
"2007-07-27",78.46,78.68,77.2,77.2,2259200,56.95
"2007-07-30",76.99,77.44,76.36,77.12,2249700,56.89
"2007-07-31",77.98,78.35,76.1,76.1,2719100,56.13
"2007-08-01",75.95,77.51,75.9,77.3,2327400,57.02
"2007-08-02",77.28,79.39,76.89,79.23,2292900,58.44
"2007-08-03",79.27,80.35,78.03,78.03,2412200,57.56
"2007-08-06",78.93,79.74,78.03,79.41,2544700,58.58
"2007-08-07",79.41,79.73,77.3,77.93,2631400,57.48
"2007-08-08",77.81,77.81,76.59,77.45,3124000,57.13
"2007-08-09",77.05,77.99,74.48,74.67,3358200,55.08
"2007-08-10",74.15,77.95,73.84,77.68,3443200,57.3
"2007-08-13",79.41,80,77.56,78.5,2892500,57.9
"2007-08-14",78.8,78.97,76.84,77.5,2154800,57.17
"2007-08-15",77,77.63,75.57,75.6,1964900,55.77
"2007-08-16",75.4,76.31,73.88,75.53,3083200,55.71
"2007-08-17",76.35,77.86,76.04,77.72,2897700,57.33
"2007-08-20",77.7,78.4,76.87,77.27,1897500,57
"2007-08-21",77.06,78.17,76.63,76.74,3449700,56.61
"2007-08-22",77.54,78.25,76.87,77.16,2062000,56.92
"2007-08-23",77.36,77.66,76.45,76.48,1898100,56.69
"2007-08-24",76.28,78.69,76.18,78.5,1628900,58.18
"2007-08-27",78.4,79.23,78.3,78.56,1164300,58.23
"2007-08-28",78.21,78.27,75.85,75.98,1907600,56.32
"2007-08-29",76.58,77.02,76.18,76.93,1816200,57.02
"2007-08-30",76.45,78.14,75.51,77.56,1277000,57.49
"2007-08-31",78.23,79.2,78.01,78.84,2592700,58.44
"2007-09-04",78.2,78.83,77.75,78.42,1330400,58.12
"2007-09-05",77.83,78.3,77.18,77.36,1240000,57.34
"2007-09-06",76.54,77.89,76.39,77.43,1784500,57.39
"2007-09-07",76.6,78.11,76.6,77.73,1745100,57.61
"2007-09-10",78.39,78.89,77.63,78.11,1663200,57.89
"2007-09-11",78.57,79.15,78.01,78.99,1432800,58.55
"2007-09-12",79,79.98,78.43,78.59,2283600,58.25
"2007-09-13",79.15,79.6,78.67,78.73,1683800,58.35
"2007-09-14",78.5,79.43,78.5,78.87,1549800,58.46
"2007-09-17",78.66,79.09,77.99,78.33,958500,58.06
"2007-09-18",78.56,79.17,77.55,78.98,1442400,58.54
"2007-09-19",79.2,80.16,78.83,79.86,1650000,59.19
"2007-09-20",79.9,80.2,79.58,79.7,1103800,59.07
"2007-09-21",79.69,80.5,79.51,79.55,1617600,58.96
"2007-09-24",79.4,79.98,78.64,78.69,1143900,58.32
"2007-09-25",78.37,79.89,78.28,79.62,1360800,59.01
"2007-09-26",79.92,79.92,78.2,78.27,1642600,58.01
"2007-09-27",78.68,78.68,77.41,78.28,1322300,58.02
"2007-09-28",78.1,78.95,77.6,78,1224600,57.81
"2007-10-01",78.73,79.79,78.14,79.74,1177000,59.1
"2007-10-02",79.87,80.01,77.84,78.19,1418600,57.95
"2007-10-03",78.1,78.68,77.8,78.55,1123700,58.22
"2007-10-04",78.88,79.44,78.32,79.21,917800,58.71
"2007-10-05",79.65,79.65,78.42,78.5,822800,58.18
"2007-10-08",78.62,79.05,78.5,78.79,589800,58.4
"2007-10-09",79,79.37,78.63,78.97,1703300,58.53
"2007-10-10",78.96,79.17,78.02,78.56,1783100,58.23
"2007-10-11",79.09,79.7,78.69,79.18,2311100,58.69
"2007-10-12",79.39,79.5,78.82,79.25,1259100,58.74
"2007-10-15",79.18,79.88,78.99,79.35,1352700,58.81
"2007-10-16",79.32,80.34,79.03,80.3,2490100,59.52
"2007-10-17",80.5,81.26,79.55,80.41,1854200,59.6
"2007-10-18",79.9,80.76,79.9,80.53,1277300,59.69
"2007-10-19",80.19,80.63,78.62,78.66,1615700,58.3
"2007-10-22",78.11,78.98,77.71,78.88,1452900,58.47
"2007-10-23",78.93,79.91,78.72,79.53,1067000,58.95
"2007-10-24",80.05,82.62,80.01,82.25,2676600,60.96
"2007-10-25",82.83,83.7,82.36,82.69,1997300,61.29
"2007-10-26",83.44,83.44,81.61,81.94,1523400,60.73
"2007-10-29",82.32,82.95,81.68,82.47,1896300,61.13
"2007-10-30",82.01,83.11,81.76,82.67,1358200,61.27
"2007-10-31",82.9,83.62,82.07,83.62,1328800,61.98
"2007-11-01",83.5,83.99,81.92,82.03,2144700,60.8
"2007-11-02",82.03,82.44,80.81,81.93,2432300,60.73
"2007-11-05",82.78,83,81.85,82.58,1461400,61.21
"2007-11-06",82.65,84.5,82.2,84.48,2061300,62.62
"2007-11-07",85.21,85.21,83.79,84,3590000,62.26
"2007-11-08",84.41,85.17,83.36,83.9,3074300,62.19
"2007-11-09",83.12,83.94,82.11,82.47,1740200,61.13
"2007-11-12",82.16,83.37,81.68,81.75,1782600,60.59
"2007-11-13",81.75,83.81,81.75,83.76,2815200,62.08
"2007-11-14",84.39,84.76,82.84,83.08,1866900,61.58
"2007-11-15",82.92,83.02,81.69,81.76,1712300,60.6
"2007-11-16",82.23,82.41,79.76,80.45,3396900,59.63
"2007-11-19",79.89,80.88,79.14,79.22,3273500,58.72
"2007-11-20",79.22,79.91,77.8,78.81,3767500,58.41
"2007-11-21",78,79.25,77.87,78.22,2888000,58.25
"2007-11-23",78.58,80.12,78.31,80.07,867500,59.63
"2007-11-26",79.91,81.01,78.35,78.54,3133300,58.49
"2007-11-27",79.11,79.15,77.67,78.35,2785800,58.35
"2007-11-28",78.9,79.09,78.06,78.51,2901100,58.47
"2007-11-29",78.1,79.11,76.85,77.09,3340100,57.41
"2007-11-30",77.86,78.91,77.26,78.79,2994900,58.67
"2007-12-03",78.04,81.22,78.04,81.07,3412400,60.37
"2007-12-04",80.73,81.61,80.25,81.11,2534800,60.4
"2007-12-05",81.24,82.37,80.56,80.95,2715400,60.28
"2007-12-06",81.83,83.16,80.96,82.64,1870400,61.54
"2007-12-07",82.63,83.39,81.93,83.09,1626100,61.88
"2007-12-10",83.49,83.49,81.65,82.35,1748900,61.33
"2007-12-11",82.31,82.65,78.95,79.54,2190400,59.23
"2007-12-12",80.36,81.62,79.98,80.79,3220900,60.16
"2007-12-13",80.76,81.38,80.16,80.68,1616400,60.08
"2007-12-14",80.29,80.98,79.75,80,1570400,59.58
"2007-12-17",79.81,80.3,79.15,79.88,2629100,59.49
"2007-12-18",80.3,80.37,78.9,79.25,2163100,59.02
"2007-12-19",79.57,79.57,78.02,78.6,3009300,58.53
"2007-12-20",79.13,80.15,79.12,79.86,2003800,59.47
"2007-12-21",80.89,81.62,79.9,80.58,2171200,60.01
"2007-12-24",81.11,81.94,80.8,81.49,379400,60.68
"2007-12-26",81.08,81.38,80,80.7,741800,60.1
"2007-12-27",80.58,80.8,79.44,79.71,1098300,59.36
"2007-12-28",79.8,80.44,79.19,79.33,874200,59.08
"2007-12-31",78.9,79.6,78.64,78.64,795200,58.56
"2008-01-02",78.74,79.05,77.99,78.6,1473400,58.53
"2008-01-03",79.01,79.41,78.71,79.28,2149500,59.04
"2008-01-04",79.03,79.69,78.67,78.85,1957200,58.72
"2008-01-07",79.11,79.32,77.26,78.09,2064000,58.15
"2008-01-08",78.62,78.62,76.29,76.41,2210700,56.9
"2008-01-09",76.67,79.92,76.14,79.89,2739800,59.49
"2008-01-10",79.3,80.31,79.03,79.43,1974000,59.15
"2008-01-11",78.86,81.3,78.53,79.87,2425500,59.48
"2008-01-14",80.53,80.55,79.38,79.52,1849700,59.22
"2008-01-15",79.6,82.27,79.59,81.1,3114900,60.39
"2008-01-16",81.09,81.73,79.65,79.98,3252500,59.56
"2008-01-17",79.82,80.09,78.27,78.55,3906400,58.5
"2008-01-18",78.54,79.96,78.27,78.56,2830000,58.5
"2008-01-22",75.53,79.21,75.53,78.2,2890400,58.23
"2008-01-23",76.01,78.72,76.01,78.32,3740600,58.32
"2008-01-24",77.48,78.66,76.33,77.44,3168100,57.67
"2008-01-25",78.03,79.44,77.13,78.07,2809300,58.14
"2008-01-28",78.02,78.75,77.58,78.3,2009700,58.31
"2008-01-29",78.72,80.13,78.6,79.19,2908000,58.97
"2008-01-30",79.16,82.18,78.74,80.86,2856600,60.22
"2008-01-31",79.5,81.29,78.13,79.36,3700700,59.1
"2008-02-01",78.51,80.63,78.51,80.48,2616900,59.93
"2008-02-04",80.09,81.31,80.04,80.94,1558300,60.28
"2008-02-05",79.68,80.11,78.82,78.82,1947500,58.7
"2008-02-06",79.43,79.43,77.78,77.94,2779700,58.04
"2008-02-07",77.38,79.11,77.16,79.11,2640700,58.91
"2008-02-08",78.84,79.55,78.48,79.07,2544700,58.88
"2008-02-11",78.89,79.98,78.89,79.51,2366900,59.21
"2008-02-12",79.84,80.15,79.01,79.44,2139100,59.16
"2008-02-13",79.89,80.3,79.63,80.15,1996100,59.69
"2008-02-14",80.33,80.68,79.52,79.76,1704200,59.4
"2008-02-15",79.61,80.32,79,79.92,1771700,59.52
"2008-02-19",80.68,81.32,80.24,80.6,1641000,60.02
"2008-02-20",80.54,81,79.61,81,2311800,60.32
"2008-02-21",81.26,81.26,79.28,79.4,2119400,59.13
"2008-02-22",79.5,79.85,77.95,79.09,2151500,58.9
"2008-02-25",78.98,80.04,78.95,80.04,2289800,59.61
"2008-02-26",79.51,79.71,78.79,79.52,1819500,59.22
"2008-02-27",79.2,82.38,79.2,80.82,4121700,60.19
"2008-02-28",81.9,81.9,79.36,79.97,2178100,59.83
"2008-02-29",79.26,79.69,78.44,78.61,2240200,58.81
"2008-03-03",82.46,83.4,81.16,82.57,5323500,61.77
"2008-03-04",81.97,81.97,79.41,80.25,4247100,60.04
"2008-03-05",80,80.59,79.47,80.33,2426200,60.1
"2008-03-06",79.96,80.25,79.17,79.62,2097300,59.57
"2008-03-07",79.15,80.26,78.67,79.01,1902200,59.11
"2008-03-10",79.24,79.54,78.33,78.39,1971000,58.64
"2008-03-11",80,80,78.3,79.68,1835600,59.61
"2008-03-12",79.7,80.28,79.21,79.35,1746200,59.36
"2008-03-13",78.74,79.2,78.02,78.8,2344100,58.95
"2008-03-14",79.21,79.49,76.87,77.55,3321900,58.02
"2008-03-17",76.01,80,76.01,79.3,3503200,59.33
"2008-03-18",80.64,80.64,78.71,79.79,2517100,59.69
"2008-03-19",80.02,80.63,78.24,78.24,2412400,58.53
"2008-03-20",79.06,79.17,78,78.43,2617500,58.67
"2008-03-24",78.6,78.93,78.01,78.37,1729300,58.63
"2008-03-25",78.33,79.17,77.8,78.88,1852600,59.01
"2008-03-26",78.32,78.77,78.04,78.36,1482300,58.62
"2008-03-27",78.73,79,77.77,77.82,1611000,58.22
"2008-03-28",78.35,78.76,77.75,77.93,1244600,58.3
"2008-03-31",77.97,78.51,77.01,77.81,2353200,58.21
"2008-04-01",77.91,78.62,77.02,78.25,2107400,58.54
"2008-04-02",78.62,79.51,78.01,78.94,1763400,59.06
"2008-04-03",78.92,79.24,78.3,79.12,1784900,59.19
"2008-04-04",79.34,79.5,78.17,78.33,1552100,58.6
"2008-04-07",79.05,79.1,77.82,78.45,1737500,58.69
"2008-04-08",77.64,78.26,77.6,78.07,1088300,58.41
"2008-04-09",78.27,78.41,77.57,77.96,1370900,58.32
"2008-04-10",77.81,78.3,77.57,78.06,1261400,58.4
"2008-04-11",77.67,77.91,76.37,76.47,1617500,57.21
"2008-04-14",76.46,77.09,76.42,76.84,808700,57.49
"2008-04-15",76.45,76.45,71.34,71.57,5226000,53.54
"2008-04-16",72.03,72.77,69.48,71.1,5706500,53.19
"2008-04-17",71.04,71.57,70.91,71.07,2862200,53.17
"2008-04-18",72.12,72.12,71,71.36,2159600,53.39
"2008-04-21",71.34,71.72,71.01,71.08,1442500,53.18
"2008-04-22",70.47,70.91,69.53,69.56,2426800,52.04
"2008-04-23",70.16,70.39,68.44,69.48,3276800,51.98
"2008-04-24",69.33,73.05,69.28,72.55,3923900,54.28
"2008-04-25",74.59,75.95,72.52,73.99,3395200,55.35
"2008-04-28",73.63,74.21,72.94,73.28,3105000,54.82
"2008-04-29",73.39,74.46,73.31,74.18,2717100,55.5
"2008-04-30",74,74.96,73.57,73.57,2589200,55.04
"2008-05-01",73.34,74.86,73.3,74.77,2459200,55.94
"2008-05-02",74.84,75.58,74.51,75,1643300,56.11
"2008-05-05",74.48,75.01,73.99,74.44,1537200,55.69
"2008-05-06",73.8,74.92,73.62,74.7,1776800,55.88
"2008-05-07",74.88,74.99,74.27,74.27,3477900,55.56
"2008-05-08",74.41,74.9,73.64,74.67,1858800,55.86
"2008-05-09",72.81,75.02,72.81,74.38,2117300,55.64
"2008-05-12",74.71,75,73.95,74.92,1350000,56.05
"2008-05-13",74.9,75.77,74.52,75.36,1905500,56.38
"2008-05-14",75.84,76.26,75.09,75.1,2065700,56.18
"2008-05-15",75.01,75.61,74.5,75.13,1857200,56.21
"2008-05-16",74.98,75.67,74.52,75.59,2225200,56.55
"2008-05-19",75.5,77.45,75.34,77.01,2649300,57.61
"2008-05-20",76.79,76.8,75.74,75.82,1833900,56.72
"2008-05-21",75.87,76.32,74.39,74.49,2280700,55.73
"2008-05-22",74.49,75.2,74.35,74.83,1552100,55.98
"2008-05-23",74.48,74.79,73.93,73.93,1308400,55.31
"2008-05-27",73.83,75.2,73.78,75.03,1925500,56.13
"2008-05-28",75.08,75.08,74.05,74.74,2075900,55.91
"2008-05-29",74.45,75.07,73.48,74.85,1342800,56.3
"2008-05-30",75.1,75.78,74.49,75.46,1732000,56.76
"2008-06-02",75.32,75.43,73.89,74.39,1651900,55.95
"2008-06-03",74.61,74.99,73.39,73.86,1899700,55.55
"2008-06-04",73.86,73.86,73.02,73.48,2629600,55.27
"2008-06-05",73.6,74.67,73,74.58,2271900,56.09
"2008-06-06",74.12,74.42,71.67,71.7,3095400,53.93
"2008-06-09",71.66,72.24,71.42,71.99,1567600,54.15
"2008-06-10",71.62,72.4,71.31,71.78,1962600,53.99
"2008-06-11",71.78,72.88,71.46,71.46,2186300,53.75
"2008-06-12",71.95,73.06,71.4,71.53,1768300,53.8
"2008-06-13",72.26,72.87,71.63,72.3,1626700,54.38
"2008-06-16",72.5,72.72,71.63,72.4,1617500,54.46
"2008-06-17",72.57,72.63,71.02,71.09,1686600,53.47
"2008-06-18",70.91,72.76,69.37,70.01,5577900,52.66
"2008-06-19",69.01,71.64,69.01,71.35,1949800,53.67
"2008-06-20",70.78,71.14,69.56,69.71,3450600,52.43
"2008-06-23",69.87,70.77,69.6,69.95,2112200,52.61
"2008-06-24",69.76,70,69.2,69.25,1516300,52.09
"2008-06-25",69.55,70.97,69.25,70.37,2793900,52.93
"2008-06-26",69.94,69.94,66.52,66.53,4422600,50.04
"2008-06-27",66.77,72.25,66.43,67.14,3106100,50.5
"2008-06-30",67.14,67.67,66.24,66.9,1877000,50.32
"2008-07-01",66.18,67.2,65.88,66.71,1875400,50.18
"2008-07-02",66.75,67.14,65.94,65.94,2400600,49.6
"2008-07-03",66.36,66.7,65.71,66.03,1084800,49.66
"2008-07-07",66,66.66,65.3,65.61,1695200,49.35
"2008-07-08",65.45,66.4,65.31,66.17,2539900,49.77
"2008-07-09",66.05,66.4,65.27,65.27,2026800,49.09
"2008-07-10",65.01,65.83,64.57,65.7,2140000,49.42
"2008-07-11",64.86,66.07,64.1,65.08,2211700,48.95
"2008-07-14",65.73,66.11,64.53,65.15,1474700,49
"2008-07-15",64.76,66.07,64.22,65.53,2270800,49.29
"2008-07-16",65.48,66.78,64.96,66.73,2162900,50.19
"2008-07-17",66.95,66.95,64.41,64.85,2881500,48.78
"2008-07-18",64.98,65.69,64.51,65.65,1877700,49.38
"2008-07-21",66.05,66.05,64.55,65.16,1583800,49.01
"2008-07-22",65.01,66.73,64.93,66.71,1731400,50.18
"2008-07-23",66.93,68.15,66.5,68.12,2012300,51.24
"2008-07-24",68.09,68.26,66.66,66.82,1694000,50.26
"2008-07-25",67.27,69.07,67.07,68.63,3403900,51.62
"2008-07-28",68.86,69.34,68.23,68.67,3584000,51.65
"2008-07-29",68.74,69.33,66.1,67.54,3030400,50.8
"2008-07-30",67.76,68.75,67.3,68.25,2362900,51.33
"2008-07-31",68.01,69.05,67.24,67.39,2478700,50.69
"2008-08-01",67.78,67.93,66.5,66.75,1643800,50.21
"2008-08-04",66.83,66.99,66.27,66.42,2672200,49.96
"2008-08-05",66.55,67.53,66.42,67.32,2825000,50.63
"2008-08-06",67.27,68.35,66.8,68.1,3540600,51.22
"2008-08-07",67.7,68.71,67.22,68.42,3593100,51.46
"2008-08-08",68.22,70.01,68.15,69.71,2463800,52.43
"2008-08-11",69.75,70.01,69.19,69.96,2667700,52.62
"2008-08-12",69.76,71.13,69.61,70.65,3943800,53.14
"2008-08-13",70.63,71.11,70.01,70.3,2352500,52.88
"2008-08-14",70,70.24,69.19,70.06,2922700,52.7
"2008-08-15",70.17,71.28,70.05,71.13,2803900,53.5
"2008-08-18",71.42,71.42,70.2,70.66,2423900,53.15
"2008-08-19",70.56,70.58,69.45,69.69,2007300,52.42
"2008-08-20",69.8,69.8,68.68,69.4,2183800,52.2
"2008-08-21",68.83,69.63,68.56,69.39,2179500,52.49
"2008-08-22",69.52,70.11,68.91,70,2521600,52.96
"2008-08-25",69.65,70.03,69.1,69.59,2464200,52.64
"2008-08-26",69.42,69.77,68.66,69.29,2320400,52.42
"2008-08-27",69.18,69.18,68.07,68.23,2286900,51.62
"2008-08-28",68.51,69.59,68.41,69.33,2110000,52.45
"2008-08-29",68.98,69.76,68.74,68.85,2115900,52.09
"2008-09-02",69.55,70.33,69.07,69.26,2819000,52.4
"2008-09-03",69.51,69.91,69.14,69.47,2863400,52.55
"2008-09-04",69.12,69.5,68.65,68.97,3571000,52.18
"2008-09-05",68.64,70.77,68.64,70.05,3908700,52.99
"2008-09-08",71.13,72.19,70.11,71.68,3690900,54.23
"2008-09-09",72.14,72.14,70.67,70.79,2565900,53.55
"2008-09-10",71.29,71.29,69.6,69.99,3009000,52.95
"2008-09-11",69.75,70.31,68.58,69.78,3854000,52.79
"2008-09-12",69.56,70.72,69.38,70.58,3798000,53.39
"2008-09-15",69.74,70.6,68.62,68.74,3178100,52
"2008-09-16",66.63,68.46,65.76,67.01,5025500,50.69
"2008-09-17",66.24,66.24,63.77,63.97,3997100,48.39
"2008-09-18",64.84,65.35,61.82,64.99,4530300,49.17
"2008-09-19",66.04,66.54,62.59,65.52,4083300,49.57
"2008-09-22",65.13,65.67,64.01,64.1,2587800,48.49
"2008-09-23",64.09,64.51,62.76,62.98,3241400,47.64
"2008-09-24",62.76,63.5,62.01,62.4,2376400,47.21
"2008-09-25",62.67,63.59,62.6,63.17,2614800,47.79
"2008-09-26",62.57,63.23,61.63,63,2789500,47.66
"2008-09-29",62.34,63.29,60.91,61.59,3721300,46.59
"2008-09-30",61.64,61.82,59.76,60.54,3071800,45.8
"2008-10-01",60.22,60.47,56.78,56.86,5025500,43.01
"2008-10-02",56.24,56.76,53.34,55.53,6485000,42.01
"2008-10-03",55.91,58.07,55.72,56.75,3915700,42.93
"2008-10-06",55.85,56.52,53.93,55.2,5426200,41.76
"2008-10-07",55.19,56,54.02,54.22,5969800,41.02
"2008-10-08",53.36,54.7,52.05,52.06,5664000,39.38
"2008-10-09",52.66,52.66,48.3,48.3,4040600,36.54
"2008-10-10",46.81,46.81,37.23,41.8,12396200,31.62
"2008-10-13",45.22,45.22,42.5,44.34,4391500,33.54
"2008-10-14",45.55,46.69,44.31,45.21,6033600,34.2
"2008-10-15",44.6,44.73,41.46,42.3,5668400,32
"2008-10-16",42.3,45,41.24,44.78,5187200,33.88
"2008-10-17",44.15,46.44,43.48,44.46,3868600,33.63
"2008-10-20",44.75,47.01,44.42,46.81,2771200,35.41
"2008-10-21",46.21,47.34,44.52,44.84,2882700,33.92
"2008-10-22",45.14,47.58,44.22,45.91,5063400,34.73
"2008-10-23",45.98,46.88,42.5,44.4,5365100,33.59
"2008-10-24",42.44,44.7,41.81,43.31,3398200,32.76
"2008-10-27",42.79,43.92,41.66,41.97,3479200,31.75
"2008-10-28",42.73,46.44,42.24,46.05,4548800,34.84
"2008-10-29",45.8,46.8,45,45.07,3247100,34.1
"2008-10-30",46.13,46.65,45.19,46.5,3032900,35.18
"2008-10-31",46.25,47.34,45.91,46.89,3783500,35.47
"2008-11-03",47.17,47.17,45.84,46.6,2777000,35.25
"2008-11-04",47.46,48.34,47.34,48.06,2513100,36.36
"2008-11-05",46.57,48.67,46.57,46.68,2129200,35.31
"2008-11-06",46.5,47.45,43.51,43.8,2453100,33.13
"2008-11-07",44.13,44.52,43,44,2469100,33.29
"2008-11-10",44.92,44.95,43.3,43.88,2006000,33.2
"2008-11-11",43.33,43.68,42.07,42.51,1903700,32.16
"2008-11-12",41.97,41.97,40.26,40.48,2544800,30.62
"2008-11-13",40.75,42.48,38.79,42.4,3743300,32.08
"2008-11-14",42.86,42.86,40.3,40.34,2724600,30.52
"2008-11-17",40.01,41.32,39.51,39.68,2687200,30.02
"2008-11-18",39.53,40.61,37.97,39.11,3748800,29.59
"2008-11-19",39.34,39.94,36.72,36.8,3420100,27.84
"2008-11-20",36.8,38.19,33.96,34.2,5571900,25.87
"2008-11-21",35.26,38.23,34.42,37.93,5474500,28.69
"2008-11-24",38.58,39.99,37.75,39.18,4098900,29.64
"2008-11-25",39.85,40.42,38.62,39.46,3245500,29.85
"2008-11-26",38.73,40.27,37.79,40.27,2973900,30.78
"2008-11-28",40.18,41.07,39.96,40.95,1022400,31.3
"2008-12-01",40.13,40.54,38.68,38.7,3118000,29.58
"2008-12-02",39.14,39.98,38.13,39.21,2538400,29.97
