"","MA.Open","MA.High","MA.Low","MA.Close","MA.Volume","MA.Adjusted"
"2009-07-22",179.01,182.55,178,181.48,12907000,17.92
"2009-07-23",182.59,186.57,180.86,185.87,15084000,18.35
"2009-07-24",184.13,189.1,183.87,185.47,20194000,18.31
"2009-07-27",187.94,193,187.35,189.13,25343000,18.67
"2009-07-28",188.94,188.94,185.57,186.94,15162000,18.45
"2009-07-29",185.53,188.67,184.38,188.55,18070000,18.61
"2009-07-30",205.98,209.27,193.88,194.11,68013000,19.16
"2009-07-31",194.31,197.88,192.46,194.03,30839000,19.15
"2009-08-03",196.21,200.86,195.51,200.66,17599000,19.81
"2009-08-04",198.52,203.11,197.51,203.1,15904000,20.05
"2009-08-05",203.1,204,200,202.98,12489000,20.04
"2009-08-06",202.75,204.41,200.6,201.48,16211000,19.89
"2009-08-07",203.83,206,203.07,204.34,11739000,20.17
"2009-08-10",204.79,204.9,201.01,202.34,7848000,19.97
"2009-08-11",201.99,204.45,201.45,202.69,13147000,20.01
"2009-08-12",201.2,205.48,200.3,204.32,11993000,20.17
"2009-08-13",204.57,206.94,203.48,203.97,14863000,20.14
"2009-08-14",203.88,206.23,201.56,202.61,11572000,20
"2009-08-17",196,199.91,195.94,195.94,12904000,19.34
"2009-08-18",196.85,199.17,196.85,198.17,6730000,19.56
"2009-08-19",196.93,198.22,195.35,197.3,9424000,19.48
"2009-08-20",196.41,203.19,196.27,203.02,10720000,20.04
"2009-08-21",205.03,208.07,202.24,207.25,15445000,20.46
"2009-08-24",208.05,209.78,203.16,204.23,11758000,20.16
"2009-08-25",206.89,211.1,206.28,208.93,14856000,20.63
"2009-08-26",208.15,208.15,204.2,206.69,12916000,20.4
"2009-08-27",206.5,206.89,203,206.6,8973000,20.4
"2009-08-28",207.8,208.15,203.31,203.57,10355000,20.1
"2009-08-31",202.08,203.22,199.6,202.63,14093000,20
"2009-09-01",201.69,207.18,200.67,200.67,16628000,19.81
"2009-09-02",200,202.53,199.05,200.45,8922000,19.79
"2009-09-03",202.45,204.81,201.14,203.4,15115000,20.08
"2009-09-04",203.45,206.9,203.05,206.05,8491000,20.34
"2009-09-08",208.1,209.31,206,207.45,9941000,20.48
"2009-09-09",209.37,211.69,207.25,210.31,18796000,20.76
"2009-09-10",209.99,212.11,209.26,211.6,9053000,20.89
"2009-09-11",212.88,212.88,208.41,208.81,11868000,20.61
"2009-09-14",207.45,208.48,206.32,207.99,13928000,20.53
"2009-09-15",208.96,215.64,208.38,214.03,22633000,21.13
"2009-09-16",214.96,221.36,214.1,219.76,19989000,21.69
"2009-09-17",219.84,221.52,218.3,220.2,13215000,21.74
"2009-09-18",221.8,223.57,217.55,223.57,53832000,22.07
"2009-09-21",222.91,225.83,221.72,222.62,13176000,21.98
"2009-09-22",224.78,225,221.89,224.58,11804000,22.17
"2009-09-23",225.82,225.82,219.15,219.39,14097000,21.66
"2009-09-24",219.6,219.74,214.18,214.94,15567000,21.22
"2009-09-25",214.35,214.35,204.06,204.7,41696000,20.21
"2009-09-28",205.37,209.58,204.23,208.14,19454000,20.55
"2009-09-29",209.45,212.87,205.85,206.74,22336000,20.41
"2009-09-30",208.58,208.59,201.1,202.15,24555000,19.96
"2009-10-01",202.07,203.93,199.16,199.41,18071000,19.69
"2009-10-02",197.16,200,196.95,199.69,18824000,19.71
"2009-10-05",200.51,201.7,197.85,200.53,20026000,19.8
"2009-10-06",202.94,203.85,199.91,200.75,18787000,19.82
"2009-10-07",201.12,211.5,200.82,210.9,32571000,20.84
"2009-10-08",210.89,215.45,210,210.96,23425000,20.84
"2009-10-09",211,214.83,210.24,214.42,13852000,21.18
"2009-10-12",218.56,220,214.29,216,13797000,21.34
"2009-10-13",215.82,218.27,214.14,217.36,11629000,21.47
"2009-10-14",220.99,221.95,216.53,219.48,18604000,21.68
"2009-10-15",217.5,227.23,216.92,225.36,24368000,22.26
"2009-10-16",223.8,225.91,221.8,223.87,13005000,22.12
"2009-10-19",224,226.1,221.87,225.6,9325000,22.29
"2009-10-20",227.17,227.17,223.07,225,8454000,22.23
"2009-10-21",223.34,232.16,223.34,225.67,14613000,22.29
"2009-10-22",226.5,229.48,223.51,229.28,11034000,22.65
"2009-10-23",231.29,232.25,227.37,229.96,15651000,22.72
"2009-10-26",230.65,231.39,220.75,220.75,18327000,21.81
"2009-10-27",221.06,223.19,219.18,220.55,19653000,21.79
"2009-10-28",221.9,228.9,219.53,220.5,30073000,21.78
"2009-10-29",223.48,228.8,222.67,227.92,17535000,22.52
"2009-10-30",225.68,226.4,218,219.02,25534000,21.64
"2009-11-02",221,225.56,218.51,222.65,22586000,22
"2009-11-03",224.98,226.15,209.57,219.2,57844000,21.66
"2009-11-04",220.11,228.79,220.11,224.98,34795000,22.23
"2009-11-05",228,230.26,224.54,230.25,18812000,22.75
"2009-11-06",227.76,237.18,227.28,236.9,24834000,23.4
"2009-11-09",238.5,242.93,235,242.19,27818000,23.93
"2009-11-10",241.38,241.5,237.46,238.67,19921000,23.58
"2009-11-11",239.03,242.83,236.41,237.9,17284000,23.5
"2009-11-12",237.49,241.65,235.62,236.89,13814000,23.4
"2009-11-13",237.6,238.5,232.64,234.72,14936000,23.19
"2009-11-16",236.43,236.75,228.92,230.8,26591000,22.8
"2009-11-17",229.75,231.45,229.14,231,18894000,22.82
"2009-11-18",230.05,231.93,225.91,227.28,20717000,22.45
"2009-11-19",225.77,235.96,222.87,230.09,43957000,22.73
"2009-11-20",229.74,231.74,228.44,231.16,18119000,22.84
"2009-11-23",233.49,236.29,232.79,236.19,13152000,23.33
"2009-11-24",236.85,238.13,234.02,237.65,10483000,23.48
"2009-11-25",238.46,240.58,237.62,239.84,11677000,23.69
"2009-11-27",234.52,238.4,234.5,235.59,6481000,23.27
"2009-11-30",236.95,240.86,236.08,240.86,13921000,23.8
"2009-12-01",241.95,243.97,240.86,242.99,13805000,24.01
"2009-12-02",242.23,246.89,241.91,242.42,13979000,23.95
"2009-12-03",243.83,244.76,235.41,236.16,12077000,23.33
"2009-12-04",240,243.16,235.51,241.33,14319000,23.84
"2009-12-07",239.5,242.49,237.55,238.94,7632000,23.61
"2009-12-08",238,239.72,236.69,238.61,6940000,23.57
"2009-12-09",237.85,243.26,237.45,242.94,9223000,24
"2009-12-10",244.69,245.47,241.97,244.12,9749000,24.12
"2009-12-11",245.83,246,243.6,243.94,8449000,24.1
"2009-12-14",247,247.76,242.39,247.48,12555000,24.45
"2009-12-15",246.79,249.64,244.72,245.55,15150000,24.26
"2009-12-16",245.41,247.68,245.01,246.4,13842000,24.34
"2009-12-17",245.45,248.9,245,247.75,12834000,24.48
"2009-12-18",249.25,255.72,248.86,254.84,25076000,25.18
"2009-12-21",256,256.5,253.71,255.36,9225000,25.23
"2009-12-22",255.83,258.15,254.99,255.62,8462000,25.25
"2009-12-23",256,257.6,253.83,255.32,8198000,25.22
"2009-12-24",254.58,256.9,254.5,255.42,2752000,25.23
"2009-12-28",255.9,257.45,253,256.98,7095000,25.39
"2009-12-29",257.7,259,257.06,258.36,6106000,25.52
"2009-12-30",258.39,258.71,256.8,257.98,4156000,25.49
"2009-12-31",258.63,258.63,254.8,255.98,9898000,25.29
"2010-01-04",257.99,258.2,256.07,256.84,9321000,25.37
"2010-01-05",257.84,257.96,253.05,256.08,12906000,25.3
"2010-01-06",256.24,256.24,252.5,255.56,10785000,25.26
"2010-01-07",253.4,254.06,250.98,253.89,11273000,25.1
"2010-01-08",252.33,254.92,251.7,253.98,8635000,25.11
"2010-01-11",254.57,255.36,247.88,249.8,11171000,24.69
"2010-01-12",249.59,252.94,248.56,249.66,8595000,24.68
"2010-01-13",251.81,256.24,249.66,256.15,8585000,25.32
"2010-01-14",256.25,261.84,254.5,260.48,12433000,25.75
"2010-01-15",261.81,265.88,260.55,262.65,19419000,25.96
"2010-01-19",262.5,269.88,261.7,264.75,14633000,26.17
"2010-01-20",263.01,266.15,262.2,263.39,10211000,26.04
"2010-01-21",263.55,267,256.11,258.51,14131000,25.55
"2010-01-22",257.39,260.99,251.08,251.81,13251000,24.89
"2010-01-25",253.4,254.23,248.49,252.45,10811000,24.95
"2010-01-26",252.02,253.13,248.05,248.61,11194000,24.58
"2010-01-27",249.68,256.43,248.35,256.33,10066000,25.34
"2010-01-28",256.3,257.95,245.83,249.45,16120000,24.66
"2010-01-29",251.16,255.14,249.09,249.9,15042000,24.7
"2010-02-01",251.13,256.51,251.09,253.42,9329000,25.05
"2010-02-02",256.2,256.3,251.81,252.56,13404000,24.97
"2010-02-03",252.45,254,247.06,247.58,17961000,24.47
"2010-02-04",234.34,235.53,220.89,222.11,108380000,21.96
"2010-02-05",225.4,225.4,217.15,220.74,58136000,21.82
"2010-02-08",221,228.46,220.17,226.4,28165000,22.38
"2010-02-09",228.6,228.65,223,223.45,16486000,22.09
"2010-02-10",221.7,227.86,221.7,226.9,18326000,22.43
"2010-02-11",226.9,229.29,224.82,229,12221000,22.64
"2010-02-12",227.75,227.75,224.65,225.48,14838000,22.29
"2010-02-16",226.6,228.17,224.5,225.3,17568000,22.27
"2010-02-17",225.6,226.05,223.43,224.83,12500000,22.22
"2010-02-18",224.3,224.3,221.61,222,17281000,21.94
"2010-02-19",221.92,223.89,219.6,222.63,17620000,22.01
"2010-02-22",222.84,226.95,222.84,224.24,10856000,22.17
"2010-02-23",223.22,223.69,219.37,222.02,16517000,21.95
"2010-02-24",222.02,223.11,219,221.75,15190000,21.92
"2010-02-25",219.55,223.15,216.43,221.49,19896000,21.89
"2010-02-26",222.98,225.14,221.06,224.37,10947000,22.18
"2010-03-01",225.94,232.86,225.38,232.74,24265000,23.01
"2010-03-02",232.29,233.53,229.07,231.81,13247000,22.91
"2010-03-03",231.83,234.49,231,232.15,13620000,22.95
"2010-03-04",231.73,233.46,229.82,233,10161000,23.03
"2010-03-05",233.66,239.8,232.71,239.54,32910000,23.68
"2010-03-08",239.09,247.08,238.39,245.61,29561000,24.28
"2010-03-09",245.05,251.89,244.66,246.48,21849000,24.36
"2010-03-10",247.1,250.5,246.08,249.6,19561000,24.67
"2010-03-11",248.05,250.5,246.14,250.19,11508000,24.73
"2010-03-12",251.06,251.77,248.53,249.97,8736000,24.71
"2010-03-15",250.98,250.98,245.95,250.08,11262000,24.72
"2010-03-16",250.25,251.3,246.92,249.34,9672000,24.65
"2010-03-17",249.68,251,246.8,248.65,11144000,24.58
"2010-03-18",248.83,248.83,244.62,246.3,7593000,24.35
"2010-03-19",247.54,248.08,242.55,244.36,9801000,24.16
"2010-03-22",242.79,248.24,242.25,247.08,8089000,24.42
"2010-03-23",247.07,250.65,244.38,245.59,11016000,24.28
"2010-03-24",245.2,246.88,243.95,244.68,7700000,24.19
"2010-03-25",246.44,250.29,246.09,246.09,13145000,24.33
"2010-03-26",247.25,248.75,245.07,246.24,10836000,24.34
"2010-03-29",246.93,249.24,246.61,248.01,7287000,24.52
"2010-03-30",249.23,253.83,249.2,252.41,12046000,24.95
"2010-03-31",252.2,254.28,251.42,254,9333000,25.11
"2010-04-01",255.55,255.89,252.06,253.94,11188000,25.1
"2010-04-05",254.53,256.27,252.87,255.58,7457000,25.26
"2010-04-06",254.85,261,254.8,258.75,13992000,25.58
"2010-04-07",258.9,259.55,254.91,255.66,7831000,25.29
"2010-04-08",254.06,257.3,254.06,256.88,6402000,25.41
"2010-04-09",258.75,259.99,256.82,258.88,4966000,25.61
"2010-04-12",258.31,261,258.28,259.57,6537000,25.67
"2010-04-13",258.7,260.54,257.21,258.5,7131000,25.57
"2010-04-14",259.07,264.23,258.01,263.13,11661000,26.03
"2010-04-15",264.6,264.66,262.25,262.63,6282000,25.98
"2010-04-16",261.03,263.72,258.26,259.5,11495000,25.67
"2010-04-19",258.83,261.53,254.72,257.3,9559000,25.45
"2010-04-20",258.95,262.88,257.17,261.39,7375000,25.85
"2010-04-21",263.35,263.35,258.78,260.59,5035000,25.77
"2010-04-22",258.8,262.52,252.01,261.6,8638000,25.87
"2010-04-23",263.61,267.58,262,267.22,10379000,26.43
"2010-04-26",268.16,269.22,265.68,265.78,7095000,26.29
"2010-04-27",265.79,265.79,254.84,254.85,10947000,25.21
"2010-04-28",256.54,257.3,250.58,253,17995000,25.02
"2010-04-29",253.72,258.44,251.79,255.38,14089000,25.26
"2010-04-30",257.21,257.4,245.99,248.04,16675000,24.53
"2010-05-03",251.19,251.39,244.54,250.74,16928000,24.8
"2010-05-04",253.37,257.44,248.31,251.25,29370000,24.85
"2010-05-05",248,248.99,236.01,237.94,25627000,23.53
"2010-05-06",235.41,237.99,211,230.3,34273000,22.78
"2010-05-07",228.35,233.98,222.04,223.09,29304000,22.07
"2010-05-10",233.99,236.12,228.33,230.31,29826000,22.78
"2010-05-11",227.41,227.49,221.24,223.24,29271000,22.08
"2010-05-12",225,236.22,224.59,232.62,29123000,23.01
"2010-05-13",232.7,239.92,230.56,232.31,22049000,22.98
"2010-05-14",215.3,220.02,209.07,212.45,101983000,21.01
"2010-05-17",215.24,216.67,208.19,210.81,34138000,20.85
"2010-05-18",212.94,214.62,195.58,202.81,70828000,20.06
"2010-05-19",203.05,213.25,196.05,202.45,91584000,20.02
"2010-05-20",196.66,209.99,196.66,205.5,51156000,20.33
"2010-05-21",202.39,217.34,202.18,213.85,43426000,21.15
"2010-05-24",215.39,216.49,209.84,209.84,17858000,20.75
"2010-05-25",204.07,208.66,203.81,206.87,22472000,20.46
"2010-05-26",210.31,212.95,205,205,21772000,20.28
"2010-05-27",210.25,211.28,205.8,207.8,19644000,20.55
"2010-05-28",207.37,208.24,201.15,201.77,25471000,19.96
"2010-06-01",201,203.7,199.75,200.39,22633000,19.82
"2010-06-02",201.33,201.89,199.62,201.02,20431000,19.88
"2010-06-03",201.31,203.63,201.25,202,19643000,19.98
"2010-06-04",199.5,200.87,196.5,196.67,33167000,19.45
"2010-06-07",197.29,205.5,197.27,200.07,26819000,19.79
"2010-06-08",201.12,202.33,195.35,197.54,33612000,19.54
"2010-06-09",198,200.62,193.76,195.46,26857000,19.33
"2010-06-10",198.24,206.3,198,205.12,45764000,20.29
"2010-06-11",204,205.44,201.56,204.88,19569000,20.26
"2010-06-14",206.84,207.31,203.11,204.17,12166000,20.19
"2010-06-15",205.45,209.74,202.88,209.57,18280000,20.73
"2010-06-16",207.15,211.47,206.27,210.62,15745000,20.83
"2010-06-17",212.15,217.17,211.11,214,22337000,21.17
"2010-06-18",215.48,216.44,212.39,214.26,13863000,21.19
"2010-06-21",215.73,230.48,212.72,223.34,53737000,22.09
"2010-06-22",223.34,226.98,220.58,220.94,22197000,21.85
"2010-06-23",221.76,222.26,215.46,219.85,13795000,21.74
"2010-06-24",217.75,221,213.36,214.89,12283000,21.25
"2010-06-25",214.67,218.39,211.18,218.39,18498000,21.6
"2010-06-28",218,219.08,211.13,211.52,12425000,20.92
"2010-06-29",210,210,201.15,202.99,17984000,20.08
"2010-06-30",203.32,205.66,199.43,199.53,27037000,19.74
"2010-07-01",199.55,204.47,194.71,202.7,17029000,20.06
"2010-07-02",204.86,204.89,200.7,202.77,8444000,20.07
"2010-07-06",203.99,206,198.06,200.03,16346000,19.8
"2010-07-07",200.57,207.57,200.57,207.57,12675000,20.55
"2010-07-08",208.18,210,206.67,209.67,9491000,20.75
"2010-07-09",210.78,215.52,208.55,215.52,11867000,21.33
"2010-07-12",213.03,215.85,211.3,213.67,7162000,21.15
"2010-07-13",216.4,216.88,210.8,214.63,16830000,21.24
"2010-07-14",215,215.99,212.14,213.17,8180000,21.1
"2010-07-15",214.06,214.06,208.63,211.81,8167000,20.97
"2010-07-16",206.44,206.82,197.22,197.22,28878000,19.52
"2010-07-19",197.66,199.48,194.07,195.83,23196000,19.38
"2010-07-20",193,205.38,193,205.3,17403000,20.32
"2010-07-21",206.98,207.87,201.29,201.5,11656000,19.94
"2010-07-22",204.94,209.3,203.5,208.4,9643000,20.63
"2010-07-23",208.2,213.27,207.69,212.94,9821000,21.08
"2010-07-26",213.65,217.05,211.4,212.83,9821000,21.07
"2010-07-27",214.55,215.56,212.39,214.23,7514000,21.2
"2010-07-28",212.73,214.9,210.09,210.09,8818000,20.8
"2010-07-29",210.12,211.74,204.5,208.37,14649000,20.62
"2010-07-30",205.51,210.41,205.51,210.04,7863000,20.79
"2010-08-02",207.48,208.12,201.18,202.52,29181000,20.05
"2010-08-03",198.57,204.6,198,200.91,31650000,19.89
"2010-08-04",202.59,205.39,200.01,205.3,17868000,20.32
"2010-08-05",203.94,205.39,201.07,201.63,18692000,19.96
"2010-08-06",200,208,200,207.42,18455000,20.53
"2010-08-09",209.6,215.07,208.16,214.89,19632000,21.27
"2010-08-10",213.75,217.41,211.7,216.35,16622000,21.41
"2010-08-11",212.52,214.66,209.66,209.66,16610000,20.75
"2010-08-12",208.2,213.33,207,211.83,11462000,20.97
"2010-08-13",212.84,213,210.39,210.64,8246000,20.85
"2010-08-16",209.19,212.34,208.02,210.44,6006000,20.83
"2010-08-17",211.25,214.99,210.62,214.03,7613000,21.19
"2010-08-18",215,215.14,212.19,212.86,5574000,21.07
"2010-08-19",212.74,213.96,208.6,208.89,8567000,20.68
"2010-08-20",208.27,210.39,204.81,206.37,7899000,20.43
"2010-08-23",208.33,208.54,204.68,205.19,6293000,20.31
"2010-08-24",203.66,205.27,202.19,202.51,15151000,20.04
"2010-08-25",201.42,207.66,201.06,206.11,8058000,20.4
"2010-08-26",207,208.18,202.87,203.17,6801000,20.11
"2010-08-27",204.21,206.62,201.5,206.62,5447000,20.45
"2010-08-30",207.65,207.65,202.32,202.7,4973000,20.06
"2010-08-31",202,202.42,197.06,198.36,18184000,19.63
"2010-09-01",200.99,202.96,199.5,201.08,13209000,19.9
"2010-09-02",202.64,204.73,201.12,204.73,8231000,20.26
"2010-09-03",206.5,207.49,205.47,206.98,6988000,20.49
"2010-09-07",204.65,205.93,200.01,200.52,10815000,19.85
"2010-09-08",199.52,201.7,194.32,194.4,21383000,19.24
"2010-09-09",197.01,197.08,191.2,191.98,21207000,19
"2010-09-10",192.73,198.28,192.46,198.14,14930000,19.61
"2010-09-13",196.67,196.7,191,193.03,39157000,19.11
"2010-09-14",193.36,201.25,193.24,199.75,22223000,19.77
"2010-09-15",204.16,213.03,204.14,210.18,45712000,20.8
"2010-09-16",210.7,213.38,208.25,210.29,21782000,20.81
"2010-09-17",211.5,214.35,209.96,213.67,18033000,21.15
"2010-09-20",214,218.71,211.52,218.71,17232000,21.65
"2010-09-21",218.37,219.44,214.69,216.99,17864000,21.48
"2010-09-22",216.25,219.89,214.12,219.03,13085000,21.68
"2010-09-23",217.12,223.18,217.12,219.43,18314000,21.72
"2010-09-24",221.3,223,219.6,221.57,11947000,21.93
"2010-09-27",221,224.5,220.81,222.37,9131000,22.01
"2010-09-28",222.62,223.4,220.35,223,9990000,22.07
"2010-09-29",222.36,224.12,221.55,222.63,11578000,22.04
"2010-09-30",223.81,226.3,222.76,224,12062000,22.17
"2010-10-01",225,226,222.7,224.78,9572000,22.25
"2010-10-04",225.58,227.16,219,222.64,14600000,22.04
"2010-10-05",226.02,227.99,224.27,225.9,12251000,22.36
"2010-10-06",225.95,225.95,221.74,223.3,8055000,22.1
"2010-10-07",224.67,225,220.76,220.86,5982000,21.88
"2010-10-08",221.11,223.05,219.3,222.59,8618000,22.05
"2010-10-11",222.31,224.23,221.1,222.86,4560000,22.07
"2010-10-12",221.64,222.66,220,222.13,6982000,22
"2010-10-13",223,231.41,222.82,230.89,18800000,22.87
"2010-10-14",230.82,234.35,229.26,232.66,19475000,23.04
"2010-10-15",233.68,235.64,231.03,233.7,10996000,23.15
"2010-10-18",234.9,236.84,234.22,235.45,8128000,23.32
"2010-10-19",233.61,240.56,232.5,237.05,15936000,23.48
"2010-10-20",237.14,241.6,234.84,240.52,9217000,23.82
"2010-10-21",240.44,246.25,240.44,243.19,11449000,24.09
"2010-10-22",244,245.23,241.1,242.64,6182000,24.03
"2010-10-25",244.1,248.5,243.28,245.15,9933000,24.28
"2010-10-26",245,245.95,242.68,243.52,9054000,24.12
"2010-10-27",242.59,246.22,242.59,245.76,9034000,24.34
"2010-10-28",244.91,244.91,237.42,239.52,13105000,23.72
"2010-10-29",239.95,243.49,239.3,240.06,8065000,23.78
"2010-11-01",242.61,242.95,238.23,238.99,8713000,23.67
"2010-11-02",247.5,248.29,243.18,245.98,18490000,24.36
"2010-11-03",246.7,252,246.5,251.83,15721000,24.94
"2010-11-04",252.5,254.98,251.3,254.89,11751000,25.25
"2010-11-05",256.49,256.89,253.66,256.29,10195000,25.39
"2010-11-08",255,255.88,251.25,252.76,8045000,25.04
"2010-11-09",253.12,253.8,250.66,251.52,6244000,24.91
"2010-11-10",252.01,254,250.9,253.57,5776000,25.12
"2010-11-11",252.07,254.87,251.41,252.07,4812000,24.97
"2010-11-12",250.02,251,242.61,243.17,11052000,24.09
"2010-11-15",242.82,247.49,239.73,242.93,8058000,24.06
"2010-11-16",240.7,240.7,232.72,233.06,14991000,23.08
"2010-11-17",233.74,239.05,232.91,234.57,10875000,23.23
"2010-11-18",238.07,243.6,236.7,242.49,10571000,24.02
"2010-11-19",244.23,244.99,241.75,243.88,9330000,24.16
"2010-11-22",242.52,244.16,241,243.41,6292000,24.11
"2010-11-23",241.52,242.36,235.48,235.65,11405000,23.34
"2010-11-24",236.5,240.86,236.5,237.79,9015000,23.55
"2010-11-26",236.94,236.94,233,235.15,7351000,23.29
"2010-11-29",234.9,236.06,230.01,235.56,8736000,23.33
"2010-11-30",233.8,238.57,233.01,237.03,15648000,23.48
"2010-12-01",241.92,250,240.66,248.19,14105000,24.58
"2010-12-02",248.1,249.19,245.28,249.19,10802000,24.68
"2010-12-03",247.99,249.39,245.18,249.08,7642000,24.67
"2010-12-06",247.25,253.6,247.25,253.16,7605000,25.08
"2010-12-07",254.51,255.66,246.51,246.78,8389000,24.44
"2010-12-08",246.69,250.75,246.18,250.64,8361000,24.83
"2010-12-09",250.49,254.14,246.8,251.22,7740000,24.88
"2010-12-10",251.53,254.76,250.33,254.76,8104000,25.23
"2010-12-13",254.58,260.72,252.55,259.35,13835000,25.69
"2010-12-14",259.55,260,253.7,254.12,7172000,25.17
"2010-12-15",254.97,256,247.9,249.22,12579000,24.68
"2010-12-16",250,254.01,218.3,223.49,90628000,22.14
"2010-12-17",224.18,225.22,215,221.26,63476000,21.92
"2010-12-20",221.3,224.89,221.01,223.54,27406000,22.14
"2010-12-21",224.8,226,218.51,219.78,32115000,21.77
"2010-12-22",219.6,221.47,215.42,217.4,24424000,21.53
"2010-12-23",217.29,218.47,216.74,218.3,12985000,21.62
"2010-12-27",218.3,225.18,217.54,224.65,14670000,22.25
"2010-12-28",225.01,226.75,223.09,224.52,9294000,22.24
"2010-12-29",224.4,226.13,223.7,225.46,6478000,22.33
"2010-12-30",225,226,223.54,223.72,7649000,22.16
"2010-12-31",223.53,225.68,223.05,224.11,3826000,22.2
"2011-01-03",226.44,226.48,219.33,220.85,19272000,21.87
"2011-01-04",221.23,223.7,220.88,223.7,13638000,22.16
"2011-01-05",223.7,231.83,223.69,230.29,27856000,22.81
"2011-01-06",231.59,232.65,228.1,231.12,15872000,22.91
"2011-01-07",231.14,233.48,229.04,231.09,13989000,22.9
"2011-01-10",231.35,232.15,229.11,230.2,10565000,22.82
"2011-01-11",231.2,232,228.39,229.4,8972000,22.74
"2011-01-12",230.6,232.83,229.73,232.83,10265000,23.08
"2011-01-13",232.84,233.51,231.29,233.51,7222000,23.14
"2011-01-14",233.69,236.91,233.3,236.91,10951000,23.48
"2011-01-18",236.22,238.98,236.22,237.63,6672000,23.55
"2011-01-19",236.72,237.49,235.26,235.36,12053000,23.33
"2011-01-20",233.74,238.84,228.03,235.1,29098000,23.3
"2011-01-21",237,237,233.32,233.53,7896000,23.15
"2011-01-24",233.54,239.8,233.46,239,10130000,23.69
"2011-01-25",238.99,241.93,235.18,241.54,13369000,23.94
"2011-01-26",243.6,243.6,238.01,240.18,6900000,23.8
"2011-01-27",240.58,241.24,237.97,239.11,5775000,23.7
"2011-01-28",239.16,240.52,234.57,234.87,6191000,23.28
"2011-01-31",234,236.57,232.74,236.51,6239000,23.44
"2011-02-01",230.31,241.88,230.31,238.15,9623000,23.6
"2011-02-02",238.46,242.36,238.17,239.39,10310000,23.73
"2011-02-03",239,247.97,237.05,245.39,18662000,24.32
"2011-02-04",245.8,249.43,244,247.24,7830000,24.5
"2011-02-07",247.27,251.37,247.27,249.98,6289000,24.78
"2011-02-08",251.99,251.99,248.36,249.61,5801000,24.74
"2011-02-09",248.54,251.61,247.5,248.5,6012000,24.63
"2011-02-10",247.47,253,247.47,252.13,7186000,24.99
"2011-02-11",250.75,254.84,250.43,253.49,5565000,25.12
"2011-02-14",252.54,258.73,252.54,254.96,11144000,25.27
"2011-02-15",255.21,256.56,254.01,256.1,6887000,25.38
"2011-02-16",256.85,258.83,253.78,254.38,8418000,25.21
"2011-02-17",250.36,254,248.61,251.82,14951000,24.96
"2011-02-18",252,253.18,249.66,250.74,8877000,24.85
"2011-02-22",245.31,250.53,244.14,247.38,6916000,24.52
"2011-02-23",247.38,249.3,244.09,244.12,8440000,24.2
"2011-02-24",245,246.55,242.96,244.18,9580000,24.2
"2011-02-25",246.7,249.34,245.01,246.71,9826000,24.45
"2011-02-28",247.58,247.85,240.42,240.56,13373000,23.84
"2011-03-01",242.51,246.99,240.36,240.36,12126000,23.82
"2011-03-02",241.1,246.95,240.4,246.18,7798000,24.4
"2011-03-03",246.94,251.7,246.72,251.65,10239000,24.94
"2011-03-04",249.9,251.78,248.57,249.75,6887000,24.75
"2011-03-07",249.91,252.89,246.45,247.27,7923000,24.51
"2011-03-08",247.22,251.56,245,249,8048000,24.68
"2011-03-09",248.7,251.85,247.42,247.98,8961000,24.58
"2011-03-10",247.48,247.48,242.11,243.56,10315000,24.14
"2011-03-11",242.02,249,242.02,248.42,5006000,24.62
"2011-03-14",247.2,249.59,246.23,248.84,7354000,24.66
"2011-03-15",243.01,246.58,241.87,244.65,9512000,24.25
"2011-03-16",244.05,248.43,243.88,244.3,9587000,24.21
"2011-03-17",246.55,249,242.29,243.76,6941000,24.16
"2011-03-18",244.53,246.26,241.4,241.68,9169000,23.95
"2011-03-21",243.33,248,243.33,247.96,7056000,24.58
"2011-03-22",247.58,249.3,246.39,246.76,8083000,24.46
"2011-03-23",246.63,248.36,245.74,246.86,6606000,24.47
"2011-03-24",247.73,253.1,245.51,252.31,8619000,25.01
"2011-03-25",252.02,253.3,247.36,247.7,11570000,24.55
"2011-03-28",250.76,254.28,247.83,252.37,13286000,25.01
"2011-03-29",251.38,252.91,249.42,251.71,7479000,24.95
"2011-03-30",256.55,262.38,252.2,253.66,19207000,25.14
"2011-03-31",253.08,255.74,251.13,251.72,8263000,24.95
"2011-04-01",252.01,255.13,251.94,253.55,7964000,25.13
"2011-04-04",254.91,261.33,254.86,261.25,9017000,25.89
"2011-04-05",260.03,264.58,259.4,262.93,14002000,26.06
"2011-04-06",263.89,265.59,261.91,265.48,9952000,26.33
"2011-04-07",265.5,265.99,262.84,265.17,7454000,26.3
"2011-04-08",266.99,267,263,263.06,8661000,26.09
"2011-04-11",262.88,267.45,262.16,266.61,7560000,26.44
"2011-04-12",260.55,267.28,260.55,262.96,9672000,26.08
"2011-04-13",265.04,269.96,264.47,269.76,12726000,26.75
"2011-04-14",268.03,269.92,267.02,268.87,6235000,26.66
"2011-04-15",269.01,269.47,264.19,267.58,12410000,26.54
"2011-04-18",266.49,266.52,263.48,265.05,6748000,26.28
"2011-04-19",265.86,268.87,265.49,267.06,5973000,26.48
"2011-04-20",269.3,273.75,268.54,270.02,7363000,26.78
"2011-04-21",270,273.35,268.95,273.28,7145000,27.1
"2011-04-25",273.28,274,270.69,271.43,5667000,26.92
