"","RL.Open","RL.High","RL.Low","RL.Close","RL.Volume","RL.Adjusted"
"2010-07-12",77,77.21,75.47,76.12,892500,73.92
"2010-07-13",77.22,77.96,76.54,77.68,1156900,75.44
"2010-07-14",77.17,77.83,76.36,77.19,580900,74.96
"2010-07-15",77.04,77.37,75.35,77.18,778100,74.95
"2010-07-16",76.68,76.71,73.67,73.9,1080200,71.77
"2010-07-19",73.69,74.02,72.28,72.9,1483600,70.8
"2010-07-20",71.61,74.59,71.39,74.39,1090600,72.24
"2010-07-21",74.58,75.04,73.19,73.31,961400,71.19
"2010-07-22",74.43,77.5,74.34,76.47,1148200,74.26
"2010-07-23",76.35,79.54,75.83,79.22,1306300,76.93
"2010-07-26",79.67,82.01,79.11,81.97,1225000,79.6
"2010-07-27",82.17,82.57,79.56,80.12,1089300,77.81
"2010-07-28",80.1,80.34,78,78.53,1354700,76.26
"2010-07-29",78.97,79.55,77.24,78.3,840100,76.04
"2010-07-30",77.15,79.4,76.82,79.01,851600,76.73
"2010-08-02",80.58,82.2,80.45,81.64,1195400,79.28
"2010-08-03",81.44,81.51,79.1,79.31,1613400,77.02
"2010-08-04",82.04,85.88,80,85.47,3270400,83
"2010-08-05",84.87,86,83.76,84.29,1653600,81.86
"2010-08-06",82.72,85.84,82.72,85.79,1444900,83.31
"2010-08-09",86.2,87.3,85.93,86.55,1479100,84.05
"2010-08-10",85.69,86.68,84.11,84.82,916200,82.37
"2010-08-11",83.19,83.19,81.11,81.77,1238700,79.41
"2010-08-12",79.86,81.45,79.86,81.37,1230700,79.02
"2010-08-13",81.16,81.3,80,80.36,586300,78.04
"2010-08-16",79.58,80.6,79.23,79.78,726300,77.48
"2010-08-17",80.7,83.24,80.63,82.46,1061300,80.08
"2010-08-18",82.13,83.78,81.93,83.14,739700,80.74
"2010-08-19",82.78,83.2,81.45,82.72,987100,80.33
"2010-08-20",81.9,83.24,81.15,83.04,919900,80.64
"2010-08-23",83.01,84,82.27,82.91,1040500,80.52
"2010-08-24",81.58,81.63,79.86,80.55,942400,78.22
"2010-08-25",79.79,81.59,79.2,81.35,512700,79
"2010-08-26",81.61,81.92,77.06,77.14,1856300,74.91
"2010-08-27",77.59,78.5,76.08,78.22,1412600,75.96
"2010-08-30",78.1,78.18,75.37,75.46,1188800,73.28
"2010-08-31",75.01,77.04,74.5,75.74,1544900,73.55
"2010-09-01",76.88,79.22,76.88,78.84,811500,76.56
"2010-09-02",79.03,80.52,78.9,79.91,834800,77.6
"2010-09-03",81.03,82.2,80.72,81.09,809400,78.75
"2010-09-07",80.63,81.2,79.8,80.19,596600,77.87
"2010-09-08",80.34,82,80.28,81.38,596500,79.03
"2010-09-09",82.7,82.83,81.08,81.46,534300,79.11
"2010-09-10",81.51,82.25,80.95,81.54,644900,79.19
"2010-09-13",82.59,83.58,82.08,83.33,515800,80.92
"2010-09-14",83.08,85.87,82.99,85.1,1076200,82.64
"2010-09-15",84.4,85.93,84.25,85.83,721100,83.35
"2010-09-16",85.6,86.45,85.45,86.39,1062400,83.9
"2010-09-17",86.53,87.77,86.31,87.67,1481700,85.14
"2010-09-20",87.68,89.92,87.12,89.82,1059800,87.23
"2010-09-21",89.81,90.07,88.45,89.19,1114900,86.61
"2010-09-22",89.13,89.45,87.14,87.83,1060900,85.29
"2010-09-23",87.51,87.79,85.81,86.04,1327600,83.56
"2010-09-24",87.42,89.51,87.42,89.26,921800,86.68
"2010-09-27",89.16,90.11,88.79,89,643600,86.43
"2010-09-28",89.23,91.41,87.95,91.09,677400,88.46
"2010-09-29",91.67,91.67,89.86,90.09,716900,87.59
"2010-09-30",90.83,91.76,88.99,89.86,955700,87.36
"2010-10-01",90.79,90.83,89.34,90.31,704800,87.8
"2010-10-04",90,91.32,89.66,91.25,1132000,88.71
"2010-10-05",92.34,93.37,91.81,92.96,785300,90.38
"2010-10-06",92.8,92.99,90.17,91.63,955100,89.08
"2010-10-07",92.03,92.63,90.57,91.08,1156100,88.55
"2010-10-08",91.01,94.16,90.98,92.91,851500,90.33
"2010-10-11",93.07,94.27,93.07,93.72,720200,91.11
"2010-10-12",93.28,94,92.62,93.72,650400,91.11
"2010-10-13",94.37,95.41,93.67,94.4,616800,91.78
"2010-10-14",94.41,94.9,93.24,94.07,468600,91.45
"2010-10-15",94.86,95.66,93.9,95.27,744000,92.62
"2010-10-18",95.4,95.98,94.21,95.66,637300,93
"2010-10-19",93.48,94.87,92.26,93.14,1152700,90.55
"2010-10-20",92.8,94.35,92.73,93.62,655700,91.02
"2010-10-21",94.21,95.05,92.35,93.15,516700,90.56
"2010-10-22",93.27,94.25,93.14,94.03,437700,91.42
"2010-10-25",94.72,95.78,94.67,94.83,744400,92.19
"2010-10-26",94.41,96.92,93.91,96.49,1333900,93.81
"2010-10-27",95.43,96,92.7,94.32,1605800,91.7
"2010-10-28",95.17,95.17,92.92,93.92,1072600,91.31
"2010-10-29",94.15,97.79,93.97,96.88,1548900,94.19
"2010-11-01",97.33,97.44,95.82,96.46,746600,93.78
"2010-11-02",97.56,97.62,96.58,97,659700,94.3
"2010-11-03",96.85,97.22,95.16,96.63,853400,93.94
"2010-11-04",97.99,99.4,97.01,99.33,1251000,96.57
"2010-11-05",98.89,100.62,98.89,99.62,769700,96.85
"2010-11-08",99.5,101.42,99.38,101.07,1060300,98.26
"2010-11-09",101.49,101.87,100.19,100.92,1446200,98.11
"2010-11-10",107,109.28,105.73,108.28,4197700,105.27
"2010-11-11",106.22,107.14,104.98,106.5,1760400,103.54
"2010-11-12",104.28,106.26,102.79,103.71,1097700,100.83
"2010-11-15",104.07,106.59,103.89,104.35,895200,101.45
"2010-11-16",103.74,105.13,101.83,102.45,762600,99.6
"2010-11-17",102.65,105.75,102.39,105.42,1097900,102.49
"2010-11-18",106.37,107.15,106,106.26,1128400,103.31
"2010-11-19",106.47,107.5,105.62,107.16,571800,104.18
"2010-11-22",106.6,108.02,106.37,107.78,383700,104.78
"2010-11-23",106.48,107.14,105.57,106.56,965600,103.6
"2010-11-24",107.83,109.87,107.53,109.82,1111200,106.77
"2010-11-26",108.94,110.45,108.75,109.82,400700,106.77
"2010-11-29",108.94,109.05,106.9,108.7,683700,105.68
"2010-11-30",107.86,109.91,107.34,109.24,1075300,106.2
"2010-12-01",111.28,111.76,110.21,110.59,656700,107.52
"2010-12-02",110.57,113.21,110.57,113.05,810200,109.91
"2010-12-03",112.95,113.41,111.2,112.12,766500,109
"2010-12-06",111.94,112.4,110.77,111.25,546800,108.16
"2010-12-07",112.3,113.37,111.78,111.85,1165200,108.74
"2010-12-08",111.73,113.01,111.29,112.76,516800,109.62
"2010-12-09",113.48,113.95,112.68,113.02,573300,109.88
"2010-12-10",112.32,113.1,111.64,112.99,551200,109.85
"2010-12-13",113.61,114.01,111.64,111.74,1113000,108.63
"2010-12-14",111.79,112.82,111.28,111.82,685100,108.71
"2010-12-15",111.42,112.07,111.18,111.92,840600,108.81
"2010-12-16",111.93,113.26,111.03,113.26,654200,110.11
"2010-12-17",113.04,114.5,112.7,114.16,1325700,110.99
"2010-12-20",114.29,114.76,112.86,113.59,859800,110.43
"2010-12-21",113.87,115.45,113.08,115.32,675700,112.11
"2010-12-22",115.07,115.13,113.36,113.77,575300,110.61
"2010-12-23",113.27,113.79,110.75,111.65,1023500,108.55
"2010-12-27",111.43,113.02,110.69,112.82,334800,109.68
"2010-12-28",112.73,113.29,111.5,112.28,571600,109.16
"2010-12-29",112.22,112.42,111.34,111.53,611700,108.53
"2010-12-30",111.36,112.77,111.26,112.57,361800,109.54
"2010-12-31",112.51,112.51,110.86,110.92,326500,107.93
"2011-01-03",112.08,112.29,111.2,111.69,854400,108.68
"2011-01-04",113.49,114.54,108.17,108.36,2161800,105.44
"2011-01-05",108.18,109.85,107.7,108.3,1695100,105.38
"2011-01-06",108.16,109.14,107.21,107.94,777600,105.03
"2011-01-07",107.99,107.99,105.02,106.76,838800,103.88
"2011-01-10",106.49,107.94,105.76,107.59,662600,104.69
"2011-01-11",108.32,108.51,107.03,107.75,597700,104.85
"2011-01-12",108.39,108.78,107.7,108.64,470200,105.71
"2011-01-13",108.36,108.59,107.8,108.51,446700,105.59
"2011-01-14",108.07,110.3,107.72,110.01,527100,107.05
"2011-01-18",110.06,110.86,108.78,109.56,504400,106.61
"2011-01-19",109.51,109.51,105.56,105.69,1000900,102.84
"2011-01-20",105.54,107,104.11,105,1292500,102.17
"2011-01-21",105.39,105.87,103.29,103.95,908400,101.15
"2011-01-24",104.31,105.36,103.94,104.75,592500,101.93
"2011-01-25",104.24,104.59,102.33,104.45,680800,101.64
"2011-01-26",105,106.84,103.38,106.08,909700,103.22
"2011-01-27",106.3,106.48,105.38,105.44,640100,102.6
"2011-01-28",105.69,106.55,103.4,103.98,737000,101.18
"2011-01-31",104.23,107.54,104.12,107.18,1142000,104.29
"2011-02-01",107.9,108.42,106.6,106.91,1217600,104.03
"2011-02-02",106.62,107,105.33,106.82,702400,103.94
"2011-02-03",106.86,109.87,106.86,108.59,721500,105.66
"2011-02-04",108.76,112.98,108.59,112.56,1545400,109.53
"2011-02-07",112.66,115.15,112.56,113.84,870700,110.77
"2011-02-08",114.25,115.87,113.87,115.77,1132000,112.65
"2011-02-09",120.41,128.04,120.25,125.35,3488800,121.97
"2011-02-10",124.51,127.5,124.06,126.98,1612700,123.56
"2011-02-11",126.24,127.63,125.63,126.87,663600,123.45
"2011-02-14",126.87,128.56,126.07,126.46,902000,123.05
"2011-02-15",125.72,127.32,124.52,125.04,851500,121.67
"2011-02-16",125.75,126.71,125.15,125.56,488800,122.18
"2011-02-17",124.93,126.5,124.01,124.92,730300,121.55
"2011-02-18",125.05,128.02,125.03,127.98,918000,124.53
"2011-02-22",126.49,127.83,123.63,123.78,985500,120.45
"2011-02-23",123.94,123.98,120.77,122.1,1418100,118.81
"2011-02-24",121.93,124.44,121.54,123.79,1112700,120.46
"2011-02-25",124.42,126.08,123.97,125.29,819800,121.91
"2011-02-28",125.43,127.16,125.28,126.71,811200,123.3
"2011-03-01",126.91,127.48,123.31,124.1,1041300,120.76
"2011-03-02",124.11,125.13,123.01,124.29,743300,120.94
"2011-03-03",125.83,127.04,125.41,126.46,624800,123.05
"2011-03-04",126.45,126.6,124.21,125.29,637500,121.91
"2011-03-07",126.06,126.44,123.39,124.62,469800,121.26
"2011-03-08",124.87,126.94,123.81,126.6,747000,123.19
"2011-03-09",126.02,127.5,125.1,126.78,546500,123.36
"2011-03-10",125.15,127.21,124.26,125.51,709000,122.13
"2011-03-11",123.96,127.97,123.55,127.23,776200,123.8
"2011-03-14",126.41,126.6,122.66,123.72,1021600,120.39
"2011-03-15",119.85,123.88,119.09,123.19,1673600,119.87
"2011-03-16",122.93,123.55,120.14,121.18,1276800,117.92
"2011-03-17",123,123.13,121.29,121.69,1099200,118.41
"2011-03-18",122.21,122.21,116.65,117.29,2343200,114.13
"2011-03-21",119.43,120.67,117.36,119.75,1013200,116.52
"2011-03-22",119.93,120.61,118.27,118.49,743300,115.3
"2011-03-23",118.06,119.91,117.13,119.48,431200,116.26
"2011-03-24",120.66,120.66,118.65,119.64,535400,116.42
"2011-03-25",120.09,122.13,119.77,120.51,683800,117.26
"2011-03-28",120.69,122.28,119.34,119.43,678200,116.21
"2011-03-29",119.61,123.57,119.43,123.52,586400,120.19
"2011-03-30",123.75,125.28,123.33,124.85,589100,121.68
"2011-03-31",124.36,124.63,122.98,123.65,502300,120.51
"2011-04-01",124.52,127.89,124.22,126.63,838300,123.42
"2011-04-04",126.89,128.82,125.93,128,723900,124.75
"2011-04-05",127.47,130.19,127.13,128.59,599200,125.33
"2011-04-06",128.82,129.39,125.07,125.49,622000,122.31
"2011-04-07",125.38,127.32,124.5,126.08,534000,122.88
"2011-04-08",126.32,126.74,122.49,123.6,582500,120.47
"2011-04-11",123.8,125.25,123.07,124.48,400800,121.32
"2011-04-12",123.44,124.93,123.19,124.31,334300,121.16
"2011-04-13",125.17,128.88,125,128.39,713800,125.13
"2011-04-14",127.46,128.75,126.61,128,475500,124.75
"2011-04-15",128.67,129.94,127.79,129,553200,125.73
"2011-04-18",127.46,127.94,125.51,127.38,662400,124.15
"2011-04-19",127.88,130.5,127.88,128.49,708000,125.23
"2011-04-20",130.2,133.03,129.82,131.77,642400,128.43
"2011-04-21",132,133.47,131.01,133,420900,129.63
"2011-04-25",132.76,134.14,131.74,132.24,297400,128.89
"2011-04-26",132.48,132.73,130.66,130.99,560000,127.67
"2011-04-27",131.68,132.62,130.84,132.31,374400,128.95
"2011-04-28",132.21,132.43,131.14,131.56,493500,128.22
"2011-04-29",131.64,131.84,130.07,130.77,650000,127.45
"2011-05-02",131.52,132.4,128.7,129.29,515300,126.01
"2011-05-03",129.24,129.92,126.87,127.76,439400,124.52
"2011-05-04",127.7,129.1,126.99,128.27,582000,125.02
"2011-05-05",127.28,130.46,126.8,130.02,709800,126.72
"2011-05-06",130.44,131.45,128.35,129.61,631100,126.32
"2011-05-09",129.59,130.45,128.89,129.56,326000,126.27
"2011-05-10",130.32,133.23,130.03,132.69,718200,129.32
"2011-05-11",132.78,133.73,130.42,131.87,418200,128.53
"2011-05-12",131.93,134.66,130.98,134.58,627000,131.17
"2011-05-13",134.87,135.74,133.19,133.31,488400,129.93
"2011-05-16",132.97,134.15,131.98,132.25,419900,128.9
"2011-05-17",131.29,132.38,129.53,131.36,575400,128.03
"2011-05-18",131.49,134.02,131.49,134.01,434400,130.61
"2011-05-19",134.72,136.5,134.05,136.1,660500,132.65
"2011-05-20",134.77,135.55,128.89,130.21,1658100,126.91
"2011-05-23",129.25,130.18,127.75,128.62,1008700,125.36
"2011-05-24",128.98,133.42,127.81,129.39,1698300,126.11
"2011-05-25",114.7,122.2,114.6,114.7,8424000,111.79
"2011-05-26",116.21,118.55,114.91,118.32,3573900,115.32
"2011-05-27",118.42,126.6,118.42,126.43,4497900,123.22
"2011-05-31",126.11,127.86,125.43,126.77,3963800,123.56
"2011-06-01",126.12,127.35,121.38,121.45,3344200,118.37
"2011-06-02",122.5,123.5,120.74,120.84,1899000,117.78
"2011-06-03",119.25,124.59,119.25,122.74,1632500,119.63
"2011-06-06",122.3,123.3,120.39,121.35,1699300,118.27
"2011-06-07",122.24,123.45,121.95,122.07,1628700,118.97
"2011-06-08",121.1,121.88,118.73,119.49,1491800,116.46
"2011-06-09",119.92,122.81,119.92,121.83,1075800,118.74
"2011-06-10",121,121.51,119.32,119.63,997500,116.6
"2011-06-13",120.46,122.92,119.68,120.46,1097600,117.41
"2011-06-14",121.65,122.77,121.06,122.48,917700,119.37
"2011-06-15",120.99,121.75,120.13,120.57,1357500,117.51
"2011-06-16",120.57,122.4,119.35,122.26,1336900,119.16
"2011-06-17",124,124.65,122.75,124.04,1397700,120.89
"2011-06-20",123.19,127.12,122.92,126.16,828300,122.96
"2011-06-21",127.35,128.1,126.41,127.83,752700,124.59
"2011-06-22",127.78,129.46,126.82,127.19,868600,123.96
"2011-06-23",125.76,128.18,123.81,127.95,1800000,124.71
"2011-06-24",127.75,128.51,125.13,125.58,951400,122.4
"2011-06-27",126.12,127.25,125.5,126.21,1109000,123.01
"2011-06-28",126.62,130.03,126.62,129.9,949500,126.61
"2011-06-29",129.78,132.54,128.49,131.03,1004600,127.9
"2011-06-30",131.12,133.59,131.03,132.61,887000,129.45
"2011-07-01",132.1,134.57,131.5,134.3,713000,131.1
"2011-07-05",134.5,136.13,133,135.54,618500,132.31
"2011-07-06",135.18,137.08,134.77,135.93,532300,132.69
"2011-07-07",137.67,140.29,137.58,139.19,849600,135.87
"2011-07-08",137.06,138.5,136.38,137.61,677400,134.33
"2011-07-11",135.37,137.2,133.24,134.3,895400,131.1
"2011-07-12",133.83,135.11,133.54,134.04,809800,130.84
"2011-07-13",134.93,135.87,133.9,134.5,845700,131.29
"2011-07-14",134.74,135.51,133.3,135.02,699300,131.8
"2011-07-15",135.54,135.54,133.52,134.77,624600,131.55
"2011-07-18",134.73,136.16,133.81,134.54,878500,131.33
"2011-07-19",135.97,138,135.34,137.92,580500,134.63
"2011-07-20",137.72,138.71,136.71,138.2,924500,134.9
"2011-07-21",139.41,141.37,138.97,140.09,1041100,136.75
"2011-07-22",140,140.22,138.77,139.39,289000,136.06
"2011-07-25",137.89,139.6,137.4,138.53,383200,135.23
"2011-07-26",138.08,138.5,136.15,137.4,594900,134.12
"2011-07-27",137.24,137.31,132.62,133.03,692700,129.86
"2011-07-28",133.61,137.73,133.46,135.58,988100,132.35
"2011-07-29",134.18,135.93,133.5,135.07,851800,131.85
"2011-08-01",136.92,136.92,133,135.45,910400,132.22
"2011-08-02",133.85,134.87,126.28,126.6,1862100,123.58
"2011-08-03",127.17,129.67,123.97,129.52,1635600,126.43
"2011-08-04",127.21,128.67,120.25,120.27,1559300,117.4
"2011-08-05",122.34,125.51,119.61,124.52,1867600,121.55
"2011-08-08",120.67,123.9,113.95,114.16,2416200,111.44
"2011-08-09",116.62,120.28,105.11,119.85,4792300,116.99
"2011-08-10",128.99,132.3,123.1,125.28,6254500,122.29
"2011-08-11",127.3,132.38,126.59,130.55,2543600,127.44
"2011-08-12",132.81,139.09,131.75,137.68,2346700,134.4
"2011-08-15",138.45,140.91,137.1,140.69,1930300,137.33
"2011-08-16",139,141.71,136.38,137.59,2026200,134.31
"2011-08-17",138.57,138.99,132.11,133.74,2017900,130.55
"2011-08-18",129.58,129.62,124.31,126.94,2349100,123.91
"2011-08-19",125.11,129.73,121,121.12,2113800,118.23
"2011-08-22",122.98,124.6,119.41,121.11,1897200,118.22
"2011-08-23",121.1,130.63,120.09,130.51,2174600,127.4
"2011-08-24",129.84,132.94,128.78,132.84,1229700,129.67
"2011-08-25",133.39,134.16,128.91,129.26,1291900,126.18
"2011-08-26",128.15,132.15,127.14,131.65,1258800,128.51
"2011-08-29",132.86,135.73,132.74,135.6,1188800,132.36
"2011-08-30",134.91,136.67,133.87,135.82,980800,132.58
"2011-08-31",136.98,139.73,135.58,137.11,1279400,133.84
"2011-09-01",136.76,139.18,134.7,135.75,907000,132.51
"2011-09-02",133.58,135.29,131.26,131.83,712700,128.68
"2011-09-06",127.46,131.27,126.19,131.04,1138300,127.91
"2011-09-07",132.93,136.93,131.71,136.8,707300,133.54
"2011-09-08",135.5,139.76,135.43,137.32,1185400,134.04
"2011-09-09",135.27,138.54,132.51,133.98,1374700,130.78
"2011-09-12",132.5,135.83,131.17,134.95,999300,131.73
"2011-09-13",135.03,139,133.5,138.49,845300,135.19
"2011-09-14",138.72,145.16,135.69,143.22,2016300,139.8
"2011-09-15",144.1,148.54,143.63,147.86,1871300,144.33
"2011-09-16",147.52,148.49,144.68,147.37,1667000,143.85
"2011-09-19",145.03,151.7,144.74,150.52,1588700,146.93
"2011-09-20",152.04,154.62,150.02,151.77,2042300,148.15
"2011-09-21",151.83,153.28,146.67,146.83,1283300,143.33
"2011-09-22",140.99,145.1,137.82,143.7,3154400,140.27
"2011-09-23",142.58,147.15,142.58,146.53,1016600,143.03
"2011-09-26",147,147.38,142.29,146.82,1315300,143.32
"2011-09-27",150,152.39,147.9,148.77,1356200,145.22
"2011-09-28",144.43,147.48,143.21,143.56,1731800,140.32
"2011-09-29",145.7,145.93,134,139.8,1926000,136.65
"2011-09-30",137.21,137.21,129.08,129.7,2383900,126.78
"2011-10-03",126.91,132.28,125.64,125.67,1393000,122.84
"2011-10-04",123.78,132.14,121.3,131.68,1900000,128.71
"2011-10-05",131.03,133.4,128.61,132.88,1266300,129.88
"2011-10-06",135,141.69,134.81,141.29,1712800,138.1
"2011-10-07",141.88,143.66,138.89,141.05,1400500,137.87
"2011-10-10",142.45,145.68,142.37,144.82,1035100,141.56
"2011-10-11",142.89,144.46,142.17,143.28,960700,140.05
"2011-10-12",144.66,146.51,143.84,144.85,1085400,141.58
"2011-10-13",143.34,146.29,143.32,145.75,644400,142.46
"2011-10-14",147.67,148.75,146.27,148.22,824500,144.88
"2011-10-17",148,148.55,143.88,144.27,667200,141.02
"2011-10-18",146.05,149.53,139.08,148.32,1790900,144.98
"2011-10-19",147.56,148.24,143.29,143.73,957700,140.49
"2011-10-20",142.78,146.7,141.39,145.28,1116300,142
"2011-10-21",146.96,150.77,146.96,150.74,1225600,147.34
"2011-10-24",151.77,159.37,151.77,157.55,1581700,154
"2011-10-25",155.78,156.89,153.01,153.61,873300,150.15
"2011-10-26",155.19,155.87,150.03,153.24,987000,149.79
"2011-10-27",158.7,161.43,156.28,159.27,1493900,155.68
"2011-10-28",158.48,162.98,157.2,162.07,967000,158.42
"2011-10-31",160.68,164.55,158.77,158.79,1213000,155.21
"2011-11-01",154.35,158.95,153.75,157.31,1328500,153.76
"2011-11-02",159.48,160.55,157.24,159.54,898200,155.94
"2011-11-03",157.62,158.75,150.02,157.39,2413000,153.84
"2011-11-04",155.52,158.42,154.75,157.34,936700,153.79
"2011-11-07",156.82,159.23,154,157.32,958500,153.77
"2011-11-08",158.76,160.4,154.8,159.05,1621300,155.46
"2011-11-09",149.05,151.82,147,149.94,3180300,146.56
"2011-11-10",152.1,153.47,148.31,151.22,1201400,147.81
"2011-11-11",153.19,156.67,150.85,155.5,1006700,151.99
"2011-11-14",154.8,157.57,154.26,156.11,850100,152.59
"2011-11-15",155.86,157.06,153.82,155.41,888800,151.91
"2011-11-16",153.58,154.94,151.55,152,935300,148.57
"2011-11-17",151.9,152.59,146.84,148.22,1490500,144.88
"2011-11-18",149.66,149.72,145.38,146.22,1061800,142.92
"2011-11-21",143.3,144.01,140.9,143.04,1315500,139.82
"2011-11-22",142.4,143.68,140.99,142.18,772600,138.97
"2011-11-23",140.09,142.91,138.08,141.79,985000,138.59
"2011-11-25",141.27,142.05,138.8,138.8,561000,135.67
"2011-11-28",143.32,146.75,143.32,145.34,972900,142.06
"2011-11-29",143.49,143.57,139.75,140.66,1736300,137.49
"2011-11-30",146.19,146.85,139.88,141.86,1602100,138.66
"2011-12-01",140.89,143.99,139.83,143.32,1591000,140.09
"2011-12-02",145.09,148.08,144.36,144.71,770900,141.45
"2011-12-05",147.3,151.6,146.5,150.15,1650100,146.77
"2011-12-06",150.62,152,149.52,150.63,1100200,147.23
"2011-12-07",150.67,151.51,148.19,149.35,924300,145.98
"2011-12-08",148.55,150,145.65,146.34,807900,143.04
"2011-12-09",146.29,147.99,143.58,147.18,797000,143.86
"2011-12-12",145.3,146.1,143.47,145.2,785400,141.93
"2011-12-13",145.82,146.54,139.47,141.01,685300,137.83
"2011-12-14",140.25,140.64,137.11,138.88,1191700,135.75
"2011-12-15",140,140.92,137.57,140.11,761600,136.95
"2011-12-16",141.31,141.94,138.26,139.13,916400,135.99
"2011-12-19",139.66,140.49,135.72,135.98,800600,132.91
"2011-12-20",138.12,138.5,136.46,137.3,875500,134.2
"2011-12-21",136.76,137.38,135.8,136.62,722300,133.54
"2011-12-22",136.92,137.31,135.35,135.97,464200,132.9
"2011-12-23",136.6,139.35,136.07,139.3,551200,136.16
"2011-12-27",138.83,141.84,137.66,140.64,354500,137.47
"2011-12-28",140.27,141.05,138.5,138.72,466000,135.79
"2011-12-29",138.82,139.46,137.58,138.4,564100,135.47
"2011-12-30",138.38,139.25,137.71,138.08,470500,135.16
"2012-01-03",140.84,141.72,136.92,137.12,751500,134.22
"2012-01-04",137.04,144.21,137.04,142.88,1027400,139.86
"2012-01-05",141.31,142.55,138,142.16,1059100,139.15
"2012-01-06",141.7,141.8,139.79,140.7,578700,137.72
"2012-01-09",145.55,147.5,144.26,146.36,1539000,143.26
"2012-01-10",145.73,147.69,141.82,147.32,1594000,144.2
"2012-01-11",144.08,145.44,143.09,144.54,999600,141.48
"2012-01-12",143.7,144.64,141.29,144.44,860200,141.38
"2012-01-13",143.47,145.24,143.22,143.67,503000,140.63
"2012-01-17",144.98,145.65,141.59,142.19,914600,139.18
"2012-01-18",142.55,146.03,140.7,145.71,922100,142.63
"2012-01-19",146.11,147.1,144.81,146.67,1310500,143.57
"2012-01-20",147.16,147.82,146.07,146.94,710800,143.83
"2012-01-23",145.91,147.9,143.04,145.97,770700,142.88
"2012-01-24",145.76,151.99,145.76,150.73,1439000,147.54
"2012-01-25",149.8,152.47,148.69,151.73,644800,148.52
"2012-01-26",151.73,152.94,149.13,150.28,609300,147.1
"2012-01-27",149.8,152.38,148.74,151.52,572700,148.32
"2012-01-30",150.5,151.39,149.09,151,724800,147.81
"2012-01-31",151.91,153.12,151.16,152,905600,148.79
"2012-02-01",152.86,154.66,152.25,153.91,1269800,150.65
"2012-02-02",153.17,156,152.45,153,667700,149.76
"2012-02-03",154.72,156.87,154,155.97,797500,152.67
"2012-02-06",155.58,157.81,154.48,157.41,881200,154.08
"2012-02-07",157,158,154.51,157.07,1257900,153.75
"2012-02-08",170.71,178.47,170.02,171.49,5736700,167.86
"2012-02-09",171.6,175.98,168.2,172.54,2000900,168.89
"2012-02-10",169.95,174.1,169.95,172.6,1274700,168.95
"2012-02-13",173.05,174.49,171.26,172.37,853500,168.72
"2012-02-14",171.27,174.87,171,174.78,891500,171.08
"2012-02-15",175,176,172.36,172.62,1022500,168.97
"2012-02-16",173.99,176.47,173.05,174.43,881400,170.74
"2012-02-17",174.99,176.73,173.96,174.47,643300,170.78
"2012-02-21",174.56,174.97,170.92,172.58,620500,168.93
"2012-02-22",172.09,172.9,171.29,171.51,896300,167.88
"2012-02-23",171.71,173.85,171.52,173.24,688900,169.58
"2012-02-24",173.48,173.71,172.34,173.32,567100,169.65
"2012-02-27",171.86,176.25,171.25,174.46,633500,170.77
"2012-02-28",174.34,175.14,172.95,174.7,419100,171
"2012-02-29",175.28,176.1,173.5,173.73,643400,170.06
"2012-03-01",174.87,178.31,174.77,177.91,706000,174.15
"2012-03-02",177.5,178.19,175.98,176.61,521900,172.87
"2012-03-05",176.2,177.95,175.11,176.78,543000,173.04
"2012-03-06",174.39,174.39,169.59,170.51,1362600,166.9
"2012-03-07",172.48,172.74,170.68,171.34,797700,167.72
"2012-03-08",172.84,174.7,172.15,173.78,662500,170.1
"2012-03-09",174.17,177.38,173.67,176.39,527800,172.66
"2012-03-12",176.95,178.93,176.19,177.64,516500,173.88
"2012-03-13",178.89,180.17,176.36,179.87,622000,176.07
"2012-03-14",181.38,182.48,177.78,178.53,730200,174.75
"2012-03-15",177.74,178.71,176.31,178.05,622100,174.28
"2012-03-16",178.05,178.5,176.56,177.75,744800,173.99
"2012-03-19",177.77,177.99,174.9,176.6,572800,172.86
"2012-03-20",177.69,179.04,175.04,176.99,764600,173.25
"2012-03-21",176.99,177.95,175.84,176.58,500500,172.85
"2012-03-22",174.48,176.73,174.34,175.5,600900,171.79
"2012-03-23",175.98,175.98,171.26,174.16,511600,170.48
"2012-03-26",176.4,177.54,173.57,177.14,503900,173.39
"2012-03-27",177.11,177.26,175.56,176.13,436800,172.4
"2012-03-28",175.85,176.33,171.81,174.8,531000,171.3
"2012-03-29",174.14,175.1,172.6,174.75,481600,171.25
"2012-03-30",175.05,176.35,173.5,174.33,647100,170.84
"2012-04-02",174.44,176.73,173.87,175.29,470400,171.78
"2012-04-03",174.94,177.3,174.1,175.59,713500,172.07
"2012-04-04",174,175,172.4,174,487300,170.51
"2012-04-05",173.91,179,173.91,178.06,763100,174.49
"2012-04-09",174.38,177.17,173.43,176.45,718800,172.91
"2012-04-10",176.06,176.06,169.67,169.8,882500,166.4
"2012-04-11",171.57,173.91,170.51,170.85,607100,167.43
"2012-04-12",170.88,173.16,170.11,171.8,656600,168.36
"2012-04-13",171.35,173.28,170.6,172.51,482400,169.05
"2012-04-16",172.79,174.23,169.28,170.7,784400,167.28
"2012-04-17",170.95,173.37,170.95,172.84,555300,169.38
"2012-04-18",172.46,174.05,171.57,173.3,451300,169.83
"2012-04-19",173.43,173.64,169.29,169.35,794600,165.96
