"","DO.Open","DO.High","DO.Low","DO.Close","DO.Volume","DO.Adjusted"
"2010-06-30",60.42,63.66,59.92,62.19,3703600,50.97
"2010-07-01",62.93,64.89,61.86,63.84,4101600,52.32
"2010-07-02",63.85,65.75,63.18,63.49,2079200,52.03
"2010-07-06",65.57,65.81,61.81,62.9,2851800,51.55
"2010-07-07",63.45,64.37,62.28,64.26,3238400,52.66
"2010-07-08",64.98,65.41,63.02,65.26,2250500,53.48
"2010-07-09",65.61,66,63.5,64.4,2069200,52.78
"2010-07-12",64.41,65.5,63.5,64.09,2186500,52.52
"2010-07-13",65.08,65.64,63.71,65.33,2532200,53.54
"2010-07-14",65.35,67.03,64.71,65.91,1825100,54.01
"2010-07-15",65.97,66.51,64.12,65.91,1977500,54.01
"2010-07-16",65.09,65.09,62.48,62.55,2509200,51.26
"2010-07-19",63.21,63.92,62.32,63.19,1440100,51.79
"2010-07-20",62.03,65.38,61.82,65.02,1712600,53.29
"2010-07-21",65.5,65.68,63.49,64.14,2511600,52.56
"2010-07-22",63,63.42,61.06,62.31,5797000,51.06
"2010-07-23",61.81,61.81,60.45,61.66,2295100,50.53
"2010-07-26",62.11,62.89,61.64,62.83,1575500,51.49
"2010-07-27",63.19,63.5,60.91,62.83,1783200,51.49
"2010-07-28",62.43,62.98,61.06,61.22,1734200,50.17
"2010-07-29",60.73,61.72,59.29,59.81,2115600,49.73
"2010-07-30",59.38,59.89,58.75,59.49,2169100,49.46
"2010-08-02",60.34,62.3,60.13,61.68,1992600,51.28
"2010-08-03",61.52,63.47,60.83,63.34,2255300,52.66
"2010-08-04",63.5,67.8,63.5,67.28,3068100,55.94
"2010-08-05",67.29,67.98,66.3,67.49,2296900,56.11
"2010-08-06",66.5,67.19,65.61,66.43,1239200,55.23
"2010-08-09",67.13,67.13,65.38,65.65,1191300,54.58
"2010-08-10",64.63,65.08,63.8,64.83,1348500,53.9
"2010-08-11",63.93,63.93,61.65,62.26,2641900,51.76
"2010-08-12",61.25,62.14,60.78,61.02,2466600,50.73
"2010-08-13",60.94,61.78,60.45,60.51,1733100,50.31
"2010-08-16",60.38,61.38,59.79,61.37,1503900,51.02
"2010-08-17",62.35,63.32,61.45,62.19,1916200,51.71
"2010-08-18",62.46,62.46,60.85,61.23,1530300,50.91
"2010-08-19",61.16,61.37,59.75,60.13,1266400,49.99
"2010-08-20",59.99,59.99,58.3,59.03,1544600,49.08
"2010-08-23",59.28,60,58.94,59.08,1247100,49.12
"2010-08-24",58,61.19,57.76,59.81,2782100,49.73
"2010-08-25",59.59,59.74,58.5,59.27,1429300,49.28
"2010-08-26",59.55,60.14,58.33,58.42,1295300,48.57
"2010-08-27",58.72,60.11,58.18,60,1541700,49.88
"2010-08-30",59.54,60.75,59.35,59.5,1740800,49.47
"2010-08-31",59.25,59.87,57.96,58.18,1533300,48.37
"2010-09-01",59.31,61.69,59.13,60.91,1825000,50.64
"2010-09-02",60.96,61.5,59.4,60.81,2128900,50.56
"2010-09-03",61.41,61.67,60.1,60.48,1389300,50.28
"2010-09-07",60.1,61.01,59.8,60.41,1022900,50.23
"2010-09-08",60.26,61.53,60.26,61.01,1117300,50.72
"2010-09-09",61.63,61.73,60.1,60.36,1298200,50.18
"2010-09-10",60.91,62.82,60.79,62.26,1812900,51.76
"2010-09-13",63.21,63.94,62.77,63.15,1641300,52.5
"2010-09-14",63.28,64.06,62.02,63.76,2518200,53.01
"2010-09-15",63.33,63.59,61.32,62.2,2483900,51.71
"2010-09-16",61.49,62.45,61.08,61.51,1244300,51.14
"2010-09-17",61.47,62.32,61,61.9,1397200,51.46
"2010-09-20",62.32,63.66,61.53,63.13,1470500,52.49
"2010-09-21",62.97,63.36,62.06,62.33,2085600,51.82
"2010-09-22",62.66,63.29,62.09,63.06,2097800,52.43
"2010-09-23",62.19,62.82,61.56,61.89,1506800,51.46
"2010-09-24",62.44,63.34,62.2,62.82,1370200,52.23
"2010-09-27",63,65.48,62.94,64.77,2773400,53.85
"2010-09-28",65.1,66.91,64,66.63,3223200,55.4
"2010-09-29",66.79,69.7,66.6,68.88,3207800,57.27
"2010-09-30",69.42,70.44,66.63,67.77,3037100,56.34
"2010-10-01",68.91,69.32,66.21,66.66,2930300,55.42
"2010-10-04",66.55,67.05,64.91,65.26,1772900,54.26
"2010-10-05",66.23,67.57,66,66.87,1737700,55.6
"2010-10-06",67.17,67.5,66.53,66.8,1315000,55.54
"2010-10-07",67.56,67.75,65.3,66.02,1133000,54.89
"2010-10-08",65.99,67.8,65.72,67.13,1423400,55.81
"2010-10-11",67.24,67.8,66.3,66.68,806400,55.44
"2010-10-12",66.45,69.72,66.14,69.37,3945000,57.67
"2010-10-13",70.15,71.21,69.31,70.94,2681000,58.98
"2010-10-14",71.13,72.65,70.61,71.71,2585900,59.62
"2010-10-15",72.14,72.19,70.11,71.65,1610400,59.57
"2010-10-18",71.47,72.91,71.23,72,1571700,59.86
"2010-10-19",70.85,70.85,68.55,68.66,2407900,57.08
"2010-10-20",69.1,70.08,68.01,68.87,2728600,57.26
"2010-10-21",71.74,71.74,67.29,68.63,3777600,57.06
"2010-10-22",70.31,70.64,69.3,69.51,1895800,57.79
"2010-10-25",70.75,70.79,69.42,69.5,2136100,57.78
"2010-10-26",68.93,69.29,68.46,68.77,2069500,57.18
"2010-10-27",68.27,68.72,67.26,67.8,2528000,56.37
"2010-10-28",67.46,67.96,65.73,66.3,2556600,55.84
"2010-10-29",66.27,66.45,65.32,66.16,2196400,55.72
"2010-11-01",67.33,67.95,66.12,66.85,1911000,56.31
"2010-11-02",67.43,67.94,66.89,67.81,1761500,57.11
"2010-11-03",68.19,68.65,67.35,68.64,2045500,57.81
"2010-11-04",69.77,70,68.82,69.73,3630600,58.73
"2010-11-05",69.83,70,69.05,69.8,1531600,58.79
"2010-11-08",69.51,72.53,69.51,72.29,3102200,60.89
"2010-11-09",73.35,76.39,72.39,73.06,4772300,61.54
"2010-11-10",73.29,74.26,71.7,74.12,2459400,62.43
"2010-11-11",73.13,73.74,71.89,72.24,1921800,60.85
"2010-11-12",71.19,72.23,69.79,70.47,2099200,59.36
"2010-11-15",71.11,71.15,68.31,68.75,2360400,57.91
"2010-11-16",68.23,68.75,66.62,67.95,1919300,57.23
"2010-11-17",67.61,68.66,67.23,68.06,1734900,57.33
"2010-11-18",69,69.11,68.03,68.34,2149900,57.56
"2010-11-19",67.78,68.99,67.78,68.93,1594300,58.06
"2010-11-22",68.61,68.63,66.56,67.53,1656300,56.88
"2010-11-23",66.69,66.75,65.52,65.85,1478300,55.46
"2010-11-24",66.16,66.45,65.46,65.73,1628000,55.36
"2010-11-26",65.46,66.4,65.02,65.24,665100,54.95
"2010-11-29",64.97,66.42,64.17,66.11,1749600,55.68
"2010-11-30",64.99,66.49,63.37,64.76,3948500,54.55
"2010-12-01",65.76,66.2,65.16,65.91,2014300,55.51
"2010-12-02",66,67.34,65.9,66.75,1804600,56.22
"2010-12-03",66.6,66.86,65.77,66.23,1511900,55.78
"2010-12-06",66.1,66.36,65.61,65.72,1163900,55.35
"2010-12-07",66.71,66.87,64.52,64.74,2485700,54.53
"2010-12-08",64.82,65.43,63.87,65.37,2230500,55.06
"2010-12-09",65.92,66.15,64.57,65.22,1625700,54.93
"2010-12-10",65.49,65.69,64.66,65.49,1697000,55.16
"2010-12-13",66.03,66.24,65.49,65.6,2573900,55.25
"2010-12-14",65.76,66.44,64.73,64.84,2234900,54.61
"2010-12-15",64.86,65.7,63.12,63.39,3261600,53.39
"2010-12-16",62.99,64.19,62.9,63.76,2137200,53.7
"2010-12-17",63.9,64.79,63.56,64,1762200,53.91
"2010-12-20",64.06,64.3,63.41,64.06,1216600,53.96
"2010-12-21",64.32,64.95,64.17,64.18,1550700,54.06
"2010-12-22",64.2,65.26,64.01,64.91,1605100,54.67
"2010-12-23",64.72,65.2,64.39,65.02,754400,54.76
"2010-12-27",64.82,64.85,64,64.15,715900,54.03
"2010-12-28",64.43,64.59,64.11,64.24,902300,54.11
"2010-12-29",64.26,66.24,64.26,66.05,1897200,55.63
"2010-12-30",66.11,66.5,65.27,65.93,1226700,55.53
"2010-12-31",65.95,67.03,65.71,66.87,1113200,56.32
"2011-01-03",68,68.21,65.5,65.69,2882300,55.33
"2011-01-04",65.99,66.09,64.5,64.74,2401000,54.53
"2011-01-05",64.67,68.23,63.97,68.14,4059900,57.39
"2011-01-06",68.36,69.39,67.01,67.29,2598500,56.68
"2011-01-07",70.08,70.85,69.43,70.57,4619900,59.44
"2011-01-10",70.91,71.4,69.14,69.33,2900600,58.39
"2011-01-11",70.23,70.6,69.75,70.3,2188900,59.21
"2011-01-12",71.9,72.41,70.66,71.65,3108600,60.35
"2011-01-13",71.86,72.78,70.95,72.14,2742600,60.76
"2011-01-14",71.95,74.91,71.94,74.9,3709200,63.09
"2011-01-18",74.8,75.29,73.81,75.01,2678200,63.18
"2011-01-19",75.09,75.24,73.76,73.94,2586400,62.28
"2011-01-20",73.47,74.85,72.11,74.49,2721200,62.74
"2011-01-21",75.23,75.7,73.04,73.37,1861400,61.8
"2011-01-24",72.5,73.81,71.43,72.38,2165800,60.96
"2011-01-25",72.27,72.46,71.03,72.32,1848400,60.91
"2011-01-26",72.76,74.75,72.44,73.96,2009900,62.29
"2011-01-27",73.61,74.06,71.33,72,2582700,60.64
"2011-01-28",72.11,72.6,70.06,70.19,2878400,59.12
"2011-01-31",70.3,72.51,69.38,71.71,3201100,60.4
"2011-02-01",72.2,72.24,70.84,71.25,1879500,60.01
"2011-02-02",71.03,72.62,70.72,72.35,1894200,60.94
"2011-02-03",73.15,74.15,71.65,72.9,3321100,61.4
"2011-02-04",72.31,72.49,71.05,71.67,2206800,60.37
"2011-02-07",72.49,72.9,71.75,72.12,1799800,60.74
"2011-02-08",71.96,72.04,70.58,71.82,1756700,60.49
"2011-02-09",70.92,71.52,68.87,69.39,2339400,59.17
"2011-02-10",69.03,70.74,68.94,70.25,1919900,59.9
"2011-02-11",69.99,70.28,68.9,69.91,2108300,59.61
"2011-02-14",69.83,73.1,69.83,73.09,3230200,62.32
"2011-02-15",73.81,73.93,71.7,72.38,2090700,61.72
"2011-02-16",72.78,74.74,72.56,73.83,2687700,62.95
"2011-02-17",73.98,76.27,73.19,75.97,3281900,64.78
"2011-02-18",75.93,76.43,74.85,75.62,2193800,64.48
"2011-02-22",76.48,76.92,73.96,74.54,1883900,63.56
"2011-02-23",74.8,77.17,74.59,76.03,2764200,64.83
"2011-02-24",76.35,78.19,75.91,76.32,2597400,65.08
"2011-02-25",77,77.7,76.01,77.6,1571300,66.17
"2011-02-28",77.41,78.57,76.06,78.23,2156600,66.7
"2011-03-01",78.61,80.15,76.8,77,3462600,65.65
"2011-03-02",76.67,79.39,76.42,78.96,2221100,67.33
"2011-03-03",79.05,79.4,77.22,78.44,1827800,66.88
"2011-03-04",78.56,78.9,77.83,78.73,1452200,67.13
"2011-03-07",78.94,79.45,76.59,76.83,1618700,65.51
"2011-03-08",77.18,77.18,75.35,75.87,1271800,64.69
"2011-03-09",75.87,77.11,75.53,75.91,1101600,64.73
"2011-03-10",74.95,74.95,72.19,72.37,2692500,61.71
"2011-03-11",72.36,74.59,71.59,74.11,1510900,63.19
"2011-03-14",73.54,74.5,72.32,74.36,1405400,63.4
"2011-03-15",71.93,75,71.41,74.2,2134900,63.27
"2011-03-16",73.8,74.6,70.97,71,3185900,60.54
"2011-03-17",72.74,74.62,72.51,74.39,2207400,63.43
"2011-03-18",75.9,76.74,75.1,75.81,3613900,64.64
"2011-03-21",77.34,78.46,76.84,78.29,2136100,66.75
"2011-03-22",78.1,79.1,77.82,78.14,1599900,66.63
"2011-03-23",77.84,78.17,76.45,77.5,1583300,66.08
"2011-03-24",78.03,78.58,76.46,78.33,1789700,66.79
"2011-03-25",78.25,79.45,77.62,78.56,1795500,66.99
"2011-03-28",77.57,79.06,77.07,77.7,2149400,66.25
"2011-03-29",77.6,78.99,77.5,78.61,2538600,67.03
"2011-03-30",79.05,79.37,77.71,78.69,1636200,67.1
"2011-03-31",79.17,80.2,77.61,77.7,2295300,66.25
"2011-04-01",78.27,78.63,77.61,78.03,1733500,66.53
"2011-04-04",78.61,80.58,78.49,79.47,2043900,67.76
"2011-04-05",78.89,80.37,78.72,80.14,1750500,68.33
"2011-04-06",80.6,81.19,78.84,78.92,1251800,67.29
"2011-04-07",79.1,79.45,77.94,78.59,1847400,67.01
"2011-04-08",79.1,80.21,78.09,78.49,1170900,66.93
"2011-04-11",78.66,79.99,78.43,78.75,1772500,67.15
"2011-04-12",77.91,77.91,75.55,76.08,1968300,64.87
"2011-04-13",76.58,77.24,75.23,75.96,1105400,64.77
"2011-04-14",75.29,76.02,74.91,75.69,1111800,64.54
"2011-04-15",75.58,76,74.13,74.99,2438300,63.94
"2011-04-18",73.83,75.16,73.07,74.8,1603200,63.78
"2011-04-19",74.79,76.07,74.59,75.31,1599500,64.21
"2011-04-20",76.49,76.79,75.01,76.4,2470000,65.14
"2011-04-21",77.19,78.63,76.42,78,2198100,66.51
"2011-04-25",78.3,78.58,76.78,77.56,1398600,66.13
"2011-04-26",78.16,78.17,77.13,77.82,1100000,66.35
"2011-04-27",78.18,78.35,76,76.28,1984700,65.04
"2011-04-28",75.65,77.1,75.02,75.46,1737000,65.09
"2011-04-29",75.34,76.29,75.05,75.87,1300000,65.44
"2011-05-02",75.82,75.87,73.19,73.75,2282700,63.61
"2011-05-03",73.72,73.75,70.73,71.12,3299200,61.35
"2011-05-04",71.12,71.46,69.51,70.72,2381000,61
"2011-05-05",69.79,72.58,69.12,69.88,3847300,60.28
"2011-05-06",70.87,71.89,69,69.77,2342900,60.18
"2011-05-09",70.43,71.53,70.28,71.34,1548400,61.53
"2011-05-10",71.28,72.02,70.8,71.64,1475100,61.79
"2011-05-11",71.29,71.29,69.34,69.96,2046300,60.34
"2011-05-12",69.57,70.99,68.64,70.32,1655000,60.65
"2011-05-13",70.49,71.61,69.83,70.74,1589300,61.02
"2011-05-16",70.33,71.49,70.04,70.32,2052900,60.65
"2011-05-17",70.39,71.98,69.84,70.65,2848500,60.94
"2011-05-18",70.87,73.09,70.87,72.75,2132700,62.75
"2011-05-19",73.15,73.35,71.3,72.06,1937000,62.16
"2011-05-20",72.16,72.59,70.87,71.85,1458400,61.97
"2011-05-23",70.63,71.08,70.08,70.98,1526300,61.22
"2011-05-24",70.96,72.69,70.85,72.17,1643200,62.25
"2011-05-25",73.21,73.4,71.63,73.21,1577200,63.15
"2011-05-26",73.01,73.39,71.98,72.9,1343600,62.88
"2011-05-27",73.3,73.44,72.39,72.85,1134600,62.84
"2011-05-31",73.74,74.07,72.73,73.67,2249700,63.54
"2011-06-01",73.27,74,71.77,71.93,2157700,62.04
"2011-06-02",72.08,73.07,71.25,71.88,1415800,62
"2011-06-03",70.99,72.64,70.85,71.62,1795400,61.78
"2011-06-06",71.53,71.98,69.16,69.24,2039700,59.72
"2011-06-07",69.73,70.05,68.88,68.88,1372200,59.41
"2011-06-08",68.91,69.26,68.06,68.47,1739100,59.06
"2011-06-09",68.95,69.32,68.35,69.18,1418100,59.67
"2011-06-10",68.5,69.04,68.22,68.22,1719800,58.84
"2011-06-13",67.33,68.76,66.38,67.33,1695300,58.08
"2011-06-14",68.25,68.83,67.8,67.84,1741700,58.52
"2011-06-15",67.11,67.99,66.22,66.65,2185800,57.49
"2011-06-16",66.78,67.66,65.63,66.94,2032900,57.74
"2011-06-17",67.43,67.63,66.68,67.34,2001400,58.08
"2011-06-20",66.97,67.57,66.25,66.73,1184500,57.56
"2011-06-21",67.56,68.4,67.41,68.02,1883300,58.67
"2011-06-22",68.92,69.99,68.62,68.7,2601400,59.26
"2011-06-23",67.6,68.35,66.29,68.05,2054100,58.7
"2011-06-24",68.8,69.49,67.59,67.71,2730600,58.4
"2011-06-27",67.39,67.92,66.87,67.49,1459500,58.21
"2011-06-28",67.94,69.34,67.66,68.1,2646400,58.74
"2011-06-29",68.4,70,68,69.41,2176200,59.87
"2011-06-30",69.52,71.31,69.43,70.41,2107900,60.73
"2011-07-01",70.17,70.77,69.55,70.34,1252300,60.67
"2011-07-05",70.51,72.15,70.45,71.52,2082800,61.69
"2011-07-06",71.38,71.49,70.16,70.63,1432000,60.92
"2011-07-07",71.38,71.54,70.1,70.88,1337000,61.14
"2011-07-08",69.92,70.86,69.85,70.71,1238400,60.99
"2011-07-11",69.7,69.93,68.78,68.94,1144400,59.46
"2011-07-12",68.51,69.54,68.39,68.95,1335700,59.47
"2011-07-13",69.25,70.72,69.16,69.47,1232600,59.92
"2011-07-14",69.92,70.22,67.9,68.07,2232500,58.71
"2011-07-15",68.75,70.46,68.75,70.46,1862000,60.78
"2011-07-18",70.12,70.72,69.55,70.17,2042500,60.53
"2011-07-19",70.77,72.35,70.64,72.31,1646400,62.37
"2011-07-20",72.72,73.15,71.52,72.73,2537100,62.73
"2011-07-21",72.63,72.63,68.93,70.21,4902200,60.56
"2011-07-22",70.21,71.11,70.18,70.79,2243900,61.06
"2011-07-25",70.03,70.79,69.82,70,1206500,60.38
"2011-07-26",70.04,70.48,69.19,69.8,1714700,60.21
"2011-07-27",69.56,69.94,68.52,69.22,2388300,59.71
"2011-07-28",68.46,69.22,67.75,67.82,1935800,59.25
"2011-07-29",66.81,68.45,66.7,67.83,2154900,59.26
"2011-08-01",68.95,69.17,66.81,67.27,1729200,58.77
"2011-08-02",66.71,67.35,65.61,65.63,2640900,57.33
"2011-08-03",65.63,65.77,64.28,65.61,2756600,57.32
"2011-08-04",64.52,64.53,60.46,60.62,3864400,52.96
"2011-08-05",61.34,62.73,58.57,62.24,5869300,54.37
"2011-08-08",60.01,61,56.68,56.68,5016600,49.52
"2011-08-09",57.54,60.55,56.4,60.42,4819800,52.78
"2011-08-10",59.28,60.92,58.5,58.64,2833700,51.23
"2011-08-11",59.09,62.31,58.23,61.46,2240300,53.69
"2011-08-12",61.97,62.66,61.03,61.81,1734200,54
"2011-08-15",62.53,63.99,62.47,63,2462100,55.04
"2011-08-16",61.98,62.86,61.62,62.31,1786200,54.43
"2011-08-17",62.85,63.41,61.94,62.3,1717900,54.43
"2011-08-18",60,60.47,58.2,58.81,2839700,51.38
"2011-08-19",57.97,60.24,57.7,58.53,2391100,51.13
"2011-08-22",60.27,60.32,57.92,58.46,2845600,51.07
"2011-08-23",58.97,60.23,58.25,60.17,1569300,52.56
"2011-08-24",60.09,60.46,58.9,59.93,1375200,52.35
"2011-08-25",60.43,60.7,58.68,59.78,1607300,52.22
"2011-08-26",59.38,61.68,58.9,61.49,1564900,53.72
"2011-08-29",62.26,64.33,61.92,64.24,2235300,56.12
"2011-08-30",62.9,64.59,62.54,64.07,2363600,55.97
"2011-08-31",64.67,65.42,63.48,63.73,1894500,55.67
"2011-09-01",63.92,64.63,63.13,63.32,1658900,55.32
"2011-09-02",62.22,62.27,61.11,61.57,1509300,53.79
"2011-09-06",59.67,61.32,59.22,61.27,1288100,53.53
"2011-09-07",62.32,63.65,61.8,63.59,1555300,55.55
"2011-09-08",63.11,64.75,62.82,63.45,1654900,55.43
"2011-09-09",62.43,63.04,60.84,61.66,1970400,53.87
"2011-09-12",60.44,62.01,60.04,61.89,1444100,54.07
"2011-09-13",62.29,62.75,61.12,62.32,2034700,54.44
"2011-09-14",62.75,63.75,61.59,63.11,1554900,55.13
"2011-09-15",63.92,64.48,63.26,63.85,1519900,55.78
"2011-09-16",64.21,64.48,62.79,63.31,1931700,55.31
"2011-09-19",61.86,63.41,61.12,62.93,2292600,54.98
"2011-09-20",63.29,63.91,62.03,62.14,1425600,54.29
"2011-09-21",61.93,62.58,60.12,60.22,1624700,52.61
"2011-09-22",58.1,58.38,56.42,57.38,3647900,50.13
"2011-09-23",56.89,59.16,56.56,57.66,2588400,50.37
"2011-09-26",58.14,59.63,56.57,59.48,2764500,51.96
"2011-09-27",59.98,60.77,58.2,58.65,1997400,51.24
"2011-09-28",58.67,59.6,56.02,56.14,1748100,49.04
"2011-09-29",57.38,57.38,55.63,56.8,2047500,49.62
"2011-09-30",55.74,56.59,54.7,54.74,1915800,47.82
"2011-10-03",54.31,55.01,52.9,52.9,1935400,46.21
"2011-10-04",51.89,54.07,51.16,53.97,2400000,47.15
"2011-10-05",54.28,55.68,53.31,55.4,2592100,48.4
"2011-10-06",55.07,56.97,54.56,56.6,2129300,49.45
"2011-10-07",57.04,57.08,55.21,55.92,1397500,48.85
"2011-10-10",57.2,58.65,57.2,58.25,1416000,50.89
"2011-10-11",57.76,58.92,57.56,58.37,1827500,50.99
"2011-10-12",58.74,59.97,58.48,58.53,1444200,51.13
"2011-10-13",58.13,58.72,57.34,58.51,1883900,51.11
"2011-10-14",59.55,60.41,58.93,60.15,1313500,52.55
"2011-10-17",59.87,60.23,58.3,58.46,2000800,51.07
"2011-10-18",58.36,60.92,57.71,60.61,1762300,52.95
"2011-10-19",60.67,61.62,59.54,59.75,1709300,52.2
"2011-10-20",62.28,62.28,59.02,61.72,3528900,53.92
"2011-10-21",62.42,64.56,61.82,62.82,2718800,54.88
"2011-10-24",62.97,64.93,62.89,64.57,1721900,56.41
"2011-10-25",64.63,64.88,63.2,64.15,2692600,56.04
"2011-10-26",65.29,65.48,63.68,65.14,1917500,56.91
"2011-10-27",67.44,70.16,67.12,69.25,4126900,60.5
"2011-10-28",68.18,68.68,66.89,68.51,1734500,60.62
"2011-10-31",67.37,67.63,65.47,65.54,1656200,57.99
"2011-11-01",63.45,64.68,62.86,63.42,2343800,56.11
"2011-11-02",65.3,65.87,63.31,64.36,1847300,56.94
"2011-11-03",64.53,65.88,63.28,65.76,2331200,58.18
"2011-11-04",65.34,66.3,64.43,65.59,1636200,58.03
"2011-11-07",66.46,66.73,64.14,65.22,1636000,57.71
"2011-11-08",65.65,66.74,65.07,66.51,1332900,58.85
"2011-11-09",64.95,65.14,63.63,64.05,1813500,56.67
"2011-11-10",64.95,65.43,63.37,64.7,1353300,57.25
"2011-11-11",65.6,66.16,65,65.39,1001200,57.86
"2011-11-14",64.92,65.32,63.78,64.45,954800,57.02
"2011-11-15",64.22,64.92,63.77,64.61,1192800,57.17
"2011-11-16",63.22,65.66,63.22,64.1,1544800,56.71
"2011-11-17",63.92,64.4,62.11,62.74,1430700,55.51
"2011-11-18",63.18,63.44,62.08,62.79,1384000,55.56
"2011-11-21",61.64,61.76,60.75,61.05,1987500,54.02
"2011-11-22",60.78,61.6,59.91,60.48,1306400,53.51
"2011-11-23",59.6,60.04,58.5,58.56,1656400,51.81
"2011-11-25",58.34,59.07,58,58.05,443200,51.36
"2011-11-28",60.17,60.67,58.71,59.07,2207800,52.26
"2011-11-29",58.41,59.69,58.3,58.49,2778600,51.75
"2011-11-30",60.27,60.72,59.75,60.15,3428400,53.22
"2011-12-01",60.14,60.62,59.94,60.33,1281300,53.38
"2011-12-02",60.97,61.25,60.03,60.17,1484700,53.24
"2011-12-05",61.16,61.75,60.64,61.16,1616400,54.11
"2011-12-06",61.29,61.75,60.93,61.28,1229800,54.22
"2011-12-07",60.97,61.01,59.93,60.41,1343200,53.45
"2011-12-08",59.47,60.12,57.8,57.97,1494800,51.29
"2011-12-09",57.82,59.24,57.8,59.03,1536800,52.23
"2011-12-12",58.15,58.26,56.93,57.48,1201100,50.86
"2011-12-13",57.75,58.53,56.56,56.97,1269700,50.41
"2011-12-14",56.4,56.92,55.41,55.65,1880800,49.24
"2011-12-15",56.32,56.59,54.54,54.63,1473000,48.34
"2011-12-16",54.83,55.35,53.71,54.29,2049600,48.03
"2011-12-19",54.33,54.49,52.98,53.12,1530300,47
"2011-12-20",54.2,55.92,54.14,55.75,3569400,49.33
"2011-12-21",55.75,56.11,54.91,56.03,1412400,49.57
"2011-12-22",56.21,56.46,55.64,56.32,799800,49.83
"2011-12-23",56.38,56.99,56.06,56.67,804600,50.14
"2011-12-27",56.45,56.9,55.91,56.24,773400,49.76
"2011-12-28",56.19,56.47,55.23,55.53,1205900,49.13
"2011-12-29",55.53,56.34,55.48,56,930500,49.55
"2011-12-30",55.94,56.18,55.25,55.26,1004400,48.89
"2012-01-03",56.85,57.32,56.33,56.78,1228600,50.24
"2012-01-04",56.51,57.04,56.02,56.08,810300,49.62
"2012-01-05",55.56,55.86,54.86,55.61,1198800,49.2
"2012-01-06",55.78,56.43,55.11,56.28,1385800,49.8
"2012-01-09",56.22,56.72,55.51,56.05,1422100,49.59
"2012-01-10",56.93,57.04,56.41,56.81,1224600,50.26
"2012-01-11",56.56,57.32,56.3,57.28,1507400,50.68
"2012-01-12",57.32,58.92,56.83,58.38,2225200,51.65
"2012-01-13",57.76,60.29,57.33,59.87,3298100,52.97
"2012-01-17",60.22,61.15,59.61,60.51,2081100,53.54
"2012-01-18",60.58,61.73,60.28,61.57,1985300,54.48
"2012-01-19",61.88,62.31,61.79,62.05,2040400,54.9
"2012-01-20",61.89,62.16,61,61.42,1259100,54.34
"2012-01-23",61.71,61.95,61.07,61.62,1588200,54.52
"2012-01-24",61.01,61.58,60.39,61.31,1552300,54.25
"2012-01-25",61.29,62.51,60.63,62.34,1540200,55.16
"2012-01-26",62.69,64.07,62.45,62.58,2271500,55.37
"2012-01-27",62.52,63.17,62.48,62.76,1451800,55.53
"2012-01-30",61.95,62.02,60.8,61.8,1235300,54.68
"2012-01-31",62.31,62.78,61.8,62.3,1248300,55.12
"2012-02-01",62.81,63.66,62.57,63.07,1848700,55.8
"2012-02-02",62.9,64,62.21,63.28,2684800,55.99
"2012-02-03",63.55,63.94,63,63.13,1684800,55.86
"2012-02-06",62.73,63.58,62.17,63.35,1470500,56.05
"2012-02-07",63.3,63.33,62.32,62.87,1568700,55.63
"2012-02-08",63.01,63.36,62.38,63.21,2049800,55.93
"2012-02-09",62.64,62.81,61.72,62.59,1531000,56.16
"2012-02-10",61.76,62.95,61.63,62.76,1487600,56.31
"2012-02-13",63.21,63.49,62.12,62.36,1073700,55.95
"2012-02-14",62.43,62.95,62.13,62.95,1363100,56.48
"2012-02-15",63,63.08,61.63,62.31,1364200,55.9
"2012-02-16",62.31,64.13,62.06,63.99,1703900,57.41
"2012-02-17",64.68,64.97,64.24,64.78,1507400,58.12
"2012-02-21",64.86,66.66,64.85,65.95,1997500,59.17
"2012-02-22",66.05,67.11,65.44,66.9,1665300,60.02
"2012-02-23",66.89,67.21,66.18,67.21,1562000,60.3
"2012-02-24",67.47,67.97,67.11,67.19,1195400,60.28
"2012-02-27",66.79,67.62,66.27,67.44,1481500,60.51
"2012-02-28",68.17,69.97,67.56,68.58,2683800,61.53
"2012-02-29",68.87,69.38,68,68.47,1693300,61.43
"2012-03-01",68.79,68.79,67.96,68.49,1509400,61.45
"2012-03-02",68.19,69.21,67.87,68.86,1864500,61.78
"2012-03-05",68.79,69.2,68.16,69.07,2056100,61.97
"2012-03-06",67.55,68.07,67.34,67.94,1399900,60.96
"2012-03-07",68.32,68.74,67.98,68.37,1101000,61.34
"2012-03-08",68.9,70.4,68.77,69.9,1715400,62.71
"2012-03-09",69.95,70.6,69.69,70.19,917000,62.97
"2012-03-12",70.01,70.4,68.73,69.16,1081000,62.05
"2012-03-13",69.37,69.95,68.83,69.87,1058200,62.69
"2012-03-14",69.8,69.96,68.67,68.99,1199800,61.9
"2012-03-15",69.13,70.08,68.52,69.54,1074100,62.39
"2012-03-16",70.14,72.8,70.14,72.43,2854100,64.98
"2012-03-19",72.52,72.77,71.48,71.96,1260500,64.56
"2012-03-20",71.49,71.63,70.49,70.93,1241400,63.64
"2012-03-21",70.66,70.86,69.5,70.52,1424900,63.27
"2012-03-22",69.22,69.65,68.04,68.5,1626300,61.46
"2012-03-23",68.83,69.83,68.62,69.03,1670100,61.93
"2012-03-26",69.67,70.01,68.78,69.21,1223900,62.1
