"","OXY.Open","OXY.High","OXY.Low","OXY.Close","OXY.Volume","OXY.Adjusted"
"2012-03-20",100.53,100.53,97.89,97.96,4265400,92.56
"2012-03-21",97.88,98.5,97.51,97.73,3236400,92.35
"2012-03-22",96.51,96.64,95,95.75,3981000,90.47
"2012-03-23",95.82,98.06,95.5,97.62,4287700,92.24
"2012-03-26",98.89,99.34,98,99.17,3657300,93.71
"2012-03-27",99.73,99.88,98.36,98.41,3278000,92.99
"2012-03-28",96.9,97.55,94.72,94.85,5968700,89.62
"2012-03-29",94,94.54,91.85,94.43,6787600,89.23
"2012-03-30",94.92,95.74,94.18,95.23,3470700,89.98
"2012-04-02",95.03,98.24,94.51,97.48,4644700,92.11
"2012-04-03",97.49,97.49,95.33,96.47,3298400,91.16
"2012-04-04",95.33,95.58,93.75,94.42,2947600,89.22
"2012-04-05",93.91,95.15,93.28,93.29,3831800,88.15
"2012-04-09",91,92.09,90.76,91.38,4326400,86.35
"2012-04-10",91.33,91.44,89.4,89.61,5534500,84.67
"2012-04-11",90.8,91.05,88.68,88.81,4571800,83.92
"2012-04-12",89.46,91.19,89.26,91.12,4059700,86.1
"2012-04-13",90.63,90.86,88.4,88.57,4886400,83.69
"2012-04-16",89.25,89.7,87.15,87.26,6084900,82.45
"2012-04-17",88.38,88.97,87.67,88.73,4383400,83.84
"2012-04-18",88.26,88.8,87.67,87.97,3290000,83.12
"2012-04-19",88.16,89.38,87.73,88.22,3359100,83.36
"2012-04-20",88.59,89.08,87.63,88.61,4334300,83.73
"2012-04-23",87.13,88.02,86.47,87.92,3246300,83.08
"2012-04-24",88.23,88.32,87.18,88.22,3262900,83.36
"2012-04-25",89.1,90.26,88.15,90.11,4308800,85.15
"2012-04-26",89.73,92.07,88.81,91.9,5617400,86.84
"2012-04-27",92.45,92.77,91.47,91.74,4295200,86.69
"2012-04-30",91.59,91.72,90.71,91.22,3597000,86.19
"2012-05-01",91.48,93.78,91.21,92.89,3694700,87.77
"2012-05-02",91.87,92.58,91.2,92.38,3586700,87.29
"2012-05-03",92.68,92.71,89.56,89.82,4641900,84.87
"2012-05-04",88.75,89.15,86.93,87.88,5605600,83.04
"2012-05-07",87.76,88.3,86.93,87.7,3236500,82.87
"2012-05-08",86.84,87.13,84.42,86.93,5612000,82.14
"2012-05-09",85.25,85.47,83.55,84.28,7635100,79.64
"2012-05-10",85.57,86.08,84.79,85.02,3804000,80.34
"2012-05-11",84.15,85.46,83.58,83.76,3736600,79.15
"2012-05-14",82.3,82.67,81.44,81.66,5198900,77.16
"2012-05-15",81.78,82.43,79.58,79.9,6892800,75.5
"2012-05-16",80.7,81.68,79.15,79.23,5365100,74.87
"2012-05-17",78.86,80.2,78.43,78.67,5937100,74.34
"2012-05-18",79.25,81.33,79.12,79.65,9197300,75.26
"2012-05-21",79.98,81.03,79.78,80.87,4941200,76.41
"2012-05-22",80.91,82.5,80.18,80.84,3874600,76.39
"2012-05-23",80.06,81.17,78.09,81.11,5212400,76.64
"2012-05-24",81.82,81.82,80.34,81.38,3966200,76.9
"2012-05-25",81.5,81.86,80.79,81.02,2976800,76.56
"2012-05-29",82.04,83.75,82.04,82.89,3820900,78.32
"2012-05-30",81.5,81.56,79.61,80.29,4641300,75.87
"2012-05-31",80.13,80.41,78.13,79.27,6740300,74.9
"2012-06-01",77.87,79.07,76.59,78.57,8127000,74.24
"2012-06-04",79.17,80.54,78.22,80.16,7103300,75.74
"2012-06-05",80.37,81.55,80,81.18,5462300,76.71
"2012-06-06",81.99,84.63,81.93,84.57,6074300,80.45
"2012-06-07",85.71,88.18,84.6,84.94,7415000,80.8
"2012-06-08",84.27,85.55,83.48,85.05,4215100,80.9
"2012-06-11",85.76,86.19,82.99,83.16,4718600,79.1
"2012-06-12",84.03,84.58,82.86,83.58,4800600,79.5
"2012-06-13",83.04,84.18,82.75,83.27,4637900,79.21
"2012-06-14",83.57,84.37,82.7,83.48,4685300,79.41
"2012-06-15",84.21,85.25,83.51,85.24,5062400,81.08
"2012-06-18",84.39,84.45,83.07,83.81,6074800,79.72
"2012-06-19",84.5,85,83.51,84.01,4263800,79.91
"2012-06-20",84.29,85.11,83.27,84.41,6493300,80.29
"2012-06-21",84.47,84.73,79.1,79.27,10465400,75.4
"2012-06-22",79.77,80.57,78.63,79.49,11251400,75.61
"2012-06-25",79.07,79.09,76.93,77.33,7924700,73.56
"2012-06-26",77.26,79.48,77.1,79.03,6179300,75.18
"2012-06-27",79.42,81.02,79.17,80.29,6254800,76.37
"2012-06-28",79.62,81.08,79,80.94,4763700,76.99
"2012-06-29",83.6,85.83,83.27,85.77,7964700,81.59
"2012-07-02",85.93,86.19,84.28,85.94,5104400,81.75
"2012-07-03",86.75,88.72,86.4,88.04,4070800,83.75
"2012-07-05",87.39,87.88,86.25,86.47,3237300,82.25
"2012-07-06",84.8,85.88,84.34,85.25,3087500,81.09
"2012-07-09",85.04,85.46,84.19,85.19,3300400,81.04
"2012-07-10",85.43,85.98,82.89,83.24,3304100,79.18
"2012-07-11",83.56,85.55,83.56,84.57,3643200,80.45
"2012-07-12",83.58,84.5,82.9,83.94,4748200,79.85
"2012-07-13",84.25,85.68,83.99,85.33,2926500,81.17
"2012-07-16",85.16,85.88,84.5,85.48,2273600,81.31
"2012-07-17",86.04,86.63,84.04,86.55,3963900,82.33
"2012-07-18",86.5,87.47,85.77,86.94,2800600,82.7
"2012-07-19",87.35,87.86,86.39,87.17,3791400,82.92
"2012-07-20",86.22,87.25,85.81,87.2,3828200,82.95
"2012-07-23",85.1,85.52,84.18,84.96,3900700,80.82
"2012-07-24",84.92,85.21,82.38,83.74,3409100,79.66
"2012-07-25",84.29,84.75,82.75,83.52,4566100,79.45
"2012-07-26",85.49,87.51,84.21,87.32,5215500,83.06
"2012-07-27",87.66,89.32,86.29,88.62,4657800,84.3
"2012-07-30",88.76,89.69,88.3,89.23,3120700,84.88
"2012-07-31",88.92,89.55,86.78,87.03,3478500,82.79
"2012-08-01",87.65,88.33,86,87.82,3261300,83.54
"2012-08-02",86.67,86.67,84.22,85.65,4443700,81.47
"2012-08-03",87.48,89.27,87.41,88.57,3206900,84.25
"2012-08-06",89.03,89.62,88.24,88.26,3191400,83.96
"2012-08-07",89.01,91.63,89.01,90.74,3810500,86.32
"2012-08-08",90.35,91.55,90.15,91.14,3314200,86.7
"2012-08-09",90.7,91.5,90.26,90.51,2644900,86.1
"2012-08-10",89.86,91.5,89.34,91.4,2374100,86.94
"2012-08-13",90.9,91.09,89.54,90.05,2941100,85.66
"2012-08-14",90.7,90.82,89.51,89.89,2763100,85.51
"2012-08-15",89.79,89.91,88.53,89.03,4905600,84.69
"2012-08-16",89.4,89.53,88.75,89.26,3309200,84.91
"2012-08-17",89.46,89.73,88.57,88.71,3119100,84.38
"2012-08-20",88.51,88.98,88.32,88.62,2192600,84.3
"2012-08-21",88.89,89.49,87.77,88.13,2578200,83.83
"2012-08-22",87.76,88.96,87.43,88.83,3256900,84.5
"2012-08-23",88.32,88.48,87.23,87.26,3948700,83
"2012-08-24",86.83,88.16,86.19,87.9,2699600,83.61
"2012-08-27",87.9,88.44,86.96,87.5,2033500,83.23
"2012-08-28",87.4,87.92,86.9,87.45,1955000,83.19
"2012-08-29",87.72,87.72,86.15,86.23,2362100,82.03
"2012-08-30",85.81,85.91,84.23,84.28,3805000,80.17
"2012-08-31",85.17,85.46,84.45,85.01,3504600,80.86
"2012-09-04",85.2,85.57,82.61,83.11,5270400,79.06
"2012-09-05",82.39,83.19,82.25,82.65,4857900,78.62
"2012-09-06",83.05,85.12,82.82,84.3,4544400,80.72
"2012-09-07",84.73,87.19,84.68,87.15,4632900,83.45
"2012-09-10",86.85,87.3,86.3,86.32,2368900,82.65
"2012-09-11",86.91,87.6,86.37,86.44,2950400,82.77
"2012-09-12",86.95,87.2,85.92,86.86,2927300,83.17
"2012-09-13",87.11,90.58,87.02,90.46,4913800,86.61
"2012-09-14",90.82,93.6,90.62,91.95,6049700,88.04
"2012-09-17",91.65,91.92,89.93,90.06,6462300,86.23
"2012-09-18",90.06,90.3,88.95,89.25,3868300,85.46
"2012-09-19",88.84,89.11,87.35,87.47,4610100,83.75
"2012-09-20",86.76,87.85,86.15,87.6,6595700,83.88
"2012-09-21",88.25,88.35,86.91,87.39,7542600,83.68
"2012-09-24",86.37,87.28,86,86.81,2866200,83.12
"2012-09-25",87.28,87.42,85.14,85.33,4165100,81.7
"2012-09-26",85,85.61,84.57,85.01,3229200,81.4
"2012-09-27",85.71,86.35,84.52,86.26,3732200,82.59
"2012-09-28",85.75,86.6,85.29,86.06,3793400,82.4
"2012-10-01",86.64,87.39,86.08,86.38,3654200,82.71
"2012-10-02",86.39,86.75,84.52,85.15,6029400,81.53
"2012-10-03",85.24,85.28,83.2,83.68,4850600,80.12
"2012-10-04",84.3,85.52,83.84,85.39,4683100,81.76
"2012-10-05",86,86.11,84.44,85.01,3958900,81.4
"2012-10-08",84.38,84.79,84.03,84.2,2349400,80.62
"2012-10-09",84.41,84.95,83.34,83.41,4216800,79.86
"2012-10-10",83.2,83.45,82.02,82.22,4691200,78.72
"2012-10-11",83.14,83.79,82.62,82.62,3426400,79.11
"2012-10-12",82.5,83.24,81.8,81.93,3486200,78.45
"2012-10-15",81.94,82.17,80.61,81.7,5679200,78.23
"2012-10-16",82.32,83.57,82.02,83.17,5944100,79.63
"2012-10-17",83.71,84.78,83.42,84.6,5061200,81
"2012-10-18",84.47,86.08,84.31,85.52,4253800,81.88
"2012-10-19",85.61,85.62,83.79,84.35,3689900,80.76
"2012-10-22",84.01,84.17,82.31,82.81,4369100,79.29
"2012-10-23",81.7,82.04,80.65,81.28,4088000,77.82
"2012-10-24",81.57,82.01,80.32,80.68,4869300,77.25
"2012-10-25",83.36,83.9,79.79,82.52,11045600,79.01
"2012-10-26",81.49,82.63,80.17,80.44,7261700,77.02
"2012-10-31",81.66,81.66,78.08,78.96,8668000,75.6
"2012-11-01",79.3,80.25,78.75,79.06,6514100,75.7
"2012-11-02",79.73,80.39,77.92,78.33,5759000,75
"2012-11-05",78.14,78.5,77.67,77.83,5676400,74.52
"2012-11-06",78.3,79.73,77.85,79.58,6584400,76.2
"2012-11-07",78.27,78.58,76.87,77.45,6857700,74.16
"2012-11-08",77.82,78.18,76.37,76.41,4898200,73.16
"2012-11-09",76.27,77.67,76.15,76.65,5429300,73.39
"2012-11-12",76.89,77.17,76.3,76.53,2948400,73.28
"2012-11-13",75.93,76.11,74.78,74.86,6978000,71.68
"2012-11-14",75.09,75.25,73.7,73.97,6238300,70.83
"2012-11-15",74.34,74.95,73.48,73.92,5385500,70.78
"2012-11-16",73.88,73.91,72.43,73.81,8592300,70.67
"2012-11-19",74.88,75.69,74.67,75.46,5450600,72.25
"2012-11-20",75.07,75.36,74.33,74.87,6058300,71.69
"2012-11-21",74.86,75.36,74.26,75.11,3222900,71.92
"2012-11-23",75.93,76.18,75.38,76.17,2050700,72.93
"2012-11-26",75.45,75.95,74.63,75.24,3928100,72.04
"2012-11-27",74.95,75.85,74.25,75.48,5977800,72.27
"2012-11-28",74.81,76.29,74.69,76.2,4642700,72.96
"2012-11-29",76.58,77,75.93,76.26,4397500,73.02
"2012-11-30",76.27,76.28,74.91,75.21,6447600,72.01
"2012-12-03",75.79,75.92,73.4,73.58,6854400,70.45
"2012-12-04",73.33,73.8,72.69,73.69,5682300,70.56
"2012-12-05",73.54,75,73.25,74.49,5367000,71.32
"2012-12-06",74.14,74.56,73.42,74.52,4317800,71.87
"2012-12-07",74.99,75.55,74.78,75.37,4995200,72.69
"2012-12-10",75.32,75.55,74.87,75.35,3614200,72.67
"2012-12-11",75.9,76.5,75.62,76.01,5092100,73.31
"2012-12-12",76.31,76.91,75.79,76.42,5046700,73.71
"2012-12-13",76.48,76.52,75.03,75.43,4727100,72.75
"2012-12-14",75.23,76.32,75.21,76.17,3380200,73.46
"2012-12-17",76.39,76.8,76.06,76.52,3827300,73.8
"2012-12-18",76.67,78.63,76.48,78.47,5011800,75.68
"2012-12-19",78.8,79.05,78.22,78.24,5067700,75.46
"2012-12-20",78.45,79.12,78.18,79.02,4217600,76.21
"2012-12-21",77.85,78.39,77.42,78.14,6937400,75.36
"2012-12-24",77.84,78.21,77.34,77.52,1550000,74.77
"2012-12-26",77.94,78.03,76.69,76.89,2617200,74.16
"2012-12-27",77.21,77.21,76.04,76.94,2846500,74.21
"2012-12-28",76.33,76.59,75.3,75.38,3289500,72.7
"2012-12-31",75.17,76.68,74.82,76.61,4444700,73.89
"2013-01-02",78.33,78.5,77.28,78.16,3854200,75.38
"2013-01-03",78.02,79.32,77.85,78.47,3237900,75.68
"2013-01-04",78.51,79.88,78.47,79.84,3775600,77
"2013-01-07",79.56,80.17,79.26,79.88,3595900,77.04
"2013-01-08",80.28,82,79.92,81.72,8392300,78.82
"2013-01-09",81.61,82.45,81.6,82.11,5419500,79.19
"2013-01-10",82.98,83.17,82.23,83.01,5150100,80.06
"2013-01-11",82.93,83.17,82.59,83.08,3470800,80.13
"2013-01-14",83.1,83.5,82.21,82.67,3077700,79.73
"2013-01-15",82.33,82.82,82.2,82.49,2594200,79.56
"2013-01-16",82.39,82.56,82.07,82.29,3071600,79.37
"2013-01-17",82.73,82.99,82.38,82.39,3392000,79.46
"2013-01-18",82.44,82.58,81.61,82.58,4782000,79.65
"2013-01-22",82.39,83.66,82.17,83.6,5006300,80.63
"2013-01-23",83.6,83.72,82.7,82.92,4144000,79.97
"2013-01-24",83.05,83.83,83.05,83.4,3312000,80.44
"2013-01-25",83.61,84.14,83.23,84.06,3374900,81.07
"2013-01-28",84.53,84.58,83.02,83.84,3355700,80.86
"2013-01-29",84.03,85.25,83.81,85.11,4201400,82.09
"2013-01-30",85.16,86.34,85.04,85.32,6012000,82.29
"2013-01-31",86.05,88.59,85.65,88.27,13890800,85.13
"2013-02-01",88.51,88.51,87.16,87.68,7258300,84.57
"2013-02-04",87.73,88.52,87.5,87.99,6808800,84.86
"2013-02-05",88.52,88.74,87.81,88.41,4771900,85.27
"2013-02-06",87.85,88.72,87.51,88.68,4098900,85.53
"2013-02-07",88.62,88.74,87.75,88.17,4147300,85.04
"2013-02-08",88.16,88.6,88.1,88.36,3173100,85.22
"2013-02-11",88.24,88.25,87.09,87.21,3413800,84.11
"2013-02-12",87.31,87.5,86.49,86.93,3520600,83.84
"2013-02-13",87.1,87.38,86.57,86.94,2388200,83.85
"2013-02-14",86.74,87.31,86.45,86.91,4147200,83.82
"2013-02-15",87.2,87.25,84.62,84.71,9407000,81.7
"2013-02-19",85.1,86.3,85.1,85.8,5789800,82.75
"2013-02-20",85.76,86.16,84.42,84.51,5808500,81.51
"2013-02-21",84,84.28,83.09,83.43,4187300,80.47
"2013-02-22",84,84,83.36,83.61,3755200,80.64
"2013-02-25",85.03,85.55,82.11,82.13,6381200,79.21
"2013-02-26",82.51,82.82,81.11,81.78,5508800,78.88
"2013-02-27",81.65,82.63,81.47,82.23,5078900,79.31
"2013-02-28",82.24,82.55,81.92,82.33,4912800,79.41
"2013-03-01",81.86,82.86,81.21,82.65,3568800,79.71
"2013-03-04",82.39,82.48,80.93,81.64,3796300,78.74
"2013-03-05",82.17,82.83,81.93,82.45,3681200,79.52
"2013-03-06",82.61,82.61,81.37,81.89,3737200,79.6
"2013-03-07",82.03,82.21,81.61,81.69,4042700,79.41
"2013-03-08",82.06,82.54,81.84,82.4,3999300,80.1
"2013-03-11",82.24,83.33,81.94,82.88,2985800,80.56
"2013-03-12",83.11,84.24,83.02,83.59,3807900,81.25
"2013-03-13",83.63,83.96,83.2,83.28,4668000,80.95
"2013-03-14",83.59,84.7,83.43,84.4,5322800,82.04
"2013-03-15",84.02,84.51,83.31,83.67,7630700,81.33
"2013-03-18",82.7,83.28,82.25,82.5,4761200,80.19
"2013-03-19",81.82,81.94,79.3,80.18,8114300,77.94
"2013-03-20",80.77,80.9,78.5,78.63,7706800,76.43
"2013-03-21",78.25,79.05,77.94,78.36,6152200,76.17
"2013-03-22",78.6,79.15,78.41,78.66,3909400,76.46
"2013-03-25",78.93,79.25,77.79,78.05,6052400,75.87
"2013-03-26",78.15,78.44,77.21,78.01,5807700,75.83
"2013-03-27",77.59,78.35,77.52,78.13,3933900,75.94
"2013-03-28",78.1,78.74,77.82,78.37,5361700,76.18
"2013-04-01",78.45,79.21,77.91,78.95,4193100,76.74
"2013-04-02",79.6,81.73,79.25,80.68,8575200,78.42
"2013-04-03",80.59,81.68,80.09,81.06,8303300,78.79
"2013-04-04",80.99,82.09,80.51,81.82,7351600,79.53
"2013-04-05",80.81,82,80.81,81.85,5306900,79.56
"2013-04-08",82.84,83.23,79.98,81.12,10521900,78.85
"2013-04-09",81.58,82.08,80.47,81.57,6422800,79.29
"2013-04-10",81.62,81.8,81,81.36,4952500,79.08
"2013-04-11",84,84.74,83.5,84.2,14673700,81.84
"2013-04-12",83.56,83.75,82.46,83.39,7831400,81.06
"2013-04-15",82.54,82.8,80.68,80.7,6114600,78.44
"2013-04-16",81.84,81.86,80.53,81.6,4478700,79.32
"2013-04-17",80.95,81.32,79.47,80.45,5925300,78.2
"2013-04-18",80.59,81.14,79.4,79.91,4783800,77.67
"2013-04-19",80.35,80.6,79.16,79.61,4512300,77.38
"2013-04-22",79.68,80.74,79,80.56,3994500,78.31
"2013-04-23",80.88,82.55,80.47,81.69,5485700,79.41
"2013-04-24",81.86,84.56,81.86,84.33,7388900,81.97
"2013-04-25",83.59,87.92,82.55,85.55,9543600,83.16
"2013-04-26",85.4,86.93,84.51,86.66,5649400,84.24
"2013-04-29",87.37,88.04,86,87.86,9361600,85.4
"2013-04-30",88.4,89.89,88.18,89.26,7831800,86.76
"2013-05-01",88.48,88.85,87.05,87.55,7252600,85.1
"2013-05-02",88.09,88.46,86.91,88.09,5356800,85.63
"2013-05-03",88.92,91.99,88.9,90.76,11853000,88.22
"2013-05-06",90.69,91,89.1,89.36,6250300,86.86
"2013-05-07",89.54,89.95,88.64,89.25,5558800,86.75
"2013-05-08",89.24,89.93,88.85,89.28,4263300,86.78
"2013-05-09",89.28,89.34,87.89,88.2,5901900,85.73
"2013-05-10",87.9,89.18,87.9,89.17,5225100,86.68
"2013-05-13",89.07,90.53,88.85,90.53,5584000,88
"2013-05-14",90.5,91.43,90.27,91.03,5986500,88.48
"2013-05-15",90.52,91.09,89.92,90.93,4027100,88.39
"2013-05-16",90.54,91.93,90.23,91.03,4366500,88.48
"2013-05-17",91.14,92.84,90.67,92.84,6474800,90.24
"2013-05-20",92.84,93.74,92.68,93.69,3358000,91.07
"2013-05-21",93.59,94.42,93.02,93.06,4248600,90.46
"2013-05-22",92.58,93.35,90.29,91.1,7651300,88.55
"2013-05-23",90,90.57,88.9,90.53,4647600,88
"2013-05-24",90.2,91.22,89.43,90.78,3863800,88.24
"2013-05-28",92.5,93.49,92.24,92.65,5013600,90.06
"2013-05-29",92.44,94.9,92.15,94.55,6962900,91.91
"2013-05-30",94.46,95.56,93.9,94.75,6121300,92.1
"2013-05-31",94.75,95.57,92.07,92.07,9605700,89.49
"2013-06-03",93,94.3,92.46,94.27,6765400,91.63
"2013-06-04",93.95,95.31,93.78,94.26,6425000,91.62
"2013-06-05",93.43,94.41,92.77,93.38,5204400,90.77
"2013-06-06",92.94,93.4,91.86,92.55,5802100,90.58
"2013-06-07",93.01,93.62,92.04,93.12,6449000,91.14
"2013-06-10",93.07,93.39,92.09,92.29,4297600,90.33
"2013-06-11",91.39,92.54,90.61,91.25,4845800,89.31
"2013-06-12",91.9,92.29,90.63,90.95,3028700,89.02
"2013-06-13",91.01,93.53,90.81,93.04,3989300,91.06
"2013-06-14",93.16,93.35,91.32,91.89,2403700,89.94
"2013-06-17",92.66,93.24,91.81,92.61,2665800,90.64
"2013-06-18",92.4,93.25,92.2,92.43,2840100,90.46
"2013-06-19",92.63,93.2,91.76,91.76,3064600,89.81
"2013-06-20",90.82,90.94,88.49,88.94,5442800,87.05
"2013-06-21",89.76,90.61,88.56,89.92,7413900,88.01
"2013-06-24",88.84,89.6,87.56,88.63,5642200,86.75
"2013-06-25",89.25,89.25,87.89,88.67,3465400,86.78
"2013-06-26",89.93,90.05,88.29,89.25,3457400,87.35
"2013-06-27",89.91,91.26,89.52,90.31,3372800,88.39
"2013-06-28",89.99,90.27,89.21,89.23,3441600,87.33
"2013-07-01",89.92,90.6,89.7,90.02,2835300,88.11
"2013-07-02",90.07,91.36,89.91,90.57,3289400,88.64
"2013-07-03",90.1,90.2,89.03,89.76,2435300,87.85
"2013-07-05",90.05,91.09,89.35,90.83,2361300,88.9
"2013-07-08",91.55,92.19,90.54,90.84,3032000,88.91
"2013-07-09",91.45,91.68,89.59,89.94,5232300,88.03
"2013-07-10",90.16,90.21,89.12,89.28,4572300,87.38
"2013-07-11",90.45,90.72,89.45,90.42,3877100,88.5
"2013-07-12",90.22,90.39,89.48,90.22,3994300,88.3
"2013-07-15",90.18,90.96,89.5,90.51,2696400,88.59
"2013-07-16",90.64,90.9,88.74,89.66,4145300,87.75
"2013-07-17",89.8,90.23,89.4,89.94,3161600,88.03
"2013-07-18",90.2,91.67,90.14,91.27,2838500,89.33
"2013-07-19",91.64,92.41,90.92,92.09,4020000,90.13
"2013-07-22",92.1,92.59,91.61,91.97,2496900,90.01
"2013-07-23",92.03,92.67,91.8,92.03,2693500,90.07
"2013-07-24",92.16,92.27,90.38,91,3006000,89.07
"2013-07-25",90.72,91.23,90.18,91.05,2308400,89.11
"2013-07-26",90.31,90.9,89.78,90.75,2480000,88.82
"2013-07-29",90.72,90.74,89.43,90.48,3807600,88.56
"2013-07-30",90.4,90.55,86.12,88.32,8134600,86.44
"2013-07-31",88.52,89.8,88.17,89.05,5292400,87.16
"2013-08-01",89.65,90.1,89.11,89.85,3400700,87.94
"2013-08-02",89.68,89.96,88.46,88.92,3564400,87.03
"2013-08-05",88.85,88.89,88.07,88.15,3630100,86.28
"2013-08-06",88.27,88.75,87.81,88.18,3257800,86.3
"2013-08-07",87.99,88.31,87.62,87.88,3030000,86.01
"2013-08-08",88.09,88.82,87.15,88.48,3994600,86.6
"2013-08-09",88.22,89.04,87.91,88.28,3589400,86.4
"2013-08-12",87.85,88.42,87.52,88.29,3038900,86.41
"2013-08-13",88.32,88.33,87.79,87.87,4270000,86
"2013-08-14",87.93,88.3,87.42,87.68,3222400,85.82
"2013-08-15",87.34,87.51,86.7,86.99,3447800,85.14
"2013-08-16",86.88,86.98,85.69,86.51,4069800,84.67
"2013-08-19",86.4,87.53,86.02,86.11,2869100,84.28
"2013-08-20",86.1,86.75,85.78,85.95,2803500,84.12
"2013-08-21",85.58,86.08,84.91,85.38,4339700,83.56
"2013-08-22",85.51,86.8,85.34,86.12,2460100,84.29
"2013-08-23",86.32,88.4,86.14,88.17,3858600,86.3
"2013-08-26",88.33,88.97,87.84,87.92,2936300,86.05
"2013-08-27",87.33,88,87.11,87.35,3022600,85.49
"2013-08-28",87.37,88.75,87.37,88.17,2751400,86.3
"2013-08-29",88.01,89.07,87.95,88.21,3682300,86.33
"2013-08-30",89.77,89.87,87.95,88.21,3012500,86.33
"2013-09-03",88.94,88.99,87.71,88.47,2463800,86.59
"2013-09-04",88.33,90.25,88.23,89.77,3516900,87.86
"2013-09-05",89.71,90.4,89.6,89.74,2007500,87.83
"2013-09-06",89.54,89.77,88.62,89,2488900,87.73
"2013-09-09",88.99,89.85,88.98,89.7,2688100,88.42
"2013-09-10",89.74,89.99,88.77,89.66,2756700,88.38
"2013-09-11",89.66,90.82,89.54,90.82,2377900,89.53
"2013-09-12",90.55,91.63,90.32,91.01,3774600,89.71
"2013-09-13",91.29,92.87,89.29,89.49,9304500,88.22
"2013-09-16",90.24,90.45,89.46,89.68,4198100,88.4
"2013-09-17",89.81,91.4,89.68,90.98,2751900,89.69
"2013-09-18",91.08,92.85,90.8,92.31,3778700,91
"2013-09-19",92.44,92.89,91.8,92.11,2984700,90.8
"2013-09-20",92.22,92.39,91.56,91.56,4765600,90.26
"2013-09-23",91.13,91.64,90.92,91.37,4498500,90.07
"2013-09-24",91.42,93.48,91.39,92.8,3875700,91.48
"2013-09-25",93.2,93.3,92.39,92.91,3833500,91.59
"2013-09-26",93.75,94.4,93.06,93.58,5120000,92.25
"2013-09-27",93.88,94.5,93.3,94.46,4234700,93.12
"2013-09-30",93.38,93.65,92.79,93.54,4000500,92.21
"2013-10-01",93.44,94.47,93.36,94.39,2383600,93.05
"2013-10-02",94.18,94.97,93.13,94.81,3378800,93.46
"2013-10-03",94.74,95,93.72,94.4,3619600,93.06
"2013-10-04",94.43,95.63,94.14,95.41,2538900,94.05
"2013-10-07",94.61,95.93,94.43,95.28,2784400,93.92
"2013-10-08",95.05,95.23,93.51,93.56,3254500,92.23
"2013-10-09",93.82,94.31,92.92,93.96,3048100,92.62
"2013-10-10",94.98,95.88,94.36,95.1,3286100,93.75
"2013-10-11",94.67,95.81,94.24,95.49,2698600,94.13
"2013-10-14",94.99,95.94,94.61,95.71,2375400,94.35
"2013-10-15",95.55,96.3,95.03,95.23,3061400,93.87
"2013-10-16",95.99,97.24,95.69,96.97,3978600,95.59
"2013-10-17",96.8,98.08,96.67,98.08,3553100,96.68
"2013-10-18",98.54,98.7,96.21,98.29,6848400,96.89
"2013-10-21",98.21,98.21,96.76,97.05,3591200,95.67
"2013-10-22",97.39,97.99,96.81,97.82,3615600,96.43
"2013-10-23",97.25,97.28,95.41,95.66,3632800,94.3
"2013-10-24",95.96,97.31,95.49,97.03,2238600,95.65
"2013-10-25",96.9,97.08,96.09,96.88,2281000,95.5
"2013-10-28",96.88,97.79,95.51,97.54,3387300,96.15
"2013-10-29",97.88,98,96,96.48,5125600,95.11
"2013-10-30",96.87,97.97,95.14,96.06,3899200,94.69
"2013-10-31",96.2,97.24,95.39,96.08,3576000,94.71
"2013-11-01",96.05,96.27,94.59,95.65,3102400,94.29
"2013-11-04",96.23,97.82,95.93,97.73,4228500,96.34
"2013-11-05",97.37,97.37,96.23,96.69,3700300,95.31
"2013-11-06",97.06,97.49,96.03,97.01,3530300,95.63
"2013-11-07",96.71,96.89,95.42,95.85,3864800,94.49
"2013-11-08",95.71,96.47,95.56,96.33,4794600,94.96
"2013-11-11",96.46,97.08,96.17,97.01,2281200,95.63
"2013-11-12",96.67,96.83,95.34,95.64,3048600,94.28
"2013-11-13",95.29,97.04,95.1,97,3249900,95.62
"2013-11-14",97.02,97.65,96.48,97.48,3309300,96.09
"2013-11-15",97.57,97.76,96.8,97.54,3344000,96.15
"2013-11-18",97.6,97.76,96.66,97.08,2712000,95.7
"2013-11-19",96.9,97.33,96.01,96.9,2810800,95.52
"2013-11-20",97.13,97.8,96.79,97.18,2817300,95.8
"2013-11-21",97.5,98.72,97.13,98.65,2637200,97.25
"2013-11-22",98.77,99.42,97.96,99.37,3016300,97.96
"2013-11-25",99.31,99.31,97.3,97.47,3815100,96.08
"2013-11-26",97.49,98.09,97.05,97.63,2511000,96.24
"2013-11-27",97.49,97.6,94.79,95.2,4513700,93.84
"2013-11-29",95.21,95.95,94.52,94.96,2252400,93.61
"2013-12-02",95.13,95.39,94.08,94.76,3079200,93.41
"2013-12-03",94.73,95.6,94.06,94.3,4863600,92.96
"2013-12-04",94.3,95.06,93.75,94.59,3998500,93.24
"2013-12-05",94.4,94.44,93.36,93.43,4570100,92.1
"2013-12-06",93.94,94.54,92.54,92.65,4220900,91.96
"2013-12-09",92.57,93.78,92.37,93.14,5059300,92.45
"2013-12-10",93.15,93.2,92.45,92.49,4071200,91.8
"2013-12-11",92.36,92.79,91.33,91.54,4622800,90.86
"2013-12-12",91.44,92.12,90.98,91.24,4265700,90.56
"2013-12-13",91.24,91.49,90.63,91.11,3310500,90.43
